gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
ALPL|249	361.2126	ALPL|249	550.0382
ALS2CL|259173	177.8671	ALS2CL|259173	445.3782
ALS2CR11|151254	6.9394	ALS2CR11|151254	7.2574
ALS2CR4|65062	722.4251	ALS2CR4|65062	1888.4645
ALS2CR8|79800	198.3199	ALS2CR8|79800	334.2246
ALS2|57679	509.8612	ALS2|57679	669.2131
ALX3|257	18.2615	ALX3|257	27.1199
ALX4|60529	16.0701	ALX4|60529	76.0122
AMACR|23600	360.4821	AMACR|23600	330.7869
lowly_expressed	lowly_expressed	AMBP|259	6.1115
AMBRA1|55626	1401.0226	AMBRA1|55626	1077.1581
AMD1|262	857.2389	AMD1|262	2001.5279
AMDHD1|144193	8.4003	AMDHD1|144193	30.9396
AMDHD2|51005	245.6501	AMDHD2|51005	177.5134
AMFR|267	2363.4039	AMFR|267	3150.4966
AMH|268	9.496	lowly_expressed	lowly_expressed
AMICA1|120425	62.8196	AMICA1|120425	124.1406
AMIGO1|57463	137.3265	AMIGO1|57463	194.4232
AMIGO2|347902	1231.9211	AMIGO2|347902	4009.5493
AMIGO3|386724	92.4032	AMIGO3|386724	51.1841
AMMECR1L|83607	829.0723	AMMECR1L|83607	854.8510000000001
AMMECR1|9949	340.0292	AMMECR1|9949	222.6891
AMN1|196394	219.8685	AMN1|196394	261.2681
AMOTL1|154810	1594.2294	AMOTL1|154810	3356.7609
AMOTL2|51421	1375.0913	AMOTL2|51421	3276.547
AMOT|154796	2247.2608	AMOT|154796	1626.0504
AMPD1|270	12.7831	AMPD1|270	105.42399999999999
AMPD2|271	563.9153	AMPD2|271	670.7410000000001
AMPD3|272	202.7027	AMPD3|272	258.5943
AMPH|273	311.176	AMPH|273	46.2185
AMT|275	115.2739	AMT|275	254.1291
lowly_expressed	lowly_expressed	AMY1A|276	60.3514
AMY2B|280	218.3565	AMY2B|280	446.3675
AMZ2P1|201283	191.0153	AMZ2P1|201283	220.7792
AMZ2|51321	1194.3024	AMZ2|51321	1119.5569
ANAPC10|10393	127.8305	ANAPC10|10393	153.9343
ANAPC11|51529	580.3506	ANAPC11|51529	443.0863
ANAPC13|25847	1280.2666	ANAPC13|25847	1315.5195
ANAPC16|119504	2094.9598	ANAPC16|119504	2775.4011
ANAPC1|64682	741.0519	ANAPC1|64682	935.8289
ANAPC2|29882	624.5435	ANAPC2|29882	582.5057
ANAPC4|29945	506.5741	ANAPC4|29945	602.3682
ANAPC5|51433	2123.4478	ANAPC5|51433	2658.8999
ANAPC7|51434	863.4039	ANAPC7|51434	720.7792
ANGEL1|23357	446.3112	ANGEL1|23357	841.1001
ANGEL2|90806	1181.8846	ANGEL2|90806	822.0015
ANGPT1|284	84.7334	ANGPT1|284	212.3759
ANGPT2|285	174.58	ANGPT2|285	182.9641
ANGPTL1|9068	53.6888	ANGPTL1|9068	124.1406
ANGPTL2|23452	1004.748	ANGPTL2|23452	2153.9343
ANGPTL4|51129	306.0628	ANGPTL4|51129	857.9068
ANGPTL7|10218	26.2966	ANGPTL7|10218	17.9526
ANG|283	597.8853	ANG|283	374.4347
ANK1|286	8.7655	ANK1|286	12.987
ANK2|287	255.2958	ANK2|287	519.0985
ANK3|288	2572.3156	ANK3|288	1968.6784
ANKAR|150709	43.0972	ANKAR|150709	54.2399
ANKDD1A|348094	54.0541	ANKDD1A|348094	169.9771
ANKFN1|162282	12.7831	lowly_expressed	lowly_expressed
ANKFY1|51479	1969.3207	ANKFY1|51479	2191.3675
ANKHD1-EIF4EBP3|404734	939.4302	ANKHD1-EIF4EBP3|404734	1031.5317
ANKHD1|54882	3197.4872	ANKHD1|54882	3257.5974
ANKH|56172	2214.0248	ANKH|56172	2054.2399
ANKIB1|54467	1521.5486	ANKIB1|54467	1419.0222
ANKK1|255239	40.1753	ANKK1|255239	87.4714
ANKLE1|126549	7.3046	ANKLE1|126549	18.7166
ANKLE2|23141	1365.5953	ANKLE2|23141	1693.6593
ANKMY1|51281	468.5902	ANKMY1|51281	323.5294
ANKMY2|57037	821.0373	ANKMY2|57037	794.4996
ANKRA2|57763	425.4931	ANKRA2|57763	381.207
ANKRD10|55608	1861.2089	ANKRD10|55608	1540.2865
ANKRD11|29123	1637.973	ANKRD11|29123	2640.9664
ANKRD12|23253	1705.6245	ANKRD12|23253	2113.0634
ANKRD13A|88455	1108.4733	ANKRD13A|88455	1998.4721
ANKRD13B|124930	81.4463	ANKRD13B|124930	124.1406
ANKRD13C|81573	622.3521	ANKRD13C|81573	667.6853
ANKRD13D|338692	690.2849	ANKRD13D|338692	387.7005
ANKRD16|54522	354.9343	ANKRD16|54522	169.9771
ANKRD17|26057	2780.4967	ANKRD17|26057	3649.7326
ANKRD19|138649	37.9839	ANKRD19|138649	52.33
ANKRD20A3|441425	5.1132	ANKRD20A3|441425	14.8969
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.7296
ANKRD22|118932	56.6107	ANKRD22|118932	74.4843
ANKRD23|200539	35.4273	ANKRD23|200539	45.0726
ANKRD24|170961	64.2805	ANKRD24|170961	27.8839
ANKRD26|22852	930.6063	ANKRD26|22852	327.3491
ANKRD27|84079	1087.29	ANKRD27|84079	732.6203
ANKRD28|23243	1547.1147	ANKRD28|23243	1612.6814
ANKRD29|147463	91.6728	ANKRD29|147463	257.4484
ANKRD30A|91074	1075.6026	ANKRD30A|91074	661.9557
ANKRD30B|374860	829.4375	ANKRD30B|374860	60.7334
lowly_expressed	lowly_expressed	ANKRD31|256006	9.5493
ANKRD32|84250	118.6998	ANKRD32|84250	168.4492
ANKRD34A|284615	24.1052	ANKRD34A|284615	25.5921
ANKRD35|148741	88.0205	ANKRD35|148741	213.9037
ANKRD36BP1|84832	143.5354	ANKRD36BP1|84832	305.1948
ANKRD36B|57730	25.2009	ANKRD36B|57730	72.1925
ANKRD36|375248	202.3375	ANKRD36|375248	284.9503
ANKRD37|353322	57.9912	ANKRD37|353322	184.8052
ANKRD39|51239	100.8035	ANKRD39|51239	115.3552
ANKRD40|91369	1215.851	ANKRD40|91369	1900.3056
ANKRD42|338699	380.5698	ANKRD42|338699	255.1566
ANKRD43|134548	1047.1147	ANKRD43|134548	48.1283
ANKRD44|91526	56.2454	ANKRD44|91526	88.9992
ANKRD45|339416	12.7831	ANKRD45|339416	21.7723
ANKRD46|157567	372.2425	ANKRD46|157567	586.0428
ANKRD49|54851	510.5917	ANKRD49|54851	372.4217
ANKRD50|57182	2376.5522	ANKRD50|57182	1165.7754
ANKRD52|283373	1316.2893	ANKRD52|283373	1488.9228
ANKRD53|79998	12.7831	ANKRD53|79998	32.0856
ANKRD54|129138	323.9591	ANKRD54|129138	297.9374
ANKRD56|345079	79.9854	ANKRD56|345079	88.9992
ANKRD57|65124	599.3426	ANKRD57|65124	1323.9114
ANKRD58|347454	9.8612	ANKRD58|347454	6.4935
ANKRD5|63926	383.1264	ANKRD5|63926	269.6715
ANKRD6|22881	201.8335	ANKRD6|22881	440.2254
ANKRD9|122416	71.5851	ANKRD9|122416	84.0336
ANKS1A|23294	1028.4879	ANKS1A|23294	1611.1536
ANKS1B|56899	271.7312	ANKS1B|56899	141.7112
ANKS3|124401	309.7151	ANKS3|124401	257.4484
ANKS6|203286	84.0029	ANKS6|203286	274.2552
ANKZF1|55139	464.2075	ANKZF1|55139	545.4545
ANLN|54443	135.1351	ANLN|54443	61.8793
ANO10|55129	561.3587	ANO10|55129	860.9626
ANO1|55107	3739.2257	ANO1|55107	11091.2911
ANO2|57101	18.6267	ANO2|57101	20.6264
ANO3|63982	5.4785	ANO3|63982	13.751
ANO4|121601	15.3397	lowly_expressed	lowly_expressed
ANO5|203859	26.6618	ANO5|203859	80.5959
ANO6|196527	4169.832	ANO6|196527	3469.4423
ANO7|50636	12.0526	ANO7|50636	22.1543
ANO8|57719	280.8619	ANO8|57719	305.5768
ANO9|338440	201.9722	ANO9|338440	121.4668
ANP32A|8125	2574.5069	ANP32A|8125	2138.2735
ANP32B|10541	1769.1746	ANP32B|10541	2124.1406
ANP32E|81611	717.3119	ANP32E|81611	1128.7242
ANPEP|290	7533.9664	ANPEP|290	3795.6455
ANTXR1|84168	3372.5347	ANTXR1|84168	3881.9709999999995
ANTXR2|118429	636.2308	ANTXR2|118429	1075.2483
ANUBL1|93550	323.5939	ANUBL1|93550	244.0794
ANXA11|311	2963.1118	ANXA11|311	3557.2956
ANXA13|312	21.1833	ANXA13|312	9.9312
ANXA1|301	2515.3397	ANXA1|301	9938.5027
ANXA2P1|303	59.1673	ANXA2P1|303	51.9481
ANXA2P2|304	2970.0511	ANXA2P2|304	2748.2811
ANXA2|302	9948.1373	ANXA2|302	9237.5859
ANXA3|306	690.2849	ANXA3|306	1526.7379999999998
ANXA4|307	1376.1870000000001	ANXA4|307	1466.7685
ANXA5|308	6438.2761	ANXA5|308	6232.6203
ANXA6|309	3048.9408	ANXA6|309	4671.505
ANXA7|310	2946.6764	ANXA7|310	3167.3033
ANXA8L2|244	79.9854	ANXA8L2|244	542.3988
ANXA8|653145	161.4317	ANXA8|653145	1285.7143
ANXA9|8416	787.8013	ANXA9|8416	186.7838
AOAH|313	60.263000000000005	AOAH|313	95.4927
AOC2|314	9.8612	AOC2|314	37.8151
AOC3|8639	1204.5289	AOC3|8639	2503.0558
AOX1|316	208.5464	AOX1|316	367.0741
AP1AR|55435	1073.046	AP1AR|55435	685.6379
AP1B1|162	2640.2484	AP1B1|162	2734.9121
AP1G1|164	2095.3251	AP1G1|164	3058.0596
AP1G2|8906	1630.6538	AP1G2|8906	1036.4324
AP1M1|8907	1169.1015	AP1M1|8907	732.2383
AP1M2|10053	2599.7078	AP1M2|10053	1032.8495
AP1S1|1174	922.5712	AP1S1|1174	495.4163
AP1S2|8905	228.2688	AP1S2|8905	283.4225
AP1S3|130340	94.9598	AP1S3|130340	79.068
AP2A1|160	1896.019	AP2A1|160	1304.7173
AP2A2|161	2345.8729	AP2A2|161	1449.5798
AP2B1|163	8277.9401	AP2B1|163	6721.5432
AP2M1|1173	4060.263	AP2M1|1173	4449.9618
AP2S1|1175	957.6333	AP2S1|1175	758.2124
AP3B1|8546	1801.6801	AP3B1|8546	1304.4309
AP3B2|8120	61.3587	AP3B2|8120	103.5141
AP3D1|8943	4319.2111	AP3D1|8943	2641.7112
AP3M1|26985	1695.0329	AP3M1|26985	1479.7555
AP3M2|10947	491.9649	AP3M2|10947	503.0558
AP3S1|1176	500.7305	AP3S1|1176	695.9511
AP3S2|10239	1813.1665	AP3S2|10239	1603.369
AP4B1|10717	271.6581	AP4B1|10717	357.5019
AP4E1|23431	340.3944	AP4E1|23431	415.9664
AP4M1|9179	507.7757	AP4M1|9179	278.7662
AP4S1|11154	77.4288	AP4S1|11154	75.2483
APAF1|317	471.1468	APAF1|317	512.987
APBA1|320	121.2564	APBA1|320	681.4362
APBA2|321	18.992	APBA2|321	113.0634
APBA3|9546	239.5909	APBA3|9546	149.7326
APBB1IP|54518	262.6004	APBB1IP|54518	466.7685
APBB1|322	842.9511	APBB1|322	919.4041
APBB2|323	4181.8846	APBB2|323	1923.6058
APBB3|10307	231.1907	APBB3|10307	263.56
APC2|10297	19.9196	lowly_expressed	lowly_expressed
APCDD1L|164284	131.1176	APCDD1L|164284	2078.686
APCDD1|147495	376.18699999999995	APCDD1|147495	2566.081
APC|324	834.5508	APC|324	1406.0351
APEH|327	2436.45	APEH|327	1565.317
APEX1|328	2595.3251	APEX1|328	2889.6104
APEX2|27301	644.9963	APEX2|27301	474.026
APH1A|51107	6701.607	APH1A|51107	4591.673
APH1B|83464	873.2652	APH1B|83464	956.0733
API5|8539	3553.3236	API5|8539	3096.6387
APIP|51074	743.4405	APIP|51074	283.7128
APITD1|378708	197.1001	APITD1|378708	143.1551
APLF|200558	82.1768	APLF|200558	107.7158
APLNR|187	589.8466	APLNR|187	579.8319
APLN|8862	44.1928	APLN|8862	82.8877
APLP1|333	86.9248	APLP1|333	67.6089
APLP2|334	18478.0862	APLP2|334	15360.9626
APOA1BP|128240	2057.3411	APOA1BP|128240	1058.4416
APOB48R|55911	135.8656	APOB48R|55911	96.6387
lowly_expressed	lowly_expressed	APOBEC2|10930	5.7296
APOBEC3B|9582	49.6713	APOBEC3B|9582	76.8793
APOBEC3C|27350	388.6048	APOBEC3C|27350	559.5875
APOBEC3D|140564	93.4989	APOBEC3D|140564	93.5829
APOBEC3F|200316	182.2498	APOBEC3F|200316	238.3499
APOBEC3G|60489	284.149	APOBEC3G|60489	454.1635
APOB|338	8.0351	APOB|338	24.0642
APOC1|341	446.3112	APOC1|341	216.1956
APOC2|344	32.1402	APOC2|344	8.7853
APOD|347	6253.8349	APOD|347	21325.0573
APOE|348	1793.2798	APOE|348	1053.094
APOF|319	62.0891	lowly_expressed	lowly_expressed
APOL1|8542	841.4901	APOL1|8542	872.0397
APOL2|23780	468.5902	APOL2|23780	584.4156
APOL3|80833	521.5486	APOL3|80833	1036.2872
APOL4|80832	421.4755	APOL4|80832	330.4049
APOL6|80830	1500.7305	APOL6|80830	2260.1222
APOLD1|81575	1339.664	APOLD1|81575	1680.6723
APOM|55937	51.1322	APOM|55937	76.0848
APOOL|139322	197.9547	APOOL|139322	285.7143
APOO|79135	270.2703	APOO|79135	151.2605
APPBP2|10513	1369.9781	APPBP2|10513	1490.8327
APPL1|26060	2119.4302	APPL1|26060	2494.6524
APPL2|55198	1643.5354	APPL2|55198	1441.9404
APP|351	21692.4763	APP|351	44062.6432
APRT|353	868.1519	APRT|353	1310.9244
APTX|54840	558.4368	APTX|54840	510.3132
AQP11|282679	47.1147	AQP11|282679	34.7594
AQP1|358	4799.8028	AQP1|358	10660.7601
lowly_expressed	lowly_expressed	AQP2|359	9.5493
AQP3|360	562.4543	AQP3|360	969.8243
AQP4|361	31.0446	AQP4|361	74.4843
AQP5|362	40.1753	AQP5|362	517.5707
AQP6|363	12.7831	AQP6|363	15.6608
AQP7P1|375719	8.4003	AQP7P1|375719	56.9137
AQP7|364	79.6202	AQP7|364	341.1001
AQP9|366	14.244000000000002	AQP9|366	27.5019
AQPEP|206338	11.3915	AQPEP|206338	64.1482
AQR|9716	1395.1789999999999	AQR|9716	1331.5508
ARAF|369	1279.401	ARAF|369	1044.6906
ARAP1|116985	2270.8802	ARAP1|116985	2198.8885
ARAP2|116984	213.2944	ARAP2|116984	398.7777
ARAP3|64411	352.8123	ARAP3|64411	499.2361
ARCN1|372	7223.8859999999995	ARCN1|372	4284.9503
ARC|23237	17.531	ARC|23237	53.093999999999994
AREG|374	473.7034	AREG|374	278.0749
ARF1|375	13484.2951	ARF1|375	6961.8029
ARF3|377	4934.6238	ARF3|377	4512.987
ARF4|378	4995.9825	ARF4|378	3234.9121
ARF5|381	2277.9218	ARF5|381	1847.5477
ARF6|382	3537.6187	ARF6|382	3328.1131
ARFGAP1|55738	1105.1863	ARFGAP1|55738	888.4645
ARFGAP2|84364	2149.7443	ARFGAP2|84364	2062.6432
ARFGAP3|26286	1689.1892	ARFGAP3|26286	1522.9183
ARFGEF1|10565	2144.0467	ARFGEF1|10565	2002.4828
ARFGEF2|10564	2426.2235	ARFGEF2|10564	3267.7617
ARFIP1|27236	1236.3039	ARFIP1|27236	1116.1192
ARFIP2|23647	2205.2593	ARFIP2|23647	1519.4805
ARFRP1|10139	400.2922	ARFRP1|10139	383.1169
ARG2|384	125.7962	ARG2|384	177.4828
ARGLU1|55082	1550.0365	ARGLU1|55082	2677.6165
ARHGAP10|79658	177.1366	ARHGAP10|79658	368.98400000000004
ARHGAP11A|9824	121.9869	ARHGAP11A|9824	83.2697
ARHGAP11B|89839	5.4785	ARHGAP11B|89839	5.3476
ARHGAP12|94134	1322.4982	ARHGAP12|94134	1591.2911
ARHGAP15|55843	59.1673	ARHGAP15|55843	100.0764
ARHGAP17|55114	1065.7414	ARHGAP17|55114	1098.9305
ARHGAP18|93663	1342.2206	ARHGAP18|93663	705.5004
ARHGAP19|84986	647.9182	ARHGAP19|84986	1167.6853
ARHGAP1|392	4756.7568	ARHGAP1|392	3195.9511
ARHGAP20|57569	63.55	ARHGAP20|57569	299.8472
ARHGAP21|57584	1639.1527	ARHGAP21|57584	2512.605
ARHGAP22|58504	27.026999999999997	ARHGAP22|58504	50.0382
ARHGAP23|57636	398.466	ARHGAP23|57636	830.7869
ARHGAP24|83478	166.9102	ARHGAP24|83478	293.7357
ARHGAP25|9938	242.1476	ARHGAP25|9938	522.5363
ARHGAP26|23092	601.534	ARHGAP26|23092	1265.0879
ARHGAP27|201176	449.233	ARHGAP27|201176	708.518
ARHGAP28|79822	113.2213	ARHGAP28|79822	183.3461
ARHGAP29|9411	2641.344	ARHGAP29|9411	2851.0313
ARHGAP30|257106	330.168	ARHGAP30|257106	393.4301
ARHGAP31|57514	593.8641	ARHGAP31|57514	1087.0894
ARHGAP32|9743	3978.4514	ARHGAP32|9743	2161.1917
ARHGAP33|115703	277.5749	ARHGAP33|115703	148.2047
ARHGAP36|158763	153.3966	ARHGAP36|158763	1364.7823
ARHGAP39|80728	349.5252	ARHGAP39|80728	204.7364
ARHGAP42|143872	339.6165	ARHGAP42|143872	189.0756
ARHGAP4|393	258.2177	ARHGAP4|393	283.8044
ARHGAP5|394	2673.8495	ARHGAP5|394	4074.8663
ARHGAP6|395	68.298	ARHGAP6|395	184.8739
ARHGAP8|23779	517.9584	ARHGAP8|23779	485.1948
ARHGAP9|64333	58.4368	ARHGAP9|64333	82.5057
ARHGDIA|396	4482.8342	ARHGDIA|396	3200.5348
ARHGDIB|397	4678.5975	ARHGDIB|397	3616.8831
ARHGEF10L|55160	1446.6764	ARHGEF10L|55160	1321.6196
ARHGEF10|9639	654.4923	ARHGEF10|9639	1160.4278
ARHGEF11|9826	1794.0102	ARHGEF11|9826	1391.1383
ARHGEF12|23365	8248.7217	ARHGEF12|23365	7028.6478
ARHGEF15|22899	363.4039	ARHGEF15|22899	551.5661
ARHGEF16|27237	468.9554	ARHGEF16|27237	203.2086
ARHGEF17|9828	1698.3199	ARHGEF17|9828	1746.3713
ARHGEF18|23370	1425.1278	ARHGEF18|23370	812.8342
ARHGEF19|128272	551.8627	ARHGEF19|128272	525.2101
ARHGEF1|9138	1341.1249	ARHGEF1|9138	951.4897
ARHGEF2|9181	4724.9817	ARHGEF2|9181	1561.8793
ARHGEF33|100271715	9.496	ARHGEF33|100271715	21.0084
ARHGEF35|445328	1017.5310000000001	ARHGEF35|445328	904.8892
ARHGEF37|389337	1315.1936	ARHGEF37|389337	2609.6257
ARHGEF38|54848	68.298	ARHGEF38|54848	77.5401
ARHGEF3|50650	1635.1351	ARHGEF3|50650	1114.2093
ARHGEF4|50649	69.7589	ARHGEF4|50649	160.0458
ARHGEF5|7984	788.8969999999999	ARHGEF5|7984	595.1108
ARHGEF6|9459	1357.195	ARHGEF6|9459	3220.3972
ARHGEF7|8874	1145.3616	ARHGEF7|8874	1659.2819
ARHGEF9|23229	411.9795	ARHGEF9|23229	1246.7532
ARID1A|8289	3894.8137	ARID1A|8289	2764.3239
ARID1B|57492	2334.5508	ARID1B|57492	3009.1673
ARID2|196528	1271.0007	ARID2|196528	1156.6081
ARID3A|1820	51.8627	ARID3A|1820	29.4118
ARID3B|10620	124.9087	ARID3B|10620	114.5913
ARID4A|5926	642.0745	ARID4A|5926	905.2712
ARID4B|51742	2191.9284	ARID4B|51742	1659.8739
ARID5A|10865	903.2139999999999	ARID5A|10865	2569.5187
ARID5B|84159	2129.2915	ARID5B|84159	3957.2193
ARIH1|25820	1977.721	ARIH1|25820	2234.9121
ARIH2|10425	1283.382	ARIH2|10425	1697.479
ARL10|285598	21.5486	ARL10|285598	74.1024
ARL11|115761	27.7575	ARL11|115761	24.0642
ARL13B|200894	265.157	ARL13B|200894	260.5042
ARL15|54622	529.5836	ARL15|54622	652.7884
ARL16|339231	432.4324	ARL16|339231	442.3224
ARL17A|51326	109.9087	ARL17A|51326	124.6409
lowly_expressed	lowly_expressed	ARL17B|641522	7.7387
ARL1|400	3460.9204	ARL1|400	2436.2108
ARL2BP|23568	921.4755	ARL2BP|23568	1437.3568
ARL2|402	485.3908	ARL2|402	841.1001
ARL3|403	793.2798	ARL3|403	626.0504
ARL4A|10124	801.6801	ARL4A|10124	1914.8205
ARL4C|10123	838.9335	ARL4C|10123	3331.9328
ARL4D|379	97.1512	ARL4D|379	164.2475
ARL5A|26225	957.6333	ARL5A|26225	915.5844
ARL5B|221079	221.3294	ARL5B|221079	308.2506
ARL6IP1|23204	5561.7239	ARL6IP1|23204	3696.3331
ARL6IP4|51329	1041.6362	ARL6IP4|51329	1238.7319
ARL6IP5|10550	5056.6107	ARL6IP5|10550	5087.0894
ARL6IP6|151188	403.9445	ARL6IP6|151188	313.9801
ARL6|84100	99.3426	ARL6|84100	79.068
ARL8A|127829	1627.4653	ARL8A|127829	1024.8281
ARL8B|55207	2466.3988	ARL8B|55207	2055.3858
lowly_expressed	lowly_expressed	ARL9|132946	6.4935
ARMC10|83787	907.9036	ARMC10|83787	678.5943
ARMC1|55156	627.1001	ARMC1|55156	733.7662
ARMC2|84071	54.4193	ARMC2|84071	61.8793
ARMC3|219681	100.8035	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	14.1329
ARMC5|79798	349.8904	ARMC5|79798	242.5516
ARMC6|93436	505.0804	ARMC6|93436	466.3827
ARMC7|79637	327.6114	ARMC7|79637	272.3453
ARMC8|25852	658.8751	ARMC8|25852	783.4225
ARMC9|80210	392.2571	ARMC9|80210	237.5859
ARMCX1|51309	1475.5296	ARMCX1|51309	943.4683
ARMCX2|9823	2530.6793	ARMCX2|9823	891.5202
ARMCX3|51566	3438.2761	ARMCX3|51566	1753.2468
ARMCX5|64860	463.477	ARMCX5|64860	577.1581
ARMCX6|54470	349.5252	ARMCX6|54470	234.1482
ARNT2|9915	8141.7093	ARNT2|9915	438.5027
ARNTL2|56938	17.531	ARNTL2|56938	34.7594
ARNTL|406	313.7327	ARNTL|406	242.9335
ARNT|405	1942.2936	ARNT|405	1633.6898
ARPC1A|10552	2842.0343	ARPC1A|10552	2134.0718
ARPC1B|10095	1483.7509	ARPC1B|10095	817.4179
ARPC2|10109	3242.5128	ARPC2|10109	3137.5095
ARPC3|10094	2853.5427	ARPC3|10094	2292.5898
ARPC4|10093	2552.2206	ARPC4|10093	2326.4668
ARPC5L|81873	591.6728	ARPC5L|81873	443.0863
ARPC5|10092	2829.4375	ARPC5|10092	2420.9320000000002
ARPM1|84517	186.6326	ARPM1|84517	40.107
ARPP19|10776	3726.4427	ARPP19|10776	4131.398
ARRB1|408	607.0124	ARRB1|408	1052.712
ARRB2|409	333.0898	ARRB2|409	463.3308
ARRDC1|92714	652.6662	ARRDC1|92714	506.1115
ARRDC2|27106	514.9744	ARRDC2|27106	608.4798
ARRDC3|57561	2180.4237	ARRDC3|57561	8026.738
ARRDC4|91947	771.7312	ARRDC4|91947	1847.5936
ARSA|410	487.2169	ARSA|410	380.8251
ARSB|411	197.5895	ARSB|411	200.5348
ARSD|414	5491.2345	ARSD|414	2839.1902
ARSE|415	22.6443	ARSE|415	43.5447
ARSG|22901	443.3893	ARSG|22901	247.1352
ARSH|347527	7.6698	ARSH|347527	10.3132
ARSI|340075	32.8707	ARSI|340075	24.8281
ARSJ|79642	67.5676	ARSJ|79642	183.3461
ARSK|153642	101.1687	ARSK|153642	174.5607
lowly_expressed	lowly_expressed	ART3|419	9.9312
lowly_expressed	lowly_expressed	ART4|420	11.4591
ART5|116969	9.1308	ART5|116969	24.0642
ARTN|9048	18.6267	ARTN|9048	8.7853
ARV1|64801	818.4806	ARV1|64801	380.8251
ARVCF|421	473.3382	ARVCF|421	420.93199999999996
AR|367	1572.3156	AR|367	568.3728
AS3MT|57412	195.0329	AS3MT|57412	281.1306
ASAH1|427	9836.3769	ASAH1|427	4505.3476
ASAH2B|653308	15.3397	ASAH2B|653308	12.987
ASAH2|56624	8.4003	lowly_expressed	lowly_expressed
ASAM|79827	234.1125	ASAM|79827	744.0794
ASAP1|50807	822.1329	ASAP1|50807	902.9794
ASAP2|8853	607.3776	ASAP2|8853	800.9931
ASAP3|55616	1226.8079	ASAP3|55616	1157.754
lowly_expressed	lowly_expressed	ASB12|142689	5.9015
ASB13|79754	3611.3952	ASB13|79754	871.2758
ASB14|142686	14.9744	ASB14|142686	16.8067
ASB16|92591	36.534	ASB16|92591	15.7448
ASB1|51665	380.8583	ASB1|51665	853.7739
ASB2|51676	13.1483	ASB2|51676	48.1283
ASB3|51130	411.6143	ASB3|51130	370.1299
ASB6|140459	717.4361	ASB6|140459	809.7364
ASB7|140460	494.5215	ASB7|140460	561.8793
ASB8|140461	886.0482	ASB8|140461	977.8457
ASB9|140462	173.1191	ASB9|140462	25.974
ASCC1|51008	379.8393	ASCC1|51008	435.8289
ASCC2|84164	1118.3346	ASCC2|84164	1003.0558
ASCC3|10973	1163.9883	ASCC3|10973	1177.9985
ASCL2|430	59.1673	ASCL2|430	15.2788
ASCL4|121549	5.4785	lowly_expressed	lowly_expressed
ASF1A|25842	475.1644	ASF1A|25842	539.3430000000001
ASF1B|55723	175.3104	ASF1B|55723	58.0596
lowly_expressed	lowly_expressed	ASGR1|432	12.605
ASH1L|55870	4625.7633	ASH1L|55870	4000.107
ASH2L|9070	1112.8561	ASH2L|9070	1158.8999
ASL|435	497.4434	ASL|435	369.7479
ASMTL|8623	709.2586	ASMTL|8623	666.1574
ASNA1|439	1414.1709	ASNA1|439	795.2636
ASNSD1|54529	1038.7144	ASNSD1|54529	1288.0061
ASNS|440	426.954	ASNS|440	429.3354
ASPA|443	15.7049	ASPA|443	56.5317
ASPHD1|253982	39.8101	ASPHD1|253982	24.4461
ASPHD2|57168	65.3762	ASPHD2|57168	40.107
ASPH|444	11885.4127	ASPH|444	7125.8556
ASPM|259266	163.2579	ASPM|259266	29.7937
ASPN|54829	786.7056	ASPN|54829	107.7158
ASPRV1|151516	52.3703	ASPRV1|151516	80.7257
ASPSCR1|79058	316.2893	ASPSCR1|79058	189.4576
ASRGL1|80150	696.1286	ASRGL1|80150	155.0802
ASS1|445	1690.6501	ASS1|445	1878.9152
ASTE1|28990	264.2915	ASTE1|28990	337.7426
ASTL|431705	8.0351	lowly_expressed	lowly_expressed
ASTN1|460	29.2184	ASTN1|460	59.2055
ASTN2|23245	195.7633	ASTN2|23245	274.2552
ASXL1|171023	1955.8072	ASXL1|171023	2565.317
ASXL2|55252	753.8349	ASXL2|55252	1010.3132
ASXL3|80816	5.8437	ASXL3|80816	33.9954
ATAD1|84896	1075.6026	ATAD1|84896	1449.5798
ATAD2B|54454	369.6129	ATAD2B|54454	362.8724
ATAD2|29028	1253.4697	ATAD2|29028	437.7387
ATAD3A|55210	367.4215	ATAD3A|55210	292.2078
ATAD3B|83858	164.3535	ATAD3B|83858	138.6555
ATAD3C|219293	159.6056	ATAD3C|219293	198.6249
ATAD5|79915	92.038	ATAD5|79915	99.6944
ATE1|11101	257.8524	ATE1|11101	343.3919
ATF1|466	544.1928	ATF1|466	583.6516
ATF2|1386	536.1578	ATF2|1386	656.9901
ATF3|467	726.0774	ATF3|467	3245.2254
ATF4|468	5386.4134	ATF4|468	5631.016
ATF5|22809	864.1344	ATF5|22809	601.6043
ATF6B|1388	2354.6384	ATF6B|1388	1862.4905
ATF6|22926	2462.0161	ATF6|22926	1674.5607
ATF7IP2|80063	76.3331	ATF7IP2|80063	62.6432
ATF7IP|55729	1243.6085	ATF7IP|55729	1580.5959
ATF7|11016	2000.1789999999999	ATF7|11016	2562.5554
ATG10|83734	72.3156	ATG10|83734	88.2353
ATG12|9140	535.7925	ATG12|9140	527.1199
ATG16L1|55054	1913.4405	ATG16L1|55054	762.0321
