gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
RIC8A|60626	2772.4808	RIC8A|60626	1565.7665
RIC8B|55188	465.4857	RIC8B|55188	388.1462
RICH2|9912	353.6573	RICH2|9912	227.2727
RICTOR|253260	490.9965	RICTOR|253260	1179.1444
RIF1|55183	905.4605	RIF1|55183	1410.4278
RILPL1|353116	280.5495	RILPL1|353116	395.8422
RILPL2|196383	360.996	RILPL2|196383	744.6524
RILP|83547	42.6346	RILP|83547	158.6453
RIMBP2|23504	24.113000000000003	RIMBP2|23504	6.6845
RIMBP3|85376	52.769	RIMBP3|85376	6.2389
RIMKLA|284716	603.1744	RIMKLA|284716	57.041000000000004
RIMKLB|57494	455.816	RIMKLB|57494	763.1417
RIMS1|22999	34.5969	RIMS1|22999	19.6078
RIMS3|9783	181.7211	RIMS3|9783	549.0196
RIMS4|140730	1141.3485	RIMS4|140730	20.9447
RIN1|9610	68.4949	RIN1|9610	166.6667
RIN2|54453	3659.5839	RIN2|54453	1787.4332
RIN3|79890	374.2756	RIN3|79890	458.5561
RING1|6015	739.4652	RING1|6015	978.6096
RINL|126432	142.2317	RINL|126432	187.6114
RINT1|60561	518.2721	RINT1|60561	347.9367
RIOK1|83732	569.6258	RIOK1|83732	512.9234
RIOK2|55781	610.1636	lowly_expressed	lowly_expressed
RIOK3|8780	1131.9129	RIOK3|8780	1197.4153
RIPK1|8737	1260.865	RIPK1|8737	1281.6399
RIPK2|8767	405.7274	RIPK2|8767	439.3939
RIPK3|11035	27.6076	RIPK3|11035	203.2086
RIPK4|54101	660.4864	RIPK4|54101	895.2763
RIT1|6016	655.9434	RIT1|6016	600.2674
RLF|6018	1320.2739	lowly_expressed	lowly_expressed
RLIM|51132	1271.6984	RLIM|51132	1806.1497
RLN2|6019	9.0861	RLN2|6019	22.2816
lowly_expressed	lowly_expressed	RLTPR|146206	8.9127
RMI1|80010	579.4108	RMI1|80010	172.4599
RMND1|55005	396.9908	RMND1|55005	382.7986
RMND5A|64795	1303.8491	RMND5A|64795	2175.1337
RMND5B|64777	1378.9838	RMND5B|64777	605.615
RMRP|6023	35.9948	lowly_expressed	lowly_expressed
RNASE1|6035	2407.8049	RNASE1|6035	3152.4064
RNASE2|6036	11.1828	lowly_expressed	lowly_expressed
RNASE4|6038	777.9412	RNASE4|6038	2228.877
RNASE6|6039	182.0706	RNASE6|6039	202.7629
lowly_expressed	lowly_expressed	RNASE7|84659	66.3993
RNASEH1|246243	316.6141	RNASEH1|246243	230.3922
RNASEH2A|10535	1216.8326	RNASEH2A|10535	183.1551
RNASEH2B|79621	502.5288	RNASEH2B|79621	333.779
RNASEH2C|84153	633.7105	RNASEH2C|84153	570.8868
RNASEK|440400	1033.815	RNASEK|440400	1191.172
RNASEL|6041	257.2053	RNASEL|6041	401.0695
RNASEN|29102	1675.6785	RNASEN|29102	1331.9964
RNASET2|8635	1345.4353	RNASET2|8635	916.6667
RND1|27289	485.7545	RND1|27289	223.262
RND2|8153	119.1671	RND2|8153	77.5401
RND3|390	437.87800000000004	RND3|390	2884.1355
RNF103|7844	1552.2444	RNF103|7844	1366.4617
RNF10|9921	5086.4442	RNF10|9921	2868.0927
RNF111|54778	442.0716	RNF111|54778	653.7433
lowly_expressed	lowly_expressed	RNF112|7732	12.9234
RNF113A|7737	248.1192	RNF113A|7737	177.3619
RNF114|55905	1425.1129999999998	RNF114|55905	1636.8093
RNF115|27246	601.427	RNF115|27246	426.4706
RNF11|26994	2475.2514	RNF11|26994	2469.697
RNF121|55298	956.1327	RNF121|55298	448.7522
RNF122|79845	135.9414	RNF122|79845	393.9394
RNF123|63891	474.2222	RNF123|63891	657.7539999999999
RNF125|54941	208.6298	RNF125|54941	550.3565
RNF126P1|376412	5.242000000000001	lowly_expressed	lowly_expressed
RNF126|55658	219.4632	RNF126|55658	327.9857
RNF128|79589	110.0811	RNF128|79589	363.1907
RNF130|55819	2666.7575	RNF130|55819	2110.5169
lowly_expressed	lowly_expressed	RNF133|168433	6.6845
RNF135|84282	467.9319	RNF135|84282	576.6488
RNF138P1|379013	12.9302	RNF138P1|379013	12.9234
RNF138|51444	507.0718	RNF138|51444	462.5668
RNF139|11236	1133.6603	RNF139|11236	1401.9608
RNF13|11342	1016.2405	RNF13|11342	1384.1355
RNF141|50862	1082.988	RNF141|50862	1433.6007
RNF144A|9781	715.3522	RNF144A|9781	472.3708
RNF144B|255488	1371.9945	RNF144B|255488	1687.1658
RNF145|153830	455.0017	RNF145|153830	1606.9519
RNF146|81847	635.325	RNF146|81847	743.7611
RNF149|284996	1164.4131	RNF149|284996	815.0624
RNF14|9604	1556.5113	RNF14|9604	1151.9608
RNF150|57484	28.3066	RNF150|57484	272.2816
RNF152|220441	125.10799999999999	RNF152|220441	128.3422
RNF157|114804	70.5917	RNF157|114804	421.5597
RNF160|26046	754.1427	RNF160|26046	1034.3137
RNF165|494470	55.8513	RNF165|494470	115.2273
RNF166|115992	155.5113	RNF166|115992	144.385
RNF167|26001	1796.5929	RNF167|26001	1550.3565
RNF168|165918	135.2425	RNF168|165918	246.8806
RNF169|254225	793.1987	RNF169|254225	740.5793
RNF170|81790	254.75900000000001	RNF170|81790	480.3922
lowly_expressed	lowly_expressed	RNF175|285533	24.0642
RNF180|285671	108.3337	lowly_expressed	lowly_expressed
RNF181|51255	1318.1771	RNF181|51255	608.2888
RNF182|221687	21.6667	RNF182|221687	23.1729
lowly_expressed	lowly_expressed	RNF183|138065	26.2923
RNF185|91445	709.5861	RNF185|91445	1410.4589999999998
lowly_expressed	lowly_expressed	RNF186|54546	39.2157
RNF187|149603	8110.7031	RNF187|149603	1905.5258
RNF19A|25897	1382.4784	RNF19A|25897	2801.6934
RNF19B|127544	590.5937	RNF19B|127544	593.1373
RNF207|388591	52.4196	RNF207|388591	148.8414
RNF208|727800	170.8878	RNF208|727800	51.2478
RNF20|56254	1300.005	RNF20|56254	1466.1319
RNF212|285498	221.9095	RNF212|285498	39.2157
RNF213|57674	7653.8737	RNF213|57674	3909.1845
RNF214|257160	193.9524	RNF214|257160	379.6791
RNF215|200312	292.5011	RNF215|200312	217.9144
RNF216L|441191	274.6785	RNF216L|441191	202.705
RNF216|54476	1597.7481	RNF216|54476	1460.3387
RNF217|154214	91.5525	RNF217|154214	159.0463
RNF219|79596	450.256	RNF219|79596	324.8663
RNF220|55182	1286.1592	RNF220|55182	1118.7166
RNF24|11237	698.5779	RNF24|11237	263.369
RNF25|64320	507.7708	RNF25|64320	424.6881
RNF26|79102	836.2666	RNF26|79102	877.451
RNF2|6045	339.3293	RNF2|6045	458.5561
RNF31|55072	1180.3207	RNF31|55072	952.7629
RNF32|140545	36.3442	RNF32|140545	31.6399
RNF34|80196	1563.6928	RNF34|80196	480.5749
RNF38|152006	988.9823	RNF38|152006	1475.4902
RNF39|80352	61.8551	RNF39|80352	403.7433
RNF40|9810	3641.4118	RNF40|9810	2307.9323
RNF41|10193	1298.2577	RNF41|10193	1077.0945
RNF43|54894	728.2824	RNF43|54894	426.025
RNF44|22838	1253.5263	RNF44|22838	1026.738
RNF4|6047	1869.6308	RNF4|6047	1182.7094
RNF5P1|286140	100.995	RNF5P1|286140	77.9857
RNF5|6048	881.3475	RNF5|6048	711.2299
RNF6|6049	666.4273	RNF6|6049	818.6275
RNF7|9616	1281.4834	RNF7|9616	858.2888
RNF8|9025	508.8192	RNF8|9025	290.9982
RNFT1|51136	291.8022	RNFT1|51136	310.6061
RNFT2|84900	189.4093	RNFT2|84900	20.0535
RNGTT|8732	579.4108	RNGTT|8732	374.3316
RNH1|6050	3438.7228	RNH1|6050	3134.1355
RNLS|55328	123.3607	RNLS|55328	106.9519
RNMTL1|55178	154.8124	RNMTL1|55178	318.1818
RNMT|8731	965.9177	RNMT|8731	1164.8841
RNPC3|55599	126.8553	RNPC3|55599	308.3779
RNPEPL1|57140	1748.7164	RNPEPL1|57140	1407.754
RNPEP|6051	1522.6134	RNPEP|6051	1072.1925
RNPS1|10921	3118.9636	RNPS1|10921	1946.9697
ROBLD3|28956	1055.0309	ROBLD3|28956	483.9572
ROBO1|6091	488.8997	ROBO1|6091	680.4813
ROBO2|6092	23.4141	ROBO2|6092	10.6952
ROBO3|64221	43.3335	ROBO3|64221	192.0677
ROBO4|54538	566.1312	ROBO4|54538	1337.7897
ROCK1|6093	1938.1257	ROCK1|6093	1911.3191
ROCK2|9475	1045.2459	ROCK2|9475	2038.7701
ROD1|9991	3099.3936	ROD1|9991	1897.9501
ROGDI|79641	1320.9728	ROGDI|79641	389.9287
ROM1|6094	87.3659	ROM1|6094	47.6827
ROMO1|140823	680.0564	ROMO1|140823	362.7451
lowly_expressed	lowly_expressed	ROPN1B|152015	196.0784
ROPN1L|83853	12.2312	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ROPN1|54763	115.8645
ROR1|4919	45.7797	ROR1|4919	79.3226
ROR2|4920	1136.1065	ROR2|4920	270.0535
RORA|6095	150.9683	RORA|6095	448.7522
lowly_expressed	lowly_expressed	RORB|6096	8.9127
RORC|6097	744.7072	RORC|6097	769.6078
lowly_expressed	lowly_expressed	RP1L1|94137	26.2923
RP1|6101	47.5271	RP1|6101	112.2995
RP2|6102	331.6411	RP2|6102	373.4403
RP9P|441212	168.092	lowly_expressed	lowly_expressed
RP9|6100	163.1995	RP9|6100	94.4742
RPA1|6117	1687.5602	RPA1|6117	1849.8217
RPA2|6118	1030.219	RPA2|6118	836.0071
RPA3|6119	409.5715	RPA3|6119	204.9911
RPAIN|84268	342.8519	RPAIN|84268	513.3155
RPAP1|26015	403.6306	RPAP1|26015	705.8824
RPAP2|79871	197.0975	RPAP2|79871	265.1515
RPAP3|79657	784.1966	RPAP3|79657	512.9234
RPE|6120	731.6302	RPE|6120	589.6836
RPF1|80135	435.4318	RPF1|80135	603.8324
RPF2|84154	346.668	RPF2|84154	377.45099999999996
RPGRIP1L|23322	271.8828	RPGRIP1L|23322	129.6791
lowly_expressed	lowly_expressed	RPGRIP1|57096	12.0321
RPGR|6103	162.8501	RPGR|6103	335.1159
RPH3AL|9501	132.0973	RPH3AL|9501	288.3244
lowly_expressed	lowly_expressed	RPH3A|22895	10.6952
RPIA|22934	340.3776	RPIA|22934	330.6595
RPL10A|4736	10791.4392	RPL10A|4736	15932.7094
RPL10|6134	14521.1675	RPL10|6134	18006.582
RPL11|6135	9748.29	RPL11|6135	19590.9091
RPL12|6136	8267.6123	RPL12|6136	12769.1622
RPL13AP20|387841	35.2958	RPL13AP20|387841	29.4118
RPL13AP3|645683	10.4839	RPL13AP3|645683	11.5865
lowly_expressed	lowly_expressed	RPL13AP6|644511	6.2389
RPL13A|23521	17408.5344	RPL13A|23521	17606.0606
RPL13P5|283345	27.2582	RPL13P5|283345	20.9447
RPL13|6137	9889.8228	RPL13|6137	20718.3601
RPL14|9045	4422.4632	RPL14|9045	9405.9715
RPL15|6138	17942.8644	RPL15|6138	20737.5223
RPL17|6139	7848.2664	RPL17|6139	6786.3369
RPL18A|6142	2880.6293	RPL18A|6142	2207.6649
RPL18|6141	11683.2706	RPL18|6141	12795.4545
RPL19P12|100129424	26.2098	RPL19P12|100129424	53.4759
RPL19|6143	10165.8992	RPL19|6143	19213.9037
RPL21|6144	6.2903	RPL21|6144	9.8039
RPL22L1|200916	234.1407	RPL22L1|200916	386.3636
RPL22|6146	7068.6023	RPL22|6146	9786.0963
lowly_expressed	lowly_expressed	RPL23AP32|56969	8.9127
RPL23AP53|644128	146.0758	RPL23AP53|644128	248.2175
lowly_expressed	lowly_expressed	RPL23AP64|649946	7.5758
RPL23AP7|118433	119.1671	RPL23AP7|118433	113.6364
RPL23AP82|284942	102.0434	RPL23AP82|284942	95.3654
RPL23A|6147	4061.8166	RPL23A|6147	4909.0909
RPL23P8|222901	68.4949	RPL23P8|222901	86.4528
RPL23|9349	5771.0436	RPL23|9349	15091.8004
RPL24|6152	8634.8987	RPL24|6152	8698.7522
RPL26L1|51121	301.5872	RPL26L1|51121	126.1141
RPL26|6154	7427.5016	RPL26|6154	14221.0339
RPL27A|6157	15680.7859	RPL27A|6157	11835.5615
RPL27|6155	4391.3609	RPL27|6155	6836.4528
RPL28|6158	10892.0847	RPL28|6158	7918.8948
RPL29|6159	5539.3492	RPL29|6159	10467.0232
RPL30|6156	9967.4038	RPL30|6156	14132.7986
RPL31|6160	12399.3217	RPL31|6160	12302.5847
RPL32P3|132241	92.9364	RPL32P3|132241	172.3797
RPL32|6161	8016.6974	RPL32|6161	19344.4742
RPL34|6164	3682.2991	RPL34|6164	8959.0018
RPL35A|6165	10486.7068	RPL35A|6165	9602.0499
RPL35|11224	6857.1768	RPL35|11224	6648.3957
RPL36AL|6166	2840.441	RPL36AL|6166	2285.205
RPL36A|6173	25.5109	RPL36A|6173	54.8128
RPL36|25873	4974.9653	RPL36|25873	7822.6381
RPL37A|6168	14603.0398	RPL37A|6168	16134.1355
RPL37|6167	9637.1606	RPL37|6167	12385.0267
RPL38|6169	5769.9952	RPL38|6169	5407.3084
RPL39L|116832	364.4906	RPL39L|116832	112.7451
RPL39|6170	521.0504	RPL39|6170	497.3262
RPL3|6122	26065.7988	RPL3|6122	51363.1907
RPL41|6171	14794.5459	RPL41|6171	17176.025
RPL4|6124	14133.7101	RPL4|6124	30962.5668
RPL5|6125	10667.729	RPL5|6125	24154.6346
RPL6|6128	10057.2159	RPL6|6128	10648.3957
RPL7A|6130	20823.4937	RPL7A|6130	16692.959
RPL7L1|285855	1045.5954	RPL7L1|285855	1155.9715
RPL7|6129	1566.2963	RPL7|6129	2129.2335
RPL8|6132	22345.4082	RPL8|6132	27725.0446
RPL9|6133	239.7321	RPL9|6133	297.2371
RPLP0P2|113157	54.5163	RPLP0P2|113157	6.2389
RPLP0|6175	27717.3642	RPLP0|6175	22264.2602
RPLP1|6176	20198.3032	RPLP1|6176	20593.5829
RPLP2|6181	10113.4796	RPLP2|6181	10749.5544
RPN1|6184	7774.519	RPN1|6184	4235.7398
RPN2|6185	10910.9558	RPN2|6185	5057.9189
RPP14|11102	285.1624	RPP14|11102	547.6827
RPP21|79897	382.6628	RPP21|79897	233.06599999999997
RPP25|54913	238.3342	RPP25|54913	204.0998
RPP30|10556	451.5071	RPP30|10556	413.1016
RPP38|10557	356.45300000000003	RPP38|10557	305.2585
RPP40|10799	217.017	RPP40|10799	88.2353
RPPH1|85495	60.8067	RPPH1|85495	7.5758
RPRD1A|55197	748.2018	RPRD1A|55197	1107.8431
RPRD1B|58490	1053.2836	RPRD1B|58490	850.2674
RPRD2|23248	787.6912	RPRD2|23248	1665.7754
lowly_expressed	lowly_expressed	RPRML|388394	6.6845
RPS10P7|376693	39.4894	RPS10P7|376693	103.8324
RPS10|6204	7754.2501	RPS10|6204	5770.4991
RPS11|6205	23966.2208	RPS11|6205	22629.6791
RPS12|6206	15760.1141	RPS12|6206	16305.7041
RPS13|6207	7897.5303	RPS13|6207	7811.0517
RPS14|6208	10443.3733	RPS14|6208	15239.7504
RPS15A|6210	10666.6806	RPS15A|6210	11350.2674
RPS15|6209	2320.439	RPS15|6209	3491.533
RPS16|6217	10431.4916	RPS16|6217	10967.0232
RPS17|6218	11962.4921	RPS17|6218	12078.4314
RPS18|6222	22042.4231	RPS18|6222	30069.5187
RPS19BP1|91582	566.8301	RPS19BP1|91582	617.2014
RPS19|6223	16174.2286	RPS19|6223	15373.4403
RPS20|6224	13097.2007	RPS20|6224	16110.5169
RPS21|6227	4424.2105	RPS21|6227	5729.9465
RPS23|6228	8279.1446	RPS23|6228	11679.59
RPS24|6229	20129.8083	RPS24|6229	19166.6667
RPS25|6230	5181.1489	RPS25|6230	11282.9768
RPS26|6231	285.1624	RPS26|6231	235.2941
RPS27A|6233	8678.9311	RPS27A|6233	8893.4938
RPS27L|51065	1040.004	RPS27L|51065	1025.8467
RPS27|6232	107.9843	RPS27|6232	194.7415
RPS28|6234	469.3298	RPS28|6234	589.5722
RPS29|6235	5450.9349	RPS29|6235	6082.8877
RPS2P32|256355	5.9409	RPS2P32|256355	15.1515
RPS2|6187	17152.0281	RPS2|6187	12271.3904
RPS3A|6189	3358.3462	RPS3A|6189	6627.451
RPS3|6188	22276.2144	RPS3|6188	23844.4742
RPS4X|6191	37132.6154	RPS4X|6191	39206.7736
RPS5|6193	10879.503999999999	RPS5|6193	10944.7415
RPS6KA1|6195	1679.872	RPS6KA1|6195	834.6702
RPS6KA2|6196	1598.7964	RPS6KA2|6196	1620.3209
RPS6KA3|6197	515.4590000000001	RPS6KA3|6197	1348.4848
RPS6KA4|8986	1091.0257	RPS6KA4|8986	574.4207
RPS6KA5|9252	119.8661	RPS6KA5|9252	399.7326
lowly_expressed	lowly_expressed	RPS6KA6|27330	28.0749
RPS6KB1|6198	894.2776	RPS6KB1|6198	871.6578
RPS6KB2|6199	761.8309	RPS6KB2|6199	393.9394
RPS6KC1|26750	1238.4994	RPS6KC1|26750	482.6203
RPS6KL1|83694	73.7368	RPS6KL1|83694	124.3316
RPS6|6194	25977.035	RPS6|6194	34223.7077
RPS7|6201	5756.3661	RPS7|6201	6269.6078
RPS8|6202	18126.3329	RPS8|6202	21341.8004
RPS9|6203	10770.8208	RPS9|6203	14094.9198
RPSAP58|388524	5217.4931	RPSAP58|388524	6772.2816
RPSAP9|653162	14.6775	RPSAP9|653162	16.4884
RPSA|3921	3337.0289	RPSA|3921	4513.8146
RPTOR|57521	1001.563	RPTOR|57521	875.6684
RPUSD1|113000	536.0773	RPUSD1|113000	196.9697
RPUSD2|27079	109.0327	RPUSD2|27079	180.0357
RPUSD3|285367	447.3135	RPUSD3|285367	298.574
RPUSD4|84881	244.9741	RPUSD4|84881	484.4029
RQCD1|9125	325.3507	RQCD1|9125	164.8841
RRAD|6236	27.6076	RRAD|6236	75.7576
RRAGA|10670	2102.0242	RRAGA|10670	1941.6221
RRAGB|10325	328.8453	RRAGB|10325	311.4973
RRAGC|64121	572.6557	RRAGC|64121	432.7852
RRAGD|58528	177.877	RRAGD|58528	631.4617
RRAS2|22800	410.6199	RRAS2|22800	479.9465
RRAS|6237	968.7134	RRAS|6237	1142.1569
RRBP1|6238	5614.1344	RRBP1|6238	4446.0784
RREB1|6239	1439.7905	RREB1|6239	1505.3476
RRM1|6240	2534.3108	RRM1|6240	1090.0178
RRM2B|50484	760.7825	RRM2B|50484	1050.8021
RRM2|6241	1278.6877	RRM2|6241	77.0945
RRN3P1|730092	10.4839	RRN3P1|730092	59.2692
RRN3P2|653390	6.2903	RRN3P2|653390	16.4884
RRN3P3|100131998	51.3257	RRN3P3|100131998	60.8111
RRN3|54700	1685.8129	RRN3|54700	1526.2923
RRP12|23223	1360.8117	RRP12|23223	879.6791
RRP15|51018	461.6416	RRP15|51018	631.9073
RRP1B|23076	1263.6608	RRP1B|23076	1008.467
RRP1|8568	512.3138	RRP1|8568	460.7843
RRP7A|27341	963.122	RRP7A|27341	868.9839999999999
RRP7B|91695	42.2711	RRP7B|91695	175.2629
RRP8|23378	344.5712	RRP8|23378	260.6952
RRP9|9136	234.1407	RRP9|9136	390.82
RRS1|23212	346.3185	RRS1|23212	644.385
RSAD1|55316	487.5019	RSAD1|55316	726.3815
RSAD2|91543	689.8414	RSAD2|91543	159.0909
RSBN1L|222194	505.2197	RSBN1L|222194	470.0223
RSBN1|54665	552.8516	RSBN1|54665	712.5668
RSC1A1|6248	178.3208	RSC1A1|6248	423.1105
RSF1|51773	1064.8159	RSF1|51773	1012.4777
RSL1D1|26156	3548.4545	RSL1D1|26156	4954.5455
RSL24D1|51187	1003.3103	RSL24D1|51187	2117.2014
lowly_expressed	lowly_expressed	RSPH10B2|728194	6.6845
RSPH1|89765	155.8608	RSPH1|89765	40.5526
RSPH3|83861	181.0222	RSPH3|83861	184.0463
RSPH4A|345895	15.3764	RSPH4A|345895	28.0749
RSPH9|221421	5.5914	lowly_expressed	lowly_expressed
RSPO1|284654	30.4033	RSPO1|284654	28.9661
RSPO3|84870	41.2367	RSPO3|84870	129.6791
RSPRY1|89970	504.9751	RSPRY1|89970	385.4724
RSRC1|51319	258.6031	RSRC1|51319	194.7415
RSRC2|65117	1864.7383	RSRC2|65117	1540.9982
RSU1|6251	1808.1252	RSU1|6251	1867.2014
RTCD1|8634	988.2834	RTCD1|8634	376.1141
RTEL1|51750	327.76199999999994	RTEL1|51750	340.6551
RTF1|23168	1543.2317	RTF1|23168	1714.795
RTKN2|219790	145.7264	RTKN2|219790	49.0196
RTKN|6242	1066.2138	RTKN|6242	519.1622
RTN1|6252	309.2754	RTN1|6252	288.7701
RTN2|6253	120.9144	RTN2|6253	296.7914
RTN3|10313	7198.2534	RTN3|10313	4943.4046
RTN4IP1|84816	153.0651	RTN4IP1|84816	148.8414
RTN4RL1|146760	851.643	RTN4RL1|146760	596.7023
RTN4RL2|349667	24.4625	RTN4RL2|349667	19.1622
RTN4R|65078	164.9469	RTN4R|65078	43.672
RTN4|57142	6414.7558	RTN4|57142	7026.2923
RTP4|64108	139.7855	RTP4|64108	124.3316
RTTN|25914	318.3614	RTTN|25914	273.1729
RUFY1|80230	1672.8828	RUFY1|80230	1155.0802
RUFY2|55680	325.0012	RUFY2|55680	338.2353
RUFY3|22902	1371.9945	RUFY3|22902	786.5419
RUNDC1|146923	709.7608	RUNDC1|146923	971.4795
RUNDC2A|84127	42.6346	RUNDC2A|84127	76.6488
RUNDC2C|440352	25.066999999999997	RUNDC2C|440352	29.18
RUNDC3B|154661	9.4355	RUNDC3B|154661	84.2246
RUNX1T1|862	25.8603	RUNX1T1|862	85.1159
RUNX1|861	5072.1162	RUNX1|861	3620.3209
RUNX2|860	438.9264	RUNX2|860	170.6774
RUNX3|864	195.3502	RUNX3|864	423.7968
RUSC1|23623	2883.425	RUSC1|23623	619.4296
RUSC2|9853	795.7289	RUSC2|9853	840.4635
RUVBL1|8607	861.8369	RUVBL1|8607	693.4002
RUVBL2|10856	1477.882	RUVBL2|10856	1055.2585
RWDD1|51389	1197.6121	RWDD1|51389	803.4759
RWDD2A|112611	121.2639	RWDD2A|112611	71.7469
RWDD2B|10069	314.1679	RWDD2B|10069	307.4866
RWDD3|25950	185.2158	RWDD3|25950	231.3725
RWDD4A|201965	380.2165	RWDD4A|201965	470.5882
RXRA|6256	4051.6822	RXRA|6256	3027.6292
RXRB|6257	986.5360000000001	RXRB|6257	1175.5793
lowly_expressed	lowly_expressed	RXRG|6258	13.369000000000002
RYBP|23429	1010.9985	RYBP|23429	1544.1176
RYK|6259	1542.8823	RYK|6259	1693.4046
RYR1|6261	49.2744	RYR1|6261	218.3601
RYR2|6262	12.9302	RYR2|6262	16.0428
RYR3|6263	5.242000000000001	RYR3|6263	186.7201
S100A10|6281	6136.9321	S100A10|6281	3689.3939
S100A11|6282	19703.1131	S100A11|6282	3755.3476
S100A13|6284	826.1322	S100A13|6284	1417.5579
S100A14|57402	1757.8024	S100A14|57402	863.1907
S100A16|140576	2124.7393	S100A16|140576	2225.4902
S100A1|6271	293.2	S100A1|6271	854.7237
S100A2|6273	85.9681	S100A2|6273	95.8111
S100A3|6274	9.0861	S100A3|6274	6.6845
S100A4|6275	1918.2063	S100A4|6275	1434.9376
S100A6|6277	3825.5792	S100A6|6277	8075.7576
lowly_expressed	lowly_expressed	S100A7|6278	6.2389
S100A8|6279	31.8012	S100A8|6279	113.1907
S100A9|6280	134.893	S100A9|6280	562.3886
lowly_expressed	lowly_expressed	S100B|6285	661.3191
S100PBP|64766	356.8024	S100PBP|64766	478.0793
S100P|6286	922.9336	S100P|6286	8.467
S1PR1|1901	293.899	S1PR1|1901	1282.9768
S1PR2|9294	223.3073	S1PR2|9294	386.8093
S1PR3|1903	854.0788	S1PR3|1903	724.5276
S1PR4|8698	7.3387	S1PR4|8698	26.2923
S1PR5|53637	41.2367	S1PR5|53637	16.4884
SAA1|6288	160.4038	SAA1|6288	9009.3583
SAA2|6289	13.9785	SAA2|6289	3856.9519
lowly_expressed	lowly_expressed	SAA4|6291	56.1497
SAAL1|113174	285.1624	SAAL1|113174	151.0695
SAC3D1|29901	475.6201	SAC3D1|29901	122.9947
SACM1L|22908	539.2225	SACM1L|22908	1077.0945
SACS|26278	440.6737	SACS|26278	1669.3405
SAE1|10055	2608.7466	SAE1|10055	1221.9251
SAFB2|9667	1107.7999	SAFB2|9667	1310.6061
SAFB|6294	1460.4088	SAFB|6294	1594.0285
SALL1|6299	70.5917	SALL1|6299	56.5954
SALL2|6297	791.5353	SALL2|6297	629.2335
SALL4|57167	73.3874	lowly_expressed	lowly_expressed
SAMD10|140700	174.0329	SAMD10|140700	100.713
SAMD11|148398	112.2338	SAMD11|148398	11.172
SAMD12|401474	501.131	SAMD12|401474	661.3191
lowly_expressed	lowly_expressed	SAMD13|148418	32.0856
SAMD14|201191	52.4196	lowly_expressed	lowly_expressed
SAMD1|90378	798.5246	SAMD1|90378	196.9697
lowly_expressed	lowly_expressed	SAMD3|154075	6.2389
SAMD4A|23034	227.8503	SAMD4A|23034	823.5294
SAMD4B|55095	1741.7271	SAMD4B|55095	1608.7344
SAMD5|389432	152.3662	SAMD5|389432	646.1676
SAMD8|142891	91.5595	SAMD8|142891	185.3832
SAMD9L|219285	1174.198	SAMD9L|219285	821.3012
SAMD9|54809	964.1704	SAMD9|54809	504.902
SAMHD1|25939	659.3122	SAMHD1|25939	1368.1952
SAMM50|25813	724.0783	SAMM50|25813	936.7201
SAMSN1|64092	88.0649	SAMSN1|64092	87.344
SAP130|79595	918.7401	SAP130|79595	504.4563
SAP18|10284	2466.8643	SAP18|10284	2273.6185
SAP30BP|29115	1040.004	SAP30BP|29115	975.0446
SAP30L|79685	884.8421	SAP30L|79685	1516.934
SAP30|8819	132.4467	SAP30|8819	144.8307
SAPS1|22870	2468.6116	SAPS1|22870	1247.7718
SAPS2|9701	874.3582	SAPS2|9701	1187.1658
SAPS3|55291	3275.8728	SAPS3|55291	2356.5062
SAR1A|56681	3210.5231	SAR1A|56681	2706.7736
SAR1B|51128	821.9386	SAR1B|51128	445.6328
SARDH|1757	86.3175	SARDH|1757	67.2906
SARM1|23098	119.1357	SARM1|23098	503.3244
SARNP|84324	1057.1417	SARNP|84324	500.6016
SARS2|54938	366.5874	SARS2|54938	228.16400000000002
SARS|6301	2507.4021	SARS|6301	2359.6257
SART1|9092	1572.5867	SART1|9092	1267.8253
SART3|9733	1633.0439	SART3|9733	1247.7718
SASH1|23328	2111.1102	SASH1|23328	4359.6257
SASH3|54440	183.4684	SASH3|54440	278.9661
SASS6|163786	209.3288	SASS6|163786	124.3316
SAT1|6303	3440.4702	SAT1|6303	2957.6649
SAT2|112483	459.5448	SAT2|112483	738.8592
SATB1|6304	590.9431	SATB1|6304	989.3048
SATB2|23314	81.0756	SATB2|23314	89.5722
SATL1|340562	18.5216	SATL1|340562	23.6185
SAV1|60485	751.347	SAV1|60485	1534.7594
SBDSP1|155370	525.5934	SBDSP1|155370	561.4973
SBDS|51119	1467.0486	SBDS|51119	3014.7059
SBF1|6305	1027.0738	SBF1|6305	1748.6631
SBF2|81846	1345.5785	SBF2|81846	1370.2897
SBK1|388228	1108.8483	SBK1|388228	284.7594
SBNO1|55206	781.0514	SBNO1|55206	737.9679
SBNO2|22904	1609.6298	SBNO2|22904	1315.9537
SC4MOL|6307	660.8359	SC4MOL|6307	482.1747
SC5DL|6309	431.9371	SC5DL|6309	1002.6738
SC65|10609	1077.3966	SC65|10609	288.3244
SCAF1|58506	1938.8246	SCAF1|58506	1166.6667
SCAI|286205	253.7106	SCAI|286205	320.41
SCAMP1|9522	1373.3924	SCAMP1|9522	1314.6168
SCAMP2|10066	2068.1262	SCAMP2|10066	2295.4545
SCAMP3|10067	4242.8388	SCAMP3|10067	799.4652
