gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
SCAMP4|113178	1405.8925	SCAMP4|113178	1528.5205
SCAMP5|192683	274.6785	SCAMP5|192683	188.5027
SCAND1|51282	468.9803	SCAND1|51282	356.9519
SCAND2|54581	327.098	SCAND2|54581	328.4314
lowly_expressed	lowly_expressed	SCAND3|114821	88.6809
SCAPER|49855	172.2856	SCAPER|49855	369.4296
SCAP|22937	1578.6673	SCAP|22937	2050.1114
SCARA3|51435	298.442	SCARA3|51435	1327.9857
lowly_expressed	lowly_expressed	SCARA5|286133	1006.6845
SCARB1|949	1826.2973	SCARB1|949	1697.861
SCARB2|950	12805.748	SCARB2|950	6323.975
SCARF1|8578	148.8715	SCARF1|8578	305.2585
SCARF2|91179	501.4804	SCARF2|91179	151.9608
SCARNA17|677769	5.9409	SCARNA17|677769	6.6845
lowly_expressed	lowly_expressed	SCARNA9|619383	7.5758
SCCPDH|51097	2752.0267	SCCPDH|51097	928.6988
SCD5|79966	417.6091	SCD5|79966	336.4528
SCD|6319	8915.8675	SCD|6319	1847.5936
SCFD1|23256	1403.0968	SCFD1|23256	865.4189
SCFD2|152579	290.4043	SCFD2|152579	398.8414
SCG2|7857	63.6024	lowly_expressed	lowly_expressed
SCG5|6447	43.683	SCG5|6447	48.574
SCGB1D2|10647	33.898	SCGB1D2|10647	5938.5027
SCGB2A1|4246	13.6291	SCGB2A1|4246	168.4492
SCGB2A2|4250	188.7104	SCGB2A2|4250	27394.8307
SCGB3A1|92304	88.0649	SCGB3A1|92304	624.3316
lowly_expressed	lowly_expressed	SCGBL|284402	8.0214
lowly_expressed	lowly_expressed	SCGN|10590	12.9234
SCHIP1|29970	235.5001	SCHIP1|29970	298.574
SCIN|85477	344.5712	SCIN|85477	63.2799
SCLT1|132320	113.5757	SCLT1|132320	145.2763
SCLY|51540	275.8911	SCLY|51540	187.1658
SCMH1|22955	1229.4133	SCMH1|22955	1180.0357
SCML1|6322	65.0002	SCML1|6322	153.2977
SCML2|10389	25.1614	SCML2|10389	48.1283
lowly_expressed	lowly_expressed	SCML4|256380	36.9875
SCN11A|11280	7.6882	SCN11A|11280	11.5865
SCN1B|6324	427.3941	SCN1B|6324	125.6684
SCN2A|6326	12.9302	SCN2A|6326	95.3654
SCN2B|6327	49.6238	SCN2B|6327	164.8841
lowly_expressed	lowly_expressed	SCN3A|6328	52.138999999999996
lowly_expressed	lowly_expressed	SCN3B|55800	105.1693
lowly_expressed	lowly_expressed	SCN4A|6329	493.3155
SCN4B|6330	89.8122	SCN4B|6330	810.6061
lowly_expressed	lowly_expressed	SCN5A|6331	65.9537
lowly_expressed	lowly_expressed	SCN7A|6332	139.9287
SCN8A|6334	13.2796	SCN8A|6334	42.7807
SCN9A|6335	13.6291	SCN9A|6335	57.4866
SCNM1|79005	280.2699	SCNM1|79005	264.7059
SCNN1A|6337	3385.2549	SCNN1A|6337	1700.5348
SCNN1B|6338	597.5829	SCNN1B|6338	495.5437
SCNN1D|6339	17.8226	SCNN1D|6339	44.1176
SCNN1G|6340	755.1911	SCNN1G|6340	101.1586
SCO1|6341	356.1035	SCO1|6341	363.6364
SCO2|9997	372.5283	SCO2|9997	294.5633
SCOC|60592	1003.3103	SCOC|60592	1277.6292
SCP2|6342	3209.4747	SCP2|6342	2745.9893
SCPEP1|59342	1658.9042	SCPEP1|59342	3431.3725
lowly_expressed	lowly_expressed	SCRG1|11341	8.0214
SCRIB|23513	1638.2858	SCRIB|23513	1436.2745
SCRN1|9805	1367.4515	SCRN1|9805	1727.2727
SCRN2|90507	153.4146	SCRN2|90507	841.3547
SCRN3|79634	352.6089	SCRN3|79634	293.2264
SCT|6343	53.1185	lowly_expressed	lowly_expressed
SCUBE1|80274	232.3934	SCUBE1|80274	409.0909
SCUBE2|57758	4883.0563	SCUBE2|57758	3580.2139
SCUBE3|222663	868.0678	SCUBE3|222663	8.467
SCYL1|57410	3402.466	SCYL1|57410	1477.2727
SCYL2|55681	1577.1297	SCYL2|55681	930.4813
SCYL3|57147	191.6529	SCYL3|57147	458.26199999999994
SDAD1|55153	2285.8421	SDAD1|55153	1059.2692
SDC1|6382	16453.1007	SDC1|6382	3351.6043
SDC2|6383	4155.8224	SDC2|6383	1946.5241
SDC3|9672	2318.6917	SDC3|9672	2828.877
SDC4|6385	4689.8029	SDC4|6385	7377.8966
SDCBP2|27111	124.0456	SDCBP2|27111	50.1783
SDCBP|6386	2929.9037	SDCBP|6386	3920.2317
SDCCAG1|9147	973.2564	SDCCAG1|9147	992.4242
SDCCAG3|10807	651.0509	SDCCAG3|10807	498.6631
SDCCAG8|10806	348.0658	SDCCAG8|10806	558.3779
SDF2L1|23753	318.3614	SDF2L1|23753	175.1337
SDF2|6388	1108.1494	SDF2|6388	683.6007
SDF4|51150	2407.8049	SDF4|51150	2170.2317
SDHAF1|644096	208.2804	SDHAF1|644096	160.8734
SDHAF2|54949	793.6321	SDHAF2|54949	503.5651
SDHAP1|255812	121.6134	SDHAP1|255812	236.63099999999997
SDHAP2|727956	81.0756	SDHAP2|727956	149.287
SDHAP3|728609	55.2153	SDHAP3|728609	96.7023
SDHA|6389	1960.8408	SDHA|6389	2087.7897
SDHB|6390	819.8419	SDHB|6390	930.0357
SDHC|6391	4685.2599	SDHC|6391	1402.852
SDHD|6392	839.0624	SDHD|6392	1483.9572
SDK1|221935	740.8631	SDK1|221935	438.5027
SDK2|54549	283.7645	SDK2|54549	490.1961
SDPR|8436	52.4196	SDPR|8436	1762.0321
SDR16C5|195814	100.2961	SDR16C5|195814	150.6239
SDR39U1|56948	567.4207	SDR39U1|56948	496.9118
SDR42E1|93517	236.2375	SDR42E1|93517	191.1765
SDSL|113675	242.1783	SDSL|113675	173.3512
SDS|10993	169.8394	SDS|10993	36.5419
SEC11A|23478	4229.2097	SEC11A|23478	2028.0749
SEC11C|90701	1316.0803	SEC11C|90701	718.8057
SEC13|6396	2700.3059999999996	SEC13|6396	1366.3102
SEC14L1|6397	1698.7431	SEC14L1|6397	2430.0357
SEC14L2|23541	287.675	SEC14L2|23541	982.1881
SEC14L5|9717	6.6398	SEC14L5|9717	12.9234
SEC16A|9919	7383.4691	SEC16A|9919	3233.066
SEC16B|89866	46.1711	SEC16B|89866	344.8396
SEC1|653677	7.3387	SEC1|653677	7.2059
SEC22A|26984	425.2973	SEC22A|26984	271.836
SEC22B|9554	2335.4659	SEC22B|9554	1202.7629
SEC22C|9117	450.1093	SEC22C|9117	668.0036
SEC23A|10484	1083.3375	SEC23A|10484	1117.2014
SEC23B|10483	1340.8922	SEC23B|10483	1540.1070000000002
SEC23IP|11196	10315.4696	SEC23IP|11196	1016.4884
SEC24A|10802	1142.0474	SEC24A|10802	793.2264
SEC24B|10427	738.7663	SEC24B|10427	1346.7023
SEC24C|9632	4808.97	SEC24C|9632	2619.8752
SEC24D|9871	2090.1424	SEC24D|9871	883.2442
SEC31A|22872	5021.444	SEC31A|22872	4074.2068
SEC31B|25956	26.6606	SEC31B|25956	228.6319
SEC61A1|29927	13283.8423	SEC61A1|29927	6037.8209
SEC61A2|55176	243.6111	SEC61A2|55176	89.6836
SEC61B|10952	1664.4956	SEC61B|10952	856.9519
SEC61G|23480	1198.3110000000001	SEC61G|23480	455.4367
SEC62|7095	3212.6198	SEC62|7095	3795.0089
SEC63|11231	4089.7737	SEC63|11231	2593.5829
SECISBP2L|9728	533.9805	SECISBP2L|9728	1676.9162
SECISBP2|79048	1170.3539	SECISBP2|79048	1049.4652
SECTM1|6398	870.8636	SECTM1|6398	270.9447
SEH1L|81929	934.8154	SEH1L|81929	710.3387
SEL1L3|23231	561.2387	SEL1L3|23231	470.1426
SEL1L|6400	4946.6587	SEL1L|6400	3506.6845
SELENBP1|8991	2261.0302	SELENBP1|8991	2688.9483
SELE|6401	13.6291	SELE|6401	913.5472
SELK|58515	315.5657	SELK|58515	423.7968
SELL|6402	42.2851	SELL|6402	76.2032
SELM|140606	1242.6929	SELM|140606	605.1693
SELO|83642	174.3824	SELO|83642	292.3351
SELPLG|6404	498.3352	SELPLG|6404	422.4599
SELP|6403	8.0377	SELP|6403	558.3779
SELS|55829	1440.4894	SELS|55829	785.205
SELT|51714	1960.1419	SELT|51714	1326.2032
SEMA3A|10371	18.5216	SEMA3A|10371	81.9964
SEMA3B|7869	131.7478	SEMA3B|7869	458.5561
SEMA3C|10512	3831.8695	SEMA3C|10512	3399.7326
SEMA3D|223117	52.769	SEMA3D|223117	390.3743
SEMA3E|9723	113.2262	SEMA3E|9723	576.6488
SEMA3F|6405	2262.0786	SEMA3F|6405	1186.2745
SEMA3G|56920	168.092	SEMA3G|56920	3568.1818
SEMA4A|64218	256.5064	SEMA4A|64218	462.1212
SEMA4B|10509	7464.5447	SEMA4B|10509	1464.795
SEMA4C|54910	1316.0803	SEMA4C|54910	944.2959
SEMA4D|10507	769.5191	SEMA4D|10507	579.3226
SEMA4F|10505	606.3195	SEMA4F|10505	297.6827
SEMA4G|57715	139.3102	SEMA4G|57715	104.8173
SEMA5A|9037	819.1429	lowly_expressed	lowly_expressed
SEMA5B|54437	58.3604	SEMA5B|54437	14.2602
SEMA6A|57556	170.1888	SEMA6A|57556	975.0446
SEMA6B|10501	257.2053	SEMA6B|10501	453.6542
SEMA6C|10500	129.651	SEMA6C|10500	274.5098
SEMA6D|80031	68.1454	SEMA6D|80031	237.9679
SEMA7A|8482	177.5276	SEMA7A|8482	48.574
SENP1|29843	616.4540000000001	SENP1|29843	433.1551
SENP2|59343	665.3789	SENP2|59343	839.5722
SENP3|26168	582.3184	SENP3|26168	854.5499
SENP5|205564	593.7388	SENP5|205564	651.5152
SENP6|26054	1782.2649	SENP6|26054	1926.9162
SENP7|57337	272.5817	SENP7|57337	450.5348
SENP8|123228	41.5862	SENP8|123228	70.41
SEP15|9403	2235.8688	SEP15|9403	2300.3565
SEPHS1|22929	1585.5168	SEPHS1|22929	956.7736
SEPHS2|22928	3477.1639	SEPHS2|22928	1806.5954
SEPN1|57190	4839.7228	SEPN1|57190	3049.0196
SEPP1|6414	6211.5077	SEPP1|6414	10747.4198
SEPSECS|51091	223.6568	SEPSECS|51091	312.8342
SEPT10|151011	726.1856	SEPT10|151011	1885.918
SEPT11|55752	2907.538	SEPT11|55752	2274.0642
SEPT1|1731	31.8012	SEPT1|1731	68.1818
SEPT2|4735	10205.3886	SEPT2|4735	8313.7255
SEPT3|55964	318.3614	SEPT3|55964	146.1676
SEPT4|5414	326.7486	SEPT4|5414	548.1283
SEPT5|5413	561.5882	SEPT5|5413	426.9162
SEPT6|23157	682.8521	SEPT6|23157	614.082
SEPT7P2|641977	100.2961	SEPT7P2|641977	191.6221
SEPT7|989	3406.9217	SEPT7|989	2875.6684
SEPT8|23176	1962.9167	SEPT8|23176	1677.451
SEPT9|10801	6177.4699	SEPT9|10801	4574.8663
SEPW1|6415	3785.3908	SEPW1|6415	2543.2264
SEPX1|51734	1203.9025	SEPX1|51734	327.9857
SERAC1|84947	247.4203	SERAC1|84947	195.6328
SERBP1|26135	5460.7198	SERBP1|26135	5999.5544
SERF1A|8293	681.8037	SERF1A|8293	450.9804
SERF2|10169	7040.6418	SERF2|10169	4893.4403
SERGEF|26297	469.6792	SERGEF|26297	276.2923
SERHL2|253190	24.127	SERHL2|253190	605.0401
SERHL|94009	124.7585	SERHL|94009	418.4492
SERINC1|57515	4937.9221	SERINC1|57515	7326.2032
SERINC2|347735	1302.8007	SERINC2|347735	1877.451
SERINC3|10955	2411.2996	SERINC3|10955	2694.7415
lowly_expressed	lowly_expressed	SERINC4|619189	10.302999999999999
SERINC5|256987	347.3669	SERINC5|256987	261.1408
SERP1|27230	3820.8789	SERP1|27230	3585.4902
SERP2|387923	48.5755	SERP2|387923	57.9323
SERPINA11|256394	237.9848	SERPINA11|256394	22.7273
SERPINA12|145264	6.2903	lowly_expressed	lowly_expressed
SERPINA1|5265	1102.558	SERPINA1|5265	1896.6132
SERPINA3|12	19775.1026	SERPINA3|12	4797.2371
SERPINA4|5267	6.9893	lowly_expressed	lowly_expressed
SERPINA5|5104	1452.0217	SERPINA5|5104	346.2567
SERPINA6|866	33.898	SERPINA6|866	28.5205
SERPINA9|327657	7.3387	lowly_expressed	lowly_expressed
SERPINB1|1992	707.664	SERPINB1|1992	774.9554
SERPINB2|5055	7.6882	lowly_expressed	lowly_expressed
SERPINB5|5268	291.8022	SERPINB5|5268	1057.9323
SERPINB6|5269	2572.4023	SERPINB6|5269	1818.6275
SERPINB7|8710	25.1614	SERPINB7|8710	6.6845
SERPINB8|5271	191.8556	SERPINB8|5271	277.1836
SERPINB9|5272	97.1509	SERPINB9|5272	318.6275
SERPINE1|5054	1395.7579999999998	SERPINE1|5054	1199.1979
SERPINE2|5270	814.2504	SERPINE2|5270	231.7291
SERPINF1|5176	4918.7016	SERPINF1|5176	5511.5865
SERPINF2|5345	22.0162	SERPINF2|5345	160.8734
SERPING1|710	5337.0097	SERPING1|710	11077.0945
SERPINH1|871	10985.3915	SERPINH1|871	3125.6684
SERPINI1|5274	294.5979	SERPINI1|5274	184.0463
SERTAD1|29950	373.5767	SERTAD1|29950	1001.7825
SERTAD2|9792	1265.0586	SERTAD2|9792	1207.6649
SERTAD3|29946	1142.0474	SERTAD3|29946	868.0927
SERTAD4|56256	220.5116	SERTAD4|56256	331.5508
SESN1|27244	617.8518	SESN1|27244	836.8984
SESN2|83667	628.3357	SESN2|83667	451.8717
SESN3|143686	338.6303	SESN3|143686	211.2299
SESTD1|91404	1947.5612	SESTD1|91404	1883.2442
SETBP1|26040	476.6685	SETBP1|26040	1025.4011
SETD1A|9739	892.5303	SETD1A|9739	959.893
SETD1B|23067	892.5303	SETD1B|23067	946.0784
SETD2|29072	1421.2689	SETD2|29072	2519.6078
SETD3|84193	962.7725	SETD3|84193	1532.9768
SETD4|54093	311.3722	SETD4|54093	307.4866
SETD5|55209	2840.7905	SETD5|55209	2575.7576
SETD6|79918	193.6029	SETD6|79918	332.9947
SETD7|80854	1453.769	SETD7|80854	3807.4866
SETD8|387893	870.5141	SETD8|387893	681.3725
SETDB1|9869	448.3619	SETDB1|9869	891.7112
SETDB2|83852	282.7161	SETDB2|83852	436.7201
SETMAR|6419	257.9042	SETMAR|6419	548.5740000000001
SETX|23064	2470.0095	SETX|23064	2877.0053
SET|6418	7421.5607	SET|6418	5493.3155
SEZ6L2|26470	376.0229	SEZ6L2|26470	721.9251
SEZ6L|23544	8.7366	lowly_expressed	lowly_expressed
SF1|7536	4584.2649	SF1|7536	5429.1444
SF3A1|10291	2115.2898	SF3A1|10291	3446.9207
SF3A2|8175	793.6321	SF3A2|8175	937.1658
SF3A3|10946	1766.8885	SF3A3|10946	1694.7415
SF3B14|51639	1260.5156	SF3B14|51639	888.5918
SF3B1|23451	7853.8473	SF3B1|23451	7998.2175
SF3B2|10992	5819.6191	SF3B2|10992	4241.9786
SF3B3|23450	3353.4537	SF3B3|23450	2921.5686
SF3B4|10262	1038.6061	SF3B4|10262	1260.2496
SF3B5|83443	1468.7959	SF3B5|83443	995.0980000000001
SF4|57794	983.3909	SF4|57794	469.2513
SFI1|9814	308.5765	SFI1|9814	563.7255
SFMBT1|51460	170.8878	SFMBT1|51460	367.2014
SFMBT2|57713	44.7314	SFMBT2|57713	306.5954
SFN|2810	881.5886	SFN|2810	1014.1533
SFPQ|6421	4711.4207	SFPQ|6421	4134.9287
SFRP1|6422	49.2744	SFRP1|6422	16370.3209
SFRP2|6423	10330.1471	SFRP2|6423	1627.8966
SFRP4|6424	994.5737	SFRP4|6424	565.0624
SFRS11|9295	2425.2781	SFRS11|9295	2973.262
SFRS12IP1|285672	567.1796	SFRS12IP1|285672	519.1622
SFRS12|140890	1440.4894	SFRS12|140890	1559.2692
SFRS13A|10772	1440.1399	SFRS13A|10772	1619.8752
lowly_expressed	lowly_expressed	SFRS13B|135295	32.9768
SFRS14|10147	2794.0357	SFRS14|10147	1597.5936
SFRS15|57466	714.6533	SFRS15|57466	883.2442
SFRS16|11129	381.2649	SFRS16|11129	528.5205
SFRS17A|8227	681.1048	SFRS17A|8227	965.2406
SFRS18|25957	1030.5685	SFRS18|25957	2519.6078
SFRS1|6426	4857.895	SFRS1|6426	3815.508
SFRS2B|10929	718.4974	SFRS2B|10929	1427.8075
SFRS2IP|9169	2402.9124	SFRS2IP|9169	3284.7594
SFRS2|6427	2769.1364	SFRS2|6427	2793.2442
SFRS3|6428	5062.3312	SFRS3|6428	5729.5009
SFRS4|6429	1955.5989	SFRS4|6429	2109.6257
SFRS5|6430	1669.7376	SFRS5|6430	7367.2014
SFRS6|6431	2996.6513	SFRS6|6431	5439.8396
SFRS7|6432	2025.8411	SFRS7|6432	2528.0749
SFRS8|6433	977.45	SFRS8|6433	947.8610000000001
SFRS9|8683	2584.9829999999997	SFRS9|8683	1467.9144
SFT2D1|113402	576.9646	SFT2D1|113402	397.9501
SFT2D2|375035	46.4787	SFT2D2|375035	77.0945
SFT2D3|84826	358.2003	SFT2D3|84826	282.5312
SFTA1P|207107	21.3173	SFTA1P|207107	8.9127
SFTPD|6441	10.1344	SFTPD|6441	17.3797
SFXN1|94081	686.6962	SFXN1|94081	324.8663
SFXN2|118980	219.8127	SFXN2|118980	196.0784
SFXN3|81855	1441.8872	SFXN3|81855	820.8556
SFXN4|119559	929.2239999999999	SFXN4|119559	370.3209
SFXN5|94097	416.5607	SFXN5|94097	165.7754
SGCB|6443	1385.9731	SGCB|6443	1303.0303
SGCD|6444	408.5231	SGCD|6444	409.9822
SGCE|8910	496.5879	SGCE|8910	1152.4064
lowly_expressed	lowly_expressed	SGCG|6445	79.7683
SGEF|26084	306.4797	SGEF|26084	324.4207
SGIP1|84251	143.6296	SGIP1|84251	97.148
SGK196|84197	16.4248	SGK196|84197	31.1943
SGK1|6446	523.1472	SGK1|6446	2157.3084
SGK223|157285	368.6842	SGK223|157285	863.6364
SGK269|79834	881.6969	SGK269|79834	1496.4349
lowly_expressed	lowly_expressed	SGK2|10110	124.7772
SGK3|23678	231.6944	SGK3|23678	3848.7968
SGK494|124923	23.4141	SGK494|124923	58.0214
SGMS1|259230	880.998	SGMS1|259230	611.4082
SGMS2|166929	459.1953	SGMS2|166929	818.4759
SGOL1|151648	32.1507	SGOL1|151648	9.8039
SGOL2|151246	372.1788	SGOL2|151246	101.6043
SGPL1|8879	4844.9648	SGPL1|8879	1990.1961
SGPP1|81537	136.6403	SGPP1|81537	357.8431
SGPP2|130367	19.2205	SGPP2|130367	16.4884
SGSH|6448	827.1806	SGSH|6448	749.5544
SGSM1|129049	43.683	SGSM1|129049	173.7968
SGSM2|9905	836.6161	SGSM2|9905	2125.2228
SGSM3|27352	831.0247	SGSM3|27352	1303.9216
SGTA|6449	1333.204	SGTA|6449	1400.1783
SGTB|54557	213.06099999999998	SGTB|54557	224.5989
SH2B1|25970	645.8089	SH2B1|25970	1350.2674
SH2B2|10603	25.1614	SH2B2|10603	25.4011
SH2B3|10019	708.0135	SH2B3|10019	836.0071
SH2D1A|4068	6.9893	SH2D1A|4068	6.2389
SH2D1B|117157	6.2903	SH2D1B|117157	6.2389
SH2D2A|9047	19.9194	SH2D2A|9047	32.5312
SH2D3A|10045	285.8613	SH2D3A|10045	375.2228
SH2D3C|10044	361.3455	SH2D3C|10044	487.5223
SH2D4A|63898	322.9045	SH2D4A|63898	204.5455
SH2D5|400745	5.5914	lowly_expressed	lowly_expressed
SH3BGRL2|83699	424.5984	SH3BGRL2|83699	1131.016
SH3BGRL3|83442	4282.3282	SH3BGRL3|83442	1889.4831
SH3BGRL|6451	5723.5165	SH3BGRL|6451	3286.5285
SH3BGR|6450	169.1404	SH3BGR|6450	156.8627
SH3BP1|23616	168.4345	SH3BP1|23616	200.8645
SH3BP2|6452	977.45	SH3BP2|6452	1612.7451
SH3BP4|23677	3933.2140000000004	SH3BP4|23677	3247.7718
SH3BP5L|80851	503.5772	SH3BP5L|80851	730.3922
SH3BP5|9467	6437.3381	SH3BP5|9467	1833.1595
SH3D19|152503	699.2769	SH3D19|152503	3612.7451
lowly_expressed	lowly_expressed	SH3D20|201175	12.0321
SH3GL1|6455	1542.5328	SH3GL1|6455	1184.0463
SH3GLB1|51100	1614.8718	SH3GLB1|51100	3235.7398
SH3GLB2|56904	1019.0362	SH3GLB2|56904	1235.2941
SH3KBP1|30011	810.4063	SH3KBP1|30011	1247.7718
SH3PXD2A|9644	1564.549	SH3PXD2A|9644	2076.6488
SH3PXD2B|285590	2785.9247	SH3PXD2B|285590	1796.3458
SH3RF1|57630	817.0461	SH3RF1|57630	619.4296
SH3RF2|153769	91.21	SH3RF2|153769	331.1052
SH3RF3|344558	324.3023	SH3RF3|344558	213.4581
SH3TC1|54436	235.888	SH3TC1|54436	172.0143
SH3TC2|79628	10.8334	SH3TC2|79628	119.4296
SH3YL1|26751	449.4103	SH3YL1|26751	661.7647
SHANK1|50944	5.5914	lowly_expressed	lowly_expressed
SHANK2|22941	1391.215	SHANK2|22941	1445.6328
SHANK3|85358	339.6787	SHANK3|85358	1658.1996
SHARPIN|81858	783.8471	SHARPIN|81858	700.9804
SHB|6461	843.9548	SHB|6461	388.5918
SHC1|6464	8772.5874	SHC1|6464	2836.4528
SHC2|25759	240.0816	SHC2|25759	372.9947
lowly_expressed	lowly_expressed	SHC3|53358	6.6845
SHC4|399694	12.2312	SHC4|399694	19.1622
SHCBP1|79801	169.1404	SHCBP1|79801	18.7166
SHE|126669	128.9521	SHE|126669	543.672
SHFM1|7979	1724.9528	SHFM1|7979	809.2692
SHF|90525	120.565	SHF|90525	114.5276
SHISA2|387914	8512.2369	SHISA2|387914	294.1176
lowly_expressed	lowly_expressed	SHISA3|152573	26.2923
SHISA4|149345	463.0394	SHISA4|149345	167.1123
SHISA5|51246	2927.1079999999997	SHISA5|51246	2412.656
SHISA6|388336	11.8818	SHISA6|388336	20.0535
SHISA9|729993	80.0272	SHISA9|729993	94.9198
SHKBP1|92799	1707.8291	SHKBP1|92799	603.3868
SHMT1|6470	639.5186	SHMT1|6470	1251.3057
SHMT2|6472	1895.8406	SHMT2|6472	970.5882
SHOC2|8036	1578.8770000000002	SHOC2|8036	1126.5597
SHOX2|6474	91.21	SHOX2|6474	85.1159
SHPK|23729	197.7965	SHPK|23729	375.2228
SHPRH|257218	326.0112	SHPRH|257218	770.4456
SHQ1|55164	405.0284	SHQ1|55164	454.0998
SHROOM1|134549	280.6194	SHROOM1|134549	340.0178
SHROOM2|357	1086.4827	SHROOM2|357	217.4688
SHROOM3|57619	4135.204000000001	SHROOM3|57619	3524.0642
SHROOM4|57477	195.3502	SHROOM4|57477	576.6488
SIAE|54414	635.6745	SIAE|54414	1015.1515
SIAH1|6477	346.5597	SIAH1|6477	488.7166
SIAH2|6478	1481.3766	SIAH2|6478	643.9394
SIDT1|54847	870.8636	SIDT1|54847	365.8645
SIDT2|51092	826.9639	SIDT2|51092	1967.451
SIGIRR|59307	549.7064	SIGIRR|59307	422.4599
SIGLEC10|89790	198.4954	SIGLEC10|89790	152.4064
lowly_expressed	lowly_expressed	SIGLEC11|114132	7.1301
lowly_expressed	lowly_expressed	SIGLEC15|284266	21.3904
SIGLEC1|6614	490.2976	SIGLEC1|6614	410.4278
SIGLEC5|8778	41.9356	SIGLEC5|8778	17.3797
SIGLEC7|27036	34.9464	SIGLEC7|27036	26.2923
SIGLEC8|27181	139.0866	SIGLEC8|27181	88.2353
SIGLEC9|27180	53.1185	SIGLEC9|27180	36.5419
lowly_expressed	lowly_expressed	SIGLECP3|284367	20.0535
SIGMAR1|10280	1006.4555	SIGMAR1|10280	936.2745
SIK1|150094	851.9925	SIK1|150094	3452.3173
SIK2|23235	330.2432	SIK2|23235	2616.3102
SIK3|23387	803.4171	SIK3|23387	1538.7701
SIKE1|80143	703.1210000000001	SIKE1|80143	682.7094
SIL1|64374	1419.5216	SIL1|64374	694.7415
SILV|6490	32.5001	SILV|6490	24.5098
SIM1|6492	26.5592	SIM1|6492	66.8449
SIM2|6493	220.5116	SIM2|6493	37.4332
SIN3A|25942	1498.1509	SIN3A|25942	1989.3048
SIN3B|23309	1776.6735	SIN3B|23309	1364.9733
SIP1|8487	171.2372	SIP1|8487	96.2567
SIPA1L1|26037	1745.9207	SIPA1L1|26037	1438.057
SIPA1L2|57568	561.2387	SIPA1L2|57568	485.7398
SIPA1L3|23094	2245.6538	SIPA1L3|23094	1656.4171
SIPA1|6494	860.3796	SIPA1|6494	498.2175
SIRPA|140885	779.6535	SIRPA|140885	2285.6506
SIRPB1|10326	26.5592	SIRPB1|10326	82.8877
SIRPB2|284759	59.7583	SIRPB2|284759	36.0963
SIRPG|55423	6.2903	lowly_expressed	lowly_expressed
SIRT1|23411	501.131	SIRT1|23411	882.3529
SIRT2|22933	864.2237	SIRT2|22933	1153.7433
SIRT3|23410	688.2583	SIRT3|23410	681.1141
SIRT4|23409	23.0646	SIRT4|23409	19.1622
SIRT5|23408	400.8349	SIRT5|23408	418.4492
SIRT6|51548	208.9793	SIRT6|51548	185.3832
SIRT7|51547	490.2976	SIRT7|51547	236.63099999999997
SIT1|27240	7.3387	SIT1|27240	26.738000000000003
SIVA1|10572	1109.1978	SIVA1|10572	629.2335
SIX1|6495	1394.3602	SIX1|6495	350.2674
SIX2|10736	195.3502	SIX2|10736	35.6506
lowly_expressed	lowly_expressed	SIX3|6496	9.8039
SIX4|51804	630.0831	SIX4|51804	125.6684
SIX5|147912	1065.5148	SIX5|147912	510.6952
SKA1|220134	151.6672	SKA1|220134	13.369000000000002
SKA2|348235	676.9112	SKA2|348235	332.8877
SKA3|221150	191.7158	SKA3|221150	19.2068
SKAP1|8631	133.8446	SKAP1|8631	101.1586
SKAP2|8935	461.2921	SKAP2|8935	1360.0713
SKIL|6498	2140.1157	SKIL|6498	803.9216
SKIV2L2|23517	1634.5326	SKIV2L2|23517	1520.9982
SKIV2L|6499	1740.6403	SKIV2L|6499	958.5561
SKI|6497	1447.8281	SKI|6497	2988.4135
SKP1|6500	7362.5013	SKP1|6500	4782.5312
SKP2|6502	116.7209	SKP2|6502	131.4617
SLA2|84174	6.2903	SLA2|84174	29.4118
lowly_expressed	lowly_expressed	SLAIN1|122060	143.9394
SLAIN2|57606	1534.1457	SLAIN2|57606	1251.3369
SLAMF1|6504	6.2903	SLAMF1|6504	20.4991
SLAMF6|114836	17.8226	SLAMF6|114836	57.9323
SLAMF7|57823	39.8389	SLAMF7|57823	188.5027
SLAMF8|56833	352.7976	SLAMF8|56833	125.4813
SLAMF9|89886	15.3764	SLAMF9|89886	5.7932
SLA|6503	263.4956	SLA|6503	179.59
SLBP|7884	1213.6874	SLBP|7884	635.0267
SLC10A3|8273	716.0511	SLC10A3|8273	572.6381
lowly_expressed	lowly_expressed	SLC10A6|345274	44.1176
SLC10A7|84068	110.4305	SLC10A7|84068	214.795
SLC11A1|6556	192.205	SLC11A1|6556	69.9643
SLC11A2|4891	1653.3128	SLC11A2|4891	1900.6239
SLC12A1|6557	10.1344	SLC12A1|6557	5.3476
SLC12A2|6558	3683.6969	SLC12A2|6558	3768.7166
SLC12A4|6560	1035.1115	SLC12A4|6560	1467.3084
SLC12A6|9990	154.4769	SLC12A6|9990	709.5633
SLC12A7|10723	3206.679	SLC12A7|10723	1437.6114
SLC12A8|84561	602.4754	SLC12A8|84561	220.0936
SLC12A9|56996	894.6271	SLC12A9|56996	681.8182
SLC13A2|9058	126.1564	SLC13A2|9058	453.6542
SLC13A3|64849	37.0432	SLC13A3|64849	54.8128
lowly_expressed	lowly_expressed	SLC13A4|26266	11.1408
lowly_expressed	lowly_expressed	SLC13A5|284111	7.1301
lowly_expressed	lowly_expressed	SLC14A1|6563	58.3779
