gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
ALOX12B|242	35.5996	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ALOX12P2|245	26.7812
lowly_expressed	lowly_expressed	ALOX12|239	9.0955
lowly_expressed	lowly_expressed	ALOX15B|247	14646.7913
lowly_expressed	lowly_expressed	ALOX15|246	245.0733
ALOX5AP|241	725.4038	ALOX5AP|241	351.6928
ALOX5|240	467.9393	ALOX5|240	615.9677
ALOXE3|59344	26.9212	lowly_expressed	lowly_expressed
ALPK1|80216	182.5746	ALPK1|80216	731.1774
ALPK2|115701	12.7264	ALPK2|115701	19.2016
ALPK3|57538	147.3324	ALPK3|57538	462.3547
ALPL|249	227.11700000000002	ALPL|249	1000.5053
ALS2CL|259173	85.6583	ALS2CL|259173	402.2233
lowly_expressed	lowly_expressed	ALS2CR11|151254	5.5584
ALS2CR4|65062	516.8869	ALS2CR4|65062	1268.8226
ALS2CR8|79800	232.5012	ALS2CR8|79800	323.901
ALS2|57679	587.861	ALS2|57679	684.1839
lowly_expressed	lowly_expressed	ALX1|8092	5.5584
ALX3|257	23.4949	ALX3|257	18.6963
lowly_expressed	lowly_expressed	ALX4|60529	29.813000000000002
AMACR|23600	528.1449	AMACR|23600	400.2021
lowly_expressed	lowly_expressed	AMBP|259	21.7281
AMBRA1|55626	1165.9325	AMBRA1|55626	782.7185
AMD1|262	1226.4072	AMD1|262	2137.4432
lowly_expressed	lowly_expressed	AMDHD1|144193	24.2547
AMDHD2|51005	240.1664	AMDHD2|51005	173.6534
AMFR|267	5818.8938	AMFR|267	3186.4578
AMH|268	11.258	lowly_expressed	lowly_expressed
AMICA1|120425	91.5321	AMICA1|120425	408.7923
AMIGO1|57463	174.743	AMIGO1|57463	126.3264
AMIGO2|347902	478.7078	AMIGO2|347902	1998.9894
AMIGO3|386724	107.1953	AMIGO3|386724	68.7216
AMMECR1L|83607	764.0724	AMMECR1L|83607	786.7610000000001
AMMECR1|9949	153.2061	AMMECR1|9949	243.5574
AMN1|196394	261.8698	AMN1|196394	189.9949
AMOTL1|154810	395.4968	AMOTL1|154810	2493.1784
AMOTL2|51421	447.8708	AMOTL2|51421	2871.6523
AMOT|154796	173.2746	AMOT|154796	1072.2587
lowly_expressed	lowly_expressed	AMPD1|270	105.1036
AMPD2|271	723.9354	AMPD2|271	698.3325
AMPD3|272	355.8492	AMPD3|272	333.5018
AMPH|273	20.558000000000003	AMPH|273	123.2946
AMT|275	76.1772	AMT|275	302.0111
lowly_expressed	lowly_expressed	AMY1A|276	13.6433
AMY2B|280	134.4542	AMY2B|280	510.7782
lowly_expressed	lowly_expressed	AMZ1|155185	7.5796
AMZ2P1|201283	163.4851	AMZ2P1|201283	218.2921
AMZ2|51321	1387.1757	AMZ2|51321	1007.0743
ANAPC10|10393	109.1532	ANAPC10|10393	151.5917
ANAPC11|51529	1044.0529	ANAPC11|51529	602.3244
ANAPC13|25847	1325.1884	ANAPC13|25847	1244.7802
ANAPC16|119504	2546.2555	ANAPC16|119504	2510.3588
ANAPC1|64682	528.1449	ANAPC1|64682	819.6059
ANAPC2|29882	707.7827	ANAPC2|29882	565.9424
ANAPC4|29945	328.92800000000005	ANAPC4|29945	658.4133
ANAPC5|51433	2328.4386	ANAPC5|51433	2280.95
ANAPC7|51434	1056.7792	ANAPC7|51434	949.4694
ANGEL1|23357	525.2080000000001	ANGEL1|23357	664.477
ANGEL2|90806	795.3989	ANGEL2|90806	710.9651
ANGPT1|284	43.5634	ANGPT1|284	352.1981
ANGPT2|285	223.6907	ANGPT2|285	542.193
lowly_expressed	lowly_expressed	ANGPT4|51378	21.2228
ANGPTL1|9068	24.4738	ANGPTL1|9068	494.6943
ANGPTL2|23452	373.4704	ANGPTL2|23452	3129.3583
ANGPTL4|51129	75.3793	ANGPTL4|51129	705.9121
lowly_expressed	lowly_expressed	ANGPTL5|253935	18.191
ANGPTL6|83854	7.8365	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	116.7256
ANG|283	519.114	ANG|283	345.6695
ANK1|286	341.6544	ANK1|286	38.4032
ANK2|287	130.2007	ANK2|287	800.4042
ANK3|288	580.5188	ANK3|288	896.4123
ANKAR|150709	32.7949	ANKAR|150709	34.8661
ANKDD1A|348094	23.4949	ANKDD1A|348094	127.337
ANKFY1|51479	1979.9315	ANKFY1|51479	2248.1051
ANKHD1-EIF4EBP3|404734	1448.5414	ANKHD1-EIF4EBP3|404734	900.2021
ANKHD1|54882	1915.5996	ANKHD1|54882	2068.1607
ANKH|56172	3761.1356	ANKH|56172	2247.0945
ANKIB1|54467	1688.2036	ANKIB1|54467	1459.3229
ANKK1|255239	24.9633	ANKK1|255239	41.4351
ANKLE1|126549	12.2369	ANKLE1|126549	11.622
ANKLE2|23141	1665.1982	ANKLE2|23141	1330.4699
ANKMY1|51281	317.1806	ANKMY1|51281	195.5533
ANKMY2|57037	307.8806	ANKMY2|57037	785.2451
ANKRA2|57763	350.9545	ANKRA2|57763	357.2511
ANKRD10|55608	1071.444	ANKRD10|55608	1585.8767
ANKRD11|29123	2040.4356	ANKRD11|29123	1900.8135
ANKRD12|23253	1554.5766	ANKRD12|23253	1682.1627
ANKRD13A|88455	1021.5369999999999	ANKRD13A|88455	1411.8242
ANKRD13B|124930	259.4224	ANKRD13B|124930	110.662
ANKRD13C|81573	674.9878	ANKRD13C|81573	657.908
ANKRD13D|338692	820.3622	ANKRD13D|338692	509.8535
ANKRD16|54522	129.2217	ANKRD16|54522	155.6342
ANKRD17|26057	2614.7822	ANKRD17|26057	2508.8428
ANKRD19|138649	30.3475	ANKRD19|138649	61.6473
lowly_expressed	lowly_expressed	ANKRD20A3|441425	12.6326
ANKRD20B|729171	5.8737	ANKRD20B|729171	5.0531
ANKRD22|118932	89.5742	ANKRD22|118932	54.573
ANKRD23|200539	42.5844	ANKRD23|200539	34.8661
ANKRD24|170961	102.79	ANKRD24|170961	23.7494
ANKRD26|22852	584.4347	ANKRD26|22852	355.7352
ANKRD27|84079	551.1503	ANKRD27|84079	807.4785
ANKRD28|23243	808.1253	ANKRD28|23243	1331.9859
ANKRD29|147463	190.4063	ANKRD29|147463	352.1981
ANKRD30A|91074	1507.0974	ANKRD30A|91074	454.2698
ANKRD30B|374860	106.7058	ANKRD30B|374860	41.9404
ANKRD32|84250	222.7117	ANKRD32|84250	152.097
ANKRD34A|284615	14.1948	ANKRD34A|284615	15.1592
ANKRD35|148741	37.2002	ANKRD35|148741	174.3305
ANKRD36BP1|84832	71.4635	ANKRD36BP1|84832	181.4047
ANKRD36B|57730	6.8527	ANKRD36B|57730	19.2016
ANKRD36|375248	98.3847	ANKRD36|375248	252.1475
ANKRD37|353322	198.8987	ANKRD37|353322	174.5225
ANKRD39|51239	209.0064	ANKRD39|51239	87.4179
ANKRD40|91369	1358.2966	ANKRD40|91369	1689.237
ANKRD42|338699	794.9094	ANKRD42|338699	324.4063
ANKRD43|134548	39.6476	ANKRD43|134548	33.3502
ANKRD44|91526	99.3637	ANKRD44|91526	118.2415
lowly_expressed	lowly_expressed	ANKRD45|339416	11.1167
ANKRD46|157567	577.6407	ANKRD46|157567	646.4679
ANKRD49|54851	322.0754	ANKRD49|54851	327.9434
ANKRD50|57182	689.1826	ANKRD50|57182	1425.9727
ANKRD52|283373	1486.0499	ANKRD52|283373	1184.4366
lowly_expressed	lowly_expressed	ANKRD53|79998	24.76
ANKRD54|129138	558.4924	ANKRD54|129138	330.4699
ANKRD56|345079	70.9741	ANKRD56|345079	112.1779
ANKRD57|65124	475.2814	ANKRD57|65124	830.2173
ANKRD58|347454	24.9633	ANKRD58|347454	29.813000000000002
ANKRD5|63926	484.092	ANKRD5|63926	207.6806
ANKRD6|22881	187.2638	ANKRD6|22881	375.1743
ANKRD9|122416	103.76899999999999	ANKRD9|122416	55.5836
ANKS1A|23294	1008.8106	ANKS1A|23294	1320.8691
ANKS1B|56899	384.2389	ANKS1B|56899	99.5452
ANKS3|124401	270.1909	ANKS3|124401	218.7974
ANKS6|203286	32.3054	ANKS6|203286	199.5958
ANKZF1|55139	485.07099999999997	ANKZF1|55139	727.6402
ANLN|54443	349.486	ANLN|54443	141.4856
ANO10|55129	525.6975	ANO10|55129	866.5993
ANO1|55107	645.6192	ANO1|55107	4330.4699
ANO2|57101	11.258	ANO2|57101	85.3967
lowly_expressed	lowly_expressed	ANO3|63982	19.2016
ANO4|121601	109.1532	ANO4|121601	9.0955
ANO5|203859	498.7763	ANO5|203859	240.0202
ANO6|196527	3212.4327	ANO6|196527	3527.5392
ANO7|50636	23.4949	ANO7|50636	20.2122
ANO8|57719	287.812	ANO8|57719	238.5043
ANO9|338440	254.0382	ANO9|338440	126.8317
ANP32A|8125	3052.8634	ANP32A|8125	2101.0611
ANP32B|10541	1928.5365	ANP32B|10541	1947.4482
ANP32E|81611	406.7548	ANP32E|81611	1006.569
ANPEP|290	471.8551	ANPEP|290	4597.2713
ANTXR1|84168	1508.5658	ANTXR1|84168	4413.3401
ANTXR2|118429	341.6544	ANTXR2|118429	1566.4477
lowly_expressed	lowly_expressed	ANTXRL|195977	8.5902
ANUBL1|93550	364.6598	ANUBL1|93550	218.2921
ANXA11|311	3084.1899	ANXA11|311	3230.9247
lowly_expressed	lowly_expressed	ANXA13|312	6.0637
ANXA1|301	833.5781	ANXA1|301	8805.4573
ANXA2P1|303	49.9266	ANXA2P1|303	81.3542
ANXA2P2|304	3907.489	ANXA2P2|304	4246.0839
ANXA2|302	11883.9941	ANXA2|302	14211.2178
ANXA3|306	53.3529	ANXA3|306	975.24
ANXA4|307	1073.4214	ANXA4|307	2112.6832
ANXA5|308	4628.4875	ANXA5|308	7813.5422
ANXA6|309	6803.2305	ANXA6|309	4442.1425
ANXA7|310	5224.1801	ANXA7|310	3033.3502
ANXA8L2|244	6.3632	ANXA8L2|244	86.9126
ANXA8|653145	13.2159	ANXA8|653145	313.7948
ANXA9|8416	392.56	ANXA9|8416	210.7125
AOAH|313	129.2217	AOAH|313	283.4765
AOC2|314	30.837	AOC2|314	25.2653
AOC3|8639	714.6353	AOC3|8639	3030.8236
AOX1|316	45.0318	AOX1|316	848.9136
AP1AR|55435	761.1356	AP1AR|55435	665.4876
AP1B1|162	3375.4283	AP1B1|162	2590.1971
AP1G1|164	3609.8874	AP1G1|164	2785.7504
AP1G2|8906	1629.0308	AP1G2|8906	1269.0197
AP1M1|8907	822.8096	AP1M1|8907	827.6908
AP1M2|10053	3393.0494	AP1M2|10053	852.4507
AP1S1|1174	1113.5585	AP1S1|1174	521.4755
AP1S2|8905	396.4758	AP1S2|8905	635.6746
AP1S3|130340	112.0901	AP1S3|130340	146.5387
AP2A1|160	2139.5448	AP2A1|160	1370.3739
AP2A2|161	2275.5751	AP2A2|161	1611.4199
AP2B1|163	12764.5619	AP2B1|163	5856.9985
AP2M1|1173	5846.3045	AP2M1|1173	4893.3805
AP2S1|1175	1477.2394	AP2S1|1175	1037.3926
AP3B1|8546	1098.8742	AP3B1|8546	1341.0814
AP3B2|8120	1198.2379	AP3B2|8120	110.1566
AP3D1|8943	3591.7768	AP3D1|8943	2203.6382
AP3M1|26985	2019.5791	AP3M1|26985	1555.8363
AP3M2|10947	897.6995	AP3M2|10947	525.0126
AP3S1|1176	1122.8585	AP3S1|1176	1031.8343
AP3S2|10239	1416.5149	AP3S2|10239	1506.2557
AP4B1|10717	231.3901	AP4B1|10717	404.5023
AP4E1|23431	388.6442	AP4E1|23431	394.6438
AP4M1|9179	536.3681	AP4M1|9179	355.5533
AP4S1|11154	57.7582	AP4S1|11154	90.4497
APAF1|317	600.0979	APAF1|317	702.8802
APBA1|320	105.7269	APBA1|320	361.7989
APBA2|321	14.1948	APBA2|321	40.9298
APBA3|9546	189.4273	APBA3|9546	145.0227
APBB1IP|54518	403.8179	APBB1IP|54518	554.8257
APBB1|322	721.488	APBB1|322	642.2436
APBB2|323	2968.184	APBB2|323	2485.0935
APBB3|10307	277.0436	APBB3|10307	349.6716
APC2|10297	40.9251	APC2|10297	7.6402
APCDD1L|164284	8.3211	APCDD1L|164284	127.337
APCDD1|147495	114.04799999999999	APCDD1|147495	965.6392
APC|324	928.5365	APC|324	1117.2309
APEH|327	2756.2408	APEH|327	1496.2102
APEX1|328	2367.5967	APEX1|328	2058.1102
APEX2|27301	562.8977	APEX2|27301	464.8813
APH1A|51107	3968.6735	APH1A|51107	3492.6731
APH1B|83464	2113.5585	APH1B|83464	893.8858
API5|8539	2681.3509999999997	API5|8539	2551.7938
APIP|51074	543.2942	APIP|51074	411.1319
APITD1|378708	410.0832	APITD1|378708	163.9161
APLF|200558	48.9476	APLF|200558	85.902
APLNR|187	1382.281	APLNR|187	2493.1784
APLN|8862	108.6637	APLN|8862	120.2628
APLP1|333	6574.1557	APLP1|333	208.6913
APLP2|334	58958.3945	APLP2|334	19603.335
APOA1BP|128240	1932.9418	APOA1BP|128240	962.6074
APOB48R|55911	156.1429	APOB48R|55911	166.2456
APOBEC3A|200315	7.3421	APOBEC3A|200315	11.622
APOBEC3B|9582	158.1008	APOBEC3B|9582	58.6155
APOBEC3C|27350	195.301	APOBEC3C|27350	491.1572
APOBEC3D|140564	60.6951	APOBEC3D|140564	108.6407
APOBEC3F|200316	242.2907	APOBEC3F|200316	282.9712
APOBEC3G|60489	208.0274	APOBEC3G|60489	436.0788
APOBEC3H|164668	8.3211	APOBEC3H|164668	8.5902
lowly_expressed	lowly_expressed	APOB|338	28.2971
APOC1|341	586.882	APOC1|341	2172.3092
APOC2|344	156.6324	APOC2|344	124.8105
APOD|347	534.9976	APOD|347	78284.4871
APOE|348	2330.886	APOE|348	4617.9889
APOF|319	24.4738	lowly_expressed	lowly_expressed
APOL1|8542	767.4988	APOL1|8542	1619.5048
APOL2|23780	602.0558	APOL2|23780	602.3244
APOL3|80833	369.0651	APOL3|80833	1035.8767
APOL4|80832	136.0744	APOL4|80832	292.0667
APOL6|80830	1316.2017	APOL6|80830	2021.7281
APOLD1|81575	381.7915	APOLD1|81575	1267.812
APOM|55937	34.7528	APOM|55937	33.8555
APOOL|139322	346.5492	APOOL|139322	225.8717
APOO|79135	346.0597	APOO|79135	144.5174
APPBP2|10513	1425.8443	APPBP2|10513	1446.1849
APPL1|26060	2352.9124	APPL1|26060	1980.2931
APPL2|55198	1102.3005	APPL2|55198	1438.6054
APP|351	21097.8953	APP|351	30825.1642
APRT|353	1771.9041	APRT|353	972.2082
APTX|54840	555.5556	APTX|54840	474.9874
AQP11|282679	59.7161	AQP11|282679	30.8236
AQP1|358	2539.4028	AQP1|358	13036.382
AQP3|360	1949.5839	AQP3|360	1148.0546
lowly_expressed	lowly_expressed	AQP4|361	38.9085
AQP5|362	11.258	AQP5|362	48.5093
AQP6|363	16.1527	AQP6|363	5.5584
lowly_expressed	lowly_expressed	AQP7P1|375719	44.4669
lowly_expressed	lowly_expressed	AQP7P3|441432	10.6114
lowly_expressed	lowly_expressed	AQP7|364	259.2218
lowly_expressed	lowly_expressed	AQP9|366	624.0526
lowly_expressed	lowly_expressed	AQPEP|206338	44.4669
AQR|9716	957.4156	AQR|9716	1056.0889
ARAF|369	1322.0754	ARAF|369	1059.6261
ARAP1|116985	2082.1586	ARAP1|116985	2559.2471
ARAP2|116984	122.8585	ARAP2|116984	470.4396
ARAP3|64411	336.7597	ARAP3|64411	808.9944
ARCN1|372	4807.6358	ARCN1|372	4016.1698
ARC|23237	6.3632	ARC|23237	431.0258
AREG|374	622.6138	AREG|374	412.3295
ARF1|375	10955.9471	ARF1|375	7006.0637
ARF3|377	7154.6745	ARF3|377	4341.0814
ARF4|378	4286.3436	ARF4|378	4093.9869
ARF5|381	3412.5844	ARF5|381	1974.2294
ARF6|382	3187.4694	ARF6|382	2864.0728
ARFGAP1|55738	1013.2159	ARFGAP1|55738	866.5993
ARFGAP2|84364	2019.5791	ARFGAP2|84364	1637.1905
ARFGAP3|26286	1993.6368	ARFGAP3|26286	1471.4502
ARFGEF1|10565	2552.6921	ARFGEF1|10565	1878.8732
ARFGEF2|10564	3159.5693	ARFGEF2|10564	2295.6038
ARFIP1|27236	1207.0485	ARFIP1|27236	1129.8636
ARFIP2|23647	2010.279	ARFIP2|23647	1185.9525
ARFRP1|10139	352.4229	ARFRP1|10139	352.7034
ARG2|384	153.7494	ARG2|384	176.7206
ARGLU1|55082	1601.0768	ARGLU1|55082	3114.7044
ARHGAP10|79658	74.4004	ARHGAP10|79658	525.5179
ARHGAP11A|9824	450.3182	ARHGAP11A|9824	105.6089
ARHGAP11B|89839	22.0264	ARHGAP11B|89839	10.2931
ARHGAP12|94134	976.9946	ARHGAP12|94134	1311.7736
ARHGAP15|55843	90.0636	ARHGAP15|55843	206.1647
ARHGAP17|55114	1211.4537	ARHGAP17|55114	1353.2087
ARHGAP18|93663	878.6099	ARHGAP18|93663	898.9389
ARHGAP19|84986	412.1586	ARHGAP19|84986	950.9853
ARHGAP1|392	2918.7469	ARHGAP1|392	3349.1662
ARHGAP20|57569	34.2633	ARHGAP20|57569	276.9075
ARHGAP21|57584	1384.2389	ARHGAP21|57584	2155.6342
ARHGAP22|58504	55.8003	ARHGAP22|58504	83.3754
ARHGAP23|57636	288.3015	ARHGAP23|57636	885.2956
ARHGAP24|83478	184.5326	ARHGAP24|83478	436.0788
ARHGAP25|9938	293.1963	ARHGAP25|9938	608.8934
ARHGAP26|23092	263.3382	ARHGAP26|23092	863.0622
ARHGAP27|201176	420.88599999999997	ARHGAP27|201176	673.3552
ARHGAP28|79822	48.4581	ARHGAP28|79822	400.2021
ARHGAP29|9411	3627.5086	ARHGAP29|9411	3162.7084
ARHGAP30|257106	506.6079	ARHGAP30|257106	741.2835
ARHGAP31|57514	496.3289	ARHGAP31|57514	1345.6291
ARHGAP32|9743	2718.0617	ARHGAP32|9743	1409.2976
ARHGAP33|115703	492.4131	ARHGAP33|115703	245.0733
ARHGAP36|158763	66.0793	ARHGAP36|158763	131.3795
ARHGAP39|80728	472.8341	ARHGAP39|80728	168.2668
ARHGAP42|143872	73.4214	ARHGAP42|143872	235.4725
ARHGAP4|393	507.5869	ARHGAP4|393	465.8919
ARHGAP5|394	2090.0636	ARHGAP5|394	3175.8464
ARHGAP6|395	69.9951	ARHGAP6|395	160.1819
ARHGAP8|23779	322.7411	ARHGAP8|23779	334.2648
ARHGAP9|64333	252.5698	ARHGAP9|64333	272.8651
ARHGDIA|396	5535.486999999999	ARHGDIA|396	3416.8772
ARHGDIB|397	2598.14	ARHGDIB|397	4277.4128
lowly_expressed	lowly_expressed	ARHGDIG|398	5.336
ARHGEF10L|55160	604.0137	ARHGEF10L|55160	809.4997
ARHGEF10|9639	258.9329	ARHGEF10|9639	935.3209
ARHGEF11|9826	1206.559	ARHGEF11|9826	1373.4209
ARHGEF12|23365	9189.9168	ARHGEF12|23365	5601.8191
ARHGEF15|22899	342.6334	ARHGEF15|22899	880.7479
ARHGEF16|27237	633.3823	ARHGEF16|27237	215.2602
ARHGEF17|9828	1853.6466	ARHGEF17|9828	1606.3669
ARHGEF18|23370	758.1987	ARHGEF18|23370	664.9823
ARHGEF19|128272	79.2952	ARHGEF19|128272	333.5018
ARHGEF1|9138	1117.4743	ARHGEF1|9138	1228.3982
ARHGEF2|9181	1698.9721	ARHGEF2|9181	1988.8833
ARHGEF33|100271715	9.3	ARHGEF33|100271715	22.2335
ARHGEF35|445328	398.9232	ARHGEF35|445328	495.7049
ARHGEF37|389337	161.5272	ARHGEF37|389337	1965.6392
ARHGEF38|54848	54.8213	ARHGEF38|54848	50.0253
ARHGEF3|50650	1129.2217	ARHGEF3|50650	1129.3583
ARHGEF4|50649	32.7949	ARHGEF4|50649	188.9843
ARHGEF5|7984	403.8179	ARHGEF5|7984	450.2274
ARHGEF6|9459	534.9976	ARHGEF6|9459	1703.8909
ARHGEF7|8874	1367.1072	ARHGEF7|8874	1586.6599
ARHGEF9|23229	648.556	ARHGEF9|23229	783.2239
ARID1A|8289	3757.2198	ARID1A|8289	2649.8231
ARID1B|57492	2419.4812	ARID1B|57492	2055.5836
ARID2|196528	1430.2496	ARID2|196528	955.0278
ARID3A|1820	76.3583	ARID3A|1820	45.9828
ARID3B|10620	147.8218	ARID3B|10620	126.8317
ARID4A|5926	569.2609	ARID4A|5926	787.7716
ARID4B|51742	1505.629	ARID4B|51742	1470.7883
ARID5A|10865	798.3358	ARID5A|10865	1744.3153
ARID5B|84159	618.2085	ARID5B|84159	3007.5796
ARIH1|25820	1841.4097	ARIH1|25820	1973.7241
ARIH2|10425	1694.3857	ARIH2|10425	1504.2345
ARL10|285598	27.4107	ARL10|285598	56.5942
ARL11|115761	82.23200000000001	ARL11|115761	70.7428
ARL13B|200894	305.4332	ARL13B|200894	325.4169
ARL15|54622	653.9403	ARL15|54622	657.4027
ARL16|339231	414.0969	ARL16|339231	334.0071
ARL17A|51326	103.9697	ARL17A|51326	94.0071
ARL1|400	2969.6525	ARL1|400	2358.2617
ARL2BP|23568	1348.9966	ARL2BP|23568	1637.1905
ARL2|402	564.8556	ARL2|402	784.7398
ARL3|403	1193.8326	ARL3|403	676.0989999999999
ARL4A|10124	222.7117	ARL4A|10124	2179.8888
ARL4C|10123	349.9755	ARL4C|10123	2241.5361
ARL4D|379	58.2477	ARL4D|379	175.8464
ARL5A|26225	956.4366	ARL5A|26225	996.9682
ARL5B|221079	234.9486	ARL5B|221079	294.0879
ARL6IP1|23204	9929.0259	ARL6IP1|23204	4366.8519
ARL6IP4|51329	1050.9055	ARL6IP4|51329	886.3062
ARL6IP5|10550	4214.3906	ARL6IP5|10550	4956.5437
ARL6IP6|151188	251.5908	ARL6IP6|151188	322.385
ARL6|84100	69.5056	ARL6|84100	90.955
ARL8A|127829	1370.5335	ARL8A|127829	934.8156
ARL8B|55207	3130.6902	ARL8B|55207	2484.5882
ARL9|132946	7.8316	ARL9|132946	15.6645
ARMC10|83787	674.4983	ARMC10|83787	682.5872
ARMC1|55156	699.4616	ARMC1|55156	699.3431
ARMC2|84071	47.4792	ARMC2|84071	52.0465
ARMC3|219681	19.5791	lowly_expressed	lowly_expressed
ARMC4|55130	15.1738	ARMC4|55130	7.0743
ARMC5|79798	416.5443	ARMC5|79798	211.2178
ARMC6|93436	653.4263	ARMC6|93436	377.908
ARMC7|79637	385.7073	ARMC7|79637	301.6675
ARMC8|25852	635.8297	ARMC8|25852	715.0076
ARMC9|80210	293.6858	ARMC9|80210	259.7271
ARMCX1|51309	643.6613	ARMCX1|51309	914.6033
ARMCX2|9823	869.3098	ARMCX2|9823	1038.9085
ARMCX3|51566	2156.6324	ARMCX3|51566	2434.5629
ARMCX5|64860	347.5281	ARMCX5|64860	410.3082
ARMCX6|54470	205.0906	ARMCX6|54470	279.4341
ARNT2|9915	1228.0959	ARNT2|9915	462.3547
ARNTL2|56938	64.1214	ARNTL2|56938	51.0359
ARNTL|406	422.9075	ARNTL|406	568.9742
ARNT|405	1180.1273	ARNT|405	1739.7676
ARPC1A|10552	2948.512	ARPC1A|10552	1802.9308
ARPC1B|10095	1875.2766	ARPC1B|10095	2177.8676
ARPC2|10109	3627.998	ARPC2|10109	4076.3012
ARPC3|10094	3717.5722	ARPC3|10094	2860.5356
ARPC4|10093	2989.6574	ARPC4|10093	2708.9035
ARPC5L|81873	803.72	ARPC5L|81873	488.6306
ARPC5|10092	3517.8659	ARPC5|10092	3506.8216
ARPM1|84517	33.7739	ARPM1|84517	44.9722
ARPP19|10776	5779.7357	ARPP19|10776	3968.1657
ARRB1|408	936.3681	ARRB1|408	1148.5599
ARRB2|409	776.7988	ARRB2|409	1246.5892
ARRDC1|92714	1054.8213	ARRDC1|92714	596.766
ARRDC2|27106	301.5174	ARRDC2|27106	559.8787
ARRDC3|57561	835.0465	ARRDC3|57561	4846.8924
ARRDC4|91947	624.0822	ARRDC4|91947	1150.0758
ARSA|410	1470.8762	ARSA|410	993.431
ARSB|411	323.5438	ARSB|411	414.3507
ARSD|414	2965.7367	ARSD|414	2882.2638
ARSE|415	8.8106	ARSE|415	39.4138
ARSG|22901	726.3828	ARSG|22901	216.2708
lowly_expressed	lowly_expressed	ARSH|347527	6.0637
ARSI|340075	16.6422	ARSI|340075	43.9616
ARSJ|79642	29.8581	ARSJ|79642	219.808
ARSK|153642	38.6686	ARSK|153642	218.7974
lowly_expressed	lowly_expressed	ART4|420	14.1486
lowly_expressed	lowly_expressed	ART5|116969	41.4351
ARTN|9048	40.1371	ARTN|9048	10.1061
ARV1|64801	389.1336	ARV1|64801	394.1385
ARVCF|421	422.9075	ARVCF|421	336.5336
lowly_expressed	lowly_expressed	ARX|170302	6.569
AR|367	1095.4479	AR|367	479.0298
AS3MT|57412	290.7489	AS3MT|57412	157.5189
ASAH1|427	7338.7176	ASAH1|427	6737.7463
ASAH2B|653308	20.558000000000003	lowly_expressed	lowly_expressed
ASAH2|56624	5.3842	ASAH2|56624	14.1486
ASAM|79827	42.5844	ASAM|79827	604.8509
ASAP1|50807	907.9785	ASAP1|50807	1196.5639
ASAP2|8853	853.1571	ASAP2|8853	979.2825
ASAP3|55616	863.9256	ASAP3|55616	1269.8332
ASB13|79754	1302.4963	ASB13|79754	924.2041
ASB14|142686	12.7264	ASB14|142686	16.6751
ASB15|142685	19.5791	lowly_expressed	lowly_expressed
ASB16|92591	49.5839	ASB16|92591	13.6887
ASB1|51665	407.2981	ASB1|51665	654.472
ASB2|51676	29.3686	ASB2|51676	66.7004
ASB3|51130	209.0064	ASB3|51130	333.5018
ASB6|140459	742.9515	ASB6|140459	614.1839
ASB7|140460	496.8184	ASB7|140460	466.9025
ASB8|140461	1006.3632	ASB8|140461	881.2532
ASB9|140462	18.1106	ASB9|140462	57.6049
ASCC1|51008	494.8605	ASCC1|51008	394.6438
ASCC2|84164	1040.1371	ASCC2|84164	871.6523
ASCC3|10973	661.7719	ASCC3|10973	980.2931
ASCL1|429	1647.5771	ASCL1|429	33.3502
ASCL2|430	18.1106	ASCL2|430	36.382
ASF1A|25842	572.6872	ASF1A|25842	503.2845
ASF1B|55723	537.4449	ASF1B|55723	93.9869
lowly_expressed	lowly_expressed	ASGR1|432	20.2122
lowly_expressed	lowly_expressed	ASGR2|433	5.0531
ASH1L|55870	2261.6544	ASH1L|55870	2799.7473
ASH2L|9070	1345.0808	ASH2L|9070	1014.1486
ASL|435	546.2555	ASL|435	375.4421
ASMTL|8623	671.5614	ASMTL|8623	511.8393
ASNA1|439	1767.9883	ASNA1|439	909.5503
ASNSD1|54529	969.6525	ASNSD1|54529	1079.333
ASNS|440	777.7778	ASNS|440	381.5058
ASPA|443	7.8316	ASPA|443	48.004
ASPHD1|253982	906.0206	ASPHD1|253982	39.4138
ASPHD2|57168	57.7582	ASPHD2|57168	64.6791
ASPH|444	6759.3196	ASPH|444	7386.67
ASPM|259266	305.4332	ASPM|259266	56.0889
ASPN|54829	292.7068	ASPN|54829	2525.5179
ASPRV1|151516	42.095	ASPRV1|151516	96.0081
ASPSCR1|79058	296.1331	ASPSCR1|79058	175.3411
ASRGL1|80150	121.8796	ASRGL1|80150	190.5003
ASS1|445	177.6799	ASS1|445	1585.144
ASTE1|28990	184.4151	ASTE1|28990	253.5018
ASTN1|460	10.7685	ASTN1|460	174.3305
ASTN2|23245	982.8683	ASTN2|23245	258.2112
ASXL1|171023	1308.8595	ASXL1|171023	1792.3194
ASXL2|55252	822.3201	ASXL2|55252	799.8989
lowly_expressed	lowly_expressed	ASXL3|80816	49.52
ATAD1|84896	1567.7925	ATAD1|84896	1157.1501
ATAD2B|54454	321.5859	ATAD2B|54454	472.4608
ATAD2|29028	1314.7332	ATAD2|29028	550.7832
ATAD3A|55210	435.6339	ATAD3A|55210	232.9459
