gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
ALS2CL|259173	213.6622	ALS2CL|259173	536.1253
ALS2CR11|151254	7.4017	ALS2CR11|151254	8.3166
ALS2CR12|130540	5.4279	lowly_expressed	lowly_expressed
ALS2CR4|65062	305.1964	ALS2CR4|65062	1475.6070000000002
ALS2CR8|79800	116.7	ALS2CR8|79800	425.039
ALS2|57679	403.8856	ALS2|57679	812.0591
ALX3|257	12.0894	ALX3|257	32.0784
lowly_expressed	lowly_expressed	ALX4|60529	70.3943
AMACR|23600	509.4831	AMACR|23600	342.1697
AMBRA1|55626	995.5275	AMBRA1|55626	1150.3676
AMD1|262	1900.7544	AMD1|262	2083.1841
AMDHD1|144193	5.9214	AMDHD1|144193	13.366
AMDHD2|51005	207.31400000000002	AMDHD2|51005	165.2692
AMFR|267	2276.7604	AMFR|267	2441.5237
AMICA1|120425	161.1102	AMICA1|120425	131.5809
AMIGO1|57463	102.3901	AMIGO1|57463	169.0057
AMIGO2|347902	376.7362	AMIGO2|347902	3256.5531
AMIGO3|386724	61.434	AMIGO3|386724	49.3057
AMMECR1L|83607	642.9603	AMMECR1L|83607	971.2631
AMMECR1|9949	448.5425	AMMECR1|9949	250.6869
AMN1|196394	253.1379	AMN1|196394	273.8546
lowly_expressed	lowly_expressed	AMN|81693	6.5345
AMOTL1|154810	834.9108	AMOTL1|154810	2533.0066
AMOTL2|51421	936.8074	AMOTL2|51421	3439.2218
AMOT|154796	548.9588	AMOT|154796	1496.3986
lowly_expressed	lowly_expressed	AMPD1|270	11.8809
AMPD2|271	519.8455	AMPD2|271	630.8755
AMPD3|272	1156.8844	AMPD3|272	313.0616
AMPH|273	3270.5608	AMPH|273	722.3584
AMT|275	80.0666	AMT|275	306.2182
lowly_expressed	lowly_expressed	AMY1A|276	57.0283
AMY2B|280	111.5312	AMY2B|280	609.2018
lowly_expressed	lowly_expressed	AMZ1|155185	5.6434
AMZ2P1|201283	157.4093	AMZ2P1|201283	234.0536
AMZ2|51321	1138.3802	AMZ2|51321	972.1542
ANAPC10|10393	122.1279	ANAPC10|10393	179.9955
ANAPC11|51529	693.2918	ANAPC11|51529	469.8894
ANAPC13|25847	1427.5766	ANAPC13|25847	1166.8672
ANAPC16|119504	2166.7219	ANAPC16|119504	3053.3898
ANAPC1|64682	695.7589999999999	ANAPC1|64682	1160.7633
ANAPC2|29882	624.7028	ANAPC2|29882	711.6656
ANAPC4|29945	416.2218	ANAPC4|29945	824.8311
ANAPC5|51433	2552.5967	ANAPC5|51433	2569.2433
ANAPC7|51434	903.9933	ANAPC7|51434	950.1745
ANGEL1|23357	682.436	ANGEL1|23357	752.9517
ANGEL2|90806	714.7567	ANGEL2|90806	885.1266
ANGPT1|284	89.06700000000001	ANGPT1|284	123.8583
ANGPT2|285	283.5711	ANGPT2|285	278.607
lowly_expressed	lowly_expressed	ANGPT4|51378	6.8315
ANGPTL1|9068	201.326	ANGPTL1|9068	216.8263
ANGPTL2|23452	1266.6762	ANGPTL2|23452	1062.746
ANGPTL4|51129	68.8357	ANGPTL4|51129	350.1894
ANGPTL6|83854	24.2603	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	196.3318
ANG|283	112.2516	ANG|283	299.7995
ANK1|286	60.9406	ANK1|286	5.0494
ANK2|287	371.0715	ANK2|287	236.1328
ANK3|288	1441.6028	ANK3|288	1875.6961
ANKAR|150709	35.0347	ANKAR|150709	114.6506
ANKDD1A|348094	54.5258	ANKDD1A|348094	102.1757
ANKFN1|162282	73.5235	ANKFN1|162282	6.5345
ANKFY1|51479	2022.8823	ANKFY1|51479	2238.6575
ANKHD1-EIF4EBP3|404734	2308.4791	ANKHD1-EIF4EBP3|404734	1169.4483
ANKHD1|54882	2186.2599	ANKHD1|54882	3765.7919
ANKH|56172	7633.3646	ANKH|56172	1474.7160000000001
ANKIB1|54467	1599.999	ANKIB1|54467	1529.6651
lowly_expressed	lowly_expressed	ANKK1|255239	47.2266
ANKLE1|126549	11.7934	ANKLE1|126549	12.772
ANKLE2|23141	1783.8077	ANKLE2|23141	1624.7123
ANKMY1|51281	120.8943	ANKMY1|51281	285.4385
ANKMY2|57037	576.5918	ANKMY2|57037	814.4353
ANKRA2|57763	350.8402	ANKRA2|57763	463.6519
ANKRD10|55608	2109.5907	ANKRD10|55608	1795.9575
ANKRD11|29123	1622.1424	ANKRD11|29123	2620.4945
ANKRD12|23253	1756.6682	ANKRD12|23253	2698.4481
ANKRD13A|88455	1598.5187	ANKRD13A|88455	2238.3604
ANKRD13B|124930	104.8573	ANKRD13B|124930	98.0174
ANKRD13C|81573	740.4159	ANKRD13C|81573	768.3968
ANKRD13D|338692	433.7391	ANKRD13D|338692	418.8015
ANKRD16|54522	204.3804	ANKRD16|54522	212.965
ANKRD17|26057	4100.5372	ANKRD17|26057	4542.6598
ANKRD19|138649	52.0586	ANKRD19|138649	32.9695
lowly_expressed	lowly_expressed	ANKRD1|27063	5.0494
ANKRD20A3|441425	7.155	ANKRD20A3|441425	36.5337
lowly_expressed	lowly_expressed	ANKRD20A4|728747	8.6136
ANKRD20B|729171	18.750999999999998	ANKRD20B|729171	16.9303
ANKRD22|118932	49.8381	ANKRD22|118932	51.9789
ANKRD23|200539	28.6199	ANKRD23|200539	85.2454
ANKRD24|170961	26.8928	ANKRD24|170961	40.6921
ANKRD26|22852	547.2317	ANKRD26|22852	542.9569
ANKRD27|84079	631.8577	ANKRD27|84079	794.8318
ANKRD28|23243	2191.1475	ANKRD28|23243	2058.0679
ANKRD29|147463	48.111000000000004	ANKRD29|147463	219.2025
ANKRD2|26287	5.4279	lowly_expressed	lowly_expressed
ANKRD30A|91074	246.7231	ANKRD30A|91074	787.7033
ANKRD30B|374860	170.2389	ANKRD30B|374860	90.5918
lowly_expressed	lowly_expressed	ANKRD31|256006	7.1285
ANKRD32|84250	242.282	ANKRD32|84250	253.6571
ANKRD34A|284615	23.4387	ANKRD34A|284615	21.9797
ANKRD35|148741	19.2444	ANKRD35|148741	160.6891
ANKRD36BP1|84832	120.6476	ANKRD36BP1|84832	271.1814
ANKRD36B|57730	48.8512	ANKRD36B|57730	101.2846
ANKRD36|375248	122.1279	ANKRD36|375248	521.8683
ANKRD37|353322	113.1003	ANKRD37|353322	171.4591
ANKRD39|51239	94.0015	ANKRD39|51239	83.4633
ANKRD40|91369	1477.6244	ANKRD40|91369	1336.6006
ANKRD42|338699	359.9689	ANKRD42|338699	339.7936
ANKRD43|134548	360.4624	ANKRD43|134548	179.4015
ANKRD44|91526	127.3091	ANKRD44|91526	98.0174
ANKRD45|339416	8.3886	ANKRD45|339416	13.069
ANKRD46|157567	467.9251	ANKRD46|157567	538.5728
ANKRD49|54851	348.37300000000005	ANKRD49|54851	482.3643
ANKRD50|57182	1699.9219	ANKRD50|57182	1470.5577
ANKRD52|283373	1770.7314	ANKRD52|283373	1393.0348
lowly_expressed	lowly_expressed	ANKRD53|79998	10.6928
ANKRD54|129138	317.7793	ANKRD54|129138	325.5365
ANKRD56|345079	62.6677	ANKRD56|345079	125.9375
ANKRD57|65124	467.2935	ANKRD57|65124	1040.7663
ANKRD58|347454	17.0239	ANKRD58|347454	7.1285
ANKRD5|63926	303.9628	ANKRD5|63926	253.063
ANKRD6|22881	193.6455	ANKRD6|22881	358.3456
ANKRD9|122416	71.7964	ANKRD9|122416	65.6419
ANKS1A|23294	793.7081	ANKS1A|23294	1379.9658
ANKS1B|56899	27.8797	ANKS1B|56899	106.6578
ANKS3|124401	197.6252	ANKS3|124401	331.1799
ANKS6|203286	79.6915	ANKS6|203286	160.9861
ANKZF1|55139	315.0653	ANKZF1|55139	919.2842
ANLN|54443	545.7514	ANLN|54443	119.10600000000001
ANO10|55129	658.9973	ANO10|55129	818.2966
ANO1|55107	913.122	ANO1|55107	5026.5092
ANO2|57101	5.9214	ANO2|57101	30.2963
lowly_expressed	lowly_expressed	ANO3|63982	7.1285
lowly_expressed	lowly_expressed	ANO4|121601	8.9107
lowly_expressed	lowly_expressed	ANO5|203859	36.2367
ANO6|196527	3309.7898	ANO6|196527	2870.127
ANO7|50636	6.9082	ANO7|50636	5.0494
ANO8|57719	502.0814	ANO8|57719	365.3375
ANO9|338440	136.1911	ANO9|338440	136.0362
ANP32A|8125	2540.754	ANP32A|8125	2502.7103
ANP32B|10541	1875.3419	ANP32B|10541	2579.0451
ANP32E|81611	1331.5643	ANP32E|81611	1248.3849
ANPEP|290	13531.526000000002	ANPEP|290	7620.4054
ANTXR1|84168	2898.2557	ANTXR1|84168	3802.7772
ANTXR2|118429	2197.0688	ANTXR2|118429	742.2589
ANUBL1|93550	378.4732	ANUBL1|93550	285.4385
ANXA11|311	2940.4454	ANXA11|311	2665.1816
ANXA13|312	8.6353	ANXA13|312	6.2375
ANXA1|301	5333.1656	ANXA1|301	8187.7181
ANXA2P1|303	103.8704	ANXA2P1|303	40.395
ANXA2P2|304	4923.6053	ANXA2P2|304	2364.8920000000003
ANXA2P3|305	5.1812	lowly_expressed	lowly_expressed
ANXA2|302	14221.6103	ANXA2|302	6905.1756
ANXA3|306	187.2628	ANXA3|306	1745.0063
ANXA4|307	1459.6136	ANXA4|307	1453.6274
ANXA5|308	10964.3726	ANXA5|308	4256.0333
ANXA6|309	5498.9635	ANXA6|309	3525.0613
ANXA7|310	3180.2602	ANXA7|310	2907.5518
ANXA8L2|244	75.9907	ANXA8L2|244	331.4769
ANXA8|653145	163.3479	ANXA8|653145	541.7747
ANXA9|8416	132.4903	ANXA9|8416	112.5715
AOAH|313	178.8742	AOAH|313	128.0166
AOC2|314	11.3493	AOC2|314	14.2571
AOC3|8639	784.5793	AOC3|8639	912.7497
AOX1|316	121.3877	AOX1|316	255.4392
AP1AR|55435	1136.6531	AP1AR|55435	866.1172
AP1B1|162	4262.8809	AP1B1|162	2871.018
AP1G1|164	2254.3086	AP1G1|164	3036.1625
AP1G2|8906	1302.3745	AP1G2|8906	1386.1974
AP1M1|8907	1351.0555	AP1M1|8907	560.4812
AP1M2|10053	990.3463	AP1M2|10053	952.2537
AP1S1|1174	596.0829	AP1S1|1174	454.1472
AP1S2|8905	518.1184	AP1S2|8905	288.7057
AP1S3|130340	168.0184	AP1S3|130340	71.2854
AP2A1|160	2101.0639	AP2A1|160	1063.4915
AP2A2|161	1547.2003	AP2A2|161	1363.6296
AP2B1|163	7381.9538	AP2B1|163	6524.393
AP2M1|1173	6167.5829	AP2M1|1173	3845.8454
AP2S1|1175	1151.9499	AP2S1|1175	523.9474
AP3B1|8546	2067.0458	AP3B1|8546	1561.4465
lowly_expressed	lowly_expressed	AP3B2|8120	101.2846
AP3D1|8943	3404.5314	AP3D1|8943	2717.4575
AP3M1|26985	1925.9202	AP3M1|26985	1588.7726
AP3M2|10947	565.4892	AP3M2|10947	708.6953
AP3S1|1176	841.3256	AP3S1|1176	717.012
AP3S2|10239	1089.9608	AP3S2|10239	1340.7114
AP4B1|10717	326.1432	AP4B1|10717	360.7812
AP4E1|23431	664.1785	AP4E1|23431	541.1747
AP4M1|9179	301.9446	AP4M1|9179	294.7531
AP4S1|11154	78.2112	AP4S1|11154	127.7196
APAF1|317	648.6349	APAF1|317	702.4311
APBA1|320	76.7309	APBA1|320	533.1551
APBA2|321	30.3469	APBA2|321	128.3137
APBA3|9546	237.5943	APBA3|9546	180.2926
APBB1IP|54518	760.1537	APBB1IP|54518	363.8524
APBB1|322	239.8148	APBB1|322	640.0832
APBB2|323	2078.395	APBB2|323	1575.1095
APBB3|10307	178.3808	APBB3|10307	477.0179
APCDD1L|164284	27.3863	APCDD1L|164284	649.5879
APCDD1|147495	142.3592	APCDD1|147495	2798.5446
APC|324	1276.2984	APC|324	1548.3775
APEH|327	2470.1912	APEH|327	1495.8046
APEX1|328	3364.3156	APEX1|328	3103.2895
APEX2|27301	513.184	APEX2|27301	387.3171
APH1A|51107	2983.3752	APH1A|51107	3604.9603
APH1B|83464	536.3759	APH1B|83464	635.0338
API5|8539	3200.9849	API5|8539	3428.5290000000005
APIP|51074	521.7156	APIP|51074	448.6909
APITD1|378708	259.5477	APITD1|378708	166.5196
APLF|200558	63.1611	APLF|200558	119.9168
APLNR|187	1111.4874	APLNR|187	470.7804
APLN|8862	19.9846	APLN|8862	100.9876
APLP1|333	70.5628	APLP1|333	40.098
APLP2|334	14480.6696	APLP2|334	12202.5692
APOA1BP|128240	1560.5233	APOA1BP|128240	1027.6973
APOB48R|55911	1400.8935	APOB48R|55911	241.1821
APOBEC3A|200315	9.0103	APOBEC3A|200315	10.9898
APOBEC3B|9582	194.2895	APOBEC3B|9582	94.1561
APOBEC3C|27350	570.9171	APOBEC3C|27350	331.774
APOBEC3D|140564	119.1672	APOBEC3D|140564	99.5025
APOBEC3F|200316	144.8264	APOBEC3F|200316	226.331
APOBEC3G|60489	280.7708	APOBEC3G|60489	291.973
APOBEC3H|164668	8.3886	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	5.6434
APOC1|341	1001.4489	APOC1|341	134.2541
APOC2|344	160.6167	APOC2|344	18.1184
APOD|347	1115.4349	APOD|347	5658.8698
APOE|348	3985.8109999999997	APOE|348	717.309
lowly_expressed	lowly_expressed	APOF|319	5.6434
APOL1|8542	1891.8724	APOL1|8542	878.8891
APOL2|23780	866.9848	APOL2|23780	542.9569
APOL3|80833	1058.4419	APOL3|80833	1086.2107
APOL4|80832	262.5133	APOL4|80832	254.8452
APOL6|80830	3349.7589	APOL6|80830	2226.4795
APOLD1|81575	756.4529	APOLD1|81575	947.7983
APOM|55937	30.1002	APOM|55937	47.5236
APOOL|139322	320.4932	APOOL|139322	303.8539
APOO|79135	338.504	APOO|79135	163.9563
APPBP2|10513	1361.9113	APPBP2|10513	1669.2656
APPL1|26060	2954.7553	APPL1|26060	2955.3724
APPL2|55198	1157.6246	APPL2|55198	1283.4336
APP|351	23873.4163	APP|351	46406.7721
APRT|353	936.8074	APRT|353	1004.2326
APTX|54840	581.5262	APTX|54840	555.1348
AQP11|282679	12.3362	AQP11|282679	16.6333
AQP1|358	4187.9314	AQP1|358	7916.8337
AQP3|360	2712.4733	AQP3|360	1550.4567
lowly_expressed	lowly_expressed	AQP4|361	67.7211
lowly_expressed	lowly_expressed	AQP5|362	512.0665
AQP6|363	6.4148	AQP6|363	19.6035
lowly_expressed	lowly_expressed	AQP7P1|375719	5.6434
AQP7|364	7.8951	AQP7|364	40.098
AQP9|366	39.4757	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	6.8315
AQR|9716	1585.9358	AQR|9716	1641.3455
ARAF|369	1043.1451	ARAF|369	896.7105
ARAP1|116985	2274.7323	ARAP1|116985	2000.104
ARAP2|116984	576.8385	ARAP2|116984	679.8842
ARAP3|64411	610.1461	ARAP3|64411	393.8516
ARCN1|372	6619.3328	ARCN1|372	4921.0663
ARC|23237	5.6746	ARC|23237	18.7124
AREG|374	57.9799	AREG|374	596.4209
ARF1|375	8243.5107	ARF1|375	5898.8639
ARF3|377	5162.1865	ARF3|377	3955.4466
ARF4|378	6606.2565	ARF4|378	3182.2975
ARF5|381	1319.7216	ARF5|381	1496.6897
ARF6|382	2892.8278	ARF6|382	3510.5072
ARFGAP1|55738	860.8167	ARFGAP1|55738	694.7353
ARFGAP2|84364	1534.8641	ARFGAP2|84364	1952.8982
ARFGAP3|26286	1547.4470000000001	ARFGAP3|26286	1548.0805
ARFGEF1|10565	2714.6814	ARFGEF1|10565	2631.321
ARFGEF2|10564	4620.3827	ARFGEF2|10564	3949.2092
ARFIP1|27236	1195.8666	ARFIP1|27236	1506.4974
ARFIP2|23647	1265.9360000000001	ARFIP2|23647	1325.0167
ARFRP1|10139	553.1531	ARFRP1|10139	489.4928
ARG2|384	177.6727	ARG2|384	207.7374
ARGLU1|55082	1617.7631	ARGLU1|55082	4626.7172
ARHGAP10|79658	1289.3747	ARHGAP10|79658	423.5539
ARHGAP11A|9824	517.8717	ARHGAP11A|9824	136.6303
ARHGAP11B|89839	29.9201	ARHGAP11B|89839	18.4154
ARHGAP12|94134	1003.4227	ARHGAP12|94134	1706.9875
ARHGAP15|55843	137.6715	ARHGAP15|55843	81.0871
ARHGAP17|55114	932.1197	ARHGAP17|55114	932.0561
ARHGAP18|93663	1726.5679	ARHGAP18|93663	1086.2107
ARHGAP19|84986	508.9897	ARHGAP19|84986	1058.8847
ARHGAP1|392	2789.6976	ARHGAP1|392	2221.4302
ARHGAP20|57569	50.5782	ARHGAP20|57569	209.4008
ARHGAP21|57584	1750.9935	ARHGAP21|57584	2066.0875
ARHGAP22|58504	37.0085	ARHGAP22|58504	48.4146
ARHGAP23|57636	507.2626	ARHGAP23|57636	573.8472
ARHGAP24|83478	284.4717	ARHGAP24|83478	222.1727
ARHGAP25|9938	369.0977	ARHGAP25|9938	405.7325
ARHGAP26|23092	682.9294	ARHGAP26|23092	2039.9495
ARHGAP27|201176	418.1783	ARHGAP27|201176	657.0134
ARHGAP28|79822	210.208	ARHGAP28|79822	123.5613
ARHGAP29|9411	1717.9326	ARHGAP29|9411	3202.792
ARHGAP30|257106	911.1482	ARHGAP30|257106	484.4435
ARHGAP31|57514	2060.1375	ARHGAP31|57514	886.3147
ARHGAP32|9743	1567.6783	ARHGAP32|9743	1696.8887
ARHGAP33|115703	97.9491	ARHGAP33|115703	207.6186
lowly_expressed	lowly_expressed	ARHGAP36|158763	123.8583
ARHGAP39|80728	212.6753	ARHGAP39|80728	230.1923
ARHGAP42|143872	722.1386	ARHGAP42|143872	267.6023
ARHGAP4|393	765.3349	ARHGAP4|393	307.4181
ARHGAP5|394	1902.4815	ARHGAP5|394	4462.4638
ARHGAP6|395	85.1195	ARHGAP6|395	106.334
ARHGAP8|23779	212.7937	ARHGAP8|23779	354.71
ARHGAP9|64333	290.8865	ARHGAP9|64333	123.8583
ARHGDIA|396	4821.2152	ARHGDIA|396	2493.2056
ARHGDIB|397	5036.3577	ARHGDIB|397	3270.8101
ARHGEF10L|55160	621.7421	ARHGEF10L|55160	1440.5584
ARHGEF10|9639	533.6619999999999	ARHGEF10|9639	1155.1199
ARHGEF11|9826	1543.9929	ARHGEF11|9826	1284.0276
ARHGEF12|23365	6099.9808	ARHGEF12|23365	6555.2833
ARHGEF15|22899	331.8425	ARHGEF15|22899	362.0702
ARHGEF16|27237	345.9057	ARHGEF16|27237	268.5082
ARHGEF17|9828	1039.9377	ARHGEF17|9828	1512.1408
ARHGEF18|23370	1070.7781	ARHGEF18|23370	877.404
ARHGEF19|128272	173.9398	ARHGEF19|128272	393.8516
ARHGEF1|9138	1175.1419	ARHGEF1|9138	1195.2179
ARHGEF2|9181	2214.8329	ARHGEF2|9181	1688.8691
lowly_expressed	lowly_expressed	ARHGEF33|100271715	20.7916
ARHGEF35|445328	373.7854	ARHGEF35|445328	878.2951
ARHGEF37|389337	1503.5303	ARHGEF37|389337	2869.5329
ARHGEF38|54848	116.2066	ARHGEF38|54848	113.1655
ARHGEF3|50650	1237.3161	ARHGEF3|50650	1455.4095
ARHGEF4|50649	22.4518	ARHGEF4|50649	66.83
ARHGEF5|7984	359.7222	ARHGEF5|7984	658.4986
ARHGEF6|9459	1034.7565	ARHGEF6|9459	2197.6684
ARHGEF7|8874	1185.751	ARHGEF7|8874	1550.7537
ARHGEF9|23229	721.9117	ARHGEF9|23229	900.2747
ARID1A|8289	2750.9621	ARID1A|8289	3164.7731
ARID1B|57492	1244.7178	ARID1B|57492	2835.0783
ARID2|196528	1202.2814	ARID2|196528	1398.6783
ARID3A|1820	73.5235	ARID3A|1820	28.5141
ARID3B|10620	116.7	ARID3B|10620	102.4727
ARID4A|5926	830.4698	ARID4A|5926	1468.7755
ARID4B|51742	1720.7774	ARID4B|51742	2420.0579
ARID5A|10865	634.8184	ARID5A|10865	2606.3711
ARID5B|84159	1346.3677	ARID5B|84159	4393.5546
ARIH1|25820	2184.4859	ARIH1|25820	2760.8228
ARIH2|10425	1536.2655	ARIH2|10425	1746.4439
ARL10|285598	42.9298	ARL10|285598	81.0871
ARL11|115761	145.5666	ARL11|115761	20.1975
ARL13B|200894	245.9829	ARL13B|200894	299.9926
ARL15|54622	694.7721	ARL15|54622	607.1137
ARL16|339231	341.218	ARL16|339231	455.0382
ARL17A|51326	94.2753	ARL17A|51326	162.6286
lowly_expressed	lowly_expressed	ARL17B|641522	10.8027
ARL1|400	2901.7099	ARL1|400	2408.5542
ARL2BP|23568	1468.7423	ARL2BP|23568	1096.6065
ARL2|402	752.0119	ARL2|402	693.8442
ARL3|403	622.2355	ARL3|403	583.6489
ARL4A|10124	334.3097	ARL4A|10124	2521.1257
ARL4C|10123	1110.2537	ARL4C|10123	3032.3012
ARL4D|379	27.1395	ARL4D|379	113.1655
ARL5A|26225	1103.5922	ARL5A|26225	879.1862
ARL5B|221079	381.1871	ARL5B|221079	292.27
ARL6IP1|23204	7932.1462	ARL6IP1|23204	4598.2029999999995
ARL6IP4|51329	1540.2920000000001	ARL6IP4|51329	1409.6681
ARL6IP5|10550	9542.0142	ARL6IP5|10550	4880.9683
ARL6IP6|151188	254.3715	ARL6IP6|151188	313.3586
ARL6|84100	81.9121	ARL6|84100	87.6216
ARL8A|127829	846.2601	ARL8A|127829	905.0271
ARL8B|55207	3571.3162	ARL8B|55207	2380.0401
ARL9|132946	5.1812	lowly_expressed	lowly_expressed
ARMC10|83787	761.3948	ARMC10|83787	782.0301
ARMC1|55156	1004.1628	ARMC1|55156	842.3554
ARMC2|84071	25.6592	ARMC2|84071	62.9687
lowly_expressed	lowly_expressed	ARMC4|55130	12.4749
ARMC5|79798	154.6954	ARMC5|79798	213.5591
ARMC6|93436	608.5967	ARMC6|93436	427.1181
ARMC7|79637	246.7231	ARMC7|79637	275.9338
ARMC8|25852	793.2146	ARMC8|25852	909.1854
ARMC9|80210	229.6992	ARMC9|80210	207.9156
ARMCX1|51309	905.7203	ARMCX1|51309	1019.6777
ARMCX2|9823	914.6024	ARMCX2|9823	1062.1519
ARMCX3|51566	1881.2633	ARMCX3|51566	2064.0083
ARMCX5|64860	343.9319	ARMCX5|64860	584.243
ARMCX6|54470	194.4178	ARMCX6|54470	263.1618
ARNT2|9915	1243.4842	ARNT2|9915	820.9698
ARNTL2|56938	311.6112	ARNTL2|56938	54.3551
ARNTL|406	154.2019	ARNTL|406	228.7072
ARNT|405	1336.2521	ARNT|405	1485.1118
ARPC1A|10552	1849.5174	ARPC1A|10552	1737.4709
ARPC1B|10095	3262.5843	ARPC1B|10095	840.6832
ARPC2|10109	7554.4132	ARPC2|10109	2674.6863
ARPC3|10094	5251.2535	ARPC3|10094	2549.0458
ARPC4|10093	3611.2459	ARPC4|10093	2109.7082
ARPC5L|81873	401.9119	ARPC5L|81873	286.9236
ARPC5|10092	4377.6072	ARPC5|10092	2657.756
ARPM1|84517	80.4317	ARPM1|84517	26.138
ARPP19|10776	6007.7064	ARPP19|10776	3815.2521
ARRB1|408	942.4821	ARRB1|408	719.3881
ARRB2|409	495.4199	ARRB2|409	471.6715
ARRDC1|92714	785.0728	ARRDC1|92714	754.7338
ARRDC2|27106	450.2696	ARRDC2|27106	1372.8373
ARRDC3|57561	1668.0946	ARRDC3|57561	10452.8106
ARRDC4|91947	1132.4588	ARRDC4|91947	572.3621
ARSA|410	882.2816	ARSA|410	524.2444
ARSB|411	2144.7635	ARSB|411	170.7879
ARSD|414	2112.9362	ARSD|414	3106.5568
ARSE|415	18.2575	ARSE|415	23.1677
ARSF|416	18.5042	lowly_expressed	lowly_expressed
ARSG|22901	377.4863	ARSG|22901	225.44
lowly_expressed	lowly_expressed	ARSH|347527	5.0494
ARSI|340075	109.7918	ARSI|340075	16.3362
ARSJ|79642	59.9537	ARSJ|79642	188.3122
ARSK|153642	314.3252	ARSK|153642	225.737
lowly_expressed	lowly_expressed	ART4|420	18.1184
lowly_expressed	lowly_expressed	ART5|116969	13.069
ARTN|9048	20.7247	ARTN|9048	7.1285
ARV1|64801	399.1979	ARV1|64801	406.9206
ARVCF|421	280.2774	ARVCF|421	613.3512
lowly_expressed	lowly_expressed	ARX|170302	6.2375
AR|367	1052.7673	AR|367	410.1879
AS3MT|57412	347.1393	AS3MT|57412	324.6454
ASAH1|427	13522.3972	ASAH1|427	4418.2075
ASAH2B|653308	25.6592	ASAH2B|653308	12.4749
lowly_expressed	lowly_expressed	ASAH2|56624	9.8017
ASAM|79827	225.2581	ASAM|79827	230.1923
ASAP1|50807	2251.8413	ASAP1|50807	1003.0445
ASAP2|8853	637.2857	ASAP2|8853	648.6968
ASAP3|55616	1138.6269	ASAP3|55616	1174.4264
lowly_expressed	lowly_expressed	ASB12|142689	8.0196
ASB13|79754	996.7611	ASB13|79754	660.8747
ASB14|142686	9.6222	ASB14|142686	27.6231
ASB16|92591	10.6782	ASB16|92591	15.5521
ASB1|51665	278.8464	ASB1|51665	578.7273
ASB2|51676	22.6985	ASB2|51676	27.3261
ASB3|51130	220.5704	ASB3|51130	444.9395
ASB5|140458	12.5829	lowly_expressed	lowly_expressed
ASB6|140459	595.8485	ASB6|140459	982.0658
ASB7|140460	454.9573	ASB7|140460	567.0157
ASB8|140461	780.8785	ASB8|140461	882.7504
ASB9|140462	22.9452	ASB9|140462	33.8605
ASCC1|51008	533.6619999999999	ASCC1|51008	417.3164
ASCC2|84164	1433.9544	ASCC2|84164	1044.9246
ASCC3|10973	1719.6597	ASCC3|10973	1737.5808
ASCL2|430	6.9082	ASCL2|430	15.4452
ASF1A|25842	285.952	ASF1A|25842	527.8087
ASF1B|55723	286.6922	ASF1B|55723	79.899
ASGR1|432	7.6484	ASGR1|432	10.3958
ASGR2|433	6.4148	lowly_expressed	lowly_expressed
ASH1L|55870	2808.8976	ASH1L|55870	4644.1316
ASH2L|9070	1190.4387	ASH2L|9070	1328.878
ASL|435	410.3004	ASL|435	403.9504
ASMTL|8623	399.1708	ASMTL|8623	634.4041
ASNA1|439	1269.6368	ASNA1|439	782.0599
ASNSD1|54529	862.0504	ASNSD1|54529	1325.0167
ASNS|440	440.4007	ASNS|440	512.0665
ASPA|443	9.6222	ASPA|443	25.5439
ASPHD1|253982	6.9082	ASPHD1|253982	37.1278
ASPHD2|57168	65.3816	ASPHD2|57168	30.8903
ASPH|444	11244.2799	ASPH|444	5853.268
ASPM|259266	627.4167	ASPM|259266	108.7102
ASPN|54829	2593.0593	ASPN|54829	189.5003
ASPRV1|151516	20.4114	ASPRV1|151516	56.3927
ASPSCR1|79058	270.9019	ASPSCR1|79058	227.8161
ASRGL1|80150	1033.2762	ASRGL1|80150	284.5474
ASS1|445	227.7254	ASS1|445	2182.2232
ASTE1|28990	224.6438	ASTE1|28990	296.4877
ASTN1|460	14.5567	ASTN1|460	50.1968
ASTN2|23245	364.41	ASTN2|23245	439.8901
ASXL1|171023	1469.976	ASXL1|171023	2503.0074
ASXL2|55252	883.2685	ASXL2|55252	1161.3574
ASXL3|80816	5.9214	ASXL3|80816	30.8903
ATAD1|84896	1225.2267	ATAD1|84896	1741.145
ATAD2B|54454	389.329	ATAD2B|54454	654.9343
ATAD2|29028	6006.7195	ATAD2|29028	2125.4919
ATAD3A|55210	565.9827	ATAD3A|55210	359.397
ATAD3B|83858	260.2928	ATAD3B|83858	309.2003
ATAD3C|219293	81.9121	ATAD3C|219293	177.6194
ATAD5|79915	179.8611	ATAD5|79915	148.5112
ATE1|11101	496.4068	ATE1|11101	398.901
ATF1|466	571.6573	ATF1|466	602.9554
ATF2|1386	560.0613	ATF2|1386	735.7244
ATF3|467	305.4431	ATF3|467	4248.6077
ATF4|468	4936.4349	ATF4|468	6295.6858
ATF5|22809	626.9233	ATF5|22809	529.8879
