gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
STAP2|55620	516.1446	STAP2|55620	509.0963
STARD10|10809	2892.0877	STARD10|10809	1349.9666
STARD13|90627	1512.6591	STARD13|90627	1464.6172
STARD3NL|83930	671.5802	STARD3NL|83930	515.9278
STARD3|10948	979.9839999999999	STARD3|10948	634.4397
STARD4|134429	106.8311	STARD4|134429	43.9593
STARD5|80765	67.6021	STARD5|80765	47.8206
STARD7|56910	3914.2613	STARD7|56910	3564.2979
STARD8|9754	312.1047	STARD8|9754	208.8067
lowly_expressed	lowly_expressed	STAR|6770	9.5047
STAT1|6772	4049.2188	STAT1|6772	3302.5915
STAT2|6773	1832.9056	STAT2|6773	1833.519
STAT3|6774	7957.5587	STAT3|6774	7700.8985
STAT4|6775	55.7594	STAT4|6775	106.334
STAT5A|6776	1661.6798	STAT5A|6776	2294.7947
STAT5B|6777	2011.0396	STAT5B|6777	3428.5290000000005
STAT6|6778	2296.4982	STAT6|6778	4214.7472
STAU1|6780	3074.1693	STAU1|6780	2844.8801
STAU2|27067	1094.7102	STAU2|27067	890.4730000000001
STBD1|8987	214.2124	STBD1|8987	379.1847
STC1|6781	708.8353	STC1|6781	376.3273
STC2|8614	9697.203000000001	STC2|8614	6366.3771
STEAP1|26872	1257.5474	STEAP1|26872	532.8581
STEAP2|261729	4881.4156	STEAP2|261729	2456.0778
STEAP3|55240	2322.1574	STEAP3|55240	2422.8113
STEAP4|79689	5257.6683	STEAP4|79689	1971.6344
STIL|6491	283.9782	STIL|6491	167.2236
STIM1|6786	1369.5597	STIM1|6786	1621.445
STIM2|57620	437.9334	STIM2|57620	702.4579
STIP1|10963	2429.2352	STIP1|10963	1976.6837
STK10|6793	1214.8643	STK10|6793	544.442
STK11IP|114790	286.6922	STK11IP|114790	334.7442
STK11|6794	666.8924	STK11|6794	703.6459
STK16|8576	393.2766	STK16|8576	522.1653
STK17A|9263	574.1245	STK17A|9263	858.3946
STK17B|9262	1348.3415	STK17B|9262	1474.7160000000001
STK19|8859	273.9193	STK19|8859	298.3055
STK24|8428	2552.1033	STK24|8428	3022.7965
STK25|10494	804.3172	STK25|10494	1115.3189
lowly_expressed	lowly_expressed	STK31|56164	11.5839
lowly_expressed	lowly_expressed	STK32A|202374	5.0494
STK32B|55351	284.225	STK32B|55351	133.6601
STK32C|282974	188.3508	STK32C|282974	107.2251
lowly_expressed	lowly_expressed	STK33|65975	7.1285
STK35|140901	844.7797	STK35|140901	833.1477
STK36|27148	375.7592	STK36|27148	520.6802
STK38L|23012	1442.8364	STK38L|23012	1327.3929
STK38|11329	1894.8331	STK38|11329	1419.1728
STK39|27347	1000.462	STK39|27347	428.9003
STK3|6788	599.2903	STK3|6788	825.7221
STK40|83931	943.7157	STK40|83931	1099.2797
STK4|6789	1450.4848	STK4|6789	1136.4075
lowly_expressed	lowly_expressed	STL|7955	15.8075
STMN1|3925	2613.784	STMN1|3925	1350.2636
STMN2|11075	11.3493	STMN2|11075	13.9601
STMN3|50861	314.5719	STMN3|50861	479.0971
STOML1|9399	217.363	STOML1|9399	201.6782
STOML2|30968	1350.3153	STOML2|30968	1133.7343
STOM|2040	8045.3921	STOM|2040	5124.5266
STON1-GTF2A1L|286749	19.4048	lowly_expressed	lowly_expressed
STON1|11037	321.3198	STON1|11037	327.0513
STON2|85439	345.9057	STON2|85439	355.5358
STOX1|219736	707.8484	STOX1|219736	220.6876
STOX2|56977	20.2313	STOX2|56977	122.9673
STRA13|201254	551.4259999999999	STRA13|201254	342.7638
STRA6|64220	127.8025	STRA6|64220	34.1576
STRADA|92335	551.4259999999999	STRADA|92335	428.6033
STRADB|55437	1550.6544	STRADB|55437	266.42900000000003
STRAP|11171	2309.8212	STRAP|11171	1791.0448
STRBP|55342	1191.9191	STRBP|55342	950.1745
lowly_expressed	lowly_expressed	STRC|161497	32.6873
STRN3|29966	867.725	STRN3|29966	863.7410000000001
STRN4|29888	1037.9639	STRN4|29888	1134.9224
STRN|6801	688.3573	STRN|6801	814.4353
STS|412	898.3186	STS|412	792.7527
STT3A|3703	5399.2873	STT3A|3703	3489.1216
STT3B|201595	3559.7202	STT3B|201595	2055.9887
STUB1|10273	930.9527	STUB1|10273	888.3731
STX10|8677	276.0831	STX10|8677	234.6477
STX11|8676	97.2089	STX11|8676	82.2752
STX12|23673	1747.2927	STX12|23673	1770.5502
STX16|8675	1238.0563	STX16|8675	2909.928
STX17|55014	699.7066	STX17|55014	1659.7609
STX18|53407	530.2078	STX18|53407	480.5822
lowly_expressed	lowly_expressed	STX19|415117	146.43200000000002
STX1A|6804	55.0044	STX1A|6804	56.4164
STX1B|112755	7.4017	STX1B|112755	36.5337
STX2|2054	251.6575	STX2|2054	181.7777
STX3|6809	1048.3263	STX3|6809	703.6459
STX4|6810	809.2516	STX4|6810	558.6990000000001
STX5|6811	894.1244	STX5|6811	890.77
STX6|10228	988.0642	STX6|10228	1034.113
STX7|8417	1725.5810000000001	STX7|8417	1595.9011
STX8|9482	379.9535	STX8|9482	343.9519
STXBP1|6812	432.0121	STXBP1|6812	718.4971
STXBP2|6813	1428.2798	STXBP2|6813	955.2239
STXBP3|6814	1976.2517	STXBP3|6814	1589.6636
STXBP4|252983	481.8501	STXBP4|252983	247.7166
lowly_expressed	lowly_expressed	STXBP5L|9515	39.801
STXBP5|134957	432.9595	STXBP5|134957	569.5819
STXBP6|29091	6.1681	STXBP6|29091	29.7022
STYK1|55359	65.6283	STYK1|55359	90.8888
STYXL1|51657	768.789	STYXL1|51657	447.6127
STYX|6815	800.863	STYX|6815	692.0621
SUB1|10923	3492.3648	SUB1|10923	3375.659
SUCLA2|8803	1255.4009	SUCLA2|8803	1208.6285
SUCLG1|8802	1337.7324	SUCLG1|8802	1525.5068
SUCLG2|8801	2429.7286	SUCLG2|8801	1849.8552
SUCNR1|56670	518.3651	SUCNR1|56670	8.6136
SUDS3|64426	1585.1956	SUDS3|64426	1996.2872
SUFU|51684	570.9171	SUFU|51684	810.8710000000001
SUGT1L1|283507	29.4735	SUGT1L1|283507	116.6971
SUGT1|10910	675.2810000000001	SUGT1|10910	567.3127
SULF1|23213	7538.8697	SULF1|23213	1000.0743
SULF2|55959	2493.3832	SULF2|55959	2295.0917
SULT1A1|6817	310.3776	SULT1A1|6817	291.973
SULT1A2|6799	9.8689	SULT1A2|6799	11.2868
SULT1A3|6818	375.9393	SULT1A3|6818	565.6434
SULT1B1|27284	560.5548	SULT1B1|27284	6.5345
SULT1C2|6819	37.7486	lowly_expressed	lowly_expressed
SULT1C4|27233	25.6592	SULT1C4|27233	53.761
SULT2B1|6820	52.0586	SULT2B1|6820	81.9782
lowly_expressed	lowly_expressed	SULT4A1|25830	22.5737
SUMF1|285362	1055.9747	SUMF1|285362	844.4345
SUMF2|25870	3030.0058	SUMF2|25870	2542.8083
SUMO1P3|474338	107.3245	SUMO1P3|474338	125.6405
SUMO1|7341	1281.7263	SUMO1|7341	1713.2249
SUMO2|6613	2824.7323	SUMO2|6613	2781.9113
SUMO3|6612	2045.8276	SUMO3|6612	2167.9661
SUN1|23353	1792.6897	SUN1|23353	3246.4543
SUN2|25777	2673.2443	SUN2|25777	5151.2586
SUOX|6821	619.0281	SUOX|6821	558.105
SUPT16H|11198	3458.5638	SUPT16H|11198	3828.3211
SUPT3H|8464	169.252	SUPT3H|8464	153.8576
SUPT4H1|6827	1040.7617	SUPT4H1|6827	1049.0414
SUPT5H|6829	2420.8466	SUPT5H|6829	2703.2004
SUPT6H|6830	3166.4437	SUPT6H|6830	3299.0273
SUPT7L|9913	711.648	SUPT7L|9913	927.7404
SUPV3L1|6832	620.5085	SUPV3L1|6832	716.1209
SURF1|6834	793.7081	SURF1|6834	657.9045
SURF2|6835	153.9552	SURF2|6835	177.6194
SURF4|6836	5106.4271	SURF4|6836	3022.7965
SURF6|6838	589.6681	SURF6|6838	855.4244
SUSD1|64420	397.4708	SUSD1|64420	151.4814
SUSD2|56241	412.0275	SUSD2|56241	259.5975
SUSD3|203328	855.3888	SUSD3|203328	272.9635
SUSD4|55061	36.515	SUSD4|55061	311.2794
SUSD5|26032	19.7378	SUSD5|26032	30.5933
SUV39H1|6839	180.84799999999998	SUV39H1|6839	180.8866
SUV39H2|79723	221.5573	SUV39H2|79723	150.5903
SUV420H1|51111	1371.2867	SUV420H1|51111	2183.1143
SUV420H2|84787	101.1565	SUV420H2|84787	149.4022
SUZ12P|440423	139.6452	SUZ12P|440423	242.3702
SUZ12|23512	1828.4646	SUZ12|23512	1402.5395
SV2A|9900	37.0085	SV2A|9900	128.9077
SV2B|9899	49.0979	SV2B|9899	107.2251
lowly_expressed	lowly_expressed	SV2C|22987	7.7226
SVEP1|79987	600.445	SVEP1|79987	822.6004
SVIL|6840	1808.2234	SVIL|6840	3773.6719
SVIP|258010	585.7205	SVIP|258010	497.2154
lowly_expressed	lowly_expressed	SVOPL|136306	71.5824
SWAP70|23075	3269.8207	SWAP70|23075	3650.1077
SYAP1|94056	1313.5535	SYAP1|94056	993.8368
SYBU|55638	981.711	SYBU|55638	676.0229
SYCE1L|100130958	6.1681	SYCE1L|100130958	13.663
lowly_expressed	lowly_expressed	SYCE1|93426	16.755
SYCE2|256126	5.9214	SYCE2|256126	6.2375
lowly_expressed	lowly_expressed	SYCP2L|221711	10.3958
SYCP2|10388	110.2852	SYCP2|10388	572.065
SYDE1|85360	182.3283	SYDE1|85360	185.3419
SYDE2|84144	133.4772	SYDE2|84144	249.4988
SYF2|25949	1249.4056	SYF2|25949	1741.442
SYK|6850	1131.2252	SYK|6850	428.9003
SYMPK|8189	1284.1935	SYMPK|8189	1629.4646
SYN1|6853	12.8296	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SYN2|6854	143.7588
lowly_expressed	lowly_expressed	SYN3|8224	9.8017
SYNCRIP|10492	4233.5209	SYNCRIP|10492	5791.0448
SYNC|81493	123.6132	SYNC|81493	77.51100000000001
SYNE1|23345	1100.8783	SYNE1|23345	1667.1865
SYNE2|23224	4280.645	SYNE2|23224	9817.7768
SYNGAP1|8831	289.4061	SYNGAP1|8831	416.1283
SYNGR1|9145	190.4801	SYNGR1|9145	924.5593
SYNGR2|9144	4604.8391	SYNGR2|9144	2564.491
SYNGR3|9143	22.4518	SYNGR3|9143	6.2375
SYNJ1|8867	508.9897	SYNJ1|8867	453.2561
SYNJ2BP|55333	1684.1316	SYNJ2BP|55333	1486.8939
SYNJ2|8871	668.3728	SYNJ2|8871	1579.8619
SYNM|23336	766.8153	SYNM|23336	12811.4651
lowly_expressed	lowly_expressed	SYNPO2L|79933	5.0494
SYNPO2|171024	948.4034	SYNPO2|171024	3434.1724
SYNPO|11346	1367.8326	SYNPO|11346	1281.6514
SYNRG|11276	1665.1339	SYNRG|11276	1687.384
SYPL1|6856	4227.3528	SYPL1|6856	4292.567
SYPL2|284612	24.4256	lowly_expressed	lowly_expressed
SYP|6855	34.0478	SYP|6855	47.5236
SYS1-DBNDD2|767557	14.8897	SYS1-DBNDD2|767557	31.0745
SYS1|90196	1070.8545	SYS1|90196	1010.9958
SYT11|23208	396.7307	SYT11|23208	253.6571
SYT12|91683	264.2404	SYT12|91683	536.4224
lowly_expressed	lowly_expressed	SYT13|57586	25.8409
SYT15|83849	51.3184	SYT15|83849	200.1931
SYT17|51760	50.3315	SYT17|51760	87.6216
SYT1|6857	240.0615	SYT1|6857	426.8211
lowly_expressed	lowly_expressed	SYT2|127833	20.1975
SYT6|148281	5.4279	SYT6|148281	28.5141
SYT7|9066	529.9611	SYT7|9066	1599.4654
SYT8|90019	6.4148	SYT8|90019	326.4276
SYT9|143425	251.9042	SYT9|143425	128.6107
SYTL1|84958	360.7091	SYTL1|84958	476.1268
SYTL2|54843	3315.9579	SYTL2|54843	1058.2906
SYTL3|94120	51.8118	SYTL3|94120	154.7486
SYTL4|94121	572.3975	SYTL4|94121	374.8422
SYTL5|94122	140.3854	SYTL5|94122	17.2273
SYVN1|84447	1604.6868	SYVN1|84447	1202.3465
TAB1|10454	530.4447	TAB1|10454	853.1195
TAB2|23118	2518.3022	TAB2|23118	3089.0324
TAB3|257397	1428.033	TAB3|257397	1082.9435
lowly_expressed	lowly_expressed	TAC1|6863	9.2077
TACC1|6867	2339.1813	TACC1|6867	2826.1677
TACC2|10579	1761.6026	TACC2|10579	1693.6214
TACC3|10460	447.8023	TACC3|10460	142.5707
TACO1|51204	381.9273	TACO1|51204	265.835
TACR1|6869	39.7224	TACR1|6869	293.4581
TACR2|6865	35.5281	TACR2|6865	11.2868
TACSTD2|4070	4126.1964	TACSTD2|4070	14587.6587
TADA1|117143	287.6791	TADA1|117143	430.0884
TADA2A|6871	201.5727	TADA2A|6871	265.241
TADA2B|93624	711.3026	TADA2B|93624	1027.6973
TADA3|10474	1398.6829	TADA3|10474	1141.1688
TAF10|6881	584.9804	TAF10|6881	396.2278
TAF11|6882	516.8848	TAF11|6882	493.3541
TAF12|6883	502.0814	TAF12|6883	338.6055
TAF13|6884	329.8687	TAF13|6884	168.7087
TAF15|8148	2870.1293	TAF15|8148	2834.4843
TAF1A|9015	100.1696	TAF1A|9015	140.7886
TAF1B|9014	227.9721	TAF1B|9014	242.3702
TAF1C|9013	308.4038	TAF1C|9013	731.5661
TAF1D|79101	744.7385	TAF1D|79101	1306.4023
TAF1L|138474	37.2552	TAF1L|138474	51.9789
TAF1|6872	1400.1533	TAF1|6872	1943.4172
TAF2|6873	1042.4049	TAF2|6873	1034.2318
TAF3|83860	266.2142	TAF3|83860	285.7355
TAF4B|6875	146.3068	TAF4B|6875	580.3817
TAF4|6874	428.0645	TAF4|6874	456.8204
TAF5L|27097	599.5369999999999	TAF5L|27097	836.4149
TAF5|6877	167.0315	TAF5|6877	115.8387
TAF6L|10629	203.7932	TAF6L|10629	202.5692
TAF6|6878	656.0366	TAF6|6878	703.3489
TAF7|6879	2089.4976	TAF7|6879	3404.1732
TAF8|129685	550.6859	TAF8|129685	584.837
TAF9B|51616	834.4174	TAF9B|51616	853.3452
TAF9|6880	1356.3229999999999	TAF9|6880	1277.4931
TAGAP|117289	160.37	TAGAP|117289	262.2707
TAGLN2|8407	7211.2215	TAGLN2|8407	6302.8143
TAGLN|6876	6984.7297	TAGLN|6876	11214.4531
TAL1|6886	49.5913	TAL1|6886	94.1561
TAL2|6887	19.7378	lowly_expressed	lowly_expressed
TALDO1|6888	2335.2337	TALDO1|6888	1530.2592
TANC1|85461	624.2093	TANC1|85461	2025.6924
TANC2|26115	1500.0762	TANC2|26115	945.4221
TANK|10010	1692.7669	TANK|10010	2993.9853
TAOK1|57551	1090.7626	TAOK1|57551	822.4549
TAOK2|9344	1183.037	TAOK2|9344	1036.014
TAOK3|51347	1855.6041	TAOK3|51347	1187.7924
TAP1|6890	2174.1236	TAP1|6890	1333.0363
TAP2|6891	1529.3029999999999	TAP2|6891	1218.1689
TAPBPL|55080	442.8753	TAPBPL|55080	619.8886
TAPBP|6892	4777.0518	TAPBP|6892	3224.4746
TAPT1|202018	559.3212	TAPT1|202018	803.4455
TARBP1|6894	1084.8413	TARBP1|6894	962.3524
TARBP2|6895	375.2658	TARBP2|6895	275.6367
TARDBP|23435	3334.2154	TARDBP|23435	3789.1141
TARP|445347	89.8072	TARP|445347	35.6427
TARS2|80222	811.9656	TARS2|80222	510.2844
TARSL2|123283	258.0723	TARSL2|123283	474.9387
TARS|6897	2177.0842	TARS|6897	1431.9448
lowly_expressed	lowly_expressed	TAS1R1|80835	6.5345
lowly_expressed	lowly_expressed	TAS2R14|50840	22.4163
TAS2R20|259295	7.8951	TAS2R20|259295	43.0682
lowly_expressed	lowly_expressed	TAS2R31|259290	6.2375
lowly_expressed	lowly_expressed	TAS2R3|50831	5.3464
lowly_expressed	lowly_expressed	TAS2R4|50832	13.366
lowly_expressed	lowly_expressed	TAS2R5|54429	40.098
TASP1|55617	214.6491	TASP1|55617	362.0702
TATDN1|83940	384.3945	TATDN1|83940	697.4085
TATDN2|9797	1338.4726	TATDN2|9797	1657.0877
TATDN3|128387	321.2334	TATDN3|128387	307.1211
TAT|6898	102.6368	TAT|6898	3413.9749
TAX1BP1|8887	4219.4577	TAX1BP1|8887	4950.4715
TAX1BP3|30851	1949.6056	TAX1BP3|30851	1673.0289
TAZ|6901	223.2844	TAZ|6901	298.5075
TBC1D10A|83874	497.3369	TBC1D10A|83874	572.8462
TBC1D10B|26000	1171.9345	TBC1D10B|26000	805.2276
TBC1D10C|374403	81.1719	TBC1D10C|374403	76.0377
TBC1D12|23232	771.7497	TBC1D12|23232	567.6097
TBC1D13|54662	820.1074	TBC1D13|54662	855.1273
TBC1D14|57533	1677.4701	TBC1D14|57533	2237.7664
TBC1D15|64786	1408.5419	TBC1D15|64786	1867.9736
TBC1D16|125058	432.999	TBC1D16|125058	485.6315
TBC1D17|79735	500.2606	TBC1D17|79735	947.6082
TBC1D19|55296	97.9491	TBC1D19|55296	139.0065
TBC1D1|23216	1461.5874	TBC1D1|23216	1314.6209
TBC1D20|128637	1180.3231	TBC1D20|128637	1141.4569
TBC1D22A|25771	397.4708	TBC1D22A|25771	373.3571
TBC1D22B|55633	287.045	TBC1D22B|55633	471.4101
TBC1D23|55773	1526.969	TBC1D23|55773	1179.1787
TBC1D24|57465	364.6986	TBC1D24|57465	429.1735
TBC1D25|4943	367.1239	TBC1D25|4943	471.9685
TBC1D2B|23102	2306.6138	TBC1D2B|23102	954.3328
TBC1D2|55357	327.8949	TBC1D2|55357	246.8256
TBC1D3B|414059	49.0979	TBC1D3B|414059	169.5998
TBC1D3C|414060	17.7641	TBC1D3C|414060	51.6819
TBC1D3G|654341	6.1681	TBC1D3G|654341	16.3362
TBC1D3H|729877	15.7903	TBC1D3H|729877	21.9797
TBC1D3|729873	241.6998	TBC1D3|729873	566.6533
TBC1D4|9882	1476.144	TBC1D4|9882	2586.4706
TBC1D5|9779	1935.2956	TBC1D5|9779	2366.3771
TBC1D7|51256	277.8102	TBC1D7|51256	230.0765
TBC1D8B|54885	435.9596	TBC1D8B|54885	301.7747
TBC1D8|11138	2769.7129999999997	TBC1D8|11138	1220.4648
TBC1D9B|23061	3211.594	TBC1D9B|23061	2709.4379
TBC1D9|23158	8006.1631	TBC1D9|23158	5343.4321
TBCA|6902	1322.9289999999999	TBCA|6902	1105.2202
TBCB|1155	593.7588	TBCB|1155	495.1481
TBCCD1|55171	351.0869	TBCCD1|55171	332.9621
TBCC|6903	302.9759	TBCC|6903	389.3963
TBCD|6904	876.5503	TBCD|6904	1222.0806
TBCEL|219899	422.6366	TBCEL|219899	537.3134
TBCE|6905	308.1546	TBCE|6905	339.6599
TBCK|93627	595.3427	TBCK|93627	606.8167
TBK1|29110	1059.9222	TBK1|29110	895.5224
TBKBP1|9755	226.9852	TBKBP1|9755	246.5286
TBL1XR1|79718	3408.2323	TBL1XR1|79718	3146.3578
TBL1X|6907	458.4114	TBL1X|6907	1047.3008
TBL2|26608	834.1706	TBL2|26608	597.0149
TBL3|10607	592.6288	TBL3|10607	644.8355
TBPL1|9519	173.1996	TBPL1|9519	268.5082
TBP|6908	177.1472	TBP|6908	318.705
TBRG1|84897	756.1371	TBRG1|84897	996.51
TBRG4|9238	997.748	TBRG4|9238	958.7881
TBX15|6913	98.1958	TBX15|6913	123.8583
TBX18|9096	85.6129	TBX18|9096	142.5707
TBX19|9095	26.3994	TBX19|9095	203.7781
TBX1|6899	41.9429	TBX1|6899	50.4938
TBX21|30009	22.2051	TBX21|30009	21.9797
TBX2|6909	123.6083	TBX2|6909	77.2258
TBX3|6926	848.7273	TBX3|6926	1709.6607
lowly_expressed	lowly_expressed	TBX4|9496	5.3464
TBX5|6910	37.2552	TBX5|6910	21.0886
TBX6|6911	14.0632	TBX6|6911	15.1481
TBXA2R|6915	47.8643	TBXA2R|6915	16.9303
TBXAS1|6916	585.2271	TBXAS1|6916	198.1139
TC2N|123036	5656.6195	TC2N|123036	6661.6173
TCEA1|6917	2166.7219	TCEA1|6917	1783.9162
TCEA2|6919	155.929	TCEA2|6919	280.6861
TCEA3|6920	1444.07	TCEA3|6920	926.1157
TCEAL1|9338	562.7753	TCEAL1|9338	485.9286
lowly_expressed	lowly_expressed	TCEAL2|140597	30.8903
TCEAL3|85012	536.6226	TCEAL3|85012	414.0492
TCEAL4|79921	2183.2523	TCEAL4|79921	1972.8225
TCEAL5|340543	9.8689	TCEAL5|340543	67.4241
TCEAL6|158931	28.3732	TCEAL6|158931	21.6826
TCEAL7|56849	30.1002	TCEAL7|56849	120.2941
TCEAL8|90843	683.6696	TCEAL8|90843	980.7678
TCEANC|170082	62.9144	TCEANC|170082	102.1757
TCEB1|6921	688.8508	TCEB1|6921	396.2278
TCEB2|6923	801.3565	TCEB2|6923	685.5276
TCEB3|6924	2008.7969	TCEB3|6924	1576.3036
TCERG1|10915	990.8398	TCERG1|10915	1652.9294
TCF12|6938	2377.9168	TCF12|6938	2407.981
lowly_expressed	lowly_expressed	TCF15|6939	8.6136
TCF19|6941	577.8254	TCF19|6941	458.3055
TCF20|6942	1254.0933	TCF20|6942	1965.9909
TCF25|22980	1299.7371	TCF25|22980	1958.5654
TCF3|6929	891.1637	TCF3|6929	1028.5884
TCF4|6925	1908.1561	TCF4|6925	1610.1582
TCF7L1|83439	94.7417	TCF7L1|83439	1076.7060000000001
TCF7L2|6934	324.4408	TCF7L2|6934	1409.9651
TCF7|6932	181.0947	TCF7|6932	513.2546
TCFL5|10732	311.8579	TCFL5|10732	306.5271
TCHH|7062	15.0501	TCHH|7062	8.3166
TCHP|84260	340.4778	TCHP|84260	471.3893
TCIRG1|10312	10734.9201	TCIRG1|10312	653.7462
TCL1A|8115	18.750999999999998	lowly_expressed	lowly_expressed
TCN1|6947	9846.4704	TCN1|6947	217.7174
TCN2|6948	320.74	TCN2|6948	315.1407
TCOF1|6949	1088.2954	TCOF1|6949	1175.0204
TCP10L|140290	17.8652	TCP10L|140290	25.2083
TCP11L1|55346	169.2841	TCP11L1|55346	157.0179
TCP11L2|255394	199.1055	TCP11L2|255394	327.6157
TCP1|6950	2930.7911	TCP1|6950	4012.1304
TCTA|6988	1065.3502	TCTA|6988	915.4229
TCTE3|6991	26.8928	TCTE3|6991	57.6223
TCTEX1D1|200132	16.037	TCTEX1D1|200132	12.4749
TCTEX1D2|255758	102.5973	TCTEX1D2|255758	76.9288
TCTN1|79600	647.8035	TCTN1|79600	623.2271
TCTN2|79867	381.9273	TCTN2|79867	505.235
TCTN3|26123	1412.9829	TCTN3|26123	1163.4365
TDG|6996	626.4298	TDG|6996	436.6229
TDO2|6999	144.5797	lowly_expressed	lowly_expressed
TDP1|55775	574.3713	TDP1|55775	550.9765
TDP2|51567	1075.2191	TDP2|51567	847.4048
TDRD10|126668	6.9082	TDRD10|126668	36.5337
TDRD1|56165	5.6746	lowly_expressed	lowly_expressed
TDRD3|81550	4083.5133	TDRD3|81550	654.6373
TDRD5|163589	244.99599999999998	TDRD5|163589	272.6665
TDRD6|221400	5.9214	TDRD6|221400	37.4248
TDRD7|23424	432.7522	TDRD7|23424	528.9968
TDRD9|122402	46.6307	TDRD9|122402	10.3958
TDRKH|11022	328.8818	TDRKH|11022	301.7747
TEAD1|7003	1413.7231	TEAD1|7003	2107.6706
TEAD2|8463	796.422	TEAD2|8463	895.8194
TEAD3|7005	514.1708	TEAD3|7005	785.9211
TEAD4|7004	321.7269	TEAD4|7004	106.928
TECPR1|25851	340.4778	TECPR1|25851	322.2693
TECPR2|9895	712.5362	TECPR2|9895	1283.4336
TECR|9524	1217.5783	TECR|9524	1257.8897
TECTA|7007	8.3886	TECTA|7007	19.6035
TEC|7006	208.481	TEC|7006	97.7204
lowly_expressed	lowly_expressed	TEDDM1|127670	6.2375
TEF|7008	471.241	TEF|7008	1307.1954
TEKT2|27285	9.8689	TEKT2|27285	34.7516
TEKT3|64518	6.1681	TEKT3|64518	9.5047
TEK|7010	547.2317	TEK|7010	472.8596
TELO2|9894	589.1747	TELO2|9894	487.7107
TENC1|23371	1060.4157	TENC1|23371	2312.319
TEP1|7011	1166.0132	TEP1|7011	1178.2877
lowly_expressed	lowly_expressed	TEPP|374739	10.6928
TERF1|7013	545.258	TERF1|7013	730.0809
TERF2IP|54386	1340.9398	TERF2IP|54386	1600.0594
TERF2|7014	526.0136	TERF2|7014	702.4579
TESC|54997	28.6199	TESC|54997	45.7414
TESK1|7016	636.5455	TESK1|7016	480.8792
TESK2|10420	208.3453	TESK2|10420	324.9425
TES|26136	1309.7293	TES|26136	2202.0881
TET1|80312	47.3708	TET1|80312	139.3035
TET2|54790	1043.6385	TET2|54790	1440.5584
TET3|200424	457.918	TET3|200424	767.5058
TEX10|54881	797.4089	TEX10|54881	728.2988
TEX11|56159	5.1812	lowly_expressed	lowly_expressed
TEX14|56155	125.3353	TEX14|56155	120.5911
TEX261|113419	1843.5147	TEX261|113419	2064.8994
TEX264|51368	1064.1165	TEX264|51368	812.6532
TEX2|55852	1495.1417	TEX2|55852	2494.3937
TEX9|374618	177.8873	TEX9|374618	221.2817
TFAM|7019	860.3233	TFAM|7019	899.9777
TFAP2A|7020	1315.0166	TFAP2A|7020	2342.9123
TFAP2B|7021	26.3994	TFAP2B|7021	501.3737
TFAP2C|7022	386.8618	TFAP2C|7022	5061.5579
TFAP2E|339488	6.9082	TFAP2E|339488	16.3362
TFAP4|7023	221.3106	TFAP4|7023	389.6933
TFB1M|51106	125.3353	TFB1M|51106	156.5308
TFB2M|64216	571.4106	TFB2M|64216	416.1283
TFCP2L1|29842	304.2095	TFCP2L1|29842	4087.0275
TFCP2|7024	672.567	TFCP2|7024	799.5842
TFDP1|7027	1731.009	TFDP1|7027	1307.7894
TFDP2|7029	251.9042	TFDP2|7029	344.5459
TFE3|7030	1125.0571	TFE3|7030	938.8877
TFEB|7942	396.4839	TFEB|7942	326.4276
TFEC|22797	1468.0022	TFEC|22797	140.7886
TFF1|7031	2082.8360000000002	TFF1|7031	1482.7356
TFF3|7033	1976.7451	TFF3|7033	1251.0581
TFG|10342	2341.1551	TFG|10342	1696.2946
TFIP11|24144	988.5601	TFIP11|24144	764.8919999999999
TFPI2|7980	27.8797	TFPI2|7980	828.3953
TFPI|7035	598.3034	TFPI|7035	1018.1926
TFPT|29844	267.02099999999996	TFPT|29844	173.5056
TFR2|7036	13.0763	lowly_expressed	lowly_expressed
TFRC|7037	14639.5592	TFRC|7037	1486.5969
TF|7018	23.9321	TF|7018	904.4331
TGDS|23483	284.225	TGDS|23483	368.9018
TGFA|7039	88.3269	TGFA|7039	1064.5281
TGFB1I1|7041	344.4254	TGFB1I1|7041	521.8683
TGFB1|7040	922.7442	TGFB1|7040	291.3789
TGFB2|7042	386.3683	TGFB2|7042	1429.8656
TGFB3|7043	2509.4202	TGFB3|7043	558.105
TGFBI|7045	5175.0161	TGFBI|7045	1316.4031
TGFBR1|7046	2795.1255	TGFBR1|7046	1511.2497
TGFBR2|7048	4929.2799	TGFBR2|7048	6898.6411
TGFBR3|7049	470.7476	TGFBR3|7049	6758.7436
TGFBRAP1|9392	315.3121	TGFBRAP1|9392	509.3933
TGIF1|7050	510.2233	TGIF1|7050	1163.7336
TGIF2|60436	655.817	TGIF2|60436	1017.5273
lowly_expressed	lowly_expressed	TGM1|7051	57.3253
TGM2|7052	10617.7267	TGM2|7052	635.3308
lowly_expressed	lowly_expressed	TGM5|9333	40.098
TGOLN2|10618	5515.9873	TGOLN2|10618	7063.1915
TGS1|96764	691.318	TGS1|96764	821.2668
TH1L|51497	1348.3415	TH1L|51497	1436.9941
THADA|63892	739.6757	THADA|63892	1440.5584
THAP10|56906	93.2613	THAP10|56906	78.4139
THAP11|57215	336.777	THAP11|57215	460.6817
