gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
TRAF3IP1|26146	1062.1855	TRAF3IP1|26146	554.6361
TRAF3IP2|10758	576.9231	TRAF3IP2|10758	711.2243
TRAF3IP3|80342	85.1905	TRAF3IP3|80342	78.7184
TRAF3|7187	195.5428	TRAF3|7187	235.3066
TRAF4|9618	2286.4845	TRAF4|9618	1494.5894
TRAF5|7188	1421.2797	TRAF5|7188	1104.3921
TRAF6|7189	233.6449	TRAF6|7189	320.3904
TRAF7|84231	2138.6197	TRAF7|84231	1214.4091
TRAFD1|10906	1105.3199	TRAFD1|10906	775.5145
TRAIP|10293	51.7613	TRAIP|10293	50.0743
TRAK1|22906	1264.9173	TRAK1|22906	1719.7114
TRAK2|66008	1314.5219	TRAK2|66008	1833.6516
TRAM1L1|133022	96.3336	TRAM1L1|133022	144.9183
TRAM1|23471	7682.243	TRAM1|23471	6191.1734
TRAM2|9697	1011.1431	TRAM2|9697	1382.5589
TRANK1|9881	781.8116	TRANK1|9881	786.1235
TRAP1|10131	1566.8548	TRAP1|10131	1153.0957
TRAPPC10|7109	1302.3005	TRAPPC10|7109	1430.5114
TRAPPC1|58485	1001.7973	TRAPPC1|58485	738.3832
TRAPPC2L|51693	306.2545	TRAPPC2L|51693	301.7187
TRAPPC2P1|10597	124.4321	TRAPPC2P1|10597	156.2084
TRAPPC2|6399	344.716	TRAPPC2|6399	366.8576
TRAPPC3|27095	1070.0935	TRAPPC3|27095	1054.7422
TRAPPC4|51399	523.005	TRAPPC4|51399	468.9158
TRAPPC5|126003	166.0676	TRAPPC5|126003	154.4664
TRAPPC6A|79090	363.0482	TRAPPC6A|79090	193.2951
TRAPPC6B|122553	491.7326	TRAPPC6B|122553	859.7496
TRAPPC9|83696	1093.0985	TRAPPC9|83696	712.7095
TRAT1|50852	60.3882	TRAT1|50852	27.7955
TRDMT1|1787	122.5737	TRDMT1|1787	205.1772
lowly_expressed	lowly_expressed	TRDN|10345	34.373000000000005
TREM1|54210	103.5226	TREM1|54210	24.1884
TREM2|54209	82.6743	TREM2|54209	171.8651
TREML2|79865	12.5809	TREML2|79865	6.5776
TRERF1|55809	773.9037	TRERF1|55809	423.0851
TREX1|11277	159.1733	TREX1|11277	189.4377
TRHDE|29953	153.4867	TRHDE|29953	148.0755
TRH|7200	6.4702	lowly_expressed	lowly_expressed
TRIAP1|51499	313.803	TRIAP1|51499	428.1774
TRIB1|10221	2109.2739	TRIB1|10221	4563.3355
TRIB2|28951	2157.0812	TRIB2|28951	1083.8107
TRIB3|57761	664.2703	TRIB3|57761	295.9898
TRIL|9865	274.982	TRIL|9865	778.0607
TRIM11|81559	1033.0697	TRIM11|81559	384.8928
TRIM13|10206	377.8001	TRIM13|10206	730.7723
TRIM14|9830	2229.6909	TRIM14|9830	1867.2756
TRIM16L|147166	151.5744	TRIM16L|147166	157.7403
TRIM16|10626	774.7448	TRIM16|10626	381.3707
TRIM17|51127	120.7764	TRIM17|51127	57.2884
TRIM21|6737	488.4975	TRIM21|6737	381.9223
TRIM22|10346	2145.5787	TRIM22|10346	1968.8076
TRIM23|373	423.7958	TRIM23|373	783.7895
TRIM24|8805	747.6636	TRIM24|8805	869.0855
TRIM25|7706	1701.6535	TRIM25|7706	1512.4125
TRIM26|7726	1426.3120000000001	TRIM26|7726	1314.4494
TRIM27|5987	1630.4817	TRIM27|5987	1504.1375
TRIM28|10155	4846.8728	TRIM28|10155	3281.986
TRIM29|23650	119.6981	TRIM29|23650	1788.6696
TRIM2|23321	352.624	TRIM2|23321	1796.3081
TRIM32|22954	658.1596	TRIM32|22954	672.1833
TRIM33|51592	1508.6269	TRIM33|51592	2516.4439
TRIM34|53840	188.271	TRIM34|53840	258.6463
TRIM35|23087	244.4285	TRIM35|23087	401.0185
TRIM36|55521	53.918	TRIM36|55521	123.7004
TRIM37|4591	1470.0179999999998	TRIM37|4591	1035.6525
TRIM38|10475	398.6341	TRIM38|10475	736.0492
TRIM39|56658	443.4687	TRIM39|56658	518.3429
TRIM3|10612	317.757	TRIM3|10612	354.3391
TRIM41|90933	698.9396	TRIM41|90933	522.2385
TRIM44|54765	2021.9267	TRIM44|54765	2112.4549
TRIM45|80263	154.9245	TRIM45|80263	284.7443
TRIM46|80128	43.1344	TRIM46|80128	48.1647
TRIM47|91107	1150.9705	TRIM47|91107	387.8634
TRIM4|89122	994.2487	TRIM4|89122	1162.7414
TRIM52|84851	124.0115	TRIM52|84851	218.1201
TRIM56|81844	498.5622	TRIM56|81844	365.7967
TRIM58|25893	531.4809	TRIM58|25893	162.213
TRIM59|286827	119.2775	TRIM59|286827	112.1197
TRIM5|85363	462.8109	TRIM5|85363	673.5158
TRIM6-TRIM34|445372	19.2703	lowly_expressed	lowly_expressed
TRIM62|55223	255.5715	TRIM62|55223	242.3085
TRIM63|84676	5.0324	lowly_expressed	lowly_expressed
TRIM65|201292	480.949	TRIM65|201292	294.2924
TRIM66|9866	212.4371	TRIM66|9866	573.5201
lowly_expressed	lowly_expressed	TRIM67|440730	8.4872
TRIM68|55128	232.207	TRIM68|55128	252.0687
TRIM69|140691	41.1646	TRIM69|140691	32.2512
TRIM6|117854	112.3688	TRIM6|117854	184.808
lowly_expressed	lowly_expressed	TRIM74|378108	5.5167
TRIM78P|117852	13.1057	TRIM78P|117852	24.7655
TRIM7|81786	9.7052	TRIM7|81786	14.8525
TRIM8|81603	3188.3537	TRIM8|81603	2510.715
TRIM9|114088	19.051	TRIM9|114088	114.1523
TRIOBP|11078	1119.6981	TRIOBP|11078	974.808
TRIO|7204	4349.7484	TRIO|7204	3082.3255
TRIP10|9322	641.2653	TRIP10|9322	622.9578
TRIP11|9321	1262.0417	TRIP11|9321	1846.1702
TRIP12|9320	4863.0482	TRIP12|9320	5359.2192
TRIP13|9319	506.8296	TRIP13|9319	171.2285
TRIP4|9325	424.1553	TRIP4|9325	504.9862
TRIP6|7205	524.8023	TRIP6|7205	517.9291
TRIT1|54802	401.8692	TRIT1|54802	529.3868
TRMT112|51504	1255.5715	TRMT112|51504	880.5432
TRMT11|60487	209.202	TRMT11|60487	378.5275
TRMT12|55039	469.4464	TRMT12|55039	398.8967
TRMT1|55621	381.3803	TRMT1|55621	389.3486
TRMT2A|27037	470.8843	TRMT2A|27037	296.8385
TRMT2B|79979	264.5579	TRMT2B|79979	302.9917
TRMT5|57570	563.2638	TRMT5|57570	816.8895
TRMT61A|115708	221.7829	TRMT61A|115708	139.1895
TRMT61B|55006	234.3997	TRMT61B|55006	348.7418
TRMT6|51605	554.9964	TRMT6|51605	553.1509
TRMU|55687	182.243	TRMU|55687	160.1952
TRNAU1AP|54952	264.9173	TRNAU1AP|54952	272.6501
TRNP1|388610	53.5586	TRNP1|388610	144.7061
TRNT1|51095	710.2444	TRNT1|51095	454.791
TROAP|10024	223.9396	TROAP|10024	63.2294
TROVE2|6738	2609.0834	TROVE2|6738	2036.3187
TRO|7216	145.9382	TRO|7216	314.025
TRPA1|8989	26.5996	lowly_expressed	lowly_expressed
TRPC1|7220	54.637	TRPC1|7220	222.3637
TRPC4AP|26133	2423.4364	TRPC4AP|26133	2445.7882
TRPC4|7223	8.2674	lowly_expressed	lowly_expressed
TRPC6|7225	88.4256	TRPC6|7225	155.1029
TRPM2|7226	158.5191	TRPM2|7226	60.471000000000004
lowly_expressed	lowly_expressed	TRPM3|80036	9.7602
TRPM4|54795	640.9058	TRPM4|54795	566.7303
TRPM6|140803	41.3372	TRPM6|140803	66.6242
TRPM7|54822	1115.7441	TRPM7|54822	1782.7286
TRPS1|7227	13007.908000000001	TRPS1|7227	7928.7078
TRPT1|83707	170.38099999999997	TRPT1|83707	172.7138
TRPV1|7442	158.5191	TRPV1|7442	291.1521
TRPV2|51393	182.6024	TRPV2|51393	102.2703
TRPV3|162514	9.3458	TRPV3|162514	7.9249
TRPV4|59341	36.3048	TRPV4|59341	89.1152
TRPV6|55503	33.0697	TRPV6|55503	114.7889
TRRAP|8295	2553.1955	TRRAP|8295	2405.6334
TRUB1|142940	871.3156	TRUB1|142940	1052.4082
TRUB2|26995	618.2602	TRUB2|26995	486.95099999999996
TSC1|7248	853.7024	TSC1|7248	1313.6007
TSC22D1|8848	1587.7067	TSC22D1|8848	4162.9535
TSC22D2|9819	627.606	TSC22D2|9819	571.6104
TSC22D3|1831	3055.3559	TSC22D3|1831	2852.1112
TSC22D4|81628	621.8548	TSC22D4|81628	497.3478
TSC2|7249	1202.0129	TSC2|7249	1413.537
TSEN15|116461	631.2006	TSEN15|116461	542.7541
TSEN2|80746	304.4572	TSEN2|80746	214.9374
TSEN34|79042	938.8929	TSEN34|79042	708.8903
TSEN54|283989	406.1826	TSEN54|283989	274.5597
TSFM|10102	652.0489	TSFM|10102	446.8491
TSG101|7251	1290.798	TSG101|7251	1283.2591
TSGA10|80705	37.3832	TSGA10|80705	138.5529
TSGA14|95681	382.8181	TSGA14|95681	257.161
lowly_expressed	lowly_expressed	TSHR|7253	11.882
TSHZ1|10194	754.1337	TSHZ1|10194	874.1778
TSHZ2|128553	164.2703	TSHZ2|128553	419.0537
TSHZ3|57616	296.9087	TSHZ3|57616	374.7083
TSIX|9383	33.9252	TSIX|9383	34.0441
TSKU|25987	1131.2006	TSKU|25987	1373.6474
TSLP|85480	10.7836	TSLP|85480	61.9563
TSNARE1|203062	176.8512	TSNARE1|203062	170.3798
TSNAXIP1|55815	17.6132	TSNAXIP1|55815	30.5538
TSNAX|7257	2109.8311	TSNAX|7257	1792.7965
TSN|7247	1989.9353	TSN|7247	2190.9612
TSPAN10|83882	7.1891	TSPAN10|83882	10.3968
TSPAN11|441631	150.2516	TSPAN11|441631	218.5445
TSPAN12|23554	215.6722	TSPAN12|23554	333.3333
TSPAN13|27075	5723.9396	TSPAN13|27075	4690.0064
TSPAN14|81619	1946.082	TSPAN14|81619	2119.0325
TSPAN15|23555	3234.7232	TSPAN15|23555	1142.3722
TSPAN17|26262	1203.4508	TSPAN17|26262	546.5733
TSPAN18|90139	237.9583	TSPAN18|90139	329.9385
TSPAN1|10103	284.6873	TSPAN1|10103	645.2366
TSPAN2|10100	102.0848	TSPAN2|10100	160.8317
TSPAN31|6302	1219.6262	TSPAN31|6302	911.9457
lowly_expressed	lowly_expressed	TSPAN32|10077	9.7602
TSPAN33|340348	208.8426	TSPAN33|340348	178.4426
TSPAN3|10099	3796.1898	TSPAN3|10099	3363.0384
TSPAN4|7106	429.9065	TSPAN4|7106	465.0965
TSPAN5|10098	244.06900000000002	TSPAN5|10098	330.9994
TSPAN6|7105	847.2322	TSPAN6|7105	1948.0161
TSPAN7|7102	428.4687	TSPAN7|7102	537.2374
TSPAN8|7103	28.0374	TSPAN8|7103	112.0306
TSPAN9|10867	1170.7405	TSPAN9|10867	1178.4426
TSPO|706	898.9935	TSPO|706	500.9548
TSPYL1|7259	2925.6003	TSPYL1|7259	3576.9658
TSPYL2|64061	869.8778	TSPYL2|64061	1106.0895
TSPYL3|128854	23.7239	TSPYL3|128854	33.9487
TSPYL4|23270	443.2063	TSPYL4|23270	1190.1125
TSPYL5|85453	767.4335	TSPYL5|85453	1361.1288
TSR1|55720	1789.7879	TSR1|55720	1583.9932
TSR2|90121	972.6815	TSR2|90121	477.1907
TSSC1|7260	318.4759	TSSC1|7260	212.8156
TSSC4|10078	438.17400000000004	TSSC4|10078	171.8651
TSSK3|81629	19.5183	TSSK3|81629	38.7333
TSSK4|283629	19.051	TSSK4|283629	36.4948
TSSK6|83983	10.0647	TSSK6|83983	9.5481
TSTA3|7264	810.9274	TSTA3|7264	462.126
TSTD1|100131187	866.2832	TSTD1|100131187	568.8521
TSTD2|158427	728.5586	TSTD2|158427	911.6847
TST|7263	1052.8397	TST|7263	245.4912
TTBK1|84630	23.005	TTBK1|84630	9.3359
TTBK2|146057	168.2243	TTBK2|146057	346.9128
TTC12|54970	241.1934	TTC12|54970	426.0556
TTC13|79573	606.7577	TTC13|79573	449.3953
TTC14|151613	782.89	TTC14|151613	1345.2154
TTC15|51112	449.31699999999995	TTC15|51112	420.5389
TTC16|158248	9.3458	TTC16|158248	6.5776
TTC17|55761	1790.7979999999998	TTC17|55761	2291.7462
TTC18|118491	95.7944	TTC18|118491	484.8759
TTC19|54902	1325.4637	TTC19|54902	1901.6465
TTC1|7265	780.0144	TTC1|7265	847.6554
TTC21A|199223	95.2552	TTC21A|199223	124.7613
TTC21B|79809	314.8814	TTC21B|79809	755.5655
TTC22|55001	12.9403	TTC22|55001	23.5519
TTC23L|153657	11.862	TTC23L|153657	33.7365
TTC23|64927	117.5413	TTC23|64927	275.1963
TTC25|83538	56.7937	TTC25|83538	36.4948
TTC26|79989	134.4357	TTC26|79989	177.5939
TTC27|55622	422.7175	TTC27|55622	527.265
TTC28|23331	842.9978	TTC28|23331	1063.3418
TTC30A|92104	744.7879	TTC30A|92104	835.1369
TTC30B|150737	387.1316	TTC30B|150737	367.4942
TTC31|64427	320.9921	TTC31|64427	480.7978
TTC32|130502	19.7699	TTC32|130502	64.0781
TTC33|23548	536.6643	TTC33|23548	695.7352
TTC35|9694	1245.1474	TTC35|9694	935.2854
TTC36|143941	56.0748	TTC36|143941	30.9781
TTC37|9652	2194.8239	TTC37|9652	2842.9875
TTC38|55020	336.4486	TTC38|55020	400.5941
TTC39A|22996	3079.7987	TTC39A|22996	2876.0874
TTC39B|158219	429.1876	TTC39B|158219	159.5587
TTC39C|125488	459.3817	TTC39C|125488	713.9826
TTC3|7267	4910.8555	TTC3|7267	9066.1999
TTC4|7268	630.8411	TTC4|7268	616.2296
TTC5|91875	147.0165	TTC5|91875	238.4893
TTC7A|57217	660.3163	TTC7A|57217	416.673
TTC7B|145567	219.6262	TTC7B|145567	323.7853
TTC8|123016	441.7685	TTC8|123016	867.6003
TTC9C|283237	210.6398	TTC9C|283237	273.711
TTC9|23508	572.2502	TTC9|23508	635.9007
TTF1|7270	348.3106	TTF1|7270	453.4267
TTF2|8458	241.1934	TTF2|8458	359.8557
TTK|7272	218.5478	TTK|7272	115.0011
TTLL11|158135	61.1071	TTLL11|158135	64.5024
TTLL12|23170	1124.0115	TTLL12|23170	625.2917
TTLL13|440307	5.3738	TTLL13|440307	12.962
TTLL1|25809	215.6722	TTLL1|25809	149.7984
TTLL3|26140	547.4012	TTLL3|26140	1014.8822
TTLL4|9654	705.9669	TTLL4|9654	615.7437
TTLL5|23093	507.5485	TTLL5|23093	628.8988
TTLL7|79739	38.821	TTLL7|79739	98.6633
TTLL9|164395	24.0834	TTLL9|164395	36.707
TTL|150465	842.9188	TTL|150465	753.0236
TTN|7273	102.79299999999999	TTN|7273	269.2595
TTPAL|79183	760.6039	TTPAL|79183	619.5629
lowly_expressed	lowly_expressed	TTPA|7274	10.3968
lowly_expressed	lowly_expressed	TTYH1|57348	223.4246
TTYH2|94015	254.9676	TTYH2|94015	194.2818
TTYH3|80727	1670.381	TTYH3|80727	678.1243
TUBA1A|7846	10377.5198	TUBA1A|7846	5731.4662
TUBA1B|10376	18673.5083	TUBA1B|10376	8771.1479
TUBA1C|84790	3805.895	TUBA1C|84790	1450.6684
TUBA3D|113457	71.1718	TUBA3D|113457	24.4006
TUBA3E|112714	23.005	TUBA3E|112714	10.3968
TUBA4A|7277	322.4299	TUBA4A|7277	321.4513
TUBA8|51807	52.8577	TUBA8|51807	32.8962
TUBAL3|79861	29.4752	TUBAL3|79861	21.2179
TUBB1|81027	14.7376	TUBB1|81027	22.2788
TUBB2A|7280	878.8641	TUBB2A|7280	888.6060000000001
TUBB2B|347733	117.1819	TUBB2B|347733	129.8536
TUBB2C|10383	4434.5794	TUBB2C|10383	2181.411
TUBB3|10381	1672.6995	TUBB3|10381	99.7645
TUBB4|10382	39.1804	TUBB4|10382	39.2531
TUBB6|84617	1269.8454	TUBB6|84617	1245.349
TUBBP5|643224	44.9317	TUBBP5|643224	57.2884
TUBB|203068	15506.1107	TUBB|203068	11149.3741
TUBD1|51174	325.665	TUBD1|51174	328.0289
TUBE1|51175	157.4407	TUBE1|51175	330.9994
TUBG1|7283	1725.0179999999998	TUBG1|7283	657.543
TUBG2|27175	368.44	TUBG2|27175	372.7986
TUBGCP2|10844	1156.6894	TUBGCP2|10844	1084.4197
TUBGCP3|10426	673.9756	TUBGCP3|10426	801.6126
TUBGCP4|27229	343.2782	TUBGCP4|27229	417.3562
TUBGCP5|114791	423.4364	TUBGCP5|114791	650.9654
TUBGCP6|85378	597.4119	TUBGCP6|85378	778.485
TUB|7275	238.6772	TUB|7275	526.6285
TUFM|7284	2773.1848	TUFM|7284	1921.7059
TUFT1|7286	2215.6722	TUFT1|7286	716.7409
TUG1|55000	6657.8001	TUG1|55000	6061.1076
TULP3|7289	918.404	TULP3|7289	719.7114
TULP4|56995	1739.0367	TULP4|56995	1577.1271
TUSC1|286319	221.4234	TUSC1|286319	255.888
TUSC2|11334	486.7002	TUSC2|11334	399.7454
TUSC3|7991	759.885	TUSC3|7991	1433.2697
TUSC5|286753	57.5126	TUSC5|286753	850.2016
TUT1|64852	449.6765	TUT1|64852	404.4133
TWF1|5756	2097.7714	TWF1|5756	3381.0736
TWF2|11344	695.8807	TWF2|11344	356.1362
TWIST1|7291	64.3422	TWIST1|7291	130.4901
TWIST2|117581	58.9504	TWIST2|117581	29.4929
TWISTNB|221830	767.4335	TWISTNB|221830	883.0893
TWSG1|57045	1080.5176	TWSG1|57045	1250.7957
TXK|7294	10.7836	TXK|7294	11.2455
TXLNA|200081	3229.3314	TXLNA|200081	2223.0002
TXLNB|167838	94.5363	TXLNB|167838	232.1239
TXLNG|55787	580.8771	TXLNG|55787	461.4895
TXN2|25828	1067.5773	TXN2|25828	878.8457
TXNDC11|51061	1221.4234	TXNDC11|51061	1170.5919999999999
TXNDC12|51060	1333.5729999999999	TXNDC12|51060	1289.4123
TXNDC15|79770	1203.8102	TXNDC15|79770	1275.6206
TXNDC16|57544	340.0431	TXNDC16|57544	946.3187
TXNDC17|84817	729.5291	TXNDC17|84817	558.5742
TXNDC5|81567	6068.9863	TXNDC5|81567	9198.6357
TXNDC9|10190	787.9224	TXNDC9|10190	716.5288
TXNIP|10628	5638.3896	TXNIP|10628	18795.4594
TXNL1|9352	1110.7117	TXNL1|9352	1190.3246
TXNL4A|10907	794.3925	TXNL4A|10907	536.1765
TXNL4B|54957	167.5054	TXNL4B|54957	200.5092
TXNRD1|7296	1714.5938	TXNRD1|7296	1833.6516
TXNRD2|10587	205.248	TXNRD2|10587	200.2971
TXNRD3IT1|645840	69.734	TXNRD3IT1|645840	271.8014
TXN|7295	2842.9188	TXN|7295	1946.9552
TYK2|7297	1164.2703	TYK2|7297	1154.6785
TYMP|1890	3014.7376	TYMP|1890	376.1935
TYMS|7298	365.3882	TYMS|7298	235.697
TYRO3|7301	183.3214	TYRO3|7301	259.495
TYROBP|7305	520.1294	TYROBP|7305	239.9745
TYSND1|219743	376.7074	TYSND1|219743	435.6036
TYW1B|441250	64.7017	TYW1B|441250	95.6928
TYW1|55253	636.2329	TYW1|55253	648.4193
TYW3|127253	432.1999	TYW3|127253	787.9716
U2AF1L4|199746	93.1919	U2AF1L4|199746	131.3431
U2AF1|7307	1026.9589999999998	U2AF1|7307	1067.6851
U2AF2|11338	3143.422	U2AF2|11338	1618.9264
UACA|55075	1149.8922	UACA|55075	2789.7305
UAP1L1|91373	241.1934	UAP1L1|91373	291.1097
UAP1|6675	3928.1093	UAP1|6675	1894.9714
UBA1|7317	5067.5773	UBA1|7317	4653.9359
UBA2|10054	2537.3832	UBA2|10054	2675.1538
UBA3|9039	787.9224	UBA3|9039	1073.8383
UBA52|7311	4786.844	UBA52|7311	5219.3932
UBA5|79876	569.4285	UBA5|79876	806.7197
UBA6|55236	1662.8325	UBA6|55236	1644.1757
UBA7|7318	619.6981	UBA7|7318	561.4258
UBAC1|10422	500.7189	UBAC1|10422	443.8786
UBAC2|337867	1079.7879	UBAC2|337867	952.2449
UBAP1|51271	1516.8943	UBAP1|51271	1313.3843
UBAP2L|9898	5858.7347	UBAP2L|9898	3378.9518
UBAP2|55833	1002.5162	UBAP2|55833	824.3157
UBASH3A|53347	33.4292	UBASH3A|53347	27.1589
UBASH3B|84959	258.0877	UBASH3B|84959	173.7747
UBB|7314	12487.0597	UBB|7314	10162.7414
UBC|7316	22092.0201	UBC|7316	20702.9493
UBD|10537	438.5334	UBD|10537	145.9792
UBE2A|7319	1774.9820000000002	UBE2A|7319	1366.2211
UBE2B|7320	1169.3027	UBE2B|7320	1495.6503
UBE2CBP|90025	41.6966	UBE2CBP|90025	74.2627
UBE2C|11065	437.8145	UBE2C|11065	99.9363
UBE2D1|7321	517.9727	UBE2D1|7321	465.9453
UBE2D2|7322	1855.4996	UBE2D2|7322	1745.8095
UBE2D3|7323	7304.4572	UBE2D3|7323	6337.7891
UBE2D4|51619	171.7182	UBE2D4|51619	266.8937
UBE2E1|7324	989.9353	UBE2E1|7324	1179.0791
UBE2E2|7325	165.3487	UBE2E2|7325	348.398
UBE2E3|10477	522.2861	UBE2E3|10477	765.3299
UBE2F|140739	715.1977	UBE2F|140739	382.4422
UBE2G1|7326	1630.4817	UBE2G1|7326	1898.154
UBE2G2|7327	1194.8239	UBE2G2|7327	1510.5029
UBE2H|7328	2723.2207	UBE2H|7328	2431.5722
UBE2I|7329	1895.0395	UBE2I|7329	1576.2784
UBE2J1|51465	2409.7771	UBE2J1|51465	2680.6705
UBE2J2|118424	737.9583	UBE2J2|118424	491.8311
UBE2K|3093	4851.1862	UBE2K|3093	3302.7795
UBE2L3|7332	2054.9964	UBE2L3|7332	1168.6824
UBE2L6|9246	3238.6772	UBE2L6|9246	1188.415
UBE2MP1|606551	72.9691	UBE2MP1|606551	63.2294
UBE2M|9040	821.3515	UBE2M|9040	517.2926
UBE2NL|389898	5.7513	UBE2NL|389898	5.0923
UBE2N|7334	1568.6556	UBE2N|7334	1421.3877
UBE2O|63893	1759.1661	UBE2O|63893	745.8095
UBE2Q1|55585	1991.3731	UBE2Q1|55585	1557.8188
UBE2Q2P1|388165	15.815999999999999	UBE2Q2P1|388165	59.198
UBE2Q2|92912	1156.3623	UBE2Q2|92912	1504.9862
UBE2QL1|134111	14.7376	UBE2QL1|134111	39.4653
UBE2R2|54926	2447.8792	UBE2R2|54926	2000.0
UBE2S|27338	304.0978	UBE2S|27338	108.8479
UBE2T|29089	470.1653	UBE2T|29089	158.2856
UBE2V1|7335	2939.6118	UBE2V1|7335	2792.0645
UBE2V2|7336	999.2811	UBE2V2|7336	913.2188
UBE2W|55284	1310.9274	UBE2W|55284	1101.4216
UBE2Z|65264	3593.0985	UBE2Z|65264	2627.2014
UBE3A|7337	2483.1057	UBE3A|7337	3349.8727
UBE3B|89910	967.2897	UBE3B|89910	1073.6261
UBE3C|9690	2999.2811	UBE3C|9690	2619.3507
UBE4A|9354	1630.8411	UBE4A|9354	1977.509
UBE4B|10277	1245.5068	UBE4B|10277	1548.0586
UBFD1|56061	2263.1201	UBFD1|56061	1757.4793
UBIAD1|29914	723.5802	UBIAD1|29914	692.1282
UBL3|5412	1211.3587	UBL3|5412	2465.0965
UBL4A|8266	1215.3127	UBL4A|8266	664.7571
UBL5|59286	1294.3925	UBL5|59286	1314.8738
UBL7|84993	452.5521	UBL7|84993	504.774
UBLCP1|134510	474.4788	UBLCP1|134510	754.721
UBN1|29855	2921.9986	UBN1|29855	1781.0312
UBN2|254048	1308.4112	UBN2|254048	1493.9529
UBOX5|22888	454.9173	UBOX5|22888	401.8184
UBP1|7342	1638.0302	UBP1|7342	1886.4842
UBQLN1|29979	4531.2725	UBQLN1|29979	4235.3066
UBQLN2|29978	1264.1984	UBQLN2|29978	1442.1812
UBQLN4|56893	3193.3861	UBQLN4|56893	1555.6970000000001
lowly_expressed	lowly_expressed	UBQLNL|143630	8.4872
UBR1|197131	1269.5902	UBR1|197131	1557.3944
UBR2|23304	1131.2006	UBR2|23304	1581.3707
UBR3|130507	1551.7613	UBR3|130507	2357.0974
UBR4|23352	4937.0956	UBR4|23352	5592.1918
UBR5|51366	6410.496	UBR5|51366	5786.5478
UBR7|55148	1039.8994	UBR7|55148	1297.0507
UBTD1|80019	202.3724	UBTD1|80019	140.6747
UBTD2|92181	1090.9418	UBTD2|92181	1296.202
UBTF|7343	3007.1891	UBTF|7343	2422.6607
UBXN10|127733	511.86199999999997	UBXN10|127733	434.5428
UBXN11|91544	310.9274	UBXN11|91544	309.1449
UBXN1|51035	723.5802	UBXN1|51035	580.0976
UBXN2A|165324	342.1999	UBXN2A|165324	409.0813
UBXN2B|137886	1548.5262	UBXN2B|137886	1227.6682
UBXN4|23190	4922.7175	UBXN4|23190	4569.0643
UBXN6|80700	1329.2595	UBXN6|80700	793.3376
UBXN7|26043	2413.7311	UBXN7|26043	1347.125
UBXN8|7993	78.0014	UBXN8|7993	168.6824
UCHL1|7345	119.6981	UCHL1|7345	229.7899
UCHL3|7347	167.1459	UCHL3|7347	281.986
UCHL5|51377	880.4925	UCHL5|51377	617.1929
UCK1|83549	533.4292	UCK1|83549	467.0062
UCK2|7371	571.1718	UCK2|7371	278.1668
UCKL1AS|100113386	14.238	UCKL1AS|100113386	19.1746
UCKL1|54963	458.2746	UCKL1|54963	409.4589
UCP2|7351	2042.4155	UCP2|7351	2244.8547
UCP3|7352	24.4428	UCP3|7352	30.5538
UEVLD|55293	588.785	UEVLD|55293	614.4706
UFC1|51506	2831.4162	UFC1|51506	1711.8608
UFD1L|7353	857.6528	UFD1L|7353	642.8835
UFM1|51569	2781.4522	UFM1|51569	2483.1318
UFSP1|402682	24.0834	UFSP1|402682	10.609000000000002
UFSP2|55325	612.7031	UFSP2|55325	690.3565
UGCG|7357	1644.5004	UGCG|7357	976.4481
UGDH|7358	5686.9159	UGDH|7358	3388.2877
UGGT1|56886	3328.5406	UGGT1|56886	2490.7702
UGGT2|55757	513.6592	UGGT2|55757	730.7447
UGP2|7360	2023.7239	UGP2|7360	3559.7284
lowly_expressed	lowly_expressed	UGT1A7|54577	7.8952
lowly_expressed	lowly_expressed	UGT2B10|7365	22.491
UGT2B11|10720	75.3415	UGT2B11|10720	4118.6696
lowly_expressed	lowly_expressed	UGT2B15|7366	46.255
lowly_expressed	lowly_expressed	UGT2B28|54490	18.6718
UGT2B4|7363	15.0971	UGT2B4|7363	57.7127
lowly_expressed	lowly_expressed	UGT3A2|167127	5.5167
UGT8|7368	6.8296	UGT8|7368	141.7356
UHMK1|127933	2396.4774	UHMK1|127933	1706.5563
UHRF1BP1L|23074	596.3336	UHRF1BP1L|23074	782.5164
UHRF1BP1|54887	1485.2624	UHRF1BP1|54887	1294.9289
UHRF1|29128	683.3214	UHRF1|29128	89.5396
UHRF2|115426	824.9461	UHRF2|115426	1016.9743
UIMC1|51720	441.7685	UIMC1|51720	488.6484
ULBP1|80329	37.7426	ULBP1|80329	14.216
ULBP2|80328	43.1344	ULBP2|80328	13.5795
ULBP3|79465	19.051	ULBP3|79465	15.9134
ULK1|8408	1014.3781	ULK1|8408	732.23
ULK2|9706	794.0331	ULK2|9706	1266.4969
ULK3|25989	485.9813	ULK3|25989	609.8027
ULK4|54986	61.4666	ULK4|54986	124.1248
UMPS|7372	336.0891	UMPS|7372	540.4201
UNC119B|84747	546.0101	UNC119B|84747	1056.0153
UNC119|9094	576.9231	UNC119|9094	478.4638
UNC13A|23025	6.1107	lowly_expressed	lowly_expressed
UNC13B|10497	990.6542	UNC13B|10497	1187.7785
lowly_expressed	lowly_expressed	UNC13C|440279	7.4263
UNC13D|201294	215.3127	UNC13D|201294	155.7394
UNC45A|55898	1874.5507	UNC45A|55898	1140.8869
UNC50|25972	486.7002	UNC50|25972	632.2937
UNC5A|90249	67.5773	UNC5A|90249	68.3217
