gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
CEP290|80184	474.2236	CEP290|80184	782.2555
CEP350|9857	3951.4738	CEP350|9857	3085.7203
CEP55|55165	503.2351	CEP55|55165	145.3427
CEP57|9702	577.2825	CEP57|9702	1002.5461
CEP63|80254	484.7304	CEP63|80254	604.844
CEP68|23177	789.0007	CEP68|23177	1343.1021
CEP70|80321	278.2171	CEP70|80321	381.0736
CEP72|55722	85.55	CEP72|55722	62.1685
CEP76|79959	135.8735	CEP76|79959	288.7757
CEP78|84131	339.6837	CEP78|84131	467.2183
CEP97|79598	275.3415	CEP97|79598	368.9794
CEPT1|10390	655.284	CEPT1|10390	794.6107
CERCAM|51148	1679.3674	CERCAM|51148	593.4649
CERKL|375298	66.8476	CERKL|375298	32.2427
CERK|64781	723.2207	CERK|64781	721.8332
CES1|1066	106.7577	CES1|1066	1926.1617
CES2|8824	772.8253	CES2|8824	836.8343
CES3|23491	129.4033	CES3|23491	139.1895
lowly_expressed	lowly_expressed	CES4|51716	16.3378
CES8|283848	24.4428	CES8|283848	93.7832
CETN2|1069	1615.3846	CETN2|1069	1118.6081
CETN3|1070	275.7009	CETN3|1070	362.8262
CETP|1071	10.4242	lowly_expressed	lowly_expressed
CFB|629	7664.6298	CFB|629	3769.2616
CFDP1|10428	455.0683	CFDP1|10428	437.7254
CFD|1675	885.6937	CFD|1675	705.0711
CFHR1|3078	24.0151	CFHR1|3078	10.1846
CFHR3|10878	7.2574	CFHR3|10878	10.8211
CFH|3075	1848.3106	CFH|3075	3538.7227
CFI|3426	519.7699	CFI|3426	534.4791
CFL1|1072	10912.6528	CFL1|1072	6185.0202
CFL2|1073	196.2617	CFL2|1073	708.4659
CFLAR|8837	1012.2214	CFLAR|8837	1171.8651
lowly_expressed	lowly_expressed	CFLP1|142913	7.8506
CFP|5199	69.3746	CFP|5199	25.2493
CG030|116828	28.3968	CG030|116828	76.5966
CGA|1081	35.5859	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CGB7|94027	5.2175
CGGBP1|8545	7790.5284	CGGBP1|8545	4076.8979
CGNL1|84952	761.6822	CGNL1|84952	1330.9994
CGN|57530	2461.5385	CGN|57530	1369.8281
CGREF1|10669	161.7254	CGREF1|10669	141.3176
CGRRF1|10668	208.1237	CGRRF1|10668	276.045
CH25H|9023	329.2595	CH25H|9023	164.8631
CHAC1|79094	27.3185	CHAC1|79094	19.7327
CHAC2|494143	30.913	CHAC2|494143	24.6128
CHADL|150356	30.913	CHADL|150356	24.1884
CHAD|1101	426.31199999999995	CHAD|1101	764.9056
CHAF1A|10036	306.6139	CHAF1A|10036	215.5739
CHAF1B|8208	372.7534	CHAF1B|8208	323.1487
CHCHD10|400916	321.711	CHCHD10|400916	227.8803
CHCHD1|118487	502.8756	CHCHD1|118487	446.2126
CHCHD2|51142	2963.3357	CHCHD2|51142	2048.1647
CHCHD3|54927	614.6657	CHCHD3|54927	554.2118
CHCHD4|131474	717.8289	CHCHD4|131474	269.0431
CHCHD5|84269	248.3825	CHCHD5|84269	153.1933
CHCHD6|84303	38.821	CHCHD6|84303	82.1133
CHCHD7|79145	305.5356	CHCHD7|79145	414.3857
CHCHD8|51287	640.9058	CHCHD8|51287	426.4799
CHD1L|9557	675.7728	CHD1L|9557	673.8808
CHD1|1105	2070.0935	CHD1|1105	2478.4638
CHD2|1106	3206.3264	CHD2|1106	4008.9115
CHD3|1107	4398.6341	CHD3|1107	3804.3709
CHD4|1108	7604.1445	CHD4|1108	7182.0985
lowly_expressed	lowly_expressed	CHD5|26038	6.5776
CHD6|84181	2337.527	CHD6|84181	3820.2843
CHD7|55636	1541.3372	CHD7|55636	975.8116
CHD8|57680	2534.5075	CHD8|57680	2908.1265
CHD9|80205	1361.6104	CHD9|80205	2567.3669
CHDH|55349	322.7894	CHDH|55349	572.4592
CHEK1|1111	176.4917	CHEK1|1111	109.06
CHEK2|11200	215.3127	CHEK2|11200	133.6728
CHERP|10523	903.0158	CHERP|10523	778.7036
CHFR|55743	357.6564	CHFR|55743	270.9527
CHGB|1114	5.7513	CHGB|1114	8.9115
CHI3L1|1116	1042.4155	CHI3L1|1116	518.5657
CHI3L2|1117	125.0899	CHI3L2|1117	221.9393
CHIC1|53344	445.7225	CHIC1|53344	516.8682
CHIC2|26511	219.6262	CHIC2|26511	229.3656
CHID1|66005	1091.3012	CHID1|66005	807.7658
CHIT1|1118	299.0654	CHIT1|1118	133.0363
CHKA|1119	575.4853	CHKA|1119	818.5869
CHKB-CPT1B|386593	189.0762	CHKB-CPT1B|386593	434.4345
CHKB|1120	127.1208	CHKB|1120	132.97899999999998
CHL1|10752	214.9533	CHL1|10752	1039.0410000000002
CHML|1122	1257.3688	CHML|1122	832.3785
CHMP1A|5119	1508.6269	CHMP1A|5119	900.488
CHMP1B|57132	1310.5679	CHMP1B|57132	1730.7447
CHMP2A|27243	1667.5054	CHMP2A|27243	1040.5262
CHMP2B|25978	3907.9799	CHMP2B|25978	1988.7545
CHMP4A|29082	632.8864	CHMP4A|29082	560.0637
CHMP4B|128866	3694.105	CHMP4B|128866	2393.1678
CHMP4C|92421	230.0503	CHMP4C|92421	387.8634
CHMP5|51510	1657.0776	CHMP5|51510	1579.2319
CHMP6|79643	408.6988	CHMP6|79643	205.8137
CHMP7|91782	661.3947	CHMP7|91782	974.3263
CHM|1121	546.3695	CHM|1121	857.4157
CHN1|1123	252.3364	CHN1|1123	154.4664
CHN2|1124	97.7714	CHN2|1124	119.8812
CHODL|140578	5.0324	CHODL|140578	29.2807
CHORDC1|26973	480.2301	CHORDC1|26973	405.8986
CHP2|63928	7.1891	CHP2|63928	10.1846
CHPF2|54480	1061.1071	CHPF2|54480	684.7019
CHPF|79586	1816.3192	CHPF|79586	618.0777
CHPT1|56994	613.2027	CHPT1|56994	1348.5933
CHP|11261	2546.0101	CHP|11261	2442.8177
CHRAC1|54108	453.6305	CHRAC1|54108	507.7445
CHRDL1|91851	744.7879	CHRDL1|91851	4182.474
CHRDL2|25884	67.2178	lowly_expressed	lowly_expressed
CHRD|8646	2271.7469	CHRD|8646	244.6425
CHRFAM7A|89832	5.3918	CHRFAM7A|89832	12.0942
lowly_expressed	lowly_expressed	CHRM1|1128	78.2941
lowly_expressed	lowly_expressed	CHRM3|1131	15.9134
CHRNA10|57053	6.4702	CHRNA10|57053	12.9429
CHRNA1|1134	11.1431	lowly_expressed	lowly_expressed
CHRNA5|1138	108.9145	CHRNA5|1138	52.1961
CHRNA6|8973	5.3918	lowly_expressed	lowly_expressed
CHRNB1|1140	214.2344	CHRNB1|1140	191.8099
CHRNB2|1141	26.5996	CHRNB2|1141	46.6794
CHRNE|1145	26.1107	CHRNE|1145	19.8536
CHST10|9486	422.7175	CHST10|9486	263.9508
CHST11|50515	136.9518	CHST11|50515	72.1409
CHST12|55501	171.0999	CHST12|55501	121.1543
CHST14|113189	418.0446	CHST14|113189	389.5608
CHST15|51363	1585.55	CHST15|51363	1241.2476
CHST1|8534	52.4802	CHST1|8534	30.9781
CHST2|9435	147.0165	CHST2|9435	143.8574
CHST3|9469	307.6923	CHST3|9469	885.6355
lowly_expressed	lowly_expressed	CHST5|23563	8.0628
CHST6|4166	12.2214	CHST6|4166	8.6993
CHST7|56548	41.6966	CHST7|56548	37.5557
CHST8|64377	617.5413	CHST8|64377	138.1286
lowly_expressed	lowly_expressed	CHST9|83539	193.2951
CHSY1|22856	3397.9152	CHSY1|22856	2590.7066
CHSY3|337876	73.3285	CHSY3|337876	48.3768
CHTF18|63922	175.0539	CHTF18|63922	129.2171
CHTF8|54921	1667.1459	CHTF8|54921	1812.6459
CHUK|1147	999.6405	CHUK|1147	1026.098
CHURC1|91612	830.6075	CHURC1|91612	1570.0
CIAO1|9391	1652.7678	CIAO1|9391	1814.3433
CIAPIN1|57019	640.5464	CIAPIN1|57019	561.2137
CIB1|10519	2245.8663	CIB1|10519	1118.3959
CIB2|10518	52.8397	CIB2|10518	69.8069
CIC|23152	1672.1783	CIC|23152	1358.5826
CIDEA|1149	15.0971	CIDEA|1149	196.9022
CIDEB|27141	171.215	CIDEB|27141	247.8697
CIDECP|152302	162.1136	CIDECP|152302	97.6024
CIDEC|63924	75.1258	CIDEC|63924	1285.593
CIITA|4261	234.0043	CIITA|4261	204.3285
CILP2|148113	73.688	CILP2|148113	22.0666
CILP|8483	1594.1769	CILP|8483	492.2555
CINP|51550	227.5341	CINP|51550	284.5321
CIR1|9541	853.3429	CIR1|9541	907.4899
CIRBP|1153	2407.9799	CIRBP|1153	5356.8852
CIRH1A|84916	793.6736	CIRH1A|84916	755.5697
CISD1|55847	285.4062	CISD1|55847	283.2591
CISD2|493856	764.5543	CISD2|493856	547.2077
CISD3|284106	718.4615	CISD3|284106	435.436
CISH|1154	392.1639	CISH|1154	469.9767
CITED1|4435	33.4292	CITED1|4435	554.6361
CITED2|10370	928.4687	CITED2|10370	1471.8863
CITED4|163732	202.3724	CITED4|163732	294.7167
CIT|11113	255.2121	CIT|11113	186.5054
CIZ1|25792	1236.161	CIZ1|25792	1229.1534
CKAP2L|150468	240.4745	CKAP2L|150468	71.7165
CKAP2|26586	273.9037	CKAP2|26586	344.1545
CKAP4|10970	2149.8922	CKAP4|10970	1259.495
CKAP5|9793	4301.5816	CKAP5|9793	3160.6196
CKB|1152	149.1733	CKB|1152	147.2523
CKLF|51192	171.0999	CKLF|51192	175.8965
CKMT1A|548596	47.8073	CKMT1A|548596	30.5538
CKMT1B|1159	95.2552	CKMT1B|1159	173.5625
CKMT2|1160	5.0324	CKMT2|1160	65.7755
CKS1B|1163	899.7124	CKS1B|1163	522.5971
CKS2|1164	364.8454	CKS2|1164	263.7386
CLASP1|23332	1341.4809	CLASP1|23332	1590.9187
CLASP2|23122	1115.7441	CLASP2|23122	1673.0320000000002
CLCA2|9635	11.862	CLCA2|9635	133.6728
lowly_expressed	lowly_expressed	CLCA4|22802	30.3416
CLCC1|23155	584.0187	CLCC1|23155	857.4539
CLCF1|23529	129.0439	CLCF1|23529	126.8831
lowly_expressed	lowly_expressed	CLCN1|1180	8.9115
CLCN2|1181	392.1639	CLCN2|1181	117.7594
CLCN3|1182	2446.4414	CLCN3|1182	2280.5007
CLCN4|1183	51.0424	CLCN4|1183	92.9344
CLCN5|1184	413.3717	CLCN5|1184	218.3323
CLCN6|1185	286.4845	CLCN6|1185	633.7789
CLCN7|1186	1760.9633	CLCN7|1186	1046.255
CLCNKA|1187	7.9079999999999995	CLCNKA|1187	19.5205
CLDN11|5010	131.9195	CLDN11|5010	427.9652
CLDN12|9069	1057.9619	CLDN12|9069	1502.8644
CLDN14|23562	9.7052	lowly_expressed	lowly_expressed
CLDN15|24146	72.6096	CLDN15|24146	81.4768
lowly_expressed	lowly_expressed	CLDN19|149461	89.3274
CLDN1|9076	332.8541	CLDN1|9076	454.2754
lowly_expressed	lowly_expressed	CLDN20|49861	5.941
CLDN23|137075	54.637	CLDN23|137075	144.9183
CLDN2|9075	16.5349	CLDN2|9075	12.6501
CLDN3|1365	716.7505	CLDN3|1365	469.9767
CLDN4|1364	6294.7519999999995	CLDN4|1364	2626.5648
CLDN5|7122	109.6334	CLDN5|7122	253.554
CLDN7|1366	3354.0618	CLDN7|1366	1789.9427
CLDN8|9073	12.2214	CLDN8|9073	436.8767
CLDN9|9080	10.7836	lowly_expressed	lowly_expressed
CLDND1|56650	1168.5838	CLDND1|56650	1557.3944
CLEC10A|10462	197.6995	CLEC10A|10462	147.8888
CLEC11A|6320	99.2092	CLEC11A|6320	39.2531
CLEC12A|160364	20.1294	CLEC12A|160364	23.5519
CLEC14A|161198	442.12800000000004	CLEC14A|161198	423.0851
CLEC16A|23274	878.5047	CLEC16A|23274	644.3879
CLEC17A|388512	5.7513	lowly_expressed	lowly_expressed
CLEC1A|51267	44.9317	CLEC1A|51267	79.5672
CLEC2B|9976	168.5838	CLEC2B|9976	241.8842
CLEC2D|29121	424.1553	CLEC2D|29121	547.422
CLEC3A|10143	5.3918	lowly_expressed	lowly_expressed
CLEC3B|7123	86.2689	CLEC3B|7123	337.3647
CLEC4A|50856	25.1618	CLEC4A|50856	46.0429
CLEC4C|170482	17.2538	lowly_expressed	lowly_expressed
CLEC4E|26253	25.1618	CLEC4E|26253	12.0942
CLEC4F|165530	6.4702	CLEC4F|165530	44.1332
lowly_expressed	lowly_expressed	CLEC4GP1|440508	6.3654
CLEC4G|339390	12.5809	CLEC4G|339390	10.8211
CLEC5A|23601	46.729	CLEC5A|23601	17.1865
CLEC7A|64581	99.9281	CLEC7A|64581	106.3017
CLEC9A|283420	10.4242	CLEC9A|283420	6.1532
CLECL1|160365	7.9079999999999995	CLECL1|160365	6.7897
CLGN|1047	261.6822	CLGN|1047	476.5542
CLIC1|1192	4595.6147	CLIC1|1192	3686.8237
CLIC2|1193	315.9597	CLIC2|1193	471.4619
CLIC3|9022	20.8483	CLIC3|9022	6.3654
CLIC4|25932	5136.2329	CLIC4|25932	5333.1212
CLIC5|53405	118.9792	CLIC5|53405	368.9794
CLIC6|54102	3355.4996	CLIC6|54102	1969.8706
CLINT1|9685	2550.683	CLINT1|9685	2450.6684
CLIP1|6249	3489.2164	CLIP1|6249	2489.9215
CLIP2|7461	308.7707	CLIP2|7461	219.8175
CLIP3|25999	237.5988	CLIP3|25999	500.5304
CLIP4|79745	441.7685	CLIP4|79745	895.6079
CLK1|1195	1392.5234	CLK1|1195	3896.4566
CLK2P|1197	10.7836	CLK2P|1197	12.7307
CLK2|1196	805.895	CLK2|1196	617.2289
CLK3|1198	437.0956	CLK3|1198	588.5848
CLK4|57396	457.225	CLK4|57396	1033.9487
CLMN|79789	967.6492	CLMN|79789	2451.7293
CLN3|1201	1448.156	CLN3|1201	846.533
CLN5|1203	589.8634	CLN5|1203	754.721
CLN6|54982	740.8339	CLN6|54982	451.9414
CLN8|2055	168.2243	CLN8|2055	401.4428
CLNS1A|1207	1005.7513	CLNS1A|1207	1073.2018
CLOCK|9575	959.7412	CLOCK|9575	1092.9344
CLP1|10978	268.8713	CLP1|10978	244.8547
CLPB|81570	276.4198	CLPB|81570	217.4836
CLPP|8192	340.76199999999994	CLPP|8192	304.6892
CLPTM1L|81037	3839.3242	CLPTM1L|81037	1703.5858
CLPTM1|1209	2717.11	CLPTM1|1209	1791.0036
CLPX|10845	737.5988	CLPX|10845	1083.1742
lowly_expressed	lowly_expressed	CLRN1OS|116933	5.3045
lowly_expressed	lowly_expressed	CLRN3|119467	7.4263
CLSPN|63967	188.7132	CLSPN|63967	64.2903
CLSTN1|22883	4085.1905	CLSTN1|22883	3519.8387
CLSTN2|64084	1304.8167	CLSTN2|64084	950.5623
CLSTN3|9746	2442.4874	CLSTN3|9746	1314.4494
CLTA|1211	1370.9561	CLTA|1211	1308.0839999999998
CLTB|1212	539.8994	CLTB|1212	356.4609
CLTCL1|8218	26.5996	CLTCL1|8218	98.8755
CLTC|1213	22251.6175	CLTC|1213	15117.1229
CLUAP1|23059	451.1143	CLUAP1|23059	500.17400000000004
CLUL1|27098	58.9504	CLUL1|27098	180.3522
CLU|1191	4183.6808	CLU|1191	8455.5485
lowly_expressed	lowly_expressed	CLVS1|157807	9.0303
CLYBL|171425	68.6556	CLYBL|171425	116.9107
CMA1|1215	56.7937	CMA1|1215	87.8421
CMAH|8418	166.7865	CMAH|8418	250.7957
CMAS|55907	567.5773	CMAS|55907	603.0129
CMBL|134147	1719.2667	CMBL|134147	1151.708
CMC1|152100	86.9878	CMC1|152100	105.6652
CMIP|80790	1641.6247	CMIP|80790	1119.2446
CMKLR1|1240	283.6089	CMKLR1|1240	356.4609
CMPK1|51727	3207.4047	CMPK1|51727	5163.3779
CMPK2|129607	706.3264	CMPK2|129607	461.0651
CMTM1|113540	71.1718	CMTM1|113540	96.7537
CMTM3|123920	514.0187	CMTM3|123920	792.0645
CMTM4|146223	726.4558	CMTM4|146223	1458.7312
lowly_expressed	lowly_expressed	CMTM5|116173	5.5167
CMTM6|54918	2249.8203	CMTM6|54918	2988.9667
CMTM7|112616	175.0539	CMTM7|112616	525.1432
CMTM8|152189	62.1855	CMTM8|152189	128.7927
CMYA5|202333	4415.8879	CMYA5|202333	2908.3386
CNBP|7555	2856.578	CNBP|7555	5923.1912
CNDP2|55748	3889.2883	CNDP2|55748	2820.7087
CNFN|84518	35.5859	CNFN|84518	23.9762
CNGA1|1259	32.7103	CNGA1|1259	50.2864
CNGA4|1262	6.8296	lowly_expressed	lowly_expressed
CNIH2|254263	41.6966	CNIH2|254263	10.8211
CNIH3|149111	79.4393	CNIH3|149111	41.3749
CNIH4|29097	1754.1337	CNIH4|29097	832.5907
CNIH|10175	1345.4349	CNIH|10175	1157.4369
CNKSR1|10256	451.8332	CNKSR1|10256	357.5217
lowly_expressed	lowly_expressed	CNKSR2|22866	40.5262
CNKSR3|154043	235.0827	CNKSR3|154043	266.2847
CNN1|1264	195.1833	CNN1|1264	1220.6662
CNN2|1265	2443.9252	CNN2|1265	2232.3361
CNN3|1266	2635.1546	CNN3|1266	4633.7789
lowly_expressed	lowly_expressed	CNNM1|26507	22.7032
CNNM2|54805	101.0065	CNNM2|54805	187.1419
CNNM3|26505	821.711	CNNM3|26505	861.2349
CNNM4|26504	1153.1272	CNNM4|26504	927.0104
CNOT10|25904	453.9899	CNOT10|25904	512.6247
CNOT1|23019	4218.2674	CNOT1|23019	5184.7889
CNOT2|4848	7579.7987	CNOT2|4848	4791.2158
CNOT3|4849	838.6053	CNOT3|4849	712.9217
CNOT4|4850	562.9044	CNOT4|4850	563.7598
CNOT6L|246175	2074.4069	CNOT6L|246175	2460.853
CNOT6|57472	1758.0877	CNOT6|57472	1961.5956
CNOT7|29883	1021.2078	CNOT7|29883	2325.2705
CNOT8|9337	1731.1287	CNOT8|9337	2170.1676
CNO|55330	255.2121	CNO|55330	216.2105
CNPY2|10330	1135.1546	CNPY2|10330	873.3291
CNPY3|10695	797.6276	CNPY3|10695	481.6465
CNPY4|245812	316.3192	CNPY4|245812	189.4759
CNP|1267	3851.3515	CNP|1267	1911.6996
CNR1|1268	69.0151	CNR1|1268	68.9582
CNRIP1|25927	149.5327	CNRIP1|25927	282.1982
CNST|163882	1845.4349	CNST|163882	1176.9574
CNTD1|124817	49.9497	CNTD1|124817	125.9325
CNTD2|79935	58.5909	CNTD2|79935	57.0762
CNTFR|1271	15.4565	CNTFR|1271	126.4587
CNTF|1270	26.2401	CNTF|1270	30.0679
CNTLN|54875	206.3264	CNTLN|54875	270.10400000000004
CNTN1|1272	99.5687	CNTN1|1272	388.2877
CNTN2|6900	8.6269	CNTN2|6900	14.4282
CNTN3|5067	70.8124	CNTN3|5067	183.3227
CNTN4|152330	257.7283	CNTN4|152330	165.0753
lowly_expressed	lowly_expressed	CNTN6|27255	40.7384
CNTNAP1|8506	252.6959	CNTNAP1|8506	140.0382
CNTNAP2|26047	586.2689	CNTNAP2|26047	221.3028
CNTNAP3|79937	132.6384	CNTNAP3|79937	282.4104
CNTROB|116840	625.0899	CNTROB|116840	661.5744
COASY|80347	1957.225	COASY|80347	1103.9677
COBLL1|22837	1019.4105	COBLL1|22837	1294.2924
COBL|23242	627.9655	COBL|23242	1279.8642
COBRA1|25920	933.1416	COBRA1|25920	651.8141
COCH|1690	7.2358	COCH|1690	21.8884
COG1|9382	1127.624	COG1|9382	995.6991
COG2|22796	1335.0108	COG2|22796	880.5432
COG3|83548	434.5794	COG3|83548	769.3613
COG4|25839	647.376	COG4|25839	690.0064
COG5|10466	840.3415	COG5|10466	1228.8882
COG6|57511	510.7836	COG6|57511	863.1445
COG7|91949	809.8489999999999	COG7|91949	734.7762
COG8|84342	374.9425	COG8|84342	341.4471
COIL|8161	978.4328	COIL|8161	712.2852
COL10A1|1300	568.6556	COL10A1|1300	93.7832
COL11A1|1301	299.4249	COL11A1|1301	74.687
lowly_expressed	lowly_expressed	COL11A2|1302	11.4577
COL12A1|1303	3193.7455	COL12A1|1303	4862.2958
COL13A1|1305	18.3321	COL13A1|1305	6.5776
COL14A1|7373	3594.1769	COL14A1|7373	4031.4025
COL15A1|1306	2952.1927	COL15A1|1306	2101.2094
COL16A1|1307	708.4831	COL16A1|1307	875.6631
COL17A1|1308	346.8728	COL17A1|1308	3778.9094
COL18A1|80781	3119.6981	COL18A1|80781	1374.0717
COL1A1|1277	28639.467999999997	COL1A1|1277	5592.8283
COL1A2|1278	31913.0122	COL1A2|1278	10646.5097
COL21A1|81578	69.3746	COL21A1|81578	56.864
COL22A1|169044	51.4019	COL22A1|169044	11.882
lowly_expressed	lowly_expressed	COL23A1|91522	20.7935
COL24A1|255631	11.5025	COL24A1|255631	34.5852
COL25A1|84570	14.0187	COL25A1|84570	59.6223
COL27A1|85301	123.2926	COL27A1|85301	315.0859
lowly_expressed	lowly_expressed	COL28A1|340267	56.0153
COL2A1|1280	5.0324	COL2A1|1280	24.825
COL3A1|1281	33510.4242	COL3A1|1281	12778.6972
COL4A1|1282	8622.5737	COL4A1|1282	5167.6215
COL4A2|1284	6324.5866	COL4A2|1284	4193.5073
COL4A3BP|10087	945.7225	COL4A3BP|10087	1497.7721
lowly_expressed	lowly_expressed	COL4A3|1285	35.4339
COL4A4|1286	37.3832	COL4A4|1286	79.7793
COL4A5|1287	891.8045	COL4A5|1287	1307.0231
COL4A6|1288	11.5025	COL4A6|1288	210.6938
COL5A1|1289	2780.7333	COL5A1|1289	945.2578
COL5A2|1290	4552.4802	COL5A2|1290	1984.2987
COL5A3|50509	365.9238	COL5A3|50509	327.3923
COL6A1|1291	5637.3113	COL6A1|1291	4161.8926
COL6A2|1292	6235.8016	COL6A2|1292	4565.0329
COL6A3|1293	17463.6952	COL6A3|1293	7835.349
COL6A6|131873	26.5996	COL6A6|131873	131.9754
COL7A1|1294	52.8397	COL7A1|1294	271.5892
COL8A1|1295	326.0244	COL8A1|1295	133.885
COL8A2|1296	400.7908	COL8A2|1296	501.167
COL9A2|1298	158.1596	COL9A2|1298	231.063
COL9A3|1299	7.5485	COL9A3|1299	8.275
COLEC11|78989	9.7052	COLEC11|78989	6.7897
COLEC12|81035	465.4925	COLEC12|81035	1091.0248
COLQ|8292	42.3185	COLQ|8292	58.8415
COMMD10|51397	352.2646	COMMD10|51397	495.4381
COMMD1|150684	153.4867	COMMD1|150684	239.1258
COMMD2|51122	748.3825	COMMD2|51122	914.2797
COMMD3|23412	544.504	COMMD3|23412	541.5722
COMMD4|54939	623.2926	COMMD4|54939	402.9281
COMMD5|28991	460.5032	COMMD5|28991	335.5442
COMMD6|170622	649.5327	COMMD6|170622	1050.2864
COMMD7|149951	987.0597	COMMD7|149951	858.0522
COMMD8|54951	263.1201	COMMD8|54951	256.9489
COMMD9|29099	450.0359	COMMD9|29099	545.5124
COMP|1311	519.7699	COMP|1311	94.4197
COMTD1|118881	52.1208	COMTD1|118881	24.825
COMT|1312	1013.2998	COMT|1312	699.1301
COPA|1314	9977.4012	COPA|1314	8033.8065
COPB1|1315	4492.2035	COPB1|1315	4578.8755
COPB2|9276	3795.1114	COPB2|9276	3651.1776
COPE|11316	1331.4162	COPE|11316	836.6157
COPG2|26958	418.7635	COPG2|26958	493.5285
COPG|22820	2026.5996	COPG|22820	2237.4284
COPS2|9318	1987.4191	COPS2|9318	2389.1364
COPS3|8533	918.7635	COPS3|8533	1053.8935
COPS4|51138	985.9813	COPS4|51138	1093.3588
COPS5|10987	1326.0244	COPS5|10987	1182.2618
COPS6|10980	1206.6858	COPS6|10980	992.3616
COPS7A|50813	1442.128	COPS7A|50813	1138.1286
COPS7B|64708	532.3508	COPS7B|64708	578.8245
COPS8|10920	1263.1165	COPS8|10920	1136.586
COPZ1|22818	4234.3638	COPZ1|22818	3172.7138
COPZ2|51226	80.5176	COPZ2|51226	197.1144
COQ10A|93058	136.5924	COQ10A|93058	160.8317
COQ10B|80219	825.3055	COQ10B|80219	885.2111
COQ2|27235	187.9942	COQ2|27235	153.8298
COQ3|51805	79.7987	COQ3|51805	149.7984
COQ4|51117	435.2983	COQ4|51117	626.5648
COQ5|84274	386.4127	COQ5|84274	482.7074
COQ6|51004	207.5054	COQ6|51004	380.6344
COQ7|10229	616.4630000000001	COQ7|10229	751.9627
COQ9|57017	469.087	COQ9|57017	482.4952
CORIN|10699	13.2998	CORIN|10699	14.6404
CORO1A|11151	590.5823	CORO1A|11151	274.1354
CORO1B|57175	911.5744	CORO1B|57175	687.0359
CORO1C|23603	2030.9129999999998	CORO1C|23603	2063.2294
CORO2A|7464	1929.5471	CORO2A|7464	1406.1108
CORO2B|10391	71.1718	CORO2B|10391	122.8517
CORO6|84940	18.6916	CORO6|84940	36.4948
CORO7|79585	471.2761	CORO7|79585	322.892
lowly_expressed	lowly_expressed	CORT|1325	7.5536
COTL1|23406	1320.6326	COTL1|23406	803.7344
COX10|1352	361.2509	COX10|1352	312.9641
COX11|1353	741.0532	COX11|1353	995.0965
COX15|1355	739.5830000000001	COX15|1355	1155.4
COX16|51241	637.3113	COX16|51241	737.5345
COX17|10063	259.1661	COX17|10063	261.4046
COX18|285521	510.0647	COX18|285521	527.9015
COX19|90639	167.5917	COX19|90639	175.2069
COX4I1|1327	2090.2229	COX4I1|1327	2096.5415
COX4I2|84701	10.0647	COX4I2|84701	13.1551
COX4NB|10328	341.8404	COX4NB|10328	262.4655
COX5A|9377	1031.6319	COX5A|9377	924.4642
COX5B|1329	872.0345	COX5B|1329	685.5506
COX6A1|1337	1516.1754	COX6A1|1337	940.5899
COX6B1|1340	2115.3846	COX6B1|1340	1599.4059
lowly_expressed	lowly_expressed	COX6B2|125965	7.4263
COX6C|1345	4762.7606	COX6C|1345	3848.292
COX7A1|1346	56.4342	COX7A1|1346	202.4188
COX7A2L|9167	1273.9037	COX7A2L|9167	1361.7653
COX7A2|1347	1317.3976	COX7A2|1347	1120.7299
COX7B|1349	1149.1733	COX7B|1349	1004.2436
COX7C|1350	2115.7441	COX7C|1350	2290.8975
COX8A|1351	1003.954	COX8A|1351	747.5069
CP110|9738	1158.1596	CP110|9738	1129.2171
lowly_expressed	lowly_expressed	CPA1|1357	8.9115
CPA3|1359	602.4443	CPA3|1359	444.7273
CPA4|51200	12.5809	CPA4|51200	29.4929
CPAMD8|27151	520.1294	CPAMD8|27151	571.6104
CPD|1362	9672.5377	CPD|1362	7125.1857
CPEB1|64506	5.7513	CPEB1|64506	28.0076
CPEB2|132864	1102.8037	CPEB2|132864	1472.3106
CPEB3|22849	148.8138	CPEB3|22849	382.7711
CPEB4|80315	2632.9978	CPEB4|80315	2677.7
CPE|1363	1405.1042	CPE|1363	2973.902
CPLX1|10815	53.918	CPLX1|10815	74.2627
CPM|1368	441.0496	CPM|1368	716.3166
CPNE1|8904	1847.8972	CPNE1|8904	1582.6926
CPNE2|221184	311.6463	CPNE2|221184	410.5665
CPNE3|8895	7942.4874	CPNE3|8895	5070.0191
CPNE5|57699	46.0101	CPNE5|57699	62.1685
CPNE7|27132	31.2725	CPNE7|27132	70.0191
CPNE8|144402	186.5564	CPNE8|144402	238.2771
CPOX|1371	296.9087	CPOX|1371	321.4513
CPPED1|55313	874.9101	CPPED1|55313	618.2898
CPS1|1373	23.3645	CPS1|1373	137.9164
CPSF1|29894	1248.3825	CPSF1|29894	1017.6109
CPSF2|53981	1577.2825	CPSF2|53981	1633.5667
CPSF3L|54973	892.5234	CPSF3L|54973	978.7821
CPSF3|51692	823.5083	CPSF3|51692	814.3433
CPSF4|10898	342.5593	CPSF4|10898	278.379
CPSF6|11052	4486.7002	CPSF6|11052	4727.9864
CPSF7|79869	1603.8821	CPSF7|79869	2194.7804
CPT1A|1374	2271.028	CPT1A|1374	2550.1804
CPT1B|1375	208.6988	CPT1B|1375	338.1371
