gene_id	TCGA-E2-A15K-06A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
TNFSF13|8741	2303.806	TNFSF13|8741	706.3553
lowly_expressed	lowly_expressed	TNFSF14|8740	15.4068
TNFSF15|9966	8.4203	TNFSF15|9966	5.7776
TNFSF4|7292	10.777999999999999	TNFSF4|7292	30.3322
TNFSF8|944	7.7467	TNFSF8|944	11.5551
lowly_expressed	lowly_expressed	TNFSF9|8744	64.9976
TNF|7124	20.2088	TNF|7124	381.3192
TNIK|23043	314.584	TNIK|23043	111.2181
TNIP1|10318	2140.7881	TNIP1|10318	5662.9754
TNIP2|79155	609.2961	TNIP2|79155	1211.844
TNK1|8711	894.2405	TNK1|8711	592.2003
TNK2|10188	1238.4473	TNK2|10188	1627.2797
TNKS1BP1|85456	3446.9518	TNKS1BP1|85456	7179.5859
TNKS2|80351	694.8467	TNKS2|80351	907.0775
TNKS|8658	687.3055	TNKS|8658	856.1001
lowly_expressed	lowly_expressed	TNMD|64102	545.4983
TNNC1|7134	21.8929	TNNC1|7134	35.6283
lowly_expressed	lowly_expressed	TNNC2|7125	60.6644
TNNI1|7135	102.3914	TNNI1|7135	21.1844
lowly_expressed	lowly_expressed	TNNI2|7136	44.7761
TNNI3K|51086	12.9976	TNNI3K|51086	43.7025
TNNT1|7138	1145.8404	TNNT1|7138	52.4795
lowly_expressed	lowly_expressed	TNNT2|7139	23.5917
lowly_expressed	lowly_expressed	TNNT3|7140	602.311
lowly_expressed	lowly_expressed	TNN|63923	149.2537
TNPO1|3842	2149.2085	TNPO1|3842	1473.2788
TNPO2|30000	1763.5568	TNPO2|30000	1787.1931
TNPO3|23534	1155.6079	TNPO3|23534	596.052
TNRC18|84629	3003.705	TNRC18|84629	3009.6293
TNRC6A|27327	2340.5187	TNRC6A|27327	1016.3698
TNRC6B|23112	1200.4042	TNRC6B|23112	694.2706
TNRC6C|57690	250.8454	TNRC6C|57690	756.6394
TNS1|7145	1172.7854	TNS1|7145	13839.1911
TNS3|64759	2094.6447	TNS3|64759	2728.9359999999997
TNS4|84951	202.7619	TNS4|84951	1806.9331
TNXB|7148	304.3382	TNXB|7148	40776.3409
TOB1|10140	3528.4035	TOB1|10140	2130.5392
TOB2|10766	2683.3951	TOB2|10766	2194.9928
TOE1|114034	310.7444	TOE1|114034	267.8334
TOLLIP|54472	1171.775	TOLLIP|54472	1738.0838
TOM1L1|10040	1696.0626	TOM1L1|10040	228.3438
TOM1L2|146691	3089.9293	TOM1L2|146691	1941.2614
TOM1|10043	1533.513	TOM1|10043	2112.6625
TOMM20|9804	6304.8164	TOMM20|9804	4223.3991
TOMM22|56993	932.9741	TOMM22|56993	1319.2104
TOMM34|10953	774.3348	TOMM34|10953	831.4877
TOMM40L|84134	533.5298	TOMM40L|84134	542.1088
TOMM40|10452	670.2593	TOMM40|10452	892.1521
TOMM5|401505	592.1152	TOMM5|401505	864.155
TOMM6|100188893	2097.2179	TOMM6|100188893	2009.4896
TOMM70A|9868	1812.3947	TOMM70A|9868	1436.6394
TOMM7|54543	1083.8666	TOMM7|54543	4628.7915
TOP1MT|116447	345.5709	TOP1MT|116447	727.9730000000001
TOP1P1|7151	82.1826	TOP1P1|7151	71.7381
TOP1|7150	2768.2721	TOP1|7150	1155.0313
TOP2A|7153	2857.191	TOP2A|7153	155.5128
TOP2B|7155	4383.6309	TOP2B|7155	2442.4651
TOP3A|7156	539.2388	TOP3A|7156	324.025
TOP3B|8940	259.0098	TOP3B|8940	377.949
TOPBP1|11073	1198.0465	TOPBP1|11073	421.2807
TOPORS|10210	754.1260000000001	TOPORS|10210	401.0592
TOR1AIP1|26092	2553.0482	TOR1AIP1|26092	1030.3322
TOR1AIP2|163590	563.8262	TOR1AIP2|163590	123.7362
TOR1A|1861	905.3553	TOR1A|1861	946.0761
TOR1B|27348	555.7427	TOR1B|27348	544.5354
TOR2A|27433	629.5049	TOR2A|27433	318.2475
TOR3A|64222	1505.2206	TOR3A|64222	1014.4439
TOX2|84969	8.0835	TOX2|84969	192.104
TOX3|27324	1104.0754	TOX3|27324	100.1444
TOX4|9878	2158.0364	TOX4|9878	1522.0173
lowly_expressed	lowly_expressed	TOX|9760	44.7761
lowly_expressed	lowly_expressed	TP53AIP1|63970	54.4054
TP53BP1|7158	2017.5143	TP53BP1|7158	641.7909999999999
TP53BP2|7159	1298.7538	TP53BP2|7159	677.9008
TP53I11|9537	4762.5463	TP53I11|9537	3779.9711
TP53I13|90313	385.9885	TP53I13|90313	808.8589
TP53I3|9540	112.8326	TP53I3|9540	457.8719
TP53INP1|94241	3500.1684	TP53INP1|94241	877.7082
TP53INP2|58476	922.5328	TP53INP2|58476	631.1988
TP53RK|112858	469.5184	TP53RK|112858	437.6505
TP53TG1|11257	719.4342	TP53TG1|11257	430.91
lowly_expressed	lowly_expressed	TP53TG3B|729355	6.7405
TP53TG5|27296	8.9693	lowly_expressed	lowly_expressed
TP53|7157	975.7494	TP53|7157	1787.1931
TP63|8626	64.6682	TP63|8626	1198.8445
TP73|7161	84.2034	TP73|7161	87.1449
TPBG|7162	2500.1684	TPBG|7162	722.6769
TPCN1|53373	1537.2179	TPCN1|53373	1693.3077
TPCN2|219931	259.3129	TPCN2|219931	340.1204
TPD52L1|7164	413.6073	TPD52L1|7164	1320.6548
TPD52L2|7165	1767.2617	TPD52L2|7165	3535.869
TPD52|7163	6106.77	TPD52|7163	788.4015
TPI1P2|286016	20.5456	TPI1P2|286016	8.6663
TPI1|7167	5844.0552	TPI1|7167	5792.4892
TPK1|27010	27.9555	TPK1|27010	97.2557
TPM1|7168	3966.615	TPM1|7168	10545.2528
TPM2|7169	258.3361	TPM2|7169	12819.9326
TPM3|7170	8567.5312	TPM3|7170	5676.9379
TPM4|7171	9263.3883	TPM4|7171	12298.9889
TPMT|7172	1029.6396	TPMT|7172	288.8782
lowly_expressed	lowly_expressed	TPO|7173	153.5869
TPP1|1200	3211.8558	TPP1|1200	3859.4126
TPP2|7174	983.1593	TPP2|7174	574.3861
TPPP3|51673	634.2203	TPPP3|51673	3584.0154
TPPP|11076	19.872	TPPP|11076	477.6119
TPRA1|131601	603.9069999999999	TPRA1|131601	1168.9937
TPRG1L|127262	936.3422	TPRG1L|127262	2420.3178
TPRG1|285386	10785.7865	TPRG1|285386	160.3274
TPRKB|51002	239.8114	TPRKB|51002	332.2099
TPRN|286262	942.4049	TPRN|286262	530.5729
lowly_expressed	lowly_expressed	TPRXL|348825	10.5922
TPR|7175	4796.5443	TPR|7175	2204.4969
TPSAB1|7177	818.7942	TPSAB1|7177	808.3775
TPSB2|64499	1540.9229	TPSB2|64499	840.6355
TPSD1|23430	213.2031	TPSD1|23430	22.1473
TPSG1|25823	287.9757	TPSG1|25823	5.2961
TPST1|8460	71.0677	TPST1|8460	517.092
TPST2|8459	296.3961	TPST2|8459	961.9644
TPT1|7178	48880.7679	TPT1|7178	82830.5248
lowly_expressed	lowly_expressed	TPTE2P1|646405	14.4439
TPTE|7179	10.5153	lowly_expressed	lowly_expressed
TPX2|22974	1127.3156	TPX2|22974	122.2918
TRA2A|29896	1249.9158	TRA2A|29896	1127.5879
TRA2B|6434	2214.8872	TRA2B|6434	2292.2484
TRABD|80305	539.9124	TRABD|80305	766.4901
TRADD|8717	126.64200000000001	TRADD|8717	630.2359
TRAF1|7185	197.03599999999997	TRAF1|7185	241.2133
TRAF2|7186	727.1809	TRAF2|7186	660.5681
TRAF3IP1|26146	1049.5116	TRAF3IP1|26146	462.2051
TRAF3IP2|10758	907.0394	TRAF3IP2|10758	1072.701
TRAF3IP3|80342	36.0391	TRAF3IP3|80342	116.9957
TRAF3|7187	212.8663	TRAF3|7187	125.662
TRAF4|9618	1176.4904	TRAF4|9618	1211.3625
TRAF5|7188	2540.2492	TRAF5|7188	396.2446
TRAF6|7189	174.1327	TRAF6|7189	165.6235
TRAF7|84231	4406.0189	TRAF7|84231	2331.7477
TRAFD1|10906	1069.7204	TRAFD1|10906	993.7410000000001
TRAIP|10293	134.7255	TRAIP|10293	71.2566
TRAK1|22906	2395.4193	lowly_expressed	lowly_expressed
TRAK2|66008	4728.1913	TRAK2|66008	1089.0708
TRAM1L1|133022	88.58200000000001	TRAM1L1|133022	90.5152
TRAM1|23471	3646.0088	TRAM1|23471	3228.6952
TRAM2|9697	592.7922	TRAM2|9697	1674.5306
TRANK1|9881	871.0003	TRANK1|9881	571.0159
TRAP1|10131	2364.9478	TRAP1|10131	1580.8329
TRAPPC10|7109	1073.0886	TRAPPC10|7109	795.8594
TRAPPC1|58485	1501.5157	TRAPPC1|58485	2430.91
TRAPPC2L|51693	311.2159	TRAPPC2L|51693	973.038
TRAPPC2P1|10597	128.2082	TRAPPC2P1|10597	186.856
TRAPPC2|6399	263.7252	TRAPPC2|6399	358.209
TRAPPC3|27095	1192.6575	TRAPPC3|27095	1543.5725
TRAPPC4|51399	495.7898	TRAPPC4|51399	771.3048
TRAPPC5|126003	386.6622	TRAPPC5|126003	1179.5859
TRAPPC6A|79090	638.262	TRAPPC6A|79090	610.4959
TRAPPC6B|122553	601.5493	TRAPPC6B|122553	517.092
TRAPPC9|83696	1220.9498	TRAPPC9|83696	897.9297
lowly_expressed	lowly_expressed	TRAT1|50852	7.222
TRDMT1|1787	44.4594	TRDMT1|1787	69.8122
lowly_expressed	lowly_expressed	TRDN|10345	44.7761
lowly_expressed	lowly_expressed	TREH|11181	6.2589999999999995
lowly_expressed	lowly_expressed	TREM1|54210	14.9254
TREM2|54209	496.8003	TREM2|54209	474.2417
TRERF1|55809	1154.2607	TRERF1|55809	247.4723
TREX1|11277	557.063	TREX1|11277	572.9225
lowly_expressed	lowly_expressed	TREX2|11219	11.0737
lowly_expressed	lowly_expressed	TRHDE|29953	48.0597
TRH|7200	13.8094	lowly_expressed	lowly_expressed
TRIAP1|51499	377.905	TRIAP1|51499	551.2759
TRIB1|10221	2089.5925	TRIB1|10221	4587.3857
TRIB2|28951	794.2068	TRIB2|28951	1533.4617
TRIB3|57761	793.5332	TRIB3|57761	389.9856
TRIL|9865	328.7302	TRIL|9865	912.8551
TRIM11|81559	1027.6187	TRIM11|81559	812.7106
TRIM13|10206	868.5786	TRIM13|10206	643.6832
TRIM14|9830	2002.6945	TRIM14|9830	620.5489
TRIM16L|147166	187.8814	TRIM16L|147166	139.2152
TRIM16|10626	376.0593	TRIM16|10626	704.5595
TRIM17|51127	6.0626	TRIM17|51127	85.2191
TRIM21|6737	296.3961	TRIM21|6737	633.6062
TRIM22|10346	120.5793	TRIM22|10346	971.5936
TRIM23|373	369.8215	TRIM23|373	277.3231
TRIM24|8805	1048.5012	TRIM24|8805	493.5002
TRIM25|7706	926.9114	TRIM25|7706	1435.7246
TRIM26|7726	1581.3405	TRIM26|7726	1512.7588
TRIM27|5987	1480.97	TRIM27|5987	1460.7607
TRIM28|10155	6529.1344	TRIM28|10155	6541.1651
lowly_expressed	lowly_expressed	TRIM29|23650	6714.4921
TRIM2|23321	33.6814	TRIM2|23321	872.8936
TRIM32|22954	554.7322	TRIM32|22954	426.5768
TRIM33|51592	1337.4874	TRIM33|51592	533.4617
TRIM34|53840	275.5136	TRIM34|53840	188.2619
TRIM35|23087	150.2189	TRIM35|23087	595.5705
TRIM36|55521	17.8511	TRIM36|55521	26.4805
TRIM37|4591	761.0138	TRIM37|4591	452.23400000000004
TRIM38|10475	456.3826	TRIM38|10475	438.1319
TRIM39|56658	441.2597	TRIM39|56658	454.1647
TRIM3|10612	637.5884	TRIM3|10612	397.2075
TRIM41|90933	972.8259	TRIM41|90933	739.1237
TRIM44|54765	1029.3028	TRIM44|54765	340.8763
TRIM45|80263	320.9835	TRIM45|80263	120.8474
TRIM46|80128	260.357	TRIM46|80128	62.5903
TRIM47|91107	570.8993	TRIM47|91107	2352.9129
TRIM4|89122	1007.0731	TRIM4|89122	920.077
lowly_expressed	lowly_expressed	TRIM50|135892	11.0737
TRIM52|84851	249.579	TRIM52|84851	105.92200000000001
TRIM56|81844	163.3547	TRIM56|81844	132.4025
TRIM58|25893	23.9138	TRIM58|25893	78.3341
TRIM59|286827	208.0498	TRIM59|286827	65.3539
TRIM5|85363	358.9929	TRIM5|85363	417.1401
lowly_expressed	lowly_expressed	TRIM6-TRIM34|445372	8.0838
TRIM62|55223	505.5574	TRIM62|55223	213.2884
TRIM63|84676	7.0731	TRIM63|84676	12.5181
TRIM65|201292	470.19199999999995	TRIM65|201292	732.7877
TRIM66|9866	586.3927	TRIM66|9866	213.2884
lowly_expressed	lowly_expressed	TRIM67|440730	84.7376
TRIM68|55128	128.6628	TRIM68|55128	397.2075
lowly_expressed	lowly_expressed	TRIM69|140691	17.3327
TRIM6|117854	237.4537	TRIM6|117854	99.7593
TRIM72|493829	28.965999999999998	lowly_expressed	lowly_expressed
TRIM74|378108	5.7225	lowly_expressed	lowly_expressed
TRIM7|81786	52.2061	TRIM7|81786	63.5532
TRIM8|81603	3224.9916	TRIM8|81603	3534.9061
TRIM9|114088	6.7363	TRIM9|114088	41.4059
TRIOBP|11078	1165.7124	TRIOBP|11078	3000.0
TRIO|7204	2171.775	TRIO|7204	1100.6259
TRIP10|9322	417.9859	TRIP10|9322	2344.2465
TRIP11|9321	1255.3048	TRIP11|9321	414.0587
TRIP12|9320	3100.0337	TRIP12|9320	1724.1213
TRIP13|9319	178.1745	TRIP13|9319	48.1464
TRIP4|9325	585.3823	TRIP4|9325	430.4285
TRIP6|7205	938.0263	TRIP6|7205	2262.3977
TRIT1|54802	294.3752	TRIT1|54802	352.4314
TRMT112|51504	2039.0704	TRMT112|51504	3056.8127
TRMT11|60487	149.8821	TRMT11|60487	174.2898
TRMT12|55039	344.5605	TRMT12|55039	308.6182
TRMT1|55621	419.6699	TRMT1|55621	792.9706
TRMT2A|27037	570.5625	TRMT2A|27037	707.2701
TRMT2B|79979	445.2678	TRMT2B|79979	227.7323
TRMT5|57570	383.29400000000004	TRMT5|57570	413.0958
TRMT61A|115708	154.5975	TRMT61A|115708	769.8604
TRMT61B|55006	213.23	TRMT61B|55006	204.2465
TRMT6|51605	318.9626	TRMT6|51605	247.4723
TRMU|55687	177.8377	TRMU|55687	315.8402
TRNAU1AP|54952	217.5817	TRNAU1AP|54952	425.6139
TRNP1|388610	14.8198	TRNP1|388610	415.5031
TRNT1|51095	232.0815	TRNT1|51095	237.949
TROAP|10024	174.4695	TROAP|10024	34.6654
TROVE2|6738	1438.5045	TROVE2|6738	788.0453
TRO|7216	80.4985	TRO|7216	198.8445
TRPC1|7220	5.7258	TRPC1|7220	140.1059
lowly_expressed	lowly_expressed	TRPC3|7222	8.1849
TRPC4AP|26133	1951.4988	TRPC4AP|26133	2153.1054
TRPC6|7225	17.8511	TRPC6|7225	119.40299999999999
TRPM2|7226	261.0307	TRPM2|7226	304.7665
TRPM4|54795	2244.8636	TRPM4|54795	1199.8074
lowly_expressed	lowly_expressed	TRPM6|140803	65.9605
TRPM7|54822	918.4911	TRPM7|54822	440.0578
TRPS1|7227	7300.7747	TRPS1|7227	2052.4795
TRPT1|83707	461.7716	TRPT1|83707	461.2422
TRPV1|7442	294.0384	TRPV1|7442	168.5123
TRPV2|51393	62.9842	TRPV2|51393	580.1637
TRPV4|59341	144.8299	TRPV4|59341	248.9167
lowly_expressed	lowly_expressed	TRPV6|55503	236.8801
TRRAP|8295	1710.5625	TRRAP|8295	1155.3635
TRUB1|142940	796.9013	TRUB1|142940	184.882
TRUB2|26995	1076.4567	TRUB2|26995	637.4579
TSC1|7248	1029.9764	TSC1|7248	822.8214
TSC22D1|8848	1728.1913	TSC22D1|8848	8154.0684
TSC22D2|9819	405.8606	TSC22D2|9819	335.5802
TSC22D3|1831	1879.4207	TSC22D3|1831	4392.8743
TSC22D4|81628	820.4783	TSC22D4|81628	1870.9677
TSC2|7249	3440.5524	TSC2|7249	1803.5628
TSEN15|116461	808.0162	TSEN15|116461	422.7251
TSEN2|80746	187.2684	TSEN2|80746	146.8464
TSEN34|79042	932.6373	TSEN34|79042	1065.4791
TSEN54|283989	564.4998	TSEN54|283989	430.4285
TSFM|10102	622.4318	TSFM|10102	587.8671
TSG101|7251	1594.1394	TSG101|7251	1343.765
TSGA10|80705	244.8636	TSGA10|80705	30.3322
TSGA14|95681	280.5658	TSGA14|95681	220.9918
TSHZ1|10194	785.4496	TSHZ1|10194	907.0775
TSHZ2|128553	5.0522	TSHZ2|128553	149.7352
TSHZ3|57616	19.872	TSHZ3|57616	362.0607
TSIX|9383	43.1256	TSIX|9383	2375.248
lowly_expressed	lowly_expressed	TSKS|60385	11.0737
TSKU|25987	1869.3163	TSKU|25987	2549.8315
lowly_expressed	lowly_expressed	TSLP|85480	97.7371
TSNARE1|203062	139.4409	TSNARE1|203062	302.3592
TSNAXIP1|55815	62.6474	TSNAXIP1|55815	21.6659
TSNAX|7257	2004.7154	TSNAX|7257	631.6803
TSN|7247	2151.5662	TSN|7247	1547.9056
TSPAN10|83882	88.2452	TSPAN10|83882	25.999000000000002
TSPAN11|441631	7.4099	TSPAN11|441631	290.80400000000003
TSPAN12|23554	54.227	TSPAN12|23554	446.3168
TSPAN13|27075	10149.8821	TSPAN13|27075	1905.1517
TSPAN14|81619	2156.6184	TSPAN14|81619	4222.9177
TSPAN15|23555	2175.48	TSPAN15|23555	2759.2682
TSPAN17|26262	769.9562	TSPAN17|26262	1023.5917
TSPAN18|90139	89.2556	TSPAN18|90139	806.4516
TSPAN1|10103	12530.1448	TSPAN1|10103	545.9798
TSPAN2|10100	26.6083	TSPAN2|10100	282.1377
TSPAN31|6302	380.5995	TSPAN31|6302	1386.1338
lowly_expressed	lowly_expressed	TSPAN32|10077	11.0737
TSPAN33|340348	80.4985	TSPAN33|340348	368.8012
TSPAN3|10099	1581.0037	TSPAN3|10099	4401.0592
TSPAN4|7106	635.9043	TSPAN4|7106	3697.1594
TSPAN5|10098	86.8979	TSPAN5|10098	35.6283
TSPAN6|7105	16.1671	TSPAN6|7105	1305.248
TSPAN7|7102	84.2034	TSPAN7|7102	3064.9976
TSPAN8|7103	20.5456	TSPAN8|7103	39.48
TSPAN9|10867	1707.3089	TSPAN9|10867	3177.1786
TSPO|706	1046.1435	TSPO|706	3683.6784
TSPYL1|7259	3461.3809	TSPYL1|7259	1839.013
TSPYL2|64061	486.35900000000004	TSPYL2|64061	831.4877
TSPYL3|128854	35.3654	TSPYL3|128854	15.8883
TSPYL4|23270	761.5359	TSPYL4|23270	662.4939999999999
TSPYL5|85453	631.189	TSPYL5|85453	646.1242
TSR1|55720	1195.7089999999998	TSR1|55720	765.3539
TSR2|90121	1171.775	TSR2|90121	1353.8758
TSSC1|7260	470.19199999999995	TSSC1|7260	336.5431
TSSC4|10078	428.4271	TSSC4|10078	1177.6601
TSSK3|81629	54.931000000000004	TSSK3|81629	34.9302
TSSK4|283629	11.7885	lowly_expressed	lowly_expressed
TSSK6|83983	30.9869	TSSK6|83983	16.3698
TSTA3|7264	2821.8255	TSTA3|7264	1290.8039999999999
TSTD1|100131187	2020.1987	TSTD1|100131187	730.3804
TSTD2|158427	598.8346	TSTD2|158427	261.3385
TST|7263	582.0141	TST|7263	947.039
TTBK1|84630	6.3995	lowly_expressed	lowly_expressed
TTBK2|146057	69.7204	TTBK2|146057	27.9249
TTC12|54970	286.2917	TTC12|54970	228.2138
TTC13|79573	500.842	TTC13|79573	197.4001
TTC14|151613	1491.0744	TTC14|151613	385.6524
TTC15|51112	945.773	TTC15|51112	1077.0342
TTC16|158248	99.6969	lowly_expressed	lowly_expressed
TTC17|55761	1366.4534	TTC17|55761	827.6360000000001
TTC18|118491	344.6278	TTC18|118491	74.1021
TTC19|54902	1551.3843	TTC19|54902	1048.4786
TTC1|7265	720.4446	TTC1|7265	1162.7347
TTC21A|199223	162.681	TTC21A|199223	87.1449
TTC21B|79809	215.8976	TTC21B|79809	284.0636
TTC22|55001	112.15899999999999	TTC22|55001	42.3688
TTC23L|153657	39.4072	lowly_expressed	lowly_expressed
TTC23|64927	67.3627	TTC23|64927	526.7212
TTC25|83538	50.1852	TTC25|83538	43.8132
TTC26|79989	235.09599999999998	TTC26|79989	29.3693
TTC27|55622	428.4271	TTC27|55622	351.4685
TTC28|23331	398.0229	TTC28|23331	883.8084
TTC30A|92104	777.7029	TTC30A|92104	148.7723
TTC30B|150737	463.4557	TTC30B|150737	107.3664
TTC31|64427	846.4129	TTC31|64427	485.3154
TTC32|130502	41.4281	TTC32|130502	36.5912
TTC33|23548	228.3597	TTC33|23548	287.9153
TTC35|9694	367.4638	TTC35|9694	587.8671
TTC36|143941	38.7336	TTC36|143941	15.4068
TTC37|9652	2003.0313	TTC37|9652	608.5701
TTC38|55020	219.2657	TTC38|55020	768.416
TTC39A|22996	2443.9205	TTC39A|22996	335.0987
lowly_expressed	lowly_expressed	TTC39B|158219	29.3693
TTC39C|125488	787.8073	TTC39C|125488	377.4675
TTC3|7267	7552.7114	TTC3|7267	2784.3043
TTC4|7268	657.4604	TTC4|7268	621.5696
TTC5|91875	211.519	TTC5|91875	156.4757
TTC7A|57217	313.9104	TTC7A|57217	1275.8787
TTC7B|145567	83.5298	TTC7B|145567	529.1286
TTC8|123016	1122.2634	TTC8|123016	328.8397
TTC9C|283237	177.5008	TTC9C|283237	293.6928
TTC9|23508	729.5386	TTC9|23508	552.7203
TTF1|7270	333.7824	TTF1|7270	358.209
TTF2|8458	523.4086	TTF2|8458	147.3279
TTK|7272	244.5268	TTK|7272	24.0732
lowly_expressed	lowly_expressed	TTLL10|254173	44.7761
TTLL11|158135	38.7336	TTLL11|158135	72.70100000000001
TTLL12|23170	1254.6312	TTLL12|23170	920.5585
TTLL13|440307	18.4877	lowly_expressed	lowly_expressed
TTLL1|25809	376.2209	TTLL1|25809	312.9514
TTLL3|26140	796.0694	TTLL3|26140	667.949
TTLL4|9654	513.3041	TTLL4|9654	477.1305
TTLL5|23093	901.3136	TTLL5|23093	429.94699999999995
lowly_expressed	lowly_expressed	TTLL7|79739	28.8878
TTLL9|164395	9.4308	TTLL9|164395	15.4068
TTL|150465	244.5268	TTL|150465	575.8305
TTN|7273	51.7245	TTN|7273	97.63600000000001
TTPAL|79183	466.8238	TTPAL|79183	298.5075
lowly_expressed	lowly_expressed	TTYH1|57348	609.0515
TTYH2|94015	23.8801	TTYH2|94015	157.2268
TTYH3|80727	949.4779	TTYH3|80727	1605.6813
TUBA1A|7846	1968.0027	TUBA1A|7846	12599.5763
TUBA1B|10376	15267.612	TUBA1B|10376	21116.1916
TUBA1C|84790	2619.0637	TUBA1C|84790	2321.6177
TUBA3D|113457	29.9764	lowly_expressed	lowly_expressed
TUBA3E|112714	40.0808	lowly_expressed	lowly_expressed
TUBA4A|7277	711.0138	TUBA4A|7277	1207.5108
TUBA8|51807	14.7895	TUBA8|51807	113.9239
TUBAL3|79861	67.3627	TUBAL3|79861	9.1478
TUBB1|81027	13.4725	TUBB1|81027	29.8507
TUBB2A|7280	274.1664	TUBB2A|7280	3424.1695
lowly_expressed	lowly_expressed	TUBB2B|347733	744.3428
TUBB2C|10383	6646.3456	TUBB2C|10383	7016.8512
TUBB3|10381	43.1122	TUBB3|10381	411.7381
TUBB4|10382	27.6187	TUBB4|10382	167.0679
TUBB6|84617	139.5857	TUBB6|84617	5128.9408
TUBB8|347688	25.9347	TUBB8|347688	8.6663
lowly_expressed	lowly_expressed	TUBBP5|643224	40.4429
TUBB|203068	15272.1455	TUBB|203068	14515.6476
TUBD1|51174	196.3624	TUBD1|51174	176.2157
TUBE1|51175	150.8926	TUBE1|51175	183.4377
TUBG1|7283	1398.1138	TUBG1|7283	867.1160000000001
TUBG2|27175	472.2129	TUBG2|27175	734.2321
TUBGCP2|10844	1790.8387	TUBGCP2|10844	1746.6442
TUBGCP3|10426	497.8107	TUBGCP3|10426	467.0197
TUBGCP4|27229	329.4038	TUBGCP4|27229	133.8469
TUBGCP5|114791	359.0434	TUBGCP5|114791	217.6216
TUBGCP6|85378	1006.3995	TUBGCP6|85378	982.6673
lowly_expressed	lowly_expressed	TUB|7275	313.9143
TUFM|7284	8004.3786	TUFM|7284	4457.3905
TUFT1|7286	550.0168	TUFT1|7286	313.4328
TUG1|55000	4272.4823	TUG1|55000	2692.3447
TULP3|7289	515.9987	TULP3|7289	750.6018
TULP4|56995	832.2668	TULP4|56995	546.9427
TUSC1|286319	260.6938	TUSC1|286319	539.2393
TUSC2|11334	620.4109	TUSC2|11334	880.1156
TUSC3|7991	14.8198	TUSC3|7991	675.975
lowly_expressed	lowly_expressed	TUSC5|286753	4957.6312
TUT1|64852	435.1634	TUT1|64852	934.5209
TWF1|5756	2438.1947	TWF1|5756	1109.7737
TWF2|11344	909.8114	TWF2|11344	2237.3953
lowly_expressed	lowly_expressed	TWIST1|7291	372.1714
lowly_expressed	lowly_expressed	TWIST2|117581	233.9913
TWISTNB|221830	249.9158	TWISTNB|221830	346.1724
TWSG1|57045	4003.705	TWSG1|57045	670.1974
TXLNA|200081	2045.1329999999998	TXLNA|200081	2290.3226
TXLNB|167838	418.6595	TXLNB|167838	55.8498
TXLNG|55787	124.9579	TXLNG|55787	65.4791
TXN2|25828	1795.5541	TXN2|25828	2090.5152
TXNDC11|51061	2867.6322	TXNDC11|51061	999.5185
TXNDC12|51060	1557.7636	TXNDC12|51060	1523.351
TXNDC15|79770	1264.062	TXNDC15|79770	1675.0120000000002
TXNDC16|57544	428.4271	TXNDC16|57544	178.1416
TXNDC17|84817	583.3008	TXNDC17|84817	604.5258
TXNDC5|81567	3081.4416	TXNDC5|81567	5261.7333
TXNDC6|347736	5.7258	lowly_expressed	lowly_expressed
TXNDC9|10190	546.9855	TXNDC9|10190	384.6895
TXNIP|10628	2825.5305	TXNIP|10628	54168.5123
TXNL1|9352	1178.5113	TXNL1|9352	1273.4714
TXNL4A|10907	835.9717	TXNL4A|10907	956.1868
TXNL4B|54957	104.0754	TXNL4B|54957	247.9538
TXNRD1|7296	583.6982	TXNRD1|7296	1299.9519
TXNRD2|10587	723.1391	TXNRD2|10587	589.793
TXNRD3IT1|645840	5.7258	TXNRD3IT1|645840	194.9928
TXN|7295	1650.0505	TXN|7295	2266.7309
TYK2|7297	1486.0222	TYK2|7297	1263.3606
TYMP|1890	1353.6544	TYMP|1890	1334.6172
TYMS|7298	670.5962	TYMS|7298	144.6317
TYRO3|7301	222.9707	TYRO3|7301	606.6442
TYROBP|7305	576.6251	TYROBP|7305	2077.0342
TYRP1|7306	14.482999999999999	lowly_expressed	lowly_expressed
TYSND1|219743	669.9225	TYSND1|219743	766.4901
TYW1B|441250	146.1772	TYW1B|441250	102.0703
TYW1|55253	522.3981	TYW1|55253	346.6538
TYW3|127253	779.9427	TYW3|127253	423.1584
U2AF1L4|199746	117.2886	U2AF1L4|199746	157.506
U2AF1|7307	1332.0983	U2AF1|7307	2157.9201
U2AF2|11338	3170.7646	U2AF2|11338	2872.4121
UACA|55075	891.2092	UACA|55075	1665.8642
UAP1L1|91373	421.0172	UAP1L1|91373	427.5397
UAP1|6675	2033.6814	UAP1|6675	1292.2484
UBA1|7317	7627.484	UBA1|7317	7176.6972
UBA2|10054	1764.5672	UBA2|10054	1795.3779
UBA3|9039	1038.7336	UBA3|9039	743.3799
UBA52|7311	5301.4483	UBA52|7311	16833.4136
UBA5|79876	662.8831	UBA5|79876	473.7602
UBA6|55236	1009.4308	UBA6|55236	446.3168
UBA7|7318	1068.71	UBA7|7318	1187.2894
UBAC1|10422	537.5547	UBAC1|10422	1066.442
UBAC2|337867	1370.0505	UBAC2|337867	2023.818
UBAP1|51271	1169.4173	UBAP1|51271	1684.1598
UBAP2L|9898	4812.3947	UBAP2L|9898	2175.2528
UBAP2|55833	1535.5338	UBAP2|55833	545.0169
