gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
TMCC2|9911	32.6062	TMCC2|9911	70.0424
TMCC3|57458	185.6744	TMCC3|57458	720.2816
TMCO1|54499	3890.7087	TMCO1|54499	1937.72
TMCO3|55002	1014.7181	TMCO3|55002	1665.8543
TMCO4|255104	702.5436	TMCO4|255104	580.1968
TMCO6|55374	191.4107	TMCO6|55374	180.5217
TMCO7|79613	251.1888	TMCO7|79613	397.5088
TMED10P1|286102	81.2137	TMED10P1|286102	56.6838
TMED10|10972	5962.7142	TMED10|10972	8215.1819
TMED1|11018	612.3330000000001	TMED1|11018	405.9825
TMED2|10959	8617.4051	TMED2|10959	5110.5695
TMED3|23423	4678.0889	TMED3|23423	1195.0537
TMED4|222068	1059.0988	TMED4|222068	934.7414
TMED5|50999	1555.1362	TMED5|50999	1758.6425
TMED7-TICAM2|100302736	117.8836	TMED7-TICAM2|100302736	139.2292
TMED7|51014	2495.02	TMED7|51014	1878.1226
TMED8|283578	304.0229	TMED8|283578	459.6083
TMED9|54732	7392.255999999999	TMED9|54732	1994.7649
TMEFF1|8577	47.4149	TMEFF1|8577	34.5988
TMEM100|55273	5.4344	TMEM100|55273	483.4371
TMEM101|84336	919.6166	TMEM101|84336	547.3418
TMEM102|284114	134.6517	TMEM102|284114	128.1704
TMEM104|54868	1076.3076	TMEM104|54868	490.658
TMEM105|284186	50.4189	TMEM105|284186	5.0546
TMEM106A|113277	207.11	TMEM106A|113277	193.5193
TMEM106B|54664	1470.6016	TMEM106B|54664	1262.2078
TMEM106C|79022	3239.4898	TMEM106C|79022	915.6061
TMEM107|84314	91.4786	TMEM107|84314	230.7067
TMEM108|66000	38.3425	TMEM108|66000	50.9071
TMEM109|79073	3615.3672	TMEM109|79073	3464.9337
TMEM110|375346	204.1513	TMEM110|375346	301.8323
TMEM111|55831	1632.4251	TMEM111|55831	1631.5552
TMEM115|11070	710.6951	TMEM115|11070	1103.3487
TMEM116|89894	169.9751	TMEM116|89894	226.0132
TMEM117|84216	102.9512	TMEM117|84216	120.5885
TMEM119|338773	813.3444	TMEM119|338773	595.3606
TMEM11|8834	435.0517	TMEM11|8834	460.6914
TMEM120A|83862	654.2381	TMEM120A|83862	959.6534
TMEM120B|144404	282.062	TMEM120B|144404	563.7296
TMEM121|80757	43.1731	TMEM121|80757	20.5795
TMEM123|114908	3941.4295	TMEM123|114908	4250.9252
TMEM125|128218	360.48	TMEM125|128218	241.53799999999998
TMEM126A|84233	212.2424	TMEM126A|84233	264.6448
TMEM126B|55863	389.7653	TMEM126B|55863	496.4347
TMEM127|55654	4105.9703	TMEM127|55654	2994.8551
TMEM128|85013	552.7964	TMEM128|85013	521.7077
TMEM129|92305	969.1297	TMEM129|92305	738.6948
TMEM130|222865	100.8378	TMEM130|222865	6.4988
TMEM131|23505	1398.7471	lowly_expressed	lowly_expressed
TMEM132A|54972	3987.9236	TMEM132A|54972	197.4907
TMEM132B|114795	7.2458	TMEM132B|114795	19.1353
TMEM132C|92293	6.642	TMEM132C|92293	897.915
TMEM133|83935	36.833	TMEM133|83935	129.6146
TMEM134|80194	605.3287	TMEM134|80194	356.3499
TMEM135|65084	265.3785	TMEM135|65084	1145.9518
TMEM136|219902	75.4774	TMEM136|219902	183.4101
TMEM138|51524	581.7798	TMEM138|51524	613.7738
TMEM139|135932	47.7017	TMEM139|135932	424.226
TMEM140|55281	968.5773	TMEM140|55281	1711.6057
TMEM141|85014	2466.9032	TMEM141|85014	483.0761
TMEM143|55260	79.1003	TMEM143|55260	181.9659
TMEM144|55314	344.1769	TMEM144|55314	468.2733
TMEM145|284339	51.0227	lowly_expressed	lowly_expressed
TMEM147|10430	1749.566	TMEM147|10430	965.4301
TMEM149|79713	303.1776	TMEM149|79713	117.7326
TMEM14A|28978	533.4742	TMEM14A|28978	297.8608
TMEM14B|81853	1064.8351	TMEM14B|81853	776.9654
TMEM14C|51522	1962.7142	TMEM14C|51522	1726.1486
TMEM150A|129303	566.6843	TMEM150A|129303	420.6156
TMEM150B|284417	48.0036	TMEM150B|284417	21.3016
TMEM150C|441027	964.903	TMEM150C|441027	260.3123
TMEM151B|441151	9.1026	TMEM151B|441151	6.6649
TMEM154|201799	78.4965	TMEM154|201799	114.8118
TMEM155|132332	6.8805	lowly_expressed	lowly_expressed
TMEM156|80008	27.4738	TMEM156|80008	50.5461
TMEM158|25907	247.2639	TMEM158|25907	47.6577
TMEM159|57146	836.2895	TMEM159|57146	965.4301
TMEM160|54958	87.8557	TMEM160|54958	14.0807
TMEM161A|54929	473.3942	TMEM161A|54929	376.5683
TMEM161B|153396	171.7865	TMEM161B|153396	227.4574
TMEM163|81615	27.7757	TMEM163|81615	27.4393
TMEM164|84187	591.4409	TMEM164|84187	898.9981
TMEM165|55858	1227.2624	TMEM165|55858	1097.572
TMEM167A|153339	2172.8432	TMEM167A|153339	2195.8661
TMEM167B|56900	1693.1089	TMEM167B|56900	1440.9243
TMEM168|64418	321.2318	TMEM168|64418	789.2409
TMEM169|92691	16.605	TMEM169|92691	35.3823
TMEM170A|124491	283.795	TMEM170A|124491	565.394
TMEM170B|100113407	248.7735	TMEM170B|100113407	522.7909
TMEM173|340061	924.4471	TMEM173|340061	792.8513
TMEM175|84286	435.6555	TMEM175|84286	446.6107
TMEM176A|55365	827.2322	TMEM176A|55365	656.0159
TMEM176B|28959	2882.6327	TMEM176B|28959	1687.878
TMEM177|80775	260.548	TMEM177|80775	113.3676
TMEM178|130733	6.642	TMEM178|130733	76.1802
TMEM179B|374395	1266.8126	TMEM179B|374395	949.5442
TMEM17|200728	25.9642	TMEM17|200728	71.8476
TMEM180|79847	128.3116	TMEM180|79847	81.2348
TMEM181|57583	725.7906	TMEM181|57583	1801.6066
TMEM182|130827	99.6302	TMEM182|130827	131.4198
TMEM183A|92703	1481.1684	TMEM183A|92703	788.1578
TMEM184A|202915	1092.2032	TMEM184A|202915	158.9927
TMEM184B|25829	1807.7742	TMEM184B|25829	2121.8197
TMEM184C|55751	478.8286	TMEM184C|55751	690.6761
TMEM185A|84548	637.9349	TMEM185A|84548	640.13
TMEM185B|79134	467.0541	TMEM185B|79134	702.9515
TMEM186|25880	257.22700000000003	TMEM186|25880	197.1297
TMEM187|8269	226.4322	TMEM187|8269	241.8991
TMEM188|255919	326.9681	TMEM188|255919	277.2813
TMEM189|387521	2715.3747	TMEM189|387521	1011.4523
TMEM18|129787	514.7528	TMEM18|129787	610.1634
TMEM191A|84222	22.9451	lowly_expressed	lowly_expressed
TMEM192|201931	493.3203	TMEM192|201931	762.5237
TMEM194A|23306	682.6176	TMEM194A|23306	483.7982
TMEM194B|100131211	84.8366	TMEM194B|100131211	123.8379
lowly_expressed	lowly_expressed	TMEM195|392636	34.6602
TMEM198|130612	140.086	TMEM198|130612	31.4108
TMEM199|147007	839.6105	TMEM199|147007	397.23800000000006
TMEM19|55266	717.6391	TMEM19|55266	884.9174
TMEM200A|114801	369.2354	TMEM200A|114801	120.2275
TMEM200B|399474	75.3355	TMEM200B|399474	226.4464
TMEM200C|645369	19.3222	TMEM200C|645369	16.247
TMEM201|199953	359.8762	lowly_expressed	lowly_expressed
TMEM203|94107	1600.1208	TMEM203|94107	684.1773
TMEM204|79652	333.3082	TMEM204|79652	348.4069
TMEM205|374882	3130.5004	TMEM205|374882	1101.5435
TMEM206|55248	241.2258	TMEM206|55248	101.0922
TMEM208|29100	798.2489	TMEM208|29100	422.4208
TMEM209|84928	855.9137	TMEM209|84928	458.5251
TMEM20|159371	55.2495	TMEM20|159371	150.9161
lowly_expressed	lowly_expressed	TMEM213|155006	116.9781
TMEM214|54867	2969.5826	TMEM214|54867	3085.8381
TMEM216|51259	345.0826	TMEM216|51259	294.9725
TMEM217|221468	5.5823	TMEM217|221468	11.3043
TMEM218|219854	182.9572	TMEM218|219854	354.5446
TMEM219|124446	1787.9085	TMEM219|124446	2020.76
TMEM220|388335	27.7757	TMEM220|388335	252.3693
TMEM222|84065	878.255	TMEM222|84065	804.0437
TMEM223|79064	497.54699999999997	TMEM223|79064	232.1509
TMEM229B|161145	959.4686	TMEM229B|161145	296.0556
TMEM22|80723	47.7017	TMEM22|80723	292.8062
TMEM231|79583	76.3741	TMEM231|79583	248.387
lowly_expressed	lowly_expressed	TMEM232|642987	10.4703
TMEM233|387890	6.3401	TMEM233|387890	10.1092
TMEM25|84866	715.8276	TMEM25|84866	1189.9991
TMEM26|219623	58.978	TMEM26|219623	518.7436
TMEM27|57393	6.3401	TMEM27|57393	11.1923
TMEM2|23670	1870.9337	TMEM2|23670	2306.7064
TMEM30A|55754	4213.752	TMEM30A|55754	4342.9912
TMEM30B|161291	566.3824	TMEM30B|161291	703.3126
TMEM33|55161	1569.6279	TMEM33|55161	1168.6975
TMEM35|59353	6.9439	TMEM35|59353	59.9332
TMEM37|140738	136.765	TMEM37|140738	1833.7395
TMEM38A|79041	36.5311	TMEM38A|79041	27.4393
TMEM38B|55151	122.8772	TMEM38B|55151	100.7311
TMEM39A|55254	526.2284	TMEM39A|55254	620.9947
TMEM39B|55116	234.8857	TMEM39B|55116	344.7965
TMEM40|55287	245.7544	TMEM40|55287	27.4393
TMEM41A|90407	771.6809	TMEM41A|90407	494.2684
TMEM41B|440026	591.7428	TMEM41B|440026	520.2636
TMEM42|131616	149.1433	TMEM42|131616	223.1248
TMEM43|79188	2445.1657	TMEM43|79188	4183.4101
TMEM44|93109	139.1803	TMEM44|93109	225.6521
TMEM45A|55076	467.6579	TMEM45A|55076	267.5332
TMEM45B|120224	40.4559	TMEM45B|120224	84.8452
TMEM47|83604	502.9814	TMEM47|83604	1739.8682
TMEM48|55706	257.22700000000003	TMEM48|55706	371.1526
TMEM49|81671	2135.7084	TMEM49|81671	1856.8463
TMEM50A|23585	3247.6413	TMEM50A|23585	2800.6138
TMEM50B|757	851.385	TMEM50B|757	1127.1775
TMEM51|55092	638.2368	TMEM51|55092	155.6097
TMEM52|339456	66.4201	TMEM52|339456	10.8313
TMEM53|79639	169.2022	TMEM53|79639	236.2379
TMEM54|113452	1879.0852	TMEM54|113452	579.1136
TMEM55A|55529	157.5968	TMEM55A|55529	336.1314
TMEM55B|90809	845.3468	TMEM55B|90809	501.1283
TMEM56|148534	46.1922	TMEM56|148534	432.0751
TMEM57|55219	1467.2805	TMEM57|55219	788.5188
TMEM59L|25789	24.7566	lowly_expressed	lowly_expressed
TMEM59|9528	5388.7841	TMEM59|9528	6789.7825
TMEM5|10329	331.1948	TMEM5|10329	308.3311
TMEM60|85025	402.4455	TMEM60|85025	273.6709
lowly_expressed	lowly_expressed	TMEM61|199964	25.273000000000003
TMEM62|80021	797.947	TMEM62|80021	587.7787
TMEM63A|9725	2711.7518	TMEM63A|9725	1773.8063
TMEM63B|55362	1961.2046	TMEM63B|55362	903.3306
TMEM63C|57156	713.1104	TMEM63C|57156	203.6285
TMEM64|169200	486.9801	TMEM64|169200	798.2669999999999
TMEM65|157378	699.8264	TMEM65|157378	331.4379
TMEM66|51669	7413.9935	TMEM66|51669	6754.4002
TMEM67|91147	210.43099999999998	TMEM67|91147	215.90400000000002
TMEM68|137695	464.3369	TMEM68|137695	359.9603
TMEM69|51249	494.5279	TMEM69|51249	443.3613
TMEM70|54968	699.5245	TMEM70|54968	467.1902
TMEM71|137835	24.4547	TMEM71|137835	57.0449
TMEM79|84283	415.1257	TMEM79|84283	150.1941
TMEM80|283232	292.5504	TMEM80|283232	378.0125
TMEM81|388730	59.7781	TMEM81|388730	32.855
lowly_expressed	lowly_expressed	TMEM84|283673	255.6187
TMEM85|51234	875.1966	TMEM85|51234	1096.7957
TMEM86A|144110	550.9638	TMEM86A|144110	278.3175
TMEM86B|255043	51.0227	TMEM86B|255043	29.9666
TMEM87A|25963	2354.2909	TMEM87A|25963	2475.6747
TMEM87B|84910	2565.0238	TMEM87B|84910	1304.4499
TMEM88|92162	19.926	TMEM88|92162	173.3008
TMEM8A|58986	2299.3433	TMEM8A|58986	736.1675
TMEM8B|51754	610.7631	TMEM8B|51754	561.4225
TMEM90B|79953	303.721	TMEM90B|79953	20.9405
TMEM91|641649	53.6916	TMEM91|641649	175.3191
TMEM92|162461	7.8496	TMEM92|162461	5.4157
TMEM93|83460	280.6038	TMEM93|83460	168.7806
TMEM97|27346	1499.2075	TMEM97|27346	185.1575
TMEM98|26022	494.226	TMEM98|26022	1003.3397
TMEM99|147184	318.2127	TMEM99|147184	350.2121
TMEM9B|56674	1028.9078	TMEM9B|56674	1056.052
TMEM9|252839	1861.5745	TMEM9|252839	1287.4808
TMF1|7110	608.0459	TMF1|7110	1360.0505
lowly_expressed	lowly_expressed	TMIE|259236	10.8313
TMIGD2|126259	10.2649	lowly_expressed	lowly_expressed
TMLHE|55217	150.9548	TMLHE|55217	311.9415
TMOD1|7111	76.7847	TMOD1|7111	373.43800000000005
TMOD2|29767	217.6768	TMOD2|29767	908.7463
TMOD3|29766	1360.1026	TMOD3|29766	1377.7417
TMPO|7112	2113.8048	TMPO|7112	837.4546
TMPPE|643853	38.0406	TMPPE|643853	49.4629
TMPRSS13|84000	42.2673	TMPRSS13|84000	277.6424
TMPRSS2|7113	155.4834	TMPRSS2|7113	473.689
TMPRSS3|64699	24.4547	TMPRSS3|64699	332.88199999999995
TMPRSS4|56649	153.0682	lowly_expressed	lowly_expressed
TMPRSS6|164656	23.8509	TMPRSS6|164656	59.5722
TMPRSS9|360200	21.4386	lowly_expressed	lowly_expressed
TMSB10|9168	24069.4392	TMSB10|9168	10317.5377
lowly_expressed	lowly_expressed	TMSB15A|11013	6.1377
TMSB15B|286527	14.0992	TMSB15B|286527	44.282
TMSL3|7117	24464.6388	TMSL3|7117	26735.987
TMTC1|83857	204.3928	TMTC1|83857	2430.9053
TMTC2|160335	148.2376	TMTC2|160335	483.4371
TMTC3|160418	786.4745	TMTC3|160418	726.0583
TMTC4|84899	350.517	TMTC4|84899	386.6775
TMUB1|83590	826.9303	TMUB1|83590	262.8396
TMUB2|79089	740.2823	TMUB2|79089	879.1407
TMX1|81542	1049.4377	TMX1|81542	910.1905
TMX2|51075	2073.2131	TMX2|51075	1858.4926
TMX3|54495	741.4899	TMX3|54495	1327.9177
TMX4|56255	616.8013	TMX4|56255	977.3445
TNC|3371	2686.6933	TNC|3371	5632.6383
TNFAIP1|7126	1956.7454	TNFAIP1|7126	1967.6686
TNFAIP2|7127	1031.0212	TNFAIP2|7127	2057.2254
TNFAIP3|7128	819.0807	TNFAIP3|7128	1070.4937
TNFAIP6|7130	354.1399	TNFAIP6|7130	123.4768
TNFAIP8L1|126282	163.0312	TNFAIP8L1|126282	119.8664
TNFAIP8L2|79626	168.4655	TNFAIP8L2|79626	103.9805
TNFAIP8L3|388121	68.8354	TNFAIP8L3|388121	83.04
TNFAIP8|25816	359.8762	TNFAIP8|25816	529.6507
TNFRSF10A|8797	176.3152	TNFRSF10A|8797	135.7523
TNFRSF10B|8795	882.1798	TNFRSF10B|8795	954.2377
TNFRSF10C|8794	53.438	TNFRSF10C|8794	84.8452
TNFRSF10D|8793	11.7745	TNFRSF10D|8793	344.0744
TNFRSF11A|8792	34.7196	TNFRSF11A|8792	110.1182
TNFRSF11B|4982	104.4607	TNFRSF11B|4982	546.2587
TNFRSF12A|51330	1339.8747	TNFRSF12A|51330	276.5593
TNFRSF14|8764	803.9701	TNFRSF14|8764	784.1827
TNFRSF17|608	17.5108	TNFRSF17|608	21.3016
TNFRSF18|8784	116.2352	TNFRSF18|8784	13.3586
TNFRSF19|55504	315.4955	TNFRSF19|55504	367.1812
TNFRSF1A|7132	2174.3528	TNFRSF1A|7132	2958.7508
TNFRSF1B|7133	1287.0405	TNFRSF1B|7133	1907.7534
TNFRSF21|27242	678.0889	TNFRSF21|27242	1924.3614
TNFRSF25|8718	35.0215	TNFRSF25|8718	61.0163
TNFRSF4|7293	95.4034	TNFRSF4|7293	22.3847
TNFRSF6B|8771	74.9792	TNFRSF6B|8771	28.1217
TNFRSF8|943	50.117	TNFRSF8|943	90.9829
TNFRSF9|3604	57.6647	lowly_expressed	lowly_expressed
TNFSF10|8743	3385.9159	TNFSF10|8743	4196.4076
TNFSF11|8600	24.1528	lowly_expressed	lowly_expressed
TNFSF12-TNFSF13|407977	193.7444	TNFSF12-TNFSF13|407977	93.8857
TNFSF12|8742	465.1491	TNFSF12|8742	1013.0409
TNFSF13B|10673	343.5731	TNFSF13B|10673	58.489
TNFSF13|8741	890.8114	TNFSF13|8741	772.669
TNFSF14|8740	16.9069	TNFSF14|8740	15.1638
TNFSF15|9966	7.2458	TNFSF15|9966	25.9951
TNFSF4|7292	407.8798	TNFSF4|7292	31.4108
TNFSF8|944	83.62899999999999	TNFSF8|944	57.4059
TNFSF9|8744	52.2304	TNFSF9|8744	82.6789
TNF|7124	20.5299	TNF|7124	45.8525
TNIK|23043	109.8951	TNIK|23043	247.3147
TNIP1|10318	2456.9401	TNIP1|10318	5353.1907
TNIP2|79155	813.6463	TNIP2|79155	365.73699999999997
TNIP3|79931	17.2088	lowly_expressed	lowly_expressed
TNK1|8711	341.7616	TNK1|8711	268.6163
TNK2|10188	993.9889999999999	TNK2|10188	788.7715
TNKS1BP1|85456	6340.403	TNKS1BP1|85456	3942.5941
TNKS2|80351	1446.7507	TNKS2|80351	2010.6508
TNKS|8658	1360.2083	TNKS|8658	1395.9563
lowly_expressed	lowly_expressed	TNMD|64102	1212.3838
lowly_expressed	lowly_expressed	TNNC1|7134	5.0546
lowly_expressed	lowly_expressed	TNNC2|7125	16.969
TNNI1|7135	41.6635	TNNI1|7135	22.7457
lowly_expressed	lowly_expressed	TNNI2|7136	8.665
lowly_expressed	lowly_expressed	TNNI3K|51086	64.4462
TNNT1|7138	171.7865	lowly_expressed	lowly_expressed
TNNT2|7139	9.3592	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TNNT3|7140	231.7899
TNN|63923	246.3582	TNN|63923	270.0605
TNPO1|3842	2606.3854	TNPO1|3842	2742.4858
TNPO2|30000	1521.6243	TNPO2|30000	1913.8911
TNPO3|23534	1612.1971	TNPO3|23534	1102.9876
TNRC18|84629	4216.4692	TNRC18|84629	1600.1444
TNRC6A|27327	920.8242	TNRC6A|27327	1532.6293
TNRC6B|23112	425.9944	TNRC6B|23112	1068.3275
TNRC6C|57690	1013.8365	TNRC6C|57690	949.685
TNS1|7145	2868.1409999999996	TNS1|7145	31405.3615
TNS3|64759	2136.6141	TNS3|64759	4988.8979
TNS4|84951	124.3867	TNS4|84951	1140.1751
TNXB|7148	203.01	TNXB|7148	11123.1736
TOB1|10140	2794.3271	TOB1|10140	2583.5906
TOB2|10766	1007.4723	TOB2|10766	2464.1213
TOE1|114034	256.9945	TOE1|114034	221.6518
TOLLIP|54472	810.0234	TOLLIP|54472	1396.5159
TOM1L1|10040	962.0802	TOM1L1|10040	781.4639999999999
TOM1L2|146691	886.1046	TOM1L2|146691	2218.9728
TOM1|10043	1234.8102	TOM1|10043	1159.6715
TOMM20|9804	4589.6294	TOMM20|9804	4231.4288
TOMM22|56993	1063.9294	TOMM22|56993	938.7129
TOMM34|10953	1284.6253	TOMM34|10953	576.9474
TOMM40L|84134	620.6385	TOMM40L|84134	436.6279
TOMM40|10452	1333.5346	TOMM40|10452	440.1119
TOMM5|401505	1705.4631	TOMM5|401505	696.0845
TOMM6|100188893	1966.5424	TOMM6|100188893	1480.3935
TOMM70A|9868	2134.1837	TOMM70A|9868	2166.6035
TOMM7|54543	1758.0195	TOMM7|54543	2267.3526
TOP1MT|116447	761.7179	TOP1MT|116447	232.512
TOP1P1|7151	124.3867	TOP1P1|7151	67.8762
TOP1P2|7152	9.3592	lowly_expressed	lowly_expressed
TOP1|7150	3524.7943	TOP1|7150	2116.0755
TOP2A|7153	4434.146	TOP2A|7153	100.3701
TOP2B|7155	2989.8106	TOP2B|7155	3946.5656
TOP3A|7156	473.3942	TOP3A|7156	412.3116
TOP3B|8940	202.5813	TOP3B|8940	250.5641
TOPBP1|11073	914.4841	TOPBP1|11073	771.5498
TOPORS|10210	578.1568	TOPORS|10210	787.4357
TOR1AIP1|26092	1530.3797	TOR1AIP1|26092	2429.4611
TOR1AIP2|163590	313.3821	TOR1AIP2|163590	520.6246
TOR1A|1861	1430.7495	TOR1A|1861	837.6207
TOR1B|27348	857.4232	TOR1B|27348	496.7957
TOR2A|27433	451.9586	TOR2A|27433	171.8567
TOR3A|64222	1909.2762	TOR3A|64222	758.9133
TOX2|84969	82.7232	TOX2|84969	92.7882
TOX3|27324	281.6816	TOX3|27324	185.2153
TOX4|9878	1999.6105	TOX4|9878	2045.5167
TOX|9760	100.8378	TOX|9760	70.7645
lowly_expressed	lowly_expressed	TP53AIP1|63970	31.0497
TP53BP1|7158	976.9794	TP53BP1|7158	1410.5966
TP53BP2|7159	952.8266	TP53BP2|7159	935.4635
TP53I11|9537	5197.9772	TP53I11|9537	2881.4875
TP53I13|90313	524.4169	TP53I13|90313	232.512
TP53I3|9540	218.2806	TP53I3|9540	228.5405
TP53INP1|94241	1267.7183	TP53INP1|94241	1148.1181
TP53INP2|58476	1268.0202	TP53INP2|58476	997.2019
TP53RK|112858	1002.6417	TP53RK|112858	432.53
TP53TG1|11257	314.2879	TP53TG1|11257	213.0156
lowly_expressed	lowly_expressed	TP53TG3B|729355	5.7767
TP53|7157	953.4304	TP53|7157	1190.7212
TP63|8626	189.5992	TP63|8626	1122.845
TP73|7161	143.407	TP73|7161	33.577
TPBG|7162	1788.5123	TPBG|7162	701.1463
TPCN1|53373	877.9531	TPCN1|53373	1724.3434
TPCN2|219931	418.504	TPCN2|219931	449.2138
TPD52L1|7164	1041.89	TPD52L1|7164	860.7275
TPD52L2|7165	6805.3438	TPD52L2|7165	2770.6472
TPD52|7163	10301.1035	TPD52|7163	1456.2975
TPI1P2|286016	12.6802	TPI1P2|286016	12.9976
TPI1|7167	8793.7203	TPI1|7167	3749.0748
TPK1|27010	69.1373	TPK1|27010	91.344
TPM1|7168	5340.4453	TPM1|7168	6532.6329
TPM2|7169	3133.2176	TPM2|7169	2212.4741
TPM3|7170	23035.3989	TPM3|7170	4712.6997
TPM4|7171	17967.8466	TPM4|7171	10979.6913
TPMT|7172	670.8431	TPMT|7172	414.1168
lowly_expressed	lowly_expressed	TPO|7173	50.185
TPP1|1200	4713.7142	lowly_expressed	lowly_expressed
TPP2|7174	622.5376	TPP2|7174	1076.6315
TPPP3|51673	205.9023	TPPP3|51673	948.8221
TPPP|11076	106.2722	TPPP|11076	465.746
TPRA1|131601	755.0759	TPRA1|131601	615.9401
TPRG1L|127262	1561.1744	TPRG1L|127262	1986.8219
TPRG1|285386	98.7244	TPRG1|285386	296.7777
TPRKB|51002	377.9908	TPRKB|51002	231.0678
TPRN|286262	1136.0857	TPRN|286262	135.3913
TPRXL|348825	124.6887	TPRXL|348825	10.8313
TPR|7175	3516.7394	TPR|7175	3673.0607
TPSAB1|7177	205.2985	TPSAB1|7177	248.7589
TPSB2|64499	393.99199999999996	TPSB2|64499	596.0827
TPSG1|25823	19.3222	TPSG1|25823	10.8313
TPST1|8460	321.8356	TPST1|8460	425.3091
TPST2|8459	585.7046	TPST2|8459	1209.4954
TPT1|7178	30180.9948	TPT1|7178	53723.2602
lowly_expressed	lowly_expressed	TPTE2P1|646405	7.943
lowly_expressed	lowly_expressed	TPTE|7179	5.3651
TPX2|22974	2206.6571	TPX2|22974	70.4035
TRA2A|29896	1515.5861	TRA2A|29896	1038.3609
TRA2B|6434	2207.5628	TRA2B|6434	2199.4765
TRABD|80305	472.7904	TRABD|80305	260.3123
TRADD|8717	359.2724	TRADD|8717	234.3172
TRAF1|7185	429.3154	TRAF1|7185	191.35299999999998
TRAF2|7186	1242.3579	TRAF2|7186	159.2201
TRAF3IP1|26146	619.5185	TRAF3IP1|26146	501.1283
TRAF3IP2|10758	312.7783	TRAF3IP2|10758	856.7560000000001
TRAF3IP3|80342	249.6792	TRAF3IP3|80342	64.6268
TRAF3|7187	184.1648	TRAF3|7187	256.7019
TRAF4|9618	2832.8176	TRAF4|9618	852.0625
TRAF5|7188	473.3942	TRAF5|7188	429.6417
TRAF6|7189	214.0539	TRAF6|7189	311.2194
TRAF7|84231	2663.5037	TRAF7|84231	1385.8688
TRAFD1|10906	2234.1309	TRAFD1|10906	874.4472
TRAIP|10293	61.5896	TRAIP|10293	27.4393
TRAK1|22906	1215.7899	TRAK1|22906	2136.2939
TRAK2|66008	1162.9557	TRAK2|66008	2514.6674
TRAM1L1|133022	67.0239	TRAM1L1|133022	89.1777
TRAM1|23471	7096.6865	TRAM1|23471	3890.2428
TRAM2|9697	1283.4176	TRAM2|9697	2147.1252
TRANK1|9881	1045.8148	TRANK1|9881	754.2197
TRAP1|10131	2145.9129	TRAP1|10131	1124.1339
TRAPPC10|7109	1054.8721	TRAPPC10|7109	1272.317
TRAPPC1|58485	1328.7041	TRAPPC1|58485	1133.3153
TRAPPC2L|51693	582.3836	TRAPPC2L|51693	476.9384
TRAPPC2P1|10597	149.3909	TRAPPC2P1|10597	114.0644
TRAPPC2|6399	179.0324	TRAPPC2|6399	264.2838
TRAPPC3|27095	1295.494	TRAPPC3|27095	1080.6029
TRAPPC4|51399	664.2011	TRAPPC4|51399	698.9801
TRAPPC5|126003	626.7643	TRAPPC5|126003	311.2194
TRAPPC6A|79090	471.5828	TRAPPC6A|79090	188.1036
TRAPPC6B|122553	623.1414	TRAPPC6B|122553	677.3174
TRAPPC9|83696	1756.2079999999999	TRAPPC9|83696	643.7404
TRAT1|50852	77.5908	TRAT1|50852	11.9144
TRDMT1|1787	33.512	TRDMT1|1787	124.921
lowly_expressed	lowly_expressed	TRDN|10345	114.8118
TREM1|54210	26.568	TREM1|54210	65.7099
TREM2|54209	694.3919999999999	TREM2|54209	374.041
TRERF1|55809	161.2197	TRERF1|55809	257.0629
TREX1|11277	444.2962	TREX1|11277	344.7676
lowly_expressed	lowly_expressed	TRHDE|29953	163.123
lowly_expressed	lowly_expressed	TRH|7200	23.8289
TRIAP1|51499	755.6797	TRIAP1|51499	450.2211
TRIB1|10221	1422.296	TRIB1|10221	4264.2838
TRIB2|28951	912.0688	TRIB2|28951	1243.7946
TRIB3|57761	674.7679	TRIB3|57761	270.7826
TRIL|9865	713.1104	TRIL|9865	826.0673
TRIM11|81559	885.5008	TRIM11|81559	253.0914
TRIM13|10206	507.356	TRIM13|10206	798.9782
TRIM14|9830	2152.5157	TRIM14|9830	924.7297
TRIM16L|147166	88.7976	TRIM16L|147166	264.5473
TRIM16|10626	457.0337	TRIM16|10626	688.0116
lowly_expressed	lowly_expressed	TRIM17|51127	16.969
TRIM21|6737	707.0722	TRIM21|6737	410.8674
TRIM22|10346	1477.5455	TRIM22|10346	1545.9879
TRIM23|373	272.9263	TRIM23|373	439.3898
TRIM24|8805	995.6978	TRIM24|8805	665.7641
TRIM25|7706	859.2347	TRIM25|7706	1596.1296
TRIM26|7726	4336.3273	TRIM26|7726	1191.4433
TRIM27|5987	1772.5111	TRIM27|5987	1112.7358
TRIM28|10155	6185.2215	TRIM28|10155	3577.2182
TRIM29|23650	233.3761	TRIM29|23650	3011.4631
TRIM2|23321	300.4	lowly_expressed	lowly_expressed
TRIM31|11074	16.3031	lowly_expressed	lowly_expressed
TRIM32|22954	595.6676	TRIM32|22954	468.2733
TRIM33|51592	1136.3877	TRIM33|51592	1137.6478
TRIM34|53840	223.715	TRIM34|53840	340.4639
TRIM35|23087	377.0851	TRIM35|23087	459.2472
TRIM36|55521	123.48100000000001	TRIM36|55521	91.705
TRIM37|4591	856.602	TRIM37|4591	718.5161
TRIM38|10475	619.5185	TRIM38|10475	624.2441
TRIM39|56658	643.1187	TRIM39|56658	424.9337
