gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
TRIM3|10612	521.6998	TRIM3|10612	327.8274
TRIM41|90933	578.1599	TRIM41|90933	543.883
TRIM44|54765	1297.3055	TRIM44|54765	1641.3034
TRIM45|80263	152.4643	TRIM45|80263	156.6928
TRIM46|80128	38.0406	TRIM46|80128	20.9405
TRIM47|91107	2112.1594	TRIM47|91107	442.6392
TRIM4|89122	704.355	TRIM4|89122	1057.1351
lowly_expressed	lowly_expressed	TRIM50|135892	5.4157
TRIM52|84851	93.2901	TRIM52|84851	145.8615
TRIM56|81844	411.5028	TRIM56|81844	319.1624
TRIM58|25893	20.5299	TRIM58|25893	72.5697
TRIM59|286827	328.8158	TRIM59|286827	54.0879
TRIM5|85363	292.327	TRIM5|85363	603.2061
lowly_expressed	lowly_expressed	TRIM61|391712	12.9976
TRIM62|55223	601.4039	TRIM62|55223	231.4288
TRIM63|84676	5.7363	lowly_expressed	lowly_expressed
TRIM65|201292	978.4889	TRIM65|201292	411.9505
TRIM66|9866	73.36399999999999	TRIM66|9866	365.3759
lowly_expressed	lowly_expressed	TRIM67|440730	10.1092
TRIM68|55128	132.8402	TRIM68|55128	350.2121
TRIM69|140691	21.3903	TRIM69|140691	12.2755
TRIM6|117854	50.117	TRIM6|117854	280.1697
TRIM7|81786	8.7554	TRIM7|81786	25.273000000000003
TRIM8|81603	1412.0311	TRIM8|81603	2802.78
TRIM9|114088	14.4917	TRIM9|114088	51.9903
TRIOBP|11078	1366.7447	TRIOBP|11078	1864.0672
TRIO|7204	1515.888	TRIO|7204	2756.5665
TRIP10|9322	669.3335	TRIP10|9322	1145.9518
TRIP11|9321	823.9112	TRIP11|9321	1468.0025
TRIP12|9320	3539.8898	TRIP12|9320	4531.4559
TRIP13|9319	755.3778	TRIP13|9319	42.2421
TRIP4|9325	686.8443	TRIP4|9325	544.0924
TRIP6|7205	1124.0094	TRIP6|7205	714.5049
TRIT1|54802	357.159	TRIT1|54802	317.3572
TRMT112|51504	3228.0172	TRMT112|51504	1227.1866
TRMT11|60487	136.765	TRMT11|60487	196.4076
TRMT12|55039	580.5721	TRMT12|55039	318.4403
TRMT1|55621	581.4778	TRMT1|55621	348.0459
TRMT2A|27037	435.0517	TRMT2A|27037	345.5185
TRMT2B|79979	321.8356	TRMT2B|79979	476.9384
TRMT5|57570	301.9096	TRMT5|57570	464.3018
TRMT61A|115708	391.5767	TRMT61A|115708	201.4622
TRMT61B|55006	233.0983	TRMT61B|55006	244.9246
TRMT6|51605	383.7271	TRMT6|51605	324.578
TRMU|55687	174.5037	TRMU|55687	149.833
TRNAU1AP|54952	273.5301	TRNAU1AP|54952	278.0034
TRNP1|388610	30.7948	TRNP1|388610	130.6977
TRNT1|51095	203.1278	TRNT1|51095	266.3598
TROAP|10024	1056.6835	TROAP|10024	5.7767
TROVE2|6738	1049.8423	TROVE2|6738	991.8332
TRO|7216	114.7256	TRO|7216	267.1721
TRPA1|8989	58.2353	lowly_expressed	lowly_expressed
TRPC1|7220	79.1003	TRPC1|7220	184.4932
lowly_expressed	lowly_expressed	TRPC3|7222	6.8598
TRPC4AP|26133	3222.5828	TRPC4AP|26133	2326.5638
TRPC4|7223	5.4344	TRPC4|7223	5.4157
TRPC6|7225	28.3795	TRPC6|7225	136.1134
TRPM2|7226	252.0945	TRPM2|7226	136.8355
TRPM4|54795	1614.6124	TRPM4|54795	697.5359
lowly_expressed	lowly_expressed	TRPM6|140803	78.7075
TRPM7|54822	573.9301	TRPM7|54822	1327.5566
TRPS1|7227	4080.6099	TRPS1|7227	4703.6736
TRPT1|83707	509.3215	TRPT1|83707	344.4354
TRPV1|7442	72.7783	TRPV1|7442	189.5478
TRPV2|51393	548.2678	TRPV2|51393	381.9839
lowly_expressed	lowly_expressed	TRPV3|162514	11.1057
TRPV4|59341	74.2698	TRPV4|59341	219.5144
TRPV6|55503	6.642	TRPV6|55503	250.2031
TRRAP|8295	2167.3636	TRRAP|8295	1962.8270000000002
TRUB1|142940	461.6197	TRUB1|142940	444.0834
TRUB2|26995	698.0149	TRUB2|26995	505.0997
TSC1|7248	879.7645	TSC1|7248	1173.3911
TSC22D1|8848	2544.192	TSC22D1|8848	7725.246
TSC22D2|9819	365.6125	TSC22D2|9819	715.5880000000001
TSC22D3|1831	2710.2423	TSC22D3|1831	3649.7879
TSC22D4|81628	1153.5965	TSC22D4|81628	662.1536
TSC2|7249	1733.5648	TSC2|7249	1614.2251
TSEN15|116461	996.9054	TSEN15|116461	457.44199999999995
TSEN2|80746	140.6899	TSEN2|80746	152.7214
TSEN34|79042	1480.5646	TSEN34|79042	689.2319
TSEN54|283989	1439.8068	TSEN54|283989	236.8445
TSFM|10102	847.4602	TSFM|10102	482.715
TSG101|7251	2280.0211	TSG101|7251	1394.3497
TSGA10|80705	28.6814	TSGA10|80705	62.8216
TSGA14|95681	384.6328	TSGA14|95681	235.0393
lowly_expressed	lowly_expressed	TSHR|7253	11.1923
TSHZ1|10194	416.9371	TSHZ1|10194	1295.0627
TSHZ2|128553	110.8008	TSHZ2|128553	587.0566
TSHZ3|57616	422.0696	TSHZ3|57616	418.4493
TSIX|9383	16.6775	TSIX|9383	11.4523
TSKU|25987	2798.3999	TSKU|25987	2794.8371
lowly_expressed	lowly_expressed	TSLP|85480	77.2633
TSNARE1|203062	126.5001	TSNARE1|203062	162.8306
TSNAXIP1|55815	6.0382	TSNAXIP1|55815	23.4678
TSNAX|7257	1313.3067	TSNAX|7257	967.2534
TSN|7247	1751.9813	TSN|7247	1770.918
TSPAN10|83882	34.1158	TSPAN10|83882	31.0497
TSPAN11|441631	52.5323	TSPAN11|441631	196.7687
TSPAN12|23554	152.4643	TSPAN12|23554	389.2048
TSPAN13|27075	6070.194	TSPAN13|27075	1815.6873
TSPAN14|81619	2069.2882	TSPAN14|81619	3490.5677
TSPAN15|23555	2193.0712	TSPAN15|23555	1673.4362
TSPAN17|26262	1509.8498	TSPAN17|26262	611.9686
TSPAN18|90139	434.7498	TSPAN18|90139	888.5278
TSPAN1|10103	721.8658	TSPAN1|10103	383.7892
TSPAN2|10100	253.90599999999998	TSPAN2|10100	212.6546
TSPAN31|6302	1305.1551	TSPAN31|6302	1283.5093
TSPAN32|10077	9.0573	TSPAN32|10077	11.5534
TSPAN33|340348	591.4409	TSPAN33|340348	260.6733
TSPAN3|10099	2382.6704	TSPAN3|10099	7159.852
TSPAN4|7106	678.0889	TSPAN4|7106	1375.2144
TSPAN5|10098	54.3437	TSPAN5|10098	201.4622
TSPAN6|7105	284.0969	TSPAN6|7105	1549.9594
TSPAN7|7102	98.1206	TSPAN7|7102	1839.8772
lowly_expressed	lowly_expressed	TSPAN8|7103	22.0236
TSPAN9|10867	1643.2938	TSPAN9|10867	1837.3499
TSPO|706	1304.8532	TSPO|706	1577.0376
TSPYL1|7259	1155.1091	TSPYL1|7259	2847.8419
TSPYL2|64061	602.9134	TSPYL2|64061	651.3223
TSPYL3|128854	19.3222	TSPYL3|128854	24.912
TSPYL4|23270	473.0923	TSPYL4|23270	891.4162
TSPYL5|85453	182.9572	TSPYL5|85453	681.2889
TSR1|55720	1245.9748	TSR1|55720	1118.5486
TSR2|90121	1290.6634	TSR2|90121	543.0093
TSSC1|7260	671.7488	TSSC1|7260	254.8967
TSSC4|10078	554.6079	TSSC4|10078	311.5805
TSSK3|81629	12.6319	TSSK3|81629	23.5184
TSSK4|283629	9.0573	TSSK4|283629	11.9144
TSSK6|83983	9.963	TSSK6|83983	9.7482
TSTA3|7264	7021.5111	TSTA3|7264	542.2872
TSTD1|100131187	1351.3473	TSTD1|100131187	507.62699999999995
TSTD2|158427	283.6954	TSTD2|158427	628.4574
TST|7263	247.2639	TST|7263	736.5286
TTBK1|84630	45.8903	lowly_expressed	lowly_expressed
TTBK2|146057	39.8521	TTBK2|146057	312.3026
TTC12|54970	179.9381	TTC12|54970	227.8184
TTC13|79573	233.3761	TTC13|79573	258.14599999999996
TTC14|151613	482.1496	TTC14|151613	784.5473
TTC15|51112	621.3299	TTC15|51112	728.2246
TTC16|158248	5.1325	lowly_expressed	lowly_expressed
TTC17|55761	1425.3151	TTC17|55761	1922.9172
TTC18|118491	17.555999999999997	TTC18|118491	100.7961
TTC19|54902	868.8444	TTC19|54902	1253.781
TTC1|7265	1078.421	TTC1|7265	1027.1685
TTC21A|199223	119.2543	TTC21A|199223	63.1826
TTC21B|79809	263.869	TTC21B|79809	562.141
TTC22|55001	5.1325	TTC22|55001	39.3537
TTC23L|153657	5.1325	TTC23L|153657	14.4417
TTC23|64927	191.1088	TTC23|64927	468.2733
TTC25|83538	23.8509	TTC25|83538	13.3586
TTC26|79989	173.59799999999998	TTC26|79989	118.0612
TTC27|55622	690.4672	TTC27|55622	501.1283
TTC28|23331	292.0764	lowly_expressed	lowly_expressed
TTC30A|92104	168.1636	TTC30A|92104	370.7916
TTC30B|150737	217.07299999999998	TTC30B|150737	248.3979
TTC31|64427	473.3942	TTC31|64427	441.9171
TTC32|130502	22.9451	TTC32|130502	28.5224
TTC33|23548	256.0193	TTC33|23548	427.1144
TTC35|9694	1233.6025	TTC35|9694	834.7324
lowly_expressed	lowly_expressed	TTC36|143941	62.8216
TTC37|9652	1268.9260000000002	TTC37|9652	2286.849
TTC38|55020	313.986	TTC38|55020	864.699
TTC39A|22996	3012.1519	TTC39A|22996	1968.0477
TTC39B|158219	352.6304	TTC39B|158219	133.225
TTC39C|125488	550.3812	TTC39C|125488	646.6288
TTC3|7267	4216.7711	TTC3|7267	7693.8352
TTC4|7268	688.9577	TTC4|7268	549.1469999999999
TTC5|91875	232.7723	TTC5|91875	223.4859
TTC7A|57217	741.1276	TTC7A|57217	741.1102
TTC7B|145567	254.5098	TTC7B|145567	770.1056
TTC8|123016	342.0636	TTC8|123016	586.6956
TTC9C|283237	449.5434	TTC9C|283237	267.8942
TTC9|23508	1583.5157	TTC9|23508	438.3067
TTF1|7270	627.0662	TTF1|7270	356.3499
TTF2|8458	589.0256	TTF2|8458	427.1144
TTK|7272	426.2963	TTK|7272	22.3847
lowly_expressed	lowly_expressed	TTLL10|254173	19.4963
TTLL11|158135	47.7017	TTLL11|158135	97.8428
TTLL12|23170	1480.5646	TTLL12|23170	831.1219
TTLL13|440307	6.6662	TTLL13|440307	8.4195
TTLL1|25809	153.3701	TTLL1|25809	215.5429
TTLL3|26140	209.2415	TTLL3|26140	588.8763
TTLL4|9654	442.9014	TTLL4|9654	432.53
TTLL5|23093	488.1878	TTLL5|23093	600.0542
TTLL7|79739	106.2722	TTLL7|79739	142.9732
TTLL9|164395	6.0382	TTLL9|164395	14.8028
TTL|150465	686.8443	TTL|150465	788.5188
TTN|7273	89.9841	lowly_expressed	lowly_expressed
TTPAL|79183	670.5412	TTPAL|79183	455.9978
lowly_expressed	lowly_expressed	TTPA|7274	18.0522
TTYH1|57348	11.4726	TTYH1|57348	188.8257
TTYH2|94015	153.0772	TTYH2|94015	180.5073
TTYH3|80727	2016.756	TTYH3|80727	989.9810000000001
TUBA1A|7846	3470.6016	TUBA1A|7846	7638.4547
TUBA1B|10376	26788.3282	TUBA1B|10376	12696.6405
TUBA1C|84790	6960.5253	TUBA1C|84790	1557.5413
TUBA3E|112714	5.1325	TUBA3E|112714	5.0546
TUBA4A|7277	288.0217	TUBA4A|7277	463.5797
TUBA8|51807	31.3986	TUBA8|51807	49.824
TUBAL3|79861	11.4726	TUBAL3|79861	6.8598
TUBB1|81027	21.1337	TUBB1|81027	42.6031
TUBB2A|7280	464.6388	TUBB2A|7280	2649.6976
TUBB2B|347733	11.8469	TUBB2B|347733	249.12
TUBB2C|10383	7634.3875	TUBB2C|10383	4015.8859
TUBB3|10381	373.5648	TUBB3|10381	116.4762
TUBB4|10382	50.4189	TUBB4|10382	81.9569
TUBB6|84617	1317.2255	TUBB6|84617	3502.2042
TUBBP5|643224	43.1731	lowly_expressed	lowly_expressed
TUBB|203068	28472.4885	TUBB|203068	12592.8333
TUBD1|51174	169.3713	TUBD1|51174	220.2365
TUBE1|51175	81.5156	TUBE1|51175	291.7231
TUBG1|7283	2556.5703	TUBG1|7283	688.5098
TUBG2|27175	439.2784	TUBG2|27175	496.0737
TUBGCP2|10844	1147.7213	TUBGCP2|10844	1155.4111
TUBGCP3|10426	399.7283	TUBGCP3|10426	621.3557
TUBGCP4|27229	195.6374	TUBGCP4|27229	290.2789
TUBGCP5|114791	172.3904	TUBGCP5|114791	422.0598
TUBGCP6|85378	475.5076	TUBGCP6|85378	806.571
TUB|7275	127.7078	TUB|7275	336.1314
TUFM|7284	5157.8232	TUFM|7284	2307.4285
TUFT1|7286	1277.3794	TUFT1|7286	487.4086
TUG1|55000	3144.0863	TUG1|55000	4212.2935
TULP3|7289	569.7034	TULP3|7289	843.0364
TULP4|56995	927.4662	TULP4|56995	948.1
TUSC1|286319	377.6889	TUSC1|286319	341.186
TUSC2|11334	336.9311	TUSC2|11334	602.9425
TUSC3|7991	781.0401	TUSC3|7991	735.0844
TUSC5|286753	20.8318	TUSC5|286753	6738.1533
TUT1|64852	582.3836	TUT1|64852	491.019
TWF1|5756	2642.9164	TWF1|5756	1540.9333
TWF2|11344	1493.9875	TWF2|11344	709.6561
TWIST1|7291	109.5932	TWIST1|7291	292.0841
TWIST2|117581	20.2279	TWIST2|117581	89.8998
TWISTNB|221830	547.9659	TWISTNB|221830	488.1307
TWSG1|57045	1130.3495	TWSG1|57045	796.8228
TXK|7294	6.0382	TXK|7294	12.6365
TXLNA|200081	2332.2515	TXLNA|200081	1909.9197
TXLNB|167838	24.7566	TXLNB|167838	155.6097
TXLNG|55787	125.2925	TXLNG|55787	355.6278
TXN2|25828	1328.1002	TXN2|25828	1438.7579999999998
TXNDC11|51061	1568.7222	TXNDC11|51061	1122.845
TXNDC12|51060	1679.8249	TXNDC12|51060	1274.4833
TXNDC15|79770	1265.303	TXNDC15|79770	1251.7375
TXNDC16|57544	287.7198	TXNDC16|57544	390.649
TXNDC17|84817	1099.1471	TXNDC17|84817	418.8284
TXNDC5|81567	4551.6099	TXNDC5|81567	6330.4955
TXNDC9|10190	747.2262	TXNDC9|10190	505.8218
TXNIP|10628	6734.0931	TXNIP|10628	37445.2568
TXNL1|9352	1300.6265	TXNL1|9352	1143.4245
TXNL4A|10907	672.3526	TXNL4A|10907	594.6385
TXNL4B|54957	179.6362	TXNL4B|54957	126.7262
TXNRD1|7296	2187.6368	TXNRD1|7296	2326.9248
TXNRD2|10587	235.1876	TXNRD2|10587	245.5095
TXNRD3IT1|645840	124.9906	TXNRD3IT1|645840	273.3099
TXN|7295	4447.7319	TXN|7295	1539.4891
TYK2|7297	1478.4512	TYK2|7297	961.0976
TYMP|1890	4666.3144	TYMP|1890	458.1641
TYMS|7298	902.1662	TYMS|7298	78.2995
TYRO3|7301	177.2209	TYRO3|7301	1199.7473
TYROBP|7305	1777.0398	TYROBP|7305	975.5393
TYSND1|219743	758.6988	TYSND1|219743	543.0093
TYW1B|441250	44.3807	TYW1B|441250	48.3798
TYW1|55253	524.7188	TYW1|55253	426.7533
TYW3|127253	394.9853	TYW3|127253	717.2488
U2AF1L4|199746	104.7022	U2AF1L4|199746	106.8364
U2AF1|7307	1362.5179	U2AF1|7307	859.2833
U2AF2|11338	3343.9505	U2AF2|11338	1708.0964
UACA|55075	1701.8643	UACA|55075	2589.0423
UAP1L1|91373	985.4329	UAP1L1|91373	277.6424
UAP1|6675	1665.9371	UAP1|6675	1789.6922
UBA1|7317	10645.6336	UBA1|7317	7212.5643
UBA2|10054	1891.7654	UBA2|10054	2858.0197
UBA3|9039	573.3263	UBA3|9039	969.4016
UBA52|7311	7877.4247	UBA52|7311	6363.7512
UBA5|79876	550.6831	UBA5|79876	706.2515
UBA6|55236	856.2156	UBA6|55236	917.7724
UBA7|7318	1052.7587	UBA7|7318	857.8392
UBAC1|10422	1088.384	UBAC1|10422	550.5912
UBAC2|337867	1363.3814	UBAC2|337867	1141.5326
UBAP1|51271	1268.5939	UBAP1|51271	1730.8421
UBAP2L|9898	6574.6849	UBAP2L|9898	2726.2388
UBAP2|55833	1105.8948	UBAP2|55833	816.3192
UBASH3A|53347	98.1206	UBASH3A|53347	11.9144
UBASH3B|84959	120.7638	UBASH3B|84959	153.4435
UBB|7314	14439.1275	UBB|7314	11315.4617
UBC|7316	51594.8373	UBC|7316	33910.2807
UBD|10537	2040.9087	UBD|10537	198.9349
UBE2A|7319	1866.405	UBE2A|7319	1266.1793
UBE2B|7320	1011.699	UBE2B|7320	1128.6217
UBE2CBP|90025	49.2113	UBE2CBP|90025	37.1875
UBE2C|11065	1673.7867	UBE2C|11065	11.1923
UBE2D1|7321	359.2724	UBE2D1|7321	297.1387
UBE2D2|7322	1897.5017	UBE2D2|7322	1244.8777
UBE2D3|7323	3967.6957	UBE2D3|7323	4700.7853
UBE2D4|51619	237.5726	UBE2D4|51619	544.4138
UBE2E1|7324	1433.7686	UBE2E1|7324	1088.9069
UBE2E2|7325	422.3715	UBE2E2|7325	508.7102
UBE2E3|10477	685.9386	UBE2E3|10477	1017.0593
UBE2F|140739	995.5649	UBE2F|140739	506.1829
UBE2G1|7326	896.3695	UBE2G1|7326	1312.7539
UBE2G2|7327	1304.2494	UBE2G2|7327	1661.5218
UBE2H|7328	2179.4852	UBE2H|7328	2118.9638
UBE2I|7329	2446.0714	UBE2I|7329	1274.1222
UBE2J1|51465	1571.1374	UBE2J1|51465	1723.2602
UBE2J2|118424	895.4638	UBE2J2|118424	592.4722
UBE2K|3093	2124.8396	UBE2K|3093	1697.9872
UBE2L3|7332	1915.6163	UBE2L3|7332	2063.0021
UBE2L6|9246	7930.5608	UBE2L6|9246	1270.1507
UBE2MP1|606551	138.2746	UBE2MP1|606551	63.1826
UBE2M|9040	1411.1254	UBE2M|9040	588.1397
UBE2NL|389898	11.4726	lowly_expressed	lowly_expressed
UBE2N|7334	2102.8002	UBE2N|7334	1436.2307
UBE2O|63893	1803.9097	UBE2O|63893	635.7975
UBE2Q1|55585	3806.7779	UBE2Q1|55585	1514.9382
lowly_expressed	lowly_expressed	UBE2Q2P1|388165	33.9381
UBE2Q2|92912	854.706	UBE2Q2|92912	1031.14
UBE2QL1|134111	75.4774	UBE2QL1|134111	45.4915
UBE2R2|54926	1977.2058	UBE2R2|54926	1757.5593
UBE2S|27338	682.0137	UBE2S|27338	75.8191
UBE2T|29089	448.6376	UBE2T|29089	33.216
UBE2V1|7335	5368.2542	UBE2V1|7335	2908.1325
UBE2V2|7336	944.3732	UBE2V2|7336	677.6785
UBE2W|55284	990.2634	UBE2W|55284	633.2702
UBE2Z|65264	4565.4766	UBE2Z|65264	2235.5808
UBE3A|7337	797.6451	UBE3A|7337	1903.0598
UBE3B|89910	1233.9044	UBE3B|89910	1542.3775
UBE3C|9690	2920.0694	UBE3C|9690	2587.5982
UBE4A|9354	1394.5203	UBE4A|9354	2105.2442
UBE4B|10277	1307.5704	UBE4B|10277	1603.3938
UBFD1|56061	2586.4594	UBFD1|56061	1340.5542
UBIAD1|29914	629.7834	UBIAD1|29914	558.1731
UBL3|5412	1081.4401	UBL3|5412	1704.486
UBL4A|8266	1445.5431	UBL4A|8266	737.2507
UBL5|59286	2331.9496	UBL5|59286	1286.3977
UBL7|84993	789.7955	UBL7|84993	805.1268
UBLCP1|134510	404.2569	UBLCP1|134510	562.5056
UBN1|29855	1726.0171	UBN1|29855	1460.7817
UBN2|254048	907.8421	UBN2|254048	886.0005
UBOX5|22888	212.2062	UBOX5|22888	362.4876
UBP1|7342	1499.8868	UBP1|7342	2791.5877
UBQLN1|29979	4338.4406	UBQLN1|29979	3326.2929999999997
UBQLN2|29978	1183.7875	UBQLN2|29978	1342.7205
UBQLN4|56893	2223.2621	UBQLN4|56893	1130.0659
lowly_expressed	lowly_expressed	UBQLNL|143630	7.5819
UBR1|197131	646.6903	UBR1|197131	1219.2436
UBR2|23304	1172.013	UBR2|23304	1219.6047
UBR3|130507	1257.4534	UBR3|130507	1856.8463
UBR4|23352	3646.1620000000003	UBR4|23352	5523.6032
UBR5|51366	3314.0614	UBR5|51366	3665.3128
UBR7|55148	990.2634	UBR7|55148	1054.2468
UBTD1|80019	332.1005	UBTD1|80019	303.9986
UBTD2|92181	970.6393	UBTD2|92181	920.6607
UBTF|7343	3217.7523	UBTF|7343	2195.8661
UBXN10|127733	81.2137	UBXN10|127733	375.8462
UBXN11|91544	348.4037	UBXN11|91544	233.9561
UBXN1|51035	1911.0876	UBXN1|51035	954.9598
UBXN2A|165324	233.0742	UBXN2A|165324	371.8747
UBXN2B|137886	593.8561	UBXN2B|137886	767.9393
UBXN4|23190	3103.6305	UBXN4|23190	3073.9236
UBXN6|80700	1269.8317	UBXN6|80700	1315.2812
UBXN7|26043	209.5252	UBXN7|26043	491.7411
UBXN8|7993	285.0026	UBXN8|7993	186.2984
UCA1|652995	5.4344	lowly_expressed	lowly_expressed
UCHL1|7345	324.2509	UCHL1|7345	1234.7685
UCHL3|7347	283.4931	UCHL3|7347	375.1241
UCHL5|51377	422.8727	UCHL5|51377	380.8539
UCK1|83549	1159.0309	UCK1|83549	563.2277
UCK2|7371	434.7498	UCK2|7371	211.5714
UCKL1AS|100113386	17.5742	UCKL1AS|100113386	8.0404
UCKL1|54963	1083.8071	UCKL1|54963	412.6654
lowly_expressed	lowly_expressed	UCP1|7350	11.1923
UCP2|7351	3442.373	UCP2|7351	3172.1274
UCP3|7352	12.3783	UCP3|7352	17.3301
UEVLD|55293	436.8632	UEVLD|55293	376.5683
UFC1|51506	3346.9696	UFC1|51506	1835.9058
UFD1L|7353	1257.7523	UFD1L|7353	889.9684
UFM1|51569	967.3183	UFM1|51569	1649.2463
UFSP1|402682	18.1146	UFSP1|402682	9.7482
UFSP2|55325	360.2113	UFSP2|55325	628.7066
UGCG|7357	463.4312	UGCG|7357	550.9523
UGDH|7358	1910.7857	UGDH|7358	1226.4645
UGGT1|56886	1737.1877	UGGT1|56886	2289.3763
UGGT2|55757	288.3236	UGGT2|55757	497.5178
UGP2|7360	1875.7642	UGP2|7360	7447.2425
lowly_expressed	lowly_expressed	UGT1A6|54578	6.5168
lowly_expressed	lowly_expressed	UGT1A7|54577	39.4368
lowly_expressed	lowly_expressed	UGT2B10|7365	18.0522
lowly_expressed	lowly_expressed	UGT2B11|10720	2870.9342
lowly_expressed	lowly_expressed	UGT2B15|7366	21.6626
lowly_expressed	lowly_expressed	UGT2B28|54490	27.8003
lowly_expressed	lowly_expressed	UGT2B4|7363	18.4132
UGT8|7368	5.4344	UGT8|7368	79.7906
UHMK1|127933	453.1663	UHMK1|127933	881.307
UHRF1BP1L|23074	483.0553	UHRF1BP1L|23074	715.5880000000001
UHRF1BP1|54887	710.9971	UHRF1BP1|54887	807.6541
UHRF1|29128	660.5782	UHRF1|29128	10.1092
UHRF2|115426	528.3418	UHRF2|115426	767.5783
UIMC1|51720	458.6006	UIMC1|51720	430.0027
ULBP1|80329	17.8127	lowly_expressed	lowly_expressed
ULBP2|80328	29.889	ULBP2|80328	7.2209
ULBP3|79465	6.642	ULBP3|79465	10.4703
ULK1|8408	1211.2612	ULK1|8408	993.5915
ULK2|9706	363.801	ULK2|9706	1080.964
ULK3|25989	688.6557	ULK3|25989	485.2424
ULK4|54986	40.4559	ULK4|54986	97.1207
UMODL1|89766	37.7387	lowly_expressed	lowly_expressed
UMPS|7372	836.8934	UMPS|7372	574.4201
UNC119B|84747	323.3452	UNC119B|84747	1388.5729999999999
UNC119|9094	606.5363	UNC119|9094	586.6956
UNC13A|23025	13.5859	lowly_expressed	lowly_expressed
UNC13B|10497	1170.8053	UNC13B|10497	1781.7493
lowly_expressed	lowly_expressed	UNC13C|440279	10.8313
UNC13D|201294	422.6734	UNC13D|201294	137.1965
UNC45A|55898	2914.6351	UNC45A|55898	1488.221
UNC50|25972	683.5233	UNC50|25972	624.9662
UNC5A|90249	158.5025	UNC5A|90249	62.4605
UNC5B|219699	1702.77	UNC5B|219699	520.9856
UNC5CL|222643	8.1636	UNC5CL|222643	18.4493
UNC5C|8633	30.4929	UNC5C|8633	49.1019
UNC93B1|81622	2298.1357	UNC93B1|81622	461.0524
UNG|7374	1148.7659	UNG|7374	859.2833
UNKL|64718	363.5082	UNKL|64718	411.9505
UNK|85451	799.1547	UNK|85451	527.1234
UPF0639|400224	84.5347	lowly_expressed	lowly_expressed
UPF1|5976	3382.8968	UPF1|5976	2078.1659
UPF2|26019	1070.8733	UPF2|26019	1087.1017
UPF3A|65110	422.6734	UPF3A|65110	584.5293
UPF3B|65109	262.6613	UPF3B|65109	147.3057
lowly_expressed	lowly_expressed	UPK1A|11045	5.4157
UPK3A|7380	11.1707	UPK3A|7380	21.3016
UPK3BL|100134938	359.3781	UPK3BL|100134938	143.2476
lowly_expressed	lowly_expressed	UPK3B|80761	12.6365
UPP1|7378	151.2567	UPP1|7378	151.2772
UPRT|139596	188.3916	UPRT|139596	246.9537
UQCC|55245	1188.3161	UQCC|55245	765.4119999999999
UQCR10|29796	1182.2779	UQCR10|29796	1102.6266
UQCR11|10975	1305.1551	UQCR11|10975	1061.8287
UQCRB|7381	4582.9874	UQCRB|7381	2580.7383
UQCRC1|7384	1856.7439	UQCRC1|7384	2164.0942
UQCRC2|7385	2613.9331	UQCRC2|7385	3972.9217
UQCRFS1|7386	1055.174	UQCRFS1|7386	1644.5528
UQCRHL|440567	493.9241	UQCRHL|440567	288.8347
UQCRH|7388	1569.9298	UQCRH|7388	1153.1727
UQCRQ|27089	1891.4635	UQCRQ|27089	1360.0505
URB1|9875	893.6524	URB1|9875	1165.4769999999999
URB2|9816	418.7486	URB2|9816	324.578
URGCP|55665	699.5245	URGCP|55665	855.6729
URM1|81605	1050.0415	URM1|81605	962.9028
UROD|7389	935.3159	UROD|7389	1397.5991
UROS|7390	528.9456	UROS|7390	554.9237
USE1|55850	166.3522	USE1|55850	282.336
USF1|7391	1464.5634	USF1|7391	775.5213
USF2|7392	2156.5401	USF2|7392	1629.75
USHBP1|83878	31.3986	USHBP1|83878	175.4671
USMG5|84833	483.6591	USMG5|84833	623.1609
USO1|8615	1492.339	USO1|8615	2327.6469
USP10|9100	1218.2051	USP10|9100	1271.2339
USP11|8237	1458.5252	USP11|8237	1276.6495
USP12|219333	153.672	USP12|219333	433.2521
USP13|8975	349.6113	USP13|8975	633.2702
USP14|9097	2868.4429	USP14|9097	1501.9406
USP15|9958	903.0115	USP15|9958	915.2451
USP16|10600	800.6642	USP16|10600	1158.9494
USP18|11274	1213.6765	USP18|11274	226.0132
USP19|10869	780.4363	USP19|10869	1574.5103
USP1|7398	1713.9407	USP1|7398	931.1310000000001
USP20|10868	879.7645	USP20|10868	518.0973
USP21|27005	678.9946	USP21|27005	463.9408
USP22|23326	2408.6346	USP22|23326	6218.2507
USP24|23358	1277.9832	USP24|23358	2314.2883
USP25|29761	799.1547	USP25|29761	1543.8216
USP27X|389856	115.3295	USP27X|389856	102.1753
USP28|57646	462.8274	USP28|57646	509.4323
USP2|9099	83.32700000000001	USP2|9099	129.6146
USP30|84749	407.276	USP30|84749	628.2155
USP31|57478	527.7379	USP31|57478	859.2833
USP32|84669	1055.4759	USP32|84669	1287.8419
USP33|23032	1519.8128	USP33|23032	2209.2247
USP34|9736	2145.9733	USP34|9736	3983.031
USP35|57558	171.4846	USP35|57558	162.1085
USP36|57602	1736.8858	USP36|57602	1156.7831
USP37|57695	673.8622	USP37|57695	482.715
USP38|84640	933.5044	USP38|84640	726.0583
USP39|10713	1702.77	USP39|10713	883.1122
USP3|9960	472.4583	USP3|9960	507.2588
USP40|55230	899.9925	USP40|55230	1191.8043
USP42|84132	521.3978	USP42|84132	348.4069
