gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
SPINT2|10653	30351.6601	SPINT2|10653	2237.9895
SPIRE1|56907	1937.4399	SPIRE1|56907	900.1724
SPIRE2|84501	117.4335	SPIRE2|84501	24.3949
SPNS1|83985	753.4792	SPNS1|83985	595.6897
SPNS2|124976	86.5464	SPNS2|124976	869.9373
lowly_expressed	lowly_expressed	SPNS3|201305	11.7096
SPN|6693	41.849	SPN|6693	124.902
SPOCD1|90853	110.17399999999999	SPOCD1|90853	16.5885
SPOCK1|6695	524.8212	SPOCK1|6695	506.9263
SPOCK2|9806	218.2129	SPOCK2|9806	446.4269
lowly_expressed	lowly_expressed	SPOCK3|50859	14.1491
SPON1|10418	452.6529	SPON1|10418	2055.5155
SPON2|10417	2056.1546	SPON2|10417	944.0832
SPOPL|339745	710.5797	SPOPL|339745	1067.0336
SPOP|8405	834.4187	SPOP|8405	1216.3304
SPP1|6696	8633.7141	SPP1|6696	698.1825
SPPL2A|84888	576.4919	SPPL2A|84888	1050.9329
SPPL2B|56928	956.9766	SPPL2B|56928	402.0282
SPPL3|121665	1829.8281	SPPL3|121665	1376.3611
SPRED1|161742	829.7214	SPRED1|161742	1422.2235
SPRED2|200734	149.4609	SPRED2|200734	1397.8286
SPRN|503542	70.8872	SPRN|503542	29.2739
lowly_expressed	lowly_expressed	SPRR2F|6705	9.2701
SPRY1|10252	374.9333	SPRY1|10252	2720.5209
SPRY2|10253	420.6256	SPRY2|10253	1301.7126
SPRY3|10251	61.4925	SPRY3|10251	115.6319
SPRY4|81848	252.8024	SPRY4|81848	2047.7091
SPRYD3|84926	1146.1514	SPRYD3|84926	1718.3778
SPRYD4|283377	291.2352	SPRYD4|283377	267.8562
SPR|6697	438.1339	SPR|6697	620.1187
SPSB1|80176	913.8465	SPSB1|80176	764.0487
SPSB2|84727	283.5486	SPSB2|84727	57.571999999999996
SPSB3|90864	966.7983	SPSB3|90864	428.8626
lowly_expressed	lowly_expressed	SPSB4|92369	34.6408
lowly_expressed	lowly_expressed	SPTA1|6708	29.7618
SPTAN1|6709	7618.2342	lowly_expressed	lowly_expressed
SPTBN1|6711	10153.0906	SPTBN1|6711	42700.3707
SPTBN2|6712	2791.0751	SPTBN2|6712	258.0982
lowly_expressed	lowly_expressed	SPTBN4|57731	54.6446
SPTBN5|51332	452.2216	SPTBN5|51332	44.2816
SPTB|6710	46.9734	SPTB|6710	83.9185
SPTLC1|10558	1659.4427	SPTLC1|10558	1630.0682
SPTLC2|9517	956.1226	SPTLC2|9517	2141.8735
SPTLC3|55304	222.4832	SPTLC3|55304	322.9887
SPTY2D1|144108	729.9797	SPTY2D1|144108	902.6118
SQLE|6713	2108.2524	SQLE|6713	333.2345
SQRDL|58472	527.3834	SQRDL|58472	1173.8833
SQSTM1|8878	7365.2738	SQSTM1|8878	8045.1843
SR140|23350	1466.4247	SR140|23350	1697.3982
SRA1|10011	439.415	SRA1|10011	509.3658
SRBD1|55133	472.2964	SRBD1|55133	442.0359
SRCAP|10847	4611.0815	SRCAP|10847	3225.0077
SRCIN1|80725	529.9456	SRCIN1|80725	130.2688
SRCRB4D|136853	146.5571	SRCRB4D|136853	211.8357
SRC|6714	1601.7935	SRC|6714	547.9098
SRD5A1|6715	634.9952	SRD5A1|6715	91.23700000000001
SRD5A3|79644	791.2672	SRD5A3|79644	456.1508
SREBF1|6720	2215.8642	SREBF1|6720	4848.2453
SREBF2|6721	3553.3255	SREBF2|6721	3153.2867
SRFBP1|153443	151.16899999999998	SRFBP1|153443	211.26
SRF|6722	1105.5834	SRF|6722	1230.9674
SRGAP1|57522	305.3272	SRGAP1|57522	521.0754
SRGAP2|23380	1107.7186	SRGAP2|23380	927.9826
SRGAP3|9901	144.3365	SRGAP3|9901	192.2319
SRGN|5552	551.2971	SRGN|5552	2350.2061
SRI|6717	967.2254	SRI|6717	1409.5382
lowly_expressed	lowly_expressed	SRL|6345	105.38600000000001
SRMS|6725	27.33	lowly_expressed	lowly_expressed
SRM|6723	905.3059	SRM|6723	921.6399
SRP14|6727	2247.4645	SRP14|6727	3931.4844
SRP19|6728	423.7045	SRP19|6728	513.3032
SRP54|6729	1325.0774	SRP54|6729	890.4144
SRP68|6730	2154.3717	SRP68|6730	1677.3943
SRP72|6731	3958.151	SRP72|6731	2296.5373
SRP9|6726	5114.1241	SRP9|6726	2983.0102
SRPK1|6732	2604.4625	SRPK1|6732	640.6105
SRPK2|6733	2092.0252	SRPK2|6733	1100.2107
SRPK3|26576	139.5666	SRPK3|26576	6.5769
SRPRB|58477	1591.1178	SRPRB|58477	1005.5584
SRPR|6734	4890.7868	SRPR|6734	3485.5454
SRPX2|27286	178.926	SRPX2|27286	1375.3853
SRPX|8406	116.5795	SRPX|8406	2591.2278
SRRD|402055	149.0338	SRRD|402055	252.7313
SRRM1|10250	2153.5177	SRRM1|10250	1376.3611
SRRM2|23524	11707.0567	SRRM2|23524	10249.7673
SRRM3|222183	11.5298	SRRM3|222183	54.6446
SRRM5|100170229	22.4661	SRRM5|100170229	6.6793
SRRT|51593	2032.2408	SRRT|51593	740.1417
SRR|63826	98.1403	SRR|63826	405.3996
SRXN1|140809	1143.1622	SRXN1|140809	785.5163
SS18L1|26039	735.3475	SS18L1|26039	236.6307
SS18L2|51188	226.3265	SS18L2|51188	204.9173
SS18|6760	3743.3543	SS18|6760	1782.7804
SSBP1|6742	1269.9904	SSBP1|6742	736.7264
SSBP2|23635	317.7111	SSBP2|23635	548.3977
SSBP3|23648	704.6013	SSBP3|23648	573.2805
SSBP4|170463	482.9721	SSBP4|170463	417.153
SSB|6741	1877.0706	SSB|6741	2213.092
SSC5D|284297	445.8204	SSC5D|284297	957.2565
SSFA2|6744	1267.8552	SSFA2|6744	2982.5223
SSH1|54434	645.6709999999999	SSH1|54434	1635.4351
SSH2|85464	569.6594	SSH2|85464	1170.468
SSH3|54961	342.4789	SSH3|54961	601.5786
SSNA1|8636	2182.9828	SSNA1|8636	378.6091
SSPN|8082	2547.2403	SSPN|8082	2169.1958
SSPO|23145	186.6126	SSPO|23145	13.6612
SSR1|6745	6244.0483	SSR1|6745	3721.2003
SSR2|6746	9157.6812	SSR2|6746	3994.9112
SSR3|6747	3766.841	SSR3|6747	3826.0984
SSR4|6748	2038.6463	SSR4|6748	1868.6505
SSRP1|6749	3978.6484	SSRP1|6749	1911.5855
SSSCA1|10534	247.678	SSSCA1|10534	254.195
lowly_expressed	lowly_expressed	SSTR1|6751	80.5032
SSTR2|6752	9.3947	SSTR2|6752	50.2535
SSU72|29101	3025.5151	SSU72|29101	2697.5897
SSX2IP|117178	563.254	SSX2IP|117178	181.9861
ST13|6767	3251.4145	ST13|6767	5169.2824
ST14|6768	3448.2759	ST14|6768	801.1289999999999
ST20|400410	33.9404	ST20|400410	22.5165
ST3GAL1|6482	1480.0897	ST3GAL1|6482	1775.9498
ST3GAL2|6483	303.6191	ST3GAL2|6483	657.199
ST3GAL3|6487	98.6442	ST3GAL3|6487	426.911
ST3GAL4|6484	812.6401	lowly_expressed	lowly_expressed
ST3GAL5|8869	35.4436	ST3GAL5|8869	512.2932
ST3GAL6|10402	393.7226	ST3GAL6|10402	157.1033
ST5|6764	1265.7201	ST5|6764	1012.8769
ST6GAL1|6480	500.4804	ST6GAL1|6480	1809.1269
ST6GAL2|84620	63.6276	ST6GAL2|84620	27.3223
lowly_expressed	lowly_expressed	ST6GALNAC1|55808	62.451
ST6GALNAC2|10610	352.7277	ST6GALNAC2|10610	442.5238
ST6GALNAC3|256435	6.4055	ST6GALNAC3|256435	343.4804
ST6GALNAC4|27090	224.1913	ST6GALNAC4|27090	289.8116
ST6GALNAC5|81849	125.9742	ST6GALNAC5|81849	51.7172
ST6GALNAC6|30815	532.9348	ST6GALNAC6|30815	3002.0382
ST7L|54879	337.3545	ST7L|54879	511.3174
ST7OT1|93653	63.081	ST7OT1|93653	25.4
ST7OT4|338069	5.5813	lowly_expressed	lowly_expressed
ST7|7982	625.6731	ST7|7982	751.7683
ST8SIA1|6489	483.3992	ST8SIA1|6489	123.4383
ST8SIA2|8128	11.1028	ST8SIA2|8128	43.4229
ST8SIA4|7903	152.4501	ST8SIA4|7903	443.4995
ST8SIA6|338596	9.3947	ST8SIA6|338596	56.5962
STAB1|23166	729.416	STAB1|23166	4924.8551
lowly_expressed	lowly_expressed	STAB2|55576	107.8255
STAC2|342667	37.1517	STAC2|342667	1169.4922
STAC3|246329	85.4148	STAC3|246329	38.544000000000004
STAC|6769	78.5737	STAC|6769	131.2446
STAG1|10274	644.4667	STAG1|10274	1170.5802
STAG2|10735	2017.2948	STAG2|10735	2695.1502
STAG3L1|54441	31.9248	STAG3L1|54441	133.6841
STAG3L2|442582	204.9749	STAG3L2|442582	40.9835
STAG3L3|442578	260.2669	STAG3L3|442578	101.3901
STAG3L4|64940	140.4932	STAG3L4|64940	135.6357
STAG3|10734	22.3209	STAG3|10734	11.0948
STAM2|10254	475.2856	STAM2|10254	964.5749
STAMBPL1|57559	17.9353	STAMBPL1|57559	134.172
STAMBP|10617	1150.4217	STAMBP|10617	623.534
STAM|8027	1432.6892	STAM|8027	562.5467
lowly_expressed	lowly_expressed	STAP1|26228	6.3427
STAP2|55620	2933.7034	STAP2|55620	120.023
STARD10|10809	747.7314	STARD10|10809	531.8091
STARD13|90627	279.7053	STARD13|90627	1282.6846
STARD3NL|83930	402.6903	STARD3NL|83930	659.6385
STARD3|10948	909.5762	STARD3|10948	595.2359
STARD4|134429	21.7786	STARD4|134429	48.7898
STARD5|80765	9.8217	STARD5|80765	84.8943
STARD7|56910	2039.6669	STARD7|56910	3342.235
STARD8|9754	79.4278	STARD8|9754	730.3837
lowly_expressed	lowly_expressed	STAR|6770	10.7338
STAT1|6772	4027.33	STAT1|6772	4286.6744
STAT2|6773	1923.3479	STAT2|6773	2066.2493
STAT3|6774	4336.9275	STAT3|6774	8444.0558
STAT4|6775	13.238	STAT4|6775	66.8421
STAT5A|6776	816.0564	STAT5A|6776	3099.6179
STAT5B|6777	986.0147	STAT5B|6777	4438.4108
STAT6|6778	2255.5781	STAT6|6778	3356.7403
STAU1|6780	3742.9273	STAU1|6780	2640.0177
STAU2|27067	1395.9646	STAU2|27067	918.2246
STBD1|8987	322.8398	STBD1|8987	2783.2207
STC1|6781	158.4285	STC1|6781	1130.9482
STC2|8614	1073.1291	STC2|8614	3051.3159
STEAP1|26872	21.7786	STEAP1|26872	783.0768
STEAP2|261729	67.8979	STEAP2|261729	1217.3062
STEAP3|55240	911.2843	STEAP3|55240	1092.8922
STEAP4|79689	64.4817	STEAP4|79689	3934.4118
STIL|6491	552.1512	STIL|6491	53.6688
STIM1|6786	2762.8909999999996	STIM1|6786	2589.2762
STIM2|57620	356.99800000000005	STIM2|57620	671.3481
STIP1|10963	3190.7761	STIP1|10963	1767.6555
STK10|6793	318.9922	STK10|6793	1006.5342
STK11IP|114790	420.1986	STK11IP|114790	258.0982
STK11|6794	754.1369	STK11|6794	604.0181
STK16|8576	680.2605	STK16|8576	516.6843
STK17A|9263	250.6672	STK17A|9263	578.1595
STK17B|9262	520.1238	STK17B|9262	1249.9954
STK19|8859	554.581	STK19|8859	217.1635
STK24|8428	3857.3716	STK24|8428	1813.0301
STK25|10494	1332.764	STK25|10494	1346.1114
lowly_expressed	lowly_expressed	STK32A|202374	11.2217
STK32B|55351	13.238	STK32B|55351	356.1658
STK32C|282974	151.596	STK32C|282974	79.7275
STK33|65975	48.6815	STK33|65975	5.8548
STK35|140901	1705.135	STK35|140901	1012.8769
STK36|27148	494.50199999999995	STK36|27148	366.4116
STK38L|23012	2192.8045	STK38L|23012	1352.4541
STK38|11329	2591.2245	STK38|11329	1433.9331
STK39|27347	415.5012	STK39|27347	786.9799
STK3|6788	673.428	STK3|6788	559.1314
STK40|83931	1255.0443	STK40|83931	2331.178
STK4|6789	984.3066	STK4|6789	954.3291
STMN1|3925	6633.0736	STMN1|3925	1062.6425
STMN2|11075	13.238	STMN2|11075	12.6854
STMN3|50861	114.8714	STMN3|50861	557.6677
STOML1|9399	240.4185	STOML1|9399	338.6014
STOML2|30968	3475.6059	STOML2|30968	1189.0081
STOM|2040	2425.5365	STOM|2040	12047.6725
lowly_expressed	lowly_expressed	STON1-GTF2A1L|286749	28.3664
STON1|11037	395.8578	STON1|11037	786.4579
STON2|85439	128.9634	STON2|85439	297.618
STOX1|219736	561.5459	STOX1|219736	171.7402
STOX2|56977	84.9792	STOX2|56977	70.7453
STRA13|201254	322.4085	STRA13|201254	156.1275
STRA6|64220	20.9245	STRA6|64220	33.665
STRA8|346673	5.1244	lowly_expressed	lowly_expressed
STRADA|92335	479.9829	STRADA|92335	470.8219
STRADB|55437	67.0439	STRADB|55437	645.4894
STRAP|11171	4687.093	STRAP|11171	2433.1488
STRBP|55342	1085.513	STRBP|55342	402.0282
STRC|161497	17.9353	lowly_expressed	lowly_expressed
STRN3|29966	386.0361	STRN3|29966	846.0156
STRN4|29888	1709.8324	STRN4|29888	1236.3343
STRN|6801	1386.1428	STRN|6801	557.1799
STS|412	95.2279	STS|412	2965.9337
STT3A|3703	5053.0586	STT3A|3703	3043.9974
STT3B|201595	2955.055	STT3B|201595	1889.6301
STUB1|10273	1322.8782	STUB1|10273	1031.739
STX10|8677	2039.0733	STX10|8677	171.2523
STX11|8676	67.8979	STX11|8676	796.25
STX12|23673	716.1311	STX12|23673	2303.8557
STX16|8675	1717.0919	STX16|8675	1235.8464
STX17|55014	1042.3828	STX17|55014	1033.3686
STX18|53407	318.5652	STX18|53407	433.2537
STX19|415117	61.4925	STX19|415117	7.3185
STX1A|6804	149.4395	STX1A|6804	28.7762
STX1B|112755	21.7786	STX1B|112755	67.8179
STX2|2054	104.6226	STX2|2054	456.1849
STX3|6809	754.5639	STX3|6809	395.1976
STX4|6810	635.8493	STX4|6810	409.3467
STX5|6811	910.0032	STX5|6811	924.0794
STX6|10228	1869.4737	STX6|10228	1095.0339999999999
STX7|8417	1069.2858	STX7|8417	2374.1131
STX8|9482	242.5536	STX8|9482	392.2702
STXBP1|6812	207.9641	STXBP1|6812	1683.737
STXBP2|6813	1064.5884	STXBP2|6813	360.0689
STXBP3|6814	734.4934	STXBP3|6814	820.6449
STXBP4|252983	52.5248	STXBP4|252983	142.9542
STXBP5|134957	687.0161	STXBP5|134957	584.4778
lowly_expressed	lowly_expressed	STXBP6|29091	65.3784
STYK1|55359	176.3638	STYK1|55359	35.6166
STYXL1|51657	581.1893	STYXL1|51657	265.4167
STYX|6815	584.6055	STYX|6815	546.934
SUB1|10923	3472.6166	SUB1|10923	4508.1802
SUCLA2|8803	583.1365	SUCLA2|8803	1561.4014
SUCLG1|8802	1941.7103	SUCLG1|8802	2933.7324
SUCLG2|8801	790.0075	SUCLG2|8801	1416.8566
lowly_expressed	lowly_expressed	SUCNR1|56670	85.8701
SUDS3|64426	1359.2399	SUDS3|64426	908.9545
SUFU|51684	518.8427	SUFU|51684	700.1341
SUGT1L1|283507	34.218	SUGT1L1|283507	27.6394
lowly_expressed	lowly_expressed	SUGT1P1|441394	5.3669
SUGT1|10910	502.1885	SUGT1|10910	460.0881
SULF1|23213	5584.7123	SULF1|23213	2599.0342
SULF2|55959	883.5273	SULF2|55959	3057.6586
SULT1A1|6817	142.6284	SULT1A1|6817	807.9596
lowly_expressed	lowly_expressed	SULT1A2|6799	87.8217
SULT1A3|6818	461.3601	SULT1A3|6818	779.3395
SULT1C4|27233	21.3516	SULT1C4|27233	39.5198
lowly_expressed	lowly_expressed	SULT1E1|6783	6.8306
SULT2B1|6820	50.8167	SULT2B1|6820	50.2535
SUMF1|285362	948.863	SUMF1|285362	1625.6771
SUMF2|25870	5734.1732	SUMF2|25870	2379.48
SUMO1P3|474338	126.4012	SUMO1P3|474338	120.5109
SUMO1|7341	1665.8482	SUMO1|7341	1692.0313
SUMO2|6613	2309.811	SUMO2|6613	2304.3436
SUMO3|6612	2225.2589	SUMO3|6612	2061.3703
SUN1|23353	4430.8743	SUN1|23353	2834.2012
SUN2|25777	3568.6986	SUN2|25777	4589.1713
SUOX|6821	198.1424	SUOX|6821	970.4297
SUPT16H|11198	3019.1096	SUPT16H|11198	2595.131
SUPT3H|8464	81.99	SUPT3H|8464	83.9185
SUPT4H1|6827	989.3669	SUPT4H1|6827	1143.5116
SUPT5H|6829	34469.9477	SUPT5H|6829	1540.2949
SUPT6H|6830	3144.6568	SUPT6H|6830	2655.6304
SUPT7L|9913	1531.3334	SUPT7L|9913	1137.2909
SUPV3L1|6832	2052.7383	SUPV3L1|6832	488.8741
SURF1|6834	1609.4801	SURF1|6834	631.3404
SURF2|6835	675.9902	SURF2|6835	77.0879
SURF4|6836	18609.1598	SURF4|6836	8276.2187
SURF6|6838	2585.2461	SURF6|6838	320.0613
SUSD1|64420	99.0712	SUSD1|64420	563.5225
SUSD2|56241	484.6803	SUSD2|56241	569.3773
SUSD3|203328	84.1251	SUSD3|203328	231.2638
SUSD4|55061	1033.4152	SUSD4|55061	110.265
SUSD5|26032	21.7786	SUSD5|26032	88.3096
SUV39H1|6839	198.5694	SUV39H1|6839	156.6154
SUV39H2|79723	697.3417	SUV39H2|79723	105.38600000000001
SUV420H1|51111	1070.9939	SUV420H1|51111	1172.9075
SUV420H2|84787	143.4824	SUV420H2|84787	53.1809
SUZ12P|440423	151.596	SUZ12P|440423	46.3503
SUZ12|23512	1391.6942	SUZ12|23512	764.0487
SV2A|9900	167.8232	SV2A|9900	68.3058
SV2B|9899	12.3839	SV2B|9899	398.125
SVEP1|79987	167.8915	SVEP1|79987	13484.7623
SVIL|6840	5499.1096	SVIL|6840	2244.8688
SVIP|258010	277.5702	SVIP|258010	187.8408
SVOPL|136306	221.2021	SVOPL|136306	5.8548
SWAP70|23075	1566.777	SWAP70|23075	2498.0393
SYAP1|94056	630.2979	SYAP1|94056	1083.6221
SYBU|55638	174.2287	SYBU|55638	645.143
SYCE1L|100130958	8.1136	lowly_expressed	lowly_expressed
SYCE2|256126	32.0273	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SYCP2L|221711	8.7822
SYCP2|10388	1679.9402	SYCP2|10388	86.8459
SYDE1|85360	265.1863	SYDE1|85360	656.2232
SYDE2|84144	153.7312	SYDE2|84144	120.9988
SYF2|25949	1029.9989	SYF2|25949	1036.296
SYK|6850	149.4609	SYK|6850	897.245
SYMPK|8189	2193.6586	SYMPK|8189	1049.4692
SYN1|6853	5.5514	SYN1|6853	17.0764
lowly_expressed	lowly_expressed	SYN2|6854	253.7071
lowly_expressed	lowly_expressed	SYN3|8224	18.0522
SYNCRIP|10492	6138.1446	SYNCRIP|10492	3357.7161
SYNC|81493	123.6853	SYNC|81493	915.3411
SYNE1|23345	300.6299	SYNE1|23345	3035.7032
SYNE2|23224	2093.3063	SYNE2|23224	3967.1009999999997
SYNGAP1|8831	792.9967	SYNGAP1|8831	229.8001
SYNGR1|9145	588.4659	SYNGR1|9145	494.6996
SYNGR2|9144	3926.9777	SYNGR2|9144	2691.7349
SYNGR3|9143	48.6815	lowly_expressed	lowly_expressed
SYNJ1|8867	218.2129	SYNJ1|8867	461.5518
SYNJ2BP|55333	365.9656	SYNJ2BP|55333	1834.0097
SYNJ2|8871	648.2332	SYNJ2|8871	491.8015
SYNM|23336	2292.7298	SYNM|23336	7866.8721
lowly_expressed	lowly_expressed	SYNPO2L|79933	10.7338
SYNPO2|171024	233.58599999999998	SYNPO2|171024	8266.4608
SYNPO|11346	986.4418	SYNPO|11346	15501.9925
SYNRG|11276	862.6028	SYNRG|11276	1158.2705
SYPL1|6856	3414.5404	SYPL1|6856	2859.0840000000003
SYPL2|284612	5.1244	SYPL2|284612	69.7695
SYP|6855	9.3947	SYP|6855	37.0803
SYS1-DBNDD2|767557	43.933	SYS1-DBNDD2|767557	10.3922
SYS1|90196	777.3716	SYS1|90196	1018.3364
SYT11|23208	133.2337	SYT11|23208	843.5761
SYT12|91683	107.6118	SYT12|91683	192.7198
lowly_expressed	lowly_expressed	SYT13|57586	19.5159
SYT15|83849	505.1778	SYT15|83849	277.6141
SYT17|51760	9.8217	SYT17|51760	88.3096
lowly_expressed	lowly_expressed	SYT1|6857	95.1402
SYT2|127833	13.238	SYT2|127833	10.2459
lowly_expressed	lowly_expressed	SYT3|84258	5.8548
SYT7|9066	733.6394	SYT7|9066	652.32
lowly_expressed	lowly_expressed	SYT8|90019	50.2535
lowly_expressed	lowly_expressed	SYT9|143425	64.8905
SYTL1|84958	336.0734	SYTL1|84958	125.3899
SYTL2|54843	167.3962	SYTL2|54843	1196.3266
SYTL3|94120	193.8721	SYTL3|94120	193.2077
SYTL4|94121	64.9087	SYTL4|94121	624.0219
lowly_expressed	lowly_expressed	SYTL5|94122	60.0115
SYVN1|84447	1326.3585	SYVN1|84447	2135.0429
TAB1|10454	708.0004	TAB1|10454	525.9836
TAB2|23118	2253.87	TAB2|23118	2756.1375
TAB3|257397	273.2999	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TAC1|6863	14.1491
TACC1|6867	488.5235	TACC1|6867	8556.7603
TACC2|10579	3588.7691	TACC2|10579	1986.2339
TACC3|10460	808.7968	TACC3|10460	176.6192
TACO1|51204	409.5228	TACO1|51204	323.4766
TACR1|6869	362.5494	TACR1|6869	589.869
TACR2|6865	18.7894	TACR2|6865	9.758
TACSTD2|4070	16219.493999999999	TACSTD2|4070	2714.1782
TADA1|117143	488.0965	TADA1|117143	212.7237
TADA2A|6871	303.6191	TADA2A|6871	180.0345
TADA2B|93624	440.269	TADA2B|93624	858.2131
TADA3|10474	1746.8517	TADA3|10474	1343.1206
TAF10|6881	449.2367	TAF10|6881	743.0691
TAF11|6882	857.0514	TAF11|6882	445.939
TAF12|6883	325.8247	TAF12|6883	376.6575
TAF13|6884	193.4451	TAF13|6884	260.5377
TAF15|8148	2117.6471	TAF15|8148	1429.5420000000001
TAF1A|9015	60.6384	TAF1A|9015	78.5516
TAF1B|9014	298.9217	TAF1B|9014	275.6625
TAF1C|9013	577.773	TAF1C|9013	440.5722
TAF1D|79101	2953.7611	TAF1D|79101	368.6511
TAF1L|138474	15.8001	TAF1L|138474	35.6166
TAF1|6872	646.9521	TAF1|6872	1381.7279999999998
TAF2|6873	1082.9508	TAF2|6873	638.1709999999999
TAF3|83860	236.5752	TAF3|83860	199.5504
TAF4B|6875	822.8889	TAF4B|6875	135.6357
TAF4|6874	488.0965	TAF4|6874	283.9568
TAF5L|27097	1487.7762	TAF5L|27097	579.1353
TAF5|6877	99.0712	TAF5|6877	97.0918
TAF6L|10629	392.4416	TAF6L|10629	175.1555
TAF6|6878	2101.8384	TAF6|6878	965.5507
TAF7|6879	2092.4522	TAF7|6879	2218.4735
TAF8|129685	386.0361	TAF8|129685	604.0181
TAF9B|51616	168.6773	TAF9B|51616	812.3507
TAF9|6880	606.8111	TAF9|6880	1095.9659
TAGAP|117289	185.3315	TAGAP|117289	216.6268
TAGLN2|8407	18976.8336	TAGLN2|8407	8703.1297
TAGLN3|29114	16.2272	lowly_expressed	lowly_expressed
TAGLN|6876	4254.7069	TAGLN|6876	16952.0262
TAL1|6886	74.3034	TAL1|6886	307.3759
TALDO1|6888	3799.2954	TALDO1|6888	3188.9032
TANC1|85461	617.0599	TANC1|85461	1514.9242
TANC2|26115	187.8937	TANC2|26115	1043.6144
TANK|10010	414.6472	TANK|10010	1222.1852
TAOK1|57551	702.8931	TAOK1|57551	1200.7177
TAOK2|9344	833.1376	TAOK2|9344	1243.6527
TAOK3|51347	993.7013	TAOK3|51347	1014.8284
TAP1|6890	1927.1912	TAP1|6890	998.7278
TAP2|6891	2081.4519	TAP2|6891	752.8612
TAPBPL|55080	522.7330000000001	TAPBPL|55080	746.4893
TAPBP|6892	3823.2091	TAPBP|6892	2627.3323
TAPT1|202018	213.0885	TAPT1|202018	715.2589
TARBP1|6894	1603.5017	TARBP1|6894	542.5429
TARBP2|6895	335.6464	TARBP2|6895	208.3326
TARDBP|23435	3246.2902	TARDBP|23435	2983.4981
lowly_expressed	lowly_expressed	TARP|445347	8.7822
TARS2|80222	1089.7833	TARS2|80222	385.9275
TARSL2|123283	164.407	TARSL2|123283	225.40900000000002
TARS|6897	3189.0679999999998	TARS|6897	1644.2172
TAS1R1|80835	14.9461	TAS1R1|80835	7.3185
TAS1R3|83756	22.6326	lowly_expressed	lowly_expressed
TAS2R14|50840	11.1541	TAS2R14|50840	9.3676
TAS2R20|259295	21.3516	TAS2R20|259295	10.7338
TAS2R5|54429	8.1136	TAS2R5|54429	9.758
TASP1|55617	244.6888	TASP1|55617	197.5988
TATDN1|83940	810.505	TATDN1|83940	276.1504
TATDN2|9797	1187.5734	TATDN2|9797	1195.3508
TATDN3|128387	386.8901	TATDN3|128387	313.2307
lowly_expressed	lowly_expressed	TAT|6898	789.9073
TAX1BP1|8887	4094.3739	TAX1BP1|8887	2862.0114
TAX1BP3|30851	2486.8368	TAX1BP3|30851	2317.5657
TAZ|6901	307.0353	TAZ|6901	258.0982
TBC1D10A|83874	243.6938	TBC1D10A|83874	461.6396
TBC1D10B|26000	1458.7381	TBC1D10B|26000	819.6691
TBC1D10C|374403	20.4975	TBC1D10C|374403	44.3987
TBC1D12|23232	287.8189	TBC1D12|23232	564.4983
TBC1D13|54662	709.7256	TBC1D13|54662	1511.021
TBC1D14|57533	1996.7973	TBC1D14|57533	2445.8341
TBC1D15|64786	636.7033	TBC1D15|64786	1286.5878
TBC1D16|125058	974.0579	TBC1D16|125058	1320.2528
TBC1D17|79735	703.6703	TBC1D17|79735	992.1802
TBC1D19|55296	64.9087	TBC1D19|55296	144.9058
TBC1D1|23216	1916.0884	TBC1D1|23216	1236.8222
TBC1D20|128637	1293.0501	TBC1D20|128637	1536.3917
TBC1D22A|25771	259.2079	TBC1D22A|25771	407.3951
TBC1D22B|55633	390.1911	TBC1D22B|55633	387.7328
TBC1D23|55773	1392.1213	TBC1D23|55773	946.0348
TBC1D24|57465	531.4786	TBC1D24|57465	447.4027
TBC1D25|4943	342.4789	lowly_expressed	lowly_expressed
TBC1D2B|23102	503.0426	TBC1D2B|23102	3263.5517
TBC1D2|55357	251.5213	TBC1D2|55357	258.0982
TBC1D3B|414059	203.2668	TBC1D3B|414059	41.4714
lowly_expressed	lowly_expressed	TBC1D3C|414060	12.1975
TBC1D3G|654341	73.4493	lowly_expressed	lowly_expressed
TBC1D3H|729877	16.6542	lowly_expressed	lowly_expressed
TBC1D3|729873	419.9979	TBC1D3|729873	159.9623
TBC1D4|9882	1882.3529	TBC1D4|9882	2147.2404
TBC1D5|9779	1829.8281	TBC1D5|9779	2358.5003
TBC1D7|51256	670.4388	TBC1D7|51256	181.8446
TBC1D8B|54885	193.018	TBC1D8B|54885	329.3313
TBC1D8|11138	887.3706	TBC1D8|11138	681.5939
TBC1D9B|23061	2222.2697	TBC1D9B|23061	4832.1447
TBC1D9|23158	139.6392	TBC1D9|23158	3658.2614
TBCA|6902	862.1757	TBCA|6902	914.8093
TBCB|1155	5380.3309	TBCB|1155	657.8869
TBCCD1|55171	251.0943	TBCCD1|55171	253.7071
TBCC|6903	526.1023	TBCC|6903	341.5288
TBCD|6904	1520.4527	TBCD|6904	1133.1975
TBCEL|219899	241.6996	TBCEL|219899	474.2371
TBCE|6905	459.9424	TBCE|6905	298.1059
TBCK|93627	599.1929	TBCK|93627	930.3245
TBK1|29110	459.9125	TBK1|29110	639.6347
TBKBP1|9755	326.6788	TBKBP1|9755	276.1504
TBL1XR1|79718	2933.7034	TBL1XR1|79718	3093.7631
TBL1X|6907	517.1346	TBL1X|6907	1090.9406
TBL2|26608	2193.2316	TBL2|26608	628.413
TBL3|10607	1203.8006	TBL3|10607	512.7811
