gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
TMEM184C|55751	430.0664	TMEM184C|55751	832.6645
TMEM185A|84548	878.2229	TMEM185A|84548	753.2103
TMEM185B|79134	542.0202	TMEM185B|79134	513.6437
TMEM186|25880	221.17700000000002	TMEM186|25880	166.1316
TMEM187|8269	393.5449	TMEM187|8269	180.1766
TMEM188|255919	277.1539	TMEM188|255919	438.6035
removed	removed	TMEM189-UBE2V1|387522	15.8868
TMEM189|387521	1167.6645	TMEM189|387521	833.4872
TMEM18|129787	630.0814	TMEM18|129787	608.748
TMEM191A|84222	19.7967	removed	removed
TMEM192|201931	501.4028	TMEM192|201931	941.0112
TMEM194A|23306	623.5963	TMEM194A|23306	638.8443
TMEM194B|100131211	73.043	TMEM194B|100131211	152.8892
removed	removed	TMEM195|392636	130.8186
TMEM198|130612	38.9108	removed	removed
TMEM199|147007	1047.6145	TMEM199|147007	314.2055
TMEM19|55266	860.1328	TMEM19|55266	1030.4976
TMEM200A|114801	291.8308	TMEM200A|114801	95.9069
TMEM200B|399474	57.4036	TMEM200B|399474	328.45099999999996
TMEM200C|645369	9.557	removed	removed
TMEM201|199953	297.2919	TMEM201|199953	164.5265
TMEM203|94107	878.9056	TMEM203|94107	707.8652
TMEM204|79652	291.4895	TMEM204|79652	307.3836
TMEM205|374882	1897.0708	TMEM205|374882	598.3146
TMEM206|55248	218.4464	TMEM206|55248	74.2376
TMEM208|29100	1089.1603	TMEM208|29100	286.1156
TMEM209|84928	581.955	TMEM209|84928	655.297
TMEM20|159371	39.2521	TMEM20|159371	227.9294
TMEM214|54867	5223.9417	TMEM214|54867	2844.703
TMEM216|51259	244.0456	TMEM216|51259	183.3868
TMEM217|221468	5.8503	removed	removed
TMEM218|219854	163.1522	TMEM218|219854	550.1605
TMEM219|124446	1914.8195	TMEM219|124446	1593.4992
TMEM220|388335	37.8868	TMEM220|388335	367.175
TMEM222|84065	975.8412	TMEM222|84065	525.6822
TMEM223|79064	339.2746	TMEM223|79064	202.2472
TMEM229B|161145	254.9679	TMEM229B|161145	60.5939
TMEM22|80723	45.7372	TMEM22|80723	573.0337
TMEM231|79583	97.6148	TMEM231|79583	163.3106
TMEM232|642987	47.4438	TMEM232|642987	19.2616
TMEM233|387890	8.8744	TMEM233|387890	34.5104
TMEM25|84866	453.2764	TMEM25|84866	107.5441
TMEM26|219623	74.4151	TMEM26|219623	15.6501
TMEM27|57393	18.7727	TMEM27|57393	6.8218
TMEM2|23670	1730.5054	TMEM2|23670	1817.4157
TMEM30A|55754	3042.8906	TMEM30A|55754	4795.3451
TMEM30B|161291	1239.0009	TMEM30B|161291	125.2006
TMEM33|55161	1458.4713	TMEM33|55161	1197.4318
TMEM35|59353	5.8025	TMEM35|59353	205.8587
TMEM37|140738	154.2778	TMEM37|140738	3065.4093
TMEM38A|79041	41.3	TMEM38A|79041	25.2809
TMEM38B|55151	51.1984	TMEM38B|55151	140.0482
TMEM39A|55254	930.1039999999999	TMEM39A|55254	693.0177
TMEM39B|55116	263.8423	TMEM39B|55116	259.6308
TMEM40|55287	43.348	removed	removed
TMEM41A|90407	599.3624	TMEM41A|90407	636.0353
TMEM41B|440026	586.0508	TMEM41B|440026	351.9262
TMEM42|131616	192.8472	TMEM42|131616	239.9679
TMEM43|79188	2473.5646	TMEM43|79188	5532.504
TMEM44|93109	226.2969	TMEM44|93109	176.9663
TMEM45A|55076	626.6682	TMEM45A|55076	328.6517
TMEM45B|120224	58.3662	removed	removed
TMEM47|83604	462.4921	TMEM47|83604	2432.9856
TMEM48|55706	355.3168	TMEM48|55706	301.7657
TMEM49|81671	5726.0272	TMEM49|81671	1927.7689
TMEM50A|23585	3842.6093	TMEM50A|23585	3071.4286
TMEM50B|757	895.9717	TMEM50B|757	1354.7432
TMEM51|55092	348.8317	TMEM51|55092	36.9181
TMEM52|339456	34.8149	TMEM52|339456	22.8732
TMEM53|79639	312.6958	TMEM53|79639	222.7247
TMEM54|113452	1230.4678	TMEM54|113452	234.3499
TMEM55A|55529	76.1149	TMEM55A|55529	599.5185
TMEM55B|90809	765.9278	TMEM55B|90809	386.4366
TMEM56|148534	129.1189	TMEM56|148534	1117.9133
TMEM57|55219	1598.0722	TMEM57|55219	791.3323
TMEM59|9528	6008.6423	TMEM59|9528	6772.0706
TMEM5|10329	349.5143	TMEM5|10329	263.2424
TMEM60|85025	528.026	TMEM60|85025	357.9454
TMEM61|199964	15.3595	removed	removed
TMEM62|80021	678.8906	TMEM62|80021	408.5072
TMEM63A|9725	1580.6648	TMEM63A|9725	985.1525
TMEM63B|55362	1561.2094	TMEM63B|55362	449.8395
TMEM63C|57156	283.2977	removed	removed
TMEM64|169200	174.0745	removed	removed
TMEM65|157378	319.4779	TMEM65|157378	322.2311
TMEM66|51669	4290.0832	TMEM66|51669	5496.3884
TMEM67|91147	162.4695	TMEM67|91147	182.5843
TMEM68|137695	298.9986	TMEM68|137695	343.0979
TMEM69|51249	479.2169	TMEM69|51249	419.7432
TMEM70|54968	446.7912	TMEM70|54968	430.5778
TMEM71|137835	17.4075	TMEM71|137835	74.2376
removed	removed	TMEM74|157753	16.4526
TMEM79|84283	592.8773	TMEM79|84283	75.0401
TMEM80|283232	181.2423	TMEM80|283232	254.0128
TMEM81|388730	65.5339	TMEM81|388730	46.549
TMEM84|283673	15.7008	removed	removed
TMEM85|51234	1110.2643	TMEM85|51234	1287.9856
TMEM86A|144110	1849.8829	TMEM86A|144110	113.5433
TMEM86B|255043	41.6414	TMEM86B|255043	21.2681
TMEM87A|25963	1654.7318	TMEM87A|25963	2215.8909
TMEM87B|84910	1668.726	TMEM87B|84910	835.8748
TMEM88|92162	7.5091	TMEM88|92162	136.0353
TMEM8A|58986	1256.067	TMEM8A|58986	445.0241
TMEM8B|51754	332.7895	TMEM8B|51754	403.2905
TMEM90B|79953	193.1886	TMEM90B|79953	24.4783
TMEM91|641649	80.2108	TMEM91|641649	84.4222
TMEM92|162461	17.0661	removed	removed
TMEM93|83460	264.4055	TMEM93|83460	146.1236
TMEM97|27346	1132.3581	TMEM97|27346	89.675
TMEM98|26022	359.754	TMEM98|26022	446.2279
TMEM99|147184	393.2036	TMEM99|147184	346.3082
TMEM9B|56674	1010.6561	TMEM9B|56674	1133.6276
TMEM9|252839	3998.5938	TMEM9|252839	707.8652
TMF1|7110	1535.2689	TMF1|7110	1253.6116
TMLHE|55217	151.2059	TMLHE|55217	402.0867
TMOD1|7111	124.1766	TMOD1|7111	916.1236
TMOD2|29767	386.0358	TMOD2|29767	1070.2247
TMOD3|29766	1228.7612	TMOD3|29766	2069.4222
TMPO|7112	1059.9533	TMPO|7112	598.6396
TMPPE|643853	51.881	TMPPE|643853	48.5554
TMPRSS13|84000	237.9018	removed	removed
TMPRSS2|7113	115.0257	removed	removed
TMPRSS3|64699	14.6769	removed	removed
TMPRSS4|56649	58.7075	removed	removed
TMPRSS6|164656	34.4736	removed	removed
TMSB10|9168	28518.5236	TMSB10|9168	9872.7929
TMSB15A|11013	11.9463	removed	removed
TMSB15B|286527	49.6658	TMSB15B|286527	18.4591
TMSL3|7117	104793.534	TMSL3|7117	43226.7255
TMTC1|83857	154.9604	TMTC1|83857	5248.7961
TMTC2|160335	146.7687	TMTC2|160335	308.9888
TMTC3|160418	853.6477	TMTC3|160418	861.557
TMTC4|84899	1428.0936	TMTC4|84899	353.9326
TMUB1|83590	358.3887	TMUB1|83590	121.1878
TMUB2|79089	726.6757	TMUB2|79089	672.5522
TMX1|81542	1060.1479	TMX1|81542	1058.5875
TMX2|51075	1674.8698	TMX2|51075	1960.935
TMX3|54495	793.2336	TMX3|54495	2008.0257
TMX4|56255	973.1106	TMX4|56255	1190.61
TNC|3371	2758.9102	TNC|3371	335.0722
TNFAIP1|7126	2638.4985	TNFAIP1|7126	1571.3283
TNFAIP2|7127	814.3956	TNFAIP2|7127	2789.3258
TNFAIP3|7128	715.4121	TNFAIP3|7128	712.2793
TNFAIP6|7130	321.5258	TNFAIP6|7130	455.0562
TNFAIP8L1|126282	177.8291	TNFAIP8L1|126282	62.199
TNFAIP8L2|79626	114.0017	TNFAIP8L2|79626	78.2504
TNFAIP8L3|388121	51.5397	TNFAIP8L3|388121	99.9197
TNFAIP8|25816	258.3812	TNFAIP8|25816	793.3387
TNFRSF10A|8797	37.2042	TNFRSF10A|8797	58.5875
TNFRSF10B|8795	491.5045	TNFRSF10B|8795	792.1348
TNFRSF10C|8794	13.6529	TNFRSF10C|8794	29.2937
TNFRSF10D|8793	35.8389	TNFRSF10D|8793	264.4462
TNFRSF11A|8792	35.4975	TNFRSF11A|8792	28.0899
TNFRSF11B|4982	72.7017	TNFRSF11B|4982	135.634
TNFRSF12A|51330	1154.6942	TNFRSF12A|51330	24.8796
TNFRSF14|8764	1137.5803	TNFRSF14|8764	432.5321
TNFRSF17|608	14.6769	TNFRSF17|608	5.2167
TNFRSF18|8784	50.1744	removed	removed
TNFRSF19|55504	295.9267	TNFRSF19|55504	56.5811
TNFRSF1A|7132	2916.9426	TNFRSF1A|7132	3207.0626
TNFRSF1B|7133	788.1138	TNFRSF1B|7133	1524.4783
TNFRSF21|27242	1073.8008	TNFRSF21|27242	2943.0177
TNFRSF25|8718	28.6711	removed	removed
TNFRSF4|7293	74.067	TNFRSF4|7293	11.6372
TNFRSF6B|8771	51.6523	TNFRSF6B|8771	14.077
TNFRSF8|943	32.766999999999996	TNFRSF8|943	63.8042
TNFRSF9|3604	27.9884	removed	removed
TNFSF10|8743	2396.0843	TNFSF10|8743	2815.8106
TNFSF11|8600	13.6529	removed	removed
TNFSF12-TNFSF13|407977	210.24099999999999	TNFSF12-TNFSF13|407977	71.1798
TNFSF12|8742	492.624	TNFSF12|8742	1178.1621
TNFSF13B|10673	272.3754	TNFSF13B|10673	83.4671
TNFSF13|8741	587.6755	TNFSF13|8741	383.4831
TNFSF14|8740	6.1438	removed	removed
TNFSF4|7292	667.9682	TNFSF4|7292	115.1685
TNFSF8|944	50.8571	TNFSF8|944	74.2376
TNFSF9|8744	23.5513	TNFSF9|8744	33.7079
TNF|7124	18.7727	TNF|7124	29.695
TNIK|23043	128.3373	TNIK|23043	83.4671
TNIP1|10318	2394.0364	TNIP1|10318	5158.5072
TNIP2|79155	626.6682	TNIP2|79155	241.9743
TNK1|8711	436.2102	TNK1|8711	40.5297
TNK2|10188	875.8064	TNK2|10188	511.6372
TNKS1BP1|85456	3418.3454	TNKS1BP1|85456	3277.6886
TNKS2|80351	1341.0563	TNKS2|80351	2432.9856
TNKS|8658	595.6283	TNKS|8658	1740.8427
TNMD|64102	10.9223	TNMD|64102	624.3981
TNNC2|7125	9.2157	TNNC2|7125	6.0193
TNNI2|7136	5.4612	removed	removed
TNNI3K|51086	100.226	TNNI3K|51086	111.1276
TNNT1|7138	776.1675	removed	removed
removed	removed	TNNT3|7140	207.4639
TNN|63923	103.0794	TNN|63923	233.5474
TNPO1|3842	2548.3142	TNPO1|3842	4006.4205
TNPO2|30000	1605.9226	TNPO2|30000	1881.2199
TNPO3|23534	1418.5365	TNPO3|23534	1459.069
TNRC18|84629	2387.5513	TNRC18|84629	778.0899
TNRC6A|27327	1189.5091	TNRC6A|27327	2344.703
TNRC6B|23112	1176.5389	TNRC6B|23112	1394.8636
TNRC6C|57690	906.9760000000001	TNRC6C|57690	808.2745
TNS1|7145	2080.361	removed	removed
TNS3|64759	1693.3012	TNS3|64759	4987.1589
TNS4|84951	173.0505	removed	removed
TNXB|7148	158.7525	TNXB|7148	22727.8652
TOB1|10140	3946.2758	TOB1|10140	1511.236
TOB2|10766	2231.5669	TOB2|10766	4225.1204
TOE1|114034	192.7073	TOE1|114034	155.2247
TOLLIP|54472	953.6552	TOLLIP|54472	909.7111
TOM1L1|10040	4200.0321	TOM1L1|10040	369.7512
TOM1L2|146691	1172.1017	TOM1L2|146691	1742.3756
TOM1|10043	1538.3408	TOM1|10043	863.5634
TOMM20|9804	7328.8779	TOMM20|9804	4457.8652
TOMM22|56993	1904.5799	TOMM22|56993	1115.1685
TOMM34|10953	1298.0497	TOMM34|10953	293.74
TOMM40L|84134	466.233	TOMM40L|84134	392.81300000000005
TOMM40|10452	1168.0058	TOMM40|10452	195.8266
TOMM5|401505	645.0792	TOMM5|401505	882.4077
TOMM6|100188893	2300.456	TOMM6|100188893	1478.0417
TOMM70A|9868	5780.7992	TOMM70A|9868	3013.5995
TOMM7|54543	2478.6844	TOMM7|54543	2352.7287
TOP1MT|116447	301.3878	TOP1MT|116447	98.7159
TOP1P1|7151	126.6307	TOP1P1|7151	61.3965
TOP1|7150	3834.0763	TOP1|7150	1892.0546
TOP2A|7153	1802.5244	TOP2A|7153	30.0963
TOP2B|7155	4625.6033	TOP2B|7155	3993.5795
TOP3A|7156	414.3656	TOP3A|7156	345.9069
TOP3B|8940	216.3985	TOP3B|8940	152.0867
TOPBP1|11073	791.5269999999999	TOPBP1|11073	875.2006
TOPORS|10210	495.259	TOPORS|10210	703.8523
TOR1AIP1|26092	1832.2195	TOR1AIP1|26092	3678.1701
TOR1AIP2|163590	531.4392	TOR1AIP2|163590	667.7368
TOR1A|1861	1037.2792	TOR1A|1861	954.6549
TOR1B|27348	619.1591	TOR1B|27348	584.2697
TOR2A|27433	262.1357	TOR2A|27433	98.7159
TOR3A|64222	1879.6633	TOR3A|64222	570.2247
TOX2|84969	58.0248	TOX2|84969	68.6196
TOX3|27324	115.0257	removed	removed
TOX4|9878	2099.0006	TOX4|9878	1922.9374
TOX|9760	48.8091	TOX|9760	34.9117
TP53BP1|7158	1052.9801	TP53BP1|7158	1018.0578
TP53BP2|7159	1265.2827	TP53BP2|7159	782.5039999999999
TP53I11|9537	3961.0483	TP53I11|9537	1314.6067
TP53I13|90313	692.2021	TP53I13|90313	215.8909
TP53I3|9540	361.8019	TP53I3|9540	254.4141
TP53INP1|94241	2014.1444	TP53INP1|94241	1136.8379
TP53INP2|58476	1439.0159	TP53INP2|58476	796.1477
TP53RK|112858	886.0734	TP53RK|112858	340.2889
TP53TG1|11257	478.8755	TP53TG1|11257	195.4254
TP53|7157	707.903	TP53|7157	691.4125
TP63|8626	174.0745	TP63|8626	13.2424
TP73|7161	88.0612	removed	removed
TPBG|7162	1226.3719	TPBG|7162	382.4238
TPCN1|53373	1185.4132	TPCN1|53373	1967.496
TPCN2|219931	297.0121	TPCN2|219931	374.7713
TPD52L1|7164	105.4687	TPD52L1|7164	294.5425
TPD52L2|7165	3312.8767	TPD52L2|7165	2720.305
TPD52|7163	7556.6357	TPD52|7163	188.3909
TPI1P2|286016	29.6951	TPI1P2|286016	7.2231
TPI1|7167	9910.6418	TPI1|7167	3101.9262
TPK1|27010	82.9414	TPK1|27010	172.9535
TPM1|7168	5361.7883	TPM1|7168	2771.2159
TPM2|7169	2528.5175	TPM2|7169	288.5233
TPM3|7170	11867.7853	TPM3|7170	5277.2873
TPM4|7171	18876.843999999997	TPM4|7171	10285.7143
TPMT|7172	759.1014	TPMT|7172	359.1493
removed	removed	TPO|7173	106.7416
TPP1|1200	5101.7483	TPP1|1200	6537.3194
TPP2|7174	1405.9076	TPP2|7174	1208.2665
TPPP3|51673	183.6315	TPPP3|51673	1318.6196
TPPP|11076	62.8034	TPPP|11076	1027.6886
TPRA1|131601	1796.7219	TPRA1|131601	459.4703
TPRG1L|127262	1378.2605	TPRG1L|127262	2475.1204
TPRG1|285386	41.6414	TPRG1|285386	261.236
TPRKB|51002	397.2995	TPRKB|51002	276.0835
TPRN|286262	470.6838	TPRN|286262	22.8732
TPRXL|348825	11.9463	removed	removed
TPR|7175	5583.5489	TPR|7175	4256.862
TPSAB1|7177	86.6959	TPSAB1|7177	245.1846
TPSB2|64499	242.33900000000003	TPSB2|64499	418.9406
TPSD1|23430	13.9942	TPSD1|23430	26.886
TPST1|8460	313.6754	TPST1|8460	604.7352
TPST2|8459	573.4219	TPST2|8459	1183.7881
TPT1|7178	65918.9427	TPT1|7178	60027.2873
removed	removed	TPTE2P1|646405	20.4655
TPX2|22974	1730.5054	TPX2|22974	75.8427
TRA2A|29896	1347.8828	TRA2A|29896	955.4575
TRA2B|6434	2254.4355	TRA2B|6434	2277.6886
TRABD|80305	435.8689	TRABD|80305	99.5185
TRADD|8717	520.5169	TRADD|8717	170.5457
TRAF1|7185	314.6994	TRAF1|7185	143.2584
TRAF2|7186	389.449	TRAF2|7186	70.2247
TRAF3IP1|26146	554.9905	TRAF3IP1|26146	447.8331
TRAF3IP2|10758	416.0722	TRAF3IP2|10758	693.0177
TRAF3IP3|80342	172.0266	TRAF3IP3|80342	32.9053
TRAF3|7187	176.4638	TRAF3|7187	243.1782
TRAF4|9618	2512.4753	TRAF4|9618	69.8234
TRAF5|7188	1573.497	TRAF5|7188	404.0931
TRAF6|7189	207.8654	TRAF6|7189	394.4623
TRAF7|84231	2339.9265	TRAF7|84231	761.2360000000001
TRAFD1|10906	2062.2709	TRAFD1|10906	520.8668
TRAIP|10293	109.2232	TRAIP|10293	17.2552
TRAK1|22906	2314.8496	TRAK1|22906	2011.236
TRAK2|66008	1661.8995	TRAK2|66008	4387.6404
TRAM1L1|133022	82.6001	TRAM1L1|133022	46.9502
TRAM1|23471	3528.2513	TRAM1|23471	5239.5666
TRAM2|9697	1491.2382	TRAM2|9697	2282.504
TRANK1|9881	802.1080000000001	TRANK1|9881	598.3146
TRAP1|10131	1363.017	TRAP1|10131	818.0698
TRAPPC10|7109	1155.7182	TRAPPC10|7109	1333.0658
TRAPPC1|58485	1709.6847	TRAPPC1|58485	983.5474
TRAPPC2L|51693	821.9047	TRAPPC2L|51693	355.1364
TRAPPC2P1|10597	293.3121	TRAPPC2P1|10597	124.0048
TRAPPC2|6399	268.6209	TRAPPC2|6399	239.9679
TRAPPC3|27095	1482.7052	TRAPPC3|27095	1111.557
TRAPPC4|51399	757.3948	TRAPPC4|51399	660.1124
TRAPPC5|126003	734.1848	TRAPPC5|126003	209.4703
TRAPPC6A|79090	599.3624	TRAPPC6A|79090	66.6132
TRAPPC6B|122553	723.9451	TRAPPC6B|122553	880.4173
TRAPPC9|83696	488.7739	TRAPPC9|83696	533.3066
TRAT1|50852	29.6951	TRAT1|50852	14.0449
TRDMT1|1787	100.0075	TRDMT1|1787	228.3307
removed	removed	TRDN|10345	142.4559
TREM1|54210	165.2001	TREM1|54210	34.5104
TREM2|54209	450.8871	TREM2|54209	58.5875
TRERF1|55809	1383.3803	TRERF1|55809	306.5811
TREX1|11277	287.6257	TREX1|11277	176.7416
removed	removed	TRHDE|29953	393.5674
TRIAP1|51499	667.2856	TRIAP1|51499	492.3756
TRIB1|10221	1336.2778	TRIB1|10221	1423.756
TRIB2|28951	809.9584	TRIB2|28951	1097.512
TRIB3|57761	1444.1357	TRIB3|57761	94.70299999999999
TRIL|9865	427.6772	TRIL|9865	254.8154
TRIM11|81559	1132.1669	TRIM11|81559	148.0738
TRIM13|10206	618.9987	TRIM13|10206	746.573
TRIM14|9830	930.1039999999999	TRIM14|9830	401.6854
TRIM16L|147166	189.3589	TRIM16L|147166	160.1645
TRIM16|10626	474.1209	TRIM16|10626	570.8507
TRIM17|51127	43.6893	removed	removed
TRIM21|6737	529.3913	TRIM21|6737	422.1509
TRIM22|10346	1266.3067	TRIM22|10346	1973.9165
TRIM23|373	296.9506	TRIM23|373	675.7624
TRIM24|8805	1298.7323	TRIM24|8805	569.0209
TRIM25|7706	1113.3942	TRIM25|7706	1865.7705
TRIM26|7726	1592.2697	TRIM26|7726	778.0899
TRIM27|5987	1945.1973	TRIM27|5987	866.7737
TRIM28|10155	2661.292	TRIM28|10155	1688.2022
TRIM29|23650	186.7034	TRIM29|23650	15.2488
TRIM2|23321	152.2299	TRIM2|23321	900.8828
TRIM32|22954	512.3252	TRIM32|22954	451.8459
TRIM33|51592	1096.3281	TRIM33|51592	1259.2295
TRIM34|53840	223.225	TRIM34|53840	309.7913
TRIM35|23087	301.7291	TRIM35|23087	472.3114
TRIM36|55521	51.1984	TRIM36|55521	17.6565
TRIM37|4591	1594.3893	TRIM37|4591	645.7424
TRIM38|10475	477.5103	TRIM38|10475	555.3772
TRIM39|56658	495.6481	TRIM39|56658	339.4864
TRIM3|10612	365.8978	TRIM3|10612	180.1766
TRIM41|90933	810.0335	TRIM41|90933	430.6581
TRIM44|54765	1329.11	TRIM44|54765	1984.3499
TRIM45|80263	193.1886	TRIM45|80263	58.5875
TRIM46|80128	22.8686	removed	removed
TRIM47|91107	731.7956	TRIM47|91107	462.6806
TRIM4|89122	814.0543	TRIM4|89122	756.4205
removed	removed	TRIM50|135892	9.2295
TRIM52|84851	295.9267	TRIM52|84851	182.5843
TRIM54|57159	9.8984	removed	removed
TRIM56|81844	145.4034	TRIM56|81844	281.3002
TRIM58|25893	8.8744	TRIM58|25893	42.9374
TRIM59|286827	315.8872	TRIM59|286827	23.0899
TRIM5|85363	295.0358	TRIM5|85363	496.8258
removed	removed	TRIM61|391712	18.8604
TRIM62|55223	280.9085	TRIM62|55223	103.13
TRIM65|201292	792.551	TRIM65|201292	318.6196
TRIM66|9866	299.3399	TRIM66|9866	424.5586
TRIM67|440730	12.2876	removed	removed
TRIM68|55128	185.3381	TRIM68|55128	351.9262
TRIM69|140691	26.9645	TRIM69|140691	14.0449
TRIM6|117854	114.3431	TRIM6|117854	264.4462
TRIM78P|117852	5.327999999999999	TRIM78P|117852	13.2063
TRIM7|81786	26.9645	TRIM7|81786	48.9567
TRIM8|81603	1807.3029	TRIM8|81603	4450.2408
TRIM9|114088	23.5513	TRIM9|114088	23.6758
TRIOBP|11078	1369.0448	TRIOBP|11078	1472.3114
TRIO|7204	2239.7586	TRIO|7204	3794.5425
TRIP10|9322	664.555	TRIP10|9322	1335.0722
TRIP11|9321	930.4453	TRIP11|9321	1557.7849
TRIP12|9320	3321.4098	TRIP12|9320	5687.3997
TRIP13|9319	198.9911	TRIP13|9319	18.8604
TRIP4|9325	653.2914	TRIP4|9325	682.9856
TRIP6|7205	1236.9529	TRIP6|7205	465.0883
TRIT1|54802	380.5747	TRIT1|54802	225.1204
TRMT112|51504	2985.8897	TRMT112|51504	980.7384
TRMT11|60487	95.9116	TRMT11|60487	226.7255
TRMT12|55039	310.2622	TRMT12|55039	264.4462
TRMT1|55621	450.2045	TRMT1|55621	219.1011
TRMT2A|27037	348.149	TRMT2A|27037	171.7496
TRMT2B|79979	352.9275	TRMT2B|79979	406.0995
TRMT5|57570	489.7979	TRMT5|57570	747.9936
TRMT61A|115708	402.7606	TRMT61A|115708	127.2071
TRMT61B|55006	483.1523	TRMT61B|55006	260.943
TRMT6|51605	526.6607	TRMT6|51605	301.3644
TRMU|55687	138.9183	TRMU|55687	123.5955
TRNAU1AP|54952	382.2813	TRNAU1AP|54952	254.0128
TRNP1|388610	45.3959	TRNP1|388610	31.3002
TRNT1|51095	643.7514	TRNT1|51095	405.7705
TROAP|10024	146.0861	removed	removed
TROVE2|6738	1178.6141	TROVE2|6738	1463.8042
TRO|7216	97.9596	TRO|7216	294.1413
TRPA1|8989	17.7488	removed	removed
TRPC1|7220	88.7439	TRPC1|7220	236.7576
removed	removed	TRPC3|7222	6.4205
TRPC4AP|26133	3914.2871	TRPC4AP|26133	2450.6421
TRPC4|7223	13.6529	TRPC4|7223	5.617999999999999
TRPC6|7225	43.6893	TRPC6|7225	158.1059
TRPM2|7226	367.2631	TRPM2|7226	85.4735
TRPM4|54795	7069.8141	TRPM4|54795	227.1268
removed	removed	TRPM6|140803	57.3836
TRPM7|54822	747.8377	TRPM7|54822	1825.4414
TRPS1|7227	9087.3717	TRPS1|7227	848.7159
TRPT1|83707	511.3012	TRPT1|83707	190.2087
TRPV1|7442	147.7927	TRPV1|7442	137.7087
TRPV2|51393	351.9036	TRPV2|51393	315.4093
removed	removed	TRPV3|162514	11.9743
TRPV4|59341	51.881	TRPV4|59341	15.6501
TRPV6|55503	26.6232	removed	removed
TRRAP|8295	1392.1694	TRRAP|8295	1702.1589
TRUB1|142940	332.1068	TRUB1|142940	430.1766
TRUB2|26995	814.0543	TRUB2|26995	345.1043
TSC1|7248	929.4213	TSC1|7248	1477.5281
TSC22D1|8848	4584.9859	TSC22D1|8848	4494.3820000000005
TSC22D2|9819	482.9714	TSC22D2|9819	997.9936
TSC22D3|1831	4113.2781	TSC22D3|1831	9109.9518
TSC22D4|81628	752.9576	TSC22D4|81628	339.4864
TSC2|7249	1078.5793	TSC2|7249	1187.8010000000002
TSEN15|116461	1251.9711	TSEN15|116461	648.8764
TSEN2|80746	196.6018	TSEN2|80746	132.825
TSEN34|79042	1347.5415	TSEN34|79042	333.8684
TSEN54|283989	688.4476	TSEN54|283989	108.3467
TSFM|10102	544.4095	TSFM|10102	339.0851
TSG101|7251	2204.2611	TSG101|7251	1497.191
TSGA10|80705	114.3431	TSGA10|80705	55.3772
TSGA14|95681	330.0589	TSGA14|95681	219.9037
removed	removed	TSHR|7253	5.617999999999999
TSHZ1|10194	511.3012	TSHZ1|10194	963.4831
TSHZ2|128553	78.5042	TSHZ2|128553	594.703
TSHZ3|57616	427.3358	TSHZ3|57616	345.9069
TSIX|9383	68.0495	TSIX|9383	16.7576
removed	removed	TSKS|60385	8.8283
TSKU|25987	1258.1149	TSKU|25987	2965.0883
removed	removed	TSLP|85480	107.9454
TSNARE1|203062	74.7496	TSNARE1|203062	62.6003
TSNAXIP1|55815	40.2761	removed	removed
TSNAX|7257	1092.6588	TSNAX|7257	984.3499
TSN|7247	2103.2296	TSN|7247	2176.565
TSPAN11|441631	26.6232	TSPAN11|441631	163.7239
TSPAN12|23554	141.6489	TSPAN12|23554	414.5265
TSPAN13|27075	4402.3783	TSPAN13|27075	1100.3210000000001
TSPAN14|81619	1539.3647	TSPAN14|81619	4172.9535
TSPAN15|23555	1533.5622	TSPAN15|23555	1888.443
TSPAN17|26262	1447.2076	TSPAN17|26262	361.55699999999996
TSPAN18|90139	262.1357	TSPAN18|90139	1072.2311
TSPAN1|10103	2054.7618	TSPAN1|10103	53.7721
TSPAN2|10100	133.1158	TSPAN2|10100	376.4045
TSPAN31|6302	1347.8828	TSPAN31|6302	1511.236
TSPAN32|10077	9.2157	TSPAN32|10077	7.6244
TSPAN33|340348	225.6142	TSPAN33|340348	163.7239
TSPAN3|10099	2615.2134	TSPAN3|10099	15321.0273
TSPAN4|7106	449.1805	TSPAN4|7106	1422.1509
TSPAN5|10098	155.3018	TSPAN5|10098	14.8475
TSPAN6|7105	202.7456	TSPAN6|7105	1597.9133
TSPAN7|7102	115.0257	TSPAN7|7102	2539.3258
removed	removed	TSPAN8|7103	109.5506
TSPAN9|10867	1901.8493	TSPAN9|10867	802.5682
TSPO|706	2374.9223	TSPO|706	1619.5827
TSPYL1|7259	1411.3142	TSPYL1|7259	2448.5714
TSPYL2|64061	531.7805	TSPYL2|64061	500.4013
TSPYL3|128854	59.3901	TSPYL3|128854	6.8218
TSPYL4|23270	458.0549	TSPYL4|23270	553.3708
TSPYL5|85453	1060.4892	TSPYL5|85453	727.9294
TSR1|55720	973.7455	TSR1|55720	1119.9719
TSR2|90121	1001.0991	TSR2|90121	462.6806
TSSC1|7260	521.5409	TSSC1|7260	204.2536
TSSC4|10078	326.3044	TSSC4|10078	165.7303
TSSK3|81629	21.1006	TSSK3|81629	32.7608
TSSK4|283629	17.4075	TSSK4|283629	20.4655
TSSK6|83983	25.2579	removed	removed
TSTA3|7264	1106.9091	TSTA3|7264	333.8684
TSTD1|100131187	2319.6281	TSTD1|100131187	141.6533
TSTD2|158427	716.7739999999999	TSTD2|158427	778.0979
TST|7263	808.2518	TST|7263	717.8973
TTBK1|84630	11.2636	removed	removed
TTBK2|146057	93.5224	TTBK2|146057	402.0867
