gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
TADA1|117143	400.03	TADA1|117143	222.7127
TADA2A|6871	76.7976	TADA2A|6871	184.5907
TADA2B|93624	975.4999	TADA2B|93624	723.5152
TADA3|10474	2209.8383	TADA3|10474	938.4631
TAF10|6881	735.5501	TAF10|6881	598.7159
TAF11|6882	812.0064	TAF11|6882	521.2681
TAF12|6883	483.3127	TAF12|6883	463.8844
TAF13|6884	184.9968	TAF13|6884	272.0706
TAF15|8148	858.0849	TAF15|8148	1311.3965
TAF1A|9015	117.7563	TAF1A|9015	105.939
TAF1B|9014	264.1837	TAF1B|9014	249.5987
TAF1C|9013	585.0269	TAF1C|9013	306.9823
TAF1D|79101	416.1882	TAF1D|79101	489.9639
TAF1L|138474	32.766999999999996	TAF1L|138474	50.9631
TAF1|6872	1626.0607	TAF1|6872	1763.2424
TAF2|6873	780.946	TAF2|6873	856.3403
TAF3|83860	240.6324	TAF3|83860	288.9246
TAF4B|6875	94.5463	TAF4B|6875	221.5088
TAF4|6874	818.1502	TAF4|6874	333.4671
TAF5L|27097	883.6841	TAF5L|27097	595.5056
TAF5|6877	89.0852	TAF5|6877	149.679
TAF6L|10629	209.572	TAF6L|10629	102.3274
TAF6|6878	813.7130000000001	TAF6|6878	575.4414
TAF7|6879	2720.6821	TAF7|6879	2946.2279
TAF8|129685	514.0318	TAF8|129685	786.9181
TAF9B|51616	661.8244	TAF9B|51616	964.687
TAF9|6880	1508.3044	TAF9|6880	1483.1461
TAGAP|117289	142.6728	TAGAP|117289	327.4478
TAGLN2|8407	27511.9634	TAGLN2|8407	9324.2376
TAGLN|6876	9411.478000000001	TAGLN|6876	5422.3676
TAL1|6886	34.8149	TAL1|6886	281.3002
TALDO1|6888	3030.9443	TALDO1|6888	2727.5281
TANC1|85461	733.1609	TANC1|85461	1012.0385
TANC2|26115	5773.8124	TANC2|26115	878.0096
TANK|10010	845.456	TANK|10010	1053.7721
TAOK1|57551	597.9971	TAOK1|57551	1547.3515
TAOK2|9344	950.9246	TAOK2|9344	942.6164
TAOK3|51347	758.0774	TAOK3|51347	992.3756
TAP1|6890	3422.1	TAP1|6890	854.7352
TAP2|6891	1072.6983	TAP2|6891	800.1605
TAPBPL|55080	436.2546	TAPBPL|55080	439.4623
TAPBP|6892	5071.0292	TAPBP|6892	1751.6051
TAPT1|202018	657.3872	TAPT1|202018	1003.2103
TARBP1|6894	773.4369	TARBP1|6894	565.8106
TARBP2|6895	503.4508	TARBP2|6895	142.0546
TARDBP|23435	3820.0821	TARDBP|23435	3372.3917
TARP|445347	13.3116	TARP|445347	17.6565
TARS2|80222	1256.7497	TARS2|80222	328.2504
TARSL2|123283	961.5056	TARSL2|123283	353.13
TARS|6897	1628.4499	TARS|6897	1751.6051
TAS1R3|83756	5.4612	removed	removed
TAS2R14|50840	9.6014	TAS2R14|50840	9.9759
TAS2R20|259295	16.0422	TAS2R20|259295	18.4591
TAS2R4|50832	11.605	removed	removed
TAS2R5|54429	19.1141	TAS2R5|54429	11.235999999999999
TASP1|55617	279.8845	TASP1|55617	186.9984
TATDN1|83940	258.0399	TATDN1|83940	400.8828
TATDN2|9797	1526.3945	TATDN2|9797	1065.008
TATDN3|128387	323.2325	TATDN3|128387	545.7464
TAT|6898	5.8025	removed	removed
TAX1BP1|8887	2545.2423	TAX1BP1|8887	3037.3194
TAX1BP3|30851	2323.0652	TAX1BP3|30851	2351.8138
TAZ|6901	262.1357	TAZ|6901	227.1268
TBC1D10A|83874	782.2806	TBC1D10A|83874	250.1645
TBC1D10B|26000	1327.4034	TBC1D10B|26000	645.6661
TBC1D10C|374403	146.4274	TBC1D10C|374403	14.0449
TBC1D12|23232	255.3093	TBC1D12|23232	936.9984
TBC1D13|54662	782.6526	TBC1D13|54662	1260.8347
TBC1D14|57533	1365.9729	TBC1D14|57533	1654.4944
TBC1D15|64786	857.4023	TBC1D15|64786	1714.2857
TBC1D16|125058	465.9053	TBC1D16|125058	1218.2986
TBC1D17|79735	2378.1069	TBC1D17|79735	899.5024
TBC1D19|55296	112.2951	TBC1D19|55296	193.8202
TBC1D1|23216	787.7725	TBC1D1|23216	1358.3467
TBC1D20|128637	1929.1551	TBC1D20|128637	1862.7608
TBC1D22A|25771	342.0052	TBC1D22A|25771	336.2761
TBC1D22B|55633	344.3467	TBC1D22B|55633	305.7624
TBC1D23|55773	7422.7416	TBC1D23|55773	1261.6372
TBC1D24|57465	201.295	TBC1D24|57465	277.0867
TBC1D25|4943	505.84	TBC1D25|4943	445.4254
TBC1D2B|23102	1254.7017	TBC1D2B|23102	3656.9021
TBC1D2|55357	823.9527	TBC1D2|55357	138.8443
TBC1D3B|414059	74.7496	TBC1D3B|414059	34.9117
TBC1D3C|414060	27.9884	removed	removed
removed	removed	TBC1D3G|654341	14.8475
TBC1D3H|729877	5.4612	removed	removed
TBC1D3|729873	195.0146	TBC1D3|729873	166.1637
TBC1D4|9882	1318.529	TBC1D4|9882	2158.9085
TBC1D5|9779	1641.4202	TBC1D5|9779	2813.4029
TBC1D7|51256	418.8028	TBC1D7|51256	197.1629
TBC1D8B|54885	278.1779	TBC1D8B|54885	389.6469
TBC1D8|11138	673.4294	TBC1D8|11138	512.8411
TBC1D9B|23061	4767.5935	TBC1D9B|23061	3512.4398
TBC1D9|23158	13459.0311	TBC1D9|23158	2499.5987
TBCA|6902	1903.8972	TBCA|6902	987.5602
TBCB|1155	1605.4311	TBCB|1155	464.3178
TBCCD1|55171	229.3688	TBCCD1|55171	312.199
TBCC|6903	701.7592	TBCC|6903	272.4719
TBCD|6904	1104.8987	TBCD|6904	950.4856
TBCEL|219899	260.4291	TBCEL|219899	528.4912
TBCE|6905	635.1569	TBCE|6905	334.9238
TBCK|93627	608.09	TBCK|93627	1056.882
TBK1|29110	776.5088	TBK1|29110	692.2151
TBKBP1|9755	87.7199	TBKBP1|9755	185.7945
TBL1XR1|79718	2937.7632	TBL1XR1|79718	3792.1348
TBL1X|6907	2587.225	TBL1X|6907	996.7897
TBL2|26608	1144.7959	TBL2|26608	628.0096
TBL3|10607	705.1724	TBL3|10607	304.5746
TBPL1|9519	169.6373	TBPL1|9519	292.5361
TBP|6908	293.5374	TBP|6908	256.4205
TBRG1|84897	619.4185	TBRG1|84897	1360.4815
TBRG4|9238	764.9038	TBRG4|9238	450.2408
TBX15|6913	131.0679	removed	removed
TBX18|9096	91.4744	TBX18|9096	431.3804
TBX19|9095	90.4505	TBX19|9095	51.7657
TBX1|6899	7.1678	TBX1|6899	22.4719
TBX21|30009	42.6653	TBX21|30009	17.6565
TBX2|6909	98.3009	TBX2|6909	134.4302
TBX3|6926	1424.6804	TBX3|6926	760.0321
removed	removed	TBX4|9496	10.4334
TBX5|6910	77.1389	TBX5|6910	176.9663
TBX6|6911	28.3298	TBX6|6911	8.0257
TBXA2R|6915	38.5694	TBXA2R|6915	37.3194
TBXAS1|6916	375.4548	TBXAS1|6916	390.8507
TC2N|123036	7762.0163	TC2N|123036	1598.7159
TCAM1P|146771	33.7909	removed	removed
TCEA1|6917	1313.7505	TCEA1|6917	1660.9149
TCEA2|6919	741.0113	TCEA2|6919	126.4045
TCEA3|6920	1373.4820000000002	TCEA3|6920	359.1493
TCEAL1|9338	381.2573	TCEAL1|9338	268.8604
TCEAL3|85012	713.3641	TCEAL3|85012	69.4222
TCEAL4|79921	2301.1967	TCEAL4|79921	912.9213
TCEAL5|340543	12.2876	removed	removed
TCEAL6|158931	37.8868	removed	removed
TCEAL7|56849	15.3595	TCEAL7|56849	55.7785
TCEAL8|90843	1359.4877	TCEAL8|90843	850.321
TCEANC|170082	101.0315	TCEANC|170082	93.9005
TCEB1|6921	685.3757	TCEB1|6921	583.8684
TCEB2|6923	2025.0667	TCEB2|6923	838.6838
TCEB3|6924	1189.3931	TCEB3|6924	2002.7247
TCERG1|10915	1043.4231	TCERG1|10915	871.9904
TCF12|6938	1522.9812	TCF12|6938	2365.7263
removed	removed	TCF15|6939	43.3387
TCF19|6941	395.5928	TCF19|6941	139.6469
TCF20|6942	1438.6746	TCF20|6942	780.8989
TCF25|22980	2246.2437	TCF25|22980	1134.8315
TCF3|6929	1360.1704	TCF3|6929	428.9727
TCF4|6925	1663.6061	TCF4|6925	6206.26
TCF7L1|83439	409.9284	TCF7L1|83439	1155.6982
TCF7L2|6934	351.2209	TCF7L2|6934	1836.2761
TCF7|6932	240.6324	TCF7|6932	126.0032
TCFL5|10732	520.5169	TCFL5|10732	317.0144
TCHH|7062	21.5033	TCHH|7062	6.4205
TCHP|84260	331.1068	TCHP|84260	255.618
TCIRG1|10312	760.808	TCIRG1|10312	555.7785
TCL1A|8115	13.3116	removed	removed
TCN2|6948	480.5822	TCN2|6948	1739.1653
TCOF1|6949	852.2824	TCOF1|6949	467.8973
TCP10L|140290	21.732	TCP10L|140290	6.7376
TCP11L1|55346	289.1002	TCP11L1|55346	477.1589
TCP11L2|255394	175.4398	TCP11L2|255394	484.7512
TCP1|6950	2841.5922	removed	removed
TCTA|6988	1617.8689	TCTA|6988	1158.5072
TCTE3|6991	59.0488	TCTE3|6991	22.4719
TCTEX1D1|200132	10.581	TCTEX1D1|200132	12.4398
TCTEX1D2|255758	109.9059	TCTEX1D2|255758	21.2681
TCTN1|79600	567.2132	TCTN1|79600	477.1268
TCTN2|79867	608.2368	TCTN2|79867	298.1541
TCTN3|26123	1013.7280000000001	TCTN3|26123	1279.2937
removed	removed	TDGF1|6997	18.4591
TDG|6996	708.5856	TDG|6996	347.9133
TDO2|6999	37.8868	removed	removed
TDP1|55775	485.702	TDP1|55775	201.0433
TDP2|51567	1115.7834	TDP2|51567	1028.8925
removed	removed	TDRD10|126668	83.8684
removed	removed	TDRD1|56165	14.4462
TDRD3|81550	525.2954	TDRD3|81550	558.9888
TDRD5|163589	291.1481	TDRD5|163589	60.9952
TDRD6|221400	11.9463	TDRD6|221400	32.1027
TDRD7|23424	598.6798	TDRD7|23424	663.3226
removed	removed	TDRD9|122402	19.2616
TDRKH|11022	439.2821	TDRKH|11022	258.427
TEAD1|7003	1291.2232	TEAD1|7003	7866.7737
TEAD2|8463	2405.9827	TEAD2|8463	551.7657
TEAD3|7005	827.0246	TEAD3|7005	306.1798
TEAD4|7004	283.9804	TEAD4|7004	54.9759
TECPR1|25851	134.4811	TECPR1|25851	132.0225
TECPR2|9895	572.0566	TECPR2|9895	696.2279
TECR|9524	1991.6171	TECR|9524	1729.9358
TECTA|7007	15.7008	TECTA|7007	19.2616
TEC|7006	26.2818	TEC|7006	63.0016
TEF|7008	654.3153	TEF|7008	2118.3788
TEKT2|27285	53.5876	removed	removed
removed	removed	TEKT3|64518	14.0449
TEKT4|150483	15.0182	TEKT4|150483	5.617999999999999
TEK|7010	241.9977	TEK|7010	2109.5506
TELO2|9894	438.9408	TELO2|9894	148.4751
TENC1|23371	836.5816	TENC1|23371	6642.0425
TEP1|7011	1274.1571	TEP1|7011	887.2392
TERF1|7013	475.8036	TERF1|7013	556.9823
TERF2IP|54386	1606.9466	TERF2IP|54386	1934.9920000000002
TERF2|7014	822.2460000000001	TERF2|7014	643.2584
TESC|54997	11.2636	TESC|54997	38.9246
TESK1|7016	693.2261	TESK1|7016	1294.1413
TESK2|10420	359.4127	TESK2|10420	82.2632
TES|26136	1180.5733	TES|26136	708.6838
TET1|80312	33.7909	TET1|80312	91.4928
TET2|54790	680.5972	TET2|54790	753.2103
TET3|200424	931.1279	TET3|200424	313.4029
TEX10|54881	557.3797	TEX10|54881	306.5811
TEX11|56159	11.605	removed	removed
TEX14|56155	27.3058	removed	removed
TEX261|113419	3253.8279	TEX261|113419	4183.3868
TEX264|51368	1410.0035	TEX264|51368	527.2873
TEX2|55852	4192.8063	TEX2|55852	1855.5377
TEX9|374618	33.4496	TEX9|374618	20.8668
TFAM|7019	374.4308	TFAM|7019	554.5746
TFAP2A|7020	2340.7901	TFAP2A|7020	6.0193
TFAP2B|7021	36.5215	removed	removed
TFAP2C|7022	1008.9495	TFAP2C|7022	36.9181
TFAP2E|339488	14.6769	removed	removed
TFAP4|7023	238.5845	TFAP4|7023	93.0979
TFB1M|51106	199.3324	TFB1M|51106	123.9968
TFB2M|64216	702.4418	TFB2M|64216	362.3596
TFCP2L1|29842	33.1083	TFCP2L1|29842	80.2568
TFCP2|7024	554.6492	TFCP2|7024	735.5538
TFDP1|7027	2293.0049	TFDP1|7027	1240.3692
TFDP2|7029	222.8836	TFDP2|7029	577.0465
TFDP3|51270	20.8207	removed	removed
TFE3|7030	1560.5267	TFE3|7030	3346.3082
TFEB|7942	342.3465	TFEB|7942	201.8459
TFEC|22797	277.1539	TFEC|22797	280.4976
TFF1|7031	894.9477	removed	removed
TFF3|7033	5020.8548	TFF3|7033	58.5875
TFG|10342	5415.765	TFG|10342	1835.0722
TFIP11|24144	862.0784	TFIP11|24144	612.6926
TFPI2|7980	13.3116	TFPI2|7980	101.9262
TFPI|7035	211.9613	TFPI|7035	2011.236
TFPT|29844	485.4392	TFPT|29844	46.9944
TFR2|7036	20.8207	removed	removed
TFRC|7037	2094.6965	TFRC|7037	3040.9309999999996
removed	removed	TF|7018	226.3242
TGDS|23483	319.8192	TGDS|23483	312.6003
TGFA|7039	111.6125	TGFA|7039	23.6758
TGFB1I1|7041	588.0988	TGFB1I1|7041	511.236
TGFB1|7040	1066.2917	TGFB1|7040	640.0482
TGFB2|7042	1081.6512	TGFB2|7042	158.1059
TGFB3|7043	1535.2689	TGFB3|7043	463.4831
TGFBI|7045	7190.6423	TGFBI|7045	5815.4093
TGFBR1|7046	1809.3509	TGFBR1|7046	1876.4045
TGFBR2|7048	2003.2221	TGFBR2|7048	21959.069
TGFBR3|7049	112.6364	TGFBR3|7049	13284.5104
TGFBRAP1|9392	283.639	TGFBRAP1|9392	331.0594
TGIF1|7050	1464.2738	TGIF1|7050	604.7352
TGIF2|60436	821.0889999999999	TGIF2|60436	292.3355
TGM1|7051	11.605	removed	removed
TGM2|7052	1677.9417	TGM2|7052	579.4543
TGOLN2|10618	7377.6871	TGOLN2|10618	10577.4478
TGS1|96764	489.4565	TGS1|96764	564.6067
TG|7038	7.1678	removed	removed
TH1L|51497	2813.8632	TH1L|51497	1069.4222
THADA|63892	1339.691	THADA|63892	1000.4013
THAP10|56906	33.1083	THAP10|56906	59.7913
THAP11|57215	625.9856	THAP11|57215	436.5971
THAP1|55145	186.0208	THAP1|55145	273.6758
THAP2|83591	98.9835	THAP2|83591	135.634
THAP3|90326	188.4715	THAP3|90326	203.9647
THAP4|51078	877.8816	THAP4|51078	449.4382
THAP5|168451	320.1606	THAP5|168451	627.2071
THAP6|152815	317.0887	THAP6|152815	402.8892
THAP7|80764	202.7456	THAP7|80764	130.4173
THAP8|199745	143.3555	THAP8|199745	67.817
THAP9|79725	111.6125	THAP9|79725	115.1685
THBD|7056	1125.3405	THBD|7056	1855.5377
THBS1|7057	13070.9473	THBS1|7057	17726.7255
THBS2|7058	15904.6072	THBS2|7058	3991.573
THBS3|7059	813.4024	THBS3|7059	987.9615
THBS4|7060	605.5028	THBS4|7060	1949.8395
THEM4|117145	308.2143	THEM4|117145	308.5875
THEMIS|387357	43.0066	THEMIS|387357	27.2873
THG1L|54974	212.3026	THG1L|54974	132.0225
THNSL1|79896	214.6919	THNSL1|79896	173.3547
THNSL2|55258	1693.3012	THNSL2|55258	613.9647
THOC1|9984	410.611	THOC1|9984	418.13800000000003
THOC2|57187	1514.1069	THOC2|57187	1546.549
THOC3|84321	1656.7797	THOC3|84321	392.0546
THOC4|10189	503.4508	THOC4|10189	205.0562
THOC5|8563	752.6162	THOC5|8563	456.26
THOC6|79228	463.5399	THOC6|79228	92.8531
THOC7|80145	1163.9099	THOC7|80145	981.5409
THOP1|7064	521.5409	THOP1|7064	138.0417
THPO|7066	18.0901	THPO|7066	16.0514
THRAP3|9967	4613.657	THRAP3|9967	3158.5072
THRA|7067	279.1029	THRA|7067	1197.2071
THRB|7068	238.2431	THRB|7068	2299.7592
THRSP|7069	17.0661	THRSP|7069	3243.9807
THSD1P1|374500	179.5357	THSD1P1|374500	114.7673
THSD1|55901	96.25299999999999	THSD1|55901	254.8154
THSD4|79875	1356.4158	THSD4|79875	104.7352
THSD7A|221981	30.3777	THSD7A|221981	247.5923
THSD7B|80731	17.0661	THSD7B|80731	195.0241
THTPA|79178	337.56800000000004	THTPA|79178	378.4109
THUMPD1|55623	1175.1736	THUMPD1|55623	1535.7143
THUMPD2|80745	293.5374	THUMPD2|80745	134.8315
THUMPD3|25917	1621.2821	THUMPD3|25917	886.8379
THY1|7070	7701.9435	THY1|7070	1184.1894
THYN1|29087	428.3598	THYN1|29087	742.3756
TIA1|7072	1608.3119	TIA1|7072	1126.8058
TIAF1|9220	307.3746	TIAF1|9220	234.9438
TIAL1|7073	1032.5007	TIAL1|7073	1464.2857
TIAM1|7074	177.4877	TIAM1|7074	281.3002
TIAM2|26230	63.8819	TIAM2|26230	60.3652
TICAM1|148022	475.8036	TICAM1|148022	318.2183
TICAM2|353376	75.7668	TICAM2|353376	158.0297
TIE1|7075	543.3855	TIE1|7075	1233.9486
TIFAB|497189	9.8984	removed	removed
TIFA|92610	169.296	TIFA|92610	154.4944
TIGD1|200765	94.5463	TIGD1|200765	42.9374
TIGD2|166815	129.7026	TIGD2|166815	113.5634
TIGD3|220359	14.3355	removed	removed
TIGD4|201798	7.5091	TIGD4|201798	6.4205
TIGD5|84948	55.9769	TIGD5|84948	24.8796
TIGD6|81789	176.4638	TIGD6|81789	169.7432
TIGD7|91151	331.6734	TIGD7|91151	259.7552
TIGIT|201633	118.0976	TIGIT|201633	12.8411
removed	removed	TIMD4|91937	48.9567
TIMELESS|8914	982.3263	TIMELESS|8914	256.8218
TIMM10|26519	376.1375	TIMM10|26519	229.1332
TIMM13|26517	857.4023	TIMM13|26517	216.2921
TIMM16|51025	127.9925	TIMM16|51025	60.7986
TIMM17A|10440	2051.6899	TIMM17A|10440	897.2713
TIMM17B|10245	1244.462	TIMM17B|10245	213.4831
TIMM22|29928	409.9284	TIMM22|29928	431.3804
TIMM44|10469	454.3003	TIMM44|10469	209.8716
TIMM50|92609	785.3832	TIMM50|92609	585.0722
TIMM8A|1678	120.4869	TIMM8A|1678	86.2761
TIMM8B|26521	330.7416	TIMM8B|26521	404.0931
TIMM9|26520	601.4103	TIMM9|26520	568.2183
TIMP1|7076	6550.3212	TIMP1|7076	2492.7769
TIMP2|7077	13858.0371	TIMP2|7077	37529.2937
TIMP3|7078	25784.1886	TIMP3|7078	61335.4735
TIMP4|7079	15.0182	TIMP4|7079	6144.4623
TINAGL1|64129	217.7638	TINAGL1|64129	1548.9567
TINF2|26277	1669.4086	TINF2|26277	1290.5297
TIPARP|25976	327.9973	TIPARP|25976	1068.2143
TIPIN|54962	62.1207	TIPIN|54962	58.1862
TIPRL|261726	1220.5695	TIPRL|261726	935.3933
TIRAP|114609	64.1686	TIRAP|114609	150.4815
TJAP1|93643	505.4987	TJAP1|93643	439.4061
TJP1|7082	1516.4961	TJP1|7082	4738.3628
TJP2|9414	1896.3881	TJP2|9414	3313.8042
TJP3|27134	964.9189	removed	removed
TK1|7083	628.3748	TK1|7083	19.2616
TK2|7084	922.9362	TK2|7084	3497.191
TKT|7086	7453.4607	TKT|7086	5669.3419
TLCD1|116238	421.5334	TLCD1|116238	23.2745
TLE1|7088	1881.0286	TLE1|7088	1660.9149
TLE2|7089	508.2293	TLE2|7089	554.1734
TLE3|7090	1771.1227	TLE3|7090	680.1766
TLE4|7091	168.9547	TLE4|7091	338.2825
TLE6|79816	22.186	removed	removed
TLK1|9874	1292.9298	TLK1|9874	1358.7479999999998
TLK2|11011	1753.374	TLK2|11011	680.9791
TLL1|7092	47.7852	TLL1|7092	346.7095
TLL2|7093	48.1265	removed	removed
TLN1|7094	6117.1829	TLN1|7094	21672.5522
TLN2|83660	432.4557	TLN2|83660	7632.4238
TLR10|81793	16.0422	removed	removed
TLR1|7096	146.7687	TLR1|7096	250.0
TLR2|7097	361.8019	TLR2|7097	268.0578
TLR3|7098	119.1216	removed	removed
TLR4|7099	607.8955	TLR4|7099	3099.5185
TLR5|7100	268.2795	TLR5|7100	452.6485
TLR6|10333	32.766999999999996	TLR6|10333	44.1413
TLR7|51284	210.59599999999998	TLR7|51284	140.0482
TLR8|51311	122.5348	TLR8|51311	219.9037
TLR9|54106	26.3501	TLR9|54106	27.504
TM2D1|83941	352.5862	TM2D1|83941	403.6918
TM2D2|83877	1435.6027	TM2D2|83877	873.1942
TM2D3|80213	2219.6206	TM2D3|80213	729.9358
TM4SF18|116441	77.4802	TM4SF18|116441	391.25199999999995
TM4SF19|116211	18.0867	TM4SF19|116211	61.3403
TM4SF1|4071	1668.0433	TM4SF1|4071	3552.9695
TM6SF1|53346	130.0439	TM6SF1|53346	237.1589
TM6SF2|53345	22.1211	TM6SF2|53345	5.2167
TM7SF2|7108	988.8114	TM7SF2|7108	1045.3451
TM7SF3|51768	1044.447	TM7SF3|51768	1644.4623
TM7SF4|81501	27.3058	TM7SF4|81501	22.4719
TM9SF1|10548	3301.7052	TM9SF1|10548	1463.8804
TM9SF2|9375	7122.3778	TM9SF2|9375	4490.3692
TM9SF3|56889	4179.835999999999	TM9SF3|56889	7523.6758
TM9SF4|9777	3224.4742	TM9SF4|9777	1859.5506
TMBIM1|64114	2675.6275	TMBIM1|64114	11938.2022
TMBIM4|51643	1997.4981	TMBIM4|51643	2137.183
TMBIM6|7009	22829.0179	TMBIM6|7009	23628.8122
removed	removed	TMC2|117532	56.5811
TMC4|147798	4105.4277	TMC4|147798	10.4334
TMC5|79838	39.5934	TMC5|79838	124.7994
TMC6|11322	940.0023	TMC6|11322	231.9422
TMC7|79905	82.2587	TMC7|79905	148.4751
TMC8|147138	265.2076	TMC8|147138	122.3917
TMCC1|23023	2319.2868	TMCC1|23023	1220.7063
TMCC2|9911	47.4438	TMCC2|9911	58.1862
TMCC3|57458	154.6191	TMCC3|57458	806.1798
TMCO1|54499	2561.9671	TMCO1|54499	2001.2039
TMCO3|55002	4910.2663	TMCO3|55002	1097.9133
TMCO4|255104	445.4259	TMCO4|255104	366.7737
TMCO6|55374	196.6018	TMCO6|55374	172.9535
TMCO7|79613	263.8423	TMCO7|79613	446.6292
TMED10P1|286102	34.8149	TMED10P1|286102	55.4294
TMED10|10972	7656.5476	TMED10|10972	8111.1557
TMED1|11018	410.9797	TMED1|11018	181.25599999999997
TMED2|10959	8149.4174	TMED2|10959	5964.687
TMED3|23423	3624.5042	TMED3|23423	340.6902
TMED4|222068	636.2252	TMED4|222068	859.1493
TMED5|50999	1049.2255	TMED5|50999	2888.0297
removed	removed	TMED6|146456	6.0193
TMED7-TICAM2|100302736	306.4974	TMED7-TICAM2|100302736	301.1396
TMED7|51014	1395.0024	TMED7|51014	2208.1661
TMED8|283578	507.2053	TMED8|283578	408.5072
TMED9|54732	3825.8845	TMED9|54732	1244.382
TMEFF1|8577	104.5983	TMEFF1|8577	66.2239
TMEM100|55273	14.6769	TMEM100|55273	800.1605
TMEM101|84336	498.3309	TMEM101|84336	274.8796
TMEM102|284114	338.2507	TMEM102|284114	34.5104
TMEM104|54868	676.8426	TMEM104|54868	470.7063
TMEM106A|113277	104.4447	TMEM106A|113277	235.5538
TMEM106B|54664	1512.7416	TMEM106B|54664	1676.1637
TMEM106C|79022	1293.6125	TMEM106C|79022	840.6902
TMEM107|84314	155.3018	TMEM107|84314	201.0433
TMEM108|66000	51.5397	TMEM108|66000	47.7528
TMEM109|79073	2926.8409	TMEM109|79073	3671.3483
TMEM110|375346	153.9365	TMEM110|375346	234.9157
TMEM111|55831	2389.9405	TMEM111|55831	2160.9149
TMEM115|11070	1285.0794	TMEM115|11070	731.5409
TMEM116|89894	296.9506	TMEM116|89894	178.1701
TMEM117|84216	78.8455	TMEM117|84216	153.6918
TMEM119|338773	436.8929	TMEM119|338773	527.2873
TMEM11|8834	390.473	TMEM11|8834	536.1156
TMEM120A|83862	748.179	TMEM120A|83862	1401.2841
TMEM120B|144404	433.8551	TMEM120B|144404	487.8531
TMEM121|80757	39.9347	removed	removed
TMEM123|114908	2459.5703	TMEM123|114908	3060.9952
TMEM125|128218	467.2706	removed	removed
TMEM126A|84233	229.7101	TMEM126A|84233	424.1573
TMEM126B|55863	409.9284	TMEM126B|55863	802.9695
TMEM127|55654	3661.7084	TMEM127|55654	2586.2761
TMEM128|85013	552.6012	TMEM128|85013	620.7865
TMEM129|92305	625.9856	TMEM129|92305	483.9486
TMEM130|222865	133.4571	removed	removed
TMEM131|23505	2540.1225	TMEM131|23505	1858.7479999999998
TMEM132A|54972	1432.1894	TMEM132A|54972	20.8668
removed	removed	TMEM132B|114795	12.4398
removed	removed	TMEM132C|92293	1981.1396
TMEM133|83935	37.2042	TMEM133|83935	197.8331
TMEM134|80194	554.9905	TMEM134|80194	156.5008
TMEM135|65084	633.1533	TMEM135|65084	1658.1059
TMEM136|219902	175.0985	TMEM136|219902	148.8764
TMEM138|51524	547.8227	TMEM138|51524	654.0931
TMEM139|135932	35.4975	TMEM139|135932	87.0787
TMEM140|55281	868.5806	TMEM140|55281	2044.6348
TMEM141|85014	1081.9925	TMEM141|85014	170.1445
TMEM143|55260	106.4926	TMEM143|55260	196.6292
TMEM144|55314	305.825	TMEM144|55314	345.5056
TMEM145|284339	33.7909	removed	removed
TMEM147|10430	1630.4979	TMEM147|10430	851.5249
TMEM149|79713	162.6265	TMEM149|79713	54.361999999999995
TMEM14A|28978	816.1022	TMEM14A|28978	292.9374
TMEM14B|81853	1034.5487	TMEM14B|81853	1177.7689
TMEM14C|51522	1918.5741	TMEM14C|51522	2340.6902
TMEM150A|129303	720.5319	TMEM150A|129303	332.6645
TMEM150B|284417	31.0604	TMEM150B|284417	24.4783
TMEM150C|441027	2333.6223	TMEM150C|441027	195.4254
TMEM151A|256472	6.4851	removed	removed
TMEM151B|441151	13.6939	TMEM151B|441151	5.2207
TMEM154|201799	32.766999999999996	TMEM154|201799	63.0016
TMEM156|80008	13.6529	TMEM156|80008	7.6244
TMEM158|25907	268.9622	TMEM158|25907	10.8347
TMEM159|57146	521.8822	TMEM159|57146	1193.8202
TMEM160|54958	64.1686	TMEM160|54958	6.0193
TMEM161A|54929	371.0176	TMEM161A|54929	224.3178
TMEM161B|153396	255.6506	TMEM161B|153396	168.5393
TMEM163|81615	47.1025	TMEM163|81615	28.8925
TMEM164|84187	1090.1842	TMEM164|84187	1028.8925
TMEM165|55858	1364.2663	TMEM165|55858	1057.3836
TMEM167A|153339	2073.5345	TMEM167A|153339	3351.9262
TMEM167B|56900	1427.0696	TMEM167B|56900	2039.3258
TMEM168|64418	364.5325	TMEM168|64418	967.0947
TMEM169|92691	20.8207	TMEM169|92691	66.6132
TMEM170A|124491	395.5928	TMEM170A|124491	503.2103
TMEM170B|100113407	177.8291	TMEM170B|100113407	1266.0514
TMEM173|340061	599.0211	TMEM173|340061	815.4093
TMEM175|84286	406.5152	TMEM175|84286	328.2504
TMEM176A|55365	1398.3985	TMEM176A|55365	548.1541
TMEM176B|28959	3016.2674	TMEM176B|28959	1130.8186
TMEM177|80775	112.6364	TMEM177|80775	57.3836
TMEM178|130733	57.6835	TMEM178|130733	48.9567
TMEM179B|374395	1250.6058	TMEM179B|374395	848.7159
TMEM17|200728	40.9587	TMEM17|200728	78.6517
TMEM180|79847	103.0794	TMEM180|79847	43.3387
TMEM181|57583	2110.056	TMEM181|57583	1738.3628
TMEM182|130827	85.67200000000001	TMEM182|130827	215.4896
TMEM183A|92703	1594.3177	TMEM183A|92703	886.0353
TMEM184A|202915	376.8542	removed	removed
TMEM184B|25829	3055.3386	TMEM184B|25829	1934.9920000000002
