gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
UBN1|29855	3574.3202	UBN1|29855	1841.8604
UBN2|254048	1060.3176	UBN2|254048	913.8643
UBOX5|22888	196.1316	UBOX5|22888	397.7126
UBP1|7342	3312.0752	UBP1|7342	2028.9402
UBQLN1|29979	3248.4857	UBQLN1|29979	2816.9629999999997
UBQLN2|29978	1175.173	UBQLN2|29978	1414.5379999999998
UBQLN4|56893	1456.1498	UBQLN4|56893	1437.4183
lowly_expressed	lowly_expressed	UBQLNL|143630	7.4024
UBR1|197131	1016.4458	UBR1|197131	972.4108
UBR2|23304	1056.867	lowly_expressed	lowly_expressed
UBR3|130507	1236.7907	UBR3|130507	1690.4470000000001
UBR4|23352	5223.2102	UBR4|23352	5090.8565
UBR5|51366	4142.189	UBR5|51366	4534.3279999999995
UBR7|55148	1847.0525	UBR7|55148	1103.6358
UBTD1|80019	352.4533	UBTD1|80019	223.4189
UBTD2|92181	1361.505	UBTD2|92181	1146.0315
UBTF|7343	4155.0055	UBTF|7343	3213.3298
UBXN10|127733	302.1733	UBXN10|127733	87.4833
UBXN11|91544	732.0184	UBXN11|91544	290.0409
UBXN1|51035	3213.9798	UBXN1|51035	1411.1733
UBXN2A|165324	220.3449	UBXN2A|165324	369.4488
UBXN2B|137886	1321.0837	UBXN2B|137886	891.6569999999999
UBXN4|23190	3121.3068	UBXN4|23190	3416.5603
UBXN6|80700	1791.3501	UBXN6|80700	1392.3307
UBXN7|26043	504.7723	UBXN7|26043	775.9098
UBXN8|7993	122.7425	UBXN8|7993	122.4767
UCHL1|7345	131.1225	UCHL1|7345	174.2937
UCHL3|7347	218.8661	UCHL3|7347	365.4111
UCHL5|51377	332.3807	UCHL5|51377	469.2
UCK1|83549	628.0077	UCK1|83549	633.9176
UCK2|7371	206.0496	UCK2|7371	521.5352
UCKL1AS|100113386	25.1893	UCKL1AS|100113386	13.0081
UCKL1|54963	567.3365	UCKL1|54963	523.4867
lowly_expressed	lowly_expressed	UCN2|90226	6.7295
UCP2|7351	1218.5519	UCP2|7351	1133.9185
UCP3|7352	17.7459	UCP3|7352	16.8237
UEVLD|55293	246.9638	UEVLD|55293	302.8269
UFC1|51506	1693.7477	UFC1|51506	1498.6566
UFD1L|7353	883.8297	UFD1L|7353	603.6349
UFM1|51569	1513.3310000000001	UFM1|51569	1334.4572
UFSP1|402682	23.1683	UFSP1|402682	22.2073
UFSP2|55325	470.6804	UFSP2|55325	560.6941
UGCG|7357	1102.7106	UGCG|7357	294.0786
UGDH|7358	6587.6728	UGDH|7358	1835.1309
UGGT1|56886	2128.5222	UGGT1|56886	2340.5154
UGGT2|55757	503.7864	UGGT2|55757	650.7413
UGP2|7360	1807.6172	UGP2|7360	2411.8479
UGT2B11|10720	9.3166	lowly_expressed	lowly_expressed
UGT2B15|7366	425.9016	UGT2B15|7366	333.1096
UGT2B28|54490	9.3659	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT2B7|7364	7.4024
UGT3A2|167127	101.546	UGT3A2|167127	25.572
lowly_expressed	lowly_expressed	UGT8|7368	665.5462
UHMK1|127933	1012.9952	UHMK1|127933	773.8909
UHRF1BP1L|23074	973.0669	UHRF1BP1L|23074	703.2313
UHRF1BP1|54887	1016.4458	UHRF1BP1|54887	894.3487
UHRF1|29128	718.709	UHRF1|29128	355.9898
UHRF2|115426	868.0703	UHRF2|115426	912.5184
UIMC1|51720	387.9451	UIMC1|51720	423.2847
ULBP1|80329	14.2953	ULBP1|80329	8.0754
ULBP2|80328	8.873	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ULBP3|79465	74.6973
ULK1|8408	1630.1582	ULK1|8408	1082.1014
ULK2|9706	475.6887	ULK2|9706	726.7845
ULK3|25989	961.7292	ULK3|25989	794.0794
ULK4|54986	123.7284	ULK4|54986	27.5909
UMODL1|89766	5.7921	UMODL1|89766	20.8614
UMOD|7369	11.3377	lowly_expressed	lowly_expressed
UMPS|7372	573.2912	UMPS|7372	639.9742
UNC119B|84747	640.3313	UNC119B|84747	981.8321
UNC119|9094	387.4522	UNC119|9094	545.0884
UNC13A|23025	27.6047	UNC13A|23025	10.7672
UNC13B|10497	1658.7488	UNC13B|10497	1635.2652
UNC13D|201294	221.8238	UNC13D|201294	247.6451
UNC45A|55898	2030.9198	UNC45A|55898	2089.5055
UNC50|25972	530.4053	UNC50|25972	460.9698
UNC5A|90249	79.3636	UNC5A|90249	12.1131
UNC5B|219699	2577.5921	UNC5B|219699	489.9066
UNC5CL|222643	91.4703	UNC5CL|222643	59.2935
UNC5C|8633	37.4636	UNC5C|8633	61.2383
lowly_expressed	lowly_expressed	UNC80|285175	16.1508
UNC93B1|81622	1292.9861	UNC93B1|81622	520.8622
UNG|7374	999.1928	UNG|7374	1222.0747
UNKL|64718	749.789	UNKL|64718	404.4556
UNK|85451	698.9913	UNK|85451	741.5894
UPB1|51733	5.4224	lowly_expressed	lowly_expressed
UPF0639|400224	49.2942	lowly_expressed	lowly_expressed
UPF1|5976	2572.1697	UPF1|5976	3117.7711
UPF2|26019	926.7304	UPF2|26019	1399.7332
UPF3A|65110	573.7841	UPF3A|65110	632.5717
UPF3B|65109	181.8955	UPF3B|65109	263.7959
lowly_expressed	lowly_expressed	UPK3A|7380	18.1696
UPK3BL|100134938	282.8253	UPK3BL|100134938	241.9587
UPP1|7378	102.5319	UPP1|7378	90.8481
UPRT|139596	233.1614	UPRT|139596	253.7016
UQCC|55245	688.1466	UQCC|55245	674.9675
UQCR10|29796	1075.5988	UQCR10|29796	718.0362
UQCR11|10975	960.7434	UQCR11|10975	730.8222
UQCRB|7381	2001.8362	UQCRB|7381	2166.8946
UQCRC1|7384	2405.5555	UQCRC1|7384	2504.0419
UQCRC2|7385	4153.0337	UQCRC2|7385	3961.6487
UQCRFS1|7386	1029.2623	UQCRFS1|7386	1139.3021
UQCRHL|440567	251.4003	UQCRHL|440567	294.7515
UQCRH|7388	893.7033	UQCRH|7388	1356.6645
UQCRQ|27089	1035.6705	UQCRQ|27089	893.0028
URB1|9875	1097.7269	URB1|9875	2068.3749
URB2|9816	397.311	URB2|9816	478.4665
URGCP|55665	838.9868	URGCP|55665	905.1159
URM1|81605	1110.1047	URM1|81605	853.9718
UROD|7389	1203.2707	UROD|7389	1092.1956
UROS|7390	496.3923	UROS|7390	491.2525
USE1|55850	231.6826	USE1|55850	252.3557
USF1|7391	869.5491	USF1|7391	588.8301
USF2|7392	1940.2185	USF2|7392	1597.5801
lowly_expressed	lowly_expressed	USH1C|10083	6.0565
USH1G|124590	11.3377	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	USH2A|7399	6.7295
USHBP1|83878	62.6036	USHBP1|83878	78.735
USMG5|84833	434.7746	USMG5|84833	394.3479
USO1|8615	1698.6771	USO1|8615	2590.1793
USP10|9100	1185.5248	USP10|9100	1788.6975
USP11|8237	1297.9155	USP11|8237	1588.8317
USP12|219333	362.8051	USP12|219333	384.2537
USP13|8975	665.9642	USP13|8975	932.7068
USP14|9097	1716.9159	USP14|9097	1120.4595
USP15|9958	842.4374	USP15|9958	851.28
USP16|10600	1025.8117	USP16|10600	1041.0515
USP18|11274	397.8039	USP18|11274	335.1284
USP19|10869	1806.1384	USP19|10869	1804.1753
USP1|7398	1484.2474	USP1|7398	1487.2165
USP20|10868	696.0337	USP20|10868	712.6526
USP21|27005	622.5854	USP21|27005	526.2458
USP22|23326	3080.8856	USP22|23326	6648.0596
USP24|23358	1918.0361	USP24|23358	1894.3504
USP25|29761	942.5045	USP25|29761	1240.9173
USP27X|389856	120.7707	USP27X|389856	124.4955
USP28|57646	345.5521	USP28|57646	688.4265
USP2|9099	101.546	USP2|9099	133.2438
USP30|84749	456.464	USP30|84749	475.7747
USP31|57478	747.7925	USP31|57478	617.0939
USP32|84669	1956.9785	USP32|84669	1237.5526
USP33|23032	1643.9605	USP33|23032	1505.3861
USP34|9736	3347.0741	USP34|9736	4305.5254
USP35|57558	243.5132	USP35|57558	171.6019
USP36|57602	1273.2684	USP36|57602	1668.2397
USP37|57695	903.5621	USP37|57695	785.3311
USP38|84640	1025.8117	USP38|84640	818.3055
USP39|10713	1234.8189	USP39|10713	945.4928
USP3|9960	541.6887	USP3|9960	529.5904
USP40|55230	945.4622	USP40|55230	1363.3939
USP42|84132	423.4369	USP42|84132	436.0707
USP43|124739	163.6566	USP43|124739	232.1673
lowly_expressed	lowly_expressed	USP44|84101	50.4711
USP45|85015	107.4613	USP45|85015	192.4633
USP46|64854	509.2088	USP46|64854	627.8611
USP47|55031	1176.6518	USP47|55031	2279.2771
USP48|84196	1514.3169	USP48|84196	1451.5502
USP49|25862	38.9424	USP49|25862	45.0876
USP4|7375	1669.5935	USP4|7375	1475.1034
USP51|158880	44.8577	USP51|158880	84.1186
USP53|54532	561.9535	USP53|54532	1339.8407
USP54|159195	1539.9498	USP54|159195	1449.5314
USP5|8078	2334.5718	USP5|8078	1693.1388
USP6NL|9712	395.8322	USP6NL|9712	633.2447
USP6|9098	90.2083	USP6|9098	298.7892
USP7|7874	6373.7361	USP7|7874	2702.5617
USP8|9101	1404.7951	USP8|9101	1574.9892
USP9X|8239	4227.4679	USP9X|8239	4065.9557
USPL1|10208	428.8593	USPL1|10208	515.4787
UST|10090	205.0637	UST|10090	276.5819
UTP11L|51118	536.8135	UTP11L|51118	603.6349
UTP14A|10813	477.1676	UTP14A|10813	676.9863
UTP14C|9724	1567.5546	UTP14C|9724	1419.9216
UTP15|84135	312.0321	UTP15|84135	298.7892
UTP18|51096	691.1043	UTP18|51096	708.6149
UTP20|27340	883.8445	UTP20|27340	1339.1678
UTP23|84294	537.3064	UTP23|84294	446.1649
UTP3|57050	685.6819	UTP3|57050	650.7413
UTP6|55813	434.7746	UTP6|55813	705.9231
UTRN|7402	2229.5753	UTRN|7402	5121.8121
lowly_expressed	lowly_expressed	UTS2R|2837	5.3836
UVRAG|7405	575.263	UVRAG|7405	678.3322
UXS1|80146	697.0196	UXS1|80146	570.6604
UXT|8409	555.7474	UXT|8409	738.615
VAC14|55697	805.4667	VAC14|55697	905.7889
VAMP1|6843	361.7798	VAMP1|6843	164.8388
VAMP2|6844	1489.1768	VAMP2|6844	1584.1211
VAMP3|9341	2293.1647	VAMP3|9341	1796.0999
VAMP4|8674	348.0168	VAMP4|8674	351.2792
VAMP5|10791	303.1591	VAMP5|10791	254.3746
VAMP7|6845	1197.8483	VAMP7|6845	1008.75
VAMP8|8673	2018.5962	VAMP8|8673	1174.9683
VANGL1|81839	1163.8353	VANGL1|81839	720.055
VANGL2|57216	523.0111	VANGL2|57216	1067.9695
VAPA|9218	2373.5142	VAPA|9218	2433.3823
VAPB|9217	1164.3283	VAPB|9217	1083.4473
VARS2|57176	941.4053	VARS2|57176	782.5989
VARS|7407	1570.0193	VARS|7407	2083.449
VASH1|22846	932.0887	VASH1|22846	831.5357
VASH2|79805	189.2896	VASH2|79805	484.523
VASN|114990	303.6521	VASN|114990	488.5607
VASP|7408	2253.7294	VASP|7408	1576.7187
VAT1L|57687	6.4082	VAT1L|57687	358.0087
VAT1|10493	4181.6244	VAT1|10493	3853.3039
VAV1|7409	227.7391	VAV1|7409	124.4955
VAV2|7410	1787.8995	VAV2|7410	948.1846
VAV3|10451	3587.6296	VAV3|10451	1059.8941
lowly_expressed	lowly_expressed	VAX2|25806	18.8426
VBP1|7411	793.1432	VBP1|7411	683.7158
VCAM1|7412	632.4442	VCAM1|7412	836.4752
VCAN|1462	17812.941000000003	VCAN|1462	9124.5106
VCL|7414	4542.9506	VCL|7414	5988.57
VCPIP1|80124	1133.7659	VCPIP1|80124	779.9475
VCP|7415	7307.3676	VCP|7415	6491.2626
VDAC1|7416	2324.7129999999997	VDAC1|7416	3708.62
VDAC2|7417	1105.6682	VDAC2|7417	1146.7045
VDAC3|7419	1888.4596	VDAC3|7419	1286.0049
VDR|7421	1158.9059	VDR|7421	939.4363
VEGFA|7422	1778.0407	VEGFA|7422	979.1403
VEGFB|7423	1037.1493	VEGFB|7423	619.1128
VEGFC|7424	170.0649	VEGFC|7424	85.4645
VENTX|27287	10.3518	VENTX|27287	6.0565
VEPH1|79674	29.5765	VEPH1|79674	122.4767
VEZF1|7716	1899.7973	VEZF1|7716	1706.5978
VEZT|55591	1846.5596	VEZT|55591	1400.4061
lowly_expressed	lowly_expressed	VGLL1|51442	83.4456
VGLL3|389136	322.8768	VGLL3|389136	469.7182
VGLL4|9686	2486.3585	VGLL4|9686	2795.5161
VHL|7428	1236.7907	VHL|7428	1353.2997
lowly_expressed	lowly_expressed	VIL1|7429	6.0565
VILL|50853	157.2484	VILL|50853	209.96
VIM|7431	21708.9056	VIM|7431	24836.8049
VIPAR|63894	644.2748	VIPAR|63894	525.5729
VIPR1|7433	181.8955	VIPR1|7433	814.9408
VIPR2|7434	51.0392	VIPR2|7434	81.4941
VIT|5212	5.9153	VIT|5212	189.0986
VKORC1L1|154807	1245.6637	VKORC1L1|154807	1314.2687
VKORC1|79001	1697.0898	VKORC1|79001	942.2560000000001
VLDLR|7436	88.7295	VLDLR|7436	695.8289
VMA21|203547	961.2363	VMA21|203547	713.9985
VMAC|400673	184.3602	VMAC|400673	106.3259
VMO1|284013	17.7459	lowly_expressed	lowly_expressed
VN1R1|57191	10.3518	VN1R1|57191	6.7295
VNN1|8876	27.1118	VNN1|8876	40.3769
VNN2|8875	36.4777	VNN2|8875	20.1885
VOPP1|81552	1114.5412	VOPP1|81552	395.6938
VPRBP|9730	1029.1735	VPRBP|9730	1254.7329
lowly_expressed	lowly_expressed	VPREB3|29802	8.0754
VPS11|55823	819.762	VPS11|55823	1080.0826
VPS13A|23230	1048.487	VPS13A|23230	1206.5969
VPS13B|157680	1651.8476	VPS13B|157680	1458.2797
VPS13C|54832	2024.0186	VPS13C|54832	2417.9045
VPS13D|55187	2895.0466	VPS13D|55187	3088.1613
VPS16|64601	639.8383	VPS16|64601	763.7967
VPS18|57617	783.7773	VPS18|57617	773.8909
VPS24|51652	2559.8462	VPS24|51652	3164.2045
VPS25|84313	797.5797	VPS25|84313	749.6648
VPS26A|9559	1239.2554	VPS26A|9559	1374.8341
VPS26B|112936	1193.4118	VPS26B|112936	1822.3449
VPS28|51160	2060.4963	VPS28|51160	1385.6013
VPS29|51699	961.7292	VPS29|51699	732.8411
VPS33A|65082	500.9421	VPS33A|65082	484.7316
VPS33B|26276	351.4674	VPS33B|26276	296.7704
VPS35|55737	2187.1823	VPS35|55737	3270.5304
VPS36|51028	1156.4412	VPS36|51028	1502.6943
VPS37A|137492	1087.1336	VPS37A|137492	670.1694
VPS37B|79720	504.7723	VPS37B|79720	1152.761
VPS37C|55048	993.2775	VPS37C|55048	573.3522
VPS37D|155382	95.1377	VPS37D|155382	79.4079
VPS39|23339	2206.407	VPS39|23339	1954.9158
VPS41|27072	1182.0742	VPS41|27072	1252.3574
VPS45|11311	774.9043	VPS45|11311	839.1669999999999
VPS4A|27183	1261.9307	VPS4A|27183	1506.7320000000002
VPS4B|9525	1417.2074	VPS4B|9525	1557.2032
VPS52|6293	1507.9086	VPS52|6293	1387.6201
VPS53|55275	708.3572	VPS53|55275	991.2534
VPS54|51542	616.6701	VPS54|51542	916.5561
VPS72|6944	723.6384	VPS72|6944	621.1316
VPS8|23355	955.8139	VPS8|23355	821.6703
VRK1|7443	254.8509	VRK1|7443	265.8147
VRK2|7444	496.8409	VRK2|7444	448.4395
VRK3|51231	587.5865	VRK3|51231	540.3778
VSIG10L|147645	69.0118	VSIG10L|147645	90.1751
VSIG10|54621	377.5933	VSIG10|54621	318.3047
lowly_expressed	lowly_expressed	VSIG2|23584	78.735
VSIG4|11326	371.67800000000005	VSIG4|11326	298.1162
VSNL1|7447	26.1259	VSNL1|7447	388.9643
VSTM2A|222008	21.7437	lowly_expressed	lowly_expressed
VSTM2L|128434	19.7177	VSTM2L|128434	10.7672
VTA1|51534	650.1901	VTA1|51534	977.7944
VTCN1|79679	40.4212	VTCN1|79679	1741.5911
VTI1A|143187	327.0274	VTI1A|143187	321.8781
VTI1B|10490	1019.2506	VTI1B|10490	859.2949
VTN|7448	9.3659	VTN|7448	10.0942
VWA1|64856	1268.8319	VWA1|64856	1370.1234
VWA2|340706	937.0822	VWA2|340706	297.4433
VWA3A|146177	9.3659	lowly_expressed	lowly_expressed
VWA5A|4013	966.6587	VWA5A|4013	813.5949
VWA5B2|90113	105.9825	lowly_expressed	lowly_expressed
VWCE|220001	6.9012	VWCE|220001	66.6219
lowly_expressed	lowly_expressed	VWDE|221806	63.2572
VWF|7450	4644.0037	VWF|7450	6160.1719
WAC|51322	2963.0725	WAC|51322	3375.5104
WAPAL|23063	2076.7633	WAPAL|23063	2030.2861
WARS2|10352	353.4392	WARS2|10352	539.7048
WARS|7453	2409.9919	WARS|7453	1859.3571
WASF1|8936	140.4884	WASF1|8936	518.8434
WASF2|10163	4277.748	WASF2|10163	5698.5291
WASF3|10810	177.459	WASF3|10810	553.8367
WASH2P|375260	211.472	WASH2P|375260	206.5952
WASH3P|374666	224.7814	WASH3P|374666	334.4555
WASH5P|375690	113.8695	WASH5P|375690	191.1174
WASH7P|653635	627.5148	WASH7P|653635	763.7967
WASL|8976	1738.1124	WASL|8976	1869.4513
WAS|7454	261.2591	WAS|7454	106.3259
WBP11P1|441818	11.3377	WBP11P1|441818	21.5344
WBP11|51729	2271.4753	WBP11|51729	1855.9924
WBP1|23559	1630.9567	WBP1|23559	1007.2628
WBP2NL|164684	22.1824	WBP2NL|164684	10.7672
WBP2|23558	1897.3326	WBP2|23558	2017.5
WBP4|11193	198.1626	WBP4|11193	302.8269
WBP5|51186	581.1783	WBP5|51186	862.0472
WBSCR16|81554	692.0901	WBSCR16|81554	819.6514
WBSCR17|64409	28.5906	WBSCR17|64409	113.7283
WBSCR22|114049	1034.2163	WBSCR22|114049	801.502
WBSCR27|155368	92.1801	WBSCR27|155368	79.4079
WBSCR28|135886	9.3659	lowly_expressed	lowly_expressed
WDFY1|57590	1416.7144	WDFY1|57590	1294.7532
WDFY2|115825	313.018	WDFY2|115825	366.0841
WDFY3|23001	1809.5889	WDFY3|23001	2209.9633
WDFY4|57705	245.485	WDFY4|57705	175.6396
WDHD1|11169	356.8898	WDHD1|11169	309.5564
WDR11|55717	1296.9296	WDR11|55717	1633.2464
WDR12|55759	436.7463	WDR12|55759	548.4531
WDR13|64743	867.5774	WDR13|64743	1062.5859
WDR17|116966	60.1389	WDR17|116966	59.2195
WDR18|57418	810.8891	WDR18|57418	594.8866
WDR19|57728	688.1466	WDR19|57728	537.013
WDR1|9948	5866.4991	WDR1|9948	4915.2169
WDR20|91833	503.2935	WDR20|91833	454.9133
WDR24|84219	826.6632	WDR24|84219	328.3989
WDR25|79446	213.4438	WDR25|79446	138.6274
WDR26|80232	2864.4842	WDR26|80232	3002.6968
WDR27|253769	119.7848	WDR27|253769	268.5065
WDR31|114987	138.5166	WDR31|114987	154.1052
WDR33|55339	979.9681	WDR33|55339	1279.2754
WDR34|89891	1474.3886	WDR34|89891	1008.75
WDR35|57539	839.4797	WDR35|57539	905.1159
WDR36|134430	687.6537	WDR36|134430	1015.4795
WDR37|22884	392.8745	WDR37|22884	476.4476
WDR3|10885	897.6468	WDR3|10885	1415.211
WDR41|55255	586.1077	WDR41|55255	665.5462
WDR43|23160	842.9303	WDR43|23160	1324.3629
WDR44|54521	444.1405	WDR44|54521	349.9333
WDR45L|56270	1763.2524	WDR45L|56270	1928.6708
WDR45|11152	718.216	WDR45|11152	859.3554
WDR46|9277	933.1386	WDR46|9277	965.0084
WDR47|22911	561.9535	WDR47|22911	434.7248
WDR48|57599	1225.453	WDR48|57599	1324.3629
WDR4|10785	142.4601	WDR4|10785	256.3934
WDR52|55779	342.1015	WDR52|55779	183.715
WDR53|348793	156.7555	WDR53|348793	139.3004
WDR54|84058	266.1885	WDR54|84058	126.5143
WDR55|54853	545.8195	WDR55|54853	495.8555
WDR59|79726	487.0264	WDR59|79726	958.2789
WDR5B|54554	329.285	WDR5B|54554	309.5564
WDR5|11091	1249.6072	WDR5|11091	974.4296
WDR60|55112	533.8559	WDR60|55112	462.9887
WDR61|80349	915.8857	WDR61|80349	718.7091
WDR62|284403	327.8062	WDR62|284403	156.1241
WDR63|126820	10.8447	WDR63|126820	8.7483
WDR65|149465	11.3377	WDR65|149465	7.4024
WDR66|144406	68.02600000000001	WDR66|144406	51.1441
WDR67|93594	205.5567	WDR67|93594	122.4767
WDR6|11180	4199.9519	WDR6|11180	4398.0895
WDR70|55100	388.931	WDR70|55100	566.6228
WDR72|256764	9.3659	WDR72|256764	21.5344
WDR73|84942	403.7143	WDR73|84942	384.4286
WDR74|54663	1248.6213	WDR74|54663	548.4531
WDR75|84128	995.2493	WDR75|84128	818.9785
WDR76|79968	278.0191	WDR76|79968	277.2548
WDR77|79084	594.4877	WDR77|79084	666.8921
WDR78|79819	170.0649	WDR78|79819	81.4268
WDR7|23335	679.7666	WDR7|23335	630.5529
WDR81|124997	1001.1646	WDR81|124997	1012.1148
WDR82|80335	3201.6563	WDR82|80335	3933.3848
WDR83|84292	210.4861	WDR83|84292	128.5332
WDR85|92715	350.4815	WDR85|92715	281.2925
WDR86|349136	12.8165	WDR86|349136	314.267
WDR89|112840	309.0744	WDR89|112840	327.053
WDR8|49856	461.8864	WDR8|49856	320.3236
WDR90|197335	2516.9603	WDR90|197335	674.9675
WDR91|29062	411.6063	WDR91|29062	547.1072
WDR92|116143	282.9485	WDR92|116143	276.5819
WDR93|56964	19.2247	WDR93|56964	10.0942
WDSUB1|151525	147.8825	WDSUB1|151525	230.1484
WDTC1|23038	2556.3956	WDTC1|23038	2269.1828
WDYHV1|55093	243.5132	WDYHV1|55093	150.7405
WEE1|7465	604.8395	WEE1|7465	1278.6024
WFDC1|58189	17.253	WFDC1|58189	19.5155
WFDC2|10406	403.7192	WFDC2|10406	588.8301
WFDC3|140686	11.8306	WFDC3|140686	5.3836
WFIKKN1|117166	24.6471	WFIKKN1|117166	6.0565
WFS1|7466	870.535	WFS1|7466	1004.0394
WHAMML1|339005	44.3648	WHAMML1|339005	44.4146
WHAMML2|440253	21.6894	WHAMML2|440253	22.2073
WHAMM|123720	351.4674	WHAMM|123720	400.4044
WHSC1L1|54904	1714.4512	WHSC1L1|54904	1275.2377
WHSC1|7468	2748.1499	WHSC1|7468	2078.0654
WHSC2|7469	652.1619	WHSC2|7469	728.1304
WIBG|84305	579.6994	WIBG|84305	390.9832
lowly_expressed	lowly_expressed	WIF1|11197	302.1539
WIPF1|7456	1755.3654	WIPF1|7456	1480.487
WIPF2|147179	919.8292	WIPF2|147179	1267.1623
WIPF3|644150	13.3094	WIPF3|644150	22.2073
WIPI1|55062	814.3397	WIPI1|55062	450.8756
WIPI2|26100	1306.7884	WIPI2|26100	1424.6323
WISP1|8840	569.8406	WISP1|8840	65.27600000000001
WISP2|8839	2029.9339	WISP2|8839	12.1131
lowly_expressed	lowly_expressed	WISP3|8838	15.4778
WIZ|58525	1780.0124	WIZ|58525	1446.1666
WLS|79971	1156.9341	WLS|79971	2567.972
WNK1|65125	7011.6026	WNK1|65125	5087.4917
WNK2|65268	255.1072	WNK2|65268	2629.1027
WNK3|65267	16.2671	WNK3|65267	51.1441
WNK4|65266	944.9939	WNK4|65266	315.0409
WNT10A|80326	25.633000000000003	WNT10A|80326	10.0942
WNT10B|7480	10.3518	WNT10B|7480	7.4024
WNT11|7481	68.02600000000001	WNT11|7481	86.8104
WNT2B|7482	20.2106	WNT2B|7482	43.0687
WNT2|7472	271.6109	WNT2|7472	581.4276
WNT3|7473	30.0694	WNT3|7473	26.9179
WNT4|54361	189.2896	WNT4|54361	421.9388
WNT5A|7474	235.1332	WNT5A|7474	224.7648
WNT5B|81029	121.2637	WNT5B|81029	196.50099999999998
lowly_expressed	lowly_expressed	WNT6|7475	28.2638
WNT7B|7477	197.6696	WNT7B|7477	44.4146
WNT9A|7483	57.1812	lowly_expressed	lowly_expressed
WRAP53|55135	140.4884	WRAP53|55135	187.0797
WRB|7485	446.6052	WRB|7485	380.216
WRNIP1|56897	1050.9517	WRNIP1|56897	1039.0327
WRN|7486	565.8971	WRN|7486	717.3633
WSB1|26118	974.0528	WSB1|26118	1694.4847
WSB2|55884	1185.0318	WSB2|55884	1195.8297
WSCD1|23302	89.2224	WSCD1|23302	90.1751
WSCD2|9671	11.8306	WSCD2|9671	34.9933
WT1|7490	39.9283	lowly_expressed	lowly_expressed
WTAP|9589	1094.8235	WTAP|9589	1469.0469
WTIP|126374	125.2072	WTIP|126374	134.5897
WWC1|23286	1167.7789	WWC1|23286	3256.3985
WWC2|80014	925.7445	WWC2|80014	646.7036
WWC3|55841	1694.7335	WWC3|55841	1216.6911
WWOX|51741	105.9825	WWOX|51741	315.6129
WWP1|11059	4174.7232	WWP1|11059	1311.5769
WWP2|11060	1021.8681	WWP2|11060	1277.9295
WWTR1|25937	633.0209	WWTR1|25937	1156.4959
XAB2|56949	1274.2543	XAB2|56949	1207.2699
XAF1|54739	995.2493	XAF1|54739	1142.6668
XBP1|7494	30211.4104	XBP1|7494	10364.755
XCL1|6375	8.873	XCL1|6375	10.0942
XCL2|6846	18.7318	XCL2|6846	5.3836
XDH|7498	40.4212	XDH|7498	245.6263
XG|7499	214.4296	XG|7499	19.5155
XIAP|331	1436.925	XIAP|331	1514.8074
XIRP1|165904	16.2671	lowly_expressed	lowly_expressed
XIST|7503	12976.483	XIST|7503	22943.9955
lowly_expressed	lowly_expressed	XKR5|389610	19.5155
XKR6|286046	13.8024	XKR6|286046	13.459000000000001
XKR8|55113	293.3003	XKR8|55113	189.7715
XKRX|402415	9.8588	XKRX|402415	8.7483
XK|7504	9.8588	XK|7504	82.7727
XPA|7507	244.99200000000002	XPA|7507	221.4001
XPC|7508	1162.3565	XPC|7508	1186.4085
XPNPEP1|7511	954.3351	XPNPEP1|7511	1368.7775
XPNPEP2|7512	30.5624	XPNPEP2|7512	70.6596
XPNPEP3|63929	200.5238	XPNPEP3|63929	179.6504
XPO1|7514	3651.2191	XPO1|7514	4446.1717
XPO4|64328	709.3431	XPO4|64328	1007.4041
XPO5|57510	1327.4920000000002	XPO5|57510	1400.4061
XPO6|23214	3899.6617	XPO6|23214	2121.1341
XPO7|23039	2204.9282	XPO7|23039	2119.7882
XPOT|11260	1982.6115	XPOT|11260	2006.7329
XPR1|9213	822.7197	XPR1|9213	822.3432
XRCC1|7515	1113.5553	XRCC1|7515	862.0472
XRCC2|7516	70.4907	XRCC2|7516	102.9611
XRCC3|7517	408.1557	XRCC3|7517	283.3114
XRCC4|7518	113.3766	XRCC4|7518	93.5399
XRCC5|7520	7299.9735	XRCC5|7520	7049.137
XRCC6BP1|91419	104.0107	XRCC6BP1|91419	116.4201
XRCC6|2547	5757.559	XRCC6|2547	6008.7584
XRN1|54464	871.028	XRN1|54464	1316.9605
XRN2|22803	1367.4203	XRN2|22803	2541.7270000000003
XRRA1|143570	248.5954	XRRA1|143570	447.3224
XYLB|9942	165.1355	XYLB|9942	246.2992
XYLT1|64131	2150.7046	XYLT1|64131	650.7413
XYLT2|64132	1301.859	XYLT2|64132	887.6193
YAF2|10138	233.6544	YAF2|10138	211.3059
YAP1|10413	1786.9136	YAP1|10413	4441.460999999999
YARS2|51067	290.8356	YARS2|51067	362.0464
YARS|8565	1807.6172	YARS|8565	1333.7842
YBX1|4904	3762.6239	YBX1|4904	6505.3945
YBX2|51087	221.8238	YBX2|51087	135.9356
YDJC|150223	309.0744	YDJC|150223	198.5198
YEATS2|55689	959.9842	YEATS2|55689	1715.9316
YEATS4|8089	276.5403	YEATS4|8089	363.3923
YES1|7525	1305.8025	YES1|7525	2003.3681
