gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
DIRC3|729582	13.3094	lowly_expressed	lowly_expressed
DIS3L2|129563	426.8875	DIS3L2|129563	545.7613
DIS3L|115752	594.4877	DIS3L|115752	867.4308
DIS3|22894	908.6739	DIS3|22894	1244.282
DISC1|27185	138.0237	DISC1|27185	306.8646
DISP1|84976	130.1366	DISP1|84976	199.8657
DISP2|85455	43.3789	DISP2|85455	65.949
DIXDC1|85458	873.4927	DIXDC1|85458	1061.913
DKC1|1736	1255.5225	DKC1|1736	1773.8926
DKFZP586I1420|222161	251.8932	DKFZP586I1420|222161	164.1995
DKFZP686I15217|401232	37.4636	DKFZP686I15217|401232	37.6851
DKFZp434J0226|93429	87.7436	lowly_expressed	lowly_expressed
DKFZp686O24166|374383	34.013000000000005	DKFZp686O24166|374383	39.031
DKFZp761E198|91056	669.9078	DKFZp761E198|91056	389.6373
DKK1|22943	24.1541	DKK1|22943	5.3836
DKK2|27123	261.2591	DKK2|27123	74.0244
DKK3|27122	1376.7861	DKK3|27122	2802.8311
DLAT|1737	513.0734	DLAT|1737	1054.5105
DLC1|10395	3099.1244	DLC1|10395	1871.4702
DLD|1738	1253.5507	DLD|1738	1747.6476
DLEC1|9940	5.9153	DLEC1|9940	12.1131
DLEU1|10301	53.2377	DLEU1|10301	83.4456
DLEU2L|79469	6.9012	lowly_expressed	lowly_expressed
DLEU2|8847	65.8422	DLEU2|8847	19.926
DLEU7|220107	6.9012	DLEU7|220107	5.3836
DLG1|1739	1390.0956	DLG1|1739	1684.3837
DLG2|1740	14.7883	DLG2|1740	52.49
DLG3|1741	1485.7263	DLG3|1741	1176.3142
DLG4|1742	391.583	DLG4|1742	506.8111
DLG5|9231	4931.3887	DLG5|9231	3995.2961
lowly_expressed	lowly_expressed	DLGAP1|9229	38.3581
lowly_expressed	lowly_expressed	DLGAP2|9228	12.786
DLGAP4|22839	2006.2727	DLGAP4|22839	1947.5134
DLGAP5|9787	294.7791	DLGAP5|9787	412.5175
lowly_expressed	lowly_expressed	DLK1|8788	854.6448
lowly_expressed	lowly_expressed	DLK2|65989	49.7982
DLL1|28514	52.7448	DLL1|28514	222.0731
DLL4|54567	358.8616	DLL4|54567	278.6007
DLST|1743	1949.5844	DLST|1743	2283.9877
DLX2|1746	63.5895	lowly_expressed	lowly_expressed
DLX3|1747	161.1919	DLX3|1747	32.9745
DLX4|1748	38.9424	DLX4|1748	6.0565
DLX5|1749	13.8024	lowly_expressed	lowly_expressed
DMAP1|55929	565.8971	DMAP1|55929	528.9376
lowly_expressed	lowly_expressed	DMBT1|1755	115.7472
DMC1|11144	53.7306	DMC1|11144	20.8614
DMD|1756	122.7425	lowly_expressed	lowly_expressed
DMGDH|29958	25.14	DMGDH|29958	32.9745
DMKN|93099	201.6132	DMKN|93099	334.4555
DMPK|1760	744.8349	DMPK|1760	462.3157
DMRT2|10655	17.7459	DMRT2|10655	39.031
DMRT3|58524	22.6753	DMRT3|58524	8.7483
lowly_expressed	lowly_expressed	DMRTA1|63951	12.1131
DMRTC1B|728656	6.9012	DMRTC1B|728656	6.0565
DMTF1|9988	852.2962	DMTF1|9988	913.3461
DMWD|1762	536.3206	DMWD|1762	462.9887
DMXL1|1657	915.3927	DMXL1|1657	1504.0402
DMXL2|23312	831.0997	DMXL2|23312	748.3189
DNA2|1763	186.8249	DNA2|1763	165.5454
DNAH10|196385	25.14	DNAH10|196385	20.8614
lowly_expressed	lowly_expressed	DNAH12|201625	8.0754
DNAH14|127602	107.4613	DNAH14|127602	92.194
DNAH17|8632	23.6612	DNAH17|8632	24.8991
DNAH1|25981	153.7978	DNAH1|25981	228.1296
DNAH2|146754	83.3071	DNAH2|146754	34.9933
DNAH3|55567	5.4224	lowly_expressed	lowly_expressed
DNAH5|1767	558.5029	DNAH5|1767	133.2438
DNAH6|1768	23.6612	DNAH6|1768	22.2073
DNAH7|56171	110.9119	DNAH7|56171	69.3137
lowly_expressed	lowly_expressed	DNAH9|1770	10.7672
DNAI1|27019	41.4071	DNAI1|27019	5.3836
DNAJA1|3301	3796.6369	DNAJA1|3301	2257.0697
DNAJA2|10294	1214.6083	DNAJA2|10294	1485.1977
DNAJA3|9093	2468.652	DNAJA3|9093	1117.7677
DNAJA4|55466	1208.2001	DNAJA4|55466	411.1716
DNAJB11|51726	826.1703	DNAJB11|51726	635.9365
DNAJB12|54788	1109.6117	DNAJB12|54788	1372.8152
DNAJB14|79982	391.8886	DNAJB14|79982	438.7625
DNAJB1|3337	3011.8737	DNAJB1|3337	1808.886
DNAJB2|3300	1729.2395	DNAJB2|3300	1456.2609
DNAJB4|11080	293.3003	DNAJB4|11080	343.2038
DNAJB5|25822	270.625	DNAJB5|25822	307.5375
DNAJB6|10049	1209.1860000000001	DNAJB6|10049	1412.5192
DNAJB9|4189	549.63	DNAJB9|4189	534.3212
DNAJC10|54431	2777.7264	DNAJC10|54431	2662.1848
DNAJC11|55735	1149.3478	DNAJC11|55735	1189.6184
DNAJC12|56521	1555.724	DNAJC12|56521	340.51199999999994
DNAJC13|23317	1628.6793	DNAJC13|23317	1797.4458
DNAJC14|85406	1271.3262	DNAJC14|85406	1062.3033
DNAJC15|29103	220.3449	DNAJC15|29103	299.4621
DNAJC16|23341	919.8292	DNAJC16|23341	781.2934
DNAJC17|55192	263.7238	DNAJC17|55192	281.2925
DNAJC18|202052	102.5319	DNAJC18|202052	209.96
DNAJC19|131118	481.1111	DNAJC19|131118	320.3236
DNAJC1|64215	1208.693	DNAJC1|64215	592.1948
DNAJC21|134218	1194.8907	DNAJC21|134218	1045.7622
DNAJC22|79962	36.9706	DNAJC22|79962	103.6341
DNAJC24|120526	254.5502	DNAJC24|120526	260.6734
DNAJC25|548645	214.9226	DNAJC25|548645	220.0542
DNAJC27|51277	138.0237	DNAJC27|51277	192.4633
DNAJC28|54943	26.1259	DNAJC28|54943	33.6474
DNAJC2|27000	673.3238	DNAJC2|27000	609.7453
DNAJC30|84277	220.8379	DNAJC30|84277	275.236
DNAJC3|5611	1639.0311	DNAJC3|5611	2084.7949
DNAJC4|3338	415.9343	DNAJC4|3338	700.3444
DNAJC5B|85479	6.9012	lowly_expressed	lowly_expressed
DNAJC5|80331	1821.4195	DNAJC5|80331	1874.162
DNAJC6|9829	36.9706	DNAJC6|9829	47.1064
DNAJC7|7266	975.3196	DNAJC7|7266	1393.7843
DNAJC8|22826	1675.0159	DNAJC8|22826	1410.5004
DNAJC9|23234	746.3137	DNAJC9|23234	649.5233
DNAL1|83544	696.0337	DNAL1|83544	386.9455
DNAL4|10126	599.4171	DNAL4|10126	488.5607
DNALI1|7802	1591.2158	DNALI1|7802	260.4311
DNASE1L1|1774	430.4564	DNASE1L1|1774	365.4784
DNASE1L2|1775	74.9271	DNASE1L2|1775	5.3836
DNASE1L3|1776	9.8588	DNASE1L3|1776	36.3392
DNASE1|1773	157.7413	DNASE1|1773	52.49
DNASE2|1777	1609.9476	DNASE2|1777	993.9451
DND1|373863	97.9623	DND1|373863	56.6354
lowly_expressed	lowly_expressed	DNER|92737	25.572
DNHD1|144132	161.6849	DNHD1|144132	184.3879
DNLZ|728489	98.5883	DNLZ|728489	69.9867
DNM1L|10059	1406.8556	DNM1L|10059	1522.2098
DNM1P35|100128285	23.1683	DNM1P35|100128285	23.5532
DNM1|1759	538.7853	DNM1|1759	512.7869
DNM2|1785	2476.4257	DNM2|1785	2129.3104
DNM3|26052	77.8848	DNM3|26052	96.2317
DNMBP|23268	898.5834	DNMBP|23268	1220.8029
DNMT1|1786	2479.9896	DNMT1|1786	2253.0321
DNMT3A|1788	557.5171	DNMT3A|1788	692.4642
DNMT3B|1789	163.6566	DNMT3B|1789	136.6086
DNPEP|23549	1856.9114	DNPEP|23549	1311.5769
DNTTIP1|116092	553.5735	DNTTIP1|116092	399.7315
DNTTIP2|30836	1284.606	DNTTIP2|30836	1242.2632
DOC2A|8448	87.5415	DOC2A|8448	56.7565
DOC2B|8447	36.4777	DOC2B|8447	11.4401
DOCK10|55619	624.5571	DOCK10|55619	610.3644
DOCK11|139818	499.8429	DOCK11|139818	288.695
DOCK1|1793	2338.0224	DOCK1|1793	2854.6481
DOCK2|1794	638.8524	DOCK2|1794	404.4421
DOCK3|1795	82.8142	DOCK3|1795	19.5155
DOCK4|9732	561.4606	DOCK4|9732	448.1838
DOCK5|80005	538.2923	DOCK5|80005	475.7747
DOCK6|57572	811.382	DOCK6|57572	890.3111
DOCK7|85440	829.6209	DOCK7|85440	2081.4302
DOCK8|81704	680.2595	DOCK8|81704	1251.5701
DOCK9|23348	1827.8278	DOCK9|23348	1965.683
DOHH|83475	244.0061	DOHH|83475	154.1052
DOK1|1796	926.2374	DOK1|1796	179.6773
DOK2|9046	156.2625	DOK2|9046	86.1374
DOK3|79930	262.7379	DOK3|79930	102.9611
DOK4|55715	463.3652	DOK4|55715	452.2215
DOK5|55816	51.7589	DOK5|55816	68.6408
DOK6|220164	56.6883	DOK6|220164	69.3137
DOK7|285489	186.8249	DOK7|285489	61.9113
DOLK|22845	430.3381	DOLK|22845	256.3934
DOLPP1|57171	465.337	DOLPP1|57171	386.9455
DOM3Z|1797	331.9568	DOM3Z|1797	316.6425
DONSON|29980	205.8475	DONSON|29980	168.3448
DOPEY1|23033	508.8095	DOPEY1|23033	1013.5818
DOPEY2|9980	1887.4737	DOPEY2|9980	802.8277
DOT1L|84444	858.6946	DOT1L|84444	999.995
DPAGT1|1798	543.8133	DPAGT1|1798	860.3716
DPCD|25911	365.6494	DPCD|25911	194.5158
DPEP1|1800	29.0836	lowly_expressed	lowly_expressed
DPEP2|64174	43.3789	DPEP2|64174	22.2073
DPF1|8193	10.3518	lowly_expressed	lowly_expressed
DPF2|5977	795.1149	DPF2|5977	1196.5027
DPF3|8110	7.3941	DPF3|8110	53.8359
DPH1|1801	415.5548	DPH1|1801	841.4213
DPH2|1802	658.0772	DPH2|1802	615.0751
DPH3B|100132911	36.4777	DPH3B|100132911	30.9556
DPH3|285381	546.1794	DPH3|285381	407.8069
DPH5|51611	279.7148	DPH5|51611	566.9592
DPM1|8813	533.8559	DPM1|8813	368.7759
DPM2|8818	887.295	DPM2|8818	488.5607
DPM3|54344	195.2049	DPM3|54344	176.3125
DPP10|57628	8.873	lowly_expressed	lowly_expressed
DPP3|10072	2716.3552	DPP3|10072	687.0806
DPP4|1803	196.1908	DPP4|1803	177.6584
lowly_expressed	lowly_expressed	DPP6|1804	7.4024
DPP7|29952	2061.4822	DPP7|29952	1471.0657
DPP8|54878	510.6876	DPP8|54878	674.9675
DPP9|91039	2294.1506	DPP9|91039	1018.8442
DPT|1805	1437.418	DPT|1805	280.6196
DPY19L1|23333	576.2488	DPY19L1|23333	543.0696
DPY19L2P2|349152	5.9153	DPY19L2P2|349152	25.572
DPY19L2P4|442523	37.4636	lowly_expressed	lowly_expressed
DPY19L2|283417	11.3377	DPY19L2|283417	108.3447
DPY19L3|147991	554.5594	DPY19L3|147991	642.6659999999999
DPY19L4|286148	777.3689999999999	DPY19L4|286148	1022.209
DPY30|84661	582.4254	DPY30|84661	425.465
DPYD|1806	615.6842	DPYD|1806	676.3134
DPYSL2|1808	2443.019	DPYSL2|1808	2430.0175
DPYSL3|1809	5998.1145	DPYSL3|1809	2970.3953
lowly_expressed	lowly_expressed	DPYSL4|10570	32.9745
DPYSL5|56896	18.7318	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DPYS|1807	5.3836
DQX1|165545	6.9012	lowly_expressed	lowly_expressed
DR1|1810	1367.4203	DR1|1810	1262.4517
DRAM1|55332	720.1878	DRAM1|55332	505.3844
DRAM2|128338	723.1455	DRAM2|128338	735.5329
DRAP1|10589	2457.8073	DRAP1|10589	817.6326
lowly_expressed	lowly_expressed	DRD2|1813	104.98
DRG1|4733	845.395	DRG1|4733	1010.0959
DRG2|1819	445.6193	DRG2|1819	628.534
DRP2|1821	40.9142	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DSC1|1823	19.5155
DSC2|1824	522.5182	DSC2|1824	4780.6272
lowly_expressed	lowly_expressed	DSC3|1825	473.0829
lowly_expressed	lowly_expressed	DSCAM|1826	7.4024
DSCC1|79075	173.5155	DSCC1|79075	125.8414
DSCR3|10311	1100.2459	DSCR3|10311	859.3554
DSCR6|53820	77.3918	DSCR6|53820	32.3015
DSEL|92126	488.0123	DSEL|92126	511.441
DSE|29940	814.7143	DSE|29940	864.6111
lowly_expressed	lowly_expressed	DSG1|1828	25.572
DSG2|1829	3275.0454	DSG2|1829	5448.8652
lowly_expressed	lowly_expressed	DSG3|1830	149.3946
DSN1|79980	562.4465	DSN1|79980	315.6129
DSP|1832	17106.5555	DSP|1832	16598.2783
DSTN|11034	4517.8106	DSTN|11034	5864.0745
DSTYK|25778	766.0314	DSTYK|25778	827.0539
DST|667	2449.9202	DST|667	13036.3611
DTD1|92675	289.3568	DTD1|92675	541.7237
DTHD1|401124	5.4224	lowly_expressed	lowly_expressed
DTL|51514	565.4041	DTL|51514	388.9643
DTNA|1837	618.1489	DTNA|1837	819.6514
DTNBP1|84062	324.8486	DTNBP1|84062	220.7272
DTNB|1838	311.0462	DTNB|1838	1276.5836
DTWD1|56986	379.0722	DTWD1|56986	435.3978
DTWD2|285605	182.3884	DTWD2|285605	266.4877
DTX1|1840	100.0672	DTX1|1840	199.8657
DTX2|113878	416.5357	DTX2|113878	273.8901
DTX3L|151636	3062.6714	DTX3L|151636	1906.9749
DTX3|196403	815.3256	DTX3|196403	635.9365
DTX4|23220	344.0733	DTX4|23220	860.7013
DTYMK|1841	464.3511	DTYMK|1841	374.8324
DULLARD|23399	1283.1272	DULLARD|23399	1617.7685
DUOX1|53905	100.5601	DUOX1|53905	190.4445
DUOX2|50506	8.873	DUOX2|50506	14.8049
DUOXA1|90527	12.8165	DUOXA1|90527	22.389
DUS1L|64118	1424.6015	DUS1L|64118	1333.7842
DUS2L|54920	140.9813	DUS2L|54920	236.8779
DUS3L|56931	304.638	DUS3L|56931	423.9576
DUS4L|11062	193.6127	DUS4L|11062	139.3811
DUSP10|11221	617.6559	DUSP10|11221	353.298
DUSP11|8446	396.8181	DUSP11|8446	415.8823
DUSP12|11266	209.0073	DUSP12|11266	194.4822
DUSP13|51207	7.8871	lowly_expressed	lowly_expressed
DUSP14|11072	215.9085	DUSP14|11072	439.4355
DUSP15|128853	39.4353	DUSP15|128853	27.5909
DUSP16|80824	3771.9898	DUSP16|80824	2504.7148
DUSP18|150290	183.813	DUSP18|150290	92.194
DUSP19|142679	74.4342	DUSP19|142679	109.0177
DUSP1|1843	7769.7469	DUSP1|1843	4251.6895
DUSP22|56940	687.6537	DUSP22|56940	630.5529
DUSP23|54935	355.411	DUSP23|54935	270.5254
lowly_expressed	lowly_expressed	DUSP27|92235	7.4024
DUSP28|285193	98.5883	DUSP28|285193	61.9113
DUSP2|1844	130.1366	DUSP2|1844	150.0675
DUSP3|1845	1930.3597	DUSP3|1845	1587.4858
DUSP4|1846	1384.6732	DUSP4|1846	1150.0692
DUSP5P|574029	103.0248	DUSP5P|574029	8.7483
DUSP5|1847	1302.8449	DUSP5|1847	504.0385
DUSP6|1848	838.4938	DUSP6|1848	4333.7893
DUSP7|1849	521.5323	DUSP7|1849	768.5073
DUSP8|1850	224.2885	DUSP8|1850	582.7735
lowly_expressed	lowly_expressed	DUSP9|1852	13.459000000000001
DUT|1854	801.5429	DUT|1854	869.6784
DVL1|1855	1439.3897	DVL1|1855	1122.4783
DVL2|1856	581.1783	DVL2|1856	741.5894
DVL3|1857	2839.3441	DVL3|1857	2312.9245
DYDC2|84332	14.2953	lowly_expressed	lowly_expressed
DYM|54808	841.4515	DYM|54808	1021.5360000000001
DYNC1H1|1778	11366.7425	DYNC1H1|1778	13989.9293
DYNC1I1|1780	14.2953	DYNC1I1|1780	79.4079
DYNC1I2|1781	2353.7966	DYNC1I2|1781	1646.0324
DYNC1LI1|51143	753.7078	DYNC1LI1|51143	732.8411
DYNC1LI2|1783	2244.8565	DYNC1LI2|1783	3627.8661
DYNC2H1|79659	519.0676	DYNC2H1|79659	1105.6546
DYNC2LI1|51626	339.1439	DYNC2LI1|51626	387.6184
DYNLL1|8655	3484.1119	DYNLL1|8655	2166.2217
DYNLL2|140735	1432.9815	DYNLL2|140735	1240.9173
DYNLRB1|83658	1669.1006	DYNLRB1|83658	855.9907
lowly_expressed	lowly_expressed	DYNLRB2|83657	8.7483
DYNLT1|6993	936.5892	DYNLT1|6993	921.9396
DYNLT3|6990	845.395	DYNLT3|6990	437.4166
DYRK1A|1859	1772.1254	DYRK1A|1859	1857.3383
DYRK1B|9149	854.268	DYRK1B|9149	471.064
DYRK2|8445	797.0867	DYRK2|8445	753.0295
DYRK3|8444	211.472	DYRK3|8444	170.929
DYRK4|8798	220.3449	DYRK4|8798	341.8579
DYSF|8291	550.1229	DYSF|8291	648.7225
DYX1C1|161582	97.2673	DYX1C1|161582	64.5425
DZIP1L|199221	46.8295	DZIP1L|199221	66.6219
DZIP1|22873	197.1323	DZIP1|22873	487.7397
DZIP3|9666	561.4606	DZIP3|9666	441.4543
E2F1|1869	505.2652	E2F1|1869	290.0409
E2F2|1870	357.3827	E2F2|1870	211.3059
E2F3|1871	538.2923	E2F3|1871	629.207
E2F4|1874	720.1878	E2F4|1874	814.9408
E2F5|1875	153.8619	E2F5|1875	173.2843
E2F6|1876	344.5662	E2F6|1876	275.9089
E2F7|144455	135.559	E2F7|144455	133.2438
E2F8|79733	68.02600000000001	E2F8|79733	91.521
E4F1|1877	878.915	E4F1|1877	429.3412
EAF1|85403	1164.8212	EAF1|85403	783.9852
EAF2|55840	62.1107	EAF2|55840	31.6286
EAPP|55837	754.6937	EAPP|55837	630.5529
EARS2|124454	1406.8556	EARS2|124454	1040.3786
EBAG9|9166	476.1817	EBAG9|9166	413.1905
EBF1|1879	283.9344	EBF1|1879	418.5741
EBF2|64641	54.7165	EBF2|64641	86.8104
EBF3|253738	180.4167	EBF3|253738	116.4201
EBF4|57593	478.6464	EBF4|57593	232.1673
EBI3|10148	29.0836	EBI3|10148	18.1696
EBNA1BP2|10969	1203.2707	EBNA1BP2|10969	966.3543
EBPL|84650	443.1546	EBPL|84650	628.534
EBP|10682	538.7853	EBP|10682	446.8379
ECD|11319	653.1477	ECD|11319	691.1183
ECE1|1889	5674.7447	ECE1|1889	7158.1547
ECE2|9718	126.686	ECE2|9718	113.0554
lowly_expressed	lowly_expressed	ECEL1|9427	776.5827
ECH1|1891	1763.7454	ECH1|1891	1678.3339
ECHDC1|55862	355.411	ECHDC1|55862	1221.4018
ECHDC2|55268	907.0127	ECHDC2|55268	828.3998
ECHDC3|79746	336.1862	ECHDC3|79746	462.3157
ECHS1|1892	2401.6119	ECHS1|1892	2201.888
ECM1|1893	1208.693	ECM1|1893	582.1006
ECM2|1842	901.5904	ECM2|1842	399.7315
ECSCR|641700	94.1519	ECSCR|641700	67.9678
ECSIT|51295	455.9711	ECSIT|51295	771.8721
ECT2L|345930	6.9012	lowly_expressed	lowly_expressed
ECT2|1894	1050.4587	ECT2|1894	800.1359
EDA2R|60401	32.0412	EDA2R|60401	170.929
EDARADD|128178	154.7837	EDARADD|128178	273.8901
lowly_expressed	lowly_expressed	EDAR|10913	27.5909
EDA|1896	67.0401	EDA|1896	131.8979
EDC3|80153	782.2985	EDC3|80153	930.015
EDC4|23644	1092.8517	EDC4|23644	1350.8569
EDDM3B|64184	7.8871	lowly_expressed	lowly_expressed
EDEM1|9695	2022.0468	EDEM1|9695	1184.3896
EDEM2|55741	790.6785	EDEM2|55741	496.6361
EDEM3|80267	1536.9922	EDEM3|80267	1436.7454
EDF1|8721	2578.085	EDF1|8721	2481.8346
EDIL3|10085	724.1313	EDIL3|10085	252.3557
EDN1|1906	163.1637	EDN1|1906	1072.0072
EDN2|1907	14.7883	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	EDN3|1908	383.5807
EDNRA|1909	881.8727	EDNRA|1909	233.5132
EDNRB|1910	226.7532	EDNRB|1910	1182.3708
EEA1|8411	724.6243	EEA1|8411	1224.0936
EED|8726	229.2179	EED|8726	345.2227
EEF1A1P9|441032	4010.5736	EEF1A1P9|441032	8701.2259
EEF1A1|1915	66647.1955	EEF1A1|1915	138193.3684
EEF1A2|1917	2454.3567	EEF1A2|1917	332.4366
EEF1B2|1933	2502.172	EEF1B2|1933	5504.7199
EEF1DP3|196549	7.3103	lowly_expressed	lowly_expressed
EEF1D|1936	7272.8617	EEF1D|1936	6732.1782
EEF1E1|9521	219.852	EEF1E1|9521	212.6518
EEF1G|1937	36195.7225	EEF1G|1937	32341.2388
EEF2K|29904	3087.2938	EEF2K|29904	1946.8404
EEF2|1938	48200.3315	EEF2|1938	98192.6282
EEFSEC|60678	338.1728	EEFSEC|60678	348.298
EEPD1|80820	174.9943	EEPD1|80820	902.4241
EFCAB10|100130771	6.0681	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	EFCAB1|79645	25.572
EFCAB2|84288	77.8848	EFCAB2|84288	67.2949
EFCAB4A|283229	899.6186	EFCAB4A|283229	1763.1254
EFCAB4B|84766	161.6849	EFCAB4B|84766	1074.6989999999998
lowly_expressed	lowly_expressed	EFCAB5|374786	5.3836
EFCAB6|64800	69.9977	EFCAB6|64800	80.0809
EFCAB7|84455	120.7707	EFCAB7|84455	144.684
EFEMP1|2202	2295.6295	EFEMP1|2202	4089.5089
EFEMP2|30008	2561.8179999999998	EFEMP2|30008	1467.701
EFHA1|221154	873.9856	EFHA1|221154	728.1304
EFHA2|286097	52.7448	EFHA2|286097	115.0742
EFHC1|114327	540.2641	EFHC1|114327	345.2227
EFHC2|80258	9.3659	EFHC2|80258	18.8426
EFHD1|80303	3852.8323	EFHD1|80303	4180.357
EFHD2|79180	1162.8494	EFHD2|79180	645.3577
EFNA1|1942	1395.5179	EFNA1|1942	1086.1391
EFNA3|1944	245.485	EFNA3|1944	314.3074
EFNA4|1945	287.8779	EFNA4|1945	407.0936
EFNA5|1946	115.8413	EFNA5|1946	545.0884
EFNB1|1947	412.5922	EFNB1|1947	868.7767
EFNB2|1948	977.0104	EFNB2|1948	2294.0819
EFNB3|1949	259.2873	EFNB3|1949	503.3656
EFR3A|23167	2206.9	EFR3A|23167	1556.5302
EFR3B|22979	393.8604	EFR3B|22979	125.1684
EFS|10278	1225.453	EFS|10278	1465.0092
EFTUD1|79631	797.0867	EFTUD1|79631	741.5894
EFTUD2|9343	2103.8751	EFTUD2|9343	1915.8848
EGFL6|25975	25.633000000000003	EGFL6|25975	300.808
EGFL7|51162	353.4392	EGFL7|51162	405.788
EGFL8|80864	115.0427	EGFL8|80864	111.4403
EGFLAM|133584	139.9954	EGFLAM|133584	1162.1823
EGFR|1956	148.3754	EGFR|1956	2407.1171
EGF|1950	20.2106	EGF|1950	1193.1379
EGLN1|54583	750.7502	EGLN1|54583	1205.251
EGLN2|112398	1087.4294	EGLN2|112398	1113.73
EGLN3|112399	458.9287	EGLN3|112399	157.47
EGOT|100126791	18.7318	EGOT|100126791	13.459000000000001
EGR1|1958	7625.808000000001	EGR1|1958	6903.1072
EGR2|1959	478.6464	EGR2|1959	2104.3104
EGR3|1960	1471.4309	EGR3|1960	777.9286
EHBP1L1|254102	1305.3096	lowly_expressed	lowly_expressed
EHBP1|23301	987.3622	EHBP1|23301	1253.7033
EHD1|10938	832.0856	EHD1|10938	1253.0304
EHD2|30846	2734.8405	EHD2|30846	3050.4762
EHD3|30845	361.3263	EHD3|30845	623.1504
EHD4|30844	1494.1063	EHD4|30844	1272.5459
EHF|26298	482.5899	EHF|26298	10800.8257
EHHADH|1962	250.4144	EHHADH|1962	281.9655
EHMT1|79813	1586.2864	EHMT1|79813	1656.1266
EHMT2|10919	2135.9163	EHMT2|10919	1906.4635
EI24|9538	1362.4908	EI24|9538	2349.2637
EID1|23741	2828.9924	EID1|23741	3453.5724
EID2B|126272	32.0412	EID2B|126272	29.6097
EID2|163126	251.8932	EID2|163126	187.0797
EID3|493861	12.8165	EID3|493861	30.9556
EIF1AD|84285	1246.1566	EIF1AD|84285	425.9765
EIF1AX|1964	1470.9379999999999	EIF1AX|1964	1849.2629
EIF1B|10289	561.4606	EIF1B|10289	569.9875
EIF1|10209	5403.1339	EIF1|10209	7304.1846
EIF2AK1|27102	4535.3988	EIF2AK1|27102	3256.3446
EIF2AK2|5610	552.5876	EIF2AK2|5610	702.5584
EIF2AK3|9451	973.0669	EIF2AK3|9451	971.0649
EIF2AK4|440275	1470.4451	EIF2AK4|440275	1860.03
EIF2A|83939	1345.7308	EIF2A|83939	2578.0662
EIF2B1|1967	955.8139	EIF2B1|1967	1002.0205
EIF2B2|8892	626.0359	EIF2B2|8892	449.5297
EIF2B3|8891	401.2545	EIF2B3|8891	576.044
EIF2B4|8890	719.6949	EIF2B4|8890	736.2058
EIF2B5|8893	1163.3424	EIF2B5|8893	1113.73
EIF2C1|26523	1371.3638	EIF2C1|26523	1249.6656
EIF2C2|27161	162.6708	EIF2C2|27161	269.8524
EIF2C3|192669	208.5143	EIF2C3|192669	189.7715
EIF2C4|192670	336.6792	EIF2C4|192670	508.7492
EIF2S1|1965	1744.0277	EIF2S1|1965	1647.3783
EIF2S2|8894	1352.632	EIF2S2|8894	1151.4151
EIF2S3|1968	5164.5501	EIF2S3|1968	5714.6799
EIF3A|8661	5845.3026	EIF3A|8661	10206.6121
EIF3B|8662	3341.6517	EIF3B|8662	4977.1282
EIF3CL|728689	14107.2863	EIF3CL|728689	15855.9352
EIF3C|8663	265.9075	EIF3C|8663	217.4432
EIF3D|8664	3066.5903	EIF3D|8664	6226.7938
EIF3E|3646	3568.4049	EIF3E|3646	8693.1506
EIF3F|8665	1263.4096	EIF3F|8665	3178.3364
EIF3G|8666	1786.3369	EIF3G|8666	2501.3299
EIF3H|8667	4179.6526	EIF3H|8667	4240.2494
EIF3I|8668	3150.8931	EIF3I|8668	3366.0891
EIF3J|8669	1096.7953	EIF3J|8669	1470.3928
EIF3K|27335	1693.7477	EIF3K|27335	2397.716
EIF3L|51386	5132.5089	EIF3L|51386	11846.5879
EIF3M|10480	2920.8668	EIF3M|10480	2593.47
EIF4A1|1973	5627.5357	EIF4A1|1973	12208.6275
EIF4A2|1974	6464.4373	EIF4A2|1974	7291.0957
EIF4A3|9775	1833.2501	EIF4A3|9775	1437.4183
EIF4B|1975	8206.8581	EIF4B|1975	14277.9042
EIF4E2|9470	1629.6652	EIF4E2|9470	1222.0747
EIF4E3|317649	1039.1211	EIF4E3|317649	866.7579
EIF4EBP1|1978	435.7605	EIF4EBP1|1978	442.1273
EIF4EBP2|1979	3990.363	EIF4EBP2|1979	4343.8835
EIF4EBP3|8637	244.2575	EIF4EBP3|8637	370.2092
EIF4ENIF1|56478	746.3137	EIF4ENIF1|56478	794.0794
EIF4E|1977	431.8169	EIF4E|1977	572.6793
EIF4G1|1981	9256.952	EIF4G1|1981	10201.2285
EIF4G2|1982	14197.7066	EIF4G2|1982	18917.2593
EIF4G3|8672	2338.5154	EIF4G3|8672	2131.9013
EIF4H|7458	4077.6137	EIF4H|7458	4878.2047
EIF5A2|56648	116.3342	EIF5A2|56648	92.194
EIF5AL1|143244	800.0444	EIF5AL1|143244	1166.22
EIF5A|1984	3572.8414	EIF5A|1984	5246.9806
EIF5B|9669	2891.103	EIF5B|9669	2511.4443
EIF5|1983	3501.8578	EIF5|1983	4288.0287
EIF6|3692	1939.7256	EIF6|3692	1602.2907
ELAC1|55520	39.7755	ELAC1|55520	162.618
ELAC2|60528	816.3114	ELAC2|60528	1442.1289
ELAVL1|1994	1735.6477	ELAVL1|1994	1700.5412
