gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
SYN1|6853	16.4978	SYN1|6853	16.3399
SYN2|6854	58.8183	SYN2|6854	125.0
lowly_expressed	lowly_expressed	SYN3|8224	7.7614
SYNCRIP|10492	3503.2727	SYNCRIP|10492	4770.0163
SYNC|81493	219.2379	SYNC|81493	230.2206
SYNE1|23345	970.8599	SYNE1|23345	2280.2288
SYNE2|23224	2858.4237	SYNE2|23224	6915.8497
SYNGAP1|8831	233.1211	SYNGAP1|8831	537.5817
SYNGR1|9145	332.2335	SYNGR1|9145	1079.5098
SYNGR2|9144	4347.5298	SYNGR2|9144	2002.451
SYNGR3|9143	7.5316	SYNGR3|9143	11.4379
SYNJ1|8867	351.8336	SYNJ1|8867	387.6634
SYNJ2BP|55333	900.2062	SYNJ2BP|55333	1412.5817
SYNJ2|8871	912.7589	SYNJ2|8871	1646.6503
SYNM|23336	894.4679	SYNM|23336	22014.7059
lowly_expressed	lowly_expressed	SYNPO2L|79933	9.8039
SYNPO2|171024	1331.3010000000002	SYNPO2|171024	3253.6765
SYNPO|11346	1925.9392	SYNPO|11346	2614.7876
SYNRG|11276	1186.7659	SYNRG|11276	1504.4935
SYPL1|6856	6502.645	SYPL1|6856	2677.6961
SYPL2|284612	33.7129	SYPL2|284612	8.1699
SYP|6855	98.9868	SYP|6855	56.3725
SYS1-DBNDD2|767557	23.4556	SYS1-DBNDD2|767557	15.9681
SYS1|90196	1259.2809	SYS1|90196	862.3284
SYT11|23208	380.1668	SYT11|23208	323.1209
SYT12|91683	482.3814	SYT12|91683	920.3431
SYT13|57586	59.8942	SYT13|57586	61.2745
SYT15|83849	25.8226	SYT15|83849	116.4216
SYT17|51760	62.7634	SYT17|51760	129.90200000000002
SYT1|6857	1329.1491	SYT1|6857	128.6765
SYT2|127833	5.3797	SYT2|127833	27.7778
SYT3|84258	16.4978	SYT3|84258	6.5359
SYT6|148281	21.8775	SYT6|148281	15.9314
SYT7|9066	1150.9011	SYT7|9066	1437.5
SYT8|90019	17.5737	SYT8|90019	228.7582
SYT9|143425	1157.3568	SYT9|143425	171.1601
SYTL1|84958	216.2647	SYTL1|84958	476.7157
SYTL2|54843	4696.1356	SYTL2|54843	2350.8987
SYTL3|94120	92.8898	SYTL3|94120	240.6046
SYTL4|94121	835.6496	SYTL4|94121	446.4869
SYTL5|94122	41.6032	SYTL5|94122	147.4673
SYVN1|84447	1687.4384	SYVN1|84447	1171.9771
TAB1|10454	438.5009	TAB1|10454	697.451
TAB2|23118	1637.5863	TAB2|23118	3522.8758
TAB3|257397	1312.6513	TAB3|257397	854.5752
TAC1|6863	16.1392	TAC1|6863	63.317
TACC1|6867	2555.3663	TACC1|6867	2595.1797
TACC2|10579	1364.6552	TACC2|10579	1312.5
TACC3|10460	244.5979	TACC3|10460	163.8072
TACO1|51204	362.9517	TACO1|51204	268.3824
TACR1|6869	70.6536	TACR1|6869	332.1078
TACR2|6865	16.4978	TACR2|6865	11.0294
TACSTD2|4070	21278.2211	TACSTD2|4070	14984.8856
TADA1|117143	517.5289	TADA1|117143	298.2026
TADA2A|6871	104.7252	TADA2A|6871	254.4935
TADA2B|93624	889.8054	TADA2B|93624	1095.1797
TADA3|10474	1213.2162	TADA3|10474	1444.1136
TAF10|6881	1024.2984	TAF10|6881	473.8562
TAF11|6882	521.8327	TAF11|6882	615.6046
TAF12|6883	431.4534	TAF12|6883	390.1144
TAF13|6884	115.126	TAF13|6884	164.2157
TAF15|8148	2418.0041	TAF15|8148	3268.3824
TAF1A|9015	101.85600000000001	TAF1A|9015	107.8431
TAF1B|9014	209.0917	TAF1B|9014	236.1111
TAF1C|9013	444.7234	TAF1C|9013	548.2026
TAF1D|79101	404.5584	TAF1D|79101	930.1675
TAF1L|138474	36.5821	TAF1L|138474	35.9477
TAF1|6872	1303.3265	TAF1|6872	1785.1307
TAF2|6873	841.388	TAF2|6873	861.1111
TAF3|83860	199.7669	TAF3|83860	265.1144
TAF4B|6875	97.5522	TAF4B|6875	474.6732
TAF4|6874	379.8081	TAF4|6874	433.0065
TAF5L|27097	922.0837	TAF5L|27097	876.6339999999999
TAF5|6877	94.3244	TAF5|6877	148.6928
TAF6L|10629	289.0702	TAF6L|10629	187.0915
TAF6|6878	952.7553	TAF6|6878	786.8015
TAF7|6879	3563.8842	TAF7|6879	3118.4641
TAF8|129685	267.1927	TAF8|129685	478.3497
TAF9B|51616	1391.1952	TAF9B|51616	636.4379
TAF9|6880	1469.0218	TAF9|6880	1010.6127
TAGAP|117289	145.611	TAGAP|117289	234.0686
TAGLN2|8407	19157.1774	TAGLN2|8407	7411.7647
TAGLN|6876	7278.5762	TAGLN|6876	19096.0662
TAL1|6886	48.7761	TAL1|6886	116.0131
TAL2|6887	6.8143	lowly_expressed	lowly_expressed
TALDO1|6888	2869.9005	TALDO1|6888	1713.6438
TANC1|85461	1507.0385	TANC1|85461	1686.2745
TANC2|26115	3873.3973	TANC2|26115	1185.049
TANK|10010	581.0096	TANK|10010	3218.1373
TAOK1|57551	825.2488	TAOK1|57551	656.4542
TAOK2|9344	1250.2466	lowly_expressed	lowly_expressed
TAOK3|51347	1058.3699	TAOK3|51347	1274.5098
TAP1|6890	2721.4202	TAP1|6890	1303.5131
TAP2|6891	830.2986	TAP2|6891	1065.3145
TAPBPL|55080	725.5483	TAPBPL|55080	753.7214
TAPBP|6892	4555.5456	TAPBP|6892	3210.3758
TAPT1|202018	700.798	TAPT1|202018	743.4641
TARBP1|6894	1070.5639999999999	TARBP1|6894	839.4608
TARBP2|6895	259.6611	TARBP2|6895	280.2288
TARDBP|23435	3230.7003	TARDBP|23435	3060.0490000000004
TARP|445347	12.194	TARP|445347	16.7484
TARS2|80222	1082.0407	TARS2|80222	512.2549
TARSL2|123283	214.4714	TARSL2|123283	348.4477
TARS|6897	2132.5204	TARS|6897	1787.1732
lowly_expressed	lowly_expressed	TAS1R1|80835	5.3105
TAS1R3|83756	21.1602	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TAS2R14|50840	6.8382
TAS2R20|259295	10.4008	TAS2R20|259295	15.1144
lowly_expressed	lowly_expressed	TAS2R5|54429	22.4673
TASP1|55617	167.8472	TASP1|55617	238.9706
TATDN1|83940	377.2976	TATDN1|83940	468.9542
TATDN2|9797	893.7506	TATDN2|9797	1569.5425
TATDN3|128387	423.5632	TATDN3|128387	233.6601
TAT|6898	151.7081	TAT|6898	218.5458
TAX1BP1|8887	3169.0128	TAX1BP1|8887	3379.4935
TAX1BP3|30851	2702.8423	TAX1BP3|30851	1589.7345
TAZ|6901	199.0496	TAZ|6901	210.3758
TBC1D10A|83874	400.624	TBC1D10A|83874	526.5605
TBC1D10B|26000	1286.1114	TBC1D10B|26000	999.183
TBC1D10C|374403	66.3499	TBC1D10C|374403	46.5686
TBC1D12|23232	364.7449	TBC1D12|23232	433.0065
TBC1D13|54662	933.5605	TBC1D13|54662	1067.8105
TBC1D14|57533	1159.15	TBC1D14|57533	2703.4314
TBC1D15|64786	1034.6992	TBC1D15|64786	1236.9281
TBC1D16|125058	627.9925	TBC1D16|125058	446.4869
TBC1D17|79735	892.9077	TBC1D17|79735	874.3178
TBC1D19|55296	135.5689	TBC1D19|55296	122.54899999999999
TBC1D1|23216	1463.2834	TBC1D1|23216	1660.9477
TBC1D20|128637	1259.2128	TBC1D20|128637	1357.4346
TBC1D22A|25771	337.129	TBC1D22A|25771	332.5163
TBC1D22B|55633	293.2233	TBC1D22B|55633	467.4142
TBC1D23|55773	724.8274	TBC1D23|55773	789.2157
TBC1D24|57465	348.2471	TBC1D24|57465	363.5621
TBC1D25|4943	482.7401	TBC1D25|4943	525.7353
TBC1D2B|23102	1433.8743	TBC1D2B|23102	1700.5719
TBC1D2|55357	387.6984	TBC1D2|55357	317.8105
TBC1D3B|414059	44.1137	TBC1D3B|414059	111.1111
TBC1D3C|414060	14.3459	TBC1D3C|414060	33.9052
lowly_expressed	lowly_expressed	TBC1D3H|729877	6.5359
TBC1D3|729873	189.0756	TBC1D3|729873	408.3783
TBC1D4|9882	1042.2308	TBC1D4|9882	2426.0621
TBC1D5|9779	1244.5082	TBC1D5|9779	2212.4183
TBC1D7|51256	262.5303	TBC1D7|51256	229.1667
TBC1D8B|54885	473.7739	TBC1D8B|54885	290.8497
TBC1D8|11138	876.1768	TBC1D8|11138	1089.4608
TBC1D9B|23061	4793.3291	TBC1D9B|23061	3908.0882
TBC1D9|23158	8034.0716	TBC1D9|23158	5598.0392
TBCA|6902	1557.2492	TBCA|6902	1243.8725
TBCB|1155	1329.2531	TBCB|1155	519.1953
TBCCD1|55171	234.9144	TBCCD1|55171	381.1275
TBCC|6903	456.9174	TBCC|6903	470.9967
TBCD|6904	1796.7004	TBCD|6904	1254.7059
TBCEL|219899	496.01	TBCEL|219899	440.3595
TBCE|6905	466.895	TBCE|6905	285.3186
TBCK|93627	382.082	TBCK|93627	491.3358
TBK1|29110	773.9622	TBK1|29110	764.7059
TBKBP1|9755	164.97799999999998	TBKBP1|9755	270.0163
TBL1XR1|79718	3047.0725	TBL1XR1|79718	1871.7320000000002
TBL1X|6907	867.9279	TBL1X|6907	1233.2516
TBL2|26608	1401.596	TBL2|26608	662.1732
TBL3|10607	763.2027	TBL3|10607	586.1928
TBPL1|9519	172.5096	TBPL1|9519	282.2712
TBP|6908	148.4802	TBP|6908	311.2745
TBRG1|84897	597.9736	TBRG1|84897	916.6667
TBRG4|9238	801.9367	TBRG4|9238	754.9019999999999
TBX15|6913	136.2862	TBX15|6913	186.683
TBX18|9096	92.1725	TBX18|9096	273.2843
TBX19|9095	39.1285	TBX19|9095	145.8864
TBX1|6899	28.3332	TBX1|6899	82.1078
TBX21|30009	14.3459	TBX21|30009	9.8039
TBX2|6909	192.9526	TBX2|6909	187.9085
TBX3|6926	1163.4538	TBX3|6926	2945.2614
TBX4|9496	22.2362	lowly_expressed	lowly_expressed
TBX5|6910	60.2528	TBX5|6910	90.2778
TBX6|6911	28.6918	TBX6|6911	16.3399
TBXA2R|6915	42.6791	TBXA2R|6915	20.4248
TBXAS1|6916	278.3108	TBXAS1|6916	176.4706
TC2N|123036	3538.0615	TC2N|123036	4450.5719
TCAM1P|146771	9.3248	TCAM1P|146771	8.1699
TCEA1|6917	1638.3036	TCEA1|6917	1022.4673
TCEA2|6919	347.1712	TCEA2|6919	302.6961
TCEA3|6920	1587.3756	TCEA3|6920	752.451
TCEAL1|9338	1764.5477	TCEAL1|9338	473.4477
TCEAL2|140597	14.7046	TCEAL2|140597	123.366
TCEAL3|85012	1878.5977	TCEAL3|85012	746.3235
TCEAL4|79921	8854.2993	TCEAL4|79921	3024.9183
TCEAL5|340543	28.3332	TCEAL5|340543	128.6765
TCEAL6|158931	101.4974	TCEAL6|158931	41.2582
TCEAL7|56849	45.5483	TCEAL7|56849	152.7778
TCEAL8|90843	1256.7022	TCEAL8|90843	1103.7582
TCEANC|170082	65.6326	TCEANC|170082	93.5458
TCEB1|6921	520.0395	TCEB1|6921	322.7124
TCEB2|6923	1858.5134	TCEB2|6923	571.4869
TCEB3|6924	1175.6478	TCEB3|6924	1670.5147
TCERG1|10915	693.2664	TCERG1|10915	1210.7843
TCF12|6938	1768.1341	TCF12|6938	2392.9739
TCF15|6939	11.4767	TCF15|6939	5.718999999999999
TCF19|6941	356.1374	TCF19|6941	348.4477
TCF20|6942	819.1518	TCF20|6942	1661.3562
TCF25|22980	1959.6521	TCF25|22980	2306.3725
TCF3|6929	1449.6548	TCF3|6929	1141.3399
TCF4|6925	1972.9221	TCF4|6925	1887.2549
TCF7L1|83439	279.0281	TCF7L1|83439	1369.6895
TCF7L2|6934	499.5965	TCF7L2|6934	1592.3203
TCF7|6932	236.7076	TCF7|6932	1109.8856
TCFL5|10732	331.3907	TCFL5|10732	459.1503
TCHH|7062	8.9662	TCHH|7062	5.3105
TCHP|84260	377.2976	TCHP|84260	441.1765
TCIRG1|10312	1700.7083	TCIRG1|10312	366.4216
TCN1|6947	3356.9443	TCN1|6947	153.1863
TCN2|6948	349.3231	TCN2|6948	592.3203
TCOF1|6949	962.9696	TCOF1|6949	1083.7418
TCP10L|140290	13.8653	TCP10L|140290	17.1569
TCP11L1|55346	207.7145	TCP11L1|55346	182.2304
TCP11L2|255394	216.2647	TCP11L2|255394	323.9379
TCP1|6950	2735.1672	TCP1|6950	4067.9739
TCTA|6988	1625.3923	TCTA|6988	761.0294
TCTE3|6991	24.3881	TCTE3|6991	37.9902
TCTEX1D1|200132	6.4557	TCTEX1D1|200132	9.3954
TCTEX1D2|255758	276.1589	TCTEX1D2|255758	96.4052
TCTN1|79600	923.938	TCTN1|79600	672.3448
TCTN2|79867	639.4692	TCTN2|79867	505.719
TCTN3|26123	1227.2931	TCTN3|26123	1485.2941
TDG|6996	365.1036	TDG|6996	528.1863
TDO2|6999	26.5399	lowly_expressed	lowly_expressed
TDP1|55775	308.0785	TDP1|55775	557.5980000000001
TDP2|51567	856.8098	TDP2|51567	665.0327
TDRD10|126668	8.6075	TDRD10|126668	31.4542
TDRD3|81550	529.0056	TDRD3|81550	554.7386
TDRD5|163589	292.6567	TDRD5|163589	138.8889
lowly_expressed	lowly_expressed	TDRD6|221400	20.4248
TDRD7|23424	745.2703	TDRD7|23424	436.68300000000005
TDRD9|122402	6.097	TDRD9|122402	8.5784
TDRKH|11022	680.4017	TDRKH|11022	285.5392
TEAD1|7003	2924.7736	TEAD1|7003	2238.9706
TEAD2|8463	1231.9555	TEAD2|8463	943.6275
TEAD3|7005	709.7642	TEAD3|7005	1076.7974
TEAD4|7004	343.9433	TEAD4|7004	176.8791
TECPR1|25851	316.3274	TECPR1|25851	261.0294
TECPR2|9895	572.0434	TECPR2|9895	1229.1667
TECR|9524	1823.3659	TECR|9524	937.9085
TECTA|7007	12.194	TECTA|7007	25.3268
TEC|7006	23.3121	TEC|7006	76.7974
TEF|7008	350.0403	TEF|7008	927.2876
TEKT2|27285	14.3459	TEKT2|27285	17.9739
TEKT3|64518	57.7423	TEKT3|64518	13.8889
TEKT4|150483	5.7384	TEKT4|150483	6.1275
TEK|7010	447.5926	TEK|7010	555.1471
TELO2|9894	505.6935	TELO2|9894	328.8399
TENC1|23371	1451.8067	TENC1|23371	2150.2982
TEP1|7011	390.9262	TEP1|7011	887.2549
lowly_expressed	lowly_expressed	TEPP|374739	5.718999999999999
TERF1|7013	579.2164	TERF1|7013	640.1144
TERF2IP|54386	1446.4270000000001	TERF2IP|54386	1928.9216
TERF2|7014	709.7642	TERF2|7014	692.8105
TESC|54997	33.7129	TESC|54997	497.1405
TESK1|7016	610.0601	TESK1|7016	610.2941
TESK2|10420	135.9276	TESK2|10420	379.902
TES|26136	1584.3737	TES|26136	1833.6846
TET1|80312	29.0505	TET1|80312	113.5621
TET2|54790	478.0776	TET2|54790	1204.2484
TET3|200424	706.895	lowly_expressed	lowly_expressed
TEX10|54881	379.0908	TEX10|54881	650.3268
TEX14|56155	11.1181	TEX14|56155	8.1699
TEX261|113419	2690.5765	TEX261|113419	2285.5392
TEX264|51368	1248.0947	TEX264|51368	728.7582
TEX2|55852	1680.9827	TEX2|55852	2930.1471
TEX9|374618	141.6659	TEX9|374618	125.0
TFAM|7019	461.2212	TFAM|7019	642.9739
TFAP2A|7020	1516.9802	TFAP2A|7020	2252.3775
TFAP2B|7021	1222.272	TFAP2B|7021	1293.3007
TFAP2C|7022	778.2659	TFAP2C|7022	3625.0
lowly_expressed	lowly_expressed	TFAP2E|339488	17.1569
TFAP4|7023	157.8051	TFAP4|7023	311.683
TFB1M|51106	115.4846	TFB1M|51106	198.9379
TFB2M|64216	648.4354	TFB2M|64216	383.5784
TFCP2L1|29842	235.273	TFCP2L1|29842	820.2614
TFCP2|7024	675.6926	TFCP2|7024	825.1634
TFDP1|7027	997.7585	TFDP1|7027	1495.915
TFDP2|7029	281.8972	TFDP2|7029	351.7157
lowly_expressed	lowly_expressed	TFDP3|51270	15.9314
TFE3|7030	1373.2628	TFE3|7030	1305.1471
TFEB|7942	253.2054	TFEB|7942	336.1928
TFEC|22797	141.3073	TFEC|22797	37.1732
TFF1|7031	617.2330000000001	TFF1|7031	172.3856
TFF3|7033	978.3915	TFF3|7033	474.2647
TFG|10342	1513.4941	TFG|10342	1501.634
TFIP11|24144	810.7379	TFIP11|24144	912.0588
TFPI2|7980	191.518	TFPI2|7980	117.2386
TFPI|7035	370.1246	TFPI|7035	1167.8922
TFPT|29844	317.346	TFPT|29844	143.3497
TFR2|7036	42.6791	TFR2|7036	8.9869
TFRC|7037	5493.4098	TFRC|7037	1697.7124
TF|7018	185.7796	TF|7018	1505.3105
TGDS|23483	118.3538	TGDS|23483	297.7941
TGFA|7039	322.0658	TGFA|7039	788.8072
TGFB1I1|7041	564.5118	TGFB1I1|7041	1030.2288
TGFB1|7040	1539.6754	TGFB1|7040	497.54900000000004
TGFB2|7042	1920.2008	TGFB2|7042	614.3791
TGFB3|7043	1829.8216	TGFB3|7043	1323.5294
TGFBI|7045	2424.1011	TGFBI|7045	2587.8268
TGFBR1|7046	1625.7509	TGFBR1|7046	1430.9641
TGFBR2|7048	2578.3197	TGFBR2|7048	5259.8039
TGFBR3|7049	849.6369	TGFBR3|7049	3348.4477
TGFBRAP1|9392	491.7063	TGFBRAP1|9392	456.6993
TGIF1|7050	1247.736	TGIF1|7050	1283.4967
TGIF2|60436	380.1381	TGIF2|60436	1065.4085
lowly_expressed	lowly_expressed	TGM1|7051	30.2288
TGM2|7052	984.1298	TGM2|7052	430.5556
lowly_expressed	lowly_expressed	TGM3|7053	8.5784
TGM5|9333	17.9324	TGM5|9333	53.1046
TGOLN2|10618	6555.0076	TGOLN2|10618	6961.6013
TGS1|96764	482.3814	TGS1|96764	760.6209
TH1L|51497	1700.3497	TH1L|51497	1886.0294
THADA|63892	1131.8928	THADA|63892	1112.3366
THAP10|56906	95.4003	THAP10|56906	70.2614
THAP11|57215	622.2541	THAP11|57215	564.5425
THAP1|55145	258.5851	THAP1|55145	204.6569
THAP2|83591	120.5057	THAP2|83591	134.8039
THAP3|90326	273.6197	THAP3|90326	170.0735
THAP4|51078	1162.3778	THAP4|51078	741.4216
THAP5|168451	911.683	THAP5|168451	493.8725
THAP6|152815	247.8257	THAP6|152815	372.9575
THAP7|80764	227.7988	THAP7|80764	190.768
THAP8|199745	144.5351	THAP8|199745	62.9085
THAP9|79725	95.0417	THAP9|79725	190.3595
THBD|7056	454.7655	THBD|7056	760.2124
THBS1|7057	17136.1965	THBS1|7057	10357.4346
THBS2|7058	8413.8797	THBS2|7058	4274.5098
THBS3|7059	506.1741	THBS3|7059	747.6348
THBS4|7060	2697.7423	THBS4|7060	636.0294
THEM4|117145	323.8591	THEM4|117145	336.1928
lowly_expressed	lowly_expressed	THEM5|284486	16.7484
THEMIS|387357	41.2445	THEMIS|387357	33.4967
THG1L|54974	239.9354	THG1L|54974	230.3922
THNSL1|79896	302.3402	THNSL1|79896	397.0588
THNSL2|55258	870.0798	THNSL2|55258	897.0588
THOC1|9984	525.0605	THOC1|9984	481.2092
THOC2|57187	1451.4479999999999	THOC2|57187	1838.6438
THOC3|84321	981.2606	THOC3|84321	690.3595
THOC4|10189	619.7436	THOC4|10189	440.76800000000003
THOC5|8563	442.9302	THOC5|8563	546.1601
THOC6|79228	332.5563	THOC6|79228	302.594
THOC7|80145	687.8867	THOC7|80145	853.7582
THOP1|7064	793.6878	THOP1|7064	406.4542
THPO|7066	29.0505	THPO|7066	6.5359
THRAP3|9967	3628.4408	THRAP3|9967	4555.1471
THRA|7067	810.8455	THRA|7067	1278.7051
THRB|7068	521.8327	THRB|7068	1221.8137
THRSP|7069	40.5272	THRSP|7069	318.6275
THSD1P1|374500	49.4934	THSD1P1|374500	209.5588
THSD1|55901	161.0329	THSD1|55901	325.1634
THSD4|79875	2848.0229999999997	THSD4|79875	4817.8105
THSD7A|221981	89.662	THSD7A|221981	107.0261
THSD7B|80731	51.6453	THSD7B|80731	92.7288
THTPA|79178	266.1167	THTPA|79178	260.6209
THUMPD1|55623	1430.6465	THUMPD1|55623	2206.2908
THUMPD2|80745	139.514	THUMPD2|80745	263.0719
THUMPD3|25917	789.3839999999999	THUMPD3|25917	890.5229
THY1|7070	4127.32	THY1|7070	2568.219
THYN1|29087	669.237	THYN1|29087	718.1373
TIA1|7072	682.5069	TIA1|7072	1132.3529
TIAF1|9220	212.7356	TIAF1|9220	318.1944
TIAL1|7073	983.0539	TIAL1|7073	1445.6699
TIAM1|7074	248.9016	TIAM1|7074	330.8824
TIAM2|26230	45.8424	TIAM2|26230	253.6356
TICAM1|148022	615.7984	TICAM1|148022	458.3333
TICAM2|353376	146.1132	TICAM2|353376	71.6993
TIE1|7075	878.6873	TIE1|7075	767.9739
TIFAB|497189	5.0211	lowly_expressed	lowly_expressed
TIFA|92610	325.6523	TIFA|92610	453.4314
TIGD1|200765	73.1642	TIGD1|200765	183.415
TIGD2|166815	162.4675	TIGD2|166815	441.9935
TIGD3|220359	22.5948	TIGD3|220359	11.8464
TIGD4|201798	9.6835	TIGD4|201798	20.0163
TIGD5|84948	173.5856	TIGD5|84948	100.4902
TIGD6|81789	304.8507	TIGD6|81789	238.5621
TIGD7|91151	375.4541	TIGD7|91151	418.0801
TIGIT|201633	48.0588	TIGIT|201633	20.0163
TIMELESS|8914	780.7765	TIMELESS|8914	392.5654
TIMM10|26519	631.5789	TIMM10|26519	278.1863
TIMM13|26517	1189.2764	TIMM13|26517	561.683
TIMM16|51025	133.0691	TIMM16|51025	69.4158
TIMM17A|10440	1724.3791	TIMM17A|10440	645.0163
TIMM17B|10245	707.6123	TIMM17B|10245	219.3627
TIMM22|29928	527.5711	TIMM22|29928	423.2026
TIMM44|10469	521.8327	TIMM44|10469	427.6961
TIMM50|92609	703.6672	TIMM50|92609	476.7157
TIMM8A|1678	113.6914	TIMM8A|1678	100.0817
TIMM8B|26521	615.4398	TIMM8B|26521	327.2059
TIMM9|26520	365.1036	TIMM9|26520	716.9118
TIMP1|7076	6703.8465	TIMP1|7076	2937.9085
TIMP2|7077	10035.6855	TIMP2|7077	12065.768
TIMP3|7078	13632.9239	TIMP3|7078	15146.6503
TIMP4|7079	30.8437	TIMP4|7079	40.4412
TINAGL1|64129	394.5127	TINAGL1|64129	2453.4314
TINF2|26277	1069.488	TINF2|26277	1125.817
TIPARP|25976	532.5598	TIPARP|25976	2079.6528
TIPIN|54962	92.8898	TIPIN|54962	115.1961
TIPRL|261726	1576.2575	TIPRL|261726	913.8072
TIRAP|114609	290.8634	TIRAP|114609	233.6601
TJAP1|93643	385.5465	TJAP1|93643	553.1046
TJP1|7082	2644.6696	TJP1|7082	2675.6536
TJP2|9414	1701.7843	TJP2|9414	2301.0621
TJP3|27134	1389.7606	TJP3|27134	421.5686
TK1|7083	877.2528	TK1|7083	113.5621
TK2|7084	1019.6360000000001	TK2|7084	967.3203
TKT|7086	2138.9761	TKT|7086	2610.2941
TLCD1|116238	116.9192	TLCD1|116238	64.134
TLE1|7088	559.4907	TLE1|7088	1218.9542
TLE2|7089	529.7229	TLE2|7089	1233.2516
TLE3|7090	2769.4791	TLE3|7090	1707.5163
TLE4|7091	208.3744	TLE4|7091	787.9902
TLE6|79816	11.1181	TLE6|79816	27.3693
TLK1|9874	1642.9660000000001	TLK1|9874	1710.7843
TLK2|11011	534.3854	TLK2|11011	776.9608
TLL1|7092	62.7634	TLL1|7092	135.2124
TLL2|7093	9.3248	lowly_expressed	lowly_expressed
TLN1|7094	8837.4428	TLN1|7094	8953.4314
TLN2|83660	716.5749	TLN2|83660	1589.4526
TLR10|81793	34.0716	TLR10|81793	52.6961
TLR1|7096	252.1295	TLR1|7096	464.4608
TLR2|7097	273.6483	TLR2|7097	643.3824
TLR3|7098	280.4627	TLR3|7098	386.4379
TLR4|7099	583.1615	TLR4|7099	737.7451
TLR5|7100	339.6396	TLR5|7100	474.6732
TLR6|10333	36.5821	TLR6|10333	55.5556
TLR7|51284	239.2181	TLR7|51284	147.8758
TLR8|51311	32.2783	TLR8|51311	31.4542
TLR9|54106	10.4474	TLR9|54106	17.2426
TM2D1|83941	349.3231	TM2D1|83941	299.8366
TM2D2|83877	1082.758	TM2D2|83877	767.1569
TM2D3|80213	479.1536	TM2D3|80213	634.8039
TM4SF18|116441	2079.4405	TM4SF18|116441	760.6209
TM4SF19|116211	14.5898	lowly_expressed	lowly_expressed
TM4SF1|4071	4394.5127	TM4SF1|4071	6606.6176
TM6SF1|53346	129.1132	TM6SF1|53346	114.3791
lowly_expressed	lowly_expressed	TM6SF2|53345	10.2124
TM7SF2|7108	768.5824	TM7SF2|7108	264.2974
TM7SF3|51768	1834.1253	TM7SF3|51768	1248.366
TM7SF4|81501	31.9197	lowly_expressed	lowly_expressed
TM9SF1|10548	1773.4708	TM9SF1|10548	1409.3137
TM9SF2|9375	4778.2659	TM9SF2|9375	4562.9085
TM9SF3|56889	5093.1588	TM9SF3|56889	5325.1634
TM9SF4|9777	2215.7267	TM9SF4|9777	2008.9869
TMBIM1|64114	2591.2311	TMBIM1|64114	3888.4804
TMBIM4|51643	3057.0716	TMBIM4|51643	1305.1471
TMBIM6|7009	26643.235	TMBIM6|7009	17404.0033
TMC3|342125	8.2489	lowly_expressed	lowly_expressed
TMC4|147798	3368.7797	TMC4|147798	1372.1405
TMC5|79838	1957.1416	TMC5|79838	918.7092
TMC6|11322	641.2624	TMC6|11322	349.6732
TMC7|79905	43.0377	TMC7|79905	64.134
TMC8|147138	134.8516	TMC8|147138	98.8562
TMCC1|23023	763.92	TMCC1|23023	791.6667
TMCC2|9911	25.1054	TMCC2|9911	51.4706
TMCC3|57458	162.8261	TMCC3|57458	292.4837
TMCO1|54499	4077.1093	TMCO1|54499	1936.2745
TMCO3|55002	1573.3883	TMCO3|55002	1459.5588
TMCO4|255104	554.4696	TMCO4|255104	1120.915
TMCO6|55374	128.3959	TMCO6|55374	254.085
TMCO7|79613	270.4205	TMCO7|79613	381.1275
TMED10P1|286102	47.7002	TMED10P1|286102	52.6961
TMED10|10972	7252.5778	TMED10|10972	7966.5033
TMED1|11018	634.3656	TMED1|11018	387.8431
TMED2|10959	8587.8239	TMED2|10959	5014.2974
TMED3|23423	3458.4417	TMED3|23423	2155.2288
TMED4|222068	1484.4436	TMED4|222068	1013.4804
TMED5|50999	1102.8315	TMED5|50999	979.9837
TMED7-TICAM2|100302736	87.7755	TMED7-TICAM2|100302736	134.9918
TMED7|51014	3380.5685	TMED7|51014	1500.0082
TMED8|283578	479.1536	TMED8|283578	370.5065
TMED9|54732	4719.4477	TMED9|54732	2152.3693
TMEFF1|8577	76.9264	TMEFF1|8577	49.7467
TMEM100|55273	49.1348	TMEM100|55273	143.7908
TMEM101|84336	1252.0398	TMEM101|84336	665.4412
TMEM102|284114	287.277	TMEM102|284114	199.3464
TMEM104|54868	513.2251	TMEM104|54868	307.598
TMEM105|284186	6.097	TMEM105|284186	16.7484
TMEM106A|113277	119.7884	TMEM106A|113277	158.9052
TMEM106B|54664	1957.8589	TMEM106B|54664	1404.8203
TMEM106C|79022	1239.1285	TMEM106C|79022	1159.3137
TMEM107|84314	200.4842	TMEM107|84314	187.0915
TMEM108|66000	17.5737	TMEM108|66000	102.5327
TMEM109|79073	3322.5141	TMEM109|79073	2468.1373
TMEM110|375346	170.2932	TMEM110|375346	181.78099999999998
TMEM111|55831	945.7545	TMEM111|55831	829.2484
TMEM115|11070	989.5095	TMEM115|11070	935.8660000000001
TMEM116|89894	249.2603	TMEM116|89894	207.1078
TMEM117|84216	134.8516	TMEM117|84216	167.8922
TMEM119|338773	1235.542	TMEM119|338773	672.3856
TMEM11|8834	339.2809	TMEM11|8834	381.9444
