gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
CCDC152|100129792	38.3682	CCDC152|100129792	67.3039
CCDC153|283152	36.9407	CCDC153|283152	13.0719
CCDC157|550631	38.6694	CCDC157|550631	35.9967
CCDC158|339965	29.4091	CCDC158|339965	67.8105
CCDC159|126075	286.5597	CCDC159|126075	152.7778
CCDC15|80071	214.4714	CCDC15|80071	97.6307
CCDC160|347475	164.97799999999998	CCDC160|347475	64.5425
CCDC163P|126661	12.5527	CCDC163P|126661	29.0033
CCDC18|343099	25.4748	CCDC18|343099	53.1046
CCDC19|25790	135.2103	CCDC19|25790	14.7059
CCDC21|64793	455.1242	CCDC21|64793	357.8431
CCDC22|28952	710.3524	CCDC22|28952	385.2941
CCDC23|374969	219.7758	CCDC23|374969	236.1111
CCDC24|149473	230.4922	CCDC24|149473	113.0147
CCDC25|55246	975.5223	CCDC25|55246	1404.8203
CCDC28A|25901	274.7171	CCDC28A|25901	470.9886
CCDC28B|79140	59.1769	CCDC28B|79140	58.415
CCDC30|728621	96.1176	CCDC30|728621	110.7026
CCDC34|91057	286.9183	CCDC34|91057	397.8758
CCDC36|339834	10.0421	CCDC36|339834	17.1569
CCDC39|339829	10.0421	CCDC39|339829	12.3529
CCDC3|83643	277.5935	CCDC3|83643	797.7941
CCDC40|55036	120.5057	CCDC40|55036	105.3922
CCDC41|51134	166.4126	CCDC41|51134	227.1242
CCDC43|124808	457.6347	CCDC43|124808	505.719
CCDC45|90799	280.8213	CCDC45|90799	698.5294
CCDC46|201134	83.2063	CCDC46|201134	297.3856
CCDC47|57003	2981.7986	CCDC47|57003	3129.4935
CCDC48|79825	120.8643	CCDC48|79825	89.0523
CCDC50|152137	1249.1706	CCDC50|152137	2113.1536
CCDC51|79714	224.8722	CCDC51|79714	226.7157
CCDC52|152185	407.42400000000004	CCDC52|152185	439.95099999999996
CCDC53|51019	409.9345	CCDC53|51019	459.5588
CCDC55|84081	633.3722	CCDC55|84081	1110.7026
CCDC56|28958	858.6318	CCDC56|28958	674.1544
CCDC57|284001	312.3823	CCDC57|284001	420.7516
CCDC58|131076	163.1848	CCDC58|131076	156.4542
CCDC59|29080	281.5386	CCDC59|29080	454.2484
CCDC61|729440	142.0246	CCDC61|729440	115.1961
CCDC64B|146439	198.6909	CCDC64B|146439	294.5261
CCDC64|92558	222.7203	CCDC64|92558	62.5
CCDC65|85478	38.3753	CCDC65|85478	20.8333
CCDC66|285331	150.7469	CCDC66|285331	457.8186
CCDC68|80323	55.9491	CCDC68|80323	34.3137
CCDC69|26112	319.1966	CCDC69|26112	682.5980000000001
CCDC6|8030	2032.4576	CCDC6|8030	3084.9673
CCDC71|64925	343.5847	CCDC71|64925	465.2778
CCDC72|51372	870.4384	CCDC72|51372	828.4314
CCDC73|493860	36.0405	CCDC73|493860	26.6708
CCDC74A|90557	723.3928	CCDC74A|90557	216.5033
CCDC74B|91409	189.7247	CCDC74B|91409	51.8791
CCDC75|253635	84.6409	CCDC75|253635	114.7876
CCDC76|54482	126.2118	CCDC76|54482	261.009
CCDC77|84318	140.59	CCDC77|84318	196.0784
lowly_expressed	lowly_expressed	CCDC78|124093	6.1275
CCDC7|221016	35.1475	CCDC7|221016	28.6111
CCDC80|151887	3937.5953	CCDC80|151887	7198.5294
lowly_expressed	lowly_expressed	CCDC81|60494	14.2974
CCDC82|79780	166.7713	CCDC82|79780	468.1373
CCDC84|338657	58.8183	CCDC84|338657	90.2778
CCDC85A|114800	44.4723	CCDC85A|114800	110.29
CCDC85B|11007	355.4201	CCDC85B|11007	142.9739
CCDC85C|317762	473.2216	CCDC85C|317762	770.4208
CCDC86|79080	555.5384	CCDC86|79080	481.5645
CCDC87|55231	114.7673	CCDC87|55231	22.8758
CCDC88A|55704	367.2554	CCDC88A|55704	793.3007
CCDC88B|283234	160.6743	CCDC88B|283234	223.4477
CCDC88C|440193	1021.0706	CCDC88C|440193	953.0229
CCDC89|220388	31.561	CCDC89|220388	40.8497
CCDC8|83987	456.9174	CCDC8|83987	2069.0359
CCDC90A|63933	331.032	CCDC90A|63933	289.6242
CCDC90B|60492	748.7779	CCDC90B|60492	654.808
CCDC91|55297	472.3393	CCDC91|55297	407.2712
CCDC92|80212	872.2317	CCDC92|80212	758.9869
CCDC93|54520	702.2326	CCDC93|54520	1199.7549
CCDC94|55702	376.2216	CCDC94|55702	327.6144
CCDC96|257236	109.3876	CCDC96|257236	84.5588
CCDC97|90324	1263.5165	CCDC97|90324	1026.9608
CCDC99|54908	211.2436	CCDC99|54908	216.9118
CCDC9|26093	677.4859	CCDC9|26093	306.3725
CCHCR1|54535	336.4117	CCHCR1|54535	418.3007
CCIN|881	12.194	lowly_expressed	lowly_expressed
CCKAR|886	6.4557	lowly_expressed	lowly_expressed
CCL11|6356	41.2445	lowly_expressed	lowly_expressed
CCL13|6357	5.3797	CCL13|6357	22.4673
CCL14|6358	299.8225	CCL14|6358	1119.1912
CCL17|6361	11.8354	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL18|6362	37.9902
CCL19|6363	303.4161	CCL19|6363	57.1895
CCL21|6366	465.1663	CCL21|6366	3368.4641
CCL22|6367	82.1304	CCL22|6367	109.4771
CCL28|56477	102.9319	CCL28|56477	2227.5327
CCL2|6347	343.9433	CCL2|6347	858.2516
CCL3L1|6349	33.9711	CCL3L1|6349	38.1127
CCL3L3|414062	7.9907	CCL3L3|414062	7.2304
CCL3|6348	59.5356	CCL3|6348	93.5458
CCL4L2|388372	65.9912	CCL4L2|388372	69.8529
CCL4|6351	51.6453	CCL4|6351	54.7386
CCL5|6352	673.5408	CCL5|6352	560.866
CCL8|6355	18.291	CCL8|6355	85.7843
CCM2|83605	798.7089	CCM2|83605	723.4477
CCNA1|8900	7.8903	CCNA1|8900	10.2124
CCNA2|890	158.9205	CCNA2|890	89.5956
CCNB1IP1|57820	398.4578	CCNB1IP1|57820	1406.4542
CCNB1|891	632.6549	CCNB1|891	209.9673
CCNB2|9133	228.1001	CCNB2|9133	71.4869
CCNB3|85417	6.8143	CCNB3|85417	12.6634
CCNC|892	876.5355	CCNC|892	957.1078
CCND1|595	9737.9934	CCND1|595	6307.598000000001
CCND2|894	606.8322	CCND2|894	1984.4771
CCND3|896	1084.1926	CCND3|896	959.1503
CCNDBP1|23582	1665.9195	CCNDBP1|23582	1057.598
CCNE1|898	46.9829	CCNE1|898	26.1438
CCNE2|9134	127.8436	CCNE2|9134	29.0033
CCNF|899	365.4622	CCNF|899	245.09799999999998
CCNG1|900	3970.9495	CCNG1|900	2919.1176
CCNG2|901	2096.297	CCNG2|901	2698.5294
CCNH|902	711.0948	CCNH|902	569.2974
CCNI2|645121	184.2446	CCNI2|645121	5.8538
CCNI|10983	5673.8097	CCNI|10983	7634.8039
CCNJL|79616	116.2019	CCNJL|79616	189.13400000000001
CCNJ|54619	141.3073	CCNJ|54619	257.7614
CCNK|8812	675.169	CCNK|8812	845.1838
CCNL1|57018	437.5504	CCNL1|57018	1895.0163
CCNL2|81669	687.528	CCNL2|81669	1313.317
CCNO|10309	134.8516	CCNO|10309	26.5523
CCNT1|904	311.3064	CCNT1|904	370.098
CCNT2|905	602.1698	CCNT2|905	872.1405
CCNYL1|151195	407.42400000000004	CCNYL1|151195	341.9118
CCNY|219771	1327.7145	CCNY|219771	1824.3464
CCPG1|9236	3254.9233	CCPG1|9236	2206.6462
CCR10|2826	22.2362	CCR10|2826	8.1699
CCR1|1230	273.6483	CCR1|1230	117.2386
CCR2|729230	99.3455	CCR2|729230	119.281
CCR4|1233	38.734	lowly_expressed	lowly_expressed
CCR5|1234	268.9859	CCR5|1234	192.8105
CCR6|1235	91.8892	CCR6|1235	98.8725
CCR7|1236	62.7634	CCR7|1236	17.9739
CCRL1|51554	76.392	CCRL1|51554	207.9248
CCRL2|9034	51.2866	CCRL2|9034	25.7353
CCRN4L|25819	89.3033	CCRN4L|25819	142.1569
CCS|9973	607.5495	CCS|9973	348.8562
CCT2|10576	3389.9399	CCT2|10576	2908.4967
CCT3|7203	6569.3535	CCT3|7203	4715.6863
CCT4|10575	4109.7463	CCT4|10575	4389.2974
CCT5|22948	4336.7704	CCT5|22948	3471.4052
CCT6A|908	4805.5232	CCT6A|908	3697.7124
CCT6B|10693	153.8599	CCT6B|10693	145.4248
CCT6P1|643253	53.4385	CCT6P1|643253	57.1895
CCT7|10574	4561.284000000001	CCT7|10574	4035.5392
CCT8|10694	3875.5492	CCT8|10694	3466.0948
CD101|9398	46.2656	CD101|9398	37.9902
CD109|135228	838.1565	CD109|135228	1035.9477
CD14|929	691.4731	CD14|929	1509.3954
CD151|977	7912.8486	CD151|977	4346.4052
CD160|11126	8.2489	CD160|11126	11.4379
CD163L1|283316	105.8011	CD163L1|283316	171.1601
CD163|9332	308.4372	CD163|9332	303.1046
CD164L2|388611	15.0632	CD164L2|388611	66.1765
CD164|8763	8895.5438	CD164|8763	6410.5392
CD180|4064	120.5057	CD180|4064	196.4869
CD1A|909	6.4557	lowly_expressed	lowly_expressed
CD1C|911	54.5145	CD1C|911	129.4935
CD1D|912	59.8942	CD1D|912	42.4837
CD1E|913	40.8859	CD1E|913	18.3824
CD200R1|131450	24.3881	CD200R1|131450	33.4967
CD200|4345	203.71200000000002	CD200|4345	774.1013
CD207|50489	27.9745	CD207|50489	33.0882
CD209|30835	54.8731	CD209|30835	183.415
CD226|10666	25.464000000000002	CD226|10666	26.1438
CD22|933	334.2598	CD22|933	232.4346
CD244|51744	10.7594	CD244|51744	21.2418
CD247|919	69.5777	CD247|919	83.3333
CD248|57124	1244.5082	CD248|57124	2238.1536
CD24|100133941	10227.2034	CD24|100133941	23116.8301
CD274|29126	12.194	CD274|29126	30.2288
CD276|80381	3383.8429	CD276|80381	1830.4739
CD27|939	146.3104	CD27|939	53.0637
CD28|940	57.3837	CD28|940	39.6242
CD2AP|23607	1901.5512	CD2AP|23607	1384.8039
CD2BP2|10421	1604.9493	CD2BP2|10421	1401.1438
CD2|914	301.9815	CD2|914	183.0065
CD300A|11314	194.3872	CD300A|11314	108.6601
CD300C|10871	30.4851	CD300C|10871	11.4379
CD300LB|124599	25.1054	CD300LB|124599	9.8039
CD300LF|146722	40.8859	CD300LF|146722	15.5229
CD300LG|146894	66.7085	CD300LG|146894	454.2484
CD302|9936	1872.4182	CD302|9936	1462.259
CD320|51293	508.5627	CD320|51293	334.9673
CD33|945	95.759	CD33|945	53.9216
CD34|947	1732.628	CD34|947	3235.7026
CD36|948	1370.035	CD36|948	1949.7549
CD37|951	282.2559	CD37|951	160.1307
CD38|952	22.5948	CD38|952	18.3824
CD3D|915	94.3244	CD3D|915	60.4575
CD3EAP|10849	647.0223	CD3EAP|10849	519.3342
CD3E|916	262.8889	CD3E|916	183.8235
CD3G|917	35.5061	CD3G|917	31.8627
CD40LG|959	17.2151	CD40LG|959	19.1993
CD40|958	233.8384	CD40|958	247.9575
CD44|960	22211.0643	CD44|960	11504.085
CD46|4179	10522.011999999999	CD46|4179	4658.9052
CD47|961	1727.6069	CD47|961	3662.9902
CD48|962	333.5425	CD48|962	173.6111
CD4|920	1134.0447	CD4|920	835.3758
CD52|1043	263.6062	CD52|1043	171.1601
CD53|963	633.7308	CD53|963	341.0948
CD55|1604	1443.1991	CD55|1604	2122.549
CD58|965	332.108	CD58|965	167.8922
CD59|966	14025.2847	CD59|966	27487.7451
CD5|921	110.8222	CD5|921	55.1471
CD63|967	11024.4777	CD63|967	8553.9216
CD68|968	2545.3241	CD68|968	910.9477
CD69|969	66.3499	CD69|969	55.9641
CD6|923	159.957	CD6|923	78.0229
CD72|971	49.8521	CD72|971	28.1863
CD74|972	26979.6467	CD74|972	23856.6176
CD79A|973	156.3705	CD79A|973	54.3301
CD79B|974	58.101000000000006	CD79B|974	76.7974
CD7|924	65.2739	CD7|924	37.9902
CD80|941	10.7594	CD80|941	6.5359
CD81|975	11326.1006	CD81|975	9369.280999999999
CD82|3732	2013.0906	CD82|3732	2017.1569
CD83|9308	267.5513	CD83|9308	220.1797
CD84|8832	175.0202	CD84|8832	49.8366
CD86|942	197.2563	CD86|942	100.8987
CD8A|925	305.568	CD8A|925	209.9673
CD8B|926	77.1093	CD8B|926	67.8105
CD93|22918	3726.3517	CD93|22918	1930.1471
CD96|10225	133.7757	CD96|10225	93.1373
CD97|976	470.1874	CD97|976	613.9706
CD99L2|83692	1337.7567	CD99L2|83692	1105.3922
CD99|4267	6315.4308	CD99|4267	1952.6144
CD9|928	7807.0474	CD9|928	5470.9967
CDADC1|81602	96.8349	CDADC1|81602	244.28099999999998
CDAN1|146059	207.6571	CDAN1|146059	303.5131
CDA|978	26.5399	CDA|978	15.9314
CDC123|8872	921.1226	CDC123|8872	898.1127
CDC14A|8556	58.101000000000006	CDC14A|8556	658.0882
CDC14B|8555	394.8713	CDC14B|8555	667.0752
CDC14C|168448	8.2489	CDC14C|168448	8.1699
CDC16|8881	1050.4797	CDC16|8881	1673.6111
CDC20|991	241.37	CDC20|991	62.9085
CDC23|8697	1022.8638	CDC23|8697	1003.268
CDC25A|993	40.8859	CDC25A|993	54.3301
CDC25B|994	286.5597	CDC25B|994	432.598
CDC25C|995	108.6739	CDC25C|995	11.8464
CDC26|246184	78.8487	CDC26|246184	85.866
CDC27|996	1933.4708	CDC27|996	1363.1536
CDC34|997	724.1101	CDC34|997	546.9771
CDC37L1|55664	420.694	CDC37L1|55664	479.9837
CDC37|11140	2242.2667	CDC37|11140	2292.8922
CDC40|51362	531.5162	CDC40|51362	900.3268
CDC42BPA|8476	1476.1947	CDC42BPA|8476	1997.1405
CDC42BPB|9578	2498.3413	CDC42BPB|9578	3116.4216
CDC42BPG|55561	513.2251	CDC42BPG|55561	912.1732
CDC42EP1|11135	1200.0359	CDC42EP1|11135	1767.9739
CDC42EP2|10435	168.2059	CDC42EP2|10435	281.0458
CDC42EP3|10602	267.1927	CDC42EP3|10602	857.8431
CDC42EP4|23580	1799.3365	CDC42EP4|23580	2779.4118
CDC42EP5|148170	79.2612	CDC42EP5|148170	100.8987
CDC42SE1|56882	3139.5965	CDC42SE1|56882	3491.5074
CDC42SE2|56990	1284.3181	CDC42SE2|56990	1653.5948
CDC42|998	8647.7181	CDC42|998	4734.8856
CDC45|8318	38.0167	CDC45|8318	16.7484
CDC5L|988	1201.4705	CDC5L|988	1557.1895
CDC6|990	150.6321	CDC6|990	95.1797
CDC73|79577	1628.6201	CDC73|79577	767.9739
CDC7|8317	87.5101	CDC7|8317	92.3203
CDCA2|157313	106.5184	CDCA2|157313	43.3007
CDCA3|83461	78.1565	CDCA3|83461	32.8391
CDCA4|55038	304.4921	CDCA4|55038	268.3824
CDCA5|113130	268.2686	CDCA5|113130	87.8268
CDCA7L|55536	587.8239	CDCA7L|55536	1102.0588
CDCA7|83879	39.0926	CDCA7|83879	98.4477
CDCA8|55143	204.7879	CDCA8|55143	66.1765
CDCP1|64866	1414.866	CDCP1|64866	1180.5556
CDH11|1009	3199.1392	CDH11|1009	1550.6536
lowly_expressed	lowly_expressed	CDH12|1010	86.1928
CDH13|1012	284.0491	CDH13|1012	1099.6732
CDH17|1015	6.8143	CDH17|1015	11.0294
lowly_expressed	lowly_expressed	CDH19|28513	16.7484
CDH1|999	18916.1661	CDH1|999	10947.3039
lowly_expressed	lowly_expressed	CDH22|64405	10.2124
CDH23|64072	60.9701	CDH23|64072	153.1863
CDH24|64403	83.9236	CDH24|64403	91.5033
lowly_expressed	lowly_expressed	CDH26|60437	9.3954
CDH2|1000	58.8183	CDH2|1000	21.6503
CDH3|1001	716.9371	CDH3|1001	3123.366
lowly_expressed	lowly_expressed	CDH4|1002	16.3399
CDH5|1003	1478.3466	CDH5|1003	1526.1438
CDH6|1004	92.1725	CDH6|1004	73.1209
CDH7|1005	162.4675	lowly_expressed	lowly_expressed
CDH8|1006	21.1602	CDH8|1006	147.8758
CDHR1|92211	7.172999999999999	CDHR1|92211	14.7059
CDHR3|222256	23.9469	CDHR3|222256	28.75
CDIPT|10423	2034.2509	CDIPT|10423	1538.3987
CDK10|8558	430.0188	CDK10|8558	419.9346
CDK11A|728642	240.0036	CDK11A|728642	355.5678
CDK11B|984	286.1329	CDK11B|984	417.7165
CDK12|51755	1480.8572	CDK12|51755	1567.8105
CDK13|8621	1208.2848	CDK13|8621	1591.9118
CDK14|5218	815.924	CDK14|5218	654.0033
CDK15|65061	16.1392	CDK15|65061	11.8464
CDK16|5127	1824.0832	CDK16|5127	1486.5196
CDK17|5128	934.2778	CDK17|5128	825.9804
CDK18|5129	133.0584	CDK18|5129	421.9771
CDK19|23097	680.33	CDK19|23097	882.0057
CDK1|983	372.6352	CDK1|983	92.3203
CDK20|23552	167.4886	CDK20|23552	176.0621
CDK2AP1|8099	1702.1429	CDK2AP1|8099	2177.2876
CDK2AP2|10263	801.2194	CDK2AP2|10263	404.8203
CDK2|1017	544.4275	CDK2|1017	601.7157
CDK3|1018	30.2986	CDK3|1018	99.85700000000001
CDK4|1019	2069.757	CDK4|1019	1859.8856
CDK5R1|8851	115.126	CDK5R1|8851	90.2778
CDK5RAP1|51654	418.9007	CDK5RAP1|51654	463.2353
CDK5RAP2|55755	1546.8484	CDK5RAP2|55755	1815.7679999999998
CDK5RAP3|80279	1847.0367	CDK5RAP3|80279	1676.4706
CDK5|1020	244.9565	CDK5|1020	152.7778
CDK6|1021	530.7989	CDK6|1021	1299.4281
CDK7|1022	654.1738	CDK7|1022	488.5621
CDK8|1024	94.68299999999999	CDK8|1024	172.3856
CDK9|1025	957.5899	CDK9|1025	997.1405
CDKAL1|54901	305.2094	CDKAL1|54901	352.5327
CDKL1|8814	15.7805	CDKL1|8814	28.1863
CDKL2|8999	5.7384	CDKL2|8999	33.0882
CDKL3|51265	24.8184	CDKL3|51265	41.9649
CDKL5|6792	60.6115	CDKL5|6792	89.4608
CDKN1A|1026	1079.5302	CDKN1A|1026	2395.0163
CDKN1B|1027	1479.0639	CDKN1B|1027	1463.2353
CDKN1C|1028	359.3652	CDKN1C|1028	655.6373
CDKN2AIPNL|91368	598.942	CDKN2AIPNL|91368	241.8301
CDKN2AIP|55602	447.2339	CDKN2AIP|55602	664.2157
CDKN2A|1029	104.7252	CDKN2A|1029	24.9183
CDKN2B|1030	749.2155	CDKN2B|1030	90.6863
CDKN2C|1031	276.1589	CDKN2C|1031	265.5229
CDKN2D|1032	154.5772	CDKN2D|1032	98.0392
CDKN3|1033	51.6453	CDKN3|1033	24.9183
CDNF|441549	26.8986	CDNF|441549	85.7843
CDO1|1036	85.3582	CDO1|1036	272.8758
CDON|50937	3203.0844	CDON|50937	1000.0
CDR1|1038	5.9643	CDR1|1038	10.9028
CDR2L|30850	587.4653	CDR2L|30850	501.2255
CDR2|1039	738.8147	CDR2|1039	577.2059
CDRT15P|94158	5.7384	CDRT15P|94158	5.718999999999999
CDRT4|284040	220.8303	CDRT4|284040	306.3031
CDS1|1040	1096.7453	CDS1|1040	906.8627
CDS2|8760	874.7422	CDS2|8760	732.8431
CDSN|1041	123.0162	CDSN|1041	110.7026
CDT1|81620	157.0878	CDT1|81620	75.1634
CDV3|55573	3538.4202	CDV3|55573	4593.9542
lowly_expressed	lowly_expressed	CDX1|1044	9.8039
CDYL2|124359	261.813	CDYL2|124359	86.1928
CDYL|9425	672.4648	CDYL|9425	738.5621
CEACAM19|56971	15.4219	CEACAM19|56971	78.8399
CEACAM1|634	432.88800000000003	CEACAM1|634	1350.8987
CEACAM21|90273	21.8775	CEACAM21|90273	10.6209
CEACAM5|1048	14.7046	CEACAM5|1048	27.3693
CEACAM6|4680	57.7423	CEACAM6|4680	116.0131
CEBPA|1050	468.0355	CEBPA|1050	428.5131
CEBPB|1051	554.111	CEBPB|1051	1294.1176
CEBPD|1052	696.4942	CEBPD|1052	637.6634
CEBPG|1054	1074.1505	CEBPG|1054	1055.5556
CEBPZ|10153	1421.3216	CEBPZ|10153	1810.866
CECR1|51816	2591.5897	CECR1|51816	1495.098
lowly_expressed	lowly_expressed	CECR2|27443	6.1275
CECR5|27440	483.4574	CECR5|27440	561.683
CECR6|27439	29.0505	CECR6|27439	55.5556
CECR7|100130418	19.7256	CECR7|100130418	115.6046
CELF1|10658	2022.0568	CELF1|10658	2039.2157
CELF2|10659	541.5583	CELF2|10659	1233.2516
CELF5|60680	16.8565	CELF5|60680	84.5588
CELF6|60677	15.1457	CELF6|60677	48.1413
CELSR1|9620	7180.4896	CELSR1|9620	1860.7026
CELSR2|1952	819.5104	CELSR2|1952	2339.4608
CELSR3|1951	85.5268	CELSR3|1951	58.8235
CEL|1056	6.8143	CEL|1056	22.8758
CEMP1|752014	122.2989	CEMP1|752014	100.7639
CENPA|1058	37.2994	CENPA|1058	21.2418
CENPBD1|92806	287.277	CENPBD1|92806	436.2745
CENPB|1059	2176.9927	CENPB|1059	1547.7941
CENPC1|1060	275.0829	CENPC1|1060	646.6503
CENPE|1062	82.1304	CENPE|1062	75.1634
CENPF|1063	1137.6311	CENPF|1063	349.2647
CENPH|64946	178.6067	CENPH|64946	124.18299999999999
CENPI|2491	50.2107	CENPI|2491	11.0294
CENPJ|55835	90.0206	CENPJ|55835	265.5229
CENPK|64105	54.1558	CENPK|64105	22.8758
CENPL|91687	287.6356	CENPL|91687	81.6993
CENPM|79019	59.1769	CENPM|79019	23.2843
CENPN|55839	189.3625	CENPN|55839	153.656
CENPO|79172	105.6039	CENPO|79172	97.6471
CENPP|401541	67.6625	CENPP|401541	75.1797
CENPQ|55166	96.4763	CENPQ|55166	103.3497
CENPT|80152	293.7326	CENPT|80152	391.7484
CENPV|201161	147.4043	CENPV|201161	158.9052
CENPW|387103	78.9025	CENPW|387103	93.1373
CEP110|11064	292.298	CEP110|11064	856.6176
CEP120|153241	615.0811	CEP120|153241	793.3007
CEP135|9662	126.6027	CEP135|9662	251.63400000000001
CEP152|22995	47.3415	CEP152|22995	137.6634
CEP164|22897	557.3388	CEP164|22897	618.0556
CEP170L|645455	8.2489	CEP170L|645455	5.3105
CEP170|9859	1386.8914	CEP170|9859	1007.7614
CEP192|55125	563.0772	CEP192|55125	867.6471
CEP250|11190	509.9973	lowly_expressed	lowly_expressed
CEP290|80184	320.3228	CEP290|80184	603.844
CEP350|9857	2234.735	CEP350|9857	1652.3693
CEP55|55165	109.029	CEP55|55165	36.7647
CEP57|9702	883.3498	CEP57|9702	1170.7516
CEP63|80254	468.4444	CEP63|80254	750.6495
CEP68|23177	834.5737	CEP68|23177	1723.4477
CEP70|80321	502.1071	CEP70|80321	333.7418
CEP72|55722	77.1093	CEP72|55722	56.3725
CEP76|79959	152.0667	CEP76|79959	192.8105
CEP78|84131	287.6356	CEP78|84131	300.2451
CEP97|79598	182.1931	CEP97|79598	171.5686
CEPT1|10390	591.769	CEPT1|10390	730.8007
CERCAM|51148	1401.2373	CERCAM|51148	801.0621
CERKL|375298	128.2561	CERKL|375298	64.1626
CERK|64781	778.9832	CERK|64781	941.9935
CES1|1066	142.0246	CES1|1066	729.9837
CES2|8824	1066.6188	CES2|8824	1448.5294
CES3|23491	134.8516	CES3|23491	176.8791
lowly_expressed	lowly_expressed	CES4|51716	7.3529
CES8|283848	108.3117	CES8|283848	105.3922
CETN2|1069	2001.6139	CETN2|1069	1061.683
CETN3|1070	373.7111	CETN3|1070	348.4477
CETP|1071	19.7256	CETP|1071	6.1275
CFB|629	8554.8283	CFB|629	2813.0025
CFDP1|10428	824.8902	CFDP1|10428	1071.4869
CFD|1675	411.3691	CFD|1675	968.5458
CFH|3075	1002.7795	CFH|3075	1578.0229
CFI|3426	312.0237	CFI|3426	1105.8007
CFL1|1072	14883.1704	CFL1|1072	8191.585
CFL2|1073	254.2814	CFL2|1073	576.3889
CFLAR|8837	619.3849	CFLAR|8837	920.3431
lowly_expressed	lowly_expressed	CFLP1|142913	6.5359
CFP|5199	22.5948	CFP|5199	35.9477
CFTR|1080	6.8143	CFTR|1080	17.5654
CG030|116828	13.6286	CG030|116828	42.8922
lowly_expressed	lowly_expressed	CGB7|94027	9.3301
CGGBP1|8545	1772.8252	CGGBP1|8545	2096.4828
CGNL1|84952	1646.5525	CGNL1|84952	3287.9902
CGN|57530	1044.3827	CGN|57530	1858.2516
CGREF1|10669	178.5134	CGREF1|10669	243.7051
CGRRF1|10668	194.0285	CGRRF1|10668	232.0261
CH25H|9023	44.1137	CH25H|9023	155.6373
CHAC1|79094	43.755	CHAC1|79094	15.5229
CHAC2|494143	27.2572	CHAC2|494143	15.9314
CHADL|150356	99.7041	CHADL|150356	49.8366
CHAD|1101	598.942	CHAD|1101	114.2443
CHAF1A|10036	450.4618	CHAF1A|10036	319.0359
CHAF1B|8208	297.6778	CHAF1B|8208	245.09799999999998
CHCHD10|400916	314.5342	CHCHD10|400916	287.9902
CHCHD1|118487	412.4451	CHCHD1|118487	312.0915
CHCHD2|51142	4270.4205	CHCHD2|51142	2514.2974
CHCHD3|54927	966.5561	CHCHD3|54927	645.0163
CHCHD4|131474	192.9526	CHCHD4|131474	263.0719
CHCHD5|84269	361.1584	CHCHD5|84269	141.3399
CHCHD6|84303	158.881	CHCHD6|84303	141.7484
CHCHD7|79145	377.6562	CHCHD7|79145	397.8758
CHCHD8|51287	817.7172	CHCHD8|51287	494.6895
CHD1L|9557	1061.5978	CHD1L|9557	875.817
CHD1|1105	1497.7136	CHD1|1105	1531.0458
CHD2|1106	2020.9809	CHD2|1106	3898.2843
CHD3|1107	5488.7474	CHD3|1107	5929.7386
CHD4|1108	7731.7744	CHD4|1108	7957.9289
CHD6|84181	1585.941	CHD6|84181	2787.5817
CHD7|55636	723.7515	CHD7|55636	879.9019999999999
CHD8|57680	1797.5433	CHD8|57680	3071.4869
CHD9|80205	1304.7611	CHD9|80205	2312.9085
CHDH|55349	659.5535	CHDH|55349	1037.5817
CHEK1|1111	198.3323	CHEK1|1111	114.3791
CHEK2|11200	136.6448	CHEK2|11200	169.9346
CHERP|10523	1394.4912	CHERP|10523	1160.5801
CHFR|55743	419.2594	CHFR|55743	381.5359
lowly_expressed	lowly_expressed	CHGA|1113	14.7059
lowly_expressed	lowly_expressed	CHGB|1114	21.2418
CHI3L1|1116	257.5092	CHI3L1|1116	2932.598
CHI3L2|1117	199.0496	CHI3L2|1117	854.9837
CHIC1|53344	361.5171	CHIC1|53344	257.7614
CHIC2|26511	159.957	CHIC2|26511	322.3039
CHID1|66005	2117.8158	CHID1|66005	1195.6699
lowly_expressed	lowly_expressed	CHIT1|1118	8.1699
CHKA|1119	639.8278	CHKA|1119	1159.7222
CHKB-CPT1B|386593	46.5166	CHKB-CPT1B|386593	200.5556
CHKB|1120	145.5465	CHKB|1120	205.0327
CHL1|10752	163.9021	CHL1|10752	1037.5817
CHML|1122	482.0228	CHML|1122	491.4216
CHMP1A|5119	2329.0594	CHMP1A|5119	1314.134
CHMP1B|57132	1570.1605	CHMP1B|57132	1573.5294
CHMP2A|27243	3431.1844	CHMP2A|27243	1455.8824
CHMP2B|25978	880.8392	CHMP2B|25978	954.6569
CHMP4A|29082	797.7979	CHMP4A|29082	834.5466
CHMP4B|128866	3842.1949	CHMP4B|128866	2927.6961
CHMP4C|92421	402.4029	CHMP4C|92421	794.9346
CHMP5|51510	1334.6436	CHMP5|51510	908.3333
CHMP6|79643	423.5632	CHMP6|79643	367.2386
CHMP7|91782	1180.6689	CHMP7|91782	1122.9575
CHM|1121	689.6799	CHM|1121	584.1503
CHN1|1123	116.2019	CHN1|1123	437.9085
CHN2|1124	151.3494	CHN2|1124	50.2451
lowly_expressed	lowly_expressed	CHODL|140578	44.9346
CHORDC1|26973	451.8964	CHORDC1|26973	429.3301
CHPF2|54480	1193.9389	CHPF2|54480	872.9575
