gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
TASP1|55617	185.9128	TASP1|55617	311.5141
TATDN1|83940	321.9933	TATDN1|83940	449.5923
TATDN2|9797	1111.1644	TATDN2|9797	1179.6083
TATDN3|128387	478.6775	TATDN3|128387	249.0284
TAT|6898	9064.6862	TAT|6898	2310.4473
TAX1BP1|8887	3637.2784	TAX1BP1|8887	3326.3735
TAX1BP3|30851	2923.7614	TAX1BP3|30851	1327.4282
TAZ|6901	188.7877	TAZ|6901	203.9168
TBC1D10A|83874	503.8955	TBC1D10A|83874	573.5426
TBC1D10B|26000	1249.1615	TBC1D10B|26000	952.8309
TBC1D10C|374403	44.0824	TBC1D10C|374403	41.1491
TBC1D12|23232	325.8265	TBC1D12|23232	509.0299
TBC1D13|54662	766.6507	TBC1D13|54662	1042.4446
TBC1D14|57533	840.92	TBC1D14|57533	2142.8027
TBC1D15|64786	932.4389	TBC1D15|64786	1419.4925
TBC1D16|125058	327.264	TBC1D16|125058	508.4203
TBC1D17|79735	998.9459	TBC1D17|79735	1275.3425
TBC1D19|55296	137.518	TBC1D19|55296	175.5696
TBC1D1|23216	1785.3378	TBC1D1|23216	927.5318
TBC1D20|128637	1564.4466	TBC1D20|128637	1424.0646
TBC1D22A|25771	459.5113	TBC1D22A|25771	288.0439
TBC1D22B|55633	329.6023	TBC1D22B|55633	468.402
TBC1D23|55773	846.1907	TBC1D23|55773	1052.5032
TBC1D24|57465	225.8457	TBC1D24|57465	346.2928
TBC1D25|4943	393.8668	TBC1D25|4943	469.1001
TBC1D2B|23102	2072.3527	TBC1D2B|23102	1765.45
TBC1D2|55357	699.0896	TBC1D2|55357	480.9876
TBC1D3B|414059	130.3306	TBC1D3B|414059	163.9869
TBC1D3C|414060	27.3119	TBC1D3C|414060	12.8507
lowly_expressed	lowly_expressed	TBC1D3G|654341	53.9023
TBC1D3H|729877	8.6248	TBC1D3H|729877	13.7164
TBC1D3|729873	224.0968	TBC1D3|729873	613.442
TBC1D4|9882	930.5223	TBC1D4|9882	3429.7036
TBC1D5|9779	1614.2789	TBC1D5|9779	2105.0065
TBC1D7|51256	265.932	TBC1D7|51256	211.5187
TBC1D8B|54885	389.0752	TBC1D8B|54885	425.8173
TBC1D8|11138	1137.0388	TBC1D8|11138	1069.2677
TBC1D9B|23061	4552.4677	TBC1D9B|23061	3650.6896
TBC1D9|23158	8920.9391	TBC1D9|23158	8252.3813
TBCA|6902	2078.1025	TBCA|6902	840.3566
TBCB|1155	1082.3191	TBCB|1155	527.8976
TBCCD1|55171	284.1399	TBCCD1|55171	392.5932
TBCC|6903	540.4887	TBCC|6903	260.9159
TBCD|6904	1829.8467	TBCD|6904	1205.6451
TBCEL|219899	402.4916	TBCEL|219899	560.8474
TBCE|6905	478.874	TBCE|6905	324.0814
TBCK|93627	506.2434	TBCK|93627	787.9875
TBK1|29110	722.5683	TBK1|29110	666.3111
TBKBP1|9755	174.8922	TBKBP1|9755	252.9909
TBL1XR1|79718	3039.77	TBL1XR1|79718	2966.3949
TBL1X|6907	782.4629	TBL1X|6907	981.4829
TBL2|26608	712.9851	TBL2|26608	606.8734
TBL3|10607	735.0264	TBL3|10607	606.8734
TBPL1|9519	236.2242	TBPL1|9519	228.3015
TBP|6908	263.5362	TBP|6908	293.8353
TBRG1|84897	540.0096	TBRG1|84897	1020.4984
TBRG4|9238	1095.3522	TBRG4|9238	763.5449
TBX15|6913	420.6996	TBX15|6913	263.964
TBX18|9096	298.5146	TBX18|9096	271.5842
TBX19|9095	75.7068	TBX19|9095	147.5272
TBX1|6899	41.2075	TBX1|6899	31.3953
TBX21|30009	7.1874	TBX21|30009	14.9356
lowly_expressed	lowly_expressed	TBX22|50945	7.6202
TBX2|6909	308.5769	TBX2|6909	216.4139
TBX3|6926	1154.7676	TBX3|6926	4743.7324
TBX4|9496	14.3747	lowly_expressed	lowly_expressed
TBX5|6910	237.6617	TBX5|6910	132.8964
TBX6|6911	22.0412	TBX6|6911	40.8443
TBXA2R|6915	98.2271	TBXA2R|6915	33.8337
TBXAS1|6916	363.2008	TBXAS1|6916	196.9062
TC2N|123036	1037.3742	TC2N|123036	2943.8391
TCEA1|6917	1365.1174	TCEA1|6917	1410.0434
TCEA2|6919	268.8069	TCEA2|6919	331.9363
TCEA3|6920	1757.0676	TCEA3|6920	701.6688
TCEAL1|9338	800.1917	TCEAL1|9338	551.3983
TCEAL2|140597	20.1246	TCEAL2|140597	85.6511
TCEAL3|85012	1025.8745	TCEAL3|85012	633.6966
TCEAL4|79921	4393.3876	TCEAL4|79921	2803.0176
TCEAL5|340543	20.1246	TCEAL5|340543	142.6503
TCEAL6|158931	38.3325	TCEAL6|158931	29.2616
TCEAL7|56849	64.6862	TCEAL7|56849	222.8149
TCEAL8|90843	1280.3067	TCEAL8|90843	1013.183
TCEANC|170082	77.1442	TCEANC|170082	82.2983
TCEB1|6921	638.2367	TCEB1|6921	295.6641
TCEB2|6923	2957.3551	TCEB2|6923	800.1219
TCEB3|6924	1470.7619	TCEB3|6924	1360.9205
TCERG1|10915	785.3378	TCERG1|10915	993.6752
TCF12|6938	2588.8836	TCF12|6938	2682.6488
TCF15|6939	5.7499	TCF15|6939	12.802
TCF19|6941	428.8452	TCF19|6941	224.6438
TCF20|6942	1040.2492	TCF20|6942	1517.0312
TCF25|22980	1668.4236	TCF25|22980	2288.8059
TCF3|6929	1267.3694	TCF3|6929	1211.0036
TCF4|6925	4427.4078	TCF4|6925	2680.7895
TCF7L1|83439	795.4001	TCF7L1|83439	964.7184
TCF7L2|6934	875.4193	TCF7L2|6934	1577.3832
TCF7|6932	388.1169	TCF7|6932	1024.1561
TCFL5|10732	257.7863	TCFL5|10732	249.9428
TCHH|7062	9.5831	TCHH|7062	7.6202
TCHP|84260	278.39	TCHP|84260	397.4701
TCIRG1|10312	1078.5817	TCIRG1|10312	529.1473
TCN1|6947	71.8735	TCN1|6947	110.9502
TCN2|6948	512.2185	TCN2|6948	632.4773
TCOF1|6949	1201.2458	TCOF1|6949	1090.9091
TCP10L|140290	26.9909	TCP10L|140290	18.9987
TCP11L1|55346	292.9899	TCP11L1|55346	202.5391
TCP11L2|255394	129.8515	TCP11L2|255394	408.4432
TCP1|6950	3709.3148	TCP1|6950	2861.8273
TCTA|6988	798.275	TCTA|6988	727.2727
lowly_expressed	lowly_expressed	TCTE1|202500	7.0106
TCTE3|6991	22.9995	TCTE3|6991	39.6251
TCTEX1D1|200132	22.5204	TCTEX1D1|200132	11.8875
TCTEX1D2|255758	194.0585	TCTEX1D2|255758	82.2983
TCTN1|79600	1159.5592	TCTN1|79600	763.8375
TCTN2|79867	823.6703	TCTN2|79867	681.8563
TCTN3|26123	2027.3119	TCTN3|26123	1393.5838
TDG|6996	397.7	TDG|6996	446.2394
TDO2|6999	51.7489	lowly_expressed	lowly_expressed
TDP1|55775	225.6828	TDP1|55775	475.1962
TDP2|51567	781.0254	TDP2|51567	907.1097
TDRD10|126668	11.0206	TDRD10|126668	39.3203
TDRD12|91646	6.229	TDRD12|91646	134.2589
TDRD3|81550	400.0958	TDRD3|81550	594.0715
TDRD5|163589	363.2008	TDRD5|163589	250.8573
TDRD6|221400	7.6665	TDRD6|221400	67.3626
TDRD7|23424	534.7389	TDRD7|23424	460.5654
TDRD9|122402	17.2496	TDRD9|122402	57.6088
TDRG1|732253	5.7499	lowly_expressed	lowly_expressed
TDRKH|11022	210.8289	TDRKH|11022	258.4775
TEAD1|7003	2287.9732	TEAD1|7003	3201.4021
TEAD2|8463	971.7298	TEAD2|8463	848.2816
TEAD3|7005	864.8778	TEAD3|7005	1019.2791
TEAD4|7004	193.5793	TEAD4|7004	92.3569
TECPR1|25851	136.0805	TECPR1|25851	320.6584
TECPR2|9895	794.4418	TECPR2|9895	1186.6189
TECR|9524	2793.9626	TECR|9524	1313.724
TECTA|7007	13.4164	TECTA|7007	33.8337
TEC|7006	24.436999999999998	TEC|7006	93.5762
lowly_expressed	lowly_expressed	TEDDM1|127670	5.7914
TEF|7008	984.1878	TEF|7008	1339.9375
TEKT2|27285	6.229	TEKT2|27285	30.7856
TEKT3|64518	17.2496	TEKT3|64518	21.6414
TEK|7010	641.5908	TEK|7010	459.0414
TELO2|9894	413.5122	TELO2|9894	550.4839
TENC1|23371	2602.7695	TENC1|23371	2920.6736
TEP1|7011	905.127	TEP1|7011	1282.3287
lowly_expressed	lowly_expressed	TEPP|374739	15.85
TERF1|7013	581.6962	TERF1|7013	744.6468
TERF2IP|54386	1464.3028	TERF2IP|54386	1648.0988
TERF2|7014	801.6291	TERF2|7014	778.1757
TESC|54997	32.5827	TESC|54997	394.7268
TESK1|7016	1277.9109	TESK1|7016	661.1293
TESK2|10420	131.7681	TESK2|10420	602.6061
TES|26136	1443.1337	TES|26136	2096.6608
TET1|80312	61.8112	TET1|80312	186.2379
TET2|54790	563.4883	TET2|54790	1480.759
TET3|200424	450.4073	TET3|200424	820.8489
TEX10|54881	467.1778	TEX10|54881	560.5426
TEX14|56155	132.2472	TEX14|56155	12.802
TEX261|113419	2331.5764	TEX261|113419	2122.0757
TEX264|51368	839.9617	TEX264|51368	838.5278
TEX2|55852	2274.0776	TEX2|55852	2624.0951
TEX9|374618	100.6229	TEX9|374618	185.0187
TFAM|7019	357.4509	TFAM|7019	651.3754
TFAP2A|7020	1571.1548	TFAP2A|7020	3139.4437
TFAP2B|7021	423.5745	TFAP2B|7021	1474.6628
TFAP2C|7022	656.4447	TFAP2C|7022	3138.3068
lowly_expressed	lowly_expressed	TFAP2E|339488	31.3953
TFAP4|7023	166.7465	TFAP4|7023	269.7554
TFB1M|51106	141.3512	TFB1M|51106	159.7196
TFB2M|64216	344.9928	TFB2M|64216	330.4123
TFCP2L1|29842	291.8064	TFCP2L1|29842	798.2931
TFCP2|7024	640.1533	TFCP2|7024	784.5767
TFDP1|7027	1478.1984	TFDP1|7027	1271.6604
TFDP2|7029	287.9732	TFDP2|7029	401.1278
TFDP3|51270	12.9372	TFDP3|51270	10.6683
TFE3|7030	1463.3445	TFE3|7030	1199.4209
TFEB|7942	374.7005	TFEB|7942	314.5622
TFEC|22797	92.4772	TFEC|22797	77.1165
TFF1|7031	13409.678999999998	TFF1|7031	1711.8037
lowly_expressed	lowly_expressed	TFF2|7032	5.4866
TFF3|7033	13481.5525	TFF3|7033	1682.5421
TFG|10342	2721.61	TFG|10342	1314.9432
TFIP11|24144	992.4437	TFIP11|24144	797.7597
TFPI2|7980	374.7005	TFPI2|7980	210.9274
TFPI|7035	459.9904	TFPI|7035	1722.4720000000002
TFPT|29844	190.09099999999998	TFPT|29844	152.1969
TFR2|7036	19.6454	lowly_expressed	lowly_expressed
TFRC|7037	1305.2228	TFRC|7037	1807.8183
TF|7018	369.4298	TF|7018	798.5979
TGDS|23483	179.6838	TGDS|23483	304.8084
TGFA|7039	202.2041	TGFA|7039	383.1441
TGFB1I1|7041	1738.3805	TGFB1I1|7041	824.5066
TGFB1|7040	2257.3071	TGFB1|7040	484.0357
TGFB2|7042	260.1821	TGFB2|7042	453.25
TGFB3|7043	4308.5769	TGFB3|7043	1339.3279
TGFBI|7045	3433.6368	TGFBI|7045	1891.9454
TGFBR1|7046	2137.0388	TGFBR1|7046	1610.9121
TGFBR2|7048	5358.8884	TGFBR2|7048	5060.7331
TGFBR3|7049	832.7743	TGFBR3|7049	6218.7
TGFBRAP1|9392	403.4499	TGFBRAP1|9392	451.726
TGIF1|7050	3121.7058	TGIF1|7050	1348.1673
TGIF2|60436	408.4715	TGIF2|60436	613.3506
TGM1|7051	7.6665	TGM1|7051	18.5933
TGM2|7052	992.3335	TGM2|7052	570.2964
TGM3|7053	6.229	TGM3|7053	7.0106
TGM5|9333	9.104	TGM5|9333	45.7213
TGOLN2|10618	7238.1409	TGOLN2|10618	10008.3822
TGS1|96764	539.0513	TGS1|96764	687.3428
TG|7038	7.1874	lowly_expressed	lowly_expressed
TH1L|51497	1453.2822	TH1L|51497	1575.5544
THADA|63892	1095.8313	THADA|63892	1130.2294
THAP10|56906	64.6862	THAP10|56906	54.2559
THAP11|57215	765.6924	THAP11|57215	496.228
THAP1|55145	224.7245	THAP1|55145	235.9217
THAP2|83591	150.4552	THAP2|83591	167.6446
THAP3|90326	279.0561	THAP3|90326	208.8913
THAP4|51078	1242.4533	THAP4|51078	826.9451
THAP5|168451	322.9516	THAP5|168451	690.6957
THAP6|152815	297.0771	THAP6|152815	435.8759
THAP7|80764	390.9919	THAP7|80764	228.6063
THAP8|199745	108.2894	THAP8|199745	92.9665
THAP9|79725	110.6852	THAP9|79725	220.0716
THBD|7056	719.2142	THBD|7056	648.0226
THBS1|7057	18848.5865	THBS1|7057	13936.1427
THBS2|7058	35867.7528	THBS2|7058	7482.1306
THBS3|7059	1144.7053	THBS3|7059	906.5701
THBS4|7060	894.5807	THBS4|7060	557.4945
lowly_expressed	lowly_expressed	THEG|51298	7.3154
THEM4|117145	339.2429	THEM4|117145	404.1759
lowly_expressed	lowly_expressed	THEM5|284486	8.5346
THEMIS|387357	35.9368	THEMIS|387357	29.2616
THG1L|54974	267.8486	THG1L|54974	183.7994
THNSL1|79896	175.3713	THNSL1|79896	260.0015
THNSL2|55258	1311.931	THNSL2|55258	1458.8128
THOC1|9984	274.0776	THOC1|9984	549.2646
THOC2|57187	1172.9756	THOC2|57187	2240.951
THOC3|84321	708.1936	THOC3|84321	384.9729
THOC4|10189	563.0091	THOC4|10189	341.3854
THOC5|8563	518.9267	THOC5|8563	567.2483
THOC6|79228	317.2784	THOC6|79228	261.2299
THOC7|80145	911.8352	THOC7|80145	636.7446
THOP1|7064	460.4696	THOP1|7064	430.6942
THPO|7066	92.4772	THPO|7066	5.1817
THRAP3|9967	3377.0963	THRAP3|9967	4784.5767
THRA|7067	741.2506	THRA|7067	1246.7485
THRB|7068	468.1361	THRB|7068	1635.6016
THRSP|7069	187.8294	THRSP|7069	188.9812
THSD1P1|374500	74.2693	THSD1P1|374500	328.3091
THSD1|55901	240.5367	THSD1|55901	371.8662
THSD4|79875	2844.7532	THSD4|79875	8148.4417
THSD7A|221981	147.1011	THSD7A|221981	119.4849
THSD7B|80731	55.103	THSD7B|80731	64.3146
THTPA|79178	250.5989	THTPA|79178	320.0488
THUMPD1|55623	1389.5544	THUMPD1|55623	2734.4357
THUMPD2|80745	277.9109	THUMPD2|80745	326.4497
THUMPD3|25917	1099.6646	THUMPD3|25917	891.5644
THY1|7070	15917.5851	THY1|7070	1611.2169
THYN1|29087	364.6382	THYN1|29087	578.5263
TIA1|7072	871.586	TIA1|7072	2490.2842
TIAF1|9220	378.5961	TIAF1|9220	194.7664
TIAL1|7073	1389.0752	TIAL1|7073	1594.4525
TIAM1|7074	255.3905	TIAM1|7074	354.1873
TIAM2|26230	226.9621	TIAM2|26230	241.7374
TICAM1|148022	717.7767	TICAM1|148022	448.0683
TICAM2|353376	263.6895	TICAM2|353376	98.3037
TIE1|7075	984.1878	TIE1|7075	733.9785
TIFA|92610	384.7628	TIFA|92610	498.0568
TIGD1|200765	77.6234	TIGD1|200765	136.8589
TIGD2|166815	217.5371	TIGD2|166815	263.0496
TIGD3|220359	12.4581	TIGD3|220359	6.0962
TIGD4|201798	13.4164	TIGD4|201798	19.8125
TIGD5|84948	87.6857	TIGD5|84948	83.2127
TIGD6|81789	267.8486	TIGD6|81789	260.9159
TIGD7|91151	229.74599999999998	TIGD7|91151	411.0066
TIGIT|201633	31.6243	TIGIT|201633	10.0587
lowly_expressed	lowly_expressed	TIMD4|91937	7.925
TIMELESS|8914	546.2386	TIMELESS|8914	333.1555
TIMM10|26519	552.4677	TIMM10|26519	261.5256
TIMM13|26517	688.069	TIMM13|26517	514.8213
TIMM16|51025	144.9305	TIMM16|51025	71.6543
TIMM17A|10440	1318.6392	TIMM17A|10440	513.9069
TIMM17B|10245	571.6339	TIMM17B|10245	268.841
TIMM22|29928	399.1375	TIMM22|29928	322.1824
TIMM44|10469	356.4926	TIMM44|10469	392.2883
TIMM50|92609	806.4207	TIMM50|92609	439.5336
TIMM8A|1678	82.8941	TIMM8A|1678	82.9079
TIMM8B|26521	286.0565	TIMM8B|26521	238.3601
TIMM9|26520	582.6545	TIMM9|26520	519.0886
TIMP1|7076	16696.6938	TIMP1|7076	2149.2037
TIMP2|7077	39817.4413	TIMP2|7077	14616.7797
TIMP3|7078	76723.5266	TIMP3|7078	18072.0872
TIMP4|7079	200.7667	TIMP4|7079	91.1377
TINAGL1|64129	665.0695	TINAGL1|64129	1910.2339
TINF2|26277	1223.287	TINF2|26277	1021.4128
TIPARP|25976	618.1121	TIPARP|25976	3160.9388
TIPIN|54962	119.31	TIPIN|54962	77.1165
TIPRL|261726	1269.7652	TIPRL|261726	896.7462
TIRAP|114609	168.18400000000003	TIRAP|114609	293.8353
TJAP1|93643	586.4878	TJAP1|93643	651.0706
TJP1|7082	2963.1049	TJP1|7082	2722.2434
TJP2|9414	915.1893	TJP2|9414	1648.4036
TJP3|27134	746.047	TJP3|27134	490.1318
TK1|7083	592.7168	TK1|7083	84.4319
TK2|7084	1163.8716	TK2|7084	973.2531
TKT|7086	2239.0992	TKT|7086	2333.0031
TLCD1|116238	236.7034	TLCD1|116238	39.9299
TLE1|7088	508.3852	TLE1|7088	676.9793
TLE2|7089	384.7628	TLE2|7089	856.5115
TLE3|7090	2464.3028	TLE3|7090	2250.4001
TLE4|7091	377.0963	TLE4|7091	573.6493
TLE6|79816	50.7906	TLE6|79816	20.4222
TLK1|9874	1259.7029	TLK1|9874	2060.8093
TLK2|11011	705.3186	TLK2|11011	676.6745
TLL1|7092	377.0963	TLL1|7092	119.1801
TLL2|7093	59.4154	lowly_expressed	lowly_expressed
TLN1|7094	11586.9669	TLN1|7094	10041.3015
TLN2|83660	1139.4346	TLN2|83660	1250.6134
TLR10|81793	22.9995	TLR10|81793	44.1972
TLR1|7096	253.4739	TLR1|7096	276.76599999999996
TLR2|7097	469.5736	TLR2|7097	330.4123
TLR3|7098	207.4748	TLR3|7098	238.3601
TLR4|7099	605.654	TLR4|7099	1055.8561
TLR5|7100	349.3052	TLR5|7100	427.3413
TLR6|10333	59.4154	TLR6|10333	48.4645
TLR7|51284	213.2247	TLR7|51284	168.55900000000003
TLR8|51311	30.1869	TLR8|51311	32.3097
TLR9|54106	13.5745	TLR9|54106	20.2362
TLX1NB|100038246	9.5831	lowly_expressed	lowly_expressed
TLX1|3195	234.3076	lowly_expressed	lowly_expressed
TM2D1|83941	343.0762	TM2D1|83941	321.268
TM2D2|83877	1343.5553	TM2D2|83877	777.8709
TM2D3|80213	1000.0	TM2D3|80213	609.0071
TM4SF18|116441	199.8083	TM4SF18|116441	689.7813
lowly_expressed	lowly_expressed	TM4SF19|116211	18.2001
TM4SF1|4071	5868.7111	TM4SF1|4071	6773.755999999999
TM6SF1|53346	166.7465	TM6SF1|53346	145.0888
TM6SF2|53345	48.4092	TM6SF2|53345	15.1246
TM7SF2|7108	390.9919	TM7SF2|7108	227.9966
TM7SF3|51768	1276.9526	TM7SF3|51768	1483.8071
TM7SF4|81501	5.7499	TM7SF4|81501	12.1923
TM9SF1|10548	2948.2319	TM9SF1|10548	1634.0959
TM9SF2|9375	4299.9521	TM9SF2|9375	4512.3828
TM9SF3|56889	6873.0235	TM9SF3|56889	6000.762
TM9SF4|9777	3036.4159	TM9SF4|9777	2116.894
TMBIM1|64114	3056.5405	TMBIM1|64114	2884.4014
TMBIM4|51643	2610.8385	TMBIM4|51643	1072.5810000000001
TMBIM6|7009	27428.3661	TMBIM6|7009	18610.9883
TMC3|342125	12.9372	TMC3|342125	26.8231
TMC4|147798	2098.7063	TMC4|147798	1339.9375
TMC5|79838	234.7868	TMC5|79838	1353.9587
TMC6|11322	692.3814	TMC6|11322	392.898
TMC7|79905	126.4974	TMC7|79905	91.7473
TMC8|147138	171.5381	TMC8|147138	161.2436
TMCC1|23023	899.8563	TMCC1|23023	1024.7657
TMCC2|9911	86.2482	TMCC2|9911	39.3203
TMCC3|57458	288.4523	TMCC3|57458	537.0723
TMCO1|54499	4566.8424	TMCO1|54499	1994.9707
TMCO3|55002	2329.1806	TMCO3|55002	1533.1860000000001
TMCO4|255104	471.9693	TMCO4|255104	933.0184
TMCO6|55374	212.7456	TMCO6|55374	282.2525
TMCO7|79613	334.9305	TMCO7|79613	386.49699999999996
TMED10P1|286102	28.2702	TMED10P1|286102	69.1915
TMED10|10972	7365.1174	TMED10|10972	7029.4902
TMED1|11018	504.8251	TMED1|11018	440.5852
TMED2|10959	8399.1375	TMED2|10959	4844.9288
TMED3|23423	3824.6287	TMED3|23423	1450.2781
TMED4|222068	1044.5616	TMED4|222068	1034.8244
TMED5|50999	626.7369	TMED5|50999	1669.1183
lowly_expressed	lowly_expressed	TMED6|146456	346.5671
TMED7-TICAM2|100302736	279.5927	TMED7-TICAM2|100302736	78.3297
TMED7|51014	2954.0824	TMED7|51014	2379.7943
TMED8|283578	283.6608	TMED8|283578	485.2549
TMED9|54732	4686.1524	TMED9|54732	1881.2771
TMEFF1|8577	144.5616	TMEFF1|8577	93.9206
TMEM100|55273	43.6033	TMEM100|55273	101.1964
TMEM101|84336	1118.8309	TMEM101|84336	1823.3636
TMEM102|284114	127.9348	TMEM102|284114	130.458
TMEM104|54868	584.092	TMEM104|54868	300.541
lowly_expressed	lowly_expressed	TMEM105|284186	12.4971
TMEM106A|113277	150.4552	TMEM106A|113277	142.0407
TMEM106B|54664	1568.759	TMEM106B|54664	2176.9412
TMEM106C|79022	1202.2041	TMEM106C|79022	1146.0794
TMEM107|84314	95.3522	TMEM107|84314	195.687
TMEM108|66000	119.7892	TMEM108|66000	188.3716
TMEM109|79073	3256.3488	TMEM109|79073	2331.4791
TMEM110|375346	159.5592	TMEM110|375346	160.0244
TMEM111|55831	1542.4054	TMEM111|55831	808.6566
TMEM115|11070	1292.7647	TMEM115|11070	1036.6532
TMEM116|89894	185.4336	TMEM116|89894	304.5035
TMEM117|84216	198.3709	TMEM117|84216	129.8484
TMEM119|338773	2332.5347	TMEM119|338773	969.9002
TMEM11|8834	506.9478	TMEM11|8834	306.3324
TMEM120A|83862	486.344	TMEM120A|83862	364.5508
TMEM120B|144404	223.9195	TMEM120B|144404	333.186
TMEM121|80757	92.4772	TMEM121|80757	32.6145
TMEM123|114908	3994.2501	TMEM123|114908	6390.9167
TMEM125|128218	486.8232	TMEM125|128218	266.7073
TMEM126A|84233	200.7667	TMEM126A|84233	161.8532
TMEM126B|55863	410.6373	TMEM126B|55863	387.1066
TMEM127|55654	3475.3234	TMEM127|55654	2408.2908
TMEM128|85013	388.1169	TMEM128|85013	576.3926
TMEM129|92305	411.5956	TMEM129|92305	689.4765
TMEM130|222865	104.4562	TMEM130|222865	372.4758
TMEM131|23505	2239.0992	TMEM131|23505	2054.1035
TMEM132A|54972	418.3038	TMEM132A|54972	538.9012
TMEM132B|114795	18.208	TMEM132B|114795	14.9356
TMEM132C|92293	54.6239	TMEM132C|92293	295.6641
TMEM132E|124842	12.4581	lowly_expressed	lowly_expressed
TMEM133|83935	116.9142	TMEM133|83935	118.5704
TMEM134|80194	572.5922	TMEM134|80194	319.1343
TMEM135|65084	350.7427	TMEM135|65084	899.7943
TMEM136|219902	136.0805	TMEM136|219902	190.5052
TMEM138|51524	507.4269	TMEM138|51524	369.7325
TMEM139|135932	94.3939	TMEM139|135932	322.1824
TMEM140|55281	487.3119	TMEM140|55281	568.3457
TMEM141|85014	538.0930000000001	TMEM141|85014	449.5923
TMEM143|55260	116.9142	TMEM143|55260	122.8378
TMEM144|55314	336.36800000000005	TMEM144|55314	684.2947
TMEM145|284339	9.5831	lowly_expressed	lowly_expressed
TMEM147|10430	1505.5103	TMEM147|10430	584.9272
TMEM149|79713	91.3464	TMEM149|79713	71.1087
TMEM14A|28978	529.9473	TMEM14A|28978	357.5402
TMEM14B|81853	865.8026	TMEM14B|81853	456.5938
TMEM14C|51522	1920.9391	TMEM14C|51522	1269.5268
TMEM150A|129303	463.8237	TMEM150A|129303	315.7815
TMEM150C|441027	309.0561	TMEM150C|441027	619.9802
TMEM151B|441151	8.1457	TMEM151B|441151	29.92
TMEM154|201799	189.2669	TMEM154|201799	188.0668
TMEM155|132332	5.7499	lowly_expressed	lowly_expressed
TMEM156|80008	13.8955	TMEM156|80008	42.978
TMEM158|25907	314.8059	TMEM158|25907	41.7587
TMEM159|57146	966.9382	TMEM159|57146	1198.5064
TMEM160|54958	64.6862	TMEM160|54958	28.651999999999997
TMEM161A|54929	669.8610000000001	TMEM161A|54929	390.7643
TMEM161B|153396	264.0153	TMEM161B|153396	410.272
TMEM163|81615	49.8323	TMEM163|81615	228.9111
TMEM164|84187	460.9487	TMEM164|84187	517.8694
TMEM165|55858	1335.4097	TMEM165|55858	846.7576
TMEM167A|153339	3016.2913	TMEM167A|153339	1697.1729
TMEM167B|56900	1228.0786	TMEM167B|56900	1466.7378
TMEM168|64418	578.8213	TMEM168|64418	927.8366
TMEM169|92691	39.2908	TMEM169|92691	26.8231
TMEM170A|124491	225.2036	TMEM170A|124491	838.5278
TMEM170B|100113407	172.9756	TMEM170B|100113407	218.5476
TMEM171|134285	11.4998	lowly_expressed	lowly_expressed
TMEM173|340061	1426.9286	TMEM173|340061	547.131
TMEM175|84286	395.3043	TMEM175|84286	321.5728
TMEM176A|55365	712.9851	TMEM176A|55365	588.8897
TMEM176B|28959	1350.2635	TMEM176B|28959	1245.4469
TMEM177|80775	201.2458	TMEM177|80775	121.9233
TMEM178|130733	23.4787	TMEM178|130733	106.3781
TMEM179B|374395	1132.7264	TMEM179B|374395	743.7324
TMEM17|200728	96.7897	TMEM17|200728	67.6675
TMEM180|79847	63.7278	TMEM180|79847	54.2559
TMEM181|57583	2179.2046	TMEM181|57583	1732.5307
TMEM182|130827	93.4356	TMEM182|130827	131.6772
TMEM183A|92703	1339.7221	TMEM183A|92703	784.2719
TMEM184A|202915	316.7801	TMEM184A|202915	410.7872
TMEM184B|25829	2476.9429999999998	TMEM184B|25829	1254.8045
TMEM184C|55751	515.0934	TMEM184C|55751	750.1334
TMEM185A|84548	643.9866	TMEM185A|84548	656.862
TMEM185B|79134	662.6737	TMEM185B|79134	531.281
TMEM186|25880	176.3297	TMEM186|25880	177.0937
TMEM187|8269	338.7638	TMEM187|8269	149.9657
TMEM188|255919	350.2635	TMEM188|255919	243.5419
TMEM189-UBE2V1|387522	8.323	lowly_expressed	lowly_expressed
TMEM189|387521	844.9161	TMEM189|387521	424.2597
TMEM18|129787	580.7379	TMEM18|129787	695.5696
TMEM191A|84222	12.9372	TMEM191A|84222	10.6683
TMEM192|201931	585.0503	TMEM192|201931	909.5481
TMEM194A|23306	386.6794	TMEM194A|23306	639.7927
TMEM194B|100131211	117.3934	TMEM194B|100131211	117.3512
lowly_expressed	lowly_expressed	TMEM195|392636	6.401
TMEM198|130612	35.4672	TMEM198|130612	58.828
TMEM199|147007	390.0335	TMEM199|147007	415.0362
TMEM19|55266	849.0656	TMEM19|55266	651.9851
TMEM200A|114801	446.574	TMEM200A|114801	275.5467
TMEM200B|399474	418.4859	TMEM200B|399474	161.0272
TMEM200C|645369	42.1658	TMEM200C|645369	89.6137
TMEM201|199953	272.6402	TMEM201|199953	288.0439
TMEM203|94107	1038.8117	TMEM203|94107	581.5743
TMEM204|79652	1064.2069999999999	TMEM204|79652	313.343
TMEM205|374882	1319.1184	TMEM205|374882	861.3884
TMEM206|55248	301.3896	TMEM206|55248	99.6723
TMEM208|29100	811.2123	TMEM208|29100	305.1132
TMEM209|84928	497.8438	TMEM209|84928	735.5026
TMEM20|159371	55.5822	TMEM20|159371	85.3463
TMEM213|155006	11.0206	TMEM213|155006	154.4068
