gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
TMEM214|54867	4126.4974	TMEM214|54867	1831.8982
TMEM215|401498	39.77	lowly_expressed	lowly_expressed
TMEM216|51259	305.702	TMEM216|51259	295.9689
TMEM217|221468	8.6823	TMEM217|221468	17.7673
TMEM218|219854	199.3292	TMEM218|219854	253.2957
TMEM219|124446	2491.1356	TMEM219|124446	1314.0288
TMEM220|388335	66.1236	TMEM220|388335	194.4677
TMEM222|84065	1084.3316	TMEM222|84065	678.5034
TMEM223|79064	234.7868	TMEM223|79064	167.6446
TMEM229B|161145	184.4753	TMEM229B|161145	322.1824
TMEM22|80723	104.9353	TMEM22|80723	98.7579
TMEM231|79583	201.1883	TMEM231|79583	302.0468
TMEM232|642987	20.1246	TMEM232|642987	52.427
TMEM233|387890	11.9789	lowly_expressed	lowly_expressed
TMEM25|84866	721.1308	TMEM25|84866	899.4894
TMEM26|219623	380.20599999999996	TMEM26|219623	854.0578
TMEM27|57393	18.208	TMEM27|57393	58.2184
TMEM2|23670	2585.5295	TMEM2|23670	1428.0271
TMEM30A|55754	5031.6243	TMEM30A|55754	4680.637
TMEM30B|161291	1585.5295	TMEM30B|161291	1828.8501
TMEM33|55161	1819.8371	TMEM33|55161	1296.3499
TMEM35|59353	37.8534	TMEM35|59353	47.8549
TMEM37|140738	344.9928	TMEM37|140738	85.3463
TMEM38A|79041	49.8323	TMEM38A|79041	46.3309
TMEM38B|55151	113.081	TMEM38B|55151	131.6772
TMEM39A|55254	724.9641	TMEM39A|55254	761.4113
TMEM39B|55116	348.3469	TMEM39B|55116	272.1939
TMEM40|55287	10.5414	TMEM40|55287	20.1174
TMEM41A|90407	584.092	TMEM41A|90407	564.5051
TMEM41B|440026	645.4241	TMEM41B|440026	650.1562
TMEM42|131616	173.4547	TMEM42|131616	154.5378
TMEM43|79188	3852.8989	TMEM43|79188	3472.9864
TMEM44|93109	230.4744	TMEM44|93109	203.3072
TMEM45A|55076	934.8347	TMEM45A|55076	226.4726
TMEM45B|120224	17.2496	TMEM45B|120224	172.2167
TMEM47|83604	818.3996	TMEM47|83604	1303.3605
TMEM48|55706	249.1615	TMEM48|55706	389.2403
TMEM49|81671	3083.8524	TMEM49|81671	2691.1529
TMEM50A|23585	3549.1136	TMEM50A|23585	2236.3789
TMEM50B|757	940.1054	TMEM50B|757	1159.491
TMEM51|55092	342.597	TMEM51|55092	256.039
TMEM52|339456	34.4993	TMEM52|339456	15.2404
TMEM53|79639	245.2132	TMEM53|79639	160.6492
TMEM54|113452	1090.0815	TMEM54|113452	371.8662
TMEM55A|55529	223.287	TMEM55A|55529	289.5679
TMEM55B|90809	513.656	TMEM55B|90809	510.8588
TMEM56|148534	140.8721	TMEM56|148534	203.9777
TMEM57|55219	1586.4878	TMEM57|55219	782.1382
TMEM59L|25789	73.311	TMEM59L|25789	138.38299999999998
TMEM59|9528	8794.9209	TMEM59|9528	6065.991
TMEM5|10329	442.7408	TMEM5|10329	372.4758
TMEM60|85025	275.0359	TMEM60|85025	284.0814
TMEM61|199964	138.9554	TMEM61|199964	53.0367
TMEM62|80021	758.9842	TMEM62|80021	891.8692
TMEM63A|9725	818.3996	TMEM63A|9725	1922.4263
TMEM63B|55362	1685.6732	TMEM63B|55362	750.743
TMEM63C|57156	208.4332	TMEM63C|57156	359.369
TMEM64|169200	1140.3929	TMEM64|169200	673.9313
TMEM65|157378	349.3052	TMEM65|157378	514.5165
TMEM66|51669	7100.1437	TMEM66|51669	7100.2057
TMEM67|91147	210.8289	TMEM67|91147	390.1547
TMEM68|137695	326.7849	TMEM68|137695	414.8442
TMEM69|51249	578.8213	TMEM69|51249	591.3282
TMEM70|54968	389.5544	TMEM70|54968	298.4074
TMEM71|137835	29.2286	TMEM71|137835	155.4523
TMEM79|84283	340.6804	TMEM79|84283	329.19300000000004
TMEM80|283232	257.3071	TMEM80|283232	386.49699999999996
TMEM81|388730	78.5817	TMEM81|388730	35.3578
TMEM84|283673	81.4566	TMEM84|283673	398.3845
TMEM85|51234	1557.2017	TMEM85|51234	965.2488
TMEM86A|144110	344.4082	TMEM86A|144110	334.8228
TMEM86B|255043	28.7494	TMEM86B|255043	47.5501
TMEM87A|25963	3204.5999	TMEM87A|25963	3433.3613
TMEM87B|84910	1943.4595	TMEM87B|84910	1489.2936
TMEM88|92162	46.9574	TMEM88|92162	44.8068
TMEM8A|58986	960.23	TMEM8A|58986	381.0104
TMEM8B|51754	490.6564	TMEM8B|51754	748.6093
lowly_expressed	lowly_expressed	TMEM90A|646658	8.8394
TMEM90B|79953	789.6502	TMEM90B|79953	5.4866
TMEM91|641649	172.4197	TMEM91|641649	149.1366
TMEM92|162461	31.6243	lowly_expressed	lowly_expressed
TMEM93|83460	225.4001	TMEM93|83460	95.8104
TMEM97|27346	437.0915	TMEM97|27346	301.2756
TMEM98|26022	2264.4945	TMEM98|26022	1634.3824
TMEM99|147184	761.38	TMEM99|147184	420.3307
TMEM9B|56674	1694.7772	TMEM9B|56674	1056.7706
TMEM9|252839	3651.1739	TMEM9|252839	1319.5154
TMF1|7110	1460.9487	TMF1|7110	2268.3838
TMIE|259236	7.1874	TMIE|259236	14.325999999999999
TMLHE|55217	199.8083	TMLHE|55217	275.5467
TMOD1|7111	153.977	TMOD1|7111	312.0719
TMOD2|29767	660.2779	TMOD2|29767	915.9491
TMOD3|29766	1583.1337	TMOD3|29766	1622.7997
TMPO|7112	917.3407	TMPO|7112	1594.1904
TMPPE|643853	27.7911	TMPPE|643853	38.4059
TMPRSS13|84000	172.4964	TMPRSS13|84000	416.9778
TMPRSS2|7113	183.9962	TMPRSS2|7113	1255.5056
TMPRSS3|64699	2071.8735	TMPRSS3|64699	659.9101
TMPRSS4|56649	17.7288	TMPRSS4|56649	7.3154
lowly_expressed	lowly_expressed	TMPRSS5|80975	6.7058
TMPRSS6|164656	366.5549	TMPRSS6|164656	31.0905
lowly_expressed	lowly_expressed	TMPRSS9|360200	7.6202
TMSB10|9168	17567.3215	TMSB10|9168	7417.816
TMSB15A|11013	9.5831	TMSB15A|11013	17.0693
TMSB15B|286527	65.1653	TMSB15B|286527	45.513999999999996
TMSL3|7117	18350.7427	TMSL3|7117	13755.6961
TMTC1|83857	600.8625	TMTC1|83857	3295.2831
TMTC2|160335	269.2861	TMTC2|160335	731.2352
TMTC3|160418	1126.9765	TMTC3|160418	1022.9368
TMTC4|84899	533.3014	TMTC4|84899	395.94599999999997
TMUB1|83590	296.598	TMUB1|83590	254.2102
TMUB2|79089	1066.6028	TMUB2|79089	1019.5839
TMX1|81542	791.5668	TMX1|81542	978.7396
TMX2|51075	1692.3814	TMX2|51075	1334.7558
TMX3|54495	1056.0613	TMX3|54495	1196.6776
TMX4|56255	1429.3244	TMX4|56255	1567.9342
TNC|3371	3807.3790000000004	TNC|3371	4681.8563
TNFAIP1|7126	1755.5774	TNFAIP1|7126	1529.8514
TNFAIP2|7127	1485.8649	TNFAIP2|7127	921.4356
TNFAIP3|7128	592.2377	TNFAIP3|7128	1154.614
TNFAIP6|7130	702.4437	TNFAIP6|7130	209.4033
TNFAIP8L1|126282	172.0172	TNFAIP8L1|126282	101.806
TNFAIP8L2|79626	67.0819	TNFAIP8L2|79626	25.9087
TNFAIP8L3|388121	91.5189	TNFAIP8L3|388121	59.1328
TNFAIP8|25816	164.3507	TNFAIP8|25816	254.515
TNFRSF10A|8797	53.1864	TNFRSF10A|8797	133.2012
TNFRSF10B|8795	603.7374	TNFRSF10B|8795	937.2857
TNFRSF10C|8794	34.0201	TNFRSF10C|8794	47.8549
TNFRSF10D|8793	43.1241	TNFRSF10D|8793	159.4148
TNFRSF11A|8792	18.208	TNFRSF11A|8792	102.4156
TNFRSF11B|4982	30.1869	TNFRSF11B|4982	69.4963
TNFRSF12A|51330	502.6354	TNFRSF12A|51330	262.7448
lowly_expressed	lowly_expressed	TNFRSF13B|23495	6.7058
TNFRSF14|8764	442.3287	TNFRSF14|8764	887.4526
TNFRSF17|608	22.9995	TNFRSF17|608	14.6308
TNFRSF18|8784	202.6833	TNFRSF18|8784	13.7164
TNFRSF19|55504	1143.747	TNFRSF19|55504	370.3421
TNFRSF1A|7132	3047.4365	TNFRSF1A|7132	2057.4564
TNFRSF1B|7133	696.6938	TNFRSF1B|7133	733.9785
TNFRSF21|27242	1126.4974	TNFRSF21|27242	1463.6897
TNFRSF25|8718	20.1246	TNFRSF25|8718	64.9242
TNFRSF4|7293	44.0824	TNFRSF4|7293	9.4491
TNFRSF6B|8771	59.9185	TNFRSF6B|8771	26.7347
TNFRSF8|943	8.1457	TNFRSF8|943	66.753
TNFRSF9|3604	33.0618	lowly_expressed	lowly_expressed
TNFSF10|8743	6626.2578	TNFSF10|8743	3730.5494
TNFSF11|8600	45.0407	TNFSF11|8600	93.5762
TNFSF12-TNFSF13|407977	218.9842	TNFSF12-TNFSF13|407977	24.4517
TNFSF12|8742	904.2262	TNFSF12|8742	583.1106
TNFSF13B|10673	70.436	TNFSF13B|10673	27.1279
TNFSF13|8741	282.1562	TNFSF13|8741	897.8862
TNFSF15|9966	7.6665	TNFSF15|9966	33.2241
TNFSF4|7292	400.0958	TNFSF4|7292	39.9299
TNFSF8|944	46.9574	TNFSF8|944	28.9568
TNFSF9|8744	40.2492	TNFSF9|8744	15.5452
TNF|7124	7.1874	TNF|7124	7.6202
TNIK|23043	195.0168	TNIK|23043	554.1416
TNIP1|10318	3011.4998	TNIP1|10318	2351.5964
TNIP2|79155	367.034	TNIP2|79155	397.1653
TNK1|8711	204.1207	TNK1|8711	451.1164
TNK2|10188	828.9123	TNK2|10188	1338.7671
TNKS1BP1|85456	4118.8309	TNKS1BP1|85456	6052.5794
TNKS2|80351	1757.0676	TNKS2|80351	2574.7161
TNKS|8658	1492.4868	TNKS|8658	1938.0416
TNMD|64102	18.6871	TNMD|64102	46.0261
lowly_expressed	lowly_expressed	TNNC1|7134	6.401
lowly_expressed	lowly_expressed	TNNC2|7125	10.3635
TNNI1|7135	37.8534	TNNI1|7135	66.4482
TNNI2|7136	8.6248	TNNI2|7136	51.2078
TNNI3K|51086	12.0172	TNNI3K|51086	55.9872
TNNT1|7138	194.0585	TNNT1|7138	88.6992
lowly_expressed	lowly_expressed	TNNT2|7139	25.6039
TNNT3|7140	16.2913	TNNT3|7140	40.5395
TNN|63923	541.4471	TNN|63923	445.6298
TNPO1|3842	2815.5247	TNPO1|3842	3112.7029
TNPO2|30000	1455.1989	TNPO2|30000	1871.8281
TNPO3|23534	815.0455	TNPO3|23534	1073.2302
TNRC18|84629	3359.8467	TNRC18|84629	3772.613
TNRC6A|27327	1146.6219	TNRC6A|27327	1841.6521
TNRC6B|23112	684.7149	TNRC6B|23112	1333.2317
TNRC6C|57690	866.4686	TNRC6C|57690	1175.5544
TNS1|7145	5534.2597	TNS1|7145	7770.7841
TNS3|64759	3735.0264	TNS3|64759	2201.6307
TNS4|84951	3454.7197	TNS4|84951	4498.3617
TNXB|7148	399.3819	TNXB|7148	7957.7231
TOB1|10140	2028.7494	TOB1|10140	3954.5836
TOB2|10766	1815.0455	TOB2|10766	1801.1126
TOE1|114034	221.2506	TOE1|114034	252.5977
TOLLIP|54472	1298.9938	TOLLIP|54472	1373.1616
TOM1L1|10040	990.8912	TOM1L1|10040	1162.1977
TOM1L2|146691	891.7106	TOM1L2|146691	1813.6097
TOM1|10043	1789.1711	TOM1|10043	816.2768
TOMM20|9804	5851.4614	TOMM20|9804	6362.8743
TOMM22|56993	1120.7475	TOMM22|56993	786.1007
TOMM34|10953	732.1514	TOMM34|10953	569.9916
TOMM40L|84134	502.3718	TOMM40L|84134	256.6669
TOMM40|10452	831.3368	TOMM40|10452	464.5279
TOMM5|401505	1021.0302	TOMM5|401505	417.5874
TOMM6|100188893	1758.9123	TOMM6|100188893	1172.3478
TOMM70A|9868	2179.6215	TOMM70A|9868	2185.9514
TOMM7|54543	2264.9736	TOMM7|54543	1871.2185
TOP1MT|116447	235.2659	TOP1MT|116447	474.5866
TOP1P1|7151	68.0402	TOP1P1|7151	96.3194
TOP1|7150	2054.6239	TOP1|7150	2531.7382
TOP2A|7153	1567.8007	TOP2A|7153	107.5973
TOP2B|7155	3897.4605	TOP2B|7155	5194.8487
TOP3A|7156	401.0541	TOP3A|7156	530.9761
TOP3B|8940	270.7235	TOP3B|8940	321.268
TOPBP1|11073	730.7139	TOPBP1|11073	1047.3215
TOPORS|10210	519.4058	TOPORS|10210	993.6752
TOR1AIP1|26092	2462.3862	TOR1AIP1|26092	2578.6787
TOR1AIP2|163590	507.4269	TOR1AIP2|163590	427.9509
TOR1A|1861	1177.288	TOR1A|1861	796.7689999999999
TOR1B|27348	799.2333	TOR1B|27348	518.1742
TOR2A|27433	368.4715	TOR2A|27433	133.2012
TOR3A|64222	1532.3431	TOR3A|64222	725.7487
TOX2|84969	53.6655	TOX2|84969	32.6145
TOX3|27324	165.3091	TOX3|27324	714.166
TOX4|9878	1790.7523	TOX4|9878	1949.2982
TOX|9760	63.7278	TOX|9760	59.7424
TP53AIP1|63970	9.104	TP53AIP1|63970	96.6242
TP53BP1|7158	1257.7863	TP53BP1|7158	2026.3659
TP53BP2|7159	1023.9578	TP53BP2|7159	1043.0542
TP53I11|9537	3222.3287	TP53I11|9537	2710.0511
TP53I13|90313	456.1572	TP53I13|90313	199.3447
TP53I3|9540	402.4916	TP53I3|9540	348.3959
TP53INP1|94241	2071.8735	TP53INP1|94241	1390.5357
TP53INP2|58476	1284.1399	TP53INP2|58476	799.5123
TP53RK|112858	584.092	TP53RK|112858	370.3421
TP53TG1|11257	267.8486	TP53TG1|11257	262.7448
lowly_expressed	lowly_expressed	TP53TG3B|729355	16.7645
TP53|7157	1443.2199	TP53|7157	1612.741
TP63|8626	1056.0613	TP63|8626	3561.3808
TP73|7161	111.6435	TP73|7161	85.0415
TPBG|7162	1336.8471	TPBG|7162	1880.3627
TPCN1|53373	1156.2051	TPCN1|53373	1820.3155
TPCN2|219931	275.7211	TPCN2|219931	311.0935
TPD52L1|7164	267.3694	TPD52L1|7164	933.9328
TPD52L2|7165	1560.1342	TPD52L2|7165	1805.3799
TPD52|7163	1539.4154	TPD52|7163	3232.4255
lowly_expressed	lowly_expressed	TPH1|7166	5.4866
TPI1P2|286016	5.7499	TPI1P2|286016	14.325999999999999
TPI1|7167	3481.0733	TPI1|7167	2970.6622
TPK1|27010	70.436	TPK1|27010	78.3357
TPM1|7168	6583.4883	TPM1|7168	9280.6645
TPM2|7169	2450.8864	TPM2|7169	5732.5307
TPM3|7170	11633.4451	TPM3|7170	3680.5608
TPM4|7171	20263.057	TPM4|7171	10918.2352
TPMT|7172	766.1715	TPMT|7172	591.9378
TPO|7173	11.0206	TPO|7173	40.5395
TPP1|1200	5442.7408	TPP1|1200	3776.2707
TPP2|7174	1242.4533	TPP2|7174	1492.6465
TPPP3|51673	365.5966	TPPP3|51673	556.8849
TPPP|11076	93.9147	TPPP|11076	400.2134
TPRA1|131601	877.815	TPRA1|131601	633.0869
TPRG1L|127262	1465.2611	TPRG1L|127262	1450.2781
TPRG1|285386	2609.0081	TPRG1|285386	287.1295
TPRKB|51002	246.7657	TPRKB|51002	251.4669
TPRN|286262	584.092	TPRN|286262	192.6389
TPRXL|348825	8.6248	TPRXL|348825	11.5827
TPR|7175	4848.9075	TPR|7175	5171.8479
TPSAB1|7177	330.139	TPSAB1|7177	130.7628
TPSB2|64499	610.4456	TPSB2|64499	232.8736
TPSD1|23430	16.2913	TPSD1|23430	6.0962
TPST1|8460	553.9051	TPST1|8460	328.5834
TPST2|8459	871.586	TPST2|8459	295.0545
TPT1|7178	46580.2587	TPT1|7178	58320.2012
lowly_expressed	lowly_expressed	TPTE2P1|646405	29.5664
TPX2|22974	481.5525	TPX2|22974	60.9617
TRA2A|29896	1301.3896	TRA2A|29896	1704.4883
TRA2B|6434	1944.4178	TRA2B|6434	2561.9142
TRABD|80305	505.0311	TRABD|80305	415.7586
TRADD|8717	334.9305	TRADD|8717	271.5842
TRAF1|7185	180.1629	TRAF1|7185	231.3495
TRAF2|7186	329.1806	TRAF2|7186	339.8613
TRAF3IP1|26146	557.7384	TRAF3IP1|26146	785.4911
TRAF3IP2|10758	840.4408	TRAF3IP2|10758	1030.557
TRAF3IP3|80342	77.6234	TRAF3IP3|80342	70.4107
TRAF3|7187	157.6425	TRAF3|7187	134.7253
TRAF4|9618	896.5022	TRAF4|9618	1074.1446
TRAF5|7188	1077.6234	TRAF5|7188	574.5637
TRAF6|7189	219.4538	TRAF6|7189	259.3919
TRAF7|84231	1770.5127	TRAF7|84231	1450.2751
TRAFD1|10906	869.1902	TRAFD1|10906	1171.0737
TRAIP|10293	38.3325	TRAIP|10293	68.8867
TRAK1|22906	1478.1984	TRAK1|22906	2633.849
TRAK2|66008	1372.7839	TRAK2|66008	2561.6094
TRAM1L1|133022	179.2046	TRAM1L1|133022	157.2811
TRAM1|23471	4536.6555	TRAM1|23471	4082.9079
TRAM2|9697	2237.1826	TRAM2|9697	1679.1892
TRANK1|9881	1188.3086	TRANK1|9881	869.6182
TRAP1|10131	1214.9784	TRAP1|10131	1171.3114
TRAPPC10|7109	1374.7005	TRAPPC10|7109	1278.3662
TRAPPC1|58485	1316.7226	TRAPPC1|58485	680.637
TRAPPC2L|51693	466.6986	TRAPPC2L|51693	373.695
TRAPPC2P1|10597	164.6909	TRAPPC2P1|10597	149.5268
TRAPPC2|6399	363.2008	TRAPPC2|6399	362.7219
TRAPPC3|27095	1182.5587	TRAPPC3|27095	816.8864
TRAPPC4|51399	591.7585	TRAPPC4|51399	484.3405
TRAPPC5|126003	747.0053	TRAPPC5|126003	214.8899
TRAPPC6A|79090	321.5141	TRAPPC6A|79090	238.9697
TRAPPC6B|122553	623.3828	TRAPPC6B|122553	855.597
TRAPPC9|83696	884.0441	TRAPPC9|83696	584.6224
TRAT1|50852	8.6248	TRAT1|50852	11.5827
TRDMT1|1787	82.4149	TRDMT1|1787	146.0032
TREM1|54210	30.1869	TREM1|54210	11.8875
TREM2|54209	609.0081	TREM2|54209	252.6861
TRERF1|55809	217.5371	TRERF1|55809	530.9761
TREX1|11277	326.392	TREX1|11277	227.829
TRHDE|29953	18.3182	lowly_expressed	lowly_expressed
TRH|7200	28.2702	TRH|7200	7.3154
TRIAP1|51499	469.0944	TRIAP1|51499	340.7757
TRIB1|10221	1153.8093	TRIB1|10221	2544.5401
TRIB2|28951	1188.3086	TRIB2|28951	1271.9653
TRIB3|57761	620.9871	TRIB3|57761	483.426
TRIL|9865	621.9454	TRIL|9865	1646.5747
TRIM11|81559	513.1768	TRIM11|81559	343.8238
TRIM13|10206	633.4164	TRIM13|10206	784.9669
TRIM14|9830	876.8567	TRIM14|9830	620.5898
TRIM16L|147166	85.654	TRIM16L|147166	95.7708
TRIM16|10626	278.2127	TRIM16|10626	313.5228
TRIM17|51127	44.0824	TRIM17|51127	42.3684
TRIM21|6737	385.24199999999996	TRIM21|6737	289.8727
TRIM22|10346	1017.2496	TRIM22|10346	1631.6391
TRIM23|373	388.5961	TRIM23|373	630.6485
TRIM24|8805	424.5328	TRIM24|8805	908.6337
TRIM25|7706	450.8864	TRIM25|7706	801.9508
TRIM26|7726	1418.7829	TRIM26|7726	1448.1445
TRIM27|5987	1232.391	TRIM27|5987	1071.0965
TRIM28|10155	4167.2257	TRIM28|10155	4212.1466
TRIM29|23650	1461.9070000000002	TRIM29|23650	5298.4836
TRIM2|23321	918.5434	TRIM2|23321	2555.2084
TRIM31|11074	5.2707	TRIM31|11074	5.1817
TRIM32|22954	604.2166	TRIM32|22954	534.3290000000001
TRIM33|51592	795.8793	TRIM33|51592	1751.7336
TRIM34|53840	180.6421	TRIM34|53840	307.8564
TRIM35|23087	304.7437	TRIM35|23087	440.1433
TRIM36|55521	46.9574	TRIM36|55521	210.9274
TRIM37|4591	1007.7767	TRIM37|4591	689.4064
TRIM38|10475	511.2602	lowly_expressed	lowly_expressed
TRIM39|56658	335.4193	TRIM39|56658	489.9368
TRIM3|10612	474.3651	TRIM3|10612	424.598
TRIM41|90933	611.7106	TRIM41|90933	672.2304
TRIM44|54765	1110.6852	TRIM44|54765	1855.9781
TRIM45|80263	220.4121	TRIM45|80263	456.9077
TRIM46|80128	45.0407	TRIM46|80128	53.3415
TRIM47|91107	1091.5189	TRIM47|91107	441.3625
TRIM4|89122	808.3373	TRIM4|89122	1369.1991
TRIM52|84851	172.9756	TRIM52|84851	265.4881
TRIM56|81844	126.0182	TRIM56|81844	563.2858
TRIM58|25893	536.7322	TRIM58|25893	98.0325
TRIM59|286827	822.9276	TRIM59|286827	108.9507
TRIM5|85363	278.8309	TRIM5|85363	610.8878
TRIM62|55223	365.5966	TRIM62|55223	230.4351
lowly_expressed	lowly_expressed	TRIM63|84676	10.0587
TRIM65|201292	476.7609	TRIM65|201292	389.5451
TRIM66|9866	150.9344	TRIM66|9866	716.6044
TRIM68|55128	188.3086	TRIM68|55128	402.9566
TRIM69|140691	24.436999999999998	TRIM69|140691	22.1961
TRIM6|117854	194.0585	TRIM6|117854	263.0496
lowly_expressed	lowly_expressed	TRIM74|378108	5.898
lowly_expressed	lowly_expressed	TRIM78P|117852	22.504
TRIM7|81786	36.4159	TRIM7|81786	12.1923
TRIM8|81603	3410.1581	TRIM8|81603	1902.3089
TRIM9|114088	40.7283	TRIM9|114088	375.2191
TRIOBP|11078	1340.5031	TRIOBP|11078	2087.8945
TRIO|7204	2150.9344	TRIO|7204	3518.098
TRIP10|9322	777.6713	TRIP10|9322	916.8635
TRIP11|9321	953.0426	TRIP11|9321	1728.8729999999998
TRIP12|9320	3460.4696	TRIP12|9320	4007.0106
TRIP13|9319	130.8098	TRIP13|9319	48.4645
TRIP4|9325	899.8563	TRIP4|9325	626.0764
TRIP6|7205	377.0963	TRIP6|7205	1083.5937
TRIT1|54802	247.72400000000002	TRIT1|54802	383.7537
TRMT112|51504	2301.3896	TRMT112|51504	1152.7852
TRMT11|60487	200.2875	TRMT11|60487	291.7016
TRMT12|55039	323.4308	TRMT12|55039	344.7382
TRMT1|55621	350.2635	TRMT1|55621	506.5915
TRMT2A|27037	379.9713	TRMT2A|27037	612.6648
TRMT2B|79979	325.3474	TRMT2B|79979	355.7113
TRMT5|57570	482.0316	TRMT5|57570	631.8677
TRMT61A|115708	243.4116	TRMT61A|115708	289.8727
TRMT61B|55006	182.4868	TRMT61B|55006	350.2827
TRMT6|51605	302.827	TRMT6|51605	350.5296
TRMU|55687	159.5592	TRMU|55687	237.7505
TRNAU1AP|54952	227.5994	TRNAU1AP|54952	262.44
TRNP1|388610	62.2904	TRNP1|388610	448.9827
TRNT1|51095	291.0541	TRNT1|51095	287.4769
TROAP|10024	75.2276	TROAP|10024	5.7914
TROVE2|6738	1474.9401	TROVE2|6738	1111.3313
TRO|7216	322.4724	TRO|7216	428.8654
TRPA1|8989	8.6488	lowly_expressed	lowly_expressed
TRPC1|7220	191.6627	TRPC1|7220	231.0447
TRPC3|7222	21.5621	lowly_expressed	lowly_expressed
TRPC4AP|26133	2477.2401	TRPC4AP|26133	1956.8696
TRPC4|7223	20.6037	TRPC4|7223	5.7914
TRPC6|7225	124.1016	TRPC6|7225	371.5614
TRPM2|7226	163.3924	TRPM2|7226	167.035
lowly_expressed	lowly_expressed	TRPM3|80036	13.1068
TRPM4|54795	528.0307	TRPM4|54795	780.3094
TRPM6|140803	7.1874	TRPM6|140803	27.4328
TRPM7|54822	1035.4576	TRPM7|54822	1751.7336
lowly_expressed	lowly_expressed	TRPM8|79054	5.4866
TRPS1|7227	5022.9995	TRPS1|7227	8726.6631
TRPT1|83707	374.7005	TRPT1|83707	206.6601
TRPV1|7442	78.5817	TRPV1|7442	263.0496
TRPV2|51393	199.8083	TRPV2|51393	141.1263
TRPV4|59341	100.1437	TRPV4|59341	149.6609
TRPV6|55503	81.9358	TRPV6|55503	306.0276
TRRAP|8295	1380.1102	TRRAP|8295	2718.4089
TRUB1|142940	393.8668	TRUB1|142940	667.8351
TRUB2|26995	556.7801	TRUB2|26995	450.8116
TSC1|7248	688.069	TSC1|7248	1429.856
TSC22D1|8848	3922.3766	TSC22D1|8848	9418.2733
TSC22D2|9819	501.67699999999996	TSC22D2|9819	841.5759
TSC22D3|1831	6187.8294	TSC22D3|1831	6209.8606
TSC22D4|81628	643.0283	TSC22D4|81628	1161.3198
TSC2|7249	1546.7178	TSC2|7249	2043.1304
TSEN15|116461	644.9449	TSEN15|116461	334.3748
TSEN2|80746	140.3929	TSEN2|80746	190.2004
TSEN34|79042	939.1471	TSEN34|79042	707.765
TSEN54|283989	372.3047	TSEN54|283989	313.9526
TSFM|10102	561.0925	TSFM|10102	426.4269
TSG101|7251	1796.8376	TSG101|7251	1156.7477
TSGA10|80705	38.8117	TSGA10|80705	124.6666
TSGA14|95681	200.2875	TSGA14|95681	277.0708
TSHR|7253	11.4998	TSHR|7253	6.7058
TSHZ1|10194	842.8366	TSHZ1|10194	1330.4885
TSHZ2|128553	275.0359	TSHZ2|128553	1858.1117
TSHZ3|57616	1273.5985	TSHZ3|57616	645.8889
TSIX|9383	5.7403	TSIX|9383	23.9031
TSKU|25987	2255.3905	TSKU|25987	1632.8583
TSLP|85480	13.4164	TSLP|85480	85.0415
TSNARE1|203062	139.4346	TSNARE1|203062	375.8287
TSNAXIP1|55815	34.0201	TSNAXIP1|55815	57.6088
TSNAX|7257	1023.4787	TSNAX|7257	1050.2568
TSN|7247	2036.8951	TSN|7247	1694.1248
TSPAN10|83882	63.2487	TSPAN10|83882	44.1972
TSPAN11|441631	129.3723	TSPAN11|441631	295.6641
TSPAN12|23554	187.8294	TSPAN12|23554	251.4669
TSPAN13|27075	6518.9267	TSPAN13|27075	2576.2402
TSPAN14|81619	1895.0647	TSPAN14|81619	2918.54
TSPAN15|23555	1766.1715	TSPAN15|23555	933.9328
TSPAN17|26262	780.5462	TSPAN17|26262	391.9835
TSPAN18|90139	1250.5989	TSPAN18|90139	397.7749
TSPAN1|10103	1969.8131	TSPAN1|10103	378.57199999999995
TSPAN2|10100	206.0374	TSPAN2|10100	200.5639
TSPAN31|6302	1202.2041	TSPAN31|6302	994.2848
lowly_expressed	lowly_expressed	TSPAN32|10077	14.6308
TSPAN33|340348	269.2861	TSPAN33|340348	205.7456
TSPAN3|10099	5866.7944	TSPAN3|10099	2241.8654
TSPAN4|7106	937.7096	TSPAN4|7106	615.1033
TSPAN5|10098	58.9363	TSPAN5|10098	394.7268
TSPAN6|7105	830.8577	TSPAN6|7105	1656.3286
TSPAN7|7102	425.4911	TSPAN7|7102	575.783
lowly_expressed	lowly_expressed	TSPAN8|7103	129.2387
TSPAN9|10867	2623.862	TSPAN9|10867	2076.3545
TSPO|706	1530.4264	TSPO|706	633.3918
TSPYL1|7259	2310.8529	TSPYL1|7259	3035.1871
TSPYL2|64061	416.8663	TSPYL2|64061	1329.5739999999998
TSPYL3|128854	20.1246	TSPYL3|128854	82.2983
TSPYL4|23270	957.8342	TSPYL4|23270	1331.7077
TSPYL5|85453	1091.0398	TSPYL5|85453	1151.566
TSR1|55720	823.6943	TSR1|55720	1196.2691
TSR2|90121	608.529	TSR2|90121	824.5066
TSSC1|7260	539.5304	TSSC1|7260	251.7717
TSSC4|10078	378.0546	TSSC4|10078	377.6575
TSSK3|81629	22.6737	TSSK3|81629	49.2723
TSSK4|283629	7.6665	TSSK4|283629	29.5664
TSSK6|83983	8.1457	TSSK6|83983	19.8125
TSTA3|7264	1468.6152	TSTA3|7264	614.7984
TSTD1|100131187	971.2218	TSTD1|100131187	592.8522
TSTD2|158427	529.976	TSTD2|158427	702.3089
TST|7263	655.4863	TST|7263	368.2085
