gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
DCAF6|55827	2309.5063	DCAF6|55827	1990.8154
DCAF7|10238	3634.4878	DCAF7|10238	3463.0187
DCAF8L1|139425	15.8438	lowly_expressed	lowly_expressed
DCAF8|50717	2220.0184	DCAF8|50717	2439.2317
DCAKD|79877	928.5188	DCAKD|79877	818.2260000000001
DCBLD1|285761	287.7671	DCBLD1|285761	206.4964
DCBLD2|131566	2110.1695	DCBLD2|131566	1008.7718
lowly_expressed	lowly_expressed	DCDC2|51473	233.8971
DCHS1|8642	440.3095	DCHS1|8642	1373.0505
DCHS2|54798	195.2837	DCHS2|54798	478.52
DCI|1632	393.1466	DCI|1632	312.5468
DCK|1633	1394.2520000000002	DCK|1633	1054.0372
DCLK1|9201	106.4849	DCLK1|9201	1313.5588
DCLK2|166614	280.0295	DCLK2|166614	126.31200000000001
lowly_expressed	lowly_expressed	DCLK3|85443	7.3287
DCLRE1A|9937	637.4355	DCLRE1A|9937	371.1763
DCLRE1B|64858	407.5166	DCLRE1B|64858	318.1511
DCLRE1C|64421	423.3604	DCLRE1C|64421	492.7462
DCN|1634	8491.8939	DCN|1634	22758.5813
DCP1A|55802	786.6618	DCP1A|55802	1165.2607
DCP1B|196513	306.1901	DCP1B|196513	390.5757
DCP2|167227	904.5689	DCP2|167227	1586.8756
DCPS|28960	622.6971	DCPS|28960	363.8476
DCST2|127579	8.1061	DCST2|127579	18.9684
DCTD|1635	1703.0214	DCTD|1635	1370.895
DCTN1|1639	2891.6728	DCTN1|1639	3191.8574
DCTN2|10540	1122.3287	DCTN2|10540	1960.6385
DCTN3|11258	284.0825	DCTN3|11258	550.5135
DCTN4|51164	1459.101	DCTN4|51164	1569.2006
DCTN5|84516	1739.8674	DCTN5|84516	1709.7389
DCTN6|10671	661.3854	DCTN6|10671	377.2117
DCTPP1|79077	650.7001	DCTPP1|79077	528.9585
lowly_expressed	lowly_expressed	DCT|1638	19.3995
DCUN1D1|54165	1115.3279	DCUN1D1|54165	734.1617
DCUN1D2|55208	148.1209	DCUN1D2|55208	221.1538
DCUN1D3|123879	161.3854	DCUN1D3|123879	265.1259
DCUN1D4|23142	1098.3788	DCUN1D4|23142	963.9375
DCUN1D5|84259	400.5158	DCUN1D5|84259	284.9565
DCXR|51181	305.4532	DCXR|51181	394.4556
DCX|1641	16.9492	DCX|1641	89.2375
DDA1|79016	479.3662	DDA1|79016	598.3655
DDAH1|23576	1747.2366	DDAH1|23576	711.3134
DDAH2|23564	667.2808	DDAH2|23564	1161.812
DDB1|1642	6477.8924	DDB1|1642	5139.994000000001
DDB2|1643	317.2439	DDB2|1643	528.9585
DDC|1644	20.2653	lowly_expressed	lowly_expressed
DDHD1|80821	363.6699	DDHD1|80821	724.2464
DDHD2|23259	887.6197	DDHD2|23259	1246.7385
DDI2|84301	233.3125	DDI2|84301	157.5236
DDIT3|1649	161.2638	DDIT3|1649	171.4826
DDIT4L|115265	32.056	DDIT4L|115265	40.0922
DDIT4|54541	2302.5055	DDIT4|54541	4261.4142
lowly_expressed	lowly_expressed	DDN|23109	6.4665
DDOST|1650	6581.4296	DDOST|1650	4291.16
DDO|8528	81.0612	DDO|8528	54.7496
DDR1|780	14452.8371	DDR1|780	5520.6545
DDR2|4921	84.0088	DDR2|4921	437.1344
DDRGK1|65992	705.6006	DDRGK1|65992	491.4529
DDTL|100037417	137.0007	DDTL|100037417	124.898
DDT|1652	413.5667	DDT|1652	350.6775
DDX10|1662	526.1606	DDX10|1662	606.9875
DDX11L2|84771	14.0015	DDX11L2|84771	35.7812
DDX11|1663	471.2601	DDX11|1663	693.2073
DDX12|440081	73.3235	DDX12|440081	93.9796
DDX17|10521	8112.7487	DDX17|10521	15847.6324
DDX18|8886	2194.9153	DDX18|8886	2070.5688
DDX19A|55308	1442.8887	DDX19A|55308	905.3253
DDX19B|11269	1045.9985	DDX19B|11269	768.6324
DDX1|1653	3514.7384	DDX1|1653	1854.5881
DDX20|11218	437.7303	DDX20|11218	546.6336
DDX21|9188	3033.1614	DDX21|9188	2654.708
DDX23|9416	1708.5483	DDX23|9416	2387.8577
DDX24|57062	1914.5173	DDX24|57062	3191.8574
DDX26B|203522	288.8725	DDX26B|203522	666.4791
DDX27|55661	1181.6507	DDX27|55661	1145.4302
DDX28|55794	323.8762	DDX28|55794	319.0133
DDX31|64794	403.4635	DDX31|64794	350.9146
DDX39|10212	425.2027	DDX39|10212	863.9225
DDX3X|1654	9270.818000000001	DDX3X|1654	10380.003
DDX41|51428	582.535	DDX41|51428	867.3713
DDX42|11325	4077.3766	DDX42|11325	3483.2804
DDX43|55510	110.5195	DDX43|55510	24.1415
DDX46|9879	1792.5571	DDX46|9879	1802.8562
DDX47|51202	1001.4738	DDX47|51202	1033.7755
DDX49|54555	380.2506	DDX49|54555	624.2314
DDX50|79009	1118.6441	DDX50|79009	1131.2039
DDX51|317781	449.8895	DDX51|317781	601.8143
DDX52|11056	1253.8688	DDX52|11056	728.1263
DDX54|79039	1435.0921	DDX54|79039	1168.3948
DDX55|57696	389.8305	lowly_expressed	lowly_expressed
DDX56|54606	868.0914	DDX56|54606	1131.2039
DDX58|23586	2644.0678	DDX58|23586	900.1348
DDX59|83479	657.3324	DDX59|83479	498.7816
DDX5|1655	16738.762	DDX5|1655	16290.8022
DDX60L|91351	2791.8202	DDX60L|91351	873.8378
DDX60|55601	6813.9278	DDX60|55601	1154.9144
DDX6|1656	4523.5814	DDX6|1656	4995.1447
DEAF1|10522	596.5365	DEAF1|10522	469.0358
DECR1|1666	1007.7377	DECR1|1666	1068.6946
DECR2|26063	412.3066	DECR2|26063	183.6482
DEDD2|162989	484.5247	DEDD2|162989	430.2369
DEDD|9191	991.1201	DEDD|9191	654.4169999999999
DEF6|50619	364.7752	DEF6|50619	841.5054
DEF8|54849	714.4436	DEF8|54849	974.715
lowly_expressed	lowly_expressed	DEFB132|400830	18.9684
DEFB1|1672	19.1599	DEFB1|1672	28.8836
DEGS1|8560	2014.0015	DEGS1|8560	1766.2128
DEGS2|123099	6.6323	DEGS2|123099	55.1807
DEK|7913	6790.7148	DEK|7913	3639.7693
DEM1|64789	254.2373	DEM1|64789	202.1855
DENND1A|57706	818.3493	DENND1A|57706	591.0368
DENND1B|163486	466.1017	DENND1B|163486	180.1994
DENND1C|79958	176.4923	DENND1C|79958	651.8218
DENND2A|27147	16.9492	DENND2A|27147	183.2171
DENND2C|163259	100.3832	DENND2C|163259	96.6524
DENND2D|79961	1536.846	DENND2D|79961	1407.5384
DENND3|22898	1062.6382	DENND3|22898	1000.1498
DENND4A|10260	1686.7354	DENND4A|10260	1072.1261
DENND4B|9909	831.9381	DENND4B|9909	1441.0736
DENND4C|55667	966.1017	DENND4C|55667	1946.8433
DENND5A|23258	3805.8217	DENND5A|23258	2165.4106
DENND5B|160518	177.9661	DENND5B|160518	614.3162
DENR|8562	1862.9329	DENR|8562	1443.7507
DEPDC1B|55789	159.9116	DEPDC1B|55789	122.4321
DEPDC1|55635	682.3876	DEPDC1|55635	185.8037
DEPDC4|120863	5.8954	DEPDC4|120863	7.3287
DEPDC5|9681	476.0501	DEPDC5|9681	453.9473
DEPDC6|64798	236.5512	DEPDC6|64798	916.5166
DEPDC7|91614	39.7937	DEPDC7|91614	38.7989
DERA|51071	570.7443	DERA|51071	406.0953
DERL1|79139	4171.7023	DERL1|79139	2258.959
DERL2|51009	404.5689	DERL2|51009	437.5655
DERL3|91319	206.3375	DERL3|91319	763.9075
lowly_expressed	lowly_expressed	DES|1674	119.8455
DET1|55070	129.3294	DET1|55070	161.231
DEXI|28955	263.8172	DEXI|28955	577.6727
DFFA|1676	485.9985	DFFA|1676	489.7285
DFFB|1677	113.8541	DFFB|1677	152.6091
DFNA5|1687	98.7472	DFNA5|1687	346.1725
DFNB31|25861	323.8762	DFNB31|25861	253.4862
DFNB59|494513	12.5276	DFNB59|494513	36.6434
DGAT1|8694	708.3788	DGAT1|8694	481.2488
DGAT2|84649	1447.3102	DGAT2|84649	909.6189999999999
DGCR11|25786	51.5844	DGCR11|25786	28.4525
DGCR14|8220	249.8158	DGCR14|8220	309.9602
DGCR2|9993	2781.8718	DGCR2|9993	2545.2088
DGCR5|26220	40.5306	DGCR5|26220	18.5373
DGCR6L|85359	334.93	DGCR6L|85359	378.9361
DGCR6|8214	221.8128	DGCR6|8214	246.5887
DGCR8|54487	895.7259	DGCR8|54487	972.9906
lowly_expressed	lowly_expressed	DGCR9|25787	6.8976
DGKA|1606	339.3515	DGKA|1606	1364.4285
lowly_expressed	lowly_expressed	DGKB|1607	7.3287
DGKD|8527	291.4517	DGKD|8527	1212.6816
DGKE|8526	239.1304	DGKE|8526	334.1018
DGKG|1608	231.0243	DGKG|1608	71.9935
DGKH|160851	191.5991	DGKH|160851	63.8027
lowly_expressed	lowly_expressed	DGKI|9162	15.5196
DGKQ|1609	318.3493	DGKQ|1609	430.668
DGKZ|8525	1021.3707	DGKZ|8525	928.5874
DGUOK|1716	635.5932	DGUOK|1716	564.3087
DHCR24|1718	11108.6957	DHCR24|1718	3761.3393
DHCR7|1717	1670.5969	DHCR7|1717	707.0024
DHDDS|79947	873.2498	DHDDS|79947	689.3274
DHDH|27294	7.7377	DHDH|27294	6.8976
lowly_expressed	lowly_expressed	DHDPSL|112817	12.9545
DHFRL1|200895	459.4694	DHFRL1|200895	316.4267
DHFR|1719	251.2307	DHFR|1719	257.6291
lowly_expressed	lowly_expressed	DHH|50846	12.0708
DHODH|1723	144.8047	DHODH|1723	107.7748
DHPS|1725	303.6109	DHPS|1725	600.9521
DHRS11|79154	189.7568	DHRS11|79154	150.0225
DHRS12|79758	146.2786	DHRS12|79758	196.5812
DHRS13|147015	311.6654	DHRS13|147015	159.8257
DHRS1|115817	281.1349	DHRS1|115817	448.343
DHRS2|10202	114.59100000000001	DHRS2|10202	71.5624
DHRS3|9249	854.8268	DHRS3|9249	1017.8249
DHRS4L2|317749	106.986	DHRS4L2|317749	198.4349
DHRS4|10901	204.1636	DHRS4|10901	428.4607
DHRS7B|25979	203.0214	DHRS7B|25979	376.7806
DHRS7|51635	1240.9727	DHRS7|51635	811.3284
DHRS9|10170	11.0538	DHRS9|10170	129.7608
DHRSX|207063	362.2992	DHRSX|207063	214.2562
DHTKD1|55526	2002.2108	DHTKD1|55526	965.2308
DHX15|1665	5804.3478	DHX15|1665	3294.0279
DHX16|8449	940.3095	DHX16|8449	899.2726
DHX29|54505	973.1024	DHX29|54505	963.0753
DHX30|22907	1038.3198	DHX30|22907	1464.8746
DHX32|55760	663.4709	DHX32|55760	839.0265
DHX33|56919	292.9256	DHX33|56919	503.5237
DHX34|9704	491.157	DHX34|9704	462.5693
DHX35|60625	331.9823	DHX35|60625	293.1474
DHX36|170506	1535.3721	DHX36|170506	1272.1733
DHX37|57647	574.4289	DHX37|57647	503.9548
DHX38|9785	2383.1982	DHX38|9785	1329.5095
lowly_expressed	lowly_expressed	DHX40P1|653645	5.1732
DHX40|79665	2007.7377	DHX40|79665	1721.3785
DHX57|90957	866.6175	DHX57|90957	681.5676
DHX58|79132	1222.1813	DHX58|79132	314.7023
DHX8|1659	1833.0877	DHX8|1659	1519.1931
DHX9|1660	5936.6249	DHX9|1660	4852.451
DIABLO|56616	663.2130000000001	DIABLO|56616	554.2856
DIAPH1|1729	4391.6728	DIAPH1|1729	4648.9722
DIAPH2|1730	477.1555	DIAPH2|1730	268.1436
DIAPH3|81624	365.8806	DIAPH3|81624	103.8949
DICER1|23405	1798.0839999999998	DICER1|23405	2504.2544
DIDO1|11083	2920.4127	DIDO1|11083	2345.61
DIMT1L|27292	284.8195	DIMT1L|27292	551.3757
DIO2|1734	211.8644	DIO2|1734	1310.9722
lowly_expressed	lowly_expressed	DIO3|1735	17.6751
DIP2A|23181	511.0538	DIP2A|23181	1029.0334
DIP2B|57609	1443.6256	DIP2B|57609	2124.4561
DIP2C|22982	1519.8968	DIP2C|22982	786.3247
lowly_expressed	lowly_expressed	DIRAS1|148252	196.1501
lowly_expressed	lowly_expressed	DIRAS2|54769	26.7281
DIRAS3|9077	42.0044	DIRAS3|9077	57.3362
DIRC2|84925	471.8791	DIRC2|84925	244.0797
DIRC3|729582	8.1061	DIRC3|729582	12.933
DIS3L2|129563	380.619	DIS3L2|129563	395.3178
DIS3L|115752	1275.9764	DIS3L|115752	757.8721
DIS3|22894	1274.2557	DIS3|22894	1297.5047
DISC1|27185	954.3073	DISC1|27185	475.0712
DISP1|84976	215.549	DISP1|84976	214.2562
DISP2|85455	12.1592	DISP2|85455	10.7775
DIXDC1|85458	328.2977	DIXDC1|85458	941.5203
DKC1|1736	1429.6242	DKC1|1736	1481.2564
DKFZP586I1420|222161	227.3397	DKFZP586I1420|222161	399.1977
DKFZP686I15217|401232	72.2181	DKFZP686I15217|401232	61.2161
DKFZp434J0226|93429	6.6323	DKFZp434J0226|93429	11.6397
DKFZp686O24166|374383	32.056	DKFZp686O24166|374383	44.4032
DKFZp761E198|91056	652.5424	DKFZp761E198|91056	445.7564
DKFZp779M0652|374387	26.8976	DKFZp779M0652|374387	6.0354
DKK1|22943	100.958	DKK1|22943	78.46
DKK2|27123	87.6934	DKK2|27123	200.8922
DKK3|27122	635.2248	DKK3|27122	2079.1907
DLAT|1737	1541.4996	DLAT|1737	841.5054
DLC1|10395	523.5814	DLC1|10395	1131.2039
DLD|1738	2111.2749	DLD|1738	1612.3105
DLEC1|9940	21.7391	DLEC1|9940	43.1099
DLEU1|10301	56.0059	DLEU1|10301	73.7179
lowly_expressed	lowly_expressed	DLEU2L|79469	11.2086
DLEU2|8847	25.5674	DLEU2|8847	42.2563
DLEU7|220107	25.7922	DLEU7|220107	8.1909
DLG1|1739	2138.5372	DLG1|1739	1533.8504
DLG2|1740	12.1592	DLG2|1740	66.3893
DLG3|1741	1622.6971	DLG3|1741	955.3155
DLG4|1742	70.0147	DLG4|1742	238.8375
DLG5|9231	1106.1164	DLG5|9231	2396.4796
DLGAP1|9229	43.8467	DLGAP1|9229	73.7179
lowly_expressed	lowly_expressed	DLGAP2|9228	27.1592
DLGAP3|58512	22.1076	DLGAP3|58512	5.6043
DLGAP4|22839	2509.58	DLGAP4|22839	1835.6198
DLGAP5|9787	401.2528	DLGAP5|9787	278.0589
lowly_expressed	lowly_expressed	DLK2|65989	81.9088
DLL1|28514	32.4245	DLL1|28514	319.0133
DLL4|54567	100.5895	DLL4|54567	206.9275
DLST|1743	971.6286	DLST|1743	1923.1329
lowly_expressed	lowly_expressed	DLX2|1746	6.0354
DLX3|1747	72.955	DLX3|1747	25.0037
DLX4|1748	20.2653	DLX4|1748	9.0531
DLX5|1749	70.0074	DLX5|1749	6.4665
DLX6AS|285987	58.2167	lowly_expressed	lowly_expressed
DLX6|1750	105.74799999999999	lowly_expressed	lowly_expressed
DMAP1|55929	350.4053	DMAP1|55929	581.9837
lowly_expressed	lowly_expressed	DMBT1|1755	29.3147
DMC1|11144	40.899	DMC1|11144	20.6928
DMD|1756	2055.6374	DMD|1756	1730.8627
lowly_expressed	lowly_expressed	DMGDH|29958	39.6611
lowly_expressed	lowly_expressed	DMKN|93099	183.6482
DMPK|1760	299.5578	DMPK|1760	343.5859
lowly_expressed	lowly_expressed	DMRT2|10655	28.8836
DMRT3|58524	5.1584	DMRT3|58524	32.3324
DMRTA1|63951	147.0155	DMRTA1|63951	17.6751
lowly_expressed	lowly_expressed	DMRTC1B|728656	25.4348
DMTF1|9988	932.6529	DMTF1|9988	1531.8674
DMWD|1762	286.2933	DMWD|1762	341.8616
DMXL1|1657	934.4141	DMXL1|1657	1481.2564
DMXL2|23312	1786.2933	DMXL2|23312	628.5424
DNA2|1763	250.1842	DNA2|1763	130.1919
DNAH10|196385	16.5807	DNAH10|196385	20.2617
lowly_expressed	lowly_expressed	DNAH11|8701	5.7207
DNAH12|201625	28.7399	lowly_expressed	lowly_expressed
DNAH14|127602	123.0656	DNAH14|127602	78.8911
DNAH17|8632	36.0648	DNAH17|8632	19.8306
DNAH1|25981	83.2719	DNAH1|25981	560.4288
lowly_expressed	lowly_expressed	DNAH2|146754	52.163000000000004
DNAH3|55567	14.7384	lowly_expressed	lowly_expressed
DNAH5|1767	119.7494	DNAH5|1767	103.8949
DNAH6|1768	41.636	DNAH6|1768	54.7496
DNAH7|56171	24.3183	DNAH7|56171	47.852
lowly_expressed	lowly_expressed	DNAH8|1769	12.0708
DNAJA1|3301	3274.1341	DNAJA1|3301	2906.9009
DNAJA2|10294	1700.4422	DNAJA2|10294	1608.4306
DNAJA3|9093	1131.9086	DNAJA3|9093	816.9327
DNAJA4|55466	1051.9528	DNAJA4|55466	633.2845
DNAJB11|51726	3142.594	DNAJB11|51726	1063.5214
DNAJB12|54788	894.6205	DNAJB12|54788	1058.7793
DNAJB14|79982	1366.986	DNAJB14|79982	482.8309
DNAJB1|3337	1316.1385	DNAJB1|3337	2459.4201
DNAJB2|3300	1551.9528	DNAJB2|3300	1496.7759
DNAJB4|11080	395.7259	DNAJB4|11080	713.9
DNAJB5|25822	99.8526	DNAJB5|25822	196.1501
DNAJB6|10049	1163.5962	DNAJB6|10049	1447.6306
lowly_expressed	lowly_expressed	DNAJB7|150353	9.0401
DNAJB9|4189	1036.4775	DNAJB9|4189	1248.4629
DNAJC10|54431	4978.9978	DNAJC10|54431	3376.7989
DNAJC11|55735	1154.1525	DNAJC11|55735	905.7434
DNAJC12|56521	106.4849	DNAJC12|56521	156.9201
DNAJC13|23317	2263.0803	DNAJC13|23317	1699.3925
DNAJC14|85406	837.5645	DNAJC14|85406	1128.5182
DNAJC15|29103	764.5542	DNAJC15|29103	674.67
DNAJC16|23341	1037.9514	DNAJC16|23341	869.5268
DNAJC17|55192	115.6964	DNAJC17|55192	185.8037
DNAJC18|202052	92.115	DNAJC18|202052	229.7758
DNAJC19|131118	281.8718	DNAJC19|131118	320.7377
DNAJC1|64215	988.9462	DNAJC1|64215	675.5322
DNAJC21|134218	1686.8091	DNAJC21|134218	1118.2709
DNAJC22|79962	190.1253	DNAJC22|79962	31.4702
DNAJC24|120526	326.367	DNAJC24|120526	385.9371
DNAJC25|548645	238.762	DNAJC25|548645	187.5281
DNAJC27|51277	321.6654	DNAJC27|51277	250.4686
DNAJC28|54943	22.1076	DNAJC28|54943	44.8343
DNAJC2|27000	778.8172	DNAJC2|27000	760.2992
DNAJC30|84277	250.1842	DNAJC30|84277	247.882
DNAJC3|5611	4123.0656	DNAJC3|5611	2639.1884
DNAJC4|3338	346.8276	DNAJC4|3338	444.7778
lowly_expressed	lowly_expressed	DNAJC5B|85479	30.1769
DNAJC5|80331	2393.8836	DNAJC5|80331	2197.743
DNAJC6|9829	628.7767	DNAJC6|9829	103.0327
DNAJC7|7266	2675.6301	DNAJC7|7266	1658.5027
DNAJC8|22826	1383.5667	DNAJC8|22826	1609.7239
DNAJC9|23234	421.5181	DNAJC9|23234	624.6625
DNAL1|83544	289.9779	DNAL1|83544	391.869
DNAL4|10126	570.3758	DNAL4|10126	344.8792
DNALI1|7802	12.5276	DNALI1|7802	343.1548
DNASE1L1|1774	1085.7296	DNASE1L1|1774	471.1309
DNASE1L3|1776	7.0007	DNASE1L3|1776	183.2171
DNASE1|1773	70.7443	DNASE1|1773	87.08200000000001
lowly_expressed	lowly_expressed	DNASE2B|58511	42.2477
DNASE2|1777	1684.5984	DNASE2|1777	1067.8324
DND1|373863	18.154	DND1|373863	50.1972
DNER|92737	88.0619	DNER|92737	93.5485
DNHD1|144132	143.6993	DNHD1|144132	371.6074
DNLZ|728489	37.5829	DNLZ|728489	70.7002
DNM1L|10059	1174.2815	DNM1L|10059	1576.0981
DNM1P35|100128285	19.1599	DNM1P35|100128285	36.2123
DNM1|1759	97.6419	DNM1|1759	396.6111
DNM2|1785	1618.5114	DNM2|1785	2250.0957
DNM3|26052	57.4797	DNM3|26052	128.8986
DNMBP|23268	471.7576	DNMBP|23268	677.3773
DNMT1|1786	2039.7937	DNMT1|1786	2121.4384
DNMT3A|1788	1784.451	DNMT3A|1788	754.8544
DNMT3B|1789	96.5365	DNMT3B|1789	84.9265
DNPEP|23549	1078.1135	DNPEP|23549	987.2168
DNTTIP1|116092	638.1724	DNTTIP1|116092	369.88300000000004
DNTTIP2|30836	1263.4488	DNTTIP2|30836	1462.2879999999998
DOC2A|8448	10.6706	DOC2A|8448	15.0238
DOC2B|8447	10.3169	DOC2B|8447	33.6257
DOCK10|55619	1425.2027	DOCK10|55619	1714.0498
DOCK11|139818	312.0855	lowly_expressed	lowly_expressed
DOCK1|1793	1103.9057	DOCK1|1793	1981.3313
DOCK2|1794	685.3353	DOCK2|1794	2235.2486
DOCK3|1795	15.1069	DOCK3|1795	38.7989
DOCK4|9732	1008.8430000000001	DOCK4|9732	787.1869
DOCK5|80005	898.3051	DOCK5|80005	463.0004
DOCK6|57572	224.7605	DOCK6|57572	592.3301
DOCK7|85440	3936.2564	DOCK7|85440	1517.8998
DOCK8|81704	1114.9595	DOCK8|81704	3147.0231
DOCK9|23348	1572.955	DOCK9|23348	1731.7249
DOHH|83475	112.3803	DOHH|83475	114.2412
DOK1|1796	173.1761	DOK1|1796	339.275
DOK2|9046	136.6986	DOK2|9046	315.5645
DOK3|79930	251.6581	DOK3|79930	468.6047
DOK4|55715	185.7038	DOK4|55715	283.6632
DOK5|55816	61.9013	DOK5|55816	117.69
DOK6|220164	8.1061	DOK6|220164	50.8697
lowly_expressed	lowly_expressed	DOK7|285489	20.6928
DOLK|22845	370.3021	DOLK|22845	294.0096
DOLPP1|57171	345.6153	DOLPP1|57171	285.8187
DOM3Z|1797	197.9403	DOM3Z|1797	271.2906
DONSON|29980	263.1466	DONSON|29980	211.1954
DOPEY1|23033	721.3412	DOPEY1|23033	1254.2353
DOPEY2|9980	294.031	DOPEY2|9980	665.1858
DOT1L|84444	598.7472	DOT1L|84444	793.6447
DPAGT1|1798	713.5004	DPAGT1|1798	727.7383
DPCD|25911	54.0346	DPCD|25911	163.1451
lowly_expressed	lowly_expressed	DPEP1|1800	42.6788
DPEP2|64174	41.636	DPEP2|64174	153.9024
DPF2|5977	860.7222	DPF2|5977	1001.012
DPF3|8110	14.3699	DPF3|8110	74.149
DPH1|1801	232.2845	DPH1|1801	482.4386
DPH2|1802	441.4149	DPH2|1802	538.0116
DPH3B|100132911	43.8467	DPH3B|100132911	27.1592
DPH3|285381	394.9889	DPH3|285381	648.373
DPH5|51611	382.8298	DPH5|51611	454.4474
DPM1|8813	543.1098	DPM1|8813	454.8095
DPM2|8818	570.7443	DPM2|8818	462.5693
DPM3|54344	165.4385	DPM3|54344	126.31200000000001
DPP3|10072	1450.6264	DPP3|10072	803.9997
DPP4|1803	756.448	DPP4|1803	372.9007
lowly_expressed	lowly_expressed	DPP6|1804	19.3995
DPP7|29952	285.1879	DPP7|29952	1084.2141
DPP8|54878	693.8099	DPP8|54878	630.6979
DPP9|91039	1047.8998	DPP9|91039	1058.3482
lowly_expressed	lowly_expressed	DPPA4|55211	18.9684
DPRXP4|503645	6.2638	lowly_expressed	lowly_expressed
DPT|1805	65.2174	DPT|1805	3277.215
DPY19L1|23333	765.6595	DPY19L1|23333	642.3376
DPY19L2P1|554236	7.7377	lowly_expressed	lowly_expressed
DPY19L2P2|349152	9.58	DPY19L2P2|349152	25.4348
lowly_expressed	lowly_expressed	DPY19L2|283417	75.8734
DPY19L3|147991	722.1813	lowly_expressed	lowly_expressed
DPY19L4|286148	892.4097	DPY19L4|286148	954.8844
DPY30|84661	722.1813	DPY30|84661	340.2104
DPYD|1806	1431.4665	DPYD|1806	1066.5391
DPYSL2|1808	2713.3382	DPYSL2|1808	3743.2331
DPYSL3|1809	2373.9867	DPYSL3|1809	7259.276999999999
DPYSL4|10570	18.7915	DPYSL4|10570	35.7812
DR1|1810	1531.3191	DR1|1810	1572.6494
DRAM1|55332	3213.3382	DRAM1|55332	861.7669999999999
DRAM2|128338	989.3147	DRAM2|128338	994.9766
DRAP1|10589	948.4156	DRAP1|10589	624.2314
lowly_expressed	lowly_expressed	DRD1|1812	23.2793
lowly_expressed	lowly_expressed	DRD2|1813	47.852
DRD4|1815	6.6323	lowly_expressed	lowly_expressed
DRG1|4733	1152.9108	DRG1|4733	837.6255
DRG2|1819	236.5512	DRG2|1819	492.3151
DRP2|1821	21.0022	DRP2|1821	6.4665
DSC1|1823	5.5269	DSC1|1823	50.2317
DSC2|1824	5211.1275	DSC2|1824	3150.903
DSC3|1825	1086.9565	DSC3|1825	2314.1397
lowly_expressed	lowly_expressed	DSCAML1|57453	33.1946
DSCC1|79075	414.1489	DSCC1|79075	121.1388
DSCR3|10311	814.2962	DSCR3|10311	993.6833
DSCR6|53820	14.3699	DSCR6|53820	8.622
DSCR8|84677	49.0052	lowly_expressed	lowly_expressed
DSEL|92126	51.2159	DSEL|92126	380.6605
DSE|29940	1562.4466	DSE|29940	1008.8408
DSG1|1828	7.3692	DSG1|1828	128.4675
DSG2|1829	7650.3279	DSG2|1829	4548.5175
DSG3|1830	3515.4753	DSG3|1830	1932.1860000000001
DSN1|79980	617.1702	DSN1|79980	371.6074
DSP|1832	31847.0892	DSP|1832	14197.8163
DSTN|11034	8121.5917	DSTN|11034	6016.4184
DSTYK|25778	1042.7413	DSTYK|25778	1035.931
DST|667	7762.3434	DST|667	20190.9553
DTD1|92675	434.4141	DTD1|92675	413.8551
DTHD1|401124	6.6323	DTHD1|401124	37.5056
DTL|51514	687.9145	DTL|51514	264.6948
DTNA|1837	90.2727	DTNA|1837	402.6465
DTNBP1|84062	368.4598	DTNBP1|84062	323.7554
DTNB|1838	502.5792	DTNB|1838	540.1671
DTWD1|56986	275.9764	DTWD1|56986	406.9575
DTWD2|285605	242.815	DTWD2|285605	221.5849
DTX1|1840	43.8467	DTX1|1840	434.9789
DTX2|113878	448.0472	DTX2|113878	392.7312
DTX3L|151636	6118.4488	DTX3L|151636	2416.2542
DTX3|196403	139.2778	DTX3|196403	481.9687
DTX4|23220	169.1231	DTX4|23220	804.4308
DTYMK|1841	781.1349	DTYMK|1841	267.7125
DULLARD|23399	1000.0	DULLARD|23399	1597.2220000000002
DUOX1|53905	238.762	lowly_expressed	lowly_expressed
DUOX2|50506	33.8983	DUOX2|50506	24.5726
DUOXA1|90527	56.8755	DUOXA1|90527	37.0745
DUS1L|64118	941.0464	DUS1L|64118	1094.5605
DUS2L|54920	329.4031	DUS2L|54920	280.6455
DUS3L|56931	147.7524	DUS3L|56931	243.571
DUS4L|11062	254.0936	DUS4L|11062	149.5914
DUSP10|11221	175.7553	DUSP10|11221	582.8459
DUSP11|8446	427.4134	DUSP11|8446	524.6475
DUSP12|11266	324.2447	DUSP12|11266	254.7795
DUSP14|11072	600.9580000000001	DUSP14|11072	319.8755
lowly_expressed	lowly_expressed	DUSP15|128853	8.622
DUSP16|80824	1009.58	DUSP16|80824	1671.8021
DUSP18|150290	137.4134	DUSP18|150290	163.3822
DUSP19|142679	200.4422	DUSP19|142679	117.2589
DUSP1|1843	1338.2461	DUSP1|1843	18136.3372
DUSP22|56940	565.2174	DUSP22|56940	1205.353
DUSP23|54935	295.5048	DUSP23|54935	280.2144
lowly_expressed	lowly_expressed	DUSP26|78986	10.3464
DUSP28|285193	82.1665	DUSP28|285193	87.9442
DUSP2|1844	126.3817	DUSP2|1844	1059.6415
DUSP3|1845	1305.0847	DUSP3|1845	1592.911
DUSP4|1846	132.6455	DUSP4|1846	457.3961
DUSP5P|574029	5.8954	lowly_expressed	lowly_expressed
DUSP5|1847	319.4547	DUSP5|1847	1016.1005
DUSP6|1848	600.5895	DUSP6|1848	3334.1201
DUSP7|1849	306.1901	DUSP7|1849	634.5778
