gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
VPS4A|27183	3493.7362	VPS4A|27183	1417.8848
VPS4B|9525	1169.1231	VPS4B|9525	1627.83
VPS52|6293	1606.1164	VPS52|6293	1195.0066
VPS53|55275	589.5357	VPS53|55275	1190.6956
VPS54|51542	2663.9646	VPS54|51542	882.8909
VPS72|6944	800.2948	VPS72|6944	648.373
VPS8|23355	1041.2675	VPS8|23355	895.8238
VRK1|7443	203.3898	VRK1|7443	302.2004
VRK2|7444	1699.1783	VRK2|7444	552.3112
VRK3|51231	581.0612	VRK3|51231	565.602
VSIG10L|147645	36.846	VSIG10L|147645	165.1109
VSIG10|54621	815.4016	VSIG10|54621	293.1474
lowly_expressed	lowly_expressed	VSIG1|340547	28.8836
lowly_expressed	lowly_expressed	VSIG2|23584	75.8734
VSIG4|11326	351.8791	VSIG4|11326	231.9313
VSNL1|7447	265.2911	VSNL1|7447	249.1753
VSTM2L|128434	186.0722	VSTM2L|128434	22.8482
VTA1|51534	909.7273	VTA1|51534	1064.3836
VTCN1|79679	2087.325	VTCN1|79679	3026.7465
VTI1A|143187	283.7141	VTI1A|143187	459.6292
VTI1B|10490	501.6839	VTI1B|10490	728.5445
lowly_expressed	lowly_expressed	VTN|7448	10.3464
VWA1|64856	1564.4805	VWA1|64856	1056.1927
VWA2|340706	359.2483	VWA2|340706	242.2777
VWA5A|4013	1266.3965	VWA5A|4013	1402.7963
lowly_expressed	lowly_expressed	VWCE|220001	25.4348
lowly_expressed	lowly_expressed	VWDE|221806	47.4209
VWF|7450	1882.8298	VWF|7450	8260.289
WAC|51322	4536.846	WAC|51322	3834.195
WAPAL|23063	1511.4223	WAPAL|23063	2094.2792
WARS2|10352	303.6109	WARS2|10352	450.9296
WARS|7453	9087.6934	WARS|7453	4261.8453
WASF1|8936	106.4849	WASF1|8936	320.7377
WASF2|10163	3062.2697	WASF2|10163	5806.4732
WASF3|10810	598.3788	WASF3|10810	368.1586
WASH2P|375260	138.9094	WASH2P|375260	169.85299999999998
WASH3P|374666	174.2815	WASH3P|374666	251.3307
WASH5P|375690	61.5328	WASH5P|375690	164.2487
WASH7P|653635	473.4709	WASH7P|653635	1038.0865
WASL|8976	2362.196	WASL|8976	1415.2982
WAS|7454	246.4996	WAS|7454	584.1392
WBP11P1|441818	11.0538	WBP11P1|441818	14.2263
WBP11|51729	1518.0545	WBP11|51729	1927.4439
WBP1|23559	900.1216	WBP1|23559	1037.0605
lowly_expressed	lowly_expressed	WBP2NL|164684	9.4842
WBP2|23558	7133.3825	WBP2|23558	2305.5177
WBP4|11193	297.7155	WBP4|11193	339.275
WBP5|51186	235.8143	WBP5|51186	760.8898
WBSCR16|81554	816.507	WBSCR16|81554	642.7687
WBSCR17|64409	161.3854	WBSCR17|64409	66.3893
WBSCR22|114049	1002.255	WBSCR22|114049	818.2864
WBSCR26|171022	30.5822	lowly_expressed	lowly_expressed
WBSCR27|155368	33.1614	WBSCR27|155368	6.4665
WBSCR28|135886	28.3714	lowly_expressed	lowly_expressed
WDFY1|57590	3287.3987	WDFY1|57590	1610.5861
WDFY2|115825	309.8747	WDFY2|115825	322.4621
WDFY3|23001	5228.4451	WDFY3|23001	1911.0621
WDFY4|57705	363.6699	WDFY4|57705	2060.2224
WDHD1|11169	379.8821	WDHD1|11169	253.0551
WDR11|55717	912.3066	WDR11|55717	1489.0161
WDR12|55759	484.8931	WDR12|55759	425.0637
WDR13|64743	750.5527	WDR13|64743	937.2093
lowly_expressed	lowly_expressed	WDR17|116966	66.3893
WDR18|57418	121.2233	WDR18|57418	222.016
WDR19|57728	301.0317	WDR19|57728	603.5387
WDR1|9948	8484.1562	WDR1|9948	6261.7138
WDR20|91833	362.5645	WDR20|91833	497.9194
WDR24|84219	172.0707	WDR24|84219	236.2423
WDR25|79446	101.3265	WDR25|79446	137.9517
WDR26|80232	3594.6942	WDR26|80232	3535.4433
WDR27|253769	32.4245	WDR27|253769	197.0123
WDR31|114987	253.8688	WDR31|114987	91.8241
WDR33|55339	1594.6942	WDR33|55339	1630.8477
WDR34|89891	1150.7001	WDR34|89891	521.6299
WDR35|57539	316.1385	WDR35|57539	685.8786
WDR36|134430	728.4451	WDR36|134430	1249.3251
WDR37|22884	463.154	WDR37|22884	809.6039999999999
WDR38|401551	14.0015	lowly_expressed	lowly_expressed
WDR3|10885	1097.2734	WDR3|10885	1074.7299
WDR41|55255	822.4024	WDR41|55255	612.1607
WDR43|23160	1410.8327	WDR43|23160	1244.583
WDR44|54521	934.4141	WDR44|54521	512.5768
WDR45L|56270	4451.3633	WDR45L|56270	2036.5119
WDR45|11152	869.9189	WDR45|11152	872.5445
WDR46|9277	611.2749	WDR46|9277	856.5938
WDR47|22911	544.9521	WDR47|22911	476.7956
WDR48|57599	787.0302	WDR48|57599	1395.4676
lowly_expressed	lowly_expressed	WDR49|151790	7.7598
WDR4|10785	85.1142	WDR4|10785	173.3018
WDR52|55779	188.6514	WDR52|55779	442.7387
WDR53|348793	165.07	WDR53|348793	159.5067
WDR54|84058	24.6868	WDR54|84058	105.6193
WDR55|54853	250.0847	WDR55|54853	475.3126
WDR59|79726	1000.3685	WDR59|79726	797.9644
WDR5B|54554	382.4613	WDR5B|54554	418.5972
WDR5|11091	984.8931	WDR5|11091	836.3322
WDR60|55112	194.9153	WDR60|55112	350.9146
WDR61|80349	777.4503	WDR61|80349	702.2604
WDR62|284403	260.5011	WDR62|284403	84.4954
lowly_expressed	lowly_expressed	WDR63|126820	5.6043
WDR66|144406	138.5409	WDR66|144406	46.1276
WDR67|93594	334.5615	WDR67|93594	187.5281
WDR6|11180	1703.6478	WDR6|11180	3723.1353
WDR70|55100	374.3552	WDR70|55100	479.8132
WDR72|256764	1717.3913	lowly_expressed	lowly_expressed
WDR73|84942	318.1909	WDR73|84942	347.1554
WDR74|54663	321.297	WDR74|54663	398.7666
WDR75|84128	874.7237	WDR75|84128	982.0436
WDR76|79968	355.5637	WDR76|79968	250.4686
WDR77|79084	854.8268	WDR77|79084	719.0732
WDR78|79819	45.3206	WDR78|79819	82.771
WDR7|23335	538.3198	WDR7|23335	769.9429
WDR81|124997	515.1069	WDR81|124997	1191.5578
WDR82|80335	2053.4267	WDR82|80335	4232.5305
WDR83|84292	57.4797	WDR83|84292	99.1528
WDR85|92715	183.8615	WDR85|92715	317.2889
lowly_expressed	lowly_expressed	WDR86|349136	69.4069
WDR88|126248	13.2646	WDR88|126248	6.0354
WDR89|112840	278.1872	WDR89|112840	477.6578
WDR8|49856	455.7848	WDR8|49856	330.2219
WDR90|197335	279.2926	WDR90|197335	331.9463
WDR91|29062	294.3994	WDR91|29062	631.9912
WDR92|116143	296.6102	WDR92|116143	222.8782
WDR93|56964	7.7377	WDR93|56964	15.5196
WDSUB1|151525	316.8755	WDSUB1|151525	215.1184
WDTC1|23038	1704.8637	WDTC1|23038	2045.9961
WDYHV1|55093	467.2071	WDYHV1|55093	178.0439
WEE1|7465	1259.3957	WEE1|7465	1932.1860000000001
WFDC1|58189	5.1584	WFDC1|58189	25.8659
WFDC2|10406	1952.4687	WFDC2|10406	1050.5884
WFDC3|140686	12.1592	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	WFDC5|149708	5.1732
lowly_expressed	lowly_expressed	WFIKKN1|117166	9.0531
WFS1|7466	627.8556	WFS1|7466	676.8255
WHAMML1|339005	26.1606	WHAMML1|339005	101.7394
WHAMML2|440253	33.8983	WHAMML2|440253	80.1844
WHAMM|123720	380.9875	WHAMM|123720	447.4808
WHSC1L1|54904	1092.115	WHSC1L1|54904	1444.6129
WHSC1|7468	3643.6993	WHSC1|7468	1820.1002
WHSC2|7469	401.9897	WHSC2|7469	569.913
WIBG|84305	234.7089	WIBG|84305	359.9677
WIF1|11197	259.3957	WIF1|11197	257.3661
WIPF1|7456	2057.4797	WIPF1|7456	4070.0062
WIPF2|147179	2332.7192	WIPF2|147179	1429.0934
WIPF3|644150	231.0243	WIPF3|644150	46.5587
WIPI1|55062	1099.4842	WIPI1|55062	563.4465
WIPI2|26100	725.8659	WIPI2|26100	1426.9379
WISP1|8840	197.4945	WISP1|8840	77.5978
WISP2|8839	148.4893	WISP2|8839	324.1865
lowly_expressed	lowly_expressed	WISP3|8838	31.9013
WIZ|58525	613.8541	WIZ|58525	953.16
WLS|79971	252.0265	WLS|79971	1699.3925
WNK1|65125	7164.7015	lowly_expressed	lowly_expressed
WNK2|65268	863.6846	WNK2|65268	874.3206
WNK3|65267	21.0022	WNK3|65267	37.0745
lowly_expressed	lowly_expressed	WNK4|65266	71.3167
WNT10A|80326	86.5881	WNT10A|80326	114.2412
lowly_expressed	lowly_expressed	WNT10B|7480	40.9544
WNT11|7481	25.4237	WNT11|7481	129.7608
lowly_expressed	lowly_expressed	WNT16|51384	9.9153
lowly_expressed	lowly_expressed	WNT1|7471	8.622
WNT2B|7482	22.8445	WNT2B|7482	15.9507
WNT2|7472	102.8003	WNT2|7472	109.9303
WNT3|7473	75.9027	WNT3|7473	34.919000000000004
WNT4|54361	190.4937	WNT4|54361	117.69
WNT5A|7474	918.5704	WNT5A|7474	743.6459
WNT5B|81029	39.4252	WNT5B|81029	180.6305
WNT6|7475	140.0147	WNT6|7475	19.3995
WNT7B|7477	475.3132	WNT7B|7477	281.9388
WNT9A|7483	57.4797	WNT9A|7483	16.8129
WRAP53|55135	94.3257	WRAP53|55135	162.5243
WRB|7485	449.1525	WRB|7485	356.0878
WRNIP1|56897	1353.7214	WRNIP1|56897	1016.1005
WRN|7486	593.9573	WRN|7486	588.4502
WSB1|26118	1967.2071	WSB1|26118	2935.7846
WSB2|55884	2676.1238	WSB2|55884	1368.7395
WSCD1|23302	10.3169	WSCD1|23302	95.704
WSCD2|9671	14.7384	WSCD2|9671	36.6434
WT1|7490	15.8438	lowly_expressed	lowly_expressed
WTAP|9589	1247.9735	WTAP|9589	2546.5021
WTIP|126374	43.4783	WTIP|126374	195.2879
WWC1|23286	515.1069	WWC1|23286	1117.4087
WWC2|80014	1500.0	WWC2|80014	503.9548
WWC3|55841	1709.6536	WWC3|55841	1272.6044
WWOX|51741	310.9801	WWOX|51741	196.5812
WWP1|11059	1610.5379999999998	WWP1|11059	1739.9158
WWP2|11060	4267.8703	WWP2|11060	1797.6831
WWTR1|25937	1130.6448	WWTR1|25937	828.3698
XAB2|56949	488.2093	XAB2|56949	945.4002
XAF1|54739	4264.5542	XAF1|54739	1331.665
XAGE1D|9503	193.07299999999998	lowly_expressed	lowly_expressed
XAGE2|9502	12.1592	lowly_expressed	lowly_expressed
XBP1|7494	3902.3581	XBP1|7494	10978.3685
XCL1|6375	32.4245	XCL1|6375	23.2793
XCL2|6846	43.8467	XCL2|6846	41.3855
lowly_expressed	lowly_expressed	XCR1|2829	45.6965
XDH|7498	269.7126	XDH|7498	711.7445
XG|7499	36.846	XG|7499	92.6863
XIAP|331	2382.4613	XIAP|331	1961.5007
XIRP1|165904	85.8511	XIRP1|165904	5.1732
XIST|7503	10180.7553	XIST|7503	22789.6075
XKR4|114786	11.4223	XKR4|114786	14.2263
lowly_expressed	lowly_expressed	XKR5|389610	12.5019
XKR6|286046	10.3169	lowly_expressed	lowly_expressed
XKR8|55113	175.7553	XKR8|55113	152.6091
XKR9|389668	8.843	lowly_expressed	lowly_expressed
XKRX|402415	66.6912	XKRX|402415	18.1062
XK|7504	371.0391	XK|7504	48.2831
XPA|7507	202.2845	XPA|7507	267.7125
XPC|7508	701.916	XPC|7508	1391.1566
XPNPEP1|7511	1158.4377	XPNPEP1|7511	1147.5857
XPNPEP2|7512	5.5269	XPNPEP2|7512	74.5801
XPNPEP3|63929	367.0155	XPNPEP3|63929	236.4277
XPO1|7514	6714.0752	XPO1|7514	4360.1358
XPO4|64328	638.9094	XPO4|64328	954.4533
XPO5|57510	2365.8806	XPO5|57510	1262.258
XPO6|23214	2423.3604	XPO6|23214	2293.8781
XPO7|23039	2174.65	XPO7|23039	1891.2316
XPOT|11260	2698.9683	XPOT|11260	1646.3673
XPR1|9213	3473.8394	XPR1|9213	1403.2274
XRCC1|7515	586.2196	XRCC1|7515	644.062
XRCC2|7516	85.8511	XRCC2|7516	83.6332
XRCC3|7517	168.3861	XRCC3|7517	239.6911
XRCC4|7518	131.9086	XRCC4|7518	118.5522
XRCC5|7520	8821.6654	XRCC5|7520	7574.4104
XRCC6BP1|91419	86.9565	XRCC6BP1|91419	109.0681
XRCC6|2547	7782.2402	XRCC6|2547	6070.3058
XRN1|54464	2584.3773	XRN1|54464	1707.5834
XRN2|22803	2882.4613	XRN2|22803	2640.0506
XRRA1|143570	420.9396	XRRA1|143570	298.2429
XYLB|9942	128.5925	XYLB|9942	95.2729
XYLT1|64131	379.1452	XYLT1|64131	1054.8994
XYLT2|64132	567.4282	XYLT2|64132	669.4968
YAF2|10138	203.0214	YAF2|10138	321.5999
YAP1|10413	3335.2985	YAP1|10413	3777.2899
YARS2|51067	190.4937	YARS2|51067	315.9956
YARS|8565	2409.7273	YARS|8565	1585.5823
YBX1|4904	4394.9889	YBX1|4904	5889.2442
YBX2|51087	29.1083	YBX2|51087	13.7952
YDJC|150223	211.1275	YDJC|150223	186.6659
YEATS2|55689	1726.1533	YEATS2|55689	1502.7379999999998
YEATS4|8089	382.4613	YEATS4|8089	285.8187
YES1|7525	3964.9963	YES1|7525	1684.7351
YIF1A|10897	868.8283	YIF1A|10897	537.1494
YIF1B|90522	410.5085	YIF1B|90522	346.1337
YIPF1|54432	621.5917	YIPF1|54432	660.0127
YIPF2|78992	522.4761	YIPF2|78992	573.3617
YIPF3|25844	1712.9698	YIPF3|25844	1584.7201
YIPF4|84272	1525.4237	YIPF4|84272	605.2631
YIPF5|81555	931.8349	YIPF5|81555	935.916
YIPF6|286451	955.7848	YIPF6|286451	238.8289
YJEFN3|374887	27.9993	YJEFN3|374887	80.7276
YKT6|10652	2124.1710000000003	YKT6|10652	1613.6038
YLPM1|56252	1563.7436	YLPM1|56252	2284.3939
YME1L1|10730	5605.0111	YME1L1|10730	3614.7656
YOD1|55432	757.8998	YOD1|55432	585.4325
YPEL1|29799	290.1658	YPEL1|29799	398.5338
YPEL2|388403	687.9145	YPEL2|388403	900.5659
YPEL3|83719	394.9889	YPEL3|83719	772.5295
lowly_expressed	lowly_expressed	YPEL4|219539	36.2123
YPEL5|51646	3133.7509	YPEL5|51646	2172.7392
YRDC|79693	447.3913	YRDC|79693	416.8728
YTHDC1|91746	1863.3014	YTHDC1|91746	1895.1114
YTHDC2|64848	1005.8954	YTHDC2|64848	1182.5047
YTHDF1|54915	2005.5269	YTHDF1|54915	1304.9368
YTHDF2|51441	2849.2999	YTHDF2|51441	2246.0261
YTHDF3|253943	2568.5335	YTHDF3|253943	2112.8165
YWHAB|7529	7755.7111	YWHAB|7529	7327.8217
YWHAE|7531	6609.0641	YWHAE|7531	7713.6554
YWHAG|7532	5040.1621	YWHAG|7532	4066.9885
YWHAH|7533	3653.2793	YWHAH|7533	2635.7396
YWHAQ|10971	10620.1179	YWHAQ|10971	7518.3675
YWHAZ|7534	21569.2704	YWHAZ|7534	17772.9207
YY1AP1|55249	2240.6043	YY1AP1|55249	1819.6691
YY1|7528	1450.9948	YY1|7528	1348.0467
YY2|404281	46.7354	YY2|404281	34.4922
ZADH2|284273	444.731	ZADH2|284273	929.4496
ZAK|51776	1579.9558	ZAK|51776	1863.6412
ZAP70|7535	127.8556	ZAP70|7535	719.5043
ZBED1|9189	1737.5534	ZBED1|9189	1543.3346
ZBED2|79413	38.6883	ZBED2|79413	87.08200000000001
ZBED3|84327	16.9492	ZBED3|84327	49.5764
ZBED4|9889	1130.0663	ZBED4|9889	895.3927
ZBED5|58486	964.6279	ZBED5|58486	1454.9593
ZBP1|81030	314.6647	ZBP1|81030	221.5849
ZBTB10|65986	1694.9153	ZBTB10|65986	728.1263
ZBTB11|27107	1021.3817	ZBTB11|27107	951.7805
ZBTB12|221527	61.5328	ZBTB12|221527	109.9303
lowly_expressed	lowly_expressed	ZBTB16|7704	51.7319
ZBTB17|7709	446.2049	ZBTB17|7709	431.5302
ZBTB1|22890	710.7589999999999	ZBTB1|22890	1519.0767
ZBTB20|26137	142.594	ZBTB20|26137	32.3324
ZBTB22|9278	634.4878	ZBTB22|9278	612.5918
ZBTB24|9841	295.1363	ZBTB24|9841	623.8003
ZBTB25|7597	93.7214	ZBTB25|7597	138.6544
ZBTB26|57684	121.2233	ZBTB26|57684	173.3018
ZBTB2|57621	449.1525	ZBTB2|57621	624.6625
ZBTB32|27033	14.3699	ZBTB32|27033	44.4032
ZBTB33|10009	1648.1209	ZBTB33|10009	1572.2183
ZBTB34|403341	458.7325	ZBTB34|403341	494.9017
ZBTB37|84614	82.535	ZBTB37|84614	59.4917
ZBTB38|253461	3263.4488	ZBTB38|253461	3097.0156
ZBTB39|9880	168.0177	ZBTB39|9880	408.2508
ZBTB3|79842	87.325	ZBTB3|79842	116.3967
ZBTB40|9923	1142.2255	ZBTB40|9923	1381.6725
ZBTB41|360023	1905.3058	ZBTB41|360023	1040.6731
ZBTB42|100128927	193.4414	ZBTB42|100128927	268.5747
ZBTB43|23099	637.4355	ZBTB43|23099	561.7221
ZBTB44|29068	1670.2284	ZBTB44|29068	2209.3827
ZBTB45|84878	172.4392	ZBTB45|84878	177.1817
ZBTB46|140685	460.5748	ZBTB46|140685	318.5822
ZBTB47|92999	102.4318	ZBTB47|92999	429.3747
ZBTB48|3104	242.4466	ZBTB48|3104	373.3318
ZBTB49|166793	99.4842	ZBTB49|166793	125.8809
ZBTB4|57659	1377.3029	ZBTB4|57659	2785.7621
ZBTB5|9925	660.6485	ZBTB5|9925	745.8014
ZBTB6|10773	589.9042	ZBTB6|10773	588.0191
ZBTB7A|51341	600.5895	ZBTB7A|51341	763.4764
ZBTB7B|51043	1599.4842	ZBTB7B|51043	1283.3819
ZBTB7C|201501	26.8976	ZBTB7C|201501	377.6428
ZBTB8A|653121	306.927	ZBTB8A|653121	360.8299
ZBTB8B|728116	12.8961	lowly_expressed	lowly_expressed
ZBTB8OS|339487	212.2329	ZBTB8OS|339487	138.8139
ZBTB9|221504	233.2351	ZBTB9|221504	299.1827
ZC3H10|84872	93.9573	ZC3H10|84872	203.4788
ZC3H11A|9877	6561.5328	ZC3H11A|9877	5412.8797
ZC3H12A|80149	164.3331	ZC3H12A|80149	489.7285
ZC3H12B|340554	8.843	ZC3H12B|340554	73.2868
ZC3H12C|85463	1063.7436	ZC3H12C|85463	434.5478
ZC3H12D|340152	33.1614	ZC3H12D|340152	123.7254
ZC3H13|23091	1896.8312	ZC3H13|23091	2314.1397
ZC3H14|79882	866.6175	ZC3H14|79882	1196.2999
ZC3H15|55854	1821.297	ZC3H15|55854	1360.9797
ZC3H18|124245	1321.6654	ZC3H18|124245	887.2019
ZC3H3|23144	540.1621	ZC3H3|23144	359.1055
ZC3H4|23211	1036.4775	ZC3H4|23211	1086.8007
ZC3H6|376940	331.6139	ZC3H6|376940	649.6663
ZC3H7A|29066	1125.6448	ZC3H7A|29066	1216.1304
ZC3H7B|23264	3348.1945	ZC3H7B|23264	3125.8992
ZC3H8|84524	116.0648	ZC3H8|84524	134.934
ZC3HAV1L|92092	51.2159	ZC3HAV1L|92092	69.4069
ZC3HAV1|56829	1526.8976	ZC3HAV1|56829	1783.4568
ZC3HC1|51530	197.4945	ZC3HC1|51530	302.6315
ZC4H2|55906	26.5291	ZC4H2|55906	230.638
ZCCHC10|54819	244.6573	ZCCHC10|54819	327.2042
ZCCHC11|23318	1239.8674	ZCCHC11|23318	1454.5282
lowly_expressed	lowly_expressed	ZCCHC12|170261	7.3287
ZCCHC14|23174	1830.5085	ZCCHC14|23174	1157.0699
ZCCHC17|51538	575.9027	ZCCHC17|51538	603.5387
ZCCHC18|644353	5.5269	ZCCHC18|644353	53.4563
ZCCHC24|219654	226.9713	ZCCHC24|219654	1479.5320000000002
ZCCHC2|54877	650.0847	ZCCHC2|54877	639.3113
ZCCHC3|85364	443.9941	ZCCHC3|85364	558.7044
ZCCHC4|29063	264.9226	ZCCHC4|29063	204.34099999999998
lowly_expressed	lowly_expressed	ZCCHC5|203430	9.4842
ZCCHC6|79670	1675.0184	ZCCHC6|79670	1451.9416
ZCCHC7|84186	312.4539	ZCCHC7|84186	665.1858
ZCCHC8|55596	502.9477	ZCCHC8|55596	532.8384
ZCCHC9|84240	264.1857	ZCCHC9|84240	281.5077
ZCRB1|85437	748.3419	ZCRB1|85437	796.24
ZCWPW1|55063	161.0169	ZCWPW1|55063	153.9024
ZCWPW2|152098	28.7399	ZCWPW2|152098	15.9507
ZDBF2|57683	51.2159	ZDBF2|57683	380.2294
lowly_expressed	lowly_expressed	ZDHHC11|79844	44.4032
ZDHHC12|84885	501.4738	ZDHHC12|84885	340.9994
ZDHHC13|54503	1029.4768	ZDHHC13|54503	397.4733
ZDHHC14|79683	131.9086	ZDHHC14|79683	219.4294
ZDHHC15|158866	128.5925	ZDHHC15|158866	78.8911
ZDHHC16|84287	347.4576	ZDHHC16|84287	423.7704
ZDHHC17|23390	1001.8423	ZDHHC17|23390	1023.8603
ZDHHC18|84243	1128.224	ZDHHC18|84243	967.3863
ZDHHC1|29800	182.3876	ZDHHC1|29800	102.1705
ZDHHC20|253832	474.9447	ZDHHC20|253832	299.6138
ZDHHC21|340481	171.7023	ZDHHC21|340481	254.3484
ZDHHC23|254887	352.9845	ZDHHC23|254887	242.2777
ZDHHC24|254359	169.1231	ZDHHC24|254359	147.86700000000002
ZDHHC2|51201	110.538	ZDHHC2|51201	588.4502
ZDHHC3|51304	728.0766	ZDHHC3|51304	1455.3904
ZDHHC4|55146	344.8784	ZDHHC4|55146	541.4604
ZDHHC5|25921	3747.9735	ZDHHC5|25921	2252.0615
ZDHHC6|64429	704.8637	ZDHHC6|64429	778.0562
ZDHHC7|55625	1920.4127	ZDHHC7|55625	1351.4955
ZDHHC8P1|150244	34.6352	ZDHHC8P1|150244	32.3324
ZDHHC8|29801	373.9867	ZDHHC8|29801	500.0749
ZDHHC9|51114	1022.1076	ZDHHC9|51114	849.2651
ZEB1|6935	653.9057	ZEB1|6935	1085.0763
ZEB2|9839	659.9116	ZEB2|9839	1711.0321
ZER1|10444	1258.2903	ZER1|10444	1384.2591
ZFAND1|79752	552.3213	ZFAND1|79752	665.1858
ZFAND2A|90637	107.2218	ZFAND2A|90637	143.556
ZFAND2B|130617	453.5741	ZFAND2B|130617	381.0916
ZFAND3|60685	2113.8541	ZFAND3|60685	1414.8671
ZFAND5|7763	3735.8143	ZFAND5|7763	6953.6278
ZFAND6|54469	1914.1489	ZFAND6|54469	1357.5309
ZFAT|57623	284.8931	ZFAT|57623	334.1018
ZFC3H1|196441	900.8843	ZFC3H1|196441	1627.83
ZFHX3|463	1531.6175	ZFHX3|463	676.7134
ZFHX4|79776	83.2719	ZFHX4|79776	250.0375
ZFP106|64397	1283.7141	ZFP106|64397	3025.4532
ZFP112|7771	120.4864	ZFP112|7771	170.7152
ZFP14|57677	217.0228	ZFP14|57677	343.1548
ZFP161|7541	424.8342	ZFP161|7541	599.2277
ZFP1|162239	563.0066	ZFP1|162239	312.5468
ZFP28|140612	281.1349	ZFP28|140612	251.3307
lowly_expressed	lowly_expressed	ZFP2|80108	64.6649
ZFP30|22835	383.9352	ZFP30|22835	300.0449
ZFP36L1|677	3213.7067	ZFP36L1|677	12614.8205
ZFP36L2|678	2503.3161	ZFP36L2|678	18798.0743
ZFP36|7538	1551.2159	ZFP36|7538	13342.9468
ZFP37|7539	23.9499	ZFP37|7539	149.5914
ZFP3|124961	183.1245	ZFP3|124961	458.2583
ZFP41|286128	242.7377	ZFP41|286128	270.9156
lowly_expressed	lowly_expressed	ZFP42|132625	6.0354
ZFP57|346171	132.6455	ZFP57|346171	21.9861
ZFP62|643836	436.9934	ZFP62|643836	819.0882
ZFP64|55734	463.5225	ZFP64|55734	334.1018
ZFP82|284406	144.8047	ZFP82|284406	160.7999
ZFP90|146198	1153.6478	ZFP90|146198	972.9906
ZFP91|80829	3939.2041	ZFP91|80829	2549.9509
ZFPL1|7542	343.773	ZFPL1|7542	335.8262
ZFPM1|161882	68.902	ZFPM1|161882	63.3716
ZFPM2|23414	59.321999999999996	ZFPM2|23414	134.5029
ZFR|51663	3976.4186	ZFR|51663	2492.1836
ZFX|7543	1403.4635	ZFX|7543	1237.2543
ZFYVE16|9765	1072.955	ZFYVE16|9765	1177.7626
ZFYVE19|84936	425.9396	ZFYVE19|84936	338.4128
ZFYVE1|53349	309.8747	ZFYVE1|53349	652.2529
ZFYVE20|64145	388.3567	ZFYVE20|64145	818.2260000000001
ZFYVE21|79038	276.3449	ZFYVE21|79038	705.2781
ZFYVE26|23503	763.4488	ZFYVE26|23503	1348.4778
ZFYVE27|118813	313.5593	ZFYVE27|118813	649.2352
ZFYVE28|57732	85.4827	ZFYVE28|57732	234.0868
ZFYVE9|9372	645.1732	ZFYVE9|9372	642.3376
ZG16B|124220	326.4554	ZG16B|124220	803.9997
lowly_expressed	lowly_expressed	ZGLP1|100125288	19.5935
ZGPAT|84619	476.6139	ZGPAT|84619	478.3044
ZHX1|11244	4026.1459	ZHX1|11244	1068.6946
ZHX2|22882	1573.3235	ZHX2|22882	1612.7416
ZHX3|23051	495.21	ZHX3|23051	865.2158
ZIC1|7545	551.5844	ZIC1|7545	44.8343
lowly_expressed	lowly_expressed	ZIC2|7546	7.3287
ZIC4|84107	135.5932	ZIC4|84107	17.244
ZIK1|284307	24.6868	ZIK1|284307	190.9769
ZKSCAN1|7586	3462.4171	ZKSCAN1|7586	1531.6949
ZKSCAN2|342357	334.1931	ZKSCAN2|342357	247.0198
ZKSCAN3|80317	120.8548	ZKSCAN3|80317	112.948
ZKSCAN4|387032	124.9079	ZKSCAN4|387032	166.4042
ZKSCAN5|23660	414.5173	ZKSCAN5|23660	409.9752
ZMAT1|84460	467.2071	ZMAT1|84460	860.9048
ZMAT2|153527	950.6264	ZMAT2|153527	1410.9872
ZMAT3|64393	158.0693	ZMAT3|64393	277.6278
ZMAT5|55954	219.8268	ZMAT5|55954	147.2289
ZMIZ1|57178	1838.6146	ZMIZ1|57178	4396.7793
ZMIZ2|83637	4402.7266	ZMIZ2|83637	2741.3589
ZMPSTE24|10269	2330.5085	ZMPSTE24|10269	1425.2135
ZMYM1|79830	533.8983	ZMYM1|79830	440.5832
ZMYM2|7750	1805.8217	ZMYM2|7750	2118.8519
ZMYM3|9203	1068.5335	ZMYM3|9203	1129.0484
ZMYM4|9202	2886.8828	ZMYM4|9202	2213.6936
ZMYM5|9205	236.5512	ZMYM5|9205	360.8299
ZMYM6|9204	585.2358	ZMYM6|9204	654.4558
lowly_expressed	lowly_expressed	ZMYND10|51364	9.0531
ZMYND11|10771	4018.423	ZMYND11|10771	2541.3289
ZMYND12|84217	26.5291	ZMYND12|84217	22.8482
ZMYND15|84225	74.0604	ZMYND15|84225	112.948
ZMYND17|118490	25.4237	ZMYND17|118490	136.6584
ZMYND19|116225	239.1304	ZMYND19|116225	219.4294
ZMYND8|23613	1032.056	ZMYND8|23613	922.552
ZNF100|163227	110.9064	ZNF100|163227	371.1763
ZNF101|94039	119.381	ZNF101|94039	306.0803
ZNF107|51427	776.3449	ZNF107|51427	674.2389
ZNF10|7556	211.1275	ZNF10|7556	368.5897
ZNF114|163071	5.5269	ZNF114|163071	18.1062
ZNF117|51351	737.7966	ZNF117|51351	886.6328
ZNF121|7675	124.5394	ZNF121|7675	173.3018
ZNF124|7678	140.7517	ZNF124|7678	120.2766
ZNF12|7559	442.8887	ZNF12|7559	1022.1359
ZNF131|7690	753.1319	ZNF131|7690	663.8925
ZNF132|7691	40.899	ZNF132|7691	147.4359
