gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
ALPL|249	45.2436	ALPL|249	574.5554
ALS2CL|259173	27.5522	ALS2CL|259173	221.6142
lowly_expressed	lowly_expressed	ALS2CR11|151254	17.4419
ALS2CR4|65062	639.5012	ALS2CR4|65062	1150.4788
ALS2CR8|79800	68.1555	ALS2CR8|79800	225.0342
ALS2|57679	707.3666	ALS2|57679	767.7839
ALX3|257	8.4107	ALX3|257	16.7579
lowly_expressed	lowly_expressed	ALX4|60529	7.5239
AMACR|23600	396.1717	AMACR|23600	279.4118
AMBRA1|55626	1223.6079	AMBRA1|55626	674.4186
AMD1|262	2098.3179	AMD1|262	1625.4036
AMDHD1|144193	36.5429	AMDHD1|144193	18.4679
AMDHD2|51005	172.2245	AMDHD2|51005	104.7538
AMFR|267	2026.1021	AMFR|267	3411.4227
AMH|268	24.941999999999997	lowly_expressed	lowly_expressed
AMICA1|120425	11.0209	AMICA1|120425	192.5445
AMIGO1|57463	85.2668	AMIGO1|57463	161.7647
AMIGO2|347902	360.7889	AMIGO2|347902	1475.0342
AMIGO3|386724	216.6473	AMIGO3|386724	41.3817
AMMECR1L|83607	1212.587	AMMECR1L|83607	1023.2558
AMMECR1|9949	1321.6357	AMMECR1|9949	295.8276
AMN1|196394	91.0673	AMN1|196394	266.7579
AMOTL1|154810	232.0186	AMOTL1|154810	2141.2449
AMOTL2|51421	1156.6125	AMOTL2|51421	5774.9658
AMOT|154796	1020.5916	AMOT|154796	882.3529
lowly_expressed	lowly_expressed	AMPD1|270	56.0876
AMPD2|271	871.2297	AMPD2|271	394.3228
AMPD3|272	294.0835	AMPD3|272	262.6539
AMPH|273	156.3225	AMPH|273	65.6635
AMT|275	26.1021	AMT|275	165.1847
lowly_expressed	lowly_expressed	AMY1A|276	19.4938
AMY2B|280	15.5423	AMY2B|280	397.712
AMZ1|155185	148.7819	AMZ1|155185	5.814
AMZ2P1|201283	193.1555	AMZ2P1|201283	282.8317
AMZ2|51321	1346.5777	AMZ2|51321	1497.264
ANAPC10|10393	84.1067	ANAPC10|10393	157.6607
ANAPC11|51529	946.6357	ANAPC11|51529	520.1778
ANAPC13|25847	1137.2187	ANAPC13|25847	1461.9973
ANAPC16|119504	1776.1021	ANAPC16|119504	2873.461
ANAPC1|64682	1234.0487	ANAPC1|64682	782.1477
ANAPC2|29882	310.3248	ANAPC2|29882	392.2709
ANAPC4|29945	411.8329	ANAPC4|29945	613.8851
ANAPC5|51433	3837.297	ANAPC5|51433	2481.1902
ANAPC7|51434	1885.7309	ANAPC7|51434	807.7975
ANGEL1|23357	275.232	ANGEL1|23357	551.9836
ANGEL2|90806	533.6427	ANGEL2|90806	808.8235
ANGPT1|284	55.9745	ANGPT1|284	1146.7168
ANGPT2|285	223.0278	ANGPT2|285	347.4692
lowly_expressed	lowly_expressed	ANGPT4|51378	54.0356
ANGPTL1|9068	48.4339	ANGPTL1|9068	442.2025
ANGPTL2|23452	1832.6566	ANGPTL2|23452	7194.5964
ANGPTL4|51129	41.4733	ANGPTL4|51129	2213.4063
lowly_expressed	lowly_expressed	ANGPTL5|253935	16.4159
lowly_expressed	lowly_expressed	ANGPTL7|10218	211.6963
ANG|283	425.8904	ANG|283	690.7627
ANK1|286	13.9211	ANK1|286	28.3858
ANK2|287	175.174	ANK2|287	1156.9767
ANK3|288	262.471	ANK3|288	1243.1601
ANKAR|150709	20.3016	ANKAR|150709	41.3817
ANKDD1A|348094	51.3341	ANKDD1A|348094	247.94799999999998
ANKFY1|51479	1362.239	ANKFY1|51479	2231.1902
ANKHD1-EIF4EBP3|404734	1148.4484	ANKHD1-EIF4EBP3|404734	858.3789
ANKHD1|54882	5324.1647	ANKHD1|54882	2474.6614
ANKH|56172	1649.0719	ANKH|56172	2205.8824
ANKIB1|54467	2465.1972	ANKIB1|54467	1560.8755
lowly_expressed	lowly_expressed	ANKK1|255239	20.5198
ANKLE1|126549	7.9118	ANKLE1|126549	7.1819
ANKLE2|23141	2812.355	ANKLE2|23141	1716.8263
ANKMY1|51281	359.6288	ANKMY1|51281	199.7264
ANKMY2|57037	457.9466	ANKMY2|57037	692.5445
ANKRA2|57763	121.2297	ANKRA2|57763	438.0985
ANKRD10|55608	533.4426	ANKRD10|55608	1309.1655
ANKRD11|29123	1799.3706	lowly_expressed	lowly_expressed
ANKRD12|23253	1450.9861	ANKRD12|23253	1852.2572
ANKRD13A|88455	1234.0487	ANKRD13A|88455	1354.3092
ANKRD13B|124930	81.7865	ANKRD13B|124930	59.5075
ANKRD13C|81573	864.2691	ANKRD13C|81573	727.0862
ANKRD13D|338692	551.6241	ANKRD13D|338692	277.3598
ANKRD16|54522	237.7929	ANKRD16|54522	136.7134
ANKRD17|26057	4160.0928	ANKRD17|26057	2694.2544
ANKRD19|138649	17.6914	ANKRD19|138649	17.7839
ANKRD1|27063	7.2506	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	14.0219
lowly_expressed	lowly_expressed	ANKRD20B|729171	8.5499
ANKRD22|118932	187.645	ANKRD22|118932	35.5677
ANKRD23|200539	22.0418	ANKRD23|200539	18.1259
lowly_expressed	lowly_expressed	ANKRD24|170961	12.9959
ANKRD26|22852	579.4664	ANKRD26|22852	227.4282
ANKRD27|84079	1052.2042	ANKRD27|84079	753.762
ANKRD28|23243	2342.8074	ANKRD28|23243	1544.1176
ANKRD29|147463	12.761	ANKRD29|147463	339.2613
ANKRD30A|91074	1296.1137	ANKRD30A|91074	631.3269
ANKRD30B|374860	41.1833	ANKRD30B|374860	34.5417
ANKRD32|84250	250.8701	ANKRD32|84250	156.2927
ANKRD34A|284615	13.6311	ANKRD34A|284615	13.6799
ANKRD35|148741	23.2019	ANKRD35|148741	107.0451
ANKRD36BP1|84832	72.2158	ANKRD36BP1|84832	137.1409
ANKRD36B|57730	36.8329	ANKRD36B|57730	28.0438
ANKRD36|375248	145.0116	ANKRD36|375248	262.9959
ANKRD37|353322	83.1148	ANKRD37|353322	218.632
ANKRD39|51239	195.1856	ANKRD39|51239	100.2052
ANKRD40|91369	805.9745	ANKRD40|91369	3451.4364
ANKRD42|338699	572.7958	ANKRD42|338699	300.2736
ANKRD43|134548	60.3248	ANKRD43|134548	142.9549
ANKRD44|91526	131.0905	ANKRD44|91526	85.8413
ANKRD46|157567	1139.0168	ANKRD46|157567	771.5458
ANKRD49|54851	315.5452	ANKRD49|54851	376.539
ANKRD50|57182	952.1462	ANKRD50|57182	1124.487
ANKRD52|283373	2092.8074	ANKRD52|283373	851.2312
lowly_expressed	lowly_expressed	ANKRD53|79998	130.30100000000002
ANKRD54|129138	432.1346	ANKRD54|129138	290.6977
ANKRD55|79722	28.1323	ANKRD55|79722	5.814
ANKRD56|345079	49.0139	ANKRD56|345079	77.2914
ANKRD57|65124	274.942	ANKRD57|65124	792.0657
ANKRD58|347454	11.3109	lowly_expressed	lowly_expressed
ANKRD5|63926	192.5754	ANKRD5|63926	317.0315
ANKRD6|22881	81.3921	ANKRD6|22881	248.7483
ANKRD9|122416	30.1624	ANKRD9|122416	45.8276
ANKS1A|23294	1407.1926	ANKS1A|23294	1230.1642
ANKS1B|56899	174.3039	ANKS1B|56899	71.4774
ANKS3|124401	218.6775	ANKS3|124401	125.171
ANKS6|203286	34.5128	ANKS6|203286	306.7715
ANKZF1|55139	715.1972	ANKZF1|55139	399.7948
ANLN|54443	1132.5406	ANLN|54443	24.6238
ANO10|55129	770.5916	ANO10|55129	1104.9932
ANO1|55107	752.9002	ANO1|55107	3675.7866
ANO2|57101	6.9606	ANO2|57101	73.1874
lowly_expressed	lowly_expressed	ANO3|63982	54.0356
ANO5|203859	7.5406	ANO5|203859	110.4651
ANO6|196527	2519.7216	ANO6|196527	9924.0766
ANO7|50636	33.6427	ANO7|50636	8.5499
ANO8|57719	219.5476	ANO8|57719	206.5663
ANO9|338440	144.7216	ANO9|338440	66.3475
ANP32A|8125	3292.9234	ANP32A|8125	2310.5335
ANP32B|10541	3167.6334	ANP32B|10541	2374.145
ANP32E|81611	1162.703	ANP32E|81611	987.3461
ANPEP|290	621.8097	ANPEP|290	5411.0807
ANTXR1|84168	6816.9954	ANTXR1|84168	4103.2832
ANTXR2|118429	831.2065	ANTXR2|118429	4371.067
ANUBL1|93550	141.2413	ANUBL1|93550	292.7497
ANXA11|311	2860.7889	ANXA11|311	4210.6703
ANXA1|301	2105.5684	ANXA1|301	17636.1149
ANXA2P1|303	136.891	ANXA2P1|303	97.4692
ANXA2P2|304	9871.5197	ANXA2P2|304	5633.0369
ANXA2P3|305	6.6705	lowly_expressed	lowly_expressed
ANXA2|302	27831.4965	ANXA2|302	17617.6471
ANXA3|306	73.0858	ANXA3|306	1871.751
ANXA4|307	1113.9791	ANXA4|307	1356.0192
ANXA5|308	2595.9977	ANXA5|308	13700.7524
ANXA6|309	4033.3527	ANXA6|309	8029.4118
ANXA7|310	4175.464	ANXA7|310	3711.3543
lowly_expressed	lowly_expressed	ANXA8L2|244	43.7756
lowly_expressed	lowly_expressed	ANXA8|653145	119.35700000000001
ANXA9|8416	565.8353	ANXA9|8416	119.35700000000001
AOAH|313	79.7564	AOAH|313	124.829
AOC2|314	21.4617	AOC2|314	101.5732
AOC3|8639	360.4988	AOC3|8639	26520.5198
AOX1|316	1011.0209	AOX1|316	645.0068
AP1AR|55435	750.8701	AP1AR|55435	643.9808
AP1B1|162	2721.8677	AP1B1|162	1604.3092
AP1G1|164	2179.2343	AP1G1|164	2172.0246
AP1G2|8906	805.3509	AP1G2|8906	738.0848
AP1M1|8907	1004.0603	AP1M1|8907	1288.3037
AP1M2|10053	2537.123	AP1M2|10053	639.1929
AP1S1|1174	1258.1206	AP1S1|1174	329.6854
AP1S2|8905	349.478	AP1S2|8905	678.5226
AP1S3|130340	190.5452	AP1S3|130340	87.2093
AP2A1|160	1273.4484	AP2A1|160	1376.6074
AP2A2|161	1537.703	AP2A2|161	1616.9631
AP2B1|163	6722.1578	AP2B1|163	7029.7538
AP2M1|1173	11653.7123	AP2M1|1173	5130.643
AP2S1|1175	1778.1323	AP2S1|1175	717.5103
AP3B1|8546	919.6636	AP3B1|8546	1469.5622
AP3B2|8120	33.6427	AP3B2|8120	94.3912
AP3D1|8943	6284.5128	AP3D1|8943	2054.7196
AP3M1|26985	1837.5870000000002	AP3M1|26985	1613.8851
AP3M2|10947	691.7053	AP3M2|10947	421.6826
AP3S1|1176	595.1276	AP3S1|1176	1204.5144
AP3S2|10239	3470.0725	AP3S2|10239	2239.5759
AP4B1|10717	435.8962	AP4B1|10717	344.6033
AP4E1|23431	339.6172	AP4E1|23431	390.5609
AP4M1|9179	403.5296	AP4M1|9179	293.4918
AP4S1|11154	91.3573	AP4S1|11154	73.5294
APAF1|317	489.8492	APAF1|317	571.8194
APBA1|320	89.9072	APBA1|320	284.1997
APBA2|321	61.4849	APBA2|321	22.9138
APBA3|9546	175.7541	APBA3|9546	83.1053
APBB1IP|54518	232.0186	APBB1IP|54518	1335.1573
APBB1|322	321.6357	APBB1|322	563.2695
APBB2|323	3575.116	APBB2|323	3745.554
APBB3|10307	215.1972	APBB3|10307	205.5404
APC2|10297	21.9635	lowly_expressed	lowly_expressed
APCDD1L|164284	49.593999999999994	APCDD1L|164284	57.7975
APCDD1|147495	151.1021	APCDD1|147495	2126.197
APC|324	926.0441	APC|324	1331.3953
APEH|327	5710.5568	APEH|327	1185.7045
APEX1|328	3765.0812	APEX1|328	2299.5896
APEX2|27301	455.9165	APEX2|27301	367.6471
APH1A|51107	4857.8886	APH1A|51107	3660.0547
APH1B|83464	564.9652	APH1B|83464	872.7769999999999
API5|8539	3067.5754	API5|8539	2757.1819
APIP|51074	424.6143	APIP|51074	781.9699
APITD1|378708	109.6723	APITD1|378708	129.3844
APLF|200558	35.9629	APLF|200558	123.803
APLNR|187	296.4037	APLNR|187	893.2969
APLN|8862	113.109	APLN|8862	38.9877
APLP1|333	291.7633	APLP1|333	23.2558
APLP2|334	8955.3364	APLP2|334	18512.3119
APOA1BP|128240	1616.2993	APOA1BP|128240	1158.3447
APOB48R|55911	132.5406	APOB48R|55911	43.0917
APOBEC3A|200315	103.5383	APOBEC3A|200315	16.4159
APOBEC3B|9582	220.4176	APOBEC3B|9582	18.1259
APOBEC3C|27350	83.2367	APOBEC3C|27350	309.1655
APOBEC3D|140564	20.3016	APOBEC3D|140564	76.2654
APOBEC3F|200316	98.6079	APOBEC3F|200316	169.2886
APOBEC3G|60489	116.0093	APOBEC3G|60489	190.1505
APOBEC4|403314	6.0905	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	689.8085
APOC1|341	605.8585	APOC1|341	410.7387
APOC2|344	81.7865	APOC2|344	28.3858
APOD|347	479.9884	APOD|347	25759.2339
APOE|348	1939.0951	APOE|348	948.0164
APOL1|8542	1905.4524	APOL1|8542	952.4624
APOL2|23780	1203.5963	APOL2|23780	543.7756
APOL3|80833	1250.29	APOL3|80833	1222.6402
APOL4|80832	131.3805	APOL4|80832	313.2695
APOL6|80830	2801.0441	APOL6|80830	3852.2572
APOLD1|81575	344.5476	APOLD1|81575	2604.3092
APOM|55937	40.3132	APOM|55937	67.3735
APOOL|139322	257.8306	APOOL|139322	191.5185
APOO|79135	469.8376	APOO|79135	195.9644
APPBP2|10513	1211.7169	APPBP2|10513	1888.8509
APPL1|26060	2864.5592	APPL1|26060	2068.3995
APPL2|55198	851.2181	APPL2|55198	2116.9631
APP|351	26634.2807	APP|351	23981.5321
APRT|353	1420.5336	APRT|353	729.1382
APTX|54840	368.6195	APTX|54840	473.6662
AQP11|282679	21.7517	AQP11|282679	34.8837
AQP1|358	1940.1653	AQP1|358	14647.6197
AQP3|360	42.9234	AQP3|360	190.4925
AQP4|361	8.9907	AQP4|361	23.2558
AQP5|362	1229.9884	AQP5|362	7.8659
AQP6|363	74.2459	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	216.4843
lowly_expressed	lowly_expressed	AQP7P3|441432	29.7538
lowly_expressed	lowly_expressed	AQP7|364	3744.1859999999997
AQP9|366	254.9304	AQP9|366	38.6457
AQPEP|206338	6.0905	AQPEP|206338	861.7818
AQR|9716	2214.9072	AQR|9716	1185.0205
ARAF|369	1160.9629	ARAF|369	1266.7579
ARAP1|116985	994.1879	ARAP1|116985	1390.1881
ARAP2|116984	644.4316	ARAP2|116984	308.4815
ARAP3|64411	139.2111	ARAP3|64411	600.8892
ARCN1|372	6830.6265	ARCN1|372	4899.7948
ARC|23237	31.3225	ARC|23237	159.7127
AREG|374	122.9698	AREG|374	794.1176
ARF1|375	13898.2019	ARF1|375	7269.1518
ARF3|377	10517.1114	ARF3|377	3808.8235
ARF4|378	13401.1021	ARF4|378	4462.3803
ARF5|381	2852.6508	ARF5|381	1563.9261
ARF6|382	2914.1531	ARF6|382	3129.9590000000003
ARFGAP1|55738	1753.7703	ARFGAP1|55738	462.0383
ARFGAP2|84364	2077.1462	ARFGAP2|84364	1671.3406
ARFGAP3|26286	1277.5522	ARFGAP3|26286	1128.5910000000001
ARFGEF1|10565	2912.413	ARFGEF1|10565	1955.6053
ARFGEF2|10564	3050.1740000000004	ARFGEF2|10564	2336.5253
ARFIP1|27236	626.1601	ARFIP1|27236	1332.4213
ARFIP2|23647	3191.7053	ARFIP2|23647	974.3502
ARFRP1|10139	410.9629	ARFRP1|10139	210.3283
ARG2|384	321.4211	ARG2|384	271.816
ARGLU1|55082	673.1439	ARGLU1|55082	2318.0575
ARHGAP10|79658	109.6288	ARHGAP10|79658	1324.8974
ARHGAP11A|9824	959.3968	ARHGAP11A|9824	58.4815
ARHGAP11B|89839	76.4211	lowly_expressed	lowly_expressed
ARHGAP12|94134	849.1879	ARHGAP12|94134	1326.2654
ARHGAP15|55843	37.413000000000004	ARHGAP15|55843	77.9754
ARHGAP17|55114	1553.0742	ARHGAP17|55114	1503.7620000000002
ARHGAP18|93663	1079.4664	ARHGAP18|93663	712.3803
ARHGAP19|84986	331.7865	ARHGAP19|84986	948.3584
ARHGAP1|392	3288.2831	ARHGAP1|392	3769.8358
ARHGAP20|57569	19.7216	ARHGAP20|57569	576.9494
ARHGAP21|57584	2465.1972	ARHGAP21|57584	4763.3379
ARHGAP22|58504	35.0928	ARHGAP22|58504	20.1778
ARHGAP23|57636	198.0858	ARHGAP23|57636	702.8044
ARHGAP24|83478	145.0116	ARHGAP24|83478	641.2449
ARHGAP25|9938	191.7053	ARHGAP25|9938	349.1792
ARHGAP26|23092	889.2111	ARHGAP26|23092	786.5937
ARHGAP27|201176	217.5174	ARHGAP27|201176	351.5732
ARHGAP28|79822	168.2135	ARHGAP28|79822	225.3762
ARHGAP29|9411	5462.5869999999995	ARHGAP29|9411	5032.4897
ARHGAP30|257106	295.5336	ARHGAP30|257106	344.3912
ARHGAP31|57514	579.1763	ARHGAP31|57514	2268.8098
ARHGAP32|9743	1470.7077	ARHGAP32|9743	1451.0944
ARHGAP33|115703	193.1555	ARHGAP33|115703	100.8892
lowly_expressed	lowly_expressed	ARHGAP36|158763	236.3201
ARHGAP39|80728	336.4269	ARHGAP39|80728	110.1231
ARHGAP42|143872	85.8469	ARHGAP42|143872	328.6594
ARHGAP4|393	203.5963	ARHGAP4|393	170.6566
ARHGAP5|394	1413.2831	ARHGAP5|394	2594.7332
ARHGAP6|395	47.8538	ARHGAP6|395	162.4487
ARHGAP8|23779	305.58	ARHGAP8|23779	283.6081
ARHGAP9|64333	51.9142	ARHGAP9|64333	67.7155
ARHGDIA|396	6826.2761	ARHGDIA|396	3157.6607
ARHGDIB|397	2336.7169	ARHGDIB|397	4085.1573
ARHGDIG|398	10.7686	lowly_expressed	lowly_expressed
ARHGEF10L|55160	279.5824	ARHGEF10L|55160	664.5007
ARHGEF10|9639	499.1299	ARHGEF10|9639	1197.3324
ARHGEF11|9826	1066.9954	ARHGEF11|9826	1354.6512
ARHGEF12|23365	4752.6102	ARHGEF12|23365	6181.2585
ARHGEF15|22899	128.4803	ARHGEF15|22899	1014.3639
ARHGEF16|27237	241.0093	ARHGEF16|27237	138.8509
ARHGEF17|9828	995.9397	ARHGEF17|9828	1479.8222
ARHGEF18|23370	966.0673	ARHGEF18|23370	507.8659
ARHGEF19|128272	186.1949	ARHGEF19|128272	181.6005
ARHGEF1|9138	507.5406	ARHGEF1|9138	698.0164
ARHGEF2|9181	1812.935	ARHGEF2|9181	1750.684
lowly_expressed	lowly_expressed	ARHGEF33|100271715	7.5239
ARHGEF35|445328	315.8353	ARHGEF35|445328	311.5595
ARHGEF37|389337	479.6984	ARHGEF37|389337	1117.9891
ARHGEF38|54848	25.522	ARHGEF38|54848	38.9877
ARHGEF3|50650	1332.9466	ARHGEF3|50650	1143.9808
ARHGEF4|50649	14.2111	ARHGEF4|50649	179.8906
ARHGEF5|7984	273.2019	ARHGEF5|7984	323.1874
ARHGEF6|9459	1531.9026	ARHGEF6|9459	4755.13
ARHGEF7|8874	729.9884	ARHGEF7|8874	2192.5445
ARHGEF9|23229	305.3944	ARHGEF9|23229	637.8249
ARID1A|8289	4016.8213	ARID1A|8289	2295.1436
ARID1B|57492	1991.8794	ARID1B|57492	2136.7989
ARID2|196528	1197.2158	ARID2|196528	812.5855
ARID3A|1820	70.1856	ARID3A|1820	58.4815
ARID3B|10620	148.4919	ARID3B|10620	83.4473
ARID4A|5926	489.2691	ARID4A|5926	949.3844
ARID4B|51742	1719.3155	ARID4B|51742	1416.2107
ARID5A|10865	151.6821	ARID5A|10865	1178.8646
ARID5B|84159	904.2923	ARID5B|84159	5545.4856
ARIH1|25820	2974.1879	ARIH1|25820	2214.7743
ARIH2|10425	2523.1903	ARIH2|10425	1618.6731
ARL10|285598	10.1508	ARL10|285598	17.7839
ARL11|115761	42.6334	ARL11|115761	42.4077
ARL13B|200894	296.9838	ARL13B|200894	309.1655
ARL15|54622	128.1903	ARL15|54622	727.4282
ARL16|339231	577.4362	ARL16|339231	343.3653
ARL17A|51326	40.2494	ARL17A|51326	55.9337
ARL1|400	5970.4176	ARL1|400	2595.0752
ARL2BP|23568	956.4965	ARL2BP|23568	2222.9822
ARL2|402	695.4756	ARL2|402	1069.0834
ARL3|403	1265.3712	ARL3|403	547.1956
ARL4A|10124	584.9768	ARL4A|10124	1249.316
ARL4C|10123	587.007	ARL4C|10123	1255.8139999999999
ARL4D|379	99.478	ARL4D|379	108.7551
ARL5A|26225	872.0998	ARL5A|26225	1104.9932
ARL5B|221079	650.8121	ARL5B|221079	231.5321
ARL6IP1|23204	8957.9466	ARL6IP1|23204	5716.4843
ARL6IP4|51329	2025.5220000000002	ARL6IP4|51329	660.7387
ARL6IP5|10550	4811.4849	ARL6IP5|10550	6286.5937
ARL6IP6|151188	229.4084	ARL6IP6|151188	368.6731
ARL6|84100	126.4501	ARL6|84100	67.0315
ARL8A|127829	1173.7239	ARL8A|127829	1017.4419
ARL8B|55207	3414.7332	ARL8B|55207	2634.7469
ARL9|132946	41.7633	ARL9|132946	10.9439
ARMC10|83787	1102.355	ARMC10|83787	784.1621
ARMC1|55156	1091.9374	ARMC1|55156	889.5349
ARMC2|84071	28.7123	ARMC2|84071	69.0834
ARMC3|219681	50.464	lowly_expressed	lowly_expressed
ARMC5|79798	281.3225	ARMC5|79798	143.9808
ARMC6|93436	757.7871	ARMC6|93436	289.3057
ARMC7|79637	348.6079	ARMC7|79637	190.4925
ARMC8|25852	948.0858	ARMC8|25852	962.3803
ARMC9|80210	427.4942	ARMC9|80210	127.565
ARMCX1|51309	725.9281	ARMCX1|51309	1027.0178
ARMCX2|9823	1241.8794	ARMCX2|9823	590.6293
ARMCX3|51566	3095.4176	ARMCX3|51566	1896.0328
ARMCX5|64860	409.8028	ARMCX5|64860	360.8071
ARMCX6|54470	251.4501	ARMCX6|54470	189.4665
ARNT2|9915	5055.1044	ARNT2|9915	293.7756
ARNTL2|56938	43.7935	ARNTL2|56938	59.1655
ARNTL|406	425.17400000000004	ARNTL|406	211.3543
ARNT|405	1050.7541	ARNT|405	2074.2134
ARPC1A|10552	2705.2407	ARPC1A|10552	2554.4425
ARPC1B|10095	1274.7477	ARPC1B|10095	958.5534
ARPC2|10109	5104.1183	ARPC2|10109	4055.7456
ARPC3|10094	5185.6148	ARPC3|10094	2893.2969
ARPC4|10093	3536.9519	ARPC4|10093	2439.8906
ARPC5L|81873	780.4524	ARPC5L|81873	439.4665
ARPC5|10092	1870.9397	ARPC5|10092	2599.8632
ARPM1|84517	44.9536	ARPM1|84517	73.1874
ARPP19|10776	5154.0023	ARPP19|10776	5885.0889
ARRB1|408	272.6218	ARRB1|408	1033.1737
ARRB2|409	633.9907	ARRB2|409	579.3434
ARRDC1|92714	615.7193	ARRDC1|92714	402.1888
ARRDC2|27106	233.1787	ARRDC2|27106	404.9248
ARRDC3|57561	1277.2622	ARRDC3|57561	2938.7825
ARRDC4|91947	647.0418	ARRDC4|91947	1522.9138
ARSA|410	335.5568	ARSA|410	551.2996
ARSB|411	330.9165	ARSB|411	248.632
ARSD|414	633.9907	ARSD|414	2823.8714
ARSE|415	37.123000000000005	ARSE|415	18.8098
ARSG|22901	189.0951	ARSG|22901	266.7579
ARSI|340075	94.2575	ARSI|340075	11.9699
ARSJ|79642	87.587	ARSJ|79642	122.435
ARSK|153642	130.8005	ARSK|153642	158.3447
lowly_expressed	lowly_expressed	ART3|419	7.8659
lowly_expressed	lowly_expressed	ART4|420	16.7579
lowly_expressed	lowly_expressed	ART5|116969	27.3598
ARTN|9048	117.7494	lowly_expressed	lowly_expressed
ARV1|64801	641.8213	ARV1|64801	451.7784
ARVCF|421	150.232	ARVCF|421	144.3228
AR|367	933.8747	AR|367	329.3434
AS3MT|57412	308.2947	AS3MT|57412	285.9097
ASAH1|427	2180.6845	ASAH1|427	10211.6963
ASAH2B|653308	32.1926	ASAH2B|653308	10.6019
ASAH2|56624	7.8306	lowly_expressed	lowly_expressed
ASAM|79827	554.8144	ASAM|79827	1589.6033
ASAP1|50807	1105.2784	ASAP1|50807	1306.0876
ASAP2|8853	1294.6636	ASAP2|8853	1261.2859
ASAP3|55616	1149.3619	ASAP3|55616	751.368
ASB13|79754	2234.6288	ASB13|79754	740.4241
ASB14|142686	13.9211	ASB14|142686	8.5499
ASB16|92591	10.7309	ASB16|92591	9.2989
ASB1|51665	270.4118	ASB1|51665	636.0055
lowly_expressed	lowly_expressed	ASB2|51676	18.1259
ASB3|51130	314.9652	ASB3|51130	314.6375
ASB6|140459	608.2454	ASB6|140459	487.5103
ASB7|140460	373.2599	ASB7|140460	566.6895
ASB8|140461	753.7703	ASB8|140461	944.9384
ASB9|140462	54.8144	ASB9|140462	54.0356
ASCC1|51008	565.8353	ASCC1|51008	487.6881
ASCC2|84164	1068.1555	ASCC2|84164	1040.3557
ASCC3|10973	1127.3202	ASCC3|10973	917.5787
ASCL1|429	189.9652	lowly_expressed	lowly_expressed
ASCL2|430	7.8306	ASCL2|430	16.0739
ASF1A|25842	570.7657	ASF1A|25842	564.2955
ASF1B|55723	553.6543	ASF1B|55723	27.3598
lowly_expressed	lowly_expressed	ASGR1|432	9.5759
lowly_expressed	lowly_expressed	ASGR2|433	6.156000000000001
ASH1L|55870	3015.5075	ASH1L|55870	2745.8687
ASH2L|9070	2955.3364	ASH2L|9070	1365.2531
ASL|435	410.3828	ASL|435	324.5554
ASMTL|8623	706.7662	ASMTL|8623	476.7442
ASNA1|439	2142.9814	ASNA1|439	777.7018
ASNSD1|54529	1150.8121	ASNSD1|54529	1417.2367
ASNS|440	1549.594	ASNS|440	343.3653
ASPA|443	8.1206	ASPA|443	103.6252
lowly_expressed	lowly_expressed	ASPG|374569	7.1819
ASPHD1|253982	126.1601	lowly_expressed	lowly_expressed
ASPHD2|57168	164.1531	ASPHD2|57168	50.6156
ASPH|444	4474.1734	ASPH|444	19839.6272
ASPM|259266	800.4639999999999	ASPM|259266	9.2339
ASPN|54829	3141.2413	ASPN|54829	250.0
ASPRV1|151516	34.2459	ASPRV1|151516	66.4466
ASPSCR1|79058	333.8167	ASPSCR1|79058	167.9207
ASRGL1|80150	249.1299	ASRGL1|80150	183.3105
ASS1|445	378.4803	ASS1|445	4158.6867
ASTE1|28990	169.1647	ASTE1|28990	276.645
lowly_expressed	lowly_expressed	ASTN1|460	34.1997
ASTN2|23245	43.7935	ASTN2|23245	154.2408
ASXL1|171023	1700.6961	ASXL1|171023	1943.5705
ASXL2|55252	1149.652	ASXL2|55252	725.7182
lowly_expressed	lowly_expressed	ASXL3|80816	15.7319
ATAD1|84896	1455.9165	ATAD1|84896	1368.3311
ATAD2B|54454	504.9304	ATAD2B|54454	322.5034
ATAD2|29028	1368.6195	ATAD2|29028	369.015
ATAD3A|55210	856.1485	ATAD3A|55210	131.3269
ATAD3B|83858	388.3411	ATAD3B|83858	73.1874
ATAD3C|219293	187.065	ATAD3C|219293	57.1135
ATAD5|79915	82.3666	ATAD5|79915	65.6635
ATE1|11101	329.7564	ATE1|11101	270.1778
ATF1|466	491.5893	ATF1|466	507.1819
ATF2|1386	963.1671	ATF2|1386	555.0616
ATF3|467	1564.0951	ATF3|467	8024.2818
ATF4|468	6477.3782	ATF4|468	6536.9357
ATF5|22809	1078.0162	ATF5|22809	382.3529
ATF6B|1388	2140.0812	ATF6B|1388	1501.9973
ATF6|22926	1956.2065	ATF6|22926	1580.0274
ATF7IP2|80063	29.0023	ATF7IP2|80063	151.8468
ATF7IP|55729	2108.4687	ATF7IP|55729	1181.2585
ATF7|11016	1474.8782	ATF7|11016	2387.1546
ATG10|83734	36.5429	ATG10|83734	123.119
ATG12|9140	516.8213	ATG12|9140	693.2285
ATG16L1|55054	2004.6404	ATG16L1|55054	718.8782
