gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
RPP30|10556	509.2807	RPP30|10556	593.7073
RPP38|10557	394.1415	RPP38|10557	340.2873
RPP40|10799	282.7726	RPP40|10799	96.1012
RPPH1|85495	18.2715	lowly_expressed	lowly_expressed
RPRD1A|55197	1075.6961	RPRD1A|55197	1426.4706
RPRD1B|58490	1059.4548	RPRD1B|58490	941.5185
RPRD2|23248	1604.1183	RPRD2|23248	1802.6676
RPS10P7|376693	50.464	RPS10P7|376693	47.1956
RPS10|6204	3936.1949	RPS10|6204	4932.6265
RPS11|6205	26863.3991	RPS11|6205	22853.6252
RPS12|6206	21655.4524	RPS12|6206	16832.4213
RPS13|6207	12383.1206	RPS13|6207	10435.3625
RPS14|6208	10915.6032	RPS14|6208	14579.6854
RPS15AP10|728963	5.5104	lowly_expressed	lowly_expressed
RPS15A|6210	7063.8051	RPS15A|6210	14038.9877
RPS15|6209	2197.7958	RPS15|6209	2289.6717
RPS16|6217	15278.1323	RPS16|6217	8730.8482
RPS17|6218	8957.0766	RPS17|6218	11103.9672
RPS18|6222	24557.1346	RPS18|6222	23678.8646
RPS19BP1|91582	904.2923	RPS19BP1|91582	386.7989
RPS19|6223	16008.1206	RPS19|6223	5990.4241
RPS20|6224	28033.9327	RPS20|6224	23474.0082
RPS21|6227	6774.3619	RPS21|6227	4003.42
RPS23|6228	8818.7355	RPS23|6228	15576.2654
RPS24|6229	13924.883999999998	RPS24|6229	19195.2804
RPS25|6230	7921.1137	RPS25|6230	10526.3338
RPS26|6231	454.7564	RPS26|6231	221.9562
RPS27A|6233	12773.7819	RPS27A|6233	11228.1122
RPS27L|51065	1401.1021	RPS27L|51065	1350.8892
RPS27|6232	108.7587	RPS27|6232	79.6854
lowly_expressed	lowly_expressed	RPS28|6234	8.8919
RPS29|6235	3635.7309	RPS29|6235	5834.1313
lowly_expressed	lowly_expressed	RPS2P32|256355	15.0479
RPS2|6187	14633.1206	RPS2|6187	7784.1997
RPS3A|6189	2279.2923	RPS3A|6189	7204.5144
RPS3|6188	12720.9977	RPS3|6188	13837.5513
RPS4X|6191	20135.1508	RPS4X|6191	43451.4364
RPS5|6193	9423.4339	RPS5|6193	8592.3393
RPS6KA1|6195	1507.5406	RPS6KA1|6195	434.3365
RPS6KA2|6196	520.5916	RPS6KA2|6196	1882.3529
RPS6KA3|6197	451.5661	RPS6KA3|6197	1796.5116
RPS6KA4|8986	585.8469	RPS6KA4|8986	286.2517
RPS6KA5|9252	122.0998	RPS6KA5|9252	316.0055
RPS6KA6|27330	84.6868	RPS6KA6|27330	37.6197
RPS6KB1|6198	1236.3689	RPS6KB1|6198	1022.9138
RPS6KB2|6199	1385.7309	RPS6KB2|6199	279.4118
RPS6KC1|26750	664.7332	RPS6KC1|26750	712.7223
RPS6KL1|83694	100.9281	RPS6KL1|83694	76.9494
RPS6|6194	21519.7216	RPS6|6194	32992.1341
RPS7|6201	5052.7842	RPS7|6201	6419.2886
RPS8|6202	18521.4617	RPS8|6202	17944.2544
RPS9|6203	9092.5174	RPS9|6203	8884.4049
RPSAP58|388524	12357.3086	RPSAP58|388524	6251.71
RPSAP9|653162	19.4316	RPSAP9|653162	18.4679
RPSA|3921	9544.0835	RPSA|3921	5031.1218
RPTOR|57521	952.1462	RPTOR|57521	628.591
RPUSD1|113000	592.2274	RPUSD1|113000	188.4405
RPUSD2|27079	185.3248	RPUSD2|27079	122.09299999999999
RPUSD3|285367	347.1578	RPUSD3|285367	329.3434
RPUSD4|84881	337.87699999999995	RPUSD4|84881	574.8974
RQCD1|9125	481.1485	RQCD1|9125	186.0465
RRAD|6236	21.7517	RRAD|6236	54.0356
RRAGA|10670	1894.4316	RRAGA|10670	2382.6949
RRAGB|10325	321.9258	RRAGB|10325	363.8851
RRAGC|64121	556.2645	RRAGC|64121	945.2804
RRAGD|58528	172.2738	RRAGD|58528	876.539
RRAS2|22800	156.6125	RRAS2|22800	755.13
RRAS|6237	489.5592	RRAS|6237	1794.1176
RRBP1|6238	3453.0162	RRBP1|6238	1706.2244
RREB1|6239	995.3596	RREB1|6239	1152.1888
RRM1|6240	3096.5777	RRM1|6240	1717.1683
RRM2B|50484	604.4084	RRM2B|50484	1061.2175
RRM2|6241	1339.0371	RRM2|6241	21.8878
RRN3P1|730092	22.3318	RRN3P1|730092	74.2134
RRN3P2|653390	13.050999999999998	RRN3P2|653390	5.472
RRN3P3|100131998	67.2593	RRN3P3|100131998	58.0335
RRN3|54700	3989.5592	RRN3|54700	1715.4583
RRP12|23223	3461.4269	RRP12|23223	417.2367
RRP15|51018	878.7703	RRP15|51018	593.7073
RRP1B|23076	1414.4432	RRP1B|23076	959.6443
RRP1|8568	641.2413	RRP1|8568	214.0903
RRP7A|27341	371.2297	RRP7A|27341	313.2695
RRP7B|91695	55.3944	RRP7B|91695	73.7483
RRP8|23378	484.0487	RRP8|23378	204.5144
RRP9|9136	666.7633	RRP9|9136	164.8427
RRS1|23212	307.1346	RRS1|23212	203.4884
RSAD1|55316	336.7169	RSAD1|55316	665.1847
RSAD2|91543	3964.3271	RSAD2|91543	347.4692
RSBN1L|222194	813.5528	RSBN1L|222194	474.5588
RSBN1|54665	741.0093	RSBN1|54665	839.9453
RSC1A1|6248	309.1154	RSC1A1|6248	314.4562
RSF1|51773	1518.8515	RSF1|51773	772.5718
RSL1D1|26156	7278.4223	RSL1D1|26156	4841.6553
RSL24D1|51187	2883.9907	RSL24D1|51187	2764.7059
RSPH10B2|728194	6.6705	lowly_expressed	lowly_expressed
RSPH1|89765	186.1949	RSPH1|89765	22.2298
RSPH3|83861	199.53599999999997	RSPH3|83861	128.933
RSPH4A|345895	15.6613	RSPH4A|345895	34.8837
RSPO1|284654	6.6705	RSPO1|284654	40.0137
RSPO3|84870	23.7819	RSPO3|84870	827.9754
lowly_expressed	lowly_expressed	RSPO4|343637	8.2079
RSPRY1|89970	586.1369	RSPRY1|89970	362.5171
RSRC1|51319	282.4826	RSRC1|51319	272.2298
RSRC2|65117	2672.2738	RSRC2|65117	1381.6689
RSU1|6251	823.6659	RSU1|6251	2329.6854
RTCD1|8634	1295.8237	RTCD1|8634	586.8673
RTEL1|51750	385.98900000000003	RTEL1|51750	198.4029
RTF1|23168	2297.5638	RTF1|23168	1635.4309
RTKN2|219790	385.1508	RTKN2|219790	34.5417
RTKN|6242	1124.42	RTKN|6242	298.2216
RTN1|6252	35.3828	RTN1|6252	602.5992
RTN2|6253	161.2529	RTN2|6253	254.78799999999998
RTN3|10313	7015.0812	RTN3|10313	11005.13
RTN4IP1|84816	57.7146	RTN4IP1|84816	180.2326
RTN4RL1|146760	502.6102	RTN4RL1|146760	377.565
RTN4RL2|349667	13.6311	RTN4RL2|349667	24.2818
RTN4R|65078	43.7935	RTN4R|65078	34.1997
RTN4|57142	8091.0673	RTN4|57142	16520.1778
RTP4|64108	141.8213	RTP4|64108	156.6347
RTTN|25914	273.7819	RTTN|25914	306.0876
RUFY1|80230	1278.7123	RUFY1|80230	1165.5267
RUFY2|55680	540.3161	RUFY2|55680	505.814
RUFY3|22902	1284.2227	RUFY3|22902	872.435
RUNDC1|146923	736.949	RUNDC1|146923	999.658
RUNDC2A|84127	42.3434	RUNDC2A|84127	57.4555
RUNDC2C|440352	21.9548	RUNDC2C|440352	27.5821
RUNDC3A|10900	6.6705	RUNDC3A|10900	6.156000000000001
RUNDC3B|154661	17.9814	RUNDC3B|154661	174.4186
RUNX1T1|862	23.7819	RUNX1T1|862	108.7551
RUNX1|861	5364.8492	RUNX1|861	3578.6594
RUNX2|860	874.1299	RUNX2|860	143.6389
RUNX3|864	131.6705	RUNX3|864	307.1135
RUSC1|23623	1906.6125	RUSC1|23623	392.2709
RUSC2|9853	375.8701	RUSC2|9853	783.1737
RUVBL1|8607	1125.5191	RUVBL1|8607	488.2592
RUVBL2|10856	1943.7355	RUVBL2|10856	595.0752
RWDD1|51389	762.471	RWDD1|51389	1337.8933
RWDD2A|112611	93.6775	RWDD2A|112611	122.435
RWDD2B|10069	370.6497	RWDD2B|10069	590.6293
RWDD3|25950	231.7836	RWDD3|25950	275.5711
RWDD4A|201965	324.536	RWDD4A|201965	651.8468
RXRA|6256	788.5731	RXRA|6256	2667.2367
RXRB|6257	772.3318	RXRB|6257	826.9494
lowly_expressed	lowly_expressed	RXRG|6258	94.3912
RYBP|23429	2095.1276	RYBP|23429	1636.1149
RYK|6259	948.3759	RYK|6259	1997.9479999999999
lowly_expressed	lowly_expressed	RYR1|6261	110.8071
RYR2|6262	1216.6473	RYR2|6262	26.3338
lowly_expressed	lowly_expressed	RYR3|6263	150.4788
S100A10|6281	1317.8654	S100A10|6281	5518.8098
S100A11|6282	6282.7726	S100A11|6282	5599.1792
lowly_expressed	lowly_expressed	S100A12|6283	5.13
S100A13|6284	2330.6265	S100A13|6284	2007.1819
S100A14|57402	9426.3341	S100A14|57402	411.4227
S100A16|140576	8995.9397	S100A16|140576	2177.4966
S100A1|6271	2946.9258	S100A1|6271	1761.2859
S100A2|6273	8.9907	S100A2|6273	45.1436
S100A3|6274	15.3712	S100A3|6274	10.6019
S100A4|6275	1190.2552	S100A4|6275	5133.3789
S100A6|6277	2284.5128	S100A6|6277	13341.3133
S100A8|6279	10.4408	S100A8|6279	103.6252
S100A9|6280	36.5429	S100A9|6280	243.84400000000002
lowly_expressed	lowly_expressed	S100B|6285	1591.6553
S100PBP|64766	444.6056	S100PBP|64766	648.0848
S100P|6286	34.2227	S100P|6286	92.3393
S1PR1|1901	242.1694	S1PR1|1901	2652.8728
S1PR2|9294	201.8561	S1PR2|9294	255.81400000000002
S1PR3|1903	413.8341	S1PR3|1903	712.7052
S1PR4|8698	9.2807	S1PR4|8698	21.2038
S1PR5|53637	19.1415	S1PR5|53637	15.7319
SAA1|6288	58.5847	SAA1|6288	19226.7442
SAA2|6289	44.3735	SAA2|6289	7713.7483
lowly_expressed	lowly_expressed	SAA4|6291	125.855
SAAL1|113174	275.8121	SAAL1|113174	180.5746
SAC3D1|29901	267.9814	SAC3D1|29901	45.4856
SACM1L|22908	1393.8515	SACM1L|22908	1522.2298
SACS|26278	285.9629	SACS|26278	544.8016
SAE1|10055	2498.8399	SAE1|10055	1532.8317
SAFB2|9667	1034.5128	SAFB2|9667	584.1313
SAFB|6294	1498.2599	SAFB|6294	828.6594
SALL1|6299	17.4014	SALL1|6299	20.5198
SALL2|6297	697.2158	SALL2|6297	460.6703
SALL4|57167	33.0626	SALL4|57167	5.13
SAMD10|140700	248.8399	SAMD10|140700	91.3133
SAMD11|148398	12.1143	lowly_expressed	lowly_expressed
SAMD12|401474	134.8608	SAMD12|401474	372.435
lowly_expressed	lowly_expressed	SAMD13|148418	33.5157
SAMD14|201191	11.0209	lowly_expressed	lowly_expressed
SAMD1|90378	268.2715	SAMD1|90378	114.9111
SAMD3|154075	6.3805	SAMD3|154075	13.3379
SAMD4A|23034	433.2947	SAMD4A|23034	1192.5445
SAMD4B|55095	1678.3643	SAMD4B|55095	1272.9138
SAMD5|389432	11.6009	SAMD5|389432	384.7469
SAMD8|142891	143.2715	SAMD8|142891	189.1245
SAMD9L|219285	2621.2297	SAMD9L|219285	889.8769
SAMD9|54809	2058.5847	SAMD9|54809	460.3283
SAMHD1|25939	993.4368	SAMHD1|25939	1140.5472
SAMM50|25813	1120.6497	SAMM50|25813	1393.9808
SAMSN1|64092	138.05100000000002	SAMSN1|64092	93.0233
SAP130|79595	874.1299	SAP130|79595	646.0328
SAP18|10284	3868.9095	SAP18|10284	2761.2859
SAP30BP|29115	1189.9652	SAP30BP|29115	902.5308
SAP30L|79685	818.7355	SAP30L|79685	1634.0629
SAP30|8819	198.3759	SAP30|8819	116.9631
SAPS1|22870	1826.8561	SAPS1|22870	821.8194
SAPS2|9701	616.8794	SAPS2|9701	926.1286
SAPS3|55291	3036.5429	SAPS3|55291	2334.1313
SAR1A|56681	5007.8306	SAR1A|56681	4478.1122
SAR1B|51128	1272.3318	SAR1B|51128	436.7305
SARDH|1757	95.7077	SARDH|1757	35.9097
SARM1|23098	254.4809	SARM1|23098	258.1635
SARNP|84324	1459.3329	SARNP|84324	617.2572
SARS2|54938	347.7378	SARS2|54938	238.0301
SARS|6301	4047.2738	SARS|6301	2384.7469
SART1|9092	1006.6705	SART1|9092	406.9767
SART3|9733	3163.5731	SART3|9733	881.6689
SASH1|23328	1872.9698	SASH1|23328	4347.4692
SASH3|54440	230.5684	SASH3|54440	173.3926
SASS6|163786	479.1183	SASS6|163786	115.9371
SAT1|6303	9065.8353	SAT1|6303	3625.171
SAT2|112483	319.3155	SAT2|112483	741.7921
SATB1|6304	105.5684	SATB1|6304	828.6594
SATB2|23314	116.5893	SATB2|23314	136.1149
SATL1|340562	24.651999999999997	SATL1|340562	42.7497
SAV1|60485	376.7401	SAV1|60485	1940.4925
SBDSP1|155370	987.819	SBDSP1|155370	944.9384
SBDS|51119	2968.6775	SBDS|51119	4695.6224
SBF1|6305	573.3759	SBF1|6305	916.8947
SBF2|81846	1106.859	SBF2|81846	1827.4248
SBK1|388228	180.6845	SBK1|388228	87.5513
SBNO1|55206	2295.8237	SBNO1|55206	485.6361
SBNO2|22904	1741.5893	SBNO2|22904	629.275
SC4MOL|6307	798.4339	SC4MOL|6307	672.7086
SC5DL|6309	510.1508	SC5DL|6309	1748.974
SC65|10609	658.6427	SC65|10609	121.06700000000001
SCAF1|58506	1204.1763	SCAF1|58506	641.9289
SCAI|286205	169.0835	SCAI|286205	465.8003
SCAMP1|9522	935.9049	SCAMP1|9522	1641.5869
SCAMP2|10066	2613.6891	SCAMP2|10066	2508.8919
SCAMP3|10067	1747.9698	SCAMP3|10067	1264.7059
SCAMP4|113178	1838.1671	SCAMP4|113178	1191.5185
SCAMP5|192683	521.7517	SCAMP5|192683	202.4624
SCAND1|51282	363.10900000000004	SCAND1|51282	283.1737
SCAND2|54581	352.9582	SCAND2|54581	294.8016
lowly_expressed	lowly_expressed	SCAND3|114821	100.8892
SCAPER|49855	262.181	SCAPER|49855	507.5239
SCAP|22937	2384.565	SCAP|22937	1473.4986
SCARA3|51435	436.4849	SCARA3|51435	681.6005
lowly_expressed	lowly_expressed	SCARA5|286133	461.3543
SCARB1|949	2926.9142	SCARB1|949	1853.9672
SCARB2|950	7795.2436	SCARB2|950	8790.6977
SCARF1|8578	85.8469	SCARF1|8578	272.5718
SCARF2|91179	232.0186	SCARF2|91179	129.959
SCARNA12|677777	5.2204	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SCARNA9|619383	6.4979
SCCPDH|51097	669.9536	SCCPDH|51097	2036.5937
SCD5|79966	134.2807	SCD5|79966	351.2312
SCD|6319	42539.4432	SCD|6319	18322.8454
lowly_expressed	lowly_expressed	SCEL|8796	11.6279
SCFD1|23256	1680.1044	SCFD1|23256	1170.3146
SCFD2|152579	397.0418	SCFD2|152579	392.2709
SCG2|7857	48.4339	SCG2|7857	25.9918
lowly_expressed	lowly_expressed	SCG3|29106	9.5759
SCG5|6447	683.8747	SCG5|6447	56.4295
SCGB1D2|10647	16299.3039	SCGB1D2|10647	1400.1368
SCGB2A1|4246	68.4455	SCGB2A1|4246	65.6635
SCGB2A2|4250	47860.2088	SCGB2A2|4250	9908.3447
SCGB3A1|92304	84.6868	SCGB3A1|92304	24.6238
SCGN|10590	26.9722	lowly_expressed	lowly_expressed
SCHIP1|29970	204.4664	SCHIP1|29970	217.1683
SCIN|85477	3678.3063	SCIN|85477	365.92
SCLT1|132320	155.7425	SCLT1|132320	186.0465
SCLY|51540	299.884	SCLY|51540	123.119
SCMH1|22955	849.1879	SCMH1|22955	1274.6238
SCML1|6322	205.6265	SCML1|6322	299.2476
SCML2|10389	118.0394	SCML2|10389	42.7497
lowly_expressed	lowly_expressed	SCML4|256380	23.5978
lowly_expressed	lowly_expressed	SCN11A|11280	25.6498
SCN1B|6324	53.9443	SCN1B|6324	166.5527
SCN2A|6326	8.1206	SCN2A|6326	72.8454
lowly_expressed	lowly_expressed	SCN2B|6327	69.0834
lowly_expressed	lowly_expressed	SCN3A|6328	128.249
lowly_expressed	lowly_expressed	SCN3B|55800	127.565
SCN4A|6329	11.3109	SCN4A|6329	539.6717
SCN4B|6330	56.5545	SCN4B|6330	780.7798
lowly_expressed	lowly_expressed	SCN5A|6331	43.4337
SCN7A|6332	20.0116	SCN7A|6332	228.4542
SCN8A|6334	24.651999999999997	SCN8A|6334	20.8618
SCN9A|6335	15.0812	SCN9A|6335	132.6231
SCNM1|79005	627.6102	SCNM1|79005	352.9412
SCNN1A|6337	2418.7935	SCNN1A|6337	1316.6895
lowly_expressed	lowly_expressed	SCNN1B|6338	191.1765
SCNN1D|6339	49.88399999999999	SCNN1D|6339	20.5198
SCNN1G|6340	17.9814	SCNN1G|6340	35.5677
SCO1|6341	481.4385	SCO1|6341	538.3037
SCO2|9997	422.5638	SCO2|9997	229.1382
SCOC|60592	1487.239	SCOC|60592	1916.8947
SCP2|6342	3591.3573	SCP2|6342	3794.1176
SCPEP1|59342	835.5568	SCPEP1|59342	2733.2421
lowly_expressed	lowly_expressed	SCRG1|11341	20.5198
SCRIB|23513	578.5963	SCRIB|23513	468.1943
SCRN1|9805	2206.4965	SCRN1|9805	1647.7428
SCRN2|90507	164.1531	SCRN2|90507	916.5527
SCRN3|79634	366.0093	SCRN3|79634	395.3488
SCT|6343	5.5104	lowly_expressed	lowly_expressed
SCUBE1|80274	80.9165	SCUBE1|80274	98.4952
SCUBE2|57758	2837.877	SCUBE2|57758	1725.0342
SCUBE3|222663	542.6334	SCUBE3|222663	12.9959
SCYL1|57410	3735.7599	SCYL1|57410	1200.6019
SCYL2|55681	3302.7842	SCYL2|55681	941.1765
SCYL3|57147	395.1421	SCYL3|57147	478.0027
SDAD1|55153	1820.1856	SDAD1|55153	1251.71
SDC1|6382	8239.8492	SDC1|6382	1095.7592
SDC2|6383	2804.2343	SDC2|6383	3667.5787
SDC3|9672	712.297	SDC3|9672	2244.87
SDC4|6385	4611.0789	SDC4|6385	7072.8454
SDCBP2|27111	90.8875	SDCBP2|27111	74.8666
SDCBP|6386	4756.3805	SDCBP|6386	6394.3228
SDCCAG1|9147	684.1647	SDCCAG1|9147	1062.5855
SDCCAG3|10807	472.4478	SDCCAG3|10807	425.7866
SDCCAG8|10806	162.993	SDCCAG8|10806	581.0534
SDF2L1|23753	676.9142	SDF2L1|23753	71.4774
SDF2|6388	448.6659	SDF2|6388	609.0971
SDF4|51150	2338.7471	SDF4|51150	1363.2011
SDHAF1|644096	223.6079	SDHAF1|644096	125.855
SDHAF2|54949	606.4385	SDHAF2|54949	702.1204
SDHAP1|255812	135.4408	SDHAP1|255812	137.4829
SDHAP2|727956	149.3619	SDHAP2|727956	102.9412
SDHAP3|728609	68.7355	SDHAP3|728609	89.9453
SDHA|6389	3286.5429	SDHA|6389	2046.1696
SDHB|6390	1084.9768	SDHB|6390	1392.9549
SDHC|6391	1871.5197	SDHC|6391	2259.9179
SDHD|6392	1212.297	SDHD|6392	2515.3899
SDK1|221935	92.5174	SDK1|221935	427.1546
SDK2|54549	7.5406	SDK2|54549	101.5732
SDPR|8436	55.9745	SDPR|8436	3577.9754
lowly_expressed	lowly_expressed	SDR16C5|195814	171.6826
SDR39U1|56948	493.3527	SDR39U1|56948	370.106
lowly_expressed	lowly_expressed	SDR42E1|93517	184.6785
SDSL|113675	207.0766	SDSL|113675	73.5294
SDS|10993	329.4664	SDS|10993	24.6238
SEC11A|23478	3138.051	SEC11A|23478	3328.6594
SEC11C|90701	1818.7355	SEC11C|90701	519.4938
SEC13|6396	4173.1439	SEC13|6396	1217.1683
SEC14L1|6397	1611.3689	SEC14L1|6397	2844.3912
SEC14L2|23541	966.2152	SEC14L2|23541	2453.2627
SEC14L5|9717	6.0905	SEC14L5|9717	17.7839
SEC16A|9919	4885.7309	SEC16A|9919	2951.7784
SEC16B|89866	93.4078	SEC16B|89866	279.1655
lowly_expressed	lowly_expressed	SEC1|653677	5.13
SEC22A|26984	393.5615	SEC22A|26984	454.8564
SEC22B|9554	2444.6056	SEC22B|9554	1796.5116
SEC22C|9117	730.5684	SEC22C|9117	985.2941
SEC23A|10484	1180.6845	SEC23A|10484	2194.9384
SEC23B|10483	2181.2645	SEC23B|10483	1327.2914
SEC23IP|11196	3200.6961	SEC23IP|11196	1285.2257
SEC24A|10802	2488.3991	SEC24A|10802	1061.2175
SEC24B|10427	1084.6868	SEC24B|10427	1724.6922
SEC24C|9632	5793.5035	SEC24C|9632	2410.7387
SEC24D|9871	3095.4176	SEC24D|9871	936.0465
SEC31A|22872	6513.5615	SEC31A|22872	5371.9904
SEC31B|25956	34.9217	SEC31B|25956	114.2408
SEC61A1|29927	17090.2784	SEC61A1|29927	5405.4549
SEC61A2|55176	243.5267	SEC61A2|55176	84.7914
SEC61B|10952	1024.0719	SEC61B|10952	1024.9658
SEC61G|23480	1728.8283	SEC61G|23480	715.4583
SEC62|7095	4221.2877	SEC62|7095	5316.6895
SEC63|11231	2373.5499	SEC63|11231	3500.342
SECISBP2L|9728	1652.8422	SECISBP2L|9728	2347.8112
SECISBP2|79048	604.9884	SECISBP2|79048	1058.8235
SECTM1|6398	976.7981	SECTM1|6398	157.6607
SEH1L|81929	1403.1323	SEH1L|81929	853.9672
lowly_expressed	lowly_expressed	SEL1L2|80343	9.9179
SEL1L3|23231	134.2807	SEL1L3|23231	505.472
SEL1L|6400	4023.7819	SEL1L|6400	4385.7729
SELENBP1|8991	1642.6914	SELENBP1|8991	2663.4747
SELE|6401	133.9907	SELE|6401	257.8659
SELK|58515	1445.7657	SELK|58515	655.2668
SELL|6402	105.5684	SELL|6402	151.5048
SELM|140606	1192.5754	SELM|140606	847.4692
SELO|83642	228.2483	SELO|83642	178.5226
SELPLG|6404	522.3318	SELPLG|6404	308.4815
lowly_expressed	lowly_expressed	SELP|6403	683.3105
SELS|55829	2341.3573	SELS|55829	818.0575
SELT|51714	2807.7146	SELT|51714	2195.9644
SEMA3A|10371	94.2575	SEMA3A|10371	244.18599999999998
SEMA3B|7869	667.3434	SEMA3B|7869	601.9152
SEMA3C|10512	2402.5522	SEMA3C|10512	3646.3748
SEMA3D|223117	53.3643	SEMA3D|223117	284.5417
SEMA3E|9723	89.6172	SEMA3E|9723	373.80300000000005
SEMA3F|6405	1588.7471	SEMA3F|6405	845.7592
SEMA3G|56920	256.3805	SEMA3G|56920	2597.1272
SEMA4A|64218	781.6125	SEMA4A|64218	520.5198
SEMA4B|10509	1121.2297	SEMA4B|10509	1239.7401
SEMA4C|54910	678.6543	SEMA4C|54910	688.4405
SEMA4D|10507	395.5916	SEMA4D|10507	425.1026
SEMA4F|10505	210.2668	SEMA4F|10505	272.5718
SEMA4G|57715	49.942	SEMA4G|57715	67.777
SEMA5A|9037	363.6891	SEMA5A|9037	1567.3735
SEMA5B|54437	17.9814	SEMA5B|54437	15.3899
SEMA6A|57556	615.1392	SEMA6A|57556	1144.3228
SEMA6B|10501	113.3991	SEMA6B|10501	175.7866
SEMA6C|10500	55.1044	SEMA6C|10500	190.1505
SEMA6D|80031	59.4548	SEMA6D|80031	518.8098
SEMA7A|8482	137.181	SEMA7A|8482	57.4555
SENP1|29843	684.1647	SENP1|29843	473.3242
SENP2|59343	925.7541	SENP2|59343	1121.751
SENP3|26168	760.1392	SENP3|26168	780.065
SENP5|205564	1016.2413	SENP5|205564	807.1135
SENP6|26054	1242.1694	SENP6|26054	2400.1368
SENP7|57337	313.5151	SENP7|57337	600.5472
SENP8|123228	44.3735	SENP8|123228	77.2914
SEP15|9403	3153.7123	SEP15|9403	3688.7825
SEPHS1|22929	1045.8237	SEPHS1|22929	1020.5198
SEPHS2|22928	3402.8422	SEPHS2|22928	1476.0602
SEPN1|57190	3563.5151	SEPN1|57190	3516.7579
SEPP1|6414	3468.7036	SEPP1|6414	25439.7845
SEPSECS|51091	301.9142	SEPSECS|51091	418.6047
SEPT10|151011	587.007	SEPT10|151011	2724.3502
SEPT11|55752	2530.1624	SEPT11|55752	4874.145
SEPT1|1731	38.5731	SEPT1|1731	61.2175
SEPT2|4735	14304.8144	SEPT2|4735	12972.2982
SEPT3|55964	378.4803	SEPT3|55964	96.7852
SEPT4|5414	77.4362	SEPT4|5414	978.1122
SEPT5|5413	296.9838	SEPT5|5413	224.3502
SEPT6|23157	766.5313	SEPT6|23157	690.1505
SEPT7P2|641977	231.4385	SEPT7P2|641977	225.7182
SEPT7|989	4349.478	SEPT7|989	4260.6019
SEPT8|23176	1527.8132	SEPT8|23176	1227.8591
SEPT9|10801	5551.0441	SEPT9|10801	2556.7715
SEPW1|6415	2846.5777	SEPW1|6415	2730.8482
SEPX1|51734	596.8677	SEPX1|51734	370.38300000000004
SERAC1|84947	281.6125	SERAC1|84947	248.632
SERBP1|26135	6189.9652	SERBP1|26135	5852.9412
SERF1A|8293	487.819	SERF1A|8293	422.3666
SERF2|10169	17202.819	SERF2|10169	5406.2278
SERGEF|26297	255.5104	SERGEF|26297	323.1874
SERHL2|253190	108.1787	SERHL2|253190	180.3557
SERHL|94009	108.4687	SERHL|94009	120.725
SERINC1|57515	4680.3944	SERINC1|57515	12682.2845
SERINC2|347735	2258.1206	SERINC2|347735	1133.7209
SERINC3|10955	2302.4942	SERINC3|10955	3844.7332
SERINC4|619189	12.3463	lowly_expressed	lowly_expressed
SERINC5|256987	133.7007	SERINC5|256987	177.4966
SERP1|27230	10724.6259	SERP1|27230	3867.8523
SERP2|387923	32.1926	SERP2|387923	59.5075
SERPINA11|256394	48.1439	SERPINA11|256394	58.4815
SERPINA1|5265	353.5383	SERPINA1|5265	504.44599999999997
SERPINA3|12	9382.2506	SERPINA3|12	5650.8208
SERPINA5|5104	1811.7749	SERPINA5|5104	227.4282
SERPINB1|1992	401.6821	SERPINB1|1992	1115.2531
SERPINB2|5055	35.9629	SERPINB2|5055	8.2079
SERPINB5|5268	84.1067	SERPINB5|5268	1206.2244
SERPINB6|5269	1844.5476	SERPINB6|5269	2570.4514
SERPINB7|8710	41.1833	SERPINB7|8710	6.4979
SERPINB8|5271	294.9536	SERPINB8|5271	306.7715
SERPINB9|5272	215.7773	SERPINB9|5272	335.8413
SERPINE1|5054	2094.2575	SERPINE1|5054	568.3995
SERPINE2|5270	622.0998	SERPINE2|5270	428.1806
SERPINF1|5176	4872.3898	SERPINF1|5176	13783.5157
SERPINF2|5345	40.0232	SERPINF2|5345	82.4213
SERPING1|710	5122.0998	SERPING1|710	19401.5048
SERPINH1|871	7537.4130000000005	SERPINH1|871	2107.3871
SERPINI1|5274	410.0928	SERPINI1|5274	270.5198
SERTAD1|29950	403.7123	SERTAD1|29950	369.35699999999997
SERTAD2|9792	1992.1694	SERTAD2|9792	1537.2777
SERTAD3|29946	887.7610000000001	SERTAD3|29946	955.5404
SERTAD4|56256	145.3016	SERTAD4|56256	352.9412
SESN1|27244	220.7077	SESN1|27244	1326.6074
SESN2|83667	796.1137	SESN2|83667	470.5882
SESN3|143686	44.0835	SESN3|143686	116.9631
SESTD1|91404	1565.8353	SESTD1|91404	3203.8304
SETBP1|26040	304.8144	SETBP1|26040	911.0807
SETD1A|9739	846.2877	SETD1A|9739	640.2189
SETD1B|23067	1848.0278	SETD1B|23067	870.383
SETD2|29072	2997.6798	SETD2|29072	2442.2025
SETD3|84193	1167.9234	SETD3|84193	2186.3885
SETD4|54093	375.29	SETD4|54093	282.1477
SETD5|55209	4520.3016	SETD5|55209	2267.7839
SETD6|79918	266.3573	SETD6|79918	238.6149
SETD7|80854	2317.8654	SETD7|80854	4880.3009999999995
SETD8|387893	1924.884	SETD8|387893	869.015
SETDB1|9869	1129.3503	SETDB1|9869	911.7647
