gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
RAB10|10890	3401.8968	RAB10|10890	2985.7666
RAB11A|8766	3755.7005	RAB11A|8766	3141.5209
RAB11B|9230	1525.5263	RAB11B|9230	1368.3977
RAB11FIP1|80223	5824.9815	RAB11FIP1|80223	1323.7088
RAB11FIP2|22841	592.4531	RAB11FIP2|22841	943.0663
RAB11FIP3|9727	1628.0352	RAB11FIP3|9727	339.1623
RAB11FIP4|84440	2924.06	RAB11FIP4|84440	21.1468
RAB11FIP5|26056	1947.1312	RAB11FIP5|26056	851.9723
RAB12|201475	343.0416	RAB12|201475	1218.7881
RAB13|5872	2906.8407	RAB13|5872	940.6263
RAB14|51552	3469.1599	RAB14|51552	3237.9016
RAB15|376267	1603.2824	RAB15|376267	76.8605
RAB17|64284	669.6711	lowly_expressed	lowly_expressed
RAB18|22931	2285.0609	RAB18|22931	2381.4559
RAB19|401409	33.6315	lowly_expressed	lowly_expressed
RAB1A|5861	3986.2729999999997	RAB1A|5861	3522.8914
RAB1B|81876	5303.5071	RAB1B|81876	3605.49
RAB20|55647	455.2364	RAB20|55647	329.8089
RAB21|23011	941.952	RAB21|23011	1387.5559
RAB22A|57403	1300.0605	RAB22A|57403	1130.9475
RAB23|51715	341.9654	RAB23|51715	427.8162
RAB24|53917	461.6937	RAB24|53917	225.2948
RAB25|57111	3288.8949	lowly_expressed	lowly_expressed
RAB26|25837	295.1503	RAB26|25837	5.6934
RAB27A|5873	383.9376	RAB27A|5873	359.4957
RAB27B|5874	866.6173	RAB27B|5874	8.5401
RAB28|9364	236.766	RAB28|9364	444.4896
RAB2A|5862	1530.9074	RAB2A|5862	1554.6970000000001
RAB2B|84932	562.5883	RAB2B|84932	677.5112
RAB30|27314	240.5327	RAB30|27314	203.7414
RAB31|11031	3769.9603	RAB31|11031	1205.368
RAB32|10981	235.4207	RAB32|10981	486.3766
lowly_expressed	lowly_expressed	RAB33A|9363	5.6934
RAB33B|83452	454.6983	RAB33B|83452	567.3038
RAB34|83871	1090.4688	RAB34|83871	463.6031
RAB35|11021	1220.9592	RAB35|11021	815.3721
RAB36|9609	1087.2402	RAB36|9609	83.3672
RAB37|326624	118.652	RAB37|326624	51.2403
RAB38|23682	238.1113	RAB38|23682	44.327
RAB39B|116442	53.0033	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RAB39|54734	5.2867
RAB3A|5864	139.6381	RAB3A|5864	45.547
lowly_expressed	lowly_expressed	RAB3C|115827	12.2001
RAB3D|9545	1971.615	RAB3D|9545	427.8162
RAB3GAP1|22930	1941.7502	RAB3GAP1|22930	2026.8402
RAB3GAP2|25782	2111.2531	RAB3GAP2|25782	1587.6373
RAB3IL1|5866	104.3923	RAB3IL1|5866	383.4892
RAB3IP|117177	1509.1141	RAB3IP|117177	108.9874
RAB40B|10966	197.4844	RAB40B|10966	276.5352
RAB40C|57799	1019.9771	RAB40C|57799	259.0484
RAB42|115273	19.3718	RAB42|115273	37.4136
RAB43|339122	255.5997	RAB43|339122	132.1675
RAB4A|5867	2062.8103	RAB4A|5867	674.6076
RAB4B|53916	552.6333	RAB4B|53916	254.9817
RAB5A|5868	1256.7431	RAB5A|5868	1353.3957
RAB5B|5869	5271.541	RAB5B|5869	4753.5584
RAB5C|5878	4080.9847	RAB5C|5878	2384.7092
RAB6A|5870	2770.4312	RAB6A|5870	3675.0712
RAB6B|51560	58.9224	RAB6B|51560	534.3636
RAB6C|84084	191.7132	RAB6C|84084	50.0203
RAB7A|7879	4264.7474	RAB7A|7879	6681.1712
RAB7L1|8934	685.0071	RAB7L1|8934	795.0386
RAB8A|4218	2414.2356	RAB8A|4218	822.1757
RAB8B|51762	436.1337	RAB8B|51762	1304.1887
RAB9A|9367	520.6161	RAB9A|9367	596.1773
RAB9B|51209	8.0716	RAB9B|51209	19.9268
RABAC1|10567	1313.7822	RABAC1|10567	747.0516
RABEP1|9135	8156.4404	lowly_expressed	lowly_expressed
RABEP2|79874	722.4053	RABEP2|79874	51.2403
RABEPK|10244	710.567	RABEPK|10244	376.5758
RABGAP1L|9910	318.5095	RABGAP1L|9910	388.414
RABGAP1|23637	1493.2401	RABGAP1|23637	2154.9410000000003
RABGEF1|27342	1623.5179	RABGEF1|27342	1260.4026
RABGGTA|5875	519.5399	RABGGTA|5875	303.782
RABGGTB|5876	993.8791	RABGGTB|5876	1186.6612
RABIF|5877	783.4802	RABIF|5877	177.7145
RABL2A|11159	426.7169	RABL2A|11159	230.1749
RABL2B|11158	664.9573	RABL2B|11158	336.222
RABL3|285282	1014.058	RABL3|285282	1367.2224
RABL5|64792	497.2086	RABL5|64792	302.9687
RAC1|5879	2892.0428	RAC1|5879	5270.8418
RAC2|5880	530.033	RAC2|5880	156.5677
RAC3|5881	182.6865	RAC3|5881	169.9878
RACGAP1|29127	486.4465	RACGAP1|29127	161.0411
RAD17|5884	920.0511	RAD17|5884	780.8052
RAD18|56852	297.0337	RAD18|56852	158.6011
RAD1|5810	685.2761	RAD1|5810	380.2359
RAD21|5885	5632.5123	RAD21|5885	6542.8996
RAD23A|5886	1850.8105	RAD23A|5886	2459.1297
RAD23B|5887	5205.8922	RAD23B|5887	5856.039000000001
RAD50|10111	2209.9953	RAD50|10111	1935.7462
RAD51AP1|10635	78.0252	RAD51AP1|10635	18.7068
RAD51C|5889	311.2935	RAD51C|5889	252.135
RAD51L1|5890	100.8946	RAD51L1|5890	84.1806
RAD51L3|5892	209.8608	RAD51L3|5892	160.6344
RAD51|5888	59.1915	RAD51|5888	10.9801
RAD52|5893	126.7236	RAD52|5893	128.1009
RAD54B|25788	85.5398	RAD54B|25788	39.6462
RAD54L2|23132	296.4956	RAD54L2|23132	500.2033
RAD54L|8438	35.2458	RAD54L|8438	5.6934
RAD9A|5883	244.1676	RAD9A|5883	161.6836
RAD9B|144715	29.0576	RAD9B|144715	19.5201
RADIL|55698	13.7217	RADIL|55698	84.1806
RAE1|8480	675.5902	RAE1|8480	456.6897
RAET1E|135250	65.9178	RAET1E|135250	5.6934
lowly_expressed	lowly_expressed	RAET1G|353091	11.7934
RAF1|5894	2375.7315	RAF1|5894	2133.3876
RAG1AP1|55974	3490.1459999999997	RAG1AP1|55974	394.4693
RAG1|5896	23.4075	RAG1|5896	69.1338
RAGE|5891	342.7726	RAGE|5891	142.3343
RAI14|26064	996.8386	RAI14|26064	431.0695
RAI1|10743	1613.7755	RAI1|10743	263.9284
RAI2|10742	1255.3979	RAI2|10742	1574.2172
RALA|5898	1049.5729	RALA|5898	1764.5384
RALBP1|10928	2751.0594	RALBP1|10928	2054.087
RALB|5899	1713.8629	RALB|5899	1693.7779999999998
RALGAPA1|253959	1269.3886	RALGAPA1|253959	657.9911
RALGAPA2|57186	585.1887	RALGAPA2|57186	1610.8174
RALGAPB|57148	2729.5352	RALGAPB|57148	2002.8467
RALGDS|5900	1842.6798	RALGDS|5900	1963.8064
RALGPS1|9649	538.1045	RALGPS1|9649	130.1342
RALGPS2|55103	3607.7218	RALGPS2|55103	174.8678
RALY|22913	1836.5507	RALY|22913	1235.0549
RAMP1|10267	40.3578	RAMP1|10267	8.5401
RAMP2|10266	208.2465	RAMP2|10266	1471.7365
RAMP3|10268	134.7952	RAMP3|10268	403.0094
RANBP10|57610	618.013	RANBP10|57610	717.7715
RANBP17|64901	124.8403	RANBP17|64901	30.5002
RANBP1|5902	543.7546	RANBP1|5902	398.9427
RANBP2|5903	5324.0062	RANBP2|5903	4202.1147
RANBP3L|202151	69.1464	RANBP3L|202151	13.0134
RANBP3|8498	1331.0015	RANBP3|8498	703.9447
RANBP6|26953	1077.8234	RANBP6|26953	803.9854
RANBP9|10048	1056.0301	RANBP9|10048	1456.283
RANGAP1|5905	2386.4936	RANGAP1|5905	624.6442
RANGRF|29098	398.6332	RANGRF|29098	501.4477
RAN|5901	2138.9655	RAN|5901	1805.2054
RAP1A|5906	938.1852	RAP1A|5906	1834.4856
RAP1B|5908	1707.6747	RAP1B|5908	3180.9679
RAP1GAP2|23108	683.6618	RAP1GAP2|23108	114.6808
RAP1GAP|5909	956.4808	RAP1GAP|5909	5.2867
RAP1GDS1|5910	764.9156	RAP1GDS1|5910	993.4933
RAP2A|5911	403.0403	RAP2A|5911	1179.3412
RAP2B|5912	332.0105	RAP2B|5912	542.9036
RAP2C|57826	1096.1189	RAP2C|57826	989.8333
RAPGEF1|2889	1450.1917	RAPGEF1|2889	2485.1566
RAPGEF2|9693	572.0051	RAPGEF2|9693	2072.3871
RAPGEF3|10411	405.60699999999997	RAPGEF3|10411	1838.6905
RAPGEF4|11069	324.7461	RAPGEF4|11069	493.6966
RAPGEF5|9771	1167.6868	RAPGEF5|9771	927.6129
RAPGEF6|51735	444.2053	RAPGEF6|51735	386.7426
RAPGEFL1|51195	67.8012	RAPGEFL1|51195	73.2005
RAPH1|65059	2681.1058	RAPH1|65059	1733.2249
RARA|5914	2943.9699	RARA|5914	550.2237
RARB|5915	69.9536	RARB|5915	143.1476
RARG|5916	1125.1766	RARG|5916	476.2098
RARRES1|5918	15.8741	RARRES1|5918	295.242
RARRES2|5919	214.1656	RARRES2|5919	4802.7654
RARRES3|5920	3456.5144	RARRES3|5920	168.7678
RARS2|57038	784.2873	RARS2|57038	1159.0077
RARS|5917	1418.9816	RARS|5917	1179.3412
RASA1|5921	3556.0879999999997	RASA1|5921	1576.5799
RASA2|5922	175.153	RASA2|5922	196.4213
RASA3|22821	354.6109	RASA3|22821	2225.2948
RASA4P|401331	140.1493	RASA4P|401331	55.0712
RASA4|10156	64.9923	RASA4|10156	169.2517
RASAL1|8437	24.4838	lowly_expressed	lowly_expressed
RASAL2|9462	746.0577	RASAL2|9462	1639.6909
RASAL3|64926	65.9178	RASAL3|64926	21.5535
RASD1|51655	67.8012	RASD1|51655	2172.8345
RASD2|23551	99.5493	RASD2|23551	26.8402
RASEF|158158	1741.3062	lowly_expressed	lowly_expressed
RASGEF1A|221002	181.6103	lowly_expressed	lowly_expressed
RASGEF1B|153020	50.8509	RASGEF1B|153020	468.8898
RASGRF1|5923	16.6812	lowly_expressed	lowly_expressed
RASGRF2|5924	146.3644	RASGRF2|5924	1685.2379
RASGRP1|10125	18.2956	RASGRP1|10125	20.7401
lowly_expressed	lowly_expressed	RASGRP2|10235	216.3481
RASGRP3|25780	138.2929	RASGRP3|25780	667.7511
RASGRP4|115727	22.6004	RASGRP4|115727	82.9606
RASIP1|54922	575.2337	RASIP1|54922	616.5108
RASL10A|10633	46.0079	RASL10A|10633	6.9134
RASL10B|91608	58.6534	RASL10B|91608	1478.6499
RASL11A|387496	75.6037	RASL11A|387496	394.4693
RASL11B|65997	121.3426	RASL11B|65997	7.7267
RASL12|51285	51.388999999999996	RASL12|51285	217.5681
RASSF10|644943	21.7932	lowly_expressed	lowly_expressed
RASSF1|11186	823.8380000000001	RASSF1|11186	464.8231
RASSF2|9770	331.7414	RASSF2|9770	467.6698
RASSF3|283349	330.6652	RASSF3|283349	495.3233
RASSF4|83937	157.2368	RASSF4|83937	1139.8943
RASSF5|83593	1148.5841	RASSF5|83593	180.9679
RASSF6|166824	256.9449	RASSF6|166824	9.7601
RASSF7|8045	467.6128	RASSF7|8045	21.5535
RASSF8|11228	124.8403	RASSF8|11228	924.7662
RASSF9|9182	13.1836	RASSF9|9182	159.4144
RAVER1|125950	1088.3164	RAVER1|125950	650.6709999999999
RAVER2|55225	180.265	RAVER2|55225	566.0838
RB1CC1|9821	1767.9424	RB1CC1|9821	2511.1834
RB1|5925	1396.9194	RB1|5925	1515.6568
RBAK|57786	337.9296	RBAK|57786	415.2094
RBBP4|5928	5171.424	RBBP4|5928	3292.0211
RBBP5|5929	1123.0241	RBBP5|5929	565.2704
RBBP6|5930	3032.219	RBBP6|5930	1653.5177
RBBP7|5931	3424.7663	RBBP7|5931	1839.7723
RBBP8|5932	931.1899	RBBP8|5932	284.2619
RBBP9|10741	966.1667	RBBP9|10741	583.5706
RBCK1|10616	1281.2269	RBCK1|10616	1163.0744
RBKS|64080	306.4505	RBKS|64080	49.6137
RBL1|5933	106.5447	RBL1|5933	144.3676
RBL2|5934	1662.9179	RBL2|5934	4943.3266
RBM10|8241	1236.0261	RBM10|8241	616.5108
RBM11|54033	8.3406	RBM11|54033	7.32
RBM12B|389677	560.7049	RBM12B|389677	387.5559
RBM12|10137	2139.2238	RBM12|10137	1608.5848
RBM14|10432	1289.4787	RBM14|10432	741.6145
RBM15B|29890	2209.1532	RBM15B|29890	1689.5486
RBM15|64783	325.0393	RBM15|64783	182.5946
RBM16|22828	1756.3355	RBM16|22828	1482.6027
RBM17|84991	1065.447	RBM17|84991	1392.0293
RBM18|92400	1193.5158	RBM18|92400	928.0195
RBM19|9904	517.6566	RBM19|9904	435.9496
RBM20|282996	38.4745	RBM20|282996	59.3737
RBM22|55696	1035.3131	RBM22|55696	1012.6068
RBM23|55147	1194.8611	RBM23|55147	740.5449
RBM24|221662	35.2458	RBM24|221662	81.3339
RBM25|58517	2461.8282	RBM25|58517	2074.8272
RBM26|64062	1306.2487	RBM26|64062	948.3530000000001
RBM27|54439	978.2739999999999	RBM27|54439	942.6596
RBM28|55131	187.2604	RBM28|55131	376.9825
RBM33|155435	784.0183	RBM33|155435	1348.5157
RBM34|23029	1210.3908	RBM34|23029	638.4709
RBM38|55544	144.21200000000002	RBM38|55544	204.9614
RBM39|9584	5696.9126	RBM39|9584	3871.8991
RBM3|5935	4075.3346	RBM3|5935	4563.2371
RBM41|55285	232.7302	RBM41|55285	185.4412
RBM42|79171	738.5485	RBM42|79171	488.8166
RBM43|375287	532.7235	RBM43|375287	662.8711
RBM44|375316	7.5335	RBM44|375316	13.0134
RBM45|129831	210.3989	RBM45|129831	148.4343
lowly_expressed	lowly_expressed	RBM46|166863	9.3534
RBM47|54502	4538.6426	RBM47|54502	553.0704
RBM4B|83759	371.8302	RBM4B|83759	225.7015
RBM4|5936	3254.8140000000003	RBM4|5936	1276.6856
RBM5|10181	2239.9758	RBM5|10181	2260.7727
RBM6|10180	1571.3136	RBM6|10180	1372.4075
RBM7|10179	382.8614	RBM7|10179	705.5714
RBM8A|9939	3356.5561	RBM8A|9939	1218.2595
RBM9|23543	1642.295	RBM9|23543	3563.2371
RBMS1|5937	266.6308	RBMS1|5937	3180.1545
RBMS2|5939	699.5305	RBMS2|5939	3681.83
RBMS3|27303	23.1385	RBMS3|27303	501.4233
RBMX2|51634	293.267	RBMX2|51634	313.5421
RBMXL1|494115	756.4889	RBMXL1|494115	809.2273
RBMX|27316	4008.8787	RBMX|27316	3180.9679
RBP1|5947	261.2497	RBP1|5947	104.514
RBP4|5950	56.501000000000005	RBP4|5950	18057.3404
RBP5|83758	64.3035	RBP5|83758	43.5136
RBP7|116362	269.3213	RBP7|116362	1926.3928
RBPJ|3516	525.19	RBPJ|3516	1271.6551
RBPMS2|348093	62.6892	RBPMS2|348093	477.0232
RBPMS|11030	1454.7656	RBPMS|11030	2980.0732
RBX1|9978	715.9239	RBX1|9978	559.7519
RC3H1|149041	1717.3606	RC3H1|149041	1213.9081
RC3H2|54542	475.4153	RC3H2|54542	930.4595
RCAN1|1827	268.7832	RCAN1|1827	1235.8682
RCAN2|10231	105.1994	RCAN2|10231	865.7991
RCAN3|11123	201.2511	RCAN3|11123	45.547
RCBTB1|55213	909.9348	RCBTB1|55213	627.0842
RCBTB2|1102	147.1716	RCBTB2|1102	881.2525
RCC1|1104	394.2853	RCC1|1104	33.9488
RCC2|55920	3046.4788	RCC2|55920	984.5466
RCCD1|91433	81.2538	RCCD1|91433	157.381
RCE1|9986	292.7289	RCE1|9986	183.0012
RCHY1|25898	598.3722	RCHY1|25898	602.684
RCL1|10171	254.2544	RCL1|10171	881.2525
RCN1|5954	1558.0817	RCN1|5954	2823.0988
RCN2|5955	1043.6537	RCN2|5955	968.2798
RCN3|57333	295.6884	RCN3|57333	236.2749
RCOR1|23186	1216.1162	RCOR1|23186	1283.0419
RCOR2|283248	92.554	RCOR2|283248	5.2867
RCOR3|55758	3266.2945	RCOR3|55758	1318.8288
RCSD1|92241	98.7422	RCSD1|92241	433.5096
RDBP|7936	853.8643	RDBP|7936	728.7515
RDH10|157506	265.0165	RDH10|157506	2132.5742
RDH11|51109	1639.0664	RDH11|51109	1044.7336
RDH13|112724	237.3041	RDH13|112724	87.4339
RDH14|57665	476.2225	RDH14|57665	413.046
RDH5|5959	14.3109	RDH5|5959	4117.2875
RDX|5962	1733.2347	RDX|5962	4160.2277
REC8|9985	10.493	REC8|9985	28.8735
RECK|8434	153.0907	RECK|8434	1541.6836
RECQL4|9401	218.4704	RECQL4|9401	5.6934
RECQL5|9400	697.1144	RECQL5|9400	348.9223
RECQL|5965	806.9846	RECQL|5965	1292.863
REEP1|65055	2123.8986	REEP1|65055	100.4473
REEP2|51308	5.6501	REEP2|51308	46.766999999999996
REEP3|221035	1019.7081	REEP3|221035	1293.2086
REEP4|80346	237.8422	REEP4|80346	147.2143
REEP5|7905	4100.6901	REEP5|7905	4334.7296
REEP6|92840	3212.215	REEP6|92840	332.2489
RELA|5970	1927.7595	RELA|5970	1650.2643
RELB|5971	343.3107	RELB|5971	91.9073
RELL1|768211	1000.4547	RELL1|768211	824.8068
RELL2|285613	28.6917	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RELN|5649	159.8211
RELT|84957	67.5321	RELT|84957	39.0403
REL|5966	371.0231	REL|5966	94.75399999999999
REM1|28954	5.9191	REM1|28954	49.6137
REM2|161253	35.5149	lowly_expressed	lowly_expressed
RENBP|5973	37.3983	RENBP|5973	183.8146
REP15|387849	9.9549	REP15|387849	30.5002
REPIN1|29803	1158.27	REPIN1|29803	1222.0415
REPS1|85021	1048.4967	REPS1|85021	599.4307
REPS2|9185	2985.4039	REPS2|9185	397.316
RER1|11079	3447.485	RER1|11079	2652.8589
RERE|473	4704.9169	RERE|473	6405.4494
lowly_expressed	lowly_expressed	RERGL|79785	307.0354
RERG|85004	2694.8275	RERG|85004	360.7157
REST|5978	792.8969999999999	REST|5978	442.86300000000006
RETSAT|54884	2936.4364	RETSAT|54884	19526.6368
RET|5979	514.4279	RET|5979	206.9947
REV1|51455	914.2396	REV1|51455	1178.9345
REV3L|5980	891.1011	REV3L|5980	2706.3847
REXO1|57455	507.4326	REXO1|57455	362.3424
REXO2|25996	602.408	REXO2|25996	623.8308
REXO4|57109	378.5565	REXO4|57109	208.6214
RFC1|5981	1794.3095	RFC1|5981	2180.5612
RFC2|5982	1251.9002	RFC2|5982	296.8686
RFC3|5983	262.595	RFC3|5983	172.4278
RFC4|5984	312.6387	RFC4|5984	129.3209
RFC5|5985	332.5486	RFC5|5985	207.4014
RFESD|317671	29.5823	RFESD|317671	22.2895
RFFL|117584	1015.1988	RFFL|117584	464.3188
RFK|55312	422.6811	RFK|55312	405.0427
RFNG|5986	592.9912	RFNG|5986	644.571
RFPL1S|10740	14.5019	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RFPL4B|442247	7.32
RFT1|91869	457.6579	RFT1|91869	442.0496
RFTN1|23180	903.2084	RFTN1|23180	3815.7788
RFTN2|130132	27.7124	RFTN2|130132	503.4567
RFWD2|64326	2000.6726	RFWD2|64326	1014.2334
RFWD3|55159	442.0529	RFWD3|55159	404.63599999999997
RFX1|5989	439.6314	RFX1|5989	197.2346
RFX2|5990	68.0702	RFX2|5990	78.0805
RFX3|5991	54.8867	RFX3|5991	56.1204
RFX5|5993	1764.9828	RFX5|5993	580.3172
RFX7|64864	819.5332	RFX7|64864	547.7837
lowly_expressed	lowly_expressed	RFX8|731220	6.1
RFXANK|8625	658.4301	RFXANK|8625	387.6007
RFXAP|5994	89.5944	RFXAP|5994	171.2078
RG9MTD1|54931	416.2239	RG9MTD1|54931	501.83
RG9MTD2|93587	265.5546	RG9MTD2|93587	225.2948
RG9MTD3|158234	305.9124	RG9MTD3|158234	202.5214
RGAG1|57529	17.7574	RGAG1|57529	5.2867
RGAG4|340526	278.2	RGAG4|340526	572.1838
RGL1|23179	153.0907	RGL1|23179	2326.5555
RGL2|5863	3878.3884	RGL2|5863	884.5059
RGL3|57139	204.1165	RGL3|57139	98.414
RGL4|266747	5.9891	RGL4|266747	10.2847
RGMA|56963	56.77	RGMA|56963	693.3713
RGMB|285704	1062.3798	RGMB|285704	1271.5006
RGNEF|64283	865.5411	RGNEF|64283	871.0858
RGN|9104	90.4016	RGN|9104	248.475
RGP1|9827	313.9678	RGP1|9827	210.6547
RGPD1|400966	701.613	RGPD1|400966	397.7186
RGPD3|653489	473.2629	RGPD3|653489	420.0895
RGPD4|285190	244.5685	RGPD4|285190	206.1814
RGPD5|84220	172.3737	RGPD5|84220	198.0724
RGPD6|729540	940.8354	RGPD6|729540	1024.3148
RGS10|6001	644.1111	RGS10|6001	199.6747
RGS11|8786	298.492	RGS11|8786	132.0821
RGS12|6002	936.84	RGS12|6002	412.7694
lowly_expressed	lowly_expressed	RGS13|6003	21.9601
RGS14|10636	602.139	RGS14|10636	43.107
RGS16|6004	224.1205	RGS16|6004	422.1228
lowly_expressed	lowly_expressed	RGS17|26575	64.2538
lowly_expressed	lowly_expressed	RGS18|64407	20.3335
RGS19|10287	215.5109	RGS19|10287	65.0671
RGS1|5996	193.4486	RGS1|5996	43.9203
lowly_expressed	lowly_expressed	RGS20|8601	8.9467
RGS22|26166	752.0011	RGS22|26166	295.6486
RGS2|5997	55.4248	RGS2|5997	307.0354
RGS3|5998	921.2349	RGS3|5998	3898.7393
RGS4|5999	76.4108	RGS4|5999	44.327
RGS5|8490	1801.3049	RGS5|8490	6231.8015
lowly_expressed	lowly_expressed	RGS6|9628	172.4278
lowly_expressed	lowly_expressed	RGS7BP|401190	193.5746
RGS9BP|388531	7.2644	lowly_expressed	lowly_expressed
RHBDD1|84236	642.2278	RHBDD1|84236	427.0028
RHBDD2|57414	967.2429	RHBDD2|57414	947.133
RHBDD3|25807	452.5459	RHBDD3|25807	116.3074
RHBDF1|64285	1452.8822	RHBDF1|64285	337.1289
RHBDF2|79651	210.6679	RHBDF2|79651	193.5746
RHBDL1|9028	200.1749	RHBDL1|9028	7.7267
RHBDL2|54933	124.0331	RHBDL2|54933	20.7401
RHBDL3|162494	51.658	RHBDL3|162494	18.7068
RHCE|6006	50.8509	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RHCG|51458	9.3534
RHEBL1|121268	5.9191	RHEBL1|121268	10.5734
RHEB|6009	417.8382	RHEB|6009	1178.9345
RHOA|387	10848.4563	RHOA|387	13344.8556
RHOBTB1|9886	320.1722	RHOBTB1|9886	838.9589
RHOBTB2|23221	443.4116	RHOBTB2|23221	489.5445
RHOBTB3|22836	836.2144	RHOBTB3|22836	8444.083
RHOB|388	8662.9448	RHOB|388	11893.8593
RHOC|389	8699.5359	RHOC|389	2698.2513
RHOD|29984	558.5525	RHOD|29984	116.3074
RHOF|54509	41.6116	RHOF|54509	11.5331
RHOG|391	645.7254	RHOG|391	784.0586
RHOH|399	319.6341	RHOH|399	28.4669
RHOJ|57381	62.6892	RHOJ|57381	482.7166
RHOQ|23433	610.337	RHOQ|23433	8174.8922
RHOT1|55288	1025.0891	RHOT1|55288	1923.9528
RHOT2|89941	1541.4004	RHOT2|89941	406.2627
RHOU|58480	675.8593	RHOU|58480	1098.8207
RHOV|171177	753.8844	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RHOXF1|158800	8.5401
RHPN1|114822	503.6658	RHPN1|114822	17.0801
RHPN2|85415	826.2595	RHPN2|85415	18.7068
RIBC1|158787	76.9489	RIBC1|158787	13.0134
RIBC2|26150	61.3439	lowly_expressed	lowly_expressed
RIC3|79608	348.9608	RIC3|79608	49.207
RIC8A|60626	2134.701	RIC8A|60626	1261.7365
RIC8B|55188	456.8507	RIC8B|55188	527.0435
RICH2|9912	257.7521	RICH2|9912	108.9874
RICTOR|253260	805.2734	RICTOR|253260	1102.8874
RIF1|55183	939.7996	RIF1|55183	1249.695
RILPL1|353116	185.1645	RILPL1|353116	215.5795
RILPL2|196383	351.6513	RILPL2|196383	471.3298
RILP|83547	42.7793	RILP|83547	296.0553
lowly_expressed	lowly_expressed	RIMBP2|23504	115.0874
RIMBP3C|150221	6.9954	lowly_expressed	lowly_expressed
RIMBP3|85376	64.0344	RIMBP3|85376	10.1667
RIMKLA|284716	186.1842	RIMKLA|284716	10.5734
RIMKLB|57494	559.5937	RIMKLB|57494	1618.6621
RIMS1|22999	274.7024	RIMS1|22999	12.6068
RIMS3|9783	129.1451	RIMS3|9783	248.0683
RIMS4|140730	84.7515	RIMS4|140730	25.2135
RIN1|9610	92.554	RIN1|9610	34.1602
RIN2|54453	2114.7508	RIN2|54453	1550.2237
RIN3|79890	145.5573	RIN3|79890	331.4355
RING1|6015	771.9109	RING1|6015	448.963
RINL|126432	207.9774	RINL|126432	99.634
RINT1|60561	231.65400000000002	RINT1|60561	460.8784
RIOK1|83732	319.096	RIOK1|83732	366.4091
RIOK2|55781	551.5571	RIOK2|55781	564.8638
RIOK3|8780	1340.1493	RIOK3|8780	1980.4799
RIPK1|8737	1192.9777	RIPK1|8737	1273.6885
RIPK2|8767	363.2206	RIPK2|8767	304.5954
RIPK3|11035	23.1385	RIPK3|11035	136.2342
RIPK4|54101	103.04700000000001	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RIPPLY1|92129	7.5925
RIT1|6016	1097.7332	RIT1|6016	609.5974
RLF|6018	658.3709	RLF|6018	809.6787
RLIM|51132	2246.8555	RLIM|51132	1811.3054
RLN1|6013	8.6097	RLN1|6013	6.1
RLN2|6019	11.8383	RLN2|6019	6.5067
RLTPR|146206	17.7574	lowly_expressed	lowly_expressed
RMI1|80010	590.5697	RMI1|80010	165.1078
RMND1|55005	964.0143	RMND1|55005	919.0728
RMND5A|64795	1888.4778	RMND5A|64795	4085.8072
RMND5B|64777	815.4974	RMND5B|64777	593.3306
RMRP|6023	14.5288	RMRP|6023	11.3867
RNASE1|6035	205.825	RNASE1|6035	9655.1444
RNASE2|6036	6.1882	lowly_expressed	lowly_expressed
RNASE4|6038	1761.356	RNASE4|6038	5502.3302
RNASE6|6039	87.9801	RNASE6|6039	192.3546
RNASEH1|246243	244.5685	RNASEH1|246243	271.2485
RNASEH2A|10535	353.8037	RNASEH2A|10535	94.75399999999999
RNASEH2B|79621	408.1523	RNASEH2B|79621	362.3424
RNASEH2C|84153	412.9091	RNASEH2C|84153	352.0984
RNASEK|440400	1309.4101	RNASEK|440400	2080.1545
RNASEL|6041	877.1104	RNASEL|6041	351.3623
RNASEN|29102	1519.0691	RNASEN|29102	1172.4278
RNASET2|8635	1138.6292	RNASET2|8635	320.4555
RND1|27289	108.4281	RND1|27289	81.7405
RND2|8153	70.7607	RND2|8153	15.4534
RND3|390	507.4326	RND3|390	1507.5234
RNF103|7844	2584.734	RNF103|7844	1169.0565
RNF10|9921	4879.2628	RNF10|9921	3727.9382
RNF111|54778	862.8506	RNF111|54778	808.8654
lowly_expressed	lowly_expressed	RNF112|7732	23.1802
RNF113A|7737	293.8051	RNF113A|7737	130.5409
RNF114|55905	1926.1452	RNF114|55905	1425.7828
RNF115|27246	1324.2752	RNF115|27246	523.7902
RNF11|26994	2653.1244	RNF11|26994	4909.7194
RNF121|55298	493.4419	RNF121|55298	368.4425
RNF122|79845	80.7157	RNF122|79845	143.5543
RNF123|63891	791.2827	RNF123|63891	567.3038
RNF125|54941	406.80699999999996	RNF125|54941	2101.6673
lowly_expressed	lowly_expressed	RNF126P1|376412	6.5067
RNF126|55658	417.031	RNF126|55658	203.7414
RNF128|79589	11.3002	RNF128|79589	38.2269
RNF130|55819	1208.0447	RNF130|55819	4595.7706
