gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
ALKBH2|121642	185.9151	ALKBH2|121642	91.0939
ALKBH3|221120	439.6314	ALKBH3|221120	339.9756
ALKBH4|54784	131.1522	ALKBH4|54784	104.1562
ALKBH5|54890	2605.8976	ALKBH5|54890	1928.3367
ALKBH6|84964	71.837	ALKBH6|84964	50.0203
ALKBH7|84266	489.6751	ALKBH7|84266	366.0024
ALKBH8|91801	328.7819	ALKBH8|91801	230.1749
lowly_expressed	lowly_expressed	ALK|238	60.5937
ALMS1P|200420	19.9099	lowly_expressed	lowly_expressed
ALMS1|7840	1086.7021	ALMS1|7840	866.2058
ALOX12P2|245	36.053000000000004	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ALOX12|239	7.7267
ALOX15B|247	150.6693	lowly_expressed	lowly_expressed
ALOX15|246	57.5772	lowly_expressed	lowly_expressed
ALOX5AP|241	242.9542	ALOX5AP|241	296.0553
ALOX5|240	499.361	ALOX5|240	106.954
ALOXE3|59344	54.0795	lowly_expressed	lowly_expressed
ALPK1|80216	781.0587	ALPK1|80216	516.8768
ALPK2|115701	53.0033	ALPK2|115701	114.2741
ALPK3|57538	173.5387	ALPK3|57538	5399.3493
ALPL|249	646.2635	ALPL|249	651.891
ALS2CL|259173	208.5155	ALS2CL|259173	310.6954
ALS2CR11|151254	71.837	ALS2CR11|151254	35.7869
ALS2CR12|130540	14.2598	ALS2CR12|130540	8.1334
ALS2CR4|65062	448.7792	ALS2CR4|65062	669.7845
ALS2CR8|79800	239.7256	ALS2CR8|79800	331.8422
ALS2|57679	723.4815	ALS2|57679	824.7255
lowly_expressed	lowly_expressed	ALX1|8092	10.1667
ALX3|257	26.0981	ALX3|257	12.2001
AMACR|23600	381.2471	AMACR|23600	271.2485
AMBP|259	17.4884	lowly_expressed	lowly_expressed
AMBRA1|55626	1273.4244	AMBRA1|55626	689.3046
AMD1|262	651.9136	AMD1|262	1197.6413
AMDHD1|144193	6.9954	lowly_expressed	lowly_expressed
AMDHD2|51005	250.4634	AMDHD2|51005	122.9646
AMFR|267	2703.1681	AMFR|267	2632.7776
AMH|268	41.165	lowly_expressed	lowly_expressed
AMICA1|120425	9.6859	AMICA1|120425	57.3404
AMIGO1|57463	134.7952	AMIGO1|57463	189.1013
AMIGO2|347902	309.6792	AMIGO2|347902	390.8093
AMIGO3|386724	215.7799	AMIGO3|386724	36.1936
AMMECR1L|83607	771.9109	AMMECR1L|83607	1076.8605
AMMECR1|9949	301.3385	AMMECR1|9949	179.3412
AMN1|196394	318.0198	AMN1|196394	170.8011
lowly_expressed	lowly_expressed	AMN|81693	5.2867
AMOTL1|154810	449.3173	AMOTL1|154810	4127.2875
AMOTL2|51421	1321.8538	AMOTL2|51421	6835.2989
AMOT|154796	1211.0042	AMOT|154796	564.0504
AMPD2|271	573.0813	AMPD2|271	371.2891
AMPD3|272	233.8064	AMPD3|272	144.7743
AMPH|273	39.8197	AMPH|273	76.0472
AMT|275	25.8909	AMT|275	132.31799999999998
lowly_expressed	lowly_expressed	AMY1A|276	5.2867
AMY2B|280	264.0102	AMY2B|280	377.4054
AMZ2P1|201283	211.206	AMZ2P1|201283	318.4221
AMZ2|51321	1757.4494	AMZ2|51321	2041.4803
ANAPC10|10393	115.6925	ANAPC10|10393	130.9475
ANAPC11|51529	919.0825	ANAPC11|51529	594.9573
ANAPC13|25847	1600.5139	ANAPC13|25847	1495.7544
ANAPC16|119504	2602.2735	ANAPC16|119504	2995.12
ANAPC1|64682	713.2576	ANAPC1|64682	917.4461
ANAPC2|29882	810.6545	ANAPC2|29882	326.1488
ANAPC4|29945	445.0124	ANAPC4|29945	534.7702
ANAPC5|51433	2681.6439	ANAPC5|51433	2102.8874
ANAPC7|51434	1182.4847	ANAPC7|51434	705.1647
ANGEL1|23357	472.7248	ANGEL1|23357	501.0167
ANGEL2|90806	1599.5157	ANGEL2|90806	685.2379
ANGPT1|284	19.3718	ANGPT1|284	1360.7157
ANGPT2|285	159.2789	ANGPT2|285	1137.4542
lowly_expressed	lowly_expressed	ANGPT4|51378	10.9801
ANGPTL1|9068	15.8741	ANGPTL1|9068	866.6124
ANGPTL2|23452	479.1821	ANGPTL2|23452	10739.7316
ANGPTL4|51129	107.6209	ANGPTL4|51129	1518.9101
lowly_expressed	lowly_expressed	ANGPTL5|253935	67.1004
lowly_expressed	lowly_expressed	ANGPTL7|10218	6.9134
ANG|283	383.5286	ANG|283	978.7597
ANK1|286	151.4764	ANK1|286	30.5002
ANK2|287	66.994	ANK2|287	3185.8479
ANK3|288	3025.7618	ANK3|288	157.381
ANKAR|150709	56.501000000000005	ANKAR|150709	98.0073
ANKDD1A|348094	36.053000000000004	ANKDD1A|348094	189.5079
ANKFY1|51479	2711.5087	ANKFY1|51479	2320.0488
ANKHD1-EIF4EBP3|404734	1383.9107	ANKHD1-EIF4EBP3|404734	1027.3322
ANKHD1|54882	3031.132	ANKHD1|54882	2505.3924
ANKH|56172	2153.4943	ANKH|56172	1697.4379999999999
ANKIB1|54467	897.8274	ANKIB1|54467	1964.2131
ANKK1|255239	24.4838	ANKK1|255239	8.9467
ANKLE1|126549	5.6501	lowly_expressed	lowly_expressed
ANKLE2|23141	1609.4706	ANKLE2|23141	1738.5116
ANKMY1|51281	414.6095	ANKMY1|51281	171.6145
ANKMY2|57037	1351.1805	ANKMY2|57037	668.1578
ANKRA2|57763	516.3113	ANKRA2|57763	257.8284
ANKRD10|55608	2120.2179	ANKRD10|55608	1739.8861
ANKRD11|29123	1341.6856	ANKRD11|29123	1922.4197
ANKRD12|23253	3124.5039	ANKRD12|23253	2696.218
ANKRD13A|88455	1028.8559	ANKRD13A|88455	834.8922
ANKRD13B|124930	83.9443	ANKRD13B|124930	149.6543
ANKRD13C|81573	742.3152	ANKRD13C|81573	841.8056
ANKRD13D|338692	470.5724	ANKRD13D|338692	183.0012
ANKRD16|54522	399.2332	ANKRD16|54522	113.0541
ANKRD17|26057	3803.3228	ANKRD17|26057	3020.3335
ANKRD19|138649	68.6083	ANKRD19|138649	25.2135
ANKRD20A3|441425	56.2319	ANKRD20A3|441425	20.3335
ANKRD20A4|728747	255.8687	lowly_expressed	lowly_expressed
ANKRD20B|729171	231.1159	ANKRD20B|729171	16.2668
ANKRD22|118932	76.6799	lowly_expressed	lowly_expressed
ANKRD23|200539	41.9722	ANKRD23|200539	13.0134
ANKRD24|170961	85.2896	ANKRD24|170961	28.8735
ANKRD26|22852	438.5552	ANKRD26|22852	345.66900000000004
ANKRD27|84079	881.9533	ANKRD27|84079	894.2660000000001
ANKRD28|23243	1714.132	ANKRD28|23243	1394.4693
ANKRD29|147463	27.4433	ANKRD29|147463	425.7828
ANKRD30A|91074	3054.2813	ANKRD30A|91074	26.4335
ANKRD30B|374860	89.0563	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD31|256006	6.9134
ANKRD32|84250	146.3644	ANKRD32|84250	122.8142
ANKRD34A|284615	37.3983	ANKRD34A|284615	21.1468
ANKRD34C|390616	9.6859	ANKRD34C|390616	16.2668
ANKRD35|148741	7.8025	ANKRD35|148741	95.97399999999999
ANKRD36BP1|84832	175.4221	ANKRD36BP1|84832	144.7743
ANKRD36B|57730	95.7826	ANKRD36B|57730	28.8735
ANKRD36|375248	177.0364	ANKRD36|375248	283.4486
ANKRD37|353322	79.4646	ANKRD37|353322	54.9898
ANKRD39|51239	128.3379	ANKRD39|51239	86.2139
ANKRD40|91369	1518.8	ANKRD40|91369	3841.8056
ANKRD42|338699	618.013	ANKRD42|338699	224.4815
ANKRD43|134548	265.5546	ANKRD43|134548	61.8137
ANKRD44|91526	79.3704	ANKRD44|91526	145.5876
ANKRD46|157567	452.0966	ANKRD46|157567	1213.6153
ANKRD49|54851	416.4929	ANKRD49|54851	224.8882
ANKRD50|57182	1171.7226	ANKRD50|57182	1168.3611
ANKRD52|283373	2028.385	ANKRD52|283373	903.6194
ANKRD53|79998	8.8787	ANKRD53|79998	399.3493
ANKRD54|129138	440.4386	ANKRD54|129138	175.2745
ANKRD55|79722	8.6097	ANKRD55|79722	7.32
ANKRD56|345079	207.1702	ANKRD56|345079	5.2867
ANKRD57|65124	935.4947	ANKRD57|65124	384.3026
ANKRD58|347454	5.9191	lowly_expressed	lowly_expressed
ANKRD5|63926	969.9334	ANKRD5|63926	494.9166
ANKRD6|22881	150.6424	ANKRD6|22881	269.9553
ANKRD9|122416	114.8853	ANKRD9|122416	55.7137
ANKS1A|23294	935.2257	ANKS1A|23294	1009.7601
ANKS1B|56899	277.6619	ANKS1B|56899	32.5336
ANKS3|124401	347.6155	ANKS3|124401	84.1806
ANKS6|203286	50.0437	ANKS6|203286	479.4632
ANKZF1|55139	606.1747	ANKZF1|55139	391.6226
ANLN|54443	351.6513	ANLN|54443	11.7934
ANO10|55129	971.5477	ANO10|55129	1482.7166
ANO1|55107	697.9216	ANO1|55107	357.4624
ANO2|57101	5.381	ANO2|57101	139.8943
lowly_expressed	lowly_expressed	ANO3|63982	710.4514
lowly_expressed	lowly_expressed	ANO4|121601	16.2668
lowly_expressed	lowly_expressed	ANO5|203859	101.2607
ANO6|196527	2285.3299	ANO6|196527	20406.2627
ANO7|50636	8.8787	ANO7|50636	10.5734
ANO8|57719	437.47900000000004	ANO8|57719	291.9886
ANO9|338440	298.9171	ANO9|338440	7.32
ANP32A|8125	3229.4343	ANP32A|8125	2017.0801
ANP32B|10541	2026.7707	ANP32B|10541	2824.7255
ANP32E|81611	1114.6835	ANP32E|81611	917.0394
ANPEP|290	9689.1101	ANPEP|290	681.5779
ANTXR1|84168	2139.7727	ANTXR1|84168	4029.6869
ANTXR2|118429	237.8422	ANTXR2|118429	6601.8707
ANUBL1|93550	791.0137	ANUBL1|93550	220.4148
ANXA11|311	4485.3703	ANXA11|311	3416.0228
ANXA1|301	615.8606	ANXA1|301	19407.4827
ANXA2P1|303	64.5725	ANXA2P1|303	91.0939
ANXA2P2|304	3905.0246	ANXA2P2|304	6008.9467
lowly_expressed	lowly_expressed	ANXA2P3|305	7.7267
ANXA2|302	11881.617	ANXA2|302	17271.6551
ANXA3|306	528.1496	ANXA3|306	1269.2151
ANXA4|307	1480.0565	ANXA4|307	1220.0081
ANXA5|308	5860.2273	ANXA5|308	17527.0435
ANXA6|309	4906.7061	ANXA6|309	13854.0057
ANXA7|310	4318.5579	ANXA7|310	3126.4742
ANXA8L2|244	17.4884	lowly_expressed	lowly_expressed
ANXA8|653145	79.3704	ANXA8|653145	6.5148
ANXA9|8416	1580.9511	ANXA9|8416	35.7869
AOAH|313	30.1339	AOAH|313	65.0671
AOC2|314	8.0716	AOC2|314	370.0691
AOC3|8639	414.3405	AOC3|8639	49051.2403
AOX1|316	55.1557	AOX1|316	2032.1269
AP1AR|55435	956.4808	AP1AR|55435	348.9223
AP1B1|162	4117.0377	AP1B1|162	1537.2102
AP1G1|164	2825.8559	AP1G1|164	2473.3632
AP1G2|8906	1783.7869	AP1G2|8906	234.7255
AP1M1|8907	745.5438	AP1M1|8907	1397.316
AP1M2|10053	2553.8441	lowly_expressed	lowly_expressed
AP1S1|1174	368.6016	AP1S1|1174	250.1017
AP1S2|8905	105.4685	AP1S2|8905	582.7572
AP1S3|130340	382.8614	AP1S3|130340	19.1135
AP2A1|160	1458.4489	AP2A1|160	2165.7706
AP2A2|161	1766.0591	AP2A2|161	1925.5795
AP2B1|163	12961.3237	AP2B1|163	6526.6368
AP2M1|1173	4373.7136	AP2M1|1173	4184.6279
AP2S1|1175	1196.4754	AP2S1|1175	915.0061
AP3B1|8546	1770.3639	AP3B1|8546	1458.7231
AP3B2|8120	19.6408	lowly_expressed	lowly_expressed
AP3D1|8943	3937.0418	AP3D1|8943	2105.3274
AP3M1|26985	2107.2173	AP3M1|26985	1917.0394
AP3M2|10947	344.1178	AP3M2|10947	583.9772
AP3S1|1176	323.4008	AP3S1|1176	1250.915
AP3S2|10239	2511.7293	AP3S2|10239	3114.9695
AP4B1|10717	338.7664	AP4B1|10717	344.5384
AP4E1|23431	345.1941	AP4E1|23431	387.5559
AP4M1|9179	229.8917	AP4M1|9179	235.91299999999998
AP4S1|11154	73.9894	AP4S1|11154	91.0939
APAF1|317	565.8169	APAF1|317	502.6434
APBA1|320	51.388999999999996	APBA1|320	312.7288
APBA2|321	38.7435	APBA2|321	9.3534
APBA3|9546	215.5109	APBA3|9546	101.6673
APBB1IP|54518	150.6693	APBB1IP|54518	1131.7609
APBB1|322	489.6751	APBB1|322	516.4701
APBB2|323	3935.4275	APBB2|323	4506.71
APBB3|10307	342.5035	APBB3|10307	277.3485
APC2|10297	13.0598	lowly_expressed	lowly_expressed
APCDD1L|164284	19.3718	lowly_expressed	lowly_expressed
APCDD1|147495	108.6971	APCDD1|147495	2763.7251
APC|324	1262.1242	APC|324	1483.9366
APEH|327	2402.9058	APEH|327	977.2265
APEX1|328	2714.7373	APEX1|328	2185.4412
APEX2|27301	505.2802	APEX2|27301	268.4018
APH1A|51107	7334.6338	APH1A|51107	2992.2733
APH1B|83464	760.6107	APH1B|83464	717.3648
API5|8539	2502.186	API5|8539	2334.2822
APIP|51074	477.6216	APIP|51074	891.6389
APITD1|378708	323.6591	APITD1|378708	105.2786
APLF|200558	20.448	APLF|200558	103.7007
APLNR|187	424.8335	APLNR|187	806.832
APLN|8862	51.658	APLN|8862	99.634
APLP1|333	56.77	APLP1|333	14.6401
APLP2|334	22277.2584	APLP2|334	11853.1924
APOA1BP|128240	2595.0091	APOA1BP|128240	758.4384
APOA1|335	9.6859	lowly_expressed	lowly_expressed
APOA5|116519	15.0669	lowly_expressed	lowly_expressed
APOB48R|55911	115.6925	APOB48R|55911	13.8268
APOBEC3A|200315	6.9954	APOBEC3A|200315	15.4534
APOBEC3B|9582	116.2306	APOBEC3B|9582	6.9134
APOBEC3C|27350	470.0343	APOBEC3C|27350	258.6417
APOBEC3D|140564	206.3631	APOBEC3D|140564	59.7804
APOBEC3F|200316	312.3697	APOBEC3F|200316	96.3806
APOBEC3G|60489	95.5136	APOBEC3G|60489	126.0675
lowly_expressed	lowly_expressed	APOB|338	1401.3827
APOC1|341	416.4929	APOC1|341	781.2119
APOC2|344	76.9489	lowly_expressed	lowly_expressed
APOD|347	436.6718	APOD|347	13226.5148
APOE|348	1147.5079	APOE|348	4653.5177
APOF|319	13.1836	lowly_expressed	lowly_expressed
APOL1|8542	1108.4953	APOL1|8542	1210.6547
APOL2|23780	717.8314	APOL2|23780	712.4847
APOL3|80833	404.1165	APOL3|80833	1447.3363
APOL4|80832	76.1418	APOL4|80832	1668.9711
APOL6|80830	1887.6707	APOL6|80830	16361.1224
APOLD1|81575	372.0993	APOLD1|81575	2064.6604
APOM|55937	23.1493	APOM|55937	58.5604
APOOL|139322	245.9138	APOOL|139322	414.8028
APOO|79135	280.6215	APOO|79135	148.4343
APPBP2|10513	1370.5522	APPBP2|10513	2409.1094
APPL1|26060	2151.3419	APPL1|26060	2080.9272
APPL2|55198	1997.9821	APPL2|55198	1277.7552
APP|351	18575.3683	APP|351	12450.9963
APRT|353	660.7924	APRT|353	742.1716
APTX|54840	619.3583	APTX|54840	420.4961
AQP11|282679	33.0934	AQP11|282679	34.5669
AQP1|358	1261.2363	AQP1|358	12054.0301
AQP2|359	57.8462	lowly_expressed	lowly_expressed
AQP3|360	2091.3432	AQP3|360	35.3802
AQP5|362	2809.7128	lowly_expressed	lowly_expressed
AQP6|363	30.671999999999997	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	1684.0179
lowly_expressed	lowly_expressed	AQP7P3|441432	106.1407
AQP7|364	19.3718	AQP7|364	10596.9906
lowly_expressed	lowly_expressed	AQP9|366	6.1
lowly_expressed	lowly_expressed	AQPEP|206338	2947.2306
AQR|9716	1718.7059	AQR|9716	1137.8609
ARAF|369	1726.2393	ARAF|369	1263.9284
ARAP1|116985	1902.6246	ARAP1|116985	1541.2363
ARAP2|116984	167.8886	ARAP2|116984	171.2078
ARAP3|64411	146.0954	ARAP3|64411	1033.3469
ARCN1|372	7438.2189	ARCN1|372	4543.3103
ARC|23237	13.4526	ARC|23237	24.4002
AREG|374	100.8946	AREG|374	16.2668
ARF1|375	16884.9129	ARF1|375	5786.0919
ARF3|377	6067.6666	ARF3|377	2916.2261
ARF4|378	6956.8844	ARF4|378	2978.8532
ARF5|381	956.4647	ARF5|381	1264.693
ARF6|382	3332.2123	ARF6|382	1897.1126
ARFGAP1|55738	1206.6994	ARFGAP1|55738	356.2424
ARFGAP2|84364	2157.261	ARFGAP2|84364	1623.4242
ARFGAP3|26286	1143.4721	ARFGAP3|26286	846.6856
ARFGEF1|10565	3043.5004	ARFGEF1|10565	1820.8174
ARFGEF2|10564	4687.9666	ARFGEF2|10564	2389.9959
ARFIP1|27236	1233.0665	ARFIP1|27236	965.8398
ARFIP2|23647	3314.7239	ARFIP2|23647	419.6828
ARFRP1|10139	449.8554	ARFRP1|10139	267.9951
ARG2|384	160.3713	ARG2|384	574.4286
ARGLU1|55082	1412.7934	ARGLU1|55082	2866.6124
ARHGAP10|79658	214.9728	ARHGAP10|79658	871.0858
ARHGAP11A|9824	160.0861	ARHGAP11A|9824	50.427
ARHGAP11B|89839	9.4168	lowly_expressed	lowly_expressed
ARHGAP12|94134	1229.5688	ARHGAP12|94134	1102.0739999999998
ARHGAP15|55843	35.2458	ARHGAP15|55843	58.1537
ARHGAP17|55114	1106.3429	ARHGAP17|55114	1621.7975
ARHGAP18|93663	1223.3806	ARHGAP18|93663	1115.4941
ARHGAP19|84986	661.8686	ARHGAP19|84986	422.5295
ARHGAP1|392	4492.9037	ARHGAP1|392	4451.8097
ARHGAP20|57569	19.9099	ARHGAP20|57569	619.7641
ARHGAP21|57584	1532.5217	ARHGAP21|57584	4146.401
ARHGAP22|58504	31.4791	ARHGAP22|58504	10.9801
ARHGAP23|57636	430.2146	ARHGAP23|57636	710.8581
ARHGAP24|83478	78.0252	ARHGAP24|83478	1157.7877
ARHGAP25|9938	99.5493	ARHGAP25|9938	359.9024
ARHGAP26|23092	334.43199999999996	ARHGAP26|23092	1009.3534
ARHGAP27|201176	241.0708	ARHGAP27|201176	333.4689
ARHGAP28|79822	74.7965	ARHGAP28|79822	372.5092
ARHGAP29|9411	2428.7348	ARHGAP29|9411	4586.4172
ARHGAP30|257106	280.3525	ARHGAP30|257106	280.6019
ARHGAP31|57514	412.9952	ARHGAP31|57514	3321.6755
ARHGAP32|9743	6737.0687	ARHGAP32|9743	907.6861
ARHGAP33|115703	116.4996	ARHGAP33|115703	110.6141
ARHGAP39|80728	404.6546	ARHGAP39|80728	17.8935
ARHGAP42|143872	31.2101	ARHGAP42|143872	410.7239
ARHGAP4|393	165.4671	ARHGAP4|393	193.5746
ARHGAP5|394	1000.6054	ARHGAP5|394	2937.7796
ARHGAP6|395	36.8602	ARHGAP6|395	263.5218
ARHGAP8|23779	434.2557	ARHGAP8|23779	27.7633
ARHGAP9|64333	59.1915	ARHGAP9|64333	66.2871
ARHGDIA|396	5243.5596	ARHGDIA|396	2976.0065
ARHGDIB|397	9731.6204	ARHGDIB|397	2074.8272
ARHGEF10L|55160	1279.0745	ARHGEF10L|55160	386.7426
ARHGEF10|9639	493.4419	ARHGEF10|9639	1334.2822
ARHGEF11|9826	3255.2633	ARHGEF11|9826	1387.5559
ARHGEF12|23365	13701.2175	ARHGEF12|23365	5470.9231
ARHGEF15|22899	201.2511	ARHGEF15|22899	1832.4522
ARHGEF16|27237	540.526	ARHGEF16|27237	135.0142
ARHGEF17|9828	1389.1168	ARHGEF17|9828	1571.7771
ARHGEF18|23370	1065.7160000000001	ARHGEF18|23370	400.5693
ARHGEF19|128272	548.8666	ARHGEF19|128272	31.7202
ARHGEF1|9138	1082.3973	ARHGEF1|9138	780.8052
ARHGEF2|9181	3919.0153	ARHGEF2|9181	2501.4233
ARHGEF33|100271715	16.4122	ARHGEF33|100271715	12.6068
ARHGEF35|445328	475.1463	ARHGEF35|445328	101.6673
ARHGEF37|389337	1031.8154	ARHGEF37|389337	300.5287
ARHGEF38|54848	155.5122	lowly_expressed	lowly_expressed
ARHGEF3|50650	1689.1101	ARHGEF3|50650	661.6511
ARHGEF4|50649	29.8648	ARHGEF4|50649	481.4965
ARHGEF5|7984	206.09400000000002	ARHGEF5|7984	145.181
ARHGEF6|9459	1042.0394	ARHGEF6|9459	4078.8939
ARHGEF7|8874	1460.1466	ARHGEF7|8874	3571.7771
ARHGEF9|23229	581.4219	ARHGEF9|23229	822.2855
ARID1A|8289	3820.2731	ARID1A|8289	2344.449
ARID1B|57492	2279.1417	ARID1B|57492	1908.0927
ARID2|196528	1647.138	ARID2|196528	986.5799
ARID3A|1820	66.4559	ARID3A|1820	128.1009
ARID3B|10620	122.1497	ARID3B|10620	97.194
ARID4A|5926	579.0005	ARID4A|5926	1252.135
ARID4B|51742	2703.7815	ARID4B|51742	1207.4014
ARID5A|10865	844.0169999999999	ARID5A|10865	309.0687
ARID5B|84159	2367.929	ARID5B|84159	4493.6966
ARIH1|25820	1965.9649	ARIH1|25820	2415.2094
ARIH2|10425	1302.1376	ARIH2|10425	1720.1017
ARL10|285598	13.9907	ARL10|285598	47.1736
ARL11|115761	119.1902	ARL11|115761	25.2135
ARL13B|200894	270.3975	ARL13B|200894	253.7617
ARL15|54622	511.4684	ARL15|54622	465.2298
ARL16|339231	424.0264	ARL16|339231	352.98900000000003
ARL17A|51326	165.5532	ARL17A|51326	111.0207
ARL17B|641522	5.0985	lowly_expressed	lowly_expressed
ARL1|400	3453.2858	ARL1|400	2083.3672
ARL2BP|23568	821.6856	ARL2BP|23568	2095.974
ARL2|402	609.6724	ARL2|402	1244.4083
ARL3|403	1430.8199	ARL3|403	524.6035
ARL4A|10124	64.8416	ARL4A|10124	474.1765
ARL4C|10123	252.37099999999998	ARL4C|10123	351.769
ARL4D|379	63.7654	ARL4D|379	100.0407
ARL5A|26225	791.2827	ARL5A|26225	1214.3148
ARL5B|221079	227.8873	ARL5B|221079	363.1558
ARL6IP1|23204	4297.3028	ARL6IP1|23204	9758.4384
ARL6IP4|51329	1266.6981	ARL6IP4|51329	820.2521
ARL6IP5|10550	5727.5846	ARL6IP5|10550	8489.6299
ARL6IP6|151188	207.1702	ARL6IP6|151188	338.7556
ARL6|84100	84.7515	ARL6|84100	84.1806
ARL8A|127829	1914.845	ARL8A|127829	866.2058
ARL8B|55207	2568.911	ARL8B|55207	2581.1305
ARMC10|83787	395.3615	ARMC10|83787	731.3135
ARMC1|55156	725.903	ARMC1|55156	909.7194
ARMC2|84071	64.5725	ARMC2|84071	54.4937
ARMC3|219681	22.8694	lowly_expressed	lowly_expressed
ARMC5|79798	383.9376	ARMC5|79798	113.8674
ARMC6|93436	784.8012	ARMC6|93436	216.2749
ARMC7|79637	342.7726	ARMC7|79637	128.5075
ARMC8|25852	697.3835	ARMC8|25852	951.1997
ARMC9|80210	470.3034	ARMC9|80210	54.086999999999996
ARMCX1|51309	944.3734	ARMCX1|51309	820.6588
ARMCX2|9823	837.2906	ARMCX2|9823	329.4022
ARMCX3|51566	2166.4088	ARMCX3|51566	1974.7865
ARMCX5|64860	515.2351	ARMCX5|64860	235.8682
ARMCX6|54470	236.2279	ARMCX6|54470	128.5075
ARNT2|9915	4600.5247	ARNT2|9915	49.207
ARNTL2|56938	20.448	ARNTL2|56938	188.2879
ARNTL|406	199.9058	ARNTL|406	91.0939
ARNT|405	2752.1356	ARNT|405	2886.5392
ARPC1A|10552	1245.712	ARPC1A|10552	2487.1899
ARPC1B|10095	1102.3071	ARPC1B|10095	707.6047
ARPC2|10109	3135.8041	ARPC2|10109	3760.8784
ARPC3|10094	3027.107	ARPC3|10094	2460.3497
ARPC4|10093	2707.1258	ARPC4|10093	2022.4441
ARPC5L|81873	787.5160000000001	ARPC5L|81873	313.5421
ARPC5|10092	3215.9817	ARPC5|10092	2090.2806
ARPM1|84517	71.0298	ARPM1|84517	60.5937
ARPP19|10776	4905.3609	ARPP19|10776	5808.4587
ARRB1|408	711.1051	ARRB1|408	1549.817
ARRB2|409	399.8117	ARRB2|409	620.5775
ARRDC1|92714	969.1263	ARRDC1|92714	269.6218
ARRDC2|27106	558.5525	ARRDC2|27106	306.6287
ARRDC3|57561	326.3604	ARRDC3|57561	3277.3485
ARRDC4|91947	445.0124	ARRDC4|91947	1028.8735
ARSA|410	1040.9632	ARSA|410	592.924
ARSB|411	149.32399999999998	ARSB|411	399.756
ARSD|414	4857.4696	ARSD|414	1315.1688
ARSE|415	40.6269	lowly_expressed	lowly_expressed
ARSG|22901	583.0363	ARSG|22901	97.6007
ARSH|347527	27.4433	lowly_expressed	lowly_expressed
ARSI|340075	80.7157	ARSI|340075	12.2001
ARSJ|79642	23.6766	ARSJ|79642	39.8536
ARSK|153642	49.7747	ARSK|153642	149.2477
lowly_expressed	lowly_expressed	ART4|420	30.5002
lowly_expressed	lowly_expressed	ART5|116969	5.6934
ARTN|9048	40.0888	lowly_expressed	lowly_expressed
ARV1|64801	1412.5244	ARV1|64801	387.1492
ARVCF|421	251.0258	ARVCF|421	80.5205
AR|367	1686.9577	AR|367	574.2172
AS3MT|57412	622.856	AS3MT|57412	277.3485
ASAH1|427	29248.1334	ASAH1|427	15059.3737
ASAH2|56624	24.4838	lowly_expressed	lowly_expressed
ASAM|79827	143.1358	ASAM|79827	3428.2229
ASAP1|50807	1379.431	ASAP1|50807	2064.2538
ASAP2|8853	878.7247	ASAP2|8853	1381.8625
ASAP3|55616	1722.4726	ASAP3|55616	868.2391
ASB13|79754	3978.4758	ASB13|79754	392.4359
ASB14|142686	16.1431	ASB14|142686	17.0801
ASB16|92591	94.4427	ASB16|92591	5.7137
ASB1|51665	511.1643	ASB1|51665	693.8064
lowly_expressed	lowly_expressed	ASB2|51676	8.5401
ASB3|51130	304.2981	ASB3|51130	273.6885
ASB5|140458	8.3406	ASB5|140458	16.6734
ASB6|140459	713.2898	ASB6|140459	296.6816
ASB7|140460	532.7235	ASB7|140460	486.3766
ASB8|140461	863.1197	ASB8|140461	976.4132
ASB9|140462	5.9191	ASB9|140462	89.8739
ASCC1|51008	566.6241	ASCC1|51008	531.5169
ASCC2|84164	1353.3329	ASCC2|84164	1251.3217
ASCC3|10973	1210.7352	ASCC3|10973	783.2452
ASCL2|430	53.2723	lowly_expressed	lowly_expressed
ASF1A|25842	519.5399	ASF1A|25842	399.756
ASF1B|55723	163.3147	ASF1B|55723	17.4868
ASGR1|432	5.112	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASGR2|433	8.1334
ASH1L|55870	7748.8666	ASH1L|55870	4437.9585
ASH2L|9070	1323.1989999999998	ASH2L|9070	1982.1065
ASL|435	1332.0778	ASL|435	264.3351
ASMTL|8623	559.3328	ASMTL|8623	401.7405
ASNA1|439	1590.3679	ASNA1|439	708.8247
ASNSD1|54529	788.5922	ASNSD1|54529	1233.0216
ASNS|440	158.4718	ASNS|440	347.2956
ASPA|443	6.1882	ASPA|443	566.8971
lowly_expressed	lowly_expressed	ASPG|374569	8.5401
ASPHD1|253982	15.8741	lowly_expressed	lowly_expressed
ASPHD2|57168	172.4625	ASPHD2|57168	28.0602
ASPH|444	5657.3431	ASPH|444	22026.648999999998
ASPM|259266	286.8097	lowly_expressed	lowly_expressed
ASPN|54829	1875.5633	ASPN|54829	1148.0277
ASPRV1|151516	81.2915	ASPRV1|151516	98.9874
ASPSCR1|79058	446.3577	ASPSCR1|79058	156.161
ASRGL1|80150	65.3797	ASRGL1|80150	88.2473
ASS1|445	366.1801	ASS1|445	12074.4205
ASTE1|28990	205.5075	ASTE1|28990	212.562
ASTN1|460	6.9954	ASTN1|460	23.9935
