gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
TIAF1|9220	261.2388	TIAF1|9220	254.4643
TIAL1|7073	1305.7653	TIAL1|7073	1274.8016
TIAM1|7074	730.6108	TIAM1|7074	503.6376
TIAM2|26230	48.6616	TIAM2|26230	138.6839
TICAM1|148022	445.0927	TICAM1|148022	459.3254
TICAM2|353376	117.2752	TICAM2|353376	112.2057
TIE1|7075	578.5861	TIE1|7075	1097.5529
TIFA|92610	842.8277	TIFA|92610	296.2963
TIGD1|200765	97.1174	TIGD1|200765	69.1138
TIGD2|166815	163.6925	TIGD2|166815	190.1455
TIGD3|220359	13.0405	lowly_expressed	lowly_expressed
TIGD4|201798	13.7268	TIGD4|201798	13.5582
TIGD5|84948	211.7364	TIGD5|84948	94.9074
TIGD6|81789	283.4592	TIGD6|81789	202.38099999999997
TIGD7|91151	343.3493	TIGD7|91151	299.881
TIGIT|201633	6.8634	TIGIT|201633	13.2275
lowly_expressed	lowly_expressed	TIMD4|91937	19.8413
TIMELESS|8914	1110.8442	TIMELESS|8914	378.3069
TIMM10|26519	379.8902	TIMM10|26519	216.6005
TIMM13|26517	1123.8813	TIMM13|26517	484.7884
TIMM16|51025	217.7042	TIMM16|51025	71.2037
TIMM17A|10440	876.4585	TIMM17A|10440	635.582
TIMM17B|10245	807.8243	TIMM17B|10245	331.6799
TIMM22|29928	545.2986	TIMM22|29928	376.6534
TIMM44|10469	472.5463	TIMM44|10469	364.7487
TIMM50|92609	654.0837	TIMM50|92609	488.0952
TIMM8A|1678	91.9698	TIMM8A|1678	78.373
TIMM8B|26521	377.8312	TIMM8B|26521	269.5106
TIMM9|26520	332.5326	TIMM9|26520	417.9894
TIMP1|7076	6229.2382	TIMP1|7076	3152.7778
TIMP2|7077	4164.3789	TIMP2|7077	14333.3333
TIMP3|7078	28446.1222	TIMP3|7078	28568.4524
TIMP4|7079	73.0954	TIMP4|7079	1755.2910000000002
TINAGL1|64129	530.8854	TINAGL1|64129	2282.0767
TINF2|26277	1190.1167	TINF2|26277	1222.5529
TIPARP|25976	1229.9245	TIPARP|25976	1845.5589
TIPIN|54962	118.39399999999999	TIPIN|54962	98.2143
TIPRL|261726	809.5402	TIPRL|261726	799.2725
TIRAP|114609	258.0645	TIRAP|114609	231.4815
TJAP1|93643	583.0474	TJAP1|93643	598.2143
TJP1|7082	2724.0906	TJP1|7082	3251.9841
TJP2|9414	1265.9574	TJP2|9414	2427.2487
TJP3|27134	711.3933	TJP3|27134	464.6164
TK1|7083	567.2615	TK1|7083	95.8995
TK2|7084	674.674	TK2|7084	1647.8175
TKT|7086	3737.8174	TKT|7086	4067.4603
TLCD1|116238	81.6747	TLCD1|116238	37.037
TLE1|7088	68.9774	TLE1|7088	1043.6508
TLE2|7089	454.3583	TLE2|7089	1304.5635
TLE3|7090	4223.0611	TLE3|7090	1819.4444
TLE4|7091	52.8483	TLE4|7091	721.2302
TLE6|79816	311.9423	TLE6|79816	31.746
TLK1|9874	1710.7069	TLK1|9874	1710.9788
TLK2|11011	689.7735	TLK2|11011	581.0185
TLL1|7092	11.6678	TLL1|7092	381.6138
TLL2|7093	7.2066	lowly_expressed	lowly_expressed
TLN1|7094	5506.1771	TLN1|7094	15899.8016
TLN2|83660	442.6905	TLN2|83660	2654.7619
TLR10|81793	27.1105	TLR10|81793	45.6349
TLR1|7096	252.5738	TLR1|7096	269.1799
TLR2|7097	817.4331	TLR2|7097	427.2487
TLR3|7098	224.0906	TLR3|7098	392.5265
TLR4|7099	253.9465	TLR4|7099	1375.3307
TLR5|7100	221.3452	TLR5|7100	421.62699999999995
TLR6|10333	41.5237	TLR6|10333	41.336000000000006
TLR7|51284	176.733	TLR7|51284	247.3545
TLR8|51311	9.952	TLR8|51311	63.8228
lowly_expressed	lowly_expressed	TLR9|54106	18.0556
TLX2|3196	9.6088	lowly_expressed	lowly_expressed
TM2D1|83941	380.2334	TM2D1|83941	390.87300000000005
TM2D2|83877	340.0824	TM2D2|83877	768.5185
TM2D3|80213	856.2114	TM2D3|80213	669.6429
TM4SF18|116441	164.3789	TM4SF18|116441	505.291
lowly_expressed	lowly_expressed	TM4SF19|116211	6.4815
TM4SF1|4071	1123.1984	TM4SF1|4071	6522.4868
TM6SF1|53346	171.5854	TM6SF1|53346	191.4683
TM6SF2|53345	11.6404	lowly_expressed	lowly_expressed
TM7SF2|7108	398.0782	TM7SF2|7108	547.2884
TM7SF3|51768	980.4393	TM7SF3|51768	1284.0608
TM9SF1|10548	1928.8641	TM9SF1|10548	1544.6131
TM9SF2|9375	6357.9272	TM9SF2|9375	4311.5079
TM9SF3|56889	5459.5058	TM9SF3|56889	5653.7698
TM9SF4|9777	2185.6555	TM9SF4|9777	1798.2804
TMBIM1|64114	2234.0426	TMBIM1|64114	4851.1905
TMBIM4|51643	1372.6081	TMBIM4|51643	1271.4583
TMBIM6|7009	31133.4935	TMBIM6|7009	19702.381
lowly_expressed	lowly_expressed	TMC2|117532	36.045
lowly_expressed	lowly_expressed	TMC3|342125	21.4947
TMC4|147798	3872.6836	TMC4|147798	1106.8122
TMC5|79838	547.7008	TMC5|79838	493.7169
TMC6|11322	376.4585	TMC6|11322	621.0317
TMC7|79905	455.0446	TMC7|79905	110.119
TMC8|147138	68.9774	TMC8|147138	181.8783
TMCC1|23023	1047.0144	TMCC1|23023	997.3545
TMCC2|9911	39.1215	TMCC2|9911	54.2328
TMCC3|57458	101.9218	TMCC3|57458	545.3042
TMCO1|54499	2112.9032	TMCO1|54499	1851.8519
TMCO3|55002	3032.9444	TMCO3|55002	1350.8598
TMCO4|255104	513.0405	TMCO4|255104	669.9735
TMCO6|55374	233.013	lowly_expressed	lowly_expressed
TMCO7|79613	231.2972	TMCO7|79613	375.0
TMED10P1|286102	53.5621	TMED10P1|286102	45.9656
TMED10|10972	10279.6843	TMED10|10972	7755.9524
TMED1|11018	783.442	TMED1|11018	439.5933
TMED2|10959	7506.1771	TMED2|10959	5237.1032
TMED3|23423	3158.545	TMED3|23423	1321.0979
TMED4|222068	1050.7893	TMED4|222068	1014.2196
TMED5|50999	1278.3013	TMED5|50999	1559.8545
TMED7-TICAM2|100302736	108.0508	TMED7-TICAM2|100302736	91.6005
TMED7|51014	4548.5209	TMED7|51014	2201.2864
TMED8|283578	920.7275	TMED8|283578	513.2275
TMED9|54732	4776.9389	TMED9|54732	2067.1296
TMEFF1|8577	32.0522	TMEFF1|8577	51.0516
lowly_expressed	lowly_expressed	TMEFF2|23671	5.6217
lowly_expressed	lowly_expressed	TMEM100|55273	424.2725
TMEM101|84336	1502.059	TMEM101|84336	852.8439
TMEM102|284114	265.2711	TMEM102|284114	149.4709
TMEM104|54868	502.4022	TMEM104|54868	382.2751
TMEM105|284186	14.07	TMEM105|284186	7.9365
TMEM106A|113277	136.582	TMEM106A|113277	180.5556
TMEM106B|54664	1426.5614	TMEM106B|54664	1423.2804
TMEM106C|79022	1281.4001	TMEM106C|79022	762.5661
TMEM107|84314	287.5772	TMEM107|84314	207.3413
TMEM108|66000	17.5017	TMEM108|66000	69.7751
TMEM109|79073	2015.0995	TMEM109|79073	2918.6508
TMEM110|375346	278.6548	TMEM110|375346	265.1224
TMEM111|55831	1881.606	TMEM111|55831	1150.1323
TMEM115|11070	1671.9286	TMEM115|11070	1034.3915
TMEM116|89894	335.278	TMEM116|89894	225.8598
TMEM117|84216	90.9403	TMEM117|84216	118.7169
TMEM119|338773	165.0652	TMEM119|338773	800.9259
TMEM11|8834	389.1558	TMEM11|8834	379.2989
TMEM120A|83862	350.7207	TMEM120A|83862	567.7909999999999
TMEM120B|144404	425.5971	TMEM120B|144404	521.8254
TMEM121|80757	49.7598	TMEM121|80757	31.746
TMEM123|114908	2689.7735	TMEM123|114908	4513.2275
TMEM125|128218	529.1695	TMEM125|128218	278.4392
TMEM126A|84233	190.4598	TMEM126A|84233	202.7116
TMEM126B|55863	347.2889	TMEM126B|55863	433.2011
TMEM127|55654	2830.4736	TMEM127|55654	2612.4339
TMEM128|85013	833.2189	TMEM128|85013	600.8598
TMEM129|92305	1604.6671	TMEM129|92305	1031.4153
TMEM130|222865	16.8154	TMEM130|222865	62.5
TMEM131|23505	1366.1633	TMEM131|23505	1792.9894
TMEM132A|54972	411.4619	TMEM132A|54972	298.6111
lowly_expressed	lowly_expressed	TMEM132B|114795	10.582
lowly_expressed	lowly_expressed	TMEM132C|92293	773.8095
TMEM133|83935	37.0625	TMEM133|83935	113.0952
TMEM134|80194	412.1482	TMEM134|80194	316.7989
TMEM135|65084	767.6733	TMEM135|65084	884.5899
TMEM136|219902	270.7618	TMEM136|219902	174.2725
TMEM138|51524	341.7982	TMEM138|51524	462.3016
TMEM139|135932	243.3082	TMEM139|135932	365.0794
TMEM140|55281	354.7323	TMEM140|55281	946.9544
TMEM141|85014	989.3617	TMEM141|85014	496.0317
TMEM143|55260	148.2498	TMEM143|55260	160.0529
TMEM144|55314	685.6555	TMEM144|55314	566.7989
TMEM145|284339	22.9925	lowly_expressed	lowly_expressed
TMEM147|10430	1167.4674	TMEM147|10430	731.1508
TMEM149|79713	80.1887	TMEM149|79713	75.0265
TMEM14A|28978	519.9039	TMEM14A|28978	285.3836
TMEM14B|81853	507.5498	TMEM14B|81853	634.9206
TMEM14C|51522	1500.3432	TMEM14C|51522	1466.2698
TMEM150A|129303	288.6067	TMEM150A|129303	326.0582
lowly_expressed	lowly_expressed	TMEM150B|284417	17.5265
TMEM150C|441027	51.1325	TMEM150C|441027	414.6825
TMEM151B|441151	7.9478	TMEM151B|441151	13.588
TMEM154|201799	369.2519	TMEM154|201799	182.5397
TMEM155|132332	6.8634	lowly_expressed	lowly_expressed
TMEM156|80008	193.8916	TMEM156|80008	28.4392
TMEM158|25907	49.4166	TMEM158|25907	32.7381
TMEM159|57146	450.2402	TMEM159|57146	952.7116
TMEM160|54958	85.1064	TMEM160|54958	50.9259
TMEM161A|54929	504.1181	TMEM161A|54929	340.2778
TMEM161B|153396	612.9032	TMEM161B|153396	292.328
TMEM163|81615	8.2361	TMEM163|81615	17.8571
TMEM164|84187	410.0892	TMEM164|84187	749.3386
TMEM165|55858	1491.7639	TMEM165|55858	1007.6058
TMEM167A|153339	2752.5738	TMEM167A|153339	1883.2672
TMEM167B|56900	1186.3418	TMEM167B|56900	1559.8545
TMEM168|64418	602.9513	TMEM168|64418	887.2354
TMEM169|92691	6.1771	TMEM169|92691	30.0926
TMEM170A|124491	1017.8449	TMEM170A|124491	649.8016
TMEM170B|100113407	129.0323	TMEM170B|100113407	347.8836
TMEM173|340061	903.569	TMEM173|340061	808.2011
TMEM175|84286	482.8415	TMEM175|84286	365.0794
TMEM176A|55365	78.243	TMEM176A|55365	898.8095
TMEM176B|28959	213.4523	TMEM176B|28959	1606.4815
TMEM177|80775	199.0391	TMEM177|80775	120.7011
TMEM178|130733	16.4722	TMEM178|130733	81.3492
TMEM179B|374395	1184.6259	TMEM179B|374395	732.1429
TMEM17|200728	55.2505	TMEM17|200728	63.1614
TMEM180|79847	26.081	TMEM180|79847	51.918
TMEM181|57583	2065.8888	TMEM181|57583	1621.3624
TMEM182|130827	36.0329	TMEM182|130827	89.6164
TMEM183A|92703	769.046	TMEM183A|92703	802.9101
TMEM184A|202915	797.1002	TMEM184A|202915	344.3618
TMEM184B|25829	1645.8065	TMEM184B|25829	1853.1845
TMEM184C|55751	798.9019	TMEM184C|55751	665.3439
TMEM185A|84548	644.8181	TMEM185A|84548	568.1217
TMEM185B|79134	367.8792	TMEM185B|79134	578.7037
TMEM186|25880	534.3171	TMEM186|25880	188.8228
TMEM187|8269	212.4228	TMEM187|8269	244.3783
TMEM188|255919	486.9595	TMEM188|255919	256.9444
TMEM189|387521	599.499	TMEM189|387521	691.9907
TMEM18|129787	426.8977	TMEM18|129787	612.7646
TMEM191A|84222	11.6678	TMEM191A|84222	6.2831
TMEM192|201931	976.6644	TMEM192|201931	780.0926
TMEM194A|23306	570.35	TMEM194A|23306	524.4709
TMEM194B|100131211	78.9293	TMEM194B|100131211	115.7407
lowly_expressed	lowly_expressed	TMEM195|392636	24.4709
TMEM198|130612	64.5161	TMEM198|130612	55.2249
TMEM199|147007	932.7385	TMEM199|147007	384.5899
TMEM19|55266	1047.0144	TMEM19|55266	716.2698
TMEM200A|114801	89.2244	TMEM200A|114801	181.5476
TMEM200B|399474	725.8202	TMEM200B|399474	211.4385
lowly_expressed	lowly_expressed	TMEM200C|645369	22.1561
TMEM201|199953	265.2711	TMEM201|199953	313.4921
TMEM203|94107	660.6039999999999	TMEM203|94107	618.3862
TMEM204|79652	241.9355	TMEM204|79652	246.3624
TMEM205|374882	2141.7296	TMEM205|374882	885.2513
TMEM206|55248	139.3274	TMEM206|55248	111.1111
TMEM208|29100	474.2622	TMEM208|29100	349.537
TMEM209|84928	604.6671	TMEM209|84928	515.873
TMEM20|159371	40.150999999999996	TMEM20|159371	109.4577
lowly_expressed	lowly_expressed	TMEM213|155006	32.7381
TMEM214|54867	1925.1887	TMEM214|54867	2436.8386
TMEM216|51259	155.7996	TMEM216|51259	202.7116
lowly_expressed	lowly_expressed	TMEM217|221468	24.6594
TMEM218|219854	336.9938	TMEM218|219854	303.5714
TMEM219|124446	3577.8998	TMEM219|124446	1567.7910000000002
TMEM220|388335	40.150999999999996	TMEM220|388335	253.9683
TMEM222|84065	1062.4571	TMEM222|84065	711.9709
TMEM223|79064	159.2313	TMEM223|79064	179.5635
TMEM229B|161145	694.9211	TMEM229B|161145	364.418
TMEM22|80723	57.3095	TMEM22|80723	214.9471
TMEM231|79583	527.3679	TMEM231|79583	286.3591
TMEM232|642987	23.6788	TMEM232|642987	23.8095
TMEM233|387890	15.0995	lowly_expressed	lowly_expressed
TMEM25|84866	1833.5621	TMEM25|84866	957.0106
TMEM26|219623	2091.8291	TMEM26|219623	817.8803
TMEM27|57393	8.9224	TMEM27|57393	24.1402
TMEM2|23670	2144.8181	TMEM2|23670	2019.8413
TMEM30A|55754	3807.8243	TMEM30A|55754	4576.7196
TMEM30B|161291	2261.1531	TMEM30B|161291	1197.4206
TMEM33|55161	2276.2526	TMEM33|55161	1294.6429
TMEM35|59353	6.1771	TMEM35|59353	26.455
TMEM37|140738	198.0096	TMEM37|140738	1257.6058
TMEM38A|79041	60.0549	TMEM38A|79041	44.6429
TMEM38B|55151	217.5704	TMEM38B|55151	102.5132
TMEM39A|55254	455.731	TMEM39A|55254	648.8095
TMEM39B|55116	211.0501	TMEM39B|55116	281.0847
lowly_expressed	lowly_expressed	TMEM40|55287	21.4947
TMEM41A|90407	841.7982	TMEM41A|90407	554.5635
TMEM41B|440026	940.2883	TMEM41B|440026	587.3016
TMEM42|131616	196.2938	TMEM42|131616	171.2963
TMEM43|79188	2044.269	TMEM43|79188	3481.4815
TMEM44|93109	152.0247	TMEM44|93109	235.7804
TMEM45A|55076	603.2944	TMEM45A|55076	239.7487
TMEM45B|120224	672.2718	TMEM45B|120224	118.3862
TMEM47|83604	274.5367	TMEM47|83604	2234.127
TMEM48|55706	503.7749	TMEM48|55706	346.8915
TMEM49|81671	2254.6328	TMEM49|81671	1874.0079
TMEM50A|23585	2483.1846	TMEM50A|23585	2399.1402
TMEM50B|757	1191.4894	TMEM50B|757	1196.4286
TMEM51|55092	329.4441	TMEM51|55092	246.0317
TMEM52|339456	31.2286	TMEM52|339456	14.2196
TMEM53|79639	195.1201	TMEM53|79639	231.4087
TMEM54|113452	989.3617	TMEM54|113452	510.2513
TMEM55A|55529	690.1167	TMEM55A|55529	284.3915
TMEM55B|90809	638.2979	TMEM55B|90809	528.1085
TMEM56|148534	770.7996	TMEM56|148534	335.0959
TMEM57|55219	963.2807	TMEM57|55219	762.5661
lowly_expressed	lowly_expressed	TMEM59L|25789	5.6217
TMEM59|9528	7886.0673	TMEM59|9528	5864.418000000001
TMEM5|10329	574.8113	TMEM5|10329	312.5
TMEM60|85025	200.755	TMEM60|85025	227.8439
TMEM61|199964	95.7447	TMEM61|199964	58.2011
TMEM62|80021	913.8641	TMEM62|80021	591.6005
TMEM63A|9725	1126.6301	TMEM63A|9725	1776.455
TMEM63B|55362	1259.7804	TMEM63B|55362	704.6958
TMEM63C|57156	612.2169	TMEM63C|57156	243.0556
TMEM64|169200	7803.7062	TMEM64|169200	687.5
TMEM65|157378	295.8133	TMEM65|157378	345.8995
TMEM66|51669	2938.5724	TMEM66|51669	6815.1455
TMEM67|91147	520.5903	TMEM67|91147	282.0767
TMEM68|137695	620.453	TMEM68|137695	337.963
TMEM69|51249	600.8922	TMEM69|51249	498.6772
TMEM70|54968	677.4194	TMEM70|54968	336.9709
TMEM71|137835	14.4132	TMEM71|137835	96.8915
TMEM79|84283	319.4921	TMEM79|84283	210.3175
TMEM80|283232	370.6246	TMEM80|283232	346.4253
TMEM81|388730	37.4056	TMEM81|388730	39.3519
TMEM84|283673	410.7756	TMEM84|283673	322.0899
TMEM85|51234	1349.9828	TMEM85|51234	1039.9372
TMEM86A|144110	199.8902	TMEM86A|144110	262.6587
TMEM86B|255043	38.092	TMEM86B|255043	38.6905
TMEM87A|25963	2640.7001	TMEM87A|25963	2404.7619
TMEM87B|84910	1532.9444	TMEM87B|84910	1388.5582
TMEM88|92162	14.4132	TMEM88|92162	118.3862
TMEM8A|58986	1605.0103	TMEM8A|58986	641.2037
TMEM8B|51754	403.2258	TMEM8B|51754	712.3016
lowly_expressed	lowly_expressed	TMEM90A|646658	5.6217
TMEM90B|79953	37.7488	TMEM90B|79953	20.5026
TMEM91|641649	101.9218	TMEM91|641649	148.8459
lowly_expressed	lowly_expressed	TMEM92|162461	5.291
TMEM93|83460	265.8202	TMEM93|83460	145.9325
TMEM97|27346	351.7639	TMEM97|27346	193.0126
TMEM98|26022	1421.4139	TMEM98|26022	1319.7751
TMEM99|147184	729.2382	TMEM99|147184	258.2672
TMEM9B|56674	2002.7454	TMEM9B|56674	1266.8651
TMEM9|252839	2306.7948	TMEM9|252839	1317.7910000000002
TMF1|7110	1873.0268	TMF1|7110	1729.4974
lowly_expressed	lowly_expressed	TMIE|259236	14.880999999999998
TMLHE|55217	217.9135	TMLHE|55217	242.0635
TMOD1|7111	12.5669	TMOD1|7111	558.006
TMOD2|29767	401.1668	TMOD2|29767	838.2937
TMOD3|29766	1316.0604	TMOD3|29766	1509.2593
TMPO|7112	1188.6925	TMPO|7112	1073.5946
TMPPE|643853	23.6788	TMPPE|643853	39.3519
TMPRSS13|84000	638.641	TMPRSS13|84000	468.5847
TMPRSS2|7113	24.022	TMPRSS2|7113	653.4392
TMPRSS3|64699	177.7625	TMPRSS3|64699	464.6164
TMPRSS4|56649	2211.0501	lowly_expressed	lowly_expressed
TMPRSS5|80975	7.2066	TMPRSS5|80975	9.9206
TMPRSS6|164656	1008.9224	TMPRSS6|164656	69.7751
TMPRSS9|360200	97.464	lowly_expressed	lowly_expressed
TMSB10|9168	3785.5182	TMSB10|9168	7321.0979
TMSB15A|11013	14.7563	TMSB15A|11013	7.6058
TMSB15B|286527	27.4537	TMSB15B|286527	38.501999999999995
TMSL3|7117	7881.9492	TMSL3|7117	18460.3175
TMTC1|83857	3184.2828	TMTC1|83857	2734.4577
TMTC2|160335	127.6596	TMTC2|160335	454.3651
TMTC3|160418	753.2601	TMTC3|160418	775.7937
TMTC4|84899	715.1682	TMTC4|84899	427.9101
TMUB1|83590	322.5806	TMUB1|83590	318.1217
TMUB2|79089	1406.3143	TMUB2|79089	920.9656
TMX1|81542	950.9266	TMX1|81542	839.2857
TMX2|51075	2046.3281	TMX2|51075	1518.5185
TMX3|54495	1325.6692	TMX3|54495	1365.4101
TMX4|56255	715.1682	TMX4|56255	1118.7169
TNC|3371	572.7522	TNC|3371	5246.3624
TNFAIP1|7126	1062.4228	TNFAIP1|7126	1830.4101
TNFAIP2|7127	1857.5841	TNFAIP2|7127	1545.9656
TNFAIP3|7128	253.9465	TNFAIP3|7128	999.0079
TNFAIP6|7130	154.4269	TNFAIP6|7130	127.6455
TNFAIP8L1|126282	194.2347	TNFAIP8L1|126282	129.6296
TNFAIP8L2|79626	54.9073	TNFAIP8L2|79626	62.8307
TNFAIP8L3|388121	269.3892	TNFAIP8L3|388121	127.3148
TNFAIP8|25816	143.7886	TNFAIP8|25816	389.881
TNFRSF10A|8797	48.0439	TNFRSF10A|8797	174.9339
TNFRSF10B|8795	277.6253	TNFRSF10B|8795	1043.3201
TNFRSF10C|8794	71.7227	TNFRSF10C|8794	80.6878
TNFRSF10D|8793	20.9334	TNFRSF10D|8793	285.0529
TNFRSF11A|8792	96.7742	TNFRSF11A|8792	135.582
TNFRSF11B|4982	111.8737	TNFRSF11B|4982	90.6085
TNFRSF12A|51330	726.4928	TNFRSF12A|51330	684.5238
TNFRSF14|8764	711.1119	TNFRSF14|8764	938.4921
lowly_expressed	lowly_expressed	TNFRSF17|608	23.8095
TNFRSF18|8784	48.3871	TNFRSF18|8784	27.4471
TNFRSF19|55504	177.7625	TNFRSF19|55504	460.6481
TNFRSF1A|7132	1733.6994	TNFRSF1A|7132	2799.2725
TNFRSF1B|7133	330.4736	TNFRSF1B|7133	1777.7778
TNFRSF21|27242	223.7474	TNFRSF21|27242	1354.4974
TNFRSF25|8718	16.8154	TNFRSF25|8718	80.6878
TNFRSF4|7293	65.8888	TNFRSF4|7293	24.8016
TNFRSF6B|8771	19.7495	TNFRSF6B|8771	56.8618
lowly_expressed	lowly_expressed	TNFRSF8|943	79.0344
TNFSF10|8743	1946.1222	TNFSF10|8743	3982.4735
TNFSF12-TNFSF13|407977	17.1208	TNFSF12-TNFSF13|407977	85.9358
TNFSF12|8742	452.8552	TNFSF12|8742	861.9907
TNFSF13B|10673	39.1215	TNFSF13B|10673	65.8069
TNFSF13|8741	1144.2999	TNFSF13|8741	834.4841
lowly_expressed	lowly_expressed	TNFSF14|8740	11.2434
lowly_expressed	lowly_expressed	TNFSF15|9966	11.9048
TNFSF4|7292	109.8147	TNFSF4|7292	28.4392
TNFSF8|944	33.6307	TNFSF8|944	39.3519
TNFSF9|8744	13.7268	TNFSF9|8744	5.6217
lowly_expressed	lowly_expressed	TNF|7124	11.5741
TNIK|23043	1000.0	TNIK|23043	312.8307
TNIP1|10318	2890.5285	TNIP1|10318	4544.3122
TNIP2|79155	533.6307	TNIP2|79155	503.3069
TNK1|8711	1091.6266	TNK1|8711	438.8228
TNK2|10188	3427.4056	TNK2|10188	1424.17
TNKS1BP1|85456	3813.6582	TNKS1BP1|85456	5238.0952
TNKS2|80351	1558.3391	TNKS2|80351	2123.0159
TNKS|8658	524.3514	TNKS|8658	1479.2758
lowly_expressed	lowly_expressed	TNMD|64102	195.7672
TNNC1|7134	15.4427	TNNC1|7134	12.2354
lowly_expressed	lowly_expressed	TNNC2|7125	6.9444
lowly_expressed	lowly_expressed	TNNI1|7135	31.0847
lowly_expressed	lowly_expressed	TNNI2|7136	13.2275
TNNI3K|51086	23.4935	TNNI3K|51086	50.744
lowly_expressed	lowly_expressed	TNNT2|7139	11.2434
lowly_expressed	lowly_expressed	TNNT3|7140	89.2857
TNN|63923	41.1805	TNN|63923	312.1693
TNPO1|3842	2957.4468	TNPO1|3842	2702.7116
TNPO2|30000	2356.5546	TNPO2|30000	1933.8624
TNPO3|23534	909.7461	TNPO3|23534	1039.0212
TNRC18|84629	2878.5175	TNRC18|84629	3111.1111
TNRC6A|27327	3257.035	TNRC6A|27327	1809.1931
TNRC6B|23112	636.2388	TNRC6B|23112	1205.0265
TNRC6C|57690	1000.9060000000001	TNRC6C|57690	1053.5615
TNS1|7145	2150.3089	TNS1|7145	26468.254
TNS3|64759	4797.186	TNS3|64759	4038.0291
TNS4|84951	153.7406	TNS4|84951	1426.5873
TNXB|7148	133.6205	TNXB|7148	8884.3783
TOB1|10140	1486.558	TOB1|10140	1799.9339
TOB2|10766	1337.6802	TOB2|10766	1987.7646
TOE1|114034	249.8936	TOE1|114034	278.9815
TOLLIP|54472	1103.9808	TOLLIP|54472	1474.537
TOM1L1|10040	1098.6925	TOM1L1|10040	713.545
TOM1L2|146691	1469.4578	TOM1L2|146691	2146.8254
TOM1|10043	1207.9616	TOM1|10043	1103.5053
TOMM20|9804	5227.5223	TOMM20|9804	5314.1534
TOMM22|56993	955.7310000000001	TOMM22|56993	820.4365
TOMM34|10953	914.2073	TOMM34|10953	611.1111
TOMM40L|84134	270.9403	TOMM40L|84134	343.588
TOMM40|10452	976.6644	TOMM40|10452	500.3307
TOMM5|401505	493.466	TOMM5|401505	525.7738
TOMM6|100188893	1689.245	TOMM6|100188893	1238.0556
TOMM70A|9868	2239.1695	TOMM70A|9868	2011.5046
TOMM7|54543	1463.6239	TOMM7|54543	1923.6111
TOP1MT|116447	720.3157	TOP1MT|116447	397.1561
TOP1P1|7151	72.7522	TOP1P1|7151	69.4444
TOP1|7150	2451.9561	TOP1|7150	2089.6164
TOP2A|7153	1512.011	TOP2A|7153	72.7513
TOP2B|7155	5368.5655	TOP2B|7155	4307.209
TOP3A|7156	543.5827	TOP3A|7156	471.8915
TOP3B|8940	224.7769	TOP3B|8940	299.9339
TOPBP1|11073	1530.5422	TOPBP1|11073	844.9074
TOPORS|10210	548.7303	TOPORS|10210	833.0026
TOR1AIP1|26092	1327.0419	TOR1AIP1|26092	2419.3122
TOR1AIP2|163590	320.5216	TOR1AIP2|163590	490.0794
TOR1A|1861	1027.7968	TOR1A|1861	775.4630000000001
TOR1B|27348	428.6205	TOR1B|27348	462.3016
TOR2A|27433	225.1201	TOR2A|27433	141.8651
TOR3A|64222	922.4434	TOR3A|64222	778.4392
TOX2|84969	23.6788	TOX2|84969	57.5397
lowly_expressed	lowly_expressed	TOX3|27324	255.9524
TOX4|9878	1656.5717	TOX4|9878	1995.1224
lowly_expressed	lowly_expressed	TOX|9760	43.3201
lowly_expressed	lowly_expressed	TP53AIP1|63970	37.3677
TP53BP1|7158	2045.6417	TP53BP1|7158	1535.0529
TP53BP2|7159	544.269	TP53BP2|7159	1007.6058
TP53I11|9537	2910.7756	TP53I11|9537	2504.6296
TP53I13|90313	377.8312	TP53I13|90313	349.8677
TP53I3|9540	283.116	TP53I3|9540	331.6799
TP53INP1|94241	4975.978	TP53INP1|94241	1182.8704
TP53INP2|58476	636.2388	TP53INP2|58476	812.5
TP53RK|112858	490.3912	TP53RK|112858	484.7884
TP53TG1|11257	387.7831	TP53TG1|11257	230.8201
lowly_expressed	lowly_expressed	TP53TG3B|729355	9.2593
TP53|7157	2204.5299	TP53|7157	1236.4418
TP63|8626	21.6198	TP63|8626	1490.4101
TP73|7161	28.8264	TP73|7161	54.2328
TPBG|7162	3047.3576	TPBG|7162	954.3651
TPCN1|53373	1356.2114	TPCN1|53373	2000.0
TPCN2|219931	191.5134	TPCN2|219931	384.3981
TPD52L1|7164	612.5601	TPD52L1|7164	933.8624
TPD52L2|7165	1692.862	TPD52L2|7165	2531.746
TPD52|7163	12821.0398	TPD52|7163	2066.3029
TPI1P2|286016	21.2766	TPI1P2|286016	13.5582
TPI1|7167	6543.9259	TPI1|7167	3247.3545
TPK1|27010	51.4756	TPK1|27010	87.963
TPM1|7168	8250.3329	TPM1|7168	8447.8406
TPM2|7169	1195.2642	TPM2|7169	4420.6349
TPM3|7170	4777.9684	TPM3|7170	4573.4127
TPM4|7171	7987.6458	TPM4|7171	13494.0476
TPMT|7172	1069.3205	TPMT|7172	488.7566
lowly_expressed	lowly_expressed	TPO|7173	101.5212
TPP1|1200	2670.2128	TPP1|1200	3646.8254
TPP2|7174	1648.2498	TPP2|7174	1293.3201
TPPP3|51673	807.8243	TPPP3|51673	537.6984
TPPP|11076	219.6294	TPPP|11076	401.1243
TPRA1|131601	739.1901	TPRA1|131601	565.1455
