gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
TPRG1L|127262	1145.5045	TPRG1L|127262	1908.0688
TPRG1|285386	1321.5511	TPRG1|285386	384.2593
TPRKB|51002	250.5148	TPRKB|51002	225.1984
TPRN|286262	730.6108	TPRN|286262	241.0714
TPR|7175	2859.8216	TPR|7175	3868.0159
TPSAB1|7177	153.7406	TPSAB1|7177	364.0873
TPSB2|64499	295.4701	TPSB2|64499	825.3968
TPSD1|23430	5.1476	TPSD1|23430	17.5265
lowly_expressed	lowly_expressed	TPSG1|25823	53.2407
TPST1|8460	126.9732	TPST1|8460	262.2354
TPST2|8459	563.4866	TPST2|8459	711.3095
TPT1|7178	41189.7735	TPT1|7178	51647.1561
lowly_expressed	lowly_expressed	TPTE2P1|646405	11.9048
lowly_expressed	lowly_expressed	TPTE|7179	5.0661
TPX2|22974	662.3198	TPX2|22974	50.2646
TRA2A|29896	988.3322	TRA2A|29896	1276.7857
TRA2B|6434	2634.5229999999997	TRA2B|6434	2374.0079
TRABD|80305	586.1359	TRABD|80305	493.7169
TRADD|8717	160.60399999999998	TRADD|8717	310.8466
TRAF1|7185	157.5154	TRAF1|7185	203.373
TRAF2|7186	317.0899	TRAF2|7186	253.3069
TRAF3IP1|26146	684.6259	TRAF3IP1|26146	656.0847
TRAF3IP2|10758	432.3953	TRAF3IP2|10758	859.4577
TRAF3IP3|80342	49.7598	TRAF3IP3|80342	66.4683
TRAF3|7187	162.66299999999998	TRAF3|7187	223.545
TRAF4|9618	970.4873	TRAF4|9618	976.1905
TRAF5|7188	625.6005	TRAF5|7188	495.3704
TRAF6|7189	141.0432	TRAF6|7189	311.5079
TRAF7|84231	3618.4695	TRAF7|84231	1498.9517
TRAFD1|10906	1613.2464	TRAFD1|10906	1026.1243
TRAIP|10293	86.8222	TRAIP|10293	45.9656
TRAK1|22906	2292.3816	TRAK1|22906	2175.5952
TRAK2|66008	1519.5607	TRAK2|66008	2068.4524
TRAM1L1|133022	314.6877	TRAM1L1|133022	92.9233
TRAM1|23471	6712.4228	TRAM1|23471	4348.2143
TRAM2|9697	665.0652	TRAM2|9697	1708.9947
TRANK1|9881	1267.6733	TRANK1|9881	841.9312
TRAP1|10131	2170.4873	TRAP1|10131	1080.3208
TRAPPC10|7109	1220.3157	TRAPPC10|7109	1321.0979
TRAPPC1|58485	1224.4338	TRAPPC1|58485	802.5794
TRAPPC2L|51693	328.7577	TRAPPC2L|51693	392.1958
TRAPPC2P1|10597	162.5944	TRAPPC2P1|10597	120.463
TRAPPC2|6399	289.6362	TRAPPC2|6399	312.1693
TRAPPC3|27095	1112.5601	TRAPPC3|27095	970.2381
TRAPPC4|51399	966.7124	TRAPPC4|51399	643.5185
TRAPPC5|126003	454.7014	TRAPPC5|126003	266.8651
TRAPPC6A|79090	266.3006	TRAPPC6A|79090	264.5503
TRAPPC6B|122553	470.1441	TRAPPC6B|122553	763.2275
TRAPPC9|83696	1291.6953	TRAPPC9|83696	609.7884
lowly_expressed	lowly_expressed	TRAT1|50852	12.2354
TRDMT1|1787	64.5161	TRDMT1|1787	167.6587
lowly_expressed	lowly_expressed	TRDN|10345	334.9868
TREM1|54210	20.2471	TREM1|54210	11.5741
TREM2|54209	317.4331	TREM2|54209	141.8651
TRERF1|55809	1488.3322	TRERF1|55809	240.4101
TREX1|11277	441.5614	TREX1|11277	250.043
lowly_expressed	lowly_expressed	TREX2|11219	6.2831
lowly_expressed	lowly_expressed	TRHDE|29953	45.0331
TRH|7200	32.2581	TRH|7200	25.463
TRIAP1|51499	405.62800000000004	TRIAP1|51499	351.8519
TRIB1|10221	1288.9499	TRIB1|10221	3366.0714
TRIB2|28951	353.1229	TRIB2|28951	1355.4894
TRIB3|57761	1617.7076	TRIB3|57761	306.2169
TRIL|9865	489.7049	TRIL|9865	698.082
TRIM11|81559	446.1222	TRIM11|81559	351.5212
TRIM13|10206	1244.8833	TRIM13|10206	759.1005
TRIM14|9830	575.4976	TRIM14|9830	847.8836
TRIM16L|147166	116.9149	TRIM16L|147166	151.703
TRIM16|10626	203.3459	TRIM16|10626	385.9987
TRIM17|51127	6.1771	TRIM17|51127	53.2407
TRIM21|6737	210.7069	TRIM21|6737	416.0053
TRIM22|10346	484.5573	TRIM22|10346	1655.0926
TRIM23|373	467.0556	TRIM23|373	453.7037
TRIM24|8805	544.6122	TRIM24|8805	703.373
TRIM25|7706	517.1585	TRIM25|7706	1072.4206
TRIM26|7726	1633.4935	TRIM26|7726	1478.1746
TRIM27|5987	1109.1283	TRIM27|5987	1220.5688
TRIM28|10155	6140.0137	TRIM28|10155	3929.8942
TRIM29|23650	18.5312	TRIM29|23650	3705.6878
TRIM2|23321	913.8641	TRIM2|23321	1758.9286
TRIM32|22954	446.8085	TRIM32|22954	521.4947
TRIM33|51592	1547.7008	TRIM33|51592	1578.7037
TRIM34|53840	161.8566	TRIM34|53840	284.3915
TRIM35|23087	181.8806	TRIM35|23087	455.0265
TRIM36|55521	97.1174	TRIM36|55521	146.164
TRIM37|4591	904.1112	TRIM37|4591	646.8485
TRIM38|10475	491.4207	TRIM38|10475	604.1667
TRIM39|56658	339.6534	TRIM39|56658	489.1567
TRIM3|10612	248.4557	TRIM3|10612	320.7672
TRIM41|90933	1652.0041	TRIM41|90933	648.6409
TRIM44|54765	1733.3562	TRIM44|54765	1568.1217
TRIM45|80263	298.2155	TRIM45|80263	241.0714
TRIM46|80128	24.022	TRIM46|80128	22.4868
TRIM47|91107	474.6054	TRIM47|91107	571.0979
TRIM4|89122	1475.9779999999998	TRIM4|89122	1240.4101
TRIM52|84851	326.3555	TRIM52|84851	216.2698
TRIM56|81844	372.3404	TRIM56|81844	541.336
TRIM58|25893	64.1249	TRIM58|25893	84.2758
TRIM59|286827	189.0323	TRIM59|286827	76.8452
TRIM5|85363	292.1071	TRIM5|85363	564.8214
lowly_expressed	lowly_expressed	TRIM61|391712	5.291
TRIM62|55223	313.6582	TRIM62|55223	246.6931
TRIM65|201292	452.6424	TRIM65|201292	457.67199999999997
TRIM66|9866	416.2663	TRIM66|9866	485.119
lowly_expressed	lowly_expressed	TRIM67|440730	7.9365
TRIM68|55128	270.4187	TRIM68|55128	371.6931
TRIM69|140691	12.3542	TRIM69|140691	12.8968
TRIM6|117854	223.6376	TRIM6|117854	215.2778
TRIM78P|117852	6.1084	TRIM78P|117852	9.2526
TRIM7|81786	64.5161	TRIM7|81786	29.1005
TRIM8|81603	1804.7358	TRIM8|81603	2693.1217
TRIM9|114088	218.2567	TRIM9|114088	91.9312
TRIOBP|11078	946.4928	TRIOBP|11078	2190.2447
TRIO|7204	1911.1187	TRIO|7204	2690.8069
TRIP10|9322	527.4537	TRIP10|9322	1098.8757
TRIP11|9321	1125.6005	TRIP11|9321	1510.9127
TRIP12|9320	3638.6409999999996	TRIP12|9320	4168.3201
TRIP13|9319	177.7625	TRIP13|9319	39.6825
TRIP4|9325	567.6047	TRIP4|9325	511.5741
TRIP6|7205	715.8545	TRIP6|7205	1076.0582
TRIT1|54802	173.9876	TRIT1|54802	293.3201
TRMT112|51504	1996.2251	TRMT112|51504	1136.9048
TRMT11|60487	196.9801	TRMT11|60487	222.8836
TRMT12|55039	807.8243	TRMT12|55039	315.8069
TRMT1|55621	580.6452	TRMT1|55621	471.2302
TRMT2A|27037	637.6115	TRMT2A|27037	491.7328
TRMT2B|79979	491.0776	TRMT2B|79979	423.6111
TRMT5|57570	380.2334	TRMT5|57570	518.8492
TRMT61A|115708	313.6582	TRMT61A|115708	319.1138
TRMT61B|55006	261.7227	TRMT61B|55006	302.8373
TRMT6|51605	474.2622	TRMT6|51605	346.8915
TRMU|55687	230.6108	TRMU|55687	204.6958
TRNAU1AP|54952	177.7625	TRNAU1AP|54952	281.4153
TRNP1|388610	73.0954	TRNP1|388610	206.6799
TRNT1|51095	531.5374	TRNT1|51095	353.50199999999995
TROAP|10024	90.9403	lowly_expressed	lowly_expressed
TROVE2|6738	877.0625	TROVE2|6738	1121.1376
TRO|7216	1576.5271	TRO|7216	301.918
TRPC1|7220	113.2464	TRPC1|7220	215.9392
TRPC3|7222	5.4907	TRPC3|7222	7.9365
TRPC4AP|26133	2037.4056	TRPC4AP|26133	2083.3333
TRPC4|7223	17.5017	TRPC4|7223	8.5979
TRPC6|7225	178.1057	TRPC6|7225	179.2328
TRPM2|7226	386.4104	TRPM2|7226	211.6402
lowly_expressed	lowly_expressed	TRPM3|80036	10.2513
TRPM4|54795	688.0577	TRPM4|54795	1011.2434
lowly_expressed	lowly_expressed	TRPM6|140803	84.3254
TRPM7|54822	1324.9828	TRPM7|54822	1393.5185
lowly_expressed	lowly_expressed	TRPM8|79054	11.2434
TRPS1|7227	28642.7591	TRPS1|7227	6197.0899
TRPT1|83707	270.4187	TRPT1|83707	245.7011
TRPV1|7442	211.3933	TRPV1|7442	254.2989
TRPV2|51393	156.8291	TRPV2|51393	234.127
TRPV4|59341	234.3857	TRPV4|59341	173.6111
TRPV6|55503	5.1476	TRPV6|55503	305.2249
TRRAP|8295	1850.3603	TRRAP|8295	2291.6104
TRUB1|142940	492.7934	TRUB1|142940	466.2698
TRUB2|26995	808.8538	TRUB2|26995	442.4603
TSC1|7248	886.7536	TSC1|7248	1263.5582
TSC22D1|8848	5063.1434	TSC22D1|8848	6363.4259
TSC22D2|9819	454.7014	TSC22D2|9819	985.1189999999999
TSC22D3|1831	3061.7708	TSC22D3|1831	3055.8862
TSC22D4|81628	673.6445	TSC22D4|81628	993.3862
TSC2|7249	2552.1620000000003	TSC2|7249	1751.9841
TSEN15|116461	352.4365	TSEN15|116461	441.1376
TSEN2|80746	240.2196	TSEN2|80746	161.7063
TSEN34|79042	1235.7584	TSEN34|79042	735.4497
TSEN54|283989	532.2581	TSEN54|283989	276.455
TSFM|10102	560.7412	TSFM|10102	355.8201
TSG101|7251	1643.1023	TSG101|7251	1255.9524
TSGA10|80705	84.7632	TSGA10|80705	68.4524
TSGA14|95681	305.7653	TSGA14|95681	281.746
lowly_expressed	lowly_expressed	TSHR|7253	9.2593
TSHZ1|10194	1932.7385	TSHZ1|10194	1442.7910000000002
TSHZ2|128553	22.9925	TSHZ2|128553	797.2884
TSHZ3|57616	122.512	TSHZ3|57616	464.6164
TSIX|9383	5.2196	TSIX|9383	27.8373
TSKU|25987	6394.9897	TSKU|25987	1912.037
lowly_expressed	lowly_expressed	TSLP|85480	99.537
TSNARE1|203062	373.7131	TSNARE1|203062	267.1958
TSNAXIP1|55815	29.1695	TSNAXIP1|55815	44.3122
TSNAX|7257	1105.501	TSNAX|7257	959.9868
TSN|7247	1901.8531	TSN|7247	1802.9101
TSPAN10|83882	28.8264	TSPAN10|83882	8.9286
TSPAN11|441631	25.3946	TSPAN11|441631	304.5635
TSPAN12|23554	466.3693	TSPAN12|23554	352.5132
TSPAN13|27075	2549.7598	TSPAN13|27075	2472.5529
TSPAN14|81619	1782.4296	TSPAN14|81619	2896.164
TSPAN15|23555	1202.4708	TSPAN15|23555	1487.7646
TSPAN17|26262	1083.7337	TSPAN17|26262	548.6111
TSPAN18|90139	293.7543	TSPAN18|90139	717.9233
TSPAN1|10103	349.348	TSPAN1|10103	374.3386
TSPAN2|10100	26.081	TSPAN2|10100	307.8704
TSPAN31|6302	2221.6884	TSPAN31|6302	1112.4339
TSPAN32|10077	5.4907	TSPAN32|10077	8.2672
TSPAN33|340348	213.4523	TSPAN33|340348	205.0265
TSPAN3|10099	9367.1929	TSPAN3|10099	4601.1905
TSPAN4|7106	962.2512	TSPAN4|7106	1137.8968
TSPAN5|10098	230.6108	TSPAN5|10098	250.6614
TSPAN6|7105	222.7179	TSPAN6|7105	1378.6376
TSPAN7|7102	85.4496	TSPAN7|7102	1401.7857
lowly_expressed	lowly_expressed	TSPAN8|7103	25.7937
TSPAN9|10867	1491.4207	TSPAN9|10867	1857.8042
TSPO|706	586.1359	TSPO|706	1208.664
TSPYL1|7259	3871.2766	TSPYL1|7259	3239.9173
TSPYL2|64061	820.1784	TSPYL2|64061	1107.4735
TSPYL3|128854	92.31299999999999	TSPYL3|128854	42.9894
TSPYL4|23270	1132.464	TSPYL4|23270	1131.2831
TSPYL5|85453	70.6932	TSPYL5|85453	1122.0238
TSR1|55720	1352.1071	TSR1|55720	1103.912
TSR2|90121	1221.3452	TSR2|90121	833.3333
TSSC1|7260	421.4139	TSSC1|7260	240.4101
TSSC4|10078	708.9911	TSSC4|10078	526.455
TSSK3|81629	19.801	TSSK3|81629	40.463
TSSK4|283629	15.7859	TSSK4|283629	15.2116
TSSK6|83983	30.5422	TSSK6|83983	21.8254
TSTA3|7264	1100.5491	TSTA3|7264	575.0661
TSTD1|100131187	973.5758	TSTD1|100131187	556.2169
TSTD2|158427	703.7852	TSTD2|158427	697.9563
TST|7263	946.8085	TST|7263	577.381
TTBK1|84630	8.2361	lowly_expressed	lowly_expressed
TTBK2|146057	143.1023	TTBK2|146057	320.7672
TTC12|54970	581.6747	TTC12|54970	493.7169
TTC13|79573	197.3233	TTC13|79573	242.7249
TTC14|151613	2121.4825	TTC14|151613	982.1429
TTC15|51112	567.9478	TTC15|51112	662.6984
TTC16|158248	9.952	TTC16|158248	5.9524
TTC17|55761	1925.8751	TTC17|55761	1983.1349
TTC18|118491	225.0412	TTC18|118491	226.0582
TTC19|54902	1477.2615	TTC19|54902	1273.5483
TTC1|7265	1175.0172	TTC1|7265	861.7725
TTC21A|199223	119.7666	TTC21A|199223	126.9841
TTC21B|79809	373.0268	TTC21B|79809	624.3353
TTC22|55001	291.0089	TTC22|55001	75.0661
TTC23L|153657	20.5903	TTC23L|153657	12.8968
TTC23|64927	125.6005	TTC23|64927	607.4735
TTC25|83538	61.0844	TTC25|83538	38.0291
TTC26|79989	190.4598	TTC26|79989	111.4418
TTC27|55622	354.8387	TTC27|55622	478.5053
TTC28|23331	571.057	TTC28|23331	1290.463
TTC30A|92104	425.1887	TTC30A|92104	332.67199999999997
TTC30B|150737	388.4695	TTC30B|150737	270.5026
TTC31|64427	537.7488	TTC31|64427	455.3571
TTC32|130502	45.6417	TTC32|130502	52.5794
TTC33|23548	385.3809	TTC33|23548	454.3651
TTC35|9694	1083.0474	TTC35|9694	752.3148
TTC36|143941	409.4029	TTC36|143941	65.8069
TTC37|9652	1889.1558	TTC37|9652	2102.8439
TTC38|55020	796.1565	TTC38|55020	779.7619
TTC39A|22996	1984.5573	TTC39A|22996	1664.0212
TTC39B|158219	100.8922	TTC39B|158219	91.9312
TTC39C|125488	972.5463	TTC39C|125488	564.8148
TTC3|7267	3584.42	TTC3|7267	7455.3571
TTC4|7268	743.6513	TTC4|7268	567.1561
TTC5|91875	165.7515	TTC5|91875	234.127
TTC7A|57217	483.5278	TTC7A|57217	899.7189
TTC7B|145567	215.8545	TTC7B|145567	566.4683
TTC8|123016	907.687	TTC8|123016	633.9286
TTC9C|283237	241.5923	TTC9C|283237	228.5053
TTC9|23508	185.6555	TTC9|23508	517.5265
TTF1|7270	334.5916	TTF1|7270	471.8915
TTF2|8458	354.8387	TTF2|8458	365.4101
TTK|7272	109.4715	TTK|7272	18.5185
lowly_expressed	lowly_expressed	TTLL10|254173	18.5185
TTLL11|158135	45.9849	TTLL11|158135	89.2857
TTLL12|23170	1596.7742	TTLL12|23170	784.0608
TTLL13|440307	12.3988	TTLL13|440307	6.0747
TTLL1|25809	130.0618	TTLL1|25809	187.1693
TTLL3|26140	1112.5086	TTLL3|26140	905.086
TTLL4|9654	228.2086	TTLL4|9654	408.7302
TTLL5|23093	536.0329	TTLL5|23093	646.4947
TTLL7|79739	13.3837	TTLL7|79739	157.4074
TTLL9|164395	44.6122	TTLL9|164395	27.4471
TTL|150465	566.232	TTL|150465	633.2672
TTN|7273	59.6809	TTN|7273	321.5344
TTPAL|79183	545.6417	TTPAL|79183	542.6587
TTPA|7274	7.5498	TTPA|7274	13.5582
TTYH1|57348	6.1771	TTYH1|57348	142.8571
TTYH2|94015	51.1325	TTYH2|94015	182.5794
TTYH3|80727	788.9499	TTYH3|80727	936.5079
TUBA1A|7846	5566.6815	TUBA1A|7846	6425.0926
TUBA1B|10376	12709.0082	TUBA1B|10376	9185.7077
TUBA1C|84790	2525.0515	TUBA1C|84790	1259.2593
TUBA3D|113457	7.2066	lowly_expressed	lowly_expressed
TUBA3E|112714	25.0515	lowly_expressed	lowly_expressed
TUBA4A|7277	349.0048	TUBA4A|7277	671.9577
TUBA8|51807	43.5827	TUBA8|51807	70.1091
TUBAL3|79861	7.2066	TUBAL3|79861	6.9444
TUBB1|81027	23.3356	TUBB1|81027	16.2037
TUBB2A|7280	110.1579	TUBB2A|7280	1582.3413
lowly_expressed	lowly_expressed	TUBB2B|347733	294.9735
TUBB2C|10383	4490.048	TUBB2C|10383	3400.1323
TUBB3|10381	120.7962	TUBB3|10381	109.461
TUBB4|10382	55.2505	TUBB4|10382	47.9497
TUBB6|84617	551.0261	TUBB6|84617	2729.3816
TUBB8|347688	10.2951	TUBB8|347688	5.291
TUBBP5|643224	52.162	TUBBP5|643224	68.4524
TUBB|203068	9129.0323	TUBB|203068	9279.7619
TUBD1|51174	180.5079	TUBD1|51174	219.9074
TUBE1|51175	141.3864	TUBE1|51175	313.1614
TUBG1|7283	1208.3047	TUBG1|7283	503.6376
TUBG2|27175	572.0659	TUBG2|27175	429.2328
TUBGCP2|10844	1323.116	TUBGCP2|10844	1350.3902
TUBGCP3|10426	549.4166	TUBGCP3|10426	684.1931
TUBGCP4|27229	418.3253	TUBGCP4|27229	286.7063
TUBGCP5|114791	339.7392	TUBGCP5|114791	375.9921
TUBGCP6|85378	1048.0439	TUBGCP6|85378	1267.5265
TUB|7275	411.1187	TUB|7275	423.2804
TUFM|7284	6397.3919	TUFM|7284	2693.7831
TUFT1|7286	903.2258	TUFT1|7286	514.881
TUG1|55000	4772.4777	TUG1|55000	4955.3571
TULP3|7289	425.1887	TULP3|7289	729.1667
TULP4|56995	2079.9588	lowly_expressed	lowly_expressed
TUSC1|286319	398.4214	TUSC1|286319	354.1667
TUSC2|11334	807.4811	TUSC2|11334	517.8571
TUSC3|7991	459.5058	TUSC3|7991	807.8704
lowly_expressed	lowly_expressed	TUSC5|286753	6028.4392
TUT1|64852	522.9925	TUT1|64852	571.7593
TWF1|5756	2385.7241	TWF1|5756	1635.2513
TWF2|11344	898.4214	TWF2|11344	671.4286
TWIST1|7291	43.2395	TWIST1|7291	262.8968
lowly_expressed	lowly_expressed	TWIST2|117581	91.6005
TWISTNB|221830	402.8826	TWISTNB|221830	589.2857
TWSG1|57045	1587.5086	TWSG1|57045	678.9021
TXK|7294	6.5202	TXK|7294	14.5503
TXLNA|200081	2088.8813	TXLNA|200081	2247.3545
TXLNB|167838	306.1084	TXLNB|167838	203.373
TXLNG|55787	166.4379	TXLNG|55787	351.1905
TXN2|25828	1204.873	TXN2|25828	1256.6138
TXNDC11|51061	1702.1277	TXNDC11|51061	1120.0397
TXNDC12|51060	1128.3459	TXNDC12|51060	1082.672
TXNDC15|79770	2042.8964	TXNDC15|79770	1233.4656
TXNDC16|57544	499.6568	TXNDC16|57544	458.664
TXNDC17|84817	671.6507	TXNDC17|84817	322.1429
TXNDC5|81567	2121.4173	TXNDC5|81567	5491.9511
TXNDC9|10190	455.3878	TXNDC9|10190	446.7593
TXNIP|10628	2710.7069	TXNIP|10628	26771.164
TXNL1|9352	1299.245	TXNL1|9352	987.7646
TXNL4A|10907	932.3953	TXNL4A|10907	515.873
TXNL4B|54957	237.1311	TXNL4B|54957	213.2937
TXNRD1|7296	809.5402	TXNRD1|7296	1757.2751
TXNRD2|10587	467.0556	TXNRD2|10587	341.9312
TXNRD3IT1|645840	290.3226	TXNRD3IT1|645840	290.6746
TXN|7295	1440.6314	TXN|7295	1331.0185
TYK2|7297	1148.2498	TYK2|7297	1014.8810000000001
TYMP|1890	478.3802	TYMP|1890	500.9921
TYMS|7298	596.5683	TYMS|7298	100.8499
TYRO3|7301	95.4015	TYRO3|7301	795.3042
TYROBP|7305	517.1585	TYROBP|7305	498.6772
TYSND1|219743	638.2979	TYSND1|219743	512.2354
TYW1B|441250	50.103	TYW1B|441250	90.9392
TYW1|55253	497.941	TYW1|55253	546.9577
TYW3|127253	754.6054	TYW3|127253	678.33
U2AF1L4|199746	116.7914	U2AF1L4|199746	117.4339
U2AF1|7307	885.7241	U2AF1|7307	1088.955
U2AF2|11338	4574.1249	U2AF2|11338	2134.2593
UACA|55075	1793.7543	UACA|55075	2744.0476
UAP1L1|91373	189.0872	UAP1L1|91373	275.1323
UAP1|6675	836.9938	UAP1|6675	1369.3783
UBA1|7317	7330.4736	UBA1|7317	6409.7222
UBA2|10054	2126.6301	UBA2|10054	2391.5344
UBA3|9039	1017.1585	UBA3|9039	984.4577
UBA52|7311	6974.9485	UBA52|7311	5977.5132
UBA5|79876	1173.9876	UBA5|79876	795.6349
UBA6|55236	1300.6177	UBA6|55236	1079.3651
UBA7|7318	647.5635	UBA7|7318	841.6005
UBAC1|10422	419.69800000000004	UBAC1|10422	532.7381
UBAC2|337867	1773.7714	UBAC2|337867	1116.0218
UBAP1|51271	1176.733	UBAP1|51271	1732.8042
UBAP2L|9898	2804.3926	UBAP2L|9898	2565.8069
UBAP2|55833	747.0830000000001	UBAP2|55833	842.2619
lowly_expressed	lowly_expressed	UBASH3A|53347	13.2275
UBASH3B|84959	66.232	UBASH3B|84959	123.3466
UBB|7314	23740.2196	UBB|7314	9772.8175
UBC|7316	25524.3651	UBC|7316	33865.7407
UBD|10537	20.2471	UBD|10537	106.1508
UBE2A|7319	1320.5216	UBE2A|7319	1099.2063
UBE2B|7320	2922.1002	UBE2B|7320	1266.2037
UBE2CBP|90025	41.8668	UBE2CBP|90025	48.9418
UBE2C|11065	169.1833	UBE2C|11065	11.2434
UBE2D1|7321	317.0899	UBE2D1|7321	337.3016
UBE2D2|7322	2289.9794	UBE2D2|7322	1222.5529
UBE2D3|7323	6156.1428	UBE2D3|7323	5093.9153
UBE2D4|51619	287.1929	UBE2D4|51619	380.17199999999997
UBE2E1|7324	1550.7893	UBE2E1|7324	1142.1958
UBE2E2|7325	88.5381	UBE2E2|7325	398.4788
UBE2E3|10477	726.4928	UBE2E3|10477	976.1905
UBE2F|140739	894.9897	UBE2F|140739	408.0688
UBE2G1|7326	1634.8662	UBE2G1|7326	1318.1217
UBE2G2|7327	1299.245	UBE2G2|7327	1764.5503
UBE2H|7328	3055.9369	UBE2H|7328	1754.6296
UBE2I|7329	2856.2114	UBE2I|7329	1282.4074
UBE2J1|51465	1424.1592	UBE2J1|51465	1662.037
UBE2J2|118424	585.1064	UBE2J2|118424	598.545
UBE2K|3093	2835.9643	UBE2K|3093	1715.6085
UBE2L3|7332	1401.8531	UBE2L3|7332	1625.9921
UBE2L6|9246	1229.5813	UBE2L6|9246	1055.2249
UBE2MP1|606551	92.31299999999999	UBE2MP1|606551	46.9577
UBE2M|9040	968.7714	UBE2M|9040	583.9947
UBE2NL|389898	7.5498	lowly_expressed	lowly_expressed
UBE2N|7334	1959.1627	UBE2N|7334	1401.1243
UBE2O|63893	1033.9739	UBE2O|63893	809.1931
UBE2Q1|55585	1228.2086	UBE2Q1|55585	1349.537
UBE2Q2P1|388165	21.6198	UBE2Q2P1|388165	54.5635
UBE2Q2|92912	1851.7502	UBE2Q2|92912	1152.7778
UBE2QL1|134111	23.6788	UBE2QL1|134111	65.1455
UBE2R2|54926	1956.7605	UBE2R2|54926	1637.8968
UBE2S|27338	244.6809	UBE2S|27338	85.3175
UBE2T|29089	154.7701	UBE2T|29089	24.4709
UBE2V1|7335	2147.0728	UBE2V1|7335	2334.6561
UBE2V2|7336	1055.5937	UBE2V2|7336	604.1667
UBE2W|55284	944.7495	UBE2W|55284	643.1878
UBE2Z|65264	2875.0858	UBE2Z|65264	2345.5688
UBE3A|7337	3545.978	UBE3A|7337	2057.8704
UBE3B|89910	1882.9787	UBE3B|89910	1434.8545
UBE3C|9690	1862.7316	UBE3C|9690	2273.1481
UBE4A|9354	1315.3741	UBE4A|9354	2061.5079
UBE4B|10277	1426.9046	UBE4B|10277	1588.2937
UBFD1|56061	3806.4516	UBFD1|56061	1215.6085
UBIAD1|29914	605.3535	UBIAD1|29914	568.7831
UBL3|5412	1497.5978	UBL3|5412	1627.9762
UBL4A|8266	897.3919	UBL4A|8266	694.4444
UBL5|59286	2044.6122	UBL5|59286	1031.746
UBL7|84993	1020.5903	UBL7|84993	602.1825
UBLCP1|134510	709.3342	UBLCP1|134510	633.5979
UBN1|29855	2933.4248	UBN1|29855	1643.8492
UBN2|254048	791.6953	UBN2|254048	1159.0608
UBOX5|22888	327.3576	UBOX5|22888	445.5952
UBP1|7342	4716.1977	UBP1|7342	2821.0979
UBQLN1|29979	3436.8566	UBQLN1|29979	3227.5132
UBQLN2|29978	1660.9472	UBQLN2|29978	1336.6402
UBQLN4|56893	1075.1544	UBQLN4|56893	1099.2063
lowly_expressed	lowly_expressed	UBQLNL|143630	9.9206
UBR1|197131	1125.2574	UBR1|197131	1237.1032
UBR2|23304	1150.652	UBR2|23304	1254.6296
UBR3|130507	1442.6905	UBR3|130507	1750.0
UBR4|23352	3488.3322	UBR4|23352	5454.3651
UBR5|51366	5708.6479	UBR5|51366	4100.5291
UBR7|55148	1332.5326	UBR7|55148	1087.963
UBTD1|80019	191.8325	UBTD1|80019	289.6825
UBTD2|92181	2094.7152	UBTD2|92181	790.3439
UBTF|7343	4491.7639	UBTF|7343	2739.4179999999997
UBXN10|127733	454.0151	UBXN10|127733	289.0212
UBXN11|91544	367.8792	UBXN11|91544	371.3624
UBXN1|51035	1534.3171	UBXN1|51035	1408.7302
UBXN2A|165324	182.2237	UBXN2A|165324	318.7831
UBXN2B|137886	1643.1023	UBXN2B|137886	699.4048
UBXN4|23190	3482.8415	UBXN4|23190	3466.9312
UBXN6|80700	1544.269	UBXN6|80700	1404.7619
UBXN7|26043	515.7859	UBXN7|26043	593.5847
UBXN8|7993	44.269	UBXN8|7993	124.0079
lowly_expressed	lowly_expressed	UCA1|652995	11.9048
UCHL1|7345	31.2286	UCHL1|7345	205.0265
UCHL3|7347	252.917	UCHL3|7347	285.7143
UCHL5|51377	289.3754	UCHL5|51377	369.6032
UCK1|83549	568.9774	UCK1|83549	587.3016
UCK2|7371	168.4969	UCK2|7371	245.7011
UCKL1AS|100113386	19.801	UCKL1AS|100113386	13.8889
UCKL1|54963	469.4303	UCKL1|54963	468.5086
lowly_expressed	lowly_expressed	UCN2|90226	6.2831
lowly_expressed	lowly_expressed	UCP1|7350	23.4788
UCP2|7351	354.1524	UCP2|7351	1227.5132
UCP3|7352	19.2176	UCP3|7352	31.746
UEVLD|55293	128.3459	UEVLD|55293	181.5476
UFC1|51506	1790.3226	UFC1|51506	1584.3254
UFD1L|7353	824.2588	UFD1L|7353	774.8016
UFM1|51569	2648.2498	UFM1|51569	1727.8439
UFSP1|402682	27.7968	UFSP1|402682	14.2196
UFSP2|55325	589.0528	UFSP2|55325	792.6091
UGCG|7357	2045.2986	UGCG|7357	527.4471
UGDH|7358	2603.9808	UGDH|7358	1225.1984
UGGT1|56886	1897.7351	UGGT1|56886	2061.5079
UGGT2|55757	793.4111	UGGT2|55757	544.6429
UGP2|7360	1672.9581	UGP2|7360	4724.2063
lowly_expressed	lowly_expressed	UGT1A7|54577	6.994
lowly_expressed	lowly_expressed	UGT2B11|10720	151.6138
UGT2B15|7366	13.7268	UGT2B15|7366	18.1878
lowly_expressed	lowly_expressed	UGT2B28|54490	17.8571
lowly_expressed	lowly_expressed	UGT8|7368	112.4339
UHMK1|127933	604.6671	UHMK1|127933	726.8519
UHRF1BP1L|23074	996.2251	UHRF1BP1L|23074	751.6534
