gene_id	TCGA-BH-A1FB-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FB-11A-33R-A13Q-07
PTRF|284119	5890.813	PTRF|284119	9599.8527
PTRH1|138428	77.781	PTRH1|138428	68.7988
PTRH2|51651	266.2166	PTRH2|51651	314.92400000000004
PTS|5805	199.2956	PTS|5805	201.5514
PTTG1IP|754	6781.039000000001	PTTG1IP|754	5979.1956
PTTG1|9232	115.3507	PTTG1|9232	23.7404
PTX3|5806	211.6231	PTX3|5806	488.3745
PUF60|22827	2341.6495	PUF60|22827	1923.9434
PUM1|9698	3119.7534	PUM1|9698	2835.7696
PUM2|23369	4464.0446	PUM2|23369	4001.9574
PURA|5813	479.0138	PURA|5813	544.5763
PURB|5814	2612.5624	PURB|5814	3099.3367
PURG|29942	8.5119	PURG|29942	6.7829999999999995
PUS10|150962	218.96099999999998	PUS10|150962	240.7957
PUS1|80324	174.93400000000003	PUS1|80324	209.3033
PUS3|83480	249.4864	PUS3|83480	264.0517
PUS7L|83448	352.8031	PUS7L|83448	255.3307
PUS7|54517	490.7543	PUS7|54517	399.2267
PUSL1|126789	123.2609	PUSL1|126789	140.9067
PVALB|5816	37.8632	PVALB|5816	15.504000000000001
PVRIG|79037	82.4773	PVRIG|79037	77.5198
PVRL1|5818	1481.3619	PVRL1|5818	2427.8218
PVRL2|5819	3007.3378	PVRL2|5819	1999.5252
PVRL3|25945	98.914	PVRL3|25945	124.5161
PVRL4|81607	757.558	PVRL4|81607	1300.8784
PVR|5817	370.7074	PVR|5817	463.665
PVT1|5820	120.9275	PVT1|5820	84.3027
PWP1|11137	791.312	PWP1|11137	839.6359
PWP2|5822	631.6407	PWP2|5822	588.6656
PWWP2A|114825	463.4576	PWWP2A|114825	431.2036
PWWP2B|170394	247.4318	PWWP2B|170394	231.5903
PXDNL|137902	10.5665	lowly_expressed	lowly_expressed
PXDN|7837	4874.0828	PXDN|7837	1810.5708
PXK|54899	376.5776	PXK|54899	263.5672
PXMP2|5827	150.8747	PXMP2|5827	162.3554
PXMP4|11264	683.2991	PXMP4|11264	1550.8796
PXN|5829	2386.6657	PXN|5829	3171.1878
PYCARD|29108	408.5706	PYCARD|29108	224.3228
PYCR1|5831	989.4335	PYCR1|5831	554.2663
PYCR2|29920	912.2395	PYCR2|29920	1036.3422
PYCRL|65263	404.4614	PYCRL|65263	227.7143
PYDC1|260434	24.0681	lowly_expressed	lowly_expressed
PYGB|5834	2260.6399	PYGB|5834	4591.592000000001
PYGL|5836	819.1958	PYGL|5836	1189.9282
PYGM|5837	9.6859	PYGM|5837	84.7872
PYGO1|26108	38.1567	PYGO1|26108	46.0274
PYGO2|90780	1287.3496	PYGO2|90780	1298.4559
PYHIN1|149628	91.2827	PYHIN1|149628	33.9149
PYROXD1|79912	355.3126	PYROXD1|79912	412.0369
PYROXD2|84795	103.3167	PYROXD2|84795	203.4894
PYY|5697	7.6313	lowly_expressed	lowly_expressed
ProSAPiP1|9762	143.8215	ProSAPiP1|9762	375.9708
QARS|5859	3916.6422	QARS|5859	4045.0777
QDPR|5860	1213.3842	QDPR|5860	1094.9665
QKI|9444	3051.6584	QKI|9444	3176.3720000000003
QPCTL|54814	182.2718	QPCTL|54814	263.0827
QPCT|25797	194.0123	QPCT|25797	138.0821
QPRT|23475	157.6167	QPRT|23475	144.865
QRFPR|84109	9.0989	QRFPR|84109	5.3295
QRICH1|54870	1604.0505	QRICH1|54870	1796.5203
QRICH2|84074	67.2146	QRICH2|84074	116.7641
QRSL1|55278	549.1635	QRSL1|55278	448.1611
QSER1|79832	1548.87	QSER1|79832	1346.4213
QSOX1|5768	1977.106	QSOX1|5768	2741.7768
QSOX2|169714	250.6604	QSOX2|169714	399.7112
QTRT1|81890	262.6945	QTRT1|81890	461.727
QTRTD1|79691	617.2586	QTRTD1|79691	627.91
R3HCC1|203069	352.8031	R3HCC1|203069	562.0182
R3HDM1|23518	732.6093	R3HDM1|23518	466.57199999999995
R3HDM2|22864	1369.7769	R3HDM2|22864	1394.6046
RAB10|10890	4010.86	RAB10|10890	3190.4224
RAB11A|8766	3889.052	RAB11A|8766	3173.465
RAB11B|9230	1337.5227	RAB11B|9230	1792.6104
RAB11FIP1|80223	2972.1162	RAB11FIP1|80223	2662.8036
RAB11FIP2|22841	741.4147	RAB11FIP2|22841	832.3684
RAB11FIP3|9727	1061.9313	RAB11FIP3|9727	603.2006
RAB11FIP4|84440	1087.4669999999999	RAB11FIP4|84440	865.3143
RAB11FIP5|26056	1149.3983	RAB11FIP5|26056	1319.2893
RAB12|201475	867.0385	RAB12|201475	1066.8656
RAB13|5872	1369.2398	RAB13|5872	1075.1021
RAB14|51552	4069.8562	RAB14|51552	3555.2498
RAB15|376267	835.0455	RAB15|376267	950.1015
RAB17|64284	399.7652	RAB17|64284	362.4049
RAB18|22931	2974.1708	RAB18|22931	2314.9337
RAB19|401409	46.9621	RAB19|401409	13.0815
RAB1A|5861	3689.1312	RAB1A|5861	2899.6991
RAB1B|81876	3512.4244	RAB1B|81876	3665.1922
RAB20|55647	532.4332	RAB20|55647	310.5635
RAB21|23011	1070.1497	RAB21|23011	1163.2808
RAB22A|57403	1295.2744	RAB22A|57403	1213.1842
RAB23|51715	567.6548	RAB23|51715	309.11
RAB24|53917	275.9026	RAB24|53917	382.2693
RAB25|57111	1205.7529	RAB25|57111	1263.572
RAB26|25837	113.0026	RAB26|25837	23.7404
RAB27A|5873	814.206	RAB27A|5873	682.6583
RAB27B|5874	375.6971	RAB27B|5874	324.1295
RAB28|9364	320.2231	RAB28|9364	403.1027
RAB2A|5862	1575.5797	RAB2A|5862	990.7994
RAB2B|84932	580.8629	RAB2B|84932	740.7982
RAB30|27314	589.9618	RAB30|27314	277.6176
RAB31|11031	11287.9366	RAB31|11031	892.9307
RAB32|10981	495.7441	RAB32|10981	527.6188
RAB33A|9363	34.6346	RAB33A|9363	5.3295
RAB33B|83452	496.3311	RAB33B|83452	665.7009
RAB34|83871	965.3654	RAB34|83871	1065.8966
RAB35|11021	963.3108	RAB35|11021	908.4346
RAB36|9609	312.8852	RAB36|9609	220.4468
RAB37|326624	206.3399	RAB37|326624	93.0237
RAB38|23682	127.6783	RAB38|23682	141.9581
RAB39B|116442	58.7027	RAB39B|116442	44.5739
RAB39|54734	19.0784	RAB39|54734	7.752000000000001
RAB3A|5864	73.6719	RAB3A|5864	57.1708
RAB3B|5865	21.133000000000003	RAB3B|5865	15.9884
RAB3D|9545	1711.4764	RAB3D|9545	1182.6608
RAB3GAP1|22930	1891.9871	RAB3GAP1|22930	1717.0626
RAB3GAP2|25782	1550.0439999999999	RAB3GAP2|25782	1380.3361
RAB3IL1|5866	268.5647	RAB3IL1|5866	437.9866
RAB3IP|117177	607.8662	RAB3IP|117177	572.1927
RAB40A|142684	6.4573	RAB40A|142684	7.752000000000001
RAB40B|10966	316.9944	RAB40B|10966	481.5915
RAB40C|57799	502.4949	RAB40C|57799	387.5988
RAB42|115273	43.1465	RAB42|115273	21.3179
RAB43|339122	230.408	RAB43|339122	233.5283
RAB4A|5867	740.4315	RAB4A|5867	878.6767
RAB4B|53916	351.8022	RAB4B|53916	306.8765
RAB5A|5868	1461.1095	RAB5A|5868	1498.0693
RAB5B|5869	4796.8888	RAB5B|5869	4829.9653
RAB5C|5878	3292.6328	RAB5C|5878	2799.9167
RAB6A|5870	3696.5072	RAB6A|5870	3224.8218
RAB6B|51560	145.2891	RAB6B|51560	313.955
RAB6C|84084	165.1512	RAB6C|84084	127.5152
RAB7A|7879	5621.0743	RAB7A|7879	4908.9385
RAB7L1|8934	599.9413	RAB7L1|8934	677.3289
RAB8A|4218	1625.3596	RAB8A|4218	1054.9809
RAB8B|51762	1374.2295	RAB8B|51762	896.3222
RAB9A|9367	431.7581	RAB9A|9367	559.5957
RAB9B|51209	13.5016	RAB9B|51209	17.4419
RABAC1|10567	796.8888	RABAC1|10567	772.7751
RABEP1|9135	4973.6308	RABEP1|9135	4352.3515
RABEP2|79874	388.3182	RABEP2|79874	290.2146
RABEPK|10244	406.2225	RABEPK|10244	338.1799
RABGAP1L|9910	420.0499	RABGAP1L|9910	327.52099999999996
RABGAP1|23637	1783.6807	RABGAP1|23637	1753.4
RABGEF1|27342	929.6155	RABGEF1|27342	906.2592
RABGGTA|5875	346.0522	RABGGTA|5875	527.1343
RABGGTB|5876	777.5169	RABGGTB|5876	663.7629
RABIF|5877	344.2912	RABIF|5877	289.2456
RABL2A|11159	310.5371	RABL2A|11159	490.79699999999997
RABL2B|11158	439.9765	RABL2B|11158	411.7074
RABL3|285282	961.2562	RABL3|285282	813.4729
RABL5|64792	557.3819	RABL5|64792	465.603
RAC1|5879	5143.8215	RAC1|5879	5074.637
RAC2|5880	1298.5031	RAC2|5880	589.6346
RAC3|5881	158.2037	RAC3|5881	136.1441
RACGAP1|29127	444.6727	RACGAP1|29127	234.4973
RAD17|5884	579.9824	RAD17|5884	704.4608
RAD18|56852	335.1923	RAD18|56852	359.9824
RAD1|5810	628.9991	RAD1|5810	671.5149
RAD21|5885	7542.4068	RAD21|5885	4893.4103
RAD23A|5886	1376.5776	RAD23A|5886	1786.8304
RAD23B|5887	4992.3687	RAD23B|5887	3706.4133
RAD50|10111	2480.1878	RAD50|10111	1838.6717
RAD51AP1|10635	112.4156	RAD51AP1|10635	37.7909
RAD51C|5889	282.0663	RAD51C|5889	284.8851
RAD51L1|5890	213.6777	RAD51L1|5890	341.5714
RAD51L3|5892	184.9134	RAD51L3|5892	183.1404
RAD51|5888	65.4535	RAD51|5888	15.9884
RAD52|5893	155.9965	RAD52|5893	231.5903
RAD54B|25788	132.8324	RAD54B|25788	63.9877
RAD54L2|23132	338.7144	RAD54L2|23132	275.1951
RAD54L|8438	45.2011	RAD54L|8438	9.69
RAD9A|5883	152.988	RAD9A|5883	260.166
RAD9B|144715	31.6994	RAD9B|144715	33.9149
RADIL|55698	44.9075	RADIL|55698	153.586
RAE1|8480	567.0678	RAE1|8480	533.9173
RAET1E|135250	12.3276	RAET1E|135250	5.3295
RAET1G|353091	5.2832	RAET1G|353091	6.2985
RAF1|5894	1901.6729999999998	RAF1|5894	2134.2158
RAG1AP1|55974	865.5709	RAG1AP1|55974	609.4991
RAG1|5896	45.7881	RAG1|5896	54.2638
RAGE|5891	193.1318	RAGE|5891	221.9003
RAI14|26064	2070.7367	RAI14|26064	831.8839
RAI1|10743	1142.0605	RAI1|10743	922.4851
RAI2|10742	1156.1491	RAI2|10742	972.8729
RALA|5898	1612.8559	RALA|5898	1263.572
RALBP1|10928	1999.4129999999998	RALBP1|10928	1926.3659
RALB|5899	1943.6454	RALB|5899	1287.3124
RALGAPA1|253959	797.4758	RALGAPA1|253959	781.0115
RALGAPA2|57186	788.9639	RALGAPA2|57186	624.5185
RALGAPB|57148	3203.9918	RALGAPB|57148	2390.5155
RALGDS|5900	1970.3552	RALGDS|5900	2818.3034
RALGPS1|9649	399.4717	RALGPS1|9649	418.1222
RALGPS2|55103	1045.2011	RALGPS2|55103	714.1507
RALY|22913	1694.1591	RALY|22913	1733.0510000000002
RAMP1|10267	444.6727	RAMP1|10267	15.504000000000001
RAMP2|10266	309.0696	RAMP2|10266	489.3435
RAMP3|10268	322.8647	RAMP3|10268	320.2535
RANBP10|57610	624.5964	RANBP10|57610	930.2371
RANBP17|64901	81.5967	RANBP17|64901	62.5003
RANBP1|5902	561.7846	RANBP1|5902	580.4292
RANBP2|5903	5314.3528	RANBP2|5903	4069.7872
RANBP3L|202151	103.9037	RANBP3L|202151	205.9119
RANBP3|8498	959.4952	RANBP3|8498	1040.7027
RANBP6|26953	1070.1497	RANBP6|26953	1131.7884
RANBP9|10048	1359.8474	RANBP9|10048	1131.3039
RANGAP1|5905	2076.607	RANGAP1|5905	1460.2784
RANGRF|29098	296.1579	RANGRF|29098	351.4019
RAN|5901	3254.1826	RAN|5901	2443.3258
RAP1A|5906	1620.1937	RAP1A|5906	1300.8784
RAP1B|5908	2267.3907	RAP1B|5908	1853.6912
RAP1GAP2|23108	640.1526	RAP1GAP2|23108	896.8067
RAP1GAP|5909	326.0933	RAP1GAP|5909	523.7428
RAP1GDS1|5910	1562.9586	RAP1GDS1|5910	999.0358
RAP2A|5911	1254.7696	RAP2A|5911	1000.0048
RAP2B|5912	911.3589999999999	RAP2B|5912	750.4881
RAP2C|57826	1200.1761	RAP2C|57826	790.7015
RAPGEF1|2889	2167.3026	RAPGEF1|2889	2505.8261
RAPGEF2|9693	1081.5967	RAPGEF2|9693	1186.0523
RAPGEF3|10411	288.5911	RAPGEF3|10411	713.4676
RAPGEF4|11069	170.8248	RAPGEF4|11069	247.5787
RAPGEF5|9771	573.8186	RAPGEF5|9771	630.817
RAPGEF6|51735	811.8579	RAPGEF6|51735	627.4255
RAPGEFL1|51195	289.4042	RAPGEFL1|51195	154.555
RAPH1|65059	1683.2991	RAPH1|65059	2030.0486
RARA|5914	1715.2920000000001	RARA|5914	1322.1963
RARB|5915	251.2474	RARB|5915	425.8742
RARG|5916	1160.5518	RARG|5916	1548.9416
RARRES1|5918	1216.9064	RARRES1|5918	1279.5605
RARRES2|5919	661.2856	RARRES2|5919	1164.2498
RARRES3|5920	4619.9002	RARRES3|5920	1325.5878
RARS2|57038	662.1661	RARS2|57038	623.5495
RARS|5917	1446.4338	RARS|5917	1298.9404
RASA1|5921	1371.4558	RASA1|5921	1481.0828
RASA2|5922	284.4144	RASA2|5922	310.5635
RASA3|22821	816.8477	RASA3|22821	755.8176
RASA4P|401331	50.2876	RASA4P|401331	65.3249
RASA4|10156	118.2859	RASA4|10156	108.5277
RASAL1|8437	30.8189	RASAL1|8437	80.9112
RASAL2|9462	1385.0895	RASAL2|9462	1153.024
RASAL3|64926	268.5647	RASAL3|64926	191.3769
RASD1|51655	743.4693	RASD1|51655	1418.1270000000002
RASD2|23551	234.5172	RASD2|23551	199.1289
RASEF|158158	636.924	RASEF|158158	515.9909
RASGEF1A|221002	207.5139	RASGEF1A|221002	326.552
RASGEF1B|153020	578.2213	RASGEF1B|153020	976.7489
lowly_expressed	lowly_expressed	RASGEF1C|255426	31.9769
RASGRF1|5923	45.2011	RASGRF1|5923	46.5119
RASGRF2|5924	252.715	RASGRF2|5924	122.5781
RASGRP1|10125	527.737	RASGRP1|10125	152.1325
RASGRP2|10235	147.3437	RASGRP2|10235	102.2292
RASGRP3|25780	362.48900000000003	RASGRP3|25780	344.4784
RASGRP4|115727	73.0848	RASGRP4|115727	39.7289
RASIP1|54922	229.821	RASIP1|54922	497.0954
RASL10A|10633	15.2627	RASL10A|10633	74.6128
RASL10B|91608	25.5357	RASL10B|91608	60.5623
RASL11A|387496	247.4318	RASL11A|387496	183.1404
RASL11B|65997	122.3951	RASL11B|65997	37.3064
RASL12|51285	203.1112	RASL12|51285	367.2498
RASSF10|644943	31.6994	RASSF10|644943	94.9617
RASSF1|11186	484.8841	RASSF1|11186	730.6237
RASSF2|9770	1343.7041	RASSF2|9770	423.4517
RASSF3|283349	327.8544	RASSF3|283349	493.2194
RASSF4|83937	597.2967	RASSF4|83937	579.4602
RASSF5|83593	1093.0437	RASSF5|83593	678.2979
RASSF6|166824	260.3463	RASSF6|166824	555.7197
RASSF7|8045	239.2134	RASSF7|8045	326.0675
RASSF8|11228	710.0088	RASSF8|11228	734.4997
RASSF9|9182	90.9891	RASSF9|9182	123.0626
RAVER1|125950	933.9595	RAVER1|125950	1044.5787
RAVER2|55225	347.5198	RAVER2|55225	690.4103
RB1CC1|9821	2751.1007	RB1CC1|9821	2076.5604
RB1|5925	1535.6619	RB1|5925	1397.2936
RBAK|57786	661.5791	RBAK|57786	656.0109
RBBP4|5928	5018.7144	RBBP4|5928	4180.4224
RBBP5|5929	630.1732	RBBP5|5929	657.9489
RBBP6|5930	1820.3698	RBBP6|5930	1760.1829
RBBP7|5931	2825.6531	RBBP7|5931	2038.2851
RBBP8|5932	1443.2052	RBBP8|5932	1546.0346
RBBP9|10741	1041.9724	RBBP9|10741	912.7951
RBCK1|10616	1106.8389	RBCK1|10616	1163.7653
RBKS|64080	154.0945	RBKS|64080	81.3957
RBL1|5933	184.9134	RBL1|5933	153.586
RBL2|5934	2714.1297	RBL2|5934	3072.3841
RBM10|8241	826.8271	RBM10|8241	1011.1483
RBM11|54033	31.1124	RBM11|54033	64.9228
RBM12B|389677	706.7802	RBM12B|389677	571.7082
RBM12|10137	2372.1955	RBM12|10137	2402.2742
RBM14|10432	933.7893	RBM14|10432	1261.7745
RBM15B|29890	1972.3804	RBM15B|29890	2014.3363
RBM15|64783	165.5415	RBM15|64783	197.6754
RBM16|22828	1737.0561	RBM16|22828	1654.6786
RBM17|84991	1314.9398	RBM17|84991	1368.2237
RBM18|92400	1098.0335	RBM18|92400	984.5009
RBM19|9904	638.6851	RBM19|9904	622.096
RBM20|282996	83.6513	RBM20|282996	70.7368
RBM22|55696	1104.4908	RBM22|55696	1363.3787
RBM23|55147	1567.6548	RBM23|55147	1705.4346
RBM24|221662	582.3305	RBM24|221662	82.8492
RBM25|58517	2110.0675	RBM25|58517	2120.1653
RBM26|64062	1216.0258	RBM26|64062	1139.5404
RBM27|54439	1247.7253	RBM27|54439	1039.2492
RBM28|55131	434.3998	RBM28|55131	393.4128
RBM33|155435	1101.8491	RBM33|155435	1267.9325
RBM34|23029	543.2727	RBM34|23029	562.0037
RBM38|55544	523.9213	RBM38|55544	617.7356
RBM39|9584	4422.9527	RBM39|9584	5264.5604
RBM3|5935	5931.6114	RBM3|5935	4711.7476
RBM41|55285	221.3091	RBM41|55285	192.3459
RBM42|79171	649.5451	RBM42|79171	847.8723
RBM43|375287	430.2906	RBM43|375287	431.2036
RBM44|375316	13.2081	RBM44|375316	16.4729
RBM45|129831	200.7631	RBM45|129831	152.1325
RBM47|54502	3341.3559999999998	RBM47|54502	2838.192
RBM4B|83759	280.5988	RBM4B|83759	425.8742
RBM4|5936	1831.4001	RBM4|5936	1949.4813
RBM5|10181	2246.2078	RBM5|10181	3036.9575
RBM6|10180	1276.6275	RBM6|10180	1732.0287
RBM7|10179	738.7731	RBM7|10179	802.814
RBM8A|9939	2136.833	RBM8A|9939	1944.8302
RBM9|23543	3068.6821	RBM9|23543	3292.6516
RBMS1|5937	1872.0282	RBMS1|5937	2059.603
RBMS2|5939	1519.3367	RBMS2|5939	1475.6176
RBMS3|27303	125.6237	RBMS3|27303	160.8535
RBMX2|51634	283.2404	RBMX2|51634	359.9824
RBMXL1|494115	889.0255	RBMXL1|494115	1155.5821
RBMX|27316	3466.9797	RBMX|27316	4476.7659
RBP1|5947	343.1171	RBP1|5947	547.9678
RBP2|5948	5.5768	lowly_expressed	lowly_expressed
RBP4|5950	47.8427	RBP4|5950	1039.2492
RBP5|83758	178.1626	RBP5|83758	64.4383
RBP7|116362	122.3951	RBP7|116362	351.2614
RBPJ|3516	947.4611	RBPJ|3516	740.3137
RBPMS2|348093	24.0681	RBPMS2|348093	65.4073
RBPMS|11030	1180.2172	RBPMS|11030	2036.3471
RBX1|9978	781.4206	RBX1|9978	626.19
RC3H1|149041	1221.3091	RC3H1|149041	1392.4486
RC3H2|54542	858.5266	RC3H2|54542	532.4638
RCAN1|1827	3156.1491	RCAN1|1827	7158.4649
RCAN2|10231	428.5295	RCAN2|10231	304.7495
RCAN3|11123	280.8923	RCAN3|11123	199.1289
RCBTB1|55213	931.3179	RCBTB1|55213	723.3562
RCBTB2|1102	463.1641	RCBTB2|1102	581.3982
RCC1|1104	629.5451	RCC1|1104	343.7856
RCC2|55920	3741.7082	RCC2|55920	2916.6808
RCCD1|91433	119.1664	RCCD1|91433	218.5088
RCE1|9986	239.2134	RCE1|9986	353.6839
RCHY1|25898	614.9105	RCHY1|25898	674.4219
RCL1|10171	358.9668	RCL1|10171	369.6723
RCN1|5954	2786.0288	RCN1|5954	2685.575
RCN2|5955	1088.0539999999999	RCN2|5955	996.1289
RCN3|57333	541.5321	RCN3|57333	231.5903
RCOR1|23186	1305.8409	RCOR1|23186	1248.0681
RCOR2|283248	18.4913	RCOR2|283248	19.8644
RCOR3|55758	1055.7675	RCOR3|55758	1318.8048
RCSD1|92241	659.5245	RCSD1|92241	609.0146
RD3|343035	7.6313	lowly_expressed	lowly_expressed
RDBP|7936	682.3305	RDBP|7936	918.0035
RDH10|157506	537.7165	RDH10|157506	299.4201
RDH11|51109	1774.2882	RDH11|51109	1350.7817
RDH13|112724	187.2615	RDH13|112724	236.9198
RDH14|57665	426.7684	RDH14|57665	340.1179
RDH16|8608	8.8054	lowly_expressed	lowly_expressed
RDH5|5959	15.8937	RDH5|5959	274.0614
RDX|5962	1665.9818	RDX|5962	1498.5538
REC8|9985	57.2351	REC8|9985	55.2328
RECK|8434	739.3601	RECK|8434	953.0085
RECQL4|9401	124.4497	RECQL4|9401	52.8103
RECQL5|9400	439.3895	RECQL5|9400	504.8474
RECQL|5965	1465.6443	RECQL|5965	995.9157
REEP1|65055	703.258	REEP1|65055	239.3422
REEP2|51308	31.993000000000002	REEP2|51308	59.1088
REEP3|221035	913.4136	REEP3|221035	863.3763
REEP4|80346	230.1145	REEP4|80346	244.6717
REEP5|7905	6276.3957	REEP5|7905	7521.0345
REEP6|92840	1202.2307	REEP6|92840	963.183
RELA|5970	1704.1385	RELA|5970	2339.6431
RELB|5971	348.1068	RELB|5971	219.4778
RELL1|768211	487.2322	RELL1|768211	717.8232
RELL2|285613	19.3983	RELL2|285613	25.5767
RELN|5649	161.4323	RELN|5649	320.2535
RELT|84957	150.2788	RELT|84957	67.8298
REL|5966	375.1101	REL|5966	166.183
REM1|28954	14.9692	REM1|28954	28.1009
REM2|161253	13.7951	REM2|161253	10.1745
RENBP|5973	77.4875	RENBP|5973	58.6243
REP15|387849	30.8189	REP15|387849	30.5234
REPIN1|29803	1583.7981	REPIN1|29803	1755.8225
REPS1|85021	837.6871	REPS1|85021	973.3574
REPS2|9185	1819.1958	REPS2|9185	683.6273
RER1|11079	2553.8597	RER1|11079	2186.9534
RERE|473	3102.4362	RERE|473	4088.6826
RERGL|79785	37.5697	RERGL|79785	134.6906
RERG|85004	1400.9392	RERG|85004	1687.9927
REST|5978	730.2612	REST|5978	595.4486
RETSAT|54884	2226.2988	RETSAT|54884	2640.5167
RET|5979	2330.496	RET|5979	155.0395
REV1|51455	767.2439	REV1|51455	929.2681
REV3L|5980	1169.6507	REV3L|5980	1179.2693
REXO1|57455	430.5841	REXO1|57455	540.2158
REXO2|25996	673.9067	REXO2|25996	627.4255
REXO4|57109	494.8635	REXO4|57109	483.5295
RFC1|5981	1758.4385	RFC1|5981	1675.8802
RFC2|5982	410.6252	RFC2|5982	392.9283
RFC3|5983	350.7485	RFC3|5983	388.0833
RFC4|5984	191.0772	RFC4|5984	211.2413
RFC5|5985	257.7047	RFC5|5985	311.048
RFESD|317671	22.894000000000002	RFESD|317671	32.4614
RFFL|117584	940.0763	RFFL|117584	686.6215
RFK|55312	645.4359	RFK|55312	591.5726
RFNG|5986	381.5674	RFNG|5986	572.6772
RFPL1S|10740	37.5492	RFPL1S|10740	27.098000000000003
lowly_expressed	lowly_expressed	RFPL3S|10737	7.4613
RFT1|91869	539.7711	RFT1|91869	605.1386
RFTN1|23180	777.5169	RFTN1|23180	506.7854
RFTN2|130132	113.0026	RFTN2|130132	86.2407
RFWD2|64326	870.5606	RFWD2|64326	806.2055
RFWD3|55159	653.6542	RFWD3|55159	692.3483
RFX1|5989	348.6939	RFX1|5989	420.0602
RFX2|5990	130.907	RFX2|5990	243.7027
RFX3|5991	143.2345	RFX3|5991	88.6632
RFX5|5993	1408.5706	RFX5|5993	758.2401
lowly_expressed	lowly_expressed	RFX6|222546	10.1745
RFX7|64864	901.3795	RFX7|64864	730.6237
RFX8|731220	21.133000000000003	RFX8|731220	30.0389
RFXANK|8625	480.6545	RFXANK|8625	514.3726
RFXAP|5994	122.6886	RFXAP|5994	178.2954
RG9MTD1|54931	545.9348	RG9MTD1|54931	693.8018
RG9MTD2|93587	180.2172	RG9MTD2|93587	174.4194
RG9MTD3|158234	215.4388	RG9MTD3|158234	275.6796
RGAG1|57529	14.6757	RGAG1|57529	6.7829999999999995
RGAG4|340526	219.548	RGAG4|340526	486.921
RGL1|23179	1044.614	RGL1|23179	1130.3349
RGL2|5863	1475.1981	RGL2|5863	1984.9902
RGL3|57139	71.0302	RGL3|57139	187.748
RGL4|266747	13.8039	RGL4|266747	13.0524
RGMA|56963	415.9084	RGMA|56963	1313.4754
RGMB|285704	923.393	RGMB|285704	1153.1403
RGNEF|64283	469.6214	RGNEF|64283	832.8529
RGN|9104	36.6892	RGN|9104	101.2602
RGP1|9827	241.8227	RGP1|9827	208.7898
RGPD1|400966	518.3240000000001	RGPD1|400966	463.9606
RGPD3|653489	444.9662	RGPD3|653489	480.13800000000003
RGPD4|285190	243.0291	RGPD4|285190	269.8656
RGPD5|84220	82.2571	RGPD5|84220	290.3987
RGPD6|729540	942.7649	RGPD6|729540	889.9365
lowly_expressed	lowly_expressed	RGR|5995	5.3295
RGS10|6001	605.5181	RGS10|6001	425.8742
RGS11|8786	41.7523	RGS11|8786	70.8288
RGS12|6002	521.5732	RGS12|6002	628.879
RGS13|6003	66.334	RGS13|6003	14.535
RGS14|10636	299.3836	RGS14|10636	268.8967
RGS16|6004	1530.9657	RGS16|6004	629.3635
RGS17|26575	12.3276	lowly_expressed	lowly_expressed
RGS18|64407	114.7637	RGS18|64407	50.3878
RGS19|10287	261.2269	RGS19|10287	203.9739
RGS1|5996	2202.2307	RGS1|5996	401.6492
RGS22|26166	148.2242	RGS22|26166	13.565999999999999
RGS2|5997	2310.5371	RGS2|5997	5616.7908
RGS3|5998	1080.4227	RGS3|5998	1526.1702
RGS4|5999	470.2084	RGS4|5999	274.2261
RGS5|8490	3132.0809999999997	RGS5|8490	3425.4042
RGS6|9628	12.6211	RGS6|9628	46.9964
RGS7BP|401190	24.6551	RGS7BP|401190	37.7909
RGS7|6000	7.3378	lowly_expressed	lowly_expressed
RGS9|8787	42.2659	RGS9|8787	55.7173
RHBDD1|84236	459.6419	RHBDD1|84236	419.0912
RHBDD2|57414	1506.6041	RHBDD2|57414	1373.5532
RHBDD3|25807	195.1864	RHBDD3|25807	164.7295
RHBDF1|64285	777.2234	RHBDF1|64285	790.217
RHBDF2|79651	444.0857	RHBDF2|79651	422.4827
RHBDL1|9028	16.7303	RHBDL1|9028	11.1435
RHBDL2|54933	59.8767	RHBDL2|54933	41.1824
RHBDL3|162494	43.7335	RHBDL3|162494	56.6863
RHCE|6006	15.5562	RHCE|6006	19.3799
RHEBL1|121268	15.5562	RHEBL1|121268	13.565999999999999
RHEB|6009	869.9736	RHEB|6009	780.5269999999999
RHOA|387	12077.4875	RHOA|387	9189.4825
RHOBTB1|9886	557.0883	RHOBTB1|9886	448.1611
RHOBTB2|23221	717.4993	RHOBTB2|23221	749.7565
RHOBTB3|22836	731.7288	RHOBTB3|22836	1182.6608
RHOB|388	8965.0719	RHOB|388	10187.5494
RHOC|389	4317.875	RHOC|389	3687.0334
RHOD|29984	355.1512	RHOD|29984	284.4006
RHOF|54509	205.0161	RHOF|54509	53.7551
RHOG|391	924.8606	RHOG|391	888.5702
RHOH|399	390.0792	RHOH|399	236.4353
RHOJ|57381	289.1107	RHOJ|57381	499.5179
RHOQ|23433	1579.501	RHOQ|23433	2155.5482
RHOT1|55288	945.113	RHOT1|55288	1088.6681
RHOT2|89941	1082.1837	RHOT2|89941	932.1751
RHOU|58480	634.5759	RHOU|58480	1502.9143
RHOV|171177	529.2046	RHOV|171177	764.0541
RHPN1|114822	475.4916	RHPN1|114822	247.5787
RHPN2|85415	1018.7849	RHPN2|85415	997.0979
RIBC1|158787	36.9827	RIBC1|158787	29.0699
