gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
TRO|7216	206.8417	TRO|7216	376.67199999999997
TRPC1|7220	127.2872	TRPC1|7220	162.6538
TRPC3|7222	8.751	lowly_expressed	lowly_expressed
TRPC4AP|26133	2015.9109	TRPC4AP|26133	2957.018
TRPC4|7223	10.3421	lowly_expressed	lowly_expressed
TRPC6|7225	92.2832	TRPC6|7225	58.4983
lowly_expressed	lowly_expressed	TRPM1|4308	15.6947
TRPM2|7226	245.8234	TRPM2|7226	44.9438
TRPM4|54795	1377.0883	TRPM4|54795	228.9995
TRPM6|140803	7.9554	TRPM6|140803	13.5545
TRPM7|54822	1674.6221	TRPM7|54822	1468.8782
TRPS1|7227	15891.0103	TRPS1|7227	624.2197
TRPT1|83707	200.4773	TRPT1|83707	639.9144
TRPV1|7442	151.9491	TRPV1|7442	164.0806
TRPV2|51393	108.9897	TRPV2|51393	268.9495
lowly_expressed	lowly_expressed	TRPV3|162514	6.4277
TRPV4|59341	84.3278	lowly_expressed	lowly_expressed
TRPV6|55503	46.9372	lowly_expressed	lowly_expressed
TRRAP|8295	1118.8146	TRRAP|8295	1092.6984
TRUB1|142940	1365.1551	TRUB1|142940	356.69699999999995
TRUB2|26995	618.1384	TRUB2|26995	629.9269
TSC1|7248	860.7796	TSC1|7248	1144.9973
TSC22D1|8848	7685.7597	TSC22D1|8848	7860.1748
TSC22D2|9819	576.7701	TSC22D2|9819	439.4507
TSC22D3|1831	5011.1376	TSC22D3|1831	17602.9963
TSC22D4|81628	301.5115	TSC22D4|81628	893.8826
TSC2|7249	1106.603	TSC2|7249	1666.4883
TSEN15|116461	623.7072	TSEN15|116461	360.9773
TSEN2|80746	159.109	TSEN2|80746	104.8689
TSEN34|79042	583.1344	TSEN34|79042	554.3071
TSEN54|283989	301.5115	TSEN54|283989	216.1584
TSFM|10102	455.8473	TSFM|10102	495.8088
TSG101|7251	2074.7812	TSG101|7251	1453.8969
TSGA10|80705	41.3683	TSGA10|80705	40.6635
TSGA14|95681	179.7932	TSGA14|95681	110.5761
TSHR|7253	11.1376	TSHR|7253	19.2616
TSHZ1|10194	897.3747	TSHZ1|10194	955.2345
TSHZ2|128553	80.35	TSHZ2|128553	130.5511
TSHZ3|57616	416.8656	TSHZ3|57616	215.445
TSIX|9383	46.2768	TSIX|9383	206.5989
lowly_expressed	lowly_expressed	TSKS|60385	41.3769
TSKU|25987	982.498	TSKU|25987	5662.9213
lowly_expressed	lowly_expressed	TSLP|85480	48.5108
TSNARE1|203062	127.2872	TSNARE1|203062	286.7844
TSNAXIP1|55815	44.5505	TSNAXIP1|55815	6.4205
TSNAX|7257	1323.6993	TSNAX|7257	956.6613
TSN|7247	3005.5688	TSN|7247	1578.0275
TSPAN10|83882	41.3683	TSPAN10|83882	14.9813
TSPAN11|441631	62.8481	TSPAN11|441631	58.4983
TSPAN12|23554	144.7892	TSPAN12|23554	288.2112
TSPAN13|27075	5548.1305	TSPAN13|27075	2108.0792
TSPAN14|81619	1870.3262	TSPAN14|81619	4662.0296
TSPAN15|23555	2568.0191	TSPAN15|23555	2125.9139999999998
TSPAN17|26262	599.8409	TSPAN17|26262	327.4478
TSPAN18|90139	573.5879	TSPAN18|90139	856.0728
TSPAN1|10103	680.1909	TSPAN1|10103	26.3956
TSPAN2|10100	281.6229	TSPAN2|10100	300.3389
TSPAN31|6302	991.2489999999999	TSPAN31|6302	918.138
lowly_expressed	lowly_expressed	TSPAN32|10077	7.1339
TSPAN33|340348	96.2609	TSPAN33|340348	77.0465
TSPAN3|10099	2120.1273	TSPAN3|10099	10291.4214
TSPAN4|7106	455.0517	TSPAN4|7106	2732.2989
TSPAN5|10098	73.1901	lowly_expressed	lowly_expressed
TSPAN6|7105	362.7685	TSPAN6|7105	1018.7266
TSPAN7|7102	346.0621	TSPAN7|7102	1562.3328
TSPAN8|7103	7.9554	TSPAN8|7103	244.6941
TSPAN9|10867	2175.0199	TSPAN9|10867	1409.6665
TSPO|706	767.7009	TSPO|706	5816.3011
TSPYL1|7259	2453.389	TSPYL1|7259	2110.9898
TSPYL2|64061	726.3325	TSPYL2|64061	1080.7919
TSPYL3|128854	19.8886	TSPYL3|128854	18.5482
TSPYL4|23270	614.9562	TSPYL4|23270	462.2793
TSPYL5|85453	230.708	TSPYL5|85453	354.5568
TSR1|55720	877.3986	TSR1|55720	1016.0228
TSR2|90121	783.6118	TSR2|90121	886.0353
TSSC1|7260	324.5823	TSSC1|7260	180.4887
TSSC4|10078	450.2784	TSSC4|10078	583.5563
TSSK3|81629	17.9554	TSSK3|81629	25.2613
TSSK4|283629	12.7287	lowly_expressed	lowly_expressed
TSSK6|83983	14.3198	TSSK6|83983	16.4081
TSTA3|7264	1633.2538	TSTA3|7264	1008.0257
TSTD1|100131187	834.5267	TSTD1|100131187	226.8593
TSTD2|158427	994.1687	TSTD2|158427	445.4361
TST|7263	338.1066	TST|7263	1958.9798
TTBK2|146057	190.9308	TTBK2|146057	156.9467
TTC12|54970	737.4702	TTC12|54970	164.794
TTC13|79573	354.81300000000005	TTC13|79573	204.7441
TTC14|151613	1737.4702	TTC14|151613	590.6902
TTC15|51112	430.3898	TTC15|51112	729.0886
TTC16|158248	10.3421	lowly_expressed	lowly_expressed
TTC17|55761	2087.5099	TTC17|55761	1302.6574
TTC18|118491	106.0302	TTC18|118491	56.6007
TTC19|54902	1003.1822	TTC19|54902	931.3287
TTC1|7265	1172.6333	TTC1|7265	880.3282
TTC21A|199223	139.2204	TTC21A|199223	42.0902
TTC21B|79809	430.3819	TTC21B|79809	589.2634
TTC22|55001	39.7772	lowly_expressed	lowly_expressed
TTC23L|153657	26.253	lowly_expressed	lowly_expressed
TTC23|64927	580.7478	TTC23|64927	432.3167
TTC25|83538	36.5951	TTC25|83538	7.1339
TTC26|79989	92.2832	TTC26|79989	40.6635
TTC27|55622	528.2418	TTC27|55622	459.4257
TTC28|23331	611.8536	TTC28|23331	864.4908
TTC30A|92104	466.9849	TTC30A|92104	137.685
TTC30B|150737	416.8656	TTC30B|150737	87.7475
TTC31|64427	463.0072	TTC31|64427	388.7997
TTC32|130502	112.9674	TTC32|130502	77.0465
TTC33|23548	447.8918	TTC33|23548	470.1266
TTC35|9694	821.0024	TTC35|9694	939.5399
TTC36|143941	144.7892	TTC36|143941	1359.7289
TTC37|9652	2163.8823	TTC37|9652	1551.6319
TTC38|55020	447.0963	TTC38|55020	2507.5798
TTC39A|22996	4087.5099	TTC39A|22996	29.9625
TTC39B|158219	321.4002	TTC39B|158219	32.1027
TTC39C|125488	1650.7558	TTC39C|125488	958.8015
TTC3|7267	11028.6396	TTC3|7267	6757.9811
TTC4|7268	684.9642	TTC4|7268	603.5313
TTC5|91875	269.6897	TTC5|91875	162.6538
TTC7A|57217	299.1249	TTC7A|57217	502.2294
TTC7B|145567	160.7001	lowly_expressed	lowly_expressed
TTC8|123016	946.6985	TTC8|123016	455.8587
TTC9C|283237	216.3882	TTC9C|283237	345.9961
TTC9|23508	630.0716	TTC9|23508	49.9376
TTF1|7270	468.57599999999996	TTF1|7270	467.2731
TTF2|8458	336.5155	TTF2|8458	196.8967
TTK|7272	22.2753	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TTLL10|254173	19.2616
TTLL11|158135	66.8258	TTLL11|158135	99.1618
TTLL12|23170	1532.2196	TTLL12|23170	1667.2017
TTLL13|440307	17.2315	TTLL13|440307	9.5095
TTLL1|25809	285.6006	TTLL1|25809	122.7038
TTLL3|26140	453.4447	TTLL3|26140	426.895
TTLL4|9654	334.1289	TTLL4|9654	160.5136
TTLL5|23093	886.2371	TTLL5|23093	260.3888
TTLL7|79739	151.9491	TTLL7|79739	230.4263
TTLL9|164395	11.9332	lowly_expressed	lowly_expressed
TTL|150465	742.2434	TTL|150465	745.4967
TTN|7273	286.8656	TTN|7273	138.5839
TTPAL|79183	621.3206	TTPAL|79183	702.6931
TTPA|7274	5.5688	TTPA|7274	19.975
TTYH1|57348	9.5465	lowly_expressed	lowly_expressed
TTYH2|94015	94.3914	TTYH2|94015	197.7385
TTYH3|80727	980.9069	TTYH3|80727	211.878
TUBA1A|7846	3720.5012	TUBA1A|7846	2499.3544
TUBA1B|10376	6916.6746	TUBA1B|10376	6724.0449
TUBA1C|84790	2295.9427	TUBA1C|84790	690.5654
TUBA4A|7277	624.5028	TUBA4A|7277	418.7623
TUBA8|51807	35.004	TUBA8|51807	149.0993
TUBB1|81027	23.8663	TUBB1|81027	21.4018
TUBB2A|7280	467.7804	TUBB2A|7280	784.7334
TUBB2B|347733	18.6874	TUBB2B|347733	18.8479
TUBB2C|10383	4012.7208	TUBB2C|10383	3290.1659
TUBB3|10381	177.9395	TUBB3|10381	107.7225
TUBB4|10382	34.2084	TUBB4|10382	52.7912
TUBB6|84617	1248.1384	TUBB6|84617	6232.9445
TUBB8|347688	17.502	lowly_expressed	lowly_expressed
TUBBP5|643224	76.3723	lowly_expressed	lowly_expressed
TUBB|203068	13217.1838	TUBB|203068	12142.6788
TUBD1|51174	261.7343	TUBD1|51174	176.9217
TUBE1|51175	137.6293	TUBE1|51175	373.8184
TUBG1|7283	716.7860000000001	TUBG1|7283	890.3157
TUBG2|27175	139.2204	TUBG2|27175	370.2515
TUBGCP2|10844	1079.2204	TUBGCP2|10844	1476.4259
TUBGCP3|10426	467.7804	TUBGCP3|10426	543.6062
TUBGCP4|27229	295.9427	TUBGCP4|27229	250.4013
TUBGCP5|114791	430.3898	TUBGCP5|114791	376.67199999999997
TUBGCP6|85378	699.284	TUBGCP6|85378	831.1039999999999
TUB|7275	206.0461	TUB|7275	236.1334
TUFM|7284	5711.2172	TUFM|7284	7629.0351
TUFT1|7286	945.9029	TUFT1|7286	134.8315
TUG1|55000	5521.8775	TUG1|55000	2116.6399
TULP3|7289	475.7359	TULP3|7289	853.9326
TULP4|56995	1135.2426	TULP4|56995	456.5721
TUSC1|286319	241.0501	TUSC1|286319	448.0114
TUSC2|11334	609.3874	TUSC2|11334	434.4569
TUSC3|7991	129.6738	TUSC3|7991	247.5477
TUSC5|286753	1482.8958	TUSC5|286753	21605.8498
TUT1|64852	406.5235	TUT1|64852	590.6902
TWF1|5756	4175.8154	TWF1|5756	1714.2857
TWF2|11344	859.6022	TWF2|11344	2471.6034
TWIST1|7291	195.7041	TWIST1|7291	3024.077
TWIST2|117581	34.2084	TWIST2|117581	588.55
TWISTNB|221830	564.0414	TWISTNB|221830	307.4728
TWSG1|57045	2001.5911	TWSG1|57045	864.6335
lowly_expressed	lowly_expressed	TXK|7294	6.4205
TXLNA|200081	2357.9952	TXLNA|200081	1208.4894
TXLNB|167838	50.9149	TXLNB|167838	27.109
TXLNG|55787	295.1472	TXLNG|55787	662.0296
TXN2|25828	1416.8656	TXN2|25828	2521.1343
TXNDC11|51061	1387.4304	TXNDC11|51061	994.4712
TXNDC12|51060	1326.1734	TXNDC12|51060	1231.318
TXNDC15|79770	1373.1106	TXNDC15|79770	1092.2062
TXNDC16|57544	1834.5267	TXNDC16|57544	459.4257
TXNDC17|84817	465.4097	TXNDC17|84817	368.0185
TXNDC3|51314	9.5465	lowly_expressed	lowly_expressed
TXNDC5|81567	5587.7168	TXNDC5|81567	4306.3171
TXNDC9|10190	1062.8481	TXNDC9|10190	377.3854
TXNIP|10628	21778.8385	TXNIP|10628	150725.165
TXNL1|9352	2038.1862	TXNL1|9352	1059.39
TXNL4A|10907	779.6339999999999	TXNL4A|10907	643.4814
TXNL4B|54957	142.4025	TXNL4B|54957	294.6317
TXNRD1|7296	2264.1209	TXNRD1|7296	1223.4707
TXNRD2|10587	237.8679	TXNRD2|10587	350.9898
TXNRD3IT1|645840	129.6738	TXNRD3IT1|645840	201.8905
TXN|7295	1613.3652	TXN|7295	938.8265
TYK2|7297	875.0994	TYK2|7297	976.6363
TYMP|1890	511.5354	TYMP|1890	224.7191
TYMS|7298	75.1551	TYMS|7298	24.769000000000002
TYRO3|7301	271.2808	TYRO3|7301	3044.0521
TYROBP|7305	235.4813	TYROBP|7305	390.2265
TYSND1|219743	452.6651	TYSND1|219743	651.3287
TYW1B|441250	254.5744	TYW1B|441250	124.8439
TYW1|55253	820.2068	TYW1|55253	475.1204
TYW3|127253	595.0358	TYW3|127253	564.2946
U2AF1L4|199746	75.0517	U2AF1L4|199746	159.9643
U2AF1|7307	1266.5076	U2AF1|7307	1562.3328
U2AF2|11338	2098.6476	U2AF2|11338	1900.4815
UACA|55075	2117.7407	UACA|55075	2359.1939
UAP1L1|91373	299.1249	UAP1L1|91373	306.7594
UAP1|6675	1920.4455	UAP1|6675	2357.7671
UBA1|7317	7239.459	UBA1|7317	5068.6642
UBA2|10054	1945.1074	UBA2|10054	4285.3576
UBA3|9039	1401.7502	UBA3|9039	803.995
UBA52|7311	3966.5871	UBA52|7311	15665.4182
UBA5|79876	1264.1448	UBA5|79876	654.1823
UBA6|55236	1338.1066	UBA6|55236	527.9115
UBA7|7318	578.3612	UBA7|7318	626.3599
UBAC1|10422	409.7056	UBAC1|10422	1060.1034
UBAC2|337867	1358.7908	UBAC2|337867	1066.7237
UBAP1|51271	1536.1973	UBAP1|51271	1742.8215
UBAP2L|9898	2683.3731	UBAP2L|9898	1823.435
UBAP2|55833	776.4519	UBAP2|55833	589.2634
lowly_expressed	lowly_expressed	UBASH3A|53347	7.1339
UBASH3B|84959	72.3946	UBASH3B|84959	82.7537
UBB|7314	8906.1257	UBB|7314	15663.9914
UBC|7316	40456.6428	UBC|7316	44296.7719
UBD|10537	39.7772	UBD|10537	14.2679
UBE2A|7319	1522.6729999999998	UBE2A|7319	955.2345
UBE2B|7320	1124.9006	UBE2B|7320	1881.2199
UBE2CBP|90025	26.253	UBE2CBP|90025	51.3644
UBE2C|11065	22.2753	lowly_expressed	lowly_expressed
UBE2D1|7321	413.6834	UBE2D1|7321	350.2764
UBE2D2|7322	1513.1265	UBE2D2|7322	1494.5604
UBE2D3|7323	5059.6659	UBE2D3|7323	6593.9005
UBE2D4|51619	240.9228	UBE2D4|51619	274.1858
UBE2E1|7324	1533.0151	UBE2E1|7324	1132.1562
UBE2E2|7325	264.9165	UBE2E2|7325	584.9831
UBE2E3|10477	922.8321	UBE2E3|10477	1132.8696
UBE2F|140739	504.3755	UBE2F|140739	530.3228
UBE2G1|7326	1221.9569999999999	UBE2G1|7326	1000.1783
UBE2G2|7327	995.2267	UBE2G2|7327	1740.6813
UBE2H|7328	1886.2371	UBE2H|7328	1287.6761
UBE2I|7329	1659.5068	UBE2I|7329	1887.6404
UBE2J1|51465	1340.4932	UBE2J1|51465	1435.3487
UBE2J2|118424	660.3023	UBE2J2|118424	823.97
UBE2K|3093	2451.8695	UBE2K|3093	1224.1841
UBE2L3|7332	1743.8345	UBE2L3|7332	1786.3385
UBE2L6|9246	1591.0899	UBE2L6|9246	644.9082
UBE2MP1|606551	93.8743	UBE2MP1|606551	87.0341
UBE2M|9040	536.9928	UBE2M|9040	975.923
UBE2NL|389898	11.9332	lowly_expressed	lowly_expressed
UBE2N|7334	2312.6492	UBE2N|7334	1129.3027
UBE2O|63893	664.28	UBE2O|63893	941.68
UBE2Q1|55585	1470.1671	UBE2Q1|55585	1279.1154
UBE2Q2P1|388165	15.9109	UBE2Q2P1|388165	19.2616
UBE2Q2|92912	1709.6261	UBE2Q2|92912	930.2657
UBE2QL1|134111	529.0374	UBE2QL1|134111	17.8348
UBE2R2|54926	2039.7772	UBE2R2|54926	2267.166
UBE2S|27338	42.1639	UBE2S|27338	42.0902
UBE2T|29089	58.0748	UBE2T|29089	9.2741
UBE2V1|7335	2672.5537	UBE2V1|7335	2324.951
UBE2V2|7336	686.5553	UBE2V2|7336	756.9110000000001
UBE2W|55284	825.7757	UBE2W|55284	861.0665
UBE2Z|65264	2818.6158	UBE2Z|65264	1468.1648
UBE3A|7337	4435.1631	UBE3A|7337	1786.3385
UBE3B|89910	1455.0517	UBE3B|89910	1194.9349
UBE3C|9690	1714.3994	UBE3C|9690	1967.5406
UBE4A|9354	2920.4455	UBE4A|9354	2123.0605
UBE4B|10277	1267.3031	UBE4B|10277	2261.4589
UBFD1|56061	3424.0255	UBFD1|56061	943.8202
UBIAD1|29914	516.3087	UBIAD1|29914	460.8525
UBL3|5412	4256.1655	UBL3|5412	1498.1273
UBL4A|8266	560.8592	UBL4A|8266	980.9167
UBL4B|164153	7.9554	UBL4B|164153	74.193
UBL5|59286	1136.8337	UBL5|59286	1741.3947
UBL7|84993	527.4463	UBL7|84993	776.8860000000001
UBLCP1|134510	738.2657	UBLCP1|134510	537.8991
UBN1|29855	2389.0215	UBN1|29855	1585.8748
UBN2|254048	747.8123	UBN2|254048	540.0392
UBOX5|22888	280.7637	UBOX5|22888	390.2265
UBP1|7342	3019.0931	UBP1|7342	966.6488
UBQLN1|29979	4101.0342	UBQLN1|29979	3345.8177
UBQLN2|29978	898.9658	UBQLN2|29978	1116.4616
UBQLN4|56893	967.3827	UBQLN4|56893	990.9042
UBR1|197131	1504.3755	UBR1|197131	684.8582
UBR2|23304	1355.6086	UBR2|23304	1023.7203
UBR3|130507	1801.1138	UBR3|130507	1811.3073
UBR4|23352	4730.3103	UBR4|23352	2833.6009
UBR5|51366	3973.7470000000003	UBR5|51366	2747.2802
UBR7|55148	2679.3954	UBR7|55148	1072.9445
UBTD1|80019	320.6046	UBTD1|80019	852.5058
UBTD2|92181	1707.2395	UBTD2|92181	550.7401
UBTF|7343	3218.7749	UBTF|7343	3005.5288
UBXN10|127733	272.0764	lowly_expressed	lowly_expressed
UBXN11|91544	384.2482	UBXN11|91544	198.3235
UBXN1|51035	708.8305	UBXN1|51035	4158.3735
UBXN2A|165324	262.5298	UBXN2A|165324	392.3667
UBXN2B|137886	1229.9125	UBXN2B|137886	527.9115
UBXN4|23190	5101.8298	UBXN4|23190	2385.5894
UBXN6|80700	1190.9308	UBXN6|80700	3636.1691
UBXN7|26043	484.463	UBXN7|26043	357.4104
UBXN8|7993	240.2546	UBXN8|7993	268.2361
UCHL1|7345	140.8115	UCHL1|7345	78.4733
UCHL3|7347	525.8552	UCHL3|7347	224.0057
UCHL5|51377	521.1376	UCHL5|51377	357.3319
UCK1|83549	568.8146	UCK1|83549	1004.4587
UCK2|7371	206.0461	UCK2|7371	122.7038
UCKL1AS|100113386	10.183	UCKL1AS|100113386	8.5465
UCKL1|54963	256.961	UCKL1|54963	611.3501
lowly_expressed	lowly_expressed	UCN|7349	6.4205
UCP2|7351	3374.7017	UCP2|7351	3041.9119
UCP3|7352	19.0931	UCP3|7352	14.2679
UEVLD|55293	925.2188	UEVLD|55293	209.0244
UFC1|51506	1945.1074	UFC1|51506	1859.8181
UFD1L|7353	887.7725	UFD1L|7353	756.1976
UFM1|51569	1989.6579	UFM1|51569	1417.5138
UFSP1|402682	12.7287	UFSP1|402682	18.5482
UFSP2|55325	673.6038	UFSP2|55325	1126.4562
UGCG|7357	460.6205	UGCG|7357	173.3547
UGDH|7358	4488.4646	UGDH|7358	701.2663
UGGT1|56886	2632.4582	UGGT1|56886	1048.6891
UGGT2|55757	616.5473	UGGT2|55757	412.3417
UGP2|7360	2922.0366	UGP2|7360	5443.196
UGT1A6|54578	8.3294	lowly_expressed	lowly_expressed
UGT1A7|54577	5.1949	lowly_expressed	lowly_expressed
UGT2B10|7365	74.7812	lowly_expressed	lowly_expressed
UGT2B11|10720	18316.5155	lowly_expressed	lowly_expressed
UGT2B15|7366	16.7064	lowly_expressed	lowly_expressed
UGT2B28|54490	3412.0923	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT2B4|7363	19.975
UHMK1|127933	889.4193	UHMK1|127933	363.1175
UHRF1BP1L|23074	944.3119	UHRF1BP1L|23074	480.8275
UHRF1BP1|54887	813.8504	UHRF1BP1|54887	909.5773
UHRF1|29128	53.3015	lowly_expressed	lowly_expressed
UHRF2|115426	806.6826	UHRF2|115426	750.4905
UIMC1|51720	384.2482	UIMC1|51720	555.7339
ULBP1|80329	19.0931	lowly_expressed	lowly_expressed
ULBP2|80328	6.3644	ULBP2|80328	5.7072
lowly_expressed	lowly_expressed	ULBP3|79465	19.975
ULK1|8408	988.8624	ULK1|8408	1620.1177
ULK2|9706	430.3898	ULK2|9706	782.5932
ULK3|25989	385.8393	ULK3|25989	343.1425
ULK4|54986	191.7263	ULK4|54986	173.3547
UMPS|7372	589.4988	UMPS|7372	447.298
UNC119B|84747	766.9053	UNC119B|84747	1555.1989
UNC119|9094	194.9085	UNC119|9094	210.4512
UNC13A|23025	13.5243	UNC13A|23025	10.7009
UNC13B|10497	1116.1496	UNC13B|10497	1149.9911
UNC13D|201294	75.5768	UNC13D|201294	116.9966
UNC45A|55898	1507.5577	UNC45A|55898	2094.5247
UNC50|25972	801.9093	UNC50|25972	678.4377
UNC5A|90249	37.3906	UNC5A|90249	9.9875
UNC5B|219699	1922.8321	UNC5B|219699	154.0931
UNC5CL|222643	16.7383	UNC5CL|222643	12.1634
UNC5C|8633	47.7327	UNC5C|8633	42.8036
lowly_expressed	lowly_expressed	UNC80|285175	13.5545
UNC93B1|81622	233.0947	UNC93B1|81622	317.4603
UNG|7374	747.0167	UNG|7374	877.4746
UNKL|64718	307.1599	UNKL|64718	647.1553
UNK|85451	393.7947	UNK|85451	501.51599999999996
UPF0639|400224	35.004	lowly_expressed	lowly_expressed
UPF1|5976	2327.7645	UPF1|5976	2762.2615
UPF2|26019	1062.8481	UPF2|26019	1081.5053
UPF3A|65110	575.179	UPF3A|65110	749.7771
UPF3B|65109	313.4447	UPF3B|65109	454.43199999999996
lowly_expressed	lowly_expressed	UPK3BL|100134938	135.2096
UPP1|7378	46.9372	UPP1|7378	204.7441
UPRT|139596	305.4893	UPRT|139596	216.1584
UQCC|55245	762.1321	UQCC|55245	906.7237
UQCR10|29796	1143.9936	UQCR10|29796	1844.8368
UQCR11|10975	649.9602	UQCR11|10975	2187.2659
UQCRB|7381	2000.0	UQCRB|7381	7568.3966
UQCRC1|7384	2284.8051	UQCRC1|7384	4158.3735
UQCRC2|7385	4499.6022	UQCRC2|7385	8428.0364
UQCRFS1|7386	1280.0318	UQCRFS1|7386	2710.8971
UQCRHL|440567	300.716	UQCRHL|440567	1367.5762
UQCRH|7388	922.0366	UQCRH|7388	4426.6096
UQCRQ|27089	1333.3333	UQCRQ|27089	2598.1808
URB1|9875	1101.2013	URB1|9875	1218.2272
URB2|9816	297.5338	URB2|9816	229.7129
URGCP|55665	813.8425	URGCP|55665	953.8077
URM1|81605	823.3889999999999	URM1|81605	1458.1773
UROD|7389	978.5203	UROD|7389	1684.3232
UROS|7390	715.9905	UROS|7390	771.1789
USE1|55850	187.7486	USE1|55850	683.4314
USF1|7391	849.6419999999999	USF1|7391	849.6522
USF2|7392	1038.9817	USF2|7392	2401.2841
USH2A|7399	5.5688	USH2A|7399	9.2741
USHBP1|83878	33.4129	USHBP1|83878	335.2952
USMG5|84833	536.1973	USMG5|84833	2205.8142
USO1|8615	2416.8656	USO1|8615	2456.2154
USP10|9100	1379.4749	USP10|9100	1158.5518
USP11|8237	816.2291	USP11|8237	1062.9569999999999
USP12|219333	417.6611	USP12|219333	294.6317
USP13|8975	528.2418	USP13|8975	1055.8231
USP14|9097	8301.5115	USP14|9097	1623.6847
USP15|9958	1230.708	USP15|9958	1650.7937
USP16|10600	1432.7765	USP16|10600	1389.6915
USP18|11274	219.5704	USP18|11274	375.2452
USP19|10869	1382.6571	USP19|10869	1764.9367
USP1|7398	1212.4105	USP1|7398	893.8826
USP20|10868	583.93	USP20|10868	711.9672
USP21|27005	431.9809	USP21|27005	453.0052
USP22|23326	3430.3898	USP22|23326	4165.5074
USP24|23358	1728.7192	USP24|23358	2541.1093
USP25|29761	1389.817	USP25|29761	1924.7369
USP27X|389856	101.8298	USP27X|389856	104.1555
USP28|57646	561.6547	USP28|57646	300.3389
USP2|9099	8.751	USP2|9099	22.8286
USP30|84749	791.5672	USP30|84749	1346.8878
USP31|57478	443.1185	USP31|57478	555.0205
USP32|84669	1190.9308	USP32|84669	978.0631
USP33|23032	4004.7733	USP33|23032	2017.4782
USP34|9736	4620.5251	USP34|9736	2624.5764
USP35|57558	162.2912	USP35|57558	123.4172
USP36|57602	864.7574	USP36|57602	1033.7079
USP37|57695	1116.1496	USP37|57695	266.096
USP38|84640	1124.105	USP38|84640	570.0018
USP39|10713	1272.0764	USP39|10713	1018.0132
USP3|9960	999.5545	USP3|9960	731.8281
USP40|55230	1191.7263	USP40|55230	955.2345
USP42|84132	430.3898	USP42|84132	225.4325
USP43|124739	158.3134	lowly_expressed	lowly_expressed
USP44|84101	10.3421	USP44|84101	26.3956
USP45|85015	141.607	USP45|85015	166.2208
USP46|64854	766.1098	USP46|64854	287.4978
USP47|55031	3456.6428	USP47|55031	2245.7642
USP48|84196	1803.5004	USP48|84196	1199.9287
USP49|25862	23.8663	USP49|25862	25.6822
USP4|7375	1509.1488	USP4|7375	1534.5104
USP51|158880	43.755	USP51|158880	49.9376
USP53|54532	2245.0278	USP53|54532	1056.5365
USP54|159195	955.4495	USP54|159195	317.4603
USP5|8078	1708.8305	USP5|8078	1309.0779
USP6NL|9712	571.9968	USP6NL|9712	468.6998
USP6|9098	47.7327	USP6|9098	57.0715
USP7|7874	4521.8775	USP7|7874	2252.1848
USP8|9101	1870.9467	USP8|9101	1360.2568
USP9X|8239	5375.4972	USP9X|8239	3412.1634
USPL1|10208	861.5752	USPL1|10208	653.4689
UST|10090	140.0159	UST|10090	385.2327
UTP11L|51118	628.4805	UTP11L|51118	514.3571
UTP14A|10813	480.5091	UTP14A|10813	520.0642
UTP14C|9724	2212.4105	UTP14C|9724	926.6988
UTP15|84135	463.8027	UTP15|84135	219.0119
UTP18|51096	612.5696	UTP18|51096	404.4944
UTP20|27340	1416.8656	UTP20|27340	519.3508
UTP23|84294	627.685	UTP23|84294	500.0892
UTP3|57050	876.6905	UTP3|57050	593.5438
UTP6|55813	531.424	UTP6|55813	678.4377
UTRN|7402	3259.3477	UTRN|7402	4145.5324
UTS2D|257313	7.9554	UTS2D|257313	68.4858
UVRAG|7405	899.7613	UVRAG|7405	2321.384
UXS1|80146	577.5656	UXS1|80146	348.1363
UXT|8409	488.218	UXT|8409	1196.0407
VAC14|55697	463.0072	VAC14|55697	719.1011
VAMP1|6843	196.2689	VAMP1|6843	89.1742
VAMP2|6844	774.0652	VAMP2|6844	2852.8625
VAMP3|9341	2554.4948	VAMP3|9341	5098.6267
VAMP4|8674	379.4749	VAMP4|8674	476.5472
VAMP5|10791	182.9753	VAMP5|10791	1284.8225
VAMP7|6845	1336.5155	VAMP7|6845	1110.7544
VAMP8|8673	1695.3063	VAMP8|8673	308.8996
VANGL1|81839	948.2896	VANGL1|81839	363.8309
VANGL2|57216	544.9483	VANGL2|57216	54.9313
VAPA|9218	3990.4535	VAPA|9218	2847.8687
VAPB|9217	1299.1249	VAPB|9217	1274.835
VARS2|57176	521.0819	VARS2|57176	622.0795
VARS|7407	944.3119	VARS|7407	1198.5019
VASH1|22846	559.3079	VASH1|22846	543.1853
VASH2|79805	93.8743	VASH2|79805	64.9189
VASN|114990	243.4368	VASN|114990	583.5563
VASP|7408	1910.1034	VASP|7408	769.7521
VAT1L|57687	8.751	VAT1L|57687	46.3706
VAT1|10493	2653.1424	VAT1|10493	7735.3308
VAV1|7409	62.8481	VAV1|7409	42.8036
VAV2|7410	981.7025	VAV2|7410	189.7628
VAV3|10451	8470.9626	VAV3|10451	27.8224
VAX2|25806	11.1376	VAX2|25806	10.7009
VBP1|7411	910.1034	VBP1|7411	1100.7669
VCAM1|7412	395.3858	VCAM1|7412	640.6278
VCAN|1462	19159.109	VCAN|1462	1031.5677
