gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
TMEM115|11070	906.9212	TMEM115|11070	1037.9882
TMEM116|89894	338.1066	TMEM116|89894	153.3797
TMEM117|84216	133.6516	TMEM117|84216	82.0403
TMEM119|338773	2459.0294	TMEM119|338773	293.9183
TMEM11|8834	245.0278	TMEM11|8834	734.0824
TMEM120A|83862	702.4662	TMEM120A|83862	5965.4004
TMEM120B|144404	198.4169	TMEM120B|144404	334.4177
TMEM121|80757	27.8441	TMEM121|80757	21.4018
TMEM123|114908	5946.6985	TMEM123|114908	2644.5515
TMEM125|128218	291.965	lowly_expressed	lowly_expressed
TMEM126A|84233	318.218	TMEM126A|84233	490.8151
TMEM126B|55863	605.4097	TMEM126B|55863	630.6403
TMEM127|55654	3381.8616	TMEM127|55654	1690.0303
TMEM128|85013	543.3572	TMEM128|85013	562.8678
TMEM129|92305	625.2983	TMEM129|92305	935.9729
TMEM130|222865	19.8886	TMEM130|222865	60.6385
TMEM131|23505	1651.5513	TMEM131|23505	1304.0842
TMEM132A|54972	937.1519	TMEM132A|54972	82.7537
TMEM132B|114795	11.1376	TMEM132B|114795	16.4081
TMEM132C|92293	431.9809	TMEM132C|92293	6837.1678
TMEM132E|124842	7.9554	lowly_expressed	lowly_expressed
TMEM133|83935	89.101	TMEM133|83935	151.2395
TMEM134|80194	474.9403	TMEM134|80194	326.02099999999996
TMEM135|65084	2013.5243	TMEM135|65084	2206.5276
TMEM136|219902	202.0684	TMEM136|219902	105.5823
TMEM138|51524	687.3508	TMEM138|51524	276.7969
TMEM139|135932	138.4248	TMEM139|135932	13.5545
TMEM140|55281	420.899	TMEM140|55281	1364.7441
TMEM141|85014	823.3889999999999	TMEM141|85014	616.3724
TMEM143|55260	83.5322	TMEM143|55260	328.8746
TMEM144|55314	657.9157	TMEM144|55314	213.3048
TMEM145|284339	8.751	lowly_expressed	lowly_expressed
TMEM147|10430	642.0048	TMEM147|10430	938.8265
TMEM149|79713	43.4845	TMEM149|79713	156.7826
TMEM14A|28978	548.9259999999999	TMEM14A|28978	207.5976
TMEM14B|81853	614.1607	TMEM14B|81853	1278.402
TMEM14C|51522	1708.8305	TMEM14C|51522	2700.9096
TMEM150A|129303	324.5823	TMEM150A|129303	525.7714
lowly_expressed	lowly_expressed	TMEM150B|284417	19.2616
TMEM150C|441027	92.2832	TMEM150C|441027	379.5256
TMEM151B|441151	11.1854	lowly_expressed	lowly_expressed
TMEM154|201799	140.0159	TMEM154|201799	34.2429
TMEM156|80008	15.9109	lowly_expressed	lowly_expressed
TMEM158|25907	29.4352	TMEM158|25907	17.8348
TMEM159|57146	881.4638	TMEM159|57146	567.8616
TMEM160|54958	24.6619	TMEM160|54958	52.7912
TMEM161A|54929	187.7486	TMEM161A|54929	421.6158
TMEM161B|153396	282.4185	TMEM161B|153396	151.9529
TMEM163|81615	13.5243	TMEM163|81615	37.0965
TMEM164|84187	974.5426	TMEM164|84187	1325.486
TMEM165|55858	1603.0231	TMEM165|55858	820.4031
TMEM167A|153339	2943.5163	TMEM167A|153339	1824.8618
TMEM167B|56900	2459.0294	TMEM167B|56900	1683.6098
TMEM168|64418	761.3365	TMEM168|64418	628.5001
TMEM169|92691	16.7064	TMEM169|92691	23.541999999999998
TMEM170A|124491	309.467	TMEM170A|124491	571.4286
TMEM170B|100113407	402.5457	TMEM170B|100113407	1197.7885
TMEM173|340061	406.5235	TMEM173|340061	607.0983
TMEM175|84286	313.4447	TMEM175|84286	375.9586
TMEM176A|55365	221.1615	TMEM176A|55365	297.4853
TMEM176B|28959	407.319	TMEM176B|28959	545.033
TMEM177|80775	158.3134	TMEM177|80775	90.601
TMEM178|130733	34.2084	TMEM178|130733	25.6822
TMEM179B|374395	599.8409	TMEM179B|374395	848.9388
TMEM17|200728	62.8481	TMEM17|200728	54.2179
TMEM180|79847	20.6842	TMEM180|79847	42.0902
TMEM181|57583	2653.9379	TMEM181|57583	634.9206
TMEM182|130827	64.4391	TMEM182|130827	39.2367
TMEM183A|92703	851.2331	TMEM183A|92703	970.9292
TMEM184A|202915	266.3564	TMEM184A|202915	6.8129
TMEM184B|25829	1575.3858	TMEM184B|25829	1373.5331
TMEM184C|55751	832.9356	TMEM184C|55751	561.4411
TMEM185A|84548	684.9642	TMEM185A|84548	434.4569
TMEM185B|79134	639.6181	TMEM185B|79134	241.1272
TMEM186|25880	296.7383	TMEM186|25880	241.8406
TMEM187|8269	193.3174	TMEM187|8269	268.2361
TMEM188|255919	232.2991	TMEM188|255919	290.3513
TMEM189-UBE2V1|387522	41.9093	lowly_expressed	lowly_expressed
TMEM189|387521	482.8321	TMEM189|387521	845.3719
TMEM18|129787	350.0398	TMEM18|129787	1048.6891
TMEM192|201931	689.7375	TMEM192|201931	1005.1721
TMEM194A|23306	486.07800000000003	TMEM194A|23306	291.0647
TMEM194B|100131211	65.2347	TMEM194B|100131211	196.1833
TMEM195|392636	15.1154	TMEM195|392636	185.4824
TMEM198|130612	37.4702	TMEM198|130612	53.5045
TMEM199|147007	502.3389	TMEM199|147007	309.613
TMEM19|55266	910.8989999999999	TMEM19|55266	413.0551
TMEM200A|114801	226.7303	TMEM200A|114801	46.3706
TMEM200B|399474	116.4678	TMEM200B|399474	772.2918
TMEM200C|645369	15.1154	lowly_expressed	lowly_expressed
TMEM201|199953	132.0605	TMEM201|199953	299.6255
TMEM203|94107	801.9093	TMEM203|94107	701.2663
TMEM204|79652	262.5298	TMEM204|79652	1102.9071
TMEM205|374882	971.3604	TMEM205|374882	819.6897
TMEM206|55248	169.4511	TMEM206|55248	57.0715
TMEM208|29100	301.5115	TMEM208|29100	491.5284
TMEM209|84928	514.7176	TMEM209|84928	560.0143
TMEM20|159371	28.6396	TMEM20|159371	107.7225
TMEM214|54867	2317.4224	TMEM214|54867	2121.6337
TMEM215|401498	30.2307	lowly_expressed	lowly_expressed
TMEM216|51259	280.8274	TMEM216|51259	171.9279
TMEM217|221468	5.7041	lowly_expressed	lowly_expressed
TMEM218|219854	361.1774	TMEM218|219854	281.0772
TMEM219|124446	1805.0915	TMEM219|124446	1830.5689
TMEM220|388335	61.257	TMEM220|388335	406.6346
TMEM222|84065	661.8934	TMEM222|84065	828.2504
TMEM223|79064	110.5807	TMEM223|79064	218.2986
TMEM229B|161145	159.9045	TMEM229B|161145	59.2117
TMEM22|80723	106.603	TMEM22|80723	485.1079
TMEM231|79583	141.5911	TMEM231|79583	178.3342
TMEM232|642987	15.9109	TMEM232|642987	7.1339
TMEM233|387890	6.3644	TMEM233|387890	7.1339
TMEM25|84866	1556.8815	TMEM25|84866	485.8213
TMEM26|219623	231.607	TMEM26|219623	25.6822
TMEM27|57393	8.751	TMEM27|57393	24.9688
TMEM2|23670	2839.2999	TMEM2|23670	1000.8917
TMEM30A|55754	5296.7383	TMEM30A|55754	3278.7587
TMEM30B|161291	927.6054	TMEM30B|161291	56.3581
TMEM33|55161	1857.5975	TMEM33|55161	972.3560000000001
TMEM35|59353	7.1599	TMEM35|59353	70.626
TMEM37|140738	294.3516	TMEM37|140738	1695.7375
TMEM38A|79041	49.3238	TMEM38A|79041	71.3394
TMEM38B|55151	107.3986	TMEM38B|55151	189.0494
TMEM39A|55254	696.1018	TMEM39A|55254	404.4944
TMEM39B|55116	155.9268	TMEM39B|55116	288.9246
TMEM41A|90407	817.0247	TMEM41A|90407	380.23900000000003
TMEM41B|440026	1571.2013	TMEM41B|440026	326.7344
TMEM42|131616	166.2689	TMEM42|131616	366.6845
TMEM43|79188	2197.2951	TMEM43|79188	3634.7423
TMEM44|93109	157.5179	TMEM44|93109	194.7566
TMEM45A|55076	323.7868	TMEM45A|55076	344.5693
TMEM45B|120224	1251.3922	lowly_expressed	lowly_expressed
TMEM47|83604	770.0875	TMEM47|83604	1738.5411
TMEM48|55706	552.9037	TMEM48|55706	174.7815
TMEM49|81671	3002.3866	TMEM49|81671	1131.4428
TMEM50A|23585	2903.7391	TMEM50A|23585	2369.1814
TMEM50B|757	1337.4065	TMEM50B|757	1408.9816
TMEM51|55092	93.8743	TMEM51|55092	45.6572
TMEM52|339456	5.5688	TMEM52|339456	141.9654
TMEM53|79639	195.52900000000002	TMEM53|79639	418.8764
TMEM54|113452	540.9706	TMEM54|113452	97.735
TMEM55A|55529	124.9006	TMEM55A|55529	634.2072
TMEM55B|90809	579.9523	TMEM55B|90809	665.5966
TMEM56|148534	219.8807	TMEM56|148534	602.8179
TMEM57|55219	2269.6897	TMEM57|55219	798.2879
TMEM59L|25789	13.5243	lowly_expressed	lowly_expressed
TMEM59|9528	8082.7367	TMEM59|9528	5655.0740000000005
TMEM5|10329	281.6229	TMEM5|10329	303.1924
TMEM60|85025	260.9387	TMEM60|85025	293.9183
TMEM62|80021	1583.1344	TMEM62|80021	280.3638
TMEM63A|9725	972.9515	TMEM63A|9725	849.6522
TMEM63B|55362	1090.6921	TMEM63B|55362	611.3786
TMEM63C|57156	1831.3445	TMEM63C|57156	7.1339
TMEM64|169200	506.7621	TMEM64|169200	435.1703
TMEM65|157378	421.6388	TMEM65|157378	317.4603
TMEM66|51669	8486.078000000001	TMEM66|51669	6418.4056
TMEM67|91147	263.3254	TMEM67|91147	56.3581
TMEM68|137695	313.4447	TMEM68|137695	263.9558
TMEM69|51249	723.1504	TMEM69|51249	446.5846
TMEM70|54968	394.5903	TMEM70|54968	441.5909
TMEM71|137835	7.1599	TMEM71|137835	37.8099
lowly_expressed	lowly_expressed	TMEM74|157753	9.2741
TMEM79|84283	428.7987	TMEM79|84283	109.8627
TMEM80|283232	412.8878	TMEM80|283232	428.7498
TMEM81|388730	20.6842	TMEM81|388730	37.0965
TMEM84|283673	26.253	lowly_expressed	lowly_expressed
TMEM85|51234	1208.2339	TMEM85|51234	1476.4758
TMEM86A|144110	3024.5107	TMEM86A|144110	181.2021
TMEM86B|255043	18.2975	TMEM86B|255043	31.3893
TMEM87A|25963	3774.0652	TMEM87A|25963	1622.9713
TMEM87B|84910	2696.8974	TMEM87B|84910	466.5597
TMEM88|92162	36.5951	TMEM88|92162	301.0523
TMEM8A|58986	821.0024	TMEM8A|58986	701.9797
TMEM8B|51754	382.6571	TMEM8B|51754	385.9461
TMEM90B|79953	232.2991	TMEM90B|79953	125.5573
TMEM91|641649	101.8536	TMEM91|641649	163.6026
TMEM92|162461	11.9332	lowly_expressed	lowly_expressed
TMEM93|83460	131.3365	TMEM93|83460	215.8373
TMEM97|27346	456.8178	TMEM97|27346	233.6651
TMEM98|26022	564.8369	TMEM98|26022	337.4353
TMEM99|147184	487.6691	TMEM99|147184	195.4699
TMEM9B|56674	3090.6921	TMEM9B|56674	693.4189
TMEM9|252839	1241.0501	TMEM9|252839	719.8145
TMF1|7110	2295.1472	TMF1|7110	906.0103
lowly_expressed	lowly_expressed	TMIE|259236	27.109
TMLHE|55217	280.8274	TMLHE|55217	548.6
TMOD1|7111	224.6062	TMOD1|7111	1294.1252
TMOD2|29767	292.7605	TMOD2|29767	505.0829
TMOD3|29766	1700.8751	TMOD3|29766	1157.125
TMPO|7112	855.7916	TMPO|7112	750.5404
TMPPE|643853	58.8703	TMPPE|643853	9.9875
TMPRSS13|84000	171.0422	lowly_expressed	lowly_expressed
TMPRSS2|7113	152.7446	lowly_expressed	lowly_expressed
TMPRSS3|64699	31.0263	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMPRSS5|80975	96.3082
TMSB10|9168	8703.2617	TMSB10|9168	11477.0822
lowly_expressed	lowly_expressed	TMSB15A|11013	5.7072
TMSB15B|286527	30.2307	TMSB15B|286527	14.9813
TMSL3|7117	17735.0835	TMSL3|7117	24938.1131
TMTC1|83857	778.8385	TMTC1|83857	4253.9683
TMTC2|160335	1108.1941	TMTC2|160335	98.4484
TMTC3|160418	1478.1225	TMTC3|160418	485.1079
TMTC4|84899	528.2418	TMTC4|84899	433.7435
TMUB1|83590	152.7446	TMUB1|83590	579.2759
TMUB2|79089	635.6404	TMUB2|79089	809.7022
TMX1|81542	1298.3294	TMX1|81542	1082.932
TMX2|51075	2793.1583	TMX2|51075	1683.888
TMX3|54495	1466.9849	TMX3|54495	1083.6454
TMX4|56255	584.7255	TMX4|56255	759.0512
TNC|3371	2583.1344	TNC|3371	324.5943
TNFAIP1|7126	1852.1002	TNFAIP1|7126	1016.1441
TNFAIP2|7127	989.6579	TNFAIP2|7127	1422.5076
TNFAIP3|7128	385.0438	TNFAIP3|7128	626.3599
TNFAIP6|7130	276.0541	TNFAIP6|7130	46.3706
TNFAIP8L1|126282	154.3357	TNFAIP8L1|126282	176.9217
TNFAIP8L2|79626	42.1639	TNFAIP8L2|79626	47.7974
TNFAIP8L3|388121	93.8743	TNFAIP8L3|388121	62.7787
TNFAIP8|25816	322.1957	TNFAIP8|25816	2328.5179
TNFRSF10A|8797	75.5768	TNFRSF10A|8797	32.1027
TNFRSF10B|8795	603.8186	TNFRSF10B|8795	630.6403
TNFRSF10C|8794	22.2753	TNFRSF10C|8794	22.8286
TNFRSF10D|8793	43.755	TNFRSF10D|8793	153.3797
TNFRSF11A|8792	19.0931	TNFRSF11A|8792	9.2741
TNFRSF11B|4982	147.9714	TNFRSF11B|4982	47.7974
TNFRSF12A|51330	595.8632	TNFRSF12A|51330	48.5108
TNFRSF13B|23495	6.3644	lowly_expressed	lowly_expressed
TNFRSF14|8764	347.0804	TNFRSF14|8764	620.4601
TNFRSF17|608	13.5243	lowly_expressed	lowly_expressed
TNFRSF18|8784	7.9554	TNFRSF18|8784	10.7009
TNFRSF19|55504	617.3429	TNFRSF19|55504	24.2554
TNFRSF1A|7132	2055.6881	TNFRSF1A|7132	3020.5101
TNFRSF1B|7133	351.6309	TNFRSF1B|7133	1784.9117
TNFRSF21|27242	432.7765	TNFRSF21|27242	2711.6105
TNFRSF25|8718	11.1376	TNFRSF25|8718	31.3893
TNFRSF4|7293	19.0931	TNFRSF4|7293	43.516999999999996
TNFRSF6B|8771	9.0613	TNFRSF6B|8771	45.5288
TNFRSF8|943	12.7287	TNFRSF8|943	163.3672
TNFSF10|8743	2507.5577	TNFSF10|8743	2319.9572
TNFSF11|8600	9.5465	lowly_expressed	lowly_expressed
TNFSF12-TNFSF13|407977	96.5473	TNFSF12-TNFSF13|407977	101.2163
TNFSF12|8742	281.3286	TNFSF12|8742	1186.5097
TNFSF13B|10673	23.0708	lowly_expressed	lowly_expressed
TNFSF13|8741	587.1201	TNFSF13|8741	497.9062
TNFSF4|7292	138.4248	TNFSF4|7292	28.5358
TNFSF8|944	24.6619	TNFSF8|944	13.5545
TNFSF9|8744	7.9554	TNFSF9|8744	22.8286
TNF|7124	17.502	TNF|7124	9.2741
TNIK|23043	658.7112	TNIK|23043	107.0091
TNIP1|10318	2127.2872	TNIP1|10318	8577.8491
TNIP2|79155	408.9101	TNIP2|79155	704.8332
TNK1|8711	352.4264	TNK1|8711	55.6447
TNK2|10188	803.0469	TNK2|10188	920.6492
TNKS1BP1|85456	7924.4232	TNKS1BP1|85456	8116.2832
TNKS2|80351	2727.9236	TNKS2|80351	1489.5666
TNKS|8658	1205.7757	TNKS|8658	1119.9572
TNMD|64102	32.6173	TNMD|64102	219.0119
lowly_expressed	lowly_expressed	TNNC1|7134	12.1277
lowly_expressed	lowly_expressed	TNNC2|7125	34.2429
TNNI3K|51086	7.7327	TNNI3K|51086	25.1329
TNNT1|7138	33.4129	lowly_expressed	lowly_expressed
TNNT3|7140	54.8926	TNNT3|7140	596.3974
TNN|63923	139.2204	TNN|63923	235.42
TNPO1|3842	3526.6508	TNPO1|3842	2472.6235
TNPO2|30000	2043.755	TNPO2|30000	1865.5252
TNPO3|23534	712.0127	TNPO3|23534	1147.8509
TNRC18|84629	2676.2132	TNRC18|84629	1937.578
TNRC6A|27327	2412.8878	TNRC6A|27327	1618.6909
TNRC6B|23112	1182.9753	TNRC6B|23112	662.0296
TNRC6C|57690	914.6698	TNRC6C|57690	985.4182
TNS1|7145	7126.4916	TNS1|7145	27518.4591
TNS3|64759	3241.0501	TNS3|64759	2043.8737
TNS4|84951	230.708	TNS4|84951	6.4205
TNXB|7148	647.5179	TNXB|7148	13398.0239
TOB1|10140	5315.0358	TOB1|10140	1419.654
TOB2|10766	2455.0517	TOB2|10766	4677.7243
TOE1|114034	221.8854	TOE1|114034	180.1748
TOLLIP|54472	1691.3286	TOLLIP|54472	1665.0615
TOM1L1|10040	1372.5617	TOM1L1|10040	234.3856
TOM1L2|146691	1550.5171	TOM1L2|146691	1448.1898
TOM1|10043	883.8504	TOM1|10043	1794.8992
TOMM20|9804	4894.9881	TOMM20|9804	6523.2745
TOMM22|56993	959.4272	TOMM22|56993	1654.3606
TOMM34|10953	733.4924	TOMM34|10953	248.2611
TOMM40L|84134	324.3278	TOMM40L|84134	254.9242
TOMM40|10452	569.6102	TOMM40|10452	1122.8821
TOMM5|401505	565.5131	TOMM5|401505	935.1668
TOMM6|100188893	1343.1106	TOMM6|100188893	2123.5313
TOMM70A|9868	2657.0406	TOMM70A|9868	3040.4494
TOMM7|54543	1357.9952	TOMM7|54543	4535.0455
TOP1MT|116447	212.4105	TOP1MT|116447	361.6907
TOP1P1|7151	157.5179	TOP1P1|7151	64.2055
TOP1|7150	3762.9276	TOP1|7150	1580.881
TOP2A|7153	212.4105	TOP2A|7153	9.2741
TOP2B|7155	6977.7247	TOP2B|7155	2967.0055
TOP3A|7156	303.1026	TOP3A|7156	453.0052
TOP3B|8940	192.5219	TOP3B|8940	212.5914
TOPBP1|11073	1037.3906	TOPBP1|11073	583.5563
TOPORS|10210	971.3604	TOPORS|10210	546.4598
TOR1AIP1|26092	1944.3119	TOR1AIP1|26092	2708.7569
TOR1AIP2|163590	639.6181	TOR1AIP2|163590	338.8621
TOR1A|1861	833.7311	TOR1A|1861	652.7555
TOR1B|27348	661.8934	TOR1B|27348	492.9552
TOR2A|27433	155.1313	TOR2A|27433	218.2986
TOR3A|64222	875.895	TOR3A|64222	512.2169
TOX2|84969	30.2307	TOX2|84969	173.3547
TOX3|27324	39.7772	TOX3|27324	471.5534
TOX4|9878	2287.2076	TOX4|9878	1933.0194
TOX|9760	19.0931	TOX|9760	15.6947
TP53AIP1|63970	16.7064	lowly_expressed	lowly_expressed
TP53BP1|7158	1886.2371	TP53BP1|7158	733.3689999999999
TP53BP2|7159	1210.8194	TP53BP2|7159	540.0392
TP53I11|9537	5281.6229	TP53I11|9537	1120.7419
TP53I13|90313	206.8417	TP53I13|90313	1033.7079
TP53I3|9540	143.1981	TP53I3|9540	166.2208
TP53INP1|94241	5016.7064	TP53INP1|94241	818.9763
TP53INP2|58476	1781.2251	TP53INP2|58476	385.2327
TP53RK|112858	478.9181	TP53RK|112858	228.9995
TP53TG1|11257	370.7239	TP53TG1|11257	251.8281
TP53|7157	1112.1718	TP53|7157	735.5092
TP63|8626	73.1901	TP63|8626	19.2616
TP73|7161	16.7064	lowly_expressed	lowly_expressed
TPBG|7162	1454.2562	TPBG|7162	189.0494
TPCN1|53373	910.8989999999999	TPCN1|53373	2894.9527
TPCN2|219931	172.0605	TPCN2|219931	395.4129
TPD52L1|7164	204.4551	TPD52L1|7164	353.8434
TPD52L2|7165	1766.9053	TPD52L2|7165	2877.1179
TPD52|7163	6843.6118	TPD52|7163	159.7503
TPI1P2|286016	18.2975	TPI1P2|286016	5.7072
TPI1|7167	3276.0541	TPI1|7167	5214.9099
TPK1|27010	45.3461	TPK1|27010	75.6198
TPM1|7168	10070.9706	TPM1|7168	4626.0888
TPM2|7169	1716.786	TPM2|7169	2010.3442
TPM3|7170	6805.0915	TPM3|7170	3133.9397
TPM4|7171	15492.4423	TPM4|7171	4773.3191
TPMT|7172	1238.6635	TPMT|7172	347.4229
TPO|7173	24.6619	TPO|7173	141.9654
TPP1|1200	3912.4901	TPP1|1200	2706.6167
TPP2|7174	1342.0843	TPP2|7174	970.2158
TPPP3|51673	112.9674	TPPP3|51673	535.0455
TPPP|11076	58.8703	TPPP|11076	600.6777
TPRA1|131601	424.82099999999997	TPRA1|131601	811.8423
TPRG1L|127262	802.7049	TPRG1L|127262	1536.6506
TPRG1|285386	198.0907	TPRG1|285386	137.685
TPRKB|51002	478.1225	TPRKB|51002	261.8156
TPRN|286262	659.5068	TPRN|286262	218.2986
TPR|7175	3704.3516	TPR|7175	2682.4612
TPSAB1|7177	118.5362	TPSAB1|7177	395.2203
TPSB2|64499	165.4733	TPSB2|64499	1087.2124
TPSD1|23430	6.3644	TPSD1|23430	37.0965
TPST1|8460	352.4264	TPST1|8460	331.0148
TPST2|8459	1057.2792	TPST2|8459	693.4189
TPT1|7178	45085.1233	TPT1|7178	119955.0562
lowly_expressed	lowly_expressed	TPTE2P1|646405	10.7009
TPX2|22974	214.7971	TPX2|22974	26.3956
TRA2A|29896	1486.078	TRA2A|29896	1309.7913
TRA2B|6434	2694.5107	TRA2B|6434	2479.0441
TRABD|80305	334.9244	TRABD|80305	543.6062
TRADD|8717	144.7892	TRADD|8717	343.8559
TRAF1|7185	219.5704	TRAF1|7185	232.5664
TRAF2|7186	334.9244	TRAF2|7186	208.31099999999998
TRAF3IP1|26146	1052.506	TRAF3IP1|26146	409.4881
TRAF3IP2|10758	401.7502	TRAF3IP2|10758	636.3474
TRAF3IP3|80342	39.7772	TRAF3IP3|80342	29.2492
TRAF3|7187	198.0907	TRAF3|7187	211.878
TRAF4|9618	1297.5338	TRAF4|9618	89.8876
TRAF5|7188	1368.3373	TRAF5|7188	162.6538
TRAF6|7189	419.2522	TRAF6|7189	264.6692
TRAF7|84231	1667.6691	TRAF7|84231	1340.4173
TRAFD1|10906	1493.2379	TRAFD1|10906	462.9927
TRAIP|10293	59.6659	TRAIP|10293	19.975
TRAK1|22906	1969.7693	TRAK1|22906	1264.1341
TRAK2|66008	3614.9562	TRAK2|66008	2610.3085
TRAM1L1|133022	207.6372	TRAM1L1|133022	35.6697
TRAM1|23471	5270.4853	TRAM1|23471	3784.555
TRAM2|9697	1801.1138	TRAM2|9697	1130.0161
TRANK1|9881	801.1138	TRANK1|9881	495.0954
TRAP1|10131	1244.9244	TRAP1|10131	2322.4327
TRAPPC10|7109	1315.0358	TRAPPC10|7109	1117.8884
TRAPPC1|58485	560.8592	TRAPPC1|58485	832.5308
TRAPPC2L|51693	341.2888	TRAPPC2L|51693	996.6114
TRAPPC2P1|10597	145.537	TRAPPC2P1|10597	86.0496
TRAPPC2|6399	290.3739	TRAPPC2|6399	210.4512
TRAPPC3|27095	1198.8862	TRAPPC3|27095	1105.7607
TRAPPC4|51399	824.9801	TRAPPC4|51399	686.9984
TRAPPC5|126003	186.1575	TRAPPC5|126003	517.924
TRAPPC6A|79090	210.8194	TRAPPC6A|79090	328.1612
TRAPPC6B|122553	848.8465	TRAPPC6B|122553	618.5126
TRAPPC9|83696	653.1424	TRAPPC9|83696	525.058
TRAT1|50852	7.9554	TRAT1|50852	6.4205
TRDMT1|1787	103.4208	TRDMT1|1787	161.9404
TREM1|54210	30.2307	TREM1|54210	9.2741
TREM2|54209	151.1535	TREM2|54209	7.1339
TRERF1|55809	575.9745	TRERF1|55809	226.8593
TREX1|11277	190.6126	TREX1|11277	259.9608
TRHDE|29953	74.813	TRHDE|29953	637.8456
TRIAP1|51499	504.3755	TRIAP1|51499	438.0239
TRIB1|10221	1898.9658	TRIB1|10221	913.1443
TRIB2|28951	644.3914	TRIB2|28951	1065.0972
TRIB3|57761	606.2053	TRIB3|57761	112.7162
TRIL|9865	459.0294	TRIL|9865	355.2702
TRIM11|81559	356.4041	TRIM11|81559	310.3264
TRIM13|10206	1260.1034	TRIM13|10206	560.9773
TRIM14|9830	1224.3437	TRIM14|9830	110.5761
TRIM16L|147166	70.6762	TRIM16L|147166	145.1471
TRIM16|10626	230.708	TRIM16|10626	521.491
TRIM17|51127	5.5688	lowly_expressed	lowly_expressed
TRIM21|6737	504.3755	TRIM21|6737	401.6408
TRIM22|10346	626.8894	TRIM22|10346	712.6806
TRIM23|373	521.8775	TRIM23|373	538.6124
TRIM24|8805	663.4845	TRIM24|8805	732.6556
TRIM25|7706	620.5251	TRIM25|7706	1588.015
TRIM26|7726	2229.9125	TRIM26|7726	818.9763
TRIM27|5987	1189.3397	TRIM27|5987	739.7895
TRIM28|10155	3295.1472	TRIM28|10155	3237.3818
TRIM29|23650	109.7852	TRIM29|23650	44.2304
TRIM2|23321	320.6046	TRIM2|23321	743.3565
TRIM32|22954	588.7033	TRIM32|22954	276.0835
TRIM33|51592	1972.9515	TRIM33|51592	1049.4025
TRIM34|53840	574.3835	TRIM34|53840	141.9654
TRIM35|23087	486.07800000000003	TRIM35|23087	874.6210000000001
TRIM36|55521	69.2124	TRIM36|55521	7.1339
TRIM37|4591	853.5163	TRIM37|4591	450.2657
TRIM38|10475	637.2315	TRIM38|10475	286.7844
TRIM39|56658	393.3174	TRIM39|56658	489.7236
TRIM3|10612	1202.0684	TRIM3|10612	224.0057
TRIM41|90933	628.4805	TRIM41|90933	651.878
TRIM44|54765	2567.2235	TRIM44|54765	1296.2368
TRIM45|80263	299.9204	TRIM45|80263	57.7849
TRIM46|80128	47.7327	TRIM46|80128	10.7009
TRIM47|91107	380.2705	TRIM47|91107	442.3043
TRIM4|89122	976.9292	TRIM4|89122	1264.1341
TRIM52|84851	226.7303	TRIM52|84851	144.1056
lowly_expressed	lowly_expressed	TRIM55|84675	12.8411
TRIM56|81844	161.4956	TRIM56|81844	319.6005
TRIM58|25893	35.004	TRIM58|25893	30.5475
TRIM59|286827	408.7749	TRIM59|286827	9.2741
TRIM5|85363	644.8687	TRIM5|85363	235.0419
lowly_expressed	lowly_expressed	TRIM61|391712	14.9813
TRIM62|55223	477.327	TRIM62|55223	115.5698
TRIM65|201292	249.0056	TRIM65|201292	521.491
TRIM66|9866	645.187	TRIM66|9866	296.0585
TRIM67|440730	6.3644	TRIM67|440730	22.1152
TRIM68|55128	371.5195	TRIM68|55128	417.3355
TRIM69|140691	7.1599	lowly_expressed	lowly_expressed
TRIM6|117854	456.6428	TRIM6|117854	64.9189
TRIM78P|117852	19.4113	lowly_expressed	lowly_expressed
TRIM7|81786	22.2753	TRIM7|81786	75.6198
TRIM8|81603	2377.0883	TRIM8|81603	3653.2905
TRIM9|114088	15.9109	TRIM9|114088	14.2679
TRIOBP|11078	923.6277	TRIOBP|11078	2092.8482
TRIO|7204	3112.9674	TRIO|7204	3049.0458
TRIP10|9322	733.4924	TRIP10|9322	1913.3226
TRIP11|9321	2064.4391	TRIP11|9321	836.8111
TRIP12|9320	5018.2975	TRIP12|9320	3274.4783
TRIP13|9319	19.0931	TRIP13|9319	27.109
TRIP4|9325	860.7796	TRIP4|9325	716.2475
TRIP6|7205	394.5903	TRIP6|7205	910.2907
TRIT1|54802	449.4829	TRIT1|54802	276.0835
TRMT112|51504	825.7757	TRMT112|51504	1991.0826
TRMT11|60487	135.2426	TRMT11|60487	238.2736
TRMT12|55039	454.2562	TRMT12|55039	197.6101
TRMT1|55621	249.0056	TRMT1|55621	628.5001
TRMT2A|27037	380.2705	TRMT2A|27037	530.7651
TRMT2B|79979	332.5378	TRMT2B|79979	390.2265
TRMT5|57570	517.1042	TRMT5|57570	571.4286
TRMT61A|115708	162.2912	TRMT61A|115708	405.9212
TRMT61B|55006	279.8409	TRMT61B|55006	201.8691
TRMT6|51605	357.9952	TRMT6|51605	264.6692
TRMU|55687	233.8902	TRMU|55687	195.4699
TRNAU1AP|54952	264.9165	TRNAU1AP|54952	391.6533
TRNP1|388610	56.4837	TRNP1|388610	59.2117
TRNT1|51095	479.1885	TRNT1|51095	314.4213
TROAP|10024	10.3421	lowly_expressed	lowly_expressed
TROVE2|6738	1578.3055	TROVE2|6738	1136.5151
