gene_id	TCGA-E2-A15A-01A-11R-A12D-07	gene_id	TCGA-E2-A15A-06A-11R-A12D-07
TMEM66|51669	6524.834	TMEM66|51669	6549.0226
TMEM67|91147	330.1608	TMEM67|91147	355.3662
TMEM68|137695	1075.2619	TMEM68|137695	1073.4008
TMEM69|51249	411.1013	TMEM69|51249	480.1095
TMEM70|54968	1117.1719	TMEM70|54968	1194.7973
TMEM71|137835	17.2759	TMEM71|137835	62.0674
TMEM79|84283	399.5841	TMEM79|84283	470.3735
TMEM80|283232	308.0861	TMEM80|283232	255.5716
TMEM81|388730	45.748999999999995	TMEM81|388730	67.5439
TMEM84|283673	18.5555	TMEM84|283673	18.2551
TMEM85|51234	1536.8791	TMEM85|51234	1782.2347
TMEM86A|144110	348.3676	TMEM86A|144110	276.8023
TMEM86B|255043	49.2682	TMEM86B|255043	37.423
TMEM87A|25963	5179.237	TMEM87A|25963	4187.1149
TMEM87B|84910	2415.7402	TMEM87B|84910	2467.7873
TMEM88|92162	14.3965	TMEM88|92162	17.6466
TMEM8A|58986	2287.7709	TMEM8A|58986	1221.8757
TMEM8B|51754	369.5113	TMEM8B|51754	408.6103
TMEM90B|79953	124.7701	TMEM90B|79953	67.8482
TMEM91|641649	34.3054	TMEM91|641649	35.2902
TMEM92|162461	8.6379	TMEM92|162461	9.7361
TMEM93|83460	236.0905	TMEM93|83460	272.6128
TMEM97|27346	1527.0447	TMEM97|27346	1307.5652
TMEM98|26022	762.0571	TMEM98|26022	168.2513
TMEM99|147184	630.5687	TMEM99|147184	485.5861
TMEM9B|56674	2107.3342	TMEM9B|56674	1605.5374
TMEM9|252839	2513.3168	TMEM9|252839	2506.1231
TMF1|7110	1119.7313	TMF1|7110	760.3255
TMIE|259236	7.9981	TMIE|259236	6.6935
lowly_expressed	lowly_expressed	TMIGD2|126259	12.7786
TMLHE|55217	249.86	TMLHE|55217	275.0437
TMOD1|7111	82.521	TMOD1|7111	102.3534
TMOD2|29767	433.176	TMOD2|29767	594.8125
TMOD3|29766	2411.5812	TMOD3|29766	2273.9789
TMPO|7112	2677.9237	TMPO|7112	2793.0174
TMPPE|643853	30.3927	TMPPE|643853	29.2082
TMPRSS13|84000	403.1033	TMPRSS13|84000	630.7142
TMPRSS2|7113	227.1455	TMPRSS2|7113	104.9669
TMPRSS3|64699	668.3196	TMPRSS3|64699	583.5552
TMPRSS4|56649	106.8544	TMPRSS4|56649	194.7212
TMPRSS6|164656	218.1876	TMPRSS6|164656	228.1889
TMSB10|9168	17166.1201	TMSB10|9168	15005.4005
TMSB15B|286527	43.8615	TMSB15B|286527	48.0444
TMSL3|7117	21357.7541	TMSL3|7117	35917.5477
TMTC1|83857	1412.1411	TMTC1|83857	1799.3459
TMTC2|160335	432.8561	TMTC2|160335	303.9477
TMTC3|160418	920.0992	TMTC3|160418	694.9114
TMTC4|84899	975.4459	TMTC4|84899	1357.5721
TMUB1|83590	596.3369	TMUB1|83590	421.6932
TMUB2|79089	932.5762	TMUB2|79089	749.6767
TMX1|81542	868.5915	TMX1|81542	847.9501
TMX2|51075	1352.3154	TMX2|51075	946.832
TMX3|54495	940.2543	TMX3|54495	1084.6581
TMX4|56255	426.7776	TMX4|56255	373.0129
TNC|3371	1634.8076	TNC|3371	4029.8167
TNFAIP1|7126	1394.9996	TNFAIP1|7126	1242.5983
TNFAIP2|7127	938.9746	TNFAIP2|7127	939.2257
TNFAIP3|7128	615.2123	TNFAIP3|7128	934.9662
TNFAIP6|7130	253.0593	TNFAIP6|7130	75.7587
TNFAIP8L1|126282	308.0861	TNFAIP8L1|126282	312.1625
TNFAIP8L2|79626	60.7854	TNFAIP8L2|79626	167.9471
TNFAIP8L3|388121	100.7758	TNFAIP8L3|388121	123.8305
TNFAIP8|25816	233.5439	TNFAIP8|25816	693.0859
TNFRSF10A|8797	135.0076	TNFRSF10A|8797	137.5219
TNFRSF10B|8795	699.992	TNFRSF10B|8795	557.6938
TNFRSF10C|8794	117.4118	TNFRSF10C|8794	86.4075
TNFRSF10D|8793	20.1552	TNFRSF10D|8793	37.7272
TNFRSF11A|8792	86.3793	TNFRSF11A|8792	47.159
TNFRSF11B|4982	64.3046	TNFRSF11B|4982	77.5842
TNFRSF12A|51330	413.0209	TNFRSF12A|51330	334.6771
lowly_expressed	lowly_expressed	TNFRSF13B|23495	49.2888
lowly_expressed	lowly_expressed	TNFRSF13C|115650	28.2954
TNFRSF14|8764	560.4575	TNFRSF14|8764	858.0969
TNFRSF17|608	30.3927	TNFRSF17|608	30.4252
TNFRSF18|8784	124.7701	TNFRSF18|8784	102.8371
TNFRSF19|55504	151.9635	TNFRSF19|55504	56.5909
TNFRSF1A|7132	2257.3782	TNFRSF1A|7132	2294.3637
TNFRSF1B|7133	665.1204	TNFRSF1B|7133	1016.2014
TNFRSF21|27242	405.6626	TNFRSF21|27242	431.4292
TNFRSF25|8718	39.0306	TNFRSF25|8718	66.6312
TNFRSF4|7293	45.748999999999995	TNFRSF4|7293	33.772
TNFRSF6B|8771	28.6907	TNFRSF6B|8771	21.5471
TNFRSF8|943	17.5958	TNFRSF8|943	24.6444
TNFRSF9|3604	16.636	TNFRSF9|3604	27.3827
TNFSF10|8743	1468.4476	TNFSF10|8743	977.8657
TNFSF11|8600	16.3161	TNFSF11|8600	101.0116
TNFSF12-TNFSF13|407977	23.6231	TNFSF12-TNFSF13|407977	96.3809
TNFSF12|8742	363.2888	TNFSF12|8742	455.24300000000005
TNFSF13B|10673	175.3179	TNFSF13B|10673	216.3231
TNFSF13|8741	1000.5919	TNFSF13|8741	733.2319
TNFSF14|8740	6.0785	TNFSF14|8740	11.2573
TNFSF15|9966	9.2778	TNFSF15|9966	27.6869
TNFSF4|7292	340.3983	TNFSF4|7292	78.497
TNFSF8|944	43.5096	TNFSF8|944	72.41199999999999
TNFSF9|8744	11.1973	TNFSF9|8744	6.3893
TNF|7124	44.7893	TNF|7124	86.1033
TNIK|23043	95.0172	TNIK|23043	203.8488
TNIP1|10318	1910.9014	TNIP1|10318	1544.9913
TNIP2|79155	464.5285	TNIP2|79155	330.7218
lowly_expressed	lowly_expressed	TNIP3|79931	6.085
TNK1|8711	424.5381	TNK1|8711	323.724
TNK2|10188	1355.5531	TNK2|10188	1791.0520000000001
TNKS1BP1|85456	2212.589	TNKS1BP1|85456	1376.1314
TNKS2|80351	2998.6403	TNKS2|80351	3052.2553
TNKS|8658	1084.4981	TNKS|8658	1110.8177
TNNC2|7125	6.3985	TNNC2|7125	8.2148
TNNI1|7135	8.9579	TNNI1|7135	10.6488
lowly_expressed	lowly_expressed	TNNI2|7136	6.085
TNNI3|7137	105.5747	TNNI3|7137	69.3694
TNNT1|7138	843.3176	TNNT1|7138	553.4342
lowly_expressed	lowly_expressed	TNNT3|7140	6.3893
TNN|63923	130.2087	TNN|63923	6.3893
TNPO1|3842	2612.493	TNPO1|3842	2481.4787
TNPO2|30000	1514.8364	TNPO2|30000	1446.7179
TNPO3|23534	1846.5968	TNPO3|23534	1851.0687
TNRC18|84629	4113.8927	TNRC18|84629	2451.9662
TNRC6A|27327	1055.7466	TNRC6A|27327	1225.8310000000001
TNRC6B|23112	674.0782	TNRC6B|23112	867.4222
TNRC6C|57690	879.5489	TNRC6C|57690	659.0705
TNS1|7145	2454.7709	TNS1|7145	2486.0424
TNS3|64759	2619.2114	TNS3|64759	3533.2776
TNS4|84951	743.1816	TNS4|84951	637.712
TNXB|7148	155.2587	TNXB|7148	180.1962
TOB1|10140	3630.9590000000003	TOB1|10140	2549.0074
TOB2|10766	1498.2004	TOB2|10766	1670.9515
TOE1|114034	179.4705	TOE1|114034	193.7507
TOLLIP|54472	1725.026	TOLLIP|54472	1472.5793
TOM1L1|10040	1642.8057	TOM1L1|10040	1589.8167
TOM1L2|146691	1081.6604	TOM1L2|146691	1005.5526
TOM1|10043	852.9153	TOM1|10043	922.4918
TOMM20|9804	6839.6385	TOMM20|9804	6968.585999999999
TOMM22|56993	935.4555	TOMM22|56993	970.5636
TOMM34|10953	1351.3557	TOMM34|10953	1554.7273
TOMM40L|84134	482.3322	TOMM40L|84134	398.783
TOMM40|10452	1246.1009	TOMM40|10452	847.6459
TOMM5|401505	588.0061	TOMM5|401505	756.6684
TOMM6|100188893	2355.9178	TOMM6|100188893	2382.9801
TOMM70A|9868	2144.7301	TOMM70A|9868	2183.8625
TOMM7|54543	1087.4189999999999	TOMM7|54543	1665.7793
TOP1MT|116447	721.7468	TOP1MT|116447	817.8292
TOP1P1|7151	145.885	TOP1P1|7151	147.2579
TOP1P2|7152	8.9579	TOP1P2|7152	8.2148
TOP1|7150	5684.3957	TOP1|7150	5475.3176
TOP2A|7153	6447.4126	TOP2A|7153	7142.3138
TOP2B|7155	3526.5136	TOP2B|7155	3899.2926
TOP3A|7156	512.5169999999999	TOP3A|7156	613.0676
TOP3B|8940	135.9674	TOP3B|8940	206.2828
TOPBP1|11073	1431.0166	TOPBP1|11073	1229.482
TOPORS|10210	435.4155	TOPORS|10210	475.2415
TOR1AIP1|26092	1810.4455	TOR1AIP1|26092	1867.8025
TOR1AIP2|163590	571.0629	TOR1AIP2|163590	467.33099999999996
TOR1A|1861	740.6223	TOR1A|1861	723.2068
TOR1B|27348	570.4231	TOR1B|27348	479.8053
TOR2A|27433	300.7278	TOR2A|27433	278.0863
TOR3A|64222	1509.3977	TOR3A|64222	1308.2833
TOX2|84969	19.1954	TOX2|84969	48.0718
TOX3|27324	502.5994	TOX3|27324	545.8279
TOX4|9878	1482.8025	TOX4|9878	1650.0221
TOX|9760	44.4693	TOX|9760	134.7836
TP53BP1|7158	1571.4628	TP53BP1|7158	1635.9626
TP53BP2|7159	1281.2925	TP53BP2|7159	1140.9447
TP53I11|9537	4762.377	TP53I11|9537	3495.2461
TP53I13|90313	596.9767	TP53I13|90313	468.548
TP53I3|9540	145.5651	TP53I3|9540	150.6047
TP53INP1|94241	3261.2973	TP53INP1|94241	2922.6439
TP53INP2|58476	957.2103	TP53INP2|58476	594.2040000000001
TP53RK|112858	794.3694	TP53RK|112858	1125.4279
TP53TG1|11257	279.9328	TP53TG1|11257	244.9228
TP53|7157	1202.2715	TP53|7157	1352.704
TP63|8626	48.9483	TP63|8626	22.8189
TP73|7161	89.2586	TP73|7161	98.8819
TPBG|7162	2123.3304	TPBG|7162	1451.8902
TPCN1|53373	869.5513	TPCN1|53373	1213.3567
TPCN2|219931	812.0707	TPCN2|219931	851.6437
TPD52L1|7164	1779.0929999999998	TPD52L1|7164	1727.5424
TPD52L2|7165	3704.3909	TPD52L2|7165	3779.4174
TPD52|7163	9851.9619	TPD52|7163	14042.1997
TPI1P2|286016	23.0345	TPI1P2|286016	12.7786
TPI1|7167	7740.2223	TPI1|7167	6002.8904
TPK1|27010	71.3429	TPK1|27010	99.4904
TPM1|7168	6511.2341	TPM1|7168	12842.2484
TPM2|7169	1226.2657	TPM2|7169	943.4852
TPM3|7170	12023.6743	TPM3|7170	10252.0727
TPM4|7171	8083.8199	TPM4|7171	7664.4101
TPMT|7172	543.5495	TPMT|7172	614.5889
TPO|7173	12.1571	TPO|7173	14.2998
TPP1|1200	5868.3516	TPP1|1200	4611.2421
TPP2|7174	1367.3518	TPP2|7174	1894.2725
TPPP3|51673	482.7641	TPPP3|51673	136.9134
TPPP|11076	119.0114	TPPP|11076	68.7609
TPRA1|131601	621.9307	TPRA1|131601	441.4695
TPRG1L|127262	1359.6737	TPRG1L|127262	1017.7227
TPRG1|285386	46.0689	TPRG1|285386	51.1143
TPRKB|51002	390.9462	TPRKB|51002	428.691
TPRN|286262	513.7967	TPRN|286262	442.6865
TPRXL|348825	8.9579	TPRXL|348825	44.4208
TPR|7175	4383.8919	TPR|7175	4800.1673
TPSAB1|7177	199.952	TPSAB1|7177	62.0674
TPSB2|64499	155.8026	TPSB2|64499	80.3225
TPSD1|23430	7.6782	lowly_expressed	lowly_expressed
TPSG1|25823	24.3142	TPSG1|25823	9.4318
TPST1|8460	164.1206	TPST1|8460	127.7858
TPST2|8459	391.2661	TPST2|8459	256.1801
TPT1|7178	20523.3944	TPT1|7178	37149.768
TPX2|22974	3000.2399	TPX2|22974	3677.7972
TRA2A|29896	1284.1718	TRA2A|29896	1421.465
TRA2B|6434	2299.928	TRA2B|6434	3137.7501
TRABD|80305	470.2871	TRABD|80305	477.9798
TRADD|8717	277.3734	TRADD|8717	276.8692
TRAF1|7185	193.8735	TRAF1|7185	639.2333
TRAF2|7186	417.1799	TRAF2|7186	417.1294
TRAF3IP1|26146	653.9231	TRAF3IP1|26146	723.8153
TRAF3IP2|10758	532.6722	TRAF3IP2|10758	737.5067
TRAF3IP3|80342	125.4099	TRAF3IP3|80342	496.5391
TRAF3|7187	200.9118	TRAF3|7187	231.5357
TRAF4|9618	1724.3861	TRAF4|9618	1602.7991
TRAF5|7188	636.3273	TRAF5|7188	875.637
TRAF6|7189	187.475	TRAF6|7189	212.6721
TRAF7|84231	2629.1290000000004	TRAF7|84231	2001.7008
TRAFD1|10906	2363.2728	TRAFD1|10906	2149.8441
TRAIP|10293	90.8582	TRAIP|10293	115.0072
TRAK1|22906	1078.1412	TRAK1|22906	1193.5803
TRAK2|66008	1252.4994	TRAK2|66008	1507.8725
TRAM1L1|133022	121.2509	TRAM1L1|133022	111.052
TRAM1|23471	8374.95	TRAM1|23471	8178.2916
TRAM2|9697	1616.5720000000001	TRAM2|9697	1025.0247
TRANK1|9881	819.6433	TRANK1|9881	864.9882
TRAP1|10131	2056.6232	TRAP1|10131	2184.1485
TRAPPC10|7109	1967.8477	TRAPPC10|7109	1553.2061
TRAPPC1|58485	885.8674	TRAPPC1|58485	1126.0364
TRAPPC2L|51693	564.9844	TRAPPC2L|51693	543.6982
TRAPPC2P1|10597	103.4696	TRAPPC2P1|10597	100.8595
TRAPPC2|6399	594.7373	TRAPPC2|6399	843.9948
TRAPPC3|27095	986.3233	TRAPPC3|27095	761.5426
TRAPPC4|51399	646.2449	TRAPPC4|51399	817.2207
TRAPPC5|126003	333.9998	TRAPPC5|126003	303.0349
TRAPPC6A|79090	641.4461	TRAPPC6A|79090	292.9946
TRAPPC6B|122553	411.4213	TRAPPC6B|122553	374.2299
TRAPPC9|83696	2081.4205	TRAPPC9|83696	1736.67
TRAT1|50852	25.9138	TRAT1|50852	109.5307
TRDMT1|1787	27.8333	TRDMT1|1787	32.8592
TRDN|10345	8.6379	TRDN|10345	10.6488
TREM1|54210	29.113000000000003	TREM1|54210	6.3893
TREM2|54209	377.5094	TREM2|54209	334.0686
lowly_expressed	lowly_expressed	TREML2|79865	34.989000000000004
TRERF1|55809	447.2527	TRERF1|55809	702.2134
TREX1|11277	344.9668	TREX1|11277	338.6932
TRH|7200	5.7586	TRH|7200	18.2551
TRIAP1|51499	734.5437	TRIAP1|51499	701.3007
TRIB1|10221	1717.3478	TRIB1|10221	2010.1924
TRIB2|28951	538.1109	TRIB2|28951	862.5542
TRIB3|57761	811.3253	TRIB3|57761	798.357
TRIL|9865	1036.8712	TRIL|9865	1527.9531
TRIM11|81559	726.2257	TRIM11|81559	715.6005
TRIM13|10206	497.0359	TRIM13|10206	712.3024
TRIM14|9830	1263.0569	TRIM14|9830	1305.8492
TRIM16L|147166	113.9375	TRIM16L|147166	168.2909
TRIM16|10626	402.4634	TRIM16|10626	688.513
TRIM17|51127	32.6322	TRIM17|51127	80.0183
TRIM21|6737	445.3331	TRIM21|6737	510.2305
TRIM22|10346	1044.8692	TRIM22|10346	1030.8055
TRIM23|373	268.0957	TRIM23|373	348.0642
TRIM24|8805	1306.8863	TRIM24|8805	1181.106
TRIM25|7706	1114.9324	TRIM25|7706	1848.6347
TRIM26|7726	1768.8555	TRIM26|7726	2312.3146
TRIM27|5987	1919.5393	TRIM27|5987	2564.8437
TRIM28|10155	6020.3151	TRIM28|10155	5185.974
TRIM29|23650	73.9023	TRIM29|23650	14.6041
TRIM2|23321	484.3638	TRIM2|23321	637.712
TRIM31|11074	5.4387	lowly_expressed	lowly_expressed
TRIM32|22954	294.0094	TRIM32|22954	368.1448
TRIM33|51592	1678.9571	TRIM33|51592	1145.5085
TRIM34|53840	274.1742	TRIM34|53840	262.8737
TRIM35|23087	267.7757	TRIM35|23087	367.8406
TRIM36|55521	148.1245	TRIM36|55521	61.1546
TRIM37|4591	1040.1952	TRIM37|4591	1000.8793
TRIM38|10475	490.7622	TRIM38|10475	704.0389
TRIM39|56658	628.6107	TRIM39|56658	810.3111
TRIM3|10612	591.8580000000001	TRIM3|10612	634.3653
TRIM41|90933	575.721	TRIM41|90933	653.2502
TRIM44|54765	1835.7194	TRIM44|54765	1376.4357
TRIM45|80263	297.5286	TRIM45|80263	360.8428
TRIM46|80128	22.7145	TRIM46|80128	10.0403
TRIM47|91107	601.1357	TRIM47|91107	600.5933
TRIM4|89122	964.5685	TRIM4|89122	1099.5664
TRIM52|84851	124.1302	TRIM52|84851	167.3386
TRIM54|57159	7.0383	lowly_expressed	lowly_expressed
TRIM56|81844	328.2412	TRIM56|81844	252.2248
TRIM58|25893	11.8372	TRIM58|25893	11.8658
TRIM59|286827	263.8727	TRIM59|286827	218.9153
TRIM5|85363	353.0033	TRIM5|85363	266.117
TRIM62|55223	507.7181	TRIM62|55223	331.3303
TRIM65|201292	438.9347	TRIM65|201292	461.2459
TRIM66|9866	303.6071	TRIM66|9866	326.1581
TRIM68|55128	314.4845	TRIM68|55128	312.77099999999996
TRIM69|140691	26.0034	TRIM69|140691	18.8271
TRIM6|117854	75.5019	TRIM6|117854	123.8305
TRIM78P|117852	6.2705	lowly_expressed	lowly_expressed
TRIM7|81786	30.0728	TRIM7|81786	16.7339
TRIM8|81603	2245.861	TRIM8|81603	1703.2023
TRIM9|114088	32.9521	TRIM9|114088	10.9531
TRIOBP|11078	712.7889	TRIOBP|11078	786.4912
TRIO|7204	2278.4932	TRIO|7204	2045.1814
TRIP10|9322	288.8907	TRIP10|9322	341.0664
TRIP11|9321	810.0456	TRIP11|9321	545.5237
TRIP12|9320	4830.2008	TRIP12|9320	3612.9916
TRIP13|9319	717.5878	TRIP13|9319	727.7706
TRIP4|9325	640.8062	TRIP4|9325	870.1605
TRIP6|7205	679.8368	TRIP6|7205	685.1753
TRIT1|54802	207.6302	TRIT1|54802	197.7637
TRMT112|51504	2542.1099	TRMT112|51504	2753.1756
TRMT11|60487	204.111	TRMT11|60487	216.0189
TRMT12|55039	892.5858	TRMT12|55039	825.7397
TRMT1|55621	234.8236	TRMT1|55621	359.6258
TRMT2A|27037	281.5324	TRMT2A|27037	334.6771
TRMT2B|79979	816.7639999999999	TRMT2B|79979	946.5277
TRMT5|57570	261.0573	TRMT5|57570	362.0598
TRMT61A|115708	324.4021	TRMT61A|115708	324.0283
TRMT61B|55006	287.9821	TRMT61B|55006	381.1181
TRMT6|51605	302.9673	TRMT6|51605	324.0283
TRMU|55687	183.6359	TRMU|55687	349.5855
TRNAU1AP|54952	261.3773	TRNAU1AP|54952	366.3193
TRNP1|388610	58.8659	TRNP1|388610	79.4098
TRNT1|51095	301.2173	TRNT1|51095	306.19
TROAP|10024	423.2584	TROAP|10024	447.2503
TROVE2|6738	1360.3583	TROVE2|6738	1526.6814
TRO|7216	77.1015	TRO|7216	126.2645
TRPA1|8989	16.636	TRPA1|8989	7.0191
TRPC1|7220	77.4214	TRPC1|7220	83.9735
TRPC3|7222	6.3985	lowly_expressed	lowly_expressed
TRPC4AP|26133	4049.908	TRPC4AP|26133	4099.7946
TRPC6|7225	23.9942	TRPC6|7225	26.1657
TRPM2|7226	539.0706	TRPM2|7226	345.0217
TRPM4|54795	861.2333	TRPM4|54795	354.1492
lowly_expressed	lowly_expressed	TRPM6|140803	5.1723
TRPM7|54822	1637.6870000000001	TRPM7|54822	1734.8445
TRPS1|7227	11321.7628	TRPS1|7227	10047.6154
TRPT1|83707	347.4366	TRPT1|83707	308.5114
TRPV1|7442	188.8251	TRPV1|7442	269.3268
TRPV2|51393	209.2298	TRPV2|51393	251.6163
TRPV4|59341	188.4348	TRPV4|59341	69.9779
TRPV6|55503	39.6705	TRPV6|55503	35.2932
TRRAP|8295	3029.3274	TRRAP|8295	2816.4144
TRUB1|142940	624.4901	TRUB1|142940	564.9958
TRUB2|26995	514.7565	TRUB2|26995	641.363
TSC1|7248	563.0649	TSC1|7248	711.0367
TSC22D1|8848	3634.0078	TSC22D1|8848	3503.7651
TSC22D2|9819	397.6646	TSC22D2|9819	366.0151
TSC22D3|1831	3381.5884	TSC22D3|1831	2772.0392
TSC22D4|81628	856.1145	TSC22D4|81628	756.6745
TSC2|7249	2190.8342	TSC2|7249	1813.95
TSEN15|116461	363.1129	TSEN15|116461	502.3199
TSEN2|80746	90.8582	TSEN2|80746	125.656
TSEN34|79042	1438.0549	TSEN34|79042	994.5995
TSEN54|283989	528.1932	TSEN54|283989	504.7539
TSFM|10102	583.54	TSFM|10102	706.4730000000001
TSG101|7251	2009.1178	TSG101|7251	1736.3657
TSGA10|80705	105.2547	TSGA10|80705	48.6803
TSGA14|95681	340.0784	TSGA14|95681	258.6141
TSHR|7253	6.3985	lowly_expressed	lowly_expressed
TSHZ1|10194	521.1549	TSHZ1|10194	641.6673
TSHZ2|128553	105.8946	TSHZ2|128553	89.4501
TSHZ3|57616	294.0094	TSHZ3|57616	122.005
TSIX|9383	57.6118	TSIX|9383	442.5344
TSKU|25987	2281.6924	TSKU|25987	5261.1242
TSNARE1|203062	334.9596	TSNARE1|203062	391.8765
TSNAXIP1|55815	7.6782	TSNAXIP1|55815	11.5616
TSNAX|7257	1738.4276	TSNAX|7257	1399.1724
TSN|7247	2215.4683	TSN|7247	2356.7354
TSPAN10|83882	6.0785	lowly_expressed	lowly_expressed
TSPAN11|441631	56.3065	TSPAN11|441631	43.8123
TSPAN12|23554	291.4501	TSPAN12|23554	259.5269
TSPAN13|27075	8203.7911	TSPAN13|27075	8523.9218
TSPAN14|81619	2873.2304	TSPAN14|81619	2165.0567
TSPAN15|23555	1465.8882	TSPAN15|23555	1004.9441
TSPAN17|26262	1221.4668	TSPAN17|26262	1273.5985
TSPAN18|90139	295.6091	TSPAN18|90139	188.9404
TSPAN1|10103	2028.3132	TSPAN1|10103	913.06
TSPAN2|10100	114.8524	TSPAN2|10100	269.5672
TSPAN31|6302	1592.5778	TSPAN31|6302	1222.7885
TSPAN32|10077	12.477	TSPAN32|10077	43.2038
TSPAN33|340348	760.4575	TSPAN33|340348	631.627
TSPAN3|10099	3107.4142	TSPAN3|10099	2348.8248
TSPAN4|7106	590.2583	TSPAN4|7106	500.4944
TSPAN5|10098	174.6781	TSPAN5|10098	314.5965
TSPAN6|7105	1034.9516	TSPAN6|7105	1041.1501
TSPAN7|7102	71.6628	TSPAN7|7102	189.5489
lowly_expressed	lowly_expressed	TSPAN8|7103	15.5168
TSPAN9|10867	1661.3613	TSPAN9|10867	694.6071
TSPO|706	1606.0146	TSPO|706	1711.1128
TSPYL1|7259	3305.2547	TSPYL1|7259	3348.8157
TSPYL2|64061	374.6301	TSPYL2|64061	481.0223
TSPYL3|128854	51.1877	TSPYL3|128854	72.7162
TSPYL4|23270	885.8674	TSPYL4|23270	1304.9365
TSPYL5|85453	994.6413	TSPYL5|85453	426.8654
TSR1|55720	1417.1575	TSR1|55720	1800.3803
TSR2|90121	1124.2102	TSR2|90121	1107.7812
TSSC1|7260	605.9346	TSSC1|7260	519.0538
TSSC4|10078	510.2775	TSSC4|10078	458.8119
TSSK3|81629	12.2019	TSSK3|81629	8.8811
TSSK4|283629	14.0766	TSSK4|283629	22.8189
TSSK6|83983	47.3486	TSSK6|83983	53.8526
TSTA3|7264	2408.7019	TSTA3|7264	2041.8346
TSTD1|100131187	596.9767	TSTD1|100131187	465.2012
TSTD2|158427	376.0186	TSTD2|158427	511.1128
TST|7263	861.2333	TST|7263	411.3486
TTBK1|84630	25.2739	TTBK1|84630	13.9956
TTBK2|146057	160.6015	TTBK2|146057	127.4816
TTC12|54970	186.8352	TTC12|54970	205.9786
TTC13|79573	364.0726	TTC13|79573	541.8727
TTC14|151613	662.2411	TTC14|151613	1032.9353
TTC15|51112	524.0342	TTC15|51112	604.2443
lowly_expressed	lowly_expressed	TTC16|158248	7.3020000000000005
TTC17|55761	1333.44	TTC17|55761	1467.7113
TTC18|118491	46.9871	TTC18|118491	11.9601
TTC19|54902	1135.9066	TTC19|54902	1546.19
TTC1|7265	668.6395	TTC1|7265	683.0456
TTC21A|199223	56.9463	TTC21A|199223	63.2844
TTC21B|79809	432.8561	TTC21B|79809	759.4128
lowly_expressed	lowly_expressed	TTC22|55001	11.8658
TTC23L|153657	12.1571	TTC23L|153657	8.8233
TTC23|64927	123.1704	TTC23|64927	90.3628
lowly_expressed	lowly_expressed	TTC24|164118	5.7808
TTC25|83538	28.4732	TTC25|83538	18.5594
TTC26|79989	163.4808	TTC26|79989	144.5197
TTC27|55622	667.3598	TTC27|55622	679.3945
TTC28|23331	277.607	TTC28|23331	266.9476
TTC30A|92104	370.791	TTC30A|92104	327.9836
TTC30B|150737	244.4213	TTC30B|150737	340.7622
TTC31|64427	571.7028	TTC31|64427	679.0903
TTC32|130502	23.6743	TTC32|130502	41.9868
TTC33|23548	315.4443	TTC33|23548	389.7467
TTC35|9694	1991.842	TTC35|9694	1901.5745
TTC36|143941	63.9846	TTC36|143941	39.857
TTC37|9652	1817.4838	TTC37|9652	1528.2574
TTC38|55020	845.877	TTC38|55020	539.1344
TTC39A|22996	4267.1359	TTC39A|22996	4766.7148
TTC39B|158219	259.1378	TTC39B|158219	146.3452
TTC39C|125488	612.0131	TTC39C|125488	283.2585
TTC3|7267	5056.0665	TTC3|7267	6334.525
TTC4|7268	372.0707	TTC4|7268	469.765
TTC5|91875	125.09	TTC5|91875	171.5981
TTC7A|57217	735.5035	TTC7A|57217	866.2052
TTC7B|145567	377.8293	TTC7B|145567	373.3171
TTC8|123016	435.4155	TTC8|123016	467.9395
TTC9C|283237	464.8484	lowly_expressed	lowly_expressed
TTC9|23508	950.4919	TTC9|23508	791.6635
TTF1|7270	249.5401	TTF1|7270	353.5407
TTF2|8458	716.628	TTF2|8458	732.0301
TTK|7272	318.6435	TTK|7272	415.6081
TTLL11|158135	33.5919	TTLL11|158135	35.5975
TTLL12|23170	6003.6791	TTLL12|23170	8116.5285
TTLL1|25809	283.132	TTLL1|25809	421.3889
TTLL3|26140	315.9594	TTLL3|26140	393.13
TTLL4|9654	388.7067	TTLL4|9654	474.0245
TTLL5|23093	634.0878	TTLL5|23093	625.2377
TTLL7|79739	30.7126	TTLL7|79739	19.1679
TTLL9|164395	11.5172	TTLL9|164395	7.9105
TTL|150465	1064.0646	TTL|150465	1175.6294
TTN|7273	61.9947	TTN|7273	91.9175
TTPAL|79183	610.7334	TTPAL|79183	688.2178
TTYH1|57348	28.1532	TTYH1|57348	5.1723
TTYH2|94015	85.1796	TTYH2|94015	156.7567
TTYH3|80727	2319.7633	TTYH3|80727	1974.2907
TUBA1A|7846	3864.6213	TUBA1A|7846	5575.6659
TUBA1B|10376	18526.3217	TUBA1B|10376	21116.5011
TUBA1C|84790	4167.9597	TUBA1C|84790	4162.7748
TUBA3D|113457	7.0383	TUBA3D|113457	8.2148
TUBA4A|7277	168.5995	TUBA4A|7277	359.6258
TUBA8|51807	38.0709	TUBA8|51807	45.6378
TUBAL3|79861	41.59	TUBAL3|79861	77.8885
TUBB1|81027	23.6743	TUBB1|81027	29.8167
TUBB2A|7280	406.9423	TUBB2A|7280	319.7688
TUBB2B|347733	5.3683	TUBB2B|347733	12.1609
TUBB2C|10383	2848.5963	TUBB2C|10383	3485.8143
TUBB3|10381	940.1519999999999	TUBB3|10381	1105.9618
TUBB4|10382	21.4349	TUBB4|10382	38.3357
TUBB6|84617	490.8934	TUBB6|84617	398.5031
