gene_id	TCGA-E2-A15A-01A-11R-A12D-07	gene_id	TCGA-E2-A15A-06A-11R-A12D-07
C1QTNF6|114904	626.0897	C1QTNF6|114904	445.4248
C1QTNF7|114905	12.477	C1QTNF7|114905	16.1254
C1RL|51279	745.6802	C1RL|51279	575.4864
C1R|715	3581.8604	C1R|715	2901.3463
C1S|716	5448.9323	C1S|716	4590.8572
C1orf103|55791	419.4193	C1orf103|55791	487.4116
C1orf104|284618	46.6	C1orf104|284618	39.7079
C1orf106|55765	1960.1696	C1orf106|55765	1341.1425
C1orf107|27042	836.5992	C1orf107|27042	898.4559
C1orf109|54955	467.7277	C1orf109|54955	319.1603
C1orf112|55732	373.7695	C1orf112|55732	432.9627
C1orf113|79729	342.3402	C1orf113|79729	203.9248
C1orf114|57821	6.9071	lowly_expressed	lowly_expressed
C1orf115|79762	680.1568	C1orf115|79762	681.8286
C1orf116|79098	35.5115	C1orf116|79098	81.2353
C1orf122|127687	594.8492	C1orf122|127687	375.6751
C1orf123|54987	304.5669	C1orf123|54987	394.3105
C1orf124|83932	287.2911	C1orf124|83932	307.2944
C1orf126|200197	26.9311	C1orf126|200197	13.2015
C1orf127|148345	5.4387	C1orf127|148345	8.8233
C1orf128|57095	712.4689999999999	C1orf128|57095	686.6966
C1orf130|400746	7.6782	lowly_expressed	lowly_expressed
C1orf131|128061	339.7585	C1orf131|128061	453.6396
C1orf133|574036	12.477	C1orf133|574036	12.7786
C1orf135|79000	92.1379	C1orf135|79000	91.5798
C1orf144|26099	2440.3743	C1orf144|26099	2955.8074
C1orf151|440574	779.013	C1orf151|440574	810.6032
C1orf152|767846	7.6782	C1orf152|767846	12.4743
C1orf156|92342	177.2375	C1orf156|92342	269.8715
C1orf159|54991	195.1532	C1orf159|54991	189.5489
C1orf162|128346	192.2739	C1orf162|128346	344.4132
C1orf163|65260	196.4329	C1orf163|65260	239.142
C1orf168|199920	19.8352	C1orf168|199920	26.7742
C1orf170|84808	21.7548	C1orf170|84808	25.2529
C1orf172|126695	244.1014	C1orf172|126695	294.8201
C1orf173|127254	7.3582	C1orf173|127254	7.6063
C1orf174|339448	308.7259	C1orf174|339448	375.7511
C1orf175|374977	6.7184	C1orf175|374977	10.3446
C1orf182|128229	6.7184	lowly_expressed	lowly_expressed
C1orf183|55924	23.3544	C1orf183|55924	21.2976
C1orf190|541468	8.7403	C1orf190|541468	6.7179
C1orf192|257177	24.954	C1orf192|257177	19.7764
C1orf198|84886	2525.4739	C1orf198|84886	2697.4975
C1orf201|90529	135.6474	C1orf201|90529	138.1304
C1orf203|84852	38.0805	C1orf203|84852	46.8578
C1orf204|284677	10.9734	C1orf204|284677	32.0834
C1orf210|149466	345.837	C1orf210|149466	195.9382
C1orf212|113444	584.8196	C1orf212|113444	442.9908
C1orf213|148898	21.9531	C1orf213|148898	23.6799
C1orf216|127703	432.5362	C1orf216|127703	336.1984
C1orf21|81563	309.6857	C1orf21|81563	546.7407
C1orf220|400798	19.5153	C1orf220|400798	16.4296
C1orf226|400793	836.2793	C1orf226|400793	881.4178
lowly_expressed	lowly_expressed	C1orf228|339541	10.3446
C1orf229|388759	15.0364	C1orf229|388759	9.7361
C1orf230|284485	7.3582	lowly_expressed	lowly_expressed
C1orf25|81627	669.2794	C1orf25|81627	701.9092
C1orf26|54823	133.408	C1orf26|54823	149.9962
C1orf27|54953	1261.7772	C1orf27|54953	1185.974
C1orf31|388753	217.8677	C1orf31|388753	261.0481
C1orf35|79169	267.4558	C1orf35|79169	287.2138
C1orf38|9473	478.6051	C1orf38|9473	432.6462
C1orf43|25912	7988.1628	C1orf43|25912	6946.0713
C1orf50|79078	109.7337	C1orf50|79078	114.3987
C1orf51|148523	83.5	C1orf51|148523	47.4633
C1orf52|148423	179.157	C1orf52|148423	216.0189
C1orf53|388722	15.9962	C1orf53|388722	10.6488
C1orf54|79630	90.8582	C1orf54|79630	122.005
C1orf55|163859	837.559	C1orf55|163859	747.2427
C1orf56|54964	160.4511	C1orf56|54964	172.2644
C1orf57|84284	698.3924	C1orf57|84284	706.7772
C1orf58|148362	830.1368	C1orf58|148362	623.686
C1orf59|113802	599.2162	C1orf59|113802	1194.1888
C1orf63|57035	266.496	C1orf63|57035	454.2481
C1orf64|149563	238.3428	C1orf64|149563	6.6935
C1orf65|164127	21.1149	C1orf65|164127	31.9465
C1orf66|51093	478.2852	C1orf66|51093	390.3552
C1orf69|200205	197.0727	C1orf69|200205	252.8333
C1orf74|148304	78.0613	C1orf74|148304	74.846
C1orf77|26097	1493.7215	C1orf77|26097	1716.8936
C1orf83|127428	132.4482	C1orf83|127428	161.2535
C1orf84|149469	19.3394	C1orf84|149469	11.6985
C1orf85|112770	1140.2064	C1orf85|112770	914.5813
C1orf86|199990	192.2803	C1orf86|199990	154.849
C1orf88|128344	56.3065	C1orf88|128344	47.7676
C1orf89|79363	70.703	C1orf89|79363	61.7631
C1orf91|56063	198.8995	C1orf91|56063	163.3316
C1orf93|127281	1080.4895	C1orf93|127281	1340.9812
C1orf95|375057	27.8333	lowly_expressed	lowly_expressed
C1orf96|126731	398.3044	C1orf96|126731	420.7804
C1orf97|84791	120.6111	C1orf97|84791	100.7074
C1orf9|51430	3261.6172	C1orf9|51430	3058.6446
C20orf103|24141	303.9271	C20orf103|24141	390.3552
C20orf108|116151	3324.0022	C20orf108|116151	3504.9821
C20orf111|51526	1264.3366	C20orf111|51526	1486.5749
C20orf112|140688	1712.549	C20orf112|140688	1522.4766
C20orf114|92747	445.973	C20orf114|92747	330.1133
C20orf117|140710	1328.6411	C20orf117|140710	1090.4389
C20orf118|140711	15.1004	C20orf118|140711	18.8758
C20orf11|54994	4689.1146	C20orf11|54994	4785.2742
C20orf12|55184	238.9826	C20orf12|55184	268.0459
C20orf132|140699	8.961	C20orf132|140699	6.085
C20orf134|170487	31.6724	C20orf134|170487	24.6444
C20orf135|140701	113.8927	C20orf135|140701	70.2822
C20orf151|140893	123.1704	C20orf151|140893	125.656
lowly_expressed	lowly_expressed	C20orf152|140894	6.3893
C20orf160|140706	73.5823	C20orf160|140706	40.1613
C20orf165|128497	7.0383	C20orf165|128497	6.6935
C20orf177|63939	494.9436	C20orf177|63939	483.4563
C20orf194|25943	240.9022	C20orf194|25943	318.5518
C20orf195|79025	7.9981	C20orf195|79025	13.3871
C20orf196|149840	20.4751	C20orf196|149840	33.1635
C20orf199|441951	2041.1101	C20orf199|441951	2314.7486
C20orf20|55257	508.0381	C20orf20|55257	480.4138
C20orf24|55969	2436.3497	C20orf24|55969	2390.5226
C20orf26|26074	11.5172	C20orf26|26074	36.5102
C20orf27|54976	457.8101	C20orf27|54976	549.1747
C20orf29|55317	173.7183	C20orf29|55317	158.8195
C20orf30|29058	1611.1333	C20orf30|29058	1891.5342
C20orf3|57136	6726.0657	C20orf3|57136	6345.1738
C20orf43|51507	2844.7573	C20orf43|51507	3245.7595
C20orf46|55321	10.8774	C20orf46|55321	7.9105
C20orf4|25980	1876.6696	C20orf4|25980	2225.6028
C20orf54|113278	325.3619	C20orf54|113278	231.2315
C20orf72|92667	421.9787	C20orf72|92667	551.0002
C20orf7|79133	93.4176	C20orf7|79133	89.7543
C20orf94|128710	35.8314	C20orf94|128710	41.6825
C20orf96|140680	163.1608	C20orf96|140680	195.9382
C21orf119|84996	105.8946	C21orf119|84996	74.846
C21orf122|728039	31.6724	C21orf122|728039	21.6019
C21orf130|284835	6.3985	C21orf130|284835	5.1723
lowly_expressed	lowly_expressed	C21orf15|54094	13.3871
C21orf2|755	301.3677	C21orf2|755	203.2403
C21orf33|8209	1903.5431	C21orf33|8209	1347.5318
C21orf34|388815	10.2375	lowly_expressed	lowly_expressed
C21orf45|54069	401.5036	C21orf45|54069	365.7108
C21orf49|54067	9.2778	lowly_expressed	lowly_expressed
C21orf56|84221	197.0727	C21orf56|84221	142.9984
C21orf57|54059	92.7777	C21orf57|54059	40.1613
C21orf58|54058	159.3218	C21orf58|54058	81.5395
C21orf59|56683	947.1775	C21orf59|56683	885.1784
C21orf63|59271	131.8084	C21orf63|59271	78.8012
C21orf67|84536	43.8295	C21orf67|84536	33.772
C21orf70|85395	135.6474	C21orf70|85395	90.0586
C21orf7|56911	36.4712	C21orf7|56911	44.4208
lowly_expressed	lowly_expressed	C21orf82|114036	5.1723
C21orf91|54149	322.1627	C21orf91|54149	486.4988
C22orf13|83606	3011.9171	C22orf13|83606	2660.8534
C22orf23|84645	12.477	C22orf23|84645	19.1679
C22orf25|128989	530.1128	C22orf25|128989	566.5171
C22orf26|55267	9.2778	C22orf26|55267	16.4296
C22orf27|150291	109.0938	C22orf27|150291	148.7792
C22orf28|51493	1371.5108	C22orf28|51493	1653.0007
C22orf29|79680	486.7856	C22orf29|79680	657.1598
C22orf30|253143	1135.7274	C22orf30|253143	1224.9182
C22orf32|91689	579.3809	C22orf32|91689	616.1101
lowly_expressed	lowly_expressed	C22orf34|348645	5.7808
C22orf36|388886	265.5363	C22orf36|388886	233.6655
C22orf39|128977	281.5324	C22orf39|128977	361.4513
C22orf40|150383	143.0057	C22orf40|150383	221.4954
C22orf41|644186	64.6245	C22orf41|644186	42.5953
C22orf46|79640	583.22	C22orf46|79640	557.6938
C22orf9|23313	3184.5157	C22orf9|23313	3019.0918
C2CD2L|9854	490.9606	C2CD2L|9854	407.3599
C2CD2|25966	1098.6163	C2CD2|25966	618.5442
C2CD3|26005	2449.0122	C2CD3|26005	4641.6673
C2CD4C|126567	23.9942	C2CD4C|126567	45.6378
C2CD4D|100191040	8.318	lowly_expressed	lowly_expressed
C2orf15|150590	209.8504	C2orf15|150590	163.5597
C2orf16|84226	78.7011	C2orf16|84226	52.0271
C2orf18|54978	2786.5312	C2orf18|54978	2651.2512
C2orf24|27013	1928.1772	C2orf24|27013	1992.8501
C2orf27A|29798	22.0747	C2orf27A|29798	27.0784
C2orf28|51374	1734.5117	C2orf28|51374	1470.5317
C2orf29|55571	1707.7501	C2orf29|55571	1696.5087
C2orf34|79823	131.4884	C2orf34|79823	131.7411
C2orf3|6936	280.5727	C2orf3|6936	317.0305
C2orf42|54980	181.3965	C2orf42|54980	255.2674
C2orf43|60526	630.8886	C2orf43|60526	707.0815
C2orf44|80304	225.2259	C2orf44|80304	295.7329
C2orf47|79568	431.2181	C2orf47|79568	473.98800000000006
C2orf48|348738	17.9157	C2orf48|348738	11.5616
C2orf49|79074	137.8869	C2orf49|79074	117.4412
C2orf50|130813	71.3429	C2orf50|130813	25.5572
C2orf54|79919	445.653	C2orf54|79919	80.3225
C2orf55|343990	220.4271	C2orf55|343990	66.0227
C2orf56|55471	252.7393	C2orf56|55471	256.4844
C2orf58|285154	6.7184	lowly_expressed	lowly_expressed
C2orf60|129450	303.6455	C2orf60|129450	325.5861
C2orf62|375307	8.9579	lowly_expressed	lowly_expressed
C2orf63|130162	40.9502	C2orf63|130162	38.64
C2orf64|493753	582.2603	C2orf64|493753	533.9621
C2orf65|130951	140.4463	C2orf65|130951	191.3745
C2orf67|151050	265.4435	C2orf67|151050	280.3103
C2orf68|388969	925.8578	C2orf68|388969	778.2764
C2orf69|205327	744.7813	C2orf69|205327	557.3895
C2orf70|339778	13.4368	C2orf70|339778	32.2507
C2orf72|257407	103.0153	C2orf72|257407	132.9581
C2orf74|339804	114.5325	C2orf74|339804	86.4075
C2orf76|130355	128.9291	C2orf76|130355	119.8753
C2orf77|129881	65.5843	C2orf77|129881	124.7433
C2orf79|391356	183.31599999999997	C2orf79|391356	152.126
C2orf7|84279	308.0861	C2orf7|84279	222.7124
C2orf81|388963	95.9162	C2orf81|388963	59.7338
C2orf86|51057	93.0977	C2orf86|51057	126.2645
C2orf88|84281	19.1954	C2orf88|84281	20.6891
C2orf89|129293	14.0766	C2orf89|129293	90.3628
C2|717	1275.6938	C2|717	1121.8711
C3AR1|719	381.9883	C3AR1|719	327.6793
C3orf10|55845	2403.2632	C3orf10|55845	2465.9618
C3orf14|57415	543.8695	C3orf14|57415	767.9318
C3orf15|89876	40.6302	C3orf15|89876	90.3628
C3orf17|25871	690.0744	C3orf17|25871	735.6811
C3orf18|51161	111.6532	C3orf18|51161	136.9134
C3orf19|51244	286.0114	C3orf19|51244	328.8963
C3orf1|51300	963.6087	C3orf1|51300	812.0484
C3orf21|152002	551.5476	C3orf21|152002	598.4635
C3orf23|285343	338.4788	C3orf23|285343	347.4557
C3orf26|84319	227.4654	C3orf26|84319	351.411
C3orf31|132001	121.2509	C3orf31|132001	136.3049
C3orf32|51066	10.5575	C3orf32|51066	23.4274
C3orf33|285315	119.3314	C3orf33|285315	91.5798
C3orf34|84984	74.2222	C3orf34|84984	77.5842
C3orf36|80111	5.1188	C3orf36|80111	6.6935
C3orf37|56941	1109.4937	C3orf37|56941	962.6531
C3orf38|285237	315.4315	C3orf38|285237	424.7205
C3orf39|84892	405.6626	C3orf39|84892	433.2547
C3orf42|84657	6.7184	C3orf42|84657	18.8636
C3orf47|339942	55.0268	C3orf47|339942	48.9846
C3orf52|79669	342.6378	C3orf52|79669	89.4501
C3orf54|389119	13.4368	C3orf54|389119	26.4699
C3orf55|152078	7.6782	lowly_expressed	lowly_expressed
C3orf57|165679	58.226000000000006	C3orf57|165679	20.0806
C3orf58|205428	542.2699	C3orf58|205428	385.1829
C3orf59|151963	206.0306	C3orf59|151963	264.0907
C3orf62|375341	65.5843	C3orf62|375341	95.5351
C3orf63|23272	1687.1631	C3orf63|23272	2039.0142
C3orf64|285203	347.1167	C3orf64|285203	201.1105
C3orf67|200844	29.7529	C3orf67|200844	42.291000000000004
C3orf70|285382	253.3792	C3orf70|285382	45.3335
C3orf71|646450	22.4266	C3orf71|646450	17.3424
C3orf75|54859	262.657	C3orf75|54859	299.9924
C3|718	6362.633000000001	C3|718	5000.3803
C4A|720	27534.9052	C4A|720	26702.1222
C4orf10|317648	261.9499	C4orf10|317648	199.4158
C4orf12|404201	31.6724	C4orf12|404201	22.2104
C4orf14|84273	691.3541	C4orf14|84273	738.1152
C4orf19|55286	16.1497	C4orf19|55286	9.2736
C4orf21|55345	132.4482	C4orf21|55345	192.5915
C4orf23|152992	229.7049	C4orf23|152992	135.6964
C4orf27|54969	227.4654	C4orf27|54969	383.9659
C4orf29|80167	213.0689	C4orf29|80167	182.8554
C4orf31|79625	11.5172	lowly_expressed	lowly_expressed
C4orf32|132720	627.6894	C4orf32|132720	610.3294
C4orf33|132321	206.6704	C4orf33|132321	151.5175
C4orf34|201895	2040.4703	C4orf34|201895	1564.7676
C4orf36|132989	8.6379	C4orf36|132989	11.2573
C4orf38|152641	5.4387	lowly_expressed	lowly_expressed
C4orf3|401152	2786.8512	C4orf3|401152	2670.4191
C4orf41|60684	1383.0281	C4orf41|60684	1450.3689
C4orf42|92070	490.7622	C4orf42|92070	324.0283
C4orf43|55319	341.9979	C4orf43|55319	411.3486
lowly_expressed	lowly_expressed	C4orf44|345222	5.4765
C4orf46|201725	201.2317	C4orf46|201725	305.1647
C4orf48|401115	63.6647	C4orf48|401115	12.7786
C4orf52|389203	236.1033	C4orf52|389203	202.93599999999998
lowly_expressed	lowly_expressed	C4orf7|260436	85.79899999999999
C5AR1|728	296.8887	C5AR1|728	113.1817
C5orf13|9315	1127.0895	C5orf13|9315	1366.3954
C5orf15|56951	1781.6524	C5orf15|56951	1748.84
C5orf20|140947	11.8372	C5orf20|140947	100.7074
C5orf22|55322	1030.4727	C5orf22|55322	985.1677
C5orf23|79614	61.7452	C5orf23|79614	37.1187
C5orf24|134553	1188.1948	C5orf24|134553	994.5995
C5orf25|375484	40.6302	C5orf25|375484	78.1927
C5orf28|64417	411.4213	C5orf28|64417	430.5165
C5orf30|90355	565.9442	C5orf30|90355	630.41
C5orf32|84418	819.3234	C5orf32|84418	912.1473
C5orf33|133686	741.2621	C5orf33|133686	807.1803
C5orf34|375444	80.3007	C5orf34|375444	102.2286
C5orf35|133383	116.1321	C5orf35|133383	125.3518
C5orf36|285600	58.5459	C5orf36|285600	58.7206
C5orf38|153571	64.6245	C5orf38|153571	50.8101
C5orf39|389289	52.1475	C5orf39|389289	143.3027
C5orf41|153222	303.9271	C5orf41|153222	247.0526
C5orf42|65250	529.153	C5orf42|65250	421.6932
C5orf43|643155	1880.8286	C5orf43|643155	1821.2520000000002
C5orf44|80006	436.9767	C5orf44|80006	505.8401
C5orf45|51149	115.7866	C5orf45|51149	223.9264
C5orf46|389336	43.1896	lowly_expressed	lowly_expressed
C5orf49|134121	84.1398	C5orf49|134121	54.7653
C5orf4|10826	420.0592	C5orf4|10826	236.0995
C5orf51|285636	994.6413	C5orf51|285636	945.9192
C5orf53|492311	180.7566	C5orf53|492311	259.5269
C5orf54|63920	85.0996	C5orf54|63920	93.4053
C5orf55|116349	100.13600000000001	C5orf55|116349	77.28
C5orf56|441108	47.0799	C5orf56|441108	60.0502
C5orf58|133874	20.795	lowly_expressed	lowly_expressed
C5orf62|85027	370.4711	C5orf62|85027	317.639
C5|727	54.067	C5|727	118.0497
lowly_expressed	lowly_expressed	C6orf105|84830	17.9509
C6orf106|64771	4379.109	C6orf106|64771	3085.4187
C6orf108|10591	318.3236	C6orf108|10591	275.6522
lowly_expressed	lowly_expressed	C6orf114|85411	6.6935
C6orf115|58527	675.6778	C6orf115|58527	745.113
C6orf120|387263	872.3442	C6orf120|387263	726.1946
C6orf122|401288	5.4195	C6orf122|401288	5.4765
C6orf123|26238	10.8774	C6orf123|26238	13.6913
C6orf124|653483	40.3103	C6orf124|653483	22.5146
C6orf125|84300	993.4639999999999	C6orf125|84300	780.4427
C6orf126|389383	5.1188	lowly_expressed	lowly_expressed
C6orf129|154467	520.1952	C6orf129|154467	418.0421
C6orf130|221443	418.3924	C6orf130|221443	320.3681
C6orf132|647024	138.5268	C6orf132|647024	149.9962
C6orf134|79969	343.2776	C6orf134|79969	467.0267
C6orf136|221545	401.1837	C6orf136|221545	484.3691
C6orf138|442213	15.9962	lowly_expressed	lowly_expressed
C6orf141|135398	605.2947	C6orf141|135398	764.8893
C6orf145|221749	193.8735	C6orf145|221749	215.7146
C6orf147|387097	10.5895	C6orf147|387097	9.4622
C6orf150|115004	124.1302	C6orf150|115004	176.7704
C6orf153|88745	913.3808	C6orf153|88745	904.2367
C6orf154|221424	77.7413	C6orf154|221424	60.8504
C6orf155|79940	6.7184	lowly_expressed	lowly_expressed
C6orf162|57150	88.8779	C6orf162|57150	99.9498
C6orf164|63914	6.1393	C6orf164|63914	9.2766
C6orf165|154313	27.8461	C6orf165|154313	57.4184
C6orf167|253714	255.2987	C6orf167|253714	399.1785
C6orf168|84553	98.5364	C6orf168|84553	219.0614
C6orf170|221322	126.6896	C6orf170|221322	113.1817
C6orf174|387104	24.7972	C6orf174|387104	42.291000000000004
C6orf182|285753	95.0172	C6orf182|285753	190.4617
C6orf192|116843	123.8103	C6orf192|116843	138.7389
C6orf1|221491	448.2124	C6orf1|221491	363.2768
C6orf203|51250	109.0938	C6orf203|51250	217.8444
C6orf204|387119	38.3908	C6orf204|387119	51.4186
C6orf211|79624	4382.9481	C6orf211|79624	3684.795
lowly_expressed	lowly_expressed	C6orf217|100131814	6.6935
C6orf225|619208	54.067	C6orf225|619208	63.2844
C6orf226|441150	76.7816	C6orf226|441150	38.64
C6orf26|401251	22.0747	C6orf26|401251	51.0443
C6orf27|80737	130.8486	C6orf27|80737	164.296
C6orf35|729515	235.1436	C6orf35|729515	312.77099999999996
C6orf47|57827	810.0456	C6orf47|57827	983.6465
C6orf48|50854	2632.0083	C6orf48|50854	3756.5985
C6orf52|347744	5.4387	lowly_expressed	lowly_expressed
C6orf57|135154	104.295	C6orf57|135154	95.5351
C6orf62|81688	6419.5729	C6orf62|81688	9444.9198
C6orf64|55776	1136.3673	C6orf64|55776	826.044
C6orf70|55780	351.9155	C6orf70|55780	462.1587
C6orf72|116254	753.4192	C6orf72|116254	700.3879
lowly_expressed	lowly_expressed	C6orf81|221481	5.4765
C6orf89|221477	3269.6153	C6orf89|221477	2785.7306
C6orf97|80129	804.6069	C6orf97|80129	624.3249
C7orf10|79783	73.5823	C7orf10|79783	47.7676
C7orf11|136647	330.1608	C7orf11|136647	377.8809
C7orf13|129790	146.8448	C7orf13|129790	122.6135
C7orf23|79161	162.4858	C7orf23|79161	183.8655
C7orf25|79020	380.4079	C7orf25|79020	422.75800000000004
C7orf26|79034	625.7698	C7orf26|79034	754.8489999999999
C7orf27|221927	1031.7524	C7orf27|221927	1221.2672
C7orf28A|51622	1678.3172	C7orf28A|51622	1494.4854
C7orf28B|221960	764.6165	C7orf28B|221960	880.8093
C7orf29|113763	148.7643	C7orf29|113763	183.1597
C7orf30|115416	278.0133	C7orf30|115416	396.13599999999997
C7orf31|136895	24.6341	C7orf31|136895	51.1143
C7orf36|57002	120.931	C7orf36|57002	188.0277
C7orf40|285958	373.6703	C7orf40|285958	603.4715
C7orf41|222166	108.454	C7orf41|222166	198.6765
C7orf42|55069	3289.4505	C7orf42|55069	2863.0106
C7orf43|55262	415.2603	C7orf43|55262	400.0913
C7orf44|55744	1501.3997	C7orf44|55744	1415.6842
C7orf46|340277	76.4616	C7orf46|340277	30.4252
C7orf47|221908	170.1992	C7orf47|221908	197.1552
C7orf49|78996	679.165	C7orf49|78996	619.2226
C7orf50|84310	842.0379	C7orf50|84310	955.6553
C7orf53|286006	19.5153	C7orf53|286006	22.5146
C7orf55|154791	204.4309	C7orf55|154791	202.3275
C7orf58|79974	249.5401	C7orf58|79974	149.6919
C7orf59|389541	720.7869999999999	C7orf59|389541	975.7359
C7orf60|154743	286.0114	C7orf60|154743	269.5672
C7orf61|402573	6.0785	lowly_expressed	lowly_expressed
C7orf63|79846	41.2701	C7orf63|79846	40.4655
C7orf64|84060	224.90599999999998	C7orf64|84060	267.7417
C7orf68|29923	1112.0531	C7orf68|29923	951.3958
C7orf70|84792	616.812	C7orf70|84792	730.8131
C7|730	13.1169	C7|730	2742.5268
C8ORFK29|340393	29.7817	C8ORFK29|340393	26.2022
C8orf30A|51236	2095.4971	C8orf30A|51236	1986.4608
C8orf31|286122	25.5939	C8orf31|286122	13.9956
C8orf33|65265	3704.7109	C8orf33|65265	4775.5381
C8orf37|157657	62.705	C8orf37|157657	77.5842
C8orf38|137682	758.8579	C8orf38|137682	739.0279
C8orf39|55472	11.1973	C8orf39|55472	6.9978
C8orf40|114926	378.1492	C8orf40|114926	363.58099999999996
C8orf41|80185	225.5811	C8orf41|80185	286.4197
C8orf42|157695	189.0746	C8orf42|157695	209.0211
C8orf44|56260	34.9484	C8orf44|56260	59.4417
C8orf45|157777	64.6245	C8orf45|157777	72.41199999999999
C8orf46|254778	23.3544	C8orf46|254778	41.6825
C8orf48|157773	24.3142	C8orf48|157773	55.9824
C8orf4|56892	245.3811	C8orf4|56892	251.6163
C8orf51|78998	280.2527	C8orf51|78998	177.3789
C8orf55|51337	4023.3544	C8orf55|51337	3074.1614
C8orf58|541565	131.4884	C8orf58|541565	150.909
C8orf59|401466	996.5576	C8orf59|401466	1122.3001
C8orf73|642475	1541.0701	C8orf73|642475	586.9019999999999
C8orf76|84933	932.3042	C8orf76|84933	852.6538
C8orf77|286103	8.318	C8orf77|286103	10.3446
C8orf79|57604	10.2375	C8orf79|57604	10.3446
C8orf80|389643	18.8755	C8orf80|389643	14.2998
C8orf83|286144	1694.6333	C8orf83|286144	1890.9257
C8orf84|157869	23.3544	C8orf84|157869	34.0762
C8orf85|441376	788.6107	C8orf85|441376	188.9404
C8orf86|389649	17.9157	lowly_expressed	lowly_expressed
C9orf100|84904	115.2171	C9orf100|84904	112.0925
C9orf102|375748	137.6822	C9orf102|375748	116.3368
C9orf103|414328	39.9904	C9orf103|414328	46.8548
C9orf109|286333	21.4349	C9orf109|286333	30.7294
C9orf110|100128385	184.2758	C9orf110|100128385	208.7168
C9orf114|51490	303.6455	C9orf114|51490	401.1257
C9orf116|138162	105.5747	C9orf116|138162	108.3137
C9orf117|286207	10.8774	C9orf117|286207	10.0403
C9orf119|375757	223.9463	C9orf119|375757	207.8041
C9orf123|90871	266.496	C9orf123|90871	376.9681
C9orf125|84302	28.4732	C9orf125|84302	10.9531
C9orf129|445577	115.6522	C9orf129|445577	114.3105
C9orf130|100128782	35.0636	C9orf130|100128782	49.3557
C9orf139|401563	5.5859	C9orf139|401563	11.8963
C9orf140|89958	534.9116	C9orf140|89958	531.2239
C9orf142|286257	190.9942	C9orf142|286257	242.1845
C9orf150|286343	1826.4417	C9orf150|286343	1499.0492
C9orf152|401546	141.726	C9orf152|401546	246.4441
C9orf156|51531	118.3716	C9orf156|51531	170.6853
C9orf163|158055	11.5172	C9orf163|158055	10.0403
C9orf167|54863	83.8199	C9orf167|54863	91.2756
C9orf169|375791	9.7928	lowly_expressed	lowly_expressed
C9orf16|79095	414.6205	C9orf16|79095	363.58099999999996
C9orf172|389813	30.7126	C9orf172|389813	23.7316
C9orf21|195827	85.7394	C9orf21|195827	96.7521
C9orf23|138716	190.9942	C9orf23|138716	230.623
C9orf25|203259	544.8292	C9orf25|203259	565.3001
C9orf30|91283	153.9023	C9orf30|91283	169.9156
C9orf37|85026	63.9846	C9orf37|85026	86.1033
C9orf3|84909	181.2973	C9orf3|84909	198.9868
C9orf40|55071	67.1839	C9orf40|55071	90.9713
C9orf41|138199	163.1608	C9orf41|138199	205.0658
C9orf43|257169	5.1188	C9orf43|257169	5.7808
C9orf45|81571	56.3065	C9orf45|81571	148.4749
C9orf46|55848	292.0899	C9orf46|55848	292.3861
C9orf47|286223	10.9094	C9orf47|286223	10.661
C9orf5|23731	1425.2579	C9orf5|23731	1386.476
C9orf64|84267	439.5745	C9orf64|84267	487.4116
lowly_expressed	lowly_expressed	C9orf66|157983	7.9105
