gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
SYNGR2|9144	7237.3464	SYNGR2|9144	2307.0908
SYNGR3|9143	39.199	SYNGR3|9143	17.3307
SYNJ1|8867	156.7959	SYNJ1|8867	326.3236
SYNJ2BP|55333	938.4424	SYNJ2BP|55333	1436.3310000000001
SYNJ2|8871	444.7218	SYNJ2|8871	1319.6661
SYNM|23336	795.1795	SYNM|23336	15450.0687
SYNPO2L|79933	8.8664	SYNPO2L|79933	10.9902
SYNPO2|171024	842.7782	SYNPO2|171024	4799.7464
SYNPO|11346	3765.9027	SYNPO|11346	2099.1229
SYNRG|11276	841.8449	SYNRG|11276	1413.9279
SYPL1|6856	2414.9376	SYPL1|6856	2884.4975
SYPL2|284612	17.2662	SYPL2|284612	9.7221
SYP|6855	29.3992	SYP|6855	38.4656
SYS1-DBNDD2|767557	13.8783	SYS1-DBNDD2|767557	50.3181
SYS1|90196	1172.829	SYS1|90196	1142.3608
SYT11|23208	351.3909	SYT11|23208	284.8991
SYT12|91683	462.9214	SYT12|91683	806.0869
SYT13|57586	70.4648	SYT13|57586	43.538000000000004
lowly_expressed	lowly_expressed	SYT14|255928	10.5675
SYT15|83849	76.0647	SYT15|83849	208.3906
SYT17|51760	195.0616	SYT17|51760	96.7981
SYT1|6857	55.5319	SYT1|6857	125.9643
SYT2|127833	5.1332	SYT2|127833	29.1662
SYT5|6861	5.1332	SYT5|6861	6.3405
SYT6|148281	6.5332	SYT6|148281	7.6086
SYT7|9066	2584.7999	SYT7|9066	1470.5696
SYT8|90019	80.2646	SYT8|90019	210.5041
SYT9|143425	60.6651	SYT9|143425	62.1367
SYTL1|84958	819.4455	SYTL1|84958	469.6185
SYTL2|54843	1206.3022	SYTL2|54843	2597.4849
SYTL3|94120	100.3307	SYTL3|94120	130.614
SYTL4|94121	633.717	SYTL4|94121	359.7168
SYTL5|94122	78.8646	SYTL5|94122	71.0134
SYVN1|84447	1717.7556	SYVN1|84447	1621.4731
TAB1|10454	800.826	TAB1|10454	587.5811
TAB2|23118	1625.8247	TAB2|23118	3125.4359
TAB3|257397	972.0416	TAB3|257397	1073.6553
TAC1|6863	10.2664	TAC1|6863	85.3852
TACC1|6867	1332.2989	TACC1|6867	4590.5104
TACC2|10579	1097.105	TACC2|10579	1262.1789999999999
TACC3|10460	522.1865	TACC3|10460	179.2243
TACO1|51204	399.4563	TACO1|51204	242.2065
TACR1|6869	66.265	TACR1|6869	212.6176
TACR2|6865	14.9329	TACR2|6865	11.8356
TACSTD2|4070	7757.6663	TACSTD2|4070	12226.1439
TADA1|117143	378.9235	TADA1|117143	306.034
TADA2A|6871	129.73	TADA2A|6871	214.7311
TADA2B|93624	1001.4408	TADA2B|93624	874.9868
TADA3|10474	2625.1515	TADA3|10474	1318.5079
TAF10|6881	1080.3054	TAF10|6881	578.2521
TAF11|6882	423.7224	TAF11|6882	510.1976
TAF12|6883	584.7182	TAF12|6883	227.412
TAF13|6884	171.7289	TAF13|6884	197.8231
TAF15|8148	2405.6045	TAF15|8148	1561.4499
TAF1A|9015	111.5305	TAF1A|9015	78.1993
TAF1B|9014	190.8617	TAF1B|9014	206.6998
TAF1C|9013	321.0584	TAF1C|9013	657.2968
TAF1D|79101	614.6168	TAF1D|79101	722.9885
TAF1L|138474	23.7994	TAF1L|138474	36.7748
TAF1|6872	864.2443	TAF1|6872	1379.6893
TAF2|6873	510.0535	TAF2|6873	762.9716
TAF3|83860	176.3954	TAF3|83860	224.0304
TAF4B|6875	120.8635	TAF4B|6875	382.1198
TAF4|6874	350.4576	TAF4|6874	333.9322
TAF5L|27097	859.5778	TAF5L|27097	698.7213
TAF5|6877	68.5982	TAF5|6877	102.2931
TAF6L|10629	233.3273	TAF6L|10629	214.3084
TAF6|6878	1479.7618	TAF6|6878	927.8242
TAF7|6879	2202.1431	TAF7|6879	2776.2866
TAF8|129685	437.722	TAF8|129685	576.5613
TAF9B|51616	603.8511	TAF9B|51616	702.9483
TAF9|6880	1267.9846	TAF9|6880	1086.759
TAGAP|117289	144.6629	TAGAP|117289	183.87400000000002
TAGLN2|8407	19894.4194	TAGLN2|8407	9670.9289
TAGLN|6876	14960.6342	TAGLN|6876	19671.1402
TAL1|6886	48.9987	TAL1|6886	140.7587
TAL2|6887	21.9328	lowly_expressed	lowly_expressed
TALDO1|6888	3000.1225	TALDO1|6888	1613.8645
TANC1|85461	1448.9626	TANC1|85461	1588.5026
TANC2|26115	928.176	TANC2|26115	1500.1585
TANK|10010	1197.4357	TANK|10010	1643.0308
TAOK1|57551	276.2595	TAOK1|57551	896.1217
TAOK2|9344	1737.8218	TAOK2|9344	913.0297
TAOK3|51347	1010.3072	TAOK3|51347	1014.4774
TAP1|6890	3463.5105	TAP1|6890	1219.0637
TAP2|6891	1544.6921	TAP2|6891	1237.2863
TAPBPL|55080	571.7452	TAPBPL|55080	430.7387
TAPBP|6892	8153.856	TAPBP|6892	3472.0490000000004
TAPT1|202018	630.4504	TAPT1|202018	527.5283
TARBP1|6894	676.1825	TARBP1|6894	787.4881
TARBP2|6895	486.7208	TARBP2|6895	238.4022
TARDBP|23435	3049.1212	TARDBP|23435	2968.1919
TARP|445347	13.0663	TARP|445347	13.5264
TARS2|80222	1085.9053	TARS2|80222	391.4192
TARSL2|123283	218.3944	TARSL2|123283	347.4585
TARS|6897	1853.5521	TARS|6897	1751.2417
TAS1R1|80835	5.1332	TAS1R1|80835	6.7632
TAS1R3|83756	36.8657	TAS1R3|83756	11.8356
lowly_expressed	lowly_expressed	TAS2R13|50838	5.0724
lowly_expressed	lowly_expressed	TAS2R14|50840	13.0952
TAS2R20|259295	15.8663	TAS2R20|259295	38.0429
lowly_expressed	lowly_expressed	TAS2R31|259290	8.8767
lowly_expressed	lowly_expressed	TAS2R3|50831	7.6086
lowly_expressed	lowly_expressed	TAS2R4|50832	17.3307
lowly_expressed	lowly_expressed	TAS2R5|54429	24.0938
TASP1|55617	185.7285	TASP1|55617	279.404
TATDN1|83940	430.7222	TATDN1|83940	393.9554
TATDN2|9797	1136.7706	TATDN2|9797	1538.2014
TATDN3|128387	399.4563	TATDN3|128387	262.9187
TAT|6898	4666.0795	TAT|6898	3755.2573
TAX1BP1|8887	2547.9342	TAX1BP1|8887	3071.7531
TAX1BP3|30851	2187.2755	TAX1BP3|30851	1393.8751
TAZ|6901	291.1925	TAZ|6901	233.7525
TBC1D10A|83874	716.2588	TBC1D10A|83874	619.2539
TBC1D10B|26000	1691.6229999999998	TBC1D10B|26000	941.3505
TBC1D10C|374403	121.3302	TBC1D10C|374403	52.8374
TBC1D12|23232	332.2581	TBC1D12|23232	463.7007
TBC1D13|54662	808.7124	TBC1D13|54662	817.4997
TBC1D14|57533	1527.3605	TBC1D14|57533	2326.9576
TBC1D15|64786	911.8431	TBC1D15|64786	1243.1576
TBC1D16|125058	485.7875	TBC1D16|125058	381.6971
TBC1D17|79735	1014.5818	TBC1D17|79735	894.7860000000001
TBC1D19|55296	132.5299	TBC1D19|55296	74.8177
TBC1D1|23216	1049.9729	TBC1D1|23216	1425.7635
TBC1D20|128637	1095.705	TBC1D20|128637	1193.7018
TBC1D22A|25771	496.0539	TBC1D22A|25771	276.0224
TBC1D22B|55633	226.3462	TBC1D22B|55633	456.164
TBC1D23|55773	753.6472	TBC1D23|55773	855.1199
TBC1D24|57465	366.7905	TBC1D24|57465	270.857
TBC1D25|4943	454.9882	TBC1D25|4943	481.4541
TBC1D2B|23102	1398.0972	TBC1D2B|23102	1350.1004
TBC1D2|55357	527.3197	TBC1D2|55357	225.2985
TBC1D3B|414059	64.3983	TBC1D3B|414059	134.4183
TBC1D3C|414060	20.0661	TBC1D3C|414060	24.9392
lowly_expressed	lowly_expressed	TBC1D3H|729877	10.9902
TBC1D3|729873	177.1888	TBC1D3|729873	371.6876
TBC1D4|9882	1022.4403	TBC1D4|9882	3217.5843
TBC1D5|9779	1459.229	TBC1D5|9779	2392.0533
TBC1D7|51256	262.7265	TBC1D7|51256	202.3587
TBC1D8B|54885	256.66	TBC1D8B|54885	310.6837
TBC1D8|11138	1029.4401	TBC1D8|11138	1552.1505
TBC1D9B|23061	3775.7025	TBC1D9B|23061	3274.6486
TBC1D9|23158	8138.9231	TBC1D9|23158	6121.9486
TBCA|6902	1262.3007	TBCA|6902	865.6874
TBCB|1155	1183.0674	TBCB|1155	490.8084
TBCCD1|55171	224.9275	TBCCD1|55171	310.6837
TBCC|6903	400.3897	TBCC|6903	280.6721
TBCD|6904	1667.8796	TBCD|6904	1307.9784
TBCEL|219899	331.3248	TBCEL|219899	478.0725
TBCE|6905	577.6111	TBCE|6905	351.1318
TBCK|93627	779.8359	TBCK|93627	656.0287
TBK1|29110	620.6506	TBK1|29110	717.3201
TBKBP1|9755	328.0582	TBKBP1|9755	245.5881
TBL1XR1|79718	4105.6273	TBL1XR1|79718	2284.265
TBL1X|6907	1616.4916	TBL1X|6907	956.145
TBL2|26608	1018.2404	TBL2|26608	578.2521
TBL3|10607	1252.9676	TBL3|10607	622.2128
TBPL1|9519	152.1294	TBPL1|9519	203.3182
TBP|6908	166.5957	TBP|6908	261.6506
TBRG1|84897	489.5207	TBRG1|84897	981.0842
TBRG4|9238	808.7124	TBRG4|9238	666.5962
TBX15|6913	275.7929	TBX15|6913	440.875
TBX18|9096	101.7307	TBX18|9096	164.0072
TBX19|9095	50.9727	TBX19|9095	95.53
TBX1|6899	24.7327	TBX1|6899	35.5067
TBX21|30009	12.5997	TBX21|30009	11.4129
TBX2|6909	266.4598	TBX2|6909	123.8508
TBX3|6926	1859.152	TBX3|6926	2081.3695
TBX5|6910	96.1308	TBX5|6910	18.5988
TBX6|6911	69.9982	TBX6|6911	27.8981
TBXA2R|6915	63.465	TBXA2R|6915	27.4754
TBXAS1|6916	212.7945	TBXAS1|6916	173.3066
TC2N|123036	2077.0797	TC2N|123036	3104.301
lowly_expressed	lowly_expressed	TCAM1P|146771	9.2994
TCEA1|6917	1007.5073	TCEA1|6917	1097.7491
TCEA2|6919	383.5901	TCEA2|6919	219.8034
TCEA3|6920	603.8511	TCEA3|6920	353.3763
TCEAL1|9338	345.3244	TCEAL1|9338	282.3629
TCEAL2|140597	9.7997	TCEAL2|140597	51.1466
TCEAL3|85012	609.9176	TCEAL3|85012	333.9322
TCEAL4|79921	1660.3571	TCEAL4|79921	1589.348
TCEAL5|340543	21.9328	TCEAL5|340543	75.2404
TCEAL6|158931	23.3327	TCEAL6|158931	12.681
TCEAL7|56849	46.6655	TCEAL7|56849	102.2931
TCEAL8|90843	1034.1066	TCEAL8|90843	791.7151
TCEANC|170082	58.7985	TCEANC|170082	78.622
TCEB1|6921	452.655	TCEB1|6921	287.4353
TCEB2|6923	2736.4626	TCEB2|6923	762.9716
TCEB3|6924	981.1133	TCEB3|6924	1433.7948
TCERG1|10915	540.8527	TCERG1|10915	1315.0164
TCF12|6938	1818.5529999999999	TCF12|6938	2365.0005
TCF15|6939	8.8664	lowly_expressed	lowly_expressed
TCF19|6941	304.7255	TCF19|6941	303.9205
TCF20|6942	1200.7023	TCF20|6942	1410.1236
TCF25|22980	1637.491	TCF25|22980	1625.7001
TCF3|6929	2087.8127	TCF3|6929	1154.3908
TCF4|6925	2030.4142	TCF4|6925	2388.249
TCF7L1|83439	398.9897	TCF7L1|83439	1185.2478
TCF7L2|6934	676.1825	TCF7L2|6934	1387.2979
TCF7|6932	525.9197	TCF7|6932	1057.5927
TCFL5|10732	293.5258	TCFL5|10732	300.5389
TCHP|84260	174.0948	TCHP|84260	162.7391
TCIRG1|10312	1041.1064	TCIRG1|10312	601.9233
TCL1A|8115	59.2651	TCL1A|8115	8.454
lowly_expressed	lowly_expressed	TCL6|27004	5.9178
TCN1|6947	393.8565	TCN1|6947	104.4066
TCN2|6948	290.2592	TCN2|6948	460.3191
TCOF1|6949	1070.9723	TCOF1|6949	756.2084
TCP10L|140290	15.3996	TCP10L|140290	5.4951
TCP11L1|55346	162.5265	TCP11L1|55346	188.9464
TCP11L2|255394	111.0638	TCP11L2|255394	211.7722
TCP1|6950	2190.4767	TCP1|6950	3636.1112
TCTA|6988	784.9131	TCTA|6988	833.5623
TCTE1|202500	10.2664	lowly_expressed	lowly_expressed
TCTE3|6991	9.7997	TCTE3|6991	35.084
TCTEX1D1|200132	13.533	TCTEX1D1|200132	9.7221
TCTEX1D2|255758	223.0609	TCTEX1D2|255758	39.7337
TCTN1|79600	1154.5035	lowly_expressed	lowly_expressed
TCTN2|79867	815.7123	TCTN2|79867	507.6614
TCTN3|26123	1731.2886	TCTN3|26123	1795.2024
TDGF1|6997	14.9329	TDGF1|6997	10.1448
TDG|6996	331.7914	TDG|6996	463.278
TDO2|6999	26.5993	lowly_expressed	lowly_expressed
TDP1|55775	454.5216	TDP1|55775	485.6811
TDP2|51567	916.9763	TDP2|51567	588.3969
TDRD10|126668	15.8663	TDRD10|126668	37.1975
TDRD12|91646	287.2679	TDRD12|91646	142.0057
lowly_expressed	lowly_expressed	TDRD1|56165	14.3718
TDRD3|81550	376.5903	TDRD3|81550	373.6659
TDRD5|163589	151.1961	TDRD5|163589	133.5729
lowly_expressed	lowly_expressed	TDRD6|221400	21.5576
TDRD7|23424	515.6533	TDRD7|23424	494.1351
TDRD9|122402	7.9331	TDRD9|122402	19.8668
TDRKH|11022	520.7865	TDRKH|11022	256.5783
TEAD1|7003	1225.435	TEAD1|7003	3152.9113
TEAD2|8463	1521.7607	TEAD2|8463	922.7518
TEAD3|7005	826.4453	TEAD3|7005	1017.4363
TEAD4|7004	444.7218	TEAD4|7004	185.1421
TECPR1|25851	160.5292	TECPR1|25851	169.5023
TECPR2|9895	704.1818	TECPR2|9895	1003.91
TECR|9524	1775.6208	TECR|9524	1239.776
TECTA|7007	10.2664	TECTA|7007	37.6202
TEC|7006	46.6655	TEC|7006	48.6104
TEF|7008	765.3136	TEF|7008	1209.7643
TEKT1|83659	66.7316	lowly_expressed	lowly_expressed
TEKT2|27285	65.7983	TEKT2|27285	5.9178
TEKT3|64518	20.5328	TEKT3|64518	15.6399
TEKT4|150483	27.066	lowly_expressed	lowly_expressed
TEKT5|146279	6.0665	lowly_expressed	lowly_expressed
TEK|7010	284.1927	TEK|7010	495.4031
TELO2|9894	997.2409	TELO2|9894	392.2646
TENC1|23371	2126.5031	TENC1|23371	3148.2447
TEP1|7011	683.6489999999999	TEP1|7011	1045.7572
TERF1|7013	461.9881	TERF1|7013	637.0073
TERF2IP|54386	1078.4388	TERF2IP|54386	1441.8261
TERF2|7014	414.8559	TERF2|7014	574.0252
TESC|54997	76.5314	TESC|54997	888.5132
TESK1|7016	874.5107	TESK1|7016	821.7267
TESK2|10420	135.7965	TESK2|10420	306.034
TES|26136	1920.881	TES|26136	2363.7071
TET1|80312	31.2659	TET1|80312	48.6104
TET2|54790	500.7204	TET2|54790	1070.2737
TET3|200424	508.6535	TET3|200424	971.3621
TEX10|54881	412.056	TEX10|54881	600.6552
TEX14|56155	6.0665	TEX14|56155	12.2583
TEX261|113419	2146.1446	TEX261|113419	2678.2204
TEX264|51368	1469.9620000000002	TEX264|51368	602.346
TEX2|55852	3114.9195	TEX2|55852	2805.4528
TEX9|374618	91.4643	TEX9|374618	160.2029
TFAM|7019	528.7197	TFAM|7019	587.9742
TFAP2A|7020	3149.9046	TFAP2A|7020	2160.8369
TFAP2B|7021	3145.2521	TFAP2B|7021	1341.6464
TFAP2C|7022	811.9789999999999	TFAP2C|7022	2684.1382
TFAP2E|339488	6.5332	TFAP2E|339488	13.7589
TFAP4|7023	227.7275	TFAP4|7023	154.2851
TFB1M|51106	133.4632	TFB1M|51106	175.4201
TFB2M|64216	676.1825	TFB2M|64216	331.8187
TFCP2L1|29842	117.1303	TFCP2L1|29842	4271.3727
TFCP2|7024	679.4491	TFCP2|7024	564.3031
TFDP1|7027	1636.0911	TFDP1|7027	1294.3041
TFDP2|7029	277.6595	TFDP2|7029	360.9849
TFDP3|51270	43.3989	TFDP3|51270	12.681
TFE3|7030	1407.4303	TFE3|7030	1351.7912
TFEB|7942	420.4558	TFEB|7942	278.1359
TFEC|22797	95.6642	TFEC|22797	43.9607
TFF1|7031	1315.0327	TFF1|7031	259.1144
TFF3|7033	2015.0146	TFF3|7033	690.6901
TFG|10342	2482.1359	TFG|10342	2042.0585
TFIP11|24144	1043.4117	TFIP11|24144	743.5443
TFPI2|7980	156.3293	TFPI2|7980	76.5085
TFPI|7035	455.4549	TFPI|7035	1005.1781
TFPT|29844	329.5795	TFPT|29844	82.346
TFR2|7036	60.6651	TFR2|7036	8.454
TFRC|7037	1552.5599	TFRC|7037	2201.416
TF|7018	245.92700000000002	TF|7018	1326.0066
TGDS|23483	136.7298	TGDS|23483	208.8133
TGFA|7039	95.6642	TGFA|7039	465.8142
TGFB1I1|7041	1137.2373	TGFB1I1|7041	1080.4185
TGFB1|7040	1788.6871	TGFB1|7040	519.0743
TGFB2|7042	1427.0298	TGFB2|7042	809.0458
TGFB3|7043	2901.1917	TGFB3|7043	1869.5974
TGFBI|7045	3696.3712	TGFBI|7045	3345.6621
TGFBR1|7046	1339.7654	TGFBR1|7046	1502.6947
TGFBR2|7048	2799.461	TGFBR2|7048	8110.3244
TGFBR3|7049	695.3154	TGFBR3|7049	5036.4578
TGFBRAP1|9392	278.1261	TGFBRAP1|9392	459.051
TGIF1|7050	1595.0255	TGIF1|7050	1285.4275
TGIF2|60436	623.2499	TGIF2|60436	837.523
lowly_expressed	lowly_expressed	TGM1|7051	29.5889
TGM2|7052	1307.5662	TGM2|7052	662.7919
TGM5|9333	5.1332	TGM5|9333	32.1251
TGOLN2|10618	8742.3075	TGOLN2|10618	8976.4345
TGS1|96764	476.4544	TGS1|96764	801.0145
TH1L|51497	1733.1552	TH1L|51497	1697.5589
THADA|63892	1266.5006	THADA|63892	1475.2193
THAP10|56906	63.9317	THAP10|56906	33.8159
THAP11|57215	537.1195	THAP11|57215	458.2056
THAP1|55145	194.1283	THAP1|55145	196.9777
THAP2|83591	117.59700000000001	THAP2|83591	62.5594
THAP3|90326	275.0276	THAP3|90326	129.8954
THAP4|51078	1388.2975	THAP4|51078	674.2048
THAP5|168451	430.7222	THAP5|168451	480.186
THAP6|152815	247.3269	THAP6|152815	327.16900000000004
THAP7|80764	421.4591	THAP7|80764	182.1832
THAP8|199745	142.7963	THAP8|199745	47.3423
THAP9|79725	92.3976	THAP9|79725	174.9974
THBD|7056	565.5854	THBD|7056	868.2236
THBS1|7057	13531.5838	THBS1|7057	11951.8123
THBS2|7058	14986.1462	THBS2|7058	2327.803
THBS3|7059	1052.8148	THBS3|7059	637.4849
THBS4|7060	2134.0115	THBS4|7060	571.0663
THEG|51298	6.0665	lowly_expressed	lowly_expressed
THEM4|117145	364.4573	THEM4|117145	266.3003
lowly_expressed	lowly_expressed	THEM5|284486	13.1037
THEMIS|387357	29.3992	THEMIS|387357	50.7239
THG1L|54974	383.1234	THG1L|54974	179.64700000000002
THNSL1|79896	169.8623	THNSL1|79896	215.9992
THNSL2|55258	1521.7607	THNSL2|55258	1038.994
THOC1|9984	489.05400000000003	THOC1|9984	458.6283
THOC2|57187	1140.0372	THOC2|57187	1713.6215
THOC3|84321	846.5115	THOC3|84321	524.9921
THOC4|10189	721.448	THOC4|10189	420.1627
THOC5|8563	620.184	THOC5|8563	542.7454
THOC6|79228	760.8897	THOC6|79228	251.062
THOC7|80145	1019.6403	THOC7|80145	699.9894
THOP1|7064	776.5133	THOP1|7064	429.4621
THPO|7066	79.3313	THPO|7066	5.4951
THRAP3|9967	4618.4807	THRAP3|9967	4012.6809999999996
THRA|7067	470.5605	THRA|7067	904.6433
THRB|7068	468.5212	THRB|7068	1204.692
THRSP|7069	90.531	THRSP|7069	328.8598
THSD1P1|374500	81.1979	THSD1P1|374500	197.8231
THSD1|55901	118.5303	THSD1|55901	268.4138
THSD4|79875	2373.8720000000003	THSD4|79875	6079.255999999999
THSD7A|221981	54.1319	THSD7A|221981	114.5514
THSD7B|80731	29.3992	THSD7B|80731	156.8213
THTPA|79178	489.05400000000003	THTPA|79178	289.1261
THUMPD1|55623	1856.8187	THUMPD1|55623	2215.3651
THUMPD2|80745	185.7285	THUMPD2|80745	305.6113
THUMPD3|25917	1029.4401	THUMPD3|25917	989.9609
THY1|7070	7174.348000000001	THY1|7070	1239.776
THYN1|29087	638.8502	THYN1|29087	634.0484
TIA1|7072	860.5111	TIA1|7072	1868.3293
TIAF1|9220	329.0802	TIAF1|9220	370.0518
TIAL1|7073	1163.3699	TIAL1|7073	1276.5508
TIAM1|7074	309.8587	TIAM1|7074	390.9965
TIAM2|26230	75.4954	TIAM2|26230	208.1961
TICAM1|148022	936.1092	TICAM1|148022	638.2754
TICAM2|353376	121.5169	TICAM2|353376	65.9579
TIE1|7075	673.8493	TIE1|7075	581.211
TIFAB|497189	8.3998	lowly_expressed	lowly_expressed
TIFA|92610	398.9897	TIFA|92610	435.3799
TIGD1|200765	38.7323	TIGD1|200765	212.1949
TIGD2|166815	137.1965	TIGD2|166815	343.2315
TIGD3|220359	6.0665	lowly_expressed	lowly_expressed
TIGD4|201798	13.533	TIGD4|201798	6.7632
TIGD5|84948	188.5285	TIGD5|84948	90.0349
TIGD6|81789	262.7265	TIGD6|81789	215.1538
TIGD7|91151	148.8675	TIGD7|91151	371.9751
TIGIT|201633	60.6651	TIGIT|201633	21.1349
TIMD4|91937	5.5999	lowly_expressed	lowly_expressed
TIMELESS|8914	622.9839	TIMELESS|8914	429.0394
TIMM10|26519	411.1227	TIMM10|26519	183.4513
TIMM13|26517	1364.4981	TIMM13|26517	482.2995
TIMM16|51025	221.7823	TIMM16|51025	74.3612
TIMM17A|10440	1274.9004	TIMM17A|10440	600.6552
TIMM17B|10245	482.9875	TIMM17B|10245	273.0635
TIMM22|29928	392.9232	TIMM22|29928	340.2726
TIMM44|10469	475.0544	TIMM44|10469	262.496
TIMM50|92609	692.0488	TIMM50|92609	541.0546
TIMM8A|1678	97.0642	TIMM8A|1678	83.2717
TIMM8B|26521	574.9185	TIMM8B|26521	276.8678
TIMM9|26520	716.3148	TIMM9|26520	533.8688
TIMP1|7076	12294.4824	TIMP1|7076	4842.0163
TIMP2|7077	16875.1641	TIMP2|7077	10081.7922
TIMP3|7078	26478.916	TIMP3|7078	21288.808999999997
TIMP4|7079	63.9317	TIMP4|7079	330.1279
TINAGL1|64129	1557.2264	TINAGL1|64129	2561.1328
TINF2|26277	1270.7005	TINF2|26277	1136.6374
TIPARP|25976	918.3716	TIPARP|25976	3117.3624
TIPIN|54962	97.0642	TIPIN|54962	98.9116
TIPRL|261726	1368.6979999999999	TIPRL|261726	948.1137
TIRAP|114609	157.2626	TIRAP|114609	204.1636
TJAP1|93643	443.3219	TJAP1|93643	527.951
TJP1|7082	1753.6879999999999	TJP1|7082	3012.5753
TJP2|9414	1213.7686	TJP2|9414	1845.5035
TJP3|27134	1509.6277	TJP3|27134	290.3942
TK1|7083	694.8487	TK1|7083	152.5943
TK2|7084	780.7132	TK2|7084	988.2701
TKT|7086	4788.8096	TKT|7086	3073.4439
TLCD1|116238	208.128	TLCD1|116238	60.4459
TLE1|7088	948.2422	TLE1|7088	1090.5632
TLE2|7089	555.319	TLE2|7089	1100.708
TLE3|7090	2753.2622	TLE3|7090	1285.8502
TLE4|7091	288.8592	TLE4|7091	846.2433
TLE6|79816	165.6624	TLE6|79816	7.6086
TLK1|9874	1153.1035	TLK1|9874	1633.7314
TLK2|11011	554.3857	TLK2|11011	589.665
TLL1|7092	145.1296	TLL1|7092	184.7194
TLL2|7093	41.9989	TLL2|7093	5.9178
TLN1|7094	7939.1949	TLN1|7094	8413.8223
TLN2|83660	1258.5582	TLN2|83660	1407.1647
TLR10|81793	24.266	TLR10|81793	28.7435
TLR1|7096	214.1945	TLR1|7096	235.4433
TLR2|7097	632.317	TLR2|7097	899.0806
TLR3|7098	424.6557	TLR3|7098	331.39599999999996
TLR4|7099	364.4573	TLR4|7099	622.6355
TLR5|7100	425.1224	TLR5|7100	539.3638
TLR6|10333	48.5321	TLR6|10333	42.6926
TLR7|51284	132.0633	TLR7|51284	123.8508
TLR8|51311	47.5988	TLR8|51311	35.084
TLR9|54106	21.3541	TLR9|54106	15.4201
TM2D1|83941	402.7229	TM2D1|83941	355.4898
TM2D2|83877	1096.1717	TM2D2|83877	708.8661
TM2D3|80213	642.1167	TM2D3|80213	558.3853
TM4SF18|116441	109.1972	TM4SF18|116441	593.0466
TM4SF1|4071	2846.1265	TM4SF1|4071	9830.2864
TM6SF1|53346	118.5303	TM6SF1|53346	103.1385
TM6SF2|53345	15.2876	TM6SF2|53345	16.4514
TM7SF2|7108	704.6485	TM7SF2|7108	340.6953
TM7SF3|51768	2208.6763	TM7SF3|51768	1583.0075
TM7SF4|81501	6.0665	lowly_expressed	lowly_expressed
TM9SF1|10548	2516.715	TM9SF1|10548	1537.3349
TM9SF2|9375	5370.2613	TM9SF2|9375	5231.322
TM9SF3|56889	4920.4062	TM9SF3|56889	6004.0156
TM9SF4|9777	2514.8017	TM9SF4|9777	2222.1283
TMBIM1|64114	2153.611	TMBIM1|64114	3120.3635
TMBIM4|51643	1445.0053	TMBIM4|51643	974.7141
TMBIM6|7009	25303.8796	TMBIM6|7009	19432.3153
TMC4|147798	2760.262	TMC4|147798	1313.3256
TMC5|79838	4017.4295	TMC5|79838	1210.187
TMC6|11322	722.3813	TMC6|11322	467.505
TMC7|79905	43.3989	TMC7|79905	92.9938
TMC8|147138	197.3949	TMC8|147138	214.7311
TMCC1|23023	703.7152	TMCC1|23023	1003.4873
TMCC2|9911	33.5991	TMCC2|9911	26.2073
TMCC3|57458	270.6597	TMCC3|57458	455.6694
TMCO1|54499	4773.41	TMCO1|54499	1873.4017
TMCO3|55002	3042.1214	TMCO3|55002	1388.9887
TMCO4|255104	866.1110000000001	TMCO4|255104	754.0949
TMCO6|55374	202.0614	TMCO6|55374	224.4531
TMCO7|79613	210.9279	TMCO7|79613	461.1645
TMED10P1|286102	28.9326	TMED10P1|286102	80.7355
TMED10|10972	9316.7593	TMED10|10972	9017.859
TMED1|11018	611.6629	TMED1|11018	271.7405
TMED2|10959	7571.9377	TMED2|10959	5339.1102
TMED3|23423	4337.088	TMED3|23423	1734.3337
TMED4|222068	1011.7072	TMED4|222068	1071.1191
TMED5|50999	1032.24	TMED5|50999	1208.0735
TMED7-TICAM2|100302736	85.3325	TMED7-TICAM2|100302736	50.8253
TMED7|51014	2078.825	TMED7|51014	2000.0972
TMED8|283578	427.4556	TMED8|283578	395.2235
TMED9|54732	4391.2199	TMED9|54732	1801.1202
TMEFF1|8577	58.7611	TMEFF1|8577	19.4442
TMEM100|55273	44.7988	TMEM100|55273	169.5023
TMEM101|84336	1389.6974	TMEM101|84336	552.0448
TMEM102|284114	209.9946	TMEM102|284114	156.8213
TMEM104|54868	476.921	TMEM104|54868	344.4996
lowly_expressed	lowly_expressed	TMEM105|284186	16.4853
TMEM106A|113277	223.0609	TMEM106A|113277	199.9366
TMEM106B|54664	1241.7679	TMEM106B|54664	1560.6045
TMEM106C|79022	1826.4861	TMEM106C|79022	1271.9011
TMEM107|84314	178.2621	TMEM107|84314	182.1832
TMEM108|66000	45.2655	TMEM108|66000	112.0152
TMEM109|79073	2456.4699	TMEM109|79073	2441.9317
TMEM110|375346	234.2606	TMEM110|375346	155.1305
TMEM111|55831	1327.6324	TMEM111|55831	993.3425
TMEM115|11070	1685.0898	TMEM115|11070	911.3389
TMEM116|89894	295.85900000000004	TMEM116|89894	184.7194
TMEM117|84216	111.9971	TMEM117|84216	155.1305
TMEM119|338773	2208.6763	TMEM119|338773	588.3969
TMEM11|8834	498.8538	TMEM11|8834	254.0421
