gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
SNRPD2|6633	3006.1890000000003	SNRPD2|6633	1764.3453
SNRPD3|6634	1919.3924	SNRPD3|6634	1275.9675
SNRPE|6635	1476.9618	SNRPE|6635	586.2834
SNRPF|6636	984.1746	SNRPF|6636	549.0859
SNRPG|6637	600.5845	SNRPG|6637	389.7284
SNRPN|6638	1237.9554	SNRPN|6638	1620.2769
SNTA1|6640	242.1937	SNTA1|6640	274.3316
SNTB1|6641	234.2606	SNTB1|6641	445.5247
SNTB2|6645	525.4531	SNTB2|6645	1111.2755
SNTN|132203	90.531	lowly_expressed	lowly_expressed
SNUPN|10073	489.9873	SNUPN|10073	346.6131
SNURF|8926	34.6118	SNURF|8926	33.3214
SNW1|22938	1686.4898	SNW1|22938	1232.1674
SNX10|29887	240.7938	SNX10|29887	131.0367
SNX11|29916	481.5876	SNX11|29916	469.1958
SNX12|29934	283.726	SNX12|29934	288.2807
SNX13|23161	690.6488	SNX13|23161	1212.3005
SNX14|57231	861.9111	SNX14|57231	1181.8662
SNX15|29907	549.2525	SNX15|29907	401.9867
SNX16|64089	189.9284	SNX16|64089	248.9697
SNX17|9784	2562.8671	SNX17|9784	2010.7788
SNX18|112574	758.7804	SNX18|112574	1118.8841
SNX19|399979	1958.0827	SNX19|399979	2220.0148
SNX1|6642	3121.4527	SNX1|6642	4472.5774
SNX20|124460	40.1323	SNX20|124460	16.908
SNX21|90203	283.0214	SNX21|90203	464.6518
SNX22|79856	210.1812	SNX22|79856	206.1503
SNX24|28966	217.9277	SNX24|28966	119.6238
SNX25|83891	254.3268	SNX25|83891	380.42900000000003
SNX27|81609	1621.7461	SNX27|81609	977.5209
SNX29|92017	772.3134	SNX29|92017	896.5444
SNX2|6643	1666.8903	SNX2|6643	1257.1066
SNX30|401548	491.3873	SNX30|401548	715.2066
SNX33|257364	949.6421	SNX33|257364	859.7696
SNX3|8724	2090.146	SNX3|8724	2449.5403
SNX4|8723	687.3822	SNX4|8723	785.3746
SNX5|27131	1872.2183	SNX5|27131	2061.5027
SNX6|58533	1356.0983	SNX6|58533	1295.1495
SNX7|51375	619.7173	SNX7|51375	412.9769
SNX8|29886	319.6584	SNX8|29886	276.4451
SNX9|51429	1880.6181	SNX9|51429	1910.1765
SOAT1|6646	506.7869	SOAT1|6646	471.3093
SOBP|55084	126.9301	SOBP|55084	317.0242
SOCS1|8651	98.4641	SOCS1|8651	59.1779
SOCS2|8835	210.9279	SOCS2|8835	856.8107
SOCS3|9021	1217.9685	SOCS3|9021	2042.4812
SOCS4|122809	426.98900000000003	SOCS4|122809	657.7195
SOCS5|9655	624.3839	SOCS5|9655	1591.0388
SOCS6|9306	1065.3725	SOCS6|9306	1335.3059
SOCS7|30837	33.1325	SOCS7|30837	131.0367
SOD1|6647	4024.8959999999997	SOD1|6647	1873.8244
SOD2|6648	5061.8026	SOD2|6648	11696.9249
SOD3|6649	421.8558	SOD3|6649	856.388
SOLH|6650	1096.6383	SOLH|6650	484.8357
SON|6651	5324.9958	SON|6651	10476.1703
SORBS1|10580	1287.0334	SORBS1|10580	3858.3959
SORBS2|8470	1256.2342	SORBS2|8470	2389.9398
SORBS3|10174	2704.2635	SORBS3|10174	2013.7377
SORCS1|114815	32.6658	SORCS1|114815	211.7722
SORCS2|57537	386.39	SORCS2|57537	181.3378
SORD|6652	957.5753	SORD|6652	448.9063
SORL1|6653	3239.9829999999997	SORL1|6653	2840.5368
SORT1|6272	3505.0428	SORT1|6272	3575.6103
SOS1|6654	898.7768	SOS1|6654	1648.1031
SOS2|6655	981.8413	SOS2|6655	1833.2453
SOSTDC1|25928	55.5319	SOSTDC1|25928	361.8303
SOX10|6663	315.9252	SOX10|6663	2243.6859
SOX11|6664	42.4656	SOX11|6664	26.2073
SOX12|6666	1101.7715	SOX12|6666	339.0045
SOX13|9580	1069.5724	SOX13|9580	939.6597
SOX15|6665	9.3331	SOX15|6665	60.4459
SOX17|64321	94.7309	SOX17|64321	242.2065
SOX18|54345	203.4614	SOX18|54345	124.2735
lowly_expressed	lowly_expressed	SOX21|11166	5.4951
SOX4|6659	4800.0093	SOX4|6659	2976.2232
SOX5|6660	12.133	SOX5|6660	73.9723
SOX6|55553	16.7996	SOX6|55553	81.1582
SOX7|83595	133.0246	SOX7|83595	390.5738
SOX8|30812	21.4661	SOX8|30812	116.6649
SOX9|6662	2547.9342	SOX9|6662	3845.7149
SP100|6672	1998.215	SP100|6672	1789.2846
SP110|3431	1198.369	SP110|3431	560.4988
SP140L|93349	126.4634	SP140L|93349	328.8598
SP140|11262	54.5986	SP140|11262	8.454
SP1|6667	3148.9853	SP1|6667	4494.9805
SP2|6668	645.85	SP2|6668	992.9198
SP3|6670	1894.6177	SP3|6670	2628.7647
SP4|6671	123.6635	SP4|6671	310.6837
SP5|389058	68.1316	lowly_expressed	lowly_expressed
SP6|80320	344.8578	SP6|80320	392.2646
SPA17|53340	366.7905	SPA17|53340	120.8919
SPAG16|79582	86.7978	SPAG16|79582	337.7364
SPAG17|200162	9.3331	lowly_expressed	lowly_expressed
SPAG1|6674	163.7958	SPAG1|6674	235.0206
SPAG4|6676	83.5312	SPAG4|6676	12.2583
SPAG5|10615	231.4607	SPAG5|10615	89.6122
lowly_expressed	lowly_expressed	SPAG6|9576	32.5478
SPAG7|9552	574.9185	SPAG7|9552	486.9492
SPAG8|26206	37.799	SPAG8|26206	17.7534
SPAG9|9043	1351.8984	SPAG9|9043	2636.3732
SPARCL1|8404	10489.928999999998	SPARCL1|8404	20825.9537
SPARC|6678	99114.1729	SPARC|6678	21427.4543
SPAST|6683	380.7902	SPAST|6683	458.2056
SPATA12|353324	6.0665	SPATA12|353324	5.9178
SPATA13|221178	354.2095	SPATA13|221178	904.9477
SPATA17|128153	180.5953	SPATA17|128153	19.8668
SPATA18|132671	608.9843	SPATA18|132671	639.1208
lowly_expressed	lowly_expressed	SPATA1|64173	9.3459
SPATA20|64847	1056.9727	SPATA20|64847	883.0181
SPATA24|202051	23.7994	SPATA24|202051	12.681
SPATA2L|124044	281.3927	SPATA2L|124044	201.6274
SPATA2|9825	490.454	SPATA2|9825	438.3388
SPATA4|132851	31.2659	SPATA4|132851	12.2583
SPATA5L1|79029	171.7289	SPATA5L1|79029	241.3611
SPATA5|166378	129.2633	SPATA5|166378	272.6408
SPATA6|54558	142.7963	SPATA6|54558	255.3102
SPATA7|55812	233.794	SPATA7|55812	189.3691
SPATA9|83890	6.5332	lowly_expressed	lowly_expressed
SPATS1|221409	5.5485	lowly_expressed	lowly_expressed
SPATS2L|26010	3310.4478	SPATS2L|26010	1423.65
SPATS2|65244	763.4469	SPATS2|65244	576.984
SPC24|147841	10.7331	lowly_expressed	lowly_expressed
SPC25|57405	59.7318	SPC25|57405	25.3619
SPCS1|28972	2471.5662	SPCS1|28972	1719.5393
SPCS2|9789	645.85	SPCS2|9789	341.11800000000005
SPCS3|60559	2254.8751	SPCS3|60559	2401.7753
SPDEF|25803	3740.7034	SPDEF|25803	1001.3738
lowly_expressed	lowly_expressed	SPDYA|245711	8.7795
lowly_expressed	lowly_expressed	SPDYE1|285955	9.8531
SPDYE3|441272	93.3356	SPDYE3|441272	98.4762
lowly_expressed	lowly_expressed	SPDYE5|442590	15.2172
SPDYE6|729597	19.5995	SPDYE6|729597	31.2797
SPDYE8P|389517	20.0661	SPDYE8P|389517	15.2172
SPEF1|25876	175.9288	lowly_expressed	lowly_expressed
SPEF2|79925	304.7255	SPEF2|79925	292.9304
SPEG|10290	121.7969	SPEG|10290	552.4675
SPEN|23013	1594.0922	SPEN|23013	4025.3619
SPESP1|246777	310.2087	SPESP1|246777	121.285
SPG11|80208	2267.4748	SPG11|80208	2413.1882
SPG20|23111	1126.5042	SPG20|23111	1596.5339
SPG21|51324	2184.8769	SPG21|51324	1542.8511
SPG7|6687	790.0463	SPG7|6687	896.5444
SPHAR|10638	86.2144	SPHAR|10638	70.578
SPHK1|8877	715.8622	SPHK1|8877	335.1242
SPHK2|56848	324.0263	SPHK2|56848	170.7704
SPHKAP|80309	15.8663	SPHKAP|80309	177.9563
SPI1|6688	422.7891	SPI1|6688	180.4924
SPIB|6689	22.3994	SPIB|6689	10.9902
SPIN1|10927	2460.2031	SPIN1|10927	3260.6996
SPIN2A|54466	6.0665	lowly_expressed	lowly_expressed
SPIN2B|474343	73.7268	SPIN2B|474343	50.3815
SPIN3|169981	218.3944	SPIN3|169981	280.2494
SPIN4|139886	79.7979	SPIN4|139886	129.3459
SPINK4|27290	5.1332	lowly_expressed	lowly_expressed
SPINK5|11005	5.1332	SPINK5|11005	46.9196
SPINK8|646424	7.4665	SPINK8|646424	10.1448
SPINT1|6692	4472.8845	SPINT1|6692	3453.0276
SPINT2|10653	9964.4759	SPINT2|10653	5367.0083
SPIRE1|56907	903.4433	SPIRE1|56907	1131.565
SPIRE2|84501	63.465	SPIRE2|84501	51.1466
SPNS1|83985	1213.3067	SPNS1|83985	495.1199
SPNS2|124976	302.7422	SPNS2|124976	400.5791
SPNS3|201305	17.2662	SPNS3|201305	12.2583
SPN|6693	191.795	SPN|6693	144.1403
SPOCD1|90853	174.9955	SPOCD1|90853	22.8257
SPOCK1|6695	1440.5628	SPOCK1|6695	480.6087
SPOCK2|9806	695.3154	SPOCK2|9806	310.26099999999997
lowly_expressed	lowly_expressed	SPOCK3|50859	6.7632
SPON1|10418	2676.7309	SPON1|10418	2269.0479
SPON2|10417	2134.0115	SPON2|10417	708.8661
SPOPL|339745	953.842	SPOPL|339745	946.0002
SPOP|8405	1361.6982	SPOP|8405	960.372
SPP1|6696	1950.1496	SPP1|6696	1970.6224
SPPL2A|84888	764.8469	SPPL2A|84888	672.9367
SPPL2B|56928	759.7137	SPPL2B|56928	631.0895
SPPL3|121665	1451.7625	SPPL3|121665	1422.3819
SPRED1|161742	1601.5586	SPRED1|161742	1555.9548
SPRED2|200734	2676.7309	SPRED2|200734	2314.6994
SPRN|503542	73.7314	SPRN|503542	54.5282
SPRY1|10252	1358.4316	SPRY1|10252	2780.9363
SPRY2|10253	524.9864	SPRY2|10253	1639.2265
SPRY3|10251	29.8659	SPRY3|10251	83.2717
SPRY4|81848	1063.5059	SPRY4|81848	1063.5105
SPRYD3|84926	1399.0305	SPRYD3|84926	1247.8072
SPRYD4|283377	262.2599	SPRYD4|283377	302.2297
SPR|6697	1012.1739	SPR|6697	423.967
SPSB1|80176	1526.8939	SPSB1|80176	728.3103
SPSB2|84727	194.1283	SPSB2|84727	64.2502
SPSB3|90864	910.4431	SPSB3|90864	421.0081
SPSB4|92369	31.7325	SPSB4|92369	23.6711
SPTAN1|6709	7711.0008	SPTAN1|6709	7439.5012
SPTBN1|6711	4814.4756	SPTBN1|6711	12065.5183
SPTBN2|6712	323.3916	SPTBN2|6712	904.153
SPTBN4|57731	48.9987	SPTBN4|57731	21.1349
SPTBN5|51332	31.2659	SPTBN5|51332	98.0662
SPTB|6710	41.5323	SPTB|6710	96.7981
SPTLC1|10558	1680.4233	SPTLC1|10558	1611.3283
SPTLC2|9517	2550.7341	SPTLC2|9517	1839.1631
SPTLC3|55304	440.9886	SPTLC3|55304	503.8571
SPTY2D1|144108	757.3804	SPTY2D1|144108	1016.2824
SQLE|6713	1217.9685	SQLE|6713	857.6561
SQRDL|58472	2673.4643	SQRDL|58472	1311.2121
SQSTM1|8878	9871.3317	SQSTM1|8878	4697.6265
SR140|23350	1452.2292	SR140|23350	2542.9568
SRA1|10011	667.3161	SRA1|10011	448.9063
SRBD1|55133	451.255	SRBD1|55133	452.2879
SRCAP|10847	4546.1492	SRCAP|10847	4027.8981
SRCIN1|80725	507.2536	SRCIN1|80725	337.7364
SRCRB4D|136853	19.6322	SRCRB4D|136853	30.4343
SRC|6714	990.7077	SRC|6714	772.2710000000001
SRD5A1|6715	290.7258	SRD5A1|6715	374.934
SRD5A2|6716	30.3325	SRD5A2|6716	9.7221
SRD5A3|79644	701.3819	SRD5A3|79644	420.9151
SREBF1|6720	5356.2616	SREBF1|6720	2961.006
SREBF2|6721	2954.3903	SREBF2|6721	3557.8569
SRFBP1|153443	250.1269	SRFBP1|153443	375.7794
SRF|6722	2055.6136	SRF|6722	2115.6082
SRGAP1|57522	216.0611	SRGAP1|57522	475.5363
SRGAP2|23380	750.3806	SRGAP2|23380	653.4925
SRGAP3|9901	94.2642	SRGAP3|9901	323.7874
SRGN|5552	1109.7047	SRGN|5552	1208.4962
SRI|6717	1638.4243	SRI|6717	1300.2219
SRL|6345	14.9329	SRL|6345	33.8159
SRMS|6725	38.2657	SRMS|6725	5.0724
SRM|6723	1395.7639	SRM|6723	1154.8135
SRP14|6727	4389.8199	SRP14|6727	3075.5574
SRP19|6728	699.9819	SRP19|6728	599.6449
SRP54|6729	1161.0367	SRP54|6729	990.3836
SRP68|6730	1907.2174	SRP68|6730	1808.306
SRP72|6731	2791.9945	SRP72|6731	3211.2438
SRP9|6726	7363.8098	SRP9|6726	2668.9211
SRPK1|6732	1128.8375	SRPK1|6732	1320.9342
SRPK2|6733	1320.6326	SRPK2|6733	986.1566
SRPK3|26576	70.9175	SRPK3|26576	18.1761
SRPRB|58477	1546.0267	SRPRB|58477	1017.8589999999999
SRPR|6734	3608.6401	SRPR|6734	3351.1571
SRPX2|27286	808.2458	SRPX2|27286	306.4567
SRPX|8406	805.9125	SRPX|8406	2100.391
SRRD|402055	258.9933	SRRD|402055	249.3924
SRRM1|10250	1533.8937	SRRM1|10250	2256.7896
SRRM2|23524	10234.6689	SRRM2|23524	18794.4626
SRRM3|222183	129.2633	SRRM3|222183	49.8785
SRRM5|100170229	12.427	SRRM5|100170229	26.5497
SRRT|51593	1819.953	SRRT|51593	1241.8895
SRR|63826	225.7862	SRR|63826	357.7935
SRXN1|140809	748.0473	SRXN1|140809	511.4657
SS18L1|26039	247.3269	SS18L1|26039	480.6087
SS18L2|51188	327.1249	SS18L2|51188	211.7722
SS18|6760	2268.4081	SS18|6760	2045.0174
SSBP1|6742	1170.3698	SSBP1|6742	788.7562
SSBP2|23635	328.9915	SSBP2|23635	709.7115
SSBP3|23648	810.5791	SSBP3|23648	789.6016
SSBP4|170463	917.443	SSBP4|170463	408.3272
SSB|6741	2218.644	SSB|6741	1866.8794
SSC5D|284297	2590.3997	SSC5D|284297	431.1529
SSFA2|6744	1227.7683	SSFA2|6744	2324.4214
SSH1|54434	965.975	SSH1|54434	1508.1898
SSH2|85464	474.5877	SSH2|85464	782.8384
SSH3|54961	1841.8858	SSH3|54961	894.4309
SSNA1|8636	981.8413	SSNA1|8636	302.6524
SSPN|8082	1140.9705	SSPN|8082	1804.5017
SSPO|23145	6.9998	SSPO|23145	39.311
SSR1|6745	3568.5078	SSR1|6745	3482.6165
SSR2|6746	11978.0906	SSR2|6746	5136.6374
SSR3|6747	3283.8485	SSR3|6747	4215.9992
SSR4|6748	4694.0787	SSR4|6748	2312.1632
SSRP1|6749	3679.5716	SSRP1|6749	3405.6853
SSSCA1|10534	422.3224	SSSCA1|10534	191.0599
SSTR1|6751	5.1332	SSTR1|6751	28.7435
SSTR2|6752	83.0645	SSTR2|6752	102.2931
SSU72|29101	2606.266	SSU72|29101	1942.3016
SSX2IP|117178	546.4525	SSX2IP|117178	595.1601
ST13|6767	4926.0061	ST13|6767	5427.4543
ST14|6768	4143.8929	ST14|6768	2716.6859999999997
ST20|400410	46.9875	ST20|400410	12.9853
ST3GAL1|6482	1712.1558	ST3GAL1|6482	1592.3069
ST3GAL2|6483	487.1874	ST3GAL2|6483	394.8008
ST3GAL3|6487	172.1956	ST3GAL3|6487	244.7427
ST3GAL4|6484	479.7209	ST3GAL4|6484	269.6819
ST3GAL5|8869	455.9216	ST3GAL5|8869	211.3495
ST3GAL6|10402	43.8655	ST3GAL6|10402	110.3244
ST5|6764	1731.2886	ST5|6764	3120.3635
ST6GAL1|6480	2855.9262	ST6GAL1|6480	1582.1621
ST6GAL2|84620	402.2563	ST6GAL2|84620	384.2333
ST6GALNAC1|55808	5.5999	ST6GALNAC1|55808	24.9392
ST6GALNAC2|10610	1066.7724	ST6GALNAC2|10610	1082.532
ST6GALNAC3|256435	36.3991	ST6GALNAC3|256435	87.07600000000001
ST6GALNAC4|27090	460.1214	ST6GALNAC4|27090	202.8955
ST6GALNAC5|81849	97.5308	ST6GALNAC5|81849	228.2574
ST6GALNAC6|30815	1273.5004	ST6GALNAC6|30815	1176.7938
ST7L|54879	280.4594	ST7L|54879	357.1806
ST7OT1|93653	29.7306	ST7OT1|93653	115.1051
ST7|7982	610.9162	ST7|7982	521.471
ST8SIA1|6489	179.1954	ST8SIA1|6489	208.3906
ST8SIA2|8128	51.7987	ST8SIA2|8128	458.2056
ST8SIA4|7903	195.5283	ST8SIA4|7903	130.1913
ST8SIA6|338596	188.9951	ST8SIA6|338596	108.2109
STAB1|23166	782.6638	STAB1|23166	979.3934
lowly_expressed	lowly_expressed	STAB2|55576	106.5201
STAC2|342667	453.5883	STAC2|342667	7515.1643
STAC3|246329	71.4635	STAC3|246329	6.7632
STAC|6769	31.2659	STAC|6769	147.5219
STAG1|10274	727.8879	STAG1|10274	1290.8507
STAG2|10735	1942.2165	STAG2|10735	3542.6398
STAG3L1|54441	14.9329	STAG3L1|54441	22.8257
STAG3L2|442582	16.7996	STAG3L2|442582	91.7257
STAG3L3|442578	84.7258	STAG3L3|442578	208.3906
STAG3L4|64940	67.6649	STAG3L4|64940	133.1502
STAG3|10734	18.0549	STAG3|10734	32.3238
STAM2|10254	647.7166	STAM2|10254	1049.1388
STAMBPL1|57559	77.4647	STAMBPL1|57559	96.3754
STAMBP|10617	732.6477	STAMBP|10617	697.0305
STAM|8027	427.9223	STAM|8027	517.3835
STAP1|26228	12.133	lowly_expressed	lowly_expressed
STAP2|55620	951.9754	STAP2|55620	524.1467
STARD10|10809	2651.5315	STARD10|10809	1164.9583
STARD13|90627	913.7097	STARD13|90627	775.6525
STARD3NL|83930	472.7211	STARD3NL|83930	544.4362
STARD3|10948	875.4441	STARD3|10948	615.4496
STARD4|134429	48.0654	STARD4|134429	60.4459
STARD5|80765	126.4634	STARD5|80765	89.6122
STARD7|56910	2805.4809	STARD7|56910	2865.3408
STARD8|9754	321.525	STARD8|9754	453.556
STAR|6770	25.666	STAR|6770	9.2994
STAT1|6772	6811.7574	STAT1|6772	3999.5773
STAT2|6773	2523.2015	STAT2|6773	2168.4455
STAT3|6774	9559.4197	STAT3|6774	9128.1835
STAT4|6775	38.2657	STAT4|6775	73.9723
STAT5A|6776	1767.221	STAT5A|6776	2680.7566
STAT5B|6777	1735.4885	STAT5B|6777	3505.8649
STAT6|6778	3875.0999	STAT6|6778	3638.5924
STAU1|6780	3307.6479	STAU1|6780	2931.8398
STAU2|27067	759.2471	STAU2|27067	632.3576
STBD1|8987	419.7745	STBD1|8987	911.4868
STC1|6781	326.1916	STC1|6781	826.3764
STC2|8614	12317.8151	STC2|8614	3376.0964
STEAP1|26872	216.5277	STEAP1|26872	222.7623
STEAP2|261729	609.9176	STEAP2|261729	1015.7455
STEAP3|55240	1621.6248	STEAP3|55240	1590.1934
STEAP4|79689	969.2416	STEAP4|79689	2437.282
STIL|6491	146.9962	STIL|6491	177.1109
STIM1|6786	1142.8371	STIM1|6786	1972.7359
STIM2|57620	458.2548	STIM2|57620	664.4827
STIP1|10963	2530.2013	STIP1|10963	1952.8691
STK10|6793	822.7121	STK10|6793	656.8741
STK11IP|114790	539.9194	STK11IP|114790	347.8812
STK11|6794	1301.9664	STK11|6794	612.0681
STK16|8576	1066.3058	STK16|8576	542.7454
STK17A|9263	529.1863	STK17A|9263	907.9573
STK17B|9262	816.6456	STK17B|9262	1283.7367
STK19|8859	460.8494	STK19|8859	281.3526
STK24|8428	3099.0533	STK24|8428	2872.6619
STK25|10494	1512.8943	STK25|10494	1145.0914
STK32B|55351	461.9881	STK32B|55351	381.2744
STK32C|282974	279.9928	STK32C|282974	60.8686
lowly_expressed	lowly_expressed	STK33|65975	12.681
STK35|140901	928.6427	STK35|140901	1167.4945
STK36|27148	680.3824	STK36|27148	706.7526
STK38L|23012	1176.9029	STK38L|23012	1446.8984
STK38|11329	862.8444	STK38|11329	987.002
STK39|27347	452.1883	STK39|27347	574.4478
STK3|6788	452.655	STK3|6788	547.8178
STK40|83931	1429.8297	STK40|83931	1546.6554
STK4|6789	738.2476	STK4|6789	932.0511
lowly_expressed	lowly_expressed	STL|7955	7.1901
STMN1|3925	2014.0813	STMN1|3925	1240.1987
STMN2|11075	44.7988	STMN2|11075	62.9821
STMN3|50861	1576.8259	STMN3|50861	853.4291
STOML1|9399	234.7273	STOML1|9399	85.3852
STOML2|30968	2048.1471	STOML2|30968	1175.103
STOML3|161003	16.3329	lowly_expressed	lowly_expressed
STOM|2040	12641.2068	STOM|2040	8621.7901
lowly_expressed	lowly_expressed	STON1-GTF2A1L|286749	27.6614
STON1|11037	332.2581	STON1|11037	508.7435
STON2|85439	180.5953	STON2|85439	348.7266
STOX1|219736	171.2622	STOX1|219736	173.7293
STOX2|56977	24.266	STOX2|56977	136.1091
STRA13|201254	590.7847	STRA13|201254	197.8231
STRA6|64220	200.6615	STRA6|64220	237.5568
STRADA|92335	508.1869	STRADA|92335	491.1762
STRADB|55437	298.659	STRADB|55437	290.3942
STRAP|11171	2396.2714	STRAP|11171	2004.0156
STRBP|55342	1149.3703	STRBP|55342	761.2808
lowly_expressed	lowly_expressed	STRC|161497	9.0288
STRN3|29966	475.0544	STRN3|29966	645.884
STRN4|29888	1742.4883	STRN4|29888	1338.2648
STRN|6801	250.1269	STRN|6801	615.0269
STS|412	376.5903	STS|412	767.1986
STT3A|3703	4697.812	STT3A|3703	3473.7398
STT3B|201595	1682.2899	STT3B|201595	2238.1908
STUB1|10273	1948.815	STUB1|10273	619.609
STX10|8677	372.3904	STX10|8677	127.2324
STX11|8676	82.1312	STX11|8676	160.2029
STX12|23673	1332.2989	STX12|23673	2102.5045
STX16|8675	915.1097	STX16|8675	1695.4454
STX17|55014	765.3136	STX17|55014	1374.1942
STX18|53407	1113.9046	STX18|53407	538.9411
STX19|415117	21.9328	STX19|415117	32.5478
STX1A|6804	91.4596	STX1A|6804	60.4459
STX1B|112755	20.9995	STX1B|112755	94.6846
STX2|2054	216.9944	STX2|2054	265.0322
STX3|6809	915.5763	STX3|6809	849.6249
STX4|6810	1180.1695	STX4|6810	428.6167
STX5|6811	1141.9038	STX5|6811	905.8438
STX6|10228	1610.9291	STX6|10228	805.4486
STX7|8417	719.5814	STX7|8417	1055.4792
STX8|9482	289.3259	STX8|9482	235.86599999999999
STXBP1|6812	449.3884	STXBP1|6812	996.7241
STXBP2|6813	1614.1583	STXBP2|6813	801.0145
STXBP3|6814	771.8467	STXBP3|6814	1045.3345
STXBP4|252983	137.1965	STXBP4|252983	224.0304
STXBP5|134957	305.0148	STXBP5|134957	573.0825
lowly_expressed	lowly_expressed	STXBP6|29091	27.0527
STYK1|55359	66.7316	STYK1|55359	187.6783
STYXL1|51657	933.3092	STYXL1|51657	425.2351
STYX|6815	499.3204	STYX|6815	528.3737
SUB1|10923	2331.4064	SUB1|10923	2178.1676
SUCLA2|8803	634.7903	SUCLA2|8803	815.3186
SUCLG1|8802	1455.0291	SUCLG1|8802	1578.7805
SUCLG2|8801	1407.4303	SUCLG2|8801	1191.5883
lowly_expressed	lowly_expressed	SUCNR1|56670	7.6086
SUDS3|64426	1296.8332	SUDS3|64426	1329.8108
SUFU|51684	809.6458	SUFU|51684	604.4595
SUGT1L1|283507	29.4879	SUGT1L1|283507	36.4789
lowly_expressed	lowly_expressed	SUGT1P1|441394	8.0313
SUGT1|10910	577.2518	SUGT1|10910	337.7364
SULF1|23213	15292.2716	SULF1|23213	1132.4104
SULF2|55959	7065.6175	SULF2|55959	2890.8379999999997
SULT1A1|6817	425.1224	SULT1A1|6817	334.3549
SULT1A2|6799	20.0661	SULT1A2|6799	13.5264
SULT1A3|6818	308.5147	SULT1A3|6818	463.7937
lowly_expressed	lowly_expressed	SULT1C2|6819	9.2994
lowly_expressed	lowly_expressed	SULT1C3|442038	7.6086
SULT1C4|27233	17.7329	SULT1C4|27233	116.2422
lowly_expressed	lowly_expressed	SULT1E1|6783	5.9178
SULT2B1|6820	55.9986	SULT2B1|6820	113.706
SULT4A1|25830	11.1997	SULT4A1|25830	10.1448
SUMF1|285362	1789.1538	SUMF1|285362	957.4131
SUMF2|25870	4156.9593	SUMF2|25870	2023.0371
SUMO1P3|474338	140.9297	SUMO1P3|474338	54.5282
SUMO1|7341	2175.0771	SUMO1|7341	1561.4499
SUMO2|6613	2726.1962	SUMO2|6613	2074.1837
SUMO3|6612	2438.737	SUMO3|6612	1973.1586
SUN1|23353	1622.0914	SUN1|23353	3024.3432
SUN2|25777	3834.0343	SUN2|25777	4208.3906
SUOX|6821	919.7762	SUOX|6821	549.9313
SUPT16H|11198	3024.8552	SUPT16H|11198	3462.7497
SUPT3H|8464	139.9964	SUPT3H|8464	133.1502
SUPT4H1|6827	1401.5551	SUPT4H1|6827	1001.7457
SUPT5H|6829	2862.926	SUPT5H|6829	2194.2302
SUPT6H|6830	2790.1279	SUPT6H|6830	2841.3822
SUPT7L|9913	780.9372	SUPT7L|9913	1122.2657
SUPV3L1|6832	461.5214	SUPV3L1|6832	545.7043
SURF1|6834	650.5165	SURF1|6834	437.0707
SURF2|6835	334.1247	SURF2|6835	101.025
SURF4|6836	5990.9119	SURF4|6836	4376.6247
SURF6|6838	783.0464	SURF6|6838	501.3209
SUSD1|64420	193.6617	SUSD1|64420	237.5568
SUSD2|56241	2231.0757	SUSD2|56241	880.0592
SUSD3|203328	2664.5978	SUSD3|203328	290.3942
SUSD4|55061	162.3958	lowly_expressed	lowly_expressed
SUSD5|26032	97.9975	SUSD5|26032	42.2699
SUV39H1|6839	210.4612	SUV39H1|6839	223.185
SUV39H2|79723	200.1948	SUV39H2|79723	157.6667
SUV420H1|51111	849.778	SUV420H1|51111	1413.9279
SUV420H2|84787	195.5283	SUV420H2|84787	70.5907
SUZ12P|440423	118.5303	SUZ12P|440423	196.9777
SUZ12|23512	713.9816	SUZ12|23512	959.9493
SV2A|9900	99.8641	SV2A|9900	215.5765
SV2B|9899	21.9328	SV2B|9899	78.622
SVEP1|79987	720.4961	SVEP1|79987	2792.0533
SVIL|6840	1768.2523	SVIL|6840	3298.789
SVIP|258010	293.5258	SVIP|258010	284.8991
SVOPL|136306	6.9998	lowly_expressed	lowly_expressed
SWAP70|23075	1881.5514	SWAP70|23075	2449.5403
SYAP1|94056	1348.1652	SYAP1|94056	915.5659
SYBU|55638	825.8387	SYBU|55638	769.3121
SYCE1L|100130958	14.9329	SYCE1L|100130958	19.4442
SYCE1|93426	7.4665	SYCE1|93426	119.2053
SYCE2|256126	9.3331	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SYCP2L|221711	5.0724
SYCP2|10388	310.79200000000003	SYCP2|10388	427.3486
SYDE1|85360	466.6546	SYDE1|85360	334.7776
SYDE2|84144	163.3291	SYDE2|84144	210.0814
SYF2|25949	1516.1608	SYF2|25949	1022.086
SYK|6850	569.3186	SYK|6850	500.0528
SYMPK|8189	2178.3437	SYMPK|8189	1517.0665
SYN1|6853	29.8659	SYN1|6853	28.3208
SYN2|6854	91.4643	SYN2|6854	262.496
lowly_expressed	lowly_expressed	SYN3|8224	12.2583
SYNCRIP|10492	2677.6642	SYNCRIP|10492	4828.4899
SYNC|81493	333.6114	SYNC|81493	229.9398
SYNE1|23345	773.2467	SYNE1|23345	2359.0827
SYNE2|23224	2567.067	SYNE2|23224	6698.0873
SYNGAP1|8831	390.5899	SYNGAP1|8831	508.5068
SYNGR1|9145	527.273	SYNGR1|9145	688.547
