gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
C9orf142|286257	480.2409	C9orf142|286257	304.7859
C9orf150|286343	3561.1592	C9orf150|286343	749.3703
C9orf152|401546	1059.0892	C9orf152|401546	465.5751
C9orf156|51531	184.7949	C9orf156|51531	341.3098
C9orf163|158055	21.4528	lowly_expressed	lowly_expressed
C9orf167|54863	118.1784	C9orf167|54863	154.9118
C9orf169|375791	27.6553	C9orf169|375791	7.1579
C9orf16|79095	816.3342	C9orf16|79095	801.8472
C9orf171|389799	14.3018	lowly_expressed	lowly_expressed
C9orf172|389813	18.0655	lowly_expressed	lowly_expressed
C9orf21|195827	63.9819	C9orf21|195827	194.7943
C9orf23|138716	689.4994	C9orf23|138716	518.4719
lowly_expressed	lowly_expressed	C9orf24|84688	5.4576
C9orf25|203259	211.5167	C9orf25|203259	464.3157
C9orf30|91283	48.8973	C9orf30|91283	264.3661
C9orf37|85026	150.9221	C9orf37|85026	149.0344
C9orf3|84909	108.8935	C9orf3|84909	802.9429
C9orf40|55071	88.822	C9orf40|55071	137.2796
C9orf41|138199	88.822	C9orf41|138199	46.5995
C9orf43|257169	30.8619	C9orf43|257169	9.2359
C9orf45|81571	118.5548	C9orf45|81571	236.356
C9orf46|55848	760.2559	C9orf46|55848	562.1327
C9orf47|286223	7.181	C9orf47|286223	10.9152
C9orf5|23731	1867.8961	C9orf5|23731	2251.8892
C9orf64|84267	491.9082	C9orf64|84267	386.6499
C9orf66|157983	37.0004	C9orf66|157983	55.8354
C9orf68|55064	48.9274	C9orf68|55064	37.3636
C9orf69|90120	951.449	C9orf69|90120	1052.4769
C9orf6|54942	461.0463	C9orf6|54942	401.7632
C9orf72|203228	87.3165	C9orf72|203228	143.9966
C9orf78|51759	1406.4735	C9orf78|51759	2066.3308
C9orf7|11094	1718.1031	C9orf7|11094	514.6935
C9orf80|58493	282.2732	C9orf80|58493	167.5063
C9orf82|79886	297.3278	C9orf82|79886	154.0722
lowly_expressed	lowly_expressed	C9orf84|158401	7.1369
C9orf85|138241	77.9074	C9orf85|138241	131.4022
C9orf86|55684	2525.4046	C9orf86|55684	1628.0437
C9orf89|84270	251.4114	C9orf89|84270	219.1436
C9orf91|203197	2037.2601	C9orf91|203197	769.5214
C9orf93|203238	45.9164	C9orf93|203238	22.2502
C9orf95|54981	318.4042	C9orf95|54981	750.2099
C9orf96|169436	8.6564	C9orf96|169436	15.5332
C9orf98|158067	97.4784	C9orf98|158067	28.5474
C9orf9|11092	109.522	C9orf9|11092	266.1629
CA11|770	981.5581	CA11|770	643.5768
CA12|771	28793.7524	CA12|771	4348.8665
CA13|377677	115.5438	CA13|377677	85.4366
CA14|23632	17.6891	CA14|23632	11.7548
CA2|760	889.3489	CA2|760	2896.7254
CA3|761	35.0019	CA3|761	388.115
lowly_expressed	lowly_expressed	CA4|762	841.7296
CA5BP|340591	181.78400000000002	CA5BP|340591	186.8178
CA5B|11238	318.9198	CA5B|11238	345.89
CA8|767	48.551	CA8|767	297.649
CAB39L|81617	795.2578	CAB39L|81617	1741.3938
CAB39|51719	1295.4460000000001	CAB39|51719	1622.1662
CABC1|56997	366.1611	CABC1|56997	2080.0924
CABIN1|23523	1146.0294	CABIN1|23523	1218.7238
CABLES1|91768	555.1374	CABLES1|91768	1448.3627
CABLES2|81928	205.4949	CABLES2|81928	176.7422
lowly_expressed	lowly_expressed	CABP1|9478	57.0949
lowly_expressed	lowly_expressed	CABP4|57010	32.0025
lowly_expressed	lowly_expressed	CABP7|164633	8.1528
CABYR|26256	81.2947	CABYR|26256	113.7699
CACHD1|57685	82.0474	CACHD1|57685	716.6247
CACNA1A|773	72.6383	CACNA1A|773	51.6373
CACNA1C|775	93.3384	CACNA1C|775	549.5382
CACNA1D|776	610.0866	CACNA1D|776	225.4408
CACNA1F|778	51.5619	CACNA1F|778	10.4954
lowly_expressed	lowly_expressed	CACNA1G|8913	55.4156
CACNA1H|8912	74.1438	CACNA1H|8912	70.529
CACNA1I|8911	9.0327	CACNA1I|8911	41.5617
CACNA2D1|781	415.8826	CACNA2D1|781	26.4484
CACNA2D2|9254	802.7851	CACNA2D2|9254	233.8371
lowly_expressed	lowly_expressed	CACNA2D3|55799	11.7548
CACNA2D4|93589	57.2074	CACNA2D4|93589	82.7036
CACNB1|782	41.0237	CACNB1|782	94.4584
CACNB2|783	18.0655	CACNB2|783	26.8682
CACNB3|784	462.9281	CACNB3|784	425.6927
CACNB4|785	11.6673	CACNB4|785	52.0571
CACNG1|786	187.0531	CACNG1|786	16.3728
CACNG4|27092	3199.0967	CACNG4|27092	370.6969
CACYBP|27101	1164.4712	CACYBP|27101	1122.5861
CADM1|23705	335.3406	CADM1|23705	1162.8883
lowly_expressed	lowly_expressed	CADM2|253559	15.5332
CADM3|57863	23.1916	CADM3|57863	321.3812
CADM4|199731	946.1799	CADM4|199731	1308.984
CADPS2|93664	728.6413	CADPS2|93664	952.5609
CAD|790	1744.4486	CAD|790	1069.6893
CALB2|794	104.2529	CALB2|794	1444.1646
CALCOCO1|57658	1214.1513	CALCOCO1|57658	3696.8934
CALCOCO2|10241	3244.2604	CALCOCO2|10241	3038.2032
CALCRL|10203	675.1976	CALCRL|10203	404.2821
CALCR|799	6.0218	CALCR|799	51.6373
CALD1|800	2474.9718	CALD1|800	11424.8531
CALHM1|255022	10.9146	lowly_expressed	lowly_expressed
CALHM2|51063	718.1031	CALHM2|51063	1022.2502
CALM1|801	7478.3591	CALM1|801	7791.7716
CALM2|805	10805.0433	CALM2|805	8167.9219
CALM3|808	4995.1073	CALM3|808	6586.4819
CALML3|810	220.5495	CALML3|810	1742.2334
CALML4|91860	171.9985	CALML4|91860	410.1595
CALML5|51806	29.7328	CALML5|51806	374.895
lowly_expressed	lowly_expressed	CALN1|83698	17.2124
CALR|811	26063.6056	CALR|811	16785.8942
CALU|813	4299.585999999999	CALU|813	2824.0974
CALY|50632	10.1618	lowly_expressed	lowly_expressed
CAMK1D|57118	146.7821	CAMK1D|57118	22.67
CAMK1|8536	270.54200000000003	CAMK1|8536	886.5407
CAMK2B|816	9.4091	CAMK2B|816	89.4207
CAMK2D|817	301.4678	CAMK2D|817	808.5642
CAMK2G|818	489.65	CAMK2G|818	842.1495
CAMK2N1|55450	1694.3922	CAMK2N1|55450	1238.8749
CAMK2N2|94032	33.1201	CAMK2N2|94032	14.2737
CAMK4|814	6.7746	CAMK4|814	7.9765
CAMKK1|84254	126.08200000000001	CAMKK1|84254	383.2914
CAMKK2|10645	1718.1031	CAMKK2|10645	1729.639
CAMLG|819	1221.6786	CAMLG|819	1203.6104
CAMSAP1L1|23271	882.5743	CAMSAP1L1|23271	638.9589
CAMSAP1|157922	514.8664	CAMSAP1|157922	657.8505
CAMTA1|23261	132.4802	CAMTA1|23261	657.8505
CAMTA2|23125	1274.3696	CAMTA2|23125	1328.2955
CAND1|55832	3730.1468	CAND1|55832	1849.2863
CAND2|23066	61.7237	CAND2|23066	106.2133
CANT1|124583	4391.4189	CANT1|124583	1377.8338
CANX|821	17495.6718	CANX|821	12352.225
CAP1|10487	6956.7181	CAP1|10487	7128.4635
CAP2|10486	570.1919	CAP2|10486	622.1662
CAPG|822	7992.0963	CAPG|822	3295.9698
CAPN10|11132	43.2819	CAPN10|11132	195.52900000000002
CAPN11|11131	9.4091	CAPN11|11131	221.6625
CAPN12|147968	51.7689	CAPN12|147968	148.7238
CAPN13|92291	1342.8679	CAPN13|92291	130.5626
lowly_expressed	lowly_expressed	CAPN14|440854	10.9152
CAPN1|823	4365.4498	CAPN1|823	4927.372
CAPN2|824	4623.2593	CAPN2|824	5278.3375
CAPN3|825	28.7279	CAPN3|825	126.7842
CAPN5|726	121.94200000000001	CAPN5|726	377.4139
CAPN6|827	6.7746	CAPN6|827	489.9244
CAPN7|23473	706.8122	CAPN7|23473	601.5953
CAPN8|388743	737.2977	CAPN8|388743	460.5374
CAPN9|10753	138.5021	CAPN9|10753	23.9295
CAPNS1|826	8344.3734	CAPNS1|826	10647.3552
lowly_expressed	lowly_expressed	CAPNS2|84290	13.4341
CAPRIN1|4076	7514.1137	CAPRIN1|4076	4484.4668
CAPRIN2|65981	179.5258	CAPRIN2|65981	301.0076
CAPS2|84698	27.4746	CAPS2|84698	20.5709
CAPS|828	124.5766	CAPS|828	351.8052
CAPZA1|829	3747.4595	CAPZA1|829	1905.9614
CAPZA2|830	1898.7579999999998	CAPZA2|830	1986.1461
lowly_expressed	lowly_expressed	CAPZA3|93661	10.9152
CAPZB|832	3289.4242	CAPZB|832	5552.4769
CARD10|29775	323.297	CARD10|29775	785.0546
CARD11|84433	93.3384	CARD11|84433	89.4207
CARD14|79092	201.3549	CARD14|79092	195.2141
CARD16|114769	40.6473	CARD16|114769	287.9933
CARD6|84674	89.9511	CARD6|84674	371.1167
CARD8|22900	572.4501	CARD8|22900	681.3602
CARD9|64170	38.0128	CARD9|64170	48.2788
CARHSP1|23589	1441.8141	CARHSP1|23589	1734.1856
CARKD|55739	578.8483	CARKD|55739	1395.8858
CARM1|10498	1143.3948	CARM1|10498	940.3862
CARNS1|57571	19.5709	CARNS1|57571	31.0663
CARS2|79587	279.6989	CARS2|79587	839.5886
CARS|833	1374.1061	CARS|833	1047.4391
CASC1|55259	53.8201	CASC1|55259	36.9437
CASC2|255082	51.9383	CASC2|255082	60.8732
CASC3|22794	2440.3463	CASC3|22794	3232.9975
CASC4|113201	3817.8397	CASC4|113201	1937.8673
CASC5|57082	152.0512	CASC5|57082	7.5567
CASD1|64921	2440.3463	CASD1|64921	335.0126
CASKIN1|57524	19.4242	lowly_expressed	lowly_expressed
CASKIN2|57513	713.7448	CASKIN2|57513	1107.3048
CASK|8573	534.4373	CASK|8573	788.4131
CASP10|843	162.5894	CASP10|843	300.1679
lowly_expressed	lowly_expressed	CASP12|120329	5.0378
CASP1|834	178.7731	CASP1|834	631.822
CASP2|835	1505.0809	CASP2|835	1000.0
CASP3|836	576.2138	CASP3|836	432.4097
CASP4|837	485.1336	CASP4|837	816.1209
CASP6|839	490.0263	CASP6|839	390.4282
CASP7|840	2046.6692	CASP7|840	786.7338
CASP8AP2|9994	205.1186	CASP8AP2|9994	285.8942
CASP8|841	719.6086	CASP8|841	372.3762
CASP9|842	194.204	CASP9|842	306.4652
lowly_expressed	lowly_expressed	CASQ1|844	9.2359
CASQ2|845	68.1219	CASQ2|845	243.07299999999998
CASS4|57091	15.8073	CASS4|57091	14.2737
CAST|831	3600.8431	CAST|831	4115.445
CASZ1|54897	564.5465	CASZ1|54897	627.2040000000001
CATSPER1|117144	5.2691	lowly_expressed	lowly_expressed
CATSPER2P1|440278	52.1867	CATSPER2P1|440278	43.7741
CATSPER2|117155	28.2273	CATSPER2|117155	43.0395
CATSPER3|347732	15.1261	CATSPER3|347732	8.4089
CATSPERB|79820	15.4309	CATSPERB|79820	6.2972
CATSPERG|57828	63.2292	CATSPERG|57828	21.8304
CAT|847	499.0591	CAT|847	4117.5483
CAV1|857	1267.595	CAV1|857	14187.6574
CAV2|858	397.8171	CAV2|858	2762.8044
CBARA1|10367	1421.5279999999998	CBARA1|10367	1340.0504
CBFA2T2|9139	634.5502	CBFA2T2|9139	628.0437
CBFA2T3|863	115.9202	CBFA2T3|863	240.97400000000002
CBFB|865	428.3026	CBFB|865	471.8724
CBLB|868	440.3463	CBLB|868	385.3904
CBLC|23624	538.5773	CBLC|23624	164.9874
CBLL1|79872	631.9157	CBLL1|79872	550.3778
CBLN1|869	10.1618	CBLN1|869	23.5097
CBLN3|643866	217.9149	CBLN3|643866	126.3644
CBLN4|140689	12.42	CBLN4|140689	36.5239
CBL|867	430.9371	CBL|867	686.398
CBR1|873	2255.0019	CBR1|873	1937.7582
CBR3|874	313.5115	CBR3|874	608.3123
CBR4|84869	817.4633	CBR4|84869	559.6138
CBS|875	18.0655	CBS|875	99.4962
CBWD1|55871	1026.3455	CBWD1|55871	917.7162
CBWD2|150472	943.5454	CBWD2|150472	455.9194
CBWD3|445571	239.044	CBWD3|445571	193.9547
CBWD5|220869	5.5928	lowly_expressed	lowly_expressed
CBWD6|644019	105.7584	CBWD6|644019	169.6054
CBX1|10951	2170.8694	CBX1|10951	1805.6255
CBX2|84733	117.4257	CBX2|84733	93.6188
CBX3|11335	4707.1886	CBX3|11335	1886.2301
CBX4|8535	1121.942	CBX4|8535	363.1402
CBX5|23468	4243.5077	CBX5|23468	2552.8967
CBX6|23466	580.3538	CBX6|23466	561.7128
CBX7|23492	775.6869	CBX7|23492	3323.6776
CBX8|57332	203.6131	lowly_expressed	lowly_expressed
CBY1|25776	293.6733	CBY1|25776	989.0764
CC2D1A|54862	906.2853	CC2D1A|54862	1055.8354
CC2D1B|200014	494.1664	CC2D1B|200014	676.7422
CC2D2A|57545	73.391	CC2D2A|57545	453.4005
lowly_expressed	lowly_expressed	CC2D2B|387707	10.9152
CCAR1|55749	1238.2386	CCAR1|55749	724.1814
lowly_expressed	lowly_expressed	CCBE1|147372	8.3963
CCBL1|883	138.1257	CCBL1|883	136.0202
CCBL2|56267	620.0828	CCBL2|56267	621.7926
CCBP2|1238	1128.3402	CCBP2|1238	98.2368
CCDC101|112869	603.6884	CCDC101|112869	581.0243
CCDC102A|92922	57.9601	CCDC102A|92922	330.3946
CCDC102B|79839	25.5928	CCDC102B|79839	84.3829
CCDC103|388389	353.7825	CCDC103|388389	180.1008
CCDC104|112942	1255.5514	CCDC104|112942	1489.9244
CCDC106|29903	261.5732	CCDC106|29903	308.1444
CCDC107|203260	623.1991	CCDC107|203260	1235.1805
CCDC108|255101	17.6891	CCDC108|255101	6.2972
CCDC109A|90550	427.1735	CCDC109A|90550	409.7397
CCDC109B|55013	384.26800000000003	CCDC109B|55013	276.2385
CCDC110|256309	57.9601	CCDC110|256309	50.3778
CCDC111|201973	158.201	CCDC111|201973	214.2905
CCDC112|153733	253.2932	CCDC112|153733	183.4593
CCDC113|29070	232.2168	CCDC113|29070	264.9034
CCDC114|93233	25.2164	CCDC114|93233	32.7456
CCDC115|84317	1725.6304	CCDC115|84317	1382.4517
lowly_expressed	lowly_expressed	CCDC116|164592	7.9765
CCDC117|150275	950.6963	CCDC117|150275	642.7372
CCDC11|220136	14.3018	CCDC11|220136	43.24100000000001
CCDC120|90060	336.4697	CCDC120|90060	356.843
CCDC121|79635	181.78400000000002	CCDC121|79635	136.44
CCDC122|160857	46.6692	CCDC122|160857	63.3921
CCDC123|84902	469.3263	CCDC123|84902	390.848
CCDC124|115098	1081.6711	CCDC124|115098	1289.2527
CCDC125|202243	533.6846	CCDC125|202243	253.9882
CCDC126|90693	694.3922	CCDC126|90693	117.9681
CCDC127|133957	614.6029	CCDC127|133957	538.2032
lowly_expressed	lowly_expressed	CCDC129|223075	61.7128
CCDC12|151903	305.9842	CCDC12|151903	555.8354
CCDC130|81576	194.204	CCDC130|81576	424.8531
CCDC132|55610	571.321	CCDC132|55610	421.4945
CCDC134|79879	74.1438	CCDC134|79879	50.3778
CCDC136|64753	7.5273	CCDC136|64753	126.3644
CCDC137|339230	384.6443	CCDC137|339230	361.0411
CCDC138|165055	27.0982	CCDC138|165055	20.1511
lowly_expressed	lowly_expressed	CCDC13|152206	5.0378
lowly_expressed	lowly_expressed	CCDC141|285025	8.3963
CCDC142|84865	227.7004	CCDC142|84865	141.0579
CCDC144A|9720	30.3801	CCDC144A|9720	10.9152
CCDC144B|284047	40.1091	lowly_expressed	lowly_expressed
CCDC146|57639	110.6511	CCDC146|57639	159.5298
CCDC147|159686	41.7764	CCDC147|159686	13.4341
CCDC148|130940	29.3564	CCDC148|130940	17.6322
CCDC149|91050	1144.9003	CCDC149|91050	570.529
CCDC14|64770	296.1987	CCDC14|64770	521.4106
CCDC150|284992	12.0437	CCDC150|284992	14.2737
CCDC151|115948	31.991	CCDC151|115948	13.0143
CCDC152|100129792	52.9695	CCDC152|100129792	128.9421
CCDC153|283152	95.2202	CCDC153|283152	29.8069
CCDC154|645811	5.2691	lowly_expressed	lowly_expressed
CCDC157|550631	38.4757	CCDC157|550631	40.7767
lowly_expressed	lowly_expressed	CCDC158|339965	39.8825
CCDC159|126075	216.7858	CCDC159|126075	234.6767
CCDC15|80071	67.7456	CCDC15|80071	39.0428
CCDC160|347475	166.35299999999998	CCDC160|347475	59.6138
CCDC163P|126661	35.3782	CCDC163P|126661	7.5567
lowly_expressed	lowly_expressed	CCDC17|149483	15.1134
CCDC18|343099	31.991	CCDC18|343099	21.843000000000004
CCDC19|25790	103.5002	CCDC19|25790	16.3728
CCDC21|64793	231.8404	CCDC21|64793	189.7565
CCDC22|28952	991.6899	CCDC22|28952	546.44
CCDC23|374969	436.5826	CCDC23|374969	519.3115
CCDC24|149473	270.9447	CCDC24|149473	234.1814
CCDC25|55246	1818.9688	CCDC25|55246	1269.9412
CCDC28A|25901	211.5167	CCDC28A|25901	617.9681
CCDC28B|79140	156.5676	CCDC28B|79140	93.199
CCDC30|728621	123.0711	CCDC30|728621	90.6801
CCDC34|91057	419.6462	CCDC34|91057	376.5743
lowly_expressed	lowly_expressed	CCDC36|339834	25.1889
CCDC39|339829	9.4091	CCDC39|339829	10.0756
CCDC3|83643	199.0967	CCDC3|83643	2156.5911
CCDC40|55036	222.8077	CCDC40|55036	135.6003
CCDC41|51134	92.962	CCDC41|51134	98.6566
lowly_expressed	lowly_expressed	CCDC42B|387885	8.1318
CCDC43|124808	479.4881	CCDC43|124808	420.6549
CCDC45|90799	249.9059	CCDC45|90799	579.7649
CCDC46|201134	21.8291	CCDC46|201134	320.7389
CCDC47|57003	3303.7259999999997	CCDC47|57003	2182.6196
CCDC48|79825	194.204	CCDC48|79825	82.7036
CCDC50|152137	417.0117	CCDC50|152137	2162.8883
CCDC51|79714	229.5822	CCDC51|79714	347.6071
CCDC52|152185	674.0685	CCDC52|152185	268.6818
CCDC53|51019	607.8284	CCDC53|51019	599.9159999999999
CCDC55|84081	662.0248	CCDC55|84081	996.6415
CCDC56|28958	1871.4001	CCDC56|28958	1574.3031
CCDC57|284001	487.0154	CCDC57|284001	384.5508
CCDC58|131076	221.3022	CCDC58|131076	204.45
CCDC59|29080	330.0715	CCDC59|29080	578.0856
CCDC61|729440	133.9857	CCDC61|729440	193.9547
CCDC62|84660	5.6455	lowly_expressed	lowly_expressed
CCDC64B|146439	445.6154	CCDC64B|146439	329.555
CCDC64|92558	282.2732	CCDC64|92558	71.3686
lowly_expressed	lowly_expressed	CCDC65|85478	25.6087
CCDC66|285331	261.32099999999997	CCDC66|285331	297.9933
CCDC68|80323	13.9255	CCDC68|80323	39.4626
CCDC69|26112	449.7554	CCDC69|26112	3707.8086
CCDC6|8030	3480.2409	CCDC6|8030	2383.7112
CCDC71|64925	365.0734	CCDC71|64925	481.9479
CCDC72|51372	850.5834	CCDC72|51372	1416.0369
CCDC73|493860	15.4761	CCDC73|493860	21.1293
CCDC74A|90557	5934.1362	CCDC74A|90557	864.8195
CCDC74B|91409	2218.6677	CCDC74B|91409	366.0789
CCDC75|253635	78.2838	CCDC75|253635	88.581
CCDC76|54482	152.3673	CCDC76|54482	142.3174
CCDC77|84318	53.8201	CCDC77|84318	152.8128
CCDC78|124093	136.6202	lowly_expressed	lowly_expressed
CCDC7|221016	32.7437	CCDC7|221016	23.9295
CCDC80|151887	1092.2093	CCDC80|151887	8460.1175
CCDC82|79780	66.6165	CCDC82|79780	316.1209
CCDC84|338657	36.131	CCDC84|338657	166.6667
CCDC85A|114800	20.3237	CCDC85A|114800	170.7179
CCDC85B|11007	359.0516	CCDC85B|11007	367.3384
CCDC85C|317762	507.4821	CCDC85C|317762	657.8380000000001
CCDC86|79080	600.6775	CCDC86|79080	639.7565
CCDC87|55231	129.093	CCDC87|55231	18.4719
CCDC88A|55704	220.5495	CCDC88A|55704	375.3149
CCDC88B|283234	116.2966	CCDC88B|283234	194.3745
CCDC88C|440193	269.1005	CCDC88C|440193	655.7515
CCDC89|220388	10.1618	CCDC89|220388	21.4106
CCDC8|83987	185.924	CCDC8|83987	3486.9857
CCDC90A|63933	397.8171	CCDC90A|63933	515.953
CCDC90B|60492	743.3195	CCDC90B|60492	820.6843
CCDC91|55297	427.9262	CCDC91|55297	290.0924
CCDC92|80212	601.4302	CCDC92|80212	1421.9144
CCDC93|54520	878.8107	CCDC93|54520	917.7162
CCDC94|55702	313.8878	CCDC94|55702	535.2645
CCDC96|257236	156.1912	CCDC96|257236	97.81700000000001
CCDC97|90324	1340.9861	CCDC97|90324	1173.3837
CCDC99|54908	136.6202	CCDC99|54908	145.6759
CCDC9|26093	645.8412	CCDC9|26093	512.1746
CCHCR1|54535	635.6793	CCHCR1|54535	500.8396
CCIN|881	6.7746	CCIN|881	5.0378
CCL11|6356	10.1618	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL13|6357	70.1092
CCL14|6358	198.34400000000002	CCL14|6358	5598.8539
lowly_expressed	lowly_expressed	CCL16|6360	11.7548
lowly_expressed	lowly_expressed	CCL17|6361	5.0378
lowly_expressed	lowly_expressed	CCL18|6362	72.2082
CCL19|6363	33.8728	CCL19|6363	280.0168
lowly_expressed	lowly_expressed	CCL20|6364	14.2737
CCL21|6366	12.42	CCL21|6366	481.5281
CCL22|6367	136.9966	CCL22|6367	47.0193
lowly_expressed	lowly_expressed	CCL23|6368	15.1134
lowly_expressed	lowly_expressed	CCL26|10344	5.4576
CCL28|56477	4105.7584	CCL28|56477	490.3442
CCL2|6347	236.3568	CCL2|6347	412.6784
CCL3L1|6349	23.711	CCL3L1|6349	28.6608
lowly_expressed	lowly_expressed	CCL3L3|414062	30.1134
CCL3|6348	35.0019	CCL3|6348	100.7557
CCL4L2|388372	32.3673	CCL4L2|388372	82.7036
CCL4|6351	33.1201	CCL4|6351	78.0856
CCL5|6352	489.65	CCL5|6352	1165.4072
CCL8|6355	21.8291	CCL8|6355	48.6986
CCM2|83605	693.6394	CCM2|83605	1324.5172
lowly_expressed	lowly_expressed	CCNA1|8900	27.288
CCNA2|890	300.3199	CCNA2|890	43.0059
CCNB1IP1|57820	238.9913	CCNB1IP1|57820	821.1587
CCNB1|891	745.5777	CCNB1|891	237.1956
CCNB2|9133	448.2499	CCNB2|9133	34.8447
CCNB3|85417	25.2164	CCNB3|85417	13.0143
CCNC|892	619.872	CCNC|892	858.1024
CCND1|595	10444.6556	CCND1|595	8149.0008
CCND2|894	459.1645	CCND2|894	1611.6709
CCND3|896	1176.1385	CCND3|896	2270.7809
CCNDBP1|23582	1193.4513	CCNDBP1|23582	1400.9236
CCNE1|898	24.0873	CCNE1|898	34.8447
CCNE2|9134	161.7313	CCNE2|9134	14.7187
CCNF|899	528.7919	CCNF|899	172.9639
CCNG1|900	2255.175	CCNG1|900	2250.6297
CCNG2|901	2272.8641	CCNG2|901	1740.1343
CCNH|902	702.1377	CCNH|902	558.0311
CCNI2|645121	16.4923	CCNI2|645121	7.4643
CCNI|10983	7273.6169	CCNI|10983	5321.1587
CCNJL|79616	21.0764	CCNJL|79616	108.3123
CCNJ|54619	132.1039	CCNJ|54619	111.251
CCNK|8812	709.3037	CCNK|8812	722.9345
CCNL1|57018	476.1009	CCNL1|57018	1010.4954
CCNL2|81669	786.2251	CCNL2|81669	1915.1973
CCNO|10309	17.6891	CCNO|10309	73.8875
CCNT1|904	129.4693	CCNT1|904	52.4769
CCNT2|905	497.1773	CCNT2|905	422.3342
CCNYL1|151195	255.9277	CCNYL1|151195	236.356
CCNY|219771	1273.2405	CCNY|219771	1641.4777
CCPG1|9236	4188.5472	CCPG1|9236	2225.508
CCR10|2826	32.3673	CCR10|2826	24.7691
CCR1|1230	170.493	CCR1|1230	157.8505
CCR2|729230	47.7983	CCR2|729230	97.81700000000001
CCR4|1233	13.1728	lowly_expressed	lowly_expressed
CCR5|1234	175.7621	CCR5|1234	186.398
CCR6|1235	25.9992	CCR6|1235	45.3107
CCR7|1236	51.5619	CCR7|1236	26.8682
CCRL1|51554	6.3982	CCRL1|51554	174.2233
CCRL2|9034	36.5073	CCRL2|9034	84.8027
CCRN4L|25819	148.2875	CCRN4L|25819	36.9437
CCS|9973	746.3304	CCS|9973	596.9773
CCT2|10576	2786.9778	CCT2|10576	2542.8212
CCT3|7203	5345.8788	CCT3|7203	5181.3602
CCT4|10575	2759.5032	CCT4|10575	5327.4559
CCT5|22948	4132.4802	CCT5|22948	3699.4123
CCT6A|908	3813.3233	CCT6A|908	3293.0311
CCT6B|10693	93.3384	CCT6B|10693	100.7557
CCT6P1|643253	28.9801	CCT6P1|643253	48.2788
CCT7|10574	4369.9661	CCT7|10574	6170.0252
CCT8|10694	4118.1784	CCT8|10694	3769.5214
CD101|9398	26.3455	CD101|9398	19.3115
CD109|135228	1090.3274	CD109|135228	495.38199999999995
CD14|929	549.8683	CD14|929	1453.4005
CD151|977	5249.9059	CD151|977	9529.8069
lowly_expressed	lowly_expressed	CD160|11126	18.4719
lowly_expressed	lowly_expressed	CD163L1|283316	142.7372
CD163|9332	146.0294	CD163|9332	479.8489
lowly_expressed	lowly_expressed	CD164L2|388611	86.0621
CD164|8763	7394.8062	CD164|8763	4706.5491
CD177|57126	24.4637	CD177|57126	20.1511
CD180|4064	106.5111	CD180|4064	107.4727
CD19|930	18.4419	lowly_expressed	lowly_expressed
CD1A|909	41.0237	lowly_expressed	lowly_expressed
CD1C|911	10.1618	CD1C|911	105.3736
CD1D|912	30.4855	CD1D|912	46.5995
CD1E|913	12.7964	CD1E|913	24.3493
CD200R1|131450	10.1618	CD200R1|131450	13.0143
CD200|4345	123.4475	CD200|4345	884.5508
CD207|50489	101.6184	CD207|50489	34.4249
CD209|30835	10.9146	CD209|30835	247.2712
CD226|10666	18.8182	CD226|10666	12.1746
CD22|933	174.63299999999998	CD22|933	41.5617
CD244|51744	6.3982	CD244|51744	26.0285
CD247|919	33.1201	CD247|919	189.7565
CD248|57124	350.0188	CD248|57124	2359.7817
CD24|100133941	8170.493	CD24|100133941	3295.55
CD274|29126	36.5073	CD274|29126	15.953
CD276|80381	2937.1472	CD276|80381	1638.1192
CD27|939	185.4121	CD27|939	97.9135
CD28|940	19.1946	CD28|940	52.8967
CD2AP|23607	1714.3395	CD2AP|23607	487.4055
CD2BP2|10421	2629.6575	CD2BP2|10421	2187.2376
CD2|914	174.63299999999998	CD2|914	213.2662
CD300A|11314	209.2586	CD300A|11314	268.6818
CD300C|10871	43.6583	CD300C|10871	28.1276
CD300LB|124599	11.6673	CD300LB|124599	15.1134
CD300LF|146722	48.1746	CD300LF|146722	23.5097
CD300LG|146894	15.0546	CD300LG|146894	1756.9270000000001
CD302|9936	223.18400000000003	CD302|9936	1607.4727
CD320|51293	816.3342	CD320|51293	821.5785
