gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
TPSD1|23430	8.28	TPSD1|23430	17.2124
TPSG1|25823	41.7764	TPSG1|25823	29.3871
TPST1|8460	248.4005	TPST1|8460	293.0311
TPST2|8459	438.0881	TPST2|8459	953.4005
TPT1|7178	35469.3263	TPT1|7178	114164.9874
lowly_expressed	lowly_expressed	TPTE2P1|646405	23.9295
TPX2|22974	1044.7874	TPX2|22974	95.2981
TRA2A|29896	689.4994	TRA2A|29896	1187.6574
TRA2B|6434	1918.7053	TRA2B|6434	2363.56
TRABD|80305	409.108	TRABD|80305	497.4811
TRADD|8717	268.7241	TRADD|8717	507.5567
TRAF1|7185	128.3402	TRAF1|7185	201.9312
TRAF2|7186	601.0538	TRAF2|7186	350.5458
TRAF3IP1|26146	356.0406	TRAF3IP1|26146	523.5097
TRAF3IP2|10758	240.8732	TRAF3IP2|10758	1060.8732
TRAF3IP3|80342	87.6929	TRAF3IP3|80342	105.3736
TRAF3|7187	178.0203	TRAF3|7187	127.6238
TRAF4|9618	1024.4637	TRAF4|9618	811.0831
TRAF5|7188	516.7482	TRAF5|7188	484.04699999999997
TRAF6|7189	150.1694	TRAF6|7189	170.8648
TRAF7|84231	2624.9116	TRAF7|84231	1422.0487
TRAFD1|10906	1683.854	TRAFD1|10906	936.1881
TRAIP|10293	57.5837	TRAIP|10293	50.7976
TRAK1|22906	1529.1682	TRAK1|22906	1818.22
TRAK2|66008	2750.4705	TRAK2|66008	1075.5668
TRAM1L1|133022	313.8878	TRAM1L1|133022	74.3073
TRAM1|23471	3997.3654	TRAM1|23471	2543.6608
TRAM2|9697	1673.3158	TRAM2|9697	1125.5248
TRANK1|9881	474.5954	TRANK1|9881	512.5945
TRAP1|10131	2020.7264	TRAP1|10131	1694.9118
TRAPPC10|7109	958.9763	TRAPPC10|7109	844.6683
TRAPPC1|58485	1840.0452	TRAPPC1|58485	1368.5978
TRAPPC2L|51693	652.6157	TRAPPC2L|51693	903.8623
TRAPPC2P1|10597	184.8099	TRAPPC2P1|10597	172.1285
TRAPPC2|6399	267.9714	TRAPPC2|6399	437.4475
TRAPPC3|27095	1762.5141	TRAPPC3|27095	1809.4039
TRAPPC4|51399	672.563	TRAPPC4|51399	813.1822
TRAPPC5|126003	1081.6711	TRAPPC5|126003	547.0193
TRAPPC6A|79090	586.3756	TRAPPC6A|79090	474.3913
TRAPPC6B|122553	478.7354	TRAPPC6B|122553	507.1369
TRAPPC9|83696	1631.1629999999998	TRAPPC9|83696	653.6524
TRAT1|50852	6.0218	TRAT1|50852	5.4576
TRDMT1|1787	45.1637	TRDMT1|1787	103.2746
lowly_expressed	lowly_expressed	TRDN|10345	52.4769
TREM1|54210	36.8837	TREM1|54210	9.6558
TREM2|54209	543.0937	TREM2|54209	305.2057
lowly_expressed	lowly_expressed	TREML2|79865	5.0378
TRERF1|55809	687.6176	TRERF1|55809	178.4215
TREX1|11277	287.4294	TREX1|11277	323.1906
lowly_expressed	lowly_expressed	TREX2|11219	7.9765
TRHDE|29953	13.4738	TRHDE|29953	46.2091
TRH|7200	17.3128	TRH|7200	29.8069
TRIAP1|51499	526.5337	TRIAP1|51499	552.8967
TRIB1|10221	3463.6808	TRIB1|10221	1914.7775
TRIB2|28951	306.3606	TRIB2|28951	1366.4987
TRIB3|57761	670.3049	TRIB3|57761	484.4668
TRIL|9865	930.7489999999999	TRIL|9865	1180.1008
TRIM11|81559	904.4035	TRIM11|81559	511.7548
TRIM13|10206	377.8999	TRIM13|10206	695.382
TRIM14|9830	514.1137	TRIM14|9830	754.8279
TRIM16L|147166	184.9868	TRIM16L|147166	208.9169
TRIM16|10626	500.1882	TRIM16|10626	680.5206
TRIM17|51127	184.4185	TRIM17|51127	65.0714
TRIM21|6737	461.0463	TRIM21|6737	619.6474
TRIM22|10346	532.9319	TRIM22|10346	1055.4156
TRIM23|373	429.0553	TRIM23|373	217.8841
TRIM24|8805	1147.5348	TRIM24|8805	488.2452
TRIM25|7706	874.6707	TRIM25|7706	1563.8119
TRIM26|7726	1803.9142	TRIM26|7726	1791.7716
TRIM27|5987	2337.5988	TRIM27|5987	1302.267
TRIM28|10155	5776.816	TRIM28|10155	5405.9614
TRIM29|23650	347.3843	TRIM29|23650	12601.1755
TRIM2|23321	106.8875	TRIM2|23321	672.1243
TRIM31|11074	5.6455	lowly_expressed	lowly_expressed
TRIM32|22954	565.6756	TRIM32|22954	509.6558
TRIM33|51592	1352.277	TRIM33|51592	719.9832
TRIM34|53840	440.3463	TRIM34|53840	280.8564
TRIM35|23087	436.2062	TRIM35|23087	573.0479
TRIM36|55521	74.1438	TRIM36|55521	79.7649
TRIM37|4591	949.2586	TRIM37|4591	623.2997
TRIM38|10475	557.0192	TRIM38|10475	494.5424
TRIM39|56658	880.0527	TRIM39|56658	635.7221
TRIM3|10612	1523.8991	TRIM3|10612	332.0739
TRIM41|90933	848.8559	TRIM41|90933	848.7280000000001
TRIM44|54765	1398.1935	TRIM44|54765	539.0428
TRIM45|80263	340.6097	TRIM45|80263	217.8841
TRIM46|80128	36.131	TRIM46|80128	25.6087
TRIM47|91107	1157.6967	TRIM47|91107	1146.0957
TRIM4|89122	1307.866	TRIM4|89122	1325.7767
TRIM52|84851	125.7057	TRIM52|84851	184.2989
lowly_expressed	lowly_expressed	TRIM55|84675	10.0756
TRIM56|81844	286.4132	TRIM56|81844	275.3988
TRIM58|25893	22.2055	TRIM58|25893	83.1234
TRIM59|286827	422.0324	TRIM59|286827	88.241
TRIM5|85363	420.2446	TRIM5|85363	435.8438
lowly_expressed	lowly_expressed	TRIM61|391712	6.7170000000000005
TRIM62|55223	788.8596	TRIM62|55223	198.9924
TRIM65|201292	588.2574	TRIM65|201292	499.1604
TRIM66|9866	137.373	TRIM66|9866	256.0873
TRIM68|55128	243.5077	TRIM68|55128	445.42400000000004
TRIM69|140691	11.5581	TRIM69|140691	9.2359
TRIM6|117854	418.1408	TRIM6|117854	158.6902
lowly_expressed	lowly_expressed	TRIM74|378108	5.4576
TRIM78P|117852	7.3052	TRIM78P|117852	8.3207
TRIM7|81786	15.4309	TRIM7|81786	84.3829
TRIM8|81603	5382.7625	TRIM8|81603	3044.5004
lowly_expressed	lowly_expressed	TRIM9|114088	70.529
TRIOBP|11078	920.3877	TRIOBP|11078	1975.6507
TRIO|7204	1144.5239	TRIO|7204	1240.1343
TRIP10|9322	465.1863	TRIP10|9322	1449.6222
TRIP11|9321	1673.3158	TRIP11|9321	516.3728
TRIP12|9320	2039.5183	TRIP12|9320	2473.5516
TRIP13|9319	184.7949	TRIP13|9319	83.1234
TRIP4|9325	687.6176	TRIP4|9325	542.4013
TRIP6|7205	1481.37	TRIP6|7205	1695.2141
TRIT1|54802	328.9424	TRIT1|54802	479.4291
TRMT112|51504	3251.4114	TRMT112|51504	2307.3048
TRMT11|60487	111.7802	TRMT11|60487	271.6205
TRMT12|55039	726.7595	TRMT12|55039	380.7725
TRMT1|55621	322.5442	TRMT1|55621	594.4584
TRMT2A|27037	235.2277	TRMT2A|27037	511.7548
TRMT2B|79979	507.3391	TRMT2B|79979	397.1453
TRMT5|57570	464.4336	TRMT5|57570	582.2838
TRMT61A|115708	367.7079	TRMT61A|115708	421.9144
TRMT61B|55006	221.1667	TRMT61B|55006	206.7758
TRMT6|51605	236.3568	TRMT6|51605	290.932
TRMU|55687	66.2401	TRMU|55687	230.0588
TRNAU1AP|54952	313.1351	TRNAU1AP|54952	436.1881
TRNP1|388610	225.8186	TRNP1|388610	705.2897
TRNT1|51095	344.6707	TRNT1|51095	261.6625
TROAP|10024	103.8766	TROAP|10024	18.4719
TROVE2|6738	990.8619	TROVE2|6738	515.5206
TRO|7216	69.6274	TRO|7216	291.3518
TRPC1|7220	29.7328	TRPC1|7220	170.8648
TRPC4AP|26133	2295.8224	TRPC4AP|26133	2158.6902
TRPC4|7223	6.3982	TRPC4|7223	5.4576
TRPC6|7225	37.2601	TRPC6|7225	248.1108
TRPM2|7226	431.3135	TRPM2|7226	162.8883
TRPM4|54795	1107.6402	TRPM4|54795	642.7372
lowly_expressed	lowly_expressed	TRPM6|140803	52.0571
TRPM7|54822	787.7305	TRPM7|54822	521.8304
TRPS1|7227	5774.5578	TRPS1|7227	2671.7045
TRPT1|83707	526.91	TRPT1|83707	332.0739
TRPV1|7442	114.4148	TRPV1|7442	149.8741
TRPV2|51393	170.493	TRPV2|51393	154.0722
lowly_expressed	lowly_expressed	TRPV3|162514	5.4576
TRPV4|59341	255.9277	TRPV4|59341	233.8371
TRPV6|55503	25.9691	TRPV6|55503	288.8329
TRRAP|8295	1261.3775	TRRAP|8295	1220.6381
TRUB1|142940	1355.2879	TRUB1|142940	188.4971
TRUB2|26995	1257.4332	TRUB2|26995	845.0882
TSC1|7248	775.3105	TSC1|7248	974.3913
TSC22D1|8848	2660.5194	TSC22D1|8848	3977.7498
TSC22D2|9819	585.6229	TSC22D2|9819	280.8564
TSC22D3|1831	2707.5649	TSC22D3|1831	4877.4139
TSC22D4|81628	867.5198	TSC22D4|81628	1308.1444
TSC2|7249	1881.4452	TSC2|7249	1910.9992
TSEN15|116461	378.6225	TSEN15|116461	478.1696
TSEN2|80746	136.2439	TSEN2|80746	193.5348
TSEN34|79042	1298.4569	TSEN34|79042	1025.1889
TSEN54|283989	437.3353	TSEN54|283989	324.5172
TSFM|10102	824.9906	TSFM|10102	659.5298
TSG101|7251	2032.3673	TSG101|7251	1623.4257
TSGA10|80705	25.5928	TSGA10|80705	66.7506
TSGA14|95681	269.1005	TSGA14|95681	264.0638
TSHR|7253	5.6455	lowly_expressed	lowly_expressed
TSHZ1|10194	294.6933	TSHZ1|10194	953.8203
TSHZ2|128553	33.8728	TSHZ2|128553	318.6398
TSHZ3|57616	153.1803	TSHZ3|57616	417.2964
TSIX|9383	27.8735	TSIX|9383	1337.7498
TSKU|25987	1744.825	TSKU|25987	2609.152
TSLP|85480	5.6455	TSLP|85480	148.6146
TSNARE1|203062	144.9003	TSNARE1|203062	247.2712
TSNAXIP1|55815	26.7219	TSNAXIP1|55815	28.5474
TSNAX|7257	1275.1223	TSNAX|7257	719.5634
TSN|7247	2540.8355	TSN|7247	2290.5122
TSPAN10|83882	26.7219	TSPAN10|83882	5.0378
TSPAN11|441631	49.3037	TSPAN11|441631	201.0915
TSPAN12|23554	3730.1468	TSPAN12|23554	292.6113
TSPAN13|27075	20394.4298	TSPAN13|27075	2904.7019
TSPAN14|81619	2490.7791	TSPAN14|81619	2859.7817
TSPAN15|23555	4084.6820000000002	TSPAN15|23555	1836.2720000000002
TSPAN17|26262	849.0779	TSPAN17|26262	679.6809
TSPAN18|90139	243.1314	TSPAN18|90139	965.995
TSPAN1|10103	8941.6635	TSPAN1|10103	1068.0101
TSPAN2|10100	121.1893	TSPAN2|10100	319.8992
TSPAN31|6302	1475.3481	TSPAN31|6302	1683.4593
TSPAN32|10077	6.0218	TSPAN32|10077	10.4954
TSPAN33|340348	140.3839	TSPAN33|340348	198.5726
TSPAN3|10099	1080.1656	TSPAN3|10099	6625.105
TSPAN4|7106	1337.9752	TSPAN4|7106	1974.8111
TSPAN5|10098	72.6383	TSPAN5|10098	202.351
TSPAN6|7105	639.8193	TSPAN6|7105	1887.4895
TSPAN7|7102	90.3274	TSPAN7|7102	1616.7086
TSPAN9|10867	1012.42	TSPAN9|10867	1807.7246
TSPO|706	724.8777	TSPO|706	2455.9194
TSPYL1|7259	2964.4072	TSPYL1|7259	3343.7028
TSPYL2|64061	657.1321	TSPYL2|64061	1838.3711
TSPYL3|128854	89.1983	TSPYL3|128854	39.0428
TSPYL4|23270	761.0087	TSPYL4|23270	995.382
TSPYL5|85453	88.822	TSPYL5|85453	544.0806
TSR1|55720	1456.9176	TSR1|55720	1115.7389
TSR2|90121	1491.1554	TSR2|90121	1560.4534
TSSC1|7260	480.6172	TSSC1|7260	313.60200000000003
TSSC4|10078	674.0685	TSSC4|10078	727.5399
TSSK3|81629	11.2909	TSSK3|81629	40.7137
lowly_expressed	lowly_expressed	TSSK4|283629	7.1369
TSSK6|83983	17.3128	TSSK6|83983	10.4954
TSTA3|7264	2283.7787	TSTA3|7264	879.9328
TSTD1|100131187	2010.9146	TSTD1|100131187	1204.0302
TSTD2|158427	331.4415	TSTD2|158427	460.6591
TST|7263	148.6639	TST|7263	1087.3216
TTBK1|84630	11.6673	lowly_expressed	lowly_expressed
TTBK2|146057	118.1784	TTBK2|146057	35.6843
TTC12|54970	278.5096	TTC12|54970	390.4282
TTC13|79573	206.62400000000002	TTC13|79573	198.5726
TTC14|151613	547.6101	TTC14|151613	583.5432
TTC15|51112	762.5141	TTC15|51112	1021.4106
TTC16|158248	7.5273	TTC16|158248	8.3963
TTC17|55761	2001.5055	TTC17|55761	1209.9076
TTC18|118491	50.9861	TTC18|118491	95.9362
TTC19|54902	1708.0729999999999	TTC19|54902	1268.984
TTC1|7265	1021.8291	TTC1|7265	1449.6222
TTC21A|199223	124.5766	TTC21A|199223	111.6709
TTC21B|79809	325.1788	TTC21B|79809	369.0092
TTC22|55001	152.8039	TTC22|55001	56.2552
TTC23L|153657	14.6782	TTC23L|153657	5.8774
TTC23|64927	201.7313	TTC23|64927	468.5139
TTC25|83538	35.7546	TTC25|83538	62.5525
TTC26|79989	207.0004	TTC26|79989	51.2175
TTC27|55622	496.4245	TTC27|55622	388.749
TTC28|23331	332.2055	TTC28|23331	1428.9421
TTC30A|92104	1033.8728	TTC30A|92104	243.4929
TTC30B|150737	517.1246	TTC30B|150737	199.4123
TTC31|64427	622.5066	TTC31|64427	434.089
TTC32|130502	49.3037	TTC32|130502	40.7221
TTC33|23548	512.9846	TTC33|23548	333.3333
TTC35|9694	838.9161	TTC35|9694	684.7187
TTC36|143941	30.4855	TTC36|143941	85.6423
TTC37|9652	1531.4264	TTC37|9652	1053.3165
TTC38|55020	838.5397	TTC38|55020	1672.5441
TTC39A|22996	10200.9785	TTC39A|22996	1553.3165
TTC39B|158219	594.2793	TTC39B|158219	39.8825
TTC39C|125488	782.4614	TTC39C|125488	453.8203
TTC3|7267	5431.3135	TTC3|7267	4326.1965
TTC4|7268	788.8596	TTC4|7268	756.927
TTC5|91875	250.6586	TTC5|91875	127.204
TTC7A|57217	567.4482	TTC7A|57217	821.1587
TTC7B|145567	285.2842	TTC7B|145567	450.8816
TTC8|123016	683.8539999999999	TTC8|123016	637.2796
TTC9C|283237	378.2461	TTC9C|283237	300.5877
TTC9|23508	1216.0331	TTC9|23508	367.7582
TTF1|7270	254.7986	TTF1|7270	406.801
TTF2|8458	334.2115	TTF2|8458	166.2469
TTK|7272	102.7475	TTK|7272	9.2359
lowly_expressed	lowly_expressed	TTLL10|254173	14.2737
TTLL11|158135	48.1746	TTLL11|158135	74.3073
TTLL12|23170	636.0557	TTLL12|23170	804.3661
TTLL13|440307	7.5235	lowly_expressed	lowly_expressed
TTLL1|25809	136.2439	TTLL1|25809	316.1209
TTLL3|26140	350.5231	TTLL3|26140	730.9152
TTLL4|9654	572.8265	TTLL4|9654	434.9286
TTLL5|23093	1194.9567	TTLL5|23093	559.194
TTLL7|79739	84.682	TTLL7|79739	25.6087
lowly_expressed	lowly_expressed	TTLL9|164395	7.5567
TTL|150465	701.9195	TTL|150465	637.6994
TTN|7273	41.2307	TTN|7273	109.7523
TTPAL|79183	445.23900000000003	TTPAL|79183	414.3577
lowly_expressed	lowly_expressed	TTYH1|57348	222.0823
TTYH2|94015	69.251	TTYH2|94015	198.4215
TTYH3|80727	936.3944	TTYH3|80727	639.7985
TUBA1A|7846	4249.7102	TUBA1A|7846	10607.0529
TUBA1B|10376	13437.8434	TUBA1B|10376	12073.7448
TUBA1C|84790	2633.4212	TUBA1C|84790	2080.1847
lowly_expressed	lowly_expressed	TUBA3D|113457	8.3963
TUBA4A|7277	149.4166	TUBA4A|7277	802.6868
TUBA8|51807	38.7655	TUBA8|51807	54.576
TUBAL3|79861	48.1746	TUBAL3|79861	12.5945
lowly_expressed	lowly_expressed	TUBB1|81027	19.7313
TUBB2A|7280	537.4482	TUBB2A|7280	3587.3216
lowly_expressed	lowly_expressed	TUBB2B|347733	1000.8396
TUBB2C|10383	4832.8942	TUBB2C|10383	6170.0252
TUBB3|10381	115.446	TUBB3|10381	222.9219
lowly_expressed	lowly_expressed	TUBB4Q|56604	5.0378
TUBB4|10382	23.3346	TUBB4|10382	165.4072
TUBB6|84617	590.7301	TUBB6|84617	4259.1352
TUBB8|347688	24.4637	TUBB8|347688	6.7170000000000005
TUBBP5|643224	85.0583	TUBBP5|643224	46.1797
TUBB|203068	27050.8092	TUBB|203068	16882.0319
TUBD1|51174	197.9676	TUBD1|51174	231.738
TUBE1|51175	74.1438	TUBE1|51175	180.9404
TUBG1|7283	1593.9029	TUBG1|7283	754.8279
TUBG2|27175	313.1351	TUBG2|27175	738.0353
TUBGCP2|10844	1718.2047	TUBGCP2|10844	1679.2611
TUBGCP3|10426	259.6914	TUBGCP3|10426	488.2452
TUBGCP4|27229	338.3515	TUBGCP4|27229	151.1335
TUBGCP5|114791	359.0516	TUBGCP5|114791	269.9412
TUBGCP6|85378	317.6515	TUBGCP6|85378	982.3678
TUB|7275	32.7437	TUB|7275	411.8388
TUFM|7284	6569.4392	TUFM|7284	4589.4207
TUFT1|7286	1050.0565	TUFT1|7286	453.4005
TUG1|55000	3153.5566	TUG1|55000	4193.9547
TULP3|7289	319.9097	TULP3|7289	743.4929
TULP4|56995	572.8265	TULP4|56995	652.3929
TUSC1|286319	732.405	TUSC1|286319	437.0277
TUSC2|11334	572.4501	TUSC2|11334	760.7053
TUSC3|7991	625.8939	TUSC3|7991	864.8195
TUSC5|286753	436.2062	TUSC5|286753	5787.5735
TUT1|64852	663.5303	TUT1|64852	639.3787
TWF1|5756	2783.2142	TWF1|5756	1159.11
TWF2|11344	756.8686	TWF2|11344	1154.3913
TWIST1|7291	29.7328	TWIST1|7291	324.5172
TWIST2|117581	9.4091	TWIST2|117581	109.152
TWISTNB|221830	304.4787	TWISTNB|221830	440.806
TWSG1|57045	460.2936	TWSG1|57045	642.3174
lowly_expressed	lowly_expressed	TXK|7294	6.2972
TXLNA|200081	2601.0538	TXLNA|200081	2091.5197
TXLNB|167838	87.6929	TXLNB|167838	94.4584
TXLNG|55787	393.3007	TXLNG|55787	162.0487
TXN2|25828	1230.335	TXN2|25828	2518.0521
TXNDC11|51061	1796.7633	TXNDC11|51061	1182.6196
TXNDC12|51060	1789.236	TXNDC12|51060	1703.1906
TXNDC15|79770	1511.8555	TXNDC15|79770	1651.5533
TXNDC16|57544	978.1709	TXNDC16|57544	200.2519
TXNDC17|84817	836.7219	TXNDC17|84817	575.8102
TXNDC5|81567	10966.1197	TXNDC5|81567	6204.6096
lowly_expressed	lowly_expressed	TXNDC6|347736	6.7170000000000005
TXNDC9|10190	849.0779	TXNDC9|10190	385.8102
TXNIP|10628	10043.6583	TXNIP|10628	39503.7783
TXNL1|9352	878.058	TXNL1|9352	1686.8178
TXNL4A|10907	539.3301	TXNL4A|10907	824.0974
TXNL4B|54957	132.1039	TXNL4B|54957	238.4551
TXNRD1|7296	1609.3338	TXNRD1|7296	1824.0974
TXNRD2|10587	292.8114	TXNRD2|10587	373.2158
TXNRD3IT1|645840	149.0403	TXNRD3IT1|645840	191.8556
TXN|7295	2253.2932	TXN|7295	2554.576
TYK2|7297	1186.3003	TYK2|7297	970.6129
TYMP|1890	1519.3828	TYMP|1890	631.822
TYMS|7298	408.75800000000004	TYMS|7298	158.602
TYRO3|7301	295.8224	TYRO3|7301	866.4987
TYROBP|7305	809.1833	TYROBP|7305	813.602
TYRP1|7306	5.2691	lowly_expressed	lowly_expressed
TYSND1|219743	1402.3335	TYSND1|219743	909.3199
TYW1B|441250	53.4437	TYW1B|441250	55.8354
TYW1|55253	776.0632	TYW1|55253	554.576
TYW3|127253	604.3169	TYW3|127253	630.9656
U2AF1L4|199746	84.7761	U2AF1L4|199746	129.2989
U2AF1|7307	986.8272	U2AF1|7307	1753.9882
U2AF2|11338	3275.1223	U2AF2|11338	2536.5239
UACA|55075	1046.6692	UACA|55075	1885.8102
UAP1L1|91373	570.1919	UAP1L1|91373	378.2536
UAP1|6675	1217.5386	UAP1|6675	1073.0479
UBA1|7317	8429.0553	UBA1|7317	7460.1175
UBA2|10054	1536.3192	UBA2|10054	1921.4945
UBA3|9039	886.3380000000001	UBA3|9039	735.0966
UBA52|7311	7661.2721	UBA52|7311	13494.9622
UBA5|79876	940.1919	UBA5|79876	580.1847
UBA6|55236	1715.0922	UBA6|55236	427.37199999999996
UBA7|7318	525.781	UBA7|7318	911.419
UBAC1|10422	564.9228	UBAC1|10422	945.8438
UBAC2|337867	1025.1336	UBAC2|337867	1411.9353
UBAP1|51271	1200.9785	UBAP1|51271	2283.3753
UBAP2L|9898	2840.7979	UBAP2L|9898	2529.8069
UBAP2|55833	951.8254	UBAP2|55833	700.6717
UBASH3A|53347	19.1946	UBASH3A|53347	15.1134
UBASH3B|84959	52.691	UBASH3B|84959	92.7792
UBB|7314	17765.9014	UBB|7314	17297.648999999998
UBC|7316	42999.6236	UBC|7316	58451.3014
UBD|10537	237.4859	UBD|10537	535.6843
UBE2A|7319	1520.1355	UBE2A|7319	1148.6146
UBE2B|7320	1189.6876	UBE2B|7320	1089.4207
UBE2CBP|90025	83.9292	UBE2CBP|90025	49.5382
UBE2C|11065	398.1935	UBE2C|11065	44.0806
UBE2D1|7321	297.3278	UBE2D1|7321	155.7515
UBE2D2|7322	1552.8792	UBE2D2|7322	1488.665
UBE2D3|7323	5980.0527	UBE2D3|7323	4644.4165
UBE2D4|51619	245.8412	UBE2D4|51619	390.48699999999997
UBE2E1|7324	1048.9274	UBE2E1|7324	1029.3871
UBE2E2|7325	89.5747	UBE2E2|7325	413.0982
UBE2E3|10477	374.8589	UBE2E3|10477	973.9715
UBE2F|140739	480.6172	UBE2F|140739	670.445
UBE2G1|7326	1705.3067	UBE2G1|7326	1188.0772
UBE2G2|7327	904.7798	UBE2G2|7327	2130.9824
UBE2H|7328	1183.6658	UBE2H|7328	1232.5777
UBE2I|7329	2275.1223	UBE2I|7329	2109.152
UBE2J1|51465	1284.5314	UBE2J1|51465	1262.3846
UBE2J2|118424	904.7798	UBE2J2|118424	1050.3778
UBE2K|3093	2324.0497	UBE2K|3093	1432.4097
UBE2L3|7332	1112.1566	UBE2L3|7332	2623.8455
UBE2L6|9246	3143.3948	UBE2L6|9246	1848.0269
UBE2MP1|606551	97.8547	UBE2MP1|606551	118.3879
UBE2M|9040	1232.2168	UBE2M|9040	1067.5903
lowly_expressed	lowly_expressed	UBE2NL|389898	7.1369
UBE2N|7334	2105.0056	UBE2N|7334	1513.0143
UBE2O|63893	848.7015	UBE2O|63893	760.7053
UBE2Q1|55585	1351.5243	UBE2Q1|55585	2010.4954
UBE2Q2P1|388165	11.2909	UBE2Q2P1|388165	12.1746
UBE2Q2|92912	1194.9567	UBE2Q2|92912	790.932
UBE2QL1|134111	22.9582	UBE2QL1|134111	70.9488
UBE2R2|54926	1922.0926	UBE2R2|54926	2008.8161
UBE2S|27338	360.1807	UBE2S|27338	128.8833
UBE2T|29089	355.6643	UBE2T|29089	42.8212
UBE2V1|7335	2578.0956	UBE2V1|7335	3393.3669
UBE2V2|7336	727.8886	UBE2V2|7336	562.1327
UBE2W|55284	825.7433	UBE2W|55284	301.0076
UBE2Z|65264	3269.4769	UBE2Z|65264	2723.7615
UBE3A|7337	1972.5254	UBE3A|7337	1362.3006
UBE3B|89910	1610.0866	UBE3B|89910	1287.1537
UBE3C|9690	2050.8092	UBE3C|9690	1639.7985
UBE4A|9354	1325.1788	UBE4A|9354	1135.1805
UBE4B|10277	691.7576	UBE4B|10277	1509.2359
UBFD1|56061	2081.2947	UBFD1|56061	1230.4786
UBIAD1|29914	404.968	UBIAD1|29914	700.2519
UBL3|5412	476.4772	UBL3|5412	827.4559
UBL4A|8266	1496.4245	UBL4A|8266	1004.1982
UBL5|59286	2407.2262	UBL5|59286	1910.9992
UBL7|84993	1165.9767	UBL7|84993	1033.5852
UBLCP1|134510	311.6297	UBLCP1|134510	459.2779
UBN1|29855	2059.4656	UBN1|29855	1418.136
UBN2|254048	685.7358	UBN2|254048	568.8497
UBOX5|22888	178.7731	UBOX5|22888	451.3014
UBP1|7342	1561.9119	UBP1|7342	2081.0243
UBQLN1|29979	1811.0651	UBQLN1|29979	2418.5558
UBQLN2|29978	1601.4302	UBQLN2|29978	1166.2469
UBQLN4|56893	2267.9714	UBQLN4|56893	1178.4215
lowly_expressed	lowly_expressed	UBQLNL|143630	17.6322
UBR1|197131	901.0162	UBR1|197131	501.6793
UBR2|23304	1472.7136	UBR2|23304	576.4064
UBR3|130507	1307.866	lowly_expressed	lowly_expressed
UBR4|23352	2386.1498	UBR4|23352	2942.9051
UBR5|51366	3791.4942	UBR5|51366	2272.4601
UBR7|55148	1702.2958	UBR7|55148	1293.0311
UBTD1|80019	201.3549	UBTD1|80019	352.6448
UBTD2|92181	734.6632	UBTD2|92181	743.4929
UBTF|7343	3618.3666	UBTF|7343	3140.6381
UBXN10|127733	50.0565	UBXN10|127733	230.0588
UBXN11|91544	252.9168	UBXN11|91544	514.2737
UBXN1|51035	2169.3639	UBXN1|51035	3514.2737
UBXN2A|165324	219.7968	UBXN2A|165324	312.3426
UBXN2B|137886	626.2702	UBXN2B|137886	553.3165
UBXN4|23190	3524.2755	UBXN4|23190	1764.0638
UBXN6|80700	2169.7403	UBXN6|80700	2843.4089
UBXN7|26043	349.2661	UBXN7|26043	98.6566
UBXN8|7993	279.6387	UBXN8|7993	202.351
UCHL1|7345	55.3256	UCHL1|7345	291.7716
UCHL3|7347	193.0749	UCHL3|7347	393.7867
UCHL5|51377	365.1788	UCHL5|51377	248.1234
UCK1|83549	756.1159	UCK1|83549	984.4668
UCK2|7371	167.4821	UCK2|7371	228.3795
UCKL1AS|100113386	5.5852	lowly_expressed	lowly_expressed
UCKL1|54963	286.0256	UCKL1|54963	553.7154
lowly_expressed	lowly_expressed	UCN2|90226	5.0378
lowly_expressed	lowly_expressed	UCN|7349	8.8161
UCP2|7351	9177.644	UCP2|7351	1987.8254
UCP3|7352	7.1509	UCP3|7352	33.5852
UEVLD|55293	442.9808	UEVLD|55293	106.6331
UFC1|51506	2261.5732	UFC1|51506	2568.4299
UFD1L|7353	674.4411	UFD1L|7353	1222.0613
UFM1|51569	823.8615	UFM1|51569	1414.7775
UFSP1|402682	37.2601	UFSP1|402682	17.2124
UFSP2|55325	507.1923	UFSP2|55325	1091.6331
UGCG|7357	866.3907	UGCG|7357	162.8883
UGDH|7358	6291.306	UGDH|7358	984.4668
UGGT1|56886	2511.1027	UGGT1|56886	1236.356
UGGT2|55757	229.9586	UGGT2|55757	300.5877
UGP2|7360	1687.994	UGP2|7360	4213.2662
lowly_expressed	lowly_expressed	UGT1A6|54578	162.4937
lowly_expressed	lowly_expressed	UGT1A7|54577	125.4282
UGT2B11|10720	69.6161	UGT2B11|10720	7.1369
UGT2B15|7366	43.6583	lowly_expressed	lowly_expressed
UGT2B4|7363	24.0873	UGT2B4|7363	7.5567
lowly_expressed	lowly_expressed	UGT2B7|7364	8.8161
lowly_expressed	lowly_expressed	UGT8|7368	54.1562
UHMK1|127933	511.8555	UHMK1|127933	40.3023
UHRF1BP1L|23074	809.936	UHRF1BP1L|23074	338.3711
UHRF1BP1|54887	2083.5529	UHRF1BP1|54887	309.8237
UHRF1|29128	501.6936	UHRF1|29128	15.1134
UHRF2|115426	534.061	UHRF2|115426	623.8455
UIMC1|51720	245.0132	UIMC1|51720	542.8212
lowly_expressed	lowly_expressed	ULBP2|80328	16.7926
