gene_id	TCGA-E2-A15E-01A-11R-A12D-07	gene_id	TCGA-E2-A15E-06A-11R-A12D-07
RASGRF2|5924	67.3077	RASGRF2|5924	22.2222
RASGRP1|10125	206.4777	RASGRP1|10125	1454.2373
RASGRP2|10235	11.6397	RASGRP2|10235	201.5066
RASGRP3|25780	109.3117	RASGRP3|25780	127.307
RASGRP4|115727	18.2186	RASGRP4|115727	22.5989
RASIP1|54922	157.3887	RASIP1|54922	75.7062
RASL10A|10633	11.1336	lowly_expressed	lowly_expressed
RASL10B|91608	43.5223	RASL10B|91608	9.4162
RASL11A|387496	197.8745	RASL11A|387496	157.4388
RASL11B|65997	154.3522	RASL11B|65997	106.2147
RASL12|51285	156.8826	RASL12|51285	47.4576
RASSF10|644943	35.4251	RASSF10|644943	92.2787
RASSF1|11186	602.2267	RASSF1|11186	630.5085
RASSF2|9770	358.8057	RASSF2|9770	611.2994
RASSF3|283349	226.7206	RASSF3|283349	242.9379
RASSF4|83937	208.8613	RASSF4|83937	272.2976
RASSF5|83593	273.7854	RASSF5|83593	566.855
RASSF6|166824	267.2065	RASSF6|166824	21.4689
RASSF7|8045	644.7368	RASSF7|8045	894.9153
RASSF8|11228	523.2794	RASSF8|11228	294.5386
RASSF9|9182	41.498000000000005	lowly_expressed	lowly_expressed
RAVER1|125950	1137.1457	RAVER1|125950	1288.8889
RAVER2|55225	250.5061	RAVER2|55225	71.1864
RB1CC1|9821	3032.8947	RB1CC1|9821	3384.1808
RB1|5925	1669.5344	RB1|5925	1868.9266
RBAK|57786	786.4372	RBAK|57786	840.6441
RBBP4|5928	6003.4362	RBBP4|5928	8645.9699
RBBP5|5929	657.3887	RBBP5|5929	776.2712
RBBP6|5930	1720.6478	RBBP6|5930	1733.3333
RBBP7|5931	3475.7085	RBBP7|5931	6747.2693
RBBP8|5932	2304.6559	RBBP8|5932	4170.9981
RBBP9|10741	668.5223	RBBP9|10741	393.2203
RBCK1|10616	1126.5182	RBCK1|10616	1132.58
RBKS|64080	151.8219	RBKS|64080	168.3616
RBL1|5933	166.498	RBL1|5933	93.4087
RBL2|5934	2188.6589	RBL2|5934	2679.2128
RBM10|8241	1292.5101	RBM10|8241	1467.7966
RBM11|54033	30.8704	RBM11|54033	30.1318
RBM12B|389677	748.9879	RBM12B|389677	848.2109
RBM12|10137	1845.6174	RBM12|10137	2209.1262
RBM14|10432	1191.9281	RBM14|10432	1186.2524
RBM15B|29890	3170.3694	RBM15B|29890	3483.4991
RBM15|64783	168.0162	RBM15|64783	157.8154
RBM16|22828	1330.501	RBM16|22828	1124.8701
RBM17|84991	1302.6316	RBM17|84991	1466.29
RBM18|92400	703.4413	RBM18|92400	552.5424
RBM19|9904	536.9433	RBM19|9904	471.5631
RBM20|282996	58.1984	RBM20|282996	33.145
RBM22|55696	1094.6356	RBM22|55696	1435.0282
RBM23|55147	1514.17	RBM23|55147	1726.1770000000001
RBM24|221662	64.2713	RBM24|221662	64.7834
RBM25|58517	2155.8704	RBM25|58517	2531.8267
RBM26|64062	1031.8826	RBM26|64062	1098.3051
RBM27|54439	1111.8421	RBM27|54439	1325.8004
RBM28|55131	421.0526	RBM28|55131	404.1431
RBM33|155435	1276.8219	RBM33|155435	1296.7985
RBM34|23029	709.0486	RBM34|23029	1342.7495
RBM38|55544	433.1984	RBM38|55544	350.6591
RBM39|9584	5139.6761	RBM39|9584	5912.9944
RBM3|5935	6380.0607	RBM3|5935	8134.4633
RBM41|55285	196.3563	RBM41|55285	223.3522
RBM42|79171	1163.4615	RBM42|79171	1823.7288
RBM43|375287	340.587	RBM43|375287	195.1036
RBM45|129831	210.0202	RBM45|129831	244.4444
RBM47|54502	2899.7976	RBM47|54502	3945.0094
RBM4B|83759	267.7126	RBM4B|83759	300.1883
RBM4|5936	2060.0962	RBM4|5936	2358.3804
RBM5|10181	2455.167	RBM5|10181	3109.4426
RBM6|10180	1283.5678	RBM6|10180	1635.4388
RBM7|10179	452.4291	RBM7|10179	436.1582
RBM8A|9939	1851.5182	RBM8A|9939	1761.4237
RBM9|23543	2481.7814	RBM9|23543	1422.9755
RBMS1|5937	1031.3765	RBMS1|5937	332.2034
RBMS2|5939	1031.2551	RBMS2|5939	1076.5085
RBMS3|27303	71.3563	RBMS3|27303	5.2731
RBMX2|51634	401.3158	RBMX2|51634	543.8795
RBMXL1|494115	660.663	RBMXL1|494115	690.6478
RBMX|27316	3646.2551	RBMX|27316	4845.1977
RBP1|5947	248.9879	RBP1|5947	28.2486
RBP4|5950	84.5142	lowly_expressed	lowly_expressed
RBP5|83758	224.6964	RBP5|83758	320.904
RBP7|116362	41.498000000000005	RBP7|116362	15.8192
RBPJ|3516	591.5992	RBPJ|3516	522.4105
RBPMS2|348093	26.8219	RBPMS2|348093	10.1695
RBPMS|11030	2068.8259	RBPMS|11030	2670.4331
RBX1|9978	788.3553	RBX1|9978	884.6026
RC3H1|149041	1061.2348	RC3H1|149041	1270.0565
RC3H2|54542	748.4818	RC3H2|54542	1099.0584
RCAN1|1827	2724.1903	RCAN1|1827	937.4765
RCAN2|10231	223.1781	RCAN2|10231	55.7439
RCAN3|11123	191.2955	RCAN3|11123	222.9755
RCBTB1|55213	832.4899	RCBTB1|55213	969.4915
RCBTB2|1102	298.0769	RCBTB2|1102	155.9322
RCC1|1104	1300.8047	RCC1|1104	1044.0753
RCC2|55920	4212.0445	RCC2|55920	3576.6478
RCCD1|91433	273.2794	RCCD1|91433	175.5179
RCE1|9986	255.0607	RCE1|9986	239.1714
RCHY1|25898	533.4008	RCHY1|25898	766.4783
RCL1|10171	212.5506	RCL1|10171	184.9341
RCN1|5954	1855.2632	RCN1|5954	1052.354
RCN2|5955	1128.5425	RCN2|5955	1422.2222
RCN3|57333	485.83	RCN3|57333	93.03200000000001
RCOR1|23186	1375.5061	RCOR1|23186	1742.3729
RCOR2|283248	27.3279	RCOR2|283248	30.1318
RCOR3|55758	985.3239	RCOR3|55758	1841.8079
RCSD1|92241	203.4413	RCSD1|92241	288.5122
RD3|343035	8.6032	lowly_expressed	lowly_expressed
RDBP|7936	1072.3684	RDBP|7936	1074.4669999999999
RDH10|157506	403.3401	RDH10|157506	190.2072
RDH11|51109	1689.2713	RDH11|51109	1747.646
RDH13|112724	283.9069	RDH13|112724	313.8418
RDH14|57665	382.085	RDH14|57665	383.3183
RDH16|8608	16.7004	RDH16|8608	33.145
RDH5|5959	19.2308	RDH5|5959	12.806
RDX|5962	1276.3158	RDX|5962	760.452
REC8|9985	13.664000000000001	REC8|9985	47.8343
RECK|8434	351.7206	RECK|8434	93.03200000000001
RECQL4|9401	664.4737	RECQL4|9401	273.823
RECQL5|9400	667.0039999999999	RECQL5|9400	731.8267
RECQL|5965	821.0273	RECQL|5965	733.2429
REEP1|65055	172.5709	REEP1|65055	538.6064
REEP2|51308	63.7652	REEP2|51308	19.5857
REEP3|221035	666.498	REEP3|221035	805.6497
REEP4|80346	227.7328	REEP4|80346	183.8041
REEP5|7905	8002.4848	REEP5|7905	7682.4595
REEP6|92840	1691.8016	REEP6|92840	1318.6441
RELA|5970	1651.8219	RELA|5970	1734.4633
RELB|5971	235.3239	RELB|5971	302.8249
RELL1|768211	452.4291	RELL1|768211	438.7684
RELL2|285613	30.9868	RELL2|285613	13.533
RELN|5649	169.0283	lowly_expressed	lowly_expressed
RELT|84957	71.3563	RELT|84957	62.1469
REL|5966	199.3927	REL|5966	422.2222
REM1|28954	11.6397	REM1|28954	16.1959
REM2|161253	15.6883	REM2|161253	17.3258
RENBP|5973	49.0891	RENBP|5973	87.7589
lowly_expressed	lowly_expressed	REN|5972	7.5329999999999995
REP15|387849	10.6275	REP15|387849	10.9228
REPIN1|29803	2654.8583	REPIN1|29803	3787.1940000000004
REPS1|85021	715.587	REPS1|85021	670.8098
REPS2|9185	1160.4251	REPS2|9185	6375.5179
RER1|11079	2627.3532	RER1|11079	3353.3070000000002
RERE|473	4448.8866	RERE|473	3931.4501
RERGL|79785	9.6154	lowly_expressed	lowly_expressed
RERG|85004	971.6599	RERG|85004	1692.6554
REST|5978	656.3765	REST|5978	650.8475
RETSAT|54884	3215.0809999999997	RETSAT|54884	2221.8456
RET|5979	2022.2672	RET|5979	7418.4557
REV1|51455	641.7004	REV1|51455	630.5085
REV3L|5980	849.6964	REV3L|5980	538.2298
REXO1|57455	389.17	REXO1|57455	333.3333
REXO2|25996	617.4089	REXO2|25996	358.5687
REXO4|57109	567.3077	REXO4|57109	612.806
RFC1|5981	1607.2874	RFC1|5981	1466.29
RFC2|5982	543.0162	RFC2|5982	418.4557
RFC3|5983	372.4696	RFC3|5983	319.0207
RFC4|5984	337.5506	RFC4|5984	350.2825
RFC5|5985	255.0607	RFC5|5985	252.354
RFESD|317671	23.2794	RFESD|317671	23.6874
RFFL|117584	663.6437	RFFL|117584	714.8136
RFK|55312	346.6599	RFK|55312	257.6271
RFNG|5986	610.83	RFNG|5986	830.8851
RFPL1S|10740	19.6407	RFPL1S|10740	5.2731
RFT1|91869	553.1377	RFT1|91869	626.3653
RFTN1|23180	378.0364	RFTN1|23180	436.9115
RFTN2|130132	52.1255	RFTN2|130132	24.8588
RFWD2|64326	851.7206	RFWD2|64326	1011.6761
RFWD3|55159	814.2713	RFWD3|55159	595.8569
RFX1|5989	422.0648	RFX1|5989	490.3955
RFX2|5990	79.4534	RFX2|5990	12.806
RFX3|5991	81.4777	RFX3|5991	16.9492
RFX5|5993	1116.9028	RFX5|5993	1611.6761
RFX6|222546	5.0607	lowly_expressed	lowly_expressed
RFX7|64864	1016.7004	RFX7|64864	1013.936
RFX8|731220	8.0972	lowly_expressed	lowly_expressed
RFXANK|8625	804.7621	RFXANK|8625	1118.0264
RFXAP|5994	70.3441	RFXAP|5994	63.6535
RG9MTD1|54931	653.3401	RG9MTD1|54931	735.5932
RG9MTD2|93587	189.7773	RG9MTD2|93587	323.5405
RG9MTD3|158234	185.2227	RG9MTD3|158234	124.2938
RGAG1|57529	6.5789	RGAG1|57529	6.7797
RGAG4|340526	256.5789	RGAG4|340526	154.049
RGL1|23179	385.6275	RGL1|23179	176.6478
RGL2|5863	2265.6883	RGL2|5863	3169.1149
RGL3|57139	91.5992	RGL3|57139	45.1977
lowly_expressed	lowly_expressed	RGL4|266747	12.5085
RGMA|56963	197.3684	RGMA|56963	17.7024
RGMB|285704	1750.754	RGMB|285704	2510.565
RGNEF|64283	623.9879	RGNEF|64283	709.6045
RGN|9104	48.583	RGN|9104	5.2731
RGP1|9827	204.9595	RGP1|9827	179.9586
RGPD1|400966	227.2166	RGPD1|400966	217.0923
RGPD3|653489	280.3644	RGPD3|653489	188.7006
RGPD4|285190	121.9636	RGPD4|285190	105.838
RGPD5|84220	100.3188	RGPD5|84220	84.1657
RGPD6|729540	539.8634	RGPD6|729540	315.08099999999996
RGS10|6001	271.7611	RGS10|6001	415.8192
RGS11|8786	136.3107	RGS11|8786	15.0697
RGS12|6002	734.8178	RGS12|6002	552.5424
RGS13|6003	7.085	RGS13|6003	6.7797
RGS14|10636	322.8745	RGS14|10636	285.4991
RGS16|6004	365.3846	RGS16|6004	110.7345
RGS17|26575	8.0972	lowly_expressed	lowly_expressed
RGS18|64407	18.2186	RGS18|64407	22.9755
RGS19|10287	190.2834	RGS19|10287	286.2524
RGS1|5996	1063.2591	RGS1|5996	742.3729
RGS22|26166	89.0688	RGS22|26166	334.4633
RGS2|5997	585.5263	RGS2|5997	128.0603
RGS3|5998	618.4211	RGS3|5998	342.3729
RGS4|5999	336.0324	RGS4|5999	70.8098
RGS5|8490	1628.0364	RGS5|8490	1027.1186
RGS6|9628	19.2308	RGS6|9628	21.8456
RGS7BP|401190	14.6761	lowly_expressed	lowly_expressed
RGS9|8787	16.1943	RGS9|8787	22.2222
RHBDD1|84236	315.7895	RHBDD1|84236	253.484
RHBDD2|57414	1321.8623	RHBDD2|57414	1620.339
RHBDD3|25807	241.3968	RHBDD3|25807	214.3126
RHBDF1|64285	901.3158	RHBDF1|64285	1202.6365
RHBDF2|79651	363.8664	RHBDF2|79651	308.8512
RHBDL1|9028	128.0364	RHBDL1|9028	225.6121
RHBDL2|54933	48.583	RHBDL2|54933	49.7175
RHBDL3|162494	40.9919	RHBDL3|162494	61.3936
lowly_expressed	lowly_expressed	RHBG|57127	6.403
lowly_expressed	lowly_expressed	RHCE|6006	7.1638
RHD|6007	5.5668	lowly_expressed	lowly_expressed
RHEBL1|121268	9.6154	RHEBL1|121268	9.4162
RHEB|6009	898.2794	RHEB|6009	969.1149
RHOA|387	12329.9595	RHOA|387	15514.8776
RHOBTB1|9886	755.0607	RHOBTB1|9886	615.4426
RHOBTB2|23221	512.3026	RHOBTB2|23221	257.9473
RHOBTB3|22836	1853.2389	RHOBTB3|22836	2119.3974
RHOB|388	7914.4737	RHOB|388	7117.5141
RHOC|389	5816.2955	RHOC|389	7201.5066
RHOD|29984	385.1215	RHOD|29984	511.1111
RHOF|54509	30.0152	RHOF|54509	128.2712
RHOG|391	740.3846	RHOG|391	757.0621
RHOH|399	179.1498	RHOH|399	519.3974
RHOJ|57381	232.7935	RHOJ|57381	36.1582
RHOQ|23433	1074.0233	RHOQ|23433	499.1563
RHOT1|55288	1181.6802	RHOT1|55288	1173.6347
RHOT2|89941	1815.7895	RHOT2|89941	2037.2881
RHOU|58480	850.7085	RHOU|58480	357.0621
RHOV|171177	571.3563	RHOV|171177	178.1544
RHPN1|114822	1168.5223	RHPN1|114822	1973.6347
RHPN2|85415	788.9676	RHPN2|85415	726.9303
RIBC1|158787	104.7571	RIBC1|158787	105.0847
RIBC2|26150	23.7854	RIBC2|26150	7.1563
RIC3|79608	172.0648	RIC3|79608	40.678000000000004
RIC8A|60626	2401.4777	RIC8A|60626	2294.7006
RIC8B|55188	346.6599	RIC8B|55188	386.8173
RICH2|9912	187.753	RICH2|9912	21.4689
RICTOR|253260	1151.3158	RICTOR|253260	1157.8154
RIF1|55183	1090.0810000000001	RIF1|55183	681.3559
RILPL1|353116	232.4899	RILPL1|353116	88.3013
RILPL2|196383	395.2429	RILPL2|196383	221.8456
RILP|83547	102.7328	RILP|83547	79.096
RIMBP2|23504	8.6032	lowly_expressed	lowly_expressed
RIMBP3|85376	14.6761	RIMBP3|85376	18.4557
RIMKLA|284716	31.8826	RIMKLA|284716	27.1186
RIMKLB|57494	559.251	RIMKLB|57494	659.0508
RIMS1|22999	48.583	RIMS1|22999	42.9379
RIMS2|9699	21.2551	lowly_expressed	lowly_expressed
RIMS3|9783	250.0	RIMS3|9783	114.5009
RIMS4|140730	979.7571	RIMS4|140730	1020.7156
RIN1|9610	141.1943	RIN1|9610	70.8098
RIN2|54453	2667.5101	RIN2|54453	940.4896
RIN3|79890	273.7854	RIN3|79890	180.4143
RING1|6015	715.081	RING1|6015	683.9925
RINL|126432	89.0688	RINL|126432	152.5424
RINT1|60561	448.8259	RINT1|60561	621.1563
RIOK1|83732	478.7449	RIOK1|83732	520.5273
RIOK2|55781	592.6113	RIOK2|55781	819.209
RIOK3|8780	1204.9595	RIOK3|8780	1247.4576
RIPK1|8737	1021.2551	RIPK1|8737	1040.3013
RIPK2|8767	463.5628	RIPK2|8767	529.5669
RIPK3|11035	149.2915	RIPK3|11035	794.7269
RIPK4|54101	1002.5304	RIPK4|54101	596.9868
RIT1|6016	750.5061	RIT1|6016	912.9944
RLF|6018	1432.6923	RLF|6018	2005.2731
RLIM|51132	1630.5668	RLIM|51132	1855.7439
RLN2|6019	21.7611	RLN2|6019	26.3653
lowly_expressed	lowly_expressed	RLTPR|146206	74.1996
RMI1|80010	299.5951	RMI1|80010	291.5254
RMND1|55005	597.6721	RMND1|55005	450.0942
RMND5A|64795	2559.2105	RMND5A|64795	2929.5669
RMND5B|64777	1004.0486	RMND5B|64777	1091.9021
lowly_expressed	lowly_expressed	RMRP|6023	43.6911
lowly_expressed	lowly_expressed	RMST|196475	9.0395
RNASE12|493901	5.5668	lowly_expressed	lowly_expressed
RNASE1|6035	1241.9028	RNASE1|6035	1805.2731
RNASE2|6036	9.6154	RNASE2|6036	8.6629
RNASE4|6038	1802.0243	RNASE4|6038	2338.2448
RNASE6|6039	133.6032	RNASE6|6039	253.1073
RNASE7|84659	16.7004	lowly_expressed	lowly_expressed
RNASEH1|246243	265.6883	RNASEH1|246243	193.9736
RNASEH2A|10535	564.2713	RNASEH2A|10535	488.5122
RNASEH2B|79621	277.3279	RNASEH2B|79621	453.8606
RNASEH2C|84153	406.3209	RNASEH2C|84153	412.1318
RNASEK|440400	1131.1538	RNASEK|440400	1225.4011
RNASEL|6041	330.4656	RNASEL|6041	421.4689
RNASEN|29102	1453.9474	RNASEN|29102	1654.6139
RNASET2|8635	808.7045	RNASET2|8635	1268.5499
RND1|27289	262.6518	RND1|27289	239.9247
RND2|8153	121.9636	RND2|8153	119.0207
RND3|390	2521.2551	RND3|390	1353.6723
RNF103|7844	1595.2733	RNF103|7844	1705.4765
RNF10|9921	3443.8259	RNF10|9921	3952.1657
RNF111|54778	888.1579	RNF111|54778	1050.0942
RNF113A|7737	253.5425	RNF113A|7737	306.5913
RNF114|55905	1513.664	RNF114|55905	1371.7514
RNF115|27246	497.9757	RNF115|27246	648.5876
RNF11|26994	2961.0324	RNF11|26994	2935.9699
RNF121|55298	663.9676	RNF121|55298	702.4482
RNF122|79845	111.8421	RNF122|79845	72.693
RNF123|63891	894.7368	RNF123|63891	1039.548
RNF125|54941	305.668	RNF125|54941	221.0923
RNF126|55658	237.8543	RNF126|55658	231.2618
RNF128|79589	143.2186	RNF128|79589	12.4294
RNF130|55819	1252.5304	RNF130|55819	1403.7665
RNF135|84282	702.9352	RNF135|84282	819.5857
RNF138P1|379013	11.6397	RNF138P1|379013	6.403
RNF138|51444	404.3522	RNF138|51444	477.2128
RNF139|11236	1500.5061	RNF139|11236	2093.4087
RNF13|11342	1209.0081	RNF13|11342	1106.968
RNF141|50862	1935.2227	RNF141|50862	1647.8343
RNF144A|9781	389.17	RNF144A|9781	71.9397
RNF144B|255488	1748.9879	RNF144B|255488	869.3032
RNF145|153830	828.9474	RNF145|153830	352.1657
RNF146|81847	643.2186	RNF146|81847	496.0452
RNF149|284996	704.9595	RNF149|284996	490.7721
RNF14|9604	1615.3846	RNF14|9604	2091.1488
RNF150|57484	130.5668	RNF150|57484	38.0414
RNF152|220441	64.2713	RNF152|220441	16.1959
RNF157|114804	64.2257	RNF157|114804	69.6798
RNF160|26046	1031.3765	RNF160|26046	1010.5461
RNF165|494470	80.9717	RNF165|494470	6.0264
RNF166|115992	131.0729	RNF166|115992	157.4388
RNF167|26001	2002.5304	RNF167|26001	2268.1733
RNF168|165918	215.081	RNF168|165918	247.8343
RNF169|254225	671.4929	RNF169|254225	613.3635
RNF170|81790	967.6113	RNF170|81790	1027.1186
RNF175|285533	11.1336	lowly_expressed	lowly_expressed
RNF180|285671	194.8381	RNF180|285671	48.2109
RNF181|51255	872.9757	RNF181|51255	1239.548
RNF183|138065	21.7611	RNF183|138065	14.6893
RNF185|91445	1126.2601	RNF185|91445	1096.3879
RNF186|54546	9.6154	lowly_expressed	lowly_expressed
RNF187|149603	3729.2509999999997	RNF187|149603	4277.2128
RNF19A|25897	2275.3036	RNF19A|25897	2051.9774
RNF19B|127544	579.9595	RNF19B|127544	658.0038
RNF207|388591	138.1579	RNF207|388591	143.1262
RNF208|727800	87.0445	RNF208|727800	179.2844
RNF20|56254	1263.1579	RNF20|56254	807.1563
RNF212|285498	22.7733	RNF212|285498	19.209
RNF213|57674	4577.8441	RNF213|57674	4930.2335
RNF214|257160	397.7733	RNF214|257160	421.4689
RNF215|200312	257.5911	RNF215|200312	204.5198
RNF216L|441191	247.4696	RNF216L|441191	255.5292
RNF216|54476	1693.8259	RNF216|54476	2038.4181
RNF217|154214	81.4777	RNF217|154214	12.806
RNF219|79596	507.1913	RNF219|79596	588.7006
RNF220|55182	916.0577	RNF220|55182	1191.2166
RNF24|11237	356.2753	RNF24|11237	145.0094
RNF25|64320	290.9919	RNF25|64320	266.6667
RNF26|79102	1100.7085	RNF26|79102	769.4915
RNF2|6045	403.8462	RNF2|6045	442.9379
RNF31|55072	1106.7814	RNF31|55072	1578.5348
RNF32|140545	47.0648	RNF32|140545	55.3672
RNF34|80196	453.8765	RNF34|80196	724.6704
RNF38|152006	1220.1417	RNF38|152006	1018.8324
RNF39|80352	197.8745	RNF39|80352	60.2637
RNF40|9810	3553.6437	RNF40|9810	3106.5913
RNF41|10193	1215.587	RNF41|10193	1929.5669
RNF43|54894	800.6073	RNF43|54894	719.0207
RNF44|22838	1228.2389	RNF44|22838	1434.6516
RNF4|6047	1501.5182	RNF4|6047	1858.3804
RNF5P1|286140	77.9352	RNF5P1|286140	106.2147
RNF5|6048	737.8543	RNF5|6048	938.9831
RNF6|6049	1485.3239	RNF6|6049	1729.5669
RNF7|9616	1379.5547	RNF7|9616	1758.9454
RNF8|9025	283.9069	RNF8|9025	301.6949
RNFT1|51136	234.8178	RNFT1|51136	231.2618
RNFT2|84900	27.834	RNFT2|84900	25.9887
RNGTT|8732	293.5223	RNGTT|8732	285.8757
RNH1|6050	3073.8866	RNH1|6050	2952.9190000000003
RNLS|55328	208.502	RNLS|55328	192.0904
RNMTL1|55178	218.1174	RNMTL1|55178	159.322
RNMT|8731	1220.6478	RNMT|8731	1114.5009
RNPC3|55599	206.9838	RNPC3|55599	240.678
RNPEPL1|57140	1232.7935	RNPEPL1|57140	1335.9699
RNPEP|6051	2361.3360000000002	RNPEP|6051	3250.8475
RNPS1|10921	2464.0688	RNPS1|10921	2623.7288
ROBLD3|28956	838.5628	ROBLD3|28956	1373.2579999999998
ROBO1|6091	671.0526	ROBO1|6091	206.0264
ROBO2|6092	418.0162	ROBO2|6092	360.8286
ROBO3|64221	120.9514	ROBO3|64221	16.9492
ROBO4|54538	234.8178	ROBO4|54538	87.3823
ROCK1|6093	1675.6073	ROCK1|6093	1587.5706
ROCK2|9475	1455.4656	ROCK2|9475	925.8004
ROD1|9991	2196.3563	ROD1|9991	2743.5028
ROGDI|79641	962.0445	ROGDI|79641	1374.3879
ROM1|6094	59.2105	ROM1|6094	29.7552
ROMO1|140823	681.1741	ROMO1|140823	705.0847
ROPN1B|152015	16.7004	lowly_expressed	lowly_expressed
ROPN1|54763	18.7247	lowly_expressed	lowly_expressed
ROR1|4919	59.7166	ROR1|4919	13.5593
ROR2|4920	255.0607	ROR2|4920	44.0678
RORA|6095	387.1457	RORA|6095	328.8136
RORC|6097	755.5668	RORC|6097	849.7175
RP1|6101	12.6518	RP1|6101	64.4068
RP2|6102	383.0972	RP2|6102	436.5348
RP9P|441212	100.7085	RP9P|441212	67.42
RP9|6100	118.4211	RP9|6100	155.5556
RPA1|6117	1826.4170000000001	RPA1|6117	1413.1827
RPA2|6118	730.7692	RPA2|6118	702.8249
RPA3|6119	314.2713	RPA3|6119	379.2844
RPAIN|84268	488.4615	RPAIN|84268	444.1921
RPAP1|26015	886.6397	RPAP1|26015	766.1017
RPAP2|79871	252.5304	RPAP2|79871	208.6629
RPAP3|79657	651.3158	RPAP3|79657	1216.9492
RPE|6120	737.3229	RPE|6120	590.1582
RPF1|80135	636.1336	RPF1|80135	882.1092
RPF2|84154	221.1538	RPF2|84154	181.9209
RPGRIP1L|23322	213.0567	RPGRIP1L|23322	124.6704
RPGRIP1|57096	5.5668	RPGRIP1|57096	17.3258
RPGR|6103	150.3036	RPGR|6103	198.4934
RPH3AL|9501	193.3198	RPH3AL|9501	264.0301
RPH3A|22895	116.3968	lowly_expressed	lowly_expressed
RPIA|22934	288.4615	RPIA|22934	270.4331
RPL10A|4736	10907.8947	RPL10A|4736	12615.4426
RPL10|6134	17332.5759	RPL10|6134	24723.5254
RPL11|6135	13298.583	RPL11|6135	14386.4407
RPL12|6136	9597.6721	RPL12|6136	10921.2806
RPL13AP20|387841	47.0648	RPL13AP20|387841	36.1582
RPL13AP3|645683	9.1093	RPL13AP3|645683	7.1563
RPL13AP6|644511	6.5789	RPL13AP6|644511	10.9228
RPL13A|23521	22071.8623	RPL13A|23521	20447.4576
RPL13P5|283345	15.6883	RPL13P5|283345	13.1827
RPL13|6137	11102.2267	RPL13|6137	10740.4896
RPL14|9045	8853.2389	RPL14|9045	10903.9548
RPL15|6138	18730.7692	RPL15|6138	22886.2524
RPL17|6139	6662.3836	RPL17|6139	9393.2279
RPL18A|6142	2175.1012	RPL18A|6142	2376.6478
RPL18|6141	12429.6559	RPL18|6141	15491.5254
RPL19P12|100129424	116.9028	RPL19P12|100129424	158.1921
RPL19|6143	31605.2632	RPL19|6143	43872.3164
lowly_expressed	lowly_expressed	RPL21|6144	6.403
RPL22L1|200916	387.1457	RPL22L1|200916	703.5782
RPL22|6146	8199.3927	RPL22|6146	9177.7778
RPL23AP53|644128	103.2389	RPL23AP53|644128	49.7175
RPL23AP64|649946	5.0607	RPL23AP64|649946	7.1563
RPL23AP7|118433	64.7773	RPL23AP7|118433	45.1977
RPL23AP82|284942	55.668	RPL23AP82|284942	50.0942
RPL23A|6147	2939.7773	RPL23A|6147	3847.8343
RPL23P8|222901	187.753	RPL23P8|222901	109.6045
RPL23|9349	18046.0526	RPL23|9349	23812.0527
RPL24|6152	7148.7854	RPL24|6152	10117.5141
RPL26L1|51121	276.3158	RPL26L1|51121	351.7891
RPL26|6154	6708.5019999999995	RPL26|6154	7553.2957
RPL27A|6157	8649.7976	RPL27A|6157	9653.484
RPL27|6155	7775.8097	RPL27|6155	6646.3277
RPL28|6158	9505.5668	RPL28|6158	12154.8023
RPL29|6159	10305.1619	RPL29|6159	14302.0716
RPL30|6156	14069.8381	RPL30|6156	19062.9002
RPL31|6160	7424.5951	RPL31|6160	8448.9642
RPL32P3|132241	237.2014	RPL32P3|132241	217.9247
RPL32|6161	13997.4696	RPL32|6161	16994.7269
RPL34|6164	6864.3725	RPL34|6164	9309.9812
RPL35A|6165	8666.498	RPL35A|6165	11724.2938
RPL35|11224	5173.0769	RPL35|11224	8072.3164
RPL36AL|6166	2649.2915	RPL36AL|6166	4207.532999999999
RPL36A|6173	58.1984	RPL36A|6173	131.8267
RPL36|25873	4913.9676	RPL36|25873	3810.5461
RPL37A|6168	9624.4939	RPL37A|6168	8115.6309
RPL37|6167	9397.2672	RPL37|6167	12177.7778
RPL38|6169	3935.7287	RPL38|6169	6419.209
RPL39L|116832	251.5182	RPL39L|116832	213.93599999999998
RPL39|6170	562.753	RPL39|6170	693.4087
RPL3|6122	44829.9595	RPL3|6122	29957.8154
RPL41|6171	16601.2146	RPL41|6171	35351.0358
RPL4|6124	25233.8057	RPL4|6124	26152.918999999998
RPL5|6125	18767.7126	RPL5|6125	17565.3484
RPL6|6128	7161.9433	RPL6|6128	8151.7891
RPL7A|6130	17864.3725	RPL7A|6130	21945.3861
RPL7L1|285855	1130.5668	RPL7L1|285855	1102.8249
RPL7|6129	3422.5709	RPL7|6129	2832.7684
RPL8|6132	38613.3603	RPL8|6132	32194.7269
RPL9|6133	209.5142	RPL9|6133	207.1563
RPLP0P2|113157	62.753	RPLP0P2|113157	21.8456
RPLP0|6175	21596.1538	RPLP0|6175	23187.5706
RPLP1|6176	27904.8583	RPLP1|6176	32126.177000000003
RPLP2|6181	7769.2308	RPLP2|6181	9186.4407
RPN1|6184	5864.3725	RPN1|6184	7022.2222
RPN2|6185	8454.9545	RPN2|6185	8921.2618
RPP14|11102	533.9069	RPP14|11102	668.1733
RPP21|79897	184.7166	RPP21|79897	225.6121
RPP25|54913	267.7126	RPP25|54913	283.6158
RPP30|10556	355.7692	RPP30|10556	381.9209
RPP38|10557	341.0931	RPP38|10557	428.6252
RPP40|10799	113.8664	RPP40|10799	66.6667
RPPH1|85495	9.1093	RPPH1|85495	38.7947
RPRD1A|55197	1262.1457	RPRD1A|55197	1461.7702
