gene_id	TCGA-E2-A15E-01A-11R-A12D-07	gene_id	TCGA-E2-A15E-06A-11R-A12D-07
DMXL2|23312	558.7045	DMXL2|23312	526.5537
DNA2|1763	187.753	DNA2|1763	225.2354
DNAH10|196385	13.1579	lowly_expressed	lowly_expressed
DNAH11|8701	9.7621	lowly_expressed	lowly_expressed
DNAH12|201625	7.085	lowly_expressed	lowly_expressed
DNAH14|127602	127.0243	DNAH14|127602	245.5744
DNAH17|8632	15.6883	DNAH17|8632	29.3785
DNAH1|25981	99.1903	DNAH1|25981	160.452
DNAH2|146754	74.3927	DNAH2|146754	28.6252
DNAH3|55567	21.7611	DNAH3|55567	82.1092
DNAH5|1767	485.83	DNAH5|1767	258.3804
DNAH6|1768	35.9312	lowly_expressed	lowly_expressed
DNAH7|56171	73.3806	DNAH7|56171	24.8588
DNAH9|1770	5.0607	lowly_expressed	lowly_expressed
DNAI1|27019	7.5911	lowly_expressed	lowly_expressed
DNAJA1|3301	2614.3725	DNAJA1|3301	2299.0584
DNAJA2|10294	1281.8826	DNAJA2|10294	1132.58
DNAJA3|9093	1488.3603	DNAJA3|9093	1267.42
DNAJA4|55466	1322.8745	DNAJA4|55466	1395.4802
DNAJB11|51726	804.1498	DNAJB11|51726	798.4934
DNAJB12|54788	1229.251	DNAJB12|54788	1254.2373
DNAJB14|79982	443.3198	DNAJB14|79982	518.6441
DNAJB1|3337	4326.417	DNAJB1|3337	5500.1883
DNAJB2|3300	1858.8057	DNAJB2|3300	1269.3032
DNAJB4|11080	376.0121	DNAJB4|11080	156.3089
DNAJB5|25822	150.3036	DNAJB5|25822	107.7213
DNAJB6|10049	2328.4413	DNAJB6|10049	2535.9699
DNAJB9|4189	626.0121	DNAJB9|4189	627.8719
DNAJC10|54431	2177.1255	DNAJC10|54431	1541.9962
DNAJC11|55735	1009.5192	DNAJC11|55735	892.2411
DNAJC12|56521	342.6113	DNAJC12|56521	1688.5122
DNAJC13|23317	1816.8016	DNAJC13|23317	1923.1638
DNAJC14|85406	1526.7713	DNAJC14|85406	2576.6591
DNAJC15|29103	825.4049	DNAJC15|29103	1003.7665
DNAJC16|23341	877.0243	DNAJC16|23341	884.3691
DNAJC17|55192	252.5304	DNAJC17|55192	293.7853
DNAJC18|202052	152.834	DNAJC18|202052	79.8493
DNAJC19|131118	630.5668	DNAJC19|131118	1574.7646
DNAJC1|64215	1281.8826	DNAJC1|64215	1777.4011
DNAJC21|134218	1260.1215	DNAJC21|134218	1425.9887
DNAJC22|79962	175.6073	DNAJC22|79962	341.9962
DNAJC24|120526	271.1994	DNAJC24|120526	262.5574
DNAJC25|548645	141.1943	DNAJC25|548645	107.3446
DNAJC27|51277	198.3806	DNAJC27|51277	177.4011
DNAJC28|54943	46.0526	DNAJC28|54943	39.548
DNAJC2|27000	532.2267	DNAJC2|27000	561.9021
DNAJC30|84277	326.9231	DNAJC30|84277	434.275
DNAJC3|5611	2194.8381	DNAJC3|5611	2306.2147
DNAJC4|3338	554.7014	DNAJC4|3338	704.9944
DNAJC5B|85479	6.5789	lowly_expressed	lowly_expressed
DNAJC5|80331	2589.5749	DNAJC5|80331	2402.6365
DNAJC6|9829	89.5749	DNAJC6|9829	79.4727
DNAJC7|7266	1850.0506	DNAJC7|7266	2597.8117
DNAJC8|22826	1616.3968	DNAJC8|22826	1689.6422
DNAJC9|23234	556.6802	DNAJC9|23234	511.5932
DNAL1|83544	620.9514	DNAL1|83544	697.5518
DNAL4|10126	656.8826	DNAL4|10126	557.4388
DNALI1|7802	1188.2591	DNALI1|7802	1669.6798
DNASE1L1|1774	407.1457	DNASE1L1|1774	468.74199999999996
DNASE1L2|1775	12.6518	DNASE1L2|1775	41.0546
DNASE1L3|1776	14.6761	DNASE1L3|1776	45.1977
DNASE1|1773	74.8988	DNASE1|1773	80.226
DNASE2B|58511	27.834	lowly_expressed	lowly_expressed
DNASE2|1777	1343.6235	DNASE2|1777	1749.9058
DND1|373863	97.8897	DND1|373863	86.0226
DNER|92737	5.0607	lowly_expressed	lowly_expressed
DNHD1|144132	214.5749	DNHD1|144132	321.2806
DNLZ|728489	68.3198	DNLZ|728489	74.1996
DNM1L|10059	1384.1093	DNM1L|10059	1456.1205
DNM1P35|100128285	25.8097	DNM1P35|100128285	18.8324
DNM1|1759	161.4372	DNM1|1759	54.9906
DNM2|1785	2937.6113	DNM2|1785	2595.8418
DNM3|26052	66.2955	DNM3|26052	84.3691
DNMBP|23268	701.1134	DNMBP|23268	392.5612
DNMT1|1786	2295.5466	DNMT1|1786	1996.2335
DNMT3A|1788	569.332	DNMT3A|1788	696.4218
DNMT3B|1789	140.6883	DNMT3B|1789	93.4087
DNPEP|23549	1226.2146	DNPEP|23549	1105.838
DNTTIP1|116092	466.5992	DNTTIP1|116092	534.4633
DNTTIP2|30836	1263.664	DNTTIP2|30836	1501.3183
DOC2A|8448	55.7692	DOC2A|8448	110.0979
DOC2B|8447	14.6761	lowly_expressed	lowly_expressed
DOCK10|55619	366.9028	DOCK10|55619	383.0508
DOCK11|139818	197.3684	DOCK11|139818	220.7156
DOCK1|1793	1847.1660000000002	DOCK1|1793	1683.6158
DOCK2|1794	165.9919	DOCK2|1794	428.2486
DOCK3|1795	31.3765	DOCK3|1795	25.2354
DOCK4|9732	414.9798	DOCK4|9732	275.3296
DOCK5|80005	370.9514	DOCK5|80005	68.3691
DOCK6|57572	504.0486	DOCK6|57572	674.9529
DOCK7|85440	909.413	DOCK7|85440	529.5669
DOCK8|81704	986.8421	DOCK8|81704	825.6121
DOCK9|23348	1601.2146	DOCK9|23348	2279.096
DOHH|83475	123.4818	DOHH|83475	67.0433
DOK1|1796	334.5142	DOK1|1796	837.2881
DOK2|9046	52.1255	DOK2|9046	67.42
DOK3|79930	77.4291	DOK3|79930	132.58
DOK4|55715	331.9838	DOK4|55715	181.5443
DOK5|55816	51.1134	lowly_expressed	lowly_expressed
DOK6|220164	56.1741	DOK6|220164	13.936
DOK7|285489	38.4615	DOK7|285489	222.9755
DOLK|22845	372.4696	DOLK|22845	374.3879
DOLPP1|57171	357.7935	DOLPP1|57171	598.4934
DOM3Z|1797	284.337	DOM3Z|1797	273.2203
DONSON|29980	262.5405	DONSON|29980	170.7458
DOPEY1|23033	577.7429	DOPEY1|23033	371.8983
DOPEY2|9980	1301.1134	DOPEY2|9980	1028.2486
DOT1L|84444	459.504	DOT1L|84444	355.1714
DPAGT1|1798	1222.2672	DPAGT1|1798	961.8418
DPCD|25911	295.5668	DPCD|25911	223.0433
DPEP2|64174	19.7368	DPEP2|64174	38.4181
DPF2|5977	1223.6842	DPF2|5977	1458.3804
DPF3|8110	12.1457	DPF3|8110	10.5461
DPH1|1801	594.4484	DPH1|1801	498.3013
DPH2|1802	544.0283	DPH2|1802	545.3861
DPH3B|100132911	21.2551	DPH3B|100132911	13.5593
DPH3|285381	504.0486	DPH3|285381	516.0075
DPH5|51611	436.2348	DPH5|51611	449.1149
DPM1|8813	601.2146	DPM1|8813	678.7194
DPM2|8818	779.3522	DPM2|8818	1074.5763
DPM3|54344	246.4575	DPM3|54344	290.3955
DPP3|10072	1092.6113	DPP3|10072	1192.0904
DPP4|1803	387.6518	DPP4|1803	37.2881
DPP6|1804	21.7611	lowly_expressed	lowly_expressed
DPP7|29952	1437.753	DPP7|29952	1980.7910000000002
DPP8|54878	619.9393	DPP8|54878	592.8437
DPP9|91039	993.4211	DPP9|91039	1248.2109
DPT|1805	236.33599999999998	DPT|1805	760.8286
DPY19L1|23333	804.6559	DPY19L1|23333	1041.8079
DPY19L2P1|554236	9.1093	lowly_expressed	lowly_expressed
DPY19L2P2|349152	24.7976	DPY19L2P2|349152	6.7797
DPY19L2P4|442523	28.3401	lowly_expressed	lowly_expressed
DPY19L2|283417	54.1498	DPY19L2|283417	9.7928
DPY19L3|147991	616.9028	DPY19L3|147991	699.8117
DPY19L4|286148	1164.9798	DPY19L4|286148	1331.0734
DPY30|84661	455.4099	DPY30|84661	603.7665
DPYD|1806	644.2308	DPYD|1806	547.646
DPYSL2|1808	2018.7247	DPYSL2|1808	483.6158
DPYSL3|1809	2505.0607	DPYSL3|1809	690.7721
DPYSL4|10570	97.6721	DPYSL4|10570	6.0264
DR1|1810	1135.1215	DR1|1810	1141.2429
DRAM1|55332	600.2024	DRAM1|55332	484.7458
DRAM2|128338	834.5142	DRAM2|128338	1007.1563
DRAP1|10589	982.2874	DRAP1|10589	859.5104
DRD2|1813	71.3563	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DRD4|1815	11.6761
DRG1|4733	875.5061	DRG1|4733	813.1827
DRG2|1819	575.4049	DRG2|1819	536.7232
DRP2|1821	16.1943	DRP2|1821	9.4162
DSC1|1823	33.1933	DSC1|1823	7.1563
DSC2|1824	1005.5668	DSC2|1824	825.6121
DSC3|1825	949.8988	lowly_expressed	lowly_expressed
DSCAML1|57453	12.1457	lowly_expressed	lowly_expressed
DSCC1|79075	143.2186	DSCC1|79075	77.2128
DSCR3|10311	852.2267	DSCR3|10311	1024.1055
DSCR6|53820	10.6275	DSCR6|53820	8.6629
DSEL|92126	225.2024	DSEL|92126	97.1751
DSE|29940	567.9251	DSE|29940	296.1281
DSG1|1828	30.3644	lowly_expressed	lowly_expressed
DSG2|1829	4279.8482	DSG2|1829	4675.2806
DSG3|1830	879.0486	lowly_expressed	lowly_expressed
DSN1|79980	433.7045	DSN1|79980	329.5669
DSP|1832	23396.2551	lowly_expressed	lowly_expressed
DSTN|11034	9024.7976	DSTN|11034	7676.4595
DSTYK|25778	997.9757	DSTYK|25778	967.9849
DST|667	10648.2794	DST|667	1184.9341
DTD1|92675	241.9028	DTD1|92675	157.8154
DTL|51514	271.2551	DTL|51514	128.4369
DTNA|1837	671.0526	DTNA|1837	1197.3635
DTNBP1|84062	270.749	DTNBP1|84062	335.5932
DTNB|1838	527.8340000000001	DTNB|1838	461.3936
DTWD1|56986	495.4453	DTWD1|56986	599.6234
DTWD2|285605	324.8988	DTWD2|285605	418.4557
DTX1|1840	83.50200000000001	DTX1|1840	41.8079
DTX2|113878	450.9109	DTX2|113878	496.4218
DTX3L|151636	1791.4271	DTX3L|151636	2462.6215
DTX3|196403	638.1579	DTX3|196403	740.4896
DTX4|23220	484.3117	DTX4|23220	359.32199999999995
DTYMK|1841	288.4615	DTYMK|1841	229.3785
DULLARD|23399	1359.8178	DULLARD|23399	1497.1751
DUOX1|53905	168.0162	DUOX1|53905	12.0527
DUOX2|50506	6.0729	lowly_expressed	lowly_expressed
DUOXA1|90527	19.7065	lowly_expressed	lowly_expressed
DUS1L|64118	1771.7611	DUS1L|64118	1680.6026
DUS2L|54920	159.41299999999998	DUS2L|54920	153.6723
DUS3L|56931	209.5142	DUS3L|56931	122.0339
DUS4L|11062	167.6468	DUS4L|11062	168.1883
DUSP10|11221	376.0121	DUSP10|11221	205.2731
DUSP11|8446	397.7733	DUSP11|8446	417.3258
DUSP12|11266	201.9231	DUSP12|11266	191.3371
DUSP14|11072	360.83	DUSP14|11072	367.9849
DUSP15|128853	84.5142	DUSP15|128853	205.6497
DUSP16|80824	2927.1255	DUSP16|80824	2997.3635
DUSP18|150290	137.6113	DUSP18|150290	118.6365
DUSP19|142679	79.9595	DUSP19|142679	42.9379
DUSP1|1843	3864.8785	DUSP1|1843	441.8079
DUSP22|56940	534.413	DUSP22|56940	400.3766
DUSP23|54935	395.749	DUSP23|54935	282.1092
DUSP28|285193	85.5263	DUSP28|285193	108.4746
DUSP2|1844	84.5142	DUSP2|1844	66.29
DUSP3|1845	1630.0607	DUSP3|1845	1540.4896
DUSP4|1846	1361.336	DUSP4|1846	894.5386
DUSP5P|574029	22.7733	DUSP5P|574029	42.5612
DUSP5|1847	620.4453	DUSP5|1847	234.6516
DUSP6|1848	1387.6518	DUSP6|1848	272.693
DUSP7|1849	415.4858	DUSP7|1849	236.5348
DUSP8|1850	408.9069	DUSP8|1850	297.9284
DUSP9|1852	11.6397	lowly_expressed	lowly_expressed
DUT|1854	828.0921	DUT|1854	839.7363
DVL1|1855	1014.6761	DVL1|1855	1147.646
DVL2|1856	575.4049	DVL2|1856	471.9397
DVL3|1857	2433.7045	DVL3|1857	2774.3879
lowly_expressed	lowly_expressed	DYDC2|84332	21.8456
DYM|54808	801.6194	DYM|54808	943.1262
DYNC1H1|1778	10459.0081	DYNC1H1|1778	8027.1186
DYNC1I1|1780	19.2308	lowly_expressed	lowly_expressed
DYNC1I2|1781	1696.8623	DYNC1I2|1781	1354.8023
DYNC1LI1|51143	624.4939	DYNC1LI1|51143	965.725
DYNC1LI2|1783	2494.4332	DYNC1LI2|1783	1539.3597
DYNC2H1|79659	592.6113	DYNC2H1|79659	229.3785
DYNC2LI1|51626	339.5749	DYNC2LI1|51626	425.6121
DYNLL1|8655	3072.8745	DYNLL1|8655	4670.0565
DYNLL2|140735	1649.7976	DYNLL2|140735	1332.58
DYNLRB1|83658	1726.2146	DYNLRB1|83658	2229.0019
DYNLRB2|83657	19.7368	DYNLRB2|83657	13.936
DYNLT1|6993	969.6356	DYNLT1|6993	1159.322
DYNLT3|6990	658.4008	DYNLT3|6990	1164.2185
DYRK1A|1859	1630.5668	lowly_expressed	lowly_expressed
DYRK1B|9149	940.2834	DYRK1B|9149	1770.6215
DYRK2|8445	497.4696	DYRK2|8445	371.3748
DYRK3|8444	187.753	DYRK3|8444	106.2147
DYRK4|8798	273.7854	DYRK4|8798	429.0019
DYSF|8291	303.6437	DYSF|8291	142.7495
DYX1C1|161582	90.587	DYX1C1|161582	74.8324
DZIP1L|199221	86.5385	DZIP1L|199221	12.0527
DZIP1|22873	229.2358	DZIP1|22873	43.3145
DZIP3|9666	417.5101	DZIP3|9666	436.9115
E2F1|1869	307.6923	E2F1|1869	137.4765
E2F2|1870	118.4211	E2F2|1870	67.7966
E2F3|1871	444.332	E2F3|1871	381.1676
E2F4|1874	807.6923	E2F4|1874	756.6855
E2F5|1875	224.6812	E2F5|1875	185.5782
E2F6|1876	259.1093	E2F6|1876	240.3013
E2F7|144455	51.6194	E2F7|144455	30.1318
E2F8|79733	53.1377	E2F8|79733	87.3823
E4F1|1877	601.7206	E4F1|1877	892.2787
EAF1|85403	878.0364	EAF1|85403	1166.855
EAF2|55840	48.0769	EAF2|55840	49.7175
EAPP|55837	968.1174	EAPP|55837	1490.0188
EARS2|124454	1171.5587	EARS2|124454	954.8023
EBAG9|9166	839.5749	EBAG9|9166	970.9981
EBF1|1879	125.0	EBF1|1879	72.3164
EBF2|64641	10.6275	lowly_expressed	lowly_expressed
EBF3|253738	56.6802	EBF3|253738	60.6403
EBF4|57593	347.166	EBF4|57593	363.0885
EBI3|10148	22.2672	EBI3|10148	44.8211
EBNA1BP2|10969	1237.8543	EBNA1BP2|10969	1223.3522
EBPL|84650	646.7611	EBPL|84650	777.4011
EBP|10682	566.8016	EBP|10682	393.9736
ECD|11319	604.7571	ECD|11319	686.6289999999999
ECE1|1889	8238.3603	ECE1|1889	5280.6026
ECE2|9718	193.3198	ECE2|9718	166.1017
ECEL1|9427	15.1822	lowly_expressed	lowly_expressed
ECH1|1891	2977.7328	ECH1|1891	3906.968
ECHDC1|55862	503.5425	ECHDC1|55862	427.8719
ECHDC2|55268	1178.1377	ECHDC2|55268	1324.2938
ECHDC3|79746	398.2794	ECHDC3|79746	223.7288
ECHS1|1892	1986.336	ECHS1|1892	1719.0207
ECM1|1893	428.6437	ECM1|1893	722.4105
ECM2|1842	285.4251	ECM2|1842	106.5913
ECSCR|641700	47.0648	ECSCR|641700	16.1959
ECSIT|51295	652.8340000000001	ECSIT|51295	632.7684
ECT2L|345930	5.5668	lowly_expressed	lowly_expressed
ECT2|1894	892.2065	ECT2|1894	970.2448
EDA2R|60401	126.0121	EDA2R|60401	8.2863
EDARADD|128178	380.0607	EDARADD|128178	22.9755
EDAR|10913	18.7247	EDAR|10913	7.9096
EDA|1896	59.7166	EDA|1896	56.8738
EDC3|80153	869.4332	EDC3|80153	878.7194
EDC4|23644	1196.3512	EDC4|23644	1222.9755
EDEM1|9695	1904.8583	EDEM1|9695	2304.3315
EDEM2|55741	620.9514	EDEM2|55741	798.8701
EDEM3|80267	1641.7004	EDEM3|80267	1317.8908
EDF1|8721	2956.4777	EDF1|8721	3553.6723
EDIL3|10085	233.2996	EDIL3|10085	26.3653
EDN1|1906	579.9595	EDN1|1906	88.5122
EDN2|1907	138.1579	EDN2|1907	26.741999999999997
EDN3|1908	236.33599999999998	lowly_expressed	lowly_expressed
EDNRA|1909	633.0972	EDNRA|1909	309.9812
EDNRB|1910	248.4818	EDNRB|1910	89.2655
EEA1|8411	892.7126	EEA1|8411	885.1224
EED|8726	307.6923	lowly_expressed	lowly_expressed
EEF1A1P9|441032	5519.7368	EEF1A1P9|441032	4940.8663
EEF1A1|1915	75968.6235	EEF1A1|1915	80688.5122
EEF1A2|1917	921.5587	EEF1A2|1917	728.8136
EEF1B2|1933	2671.5587	EEF1B2|1933	2351.7891
EEF1D|1936	18115.3846	EEF1D|1936	17567.2316
EEF1E1|9521	319.8381	EEF1E1|9521	317.1375
EEF1G|1937	19632.085	EEF1G|1937	16443.6911
EEF2K|29904	1779.3522	EEF2K|29904	1144.2561
EEF2|1938	54520.749	EEF2|1938	43809.7928
EEFSEC|60678	469.0486	EEFSEC|60678	503.0885
EEPD1|80820	181.1741	EEPD1|80820	81.7326
EFCAB10|100130771	6.1336	lowly_expressed	lowly_expressed
EFCAB1|79645	32.8947	lowly_expressed	lowly_expressed
EFCAB2|84288	109.3117	EFCAB2|84288	259.1337
EFCAB4A|283229	1570.3441	EFCAB4A|283229	2196.6102
EFCAB4B|84766	267.2065	EFCAB4B|84766	360.0753
EFCAB6|64800	62.247	EFCAB6|64800	17.7024
EFCAB7|84455	160.4251	EFCAB7|84455	152.1657
EFEMP1|2202	3948.3806	EFEMP1|2202	783.0508
EFEMP2|30008	876.0121	EFEMP2|30008	502.0716
EFHA1|221154	899.7976	EFHA1|221154	1096.0452
EFHA2|286097	51.6194	EFHA2|286097	7.1563
EFHB|151651	5.0607	lowly_expressed	lowly_expressed
EFHC1|114327	422.5709	EFHC1|114327	447.08099999999996
EFHC2|80258	13.664000000000001	lowly_expressed	lowly_expressed
EFHD1|80303	8926.1134	EFHD1|80303	8034.275
EFHD2|79180	556.1741	EFHD2|79180	630.8851
EFNA1|1942	1893.7247	EFNA1|1942	2919.3974
EFNA3|1944	486.8421	EFNA3|1944	398.4934
EFNA4|1945	426.6194	EFNA4|1945	537.0998
EFNA5|1946	383.0972	EFNA5|1946	42.1846
EFNB1|1947	471.1538	EFNB1|1947	238.7947
EFNB2|1948	721.6599	EFNB2|1948	122.7872
EFNB3|1949	254.5547	EFNB3|1949	11.6761
EFR3A|23167	2992.4089	EFR3A|23167	2858.0038
EFR3B|22979	116.3968	EFR3B|22979	83.2392
EFS|10278	819.332	EFS|10278	589.4539
EFTUD1|79631	715.081	EFTUD1|79631	833.8983
EFTUD2|9343	2112.3482	lowly_expressed	lowly_expressed
EGFL6|25975	32.3887	lowly_expressed	lowly_expressed
EGFL7|51162	202.9352	EGFL7|51162	39.1714
EGFL8|80864	72.085	EGFL8|80864	46.6667
EGFLAM|133584	335.0202	EGFLAM|133584	57.6271
EGFR|1956	746.4575	EGFR|1956	42.1846
EGF|1950	297.5709	EGF|1950	14.3126
EGLN1|54583	1549.0891	EGLN1|54583	1332.9567
EGLN2|112398	1539.4737	EGLN2|112398	1899.8117
EGLN3|112399	1522.2672	EGLN3|112399	759.322
EGOT|100126791	57.6923	EGOT|100126791	241.0546
EGR1|1958	8885.6275	EGR1|1958	738.9831
EGR2|1959	565.7895	EGR2|1959	54.2373
EGR3|1960	458.50199999999995	EGR3|1960	78.7194
EHBP1L1|254102	820.3441	EHBP1L1|254102	528.8136
EHBP1|23301	699.3927	EHBP1|23301	441.8079
EHD1|10938	964.0688	EHD1|10938	1359.6987
EHD2|30846	2221.1538	EHD2|30846	1908.0979
EHD3|30845	649.7976	EHD3|30845	73.4463
EHD4|30844	1466.0931	EHD4|30844	1499.0584
EHF|26298	3234.8178	EHF|26298	2264.4068
EHHADH|1962	215.58700000000002	EHHADH|1962	182.6742
EHMT1|79813	1717.1053	EHMT1|79813	3113.3709999999996
EHMT2|10919	1792.5101	EHMT2|10919	1895.6685
EI24|9538	3134.1093	EI24|9538	3087.7589
EID1|23741	2853.2389	EID1|23741	2836.9115
EID2B|126272	34.919000000000004	EID2B|126272	24.1055
EID2|163126	238.3603	EID2|163126	319.3974
EID3|493861	15.6883	EID3|493861	17.7024
EIF1AD|84285	505.5668	EIF1AD|84285	520.5273
EIF1AX|1964	2181.1741	EIF1AX|1964	2490.3955
EIF1B|10289	710.0202	EIF1B|10289	1037.2881
EIF1|10209	12105.7692	EIF1|10209	17821.8456
EIF2AK1|27102	6420.8148	EIF2AK1|27102	8737.4915
EIF2AK2|5610	397.7733	EIF2AK2|5610	445.1977
EIF2AK3|9451	874.4939	EIF2AK3|9451	923.5405
EIF2AK4|440275	2594.6356	EIF2AK4|440275	2734.4633
EIF2A|83939	2048.0769	EIF2A|83939	2570.6215
EIF2B1|1967	828.9474	EIF2B1|1967	922.7872
EIF2B2|8892	626.5182	EIF2B2|8892	629.0019
EIF2B3|8891	558.7045	EIF2B3|8891	431.6384
EIF2B4|8890	840.587	EIF2B4|8890	1001.1299
EIF2B5|8893	1307.6923	EIF2B5|8893	1496.0452
EIF2C1|26523	1576.9231	EIF2C1|26523	1400.3766
EIF2C2|27161	513.664	EIF2C2|27161	436.5348
EIF2C3|192669	270.2429	EIF2C3|192669	381.5443
EIF2C4|192670	609.8178	EIF2C4|192670	667.7966
EIF2S1|1965	1719.6356	EIF2S1|1965	1739.3597
EIF2S2|8894	1465.0810000000001	EIF2S2|8894	1517.8908
EIF2S3|1968	7187.753000000001	EIF2S3|1968	9274.9529
EIF3A|8661	6885.1215	EIF3A|8661	5485.4991
EIF3B|8662	4033.9069	EIF3B|8662	4261.7702
EIF3CL|728689	17488.8057	EIF3CL|728689	17412.6441
EIF3C|8663	310.7895	EIF3C|8663	151.5744
EIF3D|8664	3486.8421	EIF3D|8664	3065.1601
EIF3E|3646	8832.4899	EIF3E|3646	10537.8531
EIF3F|8665	2714.0688	EIF3F|8665	3265.9134
EIF3G|8666	2336.4676	EIF3G|8666	2948.3540000000003
EIF3H|8667	7091.5992	EIF3H|8667	10236.1582
EIF3I|8668	5345.6478	EIF3I|8668	7107.8493
EIF3J|8669	2087.5506	EIF3J|8669	2809.7928
EIF3K|27335	3162.4494	EIF3K|27335	4713.371
EIF3L|51386	7631.0729	EIF3L|51386	4562.7119
EIF3M|10480	2408.3553	EIF3M|10480	2896.3352
EIF4A1|1973	9311.1538	EIF4A1|1973	8762.5386
EIF4A2|1974	6776.3158	EIF4A2|1974	6157.0621
EIF4A3|9775	2602.7328	EIF4A3|9775	3496.4218
EIF4B|1975	12311.5789	EIF4B|1975	22228.177000000003
EIF4E2|9470	939.2713	EIF4E2|9470	845.5744
EIF4E3|317649	1017.7126	EIF4E3|317649	1045.1977
EIF4EBP1|1978	282.3887	EIF4EBP1|1978	208.2863
EIF4EBP2|1979	4894.2308	EIF4EBP2|1979	5203.0132
EIF4EBP3|8637	525.0152	EIF4EBP3|8637	594.8588
EIF4ENIF1|56478	664.9798	EIF4ENIF1|56478	579.661
EIF4E|1977	531.8826	EIF4E|1977	675.3296
EIF4G1|1981	9673.583	EIF4G1|1981	8461.3936
EIF4G2|1982	20042.5101	EIF4G2|1982	18935.5932
EIF4G3|8672	1795.5466	EIF4G3|8672	1384.9341
EIF4H|7458	5163.4615	EIF4H|7458	4944.6328
EIF5A2|56648	108.8057	EIF5A2|56648	34.6516
EIF5AL1|143244	1061.7409	EIF5AL1|143244	882.8625
EIF5A|1984	4566.2955	EIF5A|1984	3859.887
EIF5B|9669	2527.834	EIF5B|9669	2091.5254
EIF5|1983	4851.7206	EIF5|1983	6868.1733
EIF6|3692	2159.919	EIF6|3692	2117.5141
ELAC1|55520	82.8846	ELAC1|55520	37.0546
ELAC2|60528	1277.8339999999998	ELAC2|60528	858.7571
ELAVL1|1994	1459.0081	ELAVL1|1994	1359.6987
ELAVL2|1993	7.085	lowly_expressed	lowly_expressed
ELF1|1997	2011.6397	ELF1|1997	3900.9416
ELF2|1998	963.0567	ELF2|1998	1167.9849
ELF3|1999	2477.7328	ELF3|1999	3311.8644
ELF4|2000	386.6397	ELF4|2000	366.4783
ELF5|2001	211.5385	ELF5|2001	142.7495
ELFN1|392617	29.8583	ELFN1|392617	6.7797
ELFN2|114794	11.1336	lowly_expressed	lowly_expressed
ELK1|2002	707.9960000000001	ELK1|2002	813.936
ELK3|2004	387.1457	ELK3|2004	293.4087
ELK4|2005	149.7976	ELK4|2005	151.7891
ELL2|22936	716.0931	ELL2|22936	340.8663
ELL3|80237	217.4696	ELL3|80237	205.8908
ELL|8178	495.4453	ELL|8178	577.0245
ELMO1|9844	451.9231	ELMO1|9844	332.58
ELMO2|63916	1272.7733	ELMO2|63916	1198.4934
ELMO3|79767	522.2672	ELMO3|79767	566.4783
ELMOD2|255520	315.7895	ELMOD2|255520	303.5782
ELMOD3|84173	367.4089	ELMOD3|84173	452.7307
ELN|2006	811.2348	ELN|2006	674.5763
ELOF1|84337	746.9636	ELOF1|84337	1083.6158
ELOVL1|64834	1607.2874	ELOVL1|64834	1408.6629
ELOVL2|54898	193.8259	ELOVL2|54898	2966.1017
ELOVL3|83401	6.0729	lowly_expressed	lowly_expressed
ELOVL4|6785	24.7976	lowly_expressed	lowly_expressed
ELOVL5|60481	11194.332	ELOVL5|60481	15224.4821
ELOVL6|79071	214.0688	ELOVL6|79071	137.8531
ELOVL7|79993	983.2996	ELOVL7|79993	26.3653
ELP2P|100131454	7.5911	ELP2P|100131454	6.403
ELP2|55250	1639.17	ELP2|55250	2296.7985
ELP3|55140	568.3198	ELP3|55140	364.5951
ELP4|26610	197.8745	ELP4|26610	239.548
ELTD1|64123	435.2227	ELTD1|64123	112.6177
EMB|133418	393.7247	EMB|133418	496.0452
EMCN|51705	281.3765	EMCN|51705	96.0452
EMD|2010	1230.7692	EMD|2010	2096.4218
EME1|146956	89.2409	EME1|146956	27.2279
EME2|197342	27.3279	EME2|197342	34.6516
EMG1|10436	487.8543	EMG1|10436	578.1544
EMID1|129080	67.8138	EMID1|129080	219.5857
EMID2|136227	13.1579	lowly_expressed	lowly_expressed
EMILIN1|11117	1515.6883	EMILIN1|11117	216.5725
EMILIN2|84034	240.8907	EMILIN2|84034	103.5782
EMILIN3|90187	113.5881	lowly_expressed	lowly_expressed
EML1|2009	230.7692	EML1|2009	67.0433
EML2|24139	1158.5071	EML2|24139	2476.3126
EML3|256364	785.4251	EML3|256364	551.7891
EML4|27436	889.6761	EML4|27436	646.7043
EML5|161436	82.99600000000001	EML5|161436	32.7684
EML6|400954	21.7611	EML6|400954	9.4162
EMP1|2012	4054.6559	EMP1|2012	1386.0639999999999
EMP2|2013	8112.3482	EMP2|2013	9920.1507
EMP3|2014	150.3036	EMP3|2014	274.9529
EMR1|2015	5.0607	lowly_expressed	lowly_expressed
EMR2|30817	94.1296	EMR2|30817	45.1977
lowly_expressed	lowly_expressed	EMR4P|326342	7.1563
EMX1|2016	91.5992	EMX1|2016	325.4237
EMX2OS|196047	27.3279	EMX2OS|196047	18.8324
EMX2|2018	11.6397	EMX2|2018	5.6497
EN1|2019	55.1619	EN1|2019	17.3258
EN2|2020	5.5668	lowly_expressed	lowly_expressed
ENAH|55740	4648.7854	ENAH|55740	2588.7006
ENC1|8507	1785.2935	ENC1|8507	1395.4011
ENDOD1|23052	1339.0688	ENDOD1|23052	770.9981
ENDOG|2021	179.0789	ENDOG|2021	259.6309
