gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
TTC7B|145567	274.7444	TTC7B|145567	229.5161
TTC8|123016	148.1767	TTC8|123016	577.3838
TTC9C|283237	694.5784	TTC9C|283237	306.6603
TTC9|23508	644.4144	TTC9|23508	869.1902
TTF1|7270	240.0154	TTF1|7270	438.9075
TTF2|8458	180.5904	TTF2|8458	338.2846
TTK|7272	601.1962	TTK|7272	31.6243
TTLL10|254173	8.4893	lowly_expressed	lowly_expressed
TTLL11|158135	27.7831	TTLL11|158135	95.8313
TTLL12|23170	1844.4916	TTLL12|23170	1054.6239
lowly_expressed	lowly_expressed	TTLL13|440307	7.1011
TTLL1|25809	382.7899	TTLL1|25809	285.5774
lowly_expressed	lowly_expressed	TTLL2|83887	5.2707
TTLL3|26140	547.8603	TTLL3|26140	614.5041
TTLL4|9654	2938.8385	TTLL4|9654	644.9449
TTLL5|23093	375.0724	TTLL5|23093	714.9018
TTLL7|79739	12.3481	TTLL7|79739	87.6857
TTLL9|164395	7.7175	TTLL9|164395	19.6454
TTL|150465	581.1306	TTL|150465	482.5108
TTN|7273	132.8343	TTN|7273	121.1308
TTPAL|79183	674.5128	TTPAL|79183	532.8222
lowly_expressed	lowly_expressed	TTPA|7274	15.333
TTYH1|57348	751.6882	TTYH1|57348	339.7221
TTYH2|94015	217.0558	TTYH2|94015	184.0728
TTYH3|80727	2291.3371	TTYH3|80727	882.1275
TUBA1A|7846	7605.001	TUBA1A|7846	4754.7532
TUBA1B|10376	19870.3839	TUBA1B|10376	9736.9957
TUBA1C|84790	6125.41	TUBA1C|84790	1313.3685
TUBA4A|7277	1261.8175	TUBA4A|7277	936.2722
TUBA8|51807	40.903	TUBA8|51807	34.5759
TUBAL3|79861	153.579	TUBAL3|79861	29.7077
TUBB1|81027	32.4137	TUBB1|81027	22.5204
TUBB2A|7280	1884.6228	TUBB2A|7280	1037.8534
TUBB2B|347733	168.2423	TUBB2B|347733	161.955
TUBB2C|10383	10140.8451	TUBB2C|10383	4063.2487
TUBB3|10381	3004.9084	TUBB3|10381	77.1442
TUBB4|10382	97.241	TUBB4|10382	42.1658
TUBB6|84617	6085.4254	TUBB6|84617	1084.1064
TUBB8|347688	10.8046	TUBB8|347688	6.229
TUBBP5|643224	23.9244	TUBBP5|643224	91.9981
TUBB|203068	19656.5696	TUBB|203068	11502.6354
TUBD1|51174	229.9826	TUBD1|51174	273.5985
TUBE1|51175	320.2778	TUBE1|51175	245.8074
TUBG1|7283	2029.7125	TUBG1|7283	542.8845
TUBG2|27175	219.9498	TUBG2|27175	559.1759
TUBGCP2|10844	1104.3797	TUBGCP2|10844	1441.7825
TUBGCP3|10426	578.0436	TUBGCP3|10426	579.7796
TUBGCP4|27229	121.1653	TUBGCP4|27229	334.4514
TUBGCP5|114791	784.1019	TUBGCP5|114791	499.2813
TUBGCP6|85378	972.4098	TUBGCP6|85378	1216.5788
TUB|7275	236.9284	TUB|7275	398.6584
TUFM|7284	3435.0762	TUFM|7284	3577.863
TUFT1|7286	815.7438	TUFT1|7286	593.196
TUG1|55000	5141.4239	TUG1|55000	4380.9296
TULP3|7289	946.1702	TULP3|7289	709.1519
TULP4|56995	2076.7895	TULP4|56995	946.3345
TUSC1|286319	300.2122	TUSC1|286319	533.3014
TUSC2|11334	329.5389	TUSC2|11334	621.4662
TUSC3|7991	112.6761	TUSC3|7991	663.1529
TUSC5|286753	399.7685	TUSC5|286753	642.5491
TUT1|64852	906.8107	TUT1|64852	712.5060000000001
TWF1|5756	1602.9327	TWF1|5756	1802.5874
TWF2|11344	1881.4972	TWF2|11344	883.7901
TWIST1|7291	203.743	TWIST1|7291	169.1423
TWIST2|117581	55.5663	TWIST2|117581	21.5621
TWISTNB|221830	337.2564	TWISTNB|221830	482.0316
TWSG1|57045	596.5657	lowly_expressed	lowly_expressed
TXK|7294	7.7175	TXK|7294	6.229
TXLNA|200081	1861.4702	TXLNA|200081	2357.4509
TXLNB|167838	27.0114	TXLNB|167838	200.7667
TXLNG|55787	63.2838	TXLNG|55787	257.7863
TXN2|25828	2045.1476	TXN2|25828	1690.4648
TXNDC11|51061	1604.4762	TXNDC11|51061	1120.2683
TXNDC12|51060	1707.8912	TXNDC12|51060	1244.3699
TXNDC15|79770	1449.3537	TXNDC15|79770	1268.8069
TXNDC16|57544	219.9498	TXNDC16|57544	473.4068
TXNDC17|84817	801.0496	TXNDC17|84817	484.3987
TXNDC3|51314	6.1739999999999995	lowly_expressed	lowly_expressed
TXNDC5|81567	7650.4727	TXNDC5|81567	4719.2861
TXNDC9|10190	623.5771	TXNDC9|10190	460.9487
TXNIP|10628	8580.3589	TXNIP|10628	29937.2305
TXNL1|9352	1544.2794	TXNL1|9352	1356.0134
TXNL4A|10907	1122.13	TXNL4A|10907	495.9272
TXNL4B|54957	215.3193	TXNL4B|54957	233.3493
TXNRD1|7296	1275.7089999999998	TXNRD1|7296	1332.0556
TXNRD2|10587	446.8455	TXNRD2|10587	426.9286
TXNRD3IT1|645840	90.2952	TXNRD3IT1|645840	296.598
TXN|7295	6055.1804	TXN|7295	1841.3991
TYK2|7297	1191.5879	TYK2|7297	1240.5367
TYMP|1890	6895.6203	TYMP|1890	575.9463
TYMS|7298	956.3265	TYMS|7298	172.8366
TYRO3|7301	423.6928	TYRO3|7301	203.6416
TYROBP|7305	3115.5701	TYROBP|7305	548.6344
TYRP1|7306	8.4893	lowly_expressed	lowly_expressed
TYSND1|219743	615.0878	TYSND1|219743	663.1529
TYW1B|441250	54.7945	TYW1B|441250	67.5611
TYW1|55253	347.2892	TYW1|55253	568.759
TYW3|127253	363.2645	TYW3|127253	767.9109
T|6862	5.4023	lowly_expressed	lowly_expressed
U2AF1L4|199746	198.4025	U2AF1L4|199746	105.5774
U2AF1|7307	3012.9269	U2AF1|7307	1191.6627
U2AF2|11338	2836.967	U2AF2|11338	2725.4432
UACA|55075	1385.2981	UACA|55075	1651.1739
UAP1L1|91373	364.2678	UAP1L1|91373	333.9722
UAP1|6675	2705.7689	UAP1|6675	1359.3675
UBA1|7317	4995.5624	UBA1|7317	7082.4149
UBA2|10054	1893.8839	UBA2|10054	1830.8577
UBA3|9039	967.7793	UBA3|9039	997.6042
UBA52|7311	8554.891	UBA52|7311	6395.3043
UBA5|79876	509.3575	UBA5|79876	788.6919
UBA6|55236	669.8823	UBA6|55236	858.1696
UBA7|7318	754.0035	UBA7|7318	862.0029
UBAC1|10422	865.9078	UBAC1|10422	632.966
UBAC2|337867	3054.8408	UBAC2|337867	1344.7628
UBAP1|51271	1121.3583	UBAP1|51271	1663.1529
UBAP2L|9898	4831.9506	UBAP2L|9898	2891.7106
UBAP2|55833	1007.1387	UBAP2|55833	859.1279
UBASH3A|53347	112.6761	UBASH3A|53347	37.8534
UBASH3B|84959	405.9425	UBASH3B|84959	148.0594
UBB|7314	17294.2311	UBB|7314	11639.195
UBC|7316	41130.6193	UBC|7316	28505.5103
UBD|10537	2912.5989	UBD|10537	433.1576
UBE2A|7319	1034.1501	UBE2A|7319	922.3766
UBE2B|7320	1196.9902	UBE2B|7320	1091.5189
UBE2CBP|90025	64.8273	UBE2CBP|90025	47.9157
UBE2C|11065	3266.8339	UBE2C|11065	17.7288
UBE2D1|7321	304.07099999999997	UBE2D1|7321	300.9104
UBE2D2|7322	1839.0893	UBE2D2|7322	1351.701
UBE2D3|7323	4222.2651	UBE2D3|7323	5168.184
UBE2D4|51619	294.2852	UBE2D4|51619	319.5113
UBE2E1|7324	1002.5082	UBE2E1|7324	1195.0168
UBE2E2|7325	420.6058	UBE2E2|7325	335.4097
UBE2E3|10477	965.4639999999999	UBE2E3|10477	1115.9559
UBE2F|140739	1381.4393	UBE2F|140739	437.4701
UBE2G1|7326	798.7652	UBE2G1|7326	1443.2199
UBE2G2|7327	1507.2352	UBE2G2|7327	1432.6785
UBE2H|7328	938.4526	UBE2H|7328	1368.9506
UBE2I|7329	3993.8259999999996	UBE2I|7329	1494.0105
UBE2J1|51465	3240.5943	UBE2J1|51465	1547.1969
UBE2J2|118424	1949.4501	UBE2J2|118424	767.1299
UBE2K|3093	1835.2306	UBE2K|3093	1748.4427
UBE2L3|7332	3249.0835	UBE2L3|7332	1872.0652
UBE2L6|9246	3480.6097	UBE2L6|9246	1242.4533
UBE2MP1|606551	119.6218	UBE2MP1|606551	68.0402
UBE2M|9040	1239.4366	UBE2M|9040	641.5908
UBE2N|7334	2080.6483	UBE2N|7334	1521.8016
UBE2O|63893	994.7907	UBE2O|63893	951.1260000000001
UBE2Q1|55585	3327.0307	UBE2Q1|55585	1614.2789
UBE2Q2P1|388165	14.6633	UBE2Q2P1|388165	29.2286
UBE2Q2|92912	1169.9788	UBE2Q2|92912	1248.6823
UBE2QL1|134111	82.5777	UBE2QL1|134111	105.8936
UBE2R2|54926	1677.7928	UBE2R2|54926	1564.4466
UBE2S|27338	1024.1173	UBE2S|27338	52.2281
UBE2T|29089	1021.0303	UBE2T|29089	54.6239
UBE2V1|7335	4439.1279	UBE2V1|7335	2436.9909
UBE2V2|7336	1667.76	UBE2V2|7336	588.8836
UBE2W|55284	433.7256	UBE2W|55284	531.8639
UBE2Z|65264	1864.5572	UBE2Z|65264	2618.1121
UBE3A|7337	868.9948	UBE3A|7337	2034.9784
UBE3B|89910	787.1889	UBE3B|89910	1390.5127
UBE3C|9690	1447.8101	UBE3C|9690	1943.4595
UBE4A|9354	1330.5036	UBE4A|9354	1825.5870000000002
UBE4B|10277	1048.8134	UBE4B|10277	1659.7988
UBFD1|56061	968.551	UBFD1|56061	1326.3057
UBIAD1|29914	734.7096	UBIAD1|29914	650.6948
UBL3|5412	667.567	UBL3|5412	1573.0714
UBL4A|8266	739.3402	UBL4A|8266	1019.6454
UBL4B|164153	5.4023	lowly_expressed	lowly_expressed
UBL5|59286	2912.5989	UBL5|59286	1315.2851
UBL7|84993	1703.2607	UBL7|84993	788.2127
UBLCP1|134510	343.4304	UBLCP1|134510	637.7575
UBN1|29855	1088.1729	UBN1|29855	1679.4442
UBN2|254048	656.7625	UBN2|254048	956.3967
UBOX5|22888	392.0432	UBOX5|22888	530.4264
UBP1|7342	804.9392	UBP1|7342	2268.3277
UBQLN1|29979	1876.1335	UBQLN1|29979	2970.2923
UBQLN2|29978	835.0376	UBQLN2|29978	1626.7369
UBQLN4|56893	2196.4113	UBQLN4|56893	1409.6789999999999
lowly_expressed	lowly_expressed	UBQLNL|143630	14.8539
UBR1|197131	314.8756	UBR1|197131	969.334
UBR2|23304	808.798	UBR2|23304	1022.0412
UBR3|130507	558.7498	UBR3|130507	1356.4926
UBR4|23352	4261.6245	UBR4|23352	4719.2142
UBR5|51366	2825.3907	lowly_expressed	lowly_expressed
UBR7|55148	704.6112	UBR7|55148	1613.7997
UBTD1|80019	411.3448	UBTD1|80019	247.2448
UBTD2|92181	910.6695	UBTD2|92181	963.5841
UBTF|7343	2275.902	UBTF|7343	3393.8668
UBXN10|127733	42.4465	UBXN10|127733	271.6818
UBXN11|91544	370.4418	UBXN11|91544	471.4902
UBXN1|51035	3278.4102	UBXN1|51035	2003.8333
UBXN2A|165324	442.2149	UBXN2A|165324	360.3258
UBXN2B|137886	366.5831	UBXN2B|137886	1012.4581
UBXN4|23190	2046.6911	UBXN4|23190	3187.8294
UBXN6|80700	1315.8402	UBXN6|80700	1521.8016
UBXN7|26043	58.6533	UBXN7|26043	374.2214
UBXN8|7993	78.7189	UBXN8|7993	107.3311
UCA1|652995	5.4023	lowly_expressed	lowly_expressed
UCHL1|7345	82.5777	UCHL1|7345	43.6033
UCHL3|7347	591.9352	UCHL3|7347	318.6392
UCHL5|51377	807.1773	UCHL5|51377	426.689
UCK1|83549	598.881	UCK1|83549	752.2760000000001
UCK2|7371	1269.535	UCK2|7371	417.8246
UCKL1AS|100113386	53.0889	UCKL1AS|100113386	5.702000000000001
UCKL1|54963	885.0396	UCKL1|54963	438.8979
UCN2|90226	10.0328	lowly_expressed	lowly_expressed
UCN|7349	5.4023	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UCP1|7350	13.8955
UCP2|7351	3455.1418	lowly_expressed	lowly_expressed
UCP3|7352	16.2068	UCP3|7352	31.6243
UEVLD|55293	105.7303	UEVLD|55293	332.5347
UFC1|51506	3950.6078	UFC1|51506	2141.3512
UFD1L|7353	2082.1918	UFD1L|7353	781.0158
UFM1|51569	2302.1416	UFM1|51569	1619.0704
UFSP1|402682	43.99	UFSP1|402682	23.9578
UFSP2|55325	229.6971	UFSP2|55325	723.9435
UGCG|7357	71.0014	UGCG|7357	312.4102
UGDH|7358	449.9325	UGDH|7358	1455.1989
UGGT1|56886	1274.9373	UGGT1|56886	1509.3436
UGGT2|55757	212.2323	UGGT2|55757	400.0958
UGP2|7360	3472.8921	UGP2|7360	3136.0805
lowly_expressed	lowly_expressed	UGT2B11|10720	231.2554
lowly_expressed	lowly_expressed	UGT2B15|7366	18.208
lowly_expressed	lowly_expressed	UGT2B28|54490	95.8313
UGT2B7|7364	5.4023	UGT2B7|7364	8.6248
UGT3A2|167127	5.4023	lowly_expressed	lowly_expressed
UGT8|7368	75.6319	UGT8|7368	157.6425
UHMK1|127933	92.6105	UHMK1|127933	431.7202
UHRF1BP1L|23074	209.1453	UHRF1BP1L|23074	600.3833
UHRF1BP1|54887	426.7799	UHRF1BP1|54887	741.7345
UHRF1|29128	543.3147	UHRF1|29128	27.7911
UHRF2|115426	770.2103	UHRF2|115426	931.0014
UIMC1|51720	565.6955	UIMC1|51720	516.5309
ULBP1|80329	146.6332	lowly_expressed	lowly_expressed
ULBP2|80328	102.6433	ULBP2|80328	5.7499
ULBP3|79465	130.4264	ULBP3|79465	29.2286
ULK1|8408	577.2719	ULK1|8408	1324.3891
ULK2|9706	528.6514	ULK2|9706	730.2348
ULK3|25989	1592.1281	ULK3|25989	546.7178
ULK4|54986	12.3481	lowly_expressed	lowly_expressed
UMODL1|89766	550.2605	UMODL1|89766	5.2707
UMPS|7372	469.9981	UMPS|7372	663.632
UNC119B|84747	349.6045	UNC119B|84747	2040.2492
UNC119|9094	506.2705	UNC119|9094	599.9042
UNC13A|23025	23.9244	UNC13A|23025	6.7082
UNC13B|10497	437.5844	UNC13B|10497	1119.7892
UNC13D|201294	1754.9682	UNC13D|201294	363.6799
UNC45A|55898	3293.0735	UNC45A|55898	2327.7432
UNC50|25972	383.5616	UNC50|25972	690.4648
UNC5A|90249	108.0455	UNC5A|90249	45.998999999999995
UNC5B|219699	710.7853	UNC5B|219699	344.9928
UNC5CL|222643	241.6438	UNC5CL|222643	31.1596
lowly_expressed	lowly_expressed	UNC5C|8633	80.0192
UNC93A|54346	5.4023	lowly_expressed	lowly_expressed
UNC93B1|81622	2349.2186	UNC93B1|81622	537.6138
UNG|7374	868.9948	UNG|7374	916.6267
UNKL|64718	409.0372	UNKL|64718	543.3828
UNK|85451	442.9867	UNK|85451	884.5232
lowly_expressed	lowly_expressed	UPF0639|400224	18.6871
UPF1|5976	2247.3471	UPF1|5976	2980.3546
UPF2|26019	1122.9018	UPF2|26019	1217.5371
UPF3A|65110	1078.9118	UPF3A|65110	648.7782
UPF3B|65109	255.4505	UPF3B|65109	234.7868
UPK2|7379	17.7503	lowly_expressed	lowly_expressed
UPK3A|7380	10.8046	UPK3A|7380	40.2492
UPK3BL|100134938	232.3133	UPK3BL|100134938	130.805
UPK3B|80761	47.8487	UPK3B|80761	5.7499
UPP1|7378	456.1065	UPP1|7378	116.4351
UPRT|139596	638.2404	UPRT|139596	314.8059
UQCC|55245	537.9124	UQCC|55245	682.7983
UQCR10|29796	2576.1142	UQCR10|29796	840.4408
UQCR11|10975	1752.6529	UQCR11|10975	903.2103
UQCRB|7381	5113.6407	UQCRB|7381	2414.4705
UQCRC1|7384	3661.9718	UQCRC1|7384	2545.2803
UQCRC2|7385	2109.2032	UQCRC2|7385	3535.218
UQCRFS1|7386	939.2244	UQCRFS1|7386	1177.288
UQCRHL|440567	483.8896	UQCRHL|440567	258.2655
UQCRH|7388	2150.8779	UQCRH|7388	1045.5199
UQCRQ|27089	1875.3618	UQCRQ|27089	1017.2496
URB1|9875	1410.3955	URB1|9875	1369.5113
URB2|9816	383.5616	URB2|9816	284.1399
URGCP|55665	519.3903	URGCP|55665	1040.2492
URM1|81605	1138.3369	URM1|81605	824.6287
UROD|7389	998.6494	UROD|7389	1113.5601
UROS|7390	510.901	UROS|7390	505.0311
USE1|55850	393.5944	USE1|55850	261.1404
USF1|7391	1341.3081	USF1|7391	810.2539999999999
USF2|7392	2439.5138	USF2|7392	1778.6296
lowly_expressed	lowly_expressed	USH1G|124590	6.7082
lowly_expressed	lowly_expressed	USH2A|7399	5.7499
USHBP1|83878	40.1312	USHBP1|83878	62.7695
USMG5|84833	1348.2539	USMG5|84833	415.908
USO1|8615	1272.622	USO1|8615	1911.356
USP10|9100	1034.9219	USP10|9100	1763.2966
USP11|8237	1009.454	USP11|8237	1853.3781
USP12|219333	62.5121	USP12|219333	298.0355
USP13|8975	375.0724	USP13|8975	577.863
USP14|9097	1191.5879	USP14|9097	1083.8524
USP15|9958	639.0122	USP15|9958	838.045
USP16|10600	612.0008	USP16|10600	1058.9363
USP18|11274	676.8281	USP18|11274	180.1629
USP19|10869	757.0905	USP19|10869	2006.229
USP1|7398	1266.448	USP1|7398	1459.5113
USP20|10868	612.0008	USP20|10868	904.6478
USP21|27005	665.2518	USP21|27005	704.3603
USP22|23326	2684.1598	USP22|23326	7700.0479
USP24|23358	1852.9809	lowly_expressed	lowly_expressed
USP25|29761	1234.8061	USP25|29761	1188.7877
USP27X|389856	106.50200000000001	USP27X|389856	166.7465
USP28|57646	419.0623	USP28|57646	835.1701
USP2|9099	73.3166	USP2|9099	170.5798
USP30|84749	179.0469	USP30|84749	628.6536
USP31|57478	627.4358	USP31|57478	1127.9348
USP32|84669	1070.4225	USP32|84669	1072.8318
USP33|23032	941.5396	USP33|23032	1671.2985
USP34|9736	2049.7781	USP34|9736	3560.1342
USP35|57558	132.7417	USP35|57558	118.3517
USP36|57602	894.4627	USP36|57602	1206.5165
USP37|57695	707.6982	USP37|57695	649.7365
USP38|84640	459.1935	USP38|84640	731.1931
USP39|10713	1662.3577	USP39|10713	1131.2889
USP3|9960	319.3363	USP3|9960	608.3565
USP40|55230	912.2130000000001	USP40|55230	1064.6862
USP42|84132	206.0583	USP42|84132	477.2401
USP43|124739	342.6587	USP43|124739	178.2463
lowly_expressed	lowly_expressed	USP44|84101	44.0824
USP45|85015	239.2437	USP45|85015	173.4547
USP46|64854	295.5817	USP46|64854	652.6114
USP47|55031	1200.0772	USP47|55031	2452.3239
USP48|84196	1474.0498	USP48|84196	1319.5975
USP49|25862	19.2938	USP49|25862	20.1246
USP4|7375	1230.1756	USP4|7375	1674.1735
USP51|158880	10.8046	USP51|158880	64.6862
USP53|54532	574.1848	USP53|54532	1031.6243
USP54|159195	696.1219	USP54|159195	1463.8237
USP5|8078	2220.3357	USP5|8078	1471.4902
USP6NL|9712	1903.1449	USP6NL|9712	596.0709
USP6|9098	60.1968	USP6|9098	81.4566
USP7|7874	2295.1958	USP7|7874	3153.3301
USP8|9101	512.1821	USP8|9101	1328.9123
USP9X|8239	1565.1167	USP9X|8239	3522.2808
USPL1|10208	331.8541	USPL1|10208	593.196
UST|10090	49.3922	UST|10090	198.85
UTP11L|51118	587.3046	UTP11L|51118	504.55199999999996
UTP14A|10813	509.3575	UTP14A|10813	506.9478
UTP14C|9724	398.225	UTP14C|9724	1393.8668
UTP15|84135	235.3849	UTP15|84135	307.6186
UTP18|51096	544.8582	UTP18|51096	610.9248
UTP20|27340	250.0482	UTP20|27340	817.9205
UTP23|84294	467.6828	UTP23|84294	573.0714
UTP3|57050	513.988	UTP3|57050	847.1489999999999
UTP6|55813	874.3971	UTP6|55813	743.6512
UTRN|7402	696.1219	UTRN|7402	4474.3651
UTS2D|257313	10.0328	lowly_expressed	lowly_expressed
UVRAG|7405	1055.7592	UVRAG|7405	789.1711
UXS1|80146	633.6099	UXS1|80146	521.8016
UXT|8409	955.9792	UXT|8409	894.2022
VAC14|55697	1524.9855	VAC14|55697	1059.4154
VAMP1|6843	175.1495	VAMP1|6843	270.1821
VAMP2|6844	1363.6889999999999	VAMP2|6844	3248.2032
VAMP3|9341	1907.0037	VAMP3|9341	2033.0618
VAMP4|8674	403.6272	VAMP4|8674	470.0527
VAMP5|10791	878.2558	VAMP5|10791	224.2453
VAMP7|6845	601.1962	VAMP7|6845	839.4825
VAMP8|8673	4766.3515	VAMP8|8673	2273.5985
VANGL1|81839	774.8408	VANGL1|81839	562.0508
VANGL2|57216	2799.9228	VANGL2|57216	1238.62
VAPA|9218	3654.2543	VAPA|9218	3473.886
VAPB|9217	1108.2385	VAPB|9217	1176.3297
VARS2|57176	782.4735	VARS2|57176	579.1615
VARS|7407	1666.9882	VARS|7407	1380.4504
VASH1|22846	625.7534	VASH1|22846	561.5141
VASH2|79805	20.8374	VASH2|79805	77.6234
VASN|114990	1714.0652	VASN|114990	460.9487
VASP|7408	5179.2398	VASP|7408	1980.3546
VAT1L|57687	8.4893	VAT1L|57687	75.7068
VAT1|10493	3895.8132	VAT1|10493	3636.3201
VAV1|7409	494.6942	VAV1|7409	202.2041
VAV2|7410	804.9392	VAV2|7410	804.9832
VAV3|10451	126.5676	VAV3|10451	3375.6588
VAX1|11023	62.5121	lowly_expressed	lowly_expressed
VAX2|25806	81.0342	VAX2|25806	19.6454
VBP1|7411	561.8368	VBP1|7411	690.9439
VCAM1|7412	1113.6407	VCAM1|7412	315.2851
VCAN|1462	3669.6894	VCAN|1462	369.909
VCL|7414	3026.0467	VCL|7414	4341.1596
VCPIP1|80124	780.2431	VCPIP1|80124	776.7130000000001
VCP|7415	5667.76	VCP|7415	5829.4202
VDAC1|7416	5521.1268	VDAC1|7416	3138.9554
VDAC2|7417	1497.9741	VDAC2|7417	1151.8927
VDAC3|7419	1737.2178	VDAC3|7419	1316.2434
VDR|7421	898.3214	VDR|7421	1049.3531
VEGFA|7422	2503.5694	VEGFA|7422	1074.2693
VEGFB|7423	1984.9508	VEGFB|7423	1061.8112
VEGFC|7424	219.1781	VEGFC|7424	195.0168
VENTX|27287	6.1739999999999995	VENTX|27287	14.3747
VEPH1|79674	129.6546	VEPH1|79674	124.1016
VEZF1|7716	722.3616	VEZF1|7716	2090.0815
VEZT|55591	581.1306	VEZT|55591	1196.9334
VGF|7425	82.5777	lowly_expressed	lowly_expressed
VGLL1|51442	13579.7801	VGLL1|51442	141.8304
VGLL3|389136	262.3963	VGLL3|389136	176.8088
VGLL4|9686	2518.58	VGLL4|9686	3130.9919
VHL|7428	1048.8134	VHL|7428	1076.1859
VILL|50853	193.7102	VILL|50853	320.5558
VIM|7431	68015.2962	VIM|7431	20859.425
VIPAR|63894	478.4874	VIPAR|63894	530.9056
VIPR1|7433	47.8487	VIPR1|7433	902.252
VIPR2|7434	10.9975	VIPR2|7434	42.6785
VIT|5212	6.9458	VIT|5212	291.3273
VKORC1L1|154807	1471.7345	VKORC1L1|154807	1011.4998
VKORC1|79001	1550.6618	VKORC1|79001	849.9569
VLDLR|7436	256.2223	VLDLR|7436	544.322
VMA21|203547	808.798	VMA21|203547	1007.6665
VMAC|400673	125.7959	VMAC|400673	145.1845
VMO1|284013	118.0783	VMO1|284013	11.9789
VN1R1|57191	13.1198	VN1R1|57191	18.208
VNN1|8876	66.3708	VNN1|8876	33.0618
VNN2|8875	40.903	VNN2|8875	21.5621
VNN3|55350	26.2396	lowly_expressed	lowly_expressed
VOPP1|81552	2667.1812	VOPP1|81552	463.3445
VPRBP|9730	445.0087	VPRBP|9730	1081.84
VPREB3|29802	91.0669	VPREB3|29802	20.6037
VPS11|55823	1314.2967	VPS11|55823	1670.8194
VPS13A|23230	360.409	VPS13A|23230	888.3565
VPS13B|157680	492.3789	VPS13B|157680	1184.4753
VPS13C|54832	413.66	VPS13C|54832	1954.9593
VPS13D|55187	1203.9359	VPS13D|55187	3097.2688
VPS16|64601	921.8136	VPS16|64601	833.7326
VPS18|57617	492.3789	VPS18|57617	872.0652
VPS24|51652	2184.835	VPS24|51652	3317.6809
VPS25|84313	866.6795	VPS25|84313	856.253
VPS26A|9559	1010.9975	VPS26A|9559	1525.6349
VPS26B|112936	2055.9522	VPS26B|112936	1553.4260000000002
VPS28|51160	3108.6243	VPS28|51160	1770.0048
VPS29|51699	1183.0986	VPS29|51699	824.6287
VPS33A|65082	413.66	VPS33A|65082	495.67800000000005
VPS33B|26276	348.061	VPS33B|26276	272.6402
VPS35|55737	3276.0949	VPS35|55737	2780.5462
VPS36|51028	976.2686	VPS36|51028	1627.6953
VPS37A|137492	476.913	VPS37A|137492	700.4935
VPS37B|79720	1266.448	VPS37B|79720	983.7087
VPS37C|55048	1464.7887	VPS37C|55048	981.3129
VPS37D|155382	47.8487	VPS37D|155382	92.9564
VPS39|23339	970.8663	VPS39|23339	1851.9406
VPS41|27072	447.6172	VPS41|27072	1109.7269
VPS45|11311	1437.7773	VPS45|11311	831.3368
VPS4A|27183	1229.4038	VPS4A|27183	1794.4418
VPS4B|9525	731.6226	VPS4B|9525	1827.5036
VPS52|6293	1050.3569	VPS52|6293	1360.3258
VPS53|55275	507.814	VPS53|55275	1034.9784
VPS54|51542	606.5985	VPS54|51542	970.7714
VPS72|6944	2435.655	VPS72|6944	826.0661
VPS8|23355	553.3475	VPS8|23355	819.8371
VRK1|7443	348.061	VRK1|7443	244.8491
VRK2|7444	459.7183	VRK2|7444	440.7762
VRK3|51231	391.2792	VRK3|51231	711.5477
VSIG10L|147645	40.903	VSIG10L|147645	119.7892
VSIG10|54621	311.0168	VSIG10|54621	502.1562
VSIG1|340547	27.0114	VSIG1|340547	7.6665
lowly_expressed	lowly_expressed	VSIG2|23584	563.0091
VSIG4|11326	659.8495	VSIG4|11326	119.31
VSNL1|7447	294.0382	VSNL1|7447	396.2626
VSTM2L|128434	209.1453	VSTM2L|128434	18.208
VTA1|51534	622.0336	VTA1|51534	945.8553
VTCN1|79679	1528.0725	VTCN1|79679	4169.1423
VTI1A|143187	203.2491	VTI1A|143187	405.0407
VTI1B|10490	1084.5688	VTI1B|10490	1025.5055
VWA1|64856	6119.236	VWA1|64856	1666.5069
VWA2|340706	18.5221	VWA2|340706	368.9506
VWA3B|200403	6.9458	lowly_expressed	lowly_expressed
VWA5A|4013	1056.531	VWA5A|4013	1363.2008
lowly_expressed	lowly_expressed	VWA5B2|90113	6.229
VWCE|220001	23.9244	VWCE|220001	9.104
VWDE|221806	74.0884	VWDE|221806	137.9971
VWF|7450	1958.7112	VWF|7450	3856.7322
WAC|51322	3045.3405	WAC|51322	3519.885
WAPAL|23063	855.875	WAPAL|23063	1953.0426
WARS2|10352	351.9197	WARS2|10352	413.0331
WARS|7453	9609.1067	WARS|7453	1711.0685
WASF1|8936	79.4906	WASF1|8936	225.2036
WASF2|10163	2840.8258	WASF2|10163	6023.9578
WASF3|10810	216.8628	WASF3|10810	521.8016
WASH2P|375260	567.2391	WASH2P|375260	309.5352
WASH3P|374666	696.1219	WASH3P|374666	496.4063
WASH5P|375690	675.2846	WASH5P|375690	186.8711
WASH7P|653635	1731.0438	WASH7P|653635	1207.954
WASL|8976	1072.7378	WASL|8976	1823.6703
WAS|7454	754.0035	WAS|7454	147.5803
WBP11P1|441818	6.1739999999999995	WBP11P1|441818	11.0206
WBP11|51729	2566.8532	WBP11|51729	1910.8769
WBP1|23559	1289.2069999999999	WBP1|23559	1532.8031
WBP2NL|164684	13.8916	WBP2NL|164684	18.208
WBP2|23558	4882.8864	WBP2|23558	3450.8864
WBP4|11193	324.1366	WBP4|11193	326.7849
WBP5|51186	573.4131	WBP5|51186	640.6325
