gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
CHMP2A|27243	2057.4957	CHMP2A|27243	1846.6699
CHMP2B|25978	1075.0531	CHMP2B|25978	961.1883
CHMP4A|29082	1329.0218	CHMP4A|29082	888.8548
CHMP4B|128866	3185.7997	CHMP4B|128866	3145.6636
CHMP4C|92421	1519.5833	CHMP4C|92421	732.1514
CHMP5|51510	942.5043	CHMP5|51510	1330.3498
CHMP6|79643	432.9539	CHMP6|79643	447.5323
CHMP7|91782	761.721	CHMP7|91782	1117.8725
CHM|1121	240.0154	CHM|1121	604.2166
CHN1|1123	201.4277	CHN1|1123	101.1021
CHN2|1124	58.6533	CHN2|1124	72.3527
CHODL|140578	280.1466	CHODL|140578	21.0829
CHORDC1|26973	641.3274	CHORDC1|26973	409.1998
CHPF2|54480	1195.4467	CHPF2|54480	1004.7916
CHPF|79586	5822.1107	CHPF|79586	1396.7417
CHPT1|56994	2685.7033	CHPT1|56994	2425.4911
CHP|11261	2902.5661	CHP|11261	2652.1322
CHRAC1|54108	1489.4849	CHRAC1|54108	577.3838
CHRDL1|91851	463.0523	CHRDL1|91851	812.6497
CHRDL2|25884	13.8916	CHRDL2|25884	118.8309
CHRD|8646	101.8715	CHRD|8646	95.8313
CHRFAM7A|89832	14.6633	CHRFAM7A|89832	36.6172
CHRM1|1128	1024.1173	CHRM1|1128	258.2655
CHRM3|1131	37.0442	CHRM3|1131	37.3742
lowly_expressed	lowly_expressed	CHRM5|1133	9.104
CHRNA10|57053	18.5221	CHRNA10|57053	8.6248
CHRNA1|1134	16.2068	CHRNA1|1134	85.76899999999999
lowly_expressed	lowly_expressed	CHRNA2|1135	40.2492
CHRNA5|1138	94.9257	CHRNA5|1138	45.998999999999995
lowly_expressed	lowly_expressed	CHRNA7|1139	8.1457
CHRNB1|1140	188.3079	CHRNB1|1140	263.057
CHRNB2|1141	20.8374	CHRNB2|1141	91.0398
CHRNE|1145	47.2391	CHRNE|1145	19.7988
CHST10|9486	264.7116	CHST10|9486	265.4528
CHST11|50515	367.3548	CHST11|50515	57.0196
CHST12|55501	417.5188	CHST12|55501	208.4332
CHST13|166012	8.4893	CHST13|166012	5.2707
CHST14|113189	808.798	CHST14|113189	615.2372
CHST15|51363	544.0864	CHST15|51363	1226.162
CHST1|8534	210.6888	CHST1|8534	50.7906
CHST2|9435	2197.1831	CHST2|9435	280.7858
CHST3|9469	1237.8931	CHST3|9469	1331.5764
CHST4|10164	54.7945	CHST4|10164	11.9789
lowly_expressed	lowly_expressed	CHST5|23563	9.1136
CHST6|4166	155.8943	CHST6|4166	28.7494
CHST7|56548	34.7289	CHST7|56548	57.978
CHST8|64377	10.0328	CHST8|64377	15.333
CHST9|83539	23.9244	CHST9|83539	420.6996
CHSY1|22856	1656.1837	CHSY1|22856	1911.356
CHSY3|337876	50.163999999999994	CHSY3|337876	31.1452
CHTF18|63922	561.8368	CHTF18|63922	167.7048
CHTF8|54921	982.4426	CHTF8|54921	2784.8586
CHUK|1147	332.6259	CHUK|1147	540.9679
CHURC1|91612	624.5418	CHURC1|91612	1256.713
CIAO1|9391	1587.4976	CIAO1|9391	1898.8979
CIAPIN1|57019	703.8395	CIAPIN1|57019	641.1116
CIB1|10519	2806.0969	CIB1|10519	1489.219
CIB2|10518	223.0369	CIB2|10518	89.6023
CIC|23152	1095.8904	CIC|23152	2252.9947
CIDEA|1149	130.4264	CIDEA|1149	143.747
CIDEB|27141	792.2825	CIDEB|27141	396.2865
CIDECP|152302	218.4063	CIDECP|152302	123.1433
CIDEC|63924	468.4546	CIDEC|63924	520.3642
CIITA|4261	626.6641	CIITA|4261	244.8491
CILP2|148113	71.7731	CILP2|148113	36.8951
CILP|8483	1180.7833	CILP|8483	93.9147
CINP|51550	563.3803	CINP|51550	393.8668
CIR1|9541	1049.5852	CIR1|9541	944.4178
CIRBP|1153	3131.0052	CIRBP|1153	7692.8606
CIRH1A|84916	970.8663	CIRH1A|84916	825.587
CISD1|55847	256.994	CISD1|55847	217.5371
CISD2|493856	595.7939	CISD2|493856	429.3244
CISD3|284106	701.6014	CISD3|284106	780.0767
CISH|1154	353.4632	CISH|1154	669.3819
CITED1|4435	9.261000000000001	CITED1|4435	192.62099999999998
CITED2|10370	243.8742	CITED2|10370	4328.2223
CITED4|163732	1051.1287	CITED4|163732	841.8783
CIT|11113	517.8468	CIT|11113	65.1653
CIZ1|25792	1065.792	CIZ1|25792	2287.494
CKAP2L|150468	104.9585	CKAP2L|150468	11.0206
CKAP2|26586	839.6681	CKAP2|26586	193.1001
CKAP4|10970	1620.683	lowly_expressed	lowly_expressed
CKAP5|9793	2169.4	CKAP5|9793	1977.0005
CKB|1152	3272.2362	CKB|1152	233.8285
CKLF|51192	488.5202	CKLF|51192	233.8285
CKMT1A|548596	490.8354	CKMT1A|548596	41.6866
CKMT1B|1159	464.5958	CKMT1B|1159	439.8658
CKMT2|1160	16.2068	CKMT2|1160	71.3943
CKS1B|1163	1883.0793	CKS1B|1163	425.4911
CKS2|1164	997.8777	CKS2|1164	111.1644
CLASP1|23332	961.6052	CLASP1|23332	1457.1155
CLASP2|23122	317.9626	CLASP2|23122	1206.5165
CLCA2|9635	10.8046	CLCA2|9635	1078.1025
lowly_expressed	lowly_expressed	CLCA4|22802	117.3934
CLCC1|23155	695.4351	CLCC1|23155	835.5918
CLCF1|23529	105.7303	CLCF1|23529	69.4777
CLCN2|1181	77.1754	CLCN2|1181	103.0187
CLCN3|1182	266.2551	CLCN3|1182	1635.3618
CLCN4|1183	432.1821	CLCN4|1183	110.206
CLCN5|1184	530.9666	CLCN5|1184	84.8107
CLCN6|1185	365.0396	CLCN6|1185	573.0714
CLCN7|1186	4057.8815	CLCN7|1186	1321.5141
lowly_expressed	lowly_expressed	CLCNKA|1187	14.3747
lowly_expressed	lowly_expressed	CLCNKB|1188	5.2707
lowly_expressed	lowly_expressed	CLDN10|9071	69.8994
CLDN11|5010	2671.8117	CLDN11|5010	1346.7897
CLDN12|9069	540.2277	CLDN12|9069	1243.8908
CLDN14|23562	54.7945	lowly_expressed	lowly_expressed
CLDN15|24146	179.0469	CLDN15|24146	97.74799999999999
CLDN16|10686	6.1739999999999995	lowly_expressed	lowly_expressed
CLDN19|149461	11.5763	CLDN19|149461	251.0781
CLDN1|9076	3997.6847	CLDN1|9076	379.4921
CLDN23|137075	649.8167	CLDN23|137075	212.2664
CLDN3|1365	6304.4569	CLDN3|1365	944.8969999999999
CLDN4|1364	12366.5831	CLDN4|1364	7303.7853
CLDN5|7122	267.0268	CLDN5|7122	304.7437
CLDN6|9074	213.0041	lowly_expressed	lowly_expressed
CLDN7|1366	3989.9672	CLDN7|1366	1389.0752
CLDN8|9073	39.3594	CLDN8|9073	1523.7183
CLDN9|9080	166.6988	CLDN9|9080	7.6665
CLDND1|56650	2098.3986	CLDND1|56650	1132.2472
CLEC10A|10462	253.907	CLEC10A|10462	39.77
CLEC11A|6320	216.8628	CLEC11A|6320	123.1433
CLEC12A|160364	54.7945	CLEC12A|160364	9.104
CLEC14A|161198	387.4204	CLEC14A|161198	390.9919
CLEC16A|23274	578.8154	CLEC16A|23274	872.5443
CLEC17A|388512	20.8374	CLEC17A|388512	10.0623
CLEC18A|348174	88.7517	CLEC18A|348174	6.229
CLEC18B|497190	12.3481	lowly_expressed	lowly_expressed
CLEC1A|51267	79.4906	CLEC1A|51267	42.6449
CLEC2B|9976	357.32199999999995	CLEC2B|9976	117.3934
CLEC2D|29121	988.6166	CLEC2D|29121	449.9281
CLEC2L|154790	5.4023	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLEC3A|10143	17.2496
CLEC3B|7123	191.3949	CLEC3B|7123	153.8093
CLEC4A|50856	120.3936	CLEC4A|50856	43.1241
CLEC4D|338339	11.5763	lowly_expressed	lowly_expressed
CLEC4E|26253	301.7557	lowly_expressed	lowly_expressed
CLEC4F|165530	13.1198	CLEC4F|165530	23.9578
CLEC5A|23601	173.6446	CLEC5A|23601	18.6871
CLEC7A|64581	255.4505	CLEC7A|64581	97.74799999999999
CLEC9A|283420	9.261000000000001	CLEC9A|283420	13.8955
CLECL1|160365	37.0442	CLECL1|160365	12.4581
lowly_expressed	lowly_expressed	CLGN|1047	225.6828
CLIC1|1192	9660.8142	CLIC1|1192	4343.5553
CLIC2|1193	399.7685	CLIC2|1193	247.72400000000002
CLIC3|9022	124.2524	CLIC3|9022	21.0829
CLIC4|25932	8816.5155	CLIC4|25932	4012.4581
CLIC5|53405	178.2751	CLIC5|53405	225.2036
CLIC6|54102	2495.0801	CLIC6|54102	222.8079
CLINT1|9685	1156.859	CLINT1|9685	1553.9051
CLIP1|6249	1247.9259	CLIP1|6249	2037.8534
CLIP2|7461	798.7652	CLIP2|7461	512.6977
CLIP3|25999	397.4532	CLIP3|25999	562.5299
CLIP4|79745	265.4833	CLIP4|79745	849.5448
CLK1|1195	1885.3946	CLK1|1195	2419.7413
CLK2P|1197	19.2938	CLK2P|1197	15.8122
CLK2|1196	1120.5865	CLK2|1196	883.5649
CLK3|1198	1260.274	CLK3|1198	1001.9166
CLK4|57396	361.9525	CLK4|57396	601.8208
CLLU1OS|574016	6.9458	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLLU1|574028	10.3162
CLMN|79789	2660.2354	CLMN|79789	2986.5836
CLN3|1201	1272.622	CLN3|1201	1620.5079
CLN5|1203	655.9907	CLN5|1203	785.3378
CLN6|54982	1220.1428	CLN6|54982	604.2166
CLN8|2055	352.6915	CLN8|2055	394.8251
CLNS1A|1207	1292.6876	CLNS1A|1207	1388.1169
CLOCK|9575	119.6218	CLOCK|9575	378.0546
CLP1|10978	275.5161	CLP1|10978	285.5774
CLPB|81570	273.9726	CLPB|81570	274.0776
CLPP|8192	1340.5364	CLPP|8192	484.9066
CLPTM1L|81037	3093.1893	CLPTM1L|81037	1780.0671
CLPTM1|1209	3049.1993	CLPTM1|1209	2561.0925
CLPX|10845	417.5188	CLPX|10845	904.1687
CLSPN|63967	28.5549	CLSPN|63967	5.2707
CLSTN1|22883	7646.5368	CLSTN1|22883	6583.1337
CLSTN2|64084	77.1754	CLSTN2|64084	407.2832
CLSTN3|9746	1768.8597	CLSTN3|9746	1077.6234
CLTA|1211	3225.9309	CLTA|1211	1972.2089
CLTB|1212	2381.6323	CLTB|1212	874.9401
CLTCL1|8218	86.4364	CLTCL1|8218	36.4159
CLTC|1213	7774.6479	CLTC|1213	7319.5975
CLUAP1|23059	410.57300000000004	CLUAP1|23059	505.01199999999994
CLUL1|27098	105.7303	CLUL1|27098	126.4974
CLU|1191	6664.8659	CLU|1191	31743.172000000002
CLVS1|157807	21.285	lowly_expressed	lowly_expressed
CLYBL|171425	144.31799999999998	CLYBL|171425	144.7053
CMAH|8418	182.1339	CMAH|8418	206.0374
CMAS|55907	1693.2279	CMAS|55907	683.2774
CMBL|134147	84.8929	CMBL|134147	1460.9487
CMC1|152100	164.3836	CMC1|152100	105.4145
CMIP|80790	994.0189	CMIP|80790	971.2506
CMKLR1|1240	383.5616	CMKLR1|1240	167.7048
CMPK1|51727	2516.6892	CMPK1|51727	4227.1203
CMPK2|129607	476.9439	CMPK2|129607	76.6651
CMTM1|113540	48.6205	CMTM1|113540	122.6641
CMTM3|123920	1170.7505	CMTM3|123920	819.3579
CMTM4|146223	844.2987	CMTM4|146223	2061.8112
CMTM5|116173	160.5248	CMTM5|116173	35.9368
CMTM6|54918	1683.1951	CMTM6|54918	3271.6818
CMTM7|112616	1181.5551	CMTM7|112616	1191.6627
CMTM8|152189	120.3936	CMTM8|152189	170.1006
CMYA5|202333	37.8159	CMYA5|202333	1673.2151
CN5H6.4|150384	23.1526	CN5H6.4|150384	21.5621
CNBP|7555	7726.0274	CNBP|7555	8760.4217
CNDP2|55748	3246.7683	CNDP2|55748	3175.3713
CNFN|84518	85.6647	CNFN|84518	57.4988
CNGA1|1259	10.0328	CNGA1|1259	88.64399999999999
CNGA4|1262	5.4023	lowly_expressed	lowly_expressed
CNGB1|1258	6.1739999999999995	lowly_expressed	lowly_expressed
CNIH2|254263	331.0824	lowly_expressed	lowly_expressed
CNIH3|149111	32.4137	CNIH3|149111	30.666
CNIH4|29097	2485.819	CNIH4|29097	688.5482
CNIH|10175	1122.9018	CNIH|10175	835.6493
CNKSR1|10256	1069.6508	CNKSR1|10256	770.0048
CNKSR2|22866	10.0328	CNKSR2|22866	6.7082
CNKSR3|154043	497.7812	CNKSR3|154043	296.598
CNN1|1264	404.399	CNN1|1264	2689.5065
CNN2|1265	7742.2342	CNN2|1265	4841.3991
CNN3|1266	4135.8287	CNN3|1266	4817.4413
CNNM1|26507	71.7731	CNNM1|26507	52.7072
CNNM2|54805	115.7631	CNNM2|54805	173.9339
CNNM3|26505	690.7197	CNNM3|26505	1156.6842
CNNM4|26504	232.2979	CNNM4|26504	1242.4533
CNOT10|25904	325.6801	CNOT10|25904	653.0906
CNOT1|23019	1772.0008	CNOT1|23019	4474.6574
CNOT2|4848	1030.2913	CNOT2|4848	1328.2223
CNOT3|4849	1254.0999	CNOT3|4849	1070.9152
CNOT4|4850	561.8368	CNOT4|4850	669.8610000000001
CNOT6L|246175	666.0235	CNOT6L|246175	1754.1926
CNOT6|57472	1354.4279	CNOT6|57472	1147.5803
CNOT7|29883	1152.2284	CNOT7|29883	1818.8788
CNOT8|9337	803.3957	CNOT8|9337	1533.7805
CNO|55330	377.3876	CNO|55330	274.0776
CNPY2|10330	2255.8364	CNPY2|10330	1277.4317
CNPY3|10695	4272.4291	CNPY3|10695	1188.3086
CNPY4|245812	537.1407	CNPY4|245812	283.6608
CNP|1267	3195.8017	CNP|1267	2314.092
CNR1|1268	27.0114	CNR1|1268	37.8534
CNR2|1269	21.6091	CNR2|1269	11.4998
CNRIP1|25927	158.9813	CNRIP1|25927	152.851
CNST|163882	429.0951	CNST|163882	809.7748
CNTD1|124817	74.7289	CNTD1|124817	66.5022
CNTD2|79935	91.8387	CNTD2|79935	34.0201
CNTFR|1271	412.8883	CNTFR|1271	129.3723
CNTF|1270	8.443	lowly_expressed	lowly_expressed
CNTLN|54875	90.2952	CNTLN|54875	137.9971
lowly_expressed	lowly_expressed	CNTN1|1272	282.7024
CNTN2|6900	10.0328	CNTN2|6900	45.5199
CNTN3|5067	16.9786	CNTN3|5067	60.3737
CNTN4|152330	50.163999999999994	CNTN4|152330	97.74799999999999
CNTNAP1|8506	191.3949	CNTNAP1|8506	68.9986
CNTNAP2|26047	17.7503	CNTNAP2|26047	21.5621
CNTNAP3|79937	25.4679	CNTNAP3|79937	166.2674
CNTROB|116840	776.3843	CNTROB|116840	882.1275
COASY|80347	815.7438	COASY|80347	1866.3153
COBLL1|22837	456.8783	COBLL1|22837	1049.8323
COBL|23242	1324.3295	COBL|23242	2306.1811
COBRA1|25920	1385.2981	COBRA1|25920	1547.6761
COCH|1690	15.5277	COCH|1690	7.6953
COG1|9382	719.9305	COG1|9382	908.5386
COG2|22796	1019.4868	COG2|22796	780.5462
COG3|83548	591.1634	COG3|83548	1017.7288
COG4|25839	1172.2939999999999	COG4|25839	1157.6425
COG5|10466	507.5748	COG5|10466	985.7211
COG6|57511	429.0951	COG6|57511	755.1509
COG7|91949	456.8783	COG7|91949	724.0057
COG8|84342	230.7544	COG8|84342	452.0508
COIL|8161	692.2632	COIL|8161	570.1965
COL10A1|1300	549.4887	COL10A1|1300	16.2913
COL11A1|1301	1209.3382	COL11A1|1301	23.9578
COL11A2|1302	359.6373	COL11A2|1302	22.0412
COL12A1|1303	9085.8576	COL12A1|1303	1956.8759
COL13A1|1305	77.9471	lowly_expressed	lowly_expressed
COL14A1|7373	710.0135	COL14A1|7373	2783.9003
COL15A1|1306	2715.8017	COL15A1|1306	1000.0
COL16A1|1307	652.9037	COL16A1|1307	1883.5649
COL17A1|1308	334.1694	COL17A1|1308	8559.655
COL18A1|80781	3710.5923	COL18A1|80781	3199.3292
COL19A1|1310	13.8916	lowly_expressed	lowly_expressed
COL1A1|1277	57068.1073	COL1A1|1277	1122.6641
COL1A2|1278	34092.2246	COL1A2|1278	1761.8591
COL21A1|81578	29.3266	COL21A1|81578	19.1663
COL22A1|169044	4632.0664	COL22A1|169044	9.104
COL23A1|91522	28.5549	COL23A1|91522	91.5189
COL24A1|255631	23.9244	COL24A1|255631	14.3747
lowly_expressed	lowly_expressed	COL25A1|84570	17.2496
COL27A1|85301	1479.4521	COL27A1|85301	361.7633
COL28A1|340267	11.5763	COL28A1|340267	110.6852
COL29A1|256076	18.5221	lowly_expressed	lowly_expressed
COL2A1|1280	4020.0656	COL2A1|1280	127.9348
COL3A1|1281	30770.5962	COL3A1|1281	1924.7724
COL4A1|1282	10299.8264	COL4A1|1282	1817.4413
COL4A2|1284	9342.8516	COL4A2|1284	3563.9674
COL4A3BP|10087	444.5302	COL4A3BP|10087	1300.4312
COL4A3|1285	43.99	COL4A3|1285	35.9368
COL4A4|1286	174.4164	COL4A4|1286	67.5611
COL4A5|1287	108.0455	COL4A5|1287	1457.1155
lowly_expressed	lowly_expressed	COL4A6|1288	593.6751
COL5A1|1289	5047.2699	COL5A1|1289	379.4921
COL5A2|1290	4913.7565	COL5A2|1290	309.5352
COL5A3|50509	502.4117	COL5A3|50509	144.2262
COL6A1|1291	12608.9138	COL6A1|1291	3545.2803
COL6A2|1292	14637.8545	COL6A2|1292	3404.8874
COL6A3|1293	10860.8914	COL6A3|1293	1082.4149
COL6A4P2|646300	6.1739999999999995	lowly_expressed	lowly_expressed
COL6A6|131873	70.2296	COL6A6|131873	21.0829
COL7A1|1294	130.4264	COL7A1|1294	540.4887
COL8A1|1295	153.579	COL8A1|1295	146.6219
COL8A2|1296	582.6741	COL8A2|1296	1440.345
COL9A1|1297	1507.2352	lowly_expressed	lowly_expressed
COL9A2|1298	109.589	COL9A2|1298	598.9459
COL9A3|1299	952.3442	COL9A3|1299	86.2482
COLEC11|78989	37.0442	COLEC11|78989	7.1874
COLEC12|81035	199.1125	COLEC12|81035	362.2425
COLQ|8292	36.2724	COLQ|8292	33.0618
COMMD10|51397	280.9184	COMMD10|51397	376.13800000000003
COMMD1|150684	307.158	COMMD1|150684	284.6191
COMMD2|51122	568.7826	COMMD2|51122	917.1059
COMMD3|23412	936.8783	COMMD3|23412	693.8093
COMMD4|54939	1671.6188	COMMD4|54939	710.1102
COMMD5|28991	1036.5503	COMMD5|28991	484.9066
COMMD6|170622	2279.7608	COMMD6|170622	1583.6128
COMMD7|149951	1380.6676	COMMD7|149951	1135.1222
COMMD8|54951	173.6446	COMMD8|54951	193.1001
COMMD9|29099	901.4085	COMMD9|29099	716.3392
COMP|1311	1651.5532	COMP|1311	31.6243
COMTD1|118881	256.2223	COMTD1|118881	78.1025
COMT|1312	3554.6981	COMT|1312	2603.7374
COPA|1314	12116.5348	COPA|1314	5121.3512
COPB1|1315	2352.3056	COPB1|1315	3200.7667
COPB2|9276	2648.6591	COPB2|9276	3355.5343
COPE|11316	3269.3498	COPE|11316	1493.7614
COPG2|26958	524.0208	COPG2|26958	779.5879
COPG|22820	6559.9074	COPG|22820	3500.2396
COPS2|9318	1421.5705	COPS2|9318	1804.5041
COPS3|8533	767.1233	COPS3|8533	875.8984
COPS4|51138	292.4947	COPS4|51138	892.6689
COPS5|10987	1845.2634	COPS5|10987	1081.9358
COPS6|10980	1822.8825	COPS6|10980	1496.8855
COPS7A|50813	2221.1075	COPS7A|50813	1535.2179999999998
COPS7B|64708	1078.1401	COPS7B|64708	710.1102
COPS8|10920	1088.1574	COPS8|10920	828.4092
COPZ1|22818	2836.1953	COPZ1|22818	3646.8615
COPZ2|51226	186.7644	COPZ2|51226	146.1428
COQ10A|93058	60.9686	COQ10A|93058	160.9966
COQ10B|80219	1346.7104	COQ10B|80219	475.3234
COQ2|27235	344.2022	COQ2|27235	114.9976
COQ3|51805	276.2879	COQ3|51805	150.4552
COQ4|51117	852.788	COQ4|51117	940.1054
COQ5|84274	463.0523	COQ5|84274	605.1749
COQ6|51004	303.6311	COQ6|51004	460.4169
COQ7|10229	358.0938	COQ7|10229	540.4887
COQ9|57017	1031.8348	COQ9|57017	785.817
CORIN|10699	25.4679	CORIN|10699	14.8539
CORO1A|11151	3776.1914	CORO1A|11151	740.7762
CORO1B|57175	4087.2082	CORO1B|57175	1958.7925
CORO1C|23603	2543.7006	CORO1C|23603	1629.6119
CORO2A|7464	280.9184	CORO2A|7464	599.9042
CORO2B|10391	64.0556	CORO2B|10391	97.2688
CORO6|84940	9.261000000000001	CORO6|84940	25.3953
CORO7|79585	984.3951	CORO7|79585	380.1198
CORT|1325	15.327	CORT|1325	5.2707
COTL1|23406	9227.0886	COTL1|23406	1173.9339
COX10|1352	301.7557	COX10|1352	299.9521
COX11|1353	729.6238	COX11|1353	700.5894
COX15|1355	589.5505	COX15|1355	1250.6804
COX16|51241	887.5169	COX16|51241	770.4839
COX17|10063	1165.3483	COX17|10063	333.4931
COX18|285521	387.4204	COX18|285521	392.4293
COX19|90639	289.7318	COX19|90639	333.2295
COX4I1|1327	7665.8306	COX4I1|1327	4096.3105
COX4I2|84701	27.7831	COX4I2|84701	19.6454
COX4NB|10328	491.6072	COX4NB|10328	380.9296
COX5A|9377	4305.6145	COX5A|9377	862.482
COX5B|1329	2289.7936	COX5B|1329	951.6052
COX6A1|1337	3837.1599	COX6A1|1337	1453.7614
COX6B1|1340	5138.3369	COX6B1|1340	1878.7734
COX6B2|125965	5.4023	COX6B2|125965	25.8745
COX6C|1345	7631.8734	COX6C|1345	1260.6612
COX7A1|1346	163.6118	COX7A1|1346	189.2669
COX7A2L|9167	1322.0143	COX7A2L|9167	1826.0661
COX7A2|1347	3473.6639	COX7A2|1347	883.5649
COX7B|1349	3779.2784	COX7B|1349	1029.2286
COX7C|1350	2913.3706	COX7C|1350	2389.0752
COX8A|1351	3779.2784	COX8A|1351	1380.9296
CP110|9738	229.2109	CP110|9738	731.1931
lowly_expressed	lowly_expressed	CPA1|1357	10.5414
CPA3|1359	32.4137	CPA3|1359	23.9578
CPA4|51200	107.2738	CPA4|51200	58.9363
CPA5|93979	6.0120000000000005	lowly_expressed	lowly_expressed
CPAMD8|27151	438.3562	CPAMD8|27151	788.6919
CPB1|1360	7.7175	CPB1|1360	442.2616
CPD|1362	632.8381	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CPEB1|64506	24.436999999999998
CPEB2|132864	278.6031	CPEB2|132864	766.6507
CPEB3|22849	78.7189	CPEB3|22849	328.2223
CPEB4|80315	483.1179	CPEB4|80315	946.3345
CPE|1363	536.3689	CPE|1363	1294.2022
CPLX1|10815	29.3266	CPLX1|10815	114.9976
CPLX3|594855	5.4023	CPLX3|594855	8.6248
CPM|1368	767.1233	CPM|1368	356.0134
CPNE1|8904	3747.2352	CPNE1|8904	1929.1375
CPNE2|221184	782.5584	CPNE2|221184	492.0939
CPNE3|8895	2529.8089999999997	CPNE3|8895	3051.2698
CPNE4|131034	44.7617	lowly_expressed	lowly_expressed
CPNE5|57699	332.6259	CPNE5|57699	67.0819
CPNE7|27132	149.7202	CPNE7|27132	22.5204
CPNE8|144402	393.5944	CPNE8|144402	149.0177
CPOX|1371	288.6359	CPOX|1371	345.472
lowly_expressed	lowly_expressed	CPO|130749	5.7499
CPPED1|55313	825.7766	CPPED1|55313	508.8644
CPS1|1373	18.5221	CPS1|1373	155.2468
CPSF1|29894	2525.9502	CPSF1|29894	1555.3426
CPSF2|53981	948.4854	CPSF2|53981	990.4169
CPSF3L|54973	3049.9711	CPSF3L|54973	1430.2827
CPSF3|51692	1124.4453	CPSF3|51692	649.2573
CPSF4|10898	552.5757	CPSF4|10898	477.2401
CPSF6|11052	1338.2211	CPSF6|11052	1654.0489
CPSF7|79869	2458.8076	CPSF7|79869	2383.3253
CPT1A|1374	1406.9072	CPT1A|1374	2282.2233
CPT1B|1375	801.2811	CPT1B|1375	331.5285
CPT1C|126129	46.3052	CPT1C|126129	39.2908
CPT2|1376	361.9525	CPT2|1376	631.5285
CPVL|54504	692.2632	CPVL|54504	309.5352
CPXM1|56265	978.5838	CPXM1|56265	256.3488
CPXM2|119587	825.7766	CPXM2|119587	321.9933
CPZ|8532	255.4505	CPZ|8532	39.2908
CP|1356	364.0131	CP|1356	865.6588
CR1|1378	96.4692	CR1|1378	38.8117
CR2|1380	50.9358	CR2|1380	145.1845
CRABP1|1381	3488.3272	CRABP1|1381	339.2429
CRABP2|1382	835.8094	CRABP2|1382	3185.4336
CRADD|8738	72.5449	CRADD|8738	182.0795
CRAMP1L|57585	696.9168	CRAMP1L|57585	1254.4466
CRAT|1384	835.8094	CRAT|1384	1533.7805
CRB1|23418	6.9458	CRB1|23418	9.5831
CRB2|286204	18.5221	CRB2|286204	22.5204
CRB3|92359	395.9097	CRB3|92359	228.5577
CRBN|51185	576.0139	CRBN|51185	930.3546
CRCP|27297	1166.12	CRCP|27297	1062.2904
CREB1|1385	1114.4125	CREB1|1385	1321.035
CREB3L1|90993	476.9439	CREB3L1|90993	336.36800000000005
CREB3L2|64764	4660.6213	CREB3L2|64764	3339.2429
CREB3L4|148327	1253.3282	CREB3L4|148327	1816.9621
CREB3|10488	824.7810000000001	CREB3|10488	1175.7259
CREB5|9586	232.2979	CREB5|9586	75.7068
CREBBP|1387	1430.0598	CREBBP|1387	3747.4844
CREBL2|1389	1244.8389	CREBL2|1389	2276.9526
CREBZF|58487	760.9493	CREBZF|58487	1167.2257
CREG1|8804	3555.4698	CREG1|8804	3609.9665
CRELD1|78987	901.4085	CRELD1|78987	765.2132
CRELD2|79174	2712.7146	CRELD2|79174	448.4907
CREM|1390	352.6915	CREM|1390	240.5367
lowly_expressed	lowly_expressed	CRHBP|1393	11.0206
CRHR1|1394	118.0552	CRHR1|1394	52.4054
CRIM1|51232	1302.7204	CRIM1|51232	6034.9784
CRIP1|1396	1538.1053	CRIP1|1396	385.24199999999996
CRIP2|1397	3313.9109	CRIP2|1397	1997.6042
lowly_expressed	lowly_expressed	CRIP3|401262	5.7499
CRIPAK|285464	85.6647	lowly_expressed	lowly_expressed
CRIPT|9419	342.6587	CRIPT|9419	422.6162
lowly_expressed	lowly_expressed	CRISP2|7180	17.7288
lowly_expressed	lowly_expressed	CRISP3|10321	6.229
CRISPLD1|83690	1312.7532	CRISPLD1|83690	1596.0709
CRISPLD2|83716	1771.9467	CRISPLD2|83716	297.0771
CRKL|1399	1489.4849	CRKL|1399	2489.6981
CRK|1398	580.3589	CRK|1398	1068.0402
CRLF1|9244	637.4686	CRLF1|9244	64.207
CRLF3|51379	507.814	CRLF3|51379	388.1169
CRLS1|54675	1480.2238	CRLS1|54675	685.6732
CRMP1|1400	65.1206	CRMP1|1400	80.1581
CRNKL1|51340	725.4486	CRNKL1|51340	1072.8318
CROCCL1|84809	350.7081	CROCCL1|84809	421.955
CROCCL2|114819	78.7189	CROCCL2|114819	96.3105
CROCC|9696	753.2317	CROCC|9696	551.5093
CROT|54677	109.589	CROT|54677	1407.2832
lowly_expressed	lowly_expressed	CRTAC1|55118	258.7446
CRTAM|56253	56.338	CRTAM|56253	35.9368
CRTAP|10491	2029.7125	CRTAP|10491	3792.046
CRTC1|23373	236.1567	CRTC1|23373	448.4907
CRTC2|200186	2291.3371	CRTC2|200186	1063.2487
CRTC3|64784	1165.3483	CRTC3|64784	1281.7441
CRY1|1407	348.061	CRY1|1407	485.8649
CRY2|1408	343.4304	CRY2|1408	1483.4691
CRYAB|1410	20642.0992	CRYAB|1410	3975.563
CRYBB1|1414	7.7175	lowly_expressed	lowly_expressed
CRYBB3|1417	6.9458	lowly_expressed	lowly_expressed
CRYBG3|131544	134.7714	CRYBG3|131544	481.8927
