gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
TBCB|1155	469.1963	TBCB|1155	599.8702
TBCCD1|55171	193.06400000000002	TBCCD1|55171	258.1121
TBCC|6903	635.0789	TBCC|6903	457.2271
TBCD|6904	1462.5168	TBCD|6904	1413.4808
TBCEL|219899	282.2926	TBCEL|219899	456.6372
TBCE|6905	441.7133	TBCE|6905	261.6195
TBCK|93627	259.3345	TBCK|93627	507.6165
TBK1|29110	524.2576	TBK1|29110	671.0914
TBKBP1|9755	127.6509	TBKBP1|9755	470.2065
TBL1XR1|79718	2621.9232	TBL1XR1|79718	2832.1534
TBL1X|6907	1423.8469	TBL1X|6907	1233.9233
TBL2|26608	2800.698	TBL2|26608	748.3776
TBL3|10607	908.1628	TBL3|10607	661.9469
TBPL1|9519	127.9684	TBPL1|9519	239.82299999999998
TBP|6908	196.2394	TBP|6908	251.9174
TBRG1|84897	598.5619	TBRG1|84897	971.1947
TBRG4|9238	1660.0962	TBRG4|9238	687.3156
TBX15|6913	93.9917	TBX15|6913	573.4513
TBX18|9096	46.3608	TBX18|9096	233.3333
TBX19|9095	18.738	TBX19|9095	56.6401
TBX1|6899	5.3982	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TBX21|30009	56.6372
TBX2|6909	99.7074	TBX2|6909	282.5959
TBX3|6926	373.7439	TBX3|6926	1283.1858
TBX4|9496	9.5262	TBX4|9496	6.4897
TBX5|6910	26.6733	TBX5|6910	192.9204
TBX6|6911	41.2801	TBX6|6911	23.0088
TBXA2R|6915	37.4697	TBXA2R|6915	59.292
TBXAS1|6916	149.2435	TBXAS1|6916	190.8555
TC2N|123036	11739.751	TC2N|123036	1990.8555
TCAP|8557	12.384	TCAP|8557	8.5546
TCEA1|6917	1477.8286	TCEA1|6917	1384.0708
TCEA2|6919	219.4198	TCEA2|6919	322.4189
TCEA3|6920	2152.9175	TCEA3|6920	451.0324
TCEAL1|9338	358.8196	TCEAL1|9338	505.0147
lowly_expressed	lowly_expressed	TCEAL2|140597	86.7257
TCEAL3|85012	433.4413	TCEAL3|85012	564.3068
TCEAL4|79921	1439.4063	TCEAL4|79921	2866.0767
TCEAL5|340543	7.6209	TCEAL5|340543	59.292
TCEAL6|158931	23.1804	TCEAL6|158931	28.3186
TCEAL7|56849	9.5262	TCEAL7|56849	166.9617
TCEAL8|90843	2216.7429	TCEAL8|90843	1085.8407
TCEANC|170082	36.8346	TCEANC|170082	68.4366
TCEB1|6921	947.2202	TCEB1|6921	453.6873
TCEB2|6923	2003.6739	TCEB2|6923	1126.5487
TCEB3|6924	1482.8329999999999	TCEB3|6924	1740.0236
TCERG1|10915	952.3008	TCERG1|10915	887.6106
TCF12|6938	1441.7244	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TCF15|6939	144.5428
TCF19|6941	609.0407	TCF19|6941	252.2124
TCF20|6942	1492.1179	TCF20|6942	1040.118
lowly_expressed	lowly_expressed	TCF21|6943	12.3894
TCF25|22980	1828.0746	TCF25|22980	2207.0796
TCF3|6929	882.7597	TCF3|6929	769.3215
TCF4|6925	1078.9991	TCF4|6925	4823.8938
TCF7L1|83439	601.7373	TCF7L1|83439	1177.8761
TCF7L2|6934	420.7398	TCF7L2|6934	1112.0944
TCF7|6932	25.4032	TCF7|6932	587.6106
TCFL5|10732	218.7847	TCFL5|10732	413.8643
lowly_expressed	lowly_expressed	TCHH|7062	6.4897
TCHP|84260	315.9518	TCHP|84260	395.2802
TCIRG1|10312	902.7647	TCIRG1|10312	647.1976
lowly_expressed	lowly_expressed	TCL1A|8115	28.9086
TCN1|6947	22.5453	TCN1|6947	641.5929
TCN2|6948	426.1379	TCN2|6948	1593.8053
TCOF1|6949	1008.1878	TCOF1|6949	1008.2596
TCP10L|140290	43.7792	TCP10L|140290	15.6991
TCP11L1|55346	614.515	TCP11L1|55346	246.6077
TCP11L2|255394	164.803	TCP11L2|255394	239.233
TCP1|6950	3321.8373	TCP1|6950	3547.3509999999997
TCTA|6988	3403.7054	TCTA|6988	916.5192
TCTE3|6991	12.0665	TCTE3|6991	32.1534
TCTEX1D1|200132	6.0332	TCTEX1D1|200132	22.7139
TCTEX1D2|255758	80.0199	TCTEX1D2|255758	46.6077
TCTEX1D4|343521	5.7157	lowly_expressed	lowly_expressed
TCTN1|79600	515.3665	TCTN1|79600	494.3953
TCTN2|79867	311.1887	TCTN2|79867	415.3392
TCTN3|26123	2270.4071	TCTN3|26123	1117.6991
lowly_expressed	lowly_expressed	TDGF1|6997	26.2537
TDG|6996	473.4513	TDG|6996	298.8201
TDO2|6999	13.9717	lowly_expressed	lowly_expressed
TDP1|55775	421.6924	TDP1|55775	280.236
TDP2|51567	1329.2201	TDP2|51567	843.9528
lowly_expressed	lowly_expressed	TDRD10|126668	77.8761
lowly_expressed	lowly_expressed	TDRD12|91646	9.4395
TDRD1|56165	5.7157	TDRD1|56165	26.2537
TDRD3|81550	228.6284	TDRD3|81550	492.0354
lowly_expressed	lowly_expressed	TDRD5|163589	45.4277
lowly_expressed	lowly_expressed	TDRD6|221400	24.4838
TDRD7|23424	205.44799999999998	TDRD7|23424	500.295
lowly_expressed	lowly_expressed	TDRD9|122402	19.764
TDRKH|11022	365.1704	TDRKH|11022	218.2891
TEAD1|7003	1154.2559	TEAD1|7003	4408.8496
TEAD2|8463	1294.9259	TEAD2|8463	874.6313
TEAD3|7005	1136.1562	TEAD3|7005	690.2655
TEAD4|7004	258.1596	TEAD4|7004	250.1475
TECPR1|25851	504.5702	TECPR1|25851	423.0088
TECPR2|9895	826.5552	TECPR2|9895	1013.2743
TECR|9524	1573.7255	TECR|9524	1312.3894
TECTA|7007	9.5262	TECTA|7007	18.8791
TEC|7006	22.2278	TEC|7006	39.823
TEF|7008	307.6957	TEF|7008	2381.1209
lowly_expressed	lowly_expressed	TEKT2|27285	7.3746
lowly_expressed	lowly_expressed	TEKT3|64518	5.3097
TEK|7010	297.2169	TEK|7010	1947.7876
TELO2|9894	263.5577	TELO2|9894	383.7758
TENC1|23371	1045.3399	TENC1|23371	7312.3894
TEP1|7011	844.9725	TEP1|7011	976.4012
TERF1|7013	561.4097	TERF1|7013	604.1298
TERF2IP|54386	883.7123	TERF2IP|54386	1998.2301
TERF2|7014	304.8379	TERF2|7014	659.587
TESC|54997	79.3849	TESC|54997	114.7493
TESK1|7016	1222.2093	TESK1|7016	1184.6608
TESK2|10420	40.3275	TESK2|10420	145.1327
TES|26136	2367.8568	TES|26136	1962.1829
TET1|80312	113.044	TET1|80312	73.1563
TET2|54790	872.2809	TET2|54790	621.8289
TET3|200424	873.2335	TET3|200424	380.82599999999996
TEX10|54881	441.0623	TEX10|54881	344.8378
TEX261|113419	5768.4217	TEX261|113419	3043.6578
TEX264|51368	1370.1827	TEX264|51368	817.6991
TEX2|55852	2469.8218	TEX2|55852	1827.1386
TEX9|374618	154.3242	TEX9|374618	62.5369
TFAM|7019	693.5062	TFAM|7019	548.0826
TFAP2A|7020	1479.3941	TFAP2A|7020	540.118
TFAP2B|7021	1127.5826	TFAP2B|7021	590.5605
TFAP2C|7022	483.9301	TFAP2C|7022	710.3245
lowly_expressed	lowly_expressed	TFAP2E|339488	12.6844
TFAP4|7023	122.8878	TFAP4|7023	207.6696
TFB1M|51106	109.8686	TFB1M|51106	109.1445
TFB2M|64216	1016.1262	TFB2M|64216	261.9469
TFCP2L1|29842	35.2469	TFCP2L1|29842	1076.1062
TFCP2|7024	468.6882	TFCP2|7024	647.1976
TFDP1|7027	997.3914	TFDP1|7027	1249.2625
TFDP2|7029	196.5569	TFDP2|7029	298.5251
TFE3|7030	952.6184	TFE3|7030	2541.2979
TFEB|7942	246.7282	TFEB|7942	442.4779
TFEC|22797	81.2901	TFEC|22797	79.941
TFF1|7031	5437.8631	TFF1|7031	117.4041
TFF3|7033	86709.2275	TFF3|7033	1670.7965
TFG|10342	2818.1626	TFG|10342	1464.3068
TFIP11|24144	1073.1786	TFIP11|24144	891.3539999999999
lowly_expressed	lowly_expressed	TFPI2|7980	226.5487
TFPI|7035	246.4106	TFPI|7035	2657.8171
TFPT|29844	476.3568	TFPT|29844	182.6224
TFR2|7036	35.882	lowly_expressed	lowly_expressed
TFRC|7037	3464.6729	TFRC|7037	1416.8142
TF|7018	5.7157	TF|7018	2334.2183
TGDS|23483	98.7548	TGDS|23483	212.3894
TGFA|7039	633.1737	TGFA|7039	153.0973
TGFB1I1|7041	247.9983	TGFB1I1|7041	1103.8348
TGFB1|7040	448.3657	TGFB1|7040	687.6106
TGFB2|7042	103.2003	TGFB2|7042	848.3776
TGFB3|7043	1708.6798	TGFB3|7043	1028.0236
TGFBI|7045	2464.1061	TGFBI|7045	3910.6195
TGFBR1|7046	1219.0339	TGFBR1|7046	2124.7788
TGFBR2|7048	2208.4869	TGFBR2|7048	16165.1917
TGFBR3|7049	223.5478	TGFBR3|7049	6966.0767
TGFBRAP1|9392	566.1728	TGFBRAP1|9392	417.1091
TGIF1|7050	730.9758	TGIF1|7050	773.4513
TGIF2|60436	295.3434	TGIF2|60436	507.2861
lowly_expressed	lowly_expressed	TGM1|7051	39.528
TGM2|7052	719.8619	TGM2|7052	2395.2802
TGM3|7053	76.2095	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TGM5|9333	11.5044
TGOLN2|10618	8992.7172	TGOLN2|10618	7515.0442
TGS1|96764	505.2053	TGS1|96764	541.0029
TH1L|51497	1884.5966	TH1L|51497	1316.5192
THADA|63892	1192.0431	THADA|63892	856.9322
THAP10|56906	46.6783	THAP10|56906	52.2124
THAP11|57215	344.2128	THAP11|57215	617.1091
THAP1|55145	268.3208	THAP1|55145	245.4277
THAP2|83591	98.1197	THAP2|83591	123.8938
THAP3|90326	100.714	THAP3|90326	345.4218
THAP4|51078	1187.5975	THAP4|51078	890.2655
THAP5|168451	771.6209	THAP5|168451	598.5251
THAP6|152815	469.6408	THAP6|152815	293.8053
THAP7|80764	341.0374	THAP7|80764	221.8289
THAP8|199745	123.8404	THAP8|199745	87.0206
THAP9|79725	109.5511	THAP9|79725	120.059
THBD|7056	466.1479	THBD|7056	1606.1947
THBS1|7057	16940.7297	THBS1|7057	6610.9145
THBS2|7058	4145.16	THBS2|7058	6453.3923
THBS3|7059	375.3348	THBS3|7059	814.4543
THBS4|7060	1087.2551	THBS4|7060	3229.7935
THEM4|117145	792.5785	THEM4|117145	350.1475
THEM5|284486	33.0241	lowly_expressed	lowly_expressed
THEMIS|387357	5.0806	THEMIS|387357	40.708
THG1L|54974	114.6317	THG1L|54974	132.1534
THNSL1|79896	169.2485	THNSL1|79896	174.0413
THNSL2|55258	583.0024	THNSL2|55258	852.8024
THOC1|9984	195.6043	THOC1|9984	385.2507
THOC2|57187	1129.8054	THOC2|57187	1261.0619
THOC3|84321	563.9501	THOC3|84321	415.3392
THOC4|10189	483.295	THOC4|10189	503.2448
THOC5|8563	1618.4986	THOC5|8563	574.6313
THOC6|79228	230.7559	THOC6|79228	268.7109
THOC7|80145	779.8769	THOC7|80145	810.6195
THOP1|7064	664.6101	THOP1|7064	330.0885
THPO|7066	6.0332	THPO|7066	23.3038
THRAP3|9967	2794.9822	THRAP3|9967	4108.8496
THRA|7067	305.8445	THRA|7067	1550.5516
THRB|7068	605.5477	THRB|7068	1345.7227
THRSP|7069	35.2469	THRSP|7069	3642.1829
THSD1P1|374500	31.7539	THSD1P1|374500	162.8319
THSD1|55901	100.3425	THSD1|55901	555.7522
THSD4|79875	52.394	THSD4|79875	1213.5693
THSD7A|221981	80.9726	THSD7A|221981	308.5546
lowly_expressed	lowly_expressed	THSD7B|80731	135.1032
THTPA|79178	304.8379	THTPA|79178	373.1563
THUMPD1|55623	968.8129	THUMPD1|55623	1562.8319
THUMPD2|80745	200.6849	THUMPD2|80745	197.0501
THUMPD3|25917	1174.896	THUMPD3|25917	703.2448
THY1|7070	3108.3937	THY1|7070	3277.2861
THYN1|29087	325.4779	THYN1|29087	912.9794
TIA1|7072	1267.935	TIA1|7072	1211.2094
TIAF1|9220	84.7545	TIAF1|9220	250.0265
TIAL1|7073	1481.6391	TIAL1|7073	1347.1976
TIAM1|7074	62.5553	TIAM1|7074	288.7906
TIAM2|26230	28.7818	TIAM2|26230	85.3304
TICAM1|148022	410.26099999999997	TICAM1|148022	341.0029
TICAM2|353376	215.387	TICAM2|353376	214.7345
TIE1|7075	371.5212	TIE1|7075	1760.4720000000002
TIFA|92610	358.50199999999995	TIFA|92610	335.6932
TIGD1|200765	121.3001	TIGD1|200765	59.882
TIGD2|166815	359.7722	TIGD2|166815	223.3038
TIGD3|220359	6.9859	lowly_expressed	lowly_expressed
TIGD4|201798	11.4314	TIGD4|201798	6.7847
TIGD5|84948	104.4705	TIGD5|84948	86.7257
TIGD6|81789	182.9027	TIGD6|81789	181.1209
TIGD7|91151	294.1146	TIGD7|91151	187.4248
TIGIT|201633	12.0665	TIGIT|201633	39.823
lowly_expressed	lowly_expressed	TIMD4|91937	35.3982
TIMELESS|8914	641.1122	TIMELESS|8914	307.9646
TIMM10|26519	339.7672	TIMM10|26519	297.6401
TIMM13|26517	1203.157	TIMM13|26517	574.9263
TIMM16|51025	89.2095	TIMM16|51025	69.2773
TIMM17A|10440	2064.959	TIMM17A|10440	669.3215
TIMM17B|10245	863.3898	TIMM17B|10245	308.2596
TIMM22|29928	518.2244	TIMM22|29928	434.2183
TIMM44|10469	371.5212	TIMM44|10469	450.1475
TIMM50|92609	888.7929	TIMM50|92609	548.6726
TIMM8A|1678	222.5952	TIMM8A|1678	104.7198
TIMM8B|26521	358.8196	TIMM8B|26521	358.1121
TIMM9|26520	538.8644	TIMM9|26520	517.1091
TIMP1|7076	5365.4641	TIMP1|7076	3054.2773
TIMP2|7077	4873.5955	TIMP2|7077	20500.0
TIMP3|7078	12782.233	TIMP3|7078	52097.9351
TIMP4|7079	12.0665	TIMP4|7079	3732.1534
TINAGL1|64129	659.2119	TINAGL1|64129	2701.4749
TINF2|26277	1291.7505	TINF2|26277	1377.5811
TIPARP|25976	522.9875	TIPARP|25976	660.472
TIPIN|54962	65.0956	TIPIN|54962	68.7316
TIPRL|261726	1253.0107	TIPRL|261726	823.0088
TIRAP|114609	228.3109	TIRAP|114609	212.9794
TJAP1|93643	301.3449	TJAP1|93643	589.0855
TJP1|7082	2844.5184	TJP1|7082	3725.6637
TJP2|9414	2341.5359	TJP2|9414	3148.3776
TJP3|27134	1017.7139	TJP3|27134	138.3481
TK1|7083	594.7514	TK1|7083	74.0413
TK2|7084	560.7747	TK2|7084	1825.3687
TKT|7086	5209.8698	TKT|7086	6009.4395
TLCD1|116238	141.3051	TLCD1|116238	29.4985
TLE1|7088	2033.8402	TLE1|7088	1420.944
TLE2|7089	936.7414	TLE2|7089	823.3038
TLE3|7090	260.3823	TLE3|7090	1080.236
TLE4|7091	111.1388	TLE4|7091	612.6844
TLE6|79816	5.7157	TLE6|79816	15.6342
TLK1|9874	1784.5717	TLK1|9874	1466.0767
TLK2|11011	558.5519	TLK2|11011	616.5192
TLL1|7092	34.9293	TLL1|7092	562.5369
TLL2|7093	92.7215	lowly_expressed	lowly_expressed
TLN1|7094	6171.3792	TLN1|7094	18341.2979
TLN2|83660	352.4688	TLN2|83660	2942.7729
lowly_expressed	lowly_expressed	TLR10|81793	36.5782
TLR1|7096	121.3001	TLR1|7096	176.6962
TLR2|7097	100.9775	TLR2|7097	328.3186
TLR3|7098	40.01	TLR3|7098	416.2242
TLR4|7099	405.8154	TLR4|7099	1258.9971
TLR5|7100	304.2028	TLR5|7100	309.7345
TLR6|10333	36.8346	TLR6|10333	23.8938
TLR7|51284	130.8263	TLR7|51284	113.2743
TLR8|51311	26.9909	TLR8|51311	57.2271
lowly_expressed	lowly_expressed	TLR9|54106	27.885
TM2D1|83941	269.591	TM2D1|83941	355.7522
TM2D2|83877	5845.9013	TM2D2|83877	869.6165
TM2D3|80213	515.049	TM2D3|80213	785.2507
TM4SF18|116441	87.9584	TM4SF18|116441	543.3628
TM4SF19|116211	7.3034	lowly_expressed	lowly_expressed
TM4SF1|4071	423.9152	TM4SF1|4071	5821.5339
TM6SF1|53346	94.9443	TM6SF1|53346	207.0796
lowly_expressed	lowly_expressed	TM6SF2|53345	5.4248
TM7SF2|7108	503.3	TM7SF2|7108	2141.0029
TM7SF3|51768	3125.8583	TM7SF3|51768	1397.3451
TM7SF4|81501	8.5736	lowly_expressed	lowly_expressed
TM9SF1|10548	2891.6571	TM9SF1|10548	1395.941
TM9SF2|9375	7956.2685	TM9SF2|9375	3709.4395
TM9SF3|56889	17245.25	TM9SF3|56889	5984.0708
TM9SF4|9777	3055.3646	TM9SF4|9777	1735.3982
TMBIM1|64114	4520.8092	TMBIM1|64114	7379.646
TMBIM4|51643	2452.9923	TMBIM4|51643	1719.469
TMBIM6|7009	25121.8161	TMBIM6|7009	17336.8732
lowly_expressed	lowly_expressed	TMC2|117532	67.2566
TMC4|147798	2197.373	TMC4|147798	390.2655
TMC5|79838	2238.9707	TMC5|79838	357.5221
TMC6|11322	1065.0273	TMC6|11322	495.5752
TMC7|79905	189.8886	TMC7|79905	128.0236
TMC8|147138	78.7498	TMC8|147138	278.4661
TMCC1|23023	593.4812	TMCC1|23023	805.0147
TMCC2|9911	14.9244	TMCC2|9911	59.586999999999996
TMCC3|57458	290.2311	TMCC3|57458	451.9174
TMCO1|54499	4522.3969	TMCO1|54499	1797.9351
TMCO3|55002	1316.8361	TMCO3|55002	1283.4808
TMCO4|255104	579.5095	TMCO4|255104	552.8024
TMCO6|55374	125.1105	TMCO6|55374	240.41299999999998
TMCO7|79613	120.665	TMCO7|79613	384.6608
TMED10P1|286102	126.0632	TMED10P1|286102	45.4277
TMED10|10972	11238.3562	TMED10|10972	6925.3687
TMED1|11018	372.3118	TMED1|11018	451.7581
TMED2|10959	10706.4776	TMED2|10959	5029.2035
TMED3|23423	13567.5081	TMED3|23423	1274.3363
TMED4|222068	1615.9583	TMED4|222068	787.0206
TMED5|50999	930.7081	TMED5|50999	1704.7079999999999
TMED7-TICAM2|100302736	233.4232	TMED7-TICAM2|100302736	50.7906
TMED7|51014	4998.8966	TMED7|51014	2184.9174
TMED8|283578	399.1471	TMED8|283578	394.9853
TMED9|54732	7860.3716	TMED9|54732	2244.8378
TMEFF1|8577	37.2442	TMEFF1|8577	52.0118
TMEM100|55273	8.8911	TMEM100|55273	1074.9263
TMEM101|84336	58.1097	TMEM101|84336	541.2979
TMEM102|284114	181.9501	TMEM102|284114	118.2891
TMEM104|54868	431.2186	TMEM104|54868	421.2389
TMEM106A|113277	177.5046	TMEM106A|113277	152.2124
TMEM106B|54664	2962.3255	TMEM106B|54664	1594.3953
TMEM106C|79022	953.2534	TMEM106C|79022	810.9145
TMEM107|84314	206.7182	TMEM107|84314	161.6519
TMEM108|66000	8.256	TMEM108|66000	35.9882
TMEM109|79073	2105.6041	TMEM109|79073	3914.4543
TMEM110|375346	253.0789	TMEM110|375346	226.2537
TMEM111|55831	1706.457	TMEM111|55831	1662.5369
TMEM115|11070	860.2144	TMEM115|11070	1015.6342
TMEM116|89894	154.9593	TMEM116|89894	206.1947
TMEM117|84216	93.6741	TMEM117|84216	131.5634
TMEM119|338773	599.832	TMEM119|338773	1336.8732
TMEM11|8834	614.7564	TMEM11|8834	476.4012
TMEM120A|83862	1224.1146	TMEM120A|83862	1058.1121
TMEM120B|144404	382.3524	TMEM120B|144404	553.2566
TMEM121|80757	18.4173	TMEM121|80757	14.4543
TMEM123|114908	5560.4333	TMEM123|114908	4701.1799
TMEM125|128218	666.1978	TMEM125|128218	125.3687
TMEM126A|84233	283.5627	TMEM126A|84233	259.882
TMEM126B|55863	337.2269	TMEM126B|55863	548.3776
TMEM127|55654	3448.4784	TMEM127|55654	2475.8112
TMEM128|85013	418.517	TMEM128|85013	525.0737
TMEM129|92305	1041.5294	TMEM129|92305	921.8289
lowly_expressed	lowly_expressed	TMEM130|222865	18.2891
TMEM131|23505	1796.6382	TMEM131|23505	1582.0059
TMEM132A|54972	839.5743	TMEM132A|54972	212.6844
lowly_expressed	lowly_expressed	TMEM132B|114795	9.7345
lowly_expressed	lowly_expressed	TMEM132C|92293	2836.5782
lowly_expressed	lowly_expressed	TMEM132E|124842	7.9646
TMEM133|83935	91.4514	TMEM133|83935	125.9587
TMEM134|80194	624.9176	TMEM134|80194	271.0914
TMEM135|65084	603.325	TMEM135|65084	1129.7935
TMEM136|219902	85.4181	TMEM136|219902	141.8879
TMEM138|51524	369.2984	TMEM138|51524	436.5782
TMEM139|135932	658.2593	TMEM139|135932	151.3274
TMEM140|55281	697.6723	TMEM140|55281	1478.5752
TMEM141|85014	851.0057	TMEM141|85014	491.1504
TMEM143|55260	74.9393	TMEM143|55260	201.4749
TMEM144|55314	479.4846	TMEM144|55314	338.3481
TMEM145|284339	47.3134	lowly_expressed	lowly_expressed
TMEM147|10430	3036.6298	TMEM147|10430	783.1858
TMEM149|79713	58.2304	TMEM149|79713	101.4602
TMEM14A|28978	812.9010000000001	TMEM14A|28978	290.8555
TMEM14B|81853	1076.7763	TMEM14B|81853	844.8378
TMEM14C|51522	2447.2765	TMEM14C|51522	1833.0383
TMEM150A|129303	615.7090000000001	TMEM150A|129303	361.6519
TMEM150B|284417	6.9859	TMEM150B|284417	20.059
TMEM150C|441027	589.6708	TMEM150C|441027	458.1121
TMEM151A|256472	31.1189	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMEM151B|441151	10.0295
TMEM154|201799	16.5121	TMEM154|201799	125.6637
lowly_expressed	lowly_expressed	TMEM156|80008	22.7139
TMEM158|25907	21.9102	TMEM158|25907	32.4484
TMEM159|57146	882.4421	TMEM159|57146	914.7493
TMEM160|54958	46.9958	TMEM160|54958	24.1888
TMEM161A|54929	536.3241	TMEM161A|54929	323.0088
TMEM161B|153396	248.9509	TMEM161B|153396	170.5015
TMEM163|81615	9.2086	TMEM163|81615	51.3274
TMEM164|84187	741.4546	TMEM164|84187	761.3569
TMEM165|55858	1896.3456	TMEM165|55858	1186.1357
TMEM167A|153339	8825.0564	TMEM167A|153339	2210.3245
TMEM167B|56900	1266.9824	TMEM167B|56900	1666.0767
TMEM168|64418	890.3806	TMEM168|64418	844.8378
TMEM169|92691	8.5736	TMEM169|92691	63.7168
TMEM170A|124491	162.8977	TMEM170A|124491	553.9823
TMEM170B|100113407	150.8312	TMEM170B|100113407	997.0501
TMEM173|340061	2330.422	TMEM173|340061	1141.5929
TMEM175|84286	601.1022	TMEM175|84286	306.4897
TMEM176A|55365	235.9318	TMEM176A|55365	725.9587
TMEM176B|28959	604.5951	TMEM176B|28959	1846.0177
TMEM177|80775	178.4572	TMEM177|80775	112.6844
TMEM178|130733	18.7348	TMEM178|130733	181.1209
TMEM179B|374395	529.3383	TMEM179B|374395	797.6401
TMEM17|200728	73.9867	TMEM17|200728	64.6018
TMEM180|79847	74.3042	TMEM180|79847	56.6372
TMEM181|57583	1105.6724	TMEM181|57583	1323.5988
TMEM182|130827	225.1355	TMEM182|130827	86.1357
TMEM183A|92703	2142.4387	TMEM183A|92703	827.1386
TMEM184A|202915	958.1054	TMEM184A|202915	138.9823
TMEM184B|25829	3131.7963	TMEM184B|25829	1834.705
TMEM184C|55751	746.8528	TMEM184C|55751	612.9794
TMEM185A|84548	568.7132	TMEM185A|84548	610.0295
TMEM185B|79134	766.5402	TMEM185B|79134	470.7965
TMEM186|25880	229.8986	TMEM186|25880	203.8348
TMEM187|8269	203.2252	TMEM187|8269	185.5457
TMEM188|255919	229.581	TMEM188|255919	300.0
lowly_expressed	lowly_expressed	TMEM189-UBE2V1|387522	15.6814
TMEM189|387521	589.6708	TMEM189|387521	634.7139
TMEM18|129787	428.0432	TMEM18|129787	671.3864
TMEM191A|84222	26.9909	lowly_expressed	lowly_expressed
TMEM192|201931	1037.7189	TMEM192|201931	775.8112
TMEM194A|23306	409.6259	TMEM194A|23306	415.0442
TMEM194B|100131211	64.4605	TMEM194B|100131211	150.1475
lowly_expressed	lowly_expressed	TMEM195|392636	78.1711
TMEM198|130612	177.5046	TMEM198|130612	31.5634
TMEM199|147007	196.2394	TMEM199|147007	300.7935
TMEM19|55266	539.8171	TMEM19|55266	696.7552
TMEM200A|114801	207.0357	TMEM200A|114801	215.0442
TMEM200B|399474	26.6574	TMEM200B|399474	372.1711
lowly_expressed	lowly_expressed	TMEM200C|645369	15.6342
TMEM201|199953	202.5902	TMEM201|199953	305.6047
TMEM203|94107	493.7738	TMEM203|94107	750.4425
TMEM204|79652	249.2685	TMEM204|79652	503.8348
TMEM205|374882	1700.7413	TMEM205|374882	851.9174
TMEM206|55248	175.5993	TMEM206|55248	92.9204
TMEM208|29100	998.6616	TMEM208|29100	395.5752
TMEM209|84928	737.0091	TMEM209|84928	521.2389
TMEM20|159371	70.1762	TMEM20|159371	118.2891
lowly_expressed	lowly_expressed	TMEM213|155006	5.6047
TMEM214|54867	7060.8072	TMEM214|54867	2295.5752
TMEM216|51259	201.0025	TMEM216|51259	297.9351
TMEM217|221468	21.888	TMEM217|221468	14.292
TMEM218|219854	191.7938	TMEM218|219854	372.8614
TMEM219|124446	1926.5118	TMEM219|124446	1752.2124
TMEM220|388335	19.0524	TMEM220|388335	284.3658
TMEM222|84065	563.315	TMEM222|84065	781.4159
TMEM223|79064	154.3242	TMEM223|79064	195.5752
TMEM229B|161145	178.7747	TMEM229B|161145	184.6608
TMEM22|80723	34.2943	TMEM22|80723	357.2271
TMEM231|79583	57.4746	TMEM231|79583	299.6726
lowly_expressed	lowly_expressed	TMEM232|642987	8.5546
TMEM233|387890	6.0332	TMEM233|387890	10.3245
TMEM25|84866	396.9243	TMEM25|84866	553.3923
TMEM26|219623	23.7456	TMEM26|219623	91.9263
TMEM27|57393	48.9011	TMEM27|57393	24.4838
TMEM2|23670	1658.191	TMEM2|23670	1438.6431
TMEM30A|55754	3810.1559	TMEM30A|55754	4359.8820000000005
TMEM30B|161291	1192.9957	TMEM30B|161291	719.7639999999999
TMEM33|55161	2181.8136	TMEM33|55161	1099.705
lowly_expressed	lowly_expressed	TMEM35|59353	66.9617
TMEM37|140738	98.7548	TMEM37|140738	1728.3186
TMEM38A|79041	83.1953	TMEM38A|79041	50.7375
TMEM38B|55151	162.2627	TMEM38B|55151	144.5428
TMEM39A|55254	713.5111	TMEM39A|55254	553.3923
TMEM39B|55116	116.537	TMEM39B|55116	300.59
lowly_expressed	lowly_expressed	TMEM40|55287	42.1829
TMEM41A|90407	956.7464	TMEM41A|90407	496.7552
TMEM41B|440026	461.3848	TMEM41B|440026	451.0324
TMEM42|131616	84.78299999999999	TMEM42|131616	218.8791
TMEM43|79188	1404.477	TMEM43|79188	4341.5929
TMEM44|93109	200.6849	TMEM44|93109	279.056
TMEM45A|55076	132.0964	TMEM45A|55076	287.0206
TMEM45B|120224	479.167	TMEM45B|120224	102.3599
TMEM47|83604	253.71400000000003	TMEM47|83604	2196.4602
TMEM48|55706	268.6384	TMEM48|55706	261.0619
TMEM49|81671	2922.9506	TMEM49|81671	1323.3038
TMEM50A|23585	2439.3381	TMEM50A|23585	2663.7168
TMEM50B|757	1117.7389	TMEM50B|757	1272.2714
TMEM51|55092	115.2668	TMEM51|55092	151.9174
TMEM52|339456	12.7016	TMEM52|339456	34.8083
TMEM53|79639	287.9352	TMEM53|79639	215.3245
TMEM54|113452	1014.8561	TMEM54|113452	349.2625
TMEM55A|55529	47.6309	TMEM55A|55529	420.059
TMEM55B|90809	499.17199999999997	TMEM55B|90809	552.5074
TMEM56|148534	331.2857	TMEM56|148534	247.1976
TMEM57|55219	1651.2051	TMEM57|55219	854.2773
TMEM59L|25789	11.1139	TMEM59L|25789	8.2596
