gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
CAMK2D|817	732.2460000000001	CAMK2D|817	1258.1121
CAMK2G|818	907.8453	CAMK2G|818	839.528
CAMK2N1|55450	276.2593	CAMK2N1|55450	901.7699
CAMK2N2|94032	33.3416	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CAMK4|814	7.3746
CAMKK1|84254	639.2069	CAMKK1|84254	271.3864
CAMKK2|10645	1187.28	CAMKK2|10645	2141.5929
CAMLG|819	870.0581	CAMLG|819	994.3953
CAMP|820	7.6209	lowly_expressed	lowly_expressed
CAMSAP1L1|23271	1888.4071	CAMSAP1L1|23271	1579.941
CAMSAP1|157922	719.5444	CAMSAP1|157922	984.9558
CAMTA1|23261	172.1064	CAMTA1|23261	380.531
CAMTA2|23125	1266.3473	CAMTA2|23125	1416.2242
CAND1|55832	2827.6888	CAND1|55832	2484.9558
CAND2|23066	6.6683	CAND2|23066	166.6667
CANT1|124583	4173.420999999999	CANT1|124583	1187.3156
CANX|821	29440.3526	CANX|821	14330.6785
CAP1|10487	5691.2596	CAP1|10487	6833.0383
CAP2|10486	89.5461	CAP2|10486	531.2684
CAPG|822	796.0714	CAPG|822	1312.0944
CAPN10|11132	129.5466	CAPN10|11132	182.3009
CAPN11|11131	6.3508	CAPN11|11131	100.0
CAPN12|147968	75.5077	CAPN12|147968	65.1209
CAPN13|92291	563.6325	CAPN13|92291	111.5044
CAPN14|440854	33.6592	CAPN14|440854	5.8997
CAPN1|823	3650.116	CAPN1|823	2864.3068
CAPN2|824	19329.2614	CAPN2|824	7859.2919999999995
lowly_expressed	lowly_expressed	CAPN3|825	134.9233
CAPN5|726	443.6026	CAPN5|726	350.4425
lowly_expressed	lowly_expressed	CAPN6|827	153.0973
CAPN7|23473	823.3798	CAPN7|23473	987.9056
CAPN8|388743	1013.9035	CAPN8|388743	60.472
CAPN9|10753	2603.8235	CAPN9|10753	23.8938
CAPNS1|826	10696.6339	CAPNS1|826	6917.1091
CAPNS2|84290	33.0241	lowly_expressed	lowly_expressed
CAPRIN1|4076	33773.1784	CAPRIN1|4076	6187.6106
CAPRIN2|65981	172.7415	CAPRIN2|65981	406.1947
lowly_expressed	lowly_expressed	CAPS2|84698	46.9027
CAPS|828	2027.8069	CAPS|828	140.41299999999998
CAPZA1|829	2175.7803	CAPZA1|829	2490.2655
CAPZA2|830	2593.3447	CAPZA2|830	2802.6549
lowly_expressed	lowly_expressed	CAPZA3|93661	7.6696
CAPZB|832	3123.3179999999998	CAPZB|832	3994.3953
CARD10|29775	451.8586	CARD10|29775	841.2979
CARD11|84433	55.8869	CARD11|84433	105.3097
CARD14|79092	227.0407	CARD14|79092	82.3009
CARD16|114769	22.2278	CARD16|114769	172.5664
CARD6|84674	180.9975	CARD6|84674	663.1268
CARD8|22900	388.0332	CARD8|22900	1223.3038
CARD9|64170	8.5736	CARD9|64170	40.118
CARHSP1|23589	1025.3127	CARHSP1|23589	1640.8732
CARKD|55739	979.2917	CARKD|55739	1035.6932
CARM1|10498	1007.2351	CARM1|10498	739.2330000000001
CARNS1|57571	6.0332	CARNS1|57571	48.3776
CARS2|79587	306.5462	CARS2|79587	435.9469
CARS|833	644.6051	CARS|833	940.41
CASC1|55259	15.5594	CASC1|55259	15.6342
CASC2|255082	34.6118	CASC2|255082	43.6578
CASC3|22794	729.0706	CASC3|22794	2942.7729
CASC4|113201	2686.3837	CASC4|113201	3025.6637
CASC5|57082	238.4721	CASC5|57082	13.2743
CASD1|64921	477.8969	CASD1|64921	947.4926
CASKIN1|57524	8.4688	lowly_expressed	lowly_expressed
CASKIN2|57513	581.4306	CASKIN2|57513	1723.3894
CASK|8573	497.5843	CASK|8573	965.1917
CASP10|843	108.916	CASP10|843	704.7198
lowly_expressed	lowly_expressed	CASP12|120329	6.7847
lowly_expressed	lowly_expressed	CASP14|23581	5.6047
CASP1|834	103.2003	CASP1|834	513.2743
CASP2|835	2004.6265	CASP2|835	809.7345
CASP3|836	725.8952	CASP3|836	466.3717
CASP4|837	476.6267	CASP4|837	977.8761
CASP6|839	238.4721	CASP6|839	250.4425
CASP7|840	441.3798	CASP7|840	946.9027
CASP8AP2|9994	211.1637	CASP8AP2|9994	541.8879
CASP8|841	604.2776	CASP8|841	540.413
CASP9|842	243.8703	CASP9|842	244.2478
lowly_expressed	lowly_expressed	CASQ1|844	12.6844
CASQ2|845	7.3034	CASQ2|845	416.2242
CASS4|57091	40.01	CASS4|57091	26.8437
CAST|831	9062.3854	CAST|831	8284.940999999999
CASZ1|54897	798.2942	CASZ1|54897	447.4926
CATSPER2P1|440278	18.5411	CATSPER2P1|440278	27.174
CATSPER2|117155	11.4314	CATSPER2|117155	24.7788
CATSPER3|347732	8.6434	CATSPER3|347732	5.6047
CATSPERB|79820	67.6359	CATSPERB|79820	17.6991
CATSPERG|57828	9.2086	CATSPERG|57828	18.5841
CAT|847	965.955	CAT|847	9189.9705
CAV1|857	860.2144	CAV1|857	21009.7345
CAV2|858	310.5536	CAV2|858	5978.1711
CBARA1|10367	1042.7996	CBARA1|10367	1118.5841
CBFA2T2|9139	624.2826	CBFA2T2|9139	682.5959
CBFA2T3|863	22.8628	CBFA2T3|863	300.885
CBFB|865	651.591	CBFB|865	729.7935
CBLB|868	441.6974	CBLB|868	639.823
CBLC|23624	645.5577	CBLC|23624	87.3156
CBLL1|79872	1207.6025	CBLL1|79872	706.4897
lowly_expressed	lowly_expressed	CBLN1|869	84.0708
CBLN3|643866	30.4838	CBLN3|643866	67.2566
CBLN4|140689	7.9385	CBLN4|140689	58.9971
CBL|867	521.3998	CBL|867	1223.3038
CBR1|873	1157.3837	CBR1|873	701.0118
CBR3|874	804.3274	CBR3|874	284.3658
CBR4|84869	597.6124	CBR4|84869	525.0737
CBS|875	59.0623	CBS|875	188.7906
CBWD1|55871	627.1404	CBWD1|55871	391.7404
CBWD2|150472	1031.3681	CBWD2|150472	657.5221
CBWD3|445571	110.0592	CBWD3|445571	182.7198
CBWD6|644019	194.9692	CBWD6|644019	91.1504
CBX1|10951	986.2775	CBX1|10951	1447.7876
CBX2|84733	77.7972	CBX2|84733	121.5339
CBX3|11335	5486.4466	CBX3|11335	2646.6077
CBX4|8535	233.074	CBX4|8535	240.708
CBX5|23468	1779.1735	CBX5|23468	2951.3274
CBX6|23466	785.5926	CBX6|23466	855.1622
CBX7|23492	463.9251	CBX7|23492	2611.2094
CBX8|57332	126.6982	CBX8|57332	49.2625
CBY1|25776	476.0043	CBY1|25776	640.8614
CC2D1A|54862	637.6192	CC2D1A|54862	687.9056
CC2D1B|200014	349.6109	CC2D1B|200014	820.059
CC2D2A|57545	101.9302	CC2D2A|57545	433.0383
lowly_expressed	lowly_expressed	CC2D2B|387707	6.7847
CCAR1|55749	1274.9209	CCAR1|55749	1092.6254
CCBE1|147372	12.384	CCBE1|147372	120.354
CCBL1|883	101.2951	CCBL1|883	77.5811
CCBL2|56267	442.5643	CCBL2|56267	673.1239
CCBP2|1238	61.6027	CCBP2|1238	261.9469
CCDC101|112869	166.7082	CCDC101|112869	329.2035
CCDC102A|92922	69.5411	CCDC102A|92922	185.8407
CCDC102B|79839	63.1904	CCDC102B|79839	142.4779
CCDC103|388389	19.3699	CCDC103|388389	60.766999999999996
CCDC104|112942	1004.6948	CCDC104|112942	714.7493
CCDC106|29903	229.8986	CCDC106|29903	225.9587
CCDC107|203260	283.5659	CCDC107|203260	722.7109
CCDC108|255101	16.5121	lowly_expressed	lowly_expressed
CCDC109A|90550	607.1354	CCDC109A|90550	479.056
CCDC109B|55013	177.187	CCDC109B|55013	292.3304
CCDC110|256309	103.5179	CCDC110|256309	32.1534
CCDC111|201973	107.1156	CCDC111|201973	214.7286
CCDC112|153733	196.2394	CCDC112|153733	159.58700000000002
CCDC113|29070	142.5752	CCDC113|29070	254.8673
CCDC114|93233	11.749	CCDC114|93233	10.0295
CCDC115|84317	833.2235	CCDC115|84317	873.4513
CCDC117|150275	1113.9284	CCDC117|150275	818.2891
lowly_expressed	lowly_expressed	CCDC11|220136	12.3894
CCDC120|90060	644.9226	CCDC120|90060	220.649
CCDC121|79635	137.4946	CCDC121|79635	200.59
CCDC122|160857	27.9435	CCDC122|160857	67.2566
CCDC123|84902	446.4605	CCDC123|84902	358.9971
CCDC124|115098	590.6234	CCDC124|115098	552.8024
CCDC125|202243	1067.5676	CCDC125|202243	351.0324
CCDC126|90693	186.0781	CCDC126|90693	226.2537
CCDC127|133957	447.7306	CCDC127|133957	361.6519
lowly_expressed	lowly_expressed	CCDC129|223075	5.6047
CCDC12|151903	272.7664	CCDC12|151903	397.6401
CCDC130|81576	152.4189	CCDC130|81576	284.0708
CCDC132|55610	1155.5261	CCDC132|55610	531.5634
CCDC134|79879	138.4472	CCDC134|79879	40.413000000000004
lowly_expressed	lowly_expressed	CCDC136|64753	56.6372
CCDC137|339230	170.2011	CCDC137|339230	291.7404
CCDC138|165055	24.4505	CCDC138|165055	27.1386
lowly_expressed	lowly_expressed	CCDC13|152206	6.4897
lowly_expressed	lowly_expressed	CCDC141|285025	24.4838
CCDC142|84865	175.2818	CCDC142|84865	123.7227
CCDC144A|9720	11.0123	CCDC144A|9720	37.0796
CCDC144B|284047	11.1139	CCDC144B|284047	49.7404
CCDC146|57639	5.3982	CCDC146|57639	152.5074
lowly_expressed	lowly_expressed	CCDC147|159686	16.2242
lowly_expressed	lowly_expressed	CCDC148|130940	10.9145
CCDC149|91050	1656.9209	CCDC149|91050	628.6136
CCDC14|64770	224.5004	CCDC14|64770	604.4248
lowly_expressed	lowly_expressed	CCDC150|284992	5.8997
CCDC152|100129792	48.4978	CCDC152|100129792	198.8702
lowly_expressed	lowly_expressed	CCDC153|283152	10.3245
CCDC157|550631	31.5253	CCDC157|550631	10.3245
lowly_expressed	lowly_expressed	CCDC158|339965	35.6932
CCDC159|126075	120.9825	CCDC159|126075	142.1829
CCDC15|80071	29.2136	CCDC15|80071	46.0177
CCDC160|347475	219.1022	CCDC160|347475	23.5988
lowly_expressed	lowly_expressed	CCDC163P|126661	5.6047
lowly_expressed	lowly_expressed	CCDC17|149483	14.7493
CCDC18|343099	18.7348	CCDC18|343099	60.4838
CCDC19|25790	6.9859	CCDC19|25790	11.2094
CCDC21|64793	194.9692	CCDC21|64793	195.8702
CCDC22|28952	641.0105	CCDC22|28952	405.9027
CCDC23|374969	129.2386	CCDC23|374969	335.6932
CCDC24|149473	140.0063	CCDC24|149473	74.2478
CCDC25|55246	784.3224	CCDC25|55246	1157.5221
CCDC28A|25901	142.8928	CCDC28A|25901	403.5398
CCDC28B|79140	12.0665	CCDC28B|79140	54.2773
CCDC30|728621	22.5453	CCDC30|728621	70.7965
CCDC34|91057	188.6184	CCDC34|91057	226.8437
CCDC36|339834	7.3034	CCDC36|339834	61.0619
CCDC39|339829	6.6683	CCDC39|339829	35.3923
CCDC3|83643	271.8138	CCDC3|83643	3581.4159
CCDC40|55036	45.7257	CCDC40|55036	74.9263
CCDC41|51134	151.7839	CCDC41|51134	160.17700000000002
CCDC43|124808	362.3125	CCDC43|124808	367.5516
CCDC45|90799	224.5004	CCDC45|90799	413.2743
CCDC46|201134	54.2992	CCDC46|201134	486.4307
CCDC47|57003	4334.4135	CCDC47|57003	2930.6785
CCDC48|79825	12.384	CCDC48|79825	92.6254
CCDC50|152137	446.4605	CCDC50|152137	4487.3156
CCDC51|79714	317.5395	CCDC51|79714	251.0324
CCDC52|152185	180.9975	CCDC52|152185	231.8584
CCDC53|51019	220.0548	CCDC53|51019	446.3127
CCDC55|84081	274.0365	CCDC55|84081	1005.6047
CCDC56|28958	704.6867	CCDC56|28958	728.2419
CCDC57|284001	172.7415	CCDC57|284001	276.9912
CCDC58|131076	156.8645	CCDC58|131076	141.5929
CCDC59|29080	268.3208	CCDC59|29080	425.6637
CCDC61|729440	80.9726	CCDC61|729440	145.4277
lowly_expressed	lowly_expressed	CCDC62|84660	7.3746
CCDC64B|146439	237.83700000000002	CCDC64B|146439	139.528
CCDC64|92558	509.6508	CCDC64|92558	51.3274
lowly_expressed	lowly_expressed	CCDC65|85478	8.2596
CCDC66|285331	178.8414	CCDC66|285331	308.4779
CCDC68|80323	7.9385	CCDC68|80323	85.2507
CCDC69|26112	197.192	CCDC69|26112	4657.8171
CCDC6|8030	3542.1526	CCDC6|8030	2137.1681
CCDC71|64925	312.1413	CCDC71|64925	424.1888
CCDC72|51372	1378.1212	CCDC72|51372	756.3422
CCDC73|493860	128.7654	CCDC73|493860	37.8584
CCDC74A|90557	37.4697	CCDC74A|90557	88.7906
CCDC74B|91409	5.0806	CCDC74B|91409	35.6932
CCDC75|253635	110.1862	CCDC75|253635	232.4484
CCDC76|54482	74.8536	CCDC76|54482	244.8879
CCDC77|84318	71.1288	CCDC77|84318	136.5782
CCDC7|221016	83.1953	CCDC7|221016	31.8938
CCDC80|151887	2246.2741	CCDC80|151887	18419.468999999997
lowly_expressed	lowly_expressed	CCDC81|60494	6.1947
CCDC82|79780	194.6517	CCDC82|79780	652.8024
CCDC84|338657	16.8296	CCDC84|338657	99.115
CCDC85A|114800	23.4979	CCDC85A|114800	443.295
CCDC85B|11007	65.0956	CCDC85B|11007	138.3481
CCDC85C|317762	1465.235	CCDC85C|317762	470.9322
CCDC86|79080	338.1732	CCDC86|79080	491.1445
CCDC87|55231	531.2435	CCDC87|55231	15.0442
CCDC88A|55704	247.0457	CCDC88A|55704	940.7080000000001
CCDC88B|283234	57.7922	CCDC88B|283234	148.0826
CCDC88C|440193	842.4322	CCDC88C|440193	747.7876
lowly_expressed	lowly_expressed	CCDC89|220388	31.5634
CCDC8|83987	85.4181	CCDC8|83987	750.1475
CCDC90A|63933	665.5627	CCDC90A|63933	321.5339
CCDC90B|60492	362.9476	CCDC90B|60492	685.8348
CCDC91|55297	310.8711	CCDC91|55297	460.17699999999996
CCDC92|80212	423.9152	CCDC92|80212	1215.3392
CCDC93|54520	878.3141	CCDC93|54520	1176.4012
CCDC94|55702	243.5528	CCDC94|55702	279.941
CCDC96|257236	69.2236	CCDC96|257236	48.3776
CCDC97|90324	872.5984	CCDC97|90324	825.6637
CCDC99|54908	126.6982	CCDC99|54908	116.2242
CCDC9|26093	376.2842	CCDC9|26093	330.0885
CCHCR1|54535	149.5611	CCHCR1|54535	296.1652
CCIN|881	9.5262	CCIN|881	11.5044
CCK|885	5.0806	lowly_expressed	lowly_expressed
CCL11|6356	11.1139	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CCL13|6357	277.2861
CCL14|6358	199.7291	CCL14|6358	4057.7552
lowly_expressed	lowly_expressed	CCL16|6360	9.7345
lowly_expressed	lowly_expressed	CCL17|6361	8.5546
CCL18|6362	26.9909	CCL18|6362	60.472
lowly_expressed	lowly_expressed	CCL19|6363	305.6047
lowly_expressed	lowly_expressed	CCL21|6366	2732.4484
CCL22|6367	40.01	CCL22|6367	28.9086
lowly_expressed	lowly_expressed	CCL23|6368	19.469
lowly_expressed	lowly_expressed	CCL28|56477	647.4926
CCL2|6347	64.778	CCL2|6347	642.7729
CCL3L1|6349	11.1139	lowly_expressed	lowly_expressed
CCL3|6348	58.7448	CCL3|6348	59.586999999999996
CCL4L2|388372	26.9909	CCL4L2|388372	13.8643
CCL4|6351	44.138000000000005	CCL4|6351	78.7611
CCL5|6352	131.7789	CCL5|6352	826.5487
CCL8|6355	6.6683	CCL8|6355	122.4189
CCM2|83605	1004.3773	CCM2|83605	894.3953
lowly_expressed	lowly_expressed	CCNA1|8900	10.9145
CCNA2|890	318.889	CCNA2|890	57.0737
CCNB1IP1|57820	340.7198	CCNB1IP1|57820	578.1711
CCNB1|891	783.6874	CCNB1|891	97.9351
CCNB2|9133	296.8994	CCNB2|9133	18.2891
CCNB3|85417	6.3508	CCNB3|85417	13.8643
CCNC|892	1474.3357	CCNC|892	1058.9971
CCND1|595	5579.5301	CCND1|595	3058.0796
CCND2|894	227.6758	CCND2|894	1878.4661
CCND3|896	2061.4661	CCND3|896	1992.6254
CCNDBP1|23582	825.6026	CCNDBP1|23582	1374.6313
CCNE1|898	137.17700000000002	CCNE1|898	27.4336
CCNE2|9134	201.0406	CCNE2|9134	31.4395
CCNF|899	235.9318	CCNF|899	211.7994
CCNG1|900	3880.6496	CCNG1|900	2939.528
CCNG2|901	857.6741	CCNG2|901	2248.9676
CCNH|902	416.6848	CCNH|902	636.7286
lowly_expressed	lowly_expressed	CCNI2|645121	10.4926
CCNI|10983	5676.3352	CCNI|10983	6414.4543
CCNJL|79616	156.5469	CCNJL|79616	72.5664
CCNJ|54619	134.6367	CCNJ|54619	195.2802
CCNK|8812	1321.1737	CCNK|8812	728.1829
CCNL1|57018	428.0432	CCNL1|57018	1014.7493
CCNL2|81669	280.7049	CCNL2|81669	1614.4543
lowly_expressed	lowly_expressed	CCNO|10309	22.7139
CCNT1|904	204.1779	CCNT1|904	218.2891
CCNT2|905	741.7722	CCNT2|905	850.7375
CCNYL1|151195	1201.5693	CCNYL1|151195	713.2743
CCNY|219771	2169.4295	CCNY|219771	2387.3156
CCPG1|9236	3715.9324	CCPG1|9236	2967.7699
lowly_expressed	lowly_expressed	CCR10|2826	16.5192
CCR1|1230	125.1105	CCR1|1230	225.6637
CCR2|729230	14.9244	CCR2|729230	80.531
CCR4|1233	13.3367	CCR4|1233	17.9941
CCR5|1234	46.9958	CCR5|1234	169.9115
CCR6|1235	12.3332	CCR6|1235	31.177
CCR7|1236	5.0806	CCR7|1236	80.531
CCRL1|51554	46.6783	CCRL1|51554	341.5929
CCRL2|9034	350.246	CCRL2|9034	144.2478
CCRN4L|25819	146.7032	CCRN4L|25819	80.82600000000001
CCS|9973	7833.6982	CCS|9973	535.6932
CCT2|10576	2874.3671	CCT2|10576	2124.7788
CCT3|7203	10520.082	CCT3|7203	3883.1858
CCT4|10575	5897.6602	CCT4|10575	3282.5959
CCT5|22948	6456.8472	CCT5|22948	3176.1062
CCT6A|908	8152.8254	CCT6A|908	2881.4159
CCT6B|10693	14.6068	CCT6B|10693	66.6667
CCT6P1|643253	36.516999999999996	CCT6P1|643253	50.1475
CCT7|10574	8333.5053	CCT7|10574	3624.1888
CCT8|10694	5408.3319	CCT8|10694	2543.3628
CD101|9398	35.882	CD101|9398	20.059
CD109|135228	358.50199999999995	CD109|135228	1482.8909
CD14|929	920.8644	CD14|929	1768.7316
CD151|977	7588.5578	CD151|977	8247.7876
lowly_expressed	lowly_expressed	CD160|11126	20.354
CD163L1|283316	27.3084	CD163L1|283316	208.5546
CD163|9332	606.8179	CD163|9332	1207.6696
CD164L2|388611	13.6542	CD164L2|388611	20.649
CD164|8763	19487.0785	CD164|8763	11207.3746
CD180|4064	67.9534	CD180|4064	87.9056
lowly_expressed	lowly_expressed	CD19|930	9.4395
lowly_expressed	lowly_expressed	CD1C|911	58.7021
CD1D|912	21.9102	CD1D|912	57.8171
lowly_expressed	lowly_expressed	CD1E|913	9.7345
CD200R1|131450	14.9244	CD200R1|131450	51.0324
CD200|4345	208.3059	CD200|4345	521.8289
lowly_expressed	lowly_expressed	CD207|50489	15.0442
CD209|30835	40.9626	CD209|30835	679.056
CD226|10666	6.3508	CD226|10666	24.4838
CD22|933	33.0241	CD22|933	52.5074
lowly_expressed	lowly_expressed	CD244|51744	34.5133
CD247|919	12.384	CD247|919	174.3363
CD248|57124	459.4796	CD248|57124	3616.8142
CD24|100133941	11057.6763	CD24|100133941	4140.1179999999995
CD274|29126	128.6035	CD274|29126	34.5133
CD276|80381	1962.7113	CD276|80381	1707.6696
CD27|939	11.3901	CD27|939	61.0383
CD28|940	69.2236	CD28|940	68.7316
CD2AP|23607	2907.7087	CD2AP|23607	1292.6254
CD2BP2|10421	1247.6125	CD2BP2|10421	1450.7375
CD2|914	47.6309	CD2|914	196.4602
CD300A|11314	120.665	CD300A|11314	187.6106
CD300C|10871	28.261	CD300C|10871	25.9587
CD300LB|124599	8.5736	CD300LB|124599	13.8643
CD300LF|146722	39.0574	CD300LF|146722	15.6342
CD300LG|146894	25.0856	CD300LG|146894	3593.5103
CD302|9936	881.172	CD302|9936	3437.115
CD320|51293	248.9509	CD320|51293	871.3864
CD33|945	34.2943	CD33|945	87.3156
CD34|947	1195.536	CD34|947	9183.4808
CD36|948	780.512	CD36|948	44285.8407
CD37|951	142.2577	CD37|951	237.1681
lowly_expressed	lowly_expressed	CD38|952	25.9587
CD3D|915	11.1139	CD3D|915	66.0767
CD3EAP|10849	413.3379	CD3EAP|10849	340.8761
CD3E|916	50.1712	CD3E|916	243.6578
CD3G|917	6.6683	CD3G|917	43.6578
CD40LG|959	5.0806	CD40LG|959	44.8378
CD40|958	94.3092	CD40|958	460.472
CD44|960	23876.1088	CD44|960	7122.1239
CD46|4179	11836.283000000001	CD46|4179	5313.8643
CD47|961	844.3374	CD47|961	2509.7345
CD48|962	57.7922	CD48|962	201.1799
CD4|920	775.4313	CD4|920	1211.7994
CD52|1043	63.1904	CD52|1043	306.7847
CD53|963	361.0424	CD53|963	550.4425
CD55|1604	5504.8639	CD55|1604	2033.9233
CD58|965	269.9085	CD58|965	244.2478
CD59|966	74839.6029	CD59|966	25214.7493
CD5|921	24.133000000000003	CD5|921	180.826
CD63|967	28770.9794	CD63|967	12665.4867
CD68|968	2768.6265	CD68|968	2299.115
CD69|969	5.7157	CD69|969	78.4661
CD6|923	38.4223	CD6|923	176.6962
CD70|970	6.0332	CD70|970	23.0088
CD72|971	45.0906	CD72|971	45.4277
CD74|972	12619.6528	CD74|972	34765.1917
lowly_expressed	lowly_expressed	CD79A|973	144.5428
CD79B|974	15.2419	CD79B|974	269.0265
CD7|924	10.1613	CD7|924	47.1976
CD80|941	7.9385	lowly_expressed	lowly_expressed
CD81|975	9379.1627	CD81|975	18518.5841
CD82|3732	3201.7503	CD82|3732	924.7788
CD83|9308	169.8836	CD83|9308	172.2714
CD84|8832	147.9734	CD84|8832	58.9971
CD86|942	118.1247	CD86|942	120.059
CD8A|925	50.1712	CD8A|925	141.2979
CD8B|926	10.7963	CD8B|926	54.2773
CD93|22918	1888.0896	CD93|22918	7456.6372
CD96|10225	19.3699	CD96|10225	120.944
CD97|976	649.3682	CD97|976	1076.4012
CD99L2|83692	2422.826	CD99L2|83692	2783.7758
CD99|4267	2026.2192	CD99|4267	4342.1829
CD9|928	7503.7748	CD9|928	3673.7463
CDADC1|81602	95.5794	CDADC1|81602	257.2271
CDAN1|146059	178.1396	CDAN1|146059	311.2094
CDA|978	20.6401	CDA|978	49.8525
CDC123|8872	1335.2883	CDC123|8872	889.5723
CDC14A|8556	24.133000000000003	CDC14A|8556	302.6549
CDC14B|8555	247.0457	CDC14B|8555	884.6608
lowly_expressed	lowly_expressed	CDC14C|168448	8.8496
CDC16|8881	868.4704	CDC16|8881	1477.5811
CDC20|991	177.187	CDC20|991	23.8938
CDC23|8697	803.3748	CDC23|8697	727.4336
CDC25A|993	230.5336	CDC25A|993	17.9941
CDC25B|994	530.9259999999999	CDC25B|994	1030.0885
CDC25C|995	90.8163	lowly_expressed	lowly_expressed
CDC26|246184	91.1338	CDC26|246184	144.1947
CDC27|996	946.9026	CDC27|996	1735.9882
CDC34|997	593.4812	CDC34|997	544.5428
CDC37L1|55664	277.847	CDC37L1|55664	434.8083
CDC37|11140	2724.1709	CDC37|11140	3281.4159
CDC40|51362	368.0282	CDC40|51362	728.9086
CDC42BPA|8476	2197.373	CDC42BPA|8476	2771.9764
CDC42BPB|9578	3338.2922	CDC42BPB|9578	4393.2153
CDC42BPG|55561	435.3466	CDC42BPG|55561	296.1652
CDC42EP1|11135	2148.1544	CDC42EP1|11135	1320.944
CDC42EP2|10435	67.6359	CDC42EP2|10435	986.7257
CDC42EP3|10602	1769.0123	CDC42EP3|10602	981.7109
CDC42EP4|23580	345.8005	CDC42EP4|23580	2968.4366
CDC42EP5|148170	29.2136	CDC42EP5|148170	114.4543
CDC42SE1|56882	5433.3064	CDC42SE1|56882	2035.3805
CDC42SE2|56990	1222.5269	CDC42SE2|56990	1350.7375
CDC42|998	4095.6238	CDC42|998	5185.5457
CDC45|8318	303.5677	CDC45|8318	10.9145
CDC5L|988	1202.2044	CDC5L|988	1046.0177
CDC6|990	160.0399	CDC6|990	42.4779
CDC73|79577	1204.7447	CDC73|79577	1000.0
CDC7|8317	57.1571	CDC7|8317	56.0472
CDCA2|157313	112.7265	CDCA2|157313	5.0147
CDCA3|83461	96.8337	CDCA3|83461	14.7906
CDCA4|55038	239.1072	CDCA4|55038	170.7965
CDCA5|113130	312.7764	CDCA5|113130	34.5133
CDCA7L|55536	1287.0985	CDCA7L|55536	385.1681
CDCA7|83879	100.0249	CDCA7|83879	51.9174
CDCA8|55143	236.8844	CDCA8|55143	35.3982
CDCP1|64866	77.4796	CDCP1|64866	320.35400000000004
CDH11|1009	2486.0164	CDH11|1009	1114.7493
lowly_expressed	lowly_expressed	CDH12|1010	16.5192
CDH13|1012	257.5245	CDH13|1012	1249.2625
lowly_expressed	lowly_expressed	CDH19|28513	16.8142
CDH1|999	6005.3061	CDH1|999	3949.8525
lowly_expressed	lowly_expressed	CDH20|28316	53.6873
lowly_expressed	lowly_expressed	CDH22|64405	14.7493
CDH23|64072	6.9859	CDH23|64072	822.7139
CDH24|64403	133.3666	CDH24|64403	111.2094
lowly_expressed	lowly_expressed	CDH26|60437	27.1386
CDH2|1000	59.3799	CDH2|1000	26.2537
CDH3|1001	357.5494	CDH3|1001	1337.4631
lowly_expressed	lowly_expressed	CDH4|1002	5.8997
CDH5|1003	952.6184	CDH5|1003	6232.7434
CDH6|1004	82.2427	CDH6|1004	250.7375
lowly_expressed	lowly_expressed	CDH8|1006	7.6696
lowly_expressed	lowly_expressed	CDHR1|92211	7.0796
CDHR3|222256	5.7157	CDHR3|222256	35.0973
CDIPT|10423	1374.3107	CDIPT|10423	2169.0265
CDK10|8558	202.9077	CDK10|8558	502.3599
CDK11A|728642	131.6677	CDK11A|728642	403.5516
CDK11B|984	506.5866	CDK11B|984	909.7227
CDK12|51755	799.2468	CDK12|51755	1254.2773
CDK13|8621	1173.6258	CDK13|8621	1030.0885
CDK14|5218	324.8429	CDK14|5218	695.2802
lowly_expressed	lowly_expressed	CDK15|65061	9.1445
CDK16|5127	3239.855	CDK16|5127	1632.7434
CDK17|5128	580.1446	CDK17|5128	943.9528
CDK18|5129	83.1953	CDK18|5129	191.4454
CDK19|23097	339.1321	CDK19|23097	666.2743
CDK1|983	701.7622	CDK1|983	75.5162
CDK20|23552	126.6982	CDK20|23552	108.8496
CDK2AP1|8099	3325.5907	CDK2AP1|8099	2116.8142
CDK2AP2|10263	1164.7347	CDK2AP2|10263	513.5693
CDK2|1017	399.7822	CDK2|1017	440.708
CDK3|1018	18.0997	CDK3|1018	116.8732
CDK4|1019	1419.4013	CDK4|1019	1650.7375
CDK5R1|8851	44.138000000000005	CDK5R1|8851	35.3982
CDK5RAP1|51654	652.5436	CDK5RAP1|51654	409.1445
CDK5RAP2|55755	752.8860000000001	CDK5RAP2|55755	1399.115
CDK5RAP3|80279	1191.4080000000001	CDK5RAP3|80279	1415.6342
CDK5|1020	739.8669	CDK5|1020	117.1091
CDK6|1021	2928.0313	CDK6|1021	844.5428
