gene_id	TCGA-BH-A1ES-01A-11R-A137-07	gene_id	TCGA-BH-A1ES-06A-12R-A24H-07
TMEM43|79188	3677.0492	TMEM43|79188	1723.5421
TMEM44|93109	280.3279	TMEM44|93109	125.27
TMEM45A|55076	612.2951	TMEM45A|55076	1477.3218
TMEM45B|120224	538.5246	TMEM45B|120224	170.2664
TMEM47|83604	2909.8361	TMEM47|83604	1248.0202
TMEM48|55706	513.9344	TMEM48|55706	207.3434
TMEM49|81671	1574.5902	TMEM49|81671	2898.1281
TMEM50A|23585	3118.8525	TMEM50A|23585	2161.2671
TMEM50B|757	1544.2623	TMEM50B|757	1213.4629
TMEM51|55092	285.2459	TMEM51|55092	521.2383
TMEM52|339456	7.377000000000001	TMEM52|339456	12.599
TMEM53|79639	191.1885	TMEM53|79639	341.1447
TMEM54|113452	1163.1148	TMEM54|113452	2068.0346
TMEM55A|55529	111.4754	TMEM55A|55529	558.3153
TMEM55B|90809	745.082	TMEM55B|90809	991.3607
TMEM56|148534	72.1311	TMEM56|148534	293.8949
TMEM57|55219	1236.8852	TMEM57|55219	1041.0367
TMEM59L|25789	21.3115	TMEM59L|25789	46.0763
TMEM59|9528	6381.9672	TMEM59|9528	7032.7574
TMEM5|10329	420.4918	TMEM5|10329	484.5212
TMEM60|85025	278.6885	TMEM60|85025	299.1361
lowly_expressed	lowly_expressed	TMEM61|199964	9.3593
TMEM62|80021	546.7213	TMEM62|80021	626.7099
TMEM63A|9725	1883.6066	TMEM63A|9725	2209.5032
TMEM63B|55362	876.2295	TMEM63B|55362	1593.2325
TMEM63C|57156	942.623	TMEM63C|57156	767.0986
TMEM64|169200	289.3443	TMEM64|169200	424.0461
TMEM65|157378	1078.6885	TMEM65|157378	890.9287
TMEM66|51669	5365.5738	TMEM66|51669	9814.6148
TMEM67|91147	359.0164	TMEM67|91147	380.4896
TMEM68|137695	742.623	TMEM68|137695	996.7603
TMEM69|51249	576.2295	TMEM69|51249	598.6321
TMEM70|54968	540.1639	TMEM70|54968	748.3801
TMEM71|137835	13.9344	TMEM71|137835	12.239
TMEM79|84283	536.0656	TMEM79|84283	1218.5025
TMEM80|283232	273.7705	TMEM80|283232	374.3701
TMEM81|388730	49.1803	TMEM81|388730	61.5551
lowly_expressed	lowly_expressed	TMEM82|388595	50.7559
TMEM84|283673	17.2131	TMEM84|283673	7.9194
TMEM85|51234	1128.5574	TMEM85|51234	1171.6667
TMEM86A|144110	145.041	TMEM86A|144110	139.9172
TMEM86B|255043	213.1148	TMEM86B|255043	368.9705
TMEM87A|25963	4453.2787	TMEM87A|25963	4675.306
TMEM87B|84910	1884.4262	TMEM87B|84910	1141.1087
TMEM88|92162	9.8361	TMEM88|92162	41.0367
TMEM8A|58986	1109.0164	TMEM8A|58986	1927.2858
TMEM8B|51754	406.5574	TMEM8B|51754	655.8675
TMEM90A|646658	12.2951	lowly_expressed	lowly_expressed
TMEM90B|79953	303.2787	lowly_expressed	lowly_expressed
TMEM91|641649	50.0	TMEM91|641649	193.03099999999998
TMEM92|162461	7.377000000000001	TMEM92|162461	120.2304
TMEM93|83460	198.9016	TMEM93|83460	387.815
TMEM97|27346	362.1393	TMEM97|27346	337.1418
TMEM98|26022	732.7869	TMEM98|26022	630.6695
TMEM99|147184	227.0492	TMEM99|147184	1416.1267
TMEM9B|56674	1884.4262	TMEM9B|56674	1494.6004
TMEM9|252839	1392.6229999999998	TMEM9|252839	4256.2995
TMF1|7110	1415.5738	TMF1|7110	496.4003
TMLHE|55217	139.3443	TMLHE|55217	69.8344
TMOD1|7111	81.1885	TMOD1|7111	599.1037
TMOD2|29767	487.7049	TMOD2|29767	427.2858
TMOD3|29766	1863.1148	TMOD3|29766	1766.7387
TMPO|7112	2476.959	TMPO|7112	591.9654
TMPPE|643853	32.7869	TMPPE|643853	5.7595
TMPRSS11A|339967	6.5574	lowly_expressed	lowly_expressed
TMPRSS13|84000	153.2787	TMPRSS13|84000	1253.4197
TMPRSS2|7113	506.5574	TMPRSS2|7113	944.5644
TMPRSS3|64699	5.7377	TMPRSS3|64699	93.2325
TMPRSS4|56649	68.0328	TMPRSS4|56649	10.0792
TMPRSS6|164656	13.9344	TMPRSS6|164656	274.658
TMPRSS9|360200	9.0164	TMPRSS9|360200	11.1591
TMSB10|9168	12371.3115	TMSB10|9168	11549.676000000001
TMSB15A|11013	39.3443	TMSB15A|11013	8.6393
TMSB15B|286527	82.7869	TMSB15B|286527	32.9446
TMSL3|7117	29145.082000000002	TMSL3|7117	29068.3945
TMTC1|83857	1500.8197	TMTC1|83857	150.8279
TMTC2|160335	514.7541	TMTC2|160335	326.4939
TMTC3|160418	951.6393	TMTC3|160418	274.658
TMTC4|84899	2245.9016	TMTC4|84899	1060.8351
TMUB1|83590	264.7541	TMUB1|83590	1385.5292
TMUB2|79089	435.2459	TMUB2|79089	1059.0353
TMX1|81542	1422.1311	TMX1|81542	865.7307
TMX2|51075	1468.8525	TMX2|51075	2304.1757
TMX3|54495	1521.3115	TMX3|54495	731.4615
TMX4|56255	778.6885	TMX4|56255	2245.1404
TNC|3371	22699.1803	TNC|3371	4877.9698
TNFAIP1|7126	2774.0	TNFAIP1|7126	2707.7538
TNFAIP2|7127	187.7049	TNFAIP2|7127	3803.4557
TNFAIP3|7128	191.8033	TNFAIP3|7128	388.7689
TNFAIP6|7130	485.2459	TNFAIP6|7130	19.7984
TNFAIP8L1|126282	98.3607	TNFAIP8L1|126282	217.0626
TNFAIP8L2|79626	29.5082	TNFAIP8L2|79626	5.7595
TNFAIP8L3|388121	66.3934	TNFAIP8L3|388121	84.2333
TNFAIP8|25816	200.8197	TNFAIP8|25816	453.9237
TNFRSF10A|8797	65.5738	TNFRSF10A|8797	137.509
TNFRSF10B|8795	556.5574	TNFRSF10B|8795	1385.5292
lowly_expressed	lowly_expressed	TNFRSF10C|8794	127.0698
TNFRSF10D|8793	69.6721	TNFRSF10D|8793	83.5133
TNFRSF11A|8792	25.4098	TNFRSF11A|8792	59.7552
TNFRSF11B|4982	64.7541	TNFRSF11B|4982	175.30599999999998
TNFRSF12A|51330	616.3934	TNFRSF12A|51330	2547.1562
TNFRSF14|8764	644.3852	TNFRSF14|8764	1509.2225
TNFRSF18|8784	53.2787	TNFRSF18|8784	579.1937
TNFRSF19|55504	722.1311	TNFRSF19|55504	11.5191
TNFRSF1A|7132	1612.2951	TNFRSF1A|7132	3813.5349
TNFRSF1B|7133	161.4754	TNFRSF1B|7133	715.2628
TNFRSF21|27242	422.1311	TNFRSF21|27242	371.8503
TNFRSF25|8718	34.4262	TNFRSF25|8718	50.396
lowly_expressed	lowly_expressed	TNFRSF4|7293	52.9158
TNFRSF6B|8771	29.1066	TNFRSF6B|8771	634.3629
TNFSF10|8743	879.5082	TNFSF10|8743	1300.576
TNFSF11|8600	33.6066	TNFSF11|8600	38.5169
TNFSF12|8742	188.5246	TNFSF12|8742	335.4932
TNFSF13B|10673	50.0	TNFSF13B|10673	17.9986
TNFSF13|8741	339.3443	TNFSF13|8741	530.9575
lowly_expressed	lowly_expressed	TNFSF14|8740	15.4788
TNFSF15|9966	11.4754	TNFSF15|9966	26.6379
TNFSF4|7292	434.4262	TNFSF4|7292	62.635
TNFSF8|944	12.2951	lowly_expressed	lowly_expressed
TNFSF9|8744	36.8852	TNFSF9|8744	118.0706
TNIK|23043	366.3934	TNIK|23043	209.5032
TNIP1|10318	1761.4754	TNIP1|10318	3621.3103
TNIP2|79155	459.0164	TNIP2|79155	1309.9352
TNK1|8711	281.9672	TNK1|8711	203.0238
TNK2|10188	1526.2295	TNK2|10188	2437.527
TNKS1BP1|85456	1839.3443	TNKS1BP1|85456	5133.1893
TNKS2|80351	2625.4098	TNKS2|80351	1611.5911
TNKS|8658	1178.4672	TNKS|8658	1242.1454
lowly_expressed	lowly_expressed	TNNC1|7134	7.5594
lowly_expressed	lowly_expressed	TNNC2|7125	11.879000000000001
lowly_expressed	lowly_expressed	TNNI1|7135	14.0389
TNNI3K|51086	35.9672	TNNI3K|51086	30.468000000000004
TNNI3|7137	12.2951	TNNI3|7137	69.1145
TNNT1|7138	727.8689	TNNT1|7138	2720.6623
TNN|63923	20.4918	TNN|63923	16.5587
TNPO1|3842	2273.7705	TNPO1|3842	1964.0029
TNPO2|30000	2732.7869	TNPO2|30000	1914.6868
TNPO3|23534	1285.2459	TNPO3|23534	678.1857
TNRC18|84629	2251.6393	TNRC18|84629	3469.7624
TNRC6A|27327	1366.3934	TNRC6A|27327	808.4953
TNRC6B|23112	493.4426	TNRC6B|23112	408.5673
TNRC6C|57690	1949.5328	TNRC6C|57690	818.7221
TNR|7143	15.5738	TNR|7143	12.599
TNS1|7145	1495.082	TNS1|7145	2737.941
TNS3|64759	1696.7213	TNS3|64759	944.2045
TNS4|84951	1283.6066	TNS4|84951	2621.3103
TNXB|7148	34.0164	TNXB|7148	873.3549
TOB1|10140	1186.8852	TOB1|10140	1032.0374
TOB2|10766	1105.7377	TOB2|10766	897.0482
TOE1|114034	212.7131	TOE1|114034	86.1195
TOLLIP|54472	1337.7049	TOLLIP|54472	2751.6199
TOM1L1|10040	667.9098	TOM1L1|10040	1442.6134
TOM1L2|146691	791.8033	TOM1L2|146691	382.2894
TOM1|10043	440.1639	TOM1|10043	1902.4478
TOMM20|9804	4934.4262	TOMM20|9804	13172.4262
TOMM22|56993	704.918	TOMM22|56993	996.4003
TOMM34|10953	807.377	TOMM34|10953	1078.8337
TOMM40L|84134	400.1066	TOMM40L|84134	566.5587
TOMM40|10452	1642.6229999999998	TOMM40|10452	1464.3629
TOMM5|401505	538.5164	TOMM5|401505	598.6321
TOMM6|100188893	1603.1803	TOMM6|100188893	1644.6076
TOMM70A|9868	2209.7377	TOMM70A|9868	1580.6335
TOMM7|54543	1342.6229999999998	TOMM7|54543	2399.5679999999998
TOP1MT|116447	587.7049	TOP1MT|116447	2108.7113
TOP1P1|7151	143.4426	TOP1P1|7151	112.671
TOP1P2|7152	8.1967	TOP1P2|7152	7.5594
TOP1|7150	4077.8689	TOP1|7150	2610.1512
TOP2A|7153	2418.8525	TOP2A|7153	1288.3369
TOP2B|7155	5728.6885	TOP2B|7155	2115.1908
TOP3A|7156	348.3607	TOP3A|7156	240.1008
TOP3B|8940	192.623	TOP3B|8940	263.8589
TOPBP1|11073	1319.6721	TOPBP1|11073	402.8078
TOPORS|10210	518.0328	TOPORS|10210	195.1044
TOR1AIP1|26092	1353.2787	TOR1AIP1|26092	1586.0331
TOR1AIP2|163590	365.5738	TOR1AIP2|163590	293.7365
TOR1A|1861	768.0328	TOR1A|1861	629.5896
TOR1B|27348	437.7049	TOR1B|27348	424.0461
TOR2A|27433	145.9016	TOR2A|27433	288.6969
TOR3A|64222	954.918	TOR3A|64222	1129.5896
TOX2|84969	16.3934	TOX2|84969	127.7898
TOX3|27324	608.1967	TOX3|27324	221.3823
TOX4|9878	1922.2705	TOX4|9878	2320.4968
TOX|9760	42.623000000000005	TOX|9760	95.7523
TP53AIP1|63970	22.1311	lowly_expressed	lowly_expressed
TP53BP1|7158	1555.7377	TP53BP1|7158	915.7667
TP53BP2|7159	818.8525	TP53BP2|7159	1060.8351
TP53I11|9537	2348.3607	TP53I11|9537	2067.3146
TP53I13|90313	312.2951	TP53I13|90313	700.8639
TP53I3|9540	250.0	TP53I3|9540	92.8726
TP53INP1|94241	4196.7213	TP53INP1|94241	1874.3701
TP53INP2|58476	505.7377	TP53INP2|58476	362.491
TP53RK|112858	708.1967	TP53RK|112858	399.2081
TP53TG1|11257	521.3115	TP53TG1|11257	398.8481
TP53|7157	1615.5738	TP53|7157	580.9935
TP63|8626	806.5574	TP63|8626	7.1994
TP73|7161	48.3607	TP73|7161	25.558000000000003
TPBG|7162	4446.7213	TPBG|7162	2788.6969
TPCN1|53373	1089.3443	TPCN1|53373	1332.2534
TPCN2|219931	384.4918	TPCN2|219931	465.1908
TPD52L1|7164	108.1967	TPD52L1|7164	1095.7523
TPD52L2|7165	2337.7049	TPD52L2|7165	2853.8517
TPD52|7163	5952.459	TPD52|7163	7172.509
TPH1|7166	39.3443	TPH1|7166	52.1958
TPI1P2|286016	21.3115	TPI1P2|286016	14.0389
TPI1|7167	5650.8197	TPI1|7167	9245.5004
TPK1|27010	47.541000000000004	TPK1|27010	47.8762
TPM1|7168	6701.6148	TPM1|7168	2984.4348
TPM2|7169	1514.7541	TPM2|7169	1236.1411
TPM3|7170	11019.6721	TPM3|7170	16582.7934
TPM4|7171	8822.1311	TPM4|7171	2891.6487
TPMT|7172	413.9344	TPMT|7172	424.0461
TPP1|1200	2482.7869	TPP1|1200	3503.5997
TPP2|7174	2542.623	TPP2|7174	821.8143
TPPP3|51673	562.2951	TPPP3|51673	1875.45
TPPP|11076	311.4754	TPPP|11076	26.9978
TPRA1|131601	712.2951	TPRA1|131601	706.6235
TPRG1L|127262	1290.1639	TPRG1L|127262	692.9446
TPRG1|285386	685.2459	TPRG1|285386	74.874
TPRKB|51002	276.2295	TPRKB|51002	252.3398
TPRN|286262	276.2295	TPRN|286262	1140.3888
TPR|7175	3413.2295	TPR|7175	3465.5472
TPSAB1|7177	62.2951	lowly_expressed	lowly_expressed
TPSB2|64499	150.8197	TPSB2|64499	7.5594
TPSD1|23430	15.5738	lowly_expressed	lowly_expressed
TPSG1|25823	5.7377	lowly_expressed	lowly_expressed
TPST1|8460	255.7377	TPST1|8460	600.072
TPST2|8459	403.2787	TPST2|8459	553.2757
TPT1|7178	48825.4098	TPT1|7178	59743.3405
TPTE2P1|646405	13.9344	TPTE2P1|646405	8.2793
TPX2|22974	1505.7377	TPX2|22974	765.2988
TRA2A|29896	1377.8689	TRA2A|29896	934.4852
TRA2B|6434	3051.6393	TRA2B|6434	1124.55
TRABD|80305	281.9672	TRABD|80305	1146.5083
TRADD|8717	272.1311	TRADD|8717	589.6328
TRAF1|7185	69.6721	TRAF1|7185	114.8308
TRAF2|7186	236.8852	TRAF2|7186	652.2678
TRAF3IP1|26146	716.3934	TRAF3IP1|26146	563.7149
TRAF3IP2|10758	553.2787	TRAF3IP2|10758	808.8553
TRAF3IP3|80342	29.5082	TRAF3IP3|80342	6.8395
TRAF3|7187	144.2623	TRAF3|7187	192.9446
TRAF4|9618	2242.623	TRAF4|9618	3291.9366
TRAF5|7188	714.7541	TRAF5|7188	157.6674
TRAF6|7189	171.3115	TRAF6|7189	101.1519
TRAF7|84231	2262.8443	TRAF7|84231	4424.1577
TRAFD1|10906	1340.1639	TRAFD1|10906	2006.1195
TRAIP|10293	169.6721	TRAIP|10293	27.3578
TRAK1|22906	2878.6885	TRAK1|22906	1393.8085
TRAK2|66008	1272.9508	TRAK2|66008	536.7171
TRAM1L1|133022	184.4262	TRAM1L1|133022	94.6724
TRAM1|23471	6137.7049	TRAM1|23471	5443.4845
TRAM2|9697	1264.7541	TRAM2|9697	519.4384
TRANK1|9881	229.5082	TRANK1|9881	403.8877
TRAP1|10131	1303.623	TRAP1|10131	2658.7905
TRAPPC10|7109	1459.0164	TRAPPC10|7109	1087.113
TRAPPC1|58485	869.6721	TRAPPC1|58485	680.7055
TRAPPC2L|51693	569.6721	TRAPPC2L|51693	755.5796
TRAPPC2P1|10597	211.5082	TRAPPC2P1|10597	149.8812
TRAPPC2|6399	495.9016	TRAPPC2|6399	457.5234
TRAPPC3|27095	1196.7213	TRAPPC3|27095	861.0511
TRAPPC4|51399	453.2787	TRAPPC4|51399	603.3117
TRAPPC5|126003	228.6885	TRAPPC5|126003	1001.0799
TRAPPC6A|79090	623.7705	TRAPPC6A|79090	1357.8114
TRAPPC6B|122553	886.8852	TRAPPC6B|122553	557.5954
TRAPPC9|83696	2061.4754	TRAPPC9|83696	2251.2599
TRDMT1|1787	176.2295	TRDMT1|1787	29.5176
TREM1|54210	18.8525	TREM1|54210	226.4219
TREM2|54209	173.7705	TREM2|54209	37.077
lowly_expressed	lowly_expressed	TREML3|340206	12.599
TRERF1|55809	365.5738	TRERF1|55809	183.9453
TREX1|11277	387.4836	TREX1|11277	370.5976
TREX2|11219	8.0328	TREX2|11219	14.3988
TRH|7200	2281.9672	TRH|7200	1910.0072
TRIAP1|51499	531.9672	TRIAP1|51499	467.6026
TRIB1|10221	3594.2623	TRIB1|10221	2195.4644
TRIB2|28951	1409.8361	TRIB2|28951	1454.6436
TRIB3|57761	1469.6721	TRIB3|57761	1122.3902
TRIL|9865	322.9508	TRIL|9865	847.0122
lowly_expressed	lowly_expressed	TRIM10|10107	6.1195
TRIM11|81559	563.9344	TRIM11|81559	1551.8359
TRIM13|10206	983.5246	TRIM13|10206	692.0734
TRIM14|9830	889.3443	TRIM14|9830	740.7163
lowly_expressed	lowly_expressed	TRIM15|89870	144.7084
TRIM16L|147166	44.376999999999995	TRIM16L|147166	97.0806
TRIM16|10626	324.5902	TRIM16|10626	282.5774
TRIM17|51127	7.377000000000001	TRIM17|51127	38.1569
TRIM21|6737	300.0	TRIM21|6737	219.5824
TRIM22|10346	685.2459	TRIM22|10346	271.7783
TRIM23|373	240.9836	TRIM23|373	238.6609
TRIM24|8805	1603.2787	TRIM24|8805	496.0403
TRIM25|7706	972.1311	TRIM25|7706	500.7199
TRIM26|7726	1163.9344	TRIM26|7726	843.0526
TRIM27|5987	1460.6557	TRIM27|5987	1044.9964
TRIM28|10155	10571.3115	TRIM28|10155	5070.1944
TRIM29|23650	660.6557	TRIM29|23650	254.8596
TRIM2|23321	460.6557	TRIM2|23321	483.8013
lowly_expressed	lowly_expressed	TRIM31|11074	6.8395
TRIM32|22954	439.3443	TRIM32|22954	205.5436
TRIM33|51592	1631.9672	TRIM33|51592	837.653
TRIM34|53840	136.0656	TRIM34|53840	92.8726
TRIM35|23087	229.5082	TRIM35|23087	206.2635
TRIM36|55521	136.8852	TRIM36|55521	14.0389
TRIM37|4591	619.6721	TRIM37|4591	871.5623
TRIM38|10475	233.6066	TRIM38|10475	141.4687
TRIM39|56658	279.6311	TRIM39|56658	280.6156
TRIM3|10612	229.5082	TRIM3|10612	172.4262
lowly_expressed	lowly_expressed	TRIM40|135644	20.1584
TRIM41|90933	639.6885	TRIM41|90933	800.4860000000001
TRIM44|54765	1275.4098	TRIM44|54765	1242.2606
TRIM45|80263	161.4754	TRIM45|80263	192.2246
TRIM46|80128	23.7705	TRIM46|80128	253.4197
TRIM47|91107	831.9672	TRIM47|91107	4274.2981
TRIM4|89122	1348.3607	TRIM4|89122	1387.6889999999999
lowly_expressed	lowly_expressed	TRIM50|135892	16.1987
TRIM52|84851	145.082	TRIM52|84851	152.6278
lowly_expressed	lowly_expressed	TRIM55|84675	67.3146
TRIM56|81844	153.2787	TRIM56|81844	338.3729
TRIM58|25893	68.0328	TRIM58|25893	33.8157
TRIM59|286827	333.6721	TRIM59|286827	23.9777
TRIM5|85363	217.377	TRIM5|85363	338.3909
TRIM62|55223	488.5246	TRIM62|55223	233.6213
TRIM65|201292	598.3607	TRIM65|201292	1310.2952
TRIM66|9866	522.9508	TRIM66|9866	376.8898
TRIM67|440730	36.0656	lowly_expressed	lowly_expressed
TRIM68|55128	113.9344	TRIM68|55128	66.2347
TRIM69|140691	36.0656	TRIM69|140691	18.8265
TRIM6|117854	81.1475	TRIM6|117854	71.9942
TRIM78P|117852	5.5738	TRIM78P|117852	10.7811
TRIM7|81786	21.3115	TRIM7|81786	12.239
TRIM8|81603	2851.6393	TRIM8|81603	3201.5839
TRIM9|114088	140.1639	TRIM9|114088	144.7084
TRIOBP|11078	786.6148	TRIOBP|11078	1108.3513
TRIO|7204	1971.3115	TRIO|7204	1722.4622
TRIP10|9322	573.7705	TRIP10|9322	1552.9158
TRIP11|9321	1338.5246	TRIP11|9321	597.1922
TRIP12|9320	3929.5082	TRIP12|9320	2804.5356
TRIP13|9319	385.2459	TRIP13|9319	202.3038
TRIP4|9325	602.4590000000001	TRIP4|9325	656.2275
TRIP6|7205	110.6557	TRIP6|7205	324.694
TRIT1|54802	390.9836	TRIT1|54802	332.2534
TRMT112|51504	1290.1639	TRMT112|51504	2148.6681
TRMT11|60487	171.3115	TRMT11|60487	266.0187
TRMT12|55039	646.7213	TRMT12|55039	428.0058
TRMT1|55621	486.8852	TRMT1|55621	473.7221
TRMT2A|27037	308.1967	TRMT2A|27037	874.0101
TRMT2B|79979	311.4754	TRMT2B|79979	352.0518
TRMT5|57570	544.2623	TRMT5|57570	244.0605
TRMT61A|115708	162.2951	TRMT61A|115708	426.5659
TRMT61B|55006	206.7213	TRMT61B|55006	188.0418
TRMT6|51605	463.1148	TRMT6|51605	324.3341
TRMU|55687	126.2295	TRMU|55687	298.7761
TRNAU1AP|54952	256.5574	TRNAU1AP|54952	289.7768
TRNP1|388610	96.7213	TRNP1|388610	78.1138
TRNT1|51095	364.4508	TRNT1|51095	153.9453
TROAP|10024	327.8689	TROAP|10024	207.3434
TROVE2|6738	1392.8852	TROVE2|6738	1236.5047
TRO|7216	338.5246	TRO|7216	47.1562
TRPA1|8989	26473.4508	TRPA1|8989	661.1843
TRPC1|7220	143.4426	TRPC1|7220	86.0331
TRPC3|7222	8.1967	lowly_expressed	lowly_expressed
TRPC4AP|26133	2395.0820000000003	TRPC4AP|26133	2057.9554
TRPC4|7223	7.377000000000001	TRPC4|7223	71.9942
TRPC6|7225	63.1148	lowly_expressed	lowly_expressed
TRPM2|7226	21.3115	TRPM2|7226	457.5234
TRPM4|54795	595.082	TRPM4|54795	786.5371
lowly_expressed	lowly_expressed	TRPM5|29850	56.5155
TRPM7|54822	1130.3279	TRPM7|54822	719.9424
lowly_expressed	lowly_expressed	TRPM8|79054	78.1138
TRPS1|7227	13839.3443	TRPS1|7227	10744.7804
TRPT1|83707	189.3443	TRPT1|83707	543.9165
TRPV1|7442	202.459	TRPV1|7442	332.3722
TRPV2|51393	71.3115	TRPV2|51393	77.0338
lowly_expressed	lowly_expressed	TRPV3|162514	9.3593
TRPV4|59341	175.4098	TRPV4|59341	59.0353
TRPV6|55503	77.8689	TRPV6|55503	23.3981
TRRAP|8295	2297.2295	TRRAP|8295	1269.6148
TRUB1|142940	1018.8525	TRUB1|142940	482.0014
TRUB2|26995	513.9344	TRUB2|26995	634.2693
TRY6|154754	350.8197	lowly_expressed	lowly_expressed
TSC1|7248	611.4754	TSC1|7248	437.725
TSC22D1|8848	4872.9508	TSC22D1|8848	8249.46
TSC22D2|9819	651.6393	TSC22D2|9819	397.0482
TSC22D3|1831	3804.0984	TSC22D3|1831	8164.5068
TSC22D4|81628	808.1967	TSC22D4|81628	2234.7012
TSC2|7249	1469.6721	TSC2|7249	1606.5515
TSEN15|116461	595.082	TSEN15|116461	566.2347
TSEN2|80746	191.8033	TSEN2|80746	130.6695
TSEN34|79042	2831.9672	TSEN34|79042	2124.55
TSEN54|283989	1156.5574	TSEN54|283989	2233.9813
TSFM|10102	518.8525	TSFM|10102	544.2765
TSG101|7251	1891.8033	TSG101|7251	2145.4284
TSGA10|80705	139.3443	TSGA10|80705	69.4744
TSGA14|95681	584.4262	TSGA14|95681	275.378
TSHZ1|10194	770.4918	TSHZ1|10194	627.0698
TSHZ2|128553	54.0984	TSHZ2|128553	35.6371
TSHZ3|57616	386.8852	TSHZ3|57616	86.0331
TSIX|9383	21.3689	TSIX|9383	567.9014
TSKU|25987	522.9508	TSKU|25987	397.0482
TSLP|85480	6.5574	TSLP|85480	32.0374
TSNARE1|203062	244.2623	TSNARE1|203062	699.0641
TSNAXIP1|55815	24.5902	TSNAXIP1|55815	49.3161
TSNAX|7257	1354.918	TSNAX|7257	1584.3952
TSN|7247	2286.8852	TSN|7247	1699.0641
TSPAN10|83882	8.1967	TSPAN10|83882	5.3996
TSPAN11|441631	65.5738	TSPAN11|441631	27.3578
TSPAN12|23554	359.0164	TSPAN12|23554	415.7667
TSPAN13|27075	5355.7377	TSPAN13|27075	6776.4579
TSPAN14|81619	3168.8525	TSPAN14|81619	2649.388
TSPAN15|23555	1888.5246	TSPAN15|23555	4071.2743
TSPAN17|26262	838.5246	TSPAN17|26262	749.1001
TSPAN18|90139	240.1639	TSPAN18|90139	78.8337
TSPAN1|10103	921.3115	TSPAN1|10103	232.1814
TSPAN2|10100	211.4754	TSPAN2|10100	6.4795
TSPAN31|6302	1420.4918	TSPAN31|6302	1789.7768
lowly_expressed	lowly_expressed	TSPAN32|10077	142.5486
TSPAN33|340348	162.2951	TSPAN33|340348	264.5788
TSPAN3|10099	1780.3279	TSPAN3|10099	2674.586
TSPAN4|7106	352.459	TSPAN4|7106	642.9086
TSPAN5|10098	264.7541	TSPAN5|10098	192.9446
TSPAN6|7105	744.2623	TSPAN6|7105	1347.0122
TSPAN7|7102	70.4918	TSPAN7|7102	158.0274
lowly_expressed	lowly_expressed	TSPAN8|7103	114.8308
TSPAN9|10867	2044.2623	TSPAN9|10867	3124.91
TSPO|706	900.8197	TSPO|706	3222.1022
TSPYL1|7259	2365.5328	TSPYL1|7259	907.7214
TSPYL2|64061	295.082	TSPYL2|64061	1050.7559
TSPYL3|128854	36.0656	TSPYL3|128854	76.3139
TSPYL4|23270	1364.7541	TSPYL4|23270	581.3535
TSPYL5|85453	450.0	TSPYL5|85453	816.4147
TSR1|55720	1175.8607	TSR1|55720	727.4082
TSR2|90121	599.1803	TSR2|90121	1642.9086
TSSC1|7260	386.8852	TSSC1|7260	489.9208
TSSC4|10078	344.2623	TSSC4|10078	1024.838
TSSK3|81629	59.2623	TSSK3|81629	68.1857
TSSK4|283629	8.1967	TSSK4|283629	7.9194
lowly_expressed	lowly_expressed	TSSK6|83983	34.1973
TSTA3|7264	2575.4098	TSTA3|7264	5255.5796
TSTD1|100131187	894.2623	TSTD1|100131187	1807.401
TSTD2|158427	557.3361	TSTD2|158427	393.3369
TST|7263	337.7049	TST|7263	1506.4795
lowly_expressed	lowly_expressed	TTBK1|84630	6.4795
TTBK2|146057	83.6066	TTBK2|146057	203.3837
TTC12|54970	236.8852	TTC12|54970	246.9402
TTC13|79573	222.1311	TTC13|79573	265.6587
TTC14|151613	721.3115	TTC14|151613	226.0619
TTC15|51112	546.7213	TTC15|51112	625.9899
lowly_expressed	lowly_expressed	TTC16|158248	7.5594
TTC17|55761	2452.459	TTC17|55761	2034.5572
TTC18|118491	72.7377	TTC18|118491	31.8359
TTC19|54902	1052.9836	TTC19|54902	866.3751
TTC1|7265	986.8852	TTC1|7265	1164.8668
TTC21A|199223	169.6721	TTC21A|199223	76.6739
TTC21B|79809	577.0409999999999	TTC21B|79809	432.3254
lowly_expressed	lowly_expressed	TTC22|55001	48.9561
TTC23L|153657	12.2951	TTC23L|153657	42.8366
TTC23|64927	192.623	TTC23|64927	192.2246
TTC25|83538	13.1148	TTC25|83538	57.5954
TTC26|79989	168.8525	TTC26|79989	52.5558
TTC27|55622	378.6885	TTC27|55622	157.3074
TTC28|23331	337.3852	TTC28|23331	188.4125
TTC30A|92104	348.3607	TTC30A|92104	230.7415
TTC30B|150737	363.1148	TTC30B|150737	99.3521
TTC31|64427	550.8197	TTC31|64427	421.1663
TTC32|130502	34.4262	TTC32|130502	59.0353
TTC33|23548	286.0656	TTC33|23548	364.2909
TTC35|9694	1001.6393	TTC35|9694	1803.4557
TTC36|143941	16.3934	TTC36|143941	134.2693
TTC37|9652	1800.0	TTC37|9652	1165.5868
TTC38|55020	389.3443	TTC38|55020	955.7235
TTC39A|22996	2067.2131	TTC39A|22996	2020.8783
TTC39B|158219	43.4426	TTC39B|158219	100.432
TTC39C|125488	613.9344	TTC39C|125488	428.0058
TTC3|7267	5265.5738	TTC3|7267	3931.9654
TTC4|7268	640.9836	TTC4|7268	310.6551
TTC5|91875	236.0656	TTC5|91875	187.185
TTC7A|57217	486.0656	TTC7A|57217	553.1749
TTC7B|145567	306.5574	TTC7B|145567	540.6767
TTC8|123016	1172.9508	TTC8|123016	830.0936
