gene_id	TCGA-BH-A1ES-01A-11R-A137-07	gene_id	TCGA-BH-A1ES-06A-12R-A24H-07
ALKBH2|121642	206.5574	ALKBH2|121642	506.4795
ALKBH3|221120	308.1967	ALKBH3|221120	181.0655
ALKBH4|54784	198.1885	ALKBH4|54784	320.2448
ALKBH5|54890	1411.418	ALKBH5|54890	1165.18
ALKBH6|84964	96.7213	ALKBH6|84964	163.4269
ALKBH7|84266	350.0	ALKBH7|84266	925.8459
ALKBH8|91801	187.7049	ALKBH8|91801	94.6724
lowly_expressed	lowly_expressed	ALMS1P|200420	6.4795
ALMS1|7840	917.2131	ALMS1|7840	489.9208
lowly_expressed	lowly_expressed	ALOX12P2|245	77.0338
ALOX15B|247	190.9836	ALOX15B|247	57.9554
ALOX15|246	135.2459	ALOX15|246	180.3456
ALOX5AP|241	172.9508	ALOX5AP|241	109.0713
ALOX5|240	131.9672	ALOX5|240	170.9863
ALOXE3|59344	63.9344	ALOXE3|59344	41.3967
ALPK1|80216	204.0984	ALPK1|80216	811.7351
ALPK2|115701	68.0328	ALPK2|115701	12.599
ALPK3|57538	93.4426	ALPK3|57538	159.4672
ALPL|249	68.8525	ALPL|249	1186.1051
ALS2CL|259173	38.5246	ALS2CL|259173	181.4255
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.6393
ALS2CR4|65062	860.6557	ALS2CR4|65062	281.1375
ALS2CR8|79800	250.0	ALS2CR8|79800	207.3434
ALS2|57679	812.2951	ALS2|57679	562.275
ALX3|257	14.7541	ALX3|257	9.7192
lowly_expressed	lowly_expressed	ALX4|60529	30.5976
AMACR|23600	590.9836	AMACR|23600	624.55
AMBP|259	5.7377	AMBP|259	10583.1533
AMBRA1|55626	940.9836	AMBRA1|55626	1088.1929
AMD1|262	1473.7705	AMD1|262	2574.1541
AMDHD1|144193	16.3934	AMDHD1|144193	283.2973
AMDHD2|51005	141.8033	AMDHD2|51005	564.424
AMFR|267	4541.8033	AMFR|267	5050.396
lowly_expressed	lowly_expressed	AMH|268	14.7588
AMICA1|120425	13.9344	AMICA1|120425	9.7192
AMIGO1|57463	104.91799999999999	AMIGO1|57463	35.9971
AMIGO2|347902	1131.9672	AMIGO2|347902	333.3333
AMIGO3|386724	48.3607	AMIGO3|386724	38.5169
AMMECR1L|83607	1076.2295	AMMECR1L|83607	653.3477
AMMECR1|9949	1072.1311	AMMECR1|9949	578.8337
AMN1|196394	419.6721	AMN1|196394	382.2894
lowly_expressed	lowly_expressed	AMN|81693	147.5882
AMOTL1|154810	871.3115	AMOTL1|154810	159.8272
AMOTL2|51421	1195.9016	AMOTL2|51421	1129.5896
AMOT|154796	795.082	AMOT|154796	427.6458
AMPD2|271	573.7705	AMPD2|271	843.0526
AMPD3|272	104.0984	AMPD3|272	473.3621
AMPH|273	274.5902	AMPH|273	399.2081
AMT|275	89.541	AMT|275	106.0115
AMY2B|280	286.8279	AMY2B|280	72.221
AMZ1|155185	290.9836	AMZ1|155185	888.4089
AMZ2P1|201283	168.0328	AMZ2P1|201283	499.2801
AMZ2|51321	1390.9836	AMZ2|51321	2782.9374
ANAPC10|10393	168.0328	ANAPC10|10393	152.9878
ANAPC11|51529	1065.5738	ANAPC11|51529	3427.6458
ANAPC13|25847	1171.9180000000001	ANAPC13|25847	1147.1742
ANAPC16|119504	2048.3607	ANAPC16|119504	2645.0684
ANAPC1|64682	700.8197	ANAPC1|64682	303.0958
ANAPC2|29882	368.8525	ANAPC2|29882	619.5104
ANAPC4|29945	646.7213	ANAPC4|29945	448.1641
ANAPC5|51433	2618.0328	ANAPC5|51433	1817.8546
ANAPC7|51434	1257.377	ANAPC7|51434	679.6256
ANGEL1|23357	698.3607	ANGEL1|23357	867.1706
ANGEL2|90806	644.2623	ANGEL2|90806	539.9568
ANGPT1|284	54.918	ANGPT1|284	23.0382
ANGPT2|285	255.7377	ANGPT2|285	86.0331
ANGPTL1|9068	17.2131	ANGPTL1|9068	60.4752
ANGPTL2|23452	1027.0492	ANGPTL2|23452	385.5292
lowly_expressed	lowly_expressed	ANGPTL3|27329	174.2261
ANGPTL4|51129	18.0328	ANGPTL4|51129	7425.126
lowly_expressed	lowly_expressed	ANGPTL6|83854	150.306
ANG|283	382.8852	ANG|283	1657.2966
ANK1|286	46.7213	ANK1|286	212.023
ANK2|287	177.8689	ANK2|287	296.9762
ANK3|288	569.6721	ANK3|288	530.5976
ANKAR|150709	36.0656	ANKAR|150709	67.6746
ANKDD1A|348094	78.6885	ANKDD1A|348094	41.3967
lowly_expressed	lowly_expressed	ANKFN1|162282	64.0749
ANKFY1|51479	1471.3115	ANKFY1|51479	557.5954
ANKHD1-EIF4EBP3|404734	1097.9836	ANKHD1-EIF4EBP3|404734	1016.6055
ANKHD1|54882	2770.1967	ANKHD1|54882	1579.406
ANKH|56172	3477.0492	ANKH|56172	313.5349
ANKIB1|54467	1661.4754	ANKIB1|54467	979.1217
ANKK1|255239	5.7377	ANKK1|255239	8.9993
ANKLE1|126549	9.8361	ANKLE1|126549	9.3593
ANKLE2|23141	2345.0820000000003	ANKLE2|23141	1380.4896
ANKMY1|51281	172.9508	ANKMY1|51281	424.76599999999996
ANKMY2|57037	533.6066	ANKMY2|57037	603.6717
ANKRA2|57763	269.6721	ANKRA2|57763	320.3744
ANKRD10|55608	2298.1148	ANKRD10|55608	1272.8582
ANKRD11|29123	1768.5574	ANKRD11|29123	1861.5803
ANKRD12|23253	1516.3934	ANKRD12|23253	583.5133
ANKRD13A|88455	1212.2951	ANKRD13A|88455	1080.2736
ANKRD13B|124930	300.8197	ANKRD13B|124930	399.92800000000005
ANKRD13C|81573	699.1803	ANKRD13C|81573	349.1721
ANKRD13D|338692	496.7213	ANKRD13D|338692	1466.8826
ANKRD16|54522	142.623	ANKRD16|54522	220.6623
ANKRD17|26057	3355.7377	ANKRD17|26057	1841.6127
ANKRD19|138649	63.1148	ANKRD19|138649	97.9122
ANKRD1|27063	63.1148	ANKRD1|27063	5.0396
ANKRD20B|729171	6.5574	lowly_expressed	lowly_expressed
ANKRD22|118932	372.9508	ANKRD22|118932	440.2448
ANKRD23|200539	77.8689	ANKRD23|200539	195.8243
ANKRD24|170961	6.5574	ANKRD24|170961	44.2765
ANKRD26|22852	339.3443	ANKRD26|22852	92.5126
ANKRD27|84079	637.7049	ANKRD27|84079	289.4168
ANKRD28|23243	1390.9836	ANKRD28|23243	822.1742
ANKRD29|147463	51.6393	ANKRD29|147463	13.3189
ANKRD30A|91074	3504.9179999999997	ANKRD30A|91074	441.3247
ANKRD30B|374860	39.3443	lowly_expressed	lowly_expressed
ANKRD32|84250	204.0984	ANKRD32|84250	38.1569
lowly_expressed	lowly_expressed	ANKRD33|341405	7.1994
ANKRD34A|284615	22.1311	ANKRD34A|284615	47.8762
ANKRD35|148741	36.0656	ANKRD35|148741	132.8294
ANKRD36BP1|84832	77.8689	ANKRD36BP1|84832	24.1181
lowly_expressed	lowly_expressed	ANKRD36B|57730	6.1195
ANKRD36|375248	116.3934	ANKRD36|375248	89.2729
ANKRD37|353322	69.5246	ANKRD37|353322	687.4478
ANKRD39|51239	222.1311	ANKRD39|51239	385.1692
ANKRD40|91369	863.1148	ANKRD40|91369	958.9633
ANKRD42|338699	176.2295	ANKRD42|338699	175.6659
ANKRD43|134548	22.1311	ANKRD43|134548	78.4737
ANKRD44|91526	44.2623	ANKRD44|91526	23.3981
ANKRD45|339416	9.8361	ANKRD45|339416	16.1987
ANKRD46|157567	809.0164	ANKRD46|157567	952.0626
ANKRD49|54851	258.1967	ANKRD49|54851	153.7077
ANKRD50|57182	4450.0	ANKRD50|57182	873.6501
ANKRD52|283373	1550.0	ANKRD52|283373	924.0461
ANKRD54|129138	350.8197	ANKRD54|129138	468.6825
ANKRD56|345079	36.8852	ANKRD56|345079	16.1987
ANKRD57|65124	919.6721	ANKRD57|65124	830.4536
ANKRD58|347454	6.5574	ANKRD58|347454	11.1591
ANKRD5|63926	302.459	ANKRD5|63926	234.3413
ANKRD6|22881	194.3689	ANKRD6|22881	100.0504
ANKRD9|122416	36.0656	ANKRD9|122416	107.6314
ANKS1A|23294	825.4098	ANKS1A|23294	849.5319999999999
ANKS1B|56899	154.0984	ANKS1B|56899	80.6335
ANKS3|124401	177.0492	ANKS3|124401	458.6033
lowly_expressed	lowly_expressed	ANKS4B|257629	34.1973
ANKS6|203286	88.5246	ANKS6|203286	78.1138
ANKZF1|55139	590.9836	ANKZF1|55139	766.0187
ANLN|54443	696.7213	ANLN|54443	249.1001
ANO10|55129	710.6557	ANO10|55129	610.1512
ANO1|55107	3244.2623	ANO1|55107	2497.1202
ANO2|57101	68.0328	ANO2|57101	15.4788
lowly_expressed	lowly_expressed	ANO3|63982	15.8387
lowly_expressed	lowly_expressed	ANO5|203859	27.7178
ANO6|196527	2176.2295	ANO6|196527	1747.3002
ANO7|50636	10.6557	ANO7|50636	7.5594
ANO8|57719	404.0984	ANO8|57719	746.2203
ANO9|338440	324.5902	ANO9|338440	448.5241
ANP32A|8125	3230.3279	ANP32A|8125	3397.7682
ANP32B|10541	1744.2623	ANP32B|10541	2943.4845
ANP32E|81611	1637.7049	ANP32E|81611	1468.6825
ANPEP|290	706.5574	ANPEP|290	2346.6523
ANTXR1|84168	7925.4098	ANTXR1|84168	1484.5212
ANTXR2|118429	644.2623	ANTXR2|118429	565.1548
ANUBL1|93550	48.3607	ANUBL1|93550	38.5169
lowly_expressed	lowly_expressed	ANXA10|11199	73.0742
ANXA11|311	2448.3607	ANXA11|311	3535.6371
lowly_expressed	lowly_expressed	ANXA13|312	11.1591
ANXA1|301	2758.1967	ANXA1|301	920.8063
ANXA2P1|303	74.5902	ANXA2P1|303	41.3967
ANXA2P2|304	4430.3279	ANXA2P2|304	3949.6040000000003
lowly_expressed	lowly_expressed	ANXA2P3|305	7.1994
ANXA2|302	13797.541000000001	ANXA2|302	11452.8438
ANXA3|306	559.0164	ANXA3|306	14.0389
ANXA4|307	1776.2295	ANXA4|307	1860.6911
ANXA5|308	6415.5738	ANXA5|308	2871.1303
ANXA6|309	3400.8197	ANXA6|309	3179.6256
ANXA7|310	3601.6393	ANXA7|310	3955.0036
ANXA8L2|244	104.91799999999999	lowly_expressed	lowly_expressed
ANXA8|653145	510.6557	lowly_expressed	lowly_expressed
ANXA9|8416	421.3115	ANXA9|8416	597.1922
AOAH|313	13.1148	AOAH|313	10.0792
AOC2|314	16.3934	AOC2|314	29.5176
AOC3|8639	278.6885	AOC3|8639	422.6062
AOX1|316	68.8525	AOX1|316	1964.3629
AP1AR|55435	859.0164	AP1AR|55435	635.7091
AP1B1|162	1235.2459	AP1B1|162	2076.3139
AP1G1|164	6006.5574	AP1G1|164	1212.743
AP1G2|8906	2049.2377	AP1G2|8906	2067.8618
AP1M1|8907	723.7705	AP1M1|8907	613.031
AP1M2|10053	2406.5574	AP1M2|10053	1500.36
AP1S1|1174	1027.8689	AP1S1|1174	1977.6818
AP1S2|8905	287.7049	AP1S2|8905	184.6652
AP1S3|130340	122.9508	AP1S3|130340	48.9561
AP2A1|160	3825.4672	AP2A1|160	5484.6796
AP2A2|161	1799.1803	AP2A2|161	2005.0396
AP2B1|163	7781.1475	AP2B1|163	8577.3938
AP2M1|1173	7647.541	AP2M1|1173	6303.0958
AP2S1|1175	728.6885	AP2S1|1175	672.0662
AP3B1|8546	768.0328	AP3B1|8546	625.6299
AP3B2|8120	54.0984	AP3B2|8120	172.0662
AP3D1|8943	2944.2623	AP3D1|8943	2699.0641
AP3M1|26985	1836.8852	AP3M1|26985	847.0122
AP3M2|10947	361.4754	AP3M2|10947	288.6969
AP3S1|1176	764.7541	AP3S1|1176	1003.9597
AP3S2|10239	1644.2623	AP3S2|10239	1652.3398
AP4B1|10717	231.082	AP4B1|10717	139.0785
AP4E1|23431	385.2459	AP4E1|23431	226.0619
AP4M1|9179	488.0246	AP4M1|9179	373.4233
AP4S1|11154	105.7377	AP4S1|11154	38.1569
APAF1|317	645.9016	APAF1|317	296.9762
APBA1|320	81.9672	APBA1|320	113.7509
APBA2|321	102.459	APBA2|321	70.1944
APBA3|9546	115.5738	APBA3|9546	281.8575
APBB1IP|54518	52.458999999999996	APBB1IP|54518	160.9071
APBB1|322	398.3607	APBB1|322	1215.2628
APBB2|323	3492.623	APBB2|323	626.7099
APBB3|10307	281.1475	APBB3|10307	563.7149
APC2|10297	23.1393	lowly_expressed	lowly_expressed
APCDD1L|164284	79.5082	lowly_expressed	lowly_expressed
APCDD1|147495	378.6885	APCDD1|147495	97.5522
lowly_expressed	lowly_expressed	APCS|325	8348.0922
APC|324	947.541	APC|324	313.5349
APEH|327	2927.8689	APEH|327	1714.5428
APEX1|328	3780.3279	APEX1|328	3781.4975
APEX2|27301	763.9344	APEX2|27301	602.5918
APH1A|51107	3659.8361	APH1A|51107	5938.8049
APH1B|83464	727.8689	APH1B|83464	631.0295
API5|8539	3119.6721	API5|8539	1586.7531
APIP|51074	390.5246	APIP|51074	572.8618
APITD1|378708	264.7541	APITD1|378708	199.8416
APLF|200558	44.2623	APLF|200558	11.879000000000001
APLNR|187	422.1311	APLNR|187	56.1555
APLN|8862	232.7869	APLN|8862	33.1174
APLP1|333	413.9344	APLP1|333	318.9345
APLP2|334	8797.541	APLP2|334	9574.514000000001
APOA1BP|128240	1230.3279	APOA1BP|128240	2779.3377
lowly_expressed	lowly_expressed	APOA1|335	13981.6415
lowly_expressed	lowly_expressed	APOA2|336	24542.8366
lowly_expressed	lowly_expressed	APOA4|337	429.8056
lowly_expressed	lowly_expressed	APOA5|116519	383.7293
APOB48R|55911	37.7049	APOB48R|55911	46.7963
lowly_expressed	lowly_expressed	APOBEC1|339	61.5551
APOBEC3B|9582	172.8689	APOBEC3B|9582	88.5529
APOBEC3C|27350	115.5738	APOBEC3C|27350	53.6357
APOBEC3D|140564	33.6066	APOBEC3D|140564	130.3096
APOBEC3F|200316	145.9016	APOBEC3F|200316	141.4687
APOBEC3G|60489	146.7213	APOBEC3G|60489	398.8481
lowly_expressed	lowly_expressed	APOB|338	10643.2685
lowly_expressed	lowly_expressed	APOC1P1|342	21.2383
APOC1|341	142.623	APOC1|341	7782.2174
lowly_expressed	lowly_expressed	APOC2|344	7895.6084
lowly_expressed	lowly_expressed	APOC3|345	8615.5508
lowly_expressed	lowly_expressed	APOC4|346	384.4492
APOD|347	1194.2623	APOD|347	1115.1908
APOE|348	476.2295	APOE|348	25099.3521
lowly_expressed	lowly_expressed	APOF|319	784.7372
lowly_expressed	lowly_expressed	APOH|350	3857.0914
APOL1|8542	454.918	APOL1|8542	1560.4752
APOL2|23780	288.5246	APOL2|23780	650.1080000000001
APOL3|80833	122.1311	APOL3|80833	578.8337
APOL4|80832	114.7541	APOL4|80832	52.9158
APOL6|80830	244.2623	APOL6|80830	954.2837
APOLD1|81575	549.1803	APOLD1|81575	624.712
APOM|55937	53.2787	APOM|55937	955.7235
APOOL|139322	214.7541	APOOL|139322	197.6242
APOO|79135	230.3279	APOO|79135	363.5709
APPBP2|10513	825.4098	APPBP2|10513	806.3355
APPL1|26060	1684.4262	APPL1|26060	667.3866
APPL2|55198	1686.8852	APPL2|55198	835.4932
APP|351	24901.6393	APP|351	28904.2477
APRT|353	1295.0819999999999	APRT|353	2997.4802
APTX|54840	438.5246	APTX|54840	559.7552
AQP11|282679	31.1475	AQP11|282679	11.1591
AQP1|358	1646.7213	AQP1|358	1391.6487
AQP3|360	64.7541	AQP3|360	1996.0403
AQP4|361	8.1967	lowly_expressed	lowly_expressed
AQP6|363	6.5574	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	68.7545
lowly_expressed	lowly_expressed	AQP7P3|441432	8.2793
lowly_expressed	lowly_expressed	AQP7|364	41.3967
lowly_expressed	lowly_expressed	AQP9|366	786.1771
AQR|9716	1162.2951	AQR|9716	707.3434
ARAF|369	959.8361	ARAF|369	2042.8366
ARAP1|116985	1226.1885	ARAP1|116985	2048.2073
ARAP2|116984	357.37699999999995	ARAP2|116984	102.2318
ARAP3|64411	186.0656	ARAP3|64411	494.2405
ARCN1|372	3329.5082	ARCN1|372	3240.8207
lowly_expressed	lowly_expressed	ARC|23237	29.5176
AREG|374	5572.1311	AREG|374	1387.329
ARF1|375	9638.5246	ARF1|375	22848.4521
ARF3|377	5710.6557	ARF3|377	7452.4838
ARF4|378	5330.3279	ARF4|378	2598.9921
ARF5|381	2594.2213	ARF5|381	2635.3492
ARF6|382	6586.0656	ARF6|382	5717.7826
ARFGAP1|55738	939.3443	ARFGAP1|55738	1709.1433
ARFGAP2|84364	2232.7869	ARFGAP2|84364	2444.9244
ARFGAP3|26286	391.8033	ARFGAP3|26286	2174.5860000000002
ARFGEF1|10565	4996.877	ARFGEF1|10565	4071.5623
ARFGEF2|10564	2747.5409999999997	ARFGEF2|10564	2430.1656
ARFIP1|27236	1813.1148	ARFIP1|27236	1067.6746
ARFIP2|23647	1042.623	ARFIP2|23647	1386.6091
ARFRP1|10139	385.2459	ARFRP1|10139	1908.2073
lowly_expressed	lowly_expressed	ARG1|383	2938.085
ARG2|384	176.9344	ARG2|384	238.2829
ARGFXP2|503640	765.5738	ARGFXP2|503640	35.6371
ARGLU1|55082	2018.0328	ARGLU1|55082	2499.2801
ARHGAP10|79658	68.8525	ARHGAP10|79658	50.396
ARHGAP11A|9824	456.5574	ARHGAP11A|9824	194.0245
ARHGAP11B|89839	30.3279	ARHGAP11B|89839	32.3974
ARHGAP12|94134	1577.0492	ARHGAP12|94134	715.2628
ARHGAP15|55843	25.4098	ARHGAP15|55843	37.077
ARHGAP17|55114	1024.5902	ARHGAP17|55114	1100.432
ARHGAP18|93663	364.7541	ARHGAP18|93663	286.1771
ARHGAP19|84986	546.8197	ARHGAP19|84986	370.0504
ARHGAP1|392	3359.0164	ARHGAP1|392	2255.5796
ARHGAP20|57569	34.4262	ARHGAP20|57569	7.5594
ARHGAP21|57584	1622.9508	ARHGAP21|57584	822.5342
ARHGAP22|58504	48.3607	ARHGAP22|58504	47.5162
ARHGAP23|57636	267.2131	ARHGAP23|57636	387.329
ARHGAP24|83478	137.7049	ARHGAP24|83478	90.3528
ARHGAP25|9938	63.9344	ARHGAP25|9938	200.50400000000002
ARHGAP26|23092	648.3607	ARHGAP26|23092	113.3909
ARHGAP27|201176	133.6066	ARHGAP27|201176	942.4046
ARHGAP28|79822	145.9016	lowly_expressed	lowly_expressed
ARHGAP29|9411	1800.8197	ARHGAP29|9411	390.5688
ARHGAP30|257106	138.5246	ARHGAP30|257106	266.3787
ARHGAP31|57514	470.4918	ARHGAP31|57514	73.7941
ARHGAP32|9743	1309.0164	ARHGAP32|9743	798.7761
ARHGAP33|115703	198.3607	ARHGAP33|115703	132.8294
ARHGAP36|158763	82318.0328	ARHGAP36|158763	4749.46
ARHGAP39|80728	570.4918	ARHGAP39|80728	628.1497
ARHGAP42|143872	67.2131	ARHGAP42|143872	51.8359
ARHGAP4|393	201.6393	ARHGAP4|393	990.6407
ARHGAP5|394	2176.2295	ARHGAP5|394	1250.54
ARHGAP6|395	24.5902	ARHGAP6|395	30.5976
ARHGAP8|23779	486.9754	ARHGAP8|23779	350.2988
ARHGAP9|64333	38.5246	ARHGAP9|64333	18.3585
ARHGDIA|396	5819.6721	ARHGDIA|396	13760.9791
ARHGDIB|397	3052.4590000000003	ARHGDIB|397	3010.0792
ARHGEF10L|55160	853.2787	ARHGEF10L|55160	1272.1382
ARHGEF10|9639	1140.9836	ARHGEF10|9639	763.1389
ARHGEF11|9826	1371.3115	ARHGEF11|9826	1349.5320000000002
ARHGEF12|23365	3304.0984	ARHGEF12|23365	2262.0589999999997
ARHGEF15|22899	122.9508	ARHGEF15|22899	72.3542
ARHGEF16|27237	640.9836	ARHGEF16|27237	852.7718
ARHGEF17|9828	915.5738	ARHGEF17|9828	771.7783
ARHGEF18|23370	840.9836	ARHGEF18|23370	677.4658
ARHGEF19|128272	172.9508	ARHGEF19|128272	566.2347
ARHGEF1|9138	2351.6393	ARHGEF1|9138	6931.9654
ARHGEF2|9181	1029.5082	ARHGEF2|9181	1120.5904
ARHGEF33|100271715	8.1967	ARHGEF33|100271715	8.6393
ARHGEF35|445328	327.8689	ARHGEF35|445328	520.1584
ARHGEF37|389337	850.0	ARHGEF37|389337	101.8719
ARHGEF3|50650	887.7049	ARHGEF3|50650	474.0821
ARHGEF4|50649	54.0984	ARHGEF4|50649	88.1929
ARHGEF5|7984	713.1148	ARHGEF5|7984	592.5126
ARHGEF6|9459	1373.7705	ARHGEF6|9459	469.0425
ARHGEF7|8874	1452.4589999999998	ARHGEF7|8874	868.6105
ARHGEF9|23229	580.3279	ARHGEF9|23229	514.0389
ARID1A|8289	4990.1639	ARID1A|8289	2503.9597
ARID1B|57492	1634.4262	ARID1B|57492	997.8402
ARID2|196528	1258.1967	ARID2|196528	497.1202
ARID3A|1820	73.7705	ARID3A|1820	116.9906
ARID3B|10620	82.7869	ARID3B|10620	73.0742
ARID4A|5926	699.1803	ARID4A|5926	479.1217
ARID4B|51742	1592.6229999999998	ARID4B|51742	1508.9993
ARID5A|10865	184.4262	ARID5A|10865	488.121
ARID5B|84159	2729.5082	ARID5B|84159	1198.7041
ARIH1|25820	1917.2131	ARIH1|25820	2053.9957
ARIH2|10425	1923.7705	ARIH2|10425	832.6134
ARL10|285598	29.5082	ARL10|285598	12.599
ARL11|115761	9.8361	ARL11|115761	290.4968
ARL13B|200894	267.2131	ARL13B|200894	112.671
lowly_expressed	lowly_expressed	ARL14|80117	41.0367
ARL15|54622	235.2459	ARL15|54622	98.6321
ARL16|339231	462.2951	ARL16|339231	755.5796
ARL17A|51326	42.6557	ARL17A|51326	39.891999999999996
ARL1|400	2100.8197	ARL1|400	1714.5428
ARL2BP|23568	1262.2951	ARL2BP|23568	739.7408
ARL2|402	537.7049	ARL2|402	1364.6508
ARL3|403	2083.6066	ARL3|403	1102.9518
ARL4A|10124	416.3934	ARL4A|10124	108.7113
ARL4C|10123	958.1967	ARL4C|10123	641.1087
ARL4D|379	49.1803	ARL4D|379	141.4687
ARL5A|26225	900.8197	ARL5A|26225	769.9784
ARL5B|221079	196.7213	ARL5B|221079	372.9302
ARL6IP1|23204	9018.0328	ARL6IP1|23204	10101.1519
ARL6IP4|51329	959.0164	ARL6IP4|51329	4113.7509
ARL6IP5|10550	4167.2131	ARL6IP5|10550	1399.2081
ARL6IP6|151188	377.8689	ARL6IP6|151188	503.5997
ARL6|84100	85.2459	ARL6|84100	23.7581
ARL8A|127829	837.7049	ARL8A|127829	3593.2325
ARL8B|55207	3515.5738	ARL8B|55207	2145.4284
ARL9|132946	9.0164	ARL9|132946	53.6357
ARMC10|83787	787.3279	ARMC10|83787	804.4888
ARMC1|55156	1045.9016	ARMC1|55156	845.9323
ARMC2|84071	43.4426	ARMC2|84071	26.9978
lowly_expressed	lowly_expressed	ARMC3|219681	12.959000000000001
ARMC5|79798	183.6066	ARMC5|79798	341.9726
ARMC6|93436	519.6721	ARMC6|93436	335.4932
ARMC7|79637	817.2131	ARMC7|79637	1248.3801
ARMC8|25852	822.1311	ARMC8|25852	363.5709
ARMC9|80210	565.5738	ARMC9|80210	446.3643
ARMCX1|51309	2552.459	ARMCX1|51309	1305.6156
ARMCX2|9823	1286.0656	ARMCX2|9823	1224.2621
ARMCX3|51566	2575.4098	ARMCX3|51566	2889.4888
ARMCX5|64860	400.0	ARMCX5|64860	402.4478
ARMCX6|54470	439.3443	ARMCX6|54470	439.8848
ARNT2|9915	1805.7377	ARNT2|9915	821.0943
ARNTL2|56938	32.7869	ARNTL2|56938	18.3585
ARNTL|406	346.7213	ARNTL|406	318.2145
ARNT|405	1359.0164	ARNT|405	1453.2037
ARPC1A|10552	2323.9098	ARPC1A|10552	2160.1368
ARPC1B|10095	1552.3197	ARPC1B|10095	4670.6767
ARPC2|10109	4877.0492	ARPC2|10109	3261.3391
ARPC3|10094	4593.4426	ARPC3|10094	4695.8243
ARPC4|10093	3193.8934	ARPC4|10093	2943.8913
ARPC5L|81873	580.3279	ARPC5L|81873	834.4132
ARPC5|10092	3265.5738	ARPC5|10092	3979.4816
ARPM1|84517	27.8689	ARPM1|84517	12.959000000000001
ARPP19|10776	4203.2787	ARPP19|10776	4422.9662
ARPP21|10777	54.0984	lowly_expressed	lowly_expressed
ARRB1|408	670.4918	ARRB1|408	325.7739
ARRB2|409	624.5902	ARRB2|409	624.1901
ARRDC1|92714	648.3607	ARRDC1|92714	1226.7819
ARRDC2|27106	427.0492	ARRDC2|27106	904.2477
ARRDC3|57561	3212.2951	ARRDC3|57561	1971.2023
ARRDC4|91947	256.5574	ARRDC4|91947	262.41900000000004
ARSA|410	316.3934	ARSA|410	1191.1447
ARSB|411	424.5902	ARSB|411	159.4672
ARSD|414	2257.377	ARSD|414	3863.2109
ARSE|415	60.6557	ARSE|415	266.3787
ARSG|22901	431.1475	ARSG|22901	1349.892
ARSH|347527	7.377000000000001	ARSH|347527	16.9186
ARSI|340075	158.1967	ARSI|340075	14.0389
ARSJ|79642	145.082	ARSJ|79642	88.5529
ARSK|153642	105.7377	ARSK|153642	102.9518
lowly_expressed	lowly_expressed	ART4|420	32.7574
ARTN|9048	213.1148	ARTN|9048	189.7048
ARV1|64801	316.3934	ARV1|64801	426.9258
ARVCF|421	91.8033	ARVCF|421	251.9798
AR|367	611.4754	AR|367	32.3974
AS3MT|57412	52.458999999999996	AS3MT|57412	134.9892
ASAH1|427	2300.8197	ASAH1|427	4910.3672
ASAH2B|653308	22.9508	ASAH2B|653308	14.0389
ASAH2|56624	6.5574	lowly_expressed	lowly_expressed
ASAM|79827	213.9344	ASAM|79827	41.7567
ASAP1|50807	796.7213	ASAP1|50807	675.306
ASAP2|8853	856.5574	ASAP2|8853	586.7531
ASAP3|55616	238.5246	ASAP3|55616	712.383
ASB13|79754	2977.8689	ASB13|79754	3528.7977
ASB14|142686	11.4754	ASB14|142686	5.7595
lowly_expressed	lowly_expressed	ASB16|92591	61.1087
ASB1|51665	417.6311	ASB1|51665	532.4118
lowly_expressed	lowly_expressed	ASB2|51676	5.0396
ASB3|51130	240.9836	ASB3|51130	298.4161
ASB6|140459	627.9016	ASB6|140459	501.0691
ASB7|140460	571.3115	ASB7|140460	395.6084
ASB8|140461	934.4262	ASB8|140461	543.1965
ASB9|140462	9.0164	ASB9|140462	8.2793
ASCC1|51008	730.3279	ASCC1|51008	954.2837
ASCC2|84164	644.2623	ASCC2|84164	1610.1512
ASCC3|10973	1113.9344	ASCC3|10973	1032.3974
ASCL1|429	135.2459	ASCL1|429	8.9993
ASCL2|430	30.3279	ASCL2|430	160.1872
ASF1A|25842	459.0164	ASF1A|25842	191.5047
ASF1B|55723	786.8852	ASF1B|55723	89.9928
ASGR1|432	7.377000000000001	ASGR1|432	2781.8575
lowly_expressed	lowly_expressed	ASGR2|433	3303.4557
ASH1L|55870	2470.4918	ASH1L|55870	2606.1375
ASH2L|9070	11668.8525	ASH2L|9070	6750.18
ASL|435	368.8525	ASL|435	1659.4672
ASMTL|8623	721.3115	ASMTL|8623	1202.9878
ASNA1|439	1419.6721	ASNA1|439	1025.9179
ASNSD1|54529	937.7049	ASNSD1|54529	940.9647
ASNS|440	704.0984	ASNS|440	271.0583
lowly_expressed	lowly_expressed	ASPDH|554235	31.3175
lowly_expressed	lowly_expressed	ASPG|374569	176.7459
ASPHD1|253982	39.3443	ASPHD1|253982	287.97700000000003
ASPHD2|57168	164.7541	ASPHD2|57168	82.0734
ASPH|444	22771.7377	ASPH|444	19914.0713
ASPM|259266	440.1639	ASPM|259266	81.3535
ASPN|54829	5572.1311	ASPN|54829	536.7171
ASPRV1|151516	47.541000000000004	ASPRV1|151516	66.2815
ASPSCR1|79058	290.9836	ASPSCR1|79058	1239.3808
