gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
TTC38|55020	303.0116	TTC38|55020	652.9486
TTC39A|22996	1276.8152	TTC39A|22996	1289.8034
TTC39B|158219	176.1551	TTC39B|158219	107.5986
TTC39C|125488	609.9422	TTC39C|125488	443.2693
TTC3|7267	12036.5099	TTC3|7267	5808.9436
TTC4|7268	555.7364	TTC4|7268	512.2428
TTC5|91875	203.5891	TTC5|91875	230.3713
TTC7A|57217	537.9538	TTC7A|57217	789.5160000000001
TTC7B|145567	327.9703	TTC7B|145567	546.7295
TTC8|123016	371.4934	TTC8|123016	533.3946
TTC9C|283237	388.4076	TTC9C|283237	229.4517
TTC9|23508	752.0627	TTC9|23508	485.1132
TTF1|7270	498.7624	TTF1|7270	392.6888
TTF2|8458	547.4422	TTF2|8458	256.1214
TTK|7272	910.066	TTK|7272	19.3126
TTLL10|254173	5.7756	TTLL10|254173	12.875
TTLL11|158135	45.3795	TTLL11|158135	91.5048
TTLL12|23170	659.6535	TTLL12|23170	749.0516
TTLL1|25809	126.6502	TTLL1|25809	181.1702
TTLL3|26140	330.7818	TTLL3|26140	334.1993
TTLL4|9654	590.3465	TTLL4|9654	336.5904
TTLL5|23093	633.6634	TTLL5|23093	570.1805
TTLL7|79739	266.7079	TTLL7|79739	266.6973
TTLL9|164395	41.0479	lowly_expressed	lowly_expressed
TTL|150465	1014.2327	TTL|150465	688.8148
TTN|7273	221.58	TTN|7273	150.4357
TTPAL|79183	630.363	TTPAL|79183	465.3408
TTPA|7274	8.6634	TTPA|7274	7.817
TTYH1|57348	18.1518	TTYH1|57348	168.755
TTYH2|94015	210.3115	TTYH2|94015	170.7737
TTYH3|80727	1093.6469	TTYH3|80727	768.824
TUBA1A|7846	4782.5804	TUBA1A|7846	9455.1558
TUBA1B|10376	20459.2327	TUBA1B|10376	9069.9759
TUBA1C|84790	3793.7294	TUBA1C|84790	1344.9822
TUBA3C|7278	5.5693	lowly_expressed	lowly_expressed
TUBA3D|113457	38.9851	lowly_expressed	lowly_expressed
TUBA3E|112714	21.6584	lowly_expressed	lowly_expressed
TUBA4A|7277	427.8053	TUBA4A|7277	521.8991
TUBA8|51807	91.087	TUBA8|51807	75.411
lowly_expressed	lowly_expressed	TUBAL3|79861	8.7366
TUBB1|81027	17.9455	TUBB1|81027	15.634
TUBB2A|7280	491.5429	TUBB2A|7280	1689.8494
TUBB2B|347733	26.8152	TUBB2B|347733	360.5012
TUBB2C|10383	2861.1799	TUBB2C|10383	3324.9799
TUBB3|10381	249.8144	TUBB3|10381	157.5216
TUBB4|10382	21.2459	TUBB4|10382	64.835
TUBB6|84617	812.6609	TUBB6|84617	2856.2363
TUBBP5|643224	33.8284	TUBBP5|643224	44.6028
TUBB|203068	19076.1139	TUBB|203068	9931.7163
TUBD1|51174	224.2162	TUBD1|51174	290.1483
TUBE1|51175	192.6568	TUBE1|51175	297.0456
TUBG1|7283	430.0743	TUBG1|7283	409.7023
TUBG2|27175	115.5116	TUBG2|27175	414.3005
TUBGCP2|10844	1078.7273	TUBGCP2|10844	1045.7202
TUBGCP3|10426	589.1089	TUBGCP3|10426	671.3415
TUBGCP4|27229	258.2508	TUBGCP4|27229	261.6393
TUBGCP5|114791	476.2789	TUBGCP5|114791	287.8492
TUBGCP6|85378	385.1073	TUBGCP6|85378	721.0024
TUB|7275	134.901	TUB|7275	366.4789
TUFM|7284	2193.8944	TUFM|7284	2322.106
TUFT1|7286	742.368	TUFT1|7286	474.0775
TUG1|55000	4937.0875	TUG1|55000	4135.6478
TULP3|7289	682.5495	TULP3|7289	919.1861
TULP4|56995	1441.2129	TULP4|56995	927.4629
TUSC1|286319	195.9571	TUSC1|286319	358.6619
TUSC2|11334	455.6518	TUSC2|11334	470.8587
TUSC3|7991	776.8152	TUSC3|7991	837.3376
TUSC5|286753	885.5198	TUSC5|286753	2502.3566
TUT1|64852	339.1089	TUT1|64852	474.0775
TWF1|5756	3902.8465	TWF1|5756	1836.5329
TWF2|11344	609.2327	TWF2|11344	738.4665
TWIST1|7291	144.80200000000002	TWIST1|7291	320.9564
TWIST2|117581	36.7162	TWIST2|117581	111.2772
TWISTNB|221830	615.3053	TWISTNB|221830	557.3054
TWSG1|57045	940.5941	TWSG1|57045	1343.6027
TXK|7294	31.5594	TXK|7294	5.9777
TXLNA|200081	1938.3251	TXLNA|200081	1719.7379
TXLNB|167838	91.5842	TXLNB|167838	100.7012
TXLNG|55787	305.8993	TXLNG|55787	286.0099
TXN2|25828	829.2079	TXN2|25828	1282.4463
TXNDC11|51061	1130.363	TXNDC11|51061	944.9362
TXNDC12|51060	1676.9802	TXNDC12|51060	1320.1517
TXNDC15|79770	1054.4554	TXNDC15|79770	1300.3794
TXNDC16|57544	1297.236	TXNDC16|57544	515.0017
TXNDC17|84817	631.3511	TXNDC17|84817	296.7054
TXNDC3|51314	11.1386	lowly_expressed	lowly_expressed
TXNDC5|81567	7863.3333	TXNDC5|81567	4975.9926
TXNDC6|347736	5.1568	lowly_expressed	lowly_expressed
TXNDC9|10190	821.1634	TXNDC9|10190	547.1801
TXNIP|10628	23379.1254	TXNIP|10628	31903.4372
TXNL1|9352	1379.7442	TXNL1|9352	1068.6286
TXNL4A|10907	875.2063	TXNL4A|10907	474.0775
TXNL4B|54957	233.2921	TXNL4B|54957	141.1657
TXNRD1|7296	2285.4785	TXNRD1|7296	1685.711
TXNRD2|10587	169.1419	TXNRD2|10587	290.1483
TXNRD3IT1|645840	131.3944	TXNRD3IT1|645840	223.0141
TXN|7295	3796.6172	TXN|7295	1544.5454
TYK2|7297	1004.9505	TYK2|7297	779.3999
TYMP|1890	961.4274	TYMP|1890	404.1844
TYMS|7298	732.1865	TYMS|7298	140.8162
TYRO3|7301	214.93400000000003	TYRO3|7301	535.2339
TYROBP|7305	961.6337	TYROBP|7305	540.7518
TYRP1|7306	66.8317	lowly_expressed	lowly_expressed
TYSND1|219743	224.0099	TYSND1|219743	430.3943
TYW1B|441250	62.7063	TYW1B|441250	44.6028
TYW1|55253	437.5	TYW1|55253	434.5327
TYW3|127253	566.5305	TYW3|127253	608.2538
U2AF1L4|199746	76.3511	U2AF1L4|199746	75.6547
U2AF1|7307	1208.5396	U2AF1|7307	848.8332
U2AF2|11338	2679.6617	U2AF2|11338	1780.4345
UACA|55075	2539.3977	UACA|55075	2370.8472
UAP1L1|91373	204.2079	UAP1L1|91373	258.4205
UAP1|6675	2883.0446	UAP1|6675	1800.6667
UBA1|7317	6343.6469	UBA1|7317	5987.3549
UBA2|10054	3181.7244	UBA2|10054	2711.5759999999996
UBA3|9039	1322.8135	UBA3|9039	998.7355
UBA52|7311	6485.7673	UBA52|7311	7790.7805
UBA5|79876	714.3214	UBA5|79876	673.2084
UBA6|55236	1309.4059	UBA6|55236	907.6905
UBA7|7318	730.6106	UBA7|7318	740.7748
UBAC1|10422	462.0462	UBAC1|10422	543.5107
UBAC2|337867	1027.0008	UBAC2|337867	1181.2484
UBAP1|51271	1237.005	UBAP1|51271	1620.876
UBAP2L|9898	4051.3614	UBAP2L|9898	2440.7403
UBAP2|55833	945.3383	UBAP2|55833	738.4757
UBASH3A|53347	120.8746	UBASH3A|53347	18.8527
UBASH3B|84959	376.4439	UBASH3B|84959	87.3664
UBB|7314	10160.4785	UBB|7314	9856.3053
UBC|7316	28981.4356	UBC|7316	44792.275
UBD|10537	874.5875	UBD|10537	169.2149
UBE2A|7319	2100.0413	UBE2A|7319	1085.1822
UBE2B|7320	1725.4538	UBE2B|7320	1619.0367
UBE2CBP|90025	40.8416	UBE2CBP|90025	40.9242
UBE2C|11065	805.0743	UBE2C|11065	13.3349
UBE2D1|7321	508.0446	UBE2D1|7321	472.2382
UBE2D2|7322	1913.1601	UBE2D2|7322	1442.9245
UBE2D3|7323	5910.6848	UBE2D3|7323	5678.3538
UBE2D4|51619	259.8577	UBE2D4|51619	314.3534
UBE2E1|7324	1811.2624	UBE2E1|7324	1314.174
UBE2E2|7325	426.7739	UBE2E2|7325	492.9302
UBE2E3|10477	591.3779	UBE2E3|10477	1144.0395
UBE2F|140739	709.9835	UBE2F|140739	454.7649
UBE2G1|7326	1507.0132	UBE2G1|7326	1209.3344
UBE2G2|7327	1438.7376	UBE2G2|7327	1391.8841
UBE2H|7328	1563.9439	UBE2H|7328	1684.7914
UBE2I|7329	2086.8399	UBE2I|7329	1370.7323
UBE2J1|51465	3122.7309999999998	UBE2J1|51465	2055.8685
UBE2J2|118424	450.0825	UBE2J2|118424	591.3323
UBE2K|3093	2690.3878	UBE2K|3093	1704.5637
UBE2L3|7332	2095.0908	UBE2L3|7332	1743.6487
UBE2L6|9246	2788.7789	UBE2L6|9246	1327.9687
UBE2MP1|606551	48.2673	UBE2MP1|606551	66.2145
UBE2M|9040	387.995	UBE2M|9040	626.7387
UBE2NL|389898	7.2195	UBE2NL|389898	5.0581
UBE2N|7334	2126.2376	UBE2N|7334	1518.7953
UBE2O|63893	555.2805	UBE2O|63893	617.0824
UBE2Q1|55585	1870.2558	UBE2Q1|55585	1458.5585
UBE2Q2P1|388165	11.9637	UBE2Q2P1|388165	8.7366
UBE2Q2|92912	1727.3102	UBE2Q2|92912	1300.3794
UBE2QL1|134111	39.604	UBE2QL1|134111	62.5359
UBE2R2|54926	2160.0660000000003	UBE2R2|54926	1771.6979
UBE2S|27338	431.3119	UBE2S|27338	112.6566
UBE2T|29089	660.6848	UBE2T|29089	35.4064
UBE2V1|7335	3565.1444	UBE2V1|7335	2730.3092
UBE2V2|7336	1239.4802	UBE2V2|7336	659.3861
UBE2W|55284	1423.2673	UBE2W|55284	732.498
UBE2Z|65264	2306.5182	UBE2Z|65264	2383.7223
UBE3A|7337	3254.9505	UBE3A|7337	2109.6678
UBE3B|89910	1120.462	UBE3B|89910	1313.2544
UBE3C|9690	2181.9307	UBE3C|9690	1960.6851
UBE4A|9354	2349.835	UBE4A|9354	1896.3099
UBE4B|10277	1543.1106	UBE4B|10277	1613.059
UBFD1|56061	1986.3861	UBFD1|56061	1164.7316
UBIAD1|29914	491.3366	UBIAD1|29914	556.8456
UBL3|5412	1869.0182	UBL3|5412	2062.306
UBL4A|8266	828.5891	UBL4A|8266	596.8502
UBL5|59286	2312.0875	UBL5|59286	1018.9677
UBL7|84993	631.6007	UBL7|84993	690.1943
UBLCP1|134510	746.4934	UBLCP1|134510	588.1136
UBN1|29855	1902.8465	UBN1|29855	1306.8169
UBN2|254048	998.1436	UBN2|254048	800.5518
UBOX5|22888	260.7261	UBOX5|22888	392.6382
UBP1|7342	2805.8993	UBP1|7342	2475.6869
UBQLN1|29979	3496.9059	UBQLN1|29979	3180.5955
UBQLN2|29978	1618.3993	UBQLN2|29978	1515.1167
UBQLN4|56893	1627.8878	UBQLN4|56893	938.0389
lowly_expressed	lowly_expressed	UBQLNL|143630	5.9777
UBR1|197131	1239.4802	UBR1|197131	978.9631
UBR2|23304	1715.1403	UBR2|23304	1018.0481
UBR3|130507	1403.4653	UBR3|130507	1716.0593
UBR4|23352	3941.6254	UBR4|23352	4013.7947
UBR5|51366	5369.0182	UBR5|51366	3381.0783
UBR7|55148	1233.2921	UBR7|55148	1174.8477
UBTD1|80019	154.703	UBTD1|80019	327.8538
UBTD2|92181	1764.0264	UBTD2|92181	960.1104
UBTF|7343	1966.7904	UBTF|7343	2265.0879
UBXN10|127733	403.2591	UBXN10|127733	353.6039
UBXN11|91544	204.6205	UBXN11|91544	130.1299
UBXN1|51035	882.8383	UBXN1|51035	1169.3298
UBXN2A|165324	319.1007	UBXN2A|165324	336.1306
UBXN2B|137886	1289.8102	UBXN2B|137886	652.029
UBXN4|23190	4016.0891	UBXN4|23190	3103.805
UBXN6|80700	715.3465	UBXN6|80700	1256.2363
UBXN7|26043	623.9686	UBXN7|26043	442.3497
UBXN8|7993	149.5462	UBXN8|7993	136.1076
UCA1|652995	23.1023	UCA1|652995	7.3572
UCHL1|7345	209.9835	UCHL1|7345	147.1433
UCHL3|7347	435.4373	UCHL3|7347	291.5278
UCHL5|51377	819.1275	UCHL5|51377	320.3908
UCK1|83549	351.0726	UCK1|83549	501.207
UCK2|7371	350.4538	UCK2|7371	221.6347
UCKL1AS|100113386	13.1415	lowly_expressed	lowly_expressed
UCKL1|54963	413.7789	UCKL1|54963	360.961
UCP1|7350	6.6007	UCP1|7350	11.0358
UCP2|7351	2820.132	UCP2|7351	1871.0197
UCP3|7352	14.0264	UCP3|7352	17.9331
UEVLD|55293	570.5446	UEVLD|55293	270.3759
UFC1|51506	2271.8647	UFC1|51506	1576.733
UFD1L|7353	1058.9872	UFD1L|7353	683.7476
UFM1|51569	1752.8878	UFM1|51569	1621.3358
UFSP1|402682	5.9818	UFSP1|402682	6.8973
UFSP2|55325	609.2368	UFSP2|55325	862.6371
UGCG|7357	585.8086	UGCG|7357	752.2704
UGDH|7358	1357.467	UGDH|7358	1396.0225
UGGT1|56886	2644.3894	UGGT1|56886	1689.8494
UGGT2|55757	437.9125	UGGT2|55757	463.5016
UGP2|7360	3383.8696	UGP2|7360	4025.7501
UGT2B10|7365	6.8069	lowly_expressed	lowly_expressed
UGT2B11|10720	1166.1572	UGT2B11|10720	887.4399
UGT2B15|7366	66.2129	UGT2B15|7366	18.3929
lowly_expressed	lowly_expressed	UGT2B28|54490	29.4287
lowly_expressed	lowly_expressed	UGT2B4|7363	10.1161
UGT8|7368	16.9142	UGT8|7368	91.5048
UHMK1|127933	1127.8878	UHMK1|127933	443.2693
UHRF1BP1L|23074	1098.1848	UHRF1BP1L|23074	715.0247
UHRF1BP1|54887	1178.8366	UHRF1BP1|54887	479.1355
UHRF1|29128	430.6931	UHRF1|29128	11.0358
UHRF2|115426	1042.9043	UHRF2|115426	821.2438
UIMC1|51720	642.1205	UIMC1|51720	452.4658
ULBP1|80329	27.6403	lowly_expressed	lowly_expressed
ULBP2|80328	22.6898	ULBP2|80328	15.1742
ULBP3|79465	16.2954	ULBP3|79465	23.451
ULK1|8408	566.6254	ULK1|8408	1370.7323
ULK2|9706	505.9818	ULK2|9706	789.5160000000001
ULK3|25989	474.4224	ULK3|25989	410.1621
ULK4|54986	102.5165	ULK4|54986	51.96
UMODL1|89766	5.1568	lowly_expressed	lowly_expressed
UMPS|7372	585.396	UMPS|7372	472.69800000000004
UNC119B|84747	551.5677	UNC119B|84747	1195.9995
UNC119|9094	294.1419	UNC119|9094	313.1394
UNC13A|23025	42.4917	UNC13A|23025	5.0581
UNC13B|10497	1130.7756	UNC13B|10497	1047.9365
lowly_expressed	lowly_expressed	UNC13C|440279	15.1742
UNC13D|201294	288.9851	UNC13D|201294	227.1525
UNC45A|55898	859.1172	UNC45A|55898	1565.6972
UNC50|25972	557.962	UNC50|25972	597.31
lowly_expressed	lowly_expressed	UNC5A|90249	46.4421
UNC5B|219699	1473.5974	UNC5B|219699	457.9837
UNC5CL|222643	12.8073	UNC5CL|222643	12.4152
UNC5C|8633	20.8333	UNC5C|8633	133.3487
UNC93B1|81622	531.1469	UNC93B1|81622	400.9656
UNG|7374	785.6848	UNG|7374	651.5691
UNKL|64718	247.533	UNKL|64718	434.5327
UNK|85451	326.7327	UNK|85451	558.2251
UPF0639|400224	12.3762	lowly_expressed	lowly_expressed
UPF1|5976	1869.0182	UPF1|5976	1761.122
UPF2|26019	1680.2805	UPF2|26019	899.8735
UPF3A|65110	470.7096	UPF3A|65110	563.743
UPF3B|65109	423.2673	UPF3B|65109	152.2014
UPK1A|11045	5.9818	lowly_expressed	lowly_expressed
UPK3BL|100134938	38.88	UPK3BL|100134938	168.4332
lowly_expressed	lowly_expressed	UPK3B|80761	9.6563
UPP1|7378	116.9554	UPP1|7378	132.8888
UPRT|139596	440.8003	UPRT|139596	283.2509
UQCC|55245	666.0479	UQCC|55245	515.0017
UQCR10|29796	811.8812	UQCR10|29796	688.8148
UQCR11|10975	524.9587	UQCR11|10975	692.9532
UQCRB|7381	3258.4571	UQCRB|7381	2576.3881
UQCRC1|7384	1539.604	UQCRC1|7384	1858.1446
UQCRC2|7385	3810.0248	UQCRC2|7385	3564.5476
UQCRFS1|7386	1695.5446	UQCRFS1|7386	1252.5578
UQCRHL|440567	331.6832	UQCRHL|440567	197.2641
UQCRH|7388	1195.3383	UQCRH|7388	914.5879
UQCRQ|27089	1489.6865	UQCRQ|27089	854.3511
URB1|9875	900.6394	URB1|9875	866.2743
URB2|9816	475.6601	URB2|9816	280.0322
URGCP|55665	593.4406	URGCP|55665	892.9762
URM1|81605	654.4967	URM1|81605	877.802
UROD|7389	747.7310000000001	UROD|7389	1128.8654
UROS|7390	556.3119	UROS|7390	435.9122
USE1|55850	175.9488	USE1|55850	169.6747
USF1|7391	803.6304	USF1|7391	549.4884
USF2|7392	1911.3036	USF2|7392	1315.5535
lowly_expressed	lowly_expressed	USH1C|10083	10.5759
USH2A|7399	5.5693	lowly_expressed	lowly_expressed
USHBP1|83878	62.9125	USHBP1|83878	192.6658
USMG5|84833	740.5116	USMG5|84833	392.22900000000004
USO1|8615	2714.3152	USO1|8615	1998.8504
USP10|9100	1473.8036	USP10|9100	1393.7234
USP11|8237	926.3614	USP11|8237	1744.1085
USP12|219333	435.4373	USP12|219333	466.7203
USP13|8975	556.5182	USP13|8975	703.9889999999999
USP14|9097	6779.0842	USP14|9097	1144.4994
USP15|9958	1397.0710000000001	USP15|9958	894.3557
USP16|10600	1808.1683	USP16|10600	1069.5482
USP18|11274	855.8168	USP18|11274	234.5097
USP19|10869	906.9719	USP19|10869	1464.5362
USP1|7398	2340.1403	USP1|7398	1237.3836
USP20|10868	472.3597	USP20|10868	610.6449
USP21|27005	516.7079	USP21|27005	415.68
USP22|23326	3328.3828	USP22|23326	5915.1627
USP24|23358	2634.901	USP24|23358	1517.8756
USP25|29761	1429.2492	USP25|29761	1536.7284
USP27X|389856	140.4703	USP27X|389856	136.1076
USP28|57646	706.4769	USP28|57646	562.8233
USP2|9099	35.2723	USP2|9099	258.4205
USP30|84749	352.5165	USP30|84749	490.6311
USP31|57478	568.8944	USP31|57478	1220.3702
USP32|84669	1674.505	USP32|84669	1127.0261
USP33|23032	1995.2558	USP33|23032	1901.368
USP34|9736	5869.4307	USP34|9736	3629.3827
USP35|57558	134.0759	USP35|57558	137.9469
USP36|57602	892.533	USP36|57602	1024.4856
USP37|57695	959.571	USP37|57695	516.3812
USP38|84640	963.6964	USP38|84640	863.5475
USP39|10713	1365.7178	USP39|10713	954.1327
USP3|9960	828.7149	USP3|9960	562.7911
USP40|55230	642.1205	USP40|55230	929.762
USP42|84132	599.0099	USP42|84132	430.3943
USP43|124739	94.2657	USP43|124739	94.7235
USP44|84101	11.5512	USP44|84101	34.9465
USP45|85015	356.6419	USP45|85015	195.8846
USP46|64854	970.0908	USP46|64854	498.9079
USP47|55031	2716.5842	USP47|55031	2284.8603
USP48|84196	1965.1403	USP48|84196	1208.8746
USP49|25862	27.0215	USP49|25862	13.3349
USP4|7375	1847.9785	USP4|7375	1504.5408
USP51|158880	44.5545	USP51|158880	49.2011
USP53|54532	1014.8515	USP53|54532	2363.4901
USP54|159195	584.1584	USP54|159195	1062.6509
USP5|8078	1191.0066	USP5|8078	1160.5932
USP6NL|9712	757.632	USP6NL|9712	681.4576
USP6|9098	40.0165	USP6|9098	26.6697
USP7|7874	3775.5776	USP7|7874	2646.741
USP8|9101	1893.6242	USP8|9101	1354.0453
USP9X|8239	5683.3746	USP9X|8239	4344.8672
USPL1|10208	632.0132	USPL1|10208	519.1401
UST|10090	169.1419	UST|10090	548.109
UTP11L|51118	738.0363	UTP11L|51118	589.0332
UTP14A|10813	713.2838	UTP14A|10813	378.4343
UTP14C|9724	1414.8102	UTP14C|9724	1261.7542
UTP15|84135	484.9422	UTP15|84135	294.7465
UTP18|51096	757.632	UTP18|51096	550.8679
UTP20|27340	743.6056	UTP20|27340	724.681
UTP23|84294	784.8597	UTP23|84294	477.7561
UTP3|57050	681.3119	UTP3|57050	707.2077
UTP6|55813	774.7525	UTP6|55813	642.3727
UTRN|7402	5494.637	UTRN|7402	7154.3856
lowly_expressed	lowly_expressed	UTS2D|257313	6.8973
UVRAG|7405	834.571	UVRAG|7405	1078.7447
UXS1|80146	588.9026	UXS1|80146	534.7741
UXT|8409	758.2323	UXT|8409	645.3753
VAC14|55697	640.6766	VAC14|55697	800.5518
VAMP1|6843	229.571	VAMP1|6843	101.1473
VAMP2|6844	1456.8894	VAMP2|6844	2950.684
VAMP3|9341	3268.7706	VAMP3|9341	3349.3505
VAMP4|8674	617.9868	VAMP4|8674	575.6984
VAMP5|10791	370.2558	VAMP5|10791	665.3638
VAMP7|6845	1859.736	VAMP7|6845	1230.4863
VAMP8|8673	1836.8399	VAMP8|8673	1061.7312
VANGL1|81839	1037.5413	VANGL1|81839	686.9755
VANGL2|57216	1741.1304	VANGL2|57216	694.7925
VAPA|9218	2837.8713	VAPA|9218	3481.7795
VAPB|9217	1143.3581	VAPB|9217	972.0658
VARS2|57176	358.4757	VARS2|57176	292.7095
VARS|7407	859.9422	VARS|7407	932.0612
VASH1|22846	1034.3874	VASH1|22846	778.4297
VASH2|79805	193.2756	VASH2|79805	102.0807
VASN|114990	211.8399	VASN|114990	835.0385
VASP|7408	2319.9257	VASP|7408	1737.2112
VAT1L|57687	14.2327	VAT1L|57687	129.2103
VAT1|10493	3035.4785	VAT1|10493	6481.2047
VAV1|7409	341.3779	VAV1|7409	118.6343
VAV2|7410	673.6799	VAV2|7410	501.6669
VAV3|10451	2127.6815	VAV3|10451	1550.9829
VAX2|25806	8.6634	VAX2|25806	19.3126
VBP1|7411	1477.9289999999999	VBP1|7411	708.5872
VCAM1|7412	1893.5644	VCAM1|7412	2331.7623
VCAN|1462	18064.3564	VCAN|1462	5000.115
VCL|7414	4265.6766	VCL|7414	7741.5795
VCPIP1|80124	1587.8713	VCPIP1|80124	736.1766
VCP|7415	6717.6155	VCP|7415	5167.4905
VDAC1|7416	3998.5561	VDAC1|7416	2496.3789
VDAC2|7417	1546.6172	VDAC2|7417	1239.2229
VDAC3|7419	2335.6023	VDAC3|7419	1340.8438
VDR|7421	926.9802	VDR|7421	718.7033
VEGFA|7422	1525.7838	VEGFA|7422	1483.8487
VEGFB|7423	1087.8713	VEGFB|7423	1957.9262
VEGFC|7424	278.0528	VEGFC|7424	618.4619
VENTX|27287	10.7261	VENTX|27287	17.4733
VEPH1|79674	9.6947	VEPH1|79674	45.5225
VEZF1|7716	1485.7673	VEZF1|7716	2081.1588
VEZT|55591	1817.2442	VEZT|55591	1323.3705
VGLL1|51442	20.8333	VGLL1|51442	55.1788
VGLL3|389136	708.5396	VGLL3|389136	1693.9878
VGLL4|9686	1728.3313	VGLL4|9686	2556.6479
VHL|7428	952.5578	VHL|7428	680.9978
VILL|50853	85.396	VILL|50853	142.5451
VIM|7431	31008.487999999998	VIM|7431	68355.5673
VIPAR|63894	563.3251	VIPAR|63894	469.4793
VIPR1|7433	74.67	VIPR1|7433	480.9748
VIPR2|7434	377.8342	VIPR2|7434	174.9902
VIP|7432	5.3629999999999995	VIP|7432	5.5179
VIT|5212	51.1551	VIT|5212	732.9578
VKORC1L1|154807	1615.3053	VKORC1L1|154807	1735.3719
VKORC1|79001	925.0928	VKORC1|79001	1224.4856
VLDLR|7436	412.7475	VLDLR|7436	566.9617
VMA21|203547	1220.297	VMA21|203547	970.6863
VMAC|400673	83.3333	VMAC|400673	64.835
VMO1|284013	5.9818	VMO1|284013	18.8527
VN1R1|57191	29.0842	lowly_expressed	lowly_expressed
VNN1|8876	122.1122	VNN1|8876	76.3306
VNN2|8875	119.8432	VNN2|8875	41.8439
VOPP1|81552	1708.5396	VOPP1|81552	818.9447
VPRBP|9730	1101.8317	VPRBP|9730	878.832
VPREB3|29802	23.7211	lowly_expressed	lowly_expressed
VPS11|55823	906.1469	VPS11|55823	1267.7319
VPS13A|23230	866.1304	VPS13A|23230	901.7128
VPS13B|157680	2077.9703	VPS13B|157680	1181.2852
VPS13C|54832	2229.9917	VPS13C|54832	2287.1594
VPS13D|55187	2193.6881	VPS13D|55187	2919.8758
VPS16|64601	548.0611	VPS16|64601	534.3143
VPS18|57617	472.1535	VPS18|57617	656.6272
VPS24|51652	3214.1089	VPS24|51652	3211.868
VPS25|84313	622.731	VPS25|84313	710.4265
VPS26A|9559	1969.6782	VPS26A|9559	1586.3892
VPS26B|112936	1104.9917	VPS26B|112936	1197.8388
VPS28|51160	1150.165	VPS28|51160	1193.2406
VPS29|51699	1186.0561	VPS29|51699	949.9943
VPS33A|65082	622.8238	VPS33A|65082	478.94699999999995
VPS33B|26276	301.7739	VPS33B|26276	227.1525
VPS35|55737	5399.3399	VPS35|55737	2848.6033
VPS36|51028	1098.5974	VPS36|51028	1343.1429
VPS37A|137492	990.165	VPS37A|137492	768.5757
VPS37B|79720	411.9224	VPS37B|79720	1012.5302
VPS37C|55048	773.5149	VPS37C|55048	775.7213
VPS37D|155382	18.5644	VPS37D|155382	32.6474
VPS39|23339	1780.1155	VPS39|23339	1871.9393
VPS41|27072	1806.3119	VPS41|27072	1226.8077
VPS45|11311	1470.7096	VPS45|11311	787.6767
VPS4A|27183	982.2607	VPS4A|27183	1593.7464
VPS4B|9525	2373.7624	VPS4B|9525	1645.2466
VPS52|6293	1505.1568	VPS52|6293	1120.5886
VPS53|55275	923.2673	VPS53|55275	955.972
VPS54|51542	765.2639999999999	VPS54|51542	765.1454
VPS72|6944	637.995	VPS72|6944	610.1851
VPS8|23355	1049.0924	VPS8|23355	775.2615
VRK1|7443	355.19800000000004	VRK1|7443	211.9784
VRK2|7444	1284.9752	VRK2|7444	434.8638
VRK3|51231	1076.9389	VRK3|51231	519.1401
VSIG10L|147645	68.0693	VSIG10L|147645	40.4644
VSIG10|54621	342.8218	VSIG10|54621	490.6311
VSIG1|340547	21.8647	VSIG1|340547	5.0581
lowly_expressed	lowly_expressed	VSIG2|23584	284.1706
VSIG4|11326	870.0495	VSIG4|11326	943.5567
VSNL1|7447	37.7475	VSNL1|7447	145.7639
VSTM2A|222008	9.3069	lowly_expressed	lowly_expressed
VSTM2L|128434	15.4703	VSTM2L|128434	16.0938
VTA1|51534	1599.4224	VTA1|51534	1011.1507
VTCN1|79679	170.7921	VTCN1|79679	4094.2637
VTI1A|143187	516.5017	VTI1A|143187	346.2467
VTI1B|10490	863.5582	VTI1B|10490	1103.7315
VTN|7448	9.4884	VTN|7448	7.3572
VWA1|64856	887.17	VWA1|64856	849.293
VWA2|340706	244.637	VWA2|340706	255.6616
lowly_expressed	lowly_expressed	VWA3B|200403	8.7366
VWA5A|4013	497.1122	VWA5A|4013	1226.8077
VWCE|220001	11.9637	VWCE|220001	105.2995
VWDE|221806	74.0512	VWDE|221806	34.4867
VWF|7450	8732.466999999999	VWF|7450	23864.812
WAC|51322	4513.6139	WAC|51322	3651.914
WAPAL|23063	2730.6106	WAPAL|23063	1682.9521
WARS2|10352	485.9736	WARS2|10352	470.8587
WARS|7453	3022.8959999999997	WARS|7453	2619.1516
WASF1|8936	165.8416	WASF1|8936	341.1886
WASF2|10163	4446.7822	WASF2|10163	6368.5481
WASF3|10810	283.8284	WASF3|10810	640.9932
WASH2P|375260	133.6634	WASH2P|375260	254.2821
WASH3P|374666	137.3762	WASH3P|374666	195.4248
WASH5P|375690	77.5578	WASH5P|375690	83.6878
WASH7P|653635	424.2987	WASH7P|653635	458.4435
WASL|8976	1786.9224	WASL|8976	2258.6504
WAS|7454	257.2195	WAS|7454	115.8754
WBP11P1|441818	16.2954	WBP11P1|441818	10.5759
WBP11|51729	2630.1568	WBP11|51729	1862.7428
WBP1|23559	779.5668	WBP1|23559	966.0467
WBP2NL|164684	8.4571	WBP2NL|164684	10.1161
