gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
lowly_expressed	lowly_expressed	ALOX12P2|245	10.8246
ALOX15B|247	188.9942	ALOX15B|247	149.4393
ALOX15|246	218.8184	ALOX15|246	130.1956
ALOX5AP|241	886.9438	ALOX5AP|241	672.3265
ALOX5|240	702.1639	ALOX5|240	494.3224
ALOXE3|59344	5.8352	ALOXE3|59344	14.4328
ALPK1|80216	679.1474	ALPK1|80216	681.347
ALPK2|115701	7.7802	ALPK2|115701	34.8792
ALPK3|57538	157.5492	ALPK3|57538	252.5735
ALPL|249	419.4829	ALPL|249	1476.0514
ALS2CL|259173	143.9339	ALS2CL|259173	331.653
ALS2CR11|151254	10.6978	ALS2CR11|151254	8.7198
ALS2CR4|65062	818.5428	ALS2CR4|65062	1392.4616
ALS2CR8|79800	179.9173	ALS2CR8|79800	165.9769
ALS2|57679	677.2024	ALS2|57679	604.0715
ALX3|257	22.0439	ALX3|257	24.0546
ALX4|60529	19.4505	ALX4|60529	42.3963
AMACR|23600	350.4336	AMACR|23600	300.6827
AMBP|259	67.1043	lowly_expressed	lowly_expressed
AMBRA1|55626	1155.3611	AMBRA1|55626	825.9754
AMD1|262	1170.1434	AMD1|262	1827.0293
AMDHD1|144193	24.9615	AMDHD1|144193	13.8314
AMDHD2|51005	256.0985	AMDHD2|51005	148.2366
AMFR|267	4231.4612	AMFR|267	3718.5429999999997
AMICA1|120425	719.0210000000001	AMICA1|120425	228.5189
AMIGO1|57463	98.8735	AMIGO1|57463	141.9222
AMIGO2|347902	1021.4604	AMIGO2|347902	2550.986
AMIGO3|386724	127.0767	AMIGO3|386724	63.443999999999996
AMMECR1L|83607	770.5649	AMMECR1L|83607	820.8638
AMMECR1|9949	485.2905	AMMECR1|9949	231.5257
AMN1|196394	207.1481	AMN1|196394	169.585
AMOTL1|154810	1939.2171	AMOTL1|154810	2789.7341
AMOTL2|51421	886.9438	AMOTL2|51421	3616.9122
AMOT|154796	2250.4255	AMOT|154796	1461.0172
AMPD1|270	23.3406	AMPD1|270	146.7332
AMPD2|271	624.686	AMPD2|271	700.8914
AMPD3|272	389.0105	AMPD3|272	237.84
AMPH|273	47.0054	AMPH|273	121.1751
AMT|275	40.5479	AMT|275	159.2325
AMY1A|276	37.2802	AMY1A|276	28.8655
AMY2B|280	191.4742	AMY2B|280	226.0803
AMZ1|155185	35.9835	AMZ1|155185	12.328
AMZ2P1|201283	156.2525	AMZ2P1|201283	183.1158
AMZ2|51321	2032.2555	AMZ2|51321	1160.6352
ANAPC10|10393	111.5163	ANAPC10|10393	148.2366
ANAPC11|51529	864.5757	ANAPC11|51529	666.9142
ANAPC13|25847	1229.8306	ANAPC13|25847	1451.8194
ANAPC16|119504	2312.9913	ANAPC16|119504	2654.4269
ANAPC1|64682	918.3888	ANAPC1|64682	699.9893
ANAPC2|29882	533.5927	ANAPC2|29882	514.1674
ANAPC4|29945	390.3072	ANAPC4|29945	521.0831
ANAPC5|51433	2085.096	ANAPC5|51433	2177.8448
ANAPC7|51434	961.8283	ANAPC7|51434	791.6975
ANGEL1|23357	620.7959	ANGEL1|23357	684.3538
ANGEL2|90806	727.1254	ANGEL2|90806	550.8507
ANGPT1|284	52.8406	ANGPT1|284	531.9077
ANGPT2|285	263.5546	ANGPT2|285	515.3701
ANGPT4|51378	6.1593	ANGPT4|51378	18.041
ANGPTL1|9068	58.9999	ANGPTL1|9068	644.6637
ANGPTL2|23452	999.4327	ANGPTL2|23452	7704.6935
ANGPTL4|51129	58.3516	ANGPTL4|51129	1283.9151
lowly_expressed	lowly_expressed	ANGPTL5|253935	56.82899999999999
ANGPTL6|83854	5.497999999999999	lowly_expressed	lowly_expressed
ANGPTL7|10218	27.2307	ANGPTL7|10218	581.5203
ANG|283	335.7971	ANG|283	589.4884
ANK1|286	35.6593	ANK1|286	20.1457
ANK2|287	522.8949	ANK2|287	2395.5391
ANK3|288	1990.1127	ANK3|288	958.8771
ANKAR|150709	16.5329	ANKAR|150709	32.7744
ANKDD1A|348094	80.0713	ANKDD1A|348094	193.6397
lowly_expressed	lowly_expressed	ANKFN1|162282	5.4123
ANKFY1|51479	2142.7993	ANKFY1|51479	2468.3043
ANKHD1-EIF4EBP3|404734	1126.7299	ANKHD1-EIF4EBP3|404734	776.916
ANKHD1|54882	3016.0207	ANKHD1|54882	2276.9438
ANKH|56172	1856.8766	ANKH|56172	2257.8264
ANKIB1|54467	1713.5911	ANKIB1|54467	1146.8038
ANKK1|255239	12.6428	ANKK1|255239	46.3051
ANKLE1|126549	8.1044	ANKLE1|126549	6.9157
ANKLE2|23141	1500.932	ANKLE2|23141	1509.4272
ANKMY1|51281	311.8567	ANKMY1|51281	192.1362
ANKMY2|57037	534.241	ANKMY2|57037	722.8412
ANKRA2|57763	378.961	ANKRA2|57763	245.9584
ANKRD10|55608	1337.0419	ANKRD10|55608	1134.9689
ANKRD11|29123	2002.4378	ANKRD11|29123	2121.5901
ANKRD12|23253	1802.4151	ANKRD12|23253	1385.8466
ANKRD13A|88455	1261.3664	ANKRD13A|88455	1557.5364
ANKRD13B|124930	90.7691	ANKRD13B|124930	131.3983
ANKRD13C|81573	660.3452	ANKRD13C|81573	586.9326
ANKRD13D|338692	460.329	ANKRD13D|338692	343.3796
ANKRD16|54522	139.3662	ANKRD16|54522	123.5806
ANKRD17|26057	3798.3629	ANKRD17|26057	2275.8674
ANKRD19|138649	45.0604	ANKRD19|138649	65.8495
lowly_expressed	lowly_expressed	ANKRD20A3|441425	6.0137
ANKRD22|118932	192.5602	ANKRD22|118932	104.9383
ANKRD23|200539	27.2307	ANKRD23|200539	23.1526
ANKRD24|170961	12.6428	ANKRD24|170961	19.2437
ANKRD26|22852	163.7086	ANKRD26|22852	169.2844
ANKRD27|84079	814.6527	ANKRD27|84079	895.4331
ANKRD28|23243	1613.4209	ANKRD28|23243	1262.5667
ANKRD29|147463	119.2965	ANKRD29|147463	312.71
ANKRD30A|91074	562.4443	ANKRD30A|91074	82.3871
ANKRD30B|374860	59.3241	ANKRD30B|374860	14.7335
ANKRD32|84250	176.3514	ANKRD32|84250	101.6308
ANKRD34A|284615	16.8571	ANKRD34A|284615	16.8382
ANKRD35|148741	74.8845	ANKRD35|148741	286.2499
ANKRD36BP1|84832	154.6317	ANKRD36BP1|84832	113.6581
ANKRD36B|57730	31.1208	ANKRD36B|57730	13.23
ANKRD36|375248	129.346	ANKRD36|375248	114.2594
ANKRD37|353322	80.5316	ANKRD37|353322	119.5124
ANKRD39|51239	84.9339	ANKRD39|51239	96.8198
ANKRD40|91369	953.7239999999999	ANKRD40|91369	2066.5922
ANKRD42|338699	222.7085	ANKRD42|338699	265.2021
ANKRD43|134548	549.1531	ANKRD43|134548	25.8587
ANKRD44|91526	244.4282	ANKRD44|91526	89.9041
ANKRD45|339416	15.5604	ANKRD45|339416	12.0273
ANKRD46|157567	361.4555	ANKRD46|157567	593.1147
ANKRD49|54851	184.1316	ANKRD49|54851	229.4209
ANKRD50|57182	2329.5243	ANKRD50|57182	807.9344
ANKRD52|283373	1961.261	ANKRD52|283373	983.2324
ANKRD53|79998	8.7527	ANKRD53|79998	66.1502
ANKRD54|129138	355.6204	ANKRD54|129138	326.8421
ANKRD55|79722	17.5055	lowly_expressed	lowly_expressed
ANKRD56|345079	125.78	ANKRD56|345079	67.0522
ANKRD57|65124	1732.7174	ANKRD57|65124	899.6426
ANKRD58|347454	8.1044	ANKRD58|347454	8.7198
ANKRD5|63926	299.5381	ANKRD5|63926	141.3209
ANKRD6|22881	372.1371	ANKRD6|22881	282.0855
ANKRD9|122416	16.5329	ANKRD9|122416	44.8017
ANKS1A|23294	1256.1796	ANKS1A|23294	1541.6002
ANKS1B|56899	210.1402	ANKS1B|56899	65.5488
ANKS3|124401	118.6482	ANKS3|124401	207.7717
ANKS6|203286	106.6537	ANKS6|203286	318.7237
ANKZF1|55139	414.6203	ANKZF1|55139	420.0537
ANLN|54443	520.3015	ANLN|54443	64.3461
ANO10|55129	700.543	ANO10|55129	861.4559
ANO1|55107	8919.3614	ANO1|55107	6407.5483
ANO2|57101	13.2912	ANO2|57101	40.5922
ANO3|63982	12.967	ANO3|63982	34.2778
ANO4|121601	11.6703	ANO4|121601	11.1253
ANO5|203859	160.1426	ANO5|203859	95.6171
ANO6|196527	2864.0895	ANO6|196527	5213.5373
ANO7|50636	9.0769	ANO7|50636	12.0273
ANO8|57719	175.7031	ANO8|57719	206.56900000000002
ANO9|338440	194.1811	ANO9|338440	57.1297
ANP32A|8125	2828.7544	ANP32A|8125	2221.7445
ANP32B|10541	2596.969	ANP32B|10541	2839.3467
ANP32E|81611	1865.6293	ANP32E|81611	1104.7082
ANPEP|290	888.2405	ANPEP|290	4679.5249
ANTXR1|84168	4849.3395	ANTXR1|84168	5743.3403
ANTXR2|118429	1202.6907	ANTXR2|118429	2315.2568
ANUBL1|93550	146.5273	ANUBL1|93550	143.4256
ANXA11|311	2675.7436	ANXA11|311	5171.1411
ANXA13|312	7.7802	lowly_expressed	lowly_expressed
ANXA1|301	2985.3311	ANXA1|301	14598.1451
ANXA2P1|303	63.5384	ANXA2P1|303	124.7833
ANXA2P2|304	3110.1386	ANXA2P2|304	6590.6641
lowly_expressed	lowly_expressed	ANXA2P3|305	6.0137
ANXA2|302	9550.855	ANXA2|302	21761.9104
ANXA3|306	578.3289	ANXA3|306	1863.3307
ANXA4|307	1609.8549	ANXA4|307	2280.6783
ANXA5|308	4590.3234	ANXA5|308	11914.2513
ANXA6|309	5794.9591	ANXA6|309	8242.3142
ANXA7|310	3215.4956	ANXA7|310	3743.8003
ANXA8L2|244	64.8351	ANXA8L2|244	822.9686
ANXA8|653145	105.6812	ANXA8|653145	988.9454
ANXA9|8416	929.735	ANXA9|8416	190.9335
AOAH|313	487.8839	AOAH|313	252.5735
AOC2|314	36.3076	AOC2|314	58.0318
AOC3|8639	829.2406	AOC3|8639	8476.2453
AOX1|316	196.4503	AOX1|316	1778.2375
AP1AR|55435	829.8889999999999	AP1AR|55435	462.45
AP1B1|162	2639.4359	AP1B1|162	2884.7498
AP1G1|164	2702.6501	AP1G1|164	2323.3752
AP1G2|8906	1449.9587	AP1G2|8906	675.0627
AP1M1|8907	939.1361	AP1M1|8907	1160.0339
AP1M2|10053	1651.9977	AP1M2|10053	767.0416
AP1S1|1174	621.7684	AP1S1|1174	440.5002
AP1S2|8905	521.5982	AP1S2|8905	633.2378
AP1S3|130340	206.1755	AP1S3|130340	54.7243
AP2A1|160	1790.5179	AP2A1|160	1630.9932
AP2A2|161	1440.6354	AP2A2|161	2047.6492
AP2B1|163	6486.101	AP2B1|163	6906.0803
AP2M1|1173	5205.9324	AP2M1|1173	5989.9001
AP2S1|1175	1064.5919	AP2S1|1175	975.4147
AP3B1|8546	1501.5804	AP3B1|8546	1318.193
AP3B2|8120	58.6757	AP3B2|8120	68.255
AP3D1|8943	3406.4349	AP3D1|8943	2419.5937
AP3M1|26985	1626.0637	AP3M1|26985	1383.4411
AP3M2|10947	514.7905	AP3M2|10947	576.7094
AP3S1|1176	955.0207	AP3S1|1176	1055.0956
AP3S2|10239	2063.9728	AP3S2|10239	1868.8633
AP4B1|10717	187.9893	AP4B1|10717	188.3867
AP4E1|23431	450.6038	AP4E1|23431	333.4571
AP4M1|9179	281.8186	AP4M1|9179	307.8991
AP4S1|11154	97.5768	AP4S1|11154	96.2185
APAF1|317	545.1884	APAF1|317	431.17900000000003
APBA1|320	100.4944	APBA1|320	414.0401
APBA2|321	39.2252	APBA2|321	41.4942
APBA3|9546	129.346	APBA3|9546	122.0772
APBB1IP|54518	655.1584	APBB1IP|54518	1006.6857
APBB1|322	572.4937	APBB1|322	980.5263
APBB2|323	1719.4262	APBB2|323	2445.7531
APBB3|10307	143.9339	APBB3|10307	171.9905
APCDD1L|164284	15.8846	APCDD1L|164284	287.7533
APCDD1|147495	285.2743	APCDD1|147495	1603.2402
APC|324	1085.015	APC|324	960.6812
APEH|327	2398.5736	APEH|327	1540.9988
APEX1|328	2455.9527	APEX1|328	2477.0241
APEX2|27301	500.851	APEX2|27301	430.8783
APH1A|51107	6305.2111	APH1A|51107	4374.3319
APH1B|83464	647.3782	APH1B|83464	828.9822
API5|8539	2585.6228	API5|8539	2584.0671
APIP|51074	349.8014	APIP|51074	416.5899
APITD1|378708	215.8749	APITD1|378708	174.9432
APLF|200558	55.1098	APLF|200558	80.8836
APLNR|187	799.7407	APLNR|187	1585.8006
APLN|8862	15.2362	APLN|8862	206.56900000000002
APLP1|333	21.0714	APLP1|333	42.6969
APLP2|334	10016.3709	APLP2|334	16136.1371
APOA1BP|128240	2109.7334	APOA1BP|128240	1238.512
APOB48R|55911	199.0437	APOB48R|55911	104.0362
APOBEC3A|200315	56.8831	APOBEC3A|200315	21.9077
APOBEC3B|9582	67.6003	APOBEC3B|9582	23.796
APOBEC3C|27350	533.9168	APOBEC3C|27350	592.6456
APOBEC3D|140564	222.3843	APOBEC3D|140564	107.04299999999999
APOBEC3F|200316	340.06	APOBEC3F|200316	209.5758
APOBEC3G|60489	767.6473	APOBEC3G|60489	405.0196
APOBEC3H|164668	27.2307	APOBEC3H|164668	9.9225
APOBEC4|403314	9.4011	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	97.4212
APOC1|341	757.922	APOC1|341	390.5868
APOC2|344	60.6208	APOC2|344	61.64
APOD|347	5855.904	APOD|347	41483.388
APOE|348	4066.7801	APOE|348	2138.4554
APOL1|8542	1982.9808	APOL1|8542	2245.4984
APOL2|23780	1059.0810000000001	APOL2|23780	884.3078
APOL3|80833	1540.4814	APOL3|80833	2136.3506
APOL4|80832	382.5269	APOL4|80832	662.1033
APOL6|80830	4020.423	APOL6|80830	3496.6391
APOLD1|81575	2646.5678	APOLD1|81575	2625.2607
APOM|55937	42.1428	APOM|55937	49.312
APOOL|139322	214.2799	APOOL|139322	146.7332
APOO|79135	164.3569	APOO|79135	146.1318
APPBP2|10513	1630.6022	APPBP2|10513	1251.4414
APPL1|26060	2362.9143	APPL1|26060	1914.1461
APPL2|55198	930.0592	APPL2|55198	1169.9564
APP|351	34272.1452	APP|351	34233.9281
APRT|353	951.4547	APRT|353	1199.4233
APTX|54840	564.7135	APTX|54840	470.5684
AQP11|282679	19.1263	AQP11|282679	22.5512
AQP1|358	7076.5248	AQP1|358	23618.142000000003
AQP3|360	249.615	AQP3|360	806.7317
AQP4|361	5.8352	AQP4|361	42.3963
AQP5|362	6.1593	AQP5|362	43.599
lowly_expressed	lowly_expressed	AQP7P1|375719	132.6011
lowly_expressed	lowly_expressed	AQP7P3|441432	18.3416
AQP7|364	14.9121	AQP7|364	1279.4049
AQP9|366	6.8077	AQP9|366	21.3485
lowly_expressed	lowly_expressed	AQPEP|206338	174.6335
AQR|9716	1510.6573	AQR|9716	984.4352
ARAF|369	1116.1358	ARAF|369	1184.6898
ARAP1|116985	2167.67	ARAP1|116985	2792.0734
ARAP2|116984	720.966	ARAP2|116984	360.5186
ARAP3|64411	349.1369	ARAP3|64411	557.165
ARCN1|372	3433.6656	ARCN1|372	4395.9811
ARC|23237	67.4285	ARC|23237	65.2481
AREG|374	1001.3777	AREG|374	120.8744
ARF1|375	9285.6796	ARF1|375	8232.6923
ARF3|377	6906.8806	ARF3|377	4875.2693
ARF4|378	3937.4342	ARF4|378	4030.9523
ARF5|381	1967.7251	ARF5|381	2054.8415
ARF6|382	5849.0964	ARF6|382	2891.6655
ARFGAP1|55738	766.0264	ARFGAP1|55738	789.2921
ARFGAP2|84364	2134.0465	ARFGAP2|84364	2181.453
ARFGAP3|26286	973.4987	ARFGAP3|26286	1213.8561
ARFGEF1|10565	2483.5011	ARFGEF1|10565	1514.7763
ARFGEF2|10564	3453.1161	ARFGEF2|10564	1740.0508
ARFIP1|27236	1146.6083	ARFIP1|27236	1028.6355
ARFIP2|23647	2343.1396	ARFIP2|23647	1230.6943
ARFRP1|10139	368.5874	ARFRP1|10139	487.106
ARG2|384	232.1614	ARG2|384	163.9412
ARGLU1|55082	1358.2948	ARGLU1|55082	1279.7056
ARHGAP10|79658	328.3897	ARHGAP10|79658	701.7934
ARHGAP11A|9824	229.8403	ARHGAP11A|9824	94.7151
ARHGAP11B|89839	16.8571	lowly_expressed	lowly_expressed
ARHGAP12|94134	971.2294	ARHGAP12|94134	1160.3345
ARHGAP15|55843	311.2084	ARHGAP15|55843	139.5168
ARHGAP17|55114	1205.9324	ARHGAP17|55114	1443.5776
ARHGAP18|93663	736.8506	ARHGAP18|93663	806.1303
ARHGAP19|84986	734.2572	ARHGAP19|84986	1043.369
ARHGAP1|392	4224.9777	ARHGAP1|392	4004.4922
ARHGAP20|57569	75.5329	ARHGAP20|57569	379.7623
ARHGAP21|57584	1422.8057	ARHGAP21|57584	3195.3551
ARHGAP22|58504	83.3131	ARHGAP22|58504	82.3871
ARHGAP23|57636	561.1476	ARHGAP23|57636	1190.1021
ARHGAP24|83478	261.6095	ARHGAP24|83478	466.3589
ARHGAP25|9938	830.2131	ARHGAP25|9938	566.7869
ARHGAP26|23092	1368.9926	ARHGAP26|23092	1203.9335
ARHGAP27|201176	683.6469999999999	ARHGAP27|201176	508.9867
ARHGAP28|79822	88.4999	ARHGAP28|79822	240.2455
ARHGAP29|9411	1725.5855	ARHGAP29|9411	3127.1001
ARHGAP30|257106	1380.0146	ARHGAP30|257106	654.8869
ARHGAP31|57514	1373.2069	ARHGAP31|57514	1626.3927
ARHGAP32|9743	1403.3552	ARHGAP32|9743	1164.2434
ARHGAP33|115703	108.2746	ARHGAP33|115703	65.8495
ARHGAP36|158763	483.3455	ARHGAP36|158763	1641.4269
ARHGAP39|80728	168.247	ARHGAP39|80728	116.9656
ARHGAP42|143872	125.4559	ARHGAP42|143872	185.5212
ARHGAP4|393	471.9994	ARHGAP4|393	342.1769
ARHGAP5|394	2985.6552	ARHGAP5|394	2603.6115
ARHGAP6|395	59.9724	ARHGAP6|395	245.0564
ARHGAP8|23779	656.0434	ARHGAP8|23779	212.8262
ARHGAP9|64333	351.4061	ARHGAP9|64333	135.0065
ARHGDIA|396	5427.9925	ARHGDIA|396	4697.2651
ARHGDIB|397	11110.1386	ARHGDIB|397	4934.8045
lowly_expressed	lowly_expressed	ARHGDIG|398	31.9505
ARHGEF10L|55160	972.8503	ARHGEF10L|55160	960.3805
ARHGEF10|9639	595.186	ARHGEF10|9639	1386.7486
ARHGEF11|9826	1456.52	ARHGEF11|9826	1258.0564
ARHGEF12|23365	7022.9354	ARHGEF12|23365	5178.9588
ARHGEF15|22899	457.0873	ARHGEF15|22899	1084.8632
ARHGEF16|27237	266.14799999999997	ARHGEF16|27237	144.9291
ARHGEF17|9828	1361.8608	ARHGEF17|9828	1602.0374
ARHGEF18|23370	899.9109	ARHGEF18|23370	753.2102
ARHGEF19|128272	468.1092	ARHGEF19|128272	366.8329
ARHGEF1|9138	1151.7951	ARHGEF1|9138	931.515
ARHGEF2|9181	1513.2507	ARHGEF2|9181	1881.973
ARHGEF33|100271715	5.1868	ARHGEF33|100271715	8.4191
ARHGEF35|445328	453.5214	ARHGEF35|445328	603.1695
ARHGEF37|389337	1877.2996	ARHGEF37|389337	1475.7507
ARHGEF38|54848	26.5824	ARHGEF38|54848	14.4328
ARHGEF3|50650	2307.4803	ARHGEF3|50650	995.2597
ARHGEF4|50649	47.978	ARHGEF4|50649	349.694
ARHGEF5|7984	416.8895	ARHGEF5|7984	773.3559
ARHGEF6|9459	3372.0723	ARHGEF6|9459	2647.2105
ARHGEF7|8874	1224.7346	ARHGEF7|8874	1739.1487
ARHGEF9|23229	592.2684	ARHGEF9|23229	920.6904
ARID1A|8289	4609.7739	ARID1A|8289	2197.0885
ARID1B|57492	2221.5739	ARID1B|57492	2118.3096
ARID2|196528	1130.0754	ARID2|196528	813.9481
ARID3A|1820	52.1922	ARID3A|1820	37.885999999999996
ARID3B|10620	155.9284	ARID3B|10620	91.1069
ARID4A|5926	692.4386	ARID4A|5926	706.905
ARID4B|51742	1661.2562	ARID4B|51742	1129.6318
ARID5A|10865	770.5649	ARID5A|10865	1609.5545
ARID5B|84159	2548.3427	ARID5B|84159	4590.5228
ARIH1|25820	1966.7720000000002	ARIH1|25820	1826.046
ARIH2|10425	1631.5617	ARIH2|10425	1713.29
ARL10|285598	22.3681	ARL10|285598	39.0888
ARL11|115761	64.1867	ARL11|115761	43.8997
ARL13B|200894	229.5162	ARL13B|200894	279.9356
ARL15|54622	478.80699999999996	ARL15|54622	473.8759
ARL16|339231	353.6753	ARL16|339231	413.7394
ARL17A|51326	55.8003	ARL17A|51326	64.8963
lowly_expressed	lowly_expressed	ARL17B|641522	5.74
ARL1|400	2411.8648	ARL1|400	2339.9128
ARL2BP|23568	1068.1579	ARL2BP|23568	1916.2508
ARL2|402	754.6803	ARL2|402	1474.8486
ARL3|403	955.3448	ARL3|403	699.6886
ARL4A|10124	663.2628	ARL4A|10124	1342.2476
ARL4C|10123	1878.5963	ARL4C|10123	1959.2485
ARL4D|379	95.6317	ARL4D|379	233.6305
ARL5A|26225	1026.0151	ARL5A|26225	800.7180000000001
ARL5B|221079	238.9173	ARL5B|221079	134.4052
ARL6IP1|23204	6899.4246	ARL6IP1|23204	4650.3586
ARL6IP4|51329	1091.1743	ARL6IP4|51329	1435.1585
ARL6IP5|10550	6115.8927	ARL6IP5|10550	6498.9559
ARL6IP6|151188	278.4667	ARL6IP6|151188	286.2499
ARL6|84100	79.0988	ARL6|84100	80.8836
ARL8A|127829	1301.24	ARL8A|127829	1026.5307
ARL8B|55207	2977.2267	ARL8B|55207	2229.5622
ARL9|132946	7.456	ARL9|132946	12.328
ARMC10|83787	746.8741	ARMC10|83787	663.8473
ARMC1|55156	660.3452	ARMC1|55156	669.3197
ARMC2|84071	51.2197	ARMC2|84071	57.1297
ARMC3|219681	18.477999999999998	lowly_expressed	lowly_expressed
ARMC4|55130	21.7198	ARMC4|55130	6.9157
ARMC5|79798	175.3789	ARMC5|79798	185.8219
ARMC6|93436	388.6766	ARMC6|93436	406.51099999999997
ARMC7|79637	317.6919	ARMC7|79637	268.5097
ARMC8|25852	731.6638	ARMC8|25852	705.4016
ARMC9|80210	291.4337	ARMC9|80210	195.7444
ARMCX1|51309	349.1369	ARMCX1|51309	894.2304
ARMCX2|9823	1317.4487	ARMCX2|9823	808.8365
ARMCX3|51566	1937.9204	ARMCX3|51566	1845.8911
ARMCX5|64860	282.3568	ARMCX5|64860	344.5824
ARMCX6|54470	190.9393	ARMCX6|54470	277.5301
ARNT2|9915	449.9554	ARNT2|9915	283.5438
ARNTL2|56938	84.6098	ARNTL2|56938	40.5922
ARNTL|406	366.9665	ARNTL|406	212.8834
ARNT|405	2019.2884	ARNT|405	2111.6946
ARPC1A|10552	2670.4692	ARPC1A|10552	2309.8445
ARPC1B|10095	3001.6274	ARPC1B|10095	2120.7151
ARPC2|10109	5056.8117	ARPC2|10109	4500.0173
ARPC3|10094	3234.6219	ARPC3|10094	2887.7567
ARPC4|10093	3405.9032	ARPC4|10093	3254.6828
ARPC5L|81873	718.3726	ARPC5L|81873	509.6572
ARPC5|10092	3127.9682	ARPC5|10092	3457.8511
ARPM1|84517	27.5549	ARPM1|84517	52.6195
ARPP19|10776	5659.4538	ARPP19|10776	4151.8267
ARRB1|408	1295.0806	ARRB1|408	1419.523
ARRB2|409	1014.6689	ARRB2|409	1031.0410000000002
ARRDC1|92714	676.8782	ARRDC1|92714	435.3885
ARRDC2|27106	948.2130000000001	ARRDC2|27106	1837.7727
ARRDC3|57561	3006.7266	ARRDC3|57561	4739.06
ARRDC4|91947	467.7851	ARRDC4|91947	998.8679
ARRDC5|645432	7.456	lowly_expressed	lowly_expressed
ARSA|410	773.8066	ARSA|410	810.3399
ARSB|411	317.3677	ARSB|411	342.7783
ARSD|414	2702.9743	ARSD|414	2081.927
ARSE|415	29.1758	ARSE|415	34.5785
ARSG|22901	573.4662	ARSG|22901	183.1158
ARSH|347527	6.1593	lowly_expressed	lowly_expressed
ARSI|340075	23.0165	ARSI|340075	49.0113
ARSJ|79642	119.2965	ARSJ|79642	161.7673
ARSK|153642	144.25799999999998	ARSK|153642	193.9403
lowly_expressed	lowly_expressed	ART3|419	5.4123
ART4|420	8.7527	ART4|420	35.7812
ART5|116969	5.8352	ART5|116969	23.4533
ARTN|9048	9.0769	ARTN|9048	7.8178
ARV1|64801	635.7079	ARV1|64801	337.366
ARVCF|421	326.7688	ARVCF|421	291.3615
AR|367	1038.3337	AR|367	274.824
AS3MT|57412	116.0548	AS3MT|57412	248.6646
ASAH1|427	7130.5616	ASAH1|427	5966.4468
ASAH2B|653308	7.456	ASAH2B|653308	6.3143
ASAM|79827	274.5765	ASAM|79827	964.5901
ASAP1|50807	1105.7622	ASAP1|50807	1222.8765
ASAP2|8853	658.076	ASAP2|8853	1160.9359
ASAP3|55616	1040.9271	ASAP3|55616	1383.7418
ASB13|79754	2298.0793	ASB13|79754	845.5198
ASB14|142686	22.0439	ASB14|142686	8.1184
ASB16|92591	16.2412	ASB16|92591	7.2194
ASB1|51665	564.2532	ASB1|51665	702.7225
ASB2|51676	94.0109	ASB2|51676	76.9748
ASB3|51130	273.9282	ASB3|51130	307.1534
ASB6|140459	622.0601	ASB6|140459	632.9371
ASB7|140460	499.5543	ASB7|140460	464.8555
ASB8|140461	873.9768	ASB8|140461	912.2713
ASB9|140462	25.934	ASB9|140462	62.8427
ASCC1|51008	446.0653	ASCC1|51008	438.3954
ASCC2|84164	968.6360000000001	ASCC2|84164	1185.5919
ASCC3|10973	1410.4871	ASCC3|10973	950.4580000000001
ASCL2|430	35.3351	ASCL2|430	12.6287
ASF1A|25842	476.86199999999997	ASF1A|25842	451.9261
ASF1B|55723	297.593	ASF1B|55723	68.5557
ASGR1|432	7.456	ASGR1|432	12.328
ASGR2|433	17.1813	lowly_expressed	lowly_expressed
ASH1L|55870	4013.2069	ASH1L|55870	2497.7321
ASH2L|9070	1049.3557	ASH2L|9070	1201.2274
ASL|435	421.42800000000005	ASL|435	461.5479
ASMTL|8623	442.4994	ASMTL|8623	650.966
ASNA1|439	1269.795	ASNA1|439	1003.3782
ASNSD1|54529	1037.6854	ASNSD1|54529	1166.0475
ASNS|440	507.6586	ASNS|440	318.423
ASPA|443	10.6978	ASPA|443	110.3506
lowly_expressed	lowly_expressed	ASPG|374569	5.1116
lowly_expressed	lowly_expressed	ASPHD1|253982	17.7403
ASPHD2|57168	92.39	ASPHD2|57168	73.3666
ASPH|444	5818.2024	ASPH|444	10107.7286
ASPM|259266	327.093	ASPM|259266	35.4806
ASPN|54829	556.285	ASPN|54829	1084.2618
ASPRV1|151516	91.3494	ASPRV1|151516	105.4735
ASPSCR1|79058	250.5876	ASPSCR1|79058	203.2615
ASRGL1|80150	701.8397	ASRGL1|80150	178.6055
ASS1|445	2583.3536	ASS1|445	3184.8312
ASTE1|28990	211.3721	ASTE1|28990	265.0969
ASTN1|460	69.6977	ASTN1|460	104.0362
ASTN2|23245	335.1973	ASTN2|23245	203.5622
ASXL1|171023	1589.1077	ASXL1|171023	2059.3758
ASXL2|55252	1221.1687	ASXL2|55252	606.1763
ASXL3|80816	9.0769	ASXL3|80816	25.2573
ATAD1|84896	1193.2896	ATAD1|84896	1109.5192
ATAD2B|54454	389.0105	ATAD2B|54454	258.8878
ATAD2|29028	705.7298	ATAD2|29028	346.3865
ATAD3A|55210	303.7523	ATAD3A|55210	267.3069
ATAD3B|83858	72.6153	ATAD3B|83858	98.3232
ATAD3C|219293	117.0273	ATAD3C|219293	107.04299999999999
ATAD5|79915	185.7525	ATAD5|79915	40.5922
ATE1|11101	340.3841	ATE1|11101	250.168
