gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
RPLP1|6176	23958.1814	RPLP1|6176	22754.1633
RPLP2|6181	8873.9768	RPLP2|6181	12198.6971
RPN1|6184	5768.3767	RPN1|6184	5703.9508
RPN2|6185	7302.3713	RPN2|6185	6443.9279
RPP14|11102	480.7521	RPP14|11102	495.8258
RPP21|79897	184.4558	RPP21|79897	229.4209
RPP25|54913	206.1755	RPP25|54913	158.7605
RPP30|10556	430.1807	RPP30|10556	463.352
RPP38|10557	237.2964	RPP38|10557	252.5735
RPP40|10799	133.2361	RPP40|10799	88.4007
RPPH1|85495	9.4011	RPPH1|85495	12.328
RPRD1A|55197	1714.2394	RPRD1A|55197	1175.97
RPRD1B|58490	871.3834	RPRD1B|58490	894.8317
RPRD2|23248	2801.8478	RPRD2|23248	1769.8184
RPS10P7|376693	62.2417	RPS10P7|376693	66.7516
RPS10|6204	6568.1174	RPS10|6204	7582.6163
RPS11|6205	24604.9113	RPS11|6205	30956.186
RPS12|6206	17032.1744	RPS12|6206	17986.5384
RPS13|6207	7310.479	RPS13|6207	10442.1088
RPS14|6208	16235.0271	RPS14|6208	18500.1045
RPS15A|6210	11667.0719	RPS15A|6210	12251.6173
RPS15|6209	3244.6714	RPS15|6209	4165.0568
RPS16|6217	10392.4143	RPS16|6217	13187.6425
RPS17|6218	14931.1938	RPS17|6218	16365.2573
RPS18|6222	30022.8544	RPS18|6222	31133.2881
RPS19BP1|91582	615.2849	RPS19BP1|91582	676.2354
RPS19|6223	11942.621000000001	RPS19|6223	14423.4484
RPS20|6224	12714.1584	RPS20|6224	20873.9944
RPS21|6227	4997.8118	RPS21|6227	6530.5276
RPS23|6228	16049.5988	RPS23|6228	19197.087
RPS24|6229	18484.1559	RPS24|6229	22294.7202
RPS25|6230	7916.6869	RPS25|6230	12847.2697
RPS26|6231	1286.9763	RPS26|6231	1349.464
RPS27A|6233	11587.9731	RPS27A|6233	14095.4036
RPS27L|51065	808.1692	RPS27L|51065	1113.428
RPS27|6232	1690.2504	RPS27|6232	1516.3429
RPS28|6234	415.5928	RPS28|6234	487.106
RPS29|6235	7074.8035	RPS29|6235	7092.2028
RPS2P32|256355	6.1593	RPS2P32|256355	6.615
RPS2|6187	12977.0646	RPS2|6187	13528.316
RPS3A|6189	6953.5619	RPS3A|6189	7904.0461
RPS3|6188	21980.7116	RPS3|6188	25233.5929
RPS4X|6191	31625.9016	RPS4X|6191	48424.0468
RPS5|6193	8322.5545	RPS5|6193	11446.9904
RPS6KA1|6195	993.2734	RPS6KA1|6195	865.3648
RPS6KA2|6196	1529.7836	RPS6KA2|6196	2148.0772
RPS6KA3|6197	1552.1517	RPS6KA3|6197	1850.4013
RPS6KA4|8986	758.2462	RPS6KA4|8986	598.0579
RPS6KA5|9252	328.0655	RPS6KA5|9252	314.2134
RPS6KA6|27330	53.8131	RPS6KA6|27330	35.1799
RPS6KB1|6198	1074.9656	RPS6KB1|6198	858.4491
RPS6KB2|6199	451.5763	RPS6KB2|6199	460.6459
RPS6KC1|26750	765.3781	RPS6KC1|26750	595.9531
RPS6KL1|83694	24.9615	RPS6KL1|83694	68.255
RPS6|6194	28767.6473	RPS6|6194	36572.0368
RPS7|6201	5251.9653	RPS7|6201	6774.0805
RPS8|6202	17735.3108	RPS8|6202	24479.4807
RPS9|6203	12927.4658	RPS9|6203	16499.6625
RPSAP58|388524	7972.1209	RPSAP58|388524	8361.9859
RPSAP9|653162	15.5604	RPSAP9|653162	19.5444
RPSA|3921	6385.9308	RPSA|3921	6751.5293
RPTOR|57521	1029.5810000000001	RPTOR|57521	813.3437
RPUSD1|113000	206.1755	RPUSD1|113000	205.667
RPUSD2|27079	146.8514	RPUSD2|27079	174.6966
RPUSD3|285367	292.082	RPUSD3|285367	350.8967
RPUSD4|84881	339.0874	RPUSD4|84881	492.2176
RQCD1|9125	248.9667	RQCD1|9125	192.4369
RRAD|6236	40.1977	RRAD|6236	82.9884
RRAGA|10670	1597.8604	RRAGA|10670	2565.7255
RRAGB|10325	239.2414	RRAGB|10325	369.539
RRAGC|64121	445.7411	RRAGC|64121	492.5183
RRAGD|58528	326.4446	RRAGD|58528	672.0258
RRAS2|22800	182.1866	RRAS2|22800	623.3152
RRAS|6237	728.4221	RRAS|6237	1532.8804
RRBP1|6238	3164.6	RRBP1|6238	3790.1054
RREB1|6239	1436.0969	RREB1|6239	1039.1594
RRH|10692	6.8077	lowly_expressed	lowly_expressed
RRM1|6240	1866.9260000000002	RRM1|6240	1462.22
RRM2B|50484	774.455	RRM2B|50484	780.5723
RRM2|6241	581.2465	RRM2|6241	64.6468
RRN3P1|730092	25.2857	RRN3P1|730092	43.8997
RRN3P2|653390	5.511	RRN3P2|653390	10.2232
RRN3P3|100131998	35.9705	RRN3P3|100131998	44.8889
RRN3|54700	1167.0314	RRN3|54700	1284.2158
RRP12|23223	804.2791	RRP12|23223	568.2903
RRP15|51018	709.9441	RRP15|51018	572.1992
RRP1B|23076	1094.4161	RRP1B|23076	1079.1502
RRP1|8568	344.2743	RRP1|8568	338.5687
RRP7A|27341	559.2025	RRP7A|27341	421.8578
RRP7B|91695	118.2851	RRP7B|91695	55.6173
RRP8|23378	234.0546	RRP8|23378	244.1544
RRP9|9136	270.0381	RRP9|9136	246.5598
RRS1|23212	268.7414	RRS1|23212	295.8718
RSAD1|55316	467.1367	RSAD1|55316	684.0531
RSAD2|91543	2496.1504	RSAD2|91543	294.3684
RSBN1L|222194	574.4161	RSBN1L|222194	390.8184
RSBN1|54665	816.2736	RSBN1|54665	728.5542
RSC1A1|6248	377.6903	RSC1A1|6248	192.7256
RSF1|51773	881.757	RSF1|51773	759.2238
RSL1D1|26156	3951.3737	RSL1D1|26156	4370.423
RSL24D1|51187	1687.3328	RSL24D1|51187	2503.4842
RSPH10B2|728194	6.4835	lowly_expressed	lowly_expressed
RSPH1|89765	207.4722	RSPH1|89765	59.5352
RSPH3|83861	175.0547	RSPH3|83861	112.756
RSPH4A|345895	47.6538	RSPH4A|345895	13.8314
RSPH9|221421	16.5329	RSPH9|221421	10.8246
RSPO1|284654	23.6648	RSPO1|284654	86.5966
RSPO3|84870	124.8075	RSPO3|84870	377.9582
lowly_expressed	lowly_expressed	RSPO4|343637	7.2164
RSPRY1|89970	371.1808	RSPRY1|89970	383.3704
RSRC1|51319	275.2249	RSRC1|51319	232.7284
RSRC2|65117	1223.1137	RSRC2|65117	1143.4963
RSU1|6251	1666.9098	RSU1|6251	2680.2856
RTCD1|8634	582.219	RTCD1|8634	437.79400000000004
RTEL1|51750	178.2089	RTEL1|51750	211.6896
RTF1|23168	1924.9534	RTF1|23168	1859.7225
RTKN2|219790	171.4888	RTKN2|219790	24.0546
RTKN|6242	594.8618	RTKN|6242	429.6756
RTN1|6252	318.6644	RTN1|6252	512.9647
RTN2|6253	252.5326	RTN2|6253	354.8056
RTN3|10313	6810.6005	RTN3|10313	6660.7232
RTN4IP1|84816	164.3569	RTN4IP1|84816	135.3072
RTN4RL1|146760	130.6427	RTN4RL1|146760	328.9469
RTN4RL2|349667	16.8571	RTN4RL2|349667	23.7539
RTN4R|65078	38.2527	RTN4R|65078	43.599
RTN4|57142	7875.1925	RTN4|57142	10312.5146
RTP4|64108	291.7578	RTP4|64108	178.6055
RTTN|25914	271.9831	RTTN|25914	237.2387
RUFY1|80230	1269.4708	RUFY1|80230	1220.4711
RUFY2|55680	313.4776	RUFY2|55680	332.5581
RUFY3|22902	659.0485	RUFY3|22902	666.9142
RUFY4|285180	23.3406	lowly_expressed	lowly_expressed
RUNDC1|146923	2561.3097	RUNDC1|146923	754.7136
RUNDC2A|84127	74.5603	RUNDC2A|84127	79.3802
RUNDC2C|440352	27.3831	RUNDC2C|440352	19.9593
RUNDC3B|154661	82.9889	RUNDC3B|154661	105.2389
RUNX1T1|862	87.2032	RUNX1T1|862	130.797
RUNX1|861	5058.7568	lowly_expressed	lowly_expressed
RUNX2|860	434.7192	RUNX2|860	249.8673
RUNX3|864	1243.2126	RUNX3|864	596.2538
RUSC1|23623	866.5208	RUSC1|23623	550.8507
RUSC2|9853	384.7962	RUSC2|9853	1046.9772
RUVBL1|8607	940.4328	RUVBL1|8607	736.9583
RUVBL2|10856	1287.6246	RUVBL2|10856	1042.1662
RWDD1|51389	901.5317	RWDD1|51389	1128.7629
RWDD2A|112611	77.4779	RWDD2A|112611	91.1069
RWDD2B|10069	494.0433	RWDD2B|10069	516.2722
RWDD3|25950	191.2635	RWDD3|25950	225.512
RWDD4A|201965	456.4389	RWDD4A|201965	563.4794
RXRA|6256	2093.2004	RXRA|6256	2721.4791
RXRB|6257	735.8781	RXRB|6257	950.7587
lowly_expressed	lowly_expressed	RXRG|6258	31.8724
RYBP|23429	1748.602	RYBP|23429	1270.3844
RYK|6259	998.4602	RYK|6259	1790.2648
RYR1|6261	92.7142	RYR1|6261	187.9267
RYR2|6262	15.8846	RYR2|6262	12.9294
RYR3|6263	18.477999999999998	RYR3|6263	96.2185
S100A10|6281	2016.3709	S100A10|6281	7119.2643
S100A11|6282	8173.758000000001	S100A11|6282	5851.585999999999
S100A13|6284	1321.9872	S100A13|6284	2157.6991
S100A14|57402	4450.928	S100A14|57402	752.9095
S100A16|140576	3906.9617	S100A16|140576	2436.7326
S100A1|6271	315.0985	S100A1|6271	1046.9772
S100A2|6273	45.7087	S100A2|6273	257.3844
S100A3|6274	11.9945	S100A3|6274	17.1389
S100A4|6275	1543.399	S100A4|6275	6931.6383
S100A6|6277	4546.2355	S100A6|6277	16773.5844
S100A7A|338324	356.9171	lowly_expressed	lowly_expressed
S100A7|6278	1290.218	lowly_expressed	lowly_expressed
S100A8|6279	1038.3337	S100A8|6279	119.37100000000001
S100A9|6280	4986.4657	S100A9|6280	383.9718
S100B|6285	135.8295	S100B|6285	1085.4645
S100PBP|64766	509.2795	S100PBP|64766	475.0787
S100P|6286	551.4223	S100P|6286	8.7198
S1PR1|1901	1712.9427	S1PR1|1901	2997.8065
S1PR2|9294	355.2962	S1PR2|9294	494.3224
S1PR3|1903	1761.1638	S1PR3|1903	451.5863
S1PR4|8698	146.5273	S1PR4|8698	36.0819
S1PR5|53637	35.0109	S1PR5|53637	44.8017
SAA1|6288	311.8567	SAA1|6288	7617.7962
SAA2|6289	380.9061	SAA2|6289	1749.9733
SAA4|6291	20.423	SAA4|6291	50.214
SAAL1|113174	183.8074	SAAL1|113174	186.72400000000002
SAC3D1|29901	103.4119	SAC3D1|29901	91.7082
SACM1L|22908	1248.7236	SACM1L|22908	1169.9564
SACS|26278	487.5598	SACS|26278	732.4631
SAE1|10055	1731.4207	SAE1|10055	1440.2701
SAFB2|9667	1028.2843	SAFB2|9667	901.1461
SAFB|6294	1179.0259	SAFB|6294	1276.6987
SAG|6295	6.4835	lowly_expressed	lowly_expressed
SALL1|6299	10.0494	SALL1|6299	75.77199999999999
SALL2|6297	398.4115	SALL2|6297	574.9053
SALL4|57167	11.6703	lowly_expressed	lowly_expressed
SAMD10|140700	128.0493	SAMD10|140700	73.6673
SAMD11|148398	342.5756	SAMD11|148398	36.0068
SAMD12|401474	1331.3883	SAMD12|401474	300.382
SAMD13|148418	22.0439	SAMD13|148418	34.8792
SAMD14|201191	10.3736	SAMD14|201191	6.615
SAMD1|90378	229.192	SAMD1|90378	153.3482
SAMD3|154075	142.6372	SAMD3|154075	24.3553
SAMD4A|23034	300.1864	SAMD4A|23034	1300.7534
SAMD4B|55095	1443.2288	SAMD4B|55095	1590.0101
SAMD5|389432	208.4448	SAMD5|389432	1027.1321
SAMD8|142891	128.3735	SAMD8|142891	131.0977
SAMD9L|219285	2642.6777	SAMD9L|219285	753.5108
SAMD9|54809	3050.4903	SAMD9|54809	459.7438
SAMHD1|25939	2236.8360000000002	SAMHD1|25939	1903.529
SAMM50|25813	1075.6139	SAMM50|25813	1215.0498
SAMSN1|64092	528.4059	SAMSN1|64092	156.355
SAP130|79595	722.9111	SAP130|79595	658.7958
SAP18|10284	2888.0785	SAP18|10284	2858.5904
SAP30BP|29115	880.7845	SAP30BP|29115	918.285
SAP30L|79685	1176.1083	SAP30L|79685	1777.9368
SAP30|8819	185.1041	SAP30|8819	116.6649
SAPS1|22870	1925.9259	SAPS1|22870	1207.5417
SAPS2|9701	1178.3775	SAPS2|9701	1004.8816
SAPS3|55291	2719.5073	SAPS3|55291	2016.9796
SAR1A|56681	2810.9247	SAR1A|56681	3511.6733
SAR1B|51128	710.9166	SAR1B|51128	380.3636
SARDH|1757	84.2856	SARDH|1757	88.7014
SARM1|23098	262.2644	SARM1|23098	389.1947
SARNP|84324	800.5316	SARNP|84324	761.8668
SARS2|54938	177.6481	SARS2|54938	263.0974
SARS|6301	2812.2214	SARS|6301	3097.0318
SART1|9092	700.2188	SART1|9092	944.1437
SART3|9733	1252.6137	SART3|9733	1219.8697
SASH1|23328	2469.5679999999998	SASH1|23328	2977.0594
SASH3|54440	1097.6578	SASH3|54440	393.8943
SASS6|163786	187.3734	SASS6|163786	113.6581
SAT1|6303	2510.4141	SAT1|6303	2683.2924
SAT2|112483	369.2358	SAT2|112483	767.9436
SATB1|6304	552.719	SATB1|6304	754.7136
SATB2|23314	118.324	SATB2|23314	121.4758
SATL1|340562	18.1538	SATL1|340562	43.8997
SAV1|60485	1010.1305	SAV1|60485	1942.1096
SBDSP1|155370	316.7193	SBDSP1|155370	512.664
SBDS|51119	1470.7837	SBDS|51119	3172.2025
SBF1|6305	1404.3277	SBF1|6305	1276.0974
SBF2|81846	1371.9945	SBF2|81846	1426.2884
SBK1|388228	364.04900000000004	SBK1|388228	108.5465
SBNO1|55206	800.3889999999999	SBNO1|55206	436.5913
SBNO2|22904	1230.2456	SBNO2|22904	924.9
SC4MOL|6307	829.8889999999999	SC4MOL|6307	692.1716
SC5DL|6309	1323.9322	SC5DL|6309	1311.8786
SC65|10609	300.5106	SC65|10609	306.095
SCAF1|58506	1008.5096	SCAF1|58506	985.9386
SCAI|286205	279.4392	SCAI|286205	260.6919
SCAMP1|9522	2209.5794	SCAMP1|9522	1606.8483
SCAMP2|10066	2927.3037	SCAMP2|10066	2818.5996
SCAMP3|10067	1913.6073	SCAMP3|10067	1072.8359
SCAMP4|113178	2347.3539	SCAMP4|113178	1486.2746
SCAMP5|192683	579.9498	SCAMP5|192683	264.9015
SCAND1|51282	331.3072	SCAND1|51282	402.3135
SCAND2|54581	276.8458	SCAND2|54581	242.9516
SCAND3|114821	51.8681	SCAND3|114821	82.0864
SCAPER|49855	389.3346	SCAPER|49855	436.2906
SCAP|22937	1849.4756	SCAP|22937	1757.2829
SCARA3|51435	1329.7674	SCARA3|51435	1335.6326
SCARA5|286133	70.6702	SCARA5|286133	4120.255
SCARB1|949	1843.9096	SCARB1|949	2667.6569
SCARB2|950	12969.6086	SCARB2|950	7410.6258
SCARF1|8578	218.4942	SCARF1|8578	338.5687
SCARF2|91179	138.4229	SCARF2|91179	218.2956
SCCPDH|51097	2232.2717	SCCPDH|51097	1056.8997
SCD5|79966	579.9498	SCD5|79966	617.6023
SCD|6319	1641.2999	SCD|6319	16551.6806
SCFD1|23256	835.4	SCFD1|23256	1007.5877
SCFD2|152579	305.04900000000004	SCFD2|152579	368.9377
SCG2|7857	32.4175	SCG2|7857	11.1253
lowly_expressed	lowly_expressed	SCG3|29106	38.1867
SCG5|6447	97.2526	SCG5|6447	127.4895
SCGB1D2|10647	5295.0806	SCGB1D2|10647	11722.1151
SCGB2A1|4246	460.6532	SCGB2A1|4246	255.5803
SCGB2A2|4250	42662.4524	SCGB2A2|4250	25762.4937
SCGB3A1|92304	12.3187	SCGB3A1|92304	454.3316
lowly_expressed	lowly_expressed	SCGN|10590	10.5239
SCHIP1|29970	96.2801	SCHIP1|29970	386.8072
SCIN|85477	68.0768	SCIN|85477	95.3164
SCLT1|132320	215.2525	SCLT1|132320	141.0202
SCLY|51540	184.4558	SCLY|51540	157.3863
SCMH1|22955	770.5649	SCMH1|22955	1146.8038
SCML1|6322	65.4834	SCML1|6322	148.5373
SCML2|10389	25.6099	SCML2|10389	44.8017
SCML4|256380	173.75799999999998	SCML4|256380	30.6696
SCN11A|11280	27.5549	SCN11A|11280	46.9065
SCN1B|6324	117.6757	SCN1B|6324	399.908
SCN2A|6326	83.3131	SCN2A|6326	171.6898
SCN2B|6327	61.9175	SCN2B|6327	185.5212
SCN3A|6328	69.3735	SCN3A|6328	122.3779
SCN3B|55800	32.7417	SCN3B|55800	155.1523
SCN4A|6329	71.3186	SCN4A|6329	339.4708
SCN4B|6330	375.0709	SCN4B|6330	1259.2591
SCN5A|6331	8.1044	SCN5A|6331	44.501000000000005
SCN7A|6332	117.3515	SCN7A|6332	134.7058
SCN8A|6334	46.6813	SCN8A|6334	23.7539
SCN9A|6335	38.7811	SCN9A|6335	148.7928
SCNM1|79005	438.6093	SCNM1|79005	413.7394
SCNN1A|6337	5722.668000000001	SCNN1A|6337	2141.1615
SCNN1B|6338	199.692	SCNN1B|6338	474.4773
SCNN1D|6339	21.0714	SCNN1D|6339	20.1457
SCNN1G|6340	102.1152	SCNN1G|6340	172.5919
SCO1|6341	344.9226	SCO1|6341	401.7121
SCO2|9997	632.4662	SCO2|9997	279.3342
SCOC|60592	1571.2781	SCOC|60592	1525.0627
SCP2|6342	2524.3537	SCP2|6342	3531.5183
SCPEP1|59342	2329.8484	SCPEP1|59342	4531.8897
SCRG1|11341	11.3461	SCRG1|11341	42.3963
SCRIB|23513	761.1638	SCRIB|23513	874.3853
SCRN1|9805	1668.5307	SCRN1|9805	2106.8837
SCRN2|90507	272.9557	SCRN2|90507	838.0027
SCRN3|79634	435.0434	SCRN3|79634	297.9766
SCT|6343	13.6154	lowly_expressed	lowly_expressed
SCUBE1|80274	27.5549	SCUBE1|80274	143.4256
SCUBE2|57758	5017.9107	SCUBE2|57758	5164.8267
SCUBE3|222663	36.3076	SCUBE3|222663	19.2437
SCYL1|57410	1188.4723	SCYL1|57410	1394.9783
SCYL2|55681	1214.361	SCYL2|55681	793.8023
SCYL3|57147	650.5422	SCYL3|57147	387.2913
SDAD1|55153	1076.9106	SDAD1|55153	1118.5396
SDC1|6382	2276.3595	SDC1|6382	2531.7483
SDC2|6383	1008.5096	SDC2|6383	3907.6724
SDC3|9672	2626.4689	SDC3|9672	3484.9125
SDC4|6385	6442.9857	SDC4|6385	5590.8941
SDCBP2|27111	47.8904	SDCBP2|27111	84.2002
SDCBP|6386	3142.8803	SDCBP|6386	6146.2551
SDCCAG1|9147	940.1086	SDCCAG1|9147	749.9027
SDCCAG3|10807	498.5817	SDCCAG3|10807	428.1722
SDCCAG8|10806	552.719	SDCCAG8|10806	499.7346
SDF2L1|23753	188.6701	SDF2L1|23753	172.8926
SDF2|6388	1073.3447	SDF2|6388	832.5904
SDF4|51150	2308.4529	SDF4|51150	2480.933
SDHAF1|644096	137.1262	SDHAF1|644096	173.7946
SDHAF2|54949	672.3397	SDHAF2|54949	626.9234
SDHAP1|255812	72.9395	SDHAP1|255812	97.7219
SDHAP2|727956	113.7856	SDHAP2|727956	101.3301
SDHAP3|728609	82.6647	SDHAP3|728609	85.6946
SDHA|6389	2052.0301	SDHA|6389	2334.5005
SDHB|6390	1132.6688	SDHB|6390	1204.5349
SDHC|6391	2429.0461	SDHC|6391	1884.6792
SDHD|6392	1875.3546	SDHD|6392	1867.2396
SDK1|221935	377.01599999999996	SDK1|221935	697.8845
SDK2|54549	190.2909	SDK2|54549	377.6575
SDPR|8436	888.5647	SDPR|8436	3732.0737
SDR16C5|195814	245.0766	SDR16C5|195814	63.443999999999996
SDR39U1|56948	447.3653	SDR39U1|56948	550.6523
SDR42E1|93517	200.3404	SDR42E1|93517	143.4256
SDSL|113675	231.137	SDSL|113675	116.3642
SDS|10993	244.4282	SDS|10993	13.5307
SEC11A|23478	2151.2278	SEC11A|23478	2651.7207
SEC11C|90701	726.1528	SEC11C|90701	762.5313
SEC13|6396	1451.6573	SEC13|6396	1753.5815
SEC14L1|6397	2348.9748	SEC14L1|6397	3131.9109999999996
SEC14L2|23541	1829.4902	SEC14L2|23541	1724.6017
SEC14L5|9717	8.4286	SEC14L5|9717	62.542
SEC16A|9919	5032.8228	SEC16A|9919	2882.9457
SEC16B|89866	120.0097	SEC16B|89866	189.6286
SEC1|653677	5.511	SEC1|653677	13.5488
SEC22A|26984	351.7303	SEC22A|26984	373.1472
SEC22B|9554	1721.6954	SEC22B|9554	1437.2633
SEC22C|9117	814.0044	SEC22C|9117	864.7634
SEC23A|10484	1362.5091	SEC23A|10484	1843.7863
SEC23B|10483	2099.3598	SEC23B|10483	1401.7827
SEC23IP|11196	1800.1459	SEC23IP|11196	1096.5898
SEC24A|10802	1057.4601	SEC24A|10802	718.0303
SEC24B|10427	1454.5749	SEC24B|10427	1293.8377
SEC24C|9632	3122.4572	SEC24C|9632	2630.3723
SEC24D|9871	1564.1462	SEC24D|9871	1431.2497
SEC31A|22872	4864.2094	SEC31A|22872	4838.4507
SEC31B|25956	80.2431	SEC31B|25956	89.9643
SEC61A1|29927	7690.2893	SEC61A1|29927	6858.2146
SEC61A2|55176	108.508	SEC61A2|55176	64.5445
SEC61B|10952	1104.1413	SEC61B|10952	1214.1567
SEC61G|23480	599.7245	SEC61G|23480	657.2924
SEC62|7095	4483.3455	SEC62|7095	5014.1847
SEC63|11231	3004.7816	SEC63|11231	3207.683
SECISBP2L|9728	1893.5084	SECISBP2L|9728	1498.6026
SECISBP2|79048	1151.1468	SECISBP2|79048	806.1303
SECTM1|6398	428.5599	SECTM1|6398	423.3612
SEH1L|81929	718.3726	SEH1L|81929	779.0689
lowly_expressed	lowly_expressed	SEL1L2|80343	11.4259
SEL1L3|23231	1130.3995	SEL1L3|23231	979.9249
SEL1L|6400	4053.4889	SEL1L|6400	3388.3933
SELENBP1|8991	2585.6228	SELENBP1|8991	3175.2093
SELE|6401	901.5317	SELE|6401	23.7539
SELK|58515	449.3071	SELK|58515	496.1265
SELL|6402	2474.4307	SELL|6402	168.0816
SELM|140606	1292.4872	SELM|140606	1267.9789
SELO|83642	248.3183	SELO|83642	252.8742
SELPLG|6404	1714.5636	SELPLG|6404	1000.3713
SELP|6403	1269.4708	SELP|6403	844.0163
SELS|55829	889.8614	SELS|55829	929.7109
SELT|51714	2431.9637	SELT|51714	1662.7753
SEMA3A|10371	71.9669	SEMA3A|10371	159.0611
SEMA3B|7869	593.2409	SEMA3B|7869	623.3152
SEMA3C|10512	3908.5825	SEMA3C|10512	7690.2607
SEMA3D|223117	51.8681	SEMA3D|223117	754.7136
SEMA3E|9723	275.8732	SEMA3E|9723	356.309
SEMA3F|6405	2487.7219	SEMA3F|6405	821.1645
SEMA3G|56920	747.2242	SEMA3G|56920	2204.9062
SEMA4A|64218	832.8065	SEMA4A|64218	649.1739
SEMA4B|10509	4145.2306	SEMA4B|10509	1488.3794
SEMA4C|54910	711.8891	SEMA4C|54910	789.5928
SEMA4D|10507	1326.5257	SEMA4D|10507	656.9917
SEMA4F|10505	200.3404	SEMA4F|10505	276.0267
SEMA4G|57715	186.1383	SEMA4G|57715	106.2041
SEMA5A|9037	2107.14	SEMA5A|9037	2700.4313
SEMA5B|54437	11.9945	SEMA5B|54437	16.2369
SEMA6A|57556	408.461	SEMA6A|57556	1221.3731
SEMA6B|10501	201.6371	SEMA6B|10501	348.7919
SEMA6C|10500	142.313	SEMA6C|10500	285.0472
SEMA6D|80031	269.3897	SEMA6D|80031	449.5206
SEMA7A|8482	262.9062	SEMA7A|8482	60.7379
SENP1|29843	597.7794	SENP1|29843	460.3452
SENP2|59343	703.4606	SENP2|59343	823.5699
SENP3|26168	597.6919	SENP3|26168	846.9811
SENP5|205564	732.9605	SENP5|205564	742.0849
SENP6|26054	1616.0143	SENP6|26054	1803.4948
SENP7|57337	358.538	SENP7|57337	328.9469
SENP8|123228	57.7032	SENP8|123228	53.8222
SEP15|9403	2927.952	SEP15|9403	3484.0104
SEPHS1|22929	1150.8226	SEPHS1|22929	1126.3574
SEPHS2|22928	2045.2225	SEPHS2|22928	1463.4227
SEPN1|57190	3103.3309	SEPN1|57190	4191.2162
SEPP1|6414	23427.7656	SEPP1|6414	23452.2553
SEPSECS|51091	368.9116	SEPSECS|51091	302.7875
SEPT10|151011	1678.9043	SEPT10|151011	2614.4361
SEPT11|55752	2810.6005	SEPT11|55752	2799.3559
SEPT1|1731	331.9556	SEPT1|1731	93.81299999999999
SEPT2|4735	9673.3933	SEPT2|4735	10918.6909
SEPT3|55964	114.1097	SEPT3|55964	210.1772
SEPT4|5414	281.7084	SEPT4|5414	552.0534
SEPT5|5413	310.2358	SEPT5|5413	399.908
SEPT6|23157	1945.3764	SEPT6|23157	988.9454
SEPT7P2|641977	94.335	SEPT7P2|641977	141.9222
SEPT7|989	3169.7869	SEPT7|989	4377.6394
SEPT8|23176	2489.9943	SEPT8|23176	1674.7936
SEPT9|10801	6251.7222	SEPT9|10801	4908.9458
SEPW1|6415	1953.805	SEPW1|6415	3055.2369
SEPX1|51734	342.3292	SEPX1|51734	406.523
SERAC1|84947	238.5931	SERAC1|84947	267.3069
SERBP1|26135	6289.6507	SERBP1|26135	6116.1868
SERF1A|8293	222.7085	SERF1A|8293	264.3001
SERF2|10169	6414.1016	SERF2|10169	6266.5793
SERGEF|26297	286.2469	SERGEF|26297	449.8213
SERHL2|253190	1364.8172	SERHL2|253190	75.7811
SERHL|94009	511.2246	SERHL|94009	94.7151
SERINC1|57515	8436.0159	SERINC1|57515	9609.5184
SERINC2|347735	3240.4571	SERINC2|347735	1224.9813
SERINC3|10955	3068.6441	SERINC3|10955	3325.8513
lowly_expressed	lowly_expressed	SERINC4|619189	8.818999999999999
SERINC5|256987	262.2579	SERINC5|256987	161.7673
SERP1|27230	4956.6059	SERP1|27230	4003.2985
SERP2|387923	32.0934	SERP2|387923	88.7014
SERPINA11|256394	70.3461	SERPINA11|256394	120.8744
SERPINA1|5265	1705.4867	SERPINA1|5265	9054.7588
SERPINA3|12	10725.0182	SERPINA3|12	9291.0954
SERPINA5|5104	969.9327	SERPINA5|5104	1415.3135
SERPINA6|866	34.0384	SERPINA6|866	890.9228
SERPINB1|1992	1849.4205	SERPINB1|1992	1289.9288
lowly_expressed	lowly_expressed	SERPINB2|5055	5.712999999999999
SERPINB5|5268	303.7523	SERPINB5|5268	1552.4248
SERPINB6|5269	1752.8163	SERPINB6|5269	2375.694
SERPINB8|5271	294.9996	SERPINB8|5271	243.8537
SERPINB9|5272	922.9273	SERPINB9|5272	405.3203
SERPIND1|3053	70.6702	SERPIND1|3053	12.6287
SERPINE1|5054	1356.3498	SERPINE1|5054	337.6667
SERPINE2|5270	765.7022	SERPINE2|5270	853.3375
SERPINF1|5176	2168.4091	SERPINF1|5176	11943.1168
SERPINF2|5345	112.81299999999999	SERPINF2|5345	264.6008
SERPING1|710	6991.1662	SERPING1|710	25973.2723
SERPINH1|871	1746.0086	SERPINH1|871	2755.7569
SERPINI1|5274	245.0766	SERPINI1|5274	385.1745
SERTAD1|29950	250.5876	SERTAD1|29950	474.778
SERTAD2|9792	1405.3003	SERTAD2|9792	1343.4503
SERTAD3|29946	493.7191	SERTAD3|29946	596.2538
SERTAD4|56256	443.4719	SERTAD4|56256	227.6168
SESN1|27244	1020.5041	SESN1|27244	1365.4001
SESN2|83667	467.1367	SESN2|83667	310.6052
SESN3|143686	455.7906	SESN3|143686	156.6557
SESTD1|91404	2383.9857	SESTD1|91404	2084.6332
SETBP1|26040	962.4767	SETBP1|26040	1178.0748
SETD1A|9739	742.6858	SETD1A|9739	786.2853
SETD1B|23067	1143.6907	SETD1B|23067	908.0618
SETD2|29072	2741.2270000000003	SETD2|29072	2215.7308
