gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
UBXN7|26043	149.0925	UBXN7|26043	847.9478
UBXN8|7993	128.1983	UBXN8|7993	136.6604
UCA1|652995	324.3913	UCA1|652995	10.2612
UCHL1|7345	74.7233	UCHL1|7345	28.4515
UCHL3|7347	431.3413	UCHL3|7347	264.9254
UCHL5|51377	741.6662	UCHL5|51377	363.5541
UCK1|83549	631.4298	UCK1|83549	834.8881
UCK2|7371	755.3785	UCK2|7371	265.3918
UCKL1AS|100113386	20.5826	UCKL1AS|100113386	28.9599
UCKL1|54963	575.4759	UCKL1|54963	539.6455
UCN2|90226	5.6662	UCN2|90226	6.0634
UCP2|7351	6024.6127	UCP2|7351	1561.1007
UCP3|7352	19.4776	UCP3|7352	27.0522
UEVLD|55293	278.3533	UEVLD|55293	324.1604
UFC1|51506	4159.0084	UFC1|51506	1403.4515
UFD1L|7353	1896.4002	UFD1L|7353	680.0373
UFM1|51569	1506.1532	UFM1|51569	1462.6866
UFSP1|402682	36.8305	UFSP1|402682	18.1903
UFSP2|55325	671.5573	UFSP2|55325	601.4132
UGCG|7357	275.8743	UGCG|7357	325.5597
UGDH|7358	1506.1532	UGDH|7358	1177.7052
UGGT1|56886	2138.6454	UGGT1|56886	2148.3209
UGGT2|55757	386.0115	UGGT2|55757	507.4627
UGP2|7360	2056.4852	UGP2|7360	4423.5075
UGT2B10|7365	23.019000000000002	lowly_expressed	lowly_expressed
UGT2B11|10720	5583.4723	UGT2B11|10720	622.9991
UGT2B15|7366	113.3245	UGT2B15|7366	14.459000000000001
UGT2B28|54490	25.8521	UGT2B28|54490	368.4701
UGT2B4|7363	219.9203	UGT2B4|7363	18.6567
UGT3A1|133688	15.228	lowly_expressed	lowly_expressed
UGT8|7368	5.3121	UGT8|7368	79.7575
UHMK1|127933	355.5556	UHMK1|127933	842.8172
UHRF1BP1L|23074	489.066	UHRF1BP1L|23074	744.8694
UHRF1BP1|54887	765.2944	UHRF1BP1|54887	945.4291
UHRF1|29128	347.7645	UHRF1|29128	9.7948
UHRF2|115426	803.1873	UHRF2|115426	1117.0709
UIMC1|51720	404.4267	UIMC1|51720	459.8881
ULBP1|80329	13.4573	lowly_expressed	lowly_expressed
ULBP2|80328	15.228	lowly_expressed	lowly_expressed
ULBP3|79465	6.3745	ULBP3|79465	26.5858
ULK1|8408	1278.4418	ULK1|8408	1617.5373
ULK2|9706	519.8761	ULK2|9706	1022.8545
ULK3|25989	485.5246	ULK3|25989	598.8806
ULK4|54986	92.7844	ULK4|54986	47.1082
UMODL1|89766	12.749	lowly_expressed	lowly_expressed
UMOD|7369	8.4993	lowly_expressed	lowly_expressed
UMPS|7372	839.3094	UMPS|7372	506.0634
UNC119B|84747	1024.8783	UNC119B|84747	2053.1716
UNC119|9094	554.2275	UNC119|9094	427.7052
UNC13A|23025	9.9159	UNC13A|23025	8.3955
UNC13B|10497	873.6609	UNC13B|10497	1317.1642
UNC13D|201294	489.7742	UNC13D|201294	336.7537
UNC45A|55898	1267.8176	UNC45A|55898	2028.9179
UNC50|25972	658.6985	UNC50|25972	592.3507
UNC5A|90249	89.9513	UNC5A|90249	27.0522
UNC5B|219699	2349.3581	UNC5B|219699	353.5448
UNC5CL|222643	24.1098	UNC5CL|222643	43.4515
UNC5C|8633	27.2687	UNC5C|8633	212.6866
lowly_expressed	lowly_expressed	UNC5D|137970	5.1306
lowly_expressed	lowly_expressed	UNC80|285175	5.597
UNC93B1|81622	840.7260000000001	UNC93B1|81622	317.1642
UNG|7374	1236.6534	UNG|7374	820.8955
UNKL|64718	253.5671	UNKL|64718	798.5354
UNK|85451	508.8977	UNK|85451	710.8209
UPF0639|400224	9.9159	lowly_expressed	lowly_expressed
UPF1|5976	2455.2457	UPF1|5976	2951.0261
UPF2|26019	840.7260000000001	UPF2|26019	1363.806
UPF3A|65110	423.1961	UPF3A|65110	768.1903
UPF3B|65109	356.9721	UPF3B|65109	320.8955
UPK1A|11045	38.247	UPK1A|11045	7.4627
UPK2|7379	5.3121	lowly_expressed	lowly_expressed
UPK3A|7380	13.8114	UPK3A|7380	173.9739
UPK3BL|100134938	67.5945	UPK3BL|100134938	297.7379
UPP1|7378	120.7614	UPP1|7378	68.097
UPRT|139596	474.1921	UPRT|139596	263.9925
UQCC|55245	1161.9301	UQCC|55245	994.8694
UQCR10|29796	1371.9345	UQCR10|29796	763.9925
UQCR11|10975	1164.4089999999999	UQCR11|10975	680.9701
UQCRB|7381	3243.5591	UQCRB|7381	2389.459
UQCRC1|7384	3265.5157	UQCRC1|7384	2277.0522
UQCRC2|7385	2283.8424	UQCRC2|7385	4035.9142
UQCRFS1|7386	3477.2908	UQCRFS1|7386	1355.8769
UQCRHL|440567	592.8287	UQCRHL|440567	296.1754
UQCRH|7388	2493.1386	UQCRH|7388	1304.1045
UQCRQ|27089	6199.5573	UQCRQ|27089	851.2127
URB1|9875	757.7371	URB1|9875	1394.1838
URB2|9816	729.5263	URB2|9816	280.7836
URGCP|55665	935.9894	URGCP|55665	926.7724
URM1|81605	1395.6618	URM1|81605	820.8955
UROD|7389	2253.3865	UROD|7389	1002.7985
UROS|7390	1062.0629	UROS|7390	394.5896
USE1|55850	256.0425	USE1|55850	218.75
USF1|7391	1406.9942	USF1|7391	750.4664
USF2|7392	2704.2054	USF2|7392	1592.3507
lowly_expressed	lowly_expressed	USH1C|10083	46.6418
USH2A|7399	5.6662	USH2A|7399	6.9963
USHBP1|83878	38.247	USHBP1|83878	146.4552
USMG5|84833	1127.9327	USMG5|84833	439.8321
USO1|8615	2118.8136	USO1|8615	2034.9813
USP10|9100	1760.7791	USP10|9100	1358.2089999999998
USP11|8237	967.8619	USP11|8237	1727.6119
USP12|219333	212.8375	USP12|219333	455.2239
USP13|8975	250.7304	USP13|8975	662.3134
USP14|9097	3891.2793	USP14|9097	1078.8246
USP15|9958	1064.5418	USP15|9958	1022.8545
USP16|10600	1117.3085	USP16|10600	1118.9366
USP18|11274	431.6954	USP18|11274	187.5
USP19|10869	1116.2461	USP19|10869	2014.9254
USP1|7398	774.8561	USP1|7398	1210.3545
USP20|10868	642.7623	USP20|10868	890.3918
USP21|27005	1043.6476	USP21|27005	578.3582
USP22|23326	5387.5166	USP22|23326	7021.4552
USP24|23358	919.699	USP24|23358	2210.3545
USP25|29761	985.923	USP25|29761	1501.8657
USP27X|389856	150.8632	USP27X|389856	157.1828
USP28|57646	620.4515	USP28|57646	847.4813
USP2|9099	53.1208	USP2|9099	102.6119
USP30|84749	615.8477	USP30|84749	690.7649
USP31|57478	373.9708	USP31|57478	1289.1791
USP32|84669	1207.614	USP32|84669	1557.8358
USP33|23032	1017.0872	USP33|23032	1936.1007
USP34|9736	2436.4763	USP34|9736	5467.8172
USP35|57558	348.4728	USP35|57558	176.7724
USP36|57602	991.9433	USP36|57602	1335.3545
USP37|57695	378.5746	USP37|57695	750.9328
USP38|84640	895.6175	USP38|84640	848.8806
USP39|10713	1337.5829999999999	USP39|10713	922.5746
USP3|9960	538.479	USP3|9960	556.8937
USP40|55230	846.0381	USP40|55230	1448.694
USP42|84132	403.0102	USP42|84132	455.2239
USP43|124739	202.2134	USP43|124739	156.7164
lowly_expressed	lowly_expressed	USP44|84101	48.041000000000004
USP45|85015	212.1293	USP45|85015	216.4179
USP46|64854	480.9208	USP46|64854	589.0858
USP47|55031	2027.4458	USP47|55031	3149.7201
USP48|84196	1027.0031	USP48|84196	1567.6306
USP49|25862	32.5808	USP49|25862	40.5784
USP4|7375	1399.2032	USP4|7375	1848.8806
USP51|158880	43.5591	USP51|158880	114.7388
USP53|54532	848.5169999999999	USP53|54532	1899.2537
USP54|159195	586.8083	USP54|159195	1525.1866
USP5|8078	2338.0257	USP5|8078	1403.9179
USP6NL|9712	433.11199999999997	USP6NL|9712	779.8507
USP6|9098	57.7247	USP6|9098	199.6269
USP7|7874	3960.3364	USP7|7874	2796.6418
USP8|9101	913.5547	USP8|9101	1622.3461
USP9X|8239	3984.772	USP9X|8239	4798.041
USPL1|10208	574.4135	USPL1|10208	585.8209
UST|10090	142.0097	UST|10090	380.1306
UTP11L|51118	1066.6667	UTP11L|51118	408.5821
UTP14A|10813	760.6906	UTP14A|10813	527.5187
UTP14C|9724	881.8061	UTP14C|9724	1519.1231
UTP15|84135	531.2085	UTP15|84135	264.459
UTP18|51096	748.6498	UTP18|51096	479.4776
UTP20|27340	623.2846	UTP20|27340	893.6567
UTP23|84294	430.2789	UTP23|84294	562.5
UTP3|57050	740.8588	UTP3|57050	699.6269
UTP6|55813	918.9907	UTP6|55813	627.3321
UTRN|7402	2088.3577	UTRN|7402	6188.4328
UVRAG|7405	743.3378	UVRAG|7405	930.9701
UXS1|80146	806.7286	UXS1|80146	431.4366
UXT|8409	1139.3324	UXT|8409	546.9356
VAC14|55697	886.7641	VAC14|55697	951.4925
VAMP1|6843	308.0159	VAMP1|6843	577.4021
VAMP2|6844	1571.3147	VAMP2|6844	2395.5224
VAMP3|9341	1684.2851	VAMP3|9341	2590.0187
VAMP4|8674	611.5981	VAMP4|8674	551.306
VAMP5|10791	365.1173	VAMP5|10791	242.0709
VAMP7|6845	1474.2807	VAMP7|6845	959.4216
VAMP8|8673	2971.9345	VAMP8|8673	1193.5634
VANGL1|81839	952.2798	VANGL1|81839	564.8321
VANGL2|57216	1595.3962	VANGL2|57216	979.0112
VAPA|9218	2845.1527	VAPA|9218	2677.2388
VAPB|9217	1150.9517	VAPB|9217	1327.4254
VARS2|57176	1017.8132	VARS2|57176	614.1931
VARS|7407	2549.8008	VARS|7407	1146.9216
VASH1|22846	785.5476	VASH1|22846	841.194
VASH2|79805	86.0558	VASH2|79805	103.0784
VASN|114990	644.533	VASN|114990	268.1903
VASP|7408	1958.0345	VASP|7408	1170.2425
VAT1L|57687	17.7069	VAT1L|57687	63.4328
VAT1|10493	4341.0359	VAT1|10493	4273.7873
VAV1|7409	77.9106	VAV1|7409	85.3545
VAV2|7410	790.7924	VAV2|7410	806.4366
VAV3|10451	2978.6631	VAV3|10451	3070.8955
VAX2|25806	27.2687	VAX2|25806	6.0634
VBP1|7411	1018.1496	VBP1|7411	614.7388
VCAM1|7412	247.8973	VCAM1|7412	570.8955
VCAN|1462	14932.2709	VCAN|1462	1378.2649
VCL|7414	3974.1479	VCL|7414	6476.2127
VCPIP1|80124	710.0487	VCPIP1|80124	934.2351
VCP|7415	5993.8026	VCP|7415	5396.9216
VDAC1|7416	7811.5981	VDAC1|7416	2401.5858
VDAC2|7417	1607.4369	VDAC2|7417	1205.2239
VDAC3|7419	1050.0221	VDAC3|7419	1257.9291
VDR|7421	1135.3696	VDR|7421	1281.7164
VEGFA|7422	1751.5715	VEGFA|7422	1828.8246
VEGFB|7423	1887.2067	VEGFB|7423	1496.2687
VEGFC|7424	262.41700000000003	VEGFC|7424	156.25
VENTX|27287	10.9783	VENTX|27287	18.1903
VEPH1|79674	53.1208	VEPH1|79674	62.9664
VEZF1|7716	1061.7087	VEZF1|7716	1934.7015
VEZT|55591	1934.6614	VEZT|55591	1492.0709
VGLL1|51442	51.7043	VGLL1|51442	66.6978
VGLL3|389136	352.0142	VGLL3|389136	415.5784
VGLL4|9686	2052.7313	VGLL4|9686	2293.5541
VHL|7428	727.7556	VHL|7428	952.8918
VILL|50853	105.8876	VILL|50853	330.6903
VIM|7431	22780.2001	VIM|7431	28749.7481
VIPAR|63894	852.4126	VIPAR|63894	537.3134
VIPR1|7433	272.687	VIPR1|7433	659.5149
VIPR2|7434	29.9177	VIPR2|7434	82.9991
VIT|5212	15.5821	VIT|5212	194.4963
VKORC1L1|154807	1287.2953	VKORC1L1|154807	3186.5672
VKORC1|79001	1857.5795	VKORC1|79001	678.6987
VLDLR|7436	128.5525	VLDLR|7436	848.4142
VMA21|203547	1328.3754	VMA21|203547	890.3918
VMAC|400673	119.699	VMAC|400673	137.5933
VMO1|284013	21.9566	VMO1|284013	13.0597
VN1R1|57191	57.0164	VN1R1|57191	15.8582
VNN1|8876	25.8521	VNN1|8876	11.194
VNN2|8875	7.7911	VNN2|8875	8.3955
VOPP1|81552	1586.8969	VOPP1|81552	371.7351
VPRBP|9730	812.3842	VPRBP|9730	1073.9552
VPS11|55823	950.5091	VPS11|55823	1359.6082
VPS13A|23230	528.0212	VPS13A|23230	1459.4216
VPS13B|157680	709.6946	VPS13B|157680	2084.4216
VPS13C|54832	831.5184	VPS13C|54832	3109.1418
VPS13D|55187	1179.9911	VPS13D|55187	4235.541
VPS16|64601	1457.2820000000002	VPS16|64601	824.1604
VPS18|57617	558.8313	VPS18|57617	751.8657
VPS24|51652	2850.4648	VPS24|51652	3309.2397
VPS25|84313	1667.2864	VPS25|84313	715.9515
VPS26A|9559	1521.027	VPS26A|9559	1560.6343
VPS26B|112936	1607.4369	VPS26B|112936	1493.0037
VPS28|51160	1984.2408	VPS28|51160	1215.9515
VPS29|51699	1735.6352	VPS29|51699	786.847
VPS33A|65082	599.0049	VPS33A|65082	502.5979
VPS33B|26276	258.1673	VPS33B|26276	271.4552
VPS35|55737	2613.9	VPS35|55737	3263.0597
VPS36|51028	701.1952	VPS36|51028	1667.444
VPS37A|137492	439.3094	VPS37A|137492	746.4132
VPS37B|79720	1102.4347	VPS37B|79720	541.5112
VPS37C|55048	1238.4241	VPS37C|55048	605.8769
VPS37D|155382	77.9106	VPS37D|155382	46.6418
VPS39|23339	1272.7756	VPS39|23339	2526.5858
VPS41|27072	1273.4838	VPS41|27072	1473.4142
VPS45|11311	1858.1673	VPS45|11311	851.6791
VPS4A|27183	1281.629	VPS4A|27183	1888.9925
VPS4B|9525	1075.8743	VPS4B|9525	1830.6903
VPS52|6293	2008.6764	VPS52|6293	1326.9589999999998
VPS53|55275	858.0788	VPS53|55275	1061.1007
VPS54|51542	552.811	VPS54|51542	1020.056
VPS72|6944	1565.2944	VPS72|6944	618.4701
VPS8|23355	678.8845	VPS8|23355	949.1604
VRK1|7443	419.6547	VRK1|7443	156.25
VRK2|7444	514.5108	VRK2|7444	444.8601
VRK3|51231	647.7202	VRK3|51231	599.347
VSIG10L|147645	64.0992	VSIG10L|147645	59.7015
VSIG10|54621	348.8269	VSIG10|54621	440.2985
VSIG1|340547	197.2554	VSIG1|340547	11.6604
VSIG2|23584	127.8442	VSIG2|23584	181.4366
VSIG4|11326	138.4683	VSIG4|11326	192.6306
VSNL1|7447	73.6609	VSNL1|7447	188.8993
VSTM2A|222008	173.0146	lowly_expressed	lowly_expressed
VSTM2L|128434	524.4799	VSTM2L|128434	8.8619
VTA1|51534	1131.4741	VTA1|51534	806.903
VTCN1|79679	695.529	VTCN1|79679	1362.8731
VTI1A|143187	504.131	VTI1A|143187	443.6754
VTI1B|10490	1840.425	VTI1B|10490	1149.3703
lowly_expressed	lowly_expressed	VTN|7448	7.4627
VWA1|64856	1670.1195	VWA1|64856	1152.0522
VWA2|340706	170.3409	VWA2|340706	169.7761
lowly_expressed	lowly_expressed	VWA3A|146177	5.1306
VWA5A|4013	449.0483	VWA5A|4013	1196.8284
lowly_expressed	lowly_expressed	VWA5B2|90113	5.1306
VWCE|220001	8.1452	VWCE|220001	23.7873
VWDE|221806	61.9743	lowly_expressed	lowly_expressed
VWF|7450	4422.1337	VWF|7450	10254.6642
WAC|51322	3072.8641	WAC|51322	4034.5149
WAPAL|23063	1642.1425	WAPAL|23063	1973.4142
WARS2|10352	800.3541	WARS2|10352	538.2463
WARS|7453	2412.749	WARS|7453	1625.0
WASF1|8936	239.7521	WASF1|8936	270.5224
WASF2|10163	2259.0527	WASF2|10163	6965.0187
WASF3|10810	129.969	WASF3|10810	842.8172
WASH2P|375260	205.0465	WASH2P|375260	312.0336
WASH3P|374666	221.69099999999997	WASH3P|374666	327.4254
WASH5P|375690	118.2824	WASH5P|375690	200.5597
WASH7P|653635	901.2838	WASH7P|653635	1360.5410000000002
WASL|8976	2492.4303	WASL|8976	1962.2201
WAS|7454	105.5334	WAS|7454	56.4366
WBP11P1|441818	5.3121	WBP11P1|441818	9.7948
WBP11|51729	2491.3679	WBP11|51729	1581.1567
WBP1|23559	2386.7269	WBP1|23559	1426.9496
lowly_expressed	lowly_expressed	WBP2NL|164684	13.0597
WBP2|23558	1991.6777	WBP2|23558	2726.2127
WBP4|11193	208.5879	WBP4|11193	357.7425
WBP5|51186	1559.9823	WBP5|51186	701.0261
WBSCR16|81554	1241.6113	WBSCR16|81554	911.847
WBSCR17|64409	20.1859	WBSCR17|64409	33.1157
WBSCR22|114049	1479.5927	WBSCR22|114049	705.2239
WBSCR26|171022	30.1018	WBSCR26|171022	8.8619
WBSCR27|155368	27.976999999999997	WBSCR27|155368	17.7239
WBSCR28|135886	5.6662	lowly_expressed	lowly_expressed
WDFY1|57590	1145.9938	WDFY1|57590	1323.694
WDFY2|115825	153.3422	WDFY2|115825	425.3731
WDFY3|23001	974.2364	WDFY3|23001	3127.3321
WDFY4|57705	137.0518	WDFY4|57705	63.4328
WDHD1|11169	314.8296	WDHD1|11169	123.6007
WDR11|55717	1001.8592	WDR11|55717	1565.2985
WDR12|55759	398.7605	WDR12|55759	322.2948
WDR13|64743	1604.2497	WDR13|64743	1326.4925
WDR16|146845	5.3121	lowly_expressed	lowly_expressed
WDR17|116966	7.7911	WDR17|116966	142.7239
WDR18|57418	426.3834	WDR18|57418	324.1604
WDR19|57728	502.8774	WDR19|57728	964.0858
WDR1|9948	6736.7862	WDR1|9948	4358.209
WDR20|91833	671.8017	WDR20|91833	578.3582
WDR24|84219	374.3249	WDR24|84219	265.3918
WDR25|79446	337.8486	WDR25|79446	189.8321
WDR26|80232	4224.17	WDR26|80232	2955.6903
WDR27|253769	111.5538	WDR27|253769	302.7052
WDR31|114987	50.2877	WDR31|114987	171.1754
WDR33|55339	1210.4471	WDR33|55339	1510.7276
WDR34|89891	1739.8849	WDR34|89891	680.0373
WDR35|57539	271.9788	WDR35|57539	834.4216
WDR36|134430	971.4033	WDR36|134430	1044.7761
WDR37|22884	454.3603	WDR37|22884	764.9254
WDR38|401551	17.7069	lowly_expressed	lowly_expressed
WDR3|10885	752.5454	WDR3|10885	847.9478
WDR41|55255	819.4776	WDR41|55255	470.6157
WDR43|23160	1015.3165	WDR43|23160	902.5187
WDR44|54521	463.9221	WDR44|54521	511.194
WDR45L|56270	2199.2032	WDR45L|56270	1568.0970000000002
WDR45|11152	997.6096	WDR45|11152	951.0261
WDR46|9277	1207.614	WDR46|9277	730.4104
WDR47|22911	320.1417	WDR47|22911	521.9216
WDR48|57599	872.5985	WDR48|57599	1740.2052
WDR4|10785	144.1346	WDR4|10785	142.2575
WDR52|55779	286.4985	WDR52|55779	424.9067
WDR53|348793	161.8415	WDR53|348793	147.8545
WDR54|84058	274.8119	WDR54|84058	94.2164
WDR55|54853	715.9345	WDR55|54853	517.9944
WDR59|79726	484.4622	WDR59|79726	899.2537
WDR5B|54554	298.8933	WDR5B|54554	384.7948
WDR5|11091	827.6228	WDR5|11091	768.6567
WDR60|55112	397.6981	WDR60|55112	534.0485
WDR61|80349	814.1656	WDR61|80349	630.597
WDR62|284403	179.5485	WDR62|284403	19.5896
WDR63|126820	21.2483	lowly_expressed	lowly_expressed
WDR65|149465	16.9987	WDR65|149465	10.2612
WDR66|144406	117.22	WDR66|144406	45.708999999999996
WDR67|93594	176.0071	WDR67|93594	79.7575
WDR6|11180	2915.0527	WDR6|11180	3944.5056
WDR70|55100	681.0093	WDR70|55100	512.1269
lowly_expressed	lowly_expressed	WDR72|256764	90.0187
WDR73|84942	343.9363	WDR73|84942	371.7537
WDR74|54663	627.1802	WDR74|54663	403.4515
WDR75|84128	948.0301	WDR75|84128	761.6604
WDR76|79968	137.4059	WDR76|79968	107.2761
WDR77|79084	700.1328	WDR77|79084	441.6978
WDR78|79819	95.6175	WDR78|79819	153.9179
WDR7|23335	413.2802	WDR7|23335	685.6343
WDR81|124997	588.9332	WDR81|124997	1185.6343
WDR82|80335	2834.5286	WDR82|80335	3572.2948
WDR83|84292	196.2426	WDR83|84292	142.2575
WDR85|92715	306.3302	WDR85|92715	317.1642
WDR86|349136	35.4139	WDR86|349136	251.3993
WDR88|126248	19.1235	WDR88|126248	10.2612
WDR89|112840	482.6915	WDR89|112840	313.4328
WDR8|49856	379.9911	WDR8|49856	316.2313
WDR90|197335	746.8792	WDR90|197335	564.3657
WDR91|29062	328.2869	WDR91|29062	538.2463
WDR92|116143	258.1673	WDR92|116143	289.1791
WDR93|56964	32.2266	WDR93|56964	23.3209
WDSUB1|151525	270.9163	WDSUB1|151525	256.0634
WDTC1|23038	1637.1846	WDTC1|23038	3019.1231
WDYHV1|55093	296.0602	WDYHV1|55093	148.7873
WEE1|7465	705.4449	WEE1|7465	1414.1791
lowly_expressed	lowly_expressed	WEE2|494551	5.1959
WFDC10B|280664	10.9783	lowly_expressed	lowly_expressed
WFDC1|58189	58.7871	WFDC1|58189	37.3134
WFDC2|10406	2894.7322	WFDC2|10406	582.556
WFDC3|140686	6.7286	WFDC3|140686	6.0634
WFIKKN1|117166	28.3311	WFIKKN1|117166	22.8545
lowly_expressed	lowly_expressed	WFIKKN2|124857	10.7276
WFS1|7466	2607.1713	WFS1|7466	1148.7873
WHAMML1|339005	40.3718	WHAMML1|339005	138.9925
WHAMML2|440253	16.6445	WHAMML2|440253	80.6903
WHAMM|123720	188.7561	WHAMM|123720	471.0821
WHSC1L1|54904	506.4188	WHSC1L1|54904	1751.8657
WHSC1|7468	1688.1806	WHSC1|7468	1059.7015
WHSC2|7469	589.6414	WHSC2|7469	568.097
WIBG|84305	815.2280000000001	WIBG|84305	365.2052
WIF1|11197	15.9363	WIF1|11197	8093.75
WIPF1|7456	1264.9845	WIPF1|7456	917.9104
WIPF2|147179	1143.5148	WIPF2|147179	1450.5597
lowly_expressed	lowly_expressed	WIPF3|644150	48.041000000000004
WIPI1|55062	844.6215	WIPI1|55062	473.8806
WIPI2|26100	1521.3811	WIPI2|26100	1693.5634
WISP1|8840	430.9872	WISP1|8840	44.7761
WISP2|8839	1080.1239	WISP2|8839	351.6791
lowly_expressed	lowly_expressed	WISP3|8838	22.3881
WIZ|58525	1218.9464	WIZ|58525	1138.9925
WLS|79971	1859.5768	WLS|79971	5065.2985
WNK1|65125	4893.8468	WNK1|65125	5773.3209
WNK2|65268	632.8853	WNK2|65268	746.2547
WNK3|65267	7.7911	WNK3|65267	97.0149
WNK4|65266	67.3927	WNK4|65266	627.6539
WNT10A|80326	7.4369	WNT10A|80326	8.8619
lowly_expressed	lowly_expressed	WNT10B|7480	6.9963
WNT11|7481	20.1859	WNT11|7481	126.3993
WNT2B|7482	7.4369	WNT2B|7482	17.2575
WNT2|7472	245.7725	WNT2|7472	27.9851
WNT3|7473	22.6649	WNT3|7473	36.3806
WNT4|54361	299.9557	WNT4|54361	368.0037
WNT5A|7474	1059.5839	WNT5A|7474	833.4888
WNT5B|81029	76.8482	WNT5B|81029	293.8433
lowly_expressed	lowly_expressed	WNT6|7475	14.9254
WNT7B|7477	184.1523	WNT7B|7477	43.8433
WNT9A|7483	27.2687	WNT9A|7483	14.459000000000001
WRAP53|55135	271.9788	WRAP53|55135	179.1045
WRB|7485	630.3674	WRB|7485	386.194
WRNIP1|56897	1411.5981	WRNIP1|56897	756.5299
WRN|7486	202.9216	WRN|7486	660.9142
WSB1|26118	1365.9141	WSB1|26118	2027.9851
WSB2|55884	2433.9973	WSB2|55884	964.5522
WSCD1|23302	39.3094	WSCD1|23302	79.7575
lowly_expressed	lowly_expressed	WSCD2|9671	40.5784
WT1|7490	10.6242	lowly_expressed	lowly_expressed
WTAP|9589	1449.1368	WTAP|9589	1519.5896
WTIP|126374	299.2475	WTIP|126374	291.0448
WWC1|23286	1828.4197	WWC1|23286	2164.1791
WWC2|80014	900.2213	WWC2|80014	981.8097
WWC3|55841	2626.2948	WWC3|55841	1860.0746
WWOX|51741	461.4431	WWOX|51741	311.1007
WWP1|11059	3117.1315	WWP1|11059	2182.8358
WWP2|11060	883.2227	WWP2|11060	1624.0672
WWTR1|25937	324.4622	WWTR1|25937	1006.7771
XAB2|56949	893.1386	XAB2|56949	1186.5672
XAF1|54739	1212.2178	XAF1|54739	1032.1828
XBP1|7494	38034.8827	XBP1|7494	26224.347
XCL2|6846	7.7911	lowly_expressed	lowly_expressed
XDH|7498	14.8738	XDH|7498	215.9515
XG|7499	125.3652	XG|7499	68.5634
XIAP|331	1538.734	XIAP|331	1724.8134
XIRP1|165904	6.3745	lowly_expressed	lowly_expressed
XIST|7503	23596.0301	XIST|7503	27298.722
lowly_expressed	lowly_expressed	XKR6|286046	11.6604
XKR8|55113	231.6069	XKR8|55113	209.8881
XKR9|389668	8.8535	XKR9|389668	8.3955
lowly_expressed	lowly_expressed	XKRX|402415	8.8619
XK|7504	19.4776	XK|7504	22.8545
XPA|7507	236.5649	XPA|7507	261.194
XPC|7508	898.0965	XPC|7508	1855.8769
XPNPEP1|7511	1008.2337	XPNPEP1|7511	747.6679
XPNPEP2|7512	13.4573	XPNPEP2|7512	24.2537
XPNPEP3|63929	230.4099	XPNPEP3|63929	290.2519
XPO1|7514	4850.2877	XPO1|7514	3511.6604
XPO4|64328	717.1315	XPO4|64328	925.8396
XPO5|57510	1795.8389	XPO5|57510	977.6119
XPO6|23214	1234.8827	XPO6|23214	1406.25
XPO7|23039	934.5728	XPO7|23039	2120.8022
XPOT|11260	1996.6357	XPOT|11260	1332.0896
XPR1|9213	1972.2001	XPR1|9213	1283.5821
XRCC1|7515	1085.4360000000001	XRCC1|7515	742.0709
XRCC2|7516	73.6609	XRCC2|7516	24.7201
XRCC3|7517	326.16200000000003	XRCC3|7517	226.2127
XRCC4|7518	148.3842	XRCC4|7518	81.1567
XRCC5|7520	6583.7981	XRCC5|7520	6657.1828
XRCC6BP1|91419	131.7397	XRCC6BP1|91419	94.2164
XRCC6|2547	4141.3015	XRCC6|2547	5258.8619
XRN1|54464	591.4121	XRN1|54464	1625.4664
XRN2|22803	2204.1611	XRN2|22803	2518.6567
XRRA1|143570	925.1031	XRRA1|143570	863.0271
XYLB|9942	93.1386	XYLB|9942	151.1194
XYLT1|64131	464.6304	XYLT1|64131	727.6119
XYLT2|64132	889.9513	XYLT2|64132	780.7836
YAF2|10138	283.3112	YAF2|10138	236.4739
YAP1|10413	2557.946	YAP1|10413	6426.306
YARS2|51067	681.3634	YARS2|51067	276.1194
YARS|8565	1380.0797	YARS|8565	1128.2649
YBX1|4904	7679.1501	YBX1|4904	4288.2463
YBX2|51087	159.0084	YBX2|51087	69.0299
YDJC|150223	591.4121	YDJC|150223	128.2649
YEATS2|55689	496.6622	YEATS2|55689	1172.9244
YEATS4|8089	395.9274	YEATS4|8089	270.9888
YES1|7525	2191.058	YES1|7525	1556.9029999999998
YIF1A|10897	1562.1071	YIF1A|10897	484.1418
YIF1B|90522	512.1558	YIF1B|90522	237.9244
YIPF1|54432	951.9256	YIPF1|54432	585.3545
YIPF2|78992	1006.8172	YIPF2|78992	572.7612
YIPF3|25844	3872.51	YIPF3|25844	1865.2052
YIPF4|84272	817.7069	YIPF4|84272	608.2090000000001
YIPF5|81555	1543.6919	YIPF5|81555	1040.1119
YIPF6|286451	444.0903	YIPF6|286451	364.7388
YJEFN3|374887	32.9385	YJEFN3|374887	123.4748
YKT6|10652	2106.0646	YKT6|10652	1263.0597
YLPM1|56252	1075.8743	YLPM1|56252	2671.6418
YME1L1|10730	3730.8544	YME1L1|10730	3226.2127
YOD1|55432	500.7525	YOD1|55432	430.0093
YPEL1|29799	249.9124	YPEL1|29799	337.7332
YPEL2|388403	611.5981	YPEL2|388403	1125.4664
YPEL3|83719	960.7791	YPEL3|83719	1384.3284
YPEL4|219539	18.4152	YPEL4|219539	100.7463
