gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
ALOX15B|247	1108.4551	ALOX15B|247	3568.097
ALOX15|246	10.6242	ALOX15|246	19.1231
ALOX5AP|241	390.6153	ALOX5AP|241	146.9216
ALOX5|240	396.6357	ALOX5|240	293.3769
ALOXE3|59344	7.0828	ALOXE3|59344	15.3918
ALPK1|80216	376.0956	ALPK1|80216	819.9627
ALPK2|115701	35.768	lowly_expressed	lowly_expressed
ALPK3|57538	183.7981	ALPK3|57538	1002.3321
ALPL|249	189.4644	ALPL|249	607.7425
ALS2CL|259173	175.2988	ALS2CL|259173	409.9813
lowly_expressed	lowly_expressed	ALS2CR11|151254	9.7948
ALS2CR12|130540	6.0204	ALS2CR12|130540	9.7948
ALS2CR4|65062	460.0266	ALS2CR4|65062	1967.3507
ALS2CR8|79800	84.9934	ALS2CR8|79800	363.806
ALS2|57679	446.5693	ALS2|57679	809.2351
ALX3|257	12.3949	ALX3|257	49.9067
lowly_expressed	lowly_expressed	ALX4|60529	97.4813
AMACR|23600	668.2603	AMACR|23600	342.8172
AMBP|259	16.6445	AMBP|259	6.9963
AMBRA1|55626	875.7857	AMBRA1|55626	1334.4216
AMD1|262	1716.1576	AMD1|262	1325.0933
lowly_expressed	lowly_expressed	AMDHD1|144193	39.1791
AMDHD2|51005	205.05	AMDHD2|51005	186.9963
AMFR|267	2316.0691	AMFR|267	2614.7388
AMH|268	24.7897	AMH|268	7.4627
AMICA1|120425	61.266000000000005	AMICA1|120425	272.3881
AMIGO1|57463	40.3718	AMIGO1|57463	161.847
AMIGO2|347902	536.8747	AMIGO2|347902	2835.3545
AMIGO3|386724	76.8482	AMIGO3|386724	55.5037
AMMECR1L|83607	765.6485	AMMECR1L|83607	928.6381
AMMECR1|9949	651.6158	AMMECR1|9949	255.1306
AMN1|196394	244.0018	AMN1|196394	168.8433
AMOTL1|154810	807.0828	AMOTL1|154810	4250.9328
AMOTL2|51421	1295.4405	AMOTL2|51421	2548.041
AMOT|154796	577.2466	AMOT|154796	1301.306
lowly_expressed	lowly_expressed	AMPD1|270	71.3619
AMPD2|271	575.83	AMPD2|271	718.75
AMPD3|272	246.8349	AMPD3|272	194.0299
AMPH|273	851.3502	AMPH|273	418.8433
AMT|275	57.5511	AMT|275	282.5326
AMY2B|280	44.5649	AMY2B|280	472.0243
AMZ1|155185	31.8725	lowly_expressed	lowly_expressed
AMZ2P1|201283	294.6436	AMZ2P1|201283	291.9776
AMZ2|51321	1599.2917	AMZ2|51321	1098.8806
ANAPC10|10393	152.2798	ANAPC10|10393	111.0075
ANAPC11|51529	1144.5772	ANAPC11|51529	564.3657
ANAPC13|25847	1597.6273	ANAPC13|25847	822.2015
ANAPC16|119504	1890.0398	ANAPC16|119504	2285.4478
ANAPC1|64682	420.7171	ANAPC1|64682	894.1231
ANAPC2|29882	535.8123	ANAPC2|29882	768.1903
ANAPC4|29945	509.606	ANAPC4|29945	642.2575
ANAPC5|51433	2535.9894	ANAPC5|51433	2006.9963
ANAPC7|51434	1684.2851	ANAPC7|51434	851.2127
ANGEL1|23357	571.2262	ANGEL1|23357	707.556
ANGEL2|90806	1079.7698	ANGEL2|90806	733.6754
ANGPT1|284	43.5591	ANGPT1|284	296.1754
ANGPT2|285	560.602	ANGPT2|285	136.194
lowly_expressed	lowly_expressed	ANGPT4|51378	10.2612
ANGPTL1|9068	40.3718	ANGPTL1|9068	177.7052
ANGPTL2|23452	2669.8539	ANGPTL2|23452	3353.0784
ANGPTL4|51129	137.0518	ANGPTL4|51129	828.8246
lowly_expressed	lowly_expressed	ANGPTL7|10218	362.8731
ANG|283	340.5011	ANG|283	430.7743
ANK1|286	7.4369	ANK1|286	15.3918
ANK2|287	185.2147	ANK2|287	632.9291
ANK3|288	1705.5334	ANK3|288	1821.8284
ANKAR|150709	14.8738	ANKAR|150709	61.1007
ANKDD1A|348094	36.8305	ANKDD1A|348094	129.1978
ANKFN1|162282	21.6025	lowly_expressed	lowly_expressed
ANKFY1|51479	1745.9053	ANKFY1|51479	2617.5373
ANKHD1-EIF4EBP3|404734	961.8663	ANKHD1-EIF4EBP3|404734	1708.4888
ANKHD1|54882	2327.8442	ANKHD1|54882	2616.4832
ANKH|56172	1455.8654	ANKH|56172	2870.8022
ANKIB1|54467	1508.6321	ANKIB1|54467	1797.5746
lowly_expressed	lowly_expressed	ANKK1|255239	60.6343
lowly_expressed	lowly_expressed	ANKLE1|126549	9.3284
ANKLE2|23141	1604.2497	ANKLE2|23141	1458.9552
ANKMY1|51281	167.1536	ANKMY1|51281	188.4328
ANKMY2|57037	359.4511	ANKMY2|57037	729.0112
ANKRA2|57763	349.1811	ANKRA2|57763	382.4627
ANKRD10|55608	1160.1558	ANKRD10|55608	1502.9338
ANKRD11|29123	1296.0	ANKRD11|29123	3293.6241
ANKRD12|23253	758.9199	ANKRD12|23253	2190.7649
ANKRD13A|88455	1070.9163	ANKRD13A|88455	1473.4142
ANKRD13B|124930	144.1346	ANKRD13B|124930	121.7351
ANKRD13C|81573	438.7782	ANKRD13C|81573	621.7351
ANKRD13D|338692	671.0934	ANKRD13D|338692	438.8993
ANKRD16|54522	227.3289	ANKRD16|54522	196.8284
ANKRD17|26057	2131.2085	ANKRD17|26057	3975.2799
ANKRD19|138649	67.6405	ANKRD19|138649	30.7836
ANKRD1|27063	19.1235	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	23.3209
lowly_expressed	lowly_expressed	ANKRD20B|729171	13.0597
ANKRD22|118932	501.4608	ANKRD22|118932	25.653000000000002
ANKRD23|200539	26.2063	ANKRD23|200539	67.1642
ANKRD24|170961	14.5197	ANKRD24|170961	50.8396
ANKRD26|22852	231.6069	ANKRD26|22852	347.9478
ANKRD27|84079	2233.5547	ANKRD27|84079	830.2239
ANKRD28|23243	1028.0655	ANKRD28|23243	1321.3619
ANKRD29|147463	23.3732	ANKRD29|147463	283.1157
ANKRD30A|91074	380.6994	ANKRD30A|91074	871.2687
ANKRD30B|374860	389.5529	ANKRD30B|374860	89.5522
ANKRD32|84250	159.0084	ANKRD32|84250	168.8433
ANKRD34A|284615	37.1846	ANKRD34A|284615	26.5858
lowly_expressed	lowly_expressed	ANKRD34C|390616	6.0634
ANKRD35|148741	26.5604	ANKRD35|148741	154.8507
ANKRD36BP1|84832	75.4316	ANKRD36BP1|84832	202.4254
ANKRD36B|57730	10.9783	ANKRD36B|57730	81.6231
ANKRD36|375248	93.4927	ANKRD36|375248	296.1754
ANKRD37|353322	119.9433	ANKRD37|353322	71.6278
ANKRD39|51239	172.4657	ANKRD39|51239	102.6119
ANKRD40|91369	966.7995	ANKRD40|91369	1831.6231
ANKRD42|338699	400.1771	ANKRD42|338699	268.6567
ANKRD43|134548	131.7397	ANKRD43|134548	29.3843
ANKRD44|91526	19.1235	ANKRD44|91526	100.7463
lowly_expressed	lowly_expressed	ANKRD45|339416	27.5187
ANKRD46|157567	375.7415	ANKRD46|157567	555.8815
ANKRD49|54851	338.2027	ANKRD49|54851	400.653
ANKRD50|57182	1468.6144	ANKRD50|57182	1588.1529999999998
ANKRD52|283373	1683.9309	ANKRD52|283373	1707.0896
ANKRD53|79998	7.7911	ANKRD53|79998	67.6306
ANKRD54|129138	404.0726	ANKRD54|129138	333.4888
ANKRD56|345079	56.6622	ANKRD56|345079	66.6978
ANKRD57|65124	725.2767	ANKRD57|65124	1021.9216
ANKRD58|347454	16.2904	lowly_expressed	lowly_expressed
ANKRD5|63926	429.5706	ANKRD5|63926	230.4104
ANKRD6|22881	203.1979	ANKRD6|22881	305.7323
ANKRD9|122416	55.5998	ANKRD9|122416	49.4403
ANKS1A|23294	889.9513	ANKS1A|23294	1853.5448
ANKS1B|56899	116.5117	ANKS1B|56899	200.0933
ANKS3|124401	340.3276	ANKS3|124401	268.1903
ANKS6|203286	108.3665	ANKS6|203286	166.5112
ANKZF1|55139	332.5365	ANKZF1|55139	919.3097
ANLN|54443	945.9053	ANLN|54443	41.9776
ANO10|55129	1130.4117	ANO10|55129	762.5933
ANO1|55107	1828.4197	ANO1|55107	9370.3358
ANO2|57101	14.8738	ANO2|57101	74.1604
lowly_expressed	lowly_expressed	ANO3|63982	76.959
lowly_expressed	lowly_expressed	ANO4|121601	5.1306
ANO5|203859	11.3324	ANO5|203859	89.0858
ANO6|196527	1918.7251	ANO6|196527	5991.6045
ANO7|50636	10.9783	ANO7|50636	22.3881
ANO8|57719	219.9203	ANO8|57719	324.6269
ANO9|338440	65.5157	ANO9|338440	197.7612
ANP32A|8125	2310.0487	ANP32A|8125	2229.4776
ANP32B|10541	2496.3258	ANP32B|10541	2277.5187
ANP32E|81611	1290.8367	ANP32E|81611	831.1567
ANPEP|290	6455.5998	ANPEP|290	2186.1007
ANTXR1|84168	8815.5821	ANTXR1|84168	4643.6567
ANTXR2|118429	702.6118	ANTXR2|118429	1968.2836
ANUBL1|93550	189.4644	ANUBL1|93550	213.153
ANXA11|311	3558.3887	ANXA11|311	2754.1978
lowly_expressed	lowly_expressed	ANXA13|312	5.597
ANXA1|301	2599.7344	ANXA1|301	7316.2313
ANXA2P1|303	63.0367	ANXA2P1|303	41.5112
ANXA2P2|304	3706.7729	ANXA2P2|304	3559.7015
ANXA2|302	14539.8849	ANXA2|302	9893.6567
ANXA3|306	621.5139	ANXA3|306	984.1418
ANXA4|307	1740.9473	ANXA4|307	1396.4552
ANXA5|308	9386.4542	ANXA5|308	5458.9552
ANXA6|309	5119.4334	ANXA6|309	6951.4925
ANXA7|310	3596.6357	ANXA7|310	2334.4216
ANXA8L2|244	65.5157	ANXA8L2|244	343.2836
ANXA8|653145	121.5795	ANXA8|653145	521.9216
ANXA9|8416	1085.0819	ANXA9|8416	201.0261
AOAH|313	37.5387	AOAH|313	138.5261
AOC2|314	5.6662	AOC2|314	55.5037
AOC3|8639	814.1656	AOC3|8639	8917.9104
AOX1|316	117.5741	AOX1|316	714.0858
AP1AR|55435	700.4869	AP1AR|55435	587.6866
AP1B1|162	2056.131	AP1B1|162	2058.7687
AP1G1|164	2258.6985	AP1G1|164	2952.8918
AP1G2|8906	2529.6220000000003	AP1G2|8906	1512.0009
AP1M1|8907	886.7641	AP1M1|8907	860.0746
AP1M2|10053	2013.2802	AP1M2|10053	983.209
AP1S1|1174	1093.9354	AP1S1|1174	484.6082
AP1S2|8905	357.6804	AP1S2|8905	301.7724
AP1S3|130340	170.695	AP1S3|130340	88.15299999999999
AP2A1|160	3562.0257	AP2A1|160	1560.0466
AP2A2|161	1528.1098	AP2A2|161	1732.7425
AP2B1|163	7860.4692	AP2B1|163	6495.8022
AP2M1|1173	5219.3006	AP2M1|1173	4920.709
AP2S1|1175	1708.7207	AP2S1|1175	579.2909999999999
AP3B1|8546	1865.2501	AP3B1|8546	1268.1903
lowly_expressed	lowly_expressed	AP3B2|8120	111.0075
AP3D1|8943	2329.1722	AP3D1|8943	2963.153
AP3M1|26985	1417.2643	AP3M1|26985	1537.3134
AP3M2|10947	320.4958	AP3M2|10947	550.3731
AP3S1|1176	1978.9287	AP3S1|1176	618.9366
AP3S2|10239	1956.6321	AP3S2|10239	1679.0718
AP4B1|10717	271.9398	AP4B1|10717	332.5466
AP4E1|23431	209.2961	AP4E1|23431	456.6231
AP4M1|9179	567.4298	AP4M1|9179	364.9627
AP4S1|11154	122.8862	AP4S1|11154	94.6828
APAF1|317	630.3674	APAF1|317	605.8769
APBA1|320	121.8238	APBA1|320	424.4403
APBA2|321	76.1399	APBA2|321	55.9701
APBA3|9546	101.2838	APBA3|9546	151.1194
APBB1IP|54518	205.0465	APBB1IP|54518	489.2724
APBB1|322	318.7251	APBB1|322	846.5485
APBB2|323	2353.6078	APBB2|323	3281.7164
APBB3|10307	305.9761	APBB3|10307	443.097
lowly_expressed	lowly_expressed	APC2|10297	8.3955
APCDD1L|164284	31.1642	APCDD1L|164284	112.8731
APCDD1|147495	321.2041	APCDD1|147495	1183.3022
APC|324	763.8778	APC|324	1315.7649
APEH|327	2832.4037	APEH|327	1692.6306
APEX1|328	3881.3634	APEX1|328	2695.8955
APEX2|27301	1045.7725	APEX2|27301	431.903
APH1A|51107	7414.2541	APH1A|51107	3123.6007
APH1B|83464	465.3386	APH1B|83464	594.6828
API5|8539	2189.6414	API5|8539	2515.8582
APIP|51074	571.8884	APIP|51074	404.8181
APITD1|378708	255.5927	APITD1|378708	139.6549
APLF|200558	70.4737	APLF|200558	78.8246
APLNR|187	813.4573	APLNR|187	620.3358
APLN|8862	240.4604	APLN|8862	139.459
APLP1|333	88.5347	APLP1|333	46.6418
APLP2|334	10656.0425	APLP2|334	16876.3993
APOA1BP|128240	3963.1695	APOA1BP|128240	814.3657
APOA1|335	6.3745	lowly_expressed	lowly_expressed
APOB48R|55911	736.9633	APOB48R|55911	154.8507
APOBEC3A|200315	26.2063	lowly_expressed	lowly_expressed
APOBEC3B|9582	156.5294	APOBEC3B|9582	30.7836
APOBEC3C|27350	77.9106	APOBEC3C|27350	432.8358
APOBEC3D|140564	46.7463	APOBEC3D|140564	123.1343
APOBEC3F|200316	87.4723	APOBEC3F|200316	212.6866
APOBEC3G|60489	110.1372	APOBEC3G|60489	178.6381
APOBEC4|403314	5.3121	lowly_expressed	lowly_expressed
APOB|338	27.2687	APOB|338	300.3731
APOC1|341	1249.0483	APOC1|341	383.8619
APOC2|344	280.1239	APOC2|344	9.7948
APOD|347	1453.3865	APOD|347	24849.347
APOE|348	2969.8097	APOE|348	4158.1157
APOF|319	67.2864	APOF|319	6.0634
APOL1|8542	1111.2882	APOL1|8542	752.7985
APOL2|23780	521.6467	APOL2|23780	665.1119
APOL3|80833	310.934	APOL3|80833	819.9627
APOL4|80832	240.4604	APOL4|80832	433.7687
APOL6|80830	985.923	APOL6|80830	2660.4478
APOLD1|81575	457.9017	APOLD1|81575	228.0784
APOM|55937	61.266000000000005	APOM|55937	44.3097
APOOL|139322	173.174	APOOL|139322	326.0261
APOO|79135	543.2492	APOO|79135	139.459
APPBP2|10513	1075.1660000000002	APPBP2|10513	1517.2575
APPL1|26060	1620.5401	APPL1|26060	2074.1604
APPL2|55198	1101.7264	APPL2|55198	1576.0261
APP|351	17959.4511	APP|351	36541.5112
APRT|353	1854.9801	APRT|353	1018.6567
APTX|54840	633.2005	APTX|54840	446.3619
AQP11|282679	26.2063	AQP11|282679	27.5187
AQP1|358	2348.6498	AQP1|358	11758.8619
AQP3|360	2262.2399	AQP3|360	656.25
lowly_expressed	lowly_expressed	AQP4|361	28.9179
AQP5|362	58.0788	AQP5|362	132.9291
lowly_expressed	lowly_expressed	AQP6|363	11.6604
lowly_expressed	lowly_expressed	AQP7P1|375719	295.2425
lowly_expressed	lowly_expressed	AQP7P3|441432	13.5261
AQP7|364	32.9349	AQP7|364	1679.1045
AQP9|366	44.9757	lowly_expressed	lowly_expressed
AQPEP|206338	9.2076	AQPEP|206338	141.2687
AQR|9716	928.9066	AQR|9716	1416.9776
ARAF|369	1064.5418	ARAF|369	926.306
ARAP1|116985	1671.4865	ARAP1|116985	2619.8274
ARAP2|116984	129.6149	ARAP2|116984	301.7724
ARAP3|64411	283.3112	ARAP3|64411	670.2425
ARCN1|372	5702.7003	ARCN1|372	3549.9067
lowly_expressed	lowly_expressed	ARC|23237	55.5037
AREG|374	82.8685	AREG|374	737.8731
ARF1|375	24333.5989	ARF1|375	5403.4515
ARF3|377	8318.0168	ARF3|377	4166.0448
ARF4|378	8307.3927	ARF4|378	2290.5784
ARF5|381	4642.3586	ARF5|381	1693.4515
ARF6|382	4416.8216	ARF6|382	2367.5373
ARFGAP1|55738	1924.7455	ARFGAP1|55738	995.3358
ARFGAP2|84364	1960.8676	ARFGAP2|84364	2085.3545
ARFGAP3|26286	856.6622	ARFGAP3|26286	983.6754
ARFGEF1|10565	1885.9991	ARFGEF1|10565	2406.7164
ARFGEF2|10564	1676.1399	ARFGEF2|10564	3657.6493
ARFIP1|27236	1362.3727	ARFIP1|27236	1050.8396
ARFIP2|23647	1581.9389	ARFIP2|23647	1286.847
ARFRP1|10139	658.3444	ARFRP1|10139	527.9851
ARG2|384	248.2869	ARG2|384	184.1185
ARGLU1|55082	1015.6707	ARGLU1|55082	3383.8619
ARHGAP10|79658	143.4263	ARHGAP10|79658	597.9478
ARHGAP11A|9824	265.9584	ARHGAP11A|9824	75.5597
ARHGAP11B|89839	7.7911	ARHGAP11B|89839	11.6604
ARHGAP12|94134	1077.645	ARHGAP12|94134	1321.8284
ARHGAP15|55843	50.996	ARHGAP15|55843	55.9701
ARHGAP17|55114	819.8318	ARHGAP17|55114	983.6754
ARHGAP18|93663	612.3063	ARHGAP18|93663	668.8433
ARHGAP19|84986	395.9274	ARHGAP19|84986	2011.6604
ARHGAP1|392	4343.869000000001	ARHGAP1|392	3030.3172
ARHGAP20|57569	62.3285	ARHGAP20|57569	449.1604
ARHGAP21|57584	1045.0642	ARHGAP21|57584	2762.1269
ARHGAP22|58504	63.745	ARHGAP22|58504	40.5784
ARHGAP23|57636	551.3944	ARHGAP23|57636	779.3843
ARHGAP24|83478	186.6313	ARHGAP24|83478	584.4216
ARHGAP25|9938	128.1983	ARHGAP25|9938	359.6082
ARHGAP26|23092	224.17	ARHGAP26|23092	1023.3209
ARHGAP27|201176	837.8929	ARHGAP27|201176	484.6082
ARHGAP28|79822	231.2528	ARHGAP28|79822	153.9179
ARHGAP29|9411	1369.4555	ARHGAP29|9411	2834.4216
ARHGAP30|257106	273.3953	ARHGAP30|257106	277.9851
ARHGAP31|57514	758.5657	ARHGAP31|57514	1380.1306
ARHGAP32|9743	1781.3192	ARHGAP32|9743	2402.0522
ARHGAP33|115703	261.7087	ARHGAP33|115703	310.1679
ARHGAP39|80728	328.9951	ARHGAP39|80728	219.6828
ARHGAP42|143872	81.8061	ARHGAP42|143872	272.8545
ARHGAP4|393	268.7915	ARHGAP4|393	320.4291
ARHGAP5|394	1967.2421	ARHGAP5|394	3558.7687
ARHGAP6|395	221.3369	ARHGAP6|395	231.3433
ARHGAP8|23779	524.5649	ARHGAP8|23779	492.9244
ARHGAP9|64333	60.9119	ARHGAP9|64333	64.3657
ARHGDIA|396	6571.7574	ARHGDIA|396	2574.1604
ARHGDIB|397	8967.1536	ARHGDIB|397	1651.1194
ARHGEF10L|55160	646.6578	ARHGEF10L|55160	1012.5933
ARHGEF10|9639	373.6166	ARHGEF10|9639	927.7052
ARHGEF11|9826	1926.162	ARHGEF11|9826	1550.3731
ARHGEF12|23365	3639.1324	ARHGEF12|23365	7738.3396
ARHGEF15|22899	310.2258	ARHGEF15|22899	641.3246
ARHGEF16|27237	338.2027	ARHGEF16|27237	391.791
ARHGEF17|9828	1234.8827	ARHGEF17|9828	2251.3993
ARHGEF18|23370	633.9088	ARHGEF18|23370	987.4067
ARHGEF19|128272	359.4511	ARHGEF19|128272	300.3731
ARHGEF1|9138	1269.9425	ARHGEF1|9138	1195.4291
ARHGEF2|9181	1628.3311	ARHGEF2|9181	2001.8657
ARHGEF33|100271715	8.1452	ARHGEF33|100271715	21.9216
ARHGEF35|445328	509.2519	ARHGEF35|445328	1666.5112
ARHGEF37|389337	1372.9969	ARHGEF37|389337	2986.9403
ARHGEF38|54848	22.6649	ARHGEF38|54848	53.6381
ARHGEF3|50650	814.1656	ARHGEF3|50650	1532.1828
ARHGEF4|50649	59.4954	ARHGEF4|50649	517.7239
ARHGEF5|7984	425.3209	ARHGEF5|7984	1501.8657
ARHGEF6|9459	327.9327	ARHGEF6|9459	2269.5896
ARHGEF7|8874	892.0761	ARHGEF7|8874	1558.3022
ARHGEF9|23229	583.2669	ARHGEF9|23229	896.4552
ARID1A|8289	2128.7295	ARID1A|8289	3593.2836
ARID1B|57492	1476.0514	ARID1B|57492	2781.7164
ARID2|196528	1036.9189999999999	ARID2|196528	1480.4104
ARID3A|1820	109.0748	ARID3A|1820	50.8396
ARID3B|10620	72.2444	ARID3B|10620	146.9216
ARID4A|5926	523.4174	ARID4A|5926	1009.7948
ARID4B|51742	1756.5294	ARID4B|51742	1641.4086
ARID5A|10865	407.9681	ARID5A|10865	1389.4589999999998
ARID5B|84159	1136.0779	ARID5B|84159	4836.2873
ARIH1|25820	1058.8756	ARIH1|25820	2274.7201
ARIH2|10425	1326.6047	ARIH2|10425	1756.9963
ARL10|285598	16.2904	ARL10|285598	91.4179
ARL11|115761	97.0341	ARL11|115761	22.3881
ARL13B|200894	257.1049	ARL13B|200894	323.2276
ARL15|54622	486.587	ARL15|54622	399.2537
ARL16|339231	474.1921	ARL16|339231	419.3097
ARL17A|51326	131.9309	ARL17A|51326	146.1847
lowly_expressed	lowly_expressed	ARL17B|641522	6.0681
ARL1|400	3895.1749	ARL1|400	1699.1604
ARL2BP|23568	1358.1231	ARL2BP|23568	1317.6306
ARL2|402	1137.1403	ARL2|402	719.6828
ARL3|403	974.5905	ARL3|403	440.7649
ARL4A|10124	348.8269	ARL4A|10124	1381.9963
ARL4C|10123	1286.587	ARL4C|10123	2782.6493
ARL4D|379	142.3639	ARL4D|379	215.9515
ARL5A|26225	931.3856	ARL5A|26225	701.4925
ARL5B|221079	213.9	ARL5B|221079	281.7164
ARL6IP1|23204	5303.9398	ARL6IP1|23204	4188.8993
ARL6IP4|51329	1823.1076	ARL6IP4|51329	1560.6343
ARL6IP5|10550	4978.8402	ARL6IP5|10550	4278.9179
ARL6IP6|151188	246.8349	ARL6IP6|151188	262.5933
ARL6|84100	80.3896	ARL6|84100	78.8246
ARL8A|127829	2203.8070000000002	ARL8A|127829	875.0
ARL8B|55207	1808.5879	ARL8B|55207	2198.2276
ARL9|132946	7.4369	ARL9|132946	8.3955
ARMC10|83787	1047.6069	ARMC10|83787	648.4748
ARMC1|55156	718.9022	ARMC1|55156	698.2276
ARMC2|84071	83.9309	ARMC2|84071	55.9701
ARMC3|219681	87.1182	lowly_expressed	lowly_expressed
ARMC4|55130	7.0828	ARMC4|55130	12.1269
ARMC5|79798	290.394	ARMC5|79798	249.5336
ARMC6|93436	772.3772	ARMC6|93436	445.7696
ARMC7|79637	271.2705	ARMC7|79637	290.1119
ARMC8|25852	627.5343	ARMC8|25852	749.0672
ARMC9|80210	322.2665	ARMC9|80210	389.459
ARMCX1|51309	918.2824	ARMCX1|51309	949.6269
ARMCX2|9823	1685.7016	ARMCX2|9823	938.4328
ARMCX3|51566	1958.7428	ARMCX3|51566	1696.8284
ARMCX5|64860	287.2067	ARMCX5|64860	391.791
ARMCX6|54470	339.2652	ARMCX6|54470	251.8657
ARNT2|9915	775.9185	ARNT2|9915	347.4813
ARNTL2|56938	35.0598	ARNTL2|56938	44.3097
ARNTL|406	208.5879	ARNTL|406	387.5933
ARNT|405	1665.8699	ARNT|405	1825.5597
ARPC1A|10552	2555.297	ARPC1A|10552	1934.2351
ARPC1B|10095	2979.5414	ARPC1B|10095	844.6828
ARPC2|10109	3715.9805	ARPC2|10109	2520.056
ARPC3|10094	7967.4192	ARPC3|10094	1889.4589999999998
ARPC4|10093	3911.784	ARPC4|10093	2009.6315
ARPC5L|81873	806.0204	ARPC5L|81873	358.209
ARPC5|10092	5084.7278	ARPC5|10092	1976.6791
ARPM1|84517	36.1222	ARPM1|84517	27.5187
ARPP19|10776	2521.8238	ARPP19|10776	3889.9254
ARRB1|408	589.2873	ARRB1|408	1542.444
ARRB2|409	629.6591	ARRB2|409	437.9664
ARRDC1|92714	1318.1054	ARRDC1|92714	658.5821
ARRDC2|27106	360.1594	ARRDC2|27106	594.2164
ARRDC3|57561	2473.3068	ARRDC3|57561	3824.6269
ARRDC4|91947	407.2598	ARRDC4|91947	878.7313
ARSA|410	662.2399	ARSA|410	667.444
ARSB|411	486.2328	ARSB|411	176.30599999999998
ARSD|414	2361.7529999999997	ARSD|414	3146.4552
ARSE|415	123.5945	ARSE|415	37.3134
ARSG|22901	222.0452	ARSG|22901	352.1455
ARSI|340075	270.5622	ARSI|340075	32.6493
ARSJ|79642	71.8902	ARSJ|79642	192.1642
ARSK|153642	194.0682	ARSK|153642	259.3284
lowly_expressed	lowly_expressed	ART4|420	7.9291
ART5|116969	9.2076	ART5|116969	17.2575
ARTN|9048	135.6352	ARTN|9048	6.0634
ARV1|64801	1037.6273	ARV1|64801	333.0224
ARVCF|421	294.9978	ARVCF|421	578.8246
ARX|170302	14.1656	ARX|170302	18.6567
AR|367	303.143	AR|367	1246.2687
AS3MT|57412	201.5051	AS3MT|57412	240.2052
ASAH1|427	3251.7043	ASAH1|427	4570.8955
ASAH2B|653308	12.0407	ASAH2B|653308	6.0634
ASAH2|56624	7.7911	ASAH2|56624	12.1269
ASAM|79827	222.3993	ASAM|79827	1290.1119
ASAP1|50807	911.5538	ASAP1|50807	1006.5299
ASAP2|8853	638.5126	ASAP2|8853	736.0075
ASAP3|55616	828.3311	ASAP3|55616	694.4963
ASB13|79754	1041.8769	ASB13|79754	816.6978
ASB14|142686	23.3732	ASB14|142686	18.6567
ASB16|92591	17.4909	ASB16|92591	26.1987
ASB1|51665	285.5175	ASB1|51665	776.7071
ASB2|51676	6.3745	ASB2|51676	27.9851
ASB3|51130	286.8526	ASB3|51130	383.8619
ASB6|140459	577.7034	ASB6|140459	685.4618
ASB7|140460	336.0779	ASB7|140460	554.1045
ASB8|140461	946.2594	ASB8|140461	920.709
ASB9|140462	27.6228	ASB9|140462	37.7799
ASCC1|51008	500.7525	ASCC1|51008	474.347
ASCC2|84164	1099.9557	ASCC2|84164	1152.5187
ASCC3|10973	1272.0673	ASCC3|10973	1114.2724
ASCL1|429	53.8291	lowly_expressed	lowly_expressed
ASCL2|430	310.5799	ASCL2|430	11.6604
ASCL4|121549	9.9159	lowly_expressed	lowly_expressed
ASF1A|25842	633.9088	ASF1A|25842	471.0821
ASF1B|55723	343.869	ASF1B|55723	17.7239
ASGR1|432	6.7286	ASGR1|432	7.9291
ASH1L|55870	2512.8216	ASH1L|55870	4838.3909
ASH2L|9070	616.556	ASH2L|9070	1221.5485
ASL|435	784.4179	ASL|435	372.6679
ASMTL|8623	1013.1704	ASMTL|8623	804.1045
ASNA1|439	1713.3245	ASNA1|439	893.6567
ASNSD1|54529	771.3147	ASNSD1|54529	888.9925
ASNS|440	459.3183	ASNS|440	383.3955
ASPA|443	7.0828	ASPA|443	81.1567
lowly_expressed	lowly_expressed	ASPG|374569	19.5896
ASPHD1|253982	18.7694	ASPHD1|253982	24.2537
ASPHD2|57168	69.4112	ASPHD2|57168	44.7761
ASPH|444	4503.2103	ASPH|444	9380.8256
ASPM|259266	695.529	ASPM|259266	21.4552
ASPN|54829	9348.5613	ASPN|54829	230.8769
ASPRV1|151516	20.324	ASPRV1|151516	91.208
ASPSCR1|79058	452.5896	ASPSCR1|79058	184.2351
ASRGL1|80150	795.0421	ASRGL1|80150	70.4291
ASS1|445	669.6768	ASS1|445	2700.5597
ASTE1|28990	220.8127	ASTE1|28990	246.2826
ASTN1|460	8.1452	ASTN1|460	79.7575
ASTN2|23245	253.5635	ASTN2|23245	641.7909999999999
ASXL1|171023	1386.8083	ASXL1|171023	2354.4776
ASXL2|55252	220.6286	ASXL2|55252	1149.2537
lowly_expressed	lowly_expressed	ASXL3|80816	32.1828
ATAD1|84896	1302.8774	ATAD1|84896	1275.653
ATAD2B|54454	308.4551	ATAD2B|54454	530.3172
ATAD2|29028	1335.8123	ATAD2|29028	607.7425
ATAD3A|55210	333.2448	ATAD3A|55210	302.2388
ATAD3B|83858	203.2758	ATAD3B|83858	231.8097
ATAD3C|219293	97.7424	ATAD3C|219293	173.5075
ATAD5|79915	123.9486	ATAD5|79915	67.6306
ATE1|11101	149.8008	ATE1|11101	375.0
ATF1|466	471.35900000000004	ATF1|466	400.1866
ATF2|1386	382.116	ATF2|1386	712.6866
