gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
USP12|219333	268.73	USP12|219333	524.2042
USP13|8975	517.8186	USP13|8975	687.9973
USP14|9097	1518.3394	USP14|9097	1417.1088
USP15|9958	616.6208	USP15|9958	1330.2387
USP16|10600	815.7131	USP16|10600	1377.9841
USP18|11274	275.5747	USP18|11274	113.3952
USP19|10869	1513.5779	USP19|10869	1625.6631
USP1|7398	936.8351	USP1|7398	1415.1194
USP20|10868	620.192	USP20|10868	738.0637
USP21|27005	660.0699	USP21|27005	372.67900000000003
USP22|23326	4420.5044	USP22|23326	6533.1565
USP24|23358	1257.0493	USP24|23358	1903.8462
USP25|29761	993.6761	USP25|29761	1704.5756
USP27X|389856	115.4676	USP27X|389856	129.9735
USP28|57646	544.3047	USP28|57646	678.7135
USP2|9099	94.0406	USP2|9099	152.8515
USP30|84749	374.0793	USP30|84749	561.6711
USP31|57478	513.0571	USP31|57478	1522.2149
USP32|84669	975.2251	USP32|84669	1493.3687
USP33|23032	1521.0178	USP33|23032	2369.695
USP34|9736	2552.1911	USP34|9736	4251.6578
USP35|57558	105.3493	USP35|57558	111.4058
USP36|57602	1023.1382	USP36|57602	1488.0637
USP37|57695	605.3121	USP37|57695	834.5491
USP38|84640	826.4266	USP38|84640	953.9125
USP39|10713	1228.7776	USP39|10713	1050.3979
USP3|9960	494.3025	USP3|9960	543.0471
USP40|55230	740.1235	USP40|55230	1075.9284
USP42|84132	291.9426	USP42|84132	628.3156
USP43|124739	161.8927	USP43|124739	165.7825
USP44|84101	7.7375	USP44|84101	34.8143
USP45|85015	101.4805	USP45|85015	262.2679
USP46|64854	508.2955	USP46|64854	516.5782
USP47|55031	2015.0286	USP47|55031	3647.5464
USP48|84196	1262.4061	USP48|84196	1586.87
USP49|25862	6.5471	USP49|25862	19.2308
USP4|7375	1723.0861	USP4|7375	1877.9841
USP51|158880	41.6636	USP51|158880	71.9496
USP53|54532	2302.8049	USP53|54532	3222.1485
USP54|159195	725.5413	USP54|159195	2198.939
USP5|8078	1889.1452	USP5|8078	1303.7135
USP6NL|9712	378.5433	USP6NL|9712	875.0
USP6|9098	27.3789	USP6|9098	129.9735
USP7|7874	3316.1223	USP7|7874	3889.2573
USP8|9101	1112.9291	USP8|9101	1774.4264
USP9X|8239	3872.9261	USP9X|8239	4926.3926
USPL1|10208	307.4176	USPL1|10208	590.5172
UST|10090	411.5765	UST|10090	444.6286
UTP11L|51118	545.7927	UTP11L|51118	624.3369
UTP14A|10813	416.6357	UTP14A|10813	603.4483
UTP14C|9724	1342.162	UTP14C|9724	1816.6446
UTP15|84135	306.8224	UTP15|84135	475.7958
UTP18|51096	516.6282	UTP18|51096	688.6605
UTP20|27340	624.0607	UTP20|27340	1151.1936
UTP23|84294	387.1736	UTP23|84294	598.4748
UTP3|57050	544.6023	UTP3|57050	778.8462
UTP6|55813	744.5875	UTP6|55813	871.3528
UTRN|7402	4646.0829	UTRN|7402	7291.1141
lowly_expressed	lowly_expressed	UTS2D|257313	5.305
UVRAG|7405	905.885	UVRAG|7405	823.6074
UXS1|80146	700.8407	UXS1|80146	609.4164
UXT|8409	938.2814	UXT|8409	679.3402
VAC14|55697	759.7649	VAC14|55697	802.7188
VAMP1|6843	99.3765	VAMP1|6843	177.3574
VAMP2|6844	2221.5609	VAMP2|6844	2680.3714
VAMP3|9341	2468.5663	VAMP3|9341	2433.0239
VAMP4|8674	469.3103	VAMP4|8674	541.7772
VAMP5|10791	880.5892	VAMP5|10791	246.6844
VAMP7|6845	1011.8295	VAMP7|6845	1040.7825
VAMP8|8673	1945.9862	VAMP8|8673	1642.2414
VANGL1|81839	1106.1677	VANGL1|81839	539.4562
VANGL2|57216	1096.0494	VANGL2|57216	1063.992
VAPA|9218	3535.1536	VAPA|9218	4634.9469
VAPB|9217	794.8813	VAPB|9217	1054.7082
VARS2|57176	597.5746	VARS2|57176	437.6658
VARS|7407	1626.3671	VARS|7407	1278.8462
VASH1|22846	968.9309	VASH1|22846	338.5212
VASH2|79805	116.3604	VASH2|79805	56.36600000000001
VASN|114990	520.497	VASN|114990	249.0053
VASP|7408	2276.0211	VASP|7408	1827.5862
VAT1L|57687	49.1035	VAT1L|57687	28.5146
VAT1|10493	7586.3403	VAT1|10493	3730.4377
VAV1|7409	194.3308	VAV1|7409	103.4483
VAV2|7410	926.7168	VAV2|7410	661.4721
VAV3|10451	3408.9725	VAV3|10451	3425.7294
VAX2|25806	20.2366	VAX2|25806	11.6048
VBP1|7411	697.2695	VBP1|7411	714.191
VCAM1|7412	949.3341	VCAM1|7412	368.3687
VCAN|1462	27930.6599	VCAN|1462	1585.5438
VCL|7414	6565.5829	VCL|7414	8151.1936
VCPIP1|80124	552.935	VCPIP1|80124	911.1406
VCP|7415	7672.3458	VCP|7415	6205.9019
VDAC1|7416	3202.1427	VDAC1|7416	3257.6259999999997
VDAC2|7417	1058.8498	VDAC2|7417	1094.496
VDAC3|7419	1476.0806	VDAC3|7419	1289.4562
VDR|7421	1187.4117	VDR|7421	1665.7825
VEGFA|7422	2065.6201	VEGFA|7422	1994.0318
VEGFB|7423	1981.4002	VEGFB|7423	715.1857
VEGFC|7424	510.3787	VEGFC|7424	381.2997
VENTX|27287	19.0462	VENTX|27287	5.9682
VEPH1|79674	74.6968	VEPH1|79674	131.6313
VEZF1|7716	1558.8126	VEZF1|7716	3101.7905
VEZT|55591	1206.1603	VEZT|55591	1473.1432
VGLL1|51442	13.0943	VGLL1|51442	210.2122
VGLL2|245806	11.9039	lowly_expressed	lowly_expressed
VGLL3|389136	690.7224	VGLL3|389136	678.382
VGLL4|9686	2456.9511	VGLL4|9686	2099.9237
VHL|7428	412.7669	VHL|7428	862.7321
VILL|50853	197.0092	VILL|50853	212.8647
VIM|7431	61692.7312	VIM|7431	27903.9854
VIPAR|63894	584.4803	VIPAR|63894	403.8462
VIPR1|7433	341.6412	VIPR1|7433	691.6446
VIPR2|7434	126.4579	VIPR2|7434	68.4516
VIT|5212	148.5009	VIT|5212	296.7507
VKORC1L1|154807	1401.3838	VKORC1L1|154807	1267.5729
VKORC1|79001	1975.1507	VKORC1|79001	677.3806
VLDLR|7436	432.7059	VLDLR|7436	417.1088
VMA21|203547	803.2139999999999	VMA21|203547	1034.8143
VMAC|400673	92.5526	VMAC|400673	86.5385
VMO1|284013	29.4621	lowly_expressed	lowly_expressed
VN1R1|57191	7.4399	VN1R1|57191	10.9416
VNN1|8876	44.0443	VNN1|8876	42.4403
VNN2|8875	36.6044	VNN2|8875	8.6207
VOPP1|81552	1461.2008	VOPP1|81552	448.2759
VPRBP|9730	1001.6308	VPRBP|9730	1401.0046
VPREB3|29802	11.3087	lowly_expressed	lowly_expressed
VPS11|55823	1416.8589	VPS11|55823	1370.3581
VPS13A|23230	602.9313	VPS13A|23230	1536.1406
VPS13B|157680	1124.0235	VPS13B|157680	1688.6605
VPS13C|54832	1874.8605	VPS13C|54832	2870.6897
VPS13D|55187	2117.6996	VPS13D|55187	3416.7772
VPS16|64601	1003.6694	VPS16|64601	680.7029
VPS18|57617	957.3692	VPS18|57617	604.1114
VPS24|51652	3608.9606	VPS24|51652	4016.25
VPS25|84313	1050.5171	VPS25|84313	849.1379
VPS26A|9559	1309.4264	VPS26A|9559	1753.3156
VPS26B|112936	1637.0806	VPS26B|112936	1062.0027
VPS28|51160	1920.0952	VPS28|51160	1055.7029
VPS29|51699	872.8517	VPS29|51699	957.2281
VPS33A|65082	599.9167	VPS33A|65082	500.0564
VPS33B|26276	254.4454	VPS33B|26276	335.5438
VPS35|55737	2463.8048	VPS35|55737	3425.0663
VPS36|51028	1059.445	VPS36|51028	2209.8806
VPS37A|137492	638.4376	VPS37A|137492	895.4542
VPS37B|79720	611.264	VPS37B|79720	1223.1432
VPS37C|55048	980.5818	VPS37C|55048	823.939
VPS37D|155382	62.7929	VPS37D|155382	45.4244
VPS39|23339	2073.9528	VPS39|23339	1852.122
VPS41|27072	1015.9958	VPS41|27072	1270.557
VPS45|11311	1196.6372	VPS45|11311	871.3528
VPS4A|27183	1456.7368	VPS4A|27183	1699.6021
VPS4B|9525	1353.7683	VPS4B|9525	2050.0663
VPS52|6293	1594.8218	VPS52|6293	1350.1326
VPS53|55275	828.8074	VPS53|55275	1026.1936
VPS54|51542	631.5006	VPS54|51542	971.4854
VPS72|6944	944.8702	VPS72|6944	627.321
VPS8|23355	871.0661	VPS8|23355	985.7427
VRK1|7443	178.2605	VRK1|7443	298.7401
VRK2|7444	499.8854	VRK2|7444	598.9158
VRK3|51231	674.9498	VRK3|51231	563.3289
VSIG10L|147645	23.2126	VSIG10L|147645	64.6552
VSIG10|54621	375.2697	VSIG10|54621	404.1777
VSIG1|340547	5.3567	lowly_expressed	lowly_expressed
VSIG2|23584	140.1681	VSIG2|23584	203.9125
VSIG4|11326	672.8666	VSIG4|11326	147.878
VSNL1|7447	128.5619	VSNL1|7447	298.7401
VSTM2A|222008	40.7053	VSTM2A|222008	11.5782
VSTM2L|128434	324.9758	VSTM2L|128434	24.5358
VTA1|51534	952.9053	VTA1|51534	1154.5093
VTCN1|79679	8804.4044	VTCN1|79679	4944.9602
VTI1A|143187	324.3806	VTI1A|143187	446.2401
VTI1B|10490	1165.6246	VTI1B|10490	880.4841
VWA1|64856	2586.4147	VWA1|64856	1004.6419
VWA2|340706	553.5302	VWA2|340706	324.6021
VWA3B|200403	5.0591	VWA3B|200403	5.6366
VWA5A|4013	1818.0195	VWA5A|4013	1833.2228
VWCE|220001	24.1053	VWCE|220001	13.5942
VWDE|221806	8.3327	VWDE|221806	226.1273
VWF|7450	20828.8074	VWF|7450	6204.244000000001
WAC|51322	2710.215	WAC|51322	3797.0822
WAPAL|23063	1459.7128	WAPAL|23063	2718.8329
WARS2|10352	429.4323	WARS2|10352	442.6393
WARS|7453	2172.4574	WARS|7453	1674.0716
WASF1|8936	167.8447	WASF1|8936	251.6578
WASF2|10163	4686.8537	WASF2|10163	5246.0212
WASF3|10810	243.1367	WASF3|10810	673.4085
WASH2P|375260	170.2254	WASH2P|375260	285.1459
WASH3P|374666	190.46200000000002	WASH3P|374666	231.4324
WASH5P|375690	105.6469	WASH5P|375690	84.8806
WASH7P|653635	547.8759	WASH7P|653635	698.939
WASL|8976	1957.2948	WASL|8976	2280.504
WAS|7454	182.4269	WAS|7454	55.3714
WBP11P1|441818	10.4159	WBP11P1|441818	12.2679
WBP11|51729	1854.9215	WBP11|51729	2047.0822
WBP1|23559	1484.1455	WBP1|23559	1054.8077
lowly_expressed	lowly_expressed	WBP2NL|164684	27.1883
WBP2|23558	2562.3094	WBP2|23558	2440.9814
WBP4|11193	253.5526	WBP4|11193	453.9125
WBP5|51186	1086.2287	WBP5|51186	1142.9045
WBSCR16|81554	1050.5171	WBSCR16|81554	698.939
WBSCR17|64409	96.1238	WBSCR17|64409	43.435
WBSCR22|114049	988.9383	WBSCR22|114049	892.9045
WBSCR26|171022	6.2495	lowly_expressed	lowly_expressed
WBSCR27|155368	13.6895	WBSCR27|155368	22.5464
WDFY1|57590	1597.2026	WDFY1|57590	1429.3767
WDFY2|115825	230.34	WDFY2|115825	332.8912
WDFY3|23001	1434.1195	WDFY3|23001	2466.1804
WDFY4|57705	232.7208	WDFY4|57705	74.9337
WDHD1|11169	155.3456	WDHD1|11169	156.8302
WDR11|55717	928.2047	WDR11|55717	1535.4775
WDR12|55759	297.8945	WDR12|55759	399.2042
WDR13|64743	1229.0752	WDR13|64743	1073.9389999999999
WDR17|116966	15.7726	WDR17|116966	125.0
WDR18|57418	391.3399	WDR18|57418	205.9019
WDR19|57728	503.2364	WDR19|57728	818.3024
WDR1|9948	7223.8673	WDR1|9948	6575.5968
WDR20|91833	423.778	WDR20|91833	622.0159
WDR24|84219	444.0146	WDR24|84219	218.1698
WDR25|79446	262.7781	WDR25|79446	211.2069
WDR26|80232	4082.1367	WDR26|80232	3352.4536
WDR27|253769	65.1737	WDR27|253769	261.6048
WDR31|114987	46.4251	WDR31|114987	116.3793
WDR33|55339	1106.7629	WDR33|55339	1503.3156
WDR34|89891	1208.8386	WDR34|89891	636.6048
WDR35|57539	431.8131	WDR35|57539	1077.5862
WDR36|134430	730.3028	WDR36|134430	1313.9920000000002
WDR37|22884	304.144	WDR37|22884	517.2414
WDR38|401551	6.2495	lowly_expressed	lowly_expressed
WDR3|10885	835.9497	WDR3|10885	1384.6154
WDR41|55255	715.7206	WDR41|55255	577.2546
WDR43|23160	686.8537	WDR43|23160	1820.6233
WDR44|54521	487.4637	WDR44|54521	672.4138
WDR45L|56270	1512.0899	WDR45L|56270	2166.1141
WDR45|11152	963.1516	WDR45|11152	802.4005
WDR46|9277	966.8923	WDR46|9277	806.6976
WDR47|22911	483.8926	WDR47|22911	680.7029
WDR48|57599	1163.9015	WDR48|57599	1478.7798
WDR4|10785	88.0887	WDR4|10785	193.3024
WDR52|55779	117.2532	WDR52|55779	428.7135
WDR53|348793	92.255	WDR53|348793	147.5464
WDR54|84058	205.3419	WDR54|84058	112.069
WDR55|54853	434.4498	WDR55|54853	450.1426
WDR59|79726	436.5747	WDR59|79726	874.6684
WDR5B|54554	202.3659	WDR5B|54554	266.9098
WDR5|11091	604.4193	WDR5|11091	665.7825
WDR60|55112	325.57099999999997	WDR60|55112	612.7321
WDR61|80349	877.0181	WDR61|80349	910.809
WDR62|284403	38.6876	WDR62|284403	21.2202
lowly_expressed	lowly_expressed	WDR63|126820	12.5995
WDR65|149465	15.475	WDR65|149465	8.9523
WDR66|144406	53.5674	WDR66|144406	35.1459
WDR67|93594	79.1608	WDR67|93594	106.4324
WDR6|11180	3827.9443	WDR6|11180	4515.4377
WDR70|55100	478.8334	WDR70|55100	603.1167
lowly_expressed	lowly_expressed	WDR72|256764	12.931
WDR73|84942	211.2343	WDR73|84942	374.0716
WDR74|54663	464.8464	WDR74|54663	470.1592
WDR75|84128	700.2455	WDR75|84128	845.1592
WDR76|79968	102.6709	WDR76|79968	125.9947
WDR77|79084	539.8408	WDR77|79084	526.5252
WDR78|79819	215.1626	WDR78|79819	253.9788
WDR7|23335	801.4285	WDR7|23335	815.6499
WDR81|124997	1081.1696	WDR81|124997	722.8117
WDR82|80335	3372.9633	WDR82|80335	4289.7878
WDR83|84292	152.3696	WDR83|84292	112.069
WDR85|92715	169.035	WDR85|92715	238.7268
WDR86|349136	70.2329	WDR86|349136	180.0398
lowly_expressed	lowly_expressed	WDR87|83889	8.2891
lowly_expressed	lowly_expressed	WDR88|126248	5.6366
WDR89|112840	349.0812	WDR89|112840	427.7188
WDR8|49856	273.7892	WDR8|49856	251.6578
WDR90|197335	374.9721	WDR90|197335	334.8806
WDR91|29062	336.8797	WDR91|29062	583.2228
WDR92|116143	198.1995	WDR92|116143	296.7507
WDR93|56964	24.1053	WDR93|56964	30.504
WDSUB1|151525	191.3548	WDSUB1|151525	273.5411
WDTC1|23038	2346.8492	WDTC1|23038	2809.3501
WDYHV1|55093	215.7578	WDYHV1|55093	186.3395
WEE1|7465	1865.3374	WEE1|7465	6902.5199
WFDC1|58189	102.3733	WFDC1|58189	16.9098
WFDC2|10406	521.985	WFDC2|10406	1146.2202
WFIKKN1|117166	9.8207	WFIKKN1|117166	15.252
lowly_expressed	lowly_expressed	WFIKKN2|124857	6.9629
WFS1|7466	2315.0063	WFS1|7466	1094.496
WHAMML1|339005	41.9612	WHAMML1|339005	100.1326
WHAMML2|440253	19.0462	WHAMML2|440253	43.7666
WHAMM|123720	238.9703	WHAMM|123720	505.305
WHSC1L1|54904	1188.8996	WHSC1L1|54904	1603.7798
WHSC1|7468	724.3509	WHSC1|7468	972.4801
WHSC2|7469	559.7798	WHSC2|7469	536.8037
WIBG|84305	463.3584	WIBG|84305	416.4456
WIF1|11197	58.6266	WIF1|11197	1516.5782
WIPF1|7456	2020.0878	WIPF1|7456	690.6499
WIPF2|147179	1337.4005	WIPF2|147179	1500.6631
WIPF3|644150	11.0111	WIPF3|644150	64.9867
WIPI1|55062	762.1457	WIPI1|55062	914.4562
WIPI2|26100	1254.0734	WIPI2|26100	1219.8276
WISP1|8840	715.1254	WISP1|8840	33.8196
WISP2|8839	3825.013	WISP2|8839	381.2997
WISP3|8838	8.0351	WISP3|8838	101.4589
WIT1|51352	8.3327	lowly_expressed	lowly_expressed
WIZ|58525	1167.7703	WIZ|58525	1007.2944
WLS|79971	2502.4924	WLS|79971	3795.4244
WNK1|65125	5427.2748	WNK1|65125	4750.3316
WNK2|65268	305.3791	WNK2|65268	638.4151
WNK3|65267	11.0111	WNK3|65267	86.5385
WNK4|65266	663.2274	WNK4|65266	521.3959
WNT10A|80326	6.8447	WNT10A|80326	27.8515
WNT10B|7480	29.1645	WNT10B|7480	7.2944
WNT11|7481	359.4971	WNT11|7481	94.49600000000001
WNT2B|7482	51.4843	WNT2B|7482	9.9469
WNT2|7472	287.7762	WNT2|7472	27.8515
WNT3|7473	18.7486	WNT3|7473	25.5305
WNT4|54361	47.9131	WNT4|54361	147.2149
WNT5A|7474	878.5061	WNT5A|7474	634.2838
WNT5B|81029	144.6321	WNT5B|81029	174.7347
lowly_expressed	lowly_expressed	WNT6|7475	22.878
WNT7B|7477	666.3195	WNT7B|7477	268.5676
WNT9A|7483	13.9871	WNT9A|7483	21.2202
WNT9B|7484	16.963	lowly_expressed	lowly_expressed
WRAP53|55135	208.91299999999998	WRAP53|55135	167.4403
WRB|7485	466.6319	WRB|7485	592.1751
WRNIP1|56897	820.1771	WRNIP1|56897	985.0796
WRN|7486	363.961	WRN|7486	689.6552
WSB1|26118	577.6356	WSB1|26118	2033.8196
WSB2|55884	1221.6353	WSB2|55884	951.2599
WSCD1|23302	104.4565	WSCD1|23302	65.6499
WSCD2|9671	37.7948	WSCD2|9671	75.5968
WT1|7490	38.6876	lowly_expressed	lowly_expressed
WTAP|9589	1445.4282	WTAP|9589	2369.0318
WTIP|126374	294.9185	WTIP|126374	245.3581
WWC1|23286	684.1753	WWC1|23286	2236.7374
WWC2|80014	706.4951	WWC2|80014	1134.2838
WWC3|55841	1537.3856	WWC3|55841	1625.0
WWOX|51741	209.5082	WWOX|51741	415.4509
WWP1|11059	1842.1248	WWP1|11059	2629.3103
WWP2|11060	1301.6889	WWP2|11060	1659.1512
WWTR1|25937	1260.4389999999999	WWTR1|25937	1264.4198
XAB2|56949	1143.3673	XAB2|56949	1060.3448
XAF1|54739	494.6061	XAF1|54739	654.1777
XBP1|7494	45939.439000000006	XBP1|7494	25935.0133
XCL1|6375	17.8558	XCL1|6375	11.2732
lowly_expressed	lowly_expressed	XCL2|6846	5.305
XDH|7498	47.0203	XDH|7498	616.0477
XG|7499	322.8926	XG|7499	53.0504
XIAP|331	1134.4394	XIAP|331	1980.4377
XIRP1|165904	338.3677	XIRP1|165904	7.2944
XIRP2|129446	160.1071	lowly_expressed	lowly_expressed
XIST|7503	2692.6122	XIST|7503	21471.0146
lowly_expressed	lowly_expressed	XKR6|286046	7.9576
XKR8|55113	219.0313	XKR8|55113	117.0424
lowly_expressed	lowly_expressed	XKR9|389668	29.5093
lowly_expressed	lowly_expressed	XKRX|402415	6.6313
XK|7504	24.7005	XK|7504	82.5597
XPA|7507	186.2957	XPA|7507	297.7454
XPC|7508	1323.1158	XPC|7508	2140.5836
XPNPEP1|7511	993.9737	XPNPEP1|7511	853.1167
XPNPEP2|7512	185.9981	XPNPEP2|7512	13.9257
XPNPEP3|63929	106.257	XPNPEP3|63929	182.1121
XPO1|7514	3033.4053	XPO1|7514	3706.565
XPO4|64328	554.1254	XPO4|64328	1096.4854
XPO5|57510	947.2509	XPO5|57510	1089.191
XPO6|23214	1971.5795	XPO6|23214	1578.2493
XPO7|23039	1744.2155	XPO7|23039	2108.4218
XPOT|11260	1251.9902	XPOT|11260	1417.4403
XPR1|9213	1520.125	XPR1|9213	1345.8223
XRCC1|7515	913.6225	XRCC1|7515	656.8302
XRCC2|7516	16.0702	XRCC2|7516	20.2255
XRCC3|7517	114.8724	XRCC3|7517	139.9204
XRCC4|7518	93.743	XRCC4|7518	89.191
XRCC5|7520	8038.0924	XRCC5|7520	8209.8806
XRCC6BP1|91419	69.3401	XRCC6BP1|91419	68.634
XRCC6|2547	6295.3649	XRCC6|2547	6637.5995
XRN1|54464	784.763	XRN1|54464	1579.5756
XRN2|22803	2126.3299	XRN2|22803	2978.4483
XRRA1|143570	656.0554	XRRA1|143570	579.1412
XYLB|9942	128.2643	XYLB|9942	173.4085
XYLT1|64131	734.4692	XYLT1|64131	513.5942
XYLT2|64132	809.4636	XYLT2|64132	535.1459
YAF2|10138	224.3881	YAF2|10138	353.7798
YAP1|10413	3464.6232	YAP1|10413	6024.8674
YARS2|51067	300.5729	YARS2|51067	422.7454
YARS|8565	1508.5187	YARS|8565	1371.6844
YBX1|4904	6097.1654	YBX1|4904	4267.9045
YBX2|51087	27.9741	YBX2|51087	41.1141
YDJC|150223	151.4768	YDJC|150223	144.2308
YEATS2|55689	807.3625	YEATS2|55689	1004.5756
YEATS4|8089	241.6487	YEATS4|8089	343.1698
YES1|7525	1422.5132	YES1|7525	2079.5756
YIF1A|10897	1041.5892	YIF1A|10897	514.2573
YIF1B|90522	499.4628	YIF1B|90522	238.30900000000003
YIPF1|54432	1504.65	YIPF1|54432	1087.5332
YIPF2|78992	1093.371	YIPF2|78992	626.3263
YIPF3|25844	2730.1540000000005	YIPF3|25844	1677.0557
YIPF4|84272	510.6763	YIPF4|84272	526.1936
YIPF5|81555	1365.9698	YIPF5|81555	1046.7507
YIPF6|286451	325.2734	YIPF6|286451	369.3634
YJEFN3|374887	5.6543	YJEFN3|374887	37.4801
YKT6|10652	1718.3245	YKT6|10652	1365.0531
YLPM1|56252	1950.1525	YLPM1|56252	3060.3448
YME1L1|10730	3064.3553	YME1L1|10730	3591.1804
YOD1|55432	177.6654	YOD1|55432	246.3528
YPEL1|29799	196.5509	YPEL1|29799	216.7573
YPEL2|388403	814.2251	YPEL2|388403	524.5358
YPEL3|83719	991.2953	YPEL3|83719	667.4403
YPEL4|219539	33.6285	YPEL4|219539	35.809
YPEL5|51646	2164.1247	YPEL5|51646	2378.3156
YRDC|79693	308.0128	YRDC|79693	358.4218
YTHDC1|91746	1410.6093	YTHDC1|91746	2803.382
YTHDC2|64848	597.2769999999999	YTHDC2|64848	1345.8223
YTHDF1|54915	1175.2102	YTHDF1|54915	1367.0424
YTHDF2|51441	1799.5685	YTHDF2|51441	2427.7188
YTHDF3|253943	1642.1397	YTHDF3|253943	2494.0318
YWHAB|7529	7457.4808	YWHAB|7529	7113.0637
YWHAE|7531	11324.1574	YWHAE|7531	11752.9841
YWHAG|7532	4155.6432	YWHAG|7532	3864.3899
YWHAH|7533	4517.521	YWHAH|7533	3086.2069
YWHAQ|10971	6250.7254	YWHAQ|10971	8852.122
YWHAZ|7534	12087.4935	YWHAZ|7534	17881.9629
YY1AP1|55249	2626.8879	YY1AP1|55249	1993.0371
YY1|7528	1049.9219	YY1|7528	1337.8647
YY2|404281	35.9408	YY2|404281	32.1419
ZADH2|284273	920.4672	ZADH2|284273	1061.3395
ZAK|51776	1648.3893	ZAK|51776	2918.7202
ZAP70|7535	29.4621	ZAP70|7535	30.504
ZBED1|9189	1931.9991	ZBED1|9189	1121.6844
ZBED3|84327	45.2347	ZBED3|84327	32.4934
ZBED4|9889	506.5099	ZBED4|9889	664.1247
ZBED5|58486	645.7853	ZBED5|58486	1261.9363
ZBP1|81030	6.8447	ZBP1|81030	10.2785
ZBTB10|65986	384.7928	ZBTB10|65986	1015.9151
ZBTB11|27107	566.5769	ZBTB11|27107	1142.4668
ZBTB12|221527	118.4436	ZBTB12|221527	89.1412
ZBTB16|7704	62.4954	ZBTB16|7704	1018.2361
ZBTB17|7709	395.8039	ZBTB17|7709	359.0849
ZBTB1|22890	650.1897	ZBTB1|22890	1013.8959
ZBTB20|26137	18.1534	ZBTB20|26137	59.3501
ZBTB22|9278	527.9369	ZBTB22|9278	734.4164
ZBTB24|9841	337.4749	ZBTB24|9841	535.809
ZBTB25|7597	66.1796	ZBTB25|7597	96.5915
ZBTB26|57684	63.0905	ZBTB26|57684	164.4562
ZBTB2|57621	412.7669	ZBTB2|57621	519.8939
ZBTB33|10009	820.4747	ZBTB33|10009	1400.8621
ZBTB34|403341	211.889	ZBTB34|403341	233.0902
ZBTB37|84614	42.2588	ZBTB37|84614	45.4244
ZBTB38|253461	1950.4501	ZBTB38|253461	3347.1485
ZBTB39|9880	135.4066	ZBTB39|9880	231.7639
ZBTB3|79842	56.5434	ZBTB3|79842	51.3926
ZBTB40|9923	583.2899	ZBTB40|9923	938.3289
ZBTB41|360023	1138.3082	ZBTB41|360023	925.7294
ZBTB42|100128927	531.8057	ZBTB42|100128927	476.1273
ZBTB43|23099	291.639	ZBTB43|23099	699.9337
ZBTB44|29068	1243.3599	ZBTB44|29068	2453.2493
ZBTB45|84878	304.4416	ZBTB45|84878	231.7639
ZBTB46|140685	245.5174	ZBTB46|140685	213.1963
ZBTB47|92999	698.4599	ZBTB47|92999	483.7533
ZBTB48|3104	264.2661	ZBTB48|3104	371.6844
ZBTB49|166793	63.0905	ZBTB49|166793	202.2546
ZBTB4|57659	3386.0576	ZBTB4|57659	4022.2149
ZBTB5|9925	368.425	ZBTB5|9925	530.8355
ZBTB6|10773	241.3511	ZBTB6|10773	324.2706
ZBTB7A|51341	740.4211	ZBTB7A|51341	709.5491
ZBTB7B|51043	2569.4517	ZBTB7B|51043	1705.5703
ZBTB7C|201501	833.2713	ZBTB7C|201501	733.4218
ZBTB8A|653121	280.9315	ZBTB8A|653121	441.9761
lowly_expressed	lowly_expressed	ZBTB8B|728116	10.9416
ZBTB8OS|339487	140.4657	ZBTB8OS|339487	117.0424
ZBTB9|221504	256.5285	ZBTB9|221504	283.1565
ZC3H10|84872	187.1885	ZC3H10|84872	181.0345
ZC3H11A|9877	4390.4471	ZC3H11A|9877	4198.939
ZC3H12A|80149	114.8724	ZC3H12A|80149	336.2069
ZC3H12B|340554	49.9963	ZC3H12B|340554	130.9682
ZC3H12C|85463	140.4657	ZC3H12C|85463	258.6207
ZC3H13|23091	2086.7495	ZC3H13|23091	3832.2281
ZC3H14|79882	1190.3876	ZC3H14|79882	1799.4032
ZC3H15|55854	1149.3192	ZC3H15|55854	1711.87
ZC3H18|124245	688.044	ZC3H18|124245	906.4987
ZC3H3|23144	480.9166	ZC3H3|23144	356.7639
ZC3H4|23211	875.8277	ZC3H4|23211	1005.9682
ZC3H6|376940	335.6893	ZC3H6|376940	548.0769
ZC3H7A|29066	847.2584	ZC3H7A|29066	1484.7479999999998
ZC3H7B|23264	2091.511	ZC3H7B|23264	2800.0663
ZC3H8|84524	85.1127	ZC3H8|84524	176.3926
ZC3HAV1L|92092	30.9501	ZC3HAV1L|92092	58.0239
ZC3HAV1|56829	1047.5411	ZC3HAV1|56829	1111.7374
ZC3HC1|51530	342.2364	ZC3HC1|51530	323.939
ZC4H2|55906	172.011	ZC4H2|55906	203.5809
ZCCHC10|54819	260.9925	ZCCHC10|54819	358.4218
ZCCHC11|23318	405.9222	ZCCHC11|23318	1066.9761
lowly_expressed	lowly_expressed	ZCCHC12|170261	8.9523
ZCCHC14|23174	1059.445	ZCCHC14|23174	1039.1247
ZCCHC17|51538	606.8001	ZCCHC17|51538	772.878
ZCCHC18|644353	8.0351	ZCCHC18|644353	12.931
ZCCHC24|219654	2571.5349	ZCCHC24|219654	928.382
ZCCHC2|54877	327.2197	ZCCHC2|54877	688.4582
ZCCHC3|85364	438.0626	ZCCHC3|85364	378.9788
ZCCHC4|29063	160.4047	ZCCHC4|29063	202.9178
ZCCHC5|203430	35.1164	ZCCHC5|203430	6.9629
