gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
ALKBH8|91801	287.181	ALKBH8|91801	351.1273
ALK|238	6.2495	ALK|238	85.8753
lowly_expressed	lowly_expressed	ALMS1P|200420	10.9416
ALMS1|7840	860.3527	ALMS1|7840	1152.5199
lowly_expressed	lowly_expressed	ALOX12P2|245	50.3979
ALOX15B|247	179.1533	ALOX15B|247	11224.8011
lowly_expressed	lowly_expressed	ALOX15|246	55.7029
ALOX5AP|241	545.4951	ALOX5AP|241	156.8302
ALOX5|240	602.6337	ALOX5|240	631.6313
ALOXE3|59344	5.6543	ALOXE3|59344	14.9204
ALPK1|80216	457.704	ALPK1|80216	817.6393
ALPK2|115701	55.6506	ALPK2|115701	12.931
ALPK3|57538	366.3418	ALPK3|57538	156.4987
ALPL|249	603.8241	ALPL|249	894.8939
ALS2CL|259173	169.035	ALS2CL|259173	306.366
lowly_expressed	lowly_expressed	ALS2CR11|151254	5.6366
ALS2CR4|65062	491.6301	ALS2CR4|65062	2153.8462
ALS2CR8|79800	105.6469	ALS2CR8|79800	295.0928
ALS2|57679	513.0571	ALS2|57679	820.2918
ALX3|257	11.9039	ALX3|257	30.504
ALX4|60529	15.1774	ALX4|60529	30.1724
AMACR|23600	450.2641	AMACR|23600	261.2732
lowly_expressed	lowly_expressed	AMBP|259	71.2865
AMBRA1|55626	1253.1806	AMBRA1|55626	1414.4562
AMD1|262	879.2828	AMD1|262	2846.4854
lowly_expressed	lowly_expressed	AMDHD1|144193	13.9257
AMDHD2|51005	280.6488	AMDHD2|51005	125.9416
AMFR|267	2693.252	AMFR|267	3260.2785
AMICA1|120425	180.0461	AMICA1|120425	58.0239
AMIGO1|57463	121.4195	AMIGO1|57463	182.6923
AMIGO2|347902	774.9423	AMIGO2|347902	5984.4131
AMIGO3|386724	82.7319	AMIGO3|386724	41.1141
AMMECR1L|83607	726.434	AMMECR1L|83607	1174.0716
AMMECR1|9949	265.1588	AMMECR1|9949	258.9523
AMN1|196394	190.46200000000002	AMN1|196394	247.3475
AMOTL1|154810	2277.8067	AMOTL1|154810	3476.7905
AMOTL2|51421	2511.1227	AMOTL2|51421	2725.7958
AMOT|154796	874.6373	AMOT|154796	1016.5782
AMPD1|270	38.0924	AMPD1|270	40.7825
AMPD2|271	804.1068	AMPD2|271	584.8806
AMPD3|272	178.8557	AMPD3|272	217.1751
AMPH|273	322.595	AMPH|273	49.4032
AMT|275	28.2717	AMT|275	160.9814
lowly_expressed	lowly_expressed	AMY1A|276	18.2361
AMY2B|280	38.9852	AMY2B|280	317.0524
AMZ2P1|201283	164.5711	AMZ2P1|201283	162.4668
AMZ2|51321	1083.5503	AMZ2|51321	946.2865
ANAPC10|10393	116.3604	ANAPC10|10393	180.7029
ANAPC11|51529	811.8444	ANAPC11|51529	434.0186
ANAPC13|25847	1571.2224	ANAPC13|25847	1049.6684
ANAPC16|119504	1712.3726	ANAPC16|119504	2633.2891
ANAPC1|64682	630.3102	ANAPC1|64682	932.3607
ANAPC2|29882	634.179	ANAPC2|29882	689.9867
ANAPC4|29945	368.7226	ANAPC4|29945	703.5809
ANAPC5|51433	1856.4095	ANAPC5|51433	2290.4509
ANAPC7|51434	950.8221	ANAPC7|51434	1046.4191
ANGEL1|23357	592.813	ANGEL1|23357	600.1326
ANGEL2|90806	863.0310000000001	ANGEL2|90806	756.2997
ANGPT1|284	162.7855	ANGPT1|284	245.0265
ANGPT2|285	726.434	ANGPT2|285	235.4111
ANGPT4|51378	8.0351	ANGPT4|51378	26.1936
ANGPTL1|9068	466.0368	ANGPTL1|9068	225.1326
ANGPTL2|23452	3211.9634	ANGPTL2|23452	2437.3342
ANGPTL4|51129	542.2216	ANGPTL4|51129	824.2706
ANGPTL5|253935	18.451	lowly_expressed	lowly_expressed
ANGPTL6|83854	8.663	lowly_expressed	lowly_expressed
ANGPTL7|10218	56.5434	ANGPTL7|10218	688.3289
ANG|283	255.1179	ANG|283	342.9244
ANK1|286	30.6525	ANK1|286	8.6207
ANK2|287	1270.7388	ANK2|287	759.6154
ANK3|288	1222.5281	ANK3|288	1660.4775
ANKAR|150709	18.7486	ANKAR|150709	62.6658
ANKDD1A|348094	63.6857	ANKDD1A|348094	110.4111
ANKFY1|51479	2279.8899	ANKFY1|51479	2307.6923
ANKHD1-EIF4EBP3|404734	1334.7846	ANKHD1-EIF4EBP3|404734	1567.2016
ANKHD1|54882	1565.9162	ANKHD1|54882	2941.1638
ANKH|56172	2409.9397	ANKH|56172	2393.8992
ANKIB1|54467	1162.1159	ANKIB1|54467	1594.8276
ANKK1|255239	5.6543	ANKK1|255239	48.0769
ANKLE2|23141	1326.9846	ANKLE2|23141	1680.0398
ANKMY1|51281	178.8557	ANKMY1|51281	291.7772
ANKMY2|57037	651.4396	ANKMY2|57037	773.2095
ANKRA2|57763	233.6136	ANKRA2|57763	367.0424
ANKRD10|55608	889.5171	ANKRD10|55608	1398.3389
ANKRD11|29123	1481.6933	ANKRD11|29123	2580.5902
ANKRD12|23253	768.3952	ANKRD12|23253	2110.0796
ANKRD13A|88455	1065.9921	ANKRD13A|88455	1561.0079999999998
ANKRD13B|124930	172.3086	ANKRD13B|124930	75.9284
ANKRD13C|81573	436.2771	ANKRD13C|81573	643.8992
ANKRD13D|338692	297.8945	ANKRD13D|338692	287.1353
ANKRD16|54522	126.1573	ANKRD16|54522	160.431
ANKRD17|26057	2710.215	ANKRD17|26057	4318.634
ANKRD19|138649	30.6525	ANKRD19|138649	29.5093
lowly_expressed	lowly_expressed	ANKRD20A3|441425	20.557
lowly_expressed	lowly_expressed	ANKRD20A4|728747	7.9576
lowly_expressed	lowly_expressed	ANKRD20B|729171	14.2573
ANKRD22|118932	197.274	ANKRD22|118932	54.7082
ANKRD23|200539	47.3179	ANKRD23|200539	41.1141
ANKRD24|170961	27.9741	ANKRD24|170961	50.3979
ANKRD26|22852	119.0388	ANKRD26|22852	355.7692
ANKRD27|84079	744.5875	ANKRD27|84079	870.0265
ANKRD28|23243	1356.7443	ANKRD28|23243	1610.7427
ANKRD29|147463	122.0147	ANKRD29|147463	261.6048
ANKRD2|26287	16.0702	lowly_expressed	lowly_expressed
ANKRD30A|91074	311.8816	ANKRD30A|91074	945.6233
ANKRD30B|374860	60.7098	ANKRD30B|374860	49.7347
lowly_expressed	lowly_expressed	ANKRD31|256006	5.6366
ANKRD32|84250	96.719	ANKRD32|84250	182.0292
ANKRD34A|284615	18.7486	ANKRD34A|284615	19.5623
ANKRD34C|390616	23.5102	lowly_expressed	lowly_expressed
ANKRD35|148741	126.1811	ANKRD35|148741	123.3422
ANKRD36BP1|84832	64.5785	ANKRD36BP1|84832	175.3979
ANKRD36B|57730	7.1423	ANKRD36B|57730	94.8276
ANKRD36|375248	43.7467	ANKRD36|375248	301.3926
ANKRD37|353322	139.4718	ANKRD37|353322	151.1273
ANKRD39|51239	102.0757	ANKRD39|51239	75.9284
ANKRD40|91369	1320.1399	ANKRD40|91369	1880.9682
ANKRD42|338699	294.0257	ANKRD42|338699	348.4748
ANKRD43|134548	171.4158	ANKRD43|134548	62.6658
ANKRD44|91526	72.0185	ANKRD44|91526	89.5225
ANKRD45|339416	7.7375	ANKRD45|339416	32.8249
ANKRD46|157567	380.6651	ANKRD46|157567	517.9741
ANKRD49|54851	187.4861	ANKRD49|54851	329.5756
ANKRD50|57182	2076.9288	ANKRD50|57182	1843.5013
ANKRD52|283373	820.7723	ANKRD52|283373	1390.2520000000002
ANKRD53|79998	21.1294	ANKRD53|79998	39.4562
ANKRD54|129138	334.4989	ANKRD54|129138	355.7692
ANKRD55|79722	5.0591	lowly_expressed	lowly_expressed
ANKRD56|345079	136.2994	ANKRD56|345079	217.5066
ANKRD57|65124	525.8537	ANKRD57|65124	915.7825
ANKRD58|347454	6.8447	lowly_expressed	lowly_expressed
ANKRD5|63926	205.3419	ANKRD5|63926	195.2918
ANKRD6|22881	291.8771	ANKRD6|22881	353.4582
ANKRD9|122416	41.0684	ANKRD9|122416	36.1406
ANKS1A|23294	974.9275	ANKS1A|23294	1564.9867
ANKS1B|56899	78.8632	ANKS1B|56899	154.1777
ANKS3|124401	160.7023	ANKS3|124401	211.2069
ANKS6|203286	209.5082	ANKS6|203286	99.1379
ANKZF1|55139	365.1514	ANKZF1|55139	577.5862
ANLN|54443	206.8298	ANLN|54443	40.7825
ANO10|55129	996.0568	ANO10|55129	904.5093
ANO1|55107	3990.4769	ANO1|55107	9057.6923
ANO2|57101	26.7837	ANO2|57101	34.4828
ANO3|63982	12.2015	ANO3|63982	23.2095
ANO4|121601	9.8207	lowly_expressed	lowly_expressed
ANO5|203859	41.6636	ANO5|203859	111.7374
ANO6|196527	3394.0927	ANO6|196527	4200.2653
ANO7|50636	19.939	ANO7|50636	11.2732
ANO8|57719	196.41400000000002	ANO8|57719	191.313
ANO9|338440	178.8557	ANO9|338440	108.0902
ANP32A|8125	2475.7087	ANP32A|8125	2395.8886
ANP32B|10541	2138.8289999999997	ANP32B|10541	2570.6233
ANP32E|81611	716.0182	ANP32E|81611	1220.4907
ANPEP|290	2596.8306	ANPEP|290	6081.565
ANTXR1|84168	11252.139	ANTXR1|84168	6698.2759
ANTXR2|118429	1850.16	ANTXR2|118429	1077.2546
lowly_expressed	lowly_expressed	ANTXRL|195977	12.5995
ANUBL1|93550	189.8668	ANUBL1|93550	351.1273
ANXA11|311	4150.2864	ANXA11|311	2804.3767
ANXA13|312	9.2255	ANXA13|312	8.2891
ANXA1|301	4787.4414	ANXA1|301	20200.2653
ANXA2P1|303	77.6728	ANXA2P1|303	65.6499
ANXA2P2|304	5523.3986	ANXA2P2|304	4151.1936
ANXA2P3|305	9.5231	lowly_expressed	lowly_expressed
ANXA2|302	16525.5561	ANXA2|302	11681.0345
ANXA3|306	647.8685	ANXA3|306	1850.1326
ANXA4|307	2006.3983	ANXA4|307	1804.7082
ANXA5|308	10265.3076	ANXA5|308	6116.0477
ANXA6|309	8246.1126	ANXA6|309	4097.1485
ANXA7|310	3318.2055	ANXA7|310	3291.1141
ANXA8L2|244	58.9242	ANXA8L2|244	589.8541
ANXA8|653145	108.3253	ANXA8|653145	562.9973
ANXA9|8416	626.7391	ANXA9|8416	137.5995
AOAH|313	139.5729	AOAH|313	67.9708
AOC2|314	16.3678	AOC2|314	23.8727
AOC3|8639	4725.2437	AOC3|8639	1705.5703
AOX1|316	947.2509	AOX1|316	759.9469
AP1AR|55435	454.4305	AP1AR|55435	646.2202
AP1B1|162	2773.008	AP1B1|162	2265.5836
AP1G1|164	2252.2134	AP1G1|164	3322.9443
AP1G2|8906	1209.8207	AP1G2|8906	1127.059
AP1M1|8907	1164.4967	AP1M1|8907	632.9576
AP1M2|10053	1685.5889	AP1M2|10053	1227.122
AP1S1|1174	708.8758	AP1S1|1174	438.3289
AP1S2|8905	419.314	AP1S2|8905	280.8355
AP1S3|130340	81.244	AP1S3|130340	190.3183
AP2A1|160	2283.4551	AP2A1|160	1213.2095
AP2A2|161	2008.7791	AP2A2|161	1390.9151
AP2B1|163	7866.379	AP2B1|163	7629.6419
AP2M1|1173	6842.348000000001	AP2M1|1173	4233.0902
AP2S1|1175	1241.2767	AP2S1|1175	564.9867
AP3B1|8546	1741.5371	AP3B1|8546	1551.7241
AP3B2|8120	17.8558	AP3B2|8120	142.2414
AP3D1|8943	2830.4442	AP3D1|8943	2436.008
AP3M1|26985	1321.0327	AP3M1|26985	1702.5862
AP3M2|10947	505.9147	AP3M2|10947	548.4085
AP3S1|1176	1030.2805	AP3S1|1176	683.0239
AP3S2|10239	1252.1777	AP3S2|10239	1328.3654
AP4B1|10717	220.5937	AP4B1|10717	305.2885
AP4E1|23431	299.9777	AP4E1|23431	518.8992
AP4M1|9179	379.5105	AP4M1|9179	306.134
AP4S1|11154	58.9242	AP4S1|11154	105.1061
APAF1|317	425.8612	APAF1|317	509.2838
APBA1|320	154.1552	APBA1|320	353.4483
APBA2|321	75.5896	APBA2|321	40.7825
APBA3|9546	203.8539	APBA3|9546	123.6737
APBB1IP|54518	445.8002	APBB1IP|54518	182.0292
APBB1|322	706.7926	APBB1|322	744.0318
APBB2|323	2615.8768	APBB2|323	1841.8435
APBB3|10307	110.706	APBB3|10307	309.0186
APCDD1L|164284	57.7338	APCDD1L|164284	253.3156
APCDD1|147495	750.837	APCDD1|147495	746.3528
APC|324	866.007	APC|324	1418.435
APEH|327	1985.8641	APEH|327	1561.6711
APEX1|328	2636.7086	APEX1|328	2448.939
APEX2|27301	744.2899	APEX2|27301	483.4218
APH1A|51107	5954.0213	APH1A|51107	3372.0159
APH1B|83464	602.6337	APH1B|83464	660.4775
API5|8539	2380.7752	API5|8539	3355.7692
APIP|51074	175.1001	APIP|51074	235.0232
APITD1|378708	165.6871	APITD1|378708	98.1432
APLF|200558	70.5305	APLF|200558	127.321
APLNR|187	5480.246999999999	APLNR|187	733.7533
APLN|8862	218.4361	APLN|8862	137.5995
APLP1|333	79.1608	APLP1|333	69.9602
APLP2|334	11710.7358	APLP2|334	22975.1326
APOA1BP|128240	2354.2891	APOA1BP|128240	930.3714
APOB48R|55911	258.3141	APOB48R|55911	133.9523
APOBEC2|10930	36.902	lowly_expressed	lowly_expressed
APOBEC3B|9582	87.4935	APOBEC3B|9582	53.8793
APOBEC3C|27350	225.8761	APOBEC3C|27350	393.2361
APOBEC3D|140564	77.9704	APOBEC3D|140564	77.9178
APOBEC3F|200316	148.5009	APOBEC3F|200316	163.4615
APOBEC3G|60489	246.1126	APOBEC3G|60489	261.6048
APOB|338	15.1774	APOB|338	34.4828
APOC1|341	1175.5078	APOC1|341	616.0477
APOC2|344	157.1312	APOC2|344	41.4456
APOD|347	9859.3855	APOD|347	46981.4324
APOE|348	3461.6472	APOE|348	1572.6127
lowly_expressed	lowly_expressed	APOF|319	6.2997
APOL1|8542	1941.5222	APOL1|8542	810.3448
APOL2|23780	834.1641	APOL2|23780	488.3952
APOL3|80833	1031.7685	APOL3|80833	697.6127
APOL4|80832	445.8002	APOL4|80832	144.2308
APOL6|80830	1467.4503	APOL6|80830	1198.9389999999999
APOLD1|81575	6859.9063	APOLD1|81575	3789.1247
APOM|55937	24.4029	APOM|55937	42.7719
APOOL|139322	187.4861	APOOL|139322	294.7613
APOO|79135	219.3289	APOO|79135	171.7507
APPBP2|10513	1270.1436	APPBP2|10513	1739.3899
APPL1|26060	1880.8124	APPL1|26060	2530.5007
APPL2|55198	1472.5095	APPL2|55198	1591.8435
APP|351	34356.6699	APP|351	43852.7851
APRT|353	1110.0365	APRT|353	890.9151
APTX|54840	510.0811	APTX|54840	562.0027
AQP11|282679	21.1294	AQP11|282679	23.5411
AQP1|358	21377.9124	AQP1|358	11049.1048
AQP3|360	555.3158	AQP3|360	1684.0186
AQP4|361	11.6063	AQP4|361	40.4509
AQP5|362	16.3678	AQP5|362	77.5862
AQP7P1|375719	29.4621	AQP7P1|375719	42.4403
AQP7|364	191.3548	AQP7|364	123.6737
AQP9|366	15.7726	lowly_expressed	lowly_expressed
AQPEP|206338	20.5342	AQPEP|206338	13.5942
AQR|9716	1358.2323	AQR|9716	1859.4164
ARAF|369	1490.9605	ARAF|369	939.9867
ARAP1|116985	2691.4396	ARAP1|116985	1711.5086
ARAP2|116984	193.7356	ARAP2|116984	562.3342
ARAP3|64411	952.3101	ARAP3|64411	481.4324
ARCN1|372	5521.9106	ARCN1|372	4823.939
ARC|23237	38.6876	ARC|23237	211.5385
AREG|374	270.8132	AREG|374	188.3289
ARF1|375	12394.0183	ARF1|375	6191.313
ARF3|377	5619.82	ARF3|377	4893.5676
ARF4|378	5721.8957	ARF4|378	4008.6207
ARF5|381	2405.7734	ARF5|381	1734.4164
ARF6|382	3040.8452	ARF6|382	4371.0212
ARFGAP1|55738	1227.5872	ARFGAP1|55738	808.3554
ARFGAP2|84364	1896.8827	ARFGAP2|84364	1929.7082
ARFGAP3|26286	1488.2821	ARFGAP3|26286	1766.2467
ARFGEF1|10565	1576.6684	ARFGEF1|10565	2262.4072
ARFGEF2|10564	1712.6702	ARFGEF2|10564	3250.6631
ARFIP1|27236	1191.8756	ARFIP1|27236	1359.4164
ARFIP2|23647	1810.2820000000002	ARFIP2|23647	1732.4271
ARFRP1|10139	611.264	ARFRP1|10139	454.9072
ARG2|384	136.3619	ARG2|384	313.813
ARGLU1|55082	528.5321	ARGLU1|55082	2541.1141
ARHGAP10|79658	427.3492	ARHGAP10|79658	634.6154
ARHGAP11A|9824	78.268	ARHGAP11A|9824	46.0875
ARHGAP11B|89839	6.8447	ARHGAP11B|89839	6.9629
ARHGAP12|94134	760.6577	ARHGAP12|94134	1787.1353
ARHGAP15|55843	93.1478	ARHGAP15|55843	92.1751
ARHGAP17|55114	1468.9383	ARHGAP17|55114	992.7056
ARHGAP18|93663	742.2067	ARHGAP18|93663	567.3077
ARHGAP19|84986	446.9906	ARHGAP19|84986	1542.7719
ARHGAP1|392	7141.1353	ARHGAP1|392	2761.2732
ARHGAP20|57569	165.1663	ARHGAP20|57569	380.9682
ARHGAP21|57584	1920.3928	ARHGAP21|57584	2581.8966
ARHGAP22|58504	50.5915	ARHGAP22|58504	24.8674
ARHGAP23|57636	1190.09	ARHGAP23|57636	1048.0769
ARHGAP24|83478	396.9943	ARHGAP24|83478	593.5013
ARHGAP25|9938	287.181	ARHGAP25|9938	250.9947
ARHGAP26|23092	477.9406	ARHGAP26|23092	730.4377
ARHGAP27|201176	384.4952	ARHGAP27|201176	394.2308
ARHGAP28|79822	352.6523	ARHGAP28|79822	142.9045
ARHGAP29|9411	2687.8952	ARHGAP29|9411	5901.8568
ARHGAP30|257106	354.4379	ARHGAP30|257106	241.0477
ARHGAP31|57514	1779.0343	ARHGAP31|57514	1124.6684
ARHGAP32|9743	2062.3466	ARHGAP32|9743	1960.8753
ARHGAP33|115703	63.9833	ARHGAP33|115703	175.0663
ARHGAP39|80728	210.40099999999998	ARHGAP39|80728	191.313
ARHGAP42|143872	252.6479	ARHGAP42|143872	272.878
ARHGAP4|393	292.2402	ARHGAP4|393	203.2493
ARHGAP5|394	1738.8587	ARHGAP5|394	4540.1194
ARHGAP6|395	196.7116	ARHGAP6|395	112.069
ARHGAP8|23779	445.2823	ARHGAP8|23779	502.9874
ARHGAP9|64333	106.5397	ARHGAP9|64333	47.4138
ARHGDIA|396	5505.5427	ARHGDIA|396	3092.5066
ARHGDIB|397	7635.4438	ARHGDIB|397	3877.321
ARHGEF10L|55160	715.423	ARHGEF10L|55160	898.8727
ARHGEF10|9639	941.0014	ARHGEF10|9639	1207.2281
ARHGEF11|9826	1706.7183	ARHGEF11|9826	1349.8011
ARHGEF12|23365	6288.2226	ARHGEF12|23365	8466.5119
ARHGEF15|22899	1230.5632	ARHGEF15|22899	494.0318
ARHGEF16|27237	326.4638	ARHGEF16|27237	259.2838
ARHGEF17|9828	2212.0378	ARHGEF17|9828	1799.7347
ARHGEF18|23370	885.6484	ARHGEF18|23370	778.8462
ARHGEF19|128272	286.2882	ARHGEF19|128272	333.8859
ARHGEF1|9138	1234.432	ARHGEF1|9138	1003.3156
ARHGEF2|9181	2309.9472	ARHGEF2|9181	1096.817
ARHGEF33|100271715	7.7375	ARHGEF33|100271715	12.931
ARHGEF35|445328	491.3325	ARHGEF35|445328	1685.3448
ARHGEF37|389337	697.2695	ARHGEF37|389337	1946.9496
ARHGEF38|54848	58.32899999999999	ARHGEF38|54848	116.7109
ARHGEF3|50650	1620.1176	ARHGEF3|50650	1219.1645
ARHGEF4|50649	104.4565	ARHGEF4|50649	141.2467
ARHGEF5|7984	458.8944	ARHGEF5|7984	1542.4403
ARHGEF6|9459	1195.4468	ARHGEF6|9459	2153.183
ARHGEF7|8874	1217.4689	ARHGEF7|8874	1354.1114
ARHGEF9|23229	493.7133	ARHGEF9|23229	697.6127
ARID1A|8289	3517.0002	ARID1A|8289	3362.0690000000004
ARID1B|57492	1923.0712	ARID1B|57492	2675.7294
ARID2|196528	840.7113	ARID2|196528	1235.7427
ARID3A|1820	37.7948	ARID3A|1820	11.9363
ARID3B|10620	81.8391	ARID3B|10620	97.4801
ARID4A|5926	469.9055	ARID4A|5926	867.7056
ARID4B|51742	1264.9595	ARID4B|51742	1961.6611
ARID5A|10865	968.0827	ARID5A|10865	2154.8408
ARID5B|84159	3892.5675	ARID5B|84159	9290.4509
ARIH1|25820	1666.8403	ARIH1|25820	2842.8382
ARIH2|10425	918.3839999999999	ARIH2|10425	1638.2626
ARL10|285598	49.6987	ARL10|285598	75.5968
ARL11|115761	36.0092	ARL11|115761	27.5199
ARL13B|200894	269.0276	ARL13B|200894	623.6737
ARL15|54622	746.0754	ARL15|54622	654.5093
ARL16|339231	331.523	ARL16|339231	366.3793
ARL17A|51326	80.1815	ARL17A|51326	104.0418
ARL1|400	2648.6125	ARL1|400	2254.6419
ARL2BP|23568	1698.6831	ARL2BP|23568	1338.8594
ARL2|402	1415.3709	ARL2|402	756.9629
ARL3|403	588.3491	ARL3|403	531.1671
ARL4A|10124	684.7705	ARL4A|10124	1363.0637
ARL4C|10123	1146.9385	ARL4C|10123	3005.6366
ARL4D|379	257.4213	ARL4D|379	124.6684
ARL5A|26225	760.0625	ARL5A|26225	969.1645
ARL5B|221079	245.5174	ARL5B|221079	232.0955
ARL6IP1|23204	4966.2972	ARL6IP1|23204	4135.2785
ARL6IP4|51329	1585.0011	ARL6IP4|51329	1407.1618
ARL6IP5|10550	5123.1307	ARL6IP5|10550	3990.0531
ARL6IP6|151188	190.7596	ARL6IP6|151188	290.4509
ARL6|84100	59.2218	ARL6|84100	103.4483
ARL8A|127829	1308.5336	ARL8A|127829	994.3634
ARL8B|55207	2132.877	ARL8B|55207	2516.2467
ARL9|132946	6.5471	ARL9|132946	9.6154
ARMC10|83787	809.2047	ARMC10|83787	690.441
ARMC1|55156	538.0552	ARMC1|55156	749.3369
ARMC2|84071	51.1867	ARMC2|84071	71.618
ARMC3|219681	11.3087	lowly_expressed	lowly_expressed
ARMC4|55130	11.6063	ARMC4|55130	21.8833
ARMC5|79798	313.3695	ARMC5|79798	265.5836
ARMC6|93436	575.2548	ARMC6|93436	459.8806
ARMC7|79637	367.2346	ARMC7|79637	234.4164
ARMC8|25852	614.8352	ARMC8|25852	864.7215
ARMC9|80210	352.3547	ARMC9|80210	276.8568
ARMCX1|51309	953.7981	ARMCX1|51309	751.9894
ARMCX2|9823	1264.7868	ARMCX2|9823	958.2228
ARMCX3|51566	1662.3763	ARMCX3|51566	2145.8886
ARMCX5|64860	291.3474	ARMCX5|64860	461.2069
ARMCX6|54470	266.9444	ARMCX6|54470	257.9576
ARNT2|9915	1413.2877	ARNT2|9915	505.6366
ARNTL2|56938	56.5434	ARNTL2|56938	41.1141
ARNTL|406	473.7743	ARNTL|406	739.0584
ARNT|405	2117.402	ARNT|405	1769.2308
ARPC1A|10552	1861.171	ARPC1A|10552	1769.7281
ARPC1B|10095	3057.2129999999997	ARPC1B|10095	884.4496
ARPC2|10109	4668.9978	ARPC2|10109	2983.4218
ARPC3|10094	3104.2333	ARPC3|10094	2214.5225
ARPC4|10093	3749.7805	ARPC4|10093	2378.0139
ARPC5L|81873	568.4101	ARPC5L|81873	497.67900000000003
ARPC5|10092	4000.8928	ARPC5|10092	2789.1247
ARPM1|84517	47.3179	ARPM1|84517	28.8462
ARPP19|10776	3465.2184	ARPP19|10776	4454.244000000001
ARRB1|408	635.9646	ARRB1|408	1289.7878
ARRB2|409	684.1753	ARRB2|409	348.1432
ARRDC1|92714	809.4636	ARRDC1|92714	499.6684
ARRDC2|27106	937.1327	ARRDC2|27106	1341.1804
ARRDC3|57561	3775.3143	ARRDC3|57561	9711.5385
ARRDC4|91947	595.1938	ARRDC4|91947	1021.2202
ARSA|410	993.3785	ARSA|410	508.2891
ARSB|411	710.3638	ARSB|411	215.8488
ARSD|414	2235.2504	ARSD|414	3939.9867
ARSE|415	113.0868	ARSE|415	33.4881
ARSG|22901	218.1385	ARSG|22901	401.1936
ARSI|340075	151.7744	ARSI|340075	28.5146
ARSJ|79642	106.8373	ARSJ|79642	221.1538
ARSK|153642	138.085	ARSK|153642	232.7586
ART4|420	6.2495	ART4|420	16.5782
ART5|116969	21.7246	ART5|116969	28.183000000000003
ARTN|9048	17.5582	ARTN|9048	6.2997
ARV1|64801	593.1106	ARV1|64801	381.2997
ARVCF|421	236.5895	ARVCF|421	433.68699999999995
ARX|170302	14.5822	ARX|170302	27.8515
AR|367	790.715	AR|367	860.0796
AS3MT|57412	138.2427	AS3MT|57412	193.9655
ASAH1|427	7021.799	ASAH1|427	4737.069
lowly_expressed	lowly_expressed	ASAH2B|653308	8.9523
lowly_expressed	lowly_expressed	ASAH2|56624	10.9416
ASAM|79827	449.9665	ASAM|79827	709.8806
ASAP1|50807	1504.9475	ASAP1|50807	889.5889
ASAP2|8853	882.97	ASAP2|8853	751.6578
ASAP3|55616	1449.8921	ASAP3|55616	930.0398
ASB13|79754	671.6762	ASB13|79754	777.1883
ASB14|142686	9.2255	ASB14|142686	17.2447
ASB16|92591	16.6982	ASB16|92591	13.5942
ASB1|51665	311.8875	ASB1|51665	704.3435
ASB2|51676	57.7338	ASB2|51676	34.8143
ASB3|51130	346.99800000000005	ASB3|51130	347.4801
ASB5|140458	20.8318	lowly_expressed	lowly_expressed
ASB6|140459	594.5837	ASB6|140459	816.5617
ASB7|140460	334.4989	ASB7|140460	442.9708
ASB8|140461	865.1142	ASB8|140461	833.8859
ASB9|140462	57.7338	ASB9|140462	34.8143
ASCC1|51008	505.9147	ASCC1|51008	464.5225
ASCC2|84164	1226.0992	ASCC2|84164	987.4005
ASCC3|10973	1195.7444	ASCC3|10973	1497.6789999999999
ASCL2|430	55.9482	ASCL2|430	23.5411
ASF1A|25842	383.6024	ASF1A|25842	417.4403
ASF1B|55723	109.2181	ASF1B|55723	31.4987
ASGR1|432	20.8318	ASGR1|432	7.2944
ASGR2|433	8.0351	lowly_expressed	lowly_expressed
ASH1L|55870	3099.6712	ASH1L|55870	4385.189
ASH2L|9070	1318.0567	ASH2L|9070	1225.7958
ASL|435	571.0885	ASL|435	442.6393
ASMTL|8623	846.068	ASMTL|8623	712.5133
ASNA1|439	1679.6369	ASNA1|439	908.8196
ASNSD1|54529	884.1604	ASNSD1|54529	1207.2281
ASNS|440	208.91299999999998	ASNS|440	454.5756
ASPA|443	34.2236	ASPA|443	35.1459
ASPHD1|253982	21.7246	ASPHD1|253982	32.8249
ASPHD2|57168	107.7301	ASPHD2|57168	52.3873
ASPH|444	5435.414000000001	ASPH|444	6381.3727
ASPM|259266	101.1829	ASPM|259266	17.2414
ASPN|54829	9689.4576	ASPN|54829	327.2546
ASPRV1|151516	67.2986	ASPRV1|151516	97.4569
ASPSCR1|79058	370.2105	ASPSCR1|79058	215.8488
ASRGL1|80150	171.1182	ASRGL1|80150	225.4642
ASS1|445	1498.9956	ASS1|445	1092.1751
ASTE1|28990	208.4994	ASTE1|28990	265.8886
ASTN1|460	63.0905	ASTN1|460	128.9788
ASTN2|23245	464.8464	ASTN2|23245	386.2732
ASXL1|171023	1438.5834	ASXL1|171023	1912.7984
ASXL2|55252	680.6041	ASXL2|55252	964.8541
ASXL3|80816	24.9981	ASXL3|80816	59.0186
ATAD1|84896	859.1623	ATAD1|84896	1273.2095
ATAD2B|54454	259.5045	ATAD2B|54454	601.1273
ATAD2|29028	410.9813	ATAD2|29028	777.5199
ATAD3A|55210	358.9019	ATAD3A|55210	354.44300000000004
ATAD3B|83858	58.32899999999999	ATAD3B|83858	227.7851
ATAD3C|219293	159.5119	ATAD3C|219293	159.8143
ATAD5|79915	16.6654	ATAD5|79915	67.6393
ATE1|11101	289.5618	ATE1|11101	475.7958
