gene_id	TCGA-BH-A0E1-01A-11R-A056-07	gene_id	TCGA-BH-A0E1-11A-13R-A089-07
DENND5B|160518	258.9376	DENND5B|160518	273.8854
DENR|8562	1641.9178	DENR|8562	1523.2729
DEPDC1B|55789	253.7905	DEPDC1B|55789	8.3293
DEPDC1|55635	561.8233	DEPDC1|55635	15.1886
DEPDC4|120863	5.542999999999999	DEPDC4|120863	15.6786
DEPDC5|9681	362.671	DEPDC5|9681	378.246
DEPDC6|64798	653.2829	DEPDC6|64798	1521.8029999999999
DEPDC7|91614	12.2738	lowly_expressed	lowly_expressed
DERA|51071	540.4432	DERA|51071	473.7874
DERL1|79139	2037.055	DERL1|79139	1936.7957
DERL2|51009	911.4287	DERL2|51009	611.465
DERL3|91319	221.3243	DERL3|91319	230.7692
DES|1674	19.4005	DES|1674	20.5781
DET1|55070	146.0978	DET1|55070	261.1465
DEXI|28955	623.5883	DEXI|28955	609.9951
DFFA|1676	452.5469	DFFA|1676	461.5385
DFFB|1677	107.6927	DFFB|1677	108.7702
DFNA5|1687	186.0867	DFNA5|1687	283.6845
DFNB31|25861	169.4576	DFNB31|25861	337.0897
DFNB59|494513	16.629	DFNB59|494513	42.6262
DGAT1|8694	1189.7668	DGAT1|8694	488.2117
DGAT2|84649	300.5102	DGAT2|84649	500.7349
DGCR11|25786	68.0998	DGCR11|25786	40.6663
DGCR14|8220	368.214	DGCR14|8220	450.7594
DGCR2|9993	2854.2526	DGCR2|9993	3986.7712
DGCR5|26220	32.8621	DGCR5|26220	27.9275
DGCR6L|85359	745.1385	DGCR6L|85359	694.7575
DGCR6|8214	936.3722	DGCR6|8214	2439.0005
DGCR8|54487	623.9842	DGCR8|54487	917.1975
DGKA|1606	589.5384	DGKA|1606	383.6355
DGKD|8527	987.8430000000001	DGKD|8527	546.7908
DGKE|8526	358.3158	DGKE|8526	234.6889
DGKG|1608	8.3145	DGKG|1608	15.6786
DGKH|160851	25.7354	DGKH|160851	13.7188
DGKI|9162	9.1064	lowly_expressed	lowly_expressed
DGKQ|1609	535.692	DGKQ|1609	282.2146
DGKZ|8525	544.0065	DGKZ|8525	754.0421
DGUOK|1716	514.3118	DGUOK|1716	724.6448
DHCR24|1718	11332.6774	DHCR24|1718	4949.0446
DHCR7|1717	1790.7871	DHCR7|1717	1402.2538
DHDDS|79947	607.3552	DHDDS|79947	723.1749
DHDH|27294	9.5023	lowly_expressed	lowly_expressed
DHDPSL|112817	8.2037	DHDPSL|112817	7.8393
DHFRL1|200895	175.8004	DHFRL1|200895	338.0696
DHFR|1719	593.557	DHFR|1719	195.4826
DHH|50846	8.3145	lowly_expressed	lowly_expressed
DHODH|1723	77.998	DHODH|1723	244.488
DHPS|1725	1020.6418	DHPS|1725	1263.5963
DHRS11|79154	224.0958	DHRS11|79154	270.9456
DHRS12|79758	252.6027	DHRS12|79758	389.5149
DHRS13|147015	594.8042	DHRS13|147015	259.9167
DHRS1|115817	581.6198	DHRS1|115817	854.4831
DHRS2|10202	57.8056	DHRS2|10202	91.1318
DHRS3|9249	531.7327	DHRS3|9249	1503.6747
DHRS4L1|728635	15.8372	DHRS4L1|728635	30.3773
DHRS4L2|317749	440.285	DHRS4L2|317749	520.4214
DHRS4|10901	743.436	DHRS4|10901	918.7849
DHRS7B|25979	502.8299	DHRS7B|25979	636.9427
DHRS7|51635	2843.9584	DHRS7|51635	1433.121
DHRS9|10170	7.5227	DHRS9|10170	9.7991
DHRSX|207063	530.9409	DHRSX|207063	406.1734
DHTKD1|55526	1327.9461	DHTKD1|55526	730.0343
DHX15|1665	3053.8008	DHX15|1665	2694.7575
DHX16|8449	779.9802	DHX16|8449	809.8971
DHX29|54505	1460.5823	DHX29|54505	1019.5982
DHX30|22907	2034.6794	DHX30|22907	1971.5826
DHX32|55760	1888.0154	DHX32|55760	1216.9427
DHX33|56919	394.3453	DHX33|56919	521.803
DHX34|9704	344.0624	DHX34|9704	556.5899
DHX35|60625	173.021	DHX35|60625	316.0216
DHX36|170506	769.2902	DHX36|170506	1030.8672
DHX37|57647	373.75699999999995	DHX37|57647	587.9471
DHX38|9785	685.7491	DHX38|9785	1660.4606
DHX40|79665	1709.6217	DHX40|79665	2044.096
DHX57|90957	597.061	DHX57|90957	690.3479
DHX58|79132	371.3815	DHX58|79132	383.1455
DHX8|1659	1325.9664	DHX8|1659	1368.4468
DHX9|1660	5773.8334	DHX9|1660	5147.9667
DIABLO|56616	915.8710000000001	DIABLO|56616	968.9711
DIAPH1|1729	2897.8048	DIAPH1|1729	2636.9427
DIAPH2|1730	236.3696	DIAPH2|1730	225.3797
DIAPH3|81624	389.9901	DIAPH3|81624	16.6585
DICER1|23405	1393.6703	DICER1|23405	1333.66
DIDO1|11083	1407.9237	DIDO1|11083	2238.6085
DIMT1L|27292	470.3637	DIMT1L|27292	855.4630000000001
DIO1|1733	182.5233	DIO1|1733	6.3694
DIO2|1734	1703.6827	DIO2|1734	106.8104
lowly_expressed	lowly_expressed	DIO3|1735	16.6585
DIP2A|23181	555.4885	DIP2A|23181	688.388
DIP2B|57609	1407.5278	DIP2B|57609	1451.2494
DIP2C|22982	622.7964	DIP2C|22982	926.0167
DIRAS1|148252	307.2409	DIRAS1|148252	255.267
DIRAS2|54769	12.2738	DIRAS2|54769	37.7266
DIRAS3|9077	60.1812	DIRAS3|9077	223.9098
DIRC2|84925	446.9841	DIRC2|84925	306.0167
lowly_expressed	lowly_expressed	DIRC3|729582	5.8795
DIS3L2|129563	396.325	DIS3L2|129563	592.3567
DIS3L|115752	1189.3709	DIS3L|115752	1064.6742
DIS3|22894	1049.41	DIS3|22894	1314.2185
DISC1|27185	116.0072	DISC1|27185	219.5002
DISP1|84976	452.5469	DISP1|84976	190.5928
DISP2|85455	82.7492	DISP2|85455	109.7501
DIXDC1|85458	841.3492	DIXDC1|85458	1202.8417
DKC1|1736	1422.969	DKC1|1736	2149.4366
DKFZP586I1420|222161	221.7203	DKFZP586I1420|222161	317.4914
DKFZP686I15217|401232	31.6743	DKFZP686I15217|401232	69.5737
DKFZp686O24166|374383	117.195	DKFZp686O24166|374383	9.3092
DKFZp761E198|91056	376.5285	DKFZp761E198|91056	439.4904
DKK2|27123	51.4708	DKK2|27123	15.6786
DKK3|27122	619.629	DKK3|27122	3818.2264
lowly_expressed	lowly_expressed	DKK4|27121	8.8192
lowly_expressed	lowly_expressed	DKKL1|27120	5.3895
DLAT|1737	1021.8929	DLAT|1737	854.9731
DLC1|10395	785.1273	DLC1|10395	1107.3003
DLD|1738	1708.0379999999998	DLD|1738	1653.1112
DLEC1|9940	18.2127	DLEC1|9940	18.1284
DLEU1|10301	145.7019	DLEU1|10301	76.4331
DLEU2|8847	42.2852	DLEU2|8847	15.463
DLG1|1739	2208.0845	DLG1|1739	1539.4415
DLG2|1740	10.6901	DLG2|1740	67.124
DLG3|1741	1898.4798	DLG3|1741	1577.1681
DLG4|1742	623.612	DLG4|1742	257.2905
DLG5|9231	10064.1207	DLG5|9231	4767.7609
DLGAP1|9229	42.7603	DLGAP1|9229	25.4777
lowly_expressed	lowly_expressed	DLGAP2|9228	8.3293
lowly_expressed	lowly_expressed	DLGAP3|58512	6.8594
DLGAP4|22839	1335.0728	DLGAP4|22839	1385.1053
DLGAP5|9787	831.0551	DLGAP5|9787	12.7389
DLK1|8788	25.3395	DLK1|8788	993.6306
DLK2|65989	13.0657	DLK2|65989	132.2881
DLL1|28514	145.7019	DLL1|28514	251.8373
DLL4|54567	311.5962	DLL4|54567	182.7536
DLST|1743	1907.1903	DLST|1743	2561.9794
DLX1|1745	1917.8804	DLX1|1745	49.9755
DLX2|1746	1070.5922	DLX2|1746	21.5581
DLX3|1747	10.6901	DLX3|1747	33.317
lowly_expressed	lowly_expressed	DLX4|1748	6.3694
DLX5|1749	5.542999999999999	lowly_expressed	lowly_expressed
DMAP1|55929	418.8929	DMAP1|55929	755.0219999999999
DMBT1|1755	56.2219	DMBT1|1755	125.4287
DMBX1|127343	10.6901	lowly_expressed	lowly_expressed
DMC1|11144	53.8464	DMC1|11144	16.1685
DMD|1756	361.8792	DMD|1756	2612.9348
DMGDH|29958	7.1267	DMGDH|29958	11.7589
DMKN|93099	226.0755	DMKN|93099	698.1872
DMPK|1760	506.7892	DMPK|1760	381.6756
DMRT2|10655	13.8575	DMRT2|10655	8.3293
DMRT3|58524	10.2942	DMRT3|58524	5.8795
lowly_expressed	lowly_expressed	DMRTA1|63951	14.2087
DMRTC1B|728656	25.7354	DMRTC1B|728656	19.5982
DMTF1|9988	553.1129	DMTF1|9988	669.8530000000001
DMWD|1762	425.6237	DMWD|1762	456.6389
DMXL1|1657	716.6316	DMXL1|1657	1108.7702
DMXL2|23312	557.864	DMXL2|23312	202.3518
DNA2|1763	133.0322	DNA2|1763	35.7668
DNAH10|196385	16.2331	DNAH10|196385	13.2288
lowly_expressed	lowly_expressed	DNAH11|8701	7.5159
lowly_expressed	lowly_expressed	DNAH12|201625	5.8795
DNAH14|127602	119.5706	DNAH14|127602	63.6943
DNAH17|8632	5.542999999999999	DNAH17|8632	20.0882
DNAH1|25981	28.111	DNAH1|25981	126.4086
DNAH2|146754	33.258	DNAH2|146754	32.827
DNAH5|1767	176.5844	DNAH5|1767	192.0627
DNAH6|1768	6.7308	DNAH6|1768	35.2768
DNAH7|56171	35.6336	DNAH7|56171	44.586000000000006
DNAH9|1770	7.9186	DNAH9|1770	13.2288
lowly_expressed	lowly_expressed	DNAI1|27019	8.3293
DNAJA1|3301	4693.343	DNAJA1|3301	2814.7967
DNAJA2|10294	1027.4359	DNAJA2|10294	1829.9853
DNAJA3|9093	1025.0603	DNAJA3|9093	1157.2758
DNAJA4|55466	1327.1542	DNAJA4|55466	635.4728
DNAJB11|51726	2066.7497	DNAJB11|51726	1166.585
DNAJB12|54788	1285.9776	DNAJB12|54788	1722.685
DNAJB14|79982	291.4038	DNAJB14|79982	247.9177
DNAJB1|3337	2879.988	DNAJB1|3337	3283.6845
DNAJB2|3300	1723.8751	DNAJB2|3300	2568.3488
DNAJB4|11080	201.9238	DNAJB4|11080	484.0764
DNAJB5|25822	154.4123	DNAJB5|25822	121.0191
DNAJB6|10049	2209.2841	DNAJB6|10049	2161.1955
DNAJB9|4189	542.4228	DNAJB9|4189	938.7555
DNAJC10|54431	3157.1383	DNAJC10|54431	1951.0044
DNAJC11|55735	956.0419999999999	DNAJC11|55735	1088.9368
DNAJC12|56521	1518.3879	DNAJC12|56521	252.8172
DNAJC13|23317	1422.1772	DNAJC13|23317	1129.8383
DNAJC14|85406	1364.5457	DNAJC14|85406	1426.9279999999999
DNAJC15|29103	1042.4812	DNAJC15|29103	678.0989999999999
DNAJC16|23341	838.1818	DNAJC16|23341	685.4483
DNAJC17|55192	218.5528	DNAJC17|55192	340.4361
DNAJC18|202052	146.4938	DNAJC18|202052	282.2146
DNAJC19|131118	583.2035	DNAJC19|131118	569.3288
DNAJC1|64215	3820.3195	DNAJC1|64215	1016.6585
DNAJC21|134218	1316.86	DNAJC21|134218	1002.9397
DNAJC22|79962	44.74	DNAJC22|79962	61.2445
DNAJC24|120526	238.2305	DNAJC24|120526	231.7638
DNAJC25|548645	207.4668	DNAJC25|548645	281.2347
DNAJC27|51277	141.7426	DNAJC27|51277	246.4478
DNAJC28|54943	30.4865	DNAJC28|54943	21.0681
DNAJC2|27000	619.0747	DNAJC2|27000	638.1676
DNAJC30|84277	331.7886	DNAJC30|84277	427.2415
DNAJC3|5611	3054.5927	DNAJC3|5611	2482.6066
DNAJC4|3338	1035.4416	DNAJC4|3338	1021.6267
DNAJC5|80331	1970.5389	DNAJC5|80331	1978.9319
DNAJC6|9829	54.6382	DNAJC6|9829	64.1842
DNAJC7|7266	2112.9982	DNAJC7|7266	1493.9539
DNAJC8|22826	1704.8705	DNAJC8|22826	1888.2901
DNAJC9|23234	779.3111	DNAJC9|23234	665.6933
DNAL1|83544	457.2981	DNAL1|83544	323.3709
DNAL4|10126	523.0223	DNAL4|10126	667.8099
DNALI1|7802	74.0387	DNALI1|7802	512.9838
DNASE1L1|1774	445.63	DNASE1L1|1774	256.3792
DNASE1L2|1775	19.7965	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DNASE1L3|1776	26.4576
DNASE1|1773	24.5476	DNASE1|1773	40.6663
DNASE2B|58511	209.8424	lowly_expressed	lowly_expressed
DNASE2|1777	2463.0747	DNASE2|1777	1220.9701
DND1|373863	52.71	DND1|373863	57.7266
lowly_expressed	lowly_expressed	DNER|92737	52.4253
DNHD1|144132	21.3802	DNHD1|144132	128.3684
DNLZ|728489	89.48	DNLZ|728489	83.7825
DNM1L|10059	1597.1778	DNM1L|10059	1179.3239
DNM1P35|100128285	13.0657	DNM1P35|100128285	22.048000000000002
DNM1|1759	236.3696	DNM1|1759	170.5047
DNM2|1785	2180.8327	DNM2|1785	2025.0318
DNM3|26052	51.8667	DNM3|26052	88.1921
DNMBP|23268	667.5681	DNMBP|23268	843.0132
DNMT1|1786	1578.5692	DNMT1|1786	1048.0157
DNMT3A|1788	484.6172	DNMT3A|1788	360.6075
DNMT3B|1789	45.5318	DNMT3B|1789	50.4655
DNPEP|23549	1283.9979	DNPEP|23549	1431.1612
DNTTIP1|116092	450.1713	DNTTIP1|116092	578.6379
DNTTIP2|30836	1768.6151	DNTTIP2|30836	2034.2969
lowly_expressed	lowly_expressed	DOC2A|8448	21.9696
DOC2B|8447	135.8037	DOC2B|8447	14.6987
DOCK10|55619	325.8496	DOCK10|55619	451.2494
DOCK11|139818	231.2226	DOCK11|139818	185.2033
DOCK1|1793	2501.4798	DOCK1|1793	2758.4517
DOCK2|1794	138.1792	DOCK2|1794	166.0951
lowly_expressed	lowly_expressed	DOCK3|1795	5.8795
DOCK4|9732	124.3217	DOCK4|9732	318.9613
DOCK5|80005	134.22	DOCK5|80005	243.998
DOCK6|57572	696.8351	DOCK6|57572	488.976
DOCK7|85440	1074.9474	DOCK7|85440	1542.3812
DOCK8|81704	482.5267	DOCK8|81704	701.1269
DOCK9|23348	1713.5810000000001	DOCK9|23348	1639.3925
DOHH|83475	275.5666	DOHH|83475	249.8775
DOK1|1796	1214.7103	DOK1|1796	100.441
DOK2|9046	32.0703	DOK2|9046	28.4174
DOK3|79930	49.4911	DOK3|79930	34.2969
DOK4|55715	338.9153	DOK4|55715	457.6188
DOK5|55816	21.3802	DOK5|55816	113.1798
DOK6|220164	27.715	DOK6|220164	19.5982
DOK7|285489	559.4478	DOK7|285489	31.8471
DOLK|22845	594.6854	DOLK|22845	279.2749
DOLPP1|57171	542.4228	DOLPP1|57171	364.0372
DOM3Z|1797	273.2148	DOM3Z|1797	297.1534
DONSON|29980	358.5296	DONSON|29980	75.5365
DOPEY1|23033	570.2764	DOPEY1|23033	878.6673
DOPEY2|9980	1223.0249	DOPEY2|9980	532.5821
DOT1L|84444	612.8982	DOT1L|84444	473.7874
DPAGT1|1798	1319.493	DPAGT1|1798	949.2014
DPCD|25911	514.8661	DPCD|25911	282.6899
DPEP2|64174	7.1267	DPEP2|64174	8.8192
DPF2|5977	1167.9907	DPF2|5977	1260.6565
lowly_expressed	lowly_expressed	DPF3|8110	33.317
DPH1|1801	456.8823	DPH1|1801	917.3689
DPH2|1802	383.6553	DPH2|1802	641.8422
DPH3B|100132911	12.6697	DPH3B|100132911	11.269
DPH3|285381	452.151	DPH3|285381	584.5174
DPH5|51611	403.4755	DPH5|51611	665.6492
DPM1|8813	539.2554	DPM1|8813	569.3288
DPM2|8818	854.4149	DPM2|8818	586.4772
DPM3|54344	628.3394	DPM3|54344	324.3508
DPP10|57628	209.4465	lowly_expressed	lowly_expressed
DPP3|10072	1164.0314	DPP3|10072	445.8599
DPP4|1803	204.2994	DPP4|1803	150.9064
DPP6|1804	15.0453	DPP6|1804	131.7981
DPP7|29952	6512.6371	DPP7|29952	2108.2803
DPP8|54878	402.6599	DPP8|54878	487.5061
DPP9|91039	1498.9874	DPP9|91039	900.049
DPT|1805	178.9599	DPT|1805	724.6448
DPY19L1|23333	758.2041	DPY19L1|23333	382.6556
DPY19L2P1|554236	14.2534	lowly_expressed	lowly_expressed
DPY19L2P2|349152	15.4412	DPY19L2P2|349152	19.1083
DPY19L2P4|442523	7.9186	lowly_expressed	lowly_expressed
DPY19L2|283417	18.6087	DPY19L2|283417	52.4253
DPY19L3|147991	474.32300000000004	DPY19L3|147991	379.7158
DPY19L4|286148	506.3933	DPY19L4|286148	769.2308
DPY30|84661	711.5795	DPY30|84661	568.2852
DPYD|1806	178.9599	DPYD|1806	654.0911
DPYSL2|1808	1238.862	DPYSL2|1808	4083.7825
DPYSL3|1809	1618.558	DPYSL3|1809	2599.706
DPYSL4|10570	5.1471	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DPYS|1807	12.2489
DQX1|165545	5.1471	lowly_expressed	lowly_expressed
DR1|1810	795.0255	DR1|1810	906.9084
DRAM1|55332	249.8312	DRAM1|55332	666.83
DRAM2|128338	1029.8115	DRAM2|128338	1105.3405
DRAP1|10589	1219.8574	DRAP1|10589	905.4385
DRD1|1812	6.3349	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	DRD2|1813	151.3964
DRG1|4733	1430.0958	DRG1|4733	1378.7359
DRG2|1819	455.7143	DRG2|1819	789.8089
lowly_expressed	lowly_expressed	DSC1|1823	57.7805
DSC2|1824	989.0308	DSC2|1824	3222.44
DSC3|1825	76.4143	DSC3|1825	904.9486
lowly_expressed	lowly_expressed	DSCAML1|57453	15.1886
lowly_expressed	lowly_expressed	DSCAM|1826	9.3092
DSCC1|79075	167.8739	DSCC1|79075	78.3929
DSCR3|10311	795.4215	DSCR3|10311	690.8378
DSCR6|53820	149.2653	lowly_expressed	lowly_expressed
DSEL|92126	245.8719	DSEL|92126	350.8084
DSE|29940	342.5024	DSE|29940	595.9628
lowly_expressed	lowly_expressed	DSG1|1828	187.6531
DSG2|1829	3043.863	DSG2|1829	6325.6541
DSG3|1830	108.8805	DSG3|1830	1096.0314
DSN1|79980	491.348	DSN1|79980	253.7972
DSP|1832	61500.0564	DSP|1832	14508.0843
DSTN|11034	4037.2886	DSTN|11034	9404.7036
DSTYK|25778	1108.6014	DSTYK|25778	944.635
DST|667	5243.6844	DST|667	22771.1906
DTD1|92675	230.4307	DTD1|92675	639.8824
DTL|51514	1037.3341	DTL|51514	51.9353
DTNA|1837	437.1057	DTNA|1837	526.2126
DTNBP1|84062	384.4471	DTNBP1|84062	335.1298
DTNB|1838	386.8227	DTNB|1838	1602.1558
DTWD1|56986	323.87	DTWD1|56986	454.6791
DTWD2|285605	171.8332	DTWD2|285605	202.8417
DTX1|1840	98.1904	DTX1|1840	115.1396
DTX2|113878	273.587	DTX2|113878	292.9936
DTX3L|151636	2026.9746	DTX3L|151636	863.6649
DTX3|196403	643.3847	DTX3|196403	609.9951
DTX4|23220	175.7925	DTX4|23220	405.1935
DTYMK|1841	587.5587	DTYMK|1841	289.5639
DULLARD|23399	2185.9243	DULLARD|23399	1952.4743
DUOX1|53905	17.0249	DUOX1|53905	186.1832
lowly_expressed	lowly_expressed	DUOX2|50506	24.0078
DUOXA1|90527	6.3349	DUOXA1|90527	29.368000000000002
DUS1L|64118	1736.1489	DUS1L|64118	1401.7638
DUS2L|54920	139.36700000000002	DUS2L|54920	210.1911
DUS3L|56931	251.8109	DUS3L|56931	403.7237
DUS4L|11062	122.4569	DUS4L|11062	176.7467
DUSP10|11221	753.0571	DUSP10|11221	428.7114
DUSP11|8446	396.7209	DUSP11|8446	580.5977
DUSP12|11266	330.6008	DUSP12|11266	322.39099999999996
DUSP14|11072	452.9428	DUSP14|11072	590.3969
DUSP15|128853	16.629	DUSP15|128853	46.0559
DUSP16|80824	4962.5748	DUSP16|80824	3307.6923
DUSP18|150290	75.1869	DUSP18|150290	84.73299999999999
DUSP19|142679	32.8621	DUSP19|142679	120.0392
DUSP1|1843	2112.6775	DUSP1|1843	6767.2709
DUSP22|56940	498.4747	DUSP22|56940	814.7967
DUSP23|54935	724.1542	DUSP23|54935	654.5811
DUSP26|78986	20.1924	lowly_expressed	lowly_expressed
DUSP27|92235	5.1471	lowly_expressed	lowly_expressed
DUSP28|285193	87.5003	DUSP28|285193	113.1798
DUSP2|1844	58.9934	DUSP2|1844	114.1597
DUSP3|1845	1911.9414	DUSP3|1845	1765.8011
DUSP4|1846	4135.479	DUSP4|1846	751.1024
lowly_expressed	lowly_expressed	DUSP5P|574029	5.8795
DUSP5|1847	516.6874	DUSP5|1847	521.3131
DUSP6|1848	1386.9395	DUSP6|1848	3357.1779
DUSP7|1849	477.8864	DUSP7|1849	447.8197
DUSP8|1850	765.3309	DUSP8|1850	625.1837
lowly_expressed	lowly_expressed	DUSP9|1852	33.806999999999995
DUT|1854	1210.0938	DUT|1854	962.8515
DVL1|1855	1186.2035	DVL1|1855	1004.8996
DVL2|1856	1019.9133	DVL2|1856	860.8525
DVL3|1857	1845.4253	DVL3|1857	1676.6291
DYDC2|84332	7.1267	lowly_expressed	lowly_expressed
DYM|54808	935.9763	DYM|54808	1069.0838
DYNC1H1|1778	9685.2166	DYNC1H1|1778	8302.7927
DYNC1I1|1780	26.5272	DYNC1I1|1780	146.0069
DYNC1I2|1781	4556.7475	DYNC1I2|1781	2138.1676
DYNC1LI1|51143	1435.2428	DYNC1LI1|51143	854.9731
DYNC1LI2|1783	1954.3058	DYNC1LI2|1783	2947.0848
DYNC2H1|79659	1201.6447	DYNC2H1|79659	620.7741
DYNC2LI1|51626	449.3795	DYNC2LI1|51626	492.4057
DYNLL1|8655	4801.0358	DYNLL1|8655	2359.1377
DYNLL2|140735	1372.6860000000001	DYNLL2|140735	1637.9226
DYNLRB1|83658	1967.3715	DYNLRB1|83658	1678.099
DYNLRB2|83657	31.2784	DYNLRB2|83657	25.4777
DYNLT1|6993	1556.0012	DYNLT1|6993	1035.7668
DYNLT3|6990	1065.8410000000001	DYNLT3|6990	549.7305
DYRK1A|1859	1596.386	DYRK1A|1859	2295.4434
DYRK1B|9149	697.627	DYRK1B|9149	470.3577
DYRK2|8445	332.1845	DYRK2|8445	486.0363
DYRK3|8444	269.6277	DYRK3|8444	277.805
DYRK4|8798	321.4944	DYRK4|8798	350.8084
DYSF|8291	757.4123	DYSF|8291	369.9167
DYX1C1|161582	86.65700000000001	DYX1C1|161582	87.7021
DZIP1L|199221	66.91199999999999	DZIP1L|199221	84.2724
DZIP1|22873	115.0411	DZIP1|22873	233.5032
DZIP3|9666	268.04400000000004	DZIP3|9666	363.5473
E2F1|1869	549.9455	E2F1|1869	79.8628
E2F2|1870	274.7748	E2F2|1870	17.6384
E2F3|1871	357.5239	E2F3|1871	364.5272
E2F4|1874	507.1851	E2F4|1874	703.5767
E2F5|1875	172.34400000000002	E2F5|1875	153.3121
E2F6|1876	333.7682	E2F6|1876	454.1891
E2F7|144455	96.2108	E2F7|144455	12.2489
E2F8|79733	135.4077	lowly_expressed	lowly_expressed
E4F1|1877	385.23900000000003	E4F1|1877	469.8677
EAF1|85403	1077.7189	EAF1|85403	707.4963
EAF2|55840	18.6087	EAF2|55840	48.9956
EAPP|55837	1120.0833	EAPP|55837	1343.4591
EARS2|124454	752.2652	EARS2|124454	917.6874
EBAG9|9166	513.9159	EBAG9|9166	768.7408
EBF1|1879	249.4353	EBF1|1879	326.8006
EBF2|64641	45.5318	EBF2|64641	11.7589
EBF3|253738	60.5771	EBF3|253738	143.5571
EBF4|57593	201.132	EBF4|57593	381.1857
lowly_expressed	lowly_expressed	EBI3|10148	15.1886
EBNA1BP2|10969	1393.6703	EBNA1BP2|10969	1307.2513
EBPL|84650	592.7058	EBPL|84650	1006.8594
EBP|10682	764.539	EBP|10682	493.8756
ECD|11319	889.2567	ECD|11319	850.5634
ECE1|1889	5294.7593	ECE1|1889	7284.6644
ECE2|9718	106.9008	ECE2|9718	142.0872
ECEL1|9427	6.3349	ECEL1|9427	54.3851
ECH1|1891	2248.0852	ECH1|1891	3111.22
ECHDC1|55862	725.738	ECHDC1|55862	1217.5404
ECHDC2|55268	667.1405	ECHDC2|55268	1024.4978
ECHDC3|79746	446.608	ECHDC3|79746	583.5375
ECHS1|1892	2698.2565	ECHS1|1892	2053.4052
ECM1|1893	37732.0392	ECM1|1893	111.7099
ECM2|1842	297.3427	ECM2|1842	247.9177
ECSCR|641700	97.0026	ECSCR|641700	124.9388
ECSIT|51295	480.2619	ECSIT|51295	1184.7134
ECT2L|345930	7.5227	ECT2L|345930	12.2489
ECT2|1894	1555.6053	ECT2|1894	275.8452
EDA2R|60401	19.0046	EDA2R|60401	152.8662
EDARADD|128178	58.2016	EDARADD|128178	274.3753
lowly_expressed	lowly_expressed	EDAR|10913	38.2166
EDA|1896	58.9934	EDA|1896	134.7379
EDC3|80153	848.4760000000001	EDC3|80153	997.0603
EDC4|23644	889.8585	EDC4|23644	1235.9187
EDEM1|9695	1687.4496	EDEM1|9695	1278.295
EDEM2|55741	787.5029	EDEM2|55741	488.976
EDEM3|80267	4222.5834	EDEM3|80267	887.3101
EDF1|8721	4936.0476	EDF1|8721	4476.2371
EDIL3|10085	4236.045	EDIL3|10085	418.4223
EDN1|1906	193.2134	EDN1|1906	1734.4439
EDN2|1907	7.5227	EDN2|1907	6.3694
EDN3|1908	89.48	EDN3|1908	879.9608
EDNRA|1909	600.6244	EDNRA|1909	316.0216
EDNRB|1910	599.4366	EDNRB|1910	899.559
EEA1|8411	525.0019	EEA1|8411	503.6747
EED|8726	334.1641	EED|8726	418.4223
EEF1A1P9|441032	7460.4912	EEF1A1P9|441032	14399.3141
EEF1A1|1915	106515.6065	EEF1A1|1915	255064.1842
EEF1A2|1917	5083.7291	EEF1A2|1917	98.4811
EEF1B2|1933	4823.6037	EEF1B2|1933	11263.1063
EEF1D|1936	11288.3334	EEF1D|1936	14296.9133
EEF1E1|9521	301.6979	EEF1E1|9521	322.39099999999996
EEF1G|1937	18074.5574	EEF1G|1937	59197.4522
EEF2K|29904	1545.3111	EEF2K|29904	2475.2572
EEF2|1938	64746.6747	EEF2|1938	132119.5492
EEFSEC|60678	454.1504	EEFSEC|60678	520.2597
EEPD1|80820	251.415	EEPD1|80820	791.2788
EFCAB10|100130771	5.0283	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	EFCAB1|79645	111.22
EFCAB2|84288	209.4465	EFCAB2|84288	81.8226
EFCAB4A|283229	840.9533	EFCAB4A|283229	2066.634
EFCAB4B|84766	399.8883	EFCAB4B|84766	367.9569
EFCAB6|64800	71.2672	EFCAB6|64800	101.9108
EFCAB7|84455	162.7268	EFCAB7|84455	163.6453
EFEMP1|2202	1190.1627	EFEMP1|2202	3311.612
EFEMP2|30008	892.0282	EFEMP2|30008	794.7085
EFHA1|221154	1351.7018	EFHA1|221154	947.5747
EFHA2|286097	12.2738	EFHA2|286097	86.7222
EFHB|151651	7.1267	EFHB|151651	13.2288
EFHC1|114327	236.3696	EFHC1|114327	404.7036
EFHC2|80258	23.3598	EFHC2|80258	12.2489
EFHD1|80303	2687.9624	EFHD1|80303	9132.778
EFHD2|79180	1336.6565	EFHD2|79180	594.8065
EFNA1|1942	1710.8095	EFNA1|1942	1913.7678
EFNA3|1944	143.362	EFNA3|1944	308.6722
EFNA4|1945	406.9794	EFNA4|1945	349.8285
EFNA5|1946	391.9698	EFNA5|1946	494.8555
EFNB1|1947	379.69599999999997	EFNB1|1947	648.7016
EFNB2|1948	661.2015	EFNB2|1948	1236.1587
EFNB3|1949	93.8352	EFNB3|1949	654.5811
EFR3A|23167	2420.7103	EFR3A|23167	1371.8765
EFR3B|22979	287.4445	EFR3B|22979	51.4454
EFS|10278	941.9152	EFS|10278	1375.3062
EFTUD1|79631	1059.1102	EFTUD1|79631	771.6805
