gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
ALKBH3|221120	176.3434	ALKBH3|221120	316.6352
ALKBH4|54784	300.5435	ALKBH4|54784	205.2363
ALKBH5|54890	1588.5886	ALKBH5|54890	2306.0807
ALKBH6|84964	61.1489	ALKBH6|84964	50.4096
ALKBH7|84266	238.4188	ALKBH7|84266	369.5652
ALKBH8|91801	247.9926	ALKBH8|91801	334.5936
lowly_expressed	lowly_expressed	ALK|238	9.4518
lowly_expressed	lowly_expressed	ALMS1P|200420	6.3012
ALMS1|7840	656.887	ALMS1|7840	833.0183
ALOX12B|242	19.4626	lowly_expressed	lowly_expressed
ALOX12P2|245	15.4416	ALOX12P2|245	31.1909
lowly_expressed	lowly_expressed	ALOX12|239	6.317
ALOX15B|247	99.4441	ALOX15B|247	109.6408
ALOX15|246	20.6918	ALOX15|246	9.7669
ALOX5AP|241	735.9481	ALOX5AP|241	368.9351
ALOX5|240	856.7017	ALOX5|240	611.2161
ALOXE3|59344	17.6035	ALOXE3|59344	5.9861
ALPK1|80216	1637.4305	ALPK1|80216	1030.8759
ALPK2|115701	37.6776	ALPK2|115701	15.1229
ALPK3|57538	168.9314	ALPK3|57538	252.9931
ALPL|249	343.11300000000006	ALPL|249	1740.7057
ALS2CL|259173	568.252	ALS2CL|259173	308.1285
lowly_expressed	lowly_expressed	ALS2CR11|151254	11.3422
lowly_expressed	lowly_expressed	ALS2CR12|130540	5.356
ALS2CR4|65062	612.1062	ALS2CR4|65062	1217.0762
ALS2CR8|79800	198.8882	ALS2CR8|79800	259.9244
ALS2|57679	557.7517	ALS2|57679	722.1172
ALX3|257	45.0896	ALX3|257	50.4096
ALX4|60529	33.0451	ALX4|60529	23.6295
AMACR|23600	281.9642	AMACR|23600	362.949
AMBRA1|55626	630.0185	AMBRA1|55626	1002.5205
AMD1|262	1948.8728	AMD1|262	1792.6906
AMDHD1|144193	23.1624	AMDHD1|144193	21.7391
AMDHD2|51005	657.6096	AMDHD2|51005	173.368
AMFR|267	2733.1686	AMFR|267	2796.4713
lowly_expressed	lowly_expressed	AMH|268	5.041
AMICA1|120425	503.0883	AMICA1|120425	417.4543
AMIGO1|57463	124.4595	AMIGO1|57463	183.3648
AMIGO2|347902	87.0908	AMIGO2|347902	1979.1871
AMIGO3|386724	54.0457	AMIGO3|386724	64.9023
AMMECR1L|83607	964.4842	AMMECR1L|83607	912.7284
AMMECR1|9949	1813.4651	AMMECR1|9949	249.5274
AMN1|196394	96.9734	AMN1|196394	162.5709
AMN|81693	8.9561	lowly_expressed	lowly_expressed
AMOTL1|154810	1297.4058	AMOTL1|154810	3312.5394
AMOTL2|51421	783.8172	AMOTL2|51421	2590.1071
AMOT|154796	774.2434	AMOT|154796	1250.1575
AMPD1|270	12.6621	AMPD1|270	34.3415
AMPD2|271	885.1143	AMPD2|271	606.8053
AMPD3|272	436.0716	AMPD3|272	315.3749
AMPH|273	10.8091	AMPH|273	109.6408
AMTN|401138	207.5355	lowly_expressed	lowly_expressed
AMT|275	63.2891	AMT|275	189.6503
AMY1A|276	250.1544	AMY1A|276	60.4915
AMY2B|280	385.2718	AMY2B|280	536.4934
AMZ1|155185	12.0445	AMZ1|155185	8.1916
AMZ2P1|201283	91.4145	AMZ2P1|201283	187.4606
AMZ2|51321	1257.8752	AMZ2|51321	1020.1638
ANAPC10|10393	147.622	ANAPC10|10393	116.8872
ANAPC11|51529	760.6547	ANAPC11|51529	507.2464
ANAPC13|25847	1133.2366	ANAPC13|25847	922.8891
ANAPC16|119504	1772.0815	ANAPC16|119504	2193.1317
ANAPC1|64682	796.4793	ANAPC1|64682	862.6339
ANAPC2|29882	472.5139	ANAPC2|29882	642.7221
ANAPC4|29945	602.2236	ANAPC4|29945	605.5451
ANAPC5|51433	1966.0284	lowly_expressed	lowly_expressed
ANAPC7|51434	1472.2051	ANAPC7|51434	936.673
ANGEL1|23357	576.5905	ANGEL1|23357	734.7196
ANGEL2|90806	664.2989	ANGEL2|90806	722.1172
ANGPT1|284	107.7826	ANGPT1|284	507.8765
ANGPT2|285	100.6794	ANGPT2|285	963.7681
lowly_expressed	lowly_expressed	ANGPT4|51378	18.2735
ANGPTL1|9068	9.265	ANGPTL1|9068	517.3283
ANGPTL2|23452	540.4571	ANGPTL2|23452	4683.3648
ANGPTL4|51129	490.4262	ANGPTL4|51129	1177.0636
lowly_expressed	lowly_expressed	ANGPTL5|253935	7.8765
ANGPTL6|83854	7.8845	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	354.1273
ANG|283	92.0476	ANG|283	319.4045
ANK1|286	12.3533	ANK1|286	27.4102
ANK2|287	51.2662	ANK2|287	1254.2533
ANK3|288	1494.7498	ANK3|288	1359.4833
ANKAR|150709	14.5151	ANKAR|150709	57.0258
ANKDD1A|348094	98.8264	ANKDD1A|348094	211.7202
ANKFY1|51479	1609.6356	ANKFY1|51479	2703.8437
ANKHD1-EIF4EBP3|404734	1347.1062	ANKHD1-EIF4EBP3|404734	1290.8822
ANKHD1|54882	2203.3601	ANKHD1|54882	2550.3245
ANKH|56172	1159.3576	ANKH|56172	2011.9723
ANKIB1|54467	1531.8098	ANKIB1|54467	1598.6137
ANKK1|255239	107.4737	ANKK1|255239	45.3686
ANKLE1|126549	6.6708	ANKLE1|126549	13.0939
ANKLE2|23141	2016.3681	ANKLE2|23141	1464.7133
ANKMY1|51281	230.0803	ANKMY1|51281	212.0353
ANKMY2|57037	343.11300000000006	ANKMY2|57037	597.6686
ANKRA2|57763	285.97900000000004	ANKRA2|57763	311.9093
ANKRD10|55608	754.7869	ANKRD10|55608	1923.2357
ANKRD11|29123	2799.0766	ANKRD11|29123	2800.69
ANKRD12|23253	1056.8252	ANKRD12|23253	1817.8954
ANKRD13A|88455	1067.9432	ANKRD13A|88455	1569.3132
ANKRD13B|124930	75.664	ANKRD13B|124930	133.5854
ANKRD13C|81573	618.2829	ANKRD13C|81573	638.9414
ANKRD13D|338692	1345.2749	ANKRD13D|338692	385.6333
ANKRD16|54522	91.6862	ANKRD16|54522	130.6931
ANKRD17|26057	1900.8647	ANKRD17|26057	3490.8633
ANKRD19|138649	119.2094	ANKRD19|138649	53.8752
ANKRD22|118932	1382.9401	ANKRD22|118932	101.1342
ANKRD23|200539	76.2817	ANKRD23|200539	45.6837
ANKRD24|170961	7.1032	ANKRD24|170961	23.9445
ANKRD26|22852	163.0636	ANKRD26|22852	294.89599999999996
ANKRD27|84079	880.4818	ANKRD27|84079	836.1689
ANKRD28|23243	700.7412	ANKRD28|23243	1381.8526
ANKRD29|147463	82.1495	ANKRD29|147463	353.8122
lowly_expressed	lowly_expressed	ANKRD30A|91074	378.702
lowly_expressed	lowly_expressed	ANKRD30B|374860	22.6843
ANKRD32|84250	192.0939	ANKRD32|84250	158.1601
ANKRD34A|284615	23.4713	ANKRD34A|284615	22.6843
ANKRD34B|340120	52.1927	lowly_expressed	lowly_expressed
ANKRD35|148741	150.0926	ANKRD35|148741	229.9937
ANKRD36BP1|84832	193.638	ANKRD36BP1|84832	262.1298
ANKRD36B|57730	11.7356	ANKRD36B|57730	51.0397
ANKRD36|375248	104.0766	ANKRD36|375248	280.7183
ANKRD37|353322	123.6813	ANKRD37|353322	74.9716
ANKRD39|51239	193.9469	ANKRD39|51239	81.9156
ANKRD40|91369	921.2477	ANKRD40|91369	1878.3869
ANKRD42|338699	155.3428	ANKRD42|338699	269.3762
ANKRD43|134548	7.1032	ANKRD43|134548	49.1493
ANKRD44|91526	68.5608	ANKRD44|91526	150.2836
lowly_expressed	lowly_expressed	ANKRD45|339416	17.9584
ANKRD46|157567	595.6578	ANKRD46|157567	499.1084
ANKRD49|54851	277.0229	ANKRD49|54851	386.2634
ANKRD50|57182	1043.5454	lowly_expressed	lowly_expressed
ANKRD52|283373	1429.895	ANKRD52|283373	1566.1626
lowly_expressed	lowly_expressed	ANKRD53|79998	42.218
ANKRD54|129138	441.6306	ANKRD54|129138	344.9905
lowly_expressed	lowly_expressed	ANKRD55|79722	8.1916
ANKRD56|345079	144.5337	ANKRD56|345079	74.3541
ANKRD57|65124	1216.4917	ANKRD57|65124	779.143
ANKRD58|347454	38.2952	ANKRD58|347454	11.9723
ANKRD5|63926	441.9395	ANKRD5|63926	260.5545
ANKRD6|22881	57.6467	ANKRD6|22881	340.7089
ANKRD9|122416	160.2841	ANKRD9|122416	48.5192
ANKS1A|23294	936.0716	ANKS1A|23294	1465.9735
ANKS1B|56899	6.7943	ANKS1B|56899	91.3674
ANKS3|124401	299.5676	ANKS3|124401	241.3359
ANKS6|203286	53.1192	ANKS6|203286	303.4026
ANKZF1|55139	1267.4489999999998	ANKZF1|55139	660.6805
ANLN|54443	1663.6813	ANLN|54443	80.3403
ANO10|55129	552.8104	ANO10|55129	762.1298
ANO1|55107	2322.7301	ANO1|55107	5893.5098
ANO2|57101	5.2502	ANO2|57101	46.9439
ANO3|63982	5.8678	ANO3|63982	33.3963
lowly_expressed	lowly_expressed	ANO4|121601	13.5476
lowly_expressed	lowly_expressed	ANO5|203859	81.9156
ANO6|196527	1609.0179	ANO6|196527	4647.7631
ANO7|50636	16.3681	ANO7|50636	14.8078
ANO8|57719	213.7122	ANO8|57719	290.1701
ANO9|338440	130.6362	ANO9|338440	111.8463
ANP32A|8125	3459.2341	ANP32A|8125	2535.9168
ANP32B|10541	3929.895	ANP32B|10541	2702.8986
ANP32E|81611	2679.4317	ANP32E|81611	1196.2823
ANPEP|290	825.5096	ANPEP|290	4774.4171
ANTXR1|84168	4299.8765	ANTXR1|84168	5801.8273
ANTXR2|118429	617.0476	ANTXR2|118429	1990.2331
ANUBL1|93550	84.929	ANUBL1|93550	197.5425
ANXA11|311	1967.8814	ANXA11|311	3586.3264
lowly_expressed	lowly_expressed	ANXA13|312	9.4518
ANXA1|301	9849.9074	ANXA1|301	9790.8003
ANXA2P1|303	264.6695	ANXA2P1|303	53.5602
ANXA2P2|304	14218.9623	ANXA2P2|304	3983.9319
ANXA2P3|305	17.9123	lowly_expressed	lowly_expressed
ANXA2|302	49791.538	ANXA2|302	12701.6383
ANXA3|306	360.7165	ANXA3|306	1370.8255
ANXA4|307	2072.5757	ANXA4|307	1697.8576
ANXA5|308	4768.6844	ANXA5|308	8851.2917
ANXA6|309	1496.6028	ANXA6|309	6346.2508
ANXA7|310	2895.9234	ANXA7|310	3020.4789
ANXA8L2|244	2563.3107	ANXA8L2|244	224.0076
ANXA8|653145	4096.1736	ANXA8|653145	384.05800000000005
ANXA9|8416	82.1495	ANXA9|8416	187.4606
AOAH|313	282.8907	AOAH|313	165.7215
AOC2|314	6.4855	AOC2|314	49.1493
AOC3|8639	245.2131	AOC3|8639	7363.5791
AOX1|316	21.0006	AOX1|316	1189.9811
AP1AR|55435	861.643	AP1AR|55435	587.5866
AP1B1|162	3807.5973	AP1B1|162	2500.0
AP1G1|164	3331.0686	AP1G1|164	2812.2243
AP1G2|8906	1453.777	AP1G2|8906	975.6081
AP1M1|8907	793.6998	AP1M1|8907	931.632
AP1M2|10053	891.9086	AP1M2|10053	765.5955
AP1S1|1174	1020.0741	AP1S1|1174	468.8091
AP1S2|8905	230.69799999999998	AP1S2|8905	593.5728
AP1S3|130340	111.1797	AP1S3|130340	97.0384
AP2A1|160	1292.5386	AP2A1|160	1658.8878
AP2A2|161	1102.5324	AP2A2|161	1615.942
AP2B1|163	1373.6875	AP2B1|163	6604.5999
AP2M1|1173	4547.8691	AP2M1|1173	4891.9345
AP2S1|1175	1403.3354	AP2S1|1175	809.3888
AP3B1|8546	1228.2273	AP3B1|8546	1338.3743
AP3B2|8120	167.3873	AP3B2|8120	104.9149
AP3D1|8943	2442.866	AP3D1|8943	2688.4058
AP3M1|26985	1006.4855	AP3M1|26985	1509.4518
AP3M2|10947	1083.6936	AP3M2|10947	583.1758
AP3S1|1176	839.7159	AP3S1|1176	857.908
AP3S2|10239	1444.0426	AP3S2|10239	1685.7813
AP4B1|10717	506.9302	AP4B1|10717	383.4783
AP4E1|23431	618.5917	AP4E1|23431	387.8387
AP4M1|9179	631.6739	AP4M1|9179	275.9452
AP4S1|11154	68.8697	AP4S1|11154	83.8059
APAF1|317	378.0111	APAF1|317	602.7095
APBA1|320	154.1075	APBA1|320	417.1393
APBA2|321	225.7566	APBA2|321	61.1216
APBA3|9546	155.3428	APBA3|9546	197.5425
APBB1IP|54518	451.5133	APBB1IP|54518	785.7593
APBB1|322	87.7085	APBB1|322	681.4745
APBB2|323	508.3385	APBB2|323	2607.4354
APBB3|10307	548.4867	APBB3|10307	304.6629
lowly_expressed	lowly_expressed	APC2|10297	6.046
APCDD1L|164284	33.9716	APCDD1L|164284	348.4562
APCDD1|147495	465.1019	APCDD1|147495	1902.9616
APC|324	756.3311	APC|324	1241.9660000000001
APEH|327	1159.9753	APEH|327	1432.5772
APEX1|328	3803.8913	APEX1|328	2649.3384
APEX2|27301	609.3267	APEX2|27301	437.6181
APH1A|51107	7496.6028	APH1A|51107	3366.4146
APH1B|83464	202.903	APH1B|83464	572.4638
API5|8539	1868.7461	API5|8539	2847.511
APIP|51074	274.3854	APIP|51074	393.8248
APITD1|378708	358.53	APITD1|378708	129.1178
APLF|200558	136.8128	APLF|200558	111.2161
APLNR|187	410.7474	APLNR|187	1881.8526
APLN|8862	32.1186	APLN|8862	150.2836
APLP1|333	52.5015	APLP1|333	41.5879
APLP2|334	9004.3237	APLP2|334	13797.7316
APOA1BP|128240	2162.7548	APOA1BP|128240	950.5356
APOB48R|55911	396.8499	APOB48R|55911	260.2394
lowly_expressed	lowly_expressed	APOBEC2|10930	6.6163
APOBEC3A|200315	169.7776	lowly_expressed	lowly_expressed
APOBEC3B|9582	377.1649	APOBEC3B|9582	30.8759
APOBEC3C|27350	445.9543	APOBEC3C|27350	529.3006
APOBEC3D|140564	141.7542	APOBEC3D|140564	176.1185
APOBEC3F|200316	254.4781	APOBEC3F|200316	261.1846
APOBEC3G|60489	747.0661	APOBEC3G|60489	474.7952
APOBEC3H|164668	13.8975	APOBEC3H|164668	18.2735
lowly_expressed	lowly_expressed	APOB|338	80.6553
APOC1|341	2579.37	APOC1|341	666.6667
APOC2|344	450.2779	APOC2|344	34.9716
APOD|347	154.7251	APOD|347	8986.4524
APOE|348	8403.0266	APOE|348	3103.9698
APOL1|8542	6141.1365	APOL1|8542	2102.0794
APOL2|23780	1588.3261	APOL2|23780	1157.5299
APOL3|80833	1582.1495	APOL3|80833	1904.5369
APOL4|80832	607.7826	APOL4|80832	469.7543
APOL6|80830	6779.1847	APOL6|80830	5117.2023
APOLD1|81575	269.8579	APOLD1|81575	991.1783
APOM|55937	45.0896	APOM|55937	40.3277
APOOL|139322	223.9036	APOOL|139322	212.9805
APOO|79135	134.9599	APOO|79135	148.3932
APPBP2|10513	820.8771	APPBP2|10513	1388.4688
APPL1|26060	980.5374	APPL1|26060	2062.3819
APPL2|55198	2030.8833	APPL2|55198	1263.7051
APP|351	20173.5639	APP|351	35890.3592
APRT|353	2037.3687	APRT|353	1073.724
APTX|54840	496.6028	APTX|54840	446.7549
AQP11|282679	8.6473	AQP11|282679	22.6843
AQP1|358	1012.3935	AQP1|358	19340.5797
AQP3|360	2514.824	AQP3|360	413.3585
AQP4|361	7.412000000000001	AQP4|361	88.5318
lowly_expressed	lowly_expressed	AQP5|362	178.954
lowly_expressed	lowly_expressed	AQP6|363	6.3012
lowly_expressed	lowly_expressed	AQP7P1|375719	177.0636
lowly_expressed	lowly_expressed	AQP7P3|441432	22.6843
lowly_expressed	lowly_expressed	AQP7|364	883.1128
AQP9|366	345.8925	AQP9|366	15.1229
lowly_expressed	lowly_expressed	AQPEP|206338	271.8463
AQR|9716	1293.6998	AQR|9716	1176.7486
ARAF|369	627.239	ARAF|369	1000.3151
ARAP1|116985	1172.8227	ARAP1|116985	2335.4978
ARAP2|116984	2006.7943	ARAP2|116984	503.4657
ARAP3|64411	246.4484	ARAP3|64411	730.9389
ARCN1|372	3342.1865	ARCN1|372	4043.4783
lowly_expressed	lowly_expressed	ARC|23237	17.3283
AREG|374	146.6955	AREG|374	102.3945
ARF1|375	10044.7807	ARF1|375	6423.4405
ARF3|377	5120.7536	ARF3|377	4669.1871
ARF4|378	2331.9951	ARF4|378	3204.4739
ARF5|381	2774.2434	ARF5|381	1700.6648
ARF6|382	4823.3477	ARF6|382	2938.2483
ARFGAP1|55738	1218.3447	ARFGAP1|55738	1015.1229
ARFGAP2|84364	1561.4577	ARFGAP2|84364	1823.8815
ARFGAP3|26286	1706.3002	ARFGAP3|26286	1120.6679
ARFGEF1|10565	3556.5812	ARFGEF1|10565	1921.2728
ARFGEF2|10564	1836.3187	ARFGEF2|10564	2593.5728
ARFIP1|27236	789.9938	ARFIP1|27236	1091.3674
ARFIP2|23647	637.7393	ARFIP2|23647	918.0844
ARFRP1|10139	888.2026	ARFRP1|10139	573.0939
ARG2|384	109.4812	ARG2|384	196.9628
ARGLU1|55082	1185.6084	ARGLU1|55082	3745.1166
ARHGAP10|79658	232.2421	ARHGAP10|79658	538.1222
ARHGAP11A|9824	828.2891	ARHGAP11A|9824	120.3529
ARHGAP11B|89839	82.5417	ARHGAP11B|89839	11.9723
ARHGAP12|94134	462.3224	ARHGAP12|94134	1209.1997
ARHGAP15|55843	127.5479	ARHGAP15|55843	118.1474
ARHGAP17|55114	1180.6671	ARHGAP17|55114	1451.1657
ARHGAP18|93663	1039.5306	ARHGAP18|93663	802.4575
ARHGAP19|84986	424.6448	ARHGAP19|84986	1022.6843
ARHGAP1|392	2093.5763	ARHGAP1|392	3247.0069
ARHGAP20|57569	15.7505	ARHGAP20|57569	529.3006
ARHGAP21|57584	769.6109	ARHGAP21|57584	2755.8286
ARHGAP22|58504	98.5176	ARHGAP22|58504	128.8595
ARHGAP23|57636	2545.0896	ARHGAP23|57636	1023.6295
ARHGAP24|83478	91.4145	ARHGAP24|83478	491.8084
ARHGAP25|9938	1273.3169	ARHGAP25|9938	577.5047
ARHGAP26|23092	531.1921	ARHGAP26|23092	1378.0718
ARHGAP27|201176	674.7560000000001	ARHGAP27|201176	560.4726
ARHGAP28|79822	611.7974	ARHGAP28|79822	296.7864
ARHGAP29|9411	206.609	ARHGAP29|9411	4066.7927
ARHGAP30|257106	1378.32	ARHGAP30|257106	862.3188
ARHGAP31|57514	647.3132	ARHGAP31|57514	1652.8039999999999
ARHGAP32|9743	2424.6448	ARHGAP32|9743	1472.5898
ARHGAP33|115703	81.8406	ARHGAP33|115703	112.4764
lowly_expressed	lowly_expressed	ARHGAP36|158763	162.8859
ARHGAP39|80728	508.6473	ARHGAP39|80728	191.5564
ARHGAP42|143872	37.9864	ARHGAP42|143872	274.7007
ARHGAP4|393	615.1946	ARHGAP4|393	563.9572
ARHGAP5|394	1803.8913	ARHGAP5|394	3275.6774
ARHGAP6|395	17.6035	ARHGAP6|395	168.24200000000002
ARHGAP8|23779	76.7542	ARHGAP8|23779	270.7404
ARHGAP9|64333	294.9351	ARHGAP9|64333	215.1859
ARHGDIA|396	3694.2557	ARHGDIA|396	3418.3995
ARHGDIB|397	5558.986999999999	ARHGDIB|397	4246.0618
lowly_expressed	lowly_expressed	ARHGDIG|398	26.9061
ARHGEF10L|55160	2320.5683	ARHGEF10L|55160	1043.4783
ARHGEF10|9639	69.7962	ARHGEF10|9639	1150.9137
ARHGEF11|9826	2252.9339	ARHGEF11|9826	1409.2628
ARHGEF12|23365	2838.7894	ARHGEF12|23365	6739.4455
ARHGEF15|22899	128.4744	ARHGEF15|22899	951.7958
ARHGEF16|27237	739.3453	ARHGEF16|27237	150.5986
ARHGEF17|9828	499.0735	ARHGEF17|9828	1744.1714
ARHGEF18|23370	812.2298	ARHGEF18|23370	901.7013
ARHGEF19|128272	1367.5108	ARHGEF19|128272	356.9628
ARHGEF1|9138	1336.6275	ARHGEF1|9138	1442.9742
ARHGEF2|9181	1045.7072	ARHGEF2|9181	2000.6301
ARHGEF33|100271715	20.0741	ARHGEF33|100271715	11.9723
ARHGEF35|445328	437.30699999999996	ARHGEF35|445328	651.5438
ARHGEF37|389337	1192.7116	ARHGEF37|389337	1612.7914
ARHGEF38|54848	6.1767	ARHGEF38|54848	47.574
ARHGEF3|50650	573.5022	ARHGEF3|50650	1180.5293
ARHGEF4|50649	2781.6553	ARHGEF4|50649	281.6635
ARHGEF5|7984	575.0463	ARHGEF5|7984	749.8425
ARHGEF6|9459	449.6603	ARHGEF6|9459	2688.0907
ARHGEF7|8874	815.3181	ARHGEF7|8874	2028.6704
ARHGEF9|23229	659.0488	lowly_expressed	lowly_expressed
ARID1A|8289	4226.3743	ARID1A|8289	2996.2193
ARID1B|57492	1726.3743	ARID1B|57492	2438.2483
ARID2|196528	594.8116	ARID2|196528	1120.6679
ARID3A|1820	69.1785	ARID3A|1820	53.2451
ARID3B|10620	88.9438	ARID3B|10620	135.4757
ARID4A|5926	483.6319	ARID4A|5926	808.1285
ARID4B|51742	1406.7326	ARID4B|51742	1547.1865
ARID5A|10865	624.7684	ARID5A|10865	1698.1727
ARID5B|84159	1003.706	ARID5B|84159	3437.9332
ARIH1|25820	2781.9642	ARIH1|25820	2281.9786
ARIH2|10425	1184.3731	ARIH2|10425	1780.7624
ARL10|285598	58.0605	ARL10|285598	90.7372
ARL11|115761	98.2088	ARL11|115761	34.9716
ARL13B|200894	457.3811	ARL13B|200894	338.0592
ARL14|80117	20.383	lowly_expressed	lowly_expressed
ARL15|54622	505.2502	ARL15|54622	618.4625
ARL16|339231	628.7832	ARL16|339231	438.5633
ARL17A|51326	92.4768	ARL17A|51326	137.2243
lowly_expressed	lowly_expressed	ARL17B|641522	6.0807
ARL1|400	1461.0871	ARL1|400	2148.7083
ARL2BP|23568	1437.9246	ARL2BP|23568	1492.7536
ARL2|402	497.8382	ARL2|402	908.0025
ARL3|403	299.8765	ARL3|403	489.288
ARL4A|10124	728.5361	ARL4A|10124	1623.8185
ARL4C|10123	980.5435	ARL4C|10123	1419.6597
ARL4D|379	417.5417	ARL4D|379	178.0088
ARL5A|26225	1477.7641	ARL5A|26225	840.2647
ARL5B|221079	195.49099999999999	ARL5B|221079	296.4713
ARL6IP1|23204	7710.315	ARL6IP1|23204	3988.9729
ARL6IP4|51329	1440.3953	ARL6IP4|51329	1577.1897
ARL6IP5|10550	2973.1316	ARL6IP5|10550	5160.9956
ARL6IP6|151188	562.0754	ARL6IP6|151188	270.9515
ARL6|84100	73.1933	ARL6|84100	88.2168
ARL8A|127829	1455.8369	ARL8A|127829	873.3459
ARL8B|55207	2683.1377	ARL8B|55207	2256.1437
lowly_expressed	lowly_expressed	ARL9|132946	12.2873
ARMC10|83787	731.4052	ARMC10|83787	691.298
ARMC1|55156	1482.0877	ARMC1|55156	701.6383
ARMC2|84071	46.9426	ARMC2|84071	63.6421
lowly_expressed	lowly_expressed	ARMC4|55130	5.041
ARMC5|79798	218.3447	ARMC5|79798	260.8696
ARMC6|93436	374.3051	ARMC6|93436	405.3844
ARMC7|79637	221.1242	ARMC7|79637	276.6226
ARMC8|25852	1077.8258	ARMC8|25852	791.4304
ARMC9|80210	147.622	ARMC9|80210	277.5677
ARMCX1|51309	121.9889	ARMCX1|51309	796.1563
ARMCX2|9823	138.6658	ARMCX2|9823	1057.3409
ARMCX3|51566	516.677	ARMCX3|51566	2235.6648
ARMCX5|64860	377.0846	ARMCX5|64860	373.9761
ARMCX6|54470	127.5479	ARMCX6|54470	277.2527
ARNT2|9915	272.6992	ARNT2|9915	444.2344
ARNTL2|56938	960.1606	ARNTL2|56938	97.0384
ARNTL|406	306.0531	ARNTL|406	478.5759
ARNT|405	1315.9358	ARNT|405	1739.1304
ARPC1A|10552	4764.4225	ARPC1A|10552	1844.477
ARPC1B|10095	4362.1989	ARPC1B|10095	1918.598
ARPC2|10109	9676.0346	ARPC2|10109	3840.2647
ARPC3|10094	3370.2903	ARPC3|10094	2445.4946
ARPC4|10093	2784.3391	ARPC4|10093	2604.5463
ARPC5L|81873	1376.467	ARPC5L|81873	593.2577
ARPC5|10092	5740.5806	ARPC5|10092	3171.7076
ARPM1|84517	17.2946	ARPM1|84517	37.8072
ARPP19|10776	4085.8555	ARPP19|10776	3857.908
ARRB1|408	479.61699999999996	ARRB1|408	1176.7486
ARRB2|409	1019.1476	ARRB2|409	710.1449
ARRDC1|92714	670.7844	ARRDC1|92714	548.8343
ARRDC2|27106	595.4293	ARRDC2|27106	1224.9527
ARRDC3|57561	3502.7795	ARRDC3|57561	5548.8343
ARRDC4|91947	976.2199	ARRDC4|91947	1065.5325
ARRDC5|645432	13.5886	ARRDC5|645432	5.9861
ARSA|410	527.4861	ARSA|410	702.8986
ARSB|411	605.6208	ARSB|411	397.2905
ARSD|414	799.2588	ARSD|414	2460.6175
ARSE|415	9.8826	ARSE|415	37.4921
ARSF|416	65.1637	lowly_expressed	lowly_expressed
ARSG|22901	78.1347	ARSG|22901	234.4045
ARSI|340075	68.8697	ARSI|340075	45.3686
ARSJ|79642	34.8981	ARSJ|79642	252.3629
ARSK|153642	139.2835	ARSK|153642	223.0624
ART3|419	508.9561	ART3|419	5.041
lowly_expressed	lowly_expressed	ART4|420	19.2187
lowly_expressed	lowly_expressed	ART5|116969	24.8897
ARTN|9048	15.1328	lowly_expressed	lowly_expressed
ARV1|64801	471.8962	ARV1|64801	333.3333
ARVCF|421	194.2557	ARVCF|421	454.0013
lowly_expressed	lowly_expressed	AR|367	528.6704
AS3MT|57412	16.9858	AS3MT|57412	140.7656
ASAH1|427	2825.5096	ASAH1|427	5457.1519
ASAH2B|653308	10.8091	ASAH2B|653308	18.9036
ASAM|79827	70.7227	ASAM|79827	1031.506
ASAP1|50807	802.9648	ASAP1|50807	1316.9502
ASAP2|8853	1354.8487	ASAP2|8853	936.988
ASAP3|55616	1858.8635	ASAP3|55616	1439.8236
ASB12|142689	6.7943	lowly_expressed	lowly_expressed
ASB13|79754	628.4744	ASB13|79754	617.8324
ASB14|142686	8.3447	ASB14|142686	21.7391
ASB16|92591	5.349	ASB16|92591	13.3396
ASB1|51665	330.0247	ASB1|51665	769.5054
ASB2|51676	318.7153	ASB2|51676	98.6137
ASB3|51130	463.2489	ASB3|51130	308.1285
ASB6|140459	805.1575	ASB6|140459	687.1834
ASB7|140460	688.6967	ASB7|140460	497.7946
ASB8|140461	543.8542	ASB8|140461	877.4417
ASB9|140462	14.2063	ASB9|140462	56.7108
ASCC1|51008	588.635	ASCC1|51008	435.0977
ASCC2|84164	1371.5256	ASCC2|84164	1204.7889
ASCC3|10973	1277.9494	ASCC3|10973	1334.5936
ASCL2|430	72.5757	ASCL2|430	19.8488
ASF1A|25842	496.6028	ASF1A|25842	458.097
ASF1B|55723	1064.546	ASF1B|55723	81.6005
ASGR1|432	20.383	ASGR1|432	11.0271
ASGR2|433	8.0296	ASGR2|433	5.9861
ASH1L|55870	2851.0377	ASH1L|55870	3808.5570000000002
ASH2L|9070	858.2458	ASH2L|9070	1218.0214
ASL|435	492.2792	ASL|435	430.3718
ASMTL|8623	195.5219	ASMTL|8623	613.6452
ASNA1|439	1225.7566	ASNA1|439	862.3188
ASNSD1|54529	737.8011	ASNSD1|54529	933.2073
ASNS|440	938.8511	ASNS|440	405.48199999999997
lowly_expressed	lowly_expressed	ASPA|443	117.5173
ASPG|374569	77.2082	ASPG|374569	7.5614
ASPHD1|253982	62.0754	ASPHD1|253982	26.15
ASPHD2|57168	108.4002	ASPHD2|57168	59.5463
ASPH|444	5561.9426	ASPH|444	10066.6793
ASPM|259266	1714.9475	ASPM|259266	82.5457
ASPN|54829	591.7233	ASPN|54829	483.9319
ASPRV1|151516	82.4089	ASPRV1|151516	95.9546
