gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
TMEM180|79847	142.3718	TMEM180|79847	64.5873
TMEM181|57583	827.0537	TMEM181|57583	1906.1122
TMEM182|130827	154.4163	TMEM182|130827	115.3119
TMEM183A|92703	1821.4947	TMEM183A|92703	837.4291
TMEM184A|202915	674.5213	TMEM184A|202915	242.0038
TMEM184B|25829	1097.6158	TMEM184B|25829	1412.4197
TMEM184C|55751	533.0451	TMEM184C|55751	641.7769
TMEM185A|84548	885.1143	TMEM185A|84548	528.9855
TMEM185B|79134	717.1093	TMEM185B|79134	584.121
TMEM186|25880	427.4243	TMEM186|25880	217.7064
TMEM187|8269	424.9537	TMEM187|8269	196.9124
TMEM188|255919	452.1309	TMEM188|255919	315.69
TMEM189-UBE2V1|387522	29.1353	lowly_expressed	lowly_expressed
TMEM189|387521	3265.2131	TMEM189|387521	527.0636
TMEM18|129787	395.6146	TMEM18|129787	626.9691
lowly_expressed	lowly_expressed	TMEM191A|84222	6.3012
TMEM192|201931	215.5652	TMEM192|201931	634.2155
TMEM194A|23306	913.5269	TMEM194A|23306	608.6957
TMEM194B|100131211	201.6677	TMEM194B|100131211	157.845
lowly_expressed	lowly_expressed	TMEM195|392636	11.0271
TMEM198|130612	98.8264	TMEM198|130612	51.9849
TMEM199|147007	425.769	TMEM199|147007	366.7297
TMEM19|55266	834.4657	TMEM19|55266	847.8261
TMEM200A|114801	156.5781	TMEM200A|114801	345.9357
TMEM200B|399474	66.6924	TMEM200B|399474	181.2256
TMEM200C|645369	39.2217	TMEM200C|645369	33.7114
TMEM201|199953	498.4558	TMEM201|199953	314.1147
TMEM203|94107	974.0581	TMEM203|94107	724.3226
TMEM204|79652	92.9586	TMEM204|79652	348.1411
TMEM205|374882	772.0815	TMEM205|374882	844.0454
TMEM206|55248	311.9209	TMEM206|55248	110.271
TMEM208|29100	731.0068	TMEM208|29100	351.2917
TMEM209|84928	871.5256	TMEM209|84928	548.2042
TMEM20|159371	72.2668	TMEM20|159371	123.1884
lowly_expressed	lowly_expressed	TMEM213|155006	322.9584
TMEM214|54867	1911.9827	TMEM214|54867	2168.242
TMEM216|51259	134.651	TMEM216|51259	249.2124
TMEM217|221468	10.3119	TMEM217|221468	20.3875
TMEM218|219854	423.4095	TMEM218|219854	344.6755
TMEM219|124446	1779.8023	TMEM219|124446	1523.9445
TMEM220|388335	48.1779	TMEM220|388335	289.54
TMEM222|84065	1130.0185	TMEM222|84065	606.8053
TMEM223|79064	294.3175	TMEM223|79064	195.3371
TMEM229A|730130	8.3385	lowly_expressed	lowly_expressed
TMEM229B|161145	166.1519	TMEM229B|161145	355.3875
TMEM22|80723	92.34100000000001	TMEM22|80723	165.4064
TMEM231|79583	62.693000000000005	TMEM231|79583	308.7335
TMEM232|642987	9.5738	TMEM232|642987	35.2867
lowly_expressed	lowly_expressed	TMEM233|387890	5.9861
TMEM25|84866	619.5182	TMEM25|84866	707.6244
TMEM26|219623	52.8104	TMEM26|219623	173.8595
TMEM27|57393	12.3533	TMEM27|57393	31.820999999999998
TMEM2|23670	631.2539	TMEM2|23670	2309.7038
TMEM30A|55754	3051.575	TMEM30A|55754	4966.9187
TMEM30B|161291	887.5849	TMEM30B|161291	1214.8708
TMEM33|55161	2295.5528	TMEM33|55161	1323.8815
lowly_expressed	lowly_expressed	TMEM35|59353	33.7114
TMEM37|140738	197.34400000000002	TMEM37|140738	863.2639999999999
TMEM38A|79041	168.3138	TMEM38A|79041	39.3825
TMEM38B|55151	178.5053	TMEM38B|55151	115.62700000000001
TMEM39A|55254	702.903	TMEM39A|55254	620.9830000000001
TMEM39B|55116	476.5287	TMEM39B|55116	314.1147
TMEM40|55287	329.8332	TMEM40|55287	17.9584
TMEM41A|90407	1067.0167	TMEM41A|90407	502.5205
TMEM41B|440026	471.2786	TMEM41B|440026	523.9445
TMEM42|131616	160.593	TMEM42|131616	187.1456
TMEM43|79188	1794.3175	TMEM43|79188	4000.3151
TMEM44|93109	103.4589	TMEM44|93109	216.4461
TMEM45A|55076	15706.9179	TMEM45A|55076	287.6497
TMEM45B|120224	461.3959	TMEM45B|120224	69.6282
TMEM47|83604	140.21	TMEM47|83604	1816.3201
TMEM48|55706	814.3916	TMEM48|55706	379.9622
TMEM49|81671	2438.5423	TMEM49|81671	1505.0410000000002
TMEM50A|23585	3959.5429	TMEM50A|23585	2489.9181
TMEM50B|757	532.4274	TMEM50B|757	1218.6515
TMEM51|55092	1443.7925	TMEM51|55092	303.0876
TMEM52|339456	24.3978	lowly_expressed	lowly_expressed
TMEM53|79639	127.8536	TMEM53|79639	151.7958
TMEM54|113452	2724.5213	TMEM54|113452	421.235
TMEM55A|55529	61.7665	TMEM55A|55529	302.4575
TMEM55B|90809	710.6238	TMEM55B|90809	468.8091
TMEM56|148534	81.5318	TMEM56|148534	279.9118
TMEM57|55219	1110.5621	TMEM57|55219	849.4014
lowly_expressed	lowly_expressed	TMEM59L|25789	8.1916
TMEM59|9528	7415.071	TMEM59|9528	5565.8475
TMEM5|10329	254.4781	TMEM5|10329	317.2653
TMEM60|85025	293.39099999999996	TMEM60|85025	243.5413
TMEM61|199964	12.6621	TMEM61|199964	42.5331
TMEM62|80021	479.61699999999996	TMEM62|80021	440.4537
TMEM63A|9725	2944.4101	TMEM63A|9725	2049.1493
TMEM63B|55362	797.4058	TMEM63B|55362	524.5747
lowly_expressed	lowly_expressed	TMEM63C|57156	144.6125
TMEM64|169200	365.6578	TMEM64|169200	946.1248
TMEM65|157378	950.5868	TMEM65|157378	449.9055
TMEM66|51669	4609.6356	TMEM66|51669	5901.7013
TMEM67|91147	247.6838	TMEM67|91147	271.2665
TMEM68|137695	854.8487	TMEM68|137695	295.2111
TMEM69|51249	1147.9308	TMEM69|51249	482.3566
TMEM70|54968	543.8542	TMEM70|54968	345.3056
TMEM71|137835	36.4422	TMEM71|137835	122.8733
lowly_expressed	lowly_expressed	TMEM74|157753	8.1916
TMEM79|84283	4934.8363	TMEM79|84283	227.4732
TMEM80|283232	210.315	TMEM80|283232	315.69
TMEM81|388730	111.7974	TMEM81|388730	45.3686
lowly_expressed	lowly_expressed	TMEM84|283673	53.8752
TMEM85|51234	1743.777	TMEM85|51234	1068.7776
TMEM86A|144110	199.5028	TMEM86A|144110	285.6427
TMEM86B|255043	39.5306	TMEM86B|255043	43.4783
TMEM87A|25963	4756.3311	TMEM87A|25963	2781.9786
TMEM87B|84910	1236.5658	TMEM87B|84910	1219.2817
TMEM88|92162	9.265	TMEM88|92162	83.4909
TMEM8A|58986	840.3335	TMEM8A|58986	606.8053
TMEM8B|51754	125.0772	TMEM8B|51754	631.695
lowly_expressed	lowly_expressed	TMEM90A|646658	7.2464
TMEM90B|79953	29.6479	TMEM90B|79953	16.3831
TMEM91|641649	203.8295	TMEM91|641649	113.3396
TMEM92|162461	7.412000000000001	lowly_expressed	lowly_expressed
TMEM93|83460	234.0488	TMEM93|83460	212.2464
TMEM97|27346	209.2464	TMEM97|27346	232.2212
TMEM98|26022	48.1779	TMEM98|26022	764.0202
TMEM99|147184	162.446	TMEM99|147184	259.2943
TMEM9B|56674	1046.3249	TMEM9B|56674	1252.0479
TMEM9|252839	2729.7715	TMEM9|252839	1300.5671
TMF1|7110	725.4478	TMF1|7110	1477.0006
TMIE|259236	9.265	TMIE|259236	8.5066
TMIGD2|126259	9.265	lowly_expressed	lowly_expressed
TMLHE|55217	211.5503	TMLHE|55217	204.4739
TMOD1|7111	264.6078	TMOD1|7111	479.6534
TMOD2|29767	248.3014	TMOD2|29767	946.4398
TMOD3|29766	2465.1019	TMOD3|29766	1783.5539
TMPO|7112	1964.2495	TMPO|7112	1295.5198
TMPPE|643853	59.6047	TMPPE|643853	57.971000000000004
TMPRSS11D|9407	57.4429	lowly_expressed	lowly_expressed
TMPRSS11F|389208	5.8678	lowly_expressed	lowly_expressed
TMPRSS13|84000	1522.5448	TMPRSS13|84000	366.4146
TMPRSS2|7113	101.2971	TMPRSS2|7113	803.7177
TMPRSS3|64699	90.7968	TMPRSS3|64699	524.8897
TMPRSS4|56649	4699.8147	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMPRSS5|80975	14.4928
lowly_expressed	lowly_expressed	TMPRSS6|164656	23.3144
lowly_expressed	lowly_expressed	TMPRSS9|360200	5.9893
TMSB10|9168	19230.3891	TMSB10|9168	9972.5898
lowly_expressed	lowly_expressed	TMSB15A|11013	11.9723
TMSB15B|286527	16.6461	TMSB15B|286527	48.1285
TMSL3|7117	26185.2996	TMSL3|7117	25962.5079
TMTC1|83857	523.1624	TMTC1|83857	2348.4562
TMTC2|160335	204.4472	TMTC2|160335	413.9887
TMTC3|160418	919.3947	TMTC3|160418	893.5098
TMTC4|84899	221.7418	TMTC4|84899	320.4159
TMUB1|83590	483.32300000000004	TMUB1|83590	318.2105
TMUB2|79089	781.0377	TMUB2|79089	761.1846
TMX1|81542	1486.1025	TMX1|81542	1112.1613
TMX2|51075	9963.5578	TMX2|51075	1428.6641
TMX3|54495	1139.2835	TMX3|54495	1558.2861
TMX4|56255	944.7189999999999	TMX4|56255	1487.0825
TNC|3371	2567.9432	TNC|3371	8563.6421
TNFAIP1|7126	1093.5114	TNFAIP1|7126	1616.1027
TNFAIP2|7127	24837.8629	TNFAIP2|7127	3728.1033
TNFAIP3|7128	1663.0636	TNFAIP3|7128	1258.6641
TNFAIP6|7130	205.3737	TNFAIP6|7130	56.7108
TNFAIP8L1|126282	135.5775	TNFAIP8L1|126282	136.1059
TNFAIP8L2|79626	221.7418	TNFAIP8L2|79626	90.7372
TNFAIP8L3|388121	197.9617	TNFAIP8L3|388121	86.9565
TNFAIP8|25816	692.7116	TNFAIP8|25816	518.2735
TNFRSF10A|8797	180.6671	TNFRSF10A|8797	151.8589
TNFRSF10B|8795	602.5324	TNFRSF10B|8795	1204.4739
TNFRSF10C|8794	7.1032	TNFRSF10C|8794	82.5457
TNFRSF10D|8793	106.2384	TNFRSF10D|8793	222.7473
TNFRSF11A|8792	303.2736	TNFRSF11A|8792	176.7486
TNFRSF11B|4982	74.1198	TNFRSF11B|4982	96.4083
TNFRSF12A|51330	1124.1507	TNFRSF12A|51330	304.9779
TNFRSF13B|23495	6.4855	TNFRSF13B|23495	8.5066
TNFRSF13C|115650	21.0006	TNFRSF13C|115650	5.9861
TNFRSF14|8764	1743.9685	TNFRSF14|8764	1182.7064
TNFRSF17|608	76.8993	TNFRSF17|608	39.3825
TNFRSF18|8784	109.3267	TNFRSF18|8784	42.8481
TNFRSF19|55504	198.8882	TNFRSF19|55504	741.0208
TNFRSF1A|7132	4846.2014	TNFRSF1A|7132	2770.6364
TNFRSF1B|7133	1341.5689	TNFRSF1B|7133	1904.5369
TNFRSF21|27242	1315.9358	TNFRSF21|27242	1611.5312
TNFRSF25|8718	178.8141	TNFRSF25|8718	112.7914
TNFRSF4|7293	63.0019	TNFRSF4|7293	35.2867
TNFRSF6B|8771	60.0216	TNFRSF6B|8771	38.2136
TNFRSF8|943	39.2217	TNFRSF8|943	88.5318
TNFRSF9|3604	74.7375	TNFRSF9|3604	9.4518
TNFSF10|8743	12505.559	TNFSF10|8743	4842.4701
TNFSF11|8600	10.5003	lowly_expressed	lowly_expressed
TNFSF12-TNFSF13|407977	503.2922	TNFSF12-TNFSF13|407977	118.3837
TNFSF12|8742	391.7171	TNFSF12|8742	780.334
TNFSF13B|10673	178.1964	TNFSF13B|10673	86.6415
TNFSF13|8741	942.5417	TNFSF13|8741	804.1808
TNFSF14|8740	5.2502	TNFSF14|8740	34.3415
TNFSF15|9966	15.7505	TNFSF15|9966	48.8343
TNFSF4|7292	77.517	TNFSF4|7292	30.8759
TNFSF8|944	38.6041	TNFSF8|944	29.9307
TNFSF9|8744	602.8413	TNFSF9|8744	7.8765
TNF|7124	97.5911	TNF|7124	53.2451
TNIK|23043	280.42	TNIK|23043	401.3863
TNIP1|10318	3978.3817	TNIP1|10318	3437.3031
TNIP2|79155	1235.9481	TNIP2|79155	522.9994
TNIP3|79931	95.1204	TNIP3|79931	8.1916
TNK1|8711	371.5256	TNK1|8711	368.9351
TNK2|10188	864.9321	TNK2|10188	1027.5992
TNKS1BP1|85456	13847.1279	TNKS1BP1|85456	5034.9716
TNKS2|80351	1453.0574	TNKS2|80351	2282.9238
TNKS|8658	974.2063	TNKS|8658	1843.8185
lowly_expressed	lowly_expressed	TNMD|64102	268.431
lowly_expressed	lowly_expressed	TNNC1|7134	8.5066
lowly_expressed	lowly_expressed	TNNC2|7125	14.4928
TNNI1|7135	38.6041	TNNI1|7135	28.6704
TNNI2|7136	14.824000000000002	TNNI2|7136	17.6434
TNNI3K|51086	67.34100000000001	TNNI3K|51086	77.2464
TNNT1|7138	18.8388	lowly_expressed	lowly_expressed
TNNT2|7139	5.2502	TNNT2|7139	13.8626
lowly_expressed	lowly_expressed	TNNT3|7140	46.9439
TNN|63923	27.7949	TNN|63923	394.4549
TNPO1|3842	2214.3298	TNPO1|3842	3306.2382
TNPO2|30000	2058.987	TNPO2|30000	1816.6352
TNPO3|23534	1791.5379999999998	TNPO3|23534	1089.7921
TNRC18|84629	1486.7202	TNRC18|84629	3290.4852
TNRC6A|27327	1375.5405	TNRC6A|27327	2009.1367
TNRC6B|23112	1347.7455	TNRC6B|23112	1508.1916
TNRC6C|57690	206.433	TNRC6C|57690	873.9603
TNS1|7145	915.3799	TNS1|7145	19465.9735
TNS3|64759	1605.9296	TNS3|64759	2942.0290000000005
TNS4|84951	2134.651	TNS4|84951	1422.1802
TNXB|7148	70.6177	TNXB|7148	10469.937
TOB1|10140	1261.8901	TOB1|10140	2178.6799
TOB2|10766	2539.8394	TOB2|10766	1946.1248
TOE1|114034	330.525	TOE1|114034	210.1701
TOLLIP|54472	1763.7431	TOLLIP|54472	1166.6667
TOM1L1|10040	480.3521	TOM1L1|10040	672.0258
TOM1L2|146691	575.9728	TOM1L2|146691	1815.3749
TOM1|10043	1723.5948	TOM1|10043	898.2357
TOMM20|9804	5420.63	TOMM20|9804	5697.8576
TOMM22|56993	1323.9654	TOMM22|56993	879.6471
TOMM34|10953	823.3477	TOMM34|10953	637.3661
TOMM40L|84134	773.8666	TOMM40L|84134	412.0983
TOMM40|10452	903.3354	TOMM40|10452	532.1361
TOMM5|401505	631.4947	TOMM5|401505	625.3529
TOMM6|100188893	1356.3403	TOMM6|100188893	1319.1745
TOMM70A|9868	2225.9944	TOMM70A|9868	2016.9471
TOMM7|54543	2090.1791	TOMM7|54543	2295.5261
TOP1MT|116447	743.0513	TOP1MT|116447	463.4531
TOP1P1|7151	165.5343	TOP1P1|7151	95.1481
TOP1P2|7152	8.9561	lowly_expressed	lowly_expressed
TOP1|7150	3479.3082	TOP1|7150	2453.3711
TOP2A|7153	4403.3354	TOP2A|7153	329.8677
TOP2B|7155	2084.0025	TOP2B|7155	4647.133
TOP3A|7156	450.2779	TOP3A|7156	429.1115
TOP3B|8940	193.0204	TOP3B|8940	278.5129
TOPBP1|11073	1506.7943	TOPBP1|11073	900.1260000000001
TOPORS|10210	403.3354	TOPORS|10210	652.1739
TOR1AIP1|26092	1227.6096	TOR1AIP1|26092	2350.3466
TOR1AIP2|163590	702.2854	TOR1AIP2|163590	511.3422
TOR1A|1861	838.4805	TOR1A|1861	758.3491
TOR1B|27348	634.0334	TOR1B|27348	491.4934
TOR2A|27433	310.3768	TOR2A|27433	166.6667
TOR3A|64222	2852.6868	TOR3A|64222	904.5369
TOX2|84969	39.8394	TOX2|84969	77.1897
lowly_expressed	lowly_expressed	TOX3|27324	150.9137
TOX4|9878	2447.4923	TOX4|9878	1812.4102
TOX|9760	40.7659	TOX|9760	105.5451
TP53AIP1|63970	97.8999	TP53AIP1|63970	76.2445
TP53BP1|7158	1451.8221	TP53BP1|7158	1534.6566
TP53BP2|7159	1364.1137	TP53BP2|7159	1110.9011
TP53I11|9537	745.2131	TP53I11|9537	2301.8273
TP53I13|90313	248.6103	TP53I13|90313	317.8954
TP53I3|9540	261.2724	TP53I3|9540	390.3592
TP53INP1|94241	645.1513	TP53INP1|94241	1412.4134
TP53INP2|58476	249.2279	TP53INP2|58476	531.1909
TP53RK|112858	493.8233	TP53RK|112858	470.3844
TP53TG1|11257	660.2841	TP53TG1|11257	239.7606
lowly_expressed	lowly_expressed	TP53TG3B|729355	7.2464
TP53|7157	1879.8641	lowly_expressed	lowly_expressed
TP63|8626	4930.5127	TP63|8626	2113.1065
TP73|7161	218.0358	TP73|7161	95.7782
TPBG|7162	1157.1958	TPBG|7162	889.7289999999999
TPCN1|53373	532.1186	TPCN1|53373	1599.5589
TPCN2|219931	685.0309	TPCN2|219931	347.7883
TPD52L1|7164	2059.9135	TPD52L1|7164	928.4814
TPD52L2|7165	3473.7492	TPD52L2|7165	2341.5249
TPD52|7163	3852.2359	TPD52|7163	1814.2943
lowly_expressed	lowly_expressed	TPH1|7166	22.0542
TPI1P2|286016	35.8246	TPI1P2|286016	7.5614
TPI1|7167	20683.1377	TPI1|7167	4171.3926
TPK1|27010	74.1198	TPK1|27010	102.7095
TPM1|7168	5429.0395	TPM1|7168	8663.4909
TPM2|7169	580.6053	TPM2|7169	5738.5003
TPM3|7170	10908.8944	TPM3|7170	5103.3396
TPM4|7171	10054.0457	TPM4|7171	13350.6616
TPMT|7172	634.651	TPMT|7172	510.712
lowly_expressed	lowly_expressed	TPO|7173	92.6276
TPP1|1200	2054.6634	TPP1|1200	3652.1739
TPP2|7174	697.6529	TPP2|7174	1253.3081
TPPP3|51673	202.2854	TPPP3|51673	471.3296
TPPP|11076	19.7653	TPPP|11076	317.5803
TPRA1|131601	654.1075	TPRA1|131601	563.9572
TPRG1L|127262	2620.4447	TPRG1L|127262	1700.0629999999999
TPRG1|285386	37.0599	TPRG1|285386	136.4209
TPRKB|51002	416.92400000000004	TPRKB|51002	268.431
TPRN|286262	205.9914	TPRN|286262	202.2684
TPRXL|348825	151.0191	TPRXL|348825	8.5066
TPR|7175	5317.1279	TPR|7175	4424.8204
TPSAB1|7177	68.5608	TPSAB1|7177	258.034
TPSB2|64499	135.2687	TPSB2|64499	627.9143
TPSD1|23430	8.0296	TPSD1|23430	34.0265
lowly_expressed	lowly_expressed	TPSG1|25823	5.041
TPST1|8460	381.4083	TPST1|8460	399.811
TPST2|8459	944.4101	TPST2|8459	627.9143
TPT1|7178	23619.2094	TPT1|7178	58499.6849
lowly_expressed	lowly_expressed	TPTE2P1|646405	21.4241
TPX2|22974	3354.2309999999998	TPX2|22974	154.6944
TRA2A|29896	2147.0043	TRA2A|29896	1298.0466
TRA2B|6434	3415.071	TRA2B|6434	2360.7435
TRABD|80305	465.7196	TRABD|80305	492.1235
TRADD|8717	408.2767	TRADD|8717	366.7297
TRAF1|7185	570.105	TRAF1|7185	443.6043
TRAF2|7186	689.9321	TRAF2|7186	353.1821
TRAF3IP1|26146	450.2779	TRAF3IP1|26146	602.0794
TRAF3IP2|10758	1017.2946	TRAF3IP2|10758	941.3989
TRAF3IP3|80342	228.5361	TRAF3IP3|80342	164.4612
TRAF3|7187	409.2032	TRAF3|7187	321.9912
TRAF4|9618	1079.9876	TRAF4|9618	749.5274
TRAF5|7188	178.5053	TRAF5|7188	723.0624
TRAF6|7189	141.7542	TRAF6|7189	314.1147
TRAF7|84231	3264.7004	TRAF7|84231	1511.1846
TRAFD1|10906	1391.2909	TRAFD1|10906	1081.6005
TRAIP|10293	149.1662	TRAIP|10293	40.3277
TRAK1|22906	1084.6201	TRAK1|22906	1861.3737
TRAK2|66008	675.1081	TRAK2|66008	1709.1997
TRAM1L1|133022	35.5158	TRAM1L1|133022	110.271
TRAM1|23471	4573.5022	TRAM1|23471	5247.6371
TRAM2|9697	418.1594	TRAM2|9697	2060.1764
TRANK1|9881	394.6881	TRANK1|9881	1149.3384
TRAP1|10131	2174.4842	TRAP1|10131	1285.2457
TRAPPC10|7109	1361.9518	TRAPPC10|7109	1352.2369
TRAPPC1|58485	901.4824	TRAPPC1|58485	897.9206
TRAPPC2L|51693	900.8647	TRAPPC2L|51693	429.4266
TRAPPC2P1|10597	103.7647	TRAPPC2P1|10597	97.0573
TRAPPC2|6399	132.1804	TRAPPC2|6399	323.8815
TRAPPC3|27095	1641.4453	TRAPPC3|27095	994.3289
TRAPPC4|51399	524.3978	TRAPPC4|51399	563.327
TRAPPC5|126003	407.0414	TRAPPC5|126003	268.431
TRAPPC6A|79090	207.2267	TRAPPC6A|79090	263.7051
TRAPPC6B|122553	703.5207	TRAPPC6B|122553	720.2268
TRAPPC9|83696	745.8308	TRAPPC9|83696	651.2287
TRAT1|50852	24.7066	TRAT1|50852	39.6975
TRDMT1|1787	71.6492	TRDMT1|1787	152.1739
lowly_expressed	lowly_expressed	TRDN|10345	26.7801
TREM1|54210	131.8715	TREM1|54210	5.6711
TREM2|54209	579.37	TREM2|54209	185.5703
TREML2|79865	11.4268	TREML2|79865	6.3012
TRERF1|55809	315.6269	TRERF1|55809	337.4291
TREX1|11277	462.1557	TREX1|11277	206.4398
TREX2|11219	101.4577	TREX2|11219	5.6711
TRHDE|29953	33.5083	TRHDE|29953	58.765
TRIAP1|51499	592.341	TRIAP1|51499	477.0006
TRIB1|10221	2310.9944	TRIB1|10221	1602.7095
TRIB2|28951	4006.1767	TRIB2|28951	1657.2149
TRIB3|57761	1052.8104	TRIB3|57761	214.8708
TRIL|9865	1146.0778	TRIL|9865	1041.2728
TRIM11|81559	1273.008	TRIM11|81559	437.9332
TRIM13|10206	598.4435	TRIM13|10206	918.2861
TRIM14|9830	2313.7739	TRIM14|9830	1432.5772
TRIM16L|147166	267.483	TRIM16L|147166	160.8475
TRIM16|10626	1118.7894	TRIM16|10626	483.5948
TRIM17|51127	12.970999999999998	TRIM17|51127	70.5734
TRIM21|6737	630.6362	TRIM21|6737	619.0926
TRIM22|10346	1801.7295	TRIM22|10346	2774.1021
TRIM23|373	244.5954	TRIM23|373	511.0271
TRIM24|8805	1013.2798	TRIM24|8805	603.6547
TRIM25|7706	1865.349	TRIM25|7706	2254.8834
TRIM26|7726	1601.2971	TRIM26|7726	1567.4228
TRIM27|5987	1540.7659	TRIM27|5987	1488.6578
TRIM28|10155	3596.6646	TRIM28|10155	3710.775
TRIM29|23650	16218.0358	TRIM29|23650	4463.4531
TRIM2|23321	2177.5788	TRIM2|23321	2371.7706
TRIM32|22954	374.3051	TRIM32|22954	551.3548
TRIM33|51592	1897.1587	TRIM33|51592	1641.4619
TRIM34|53840	214.9475	TRIM34|53840	305.6081
TRIM35|23087	356.084	TRIM35|23087	530.2457
TRIM36|55521	37.0599	TRIM36|55521	93.2577
TRIM37|4591	529.5893	TRIM37|4591	717.9332
TRIM38|10475	962.3224	TRIM38|10475	780.4033
TRIM39|56658	389.3916	TRIM39|56658	495.0
TRIM3|10612	59.2959	TRIM3|10612	238.1853
TRIM41|90933	1036.819	TRIM41|90933	714.6629
TRIM44|54765	765.596	TRIM44|54765	1834.5936
TRIM45|80263	263.4342	TRIM45|80263	206.0491
TRIM46|80128	33.6628	TRIM46|80128	25.8349
TRIM47|91107	1486.1025	TRIM47|91107	866.0996
TRIM4|89122	1072.5757	TRIM4|89122	1345.9357
TRIM52|84851	186.8437	TRIM52|84851	249.8425
TRIM56|81844	674.7993	TRIM56|81844	751.1027
lowly_expressed	lowly_expressed	TRIM58|25893	96.465
TRIM59|286827	333.2798	TRIM59|286827	125.1355
TRIM5|85363	565.071	TRIM5|85363	699.5936
TRIM62|55223	595.4293	TRIM62|55223	192.1865
lowly_expressed	lowly_expressed	TRIM63|84676	5.356
TRIM65|201292	785.0525	TRIM65|201292	483.3018
TRIM66|9866	228.845	TRIM66|9866	444.2344
TRIM68|55128	67.9432	TRIM68|55128	444.5495
TRIM69|140691	59.1816	TRIM69|140691	28.6704
TRIM6|117854	152.8721	TRIM6|117854	266.2256
lowly_expressed	lowly_expressed	TRIM74|378108	9.1745
TRIM78P|117852	14.9166	TRIM78P|117852	16.8526
TRIM7|81786	173.2551	TRIM7|81786	33.7114
TRIM8|81603	1100.0618	TRIM8|81603	2286.0744
TRIM9|114088	58.3694	TRIM9|114088	118.1474
TRIML2|205860	9.5738	lowly_expressed	lowly_expressed
TRIOBP|11078	1203.9561	TRIOBP|11078	1919.8173
TRIO|7204	1119.8271	TRIO|7204	2677.3787
TRIP10|9322	1348.9809	TRIP10|9322	1056.7108
TRIP11|9321	1415.3799	TRIP11|9321	1333.3333
TRIP12|9320	4188.3879	TRIP12|9320	4507.5614
TRIP13|9319	730.0803	TRIP13|9319	79.08
TRIP4|9325	792.4645	TRIP4|9325	457.1519
TRIP6|7205	549.1044	TRIP6|7205	1112.1613
TRIT1|54802	507.412	TRIT1|54802	376.4965
TRMT112|51504	1398.0852	TRMT112|51504	1190.9263
TRMT11|60487	193.3292	TRMT11|60487	246.3768
TRMT12|55039	559.9135	TRMT12|55039	312.5394
TRMT1|55621	610.8709	TRMT1|55621	479.5211
TRMT2A|27037	483.32300000000004	TRMT2A|27037	451.4808
TRMT2B|79979	633.1069	TRMT2B|79979	358.8532
TRMT5|57570	613.0327	TRMT5|57570	647.448
TRMT61A|115708	453.0574	TRMT61A|115708	307.4984
TRMT61B|55006	344.30199999999996	TRMT61B|55006	217.3535
TRMT6|51605	839.7159	TRMT6|51605	307.1834
TRMU|55687	142.6807	TRMU|55687	204.7889
TRNAU1AP|54952	778.2582	TRNAU1AP|54952	235.0347
TRNP1|388610	14.5151	TRNP1|388610	216.7612
TRNT1|51095	321.0686	TRNT1|51095	408.3617
TROAP|10024	422.7918	TROAP|10024	19.2187
TROVE2|6738	1504.0766	TROVE2|6738	1362.5299
TRO|7216	37.0599	TRO|7216	339.3195
TRPA1|8989	430.6763	lowly_expressed	lowly_expressed
TRPC1|7220	24.7066	TRPC1|7220	277.8828
lowly_expressed	lowly_expressed	TRPC3|7222	9.1367
TRPC4AP|26133	1966.6461	TRPC4AP|26133	1990.5482
lowly_expressed	lowly_expressed	TRPC4|7223	7.2464
TRPC6|7225	58.0605	TRPC6|7225	236.2949
TRPM2|7226	401.7912	TRPM2|7226	183.6799
lowly_expressed	lowly_expressed	TRPM3|80036	6.3012
TRPM4|54795	382.6436	TRPM4|54795	874.2911
TRPM6|140803	7.7208	TRPM6|140803	118.7776
TRPM7|54822	1350.8338	TRPM7|54822	1382.7977
TRPM8|79054	6.7943	lowly_expressed	lowly_expressed
TRPS1|7227	2187.7702	TRPS1|7227	6361.6887
TRPT1|83707	280.42	TRPT1|83707	209.5148
TRPV1|7442	152.8721	TRPV1|7442	201.0964
TRPV2|51393	422.7918	TRPV2|51393	260.8696
TRPV3|162514	37.9864	TRPV3|162514	11.0775
TRPV4|59341	63.9284	TRPV4|59341	187.4606
TRPV6|55503	400.5559	TRPV6|55503	368.305
TRRAP|8295	2191.6924	TRRAP|8295	2371.5595
TRUB1|142940	558.987	TRUB1|142940	517.3283
TRUB2|26995	950.8956	TRUB2|26995	500.0
TSC1|7248	681.2847	TSC1|7248	1399.4959
TSC22D1|8848	1173.8728	TSC22D1|8848	5315.69
TSC22D2|9819	856.3928	TSC22D2|9819	503.7807
TSC22D3|1831	1354.5398	TSC22D3|1831	3613.4216
TSC22D4|81628	746.4484	TSC22D4|81628	870.5104
TSC2|7249	1699.5059	TSC2|7249	1609.6408
TSEN15|116461	1387.8938	TSEN15|116461	536.2319
TSEN2|80746	130.0185	TSEN2|80746	172.0227
TSEN34|79042	803.5825	TSEN34|79042	631.695
TSEN54|283989	526.5596	TSEN54|283989	290.8003
TSFM|10102	637.1217	TSFM|10102	509.4518
TSG101|7251	837.2452	TSG101|7251	1080.0252
TSGA10|80705	31.5009	TSGA10|80705	84.12100000000001
