gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
WDR55|54853	660.1436	WDR55|54853	421.8127
WDR59|79726	558.4734	WDR59|79726	578.9245
WDR5B|54554	349.7899	WDR5B|54554	244.1457
WDR5|11091	988.4454	WDR5|11091	672.5932
WDR60|55112	592.7871	WDR60|55112	622.2897
WDR61|80349	752.451	WDR61|80349	823.0703
WDR62|284403	828.7815	WDR62|284403	13.0095
WDR65|149465	23.4594	lowly_expressed	lowly_expressed
WDR66|144406	38.1653	WDR66|144406	13.4432
WDR67|93594	426.8207	WDR67|93594	113.18299999999999
WDR6|11180	3813.0742	WDR6|11180	1709.2801
WDR70|55100	328.0812	WDR70|55100	406.765
WDR72|256764	331.5826	lowly_expressed	lowly_expressed
WDR73|84942	409.6043	WDR73|84942	202.8448
WDR74|54663	556.7227	WDR74|54663	318.7337
WDR75|84128	949.93	WDR75|84128	606.2446
WDR76|79968	700.6303	WDR76|79968	73.7207
WDR77|79084	467.43699999999995	WDR77|79084	556.8083
WDR78|79819	56.3725	WDR78|79819	63.3131
WDR7|23335	1067.2269	WDR7|23335	1054.2064
WDR81|124997	543.7675	WDR81|124997	1106.2446
WDR82|80335	3520.6583	WDR82|80335	3180.3990000000003
WDR83|84292	232.8431	WDR83|84292	137.9011
WDR85|92715	223.3894	WDR85|92715	242.8448
lowly_expressed	lowly_expressed	WDR86|349136	7.8057
WDR89|112840	409.3137	WDR89|112840	222.4631
WDR8|49856	264.7059	WDR8|49856	315.2645
WDR90|197335	896.7087	WDR90|197335	212.4892
WDR91|29062	276.2605	WDR91|29062	464.8742
WDR92|116143	293.4174	WDR92|116143	319.601
WDR93|56964	12.605	WDR93|56964	17.3461
WDSUB1|151525	258.7535	WDSUB1|151525	200.7806
WDTC1|23038	1373.9496	WDTC1|23038	2290.5464
WDYHV1|55093	521.3585	WDYHV1|55093	165.6548
WEE1|7465	1909.3137	WEE1|7465	214.2238
WFDC1|58189	16.4566	WFDC1|58189	22.5499
WFDC2|10406	369.7479	WFDC2|10406	13.8768
WFDC3|140686	6.6527	WFDC3|140686	7.3721
WFIKKN1|117166	33.2633	WFIKKN1|117166	8.2394
lowly_expressed	lowly_expressed	WFIKKN2|124857	15.1778
WFS1|7466	1895.6583	WFS1|7466	2253.686
WHAMML1|339005	49.7199	WHAMML1|339005	197.745
WHAMML2|440253	19.958	WHAMML2|440253	136.6002
WHAMM|123720	324.5798	WHAMM|123720	426.2793
WHSC1L1|54904	1734.944	WHSC1L1|54904	1598.8725
WHSC1|7468	4810.2241	WHSC1|7468	1325.2385
WHSC2|7469	674.0196	WHSC2|7469	392.8881
WIBG|84305	363.0952	WIBG|84305	337.8144
lowly_expressed	lowly_expressed	WIF1|11197	63.7467
WIPF1|7456	1132.0028	WIPF1|7456	1836.5134
WIPF2|147179	13547.618999999999	WIPF2|147179	1434.9523
WIPF3|644150	8.7535	lowly_expressed	lowly_expressed
WIPI1|55062	296.5686	WIPI1|55062	884.2151
WIPI2|26100	1839.986	WIPI2|26100	1817.4328
WISP1|8840	245.09799999999998	WISP1|8840	23.8508
WISP2|8839	228.2913	WISP2|8839	6190.3729
WIZ|58525	1656.5126	WIZ|58525	1359.0633
WLS|79971	1248.5994	WLS|79971	1481.7866
WNK1|65125	9524.8599	WNK1|65125	12160.0173
WNK2|65268	658.9916	WNK2|65268	12.5759
lowly_expressed	lowly_expressed	WNK3|65267	10.4076
WNK4|65266	144.9615	lowly_expressed	lowly_expressed
WNT10A|80326	8.7535	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	WNT10B|7480	64.1804
WNT11|7481	19.958	WNT11|7481	888.5516
lowly_expressed	lowly_expressed	WNT2B|7482	33.8248
WNT2|7472	62.3249	WNT2|7472	82.3938
WNT3|7473	53.2213	WNT3|7473	10.8413
WNT4|54361	182.423	WNT4|54361	12.1422
WNT5A|7474	1573.8796	WNT5A|7474	225.065
WNT5B|81029	46.2185	WNT5B|81029	85.4293
WNT7B|7477	1171.2185	WNT7B|7477	15.1778
WNT9A|7483	45.1681	WNT9A|7483	19.948
lowly_expressed	lowly_expressed	WNT9B|7484	13.8768
WRAP53|55135	86.4846	WRAP53|55135	132.6973
WRB|7485	621.8487	WRB|7485	467.4761
WRNIP1|56897	1116.5966	WRNIP1|56897	605.3773
WRN|7486	470.9384	WRN|7486	453.1657
WSB1|26118	955.8824	WSB1|26118	1738.9419
WSB2|55884	1997.8992	WSB2|55884	2004.3365
WSCD1|23302	11.2045	WSCD1|23302	281.8734
WSCD2|9671	56.3725	WSCD2|9671	175.1951
WTAP|9589	1759.1036	WTAP|9589	1300.5204
WTIP|126374	48.6695	WTIP|126374	447.5282
WWC1|23286	1115.1961	WWC1|23286	111.4484
WWC2|80014	1003.1513	WWC2|80014	1279.7051
WWC3|55841	1517.1569	WWC3|55841	1241.9775
WWOX|51741	251.7507	WWOX|51741	275.3686
WWP1|11059	5651.2605	WWP1|11059	2737.6409
WWP2|11060	1424.0196	WWP2|11060	1492.6279
WWTR1|25937	521.173	WWTR1|25937	839.9263
XAB2|56949	1200.6303	XAB2|56949	883.7814
XAF1|54739	1187.3249	XAF1|54739	984.8222
XBP1|7494	32273.1092	XBP1|7494	2167.8231
XCL2|6846	5.2521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	XDH|7498	11.7086
XG|7499	21.3585	XG|7499	522.1162
XIAP|331	2564.4258	XIAP|331	1491.3270000000002
XIRP1|165904	11.9048	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	XKR4|114786	6.0711
XKR5|389610	7.7031	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	XKR6|286046	9.5403
XKR8|55113	107.8431	XKR8|55113	183.0009
XKR9|389668	37.8151	XKR9|389668	13.8768
XKRX|402415	19.2577	lowly_expressed	lowly_expressed
XK|7504	86.4846	XK|7504	6.9384
XPA|7507	167.7171	XPA|7507	336.0798
XPC|7508	1103.6415	XPC|7508	1165.2212
XPNPEP1|7511	716.3866	XPNPEP1|7511	740.6765
lowly_expressed	lowly_expressed	XPNPEP2|7512	405.464
XPNPEP3|63929	363.2878	XPNPEP3|63929	311.3443
XPO1|7514	5589.986	XPO1|7514	3289.2454
XPO4|64328	657.563	XPO4|64328	743.2784
XPO5|57510	1837.1849	XPO5|57510	701.2142
XPO6|23214	2142.8571	XPO6|23214	1529.4883
XPO7|23039	2700.6303	XPO7|23039	2224.1977
XPOT|11260	2756.3025	XPOT|11260	2613.183
XPR1|9213	1981.0924	XPR1|9213	934.5186
XRCC1|7515	1022.409	XRCC1|7515	642.2376
XRCC2|7516	343.4874	XRCC2|7516	15.1778
XRCC3|7517	411.7647	XRCC3|7517	151.778
XRCC4|7518	137.2549	XRCC4|7518	93.6687
XRCC5|7520	8762.605	XRCC5|7520	4659.15
XRCC6BP1|91419	126.7507	XRCC6BP1|91419	299.2194
XRCC6|2547	5908.2633	XRCC6|2547	4574.1544
XRN1|54464	979.3417	XRN1|54464	1218.5603
XRN2|22803	3026.6106	XRN2|22803	1738.9419
XRRA1|143570	1917.6821	XRRA1|143570	507.7927
XYLB|9942	189.7759	XYLB|9942	68.5169
XYLT1|64131	1433.1232	XYLT1|64131	1457.0685
XYLT2|64132	1987.0448	XYLT2|64132	522.1162
YAF2|10138	519.6078	YAF2|10138	209.4536
YAP1|10413	1393.5574	YAP1|10413	7126.6262
YARS2|51067	400.9104	YARS2|51067	271.8994
YARS|8565	1975.8403	YARS|8565	1148.3088
YBX1|4904	5353.2913	YBX1|4904	8950.9974
YBX2|51087	240.8964	YBX2|51087	149.6097
YDJC|150223	169.8179	YDJC|150223	34.2585
YEATS2|55689	1097.2444	YEATS2|55689	792.216
YEATS4|8089	591.0364	YEATS4|8089	114.9176
YES1|7525	3205.8824	YES1|7525	1562.4458
YIF1A|10897	2042.7171	YIF1A|10897	751.0841
YIF1B|90522	765.0385	YIF1B|90522	358.4042
YIPF1|54432	743.6975	YIPF1|54432	496.0971
YIPF2|78992	788.1653	YIPF2|78992	639.6357
YIPF3|25844	1871.8487	YIPF3|25844	1984.8222
YIPF4|84272	623.5994	YIPF4|84272	699.9133
YIPF5|81555	940.4762	YIPF5|81555	1092.8014
YIPF6|286451	562.6751	YIPF6|286451	418.9072
YJEFN3|374887	132.444	YJEFN3|374887	7.771
YKT6|10652	2205.8824	YKT6|10652	1886.817
YLPM1|56252	2453.0812	YLPM1|56252	1961.8387
YME1L1|10730	3946.4286	YME1L1|10730	3006.0711
YOD1|55432	643.9076	YOD1|55432	199.9133
YPEL1|29799	490.3011	YPEL1|29799	265.6938
YPEL2|388403	607.1429	YPEL2|388403	1945.3599
YPEL3|83719	377.1008	YPEL3|83719	1175.6288
lowly_expressed	lowly_expressed	YPEL4|219539	25.1518
YPEL5|51646	1148.1092	YPEL5|51646	2271.8994
YRDC|79693	377.8011	YRDC|79693	212.4892
YTHDC1|91746	1768.5574	YTHDC1|91746	1392.4545
YTHDC2|64848	1060.9244	YTHDC2|64848	504.3365
YTHDF1|54915	1903.3613	YTHDF1|54915	865.1344
YTHDF2|51441	1535.3641	YTHDF2|51441	1431.4831
YTHDF3|253943	2492.6471	YTHDF3|253943	1795.7502
YWHAB|7529	10123.2493	YWHAB|7529	6796.6175
YWHAE|7531	6364.4958	YWHAE|7531	9713.7901
YWHAG|7532	7140.056	YWHAG|7532	16645.2732
YWHAH|7533	3909.3137	YWHAH|7533	2699.4796
YWHAQ|10971	10096.2885	YWHAQ|10971	4689.9393
YWHAZ|7534	26703.7815	YWHAZ|7534	14160.451000000001
YY1AP1|55249	2228.9916	YY1AP1|55249	1454.4666
YY1|7528	1603.6415	YY1|7528	1016.9124
YY2|404281	29.2927	YY2|404281	12.5759
ZADH2|284273	1412.8151	ZADH2|284273	1070.6852
ZAK|51776	2071.0539	ZAK|51776	6427.1466
ZAN|7455	12.9552	lowly_expressed	lowly_expressed
ZAP70|7535	39.5658	ZAP70|7535	36.8604
ZBED1|9189	1530.8123	ZBED1|9189	2141.2576
ZBED2|79413	13.6555	ZBED2|79413	13.4432
ZBED3|84327	43.0672	ZBED3|84327	233.7381
ZBED4|9889	984.5938	ZBED4|9889	329.1414
ZBED5|58486	582.6331	ZBED5|58486	632.2637
ZBP1|81030	71.4286	ZBP1|81030	8.2394
ZBTB10|65986	1380.6022	ZBTB10|65986	452.73199999999997
ZBTB11|27107	909.5273	ZBTB11|27107	589.1457
ZBTB12|221527	219.5378	ZBTB12|221527	44.2324
ZBTB16|7704	8.4034	ZBTB16|7704	591.9341
ZBTB17|7709	282.563	ZBTB17|7709	363.8335
ZBTB1|22890	729.9755	ZBTB1|22890	1041.9211
ZBTB20|26137	26.9608	ZBTB20|26137	96.2706
ZBTB22|9278	377.1008	ZBTB22|9278	502.6019
ZBTB24|9841	523.8095	ZBTB24|9841	225.90200000000002
ZBTB25|7597	111.5896	ZBTB25|7597	133.7858
ZBTB26|57684	127.1008	ZBTB26|57684	82.3938
ZBTB2|57621	1022.409	ZBTB2|57621	420.2082
ZBTB33|10009	1329.4818	ZBTB33|10009	625.7589
ZBTB34|403341	352.591	ZBTB34|403341	504.3365
ZBTB37|84614	65.8263	ZBTB37|84614	90.6331
ZBTB38|253461	1384.8039	ZBTB38|253461	2875.9757
ZBTB39|9880	343.4874	ZBTB39|9880	240.2428
ZBTB3|79842	127.1008	ZBTB3|79842	68.5169
ZBTB40|9923	791.3165	ZBTB40|9923	854.7268
ZBTB41|360023	1596.6387	ZBTB41|360023	679.9653
ZBTB42|100128927	600.4902	ZBTB42|100128927	181.6999
ZBTB43|23099	445.7283	ZBTB43|23099	320.902
ZBTB44|29068	1416.3165	ZBTB44|29068	1708.1526
ZBTB45|84878	296.5686	ZBTB45|84878	185.1691
ZBTB46|140685	63.0252	ZBTB46|140685	385.9497
ZBTB47|92999	297.619	ZBTB47|92999	1427.1466
ZBTB48|3104	215.3361	ZBTB48|3104	218.1266
ZBTB49|166793	89.2857	ZBTB49|166793	72.4198
ZBTB4|57659	928.5714	ZBTB4|57659	6232.4371
ZBTB5|9925	743.6975	ZBTB5|9925	333.4779
ZBTB6|10773	489.4958	ZBTB6|10773	219.8612
ZBTB7A|51341	902.6611	ZBTB7A|51341	1069.3842
ZBTB7B|51043	1914.2157	ZBTB7B|51043	1939.7225
ZBTB7C|201501	606.4426	ZBTB7C|201501	236.34
ZBTB8A|653121	490.5462	ZBTB8A|653121	374.6748
ZBTB8OS|339487	96.9888	ZBTB8OS|339487	129.6618
ZBTB9|221504	382.7031	ZBTB9|221504	156.9818
ZC3H10|84872	302.1709	ZC3H10|84872	232.4371
ZC3H11A|9877	5620.4482	ZC3H11A|9877	4453.5993
ZC3H12A|80149	82.6331	ZC3H12A|80149	214.6574
ZC3H12B|340554	26.9608	ZC3H12B|340554	43.7988
ZC3H12C|85463	36.7647	ZC3H12C|85463	652.6453
ZC3H12D|340152	8.0532	ZC3H12D|340152	6.5048
ZC3H13|23091	1024.8599	ZC3H13|23091	2726.366
ZC3H14|79882	1434.5238	ZC3H14|79882	1233.3044
ZC3H15|55854	1597.6891	ZC3H15|55854	1097.5716
ZC3H18|124245	908.2633	ZC3H18|124245	721.5958
ZC3H3|23144	761.2045	ZC3H3|23144	383.7814
ZC3H4|23211	1535.3641	ZC3H4|23211	883.3478
ZC3H6|376940	311.2745	ZC3H6|376940	616.2186
ZC3H7A|29066	659.3137	ZC3H7A|29066	1130.9627
ZC3H7B|23264	3412.8151	ZC3H7B|23264	3948.8291
ZC3H8|84524	179.972	ZC3H8|84524	70.2515
ZC3HAV1L|92092	73.1793	ZC3HAV1L|92092	50.3036
ZC3HAV1|56829	1359.944	ZC3HAV1|56829	1528.621
ZC3HC1|51530	372.54900000000004	ZC3HC1|51530	382.9141
ZC4H2|55906	19.6078	ZC4H2|55906	179.09799999999998
ZCCHC10|54819	333.3333	ZCCHC10|54819	173.8942
ZCCHC11|23318	414.5658	ZCCHC11|23318	702.0815
ZCCHC14|23174	1182.423	ZCCHC14|23174	928.0139
ZCCHC17|51538	621.4986	ZCCHC17|51538	614.9176
lowly_expressed	lowly_expressed	ZCCHC18|644353	9.974
ZCCHC24|219654	369.3978	ZCCHC24|219654	5454.4666
ZCCHC2|54877	1505.1471	ZCCHC2|54877	690.941
ZCCHC3|85364	477.9412	ZCCHC3|85364	437.1206
ZCCHC4|29063	206.2325	ZCCHC4|29063	204.2498
lowly_expressed	lowly_expressed	ZCCHC5|203430	20.8153
ZCCHC6|79670	926.1204	ZCCHC6|79670	832.6106
ZCCHC7|84186	502.45099999999996	ZCCHC7|84186	349.0893
ZCCHC8|55596	832.2829	ZCCHC8|55596	366.0017
ZCCHC9|84240	226.8908	ZCCHC9|84240	295.3166
ZCRB1|85437	1112.395	ZCRB1|85437	929.7485
ZCWPW1|55063	138.6555	ZCWPW1|55063	149.1761
ZCWPW2|152098	15.4062	ZCWPW2|152098	36.4267
ZDBF2|57683	21.0084	ZDBF2|57683	403.2958
ZDHHC11|79844	50.7703	ZDHHC11|79844	18.2134
ZDHHC12|84885	543.0672	ZDHHC12|84885	405.464
ZDHHC13|54503	317.9272	ZDHHC13|54503	108.4128
ZDHHC14|79683	17.507	ZDHHC14|79683	87.1639
ZDHHC15|158866	6.3025	ZDHHC15|158866	114.0503
ZDHHC16|84287	447.8291	ZDHHC16|84287	357.7624
ZDHHC17|23390	764.7059	ZDHHC17|23390	1100.1735
ZDHHC18|84243	556.0224	ZDHHC18|84243	960.5377
ZDHHC1|29800	229.6919	ZDHHC1|29800	222.8968
ZDHHC20|253832	327.381	ZDHHC20|253832	229.4016
ZDHHC21|340481	353.6415	ZDHHC21|340481	127.9271
ZDHHC23|254887	253.8515	ZDHHC23|254887	42.0642
ZDHHC24|254359	399.5098	ZDHHC24|254359	221.5958
ZDHHC2|51201	72.1289	ZDHHC2|51201	643.9722
ZDHHC3|51304	1500.3501	ZDHHC3|51304	2682.1336
ZDHHC4|55146	1023.8095	ZDHHC4|55146	867.3027
ZDHHC5|25921	1936.2745	ZDHHC5|25921	2209.4536
ZDHHC6|64429	1044.8915	ZDHHC6|64429	497.5108
ZDHHC7|55625	1052.521	ZDHHC7|55625	1539.8959
ZDHHC8P1|150244	12.605	lowly_expressed	lowly_expressed
ZDHHC8|29801	359.2437	ZDHHC8|29801	899.8265
ZDHHC9|51114	1757.7031	ZDHHC9|51114	1047.7016
ZEB1|6935	637.3144	ZEB1|6935	3520.1518
ZEB2|9839	311.2745	ZEB2|9839	5161.3183
ZER1|10444	1327.0308	ZER1|10444	2120.5551
ZFAND1|79752	487.395	ZFAND1|79752	624.8916
ZFAND2A|90637	84.3838	ZFAND2A|90637	170.425
ZFAND2B|130617	300.7703	ZFAND2B|130617	515.6114
ZFAND3|60685	1627.451	ZFAND3|60685	2022.9835
ZFAND5|7763	2054.2717	ZFAND5|7763	5121.856
ZFAND6|54469	1232.8431	ZFAND6|54469	1416.3053
ZFAT|57623	326.6176	ZFAT|57623	328.7077
ZFC3H1|196441	865.5462	ZFC3H1|196441	1004.3365
ZFHX3|463	1148.9356	ZFHX3|463	1555.3816
ZFHX4|79776	224.7899	ZFHX4|79776	2006.5048
ZFP106|64397	2562.6751	ZFP106|64397	7897.6583
ZFP112|7771	164.5658	ZFP112|7771	102.3417
ZFP14|57677	369.3978	ZFP14|57677	172.5932
ZFP161|7541	460.084	ZFP161|7541	519.5143
ZFP1|162239	339.2857	ZFP1|162239	259.7572
ZFP28|140612	265.4062	ZFP28|140612	232.4371
ZFP2|80108	21.7087	ZFP2|80108	84.9957
ZFP30|22835	541.6667	ZFP30|22835	186.0364
ZFP36L1|677	5797.2689	ZFP36L1|677	14040.7632
ZFP36L2|678	2539.2157	ZFP36L2|678	8344.3192
ZFP36|7538	953.4314	ZFP36|7538	43371.6392
ZFP37|7539	113.4454	ZFP37|7539	81.0928
ZFP3|124961	258.4034	ZFP3|124961	231.5698
ZFP41|286128	574.8599	ZFP41|286128	234.3886
ZFP62|643836	1041.3165	ZFP62|643836	359.9306
ZFP64|55734	512.605	ZFP64|55734	326.1058
ZFP82|284406	180.6723	ZFP82|284406	97.1379
ZFP90|146198	955.1821	ZFP90|146198	787.0772
ZFP91|80829	2620.4657	ZFP91|80829	3023.4172
lowly_expressed	lowly_expressed	ZFP92|139735	16.9124
ZFPL1|7542	330.1821	ZFPL1|7542	508.673
ZFPM1|161882	64.4258	ZFPM1|161882	40.3296
ZFPM2|23414	74.2297	ZFPM2|23414	663.9202
ZFR|51663	2371.1485	ZFR|51663	2859.9306
ZFX|7543	818.2773	ZFX|7543	839.9827
ZFYVE16|9765	1587.535	ZFYVE16|9765	1019.948
ZFYVE19|84936	431.7227	ZFYVE19|84936	330.876
ZFYVE1|53349	612.395	ZFYVE1|53349	1140.503
ZFYVE20|64145	968.8375	ZFYVE20|64145	1507.3721
ZFYVE21|79038	571.0784	ZFYVE21|79038	1331.7433
ZFYVE26|23503	1046.9188	ZFYVE26|23503	1381.6132
ZFYVE27|118813	606.7927	ZFYVE27|118813	444.9263
ZFYVE28|57732	72.8291	ZFYVE28|57732	251.9514
ZFYVE9|9372	593.8375	ZFYVE9|9372	1225.4987
ZFY|7544	422.2689	ZFY|7544	368.17
ZG16B|124220	313.3754	ZG16B|124220	6.0711
ZGLP1|100125288	46.8137	ZGLP1|100125288	11.6132
ZGPAT|84619	315.3571	ZGPAT|84619	358.7511
ZHX1|11244	1184.1352	ZHX1|11244	2042.8881
ZHX2|22882	2578.0812	ZHX2|22882	1001.301
ZHX3|23051	1268.9076	ZHX3|23051	2312.6626
ZIC2|7546	38.1653	lowly_expressed	lowly_expressed
ZIK1|284307	12.9552	ZIK1|284307	60.2775
ZKSCAN1|7586	1736.3445	ZKSCAN1|7586	1261.4918
ZKSCAN2|342357	268.5574	ZKSCAN2|342357	173.8942
ZKSCAN3|80317	81.5826	ZKSCAN3|80317	82.8274
ZKSCAN4|387032	118.6975	ZKSCAN4|387032	101.0408
ZKSCAN5|23660	641.1064	ZKSCAN5|23660	333.0442
ZMAT1|84460	391.4566	ZMAT1|84460	424.111
ZMAT2|153527	1348.7395	ZMAT2|153527	1583.2611
ZMAT3|64393	102.59100000000001	ZMAT3|64393	196.4441
ZMAT4|79698	292.0168	lowly_expressed	lowly_expressed
ZMAT5|55954	212.5525	ZMAT5|55954	252.9748
ZMIZ1|57178	3422.619	ZMIZ1|57178	5552.9055
ZMIZ2|83637	3610.6443	ZMIZ2|83637	1505.6375
ZMPSTE24|10269	3147.7591	ZMPSTE24|10269	1451.431
ZMYM1|79830	463.5854	ZMYM1|79830	263.66
ZMYM2|7750	1693.2773	ZMYM2|7750	1616.2186
ZMYM3|9203	1581.5826	ZMYM3|9203	862.9662
ZMYM4|9202	2582.9832	ZMYM4|9202	1544.6661
ZMYM5|9205	223.3894	ZMYM5|9205	335.6461
ZMYM6|9204	488.4804	ZMYM6|9204	393.8552
ZMYND10|51364	226.8908	ZMYND10|51364	5.2038
ZMYND11|10771	2359.944	ZMYND11|10771	3053.3391
ZMYND12|84217	69.6779	ZMYND12|84217	39.0286
ZMYND15|84225	15.7563	ZMYND15|84225	32.9575
ZMYND17|118490	36.7647	ZMYND17|118490	78.9245
ZMYND19|116225	295.1681	ZMYND19|116225	126.6262
ZMYND8|23613	1411.7647	ZMYND8|23613	704.2498
ZNF100|163227	418.0672	ZNF100|163227	176.0624
ZNF101|94039	126.0504	ZNF101|94039	68.5169
ZNF107|51427	2282.9132	ZNF107|51427	149.6097
ZNF10|7556	51.8207	ZNF10|7556	122.7233
lowly_expressed	lowly_expressed	ZNF114|163071	23.4172
ZNF117|51351	971.2710000000001	ZNF117|51351	2503.8508
ZNF121|7675	176.1204	ZNF121|7675	54.6401
ZNF124|7678	117.6471	ZNF124|7678	29.4883
ZNF12|7559	875.3501	ZNF12|7559	555.0737
ZNF131|7690	634.8039	ZNF131|7690	374.6748
ZNF132|7691	63.0252	ZNF132|7691	163.4866
ZNF133|7692	332.9832	ZNF133|7692	353.8595
ZNF134|7693	334.1001	ZNF134|7693	241.1015
ZNF135|7694	212.535	ZNF135|7694	190.3729
ZNF136|7695	467.7871	ZNF136|7695	193.4085
ZNF137|7696	130.2521	ZNF137|7696	55.941
ZNF138|7697	622.8992	ZNF138|7697	138.7684
ZNF140|7699	383.4034	ZNF140|7699	284.4753
ZNF141|7700	94.88799999999999	ZNF141|7700	55.0737
ZNF142|7701	777.6261	ZNF142|7701	651.3443
ZNF143|7702	407.2129	ZNF143|7702	381.6132
ZNF146|7705	3851.5406	ZNF146|7705	1382.9141
ZNF148|7707	1536.7647	ZNF148|7707	1156.9818
ZNF14|7561	159.6639	ZNF14|7561	145.7069
ZNF154|7710	12.2549	ZNF154|7710	54.6401
ZNF155|7711	212.0308	ZNF155|7711	132.3851
ZNF160|90338	686.2745	ZNF160|90338	833.4779
ZNF165|7718	281.5686	ZNF165|7718	15.1778
ZNF167|55888	97.3389	ZNF167|55888	106.2446
ZNF169|169841	82.2829	ZNF169|169841	48.1353
ZNF16|7564	497.1989	ZNF16|7564	171.7259
ZNF174|7727	230.3922	ZNF174|7727	231.1362
ZNF175|7728	230.042	ZNF175|7728	190.8066
ZNF177|7730	146.2395	ZNF177|7730	69.1847
ZNF17|7565	182.7731	ZNF17|7565	161.752
ZNF180|7733	267.507	ZNF180|7733	150.9107
ZNF181|339318	292.3669	ZNF181|339318	230.7025
ZNF182|7569	317.1113	ZNF182|7569	225.7979
ZNF184|7738	351.8908	ZNF184|7738	155.2472
ZNF185|7739	624.2997	ZNF185|7739	222.4631
ZNF187|7741	261.5546	ZNF187|7741	370.3382
ZNF189|7743	383.0532	ZNF189|7743	525.5854
ZNF18|7566	102.9412	ZNF18|7566	225.4987
ZNF192|7745	545.8683	ZNF192|7745	554.6401
ZNF193|7746	258.4034	ZNF193|7746	113.6167
ZNF195|7748	365.8964	ZNF195|7748	173.8942
ZNF197|10168	679.972	ZNF197|10168	437.1206
ZNF19|7567	138.1758	ZNF19|7567	53.2567
ZNF200|7752	236.6947	ZNF200|7752	154.3799
ZNF202|7753	234.94400000000002	ZNF202|7753	188.6383
ZNF204P|7754	127.8011	ZNF204P|7754	196.0104
ZNF205|7755	187.5665	ZNF205|7755	175.7806
ZNF207|7756	3297.619	ZNF207|7756	2230.7025
ZNF208|7757	7.3529	ZNF208|7757	75.0217
ZNF20|7568	217.8606	ZNF20|7568	88.595
ZNF211|10520	145.9419	ZNF211|10520	192.5499
ZNF212|7988	434.5238	ZNF212|7988	245.8803
ZNF213|7760	581.2325	ZNF213|7760	476.1492
ZNF214|7761	120.098	ZNF214|7761	45.0997
ZNF215|7762	9.8039	ZNF215|7762	23.8508
ZNF217|7764	3923.3193	ZNF217|7764	1223.3304
ZNF219|51222	125.7003	ZNF219|51222	1611.0147
ZNF221|7638	69.6779	ZNF221|7638	41.6305
ZNF222|7673	89.986	ZNF222|7673	60.2212
ZNF223|7766	154.7619	ZNF223|7766	66.0755
ZNF224|7767	301.9398	ZNF224|7767	221.2966
ZNF225|7768	169.8179	ZNF225|7768	82.3938
ZNF226|7769	408.2633	ZNF226|7769	249.7832
ZNF227|7770	400.9069	ZNF227|7770	266.6392
ZNF229|7772	11.9048	ZNF229|7772	86.7303
ZNF22|7570	452.3179	ZNF22|7570	717.2246
ZNF230|7773	186.9748	ZNF230|7773	94.9696
ZNF232|7775	176.4706	ZNF232|7775	115.3513
ZNF233|353355	15.056	ZNF233|353355	12.5759
ZNF234|10780	328.7815	ZNF234|10780	206.8517
ZNF235|9310	134.8074	ZNF235|9310	85.9193
ZNF236|7776	645.6583	ZNF236|7776	354.2931
ZNF238|10472	2072.479	ZNF238|10472	487.8578
ZNF239|8187	294.8179	ZNF239|8187	54.2064
ZNF23|7571	282.3424	ZNF23|7571	274.5837
ZNF248|57209	213.5854	ZNF248|57209	348.222
ZNF24|7572	4390.7563	ZNF24|7572	1884.2151
ZNF250|58500	660.8999	ZNF250|58500	147.8925
ZNF251|90987	695.028	ZNF251|90987	352.1249
ZNF252|286101	1836.1345	ZNF252|286101	671.2923
ZNF253|56242	374.2997	ZNF253|56242	163.0529
ZNF254|9534	617.0798	ZNF254|9534	205.9844
ZNF256|10172	162.8151	ZNF256|10172	92.3677
ZNF257|113835	91.3866	ZNF257|113835	21.2489
ZNF259|8882	392.1569	ZNF259|8882	558.9766
ZNF25|219749	278.7115	ZNF25|219749	855.1605
ZNF260|339324	1113.7955	ZNF260|339324	357.3287
ZNF263|10127	845.5287	ZNF263|10127	579.2324
ZNF264|9422	1034.3137	ZNF264|9422	668.6904
ZNF266|10781	697.4789999999999	ZNF266|10781	477.4501
ZNF267|10308	300.7703	ZNF267|10308	199.046
ZNF268|10795	158.6134	ZNF268|10795	375.1084
ZNF26|7574	285.014	ZNF26|7574	117.5195
ZNF271|10778	1182.423	ZNF271|10778	857.3287
ZNF273|10793	502.8011	ZNF273|10793	75.889
ZNF274|10782	503.8515	ZNF274|10782	421.5091
ZNF275|10838	672.2689	ZNF275|10838	1128.7944
ZNF276|92822	387.0413	ZNF276|92822	344.0373
ZNF277|11179	475.1401	ZNF277|11179	389.4189
ZNF280B|140883	24.5098	ZNF280B|140883	20.8153
ZNF280C|55609	125.3501	ZNF280C|55609	69.3842
ZNF280D|54816	707.8922	ZNF280D|54816	980.438
ZNF281|23528	1571.0784	ZNF281|23528	349.523
ZNF282|8427	783.9636	ZNF282|8427	473.1136
ZNF283|284349	83.6835	ZNF283|284349	56.3747
ZNF284|342909	102.59100000000001	ZNF284|342909	33.7207
lowly_expressed	lowly_expressed	ZNF285|26974	73.2871
ZNF286A|57335	176.1204	ZNF286A|57335	176.0624
ZNF286B|729288	11.5546	ZNF286B|729288	17.7797
