gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
TUBB1|81027	18.9076	TUBB1|81027	26.8864
TUBB2A|7280	608.8936	TUBB2A|7280	2821.7693
TUBB2B|347733	20.3081	TUBB2B|347733	166.0841
TUBB2C|10383	9185.2241	TUBB2C|10383	3291.4137
TUBB3|10381	706.7647	TUBB3|10381	85.2038
TUBB4|10382	31.5126	TUBB4|10382	85.863
TUBB6|84617	503.1548	TUBB6|84617	4755.1301
TUBB8|347688	12.2549	lowly_expressed	lowly_expressed
TUBBP5|643224	56.7227	lowly_expressed	lowly_expressed
TUBB|203068	21071.4286	TUBB|203068	11263.2264
TUBD1|51174	365.1961	TUBD1|51174	179.5317
TUBE1|51175	145.3081	TUBE1|51175	261.9254
TUBG1|7283	1237.395	TUBG1|7283	601.0408
TUBG2|27175	110.9944	TUBG2|27175	427.5802
TUBGCP2|10844	1610.0279999999998	TUBGCP2|10844	1320.9367
TUBGCP3|10426	251.7507	TUBGCP3|10426	623.1569999999999
TUBGCP4|27229	647.0588	TUBGCP4|27229	304.4232
TUBGCP5|114791	461.1345	TUBGCP5|114791	450.5637
TUBGCP6|85378	907.9132	TUBGCP6|85378	1029.4883
TUB|7275	67.2269	TUB|7275	434.085
TUFM|7284	2682.7731	TUFM|7284	2514.3105
TUFT1|7286	1470.5882	TUFT1|7286	283.1743
TUG1|55000	6143.9076	TUG1|55000	3366.4354
TULP3|7289	682.0728	TULP3|7289	814.3972
TULP4|56995	2002.8011	TULP4|56995	1169.124
TUSC1|286319	345.2381	TUSC1|286319	298.7858
TUSC2|11334	432.7731	TUSC2|11334	554.6401
TUSC3|7991	782.9132	TUSC3|7991	404.1631
lowly_expressed	lowly_expressed	TUSC5|286753	18979.1847
TUT1|64852	676.1204	TUT1|64852	501.7346
TWF1|5756	2744.7479	TWF1|5756	1316.1318
TWF2|11344	560.9139	TWF2|11344	1181.1275
TWIST1|7291	89.2857	TWIST1|7291	509.5403
TWIST2|117581	10.5042	TWIST2|117581	321.7693
TWISTNB|221830	755.9524	TWISTNB|221830	362.9662
TWSG1|57045	1049.7199	TWSG1|57045	785.3426
lowly_expressed	lowly_expressed	TXK|7294	7.3721
TXLNA|200081	2592.437	TXLNA|200081	1663.4866
TXLNB|167838	424.0196	TXLNB|167838	74.1544
TXLNG|55787	358.1933	TXLNG|55787	375.1084
TXN2|25828	976.8908	TXN2|25828	1374.6748
TXNDC11|51061	688.7255	TXNDC11|51061	848.6557
TXNDC12|51060	963.5854	TXNDC12|51060	1029.4883
TXNDC15|79770	794.1176	TXNDC15|79770	1391.5872
TXNDC16|57544	843.4874	TXNDC16|57544	435.8196
TXNDC17|84817	242.8746	TXNDC17|84817	312.9315
TXNDC2|84203	11.2045	lowly_expressed	lowly_expressed
TXNDC5|81567	3418.3789	TXNDC5|81567	4701.1622
TXNDC6|347736	7.3529	lowly_expressed	lowly_expressed
TXNDC9|10190	565.4762	TXNDC9|10190	413.7034
TXNIP|10628	2730.3922	TXNIP|10628	63187.3374
TXNL1|9352	1635.1541	TXNL1|9352	970.5117
TXNL4A|10907	1011.5546	TXNL4A|10907	643.5386
TXNL4B|54957	214.986	TXNL4B|54957	163.0529
TXNRD1|7296	1706.2325	TXNRD1|7296	2114.0503
TXNRD2|10587	235.6443	TXNRD2|10587	307.8925
TXNRD3IT1|645840	163.1653	TXNRD3IT1|645840	300.954
TXN|7295	2171.5686	TXN|7295	1161.3183
TYK2|7297	1918.7675	TYK2|7297	1083.6947
TYMP|1890	2516.8067	TYMP|1890	756.7216
TYMS|7298	1562.1884	TYMS|7298	83.1093
TYRO3|7301	136.2045	TYRO3|7301	3147.8751
TYROBP|7305	367.9972	TYROBP|7305	837.8144
TYSND1|219743	484.5938	TYSND1|219743	577.1899
TYW1B|441250	85.7843	TYW1B|441250	56.3747
TYW1|55253	864.8459	TYW1|55253	500.0
TYW3|127253	554.4923	TYW3|127253	661.1969
U2AF1L4|199746	99.9055	U2AF1L4|199746	114.4493
U2AF1|7307	896.3585	U2AF1|7307	885.0824
U2AF2|11338	3639.3557	U2AF2|11338	1711.6219
UACA|55075	1426.8207	UACA|55075	3061.5785
UAP1L1|91373	526.6106	UAP1L1|91373	401.5611
UAP1|6675	1901.9608	UAP1|6675	2277.9705
UBA1|7317	5561.6246	UBA1|7317	6267.9965
UBA2|10054	3400.2101	UBA2|10054	3946.6609
UBA3|9039	1125.3501	UBA3|9039	858.196
UBA52|7311	6736.6947	UBA52|7311	6902.8621
UBA5|79876	828.4314	UBA5|79876	744.1891
UBA6|55236	1202.381	UBA6|55236	663.4866
UBA7|7318	1035.7143	UBA7|7318	931.9167
UBAC1|10422	608.5434	UBAC1|10422	630.0954
UBAC2|337867	591.7367	UBAC2|337867	1013.2827
UBAP1|51271	1210.0839999999998	UBAP1|51271	1712.4892
UBAP2L|9898	4743.6975	UBAP2L|9898	2455.7676
UBAP2|55833	1188.3754	UBAP2|55833	801.8213
UBASH3A|53347	21.0084	lowly_expressed	lowly_expressed
UBASH3B|84959	58.1232	UBASH3B|84959	57.6756
UBB|7314	5310.2241	UBB|7314	11654.8135
UBC|7316	30216.3866	UBC|7316	36353.8595
UBD|10537	1625.0	UBD|10537	43.7988
UBE2A|7319	1740.1961	UBE2A|7319	1393.3218
UBE2B|7320	940.1261	UBE2B|7320	1088.8985
UBE2CBP|90025	57.423	UBE2CBP|90025	45.0997
UBE2C|11065	1009.4538	UBE2C|11065	24.2845
UBE2D1|7321	444.6779	UBE2D1|7321	286.2099
UBE2D2|7322	1704.1317	UBE2D2|7322	1156.9818
UBE2D3|7323	4558.1232	UBE2D3|7323	4766.2619
UBE2D4|51619	334.1947	UBE2D4|51619	745.5551
UBE2E1|7324	1054.972	UBE2E1|7324	1044.6661
UBE2E2|7325	95.2381	UBE2E2|7325	679.5317
UBE2E3|10477	811.2745	UBE2E3|10477	1108.8465
UBE2F|140739	456.3971	UBE2F|140739	528.4735
UBE2G1|7326	1349.0896	UBE2G1|7326	1067.2160000000001
UBE2G2|7327	1341.3866	UBE2G2|7327	1914.1370000000002
UBE2H|7328	2947.1289	UBE2H|7328	2363.8335
UBE2I|7329	1565.1261	UBE2I|7329	1121.856
UBE2J1|51465	1460.7843	UBE2J1|51465	1397.6583
UBE2J2|118424	420.1681	UBE2J2|118424	589.3322
UBE2K|3093	3039.2157	UBE2K|3093	1484.8222
UBE2L3|7332	1830.1821	UBE2L3|7332	2134.8656
UBE2L6|9246	2060.9244	UBE2L6|9246	934.9523
UBE2MP1|606551	77.7311	UBE2MP1|606551	50.7372
UBE2M|9040	882.7031	UBE2M|9040	654.3799
UBE2NL|389898	9.8039	lowly_expressed	lowly_expressed
UBE2N|7334	2200.6303	UBE2N|7334	1192.1075
UBE2O|63893	650.2101	UBE2O|63893	594.536
UBE2Q1|55585	1771.7087	UBE2Q1|55585	1441.0234
UBE2Q2P1|388165	11.5546	UBE2Q2P1|388165	48.568999999999996
UBE2Q2|92912	1359.5938	UBE2Q2|92912	1145.2732
UBE2QL1|134111	46.9188	UBE2QL1|134111	91.0668
UBE2R2|54926	2445.7283	UBE2R2|54926	1930.6158
UBE2S|27338	969.888	UBE2S|27338	60.2775
UBE2T|29089	1110.2941	UBE2T|29089	34.2585
UBE2V1|7335	2907.563	UBE2V1|7335	2804.046
UBE2V2|7336	870.0980000000001	UBE2V2|7336	819.6010000000001
UBE2W|55284	1234.2437	UBE2W|55284	585.863
UBE2Z|65264	3928.9216	UBE2Z|65264	1867.3027
UBE3A|7337	2422.2689	UBE3A|7337	1588.0312
UBE3B|89910	2175.07	UBE3B|89910	1543.7988
UBE3C|9690	3244.7479	UBE3C|9690	2610.5811
UBE4A|9354	1405.8123	UBE4A|9354	2128.7944
UBE4B|10277	861.3445	UBE4B|10277	1728.5343
UBFD1|56061	1919.4678	UBFD1|56061	1290.1127
UBIAD1|29914	532.563	UBIAD1|29914	379.8786
UBL3|5412	846.6387	UBL3|5412	1995.2298
UBL4A|8266	1299.7199	UBL4A|8266	906.3313
UBL4B|164153	8.7535	lowly_expressed	lowly_expressed
UBL5|59286	1570.0279999999998	UBL5|59286	1322.2029
UBL7|84993	632.7031	UBL7|84993	727.6669999999999
UBLCP1|134510	383.0532	UBLCP1|134510	517.7797
UBN1|29855	2365.5462	UBN1|29855	1636.1665
UBN2|254048	1442.2269	UBN2|254048	715.0911
UBOX5|22888	377.0798	UBOX5|22888	385.4987
UBP1|7342	2488.4454	UBP1|7342	1423.6774
UBQLN1|29979	3653.3613	UBQLN1|29979	3042.4978
UBQLN2|29978	1365.8964	UBQLN2|29978	1088.8985
UBQLN4|56893	2331.2325	UBQLN4|56893	986.1232
UBQLNL|143630	21.7087	UBQLNL|143630	16.4788
UBR1|197131	1006.3025	UBR1|197131	1349.9566
UBR2|23304	888.3053	UBR2|23304	1202.5152
UBR3|130507	1352.5910000000001	UBR3|130507	2430.1821
UBR4|23352	3900.9104	UBR4|23352	5572.4198
UBR5|51366	5157.9132	UBR5|51366	3679.5317
UBR7|55148	1433.8235	UBR7|55148	889.4189
UBTD1|80019	150.5602	UBTD1|80019	280.5724
UBTD2|92181	1152.3109	UBTD2|92181	804.4232
UBTF|7343	4320.028	UBTF|7343	2483.5212
UBXN10|127733	169.8179	UBXN10|127733	61.1448
UBXN11|91544	384.8039	UBXN11|91544	228.9679
UBXN1|51035	1493.3473	UBXN1|51035	1800.5204
UBXN2A|165324	338.9356	UBXN2A|165324	419.7745
UBXN2B|137886	1717.7871	UBXN2B|137886	460.1041
UBXN4|23190	3741.2465	UBXN4|23190	2565.915
UBXN6|80700	1268.2073	UBXN6|80700	2104.0763
UBXN7|26043	486.6947	UBXN7|26043	620.9887
UBXN8|7993	86.8347	UBXN8|7993	245.4467
UCA1|652995	9.4538	lowly_expressed	lowly_expressed
UCHL1|7345	64.0756	UCHL1|7345	990.4597
UCHL3|7347	66.8768	UCHL3|7347	294.4493
UCHL5|51377	539.1527	UCHL5|51377	416.9991
UCK1|83549	613.4454	UCK1|83549	827.4068
UCK2|7371	446.0784	UCK2|7371	143.5386
UCKL1AS|100113386	15.4692	UCKL1AS|100113386	10.450999999999999
UCKL1|54963	496.131	UCKL1|54963	392.4371
UCN|7349	5.2521	lowly_expressed	lowly_expressed
UCP2|7351	4692.9272	UCP2|7351	4054.2064
UCP3|7352	64.0756	UCP3|7352	15.1778
UEVLD|55293	456.5826	UEVLD|55293	369.0373
UFC1|51506	1721.9888	UFC1|51506	1532.5239
UFD1L|7353	1002.444	UFD1L|7353	859.0633
UFM1|51569	718.8375	UFM1|51569	1589.7658
UFSP1|402682	23.1092	UFSP1|402682	13.0095
UFSP2|55325	425.7143	UFSP2|55325	963.0356
UGCG|7357	1676.1204	UGCG|7357	362.9662
UGDH|7358	3542.3669	UGDH|7358	823.0703
UGGT1|56886	2781.5126	UGGT1|56886	2090.6331
UGGT2|55757	246.8487	UGGT2|55757	446.6609
UGP2|7360	1914.2157	UGP2|7360	11821.3356
UGT3A2|167127	9.1036	lowly_expressed	lowly_expressed
UGT8|7368	315.4762	UGT8|7368	5.2038
UHMK1|127933	1635.1541	UHMK1|127933	960.5377
UHRF1BP1L|23074	1504.5518	UHRF1BP1L|23074	808.3261
UHRF1BP1|54887	1441.5266	UHRF1BP1|54887	1006.0711
UHRF1|29128	1988.4454	UHRF1|29128	29.9219
UHRF2|115426	986.3445	UHRF2|115426	781.8734
UIMC1|51720	401.2605	UIMC1|51720	423.6774
ULBP1|80329	15.056	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ULBP2|80328	13.4432
lowly_expressed	lowly_expressed	ULBP3|79465	10.8413
ULK1|8408	1872.549	ULK1|8408	1406.3313
ULK2|9706	1718.8375	ULK2|9706	1261.4918
ULK3|25989	846.6387	ULK3|25989	359.9306
ULK4|54986	94.1877	ULK4|54986	94.1023
UMODL1|89766	11.5546	lowly_expressed	lowly_expressed
UMPS|7372	610.2941	UMPS|7372	408.4996
UNC119B|84747	633.0532	UNC119B|84747	1058.9766
UNC119|9094	586.1345	UNC119|9094	377.7103
UNC13B|10497	1509.8039	UNC13B|10497	2050.7372
lowly_expressed	lowly_expressed	UNC13C|440279	5.6375
UNC13D|201294	119.7479	UNC13D|201294	105.8109
UNC45A|55898	1642.1569	UNC45A|55898	2156.5481
UNC50|25972	439.7759	UNC50|25972	593.6687
UNC5A|90249	19.958	lowly_expressed	lowly_expressed
UNC5B|219699	1197.8291	UNC5B|219699	848.222
UNC5CL|222643	80.6303	UNC5CL|222643	8.248
UNC5C|8633	67.2269	UNC5C|8633	43.7988
UNC93B1|81622	718.1373	UNC93B1|81622	374.6748
UNG|7374	1832.6331	UNG|7374	715.0911
UNKL|64718	310.2311	UNKL|64718	541.1969
UNK|85451	485.9944	UNK|85451	493.4952
UPB1|51733	5.2521	UPB1|51733	5.2038
UPF0639|400224	10.5042	lowly_expressed	lowly_expressed
UPF1|5976	3420.8683	UPF1|5976	2344.3192
UPF2|26019	1419.4678	UPF2|26019	1071.5525
UPF3A|65110	239.1457	UPF3A|65110	754.1197
UPF3B|65109	252.451	UPF3B|65109	222.4631
UPK3BL|100134938	70.4202	UPK3BL|100134938	140.9757
lowly_expressed	lowly_expressed	UPK3B|80761	9.974
UPP1|7378	90.3361	UPP1|7378	231.1362
UPRT|139596	249.2997	UPRT|139596	222.4631
UQCC|55245	768.2073	UQCC|55245	747.1813
UQCR10|29796	821.4286	UQCR10|29796	932.3504
UQCR11|10975	1007.0028	UQCR11|10975	1063.7467
UQCRB|7381	2755.6022	UQCRB|7381	2700.3469
UQCRC1|7384	2009.1036	UQCRC1|7384	2141.3703
UQCRC2|7385	1755.2521	UQCRC2|7385	4123.157
UQCRFS1|7386	1682.7731	UQCRFS1|7386	1649.6097
UQCRHL|440567	263.3053	UQCRHL|440567	228.1006
UQCRH|7388	1059.8739	UQCRH|7388	1090.1995
UQCRQ|27089	1016.4566	UQCRQ|27089	1297.0512
URB1|9875	925.07	URB1|9875	888.0486
URB2|9816	1018.9076	URB2|9816	251.9514
URGCP|55665	923.6695	URGCP|55665	1068.9506
URM1|81605	537.8151	URM1|81605	913.2697
UROD|7389	948.5294	UROD|7389	1908.4996
UROS|7390	646.7087	UROS|7390	522.1162
USE1|55850	245.4482	USE1|55850	371.2056
USF1|7391	822.1289	USF1|7391	819.6010000000001
USF2|7392	2313.3754	USF2|7392	2733.7381
USH2A|7399	5.9524	lowly_expressed	lowly_expressed
USHBP1|83878	7.0028	USHBP1|83878	380.3122
USMG5|84833	454.4818	USMG5|84833	754.1197
USO1|8615	2259.8039	USO1|8615	2734.1717
USP10|9100	2019.9579999999999	USP10|9100	898.9592
USP11|8237	1112.395	USP11|8237	1041.1969
USP12|219333	340.3361	USP12|219333	580.2255
USP13|8975	879.9019999999999	USP13|8975	805.7242
USP14|9097	2543.0672	USP14|9097	1973.5473
USP15|9958	764.0056	USP15|9958	1026.4527
USP16|10600	1132.3529	USP16|10600	1199.046
USP18|11274	1044.4678	USP18|11274	491.327
USP19|10869	1428.9216	USP19|10869	1663.9202
USP1|7398	2506.3025	USP1|7398	818.3001
USP20|10868	607.493	USP20|10868	573.7207
USP21|27005	648.1092	USP21|27005	336.9471
USP22|23326	30151.6106	USP22|23326	4875.1084
USP24|23358	2488.7955	USP24|23358	2672.1596
USP25|29761	882.3529	USP25|29761	1855.5941
USP27X|389856	125.0	USP27X|389856	80.6592
USP28|57646	680.6723	USP28|57646	361.6652
USP2|9099	9.4538	USP2|9099	47.268
USP30|84749	480.7423	USP30|84749	575.889
USP31|57478	621.1485	USP31|57478	492.1943
USP32|84669	4921.9188	USP32|84669	1114.484
USP33|23032	1024.1597	USP33|23032	2344.7528
USP34|9736	3695.7283	USP34|9736	4327.4068
USP35|57558	305.3221	USP35|57558	179.5317
USP36|57602	1119.0476	USP36|57602	1046.8343
USP37|57695	1441.5266	USP37|57695	352.9922
USP38|84640	1424.0196	USP38|84640	674.7615
USP39|10713	1170.1681	USP39|10713	844.7528
USP3|9960	584.6464	USP3|9960	453.1526
USP40|55230	1125.0	USP40|55230	888.5516
USP42|84132	696.4286	USP42|84132	285.3426
USP43|124739	49.0196	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	USP44|84101	14.7441
USP45|85015	318.6275	USP45|85015	171.2923
USP46|64854	756.6527	USP46|64854	438.8552
USP47|55031	2059.8739	USP47|55031	2190.3729
USP48|84196	744.0476	USP48|84196	1271.0321
USP49|25862	29.4118	USP49|25862	21.2489
USP4|7375	1331.9328	USP4|7375	1666.0885
USP51|158880	38.5154	USP51|158880	47.7016
USP53|54532	770.6583	USP53|54532	1773.634
USP54|159195	1105.3922	USP54|159195	533.3912
USP5|8078	1740.5462	USP5|8078	1771.8994
USP6NL|9712	500.7003	USP6NL|9712	575.4553
USP6|9098	61.2745	USP6|9098	19.5143
USP7|7874	3019.958	USP7|7874	2601.0408
USP8|9101	1377.4089999999999	USP8|9101	1419.5620000000001
USP9X|8239	5264.3557	USP9X|8239	5428.8812
USP9Y|8287	850.4902	USP9Y|8287	696.0104
USPL1|10208	328.0812	USPL1|10208	479.1847
UST|10090	43.4174	UST|10090	528.621
UTP11L|51118	485.2941	UTP11L|51118	398.0919
UTP14A|10813	683.4734	UTP14A|10813	408.9332
UTP14C|9724	749.6499	UTP14C|9724	1452.2984
UTP15|84135	411.4146	UTP15|84135	264.5273
UTP18|51096	1737.7451	UTP18|51096	308.7598
UTP20|27340	1668.0672	UTP20|27340	785.3426
UTP23|84294	875.3501	UTP23|84294	415.0043
UTP3|57050	620.0980000000001	UTP3|57050	552.0382
UTP6|55813	585.0840000000001	UTP6|55813	618.3868
UTRN|7402	3020.6583	UTRN|7402	10245.013
UTY|7404	374.6499	UTY|7404	494.7962
UVRAG|7405	1440.8263	UVRAG|7405	2218.5603
UXS1|80146	588.2353	UXS1|80146	540.3296
UXT|8409	703.0952	UXT|8409	649.9913
VAC14|55697	1188.7255	VAC14|55697	1019.948
VAMP1|6843	175.7493	VAMP1|6843	97.1032
VAMP2|6844	488.7955	VAMP2|6844	2511.2749
VAMP3|9341	1103.9916	VAMP3|9341	4345.1865
VAMP4|8674	522.0588	VAMP4|8674	600.1735
VAMP5|10791	137.605	VAMP5|10791	892.8881
VAMP7|6845	1175.4202	VAMP7|6845	1392.8881
VAMP8|8673	1225.1401	VAMP8|8673	419.3408
VANGL1|81839	2362.0448	VANGL1|81839	729.4016
VANGL2|57216	754.5518	VANGL2|57216	88.8985
VAPA|9218	3826.3305	VAPA|9218	2544.6661
VAPB|9217	1336.8347	VAPB|9217	1183.0009
VARS2|57176	604.7479	VARS2|57176	407.9662
VARS|7407	1619.3978	VARS|7407	931.0494
VASH1|22846	401.6772	VASH1|22846	1298.131
VASH2|79805	457.9832	VASH2|79805	89.3322
VASN|114990	83.6835	VASN|114990	501.301
VASP|7408	1287.1148	VASP|7408	1075.889
VAT1L|57687	11.5546	VAT1L|57687	36.8604
VAT1|10493	3233.1933	VAT1|10493	10126.1925
VAV1|7409	95.2381	VAV1|7409	177.3634
VAV2|7410	1342.4370000000001	VAV2|7410	408.0659
VAV3|10451	2639.3557	VAV3|10451	109.2801
lowly_expressed	lowly_expressed	VAX2|25806	7.8057
VBP1|7411	1020.3081	VBP1|7411	718.5603
VCAM1|7412	915.2661	VCAM1|7412	1485.2559
VCAN|1462	5603.9916	VCAN|1462	5755.8543
VCL|7414	2062.3249	VCL|7414	6160.0173
VCPIP1|80124	1649.5098	VCPIP1|80124	734.6054
VCP|7415	5877.451	VCP|7415	7991.7606
VDAC1|7416	3494.7479	VDAC1|7416	2590.6331
VDAC2|7417	1106.4426	VDAC2|7417	1091.5004
VDAC3|7419	1606.0924	VDAC3|7419	1408.9332
VDR|7421	1152.6611	VDR|7421	110.5811
VEGFA|7422	897.7591	VEGFA|7422	1514.3105
VEGFB|7423	674.3697	VEGFB|7423	6625.7589
VEGFC|7424	112.395	VEGFC|7424	414.13699999999994
VENTX|27287	15.4062	VENTX|27287	32.0902
VEPH1|79674	40.9664	VEPH1|79674	16.0451
VEZF1|7716	3919.4678	VEZF1|7716	1301.3877
VEZT|55591	1834.0336	VEZT|55591	1054.2064
VGF|7425	9.4538	lowly_expressed	lowly_expressed
VGLL3|389136	86.1345	VGLL3|389136	2163.0529
VGLL4|9686	1446.0714	VGLL4|9686	1418.7034
VHL|7428	1101.1905	VHL|7428	673.8942
VILL|50853	69.6779	VILL|50853	182.5672
VIM|7431	7362.8922	VIM|7431	123753.686
VIPAR|63894	332.6331	VIPAR|63894	626.6262
VIPR1|7433	127.8011	VIPR1|7433	483.0876
lowly_expressed	lowly_expressed	VIPR2|7434	49.3105
lowly_expressed	lowly_expressed	VIP|7432	6.5048
lowly_expressed	lowly_expressed	VIT|5212	1259.3235
VKORC1L1|154807	2265.056	VKORC1L1|154807	10431.0494
VKORC1|79001	819.2297	VKORC1|79001	1179.4709
VLDLR|7436	302.52099999999996	VLDLR|7436	4009.974
VMA21|203547	1323.8796	VMA21|203547	740.6765
VMAC|400673	91.7367	VMAC|400673	71.9861
VMO1|284013	6.6527	VMO1|284013	10.8413
VN1R1|57191	14.3557	VN1R1|57191	5.6375
VNN1|8876	7.3529	VNN1|8876	137.9011
VNN2|8875	5.2521	VNN2|8875	11.2749
VOPP1|81552	1044.8179	VOPP1|81552	1039.0286
VPRBP|9730	1318.0077	VPRBP|9730	1061.0234
lowly_expressed	lowly_expressed	VPREB3|29802	5.6375
VPS11|55823	737.0448	VPS11|55823	1521.6826
VPS13A|23230	1404.4118	VPS13A|23230	953.1657
VPS13B|157680	2522.0588	VPS13B|157680	1508.2394
VPS13C|54832	2355.042	VPS13C|54832	3059.8439
VPS13D|55187	1608.1933	VPS13D|55187	3858.6297
VPS16|64601	1284.3137	VPS16|64601	743.2784
VPS18|57617	616.2465	VPS18|57617	774.0676
VPS24|51652	2814.7759	VPS24|51652	5382.0468
VPS25|84313	866.2465	VPS25|84313	668.6904
VPS26A|9559	1582.2829	VPS26A|9559	1584.1284
VPS26B|112936	1061.2745	VPS26B|112936	1619.2541
VPS28|51160	2113.4454	VPS28|51160	1303.5559
VPS29|51699	1101.5406	VPS29|51699	1211.1882
VPS33A|65082	651.4356	VPS33A|65082	577.0078
VPS33B|26276	254.90200000000002	VPS33B|26276	250.6505
VPS35|55737	3609.2437	VPS35|55737	2893.3218
VPS36|51028	433.1232	VPS36|51028	1241.1101
VPS37A|137492	1056.6352	VPS37A|137492	785.0954
VPS37B|79720	415.2661	VPS37B|79720	528.1873
VPS37C|55048	628.1513	VPS37C|55048	547.7016
VPS37D|155382	40.6162	VPS37D|155382	30.7892
VPS39|23339	2131.6527	VPS39|23339	2822.6366
VPS41|27072	1807.4229999999998	VPS41|27072	1562.8794
VPS45|11311	824.5798	VPS45|11311	1070.2515
VPS4A|27183	1936.6246	VPS4A|27183	2371.2056
VPS4B|9525	2012.9552	VPS4B|9525	1498.2654
VPS52|6293	1359.944	VPS52|6293	1194.7095
VPS53|55275	804.2717	VPS53|55275	1113.183
VPS54|51542	590.3361	VPS54|51542	780.1388
VPS72|6944	796.9188	VPS72|6944	660.0173
VPS8|23355	822.8291	VPS8|23355	948.3955
VRK1|7443	357.1429	VRK1|7443	178.2307
VRK2|7444	531.9048	VRK2|7444	394.8786
VRK3|51231	655.112	VRK3|51231	518.2134
VSIG10L|147645	42.7171	VSIG10L|147645	83.2611
VSIG10|54621	647.7591	VSIG10|54621	1072.4198
VSIG1|340547	5.9524	lowly_expressed	lowly_expressed
VSIG4|11326	196.4286	VSIG4|11326	1325.6722
VSNL1|7447	31.1625	lowly_expressed	lowly_expressed
VSTM2A|222008	6476.4216	VSTM2A|222008	69.046
lowly_expressed	lowly_expressed	VSTM2L|128434	16.0451
VTA1|51534	1052.1709	VTA1|51534	771.4657
VTCN1|79679	493.6975	VTCN1|79679	10.4076
VTI1A|143187	393.1338	VTI1A|143187	557.5629
VTI1B|10490	886.4706	VTI1B|10490	3001.9167
VWA1|64856	751.0504	VWA1|64856	935.8196
VWA2|340706	988.4454	VWA2|340706	51.6045
VWA5A|4013	78.7815	VWA5A|4013	960.5377
VWA5B1|127731	6.6527	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	VWCE|220001	60.7112
VWF|7450	1434.5238	VWF|7450	36830.4423
WAC|51322	3602.9412	WAC|51322	3334.7788
WAPAL|23063	2308.4734	WAPAL|23063	1244.1457
WARS2|10352	448.5294	WARS2|10352	294.6878
WARS|7453	1713.9356	WARS|7453	3236.34
WASF1|8936	435.9244	WASF1|8936	200.7806
WASF2|10163	2855.3922	WASF2|10163	8239.8092
WASF3|10810	30.8123	WASF3|10810	2242.4111
WASH2P|375260	255.2521	WASH2P|375260	277.9705
WASH3P|374666	261.9048	WASH3P|374666	310.0607
WASH5P|375690	152.3109	WASH5P|375690	96.7042
WASH7P|653635	932.423	WASH7P|653635	822.2029
WASL|8976	3096.2885	WASL|8976	1493.9289
WAS|7454	70.028	WAS|7454	130.0954
WBP11P1|441818	18.9076	WBP11P1|441818	6.5048
WBP11|51729	3247.8992	WBP11|51729	1661.7520000000002
WBP1|23559	1518.2948	WBP1|23559	1218.3651
WBP2NL|164684	10.5042	lowly_expressed	lowly_expressed
WBP2|23558	1122.1989	WBP2|23558	3203.8161
WBP4|11193	109.5938	WBP4|11193	527.32
WBP5|51186	199.2297	WBP5|51186	811.7953
WBSCR16|81554	695.3782	WBSCR16|81554	1131.3964
WBSCR17|64409	44.1176	WBSCR17|64409	79.7918
WBSCR22|114049	842.1709	WBSCR22|114049	711.1882
lowly_expressed	lowly_expressed	WBSCR26|171022	9.5403
WBSCR27|155368	15.4062	WBSCR27|155368	8.2394
WBSCR28|135886	5.2521	lowly_expressed	lowly_expressed
WDFY1|57590	1179.972	WDFY1|57590	1238.9419
WDFY2|115825	125.3501	WDFY2|115825	261.4918
WDFY3|23001	3128.8515	WDFY3|23001	2387.2507
WDFY4|57705	148.1092	WDFY4|57705	213.7901
WDHD1|11169	823.1793	WDHD1|11169	108.4128
WDR11|55717	1220.9384	WDR11|55717	1374.6748
WDR12|55759	562.3249	WDR12|55759	312.6626
WDR13|64743	858.8936	WDR13|64743	1535.1258
WDR17|116966	371.4986	WDR17|116966	19.948
WDR18|57418	509.4538	WDR18|57418	237.2073
WDR19|57728	632.0028	WDR19|57728	930.1821
WDR1|9948	5898.4594	WDR1|9948	3920.2082
WDR20|91833	575.6303	WDR20|91833	575.889
WDR24|84219	292.3669	WDR24|84219	222.4631
WDR25|79446	125.7003	WDR25|79446	160.8846
WDR26|80232	3963.9356	WDR26|80232	3375.9757
WDR27|253769	181.3725	WDR27|253769	137.0338
WDR31|114987	197.479	WDR31|114987	91.9341
WDR33|55339	1378.8515	WDR33|55339	1350.8239
WDR34|89891	1747.549	WDR34|89891	323.0703
WDR35|57539	982.8431	WDR35|57539	411.1015
WDR36|134430	961.4846	WDR36|134430	815.2645
WDR37|22884	341.7367	WDR37|22884	545.967
WDR3|10885	1225.1401	WDR3|10885	763.66
WDR41|55255	728.2913	WDR41|55255	655.2472
WDR43|23160	1050.7703	WDR43|23160	665.2212
WDR44|54521	473.7395	WDR44|54521	510.8413
WDR45L|56270	1675.4202	WDR45L|56270	1728.1006
WDR45|11152	664.923	WDR45|11152	1059.085
WDR46|9277	721.6387	WDR46|9277	583.6947
WDR47|22911	391.4566	WDR47|22911	540.3296
WDR48|57599	1224.0896	WDR48|57599	1198.1787
WDR4|10785	156.1625	WDR4|10785	78.0572
WDR52|55779	376.4006	WDR52|55779	113.6167
WDR53|348793	129.2017	WDR53|348793	113.18299999999999
WDR54|84058	255.2521	WDR54|84058	75.4553
