gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
TM9SF4|9777	2165.3765	TM9SF4|9777	1475.7282
TMBIM1|64114	1718.5081	TMBIM1|64114	10646.0356
TMBIM4|51643	2212.4455	TMBIM4|51643	1702.7751
TMBIM6|7009	37225.1935	TMBIM6|7009	19491.5049
removed	removed	TMC1|117531	6.068
removed	removed	TMC2|117532	18.6084
TMC4|147798	1210.0633	TMC4|147798	182.0388
TMC5|79838	253.6946	TMC5|79838	212.3786
TMC6|11322	832.1605	TMC6|11322	355.5825
TMC7|79905	67.2062	TMC7|79905	138.3495
TMC8|147138	102.0408	TMC8|147138	155.3398
TMCC1|23023	1533.4272	TMCC1|23023	1251.2136
TMCC2|9911	14.7783	TMCC2|9911	74.8382
TMCC3|57458	83.39200000000001	TMCC3|57458	829.6926
TMCO1|54499	6002.1112	TMCO1|54499	1832.1197
TMCO3|55002	2784.6587	TMCO3|55002	1224.9191
TMCO4|255104	1362.069	TMCO4|255104	465.6149
TMCO6|55374	152.3575	TMCO6|55374	156.1489
TMCO7|79613	223.4342	TMCO7|79613	417.0712
TMED10P1|286102	54.5391	TMED10P1|286102	69.1748
TMED10|10972	7265.658	TMED10|10972	8833.7379
TMED1|11018	491.2526	TMED1|11018	251.5696
TMED2|10959	13590.0774	TMED2|10959	6219.2557
TMED3|23423	2680.1548	TMED3|23423	601.1327
TMED4|222068	1380.7178	TMED4|222068	735.4369
TMED5|50999	1903.9268	TMED5|50999	2545.2994
TMED7-TICAM2|100302736	357.1147	TMED7-TICAM2|100302736	172.3139
TMED7|51014	4351.8297	TMED7|51014	2400.9183
TMED8|283578	513.019	TMED8|283578	475.3236
TMED9|54732	3205.4891	TMED9|54732	1849.9191
TMEFF1|8577	46.9564	TMEFF1|8577	56.1206
TMEM100|55273	27.0936	TMEM100|55273	607.2006
TMEM101|84336	1003.8705	TMEM101|84336	300.9709
TMEM102|284114	121.3934	TMEM102|284114	60.2751
TMEM104|54868	700.9148	TMEM104|54868	416.2621
TMEM106A|113277	106.9669	TMEM106A|113277	192.9612
TMEM106B|54664	3717.8044	TMEM106B|54664	1873.7864
TMEM106C|79022	4088.3181	TMEM106C|79022	676.3754
TMEM107|84314	47.8536	TMEM107|84314	214.8058
removed	removed	TMEM108|66000	44.9029
TMEM109|79073	834.2716	TMEM109|79073	3560.6796
TMEM110|375346	150.5982	TMEM110|375346	211.165
TMEM111|55831	1326.8825	TMEM111|55831	1737.055
TMEM115|11070	489.4441	TMEM115|11070	665.0485
TMEM116|89894	280.7882	TMEM116|89894	223.7055
TMEM117|84216	234.342	TMEM117|84216	161.8123
TMEM119|338773	472.5545	TMEM119|338773	955.0971
TMEM11|8834	191.4145	TMEM11|8834	369.3366
TMEM120A|83862	286.7699	TMEM120A|83862	554.6117
TMEM120B|144404	578.2829	TMEM120B|144404	535.5987
TMEM121|80757	78.8177	TMEM121|80757	11.3269
TMEM123|114908	3911.6819	TMEM123|114908	5025.0809
TMEM125|128218	1066.1506	TMEM125|128218	36.0032
TMEM126A|84233	280.7882	TMEM126A|84233	306.6343
TMEM126B|55863	619.2822	TMEM126B|55863	682.4434
TMEM127|55654	2568.6137	TMEM127|55654	2180.0162
TMEM128|85013	570.7248	TMEM128|85013	525.0809
TMEM129|92305	554.1872	TMEM129|92305	693.7702
TMEM130|222865	9.1485	TMEM130|222865	5.6634
TMEM131|23505	3185.7847	removed	removed
TMEM132A|54972	973.962	TMEM132A|54972	118.5275
TMEM132B|114795	6.3336	TMEM132B|114795	12.5405
TMEM132C|92293	10.5559	TMEM132C|92293	1619.3366
TMEM133|83935	19.7044	TMEM133|83935	180.0162
TMEM134|80194	390.2182	TMEM134|80194	145.6311
TMEM135|65084	485.5735	TMEM135|65084	1270.6311
TMEM136|219902	80.2252	TMEM136|219902	171.521
TMEM138|51524	285.3624	TMEM138|51524	479.3689
TMEM139|135932	5.278	TMEM139|135932	189.3204
TMEM140|55281	325.8128	TMEM140|55281	2153.572
TMEM141|85014	513.7227	TMEM141|85014	192.1521
TMEM143|55260	36.2421	TMEM143|55260	167.0712
TMEM144|55314	2061.9282	TMEM144|55314	379.4498
TMEM145|284339	40.1126	removed	removed
TMEM147|10430	371.9212	TMEM147|10430	664.2395
TMEM149|79713	36.4004	TMEM149|79713	65.6392
TMEM14A|28978	1458.1281	TMEM14A|28978	278.3172
TMEM14B|81853	681.5623	TMEM14B|81853	906.9579
TMEM14C|51522	1032.0197	TMEM14C|51522	1970.8738
TMEM150A|129303	312.1042	TMEM150A|129303	262.5405
removed	removed	TMEM150B|284417	27.9126
TMEM150C|441027	73.5398	TMEM150C|441027	326.4563
removed	removed	TMEM151B|441151	9.7128
TMEM154|201799	772.3434	TMEM154|201799	88.5922
TMEM155|132332	6.3336	TMEM155|132332	9.7087
TMEM156|80008	6.3336	TMEM156|80008	30.3398
TMEM158|25907	13.019	TMEM158|25907	41.2621
TMEM159|57146	1282.5475	TMEM159|57146	1023.8673
TMEM160|54958	12.3153	TMEM160|54958	29.1262
TMEM161A|54929	576.3547	TMEM161A|54929	198.6246
TMEM161B|153396	511.6115	TMEM161B|153396	161.0032
TMEM163|81615	22.1675	TMEM163|81615	30.3398
TMEM164|84187	315.2709	TMEM164|84187	693.3657
TMEM165|55858	1344.8276	TMEM165|55858	1027.9126
TMEM167A|153339	3584.4476	TMEM167A|153339	2859.6278
TMEM167B|56900	1182.9697	TMEM167B|56900	1979.7735
TMEM168|64418	881.4215	TMEM168|64418	941.3430000000001
TMEM169|92691	19.3526	TMEM169|92691	71.1974
TMEM170A|124491	349.4018	TMEM170A|124491	507.2816
TMEM170B|100113407	244.5461	TMEM170B|100113407	1036.8123
TMEM171|134285	27.7973	removed	removed
TMEM173|340061	643.2090000000001	TMEM173|340061	764.9676
TMEM175|84286	175.5806	TMEM175|84286	239.4822
TMEM176A|55365	59.4652	TMEM176A|55365	802.1845
TMEM176B|28959	149.5426	TMEM176B|28959	1721.6828
TMEM177|80775	192.4701	TMEM177|80775	66.343
TMEM178|130733	14.7783	TMEM178|130733	98.301
TMEM179B|374395	467.6284	TMEM179B|374395	627.0227
TMEM179|388021	11.2597	removed	removed
TMEM17|200728	79.1696	TMEM17|200728	96.2783
TMEM180|79847	299.0852	TMEM180|79847	68.3657
TMEM181|57583	3935.6087	TMEM181|57583	1735.4369
TMEM182|130827	532.7234	TMEM182|130827	113.6731
TMEM183A|92703	2916.9599	TMEM183A|92703	766.9903
TMEM184A|202915	564.4053	TMEM184A|202915	29.4862
TMEM184B|25829	1687.9134	TMEM184B|25829	1499.7128
TMEM184C|55751	1496.4814	TMEM184C|55751	806.6343
TMEM185A|84548	325.8269	TMEM185A|84548	603.9644
TMEM185B|79134	778.677	TMEM185B|79134	497.1683
TMEM186|25880	182.9697	TMEM186|25880	160.1942
TMEM187|8269	141.4497	TMEM187|8269	169.9029
TMEM188|255919	181.5623	TMEM188|255919	396.8447
TMEM189|387521	716.7488	TMEM189|387521	641.9903
TMEM18|129787	398.6629	TMEM18|129787	551.3714
TMEM191A|84222	12.3153	removed	removed
TMEM192|201931	846.235	TMEM192|201931	917.0712
TMEM194A|23306	714.9894	TMEM194A|23306	610.0324
TMEM194B|100131211	138.6348	TMEM194B|100131211	146.8447
removed	removed	TMEM195|392636	65.1294
TMEM198|130612	51.7241	TMEM198|130612	13.754000000000001
TMEM199|147007	962.7023	TMEM199|147007	312.7023
TMEM19|55266	1504.5742	TMEM19|55266	1020.2265
TMEM200A|114801	187.544	TMEM200A|114801	254.8544
TMEM200B|399474	48.7896	TMEM200B|399474	360.4733
removed	removed	TMEM200C|645369	8.0906
TMEM201|199953	263.8987	TMEM201|199953	187.2977
TMEM203|94107	448.2759	TMEM203|94107	595.4693
TMEM204|79652	93.5961	TMEM204|79652	288.0259
TMEM205|374882	1661.8578	TMEM205|374882	595.4693
TMEM206|55248	1267.4173	TMEM206|55248	118.5275
TMEM208|29100	271.2878	TMEM208|29100	247.1683
TMEM209|84928	1338.494	TMEM209|84928	473.301
TMEM20|159371	78.11399999999999	TMEM20|159371	157.3625
TMEM213|155006	22.8712	TMEM213|155006	111.6505
TMEM214|54867	2489.0922	TMEM214|54867	2445.7929
TMEM215|401498	14.0746	removed	removed
TMEM216|51259	107.3188	TMEM216|51259	168.6893
removed	removed	TMEM217|221468	5.712000000000001
TMEM218|219854	140.746	TMEM218|219854	393.2039
TMEM219|124446	1954.6094	TMEM219|124446	1270.6311
TMEM220|388335	11.9634	TMEM220|388335	313.1068
TMEM222|84065	248.4166	TMEM222|84065	470.0647
TMEM223|79064	120.3378	TMEM223|79064	133.8997
TMEM229B|161145	756.1576	TMEM229B|161145	100.3236
TMEM22|80723	30.6122	TMEM22|80723	391.5858
TMEM231|79583	178.392	TMEM231|79583	198.21200000000002
TMEM232|642987	10.9078	TMEM232|642987	17.3948
removed	removed	TMEM233|387890	7.2816
TMEM25|84866	379.3103	TMEM25|84866	261.3269
TMEM26|219623	145.95	TMEM26|219623	64.2354
TMEM27|57393	12.3153	TMEM27|57393	14.5631
TMEM2|23670	522.5194	TMEM2|23670	1728.9644
TMEM30A|55754	6159.0429	TMEM30A|55754	5386.7314
TMEM30B|161291	1632.3012	TMEM30B|161291	457.1197
TMEM33|55161	1889.5144	TMEM33|55161	1173.5437
TMEM35|59353	10.2041	TMEM35|59353	101.5372
TMEM37|140738	68.2618	TMEM37|140738	3076.4563
TMEM38A|79041	47.5018	TMEM38A|79041	28.7217
TMEM38B|55151	181.5623	TMEM38B|55151	116.5049
TMEM39A|55254	880.7178	TMEM39A|55254	609.2233
TMEM39B|55116	400.7741	TMEM39B|55116	205.5016
TMEM40|55287	78.4659	TMEM40|55287	8.0906
TMEM41A|90407	735.7495	TMEM41A|90407	538.835
TMEM41B|440026	878.9585	TMEM41B|440026	376.2136
TMEM42|131616	43.9831	TMEM42|131616	199.8382
TMEM43|79188	1487.3329	TMEM43|79188	6028.3172
TMEM44|93109	334.9754	TMEM44|93109	184.46599999999998
TMEM45A|55076	96.7628	TMEM45A|55076	330.0971
TMEM45B|120224	10.9078	TMEM45B|120224	18.6084
TMEM47|83604	311.4004	TMEM47|83604	2639.5631
TMEM48|55706	1647.7833	TMEM48|55706	361.246
TMEM49|81671	3190.3589	TMEM49|81671	1607.2006
TMEM50A|23585	2186.1365	TMEM50A|23585	2811.4887
TMEM50B|757	1363.1281	TMEM50B|757	1375.0
TMEM51|55092	515.1302	TMEM51|55092	94.6602
TMEM52|339456	21.1119	TMEM52|339456	7.2816
TMEM53|79639	101.7382	TMEM53|79639	157.8964
TMEM54|113452	612.5968	TMEM54|113452	413.4304
TMEM55A|55529	184.7291	TMEM55A|55529	542.4757
TMEM55B|90809	448.6277	TMEM55B|90809	409.7896
TMEM56|148534	211.8227	TMEM56|148534	762.1238
TMEM57|55219	1281.4919	TMEM57|55219	841.0194
TMEM59L|25789	6.3336	removed	removed
TMEM59|9528	14648.8388	TMEM59|9528	6678.8026
TMEM5|10329	747.7129	TMEM5|10329	286.8123
TMEM60|85025	96.7628	TMEM60|85025	300.1618
TMEM61|199964	13.3709	TMEM61|199964	11.7314
TMEM62|80021	735.7495	TMEM62|80021	429.6117
TMEM63A|9725	2953.9057	TMEM63A|9725	1104.3689
TMEM63B|55362	2955.3132	TMEM63B|55362	431.6343
TMEM63C|57156	18.297	TMEM63C|57156	23.4628
TMEM64|169200	1152.7094	TMEM64|169200	1222.0874
TMEM65|157378	566.5025	TMEM65|157378	357.2006
TMEM66|51669	3690.7108	TMEM66|51669	5680.4207
TMEM67|91147	443.3498	TMEM67|91147	230.178
TMEM68|137695	1127.3751	TMEM68|137695	304.2071
TMEM69|51249	435.9606	TMEM69|51249	440.534
TMEM70|54968	690.007	TMEM70|54968	417.0712
TMEM71|137835	6.3336	TMEM71|137835	84.9515
removed	removed	TMEM74|157753	13.3495
TMEM79|84283	197.3962	TMEM79|84283	79.6926
TMEM80|283232	330.4011	TMEM80|283232	233.0097
TMEM81|388730	56.6502	TMEM81|388730	37.2168
TMEM84|283673	165.7284	TMEM84|283673	13.754000000000001
TMEM85|51234	1168.8283	TMEM85|51234	1143.0825
TMEM86A|144110	437.5792	TMEM86A|144110	242.7144
TMEM86B|255043	8.7966	TMEM86B|255043	25.0809
TMEM87A|25963	4937.3681	TMEM87A|25963	2325.6472
TMEM87B|84910	2872.2729999999997	TMEM87B|84910	1055.8252
TMEM88|92162	14.7783	TMEM88|92162	87.3786
TMEM8A|58986	1638.6348	TMEM8A|58986	407.3625
TMEM8B|51754	334.9754	TMEM8B|51754	404.9353
removed	removed	TMEM90A|646658	8.4951
TMEM90B|79953	19.3526	TMEM90B|79953	42.8803
TMEM91|641649	26.7417	TMEM91|641649	89.8058
TMEM92|162461	8.7966	removed	removed
TMEM93|83460	131.6502	TMEM93|83460	111.5332
TMEM97|27346	1520.5243	TMEM97|27346	219.5793
TMEM98|26022	215.3413	TMEM98|26022	582.1197
TMEM99|147184	1037.2977	TMEM99|147184	188.9159
TMEM9B|56674	2099.2259	TMEM9B|56674	1216.4239
TMEM9|252839	3858.1985	TMEM9|252839	793.6893
TMF1|7110	1297.3258	TMF1|7110	1482.2006
removed	removed	TMIE|259236	11.3269
TMLHE|55217	142.1534	TMLHE|55217	298.5437
TMOD1|7111	41.0239	TMOD1|7111	990.0039999999999
TMOD2|29767	256.1576	TMOD2|29767	1485.8414
TMOD3|29766	2073.1879	TMOD3|29766	2158.5761
TMPO|7112	2266.0169	TMPO|7112	843.5922
TMPPE|643853	29.2048	TMPPE|643853	38.835
TMPRSS13|84000	628.4307	TMPRSS13|84000	63.5113
TMPRSS2|7113	802.2519	TMPRSS2|7113	292.8803
removed	removed	TMPRSS3|64699	88.9968
TMPRSS4|56649	184.7291	removed	removed
removed	removed	TMPRSS5|80975	5.6634
TMPRSS6|164656	467.2766	removed	removed
TMPRSS9|360200	15.1302	removed	removed
TMSB10|9168	8732.2308	TMSB10|9168	9115.6958
TMSB15A|11013	13.3709	TMSB15A|11013	8.0906
TMSB15B|286527	29.7431	TMSB15B|286527	27.9126
TMSL3|7117	3845.8832	TMSL3|7117	34676.3754
TMTC1|83857	322.6601	TMTC1|83857	5405.3398
TMTC2|160335	448.6277	TMTC2|160335	349.9191
TMTC3|160418	1182.266	TMTC3|160418	924.3528
TMTC4|84899	1835.6791	TMTC4|84899	250.0
TMUB1|83590	244.5461	TMUB1|83590	174.7573
TMUB2|79089	939.8311	TMUB2|79089	599.5146
TMX1|81542	1826.5306	TMX1|81542	1095.4693
TMX2|51075	1123.5046	TMX2|51075	1500.0
TMX3|54495	2251.9353	TMX3|54495	2026.2945
TMX4|56255	1198.4518	TMX4|56255	1425.9709
TNC|3371	1072.1323	TNC|3371	5530.3398
TNFAIP1|7126	1851.6151	TNFAIP1|7126	1383.6408
TNFAIP2|7127	717.8044	TNFAIP2|7127	1961.165
TNFAIP3|7128	217.1006	TNFAIP3|7128	570.7929
TNFAIP6|7130	127.3751	TNFAIP6|7130	153.3172
TNFAIP8L1|126282	124.5602	TNFAIP8L1|126282	120.9547
TNFAIP8L2|79626	19.3526	TNFAIP8L2|79626	131.877
TNFAIP8L3|388121	54.8909	TNFAIP8L3|388121	121.3592
TNFAIP8|25816	96.411	TNFAIP8|25816	1098.3010000000002
TNFRSF10A|8797	56.6502	TNFRSF10A|8797	86.165
TNFRSF10B|8795	360.6615	TNFRSF10B|8795	772.6537
TNFRSF10C|8794	39.056999999999995	TNFRSF10C|8794	50.5663
TNFRSF10D|8793	23.9268	TNFRSF10D|8793	244.3366
TNFRSF11A|8792	14.7783	TNFRSF11A|8792	111.6505
TNFRSF11B|4982	6.6854	TNFRSF11B|4982	201.4563
TNFRSF12A|51330	140.746	TNFRSF12A|51330	88.5922
TNFRSF14|8764	435.3695	TNFRSF14|8764	583.479
TNFRSF17|608	11.6115	TNFRSF17|608	38.835
TNFRSF18|8784	201.2667	TNFRSF18|8784	9.3042
TNFRSF19|55504	62.6319	TNFRSF19|55504	84.5469
TNFRSF1A|7132	1168.1914	TNFRSF1A|7132	2693.7702
TNFRSF1B|7133	220.6193	TNFRSF1B|7133	1986.6505
TNFRSF21|27242	597.8184	TNFRSF21|27242	2956.3107
TNFRSF25|8718	11.2597	TNFRSF25|8718	46.1165
TNFRSF4|7293	7.3892	TNFRSF4|7293	6.4725
TNFRSF6B|8771	8.2301	TNFRSF6B|8771	12.055
TNFRSF8|943	19.7044	TNFRSF8|943	86.165
TNFSF10|8743	8060.1689	TNFSF10|8743	3126.2136
TNFSF11|8600	16.1858	TNFSF11|8600	6.877000000000001
TNFSF12-TNFSF13|407977	15.4469	TNFSF12-TNFSF13|407977	167.7953
TNFSF12|8742	128.5222	TNFSF12|8742	923.2039
TNFSF13B|10673	17.5932	TNFSF13B|10673	95.0647
TNFSF13|8741	828.9338	TNFSF13|8741	424.37300000000005
removed	removed	TNFSF14|8740	5.2589
TNFSF15|9966	5.278	TNFSF15|9966	16.5858
TNFSF4|7292	84.0957	TNFSF4|7292	50.1618
TNFSF8|944	14.0746	TNFSF8|944	97.8964
TNFSF9|8744	27.7973	TNFSF9|8744	9.7087
TNF|7124	5.9817	TNF|7124	52.589
TNIK|23043	889.8663	TNIK|23043	190.9385
TNIP1|10318	2152.0056	TNIP1|10318	6727.7508
TNIP2|79155	289.5848	TNIP2|79155	461.165
TNK1|8711	167.4877	TNK1|8711	106.7961
TNK2|10188	425.3272	TNK2|10188	522.8762
TNKS1BP1|85456	5839.9015	TNKS1BP1|85456	5041.2621
TNKS2|80351	3244.8979999999997	TNKS2|80351	2532.7670000000003
TNKS|8658	1561.8297	TNKS|8658	2024.4620000000002
removed	removed	TNMD|64102	960.7605
removed	removed	TNNC2|7125	19.4175
TNNI1|7135	92.8923	TNNI1|7135	15.7767
removed	removed	TNNI2|7136	7.6861
TNNI3K|51086	463.1492	TNNI3K|51086	28.0461
TNNT1|7138	160.8023	removed	removed
TNNT2|7139	6.6854	removed	removed
TNNT3|7140	9.1485	TNNT3|7140	340.6149
TNN|63923	137.931	TNN|63923	862.4595
TNPO1|3842	5201.9704	TNPO1|3842	3967.6375
TNPO2|30000	2274.8065	TNPO2|30000	1728.5599
TNPO3|23534	1251.2315	TNPO3|23534	1261.7314
TNRC18|84629	3397.9592	TNRC18|84629	1590.6149
TNRC6A|27327	1820.1970000000001	TNRC6A|27327	2169.4984
TNRC6B|23112	1249.1203	TNRC6B|23112	1417.4757
TNRC6C|57690	1073.114	TNRC6C|57690	910.6796
TNS1|7145	2140.0422	TNS1|7145	50178.3981
TNS3|64759	4744.898	TNS3|64759	6333.7379
TNS4|84951	737.8607	TNS4|84951	462.3786
TNXB|7148	225.2533	TNXB|7148	21852.5243
TOB1|10140	4374.0324	TOB1|10140	1333.8066
TOB2|10766	1954.2576	TOB2|10766	2515.3722
TOE1|114034	137.1886	TOE1|114034	142.0388
TOLLIP|54472	1045.3906	TOLLIP|54472	988.2686
TOM1L1|10040	4036.1823	TOM1L1|10040	417.6173
TOM1L2|146691	2160.0985	TOM1L2|146691	1603.5599
TOM1|10043	424.349	TOM1|10043	774.6764
TOMM20|9804	21562.2801	TOMM20|9804	5551.3754
TOMM22|56993	1382.829	TOMM22|56993	839.8058
TOMM34|10953	813.1597	TOMM34|10953	310.2751
TOMM40L|84134	759.0535	TOMM40L|84134	387.77099999999996
TOMM40|10452	410.2745	TOMM40|10452	302.589
TOMM5|401505	418.3603	TOMM5|401505	729.7735
TOMM6|100188893	1544.5215	TOMM6|100188893	1089.8139
TOMM70A|9868	3512.6566	TOMM70A|9868	3020.5987
TOMM7|54543	1251.2315	TOMM7|54543	1935.6796
TOP1MT|116447	623.1527	TOP1MT|116447	209.5469
TOP1P1|7151	131.5975	TOP1P1|7151	76.8608
TOP1|7150	5581.9845	TOP1|7150	2144.0129
TOP2A|7153	9549.9648	TOP2A|7153	84.1424
TOP2B|7155	3702.3223	TOP2B|7155	4949.0291
TOP3A|7156	268.4729	TOP3A|7156	336.165
TOP3B|8940	176.6362	TOP3B|8940	156.9579
TOPBP1|11073	1946.8684	TOPBP1|11073	949.0291
TOPORS|10210	571.0767	TOPORS|10210	703.0744
TOR1AIP1|26092	4944.7572	TOR1AIP1|26092	3190.534
TOR1AIP2|163590	1781.4919	TOR1AIP2|163590	634.3042
TOR1A|1861	1104.5039	TOR1A|1861	806.2298
TOR1B|27348	777.6214	TOR1B|27348	503.2362
TOR2A|27433	219.5637	TOR2A|27433	83.3333
TOR3A|64222	1999.6481	TOR3A|64222	554.6117
TOX2|84969	12.3153	TOX2|84969	63.9159
TOX3|27324	754.0464	TOX3|27324	35.5987
TOX4|9878	2349.7959	TOX4|9878	1812.6659
TOX|9760	12.3153	TOX|9760	75.6472
removed	removed	TP53AIP1|63970	29.9353
TP53BP1|7158	2450.0352	TP53BP1|7158	1153.7217
TP53BP2|7159	2222.3786	TP53BP2|7159	863.2686
TP53I11|9537	2780.4363	TP53I11|9537	1828.479
TP53I13|90313	244.1942	TP53I13|90313	178.3981
TP53I3|9540	220.9711	TP53I3|9540	250.0
TP53INP1|94241	4048.2055	TP53INP1|94241	1307.0388
TP53INP2|58476	514.0746	TP53INP2|58476	828.8835
TP53RK|112858	541.1682	TP53RK|112858	321.1974
TP53TG1|11257	363.1246	TP53TG1|11257	142.3948
TP53|7157	810.3448	TP53|7157	802.1845
TP63|8626	62.6319	TP63|8626	563.5113
TP73|7161	61.2245	TP73|7161	24.2718
TPBG|7162	1153.0612	TPBG|7162	505.2589
TPCN1|53373	844.8276	TPCN1|53373	1609.2233
TPCN2|219931	154.3385	TPCN2|219931	356.1934
TPD52L1|7164	1923.9972	TPD52L1|7164	544.0939
TPD52L2|7165	1780.0844	TPD52L2|7165	3085.3559999999998
TPD52|7163	1070.2182	TPD52|7163	790.9102
TPI1P2|286016	8.4448	TPI1P2|286016	12.1359
TPI1|7167	3956.0169	TPI1|7167	3073.2201
TPK1|27010	49.6129	TPK1|27010	183.2524
TPM1|7168	2035.5137	TPM1|7168	6131.6586
TPM2|7169	420.4785	TPM2|7169	3761.7314
TPM3|7170	8181.5623	TPM3|7170	5778.7217
TPM4|7171	39514.4265	TPM4|7171	11817.9612
TPMT|7172	1254.3983	TPMT|7172	391.9903
TPO|7173	5.9817	TPO|7173	145.6311
TPP1|1200	2104.5039	TPP1|1200	6067.9612
TPP2|7174	1805.7706	TPP2|7174	1257.2816
TPPP3|51673	46.0943	TPPP3|51673	1172.7346
TPPP|11076	207.9521	TPPP|11076	825.2427
TPRA1|131601	396.9036	TPRA1|131601	393.2039
TPRG1L|127262	2324.0676	TPRG1L|127262	2116.5049
TPRG1|285386	46.0943	TPRG1|285386	300.1618
TPRKB|51002	325.8269	removed	removed
TPRN|286262	318.4377	TPRN|286262	72.0065
TPR|7175	9704.6376	TPR|7175	4918.0218
TPSAB1|7177	23.2231	TPSAB1|7177	146.0356
TPSB2|64499	42.9275	TPSB2|64499	458.3333
removed	removed	TPSD1|23430	9.3042
TPSG1|25823	131.4602	removed	removed
TPST1|8460	236.1013	TPST1|8460	498.3819
TPST2|8459	387.7551	TPST2|8459	897.2492
TPT1|7178	56558.4096	TPT1|7178	61078.47900000001
removed	removed	TPTE2P1|646405	15.3722
TPX2|22974	1418.0155	TPX2|22974	82.5243
TRA2A|29896	1504.2224	TRA2A|29896	843.4466
TRA2B|6434	2156.9317	TRA2B|6434	1964.4013
TRABD|80305	419.4229	TRABD|80305	182.4434
TRADD|8717	124.2083	TRADD|8717	228.1553
TRAF1|7185	83.7438	TRAF1|7185	154.5307
TRAF2|7186	242.4349	TRAF2|7186	137.945
TRAF3IP1|26146	839.5496	TRAF3IP1|26146	759.3042
TRAF3IP2|10758	1747.0091	TRAF3IP2|10758	666.2621
TRAF3IP3|80342	32.7234	TRAF3IP3|80342	56.6343
TRAF3|7187	179.803	TRAF3|7187	260.1133
TRAF4|9618	1415.9043	TRAF4|9618	165.0485
TRAF5|7188	1239.62	TRAF5|7188	428.3981
TRAF6|7189	301.9001	TRAF6|7189	337.3786
TRAF7|84231	3673.3955	TRAF7|84231	959.4984
TRAFD1|10906	1127.3751	TRAFD1|10906	646.4401
TRAIP|10293	49.6129	TRAIP|10293	27.9126
TRAK1|22906	907.4595	TRAK1|22906	1924.3528
TRAK2|66008	4321.2526	TRAK2|66008	3631.877
TRAM1L1|133022	107.6707	TRAM1L1|133022	70.7929
TRAM1|23471	6379.3103	TRAM1|23471	5673.9482
TRAM2|9697	1488.0366	TRAM2|9697	2269.822
TRANK1|9881	432.7938	TRANK1|9881	917.8803
TRAP1|10131	1801.7945	TRAP1|10131	876.7799
TRAPPC10|7109	2514.4265	TRAPPC10|7109	1391.9903
TRAPPC1|58485	476.4251	TRAPPC1|58485	781.9579
TRAPPC2L|51693	256.5095	TRAPPC2L|51693	377.0227
TRAPPC2P1|10597	67.9099	TRAPPC2P1|10597	83.0866
TRAPPC2|6399	305.0669	TRAPPC2|6399	258.4951
TRAPPC3|27095	709.0077	TRAPPC3|27095	1030.7443
TRAPPC4|51399	572.836	TRAPPC4|51399	588.1877
TRAPPC5|126003	535.8902	TRAPPC5|126003	165.0485
TRAPPC6A|79090	209.7115	TRAPPC6A|79090	115.6958
TRAPPC6B|122553	524.2787	TRAPPC6B|122553	883.8997
TRAPPC9|83696	530.9641	TRAPPC9|83696	569.9838
TRAT1|50852	6.3336	TRAT1|50852	12.945
TRDMT1|1787	127.727	TRDMT1|1787	241.9094
removed	removed	TRDN|10345	512.5405
removed	removed	TREM1|54210	14.9676
TREM2|54209	48.9092	TREM2|54209	125.4045
TRERF1|55809	643.5609	TRERF1|55809	336.5696
TREX1|11277	113.867	TREX1|11277	141.0032
removed	removed	TRHDE|29953	283.7702
TRH|7200	38.0014	removed	removed
TRIAP1|51499	585.855	TRIAP1|51499	422.7346
TRIB1|10221	987.3329	TRIB1|10221	1356.7961
TRIB2|28951	1168.5433	TRIB2|28951	1418.2848
TRIB3|57761	280.4363	TRIB3|57761	130.6634
TRIL|9865	1739.2681	TRIL|9865	570.3883
TRIM11|81559	1678.3955	TRIM11|81559	197.8155
TRIM13|10206	1270.9711	TRIM13|10206	964.7735
TRIM14|9830	1052.4279	TRIM14|9830	765.7767
TRIM16L|147166	106.5376	TRIM16L|147166	229.0858
TRIM16|10626	257.91700000000003	TRIM16|10626	608.1796
TRIM17|51127	207.2484	TRIM17|51127	10.1133
TRIM21|6737	306.1224	TRIM21|6737	429.6117
TRIM22|10346	302.2519	TRIM22|10346	1827.2654
TRIM23|373	566.1506	TRIM23|373	691.3430000000001
TRIM24|8805	1006.3336	TRIM24|8805	530.7443
TRIM25|7706	2739.2681	TRIM25|7706	1888.3495
TRIM26|7726	1329.6974	TRIM26|7726	920.3074
TRIM27|5987	1645.6721	TRIM27|5987	991.5049
TRIM28|10155	2235.0457	TRIM28|10155	1905.7443
TRIM29|23650	51.7241	TRIM29|23650	1476.5372
TRIM2|23321	946.8684	TRIM2|23321	1656.1489
TRIM32|22954	505.9817	TRIM32|22954	577.6699
TRIM33|51592	1440.8867	TRIM33|51592	1394.0129
TRIM34|53840	361.3652	TRIM34|53840	292.8803
TRIM35|23087	224.8417	TRIM35|23087	588.1877
TRIM36|55521	1284.6587	TRIM36|55521	34.7896
TRIM37|4591	2090.9641	TRIM37|4591	711.4401
TRIM38|10475	633.0049	TRIM38|10475	652.1036
TRIM39|56658	474.7924	TRIM39|56658	440.0485
TRIM3|10612	319.8452	TRIM3|10612	180.8252
TRIM41|90933	794.8804	TRIM41|90933	589.1019
TRIM44|54765	2667.8395	TRIM44|54765	2211.165
TRIM45|80263	125.9676	TRIM45|80263	80.9061
TRIM46|80128	102.3927	TRIM46|80128	6.877000000000001
