gene_id	TCGA-BH-A18V-06A-11R-A213-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
DYNC1LI2|1783	1875.4519	DYNC1LI2|1783	2726.4042
DYNC2H1|79659	120.7908	DYNC2H1|79659	279.3928
DYNC2LI1|51626	167.5392	DYNC2LI1|51626	641.4781
DYNLL1|8655	2988.4116	DYNLL1|8655	4408.6328
DYNLL2|140735	974.4568	DYNLL2|140735	1279.0417
DYNLRB1|83658	1101.0549	DYNLRB1|83658	3453.0213
lowly_expressed	lowly_expressed	DYNLRB2|83657	61.6524
DYNLT1|6993	1034.5619	DYNLT1|6993	1686.1429999999998
DYNLT3|6990	513.6514	DYNLT3|6990	548.0209
DYRK1A|1859	1084.7946	DYRK1A|1859	1464.9774
DYRK1B|9149	429.7366	DYRK1B|9149	625.331
DYRK2|8445	541.2358	DYRK2|8445	273.0319
DYRK3|8444	127.1788	DYRK3|8444	420.8018
DYRK4|8798	263.9396	DYRK4|8798	512.7909999999999
DYSF|8291	712.5498	DYSF|8291	287.2217
DYX1C1|161582	5.6969	DYX1C1|161582	57.2486
DZIP1L|199221	60.6858	DZIP1L|199221	98.3502
DZIP1|22873	550.2226	DZIP1|22873	308.4086
DZIP3|9666	303.1385	DZIP3|9666	427.1628
E2F1|1869	466.6127	E2F1|1869	78.778
E2F2|1870	481.7115	E2F2|1870	10.7647
E2F3|1871	541.2358	E2F3|1871	187.8929
E2F4|1874	1949.204	E2F4|1874	996.7131
E2F5|1875	94.0339	E2F5|1875	125.9959
E2F6|1876	168.99099999999999	E2F6|1876	419.8232
E2F7|144455	191.9297	lowly_expressed	lowly_expressed
E2F8|79733	229.6768	lowly_expressed	lowly_expressed
E4F1|1877	572.3046	E4F1|1877	555.3605
EAF1|85403	545.3009	EAF1|85403	460.9248
EAF2|55840	76.075	EAF2|55840	78.2887
EAPP|55837	401.8618	EAPP|55837	1018.7318
EARS2|124454	1256.6892	EARS2|124454	496.1547
EBAG9|9166	590.3071	EBAG9|9166	749.1251
EBF1|1879	95.2389	EBF1|1879	979.5874
EBF2|64641	6.388	EBF2|64641	8.3182
EBF3|253738	152.4404	EBF3|253738	327.3447
EBF4|57593	114.6932	EBF4|57593	574.9327
EBI3|10148	279.3288	EBI3|10148	51.8663
EBNA1BP2|10969	1180.9046	EBNA1BP2|10969	1106.8066
EBPL|84650	729.6812	EBPL|84650	841.6036
EBP|10682	658.5423	EBP|10682	720.2561
ECD|11319	472.7103	ECD|11319	521.5985
ECE1|1889	2966.6344	ECE1|1889	6915.8286
ECE2|9718	327.8193	lowly_expressed	lowly_expressed
ECEL1|9427	22.9386	ECEL1|9427	29.3583
ECH1|1891	4404.6348	ECH1|1891	6396.6766
ECHDC1|55862	292.1048	ECHDC1|55862	1520.2688
ECHDC2|55268	832.7599	ECHDC2|55268	3374.7326
ECHDC3|79746	1098.1513	ECHDC3|79746	699.216
ECHS1|1892	1423.6477	ECHS1|1892	3951.1332
ECM1|1893	159.9898	ECM1|1893	489.3044
ECM2|1842	74.6232	ECM2|1842	602.823
ECSCR|641700	21.7772	ECSCR|641700	255.4169
ECSIT|51295	445.7066	ECSIT|51295	1298.6139
lowly_expressed	lowly_expressed	ECT2L|345930	13.2112
ECT2|1894	2532.8327	ECT2|1894	119.3903
EDA2R|60401	16.2603	EDA2R|60401	91.4999
EDARADD|128178	132.6957	EDARADD|128178	348.3847
lowly_expressed	lowly_expressed	EDAR|10913	14.1898
EDA|1896	38.9086	EDA|1896	151.1951
EDC3|80153	721.8414	EDC3|80153	854.8148
EDC4|23644	2381.4696	EDC4|23644	1414.8775
EDEM1|9695	1750.0152	EDEM1|9695	1003.0741
EDEM2|55741	714.5823	EDEM2|55741	759.4005
EDEM3|80267	1209.3601	EDEM3|80267	454.0745
EDF1|8721	3937.0262	EDF1|8721	8519.7685
EDIL3|10085	8.1302	EDIL3|10085	7.8289
EDN1|1906	281.6517	EDN1|1906	590.1011
EDN2|1907	196.8658	EDN2|1907	22.0187
lowly_expressed	lowly_expressed	EDN3|1908	345.4489
EDNRA|1909	164.6356	EDNRA|1909	146.30200000000002
EDNRB|1910	2956.7621	EDNRB|1910	731.0208
EEA1|8411	632.7001	EEA1|8411	289.1789
EED|8726	584.4999	EED|8726	452.1173
EEF1A1P9|441032	4530.2369	EEF1A1P9|441032	18032.3357
EEF1A1|1915	63745.3288	EEF1A1|1915	214499.8024
EEF1A2|1917	43.5544	EEF1A2|1917	233.3982
EEF1B2|1933	5657.4244	EEF1B2|1933	7623.8521
EEF1D|1936	11062.8141	EEF1D|1936	17794.5337
EEF1E1|9521	104.8209	EEF1E1|9521	282.818
EEF1G|1937	25863.1753	EEF1G|1937	46300.9198
EEF2K|29904	1738.4007	EEF2K|29904	1160.6301
EEF2|1938	40248.3181	EEF2|1938	79783.5317
EEFSEC|60678	520.925	EEFSEC|60678	588.095
EEPD1|80820	435.2535	EEPD1|80820	818.117
lowly_expressed	lowly_expressed	EFCAB10|100130771	5.4411
EFCAB1|79645	7.2591	EFCAB1|79645	150.7058
EFCAB2|84288	38.0375	EFCAB2|84288	107.647
EFCAB4A|283229	72.0099	EFCAB4A|283229	3337.5454
EFCAB4B|84766	139.374	EFCAB4B|84766	123.794
lowly_expressed	lowly_expressed	EFCAB5|374786	8.3182
EFCAB6|64800	7.2591	EFCAB6|64800	86.1176
EFCAB7|84455	102.49799999999999	EFCAB7|84455	149.7272
EFEMP1|2202	2807.5157	EFEMP1|2202	3625.7457
EFEMP2|30008	1321.4401	EFEMP2|30008	2356.9794
EFHA1|221154	685.546	EFHA1|221154	1036.3468
EFHA2|286097	66.7834	EFHA2|286097	49.4197
EFHB|151651	6.6783	EFHB|151651	16.147000000000002
EFHC1|114327	145.1813	EFHC1|114327	590.1011
EFHC2|80258	72.881	lowly_expressed	lowly_expressed
EFHD1|80303	67.9448	EFHD1|80303	6412.8237
EFHD2|79180	2327.8368	EFHD2|79180	1172.8627
EFNA1|1942	2094.0949	EFNA1|1942	2761.6341
EFNA3|1944	481.4212	EFNA3|1944	303.858
EFNA4|1945	433.5113	EFNA4|1945	497.6226
EFNA5|1946	1238.3964	EFNA5|1946	694.8123
EFNB1|1947	585.0806	EFNB1|1947	862.1544
EFNB2|1948	443.9644	EFNB2|1948	1054.451
EFNB3|1949	15.0989	EFNB3|1949	497.1333
EFR3A|23167	3107.4603	EFR3A|23167	656.1572
EFR3B|22979	20.6157	EFR3B|22979	82.6924
EFS|10278	188.1549	EFS|10278	1211.5177
EFTUD1|79631	407.0883	EFTUD1|79631	590.5904
EFTUD2|9343	2959.8283	EFTUD2|9343	1694.7107
EGFL6|25975	63.5894	EGFL6|25975	54.8021
EGFL7|51162	189.8971	EGFL7|51162	1515.3758
EGFL8|80864	41.4173	EGFL8|80864	367.5312
EGFLAM|133584	242.7431	EGFLAM|133584	473.6467
EGFR|1956	6290.5716	EGFR|1956	262.2672
EGF|1950	15.9699	EGF|1950	567.5931
EGLN1|54583	2816.2266	EGLN1|54583	539.2135
EGLN2|112398	1871.6539	EGLN2|112398	2155.0288
EGLN3|112399	1150.9973	EGLN3|112399	322.4516
EGOT|100126791	67.3641	EGOT|100126791	34.7406
EGR1|1958	524.1044	EGR1|1958	54198.7824
EGR2|1959	411.1534	EGR2|1959	3452.532
EGR3|1960	112.6607	EGR3|1960	3406.048
EGR4|1961	5.5169	EGR4|1961	7.8289
EHBP1L1|254102	5477.69	EHBP1L1|254102	953.6543
EHBP1|23301	639.6542	EHBP1|23301	1019.2211
EHD1|10938	2737.248	EHD1|10938	1162.098
EHD2|30846	1147.8033	EHD2|30846	5383.8165
EHD3|30845	136.7608	EHD3|30845	341.0452
EHD4|30844	1830.736	EHD4|30844	1012.3708
EHF|26298	4152.7656	EHF|26298	522.5771
EHHADH|1962	449.4813	EHHADH|1962	177.6175
EHMT1|79813	1640.5486	EHMT1|79813	1057.3868
EHMT2|10919	2430.0444	EHMT2|10919	1851.5279
EI24|9538	1912.9086	EI24|9538	2504.26
EID1|23741	2617.909	EID1|23741	2982.7997
EID2B|126272	37.7471	EID2B|126272	78.778
EID2|163126	255.2287	EID2|163126	411.0157
EID3|493861	30.1977	EID3|493861	66.0561
EIF1AD|84285	645.7664	EIF1AD|84285	614.5663
EIF1AX|1964	1348.4438	EIF1AX|1964	2163.7041
EIF1B|10289	371.0834	EIF1B|10289	1521.2474
EIF1|10209	8631.0276	EIF1|10209	25468.2949
EIF2AK1|27102	4892.2174	EIF2AK1|27102	3211.0651
EIF2AK2|5610	752.9102	EIF2AK2|5610	112.54
EIF2AK3|9451	1148.384	EIF2AK3|9451	520.6199
EIF2AK4|440275	1914.0701	EIF2AK4|440275	1034.3895
EIF2A|83939	2341.1934	EIF2A|83939	1458.6165
EIF2B1|1967	848.7298	EIF2B1|1967	1769.8141
EIF2B2|8892	524.9755	EIF2B2|8892	539.2135
EIF2B3|8891	434.3824	EIF2B3|8891	800.502
EIF2B4|8890	1024.9799	EIF2B4|8890	1476.2314
EIF2B5|8893	1146.3514	EIF2B5|8893	1766.8783
EIF2C1|26523	1777.3093	EIF2C1|26523	674.7508
EIF2C2|27161	782.5271	EIF2C2|27161	46.4839
EIF2C3|192669	252.0347	EIF2C3|192669	76.3315
EIF2C4|192670	1172.1937	EIF2C4|192670	174.1924
EIF2S1|1965	1141.996	EIF2S1|1965	1333.8438
EIF2S2|8894	1303.4376	EIF2S2|8894	2005.1695
EIF2S3|1968	5731.1765	EIF2S3|1968	7535.2880000000005
EIF3A|8661	4936.7445	EIF3A|8661	3770.5798
EIF3B|8662	5062.4715	EIF3B|8662	5135.7392
EIF3CL|728689	14619.4711	EIF3CL|728689	17239.6625
EIF3C|8663	301.9713	lowly_expressed	lowly_expressed
EIF3D|8664	3398.1132	EIF3D|8664	12634.8187
EIF3E|3646	7358.9491	EIF3E|3646	12141.5998
EIF3F|8665	5043.8883	EIF3F|8665	6126.0913
EIF3G|8666	2669.4483	EIF3G|8666	6085.4105
EIF3H|8667	6982.0585	EIF3H|8667	5720.4579
EIF3I|8668	4239.9614	EIF3I|8668	5806.0862
EIF3J|8669	2277.3137	EIF3J|8669	1630.3623
EIF3K|27335	2624.5873	EIF3K|27335	7242.1947
EIF3L|51386	5751.5019	EIF3L|51386	17136.4193
EIF3M|10480	2897.1449	EIF3M|10480	5971.7892
EIF4A1|1973	8606.3932	EIF4A1|1973	14387.511999999999
EIF4A2|1974	5046.7919	EIF4A2|1974	9500.3346
EIF4A3|9775	1761.9201	EIF4A3|9775	2095.2015
EIF4B|1975	6339.9565	EIF4B|1975	12966.3762
EIF4E2|9470	1638.516	EIF4E2|9470	1486.5068
EIF4E3|317649	1466.9117	EIF4E3|317649	977.1409
EIF4EBP1|1978	663.7688	EIF4EBP1|1978	756.4646
EIF4EBP2|1979	2910.3041	EIF4EBP2|1979	4756.0389
EIF4EBP3|8637	354.222	EIF4EBP3|8637	1109.5565
EIF4ENIF1|56478	440.1897	EIF4ENIF1|56478	700.6839
EIF4E|1977	342.9182	EIF4E|1977	416.3981
EIF4G1|1981	12569.2152	EIF4G1|1981	4729.1272
EIF4G2|1982	10846.2037	EIF4G2|1982	10837.6035
EIF4G3|8672	990.4267	EIF4G3|8672	861.1758
EIF4H|7458	5488.143	EIF4H|7458	5852.5701
EIF5A2|56648	208.7707	EIF5A2|56648	91.9892
EIF5AL1|143244	1384.4488	EIF5AL1|143244	1154.7584
EIF5A|1984	6159.4613	EIF5A|1984	5222.8353
EIF5B|9669	3316.2309999999998	EIF5B|9669	4243.7372
EIF5|1983	3416.1157	EIF5|1983	3140.8451
EIF6|3692	1201.5203	EIF6|3692	3478.9544
ELAC1|55520	122.5272	ELAC1|55520	195.7218
ELAC2|60528	1399.838	ELAC2|60528	2062.4181
lowly_expressed	lowly_expressed	ELANE|1991	7.3396
ELAVL1|1994	1803.1516	ELAVL1|1994	1547.1806
ELAVL2|1993	255.5191	ELAVL2|1993	10.2754
ELF1|1997	1588.2833	ELF1|1997	598.9086
ELF2|1998	641.4109	ELF2|1998	448.2028
ELF3|1999	5837.1589	ELF3|1999	8342.151
ELF4|2000	2165.5241	ELF4|2000	316.0907
lowly_expressed	lowly_expressed	ELF5|2001	2889.8319
ELFN1|392617	27.5844	ELFN1|392617	34.7406
ELK1|2002	1178.8721	ELK1|2002	437.9275
ELK3|2004	376.0195	ELK3|2004	82.6924
ELK4|2005	263.0685	ELK4|2005	35.7192
ELL2|22936	525.5563	ELL2|22936	1049.0687
ELL3|80237	266.7154	ELL3|80237	327.834
ELL|8178	768.0089999999999	ELL|8178	604.2909999999999
ELMO1|9844	608.6	ELMO1|9844	455.0531
ELMO2|63916	1078.9873	ELMO2|63916	777.0154
ELMO3|79767	1100.4742	ELMO3|79767	1025.0928
ELMOD2|255520	186.9935	ELMOD2|255520	115.9651
ELMOD3|84173	524.1044	ELMOD3|84173	942.8896
ELN|2006	632.4097	ELN|2006	2056.5465
ELOF1|84337	775.5584	ELOF1|84337	1684.1858
ELOVL1|64834	3110.3639	ELOVL1|64834	1826.0841
ELOVL2|54898	12.4856	ELOVL2|54898	262.2672
lowly_expressed	lowly_expressed	ELOVL3|83401	27.401
ELOVL4|6785	7.8398	ELOVL4|6785	35.7192
ELOVL5|60481	2036.3127	ELOVL5|60481	1599.0468
ELOVL6|79071	207.8996	ELOVL6|79071	79.2673
ELOVL7|79993	123.1137	ELOVL7|79993	133.0908
ELP2P|100131454	21.7772	ELP2P|100131454	18.5936
ELP2|55250	755.5234	ELP2|55250	2486.1557
ELP3|55140	507.8441	ELP3|55140	960.5046
ELP4|26610	294.1373	ELP4|26610	200.6148
ELTD1|64123	199.7695	ELTD1|64123	806.3737
EMB|133418	864.1189999999999	EMB|133418	361.596
EMCN|51705	61.8472	EMCN|51705	721.2347
EMD|2010	2766.2843	EMD|2010	1416.047
EME1|146956	325.5661	EME1|146956	20.9667
EME2|197342	42.6833	lowly_expressed	lowly_expressed
EMG1|10436	455.5789	EMG1|10436	745.6657
EMID1|129080	205.2863	EMID1|129080	215.2939
EMID2|136227	103.9498	lowly_expressed	lowly_expressed
EMILIN1|11117	1132.9948	EMILIN1|11117	972.7372
EMILIN2|84034	457.0307	EMILIN2|84034	944.3575
EMILIN3|90187	8.2899	EMILIN3|90187	273.5016
EML1|2009	306.6229	EML1|2009	197.679
EML2|24139	2000.4123	EML2|24139	1085.9231
EML3|256364	1690.2006	EML3|256364	1273.1701
EML4|27436	1714.5910000000001	EML4|27436	865.0902
EML5|161436	30.4881	EML5|161436	49.9091
EML6|400954	15.6796	lowly_expressed	lowly_expressed
EMP1|2012	1901.0038	EMP1|2012	7830.3386
EMP2|2013	4012.2301	EMP2|2013	4375.3601
EMP3|2014	473.291	EMP3|2014	947.2934
EMR1|2015	83.9148	EMR1|2015	13.7005
EMR2|30817	536.8804	EMR2|30817	107.647
EMR4P|326342	7.5494	lowly_expressed	lowly_expressed
EMX2OS|196047	6.388	EMX2OS|196047	50.3984
lowly_expressed	lowly_expressed	EMX2|2018	27.8904
EN1|2019	730.2619	EN1|2019	62.631
EN2|2020	56.9111	EN2|2020	8.3182
ENAH|55740	4320.3048	ENAH|55740	1394.0283
ENC1|8507	2914.3808	ENC1|8507	406.1227
ENDOD1|23052	1008.1389	ENDOD1|23052	1798.1937
ENDOG|2021	309.9795	ENDOG|2021	325.9991
lowly_expressed	lowly_expressed	ENDOU|8909	15.1684
ENGASE|64772	785.4308	ENGASE|64772	563.6787
ENG|2022	2639.6862	ENG|2022	4176.6976
ENHO|375704	52.2653	ENHO|375704	113.0293
ENKUR|219670	5.8073	lowly_expressed	lowly_expressed
ENO1|2023	29065.2938	ENO1|2023	19684.7167
ENO2|2026	381.2461	ENO2|2026	547.0423
ENO3|2027	106.8534	ENO3|2027	34.7406
ENOPH1|58478	593.5011	ENOPH1|58478	671.3257
ENOSF1|55556	235.667	ENOSF1|55556	715.5930000000001
ENOX1|55068	80.7208	ENOX1|55068	49.9091
ENOX2|10495	489.8417	ENOX2|10495	206.9758
ENPEP|2028	74.0425	ENPEP|2028	201.1041
ENPP1|5167	51.9749	ENPP1|5167	634.6278
ENPP2|5168	568.2396	ENPP2|5168	1416.5363
lowly_expressed	lowly_expressed	ENPP3|5169	47.4625
ENPP4|22875	326.9483	ENPP4|22875	253.949
ENPP5|59084	204.7056	ENPP5|59084	341.0452
ENPP6|133121	21.4868	ENPP6|133121	80.2459
ENSA|2029	3872.8559999999998	ENSA|2029	4577.9321
ENTHD1|150350	7.5494	lowly_expressed	lowly_expressed
ENTPD1|953	1168.7094	ENTPD1|953	1031.4537
ENTPD2|954	175.6694	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ENTPD3|956	28.3797
ENTPD4|9583	779.0428	ENTPD4|9583	192.7859
ENTPD5|957	183.0271	ENTPD5|957	81.3713
ENTPD6|955	1548.2133	ENTPD6|955	2729.8293
ENTPD7|57089	208.0767	ENTPD7|57089	81.7432
ENTPD8|377841	79.26899999999999	ENTPD8|377841	30.3369
ENY2|56943	737.5209	ENY2|56943	612.1198
EOMES|8320	191.9297	EOMES|8320	9.7861
EP300|2033	3438.764	EP300|2033	636.585
EP400NL|347918	127.4692	lowly_expressed	lowly_expressed
EP400|57634	1629.2244	EP400|57634	1132.7397
EPAS1|2034	2174.235	EPAS1|2034	5330.9716
EPB41L1|2036	620.5048	EPB41L1|2036	2141.6854
EPB41L2|2037	2723.0202	EPB41L2|2037	1466.4453
EPB41L3|23136	741.8764	EPB41L3|23136	729.5529
EPB41L4A|64097	253.1962	EPB41L4A|64097	611.1412
EPB41L4B|54566	319.3988	EPB41L4B|54566	806.863
EPB41L5|57669	343.4989	EPB41L5|57669	330.2805
EPB41|2035	1925.1823	EPB41|2035	935.3152
lowly_expressed	lowly_expressed	EPB42|2038	9.2968
EPB49|2039	1082.762	EPB49|2039	1019.2211
EPC1|80314	471.8392	EPC1|80314	225.5693
EPC2|26122	658.8327	EPC2|26122	402.2082
EPCAM|4072	1309.2449	EPCAM|4072	4835.7956
EPDR1|54749	223.2888	EPDR1|54749	391.4435
EPHA10|284656	43.8447	EPHA10|284656	99.3288
EPHA1|2041	393.4413	EPHA1|2041	344.4703
EPHA2|1969	751.7487	EPHA2|1969	1141.0579
EPHA3|2042	73.4617	EPHA3|2042	21.5294
EPHA4|2043	381.2461	EPHA4|2043	267.1602
lowly_expressed	lowly_expressed	EPHA7|2045	40.6123
EPHB1|2047	22.0676	EPHB1|2047	282.3286
EPHB2|2048	321.14099999999996	EPHB2|2048	80.2459
EPHB3|2049	643.4435	EPHB3|2049	2679.4309999999996
EPHB4|2050	4892.8998	EPHB4|2050	2305.1131
EPHB6|2051	1284.5639999999999	EPHB6|2051	319.0265
EPHX1|2052	3234.6391	EPHX1|2052	4756.0389
EPHX2|2053	614.9879	EPHX2|2053	1372.0096
EPHX3|79852	6.388	EPHX3|79852	19.5722
lowly_expressed	lowly_expressed	EPHX4|253152	22.0187
EPM2AIP1|9852	691.6437	EPM2AIP1|9852	1026.5607
EPM2A|7957	90.5931	EPM2A|7957	147.7699
EPN1|29924	2605.133	EPN1|29924	2404.9312
EPN2|22905	700.9353	EPN2|22905	1125.4002
EPN3|55040	236.9359	EPN3|55040	335.6041
EPOR|2057	53.1364	EPOR|2057	244.3586
EPPK1|83481	787.1729	EPPK1|83481	156.5774
EPR1|8475	323.9111	EPR1|8475	9.7714
EPRS|2058	12266.0766	EPRS|2058	2239.5463
EPS15L1|58513	863.5383	EPS15L1|58513	803.9272
EPS15|2060	1947.1714	EPS15|2060	1642.5949
EPS8L1|54869	216.9008	EPS8L1|54869	937.018
EPS8L2|64787	1389.3849	EPS8L2|64787	2293.8591
EPS8|2059	527.5888	EPS8|2059	1030.4751
EPSTI1|94240	1322.3112	EPSTI1|94240	31.8048
EPT1|85465	1440.7094	EPT1|85465	333.2163
EPYC|1833	6.6783	lowly_expressed	lowly_expressed
ERAL1|26284	745.0704	ERAL1|26284	1262.8947
ERAP1|51752	1712.6485	ERAP1|51752	630.3366
ERAP2|64167	2635.0404	ERAP2|64167	869.0046
lowly_expressed	lowly_expressed	ERAS|3266	5.3823
ERBB2IP|55914	1556.6338	ERBB2IP|55914	1215.4322
ERBB2|2064	5788.3779	ERBB2|2064	6542.9787
ERBB3|2065	1393.7404	ERBB3|2065	4366.0633
ERBB4|2066	6.9687	ERBB4|2066	319.0265
ERC1|23085	2069.7044	ERC1|23085	669.3684
ERC2|26059	22.9386	ERC2|26059	11.7433
ERCC1|2067	1235.6757	ERCC1|2067	1667.9898
ERCC2|2068	898.7796	ERCC2|2068	572.0066
ERCC3|2071	1180.0335	ERCC3|2071	1432.194
ERCC4|2072	331.5941	ERCC4|2072	137.0052
ERCC5|2073	2402.1696	ERCC5|2073	2111.3486
ERCC6L|54821	236.6455	lowly_expressed	lowly_expressed
ERCC6|2074	512.2925	ERCC6|2074	128.8241
ERCC8|1161	98.7233	ERCC8|1161	67.524
lowly_expressed	lowly_expressed	EREG|2069	80.2459
ERF|2077	1662.3257	ERF|2077	1043.6863
ERGIC1|57222	4492.7801	ERGIC1|57222	4007.8925
ERGIC2|51290	1132.7044	ERGIC2|51290	583.2509
ERGIC3|51614	2478.2446	ERGIC3|51614	6861.0265
ERG|2078	116.7258	ERG|2078	542.1493
ERH|2079	1131.8333	ERH|2079	1594.6431
ERI1|90459	455.2885	ERI1|90459	238.7806
ERI2|112479	537.8415	ERI2|112479	330.2854
ERI3|79033	985.4906	ERI3|79033	1003.5634
ERICH1|157697	464.8705	ERICH1|157697	390.4649
ERLEC1|27248	1269.7555	ERLEC1|27248	1686.6323
ERLIN1|10613	1027.0124	ERLIN1|10613	757.4432
ERLIN2|11160	706.7135	ERLIN2|11160	1182.6488
ERMAP|114625	250.0022	ERMAP|114625	229.4838
ERMN|57471	12.4856	lowly_expressed	lowly_expressed
ERMP1|79956	2503.3058	ERMP1|79956	733.5260000000001
ERN1|2081	253.7769	ERN1|2081	13.2112
ERN2|10595	15.9699	lowly_expressed	lowly_expressed
ERO1LB|56605	304.8807	ERO1LB|56605	293.0933
ERO1L|30001	1350.7667	ERO1L|30001	214.3153
ERP27|121506	103.6594	ERP27|121506	49.9091
ERP29|10961	1976.2077	ERP29|10961	5901.0113
ERP44|23071	2940.5018	ERP44|23071	1861.3139999999999
ERRFI1|54206	753.4909	ERRFI1|54206	2106.9448
lowly_expressed	lowly_expressed	ERVFRDE1|405754	11.254000000000001
ESAM|90952	304.8807	ESAM|90952	1139.59
ESCO1|114799	405.0558	ESCO1|114799	375.7858
ESCO2|157570	213.4165	lowly_expressed	lowly_expressed
ESD|2098	1906.8110000000001	ESD|2098	3145.7381
ESF1|51575	265.101	ESF1|51575	270.096
ESM1|11082	295.5891	ESM1|11082	24.4652
ESPL1|9700	691.934	ESPL1|9700	19.0829
lowly_expressed	lowly_expressed	ESPNL|339768	22.9973
ESPN|83715	61.8472	ESPN|83715	108.1363
ESR1|2099	48.2002	ESR1|2099	1729.6911
ESR2|2100	15.9699	ESR2|2100	10.7647
ESRP1|54845	1550.8265	ESRP1|54845	1364.1807
ESRP2|80004	948.9049	ESRP2|80004	1021.1783
ESRRA|2101	1125.4453	ESRRA|2101	839.1571
lowly_expressed	lowly_expressed	ESRRB|2103	7.8289
ESRRG|2104	10.4531	ESRRG|2104	67.0347
ESYT1|23344	2629.5235	ESYT1|23344	4098.4138
ESYT2|57488	10104.908000000001	ESYT2|57488	2315.8778
ESYT3|83850	54.0074	ESYT3|83850	40.123000000000005
ETAA1|54465	398.3775	ETAA1|54465	287.2217
ETF1|2107	2066.5105	ETF1|2107	3577.3046
ETFA|2108	911.7385	ETFA|2108	1248.7049
ETFB|2109	966.9074	ETFB|2109	3112.4654
ETFDH|2110	488.0995	ETFDH|2110	573.9541
ETHE1|23474	553.7214	ETHE1|23474	1038.3039999999999
ETNK1|55500	1791.5371	lowly_expressed	lowly_expressed
ETNK2|55224	84.4955	ETNK2|55224	385.5719
ETS1|2113	3202.6992	ETS1|2113	1418.0042
ETS2|2114	495.3586	ETS2|2114	2564.9338
ETV1|2115	476.485	ETV1|2115	438.9061
ETV2|2116	8.4205	ETV2|2116	19.5722
ETV3L|440695	15.0989	ETV3L|440695	56.27
ETV3|2117	482.2922	ETV3|2117	23.4866
ETV4|2118	247.0986	ETV4|2118	493.7082
ETV5|2119	652.1543	ETV5|2119	1016.2853
ETV6|2120	3592.3658	ETV6|2120	3453.9999
ETV7|51513	1047.0474	ETV7|51513	25.9331
EVC2|132884	445.7066	EVC2|132884	236.8233
EVC|2121	1052.5179	EVC|2121	463.4691
EVI2A|2123	434.6728	EVI2A|2123	192.2966
EVI2B|2124	951.5182	EVI2B|2124	188.8715
EVI5L|115704	474.7428	EVI5L|115704	349.3634
EVI5|7813	159.9898	EVI5|7813	249.0559
EVL|51466	2557.2232	EVL|51466	3308.6765
EVPLL|645027	15.0989	EVPLL|645027	8.3182
EVPL|2125	725.6161	EVPL|2125	580.8043
EWSR1|2130	3687.8951	EWSR1|2130	4895.4907
EXD2|55218	373.1159	EXD2|55218	692.8551
EXD3|54932	642.2819999999999	EXD3|54932	389.4863
EXO1|9156	400.41	lowly_expressed	lowly_expressed
EXOC1|55763	942.5169	EXOC1|55763	965.3976
EXOC2|55770	529.9117	EXOC2|55770	536.7669
EXOC3L2|90332	42.1026	EXOC3L2|90332	67.524
EXOC3L|283849	145.1029	EXOC3L|283849	100.2193
EXOC3|11336	1266.8519	EXOC3|11336	1861.3139999999999
EXOC4|60412	2110.0648	EXOC4|60412	1449.809
EXOC5|10640	1073.7608	EXOC5|10640	587.1653
EXOC6B|23233	251.7444	EXOC6B|23233	14.6791
EXOC6|54536	221.2563	EXOC6|54536	359.1494
EXOC7|23265	1950.8358	EXOC7|23265	3355.1604
EXOC8|149371	780.4946	EXOC8|149371	345.4489
EXOG|9941	81.8822	EXOG|9941	102.2646
EXOSC10|5394	924.5144	EXOSC10|5394	1935.1989999999998
EXOSC1|51013	261.907	EXOSC1|51013	512.7909999999999
EXOSC2|23404	630.6675	EXOSC2|23404	456.0317
EXOSC3|51010	441.9318	EXOSC3|51010	339.5773
EXOSC4|54512	429.4462	EXOSC4|54512	499.5798
EXOSC5|56915	682.9328	EXOSC5|56915	652.7321
EXOSC6|118460	287.7493	EXOSC6|118460	474.13599999999997
EXOSC7|23016	388.5051	EXOSC7|23016	952.1864
EXOSC8|11340	374.5648	EXOSC8|11340	521.0505
EXOSC9|5393	332.4419	EXOSC9|5393	643.0145
EXPH5|23086	124.8559	EXPH5|23086	247.588
EXT1|2131	1785.7298	EXT1|2131	1046.1328
EXT2|2132	2423.0757	EXT2|2132	1845.6563
EXTL1|2134	71.1388	EXTL1|2134	54.8021
EXTL2|2135	114.4029	EXTL2|2135	313.6441
EXTL3|2137	702.0967	EXTL3|2137	849.4325
EYA1|2138	6.0976	EYA1|2138	6.8503
EYA2|2139	848.4394	EYA2|2139	1589.7501
EYA3|2140	159.9898	EYA3|2140	13.2112
EYS|346007	9.2916	EYS|346007	17.615
EZH1|2145	788.3344	EZH1|2145	1913.6696
EZH2|2146	649.8314	EZH2|2146	101.286
EZR|7430	3806.9437	EZR|7430	3420.2379
F10|2159	24.6808	F10|2159	347.8954
F11R|50848	7519.2293	F11R|50848	3646.7858
F12|2161	379.5039	F12|2161	41.5909
F13A1|2162	710.8076	F13A1|2162	1167.4803
F2RL1|2150	230.5479	F2RL1|2150	321.9623
F2RL2|2151	9.0012	F2RL2|2151	228.0159
F2RL3|9002	22.3579	F2RL3|9002	31.8048
F2R|2149	542.6877	F2R|2149	547.5316
F3|2152	152.4404	F3|2152	1044.6649
F5|2153	161.4416	F5|2153	6.361000000000001
lowly_expressed	lowly_expressed	F7|2155	72.9064
