gene_id	TCGA-BH-A18V-06A-11R-A213-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
lowly_expressed	lowly_expressed	TRIM55|84675	8.8075
TRIM56|81844	1771.2117	TRIM56|81844	94.4358
TRIM58|25893	8.3334	TRIM58|25893	31.8048
TRIM59|286827	540.6058	TRIM59|286827	78.2055
TRIM5|85363	645.1537	TRIM5|85363	405.9563
TRIM61|391712	5.2265	lowly_expressed	lowly_expressed
TRIM62|55223	197.4466	TRIM62|55223	196.7004
TRIM63|84676	9.8723	TRIM63|84676	7.8289
TRIM65|201292	572.0143	TRIM65|201292	482.9435
TRIM66|9866	281.3613	TRIM66|9866	349.3634
TRIM67|440730	7.2591	lowly_expressed	lowly_expressed
TRIM68|55128	183.2188	TRIM68|55128	365.9997
TRIM69|140691	225.1646	TRIM69|140691	33.2727
TRIM6|117854	163.1838	TRIM6|117854	118.4117
lowly_expressed	lowly_expressed	TRIM74|378108	5.9695
TRIM78P|117852	12.2446	lowly_expressed	lowly_expressed
TRIM7|81786	263.9396	TRIM7|81786	26.4224
TRIM8|81603	1377.4801	TRIM8|81603	3419.7486
TRIM9|114088	19.7447	TRIM9|114088	85.139
TRIOBP|11078	1426.8417	TRIOBP|11078	1775.6857
TRIO|7204	3338.0082	TRIO|7204	565.1466
TRIP10|9322	927.7084	TRIP10|9322	1592.1966
TRIP11|9321	1371.6728	TRIP11|9321	401.2296
TRIP12|9320	4561.3057	TRIP12|9320	2058.5037
TRIP13|9319	2258.7305	TRIP13|9319	38.655
TRIP4|9325	361.211	lowly_expressed	lowly_expressed
TRIP6|7205	4876.9298	TRIP6|7205	2618.7572
TRIT1|54802	377.181	TRIT1|54802	487.8365
TRMT112|51504	2351.3561	TRMT112|51504	3081.6392
TRMT11|60487	250.5829	TRMT11|60487	274.9891
TRMT12|55039	351.3387	TRMT12|55039	489.7937
TRMT1|55621	765.3957	TRMT1|55621	1093.5954
TRMT2A|27037	639.9591	TRMT2A|27037	844.0501
TRMT2B|79979	334.2073	TRMT2B|79979	179.5747
TRMT5|57570	287.4589	TRMT5|57570	547.0423
TRMT61A|115708	622.5374	TRMT61A|115708	645.3925
TRMT61B|55006	417.524	TRMT61B|55006	308.8489
TRMT6|51605	321.4314	TRMT6|51605	360.1281
TRMU|55687	369.3412	TRMU|55687	402.6975
TRNAU1AP|54952	435.5439	TRNAU1AP|54952	618.9701
TRNP1|388610	102.49799999999999	TRNP1|388610	451.1387
TRNT1|51095	342.4769	TRNT1|51095	247.0987
TROAP|10024	378.9232	TROAP|10024	9.2968
TROVE2|6738	579.5114	TROVE2|6738	754.5074
TRO|7216	123.6945	TRO|7216	354.7457
TRPA1|8989	28.3975	lowly_expressed	lowly_expressed
TRPC1|7220	105.1113	TRPC1|7220	121.8368
lowly_expressed	lowly_expressed	TRPC2|7221	7.3396
TRPC3|7222	5.8073	lowly_expressed	lowly_expressed
TRPC4AP|26133	1904.4881	TRPC4AP|26133	2267.4367
TRPC4|7223	14.8085	lowly_expressed	lowly_expressed
TRPC6|7225	36.2953	TRPC6|7225	158.5346
TRPM2|7226	1082.4717	TRPM2|7226	291.6254
TRPM4|54795	533.3961	TRPM4|54795	1065.2157
TRPM6|140803	20.3254	TRPM6|140803	34.7406
TRPM7|54822	777.591	TRPM7|54822	451.1387
lowly_expressed	lowly_expressed	TRPM8|79054	7.8289
TRPS1|7227	7121.7229	TRPS1|7227	2244.4394
TRPT1|83707	380.9557	TRPT1|83707	614.5663
TRPV1|7442	153.0211	TRPV1|7442	296.0292
TRPV2|51393	443.9644	TRPV2|51393	179.0854
TRPV3|162514	276.1348	lowly_expressed	lowly_expressed
TRPV4|59341	172.185	TRPV4|59341	365.9997
TRPV6|55503	47.6195	TRPV6|55503	914.0207
TRRAP|8295	4769.3998	TRRAP|8295	932.6583
TRUB1|142940	404.1847	TRUB1|142940	206.9758
TRUB2|26995	638.5073	TRUB2|26995	802.4592
TSC1|7248	785.4308	TSC1|7248	874.387
TSC22D1|8848	2192.2374	TSC22D1|8848	9510.61
TSC22D2|9819	461.9669	TSC22D2|9819	386.0612
TSC22D3|1831	1093.7958	TSC22D3|1831	3564.5827
TSC22D4|81628	3365.883	TSC22D4|81628	2119.6667
TSC2|7249	2024.6982	TSC2|7249	2186.7014
TSEN15|116461	677.1255	TSEN15|116461	368.4462
TSEN2|80746	77.5268	TSEN2|80746	214.8046
TSEN34|79042	1053.4354	TSEN34|79042	1542.7768
TSEN54|283989	758.1367	TSEN54|283989	645.3925
TSFM|10102	466.6127	TSFM|10102	693.3444
TSG101|7251	855.6985	TSG101|7251	1374.4561
TSGA10|80705	50.8135	TSGA10|80705	62.1417
TSGA14|95681	311.2687	TSGA14|95681	255.9062
TSHR|7253	74.3328	lowly_expressed	lowly_expressed
TSHZ1|10194	525.5563	TSHZ1|10194	654.2
TSHZ2|128553	154.4729	TSHZ2|128553	169.7886
TSHZ3|57616	121.6619	TSHZ3|57616	355.235
TSIX|9383	6.3677	TSIX|9383	5218.7692
lowly_expressed	lowly_expressed	TSKS|60385	7.3396
TSKU|25987	650.1218	TSKU|25987	2376.5516
lowly_expressed	lowly_expressed	TSLP|85480	84.1604
TSNARE1|203062	388.5051	TSNARE1|203062	291.1361
TSNAX-DISC1|100303453	5.8508	lowly_expressed	lowly_expressed
TSNAXIP1|55815	11.0338	TSNAXIP1|55815	42.5695
TSNAX|7257	1342.3433	TSNAX|7257	646.3711
TSN|7247	2253.504	TSN|7247	1838.806
TSPAN10|83882	11.9049	TSPAN10|83882	45.9946
TSPAN11|441631	94.3678	TSPAN11|441631	284.2859
TSPAN12|23554	200.0598	TSPAN12|23554	198.6576
TSPAN13|27075	1241.3	TSPAN13|27075	2040.3994
TSPAN14|81619	2089.4491	TSPAN14|81619	2414.7173
TSPAN15|23555	1236.9446	TSPAN15|23555	1721.3729
TSPAN17|26262	2052.573	TSPAN17|26262	682.5797
TSPAN18|90139	173.3465	TSPAN18|90139	318.5372
TSPAN1|10103	488.3899	TSPAN1|10103	495.6654
TSPAN2|10100	106.5631	TSPAN2|10100	153.6416
TSPAN31|6302	601.3409	TSPAN31|6302	1362.2235
TSPAN32|10077	60.3954	TSPAN32|10077	11.254000000000001
TSPAN33|340348	815.6285	TSPAN33|340348	700.1946
TSPAN3|10099	1157.9660000000001	TSPAN3|10099	4346.4911
TSPAN4|7106	965.4556	TSPAN4|7106	2101.0732
TSPAN5|10098	92.6257	TSPAN5|10098	44.5267
TSPAN6|7105	303.1385	TSPAN6|7105	1275.6166
TSPAN7|7102	51.1038	TSPAN7|7102	883.1945
lowly_expressed	lowly_expressed	TSPAN8|7103	64.5882
TSPAN9|10867	919.5783	TSPAN9|10867	1565.2848
TSPO|706	4889.1251	TSPO|706	1941.0706
TSPYL1|7259	1354.7098	TSPYL1|7259	2143.6084
TSPYL2|64061	610.3421	TSPYL2|64061	1828.5306
TSPYL3|128854	41.2315	TSPYL3|128854	12.7219
TSPYL4|23270	644.6049	TSPYL4|23270	944.8468
TSPYL5|85453	2104.8383	TSPYL5|85453	775.0582
TSR1|55720	912.4644	TSR1|55720	748.2688
TSR2|90121	855.4081	TSR2|90121	1200.753
TSSC1|7260	250.5829	TSSC1|7260	365.9997
TSSC4|10078	400.1196	TSSC4|10078	1284.9134
TSSK3|81629	29.0392	TSSK3|81629	36.6978
TSSK4|283629	15.3892	TSSK4|283629	5.8717
TSSK6|83983	82.1726	TSSK6|83983	16.6364
TSTA3|7264	4028.4904	TSTA3|7264	1262.8947
TSTD1|100131187	1867.9024	TSTD1|100131187	1303.507
TSTD2|158427	561.4277	TSTD2|158427	180.8224
TST|7263	373.98699999999997	TST|7263	1150.3547
TTBK1|84630	27.5844	TTBK1|84630	6.361000000000001
TTBK2|146057	236.6455	TTBK2|146057	13.7005
TTC12|54970	100.1751	TTC12|54970	500.0691
TTC13|79573	621.9566	TTC13|79573	222.6335
TTC14|151613	1123.4128	TTC14|151613	639.0316
TTC15|51112	450.9331	TTC15|51112	1227.6648
TTC16|158248	15.9699	lowly_expressed	lowly_expressed
TTC17|55761	1964.5932	TTC17|55761	848.9432
TTC18|118491	36.4115	TTC18|118491	203.8344
TTC19|54902	773.0323	TTC19|54902	1355.8136
TTC1|7265	529.0406	TTC1|7265	1513.4186
TTC21A|199223	37.1664	TTC21A|199223	180.06400000000002
TTC21B|79809	523.8083	TTC21B|79809	371.3821
TTC22|55001	271.7794	TTC22|55001	24.4652
lowly_expressed	lowly_expressed	TTC23L|153657	15.6577
TTC23|64927	393.7317	TTC23|64927	474.6253
TTC24|164118	25.5519	lowly_expressed	lowly_expressed
TTC25|83538	6.6783	TTC25|83538	48.4411
TTC26|79989	92.6257	TTC26|79989	30.8262
TTC27|55622	518.8779	TTC27|55622	482.4542
TTC28|23331	227.8533	TTC28|23331	690.4526
TTC30A|92104	271.7794	TTC30A|92104	146.7913
TTC30B|150737	244.7757	TTC30B|150737	79.2673
TTC31|64427	642.5724	TTC31|64427	587.6546
TTC32|130502	51.1038	TTC32|130502	121.3475
TTC33|23548	200.6405	TTC33|23548	250.5239
TTC35|9694	1133.8659	TTC35|9694	726.6171
lowly_expressed	lowly_expressed	TTC36|143941	87.5855
TTC37|9652	1213.7156	TTC37|9652	329.3019
TTC38|55020	731.133	TTC38|55020	916.4672
TTC39A|22996	411.4438	TTC39A|22996	1386.6887
TTC39B|158219	259.5841	TTC39B|158219	24.4652
TTC39C|125488	302.2674	TTC39C|125488	508.3873
TTC3|7267	3080.1662	TTC3|7267	3930.5824
TTC4|7268	614.6976	TTC4|7268	833.7747
TTC5|91875	195.41400000000002	TTC5|91875	91.4999
TTC7A|57217	1788.8716	TTC7A|57217	960.4018
TTC7B|145567	567.6588	TTC7B|145567	396.8259
TTC8|123016	434.9631	TTC8|123016	507.4087
TTC9C|283237	550.8178	TTC9C|283237	299.4543
TTC9|23508	593.5011	TTC9|23508	799.5234
TTF1|7270	469.5163	TTF1|7270	574.9327
TTF2|8458	973.5857	TTF2|8458	145.8127
TTK|7272	389.0859	TTK|7272	20.0615
TTLL10|254173	5.5169	lowly_expressed	lowly_expressed
TTLL11|158135	92.0449	TTLL11|158135	78.2887
TTLL12|23170	2853.9738	TTLL12|23170	1094.0847
TTLL13|440307	16.8788	TTLL13|440307	14.3366
TTLL1|25809	186.9935	TTLL1|25809	408.5692
TTLL3|26140	589.4012	TTLL3|26140	1168.2926
TTLL4|9654	1576.6688	TTLL4|9654	548.0209
TTLL5|23093	738.3919999999999	TTLL5|23093	446.2456
TTLL6|284076	14.8085	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TTLL7|79739	10.7647
TTLL9|164395	11.6145	TTLL9|164395	30.8262
TTL|150465	595.2433	TTL|150465	635.1171
TTN|7273	269.4158	TTN|7273	104.491
TTPAL|79183	657.0905	TTPAL|79183	310.7083
TTPA|7274	18.2928	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TTYH1|57348	714.3844
TTYH2|94015	186.6364	TTYH2|94015	134.4511
TTYH3|80727	4867.9286	TTYH3|80727	706.0663
TUBA1A|7846	1879.816	TUBA1A|7846	13642.4775
TUBA1B|10376	13851.2327	TUBA1B|10376	12183.3913
TUBA1C|84790	2953.8585	TUBA1C|84790	2457.2868
TUBA3D|113457	7.2591	TUBA3D|113457	5.8717
lowly_expressed	lowly_expressed	TUBA3E|112714	6.361000000000001
TUBA4A|7277	2033.1188	TUBA4A|7277	1586.8142
TUBA8|51807	78.1075	TUBA8|51807	113.5186
lowly_expressed	lowly_expressed	TUBAL3|79861	35.2299
TUBB1|81027	9.582	TUBB1|81027	32.7834
TUBB2A|7280	204.4153	TUBB2A|7280	2771.4202
TUBB2B|347733	12.9211	TUBB2B|347733	542.6386
TUBB2C|10383	6245.4086	TUBB2C|10383	6001.808000000001
TUBB3|10381	378.6415	TUBB3|10381	152.66299999999998
TUBB4Q|56604	6.388	TUBB4Q|56604	6.361000000000001
TUBB4|10382	63.299	TUBB4|10382	95.4144
TUBB6|84617	865.6463	TUBB6|84617	3752.2065
TUBB8|347688	25.2615	lowly_expressed	lowly_expressed
TUBBP5|643224	156.7958	TUBBP5|643224	113.0293
TUBB|203068	25073.6795	TUBB|203068	12337.3216
TUBD1|51174	130.0824	TUBD1|51174	230.9517
TUBE1|51175	139.6644	TUBE1|51175	214.8046
TUBG1|7283	1127.4779	TUBG1|7283	618.9701
TUBG2|27175	416.0896	TUBG2|27175	668.8791
TUBGCP2|10844	1174.1333	TUBGCP2|10844	1937.1855
TUBGCP3|10426	1079.8584	TUBGCP3|10426	457.0103
TUBGCP4|27229	601.9216	TUBGCP4|27229	127.2191
TUBGCP5|114791	682.3521	TUBGCP5|114791	349.8527
TUBGCP6|85378	1416.0983	TUBGCP6|85378	1304.4856
TUB|7275	654.1869	TUB|7275	325.3874
TUFM|7284	3883.3091	TUFM|7284	5526.2041
TUFT1|7286	989.2653	TUFT1|7286	568.5717
TUG1|55000	3997.4216	TUG1|55000	3469.6576
TULP1|7287	5.8073	lowly_expressed	lowly_expressed
TULP3|7289	786.0115	TULP3|7289	640.9888
TULP4|56995	580.4348	TULP4|56995	465.3285
TUSC1|286319	646.6375	TUSC1|286319	640.4995
TUSC2|11334	314.4627	TUSC2|11334	891.5126
TUSC3|7991	1341.7655	TUSC3|7991	893.9592
TUSC5|286753	24.6808	TUSC5|286753	2820.3507
TUT1|64852	990.7171	TUT1|64852	963.4404
TWF1|5756	1215.4577	TWF1|5756	1104.3601
TWF2|11344	2012.9502	TWF2|11344	1260.3014
TWIST1|7291	44.4255	TWIST1|7291	681.6011
TWIST2|117581	27.8748	TWIST2|117581	105.2004
TWISTNB|221830	680.6099	TWISTNB|221830	460.4355
TWSG1|57045	661.7363	TWSG1|57045	548.5103
TXK|7294	47.3291	lowly_expressed	lowly_expressed
TXLNA|200081	2971.5706	TXLNA|200081	2154.8967
TXLNB|167838	228.5153	TXLNB|167838	80.7352
TXLNG|55787	277.877	TXLNG|55787	55.7807
TXN2|25828	1029.6257	TXN2|25828	3001.3933
TXNDC11|51061	1553.4398	TXNDC11|51061	1426.8117
TXNDC12|51060	2467.5012	TXNDC12|51060	1631.8302
TXNDC15|79770	668.4146	TXNDC15|79770	1486.5068
TXNDC16|57544	304.5903	TXNDC16|57544	235.3554
TXNDC17|84817	436.35400000000004	TXNDC17|84817	575.4758
TXNDC3|51314	9.2916	lowly_expressed	lowly_expressed
TXNDC5|81567	6272.9234	TXNDC5|81567	6862.880999999999
TXNDC6|347736	5.2265	lowly_expressed	lowly_expressed
TXNDC9|10190	415.5088	TXNDC9|10190	415.9088
TXNIP|10628	6636.526999999999	TXNIP|10628	20461.7321
TXNL1|9352	761.0403	TXNL1|9352	1905.3514
TXNL4A|10907	610.3421	TXNL4A|10907	876.3442
TXNL4B|54957	258.1323	TXNL4B|54957	335.6628
TXNRD1|7296	2066.8008	TXNRD1|7296	860.1972
TXNRD2|10587	317.3663	TXNRD2|10587	740.3176
TXNRD3IT1|645840	466.903	TXNRD3IT1|645840	182.5105
TXN|7295	3328.1358	TXN|7295	2935.3372
TYK2|7297	2763.9614	TYK2|7297	1329.4401
TYMP|1890	5208.8142	TYMP|1890	606.7375
TYMS|7298	707.6949	TYMS|7298	58.4866
TYRO3|7301	721.2606	TYRO3|7301	550.9568
TYROBP|7305	2051.9923	TYROBP|7305	1072.5553
TYSND1|219743	617.8916	TYSND1|219743	877.8121
TYW1B|441250	57.2014	TYW1B|441250	60.6737
TYW1|55253	501.1658	TYW1|55253	634.6278
TYW3|127253	300.3801	TYW3|127253	490.0433
U2AF1L4|199746	216.9821	U2AF1L4|199746	317.495
U2AF1|7307	1090.3115	U2AF1|7307	2062.9074
U2AF2|11338	2584.8076	U2AF2|11338	2643.7118
UACA|55075	737.8113	UACA|55075	2557.5942
UAP1L1|91373	629.7964	UAP1L1|91373	533.3418
UAP1|6675	2571.7413	UAP1|6675	1967.0038
UBA1|7317	8561.6309	UBA1|7317	7271.5529
UBA2|10054	2440.7878	UBA2|10054	1402.3465
UBA3|9039	791.238	UBA3|9039	995.2452
UBA52|7311	9640.6182	UBA52|7311	18324.9397
UBA5|79876	735.8397	UBA5|79876	603.8017
UBA6|55236	1942.816	UBA6|55236	436.4595
UBA7|7318	1613.8352	UBA7|7318	1085.2772
UBAC1|10422	1656.2281	UBAC1|10422	1062.7692
UBAC2|337867	2239.3401	UBAC2|337867	1357.0711
UBAP1|51271	1447.4574	UBAP1|51271	1668.5281
UBAP2L|9898	5833.9649	UBAP2L|9898	1854.4637
UBAP2|55833	1578.9917	UBAP2|55833	590.1011
UBASH3A|53347	179.1537	UBASH3A|53347	20.0615
UBASH3B|84959	262.1974	UBASH3B|84959	85.6283
UBB|7314	11665.3165	UBB|7314	12361.2975
UBC|7316	34281.3671	UBC|7316	50398.355
UBD|10537	21017.895	UBD|10537	132.1122
UBE2A|7319	1754.3707	UBE2A|7319	1073.0446
UBE2B|7320	545.8816	UBE2B|7320	2515.0247
UBE2CBP|90025	15.9699	UBE2CBP|90025	58.7165
UBE2C|11065	1285.7255	UBE2C|11065	15.1684
UBE2D1|7321	443.0933	UBE2D1|7321	211.3795
UBE2D2|7322	1170.4515	UBE2D2|7322	1985.5973
UBE2D3|7323	3738.9989	UBE2D3|7323	5590.7923
UBE2D4|51619	102.2367	UBE2D4|51619	280.4253
UBE2E1|7324	1202.9722	UBE2E1|7324	1167.9696
UBE2E2|7325	510.7478	UBE2E2|7325	434.9916
UBE2E3|10477	1369.0595	UBE2E3|10477	1528.0977
UBE2F|140739	460.515	UBE2F|140739	628.7562
UBE2G1|7326	862.9576	UBE2G1|7326	1028.0286
UBE2G2|7327	696.8702	UBE2G2|7327	1642.1056
UBE2H|7328	1919.5870000000002	UBE2H|7328	756.4646
UBE2I|7329	2278.7655	UBE2I|7329	2116.2416
UBE2J1|51465	1314.7617	UBE2J1|51465	1394.5176
UBE2J2|118424	1320.8594	UBE2J2|118424	1059.3441
UBE2K|3093	1318.8268	UBE2K|3093	1120.5071
UBE2L3|7332	1283.6929	UBE2L3|7332	2238.0784
UBE2L6|9246	8632.189	UBE2L6|9246	1423.3865
UBE2MP1|606551	57.7822	UBE2MP1|606551	107.1577
UBE2M|9040	648.3796	UBE2M|9040	1262.4054
UBE2N|7334	1145.7707	UBE2N|7334	1108.2745
UBE2O|63893	853.3756	UBE2O|63893	760.3791
UBE2Q1|55585	2316.5126	UBE2Q1|55585	2029.6347
UBE2Q2P1|388165	14.2278	UBE2Q2P1|388165	10.2754
UBE2Q2|92912	446.2873	UBE2Q2|92912	682.5797
UBE2QL1|134111	7.5494	UBE2QL1|134111	112.0507
UBE2R2|54926	1931.7822	UBE2R2|54926	2116.7309
UBE2S|27338	377.4713	UBE2S|27338	186.9143
UBE2T|29089	506.9731	UBE2T|29089	29.8476
UBE2V1|7335	3531.0993	UBE2V1|7335	3799.9381
UBE2V2|7336	451.8042	UBE2V2|7336	740.8069
UBE2W|55284	545.3009	UBE2W|55284	342.5131
UBE2Z|65264	4547.3683	UBE2Z|65264	2762.6127
UBE3A|7337	2226.5002	UBE3A|7337	1449.809
UBE3B|89910	927.7084	UBE3B|89910	844.0501
UBE3C|9690	2407.1058	UBE3C|9690	785.8229
UBE4A|9354	1191.6480000000001	UBE4A|9354	1199.2851
UBE4B|10277	864.4094	UBE4B|10277	1339.2262
UBFD1|56061	1632.4184	UBFD1|56061	1043.197
UBIAD1|29914	378.6328	UBIAD1|29914	525.0236
UBL3|5412	870.7974	UBL3|5412	787.7801
UBL4A|8266	1967.4968	UBL4A|8266	874.387
lowly_expressed	lowly_expressed	UBL4B|164153	5.3823
UBL5|59286	1620.8039	UBL5|59286	1429.2582
UBL7|84993	696.8702	UBL7|84993	1235.4937
UBLCP1|134510	725.3257	UBLCP1|134510	574.9327
UBN1|29855	2394.9105	UBN1|29855	995.7345
UBN2|254048	882.1215	UBN2|254048	624.8417
UBOX5|22888	256.9186	UBOX5|22888	498.5963
UBP1|7342	1603.0918	UBP1|7342	1449.3197
UBQLN1|29979	2337.9995	UBQLN1|29979	2430.8643
UBQLN2|29978	1504.3685	UBQLN2|29978	1258.0017
UBQLN4|56893	2241.0184	UBQLN4|56893	1405.7716
UBQLNL|143630	26.423000000000002	UBQLNL|143630	15.6577
UBR1|197131	725.6161	UBR1|197131	438.4168
UBR2|23304	1136.7695	UBR2|23304	410.5264
UBR3|130507	1556.3434	UBR3|130507	446.2456
UBR4|23352	4411.769	UBR4|23352	2379.9767
UBR5|51366	5279.081999999999	UBR5|51366	1442.4694
UBR7|55148	1478.2359	UBR7|55148	1104.8494
UBTD1|80019	223.8695	UBTD1|80019	420.3125
UBTD2|92181	730.5522	UBTD2|92181	821.0528
UBTF|7343	3320.8768	UBTF|7343	3692.2911
UBXN10|127733	16.840999999999998	UBXN10|127733	252.9704
UBXN11|91544	235.484	UBXN11|91544	841.6036
UBXN1|51035	1949.7847	UBXN1|51035	4489.3679999999995
UBXN2A|165324	465.4512	UBXN2A|165324	274.0105
UBXN2B|137886	814.1767	UBXN2B|137886	449.1815
UBXN4|23190	4321.1759	UBXN4|23190	1242.3439
UBXN6|80700	1351.0571	UBXN6|80700	2788.0566
UBXN7|26043	626.0217	UBXN7|26043	53.8235
UBXN8|7993	48.2002	lowly_expressed	lowly_expressed
UCA1|652995	46.458	UCA1|652995	40.123000000000005
UCHL1|7345	73.4617	UCHL1|7345	356.2136
UCHL3|7347	813.3056	UCHL3|7347	374.8072
UCHL5|51377	405.3984	UCHL5|51377	191.31799999999998
UCK1|83549	844.9551	UCK1|83549	874.8763
UCK2|7371	736.0691	UCK2|7371	348.874
UCKL1AS|100113386	35.2936	lowly_expressed	lowly_expressed
UCKL1|54963	730.3606	UCKL1|54963	814.6919
lowly_expressed	lowly_expressed	UCN2|90226	8.8075
lowly_expressed	lowly_expressed	UCN|7349	10.7647
UCP2|7351	1757.5647	UCP2|7351	1972.3861
UCP3|7352	33.9724	UCP3|7352	30.8262
UEVLD|55293	169.8621	UEVLD|55293	50.3984
UFC1|51506	2711.1154	UFC1|51506	2543.8937
UFD1L|7353	624.5699	UFD1L|7353	1068.6164
UFM1|51569	2209.3688	UFM1|51569	1452.7448
UFSP1|402682	67.0738	UFSP1|402682	32.7834
UFSP2|55325	319.8895	UFSP2|55325	1010.9714
UGCG|7357	527.8792	UGCG|7357	33.2727
UGDH|7358	632.9904	UGDH|7358	795.6089999999999
UGGT1|56886	3457.9279	UGGT1|56886	1072.066
UGGT2|55757	562.4323	UGGT2|55757	356.7029
UGP2|7360	2439.9167	UGP2|7360	3284.2112
lowly_expressed	lowly_expressed	UGT2B11|10720	138.4585
lowly_expressed	lowly_expressed	UGT2B15|7366	250.0346
lowly_expressed	lowly_expressed	UGT2B28|54490	215.2939
lowly_expressed	lowly_expressed	UGT2B7|7364	23.9759
UGT3A2|167127	5.8073	lowly_expressed	lowly_expressed
UGT8|7368	60.9761	UGT8|7368	39.1444
UHMK1|127933	1013.3654	UHMK1|127933	13.2112
UHRF1BP1L|23074	345.2411	UHRF1BP1L|23074	311.6869
UHRF1BP1|54887	1412.3236	UHRF1BP1|54887	274.4998
UHRF1|29128	324.0446	lowly_expressed	lowly_expressed
UHRF2|115426	1334.2160000000001	UHRF2|115426	824.9672
UIMC1|51720	490.4224	UIMC1|51720	676.2187
ULBP1|80329	15.3892	lowly_expressed	lowly_expressed
ULBP2|80328	30.7784	ULBP2|80328	5.8717
ULBP3|79465	10.4531	ULBP3|79465	14.6791
ULK1|8408	849.8913	ULK1|8408	1698.3756
ULK2|9706	532.2346	ULK2|9706	610.6519
ULK3|25989	604.2445	ULK3|25989	815.6705
ULK4|54986	14.2278	ULK4|54986	39.1444
UMPS|7372	894.6071	lowly_expressed	lowly_expressed
UNC119B|84747	698.322	UNC119B|84747	1058.8548
UNC119|9094	491.5838	UNC119|9094	757.9325
UNC13A|23025	443.67400000000004	lowly_expressed	lowly_expressed
UNC13B|10497	716.9052	UNC13B|10497	969.3121
UNC13D|201294	763.3632	UNC13D|201294	283.3073
UNC45A|55898	2349.9043	UNC45A|55898	2845.3052
UNC50|25972	571.1432	UNC50|25972	517.6841
UNC5A|90249	714.5823	UNC5A|90249	30.3369
UNC5B|219699	2079.2864	UNC5B|219699	301.4115
UNC5CL|222643	23.0083	UNC5CL|222643	60.6737
UNC5C|8633	12.776	lowly_expressed	lowly_expressed
UNC93B1|81622	1433.52	UNC93B1|81622	526.4916
UNG|7374	937.0	UNG|7374	888.5768
UNKL|64718	641.4225	UNKL|64718	480.9862
UNK|85451	442.2222	UNK|85451	565.1466
UPF1|5976	3712.8663	UPF1|5976	2209.6987
UPF2|26019	1686.1355	UPF2|26019	706.5556
UPF3A|65110	716.9052	UPF3A|65110	531.8739
UPF3B|65109	275.5541	UPF3B|65109	274.9891
UPK2|7379	21.7772	UPK2|7379	9.7861
lowly_expressed	lowly_expressed	UPK3A|7380	70.4598
UPK3BL|100134938	537.2666	UPK3BL|100134938	833.4273
UPK3B|80761	374.5677	UPK3B|80761	21.5294
UPP1|7378	235.1937	UPP1|7378	159.5132
lowly_expressed	lowly_expressed	UPP2|151531	6.8503
UPRT|139596	195.1237	UPRT|139596	287.711
UQCC|55245	448.3198	UQCC|55245	544.1065
UQCR10|29796	852.7949	UQCR10|29796	1537.8838
UQCR11|10975	771.7837	UQCR11|10975	1299.5925
UQCRB|7381	1962.2703	UQCRB|7381	5155.3113
UQCRC1|7384	1780.7937	UQCRC1|7384	3316.9946
UQCRC2|7385	3394.6289	UQCRC2|7385	4307.8361
UQCRFS1|7386	1555.182	UQCRFS1|7386	1694.4612
UQCRHL|440567	567.9492	UQCRHL|440567	399.7617
UQCRH|7388	1803.7323	UQCRH|7388	1907.7979
UQCRQ|27089	862.3768	UQCRQ|27089	1601.0041
URB1|9875	2039.2164	URB1|9875	551.3286
URB2|9816	959.9387	URB2|9816	157.556
URGCP|55665	606.5674	URGCP|55665	1355.8625
URM1|81605	1516.8541	URM1|81605	1322.1005
UROD|7389	882.7022	UROD|7389	1807.4905
UROS|7390	741.0053	UROS|7390	612.1198
USE1|55850	304.5903	USE1|55850	694.8123
USF1|7391	1436.714	USF1|7391	1140.0793
USF2|7392	2648.3971	USF2|7392	2242.9714
USH1C|10083	33.6821	USH1C|10083	11.254000000000001
USH1G|124590	9.2916	lowly_expressed	lowly_expressed
USH2A|7399	6.388	lowly_expressed	lowly_expressed
USHBP1|83878	14.2278	USHBP1|83878	208.933
USMG5|84833	445.7066	USMG5|84833	846.4966
USO1|8615	1435.5526	USO1|8615	1363.6914
USP10|9100	2214.8857	USP10|9100	1069.1302
USP11|8237	1288.9195	lowly_expressed	lowly_expressed
USP12|219333	451.5138	USP12|219333	47.4625
USP13|8975	1088.2789	USP13|8975	454.0745
USP14|9097	1099.0223	USP14|9097	636.0957
USP15|9958	926.8373	USP15|9958	643.9246
USP16|10600	864.4094	USP16|10600	692.8551
USP18|11274	522.0719	USP18|11274	314.6227
USP19|10869	1245.9458	USP19|10869	1526.6298
USP1|7398	1901.0038	USP1|7398	640.9888
USP20|10868	982.2966	USP20|10868	1106.3173
USP21|27005	844.9551	USP21|27005	566.1252
USP22|23326	3913.7972	USP22|23326	4728.1486
USP24|23358	2541.5436	USP24|23358	788.2694
USP25|29761	752.0391	USP25|29761	443.7991
USP27X|389856	117.3065	USP27X|389856	152.66299999999998
USP28|57646	619.3434	USP28|57646	396.3366
USP2|9099	13.9374	USP2|9099	153.1523
USP30|84749	203.8345	USP30|84749	495.1761
USP31|57478	1028.7546	USP31|57478	754.0181
USP32|84669	805.1754	USP32|84669	386.0612
USP33|23032	909.1252	USP33|23032	1152.8012
USP34|9736	3197.763	USP34|9736	1824.1269
