gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
PTGDS|5730	52.742	PTGDS|5730	735.2192
PTGER2|5732	13.7775	PTGER2|5732	97.6045
PTGER3|5733	164.4282	PTGER3|5733	1452.0082
PTGER4|5734	164.8996	PTGER4|5734	577.9817
PTGES2|80142	334.1047	PTGES2|80142	272.6809
PTGES3|10728	6928.7982	PTGES3|10728	5560.1427
PTGES|9536	294.0638	PTGES|9536	706.9317
PTGFRN|5738	4640.4392	PTGFRN|5738	1686.0347
PTGFR|5737	26.0481	PTGFR|5737	295.107
PTGIR|5739	17.8677	PTGIR|5739	18.6035
PTGIS|5740	218.0722	PTGIS|5740	2058.3588
PTGR1|22949	805.1235	PTGR1|22949	600.6626
PTGR2|145482	473.0337	PTGR2|145482	302.5178
PTGS1|5742	509.5528	PTGS1|5742	336.6463
PTGS2|5743	106.991	PTGS2|5743	1149.3374
PTH1R|5745	15.715	PTH1R|5745	137.105
PTH2R|5746	19.1594	PTH2R|5746	75.6881
PTHLH|5744	80.2971	PTHLH|5744	145.7696
PTK2B|2185	571.9821	PTK2B|2185	729.3578
PTK2|5747	2798.7729	PTK2|5747	2551.4781
PTK6|5753	338.8408	PTK6|5753	84.6075
PTK7|5754	1067.3268	PTK7|5754	1430.9378
PTMA|5757	8661.536	PTMA|5757	10233.4353
PTMS|5763	520.9623	PTMS|5763	2238.7870000000003
PTN|5764	101.3939	PTN|5764	1280.8359
PTOV1|53635	1640.8159	PTOV1|53635	1047.4006
PTP4A1|7803	3345.5681	PTP4A1|7803	2653.4149
PTP4A2|8073	13826.1665	PTP4A2|8073	2838.4302
PTP4A3|11156	217.857	PTP4A3|11156	207.4414
PTPDC1|138639	213.982	PTPDC1|138639	225.79
PTPLAD1|51495	6605.0266	PTPLAD1|51495	3146.5341
PTPLAD2|401494	1298.3155	PTPLAD2|401494	264.0163
lowly_expressed	lowly_expressed	PTPLA|9200	41.5392
PTPLB|201562	332.1673	PTPLB|201562	368.5015
PTPMT1|114971	597.0335	PTPMT1|114971	554.9898
PTPN11|5781	3161.0785	PTPN11|5781	4657.4924
PTPN12|5782	2630.4289	PTPN12|5782	3054.5362
PTPN13|5783	662.1818	PTPN13|5783	1955.6575
PTPN14|5784	204.0794	PTPN14|5784	978.3384
PTPN18|26469	2798.7729	PTPN18|26469	1575.4332
PTPN1|5770	1349.5506	PTPN1|5770	1311.6718
PTPN20B|26095	150.8961	PTPN20B|26095	80.0204
PTPN21|11099	690.1674	PTPN21|11099	1248.2161
PTPN22|26191	96.8731	PTPN22|26191	71.3558
PTPN23|25930	994.9949	PTPN23|25930	1297.1458
PTPN2|5771	504.8167	PTPN2|5771	551.7329
PTPN3|5774	1151.0683	PTPN3|5774	855.7594
PTPN4|5775	283.94599999999997	PTPN4|5775	422.0183
PTPN6|5777	669.9317	PTPN6|5777	445.7187
PTPN7|5778	113.6645	PTPN7|5778	74.4139
PTPN9|5780	1097.6804	PTPN9|5780	1076.1978
PTPRA|5786	2022.4961	PTPRA|5786	2372.5789999999997
PTPRB|5787	1789.1222	PTPRB|5787	5560.897
PTPRCAP|5790	34.0132	PTPRCAP|5790	69.317
PTPRC|5788	1130.402	PTPRC|5788	869.5209
PTPRD|5789	198.0518	PTPRD|5789	184.7604
PTPRE|5791	333.4589	PTPRE|5791	1075.9429
PTPRF|5792	11468.9199	PTPRF|5792	11284.6585
PTPRG|5793	1331.8982	PTPRG|5793	1395.7594
lowly_expressed	lowly_expressed	PTPRH|5794	17.3293
PTPRJ|5795	1287.1213	PTPRJ|5795	726.0449
PTPRK|5796	892.3093	PTPRK|5796	3173.8022
PTPRM|5797	1093.375	PTPRM|5797	3043.0683
PTPRN2|5799	698.563	PTPRN2|5799	229.3578
PTPRO|5800	83.7415	PTPRO|5800	30.8359
lowly_expressed	lowly_expressed	PTPRQ|374462	85.3721
PTPRR|5801	14.2081	PTPRR|5801	6.8807
PTPRS|5802	478.5534	PTPRS|5802	1913.0989
PTPRT|11122	2239.2767	PTPRT|11122	378.6952
PTPRU|10076	215.4889	PTPRU|10076	704.3833
PTPRZ1|5803	13.347000000000001	PTPRZ1|5803	389.9083
PTRF|284119	2765.8361	PTRF|284119	16976.2997
PTRH1|138428	105.2688	PTRH1|138428	50.7136
PTRH2|51651	311.2857	PTRH2|51651	220.6932
PTS|5805	212.2598	PTS|5805	143.2212
PTTG1IP|754	5476.3468	PTTG1IP|754	5245.4128
PTTG1|9232	55.5406	PTTG1|9232	17.3293
PTX3|5806	22.6037	PTX3|5806	172.0183
PUF60|22827	1461.9235	PUF60|22827	1416.4118
PUM1|9698	3093.9131	PUM1|9698	3401.3761
PUM2|23369	4906.7327	PUM2|23369	5118.7564
PURA|5813	472.9562	PURA|5813	634.8114
PURB|5814	2385.2322	PURB|5814	2768.3486
PURG|29942	8.1804	PURG|29942	15.8002
PUS10|150962	272.3212	PUS10|150962	191.1315
PUS1|80324	132.178	PUS1|80324	175.84099999999998
PUS3|83480	254.6687	PUS3|83480	213.5576
PUS7L|83448	478.7686	PUS7L|83448	260.7034
PUS7|54517	520.9623	PUS7|54517	477.8287
PUSL1|126789	155.1284	PUSL1|126789	85.8512
PVRIG|79037	41.9784	PVRIG|79037	62.4363
PVRL1|5818	839.5673	PVRL1|5818	1310.3976
PVRL2|5819	6684.2473	PVRL2|5819	1834.0979
PVRL3|25945	54.0337	PVRL3|25945	255.0968
PVRL4|81607	761.2077	PVRL4|81607	856.2691
PVR|5817	232.7108	PVR|5817	564.9847
PVT1|5820	67.3807	PVT1|5820	77.472
PWP1|11137	813.5192	PWP1|11137	901.6310000000001
PWP2|5822	407.5131	PWP2|5822	502.0387
PWWP2A|114825	568.753	PWWP2A|114825	528.0326
PWWP2B|170394	251.4396	PWWP2B|170394	189.8573
PXDNL|137902	23.4648	lowly_expressed	lowly_expressed
PXDN|7837	4046.9297	PXDN|7837	2371.8145
PXK|54899	332.5978	PXK|54899	360.0917
PXMP2|5827	176.1649	PXMP2|5827	99.6381
PXMP4|11264	1700.8772	PXMP4|11264	919.7248
PXN|5829	1751.501	PXN|5829	3871.2156
PYCARD|29108	739.465	PYCARD|29108	147.2987
PYCR1|5831	1963.2958	PYCR1|5831	223.7513
PYCR2|29920	951.5096	PYCR2|29920	920.3236
PYCRL|65263	336.9033	PYCRL|65263	135.3211
PYGB|5834	4702.2227	PYGB|5834	3566.5138
PYGL|5836	3333.728	PYGL|5836	1876.9113
lowly_expressed	lowly_expressed	PYGM|5837	80.2752
PYGO1|26108	24.1107	PYGO1|26108	47.6555
PYGO2|90780	1989.344	PYGO2|90780	1196.4832
PYHIN1|149628	22.1732	PYHIN1|149628	33.3843
PYROXD1|79912	525.285	PYROXD1|79912	422.7217
PYROXD2|84795	154.1359	PYROXD2|84795	237.2579
PYY|5697	39.3951	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PZP|5858	11.9776
ProSAPiP1|9762	38.3187	ProSAPiP1|9762	297.1458
QARS|5859	3508.3149	QARS|5859	3101.4271
QDPR|5860	1329.0996	QDPR|5860	738.5321
QKI|9444	2309.4559	QKI|9444	4388.3792
QPCTL|54814	348.7433	QPCTL|54814	140.4179
QPCT|25797	149.3999	QPCT|25797	75.1784
QPRT|23475	50.373999999999995	QPRT|23475	94.2915
QRFPR|84109	5.1666	lowly_expressed	lowly_expressed
QRICH1|54870	1834.3469	QRICH1|54870	1743.629
QRICH2|84074	30.1383	QRICH2|84074	88.685
QRSL1|55278	556.913	QRSL1|55278	464.3221
QSER1|79832	1642.7534	QSER1|79832	1797.1458
QSOX1|5768	4208.1696	QSOX1|5768	2433.2314
QSOX2|169714	173.9411	QSOX2|169714	344.0367
QTRT1|81890	230.1275	QTRT1|81890	274.21
QTRTD1|79691	642.8072	QTRTD1|79691	613.9144
R3HCC1|203069	358.8612	R3HCC1|203069	494.1386
R3HDM1|23518	736.2359	R3HDM1|23518	536.1876
R3HDM2|22864	1247.9823	R3HDM2|22864	1514.5413
RAB10|10890	5104.9997	RAB10|10890	2895.0051
RAB11A|8766	6666.8102	RAB11A|8766	3703.6188
RAB11B|9230	1101.5424	RAB11B|9230	1393.973
RAB11FIP1|80223	3526.1827	RAB11FIP1|80223	2636.0856
RAB11FIP2|22841	587.4818	RAB11FIP2|22841	985.2192
RAB11FIP3|9727	939.0237	RAB11FIP3|9727	730.1223
RAB11FIP4|84440	508.2611	RAB11FIP4|84440	614.1692
RAB11FIP5|26056	1171.3039999999999	RAB11FIP5|26056	1416.6667
RAB12|201475	778.2143	RAB12|201475	1334.8624
RAB13|5872	1470.3191	RAB13|5872	1253.5678
RAB14|51552	4243.2592	RAB14|51552	3507.9001
RAB15|376267	721.1668	RAB15|376267	577.7268
RAB17|64284	923.3088	RAB17|64284	323.9042
RAB18|22931	3252.1393	RAB18|22931	2164.3731
RAB19|401409	33.5827	RAB19|401409	7.6453
RAB1A|5861	5065.1698	RAB1A|5861	2868.6059999999998
RAB1B|81876	4840.1722	RAB1B|81876	3016.4832
RAB20|55647	386.20099999999996	RAB20|55647	260.9582
RAB21|23011	1089.9306	RAB21|23011	1152.1407
RAB22A|57403	1333.4051	RAB22A|57403	1382.7727
RAB23|51715	678.7579	RAB23|51715	431.4475
RAB24|53917	284.1612	RAB24|53917	304.791
RAB25|57111	1565.6854	RAB25|57111	619.2661
RAB26|25837	307.1955	RAB26|25837	10.1937
RAB27A|5873	1228.7821	RAB27A|5873	690.1121
RAB27B|5874	806.4152	RAB27B|5874	294.8522
RAB28|9364	336.4727	RAB28|9364	379.7146
RAB2A|5862	1789.3547	RAB2A|5862	1034.4037
RAB2B|84932	605.1343	RAB2B|84932	788.2263
RAB30|27314	1226.4141	RAB30|27314	285.423
RAB31|11031	6779.6136	RAB31|11031	1038.736
RAB32|10981	280.9321	RAB32|10981	411.0601
RAB33A|9363	9.0415	RAB33A|9363	10.1937
RAB33B|83452	583.1764	RAB33B|83452	708.9704
RAB34|83871	1387.0082	RAB34|83871	713.5576
RAB35|11021	877.8860000000001	RAB35|11021	987.7676
RAB36|9609	431.839	RAB36|9609	141.6922
RAB37|326624	108.4979	RAB37|326624	48.42
RAB38|23682	579.0862	RAB38|23682	87.156
RAB39B|116442	18.083	RAB39B|116442	31.0907
RAB39|54734	10.5484	RAB39|54734	11.213
RAB3A|5864	90.8455	RAB3A|5864	58.3588
RAB3B|5865	6.4582	RAB3B|5865	14.0163
lowly_expressed	lowly_expressed	RAB3C|115827	14.7808
RAB3D|9545	2649.373	RAB3D|9545	1015.5454
RAB3GAP1|22930	2151.8756	RAB3GAP1|22930	1928.8991
RAB3GAP2|25782	1697.4329	RAB3GAP2|25782	1591.2334
RAB3IL1|5866	88.90799999999999	RAB3IL1|5866	538.736
RAB3IP|117177	433.1306	RAB3IP|117177	433.7411
lowly_expressed	lowly_expressed	RAB40A|142684	5.6065
RAB40B|10966	264.7866	RAB40B|10966	396.0245
RAB40C|57799	625.5853	RAB40C|57799	342.5076
RAB42|115273	11.6248	RAB42|115273	28.2875
RAB43|339122	132.3933	RAB43|339122	267.5841
RAB4A|5867	664.4551	RAB4A|5867	750.0714
RAB4B|53916	388.3537	RAB4B|53916	258.0352
RAB5A|5868	1890.9639	RAB5A|5868	1525.9939
RAB5B|5869	5542.8664	RAB5B|5869	4875.3823
RAB5C|5878	3398.9559	RAB5C|5878	2479.103
RAB6A|5870	4158.0109	RAB6A|5870	3676.6055
RAB6B|51560	63.9363	RAB6B|51560	438.3282
RAB6C|84084	220.8385	RAB6C|84084	218.5525
RAB7A|7879	5390.4526	RAB7A|7879	5383.5372
RAB7L1|8934	257.0368	RAB7L1|8934	739.2966
RAB8A|4218	2408.2557	RAB8A|4218	1080.4052
RAB8B|51762	989.8283	RAB8B|51762	1298.1651
RAB9A|9367	2082.988	RAB9A|9367	537.7166
lowly_expressed	lowly_expressed	RAB9B|51209	23.4735
RABAC1|10567	806.1999	RABAC1|10567	650.1019
RABEP1|9135	9377.8591	RABEP1|9135	4939.0367
RABEP2|79874	434.6375	RABEP2|79874	204.3833
RABEPK|10244	641.3003	RABEPK|10244	312.4363
RABGAP1L|9910	365.9695	RABGAP1L|9910	455.8767
RABGAP1|23637	2393.8432	RABGAP1|23637	2359.8369
RABGEF1|27342	885.9437	RABGEF1|27342	1059.7018
RABGGTA|5875	299.6609	RABGGTA|5875	336.1366
RABGGTB|5876	1099.6179	RABGGTB|5876	668.9602
RABIF|5877	402.9923	RABIF|5877	228.3384
RABL2A|11159	313.4385	RABL2A|11159	342.5076
RABL2B|11158	265.863	RABL2B|11158	404.3884
RABL3|285282	1990.8509	RABL3|285282	958.4608
RABL5|64792	886.0664	RABL5|64792	381.7533
RAC1|5879	5502.3949	RAC1|5879	5190.1121
RAC2|5880	336.68800000000005	RAC2|5880	326.4526
RAC3|5881	174.5869	RAC3|5881	83.3333
RACGAP1|29127	326.5702	RACGAP1|29127	235.47400000000002
RAD17|5884	765.0826	RAD17|5884	737.1814
RAD18|56852	447.3387	RAD18|56852	338.4302
RAD1|5810	651.8487	RAD1|5810	644.7503
RAD21|5885	5514.4438	RAD21|5885	5436.7915
RAD23A|5886	1334.2662	RAD23A|5886	1613.4047
RAD23B|5887	6146.4937	RAD23B|5887	3928.8991
RAD50|10111	3100.8019	RAD50|10111	1927.1152
RAD51AP1|10635	83.5262	RAD51AP1|10635	41.5392
RAD51C|5889	367.2569	RAD51C|5889	239.0418
RAD51L1|5890	143.8028	RAD51L1|5890	201.58
RAD51L3|5892	202.3572	RAD51L3|5892	184.2508
RAD51|5888	42.4089	RAD51|5888	16.3099
RAD52|5893	136.2682	RAD52|5893	228.3384
RAD54B|25788	67.146	RAD54B|25788	55.2472
RAD54L2|23132	241.5371	RAD54L2|23132	442.6606
RAD54L|8438	31.8605	RAD54L|8438	7.3904
RAD9A|5883	243.9158	RAD9A|5883	192.3318
RAD9B|144715	21.9579	RAD9B|144715	36.1876
RADIL|55698	14.6386	RADIL|55698	159.5311
RAE1|8480	627.0922	RAE1|8480	484.1998
lowly_expressed	lowly_expressed	RAET1E|135250	14.0163
lowly_expressed	lowly_expressed	RAET1G|353091	8.0836
RAF1|5894	2136.8064	RAF1|5894	2002.5484
RAG1AP1|55974	2093.3211	RAG1AP1|55974	395.2599
RAG1|5896	21.0968	RAG1|5896	85.6269
RAGE|5891	265.2172	RAGE|5891	168.7054
RAI14|26064	1476.5621	RAI14|26064	963.0479
RAI1|10743	880.6846	RAI1|10743	953.6188
RAI2|10742	700.07	RAI2|10742	967.8899
RALA|5898	1735.1058	RALA|5898	1452.3445
RALBP1|10928	1887.3042	RALBP1|10928	2437.3089
RALB|5899	1541.3595	RALB|5899	1660.8053
RALGAPA1|253959	1186.1579	RALGAPA1|253959	986.2385
RALGAPA2|57186	540.7675	RALGAPA2|57186	1161.0601
RALGAPB|57148	2757.6557	RALGAPB|57148	3434.5056
RALGDS|5900	1634.7882	RALGDS|5900	2369.7757
RALGPS1|9649	538.3994	RALGPS1|9649	441.3863
RALGPS2|55103	2193.8539	RALGPS2|55103	814.9847
RALY|22913	1624.8856	RALY|22913	1424.3119
RAMP1|10267	333.6742	RAMP1|10267	27.2681
RAMP2|10266	399.1174	RAMP2|10266	863.1498
RAMP3|10268	1454.3889	RAMP3|10268	470.6932
RANBP10|57610	468.4355	RANBP10|57610	1022.9358
RANBP17|64901	17.2219	RANBP17|64901	63.7105
RANBP1|5902	371.9929	RANBP1|5902	517.8389
RANBP2|5903	4151.7679	RANBP2|5903	5110.0917
RANBP3L|202151	173.2953	RANBP3L|202151	258.4098
RANBP3|8498	835.4771	RANBP3|8498	964.0673
RANBP6|26953	1074.8614	RANBP6|26953	943.9348
RANBP9|10048	1719.3908	RANBP9|10048	1160.5505
RANGAP1|5905	807.2762	RANGAP1|5905	1114.1692
RANGRF|29098	246.0191	RANGRF|29098	311.6794
RAN|5901	2749.4753	RAN|5901	1796.8909
RAP1A|5906	1457.4027	RAP1A|5906	1484.7095
RAP1B|5908	2690.4903	RAP1B|5908	2222.9867
RAP1GAP2|23108	141.2195	RAP1GAP2|23108	740.5708
RAP1GAP|5909	692.9659	RAP1GAP|5909	336.9011
RAP1GDS1|5910	901.3508	RAP1GDS1|5910	842.5076
RAP2A|5911	860.8794	RAP2A|5911	1262.4873
RAP2B|5912	562.0795	RAP2B|5912	653.9246
RAP2C|57826	1676.7666	RAP2C|57826	840.9786
RAPGEF1|2889	1529.0889	RAPGEF1|2889	2586.6463
RAPGEF2|9693	899.8439	RAPGEF2|9693	1873.0887
RAPGEF3|10411	270.1189	RAPGEF3|10411	1990.4103
RAPGEF4|11069	752.812	RAPGEF4|11069	303.7717
RAPGEF5|9771	1681.2873	RAPGEF5|9771	1363.1498
RAPGEF6|51735	782.7351	RAPGEF6|51735	761.4679
RAPGEFL1|51195	198.6976	RAPGEFL1|51195	161.5698
RAPH1|65059	2280.1787	RAPH1|65059	3194.6993
RARA|5914	2148.4312	RARA|5914	929.9185
RARB|5915	564.6628	RARB|5915	276.2487
RARG|5916	956.8914	RARG|5916	1092.2528
RARRES1|5918	100.7481	RARRES1|5918	555.5556
RARRES2|5919	156.7192	RARRES2|5919	1211.7737
RARRES3|5920	2765.6208	RARRES3|5920	711.2639999999999
RARS2|57038	914.052	RARS2|57038	651.631
RARS|5917	1934.6644	RARS|5917	1132.5178
RASA1|5921	2302.5887	RASA1|5921	1635.4179
RASA2|5922	216.5653	RASA2|5922	326.9623
RASA3|22821	460.2551	RASA3|22821	911.0601
RASA4P|401331	45.8468	RASA4P|401331	190.4256
RASA4|10156	136.5352	RASA4|10156	746.9343
RASAL1|8437	96.2273	RASAL1|8437	38.4811
RASAL2|9462	1103.0623	RASAL2|9462	1866.1493
RASAL3|64926	110.6507	RASAL3|64926	154.1794
RASD1|51655	64.5821	RASD1|51655	746.1774
RASD2|23551	175.0175	RASD2|23551	140.4179
RASEF|158158	1115.5481	RASEF|158158	672.528
RASGEF1A|221002	41.7631	RASGEF1A|221002	199.2864
RASGEF1B|153020	91.9219	RASGEF1B|153020	487.5127
lowly_expressed	lowly_expressed	RASGEF1C|255426	11.213
RASGRF1|5923	11.4095	RASGRF1|5923	10.4485
RASGRF2|5924	235.9399	RASGRF2|5924	345.3109
RASGRP1|10125	888.865	RASGRP1|10125	114.1692
RASGRP2|10235	23.0343	RASGRP2|10235	178.8991
RASGRP3|25780	387.4926	RASGRP3|25780	524.9745
RASGRP4|115727	19.8052	RASGRP4|115727	55.3007
RASIP1|54922	141.0043	RASIP1|54922	763.7615
RASL10A|10633	6.0277	RASL10A|10633	56.0652
RASL10B|91608	10.1179	RASL10B|91608	84.3527
RASL11A|387496	159.5178	RASL11A|387496	326.1978
RASL11B|65997	185.9964	RASL11B|65997	28.2875
RASL12|51285	135.4071	RASL12|51285	373.0887
RASSF10|644943	80.7276	RASSF10|644943	67.0234
RASSF1|11186	486.7338	RASSF1|11186	624.1081
RASSF2|9770	678.7579	RASSF2|9770	564.2202
RASSF3|283349	414.8324	RASSF3|283349	494.9032
RASSF4|83937	304.1817	RASSF4|83937	556.8756
RASSF5|83593	413.9713	RASSF5|83593	491.0805
RASSF6|166824	140.3584	RASSF6|166824	519.8777
RASSF7|8045	319.2508	RASSF7|8045	156.9827
RASSF8|11228	484.1505	RASSF8|11228	1082.0591
RASSF9|9182	48.8671	RASSF9|9182	280.58099999999996
RAVER1|125950	963.1344	RAVER1|125950	741.8451
RAVER2|55225	368.9791	RAVER2|55225	631.4985
RB1CC1|9821	1990.8509	RB1CC1|9821	2493.3741
RB1|5925	2187.611	RB1|5925	1695.4638
RBAK|57786	829.88	RBAK|57786	695.0663
RBBP4|5928	6111.7959	RBBP4|5928	4293.5882
RBBP5|5929	766.8048	RBBP5|5929	725.5352
RBBP6|5930	2171.0349	RBBP6|5930	2124.3629
RBBP7|5931	17675.9055	RBBP7|5931	1939.3476
RBBP8|5932	1263.8717	RBBP8|5932	1200.5607
RBBP9|10741	1339.648	RBBP9|10741	891.6922
RBCK1|10616	812.6581	RBCK1|10616	998.2161
RBKS|64080	227.1137	RBKS|64080	60.6524
RBL1|5933	160.8094	RBL1|5933	161.8247
RBL2|5934	4864.2764	RBL2|5934	3611.5851
RBM10|8241	772.6172	RBM10|8241	886.8502
RBM11|54033	77.4985	RBM11|54033	32.1101
RBM12B|389677	607.5023	RBM12B|389677	648.0632
RBM12|10137	2495.5837	RBM12|10137	2210.6167
RBM14|10432	799.4683	RBM14|10432	768.6417
RBM15B|29890	1654.7613	RBM15B|29890	1914.5744
RBM15|64783	137.9904	RBM15|64783	227.3191
RBM16|22828	2297.3468	RBM16|22828	2169.7299
RBM17|84991	1199.7201	RBM17|84991	1657.2375
RBM18|92400	1191.755	RBM18|92400	1011.2130000000001
RBM19|9904	443.2485	RBM19|9904	641.1825
RBM20|282996	31.8605	RBM20|282996	75.6881
RBM22|55696	1050.7508	RBM22|55696	1269.368
RBM23|55147	1765.2441	RBM23|55147	1664.8828
RBM24|221662	35.0896	RBM24|221662	82.8236
RBM25|58517	2668.7476	RBM25|58517	2989.2966
RBM26|64062	1348.4742	RBM26|64062	1270.897
RBM27|54439	1449.2223	RBM27|54439	1451.0703
RBM28|55131	419.5684	RBM28|55131	442.9154
RBM33|155435	689.9521	RBM33|155435	1581.2946
RBM34|23029	563.2571	RBM34|23029	536.2029
RBM38|55544	144.4486	RBM38|55544	396.5341
RBM39|9584	5653.9476	RBM39|9584	5547.6555
RBM3|5935	5102.2012	RBM3|5935	5353.9755
RBM41|55285	289.9736	RBM41|55285	257.1356
RBM42|79171	475.5395	RBM42|79171	654.6891
RBM43|375287	424.7349	RBM43|375287	452.5994
RBM44|375316	11.4095	RBM44|375316	24.21
RBM45|129831	262.2033	RBM45|129831	148.5729
RBM47|54502	3238.577	RBM47|54502	2095.8206
RBM4B|83759	293.2027	RBM4B|83759	334.8624
RBM4|5936	2304.1322	RBM4|5936	1548.3818
RBM5|10181	2373.7215	RBM5|10181	3416.7762
RBM6|10180	1418.1583	RBM6|10180	2151.4016
RBM7|10179	561.4337	RBM7|10179	698.0122
RBM8A|9939	1921.1388	RBM8A|9939	2024.6203
RBM9|23543	1514.4502	RBM9|23543	3425.5861
RBMS1|5937	1100.479	RBMS1|5937	2623.5984
RBMS2|5939	880.7169	RBMS2|5939	2254.4088
RBMS3|27303	113.8798	RBMS3|27303	291.2844
RBMX2|51634	291.4805	RBMX2|51634	400.3568
RBMXL1|494115	778.6319	RBMXL1|494115	980.1478
RBMX|27316	3689.3601	RBMX|27316	4387.8695
RBP1|5947	29.923000000000002	RBP1|5947	292.8135
RBP4|5950	22.6037	RBP4|5950	1613.9144
RBP5|83758	91.7066	RBP5|83758	59.8879
RBP7|116362	119.2616	RBP7|116362	1349.3884
RBPJ|3516	622.5714	RBPJ|3516	1068.8073
RBPMS2|348093	27.9856	RBPMS2|348093	161.315
RBPMS|11030	1167.6444	RBPMS|11030	2114.9337
RBX1|9978	676.0433	RBX1|9978	610.9811
RC3H1|149041	1021.6888	RC3H1|149041	1391.9470000000001
RC3H2|54542	643.0224	RC3H2|54542	807.5943
RCAN1|1827	531.5107	RCAN1|1827	3597.8593
RCAN2|10231	367.4721	RCAN2|10231	770.3874
RCAN3|11123	171.1426	RCAN3|11123	177.6249
RCBTB1|55213	1093.8055	RCBTB1|55213	831.2946
RCBTB2|1102	406.4367	RCBTB2|1102	701.58
RCC1|1104	430.3945	RCC1|1104	231.4475
RCC2|55920	3556.9668	RCC2|55920	2036.9521
RCCD1|91433	82.2345	RCCD1|91433	123.8532
RCE1|9986	291.4805	RCE1|9986	232.6707
RCHY1|25898	728.9166	RCHY1|25898	770.8969999999999
RCL1|10171	328.9382	RCL1|10171	389.3986
RCN1|5954	2590.1728	RCN1|5954	2528.2875
RCN2|5955	1502.3949	RCN2|5955	976.2997
RCN3|57333	259.1895	RCN3|57333	366.208
RCOR1|23186	1528.2278	RCOR1|23186	1257.3904
RCOR2|283248	23.6801	RCOR2|283248	12.9969
RCOR3|55758	1561.8105	RCOR3|55758	1512.7421
RCSD1|92241	315.1606	RCSD1|92241	598.1142
lowly_expressed	lowly_expressed	RCVRN|5957	5.0968
RD3|343035	12.7011	lowly_expressed	lowly_expressed
RDBP|7936	543.1355	RDBP|7936	837.9205
RDH10|157506	216.35	RDH10|157506	423.0377
RDH11|51109	2048.1137	RDH11|51109	1266.5647
RDH13|112724	200.6351	RDH13|112724	167.1764
RDH14|57665	501.5876	RDH14|57665	389.0036
RDH16|8608	33.1521	RDH16|8608	12.9969
RDH5|5959	11.3837	RDH5|5959	374.6789
RDX|5962	2471.1264	RDX|5962	2439.6024
REC8|9985	29.0619	REC8|9985	64.9847
RECK|8434	483.9352	RECK|8434	1276.5036
RECQL4|9401	75.1305	RECQL4|9401	40.7747
RECQL5|9400	383.8329	RECQL5|9400	414.8828
RECQL|5965	1099.1701	RECQL|5965	1117.7982
REEP1|65055	1423.3895	REEP1|65055	315.7492
REEP2|51308	10.7637	REEP2|51308	38.9908
REEP3|221035	1527.7972	REEP3|221035	883.5372
REEP4|80346	208.6002	REEP4|80346	170.7441
REEP5|7905	6801.1044	REEP5|7905	6458.3588
REEP6|92840	2286.8522	REEP6|92840	339.7044
REG4|83998	13.347000000000001	lowly_expressed	lowly_expressed
RELA|5970	1462.7846	RELA|5970	1860.8563
RELB|5971	156.2887	RELB|5971	150.1019
RELL1|768211	1047.9522	RELL1|768211	1083.7793
RELL2|285613	15.8162	RELL2|285613	19.7528
RELN|5649	44.9922	RELN|5649	1271.4067
RELT|84957	77.7138	RELT|84957	45.107
REL|5966	318.8203	REL|5966	227.5739
REM1|28954	9.472000000000001	REM1|28954	64.9847
REM2|161253	49.2977	REM2|161253	7.6453
RENBP|5973	19.3746	RENBP|5973	88.4302
REP15|387849	13.5622	REP15|387849	32.3649
REPIN1|29803	1417.7924	REPIN1|29803	1251.7839
REPS1|85021	1071.2018	REPS1|85021	882.5178
REPS2|9185	24569.6141	REPS2|9185	641.947
RER1|11079	3326.1762	RER1|11079	1999.5056
RERE|473	2736.1283	RERE|473	5131.7533
RERGL|79785	24.3259	RERGL|79785	296.3812
RERG|85004	1931.2201	RERG|85004	1669.2151
REST|5978	816.1025	REST|5978	682.4669
RETSAT|54884	2715.8926	RETSAT|54884	3624.3629
RET|5979	1736.3974	RET|5979	72.63
REV1|51455	932.5655	REV1|51455	1307.3394
REV3L|5980	1002.96	REV3L|5980	2103.7207
REXO1|57455	363.1667	REXO1|57455	483.4353
REXO2|25996	495.3447	REXO2|25996	623.3435
REXO4|57109	337.1186	REXO4|57109	445.4638
RFC1|5981	1605.511	RFC1|5981	1868.2467
RFC2|5982	387.7079	RFC2|5982	292.0489
RFC3|5983	275.5503	RFC3|5983	264.2712
RFC4|5984	229.2665	RFC4|5984	165.3925
RFC5|5985	344.8684	RFC5|5985	342.5076
RFESD|317671	46.258	RFESD|317671	28.5423
RFFL|117584	1461.8976	RFFL|117584	687.7829
RFK|55312	767.8812	RFK|55312	655.7085
RFNG|5986	457.026	RFNG|5986	460.2446
RFPL1S|10740	28.4872	RFPL1S|10740	10.4485
lowly_expressed	lowly_expressed	RFPL3S|10737	7.9001
RFT1|91869	453.3663	RFT1|91869	397.0438
RFTN1|23180	471.4493	RFTN1|23180	1060.6524
RFTN2|130132	92.5677	RFTN2|130132	165.6473
RFWD2|64326	915.3436	RFWD2|64326	840.7238
RFWD3|55159	612.023	RFWD3|55159	716.3609
RFX1|5989	339.4866	RFX1|5989	317.0234
RFX2|5990	67.5959	RFX2|5990	395.2599
RFX3|5991	75.5611	RFX3|5991	120.7951
RFX5|5993	1138.1519	RFX5|5993	839.9592
lowly_expressed	lowly_expressed	RFX6|222546	112.895
