gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
ALMS1|7840	1312.7388	ALMS1|7840	1120.5403
lowly_expressed	lowly_expressed	ALOX12P2|245	24.4648
lowly_expressed	lowly_expressed	ALOX12|239	6.6769
ALOX15B|247	36.3812	ALOX15B|247	256.1162
ALOX15|246	23.0343	lowly_expressed	lowly_expressed
ALOX5AP|241	403.8534	ALOX5AP|241	212.2834
ALOX5|240	1244.2818	ALOX5|240	599.3884
lowly_expressed	lowly_expressed	ALOXE3|59344	6.371
ALPK1|80216	874.6569	ALPK1|80216	775.7389999999999
ALPK2|115701	31.6452	ALPK2|115701	7.6453
ALPK3|57538	162.9622	ALPK3|57538	180.4281
ALPL|249	90.4149	ALPL|249	750.7645
ALS2CL|259173	74.0541	ALS2CL|259173	478.5933
ALS2CR11|151254	5.5971	ALS2CR11|151254	16.3099
ALS2CR12|130540	5.3818	lowly_expressed	lowly_expressed
ALS2CR4|65062	446.6929	ALS2CR4|65062	1405.7085
ALS2CR8|79800	282.2238	ALS2CR8|79800	386.8502
ALS2|57679	753.0273	ALS2|57679	911.315
lowly_expressed	lowly_expressed	ALX3|257	32.3649
lowly_expressed	lowly_expressed	ALX4|60529	28.7971
AMACR|23600	480.2756	AMACR|23600	188.3282
lowly_expressed	lowly_expressed	AMBP|259	8.1549
AMBRA1|55626	934.2877	AMBRA1|55626	944.1896
AMD1|262	1207.6853	AMD1|262	1839.4495
AMDHD1|144193	5.3818	AMDHD1|144193	27.2681
AMDHD2|51005	75.1305	AMDHD2|51005	136.9546
AMFR|267	6430.0091	AMFR|267	3265.5454
AMH|268	10.979000000000001	lowly_expressed	lowly_expressed
AMICA1|120425	94.0746	AMICA1|120425	185.525
AMIGO1|57463	90.1997	AMIGO1|57463	203.3639
AMIGO2|347902	348.7412	AMIGO2|347902	2359.0724
AMIGO3|386724	75.3458	AMIGO3|386724	41.0296
AMMECR1L|83607	979.9257	AMMECR1L|83607	1048.9297
AMMECR1|9949	429.9015	AMMECR1|9949	259.684
AMN1|196394	169.8509	AMN1|196394	279.5617
AMOTL1|154810	871.8583	AMOTL1|154810	2859.0724
AMOTL2|51421	1254.3997	AMOTL2|51421	3642.2018
AMOT|154796	1012.6473	AMOT|154796	1132.7727
AMPD1|270	8.8262	AMPD1|270	45.8716
AMPD2|271	474.4632	AMPD2|271	547.1458
AMPD3|272	225.6068	AMPD3|272	212.0285
AMPH|273	58.985	AMPH|273	71.6106
AMT|275	44.9362	AMT|275	244.1922
lowly_expressed	lowly_expressed	AMY1A|276	34.6585
AMY2B|280	91.7152	AMY2B|280	479.3705
AMZ1|155185	5.5971	AMZ1|155185	7.3904
AMZ2P1|201283	366.6111	AMZ2P1|201283	277.2681
AMZ2|51321	1940.4768	AMZ2|51321	958.9704
ANAPC10|10393	153.2749	ANAPC10|10393	142.4567
ANAPC11|51529	673.5913	ANAPC11|51529	361.6208
ANAPC13|25847	2094.0767	ANAPC13|25847	1118.7997
ANAPC16|119504	2409.5582	ANAPC16|119504	2553.5168
ANAPC1|64682	888.6497	ANAPC1|64682	950.051
ANAPC2|29882	506.1084	ANAPC2|29882	606.7788
ANAPC4|29945	548.7326	ANAPC4|29945	691.6412
ANAPC5|51433	2341.7469	ANAPC5|51433	1926.8603
ANAPC7|51434	985.0923	ANAPC7|51434	777.7778
ANGEL1|23357	501.3724	ANGEL1|23357	750.0
ANGEL2|90806	1164.6305	ANGEL2|90806	967.6351
ANGPT1|284	60.2766	ANGPT1|284	501.5291
ANGPT2|285	311.0704	ANGPT2|285	788.2263
lowly_expressed	lowly_expressed	ANGPT4|51378	67.0234
ANGPTL1|9068	77.7138	ANGPTL1|9068	544.8522
ANGPTL2|23452	1216.942	ANGPTL2|23452	4944.6993
ANGPTL4|51129	60.4919	ANGPTL4|51129	1213.5576
lowly_expressed	lowly_expressed	ANGPTL7|10218	224.5158
ANG|283	522.396	ANG|283	399.9057
ANK1|286	6.4582	ANK1|286	38.736
ANK2|287	273.8281	ANK2|287	1003.5678
ANK3|288	2768.8499	ANK3|288	1241.3354
ANKAR|150709	35.0896	ANKAR|150709	76.9623
ANKDD1A|348094	51.881	ANKDD1A|348094	286.4424
lowly_expressed	lowly_expressed	ANKFN1|162282	6.1162
ANKFY1|51479	2395.1348	ANKFY1|51479	2551.7329
ANKHD1-EIF4EBP3|404734	1525.4981	ANKHD1-EIF4EBP3|404734	797.5841
ANKHD1|54882	3521.9891	ANKHD1|54882	3699.9898
ANKH|56172	773.4783	ANKH|56172	1960.7543
ANKIB1|54467	2102.1474	ANKIB1|54467	1721.4577
ANKK1|255239	9.9026	ANKK1|255239	39.5005
lowly_expressed	lowly_expressed	ANKLE1|126549	14.2074
ANKLE2|23141	1209.1922	ANKLE2|23141	1666.9215
ANKMY1|51281	255.5298	ANKMY1|51281	239.8063
ANKMY2|57037	475.9701	ANKMY2|57037	562.4363
ANKRA2|57763	461.76199999999994	ANKRA2|57763	379.4597
ANKRD10|55608	1804.2732	ANKRD10|55608	1609.7375
ANKRD11|29123	979.6351	ANKRD11|29123	2693.9857
ANKRD12|23253	3218.9871	ANKRD12|23253	3034.4037
ANKRD13A|88455	1053.7646	ANKRD13A|88455	1597.6045
ANKRD13B|124930	142.0806	ANKRD13B|124930	132.0082
ANKRD13C|81573	725.0417	ANKRD13C|81573	741.8451
ANKRD13D|338692	302.4595	ANKRD13D|338692	453.1091
ANKRD16|54522	177.0518	ANKRD16|54522	165.8614
ANKRD17|26057	4500.295999999999	ANKRD17|26057	3980.3772
ANKRD19|138649	38.9645	ANKRD19|138649	31.6004
ANKRD20A3|441425	6.0277	ANKRD20A3|441425	26.7584
ANKRD20B|729171	5.8124	ANKRD20B|729171	7.6453
ANKRD22|118932	135.8377	ANKRD22|118932	12.2324
ANKRD23|200539	38.534	ANKRD23|200539	50.7136
ANKRD24|170961	30.1383	ANKRD24|170961	18.8583
ANKRD26|22852	1124.1591	ANKRD26|22852	443.1702
ANKRD27|84079	403.8534	ANKRD27|84079	987.5127
ANKRD28|23243	1155.1585	ANKRD28|23243	1732.4159
ANKRD29|147463	29.7078	ANKRD29|147463	471.4577
ANKRD30A|91074	2380.2809	ANKRD30A|91074	1917.6860000000001
ANKRD30B|374860	250.148	ANKRD30B|374860	62.4363
ANKRD32|84250	228.6206	ANKRD32|84250	199.2864
ANKRD34A|284615	17.6524	ANKRD34A|284615	12.2324
ANKRD35|148741	14.8539	ANKRD35|148741	120.0306
ANKRD36BP1|84832	106.1299	ANKRD36BP1|84832	264.7808
ANKRD36B|57730	41.7631	ANKRD36B|57730	111.366
ANKRD36|375248	174.1564	ANKRD36|375248	420.7441
ANKRD37|353322	84.5121	ANKRD37|353322	139.2788
ANKRD39|51239	114.5256	ANKRD39|51239	80.2752
ANKRD40|91369	1771.7023	ANKRD40|91369	2330.2752
ANKRD42|338699	716.6460000000001	ANKRD42|338699	311.1621
ANKRD43|134548	609.0092	ANKRD43|134548	29.3068
ANKRD44|91526	113.6645	ANKRD44|91526	134.3017
ANKRD45|339416	5.3818	ANKRD45|339416	16.5647
ANKRD46|157567	677.6449	ANKRD46|157567	676.1009
ANKRD49|54851	454.8733	ANKRD49|54851	385.3211
ANKRD50|57182	1469.8886	ANKRD50|57182	1977.0642
ANKRD52|283373	1235.2403	ANKRD52|283373	1486.4934
lowly_expressed	lowly_expressed	ANKRD53|79998	48.6748
ANKRD54|129138	255.9604	ANKRD54|129138	297.9103
ANKRD56|345079	17.0066	ANKRD56|345079	62.4363
ANKRD57|65124	953.6623	ANKRD57|65124	788.9908
ANKRD58|347454	8.1804	ANKRD58|347454	5.8614
ANKRD5|63926	374.7915	ANKRD5|63926	205.6575
ANKRD6|22881	262.7824	ANKRD6|22881	405.3746
ANKRD9|122416	52.0962	ANKRD9|122416	56.3201
ANKS1A|23294	816.9636	ANKS1A|23294	1567.2783
ANKS1B|56899	125.7198	ANKS1B|56899	177.37
ANKS3|124401	251.4396	ANKS3|124401	220.94799999999998
ANKS6|203286	63.2905	ANKS6|203286	265.2905
ANKZF1|55139	453.7969	ANKZF1|55139	827.2171
ANLN|54443	161.6705	ANLN|54443	31.3456
ANO10|55129	1226.8446	ANO10|55129	750.2548
ANO1|55107	2519.1324	ANO1|55107	4966.6157
ANO2|57101	13.9928	ANO2|57101	220.6932
ANO3|63982	331.0909	ANO3|63982	53.5168
lowly_expressed	lowly_expressed	ANO4|121601	5.3517
ANO5|203859	45.8533	ANO5|203859	54.2813
ANO6|196527	2428.0717	ANO6|196527	4940.367
ANO7|50636	20.8815	ANO7|50636	6.6259
ANO8|57719	241.1065	ANO8|57719	257.6453
ANO9|338440	145.3097	ANO9|338440	88.685
ANP32A|8125	2302.5671	ANP32A|8125	2411.5698
ANP32B|10541	1689.2525	ANP32B|10541	2188.8379
ANP32E|81611	567.4614	ANP32E|81611	1175.8410000000001
ANPEP|290	23093.2673	ANPEP|290	2683.7411
ANTXR1|84168	4780.367	ANTXR1|84168	4275.7390000000005
ANTXR2|118429	2231.5268	ANTXR2|118429	2040.265
ANUBL1|93550	413.9713	ANUBL1|93550	357.2885
ANXA11|311	2507.7229	ANXA11|311	3209.9898
lowly_expressed	lowly_expressed	ANXA13|312	6.8807
ANXA1|301	1432.0004	ANXA1|301	10611.1111
ANXA2P1|303	61.353	ANXA2P1|303	42.5586
ANXA2P2|304	3357.4081	ANXA2P2|304	3043.0683
ANXA2|302	10254.1306	ANXA2|302	9297.9103
ANXA3|306	210.7529	ANXA3|306	1225.79
ANXA4|307	1648.1352	ANXA4|307	1430.4281
ANXA5|308	5781.1743	ANXA5|308	7902.6504
ANXA6|309	2952.2631	ANXA6|309	5336.1366
ANXA7|310	3829.0727	ANXA7|310	2838.9399
ANXA8L2|244	26.0481	ANXA8L2|244	143.7309
ANXA8|653145	43.7006	ANXA8|653145	248.9806
ANXA9|8416	591.1415	ANXA9|8416	121.5596
AOAH|313	146.6014	AOAH|313	137.3598
AOC2|314	7.104	AOC2|314	54.0265
AOC3|8639	648.8348	AOC3|8639	7371.3048
AOX1|316	157.5803	AOX1|316	875.1274
AP1AR|55435	1156.6654	AP1AR|55435	762.9969
AP1B1|162	1772.9939	AP1B1|162	1870.2854
AP1G1|164	2943.2216	AP1G1|164	2829.0009999999997
AP1G2|8906	1383.9277	AP1G2|8906	1079.0775
AP1M1|8907	619.5576	AP1M1|8907	749.7452
AP1M2|10053	2144.5563	AP1M2|10053	602.7013
AP1S1|1174	667.3484	AP1S1|1174	399.0826
AP1S2|8905	529.7885	AP1S2|8905	587.9205
AP1S3|130340	178.6771	AP1S3|130340	65.7492
AP2A1|160	1455.997	AP2A1|160	1241.236
AP2A2|161	1599.2681	AP2A2|161	1681.4475
AP2B1|163	13598.407	AP2B1|163	7490.8257
AP2M1|1173	4869.2751	AP2M1|1173	4262.2324
AP2S1|1175	1144.6101	AP2S1|1175	475.0255
AP3B1|8546	1416.2855	AP3B1|8546	1246.6871
AP3B2|8120	5.1666	AP3B2|8120	72.3751
AP3D1|8943	2474.3555	AP3D1|8943	2359.8369
AP3M1|26985	2206.3398	AP3M1|26985	1540.7747
AP3M2|10947	585.9749	AP3M2|10947	538.736
AP3S1|1176	1340.7244	AP3S1|1176	1018.8583
AP3S2|10239	1878.1034	AP3S2|10239	1313.6493
AP4B1|10717	414.3179	AP4B1|10717	383.3818
AP4E1|23431	607.9328	AP4E1|23431	518.0938
AP4M1|9179	390.4634	AP4M1|9179	267.4873
AP4S1|11154	94.9357	AP4S1|11154	97.8593
APAF1|317	760.5619	APAF1|317	841.7431
APBA1|320	75.5611	APBA1|320	352.1916
APBA2|321	12.0553	APBA2|321	80.5301
APBA3|9546	110.8659	APBA3|9546	137.6147
APBB1IP|54518	268.4463	APBB1IP|54518	347.8593
APBB1|322	228.6206	APBB1|322	762.2324
APBB2|323	2314.4072	APBB2|323	3116.9725
APBB3|10307	200.2045	APBB3|10307	331.0398
lowly_expressed	lowly_expressed	APC2|10297	5.4001
APCDD1L|164284	36.8118	APCDD1L|164284	344.0367
APCDD1|147495	197.8365	APCDD1|147495	1310.3976
APC|324	1346.1062	APC|324	1819.5719
APEH|327	2423.7662	APEH|327	1014.5260000000001
APEX1|328	2742.3712	APEX1|328	1860.3466
APEX2|27301	426.0266	APEX2|27301	339.1947
APH1A|51107	4071.0403	APH1A|51107	3357.7982
APH1B|83464	1385.286	APH1B|83464	947.5025
API5|8539	3181.3142	API5|8539	2807.8491
APIP|51074	484.0751	APIP|51074	408.92199999999997
APITD1|378708	273.3222	APITD1|378708	101.896
APLF|200558	23.8954	APLF|200558	135.8716
APLNR|187	780.5823	APLNR|187	883.0275
APLN|8862	43.27	APLN|8862	99.3884
APLP1|333	18.7288	APLP1|333	27.0133
APLP2|334	11646.5206	APLP2|334	16829.7655
APOA1BP|128240	1895.6999	APOA1BP|128240	712.0285
APOA1|335	19.3746	lowly_expressed	lowly_expressed
APOB48R|55911	555.6213	APOB48R|55911	72.8848
lowly_expressed	lowly_expressed	APOBEC3A|200315	8.9195
APOBEC3B|9582	20.6232	APOBEC3B|9582	12.9969
APOBEC3C|27350	99.887	APOBEC3C|27350	323.6493
APOBEC3D|140564	43.0547	APOBEC3D|140564	103.9755
APOBEC3F|200316	88.0469	APOBEC3F|200316	217.8899
APOBEC3G|60489	174.5869	APOBEC3G|60489	289.7554
APOBEC3H|164668	13.1317	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	82.8236
APOC1|341	547.6562	APOC1|341	260.4485
APOC2|344	124.2129	APOC2|344	6.6259
APOD|347	13010.7099	APOD|347	17759.4292
APOE|348	769.3881	APOE|348	962.2834
APOF|319	226.4679	lowly_expressed	lowly_expressed
APOL1|8542	1067.7574	APOL1|8542	1189.0928
APOL2|23780	373.9304	APOL2|23780	623.8532
APOL3|80833	441.9568	APOL3|80833	1734.7095
APOL4|80832	241.3218	APOL4|80832	335.1172
APOL6|80830	1839.944	APOL6|80830	3792.3038
APOLD1|81575	488.0254	APOLD1|81575	2182.0897
APOM|55937	76.4222	APOM|55937	37.9715
APOOL|139322	302.6748	APOOL|139322	310.1427
APOO|79135	234.0025	APOO|79135	108.053
APPBP2|10513	2026.8016	APPBP2|10513	1755.8614
APPL1|26060	3170.7658	APPL1|26060	2652.3955
APPL2|55198	912.7603	APPL2|55198	1714.3221
APP|351	12261.9881	APP|351	28595.5657
APRT|353	573.2738	APRT|353	602.7013
APTX|54840	536.6773	APTX|54840	408.5117
AQP11|282679	41.5478	AQP11|282679	43.0683
AQP1|358	2722.7813	AQP1|358	12554.6738
AQP3|360	1779.2369	AQP3|360	387.6147
lowly_expressed	lowly_expressed	AQP4|361	75.1784
AQP5|362	6.2429	AQP5|362	126.6565
lowly_expressed	lowly_expressed	AQP6|363	5.3517
lowly_expressed	lowly_expressed	AQP7P1|375719	246.9419
lowly_expressed	lowly_expressed	AQP7P3|441432	10.7034
AQP7|364	9.9026	AQP7|364	799.1845
lowly_expressed	lowly_expressed	AQP9|366	7.9001
lowly_expressed	lowly_expressed	AQPEP|206338	167.6249
AQR|9716	2336.1498	AQR|9716	1447.5025
ARAF|369	1156.4501	ARAF|369	912.0795
ARAP1|116985	1195.2683	ARAP1|116985	1994.0928
ARAP2|116984	322.9105	ARAP2|116984	482.4159
ARAP3|64411	286.0987	ARAP3|64411	1165.9021
ARCN1|372	8460.4704	ARCN1|372	4395.2599
ARC|23237	9.6873	ARC|23237	70.5912
AREG|374	70.3945	AREG|374	409.0214
ARF1|375	8147.4625	ARF1|375	5617.736999999999
ARF3|377	6199.4511	ARF3|377	4097.6045
ARF4|378	7965.5562	ARF4|378	2942.9154
ARF5|381	2153.3717	ARF5|381	1355.7314
ARF6|382	3857.4888	ARF6|382	2871.8145
ARFGAP1|55738	705.0213	ARFGAP1|55738	710.7543
ARFGAP2|84364	1596.4695	ARFGAP2|84364	1722.4771
ARFGAP3|26286	1043.2162	ARFGAP3|26286	1019.1131
ARFGEF1|10565	3207.9005	ARFGEF1|10565	2344.6407
ARFGEF2|10564	3083.7953	ARFGEF2|10564	3220.4383
ARFIP1|27236	1944.7823	ARFIP1|27236	1171.7635
ARFIP2|23647	3253.4309	ARFIP2|23647	1041.0296
ARFRP1|10139	255.9604	ARFRP1|10139	380.9888
ARG2|384	148.1535	ARG2|384	162.8619
ARGLU1|55082	1918.0884	ARGLU1|55082	3887.3598
ARHGAP10|79658	115.1714	ARHGAP10|79658	581.8043
ARHGAP11A|9824	133.2544	ARHGAP11A|9824	74.9235
ARHGAP11B|89839	12.7011	ARHGAP11B|89839	5.6779
ARHGAP12|94134	1499.8116	ARHGAP12|94134	1530.5810000000001
ARHGAP15|55843	111.2965	ARHGAP15|55843	70.0815
ARHGAP17|55114	1009.8488	ARHGAP17|55114	1728.3384
ARHGAP18|93663	659.168	ARHGAP18|93663	739.2966
ARHGAP19|84986	467.7897	ARHGAP19|84986	1109.8369
ARHGAP1|392	4455.3038	ARHGAP1|392	2879.9694
ARHGAP20|57569	71.4709	ARHGAP20|57569	413.6086
ARHGAP21|57584	1435.0143	ARHGAP21|57584	3401.1213
ARHGAP22|58504	23.6801	ARHGAP22|58504	35.423
ARHGAP23|57636	404.0687	ARHGAP23|57636	1237.7676
ARHGAP24|83478	242.6134	ARHGAP24|83478	494.3935
ARHGAP25|9938	194.3921	ARHGAP25|9938	454.89300000000003
ARHGAP26|23092	296.8624	ARHGAP26|23092	1333.0785
ARHGAP27|201176	251.8465	ARHGAP27|201176	626.6437
ARHGAP28|79822	184.7048	ARHGAP28|79822	256.6259
ARHGAP29|9411	4115.1714	ARHGAP29|9411	5290.5199
ARHGAP30|257106	375.0067	ARHGAP30|257106	451.0703
ARHGAP31|57514	956.4609	ARHGAP31|57514	2471.4577
ARHGAP32|9743	4410.5269	ARHGAP32|9743	1977.0642
ARHGAP33|115703	71.4709	ARHGAP33|115703	199.7961
ARHGAP39|80728	241.9676	ARHGAP39|80728	176.3507
ARHGAP42|143872	173.9325	ARHGAP42|143872	300.4511
ARHGAP4|393	127.44200000000001	ARHGAP4|393	329.001
ARHGAP5|394	2876.4867	ARHGAP5|394	3840.7238
ARHGAP6|395	111.727	ARHGAP6|395	230.1223
ARHGAP8|23779	229.2105	ARHGAP8|23779	382.2452
ARHGAP9|64333	114.3103	ARHGAP9|64333	114.6789
ARHGDIA|396	2884.4519	ARHGDIA|396	2704.6381
ARHGDIB|397	8790.7002	ARHGDIB|397	3120.5403
ARHGEF10L|55160	708.6809	ARHGEF10L|55160	868.5015
ARHGEF10|9639	637.4253	ARHGEF10|9639	1274.9745
ARHGEF11|9826	1414.1327	ARHGEF11|9826	1468.9093
ARHGEF12|23365	9507.3462	ARHGEF12|23365	8378.1855
ARHGEF15|22899	349.6044	ARHGEF15|22899	1647.0438
ARHGEF16|27237	407.0825	ARHGEF16|27237	173.5474
ARHGEF17|9828	1072.4934	ARHGEF17|9828	1997.1967
ARHGEF18|23370	760.5619	ARHGEF18|23370	745.4128
ARHGEF19|128272	259.1895	ARHGEF19|128272	227.8287
ARHGEF1|9138	744.8469	ARHGEF1|9138	1206.422
ARHGEF2|9181	1269.6841	ARHGEF2|9181	2023.9551
ARHGEF33|100271715	7.7499	ARHGEF33|100271715	17.8389
ARHGEF35|445328	299.4457	ARHGEF35|445328	479.3578
ARHGEF37|389337	543.566	ARHGEF37|389337	1749.4903
ARHGEF38|54848	168.34400000000002	ARHGEF38|54848	74.9235
ARHGEF3|50650	1884.5057	ARHGEF3|50650	1301.7329
ARHGEF4|50649	20.2357	ARHGEF4|50649	149.5923
ARHGEF5|7984	487.5949	ARHGEF5|7984	700.3058
ARHGEF6|9459	696.6256	ARHGEF6|9459	3383.792
ARHGEF7|8874	1334.912	ARHGEF7|8874	2078.2365
ARHGEF9|23229	492.5461	ARHGEF9|23229	669.9796
ARID1A|8289	4102.4703	ARID1A|8289	3126.1468
ARID1B|57492	2335.2887	ARID1B|57492	2650.3568
ARID2|196528	2035.6278	ARID2|196528	1360.3466
ARID3A|1820	54.4642	ARID3A|1820	55.0459
ARID3B|10620	127.2267	ARID3B|10620	142.2018
ARID4A|5926	899.8439	ARID4A|5926	1268.8583
ARID4B|51742	1979.5555	ARID4B|51742	2115.1733
ARID5A|10865	267.1546	ARID5A|10865	1291.5392
ARID5B|84159	2243.1516	ARID5B|84159	4442.9154
ARIH1|25820	2701.6845	ARIH1|25820	2379.7146
ARIH2|10425	1130.8326	ARIH2|10425	1813.2008
ARL10|285598	26.9092	ARL10|285598	107.0336
ARL11|115761	154.3512	ARL11|115761	43.8328
ARL13B|200894	332.5978	ARL13B|200894	383.0275
ARL15|54622	954.5234	ARL15|54622	711.7737
ARL16|339231	236.5858	ARL16|339231	308.10400000000004
ARL17A|51326	95.3469	ARL17A|51326	95.6524
ARL1|400	4646.6821	ARL1|400	2153.4149
ARL2BP|23568	1353.6408	ARL2BP|23568	1584.0979
ARL2|402	549.1631	ARL2|402	805.3007
ARL3|403	1395.8345	ARL3|403	590.2141
ARL4A|10124	263.2797	ARL4A|10124	1811.9266
ARL4C|10123	591.7873	ARL4C|10123	1595.0561
ARL4D|379	78.3596	ARL4D|379	120.7951
ARL5A|26225	1424.0353	ARL5A|26225	1030.5810000000001
ARL5B|221079	417.2004	ARL5B|221079	446.73800000000006
ARL6IP1|23204	6849.147	ARL6IP1|23204	5108.3078
ARL6IP4|51329	734.9443	ARL6IP4|51329	1081.2946
ARL6IP5|10550	5479.5759	ARL6IP5|10550	4033.8940000000002
ARL6IP6|151188	318.1745	ARL6IP6|151188	354.9949
ARL6|84100	73.4083	ARL6|84100	99.1335
ARL8A|127829	875.3027	ARL8A|127829	865.9531
ARL8B|55207	2648.5119	ARL8B|55207	2297.1458
ARMC10|83787	1101.5554	ARMC10|83787	691.1978
ARMC1|55156	890.3719	ARMC1|55156	802.7523
ARMC2|84071	47.1449	ARMC2|84071	74.4139
ARMC3|219681	90.1997	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	10.9582
ARMC5|79798	247.9953	ARMC5|79798	183.4862
ARMC6|93436	379.0625	ARMC6|93436	297.4006
ARMC7|79637	404.9298	ARMC7|79637	255.3517
ARMC8|25852	855.9281	ARMC8|25852	894.7503
ARMC9|80210	484.7963	ARMC9|80210	206.6769
ARMCX1|51309	913.4062	ARMCX1|51309	1009.1743
ARMCX2|9823	807.7068	ARMCX2|9823	930.4281
ARMCX3|51566	2217.534	ARMCX3|51566	2168.7054
ARMCX5|64860	497.0669	ARMCX5|64860	416.6667
ARMCX6|54470	216.9959	ARMCX6|54470	233.6901
ARNT2|9915	3199.1820000000002	ARNT2|9915	337.6656
ARNTL2|56938	24.3259	ARNTL2|56938	43.0683
ARNTL|406	174.1564	ARNTL|406	234.9643
ARNT|405	1521.339	ARNT|405	2197.5025
ARPC1A|10552	1738.0119	ARPC1A|10552	1743.629
ARPC1B|10095	1242.6672	ARPC1B|10095	1068.2977
ARPC2|10109	3324.4712	ARPC2|10109	3081.5494
ARPC3|10094	4211.1835	ARPC3|10094	1940.8767
ARPC4|10093	2628.2288	ARPC4|10093	2107.2477
ARPC5L|81873	702.438	ARPC5L|81873	421.7635
ARPC5|10092	3026.1019	ARPC5|10092	2694.4444
ARPM1|84517	38.1034	ARPM1|84517	30.8359
ARPP19|10776	4900.4897	ARPP19|10776	4918.4506
ARRB1|408	356.0626	ARRB1|408	1218.1448
ARRB2|409	395.0272	ARRB2|409	541.0296
ARRDC1|92714	849.0393	ARRDC1|92714	441.6412
ARRDC2|27106	304.397	ARRDC2|27106	656.2181
ARRDC3|57561	2052.4191	ARRDC3|57561	5046.3812
ARRDC4|91947	988.752	ARRDC4|91947	1718.6544
ARSA|410	511.9208	ARSA|410	441.6412
ARSB|411	277.0572	ARSB|411	261.4679
ARSD|414	7794.8442	ARSD|414	3084.8624
ARSE|415	50.5893	ARSE|415	30.0714
ARSG|22901	412.0338	ARSG|22901	303.7717
ARSH|347527	14.4233	lowly_expressed	lowly_expressed
ARSI|340075	61.5683	ARSI|340075	21.4067
ARSJ|79642	44.5616	ARSJ|79642	157.2375
ARSK|153642	158.6567	ARSK|153642	217.3802
lowly_expressed	lowly_expressed	ART3|419	5.8614
lowly_expressed	lowly_expressed	ART4|420	84.0979
ART5|116969	6.8888	ART5|116969	18.3486
ARTN|9048	40.2562	lowly_expressed	lowly_expressed
ARV1|64801	639.7933	ARV1|64801	304.0265
ARVCF|421	125.9351	ARVCF|421	381.2436
AR|367	2811.9046	AR|367	897.8084
AS3MT|57412	30.1383	AS3MT|57412	177.37
ASAH1|427	15427.1568	ASAH1|427	4981.9062
lowly_expressed	lowly_expressed	ASAH2B|653308	5.0968
ASAH2|56624	24.5412	lowly_expressed	lowly_expressed
ASAM|79827	204.2947	ASAM|79827	945.9735
ASAP1|50807	1298.1002	ASAP1|50807	1925.5861
ASAP2|8853	1146.117	ASAP2|8853	1306.3201
ASAP3|55616	1130.402	ASAP3|55616	1024.21
lowly_expressed	lowly_expressed	ASB12|142689	6.6259
ASB13|79754	691.6743	ASB13|79754	710.2446
ASB14|142686	13.9928	ASB14|142686	24.9745
ASB16|92591	5.7457	ASB16|92591	11.4806
ASB1|51665	239.6211	ASB1|51665	742.4694
ASB2|51676	19.5899	ASB2|51676	32.6198
ASB3|51130	493.4072	ASB3|51130	349.1335
ASB6|140459	462.2851	ASB6|140459	680.2701
ASB7|140460	531.726	ASB7|140460	634.8114
ASB8|140461	962.4886	ASB8|140461	915.3925
ASB9|140462	17.2219	ASB9|140462	53.0071
ASCC1|51008	531.0801	ASCC1|51008	404.9439
ASCC2|84164	613.9605	ASCC2|84164	952.8542
ASCC3|10973	1749.0985	ASCC3|10973	1299.4393
ASCL2|430	9.472000000000001	ASCL2|430	23.1906
ASF1A|25842	547.4409	ASF1A|25842	546.6361
ASF1B|55723	200.8503	ASF1B|55723	62.946000000000005
lowly_expressed	lowly_expressed	ASGR1|432	11.7227
ASH1L|55870	4929.6916	ASH1L|55870	4695.13
ASH2L|9070	1043.2162	ASH2L|9070	1108.8175
ASL|435	289.3278	ASL|435	344.0367
ASMTL|8623	575.6203	ASMTL|8623	539.7401
ASNA1|439	1308.8639	ASNA1|439	724.7706
ASNSD1|54529	878.5318	ASNSD1|54529	1128.4404
ASNS|440	221.0861	ASNS|440	336.6463
ASPA|443	13.1317	ASPA|443	93.527
ASPHD1|253982	45.8533	ASPHD1|253982	14.0163
ASPHD2|57168	90.1997	ASPHD2|57168	35.9327
ASPH|444	4586.8575	ASPH|444	8954.5999
ASPM|259266	131.9628	ASPM|259266	10.4485
ASPN|54829	3476.2392	ASPN|54829	631.2436
ASPRV1|151516	30.5129	ASPRV1|151516	95.3848
ASPSCR1|79058	178.6771	ASPSCR1|79058	159.2762
ASRGL1|80150	87.4011	ASRGL1|80150	172.2732
ASS1|445	200.6351	ASS1|445	1836.3914
ASTE1|28990	434.9734	ASTE1|28990	315.4766
ASTN1|460	18.2983	ASTN1|460	72.3751
ASTN2|23245	399.9785	ASTN2|23245	226.8094
ASXL1|171023	1272.0521	ASXL1|171023	2677.1152
ASXL2|55252	1029.8692	ASXL2|55252	1319.8267
ASXL3|80816	8.3957	ASXL3|80816	39.5005
ATAD1|84896	1308.2181	ATAD1|84896	1281.0907
ATAD2B|54454	750.8745	ATAD2B|54454	564.7299
ATAD2|29028	644.5294	ATAD2|29028	445.209
ATAD3A|55210	141.6501	ATAD3A|55210	224.261
ATAD3B|83858	87.1858	ATAD3B|83858	203.8736
ATAD3C|219293	172.8648	ATAD3C|219293	119.0112
ATAD5|79915	74.9152	ATAD5|79915	108.5627
ATE1|11101	428.1793	ATE1|11101	414.8828
ATF1|466	571.7669	ATF1|466	672.7829
