gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
ALOXE3|59344	13.8209	ALOXE3|59344	10.3049
ALPK1|80216	447.6437	ALPK1|80216	881.4083
ALPK2|115701	54.8997	ALPK2|115701	5.8394
ALPK3|57538	92.1394	ALPK3|57538	306.3976
ALPL|249	412.7076	ALPL|249	704.8519
ALS2CL|259173	208.8492	ALS2CL|259173	328.3813
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.5874
ALS2CR4|65062	612.7267	ALS2CR4|65062	1267.8403
ALS2CR8|79800	31.096999999999998	ALS2CR8|79800	323.2289
ALS2|57679	287.9355	ALS2|57679	670.8459
ALX3|257	64.8815	ALX3|257	40.8759
ALX4|60529	9.5979	ALX4|60529	30.2276
AMACR|23600	257.9902	AMACR|23600	305.3671
lowly_expressed	lowly_expressed	AMBP|259	165.9081
AMBRA1|55626	890.2966	AMBRA1|55626	960.0687
AMD1|262	1433.5349	AMD1|262	2471.1035
lowly_expressed	lowly_expressed	AMDHD1|144193	7.9004
AMDHD2|51005	195.1473	AMDHD2|51005	136.3366
AMFR|267	2845.1867	AMFR|267	3918.2482
AMICA1|120425	105.1924	AMICA1|120425	252.1254
AMIGO1|57463	26.4901	AMIGO1|57463	202.6621
AMIGO2|347902	404.2614	AMIGO2|347902	3007.6393
AMIGO3|386724	167.7704	AMIGO3|386724	65.2641
AMMECR1L|83607	936.3663	AMMECR1L|83607	920.9103
AMMECR1|9949	542.0866	AMMECR1|9949	240.79
AMN1|196394	43.7662	AMN1|196394	316.35900000000004
AMOTL1|154810	2077.7426	AMOTL1|154810	5735.6805
AMOTL2|51421	2334.1971	AMOTL2|51421	2641.4770000000003
AMOT|154796	840.0038	AMOT|154796	1116.0155
AMPD1|270	13.437000000000001	AMPD1|270	68.3555
AMPD2|271	984.7394	AMPD2|271	540.3177
AMPD3|272	281.0251	AMPD3|272	263.1172
AMPH|273	44.9179	AMPH|273	55.3027
AMT|275	53.5867	AMT|275	248.4534
AMY1A|276	109.0316	AMY1A|276	30.2276
AMY2B|280	47.9893	AMY2B|280	479.21
AMZ1|155185	21.4992	lowly_expressed	lowly_expressed
AMZ2P1|201283	114.7903	AMZ2P1|201283	327.3508
AMZ2|51321	1608.5997	AMZ2|51321	1091.6273
ANAPC10|10393	137.0573	ANAPC10|10393	139.459
ANAPC11|51529	2040.5029	ANAPC11|51529	429.7123
ANAPC13|25847	856.5237	ANAPC13|25847	1368.4431
ANAPC16|119504	1450.0432	ANAPC16|119504	2498.9266
ANAPC1|64682	1190.5173	ANAPC1|64682	831.2581
ANAPC2|29882	484.1156	ANAPC2|29882	628.596
ANAPC4|29945	424.6089	ANAPC4|29945	623.4435
ANAPC5|51433	2930.4156	ANAPC5|51433	2190.1245
ANAPC7|51434	1048.4691	ANAPC7|51434	797.5955
ANGEL1|23357	353.2009	ANGEL1|23357	693.173
ANGEL2|90806	464.5359	ANGEL2|90806	784.1992
ANGPT1|284	471.8303	ANGPT1|284	429.0253
ANGPT2|285	266.0524	ANGPT2|285	280.97900000000004
lowly_expressed	lowly_expressed	ANGPT4|51378	10.6483
ANGPTL1|9068	17.2761	ANGPTL1|9068	375.0966
ANGPTL2|23452	2439.3896	ANGPTL2|23452	2821.1249
lowly_expressed	lowly_expressed	ANGPTL3|27329	96.5221
ANGPTL4|51129	1485.7472	ANGPTL4|51129	330.0988
lowly_expressed	lowly_expressed	ANGPTL5|253935	6.8699
ANGPTL6|83854	5.1099	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	205.0666
ANG|283	211.6403	ANG|283	646.1795
ANK1|286	30.3292	ANK1|286	25.7621
ANK2|287	99.0498	ANK2|287	623.4435
ANK3|288	656.4929	ANK3|288	1806.0970000000002
ANKAR|150709	19.5796	ANKAR|150709	71.447
ANKDD1A|348094	82.5415	ANKDD1A|348094	186.5178
lowly_expressed	lowly_expressed	ANKFN1|162282	55.6462
ANKFY1|51479	1535.656	ANKFY1|51479	2431.6015
ANKHD1-EIF4EBP3|404734	506.1215	ANKHD1-EIF4EBP3|404734	659.5964
ANKHD1|54882	2315.2279	ANKHD1|54882	3208.9687
ANKH|56172	3071.6959	ANKH|56172	2015.9725
ANKIB1|54467	1205.8739	ANKIB1|54467	1510.6913
lowly_expressed	lowly_expressed	ANKK1|255239	35.0365
ANKLE1|126549	109.7687	ANKLE1|126549	13.7398
ANKLE2|23141	2382.5703	ANKLE2|23141	1491.1121
ANKMY1|51281	76.015	ANKMY1|51281	239.7596
ANKMY2|57037	209.2331	ANKMY2|57037	756.0326
ANKRA2|57763	100.2016	ANKRA2|57763	367.5397
ANKRD10|55608	935.5984	ANKRD10|55608	1857.2091
ANKRD11|29123	2548.8473	ANKRD11|29123	2482.7411
ANKRD12|23253	616.9498	ANKRD12|23253	2295.9210000000003
ANKRD13A|88455	1263.0771	ANKRD13A|88455	1757.3207
ANKRD13B|124930	252.9993	ANKRD13B|124930	70.76
ANKRD13C|81573	659.9482	ANKRD13C|81573	664.6629
ANKRD13D|338692	528.6496	ANKRD13D|338692	358.2653
ANKRD16|54522	266.3135	ANKRD16|54522	182.2791
ANKRD17|26057	1994.4332	ANKRD17|26057	3021.7261
ANKRD19|138649	39.9271	ANKRD19|138649	83.8128
ANKRD1|27063	12.6692	ANKRD1|27063	9.2744
lowly_expressed	lowly_expressed	ANKRD20A3|441425	11.3353
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.8394
ANKRD22|118932	196.56400000000002	ANKRD22|118932	82.0953
ANKRD23|200539	16.8922	ANKRD23|200539	39.1584
ANKRD24|170961	6.5265	ANKRD24|170961	35.38
ANKRD26|22852	126.3077	ANKRD26|22852	349.3345
ANKRD27|84079	1338.3242	ANKRD27|84079	944.9549
ANKRD28|23243	1241.9618	ANKRD28|23243	1397.3379
ANKRD29|147463	25.7222	ANKRD29|147463	297.4667
ANKRD2|26287	13.437000000000001	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD30A|91074	1111.2065
ANKRD30B|374860	10.3657	ANKRD30B|374860	198.5401
ANKRD32|84250	125.156	ANKRD32|84250	156.6337
ANKRD34A|284615	14.2048	ANKRD34A|284615	20.9532
ANKRD35|148741	228.8127	ANKRD35|148741	152.1683
ANKRD36BP1|84832	204.2422	ANKRD36BP1|84832	177.2435
ANKRD36B|57730	28.7936	ANKRD36B|57730	23.0142
ANKRD36|375248	227.66099999999997	ANKRD36|375248	334.9077
ANKRD37|353322	120.8868	ANKRD37|353322	115.3182
ANKRD39|51239	221.1345	ANKRD39|51239	74.8819
ANKRD40|91369	1266.9162	ANKRD40|91369	1837.3551
ANKRD42|338699	100.5855	ANKRD42|338699	252.1254
lowly_expressed	lowly_expressed	ANKRD43|134548	282.0094
ANKRD44|91526	70.6402	ANKRD44|91526	114.3839
lowly_expressed	lowly_expressed	ANKRD45|339416	6.5264
ANKRD46|157567	271.4272	ANKRD46|157567	611.3903
ANKRD49|54851	227.2771	ANKRD49|54851	455.8179
ANKRD50|57182	686.8222	ANKRD50|57182	1737.7415
ANKRD52|283373	1357.136	ANKRD52|283373	1410.7342
ANKRD53|79998	10.3657	ANKRD53|79998	33.6625
ANKRD54|129138	476.0534	ANKRD54|129138	340.4036
ANKRD56|345079	45.6858	ANKRD56|345079	90.6827
ANKRD57|65124	667.6265	ANKRD57|65124	853.9287
ANKRD58|347454	34.5523	ANKRD58|347454	16.8313
ANKRD5|63926	240.7141	ANKRD5|63926	241.8205
ANKRD6|22881	220.4933	ANKRD6|22881	378.4285
ANKRD9|122416	108.2637	ANKRD9|122416	60.1116
ANKS1A|23294	1236.9709	ANKS1A|23294	1428.2525
ANKS1B|56899	67.6073	ANKS1B|56899	194.4182
ANKS3|124401	212.6884	ANKS3|124401	274.4526
ANKS6|203286	505.9987	ANKS6|203286	173.465
ANKZF1|55139	496.7847	ANKZF1|55139	873.1644
ANLN|54443	3667.5305	ANLN|54443	66.9815
ANO10|55129	877.6274	ANO10|55129	755.3456
ANO1|55107	644.2077	ANO1|55107	4846.3718
lowly_expressed	lowly_expressed	ANO2|57101	71.1035
lowly_expressed	lowly_expressed	ANO3|63982	26.4491
lowly_expressed	lowly_expressed	ANO4|121601	9.6179
ANO5|203859	11.1335	ANO5|203859	91.0262
ANO6|196527	2051.6364	ANO6|196527	4304.3366
ANO7|50636	17.66	ANO7|50636	8.5874
ANO8|57719	166.6187	ANO8|57719	264.8347
ANO9|338440	162.7795	ANO9|338440	128.1237
ANP32A|8125	3193.0128	ANP32A|8125	2589.6093
ANP32B|10541	4894.9035	ANP32B|10541	2550.1073
ANP32E|81611	5918.8022	ANP32E|81611	1117.0459
ANPEP|290	5172.0895	ANPEP|290	4599.7424
ANTXR1|84168	9648.1428	ANTXR1|84168	4481.2366
ANTXR2|118429	955.178	ANTXR2|118429	1687.2477
ANTXRL|195977	22.267	lowly_expressed	lowly_expressed
ANUBL1|93550	83.3093	ANUBL1|93550	296.4362
ANXA11|311	2437.47	ANXA11|311	3434.9506
lowly_expressed	lowly_expressed	ANXA13|312	5.1524
ANXA1|301	4292.9264	ANXA1|301	10613.3104
ANXA2P1|303	183.8948	ANXA2P1|303	83.4693
ANXA2P2|304	11424.5129	ANXA2P2|304	3788.407
ANXA2P3|305	9.5979	lowly_expressed	lowly_expressed
ANXA2|302	42678.568	ANXA2|302	11187.9777
ANXA3|306	977.0611	ANXA3|306	1569.7724
ANXA4|307	2126.1158	ANXA4|307	1602.4045
ANXA5|308	11236.0111	ANXA5|308	7936.4534
ANXA6|309	3503.2153	ANXA6|309	6360.1546
ANXA7|310	2913.1395	ANXA7|310	3157.0631
ANXA8L1|728113	40.6718	lowly_expressed	lowly_expressed
ANXA8L2|244	1851.6172	ANXA8L2|244	271.3611
ANXA8|653145	3058.282	ANXA8|653145	455.1516
ANXA9|8416	86.7646	ANXA9|8416	170.3736
AOAH|313	103.6568	AOAH|313	126.0627
lowly_expressed	lowly_expressed	AOC2|314	25.0751
AOC3|8639	389.6727	AOC3|8639	5587.6342
AOX1|316	46.8375	AOX1|316	489.824
AP1AR|55435	342.4513	AP1AR|55435	889.3087
AP1B1|162	3487.0909	AP1B1|162	2057.1919
AP1G1|164	2359.9194	AP1G1|164	3066.7239
AP1G2|8906	755.681	AP1G2|8906	1250.3289
AP1M1|8907	1078.7983	AP1M1|8907	691.1121
AP1M2|10053	1521.8351	AP1M2|10053	951.8248
AP1S1|1174	967.0794	AP1S1|1174	486.389
AP1S2|8905	319.4165	AP1S2|8905	474.7102
AP1S3|130340	89.8359	AP1S3|130340	117.1318
AP2A1|160	3082.9753	AP2A1|160	1055.7355
AP2A2|161	1914.1952	AP2A2|161	1276.0842
AP2B1|163	5813.2258	AP2B1|163	6673.4221
AP2M1|1173	11131.2026	AP2M1|1173	4179.6479
AP2S1|1175	2628.2753	AP2S1|1175	631.3439
AP3B1|8546	1367.5017	AP3B1|8546	1383.9416
AP3B2|8120	105.5764	AP3B2|8120	98.2396
AP3D1|8943	3603.4168	AP3D1|8943	2441.9064
AP3M1|26985	925.2327	AP3M1|26985	1568.3985
AP3M2|10947	400.8062	AP3M2|10947	596.3074
AP3S1|1176	1182.0712	AP3S1|1176	734.0489
AP3S2|10239	959.1592	AP3S2|10239	1205.5543
AP4B1|10717	364.1309	AP4B1|10717	397.7604
AP4E1|23431	283.3285	AP4E1|23431	346.5865
AP4M1|9179	432.7479	AP4M1|9179	259.672
AP4S1|11154	39.9271	AP4S1|11154	111.2924
APAF1|317	414.2048	APAF1|317	654.7016
APBA1|320	304.8277	APBA1|320	366.8527
APBA2|321	120.9329	APBA2|321	89.9957
APBA3|9546	195.0283	APBA3|9546	141.8635
APBB1IP|54518	382.7623	APBB1IP|54518	582.9111
APBB1|322	337.0765	APBB1|322	731.6445
APBB2|323	873.4044	APBB2|323	2561.0992
APBB3|10307	71.7919	APBB3|10307	311.8935
APC2|10297	12.3774	APC2|10297	5.9322
APCDD1L|164284	377.3875	APCDD1L|164284	205.7535
APCDD1|147495	506.3826	APCDD1|147495	1138.3426
APC|324	625.012	APC|324	1204.6372
APEH|327	1436.6062	APEH|327	1353.3705
APEX1|328	2329.2063	APEX1|328	2547.3594
APEX2|27301	854.5926	APEX2|27301	354.8304
APH1A|51107	12390.0566	APH1A|51107	4124.6887
APH1B|83464	195.4122	APH1B|83464	1121.8549
API5|8539	2707.7455	API5|8539	2939.2872
APIP|51074	285.1406	APIP|51074	448.3813
APITD1|378708	207.6668	APITD1|378708	170.2739
APLF|200558	101.3533	APLF|200558	102.705
APLNR|187	375.084	APLNR|187	784.8862
APLN|8862	208.0814	APLN|8862	83.1258
APLP1|333	542.0866	APLP1|333	44.9979
APLP2|334	17409.3483	APLP2|334	18771.6617
APOA1BP|128240	5498.4164	APOA1BP|128240	978.6174
APOB48R|55911	436.8941	APOB48R|55911	237.0116
APOBEC3A|200315	32.2488	APOBEC3A|200315	12.383
APOBEC3B|9582	662.2517	APOBEC3B|9582	83.7956
APOBEC3C|27350	384.2979	APOBEC3C|27350	453.4135
APOBEC3D|140564	67.9528	APOBEC3D|140564	163.1602
APOBEC3F|200316	159.7082	APOBEC3F|200316	208.845
APOBEC3G|60489	313.2738	APOBEC3G|60489	385.05800000000005
APOBEC3H|164668	12.2852	APOBEC3H|164668	7.9004
APOB|338	15.3566	APOB|338	41.9064
APOC1|341	1484.5955	APOC1|341	585.6591
APOC2|344	122.4686	APOC2|344	44.3109
APOD|347	320.9521	APOD|347	11696.6939
APOE|348	7432.5751	APOE|348	2052.383
lowly_expressed	lowly_expressed	APOF|319	7.5569
APOL1|8542	3021.4032	APOL1|8542	1443.7097
APOL2|23780	1135.2337	APOL2|23780	794.5041
APOL3|80833	1030.0413	APOL3|80833	1630.5711
APOL4|80832	558.9788	APOL4|80832	327.6943
APOL6|80830	4913.7153	APOL6|80830	3843.0228
APOLD1|81575	167.0026	APOLD1|81575	516.6166
APOM|55937	27.6418	APOM|55937	64.2336
APOOL|139322	105.1924	APOOL|139322	222.2413
APOO|79135	481.4282	APOO|79135	136.711
APPBP2|10513	694.1165	APPBP2|10513	1478.4027
APPL1|26060	1392.0722	APPL1|26060	2180.1632
APPL2|55198	592.7632	APPL2|55198	1412.1082
APP|351	24167.0026	APP|351	33169.9442
APRT|353	1416.2588	APRT|353	771.4899
APTX|54840	428.8319	APTX|54840	461.3139
AQP11|282679	18.4279	AQP11|282679	51.1808
AQP1|358	1111.431	AQP1|358	12661.0631
AQP3|360	265.2846	AQP3|360	1380.8502
lowly_expressed	lowly_expressed	AQP4|361	61.8291
AQP5|362	166.2348	AQP5|362	148.3899
lowly_expressed	lowly_expressed	AQP7P1|375719	182.3959
lowly_expressed	lowly_expressed	AQP7P3|441432	9.9614
AQP7|364	17.66	AQP7|364	803.435
AQP9|366	457.2416	AQP9|366	12.0223
lowly_expressed	lowly_expressed	AQPEP|206338	98.5419
AQR|9716	986.2751	AQR|9716	1272.9927
ARAF|369	1091.4675	ARAF|369	970.3736
ARAP1|116985	1874.2336	ARAP1|116985	2066.6587
ARAP2|116984	611.575	ARAP2|116984	551.6531
ARAP3|64411	321.7199	ARAP3|64411	490.8544
ARCN1|372	4341.2995	ARCN1|372	3894.8905
ARC|23237	14.2048	ARC|23237	95.4916
AREG|374	9.5979	AREG|374	144.2679
ARF1|375	21017.756	ARF1|375	6071.6187
ARF3|377	3829.1583	ARF3|377	4763.933
ARF4|378	5923.4092	ARF4|378	3153.6282
ARF5|381	3606.8721	ARF5|381	1640.4878
ARF6|382	3206.4498	ARF6|382	2818.0335
ARFGAP1|55738	1980.6123	ARFGAP1|55738	929.1541
ARFGAP2|84364	1790.191	ARFGAP2|84364	2061.3139
ARFGAP3|26286	1110.6632	ARFGAP3|26286	1205.3242
ARFGEF1|10565	1859.2955	ARFGEF1|10565	2123.617
ARFGEF2|10564	987.8107	ARFGEF2|10564	3309.9184
ARFIP1|27236	594.6828	ARFIP1|27236	1026.0198
ARFIP2|23647	1000.8638	ARFIP2|23647	1640.5324
ARFRP1|10139	888.7609	ARFRP1|10139	469.9012
ARG2|384	199.4318	ARG2|384	195.5655
ARGLU1|55082	983.2038	ARGLU1|55082	3552.7694
ARHGAP10|79658	501.7756	ARHGAP10|79658	518.3340000000001
ARHGAP11A|9824	1054.2279	ARHGAP11A|9824	79.0039
ARHGAP11B|89839	58.9654	ARHGAP11B|89839	8.2439
ARHGAP12|94134	375.8518	ARHGAP12|94134	1659.4246
ARHGAP15|55843	75.6311	ARHGAP15|55843	139.1155
ARHGAP17|55114	1683.4629	ARHGAP17|55114	1162.7308
ARHGAP18|93663	524.4265	ARHGAP18|93663	743.3233
ARHGAP19|84986	574.3353	ARHGAP19|84986	1056.2473
ARHGAP1|392	4028.7936	ARHGAP1|392	2549.4204
ARHGAP20|57569	76.7828	ARHGAP20|57569	308.4586
ARHGAP21|57584	2526.5381	ARHGAP21|57584	2626.0198
ARHGAP22|58504	155.1013	ARHGAP22|58504	62.8596
ARHGAP23|57636	449.5633	ARHGAP23|57636	805.4959
ARHGAP24|83478	191.5731	ARHGAP24|83478	315.3285
ARHGAP25|9938	320.5682	ARHGAP25|9938	495.3199
ARHGAP26|23092	383.914	ARHGAP26|23092	1210.4766
ARHGAP27|201176	976.6772	ARHGAP27|201176	543.4092
ARHGAP28|79822	160.86	ARHGAP28|79822	230.8287
ARHGAP29|9411	2274.3066	ARHGAP29|9411	4520.7385
ARHGAP30|257106	810.0585	ARHGAP30|257106	759.8111
ARHGAP31|57514	765.1406	ARHGAP31|57514	1148.6475
ARHGAP32|9743	1286.4958	ARHGAP32|9743	1928.7248
ARHGAP33|115703	447.2598	ARHGAP33|115703	226.3632
lowly_expressed	lowly_expressed	ARHGAP36|158763	66.9815
ARHGAP39|80728	175.0648	ARHGAP39|80728	263.8042
ARHGAP42|143872	170.4233	ARHGAP42|143872	244.1735
ARHGAP4|393	393.5119	ARHGAP4|393	404.2937
ARHGAP5|394	1232.7479	ARHGAP5|394	3265.2641
ARHGAP6|395	30.3292	ARHGAP6|395	160.7557
ARHGAP8|23779	176.8999	ARHGAP8|23779	442.1228
ARHGAP9|64333	170.0739	ARHGAP9|64333	162.1297
ARHGDIA|396	9554.0839	ARHGDIA|396	2751.7389
ARHGDIB|397	3796.5256	ARHGDIB|397	4414.255
lowly_expressed	lowly_expressed	ARHGDIG|398	5.0047
ARHGEF10L|55160	835.3969	ARHGEF10L|55160	1036.3246
ARHGEF10|9639	744.0253	ARHGEF10|9639	991.6702
ARHGEF11|9826	3192.6289	ARHGEF11|9826	1360.9274
ARHGEF12|23365	5174.3929	ARHGEF12|23365	7680.5496
ARHGEF15|22899	122.4686	ARHGEF15|22899	600.4294
ARHGEF16|27237	298.3012	ARHGEF16|27237	247.3164
ARHGEF17|9828	1142.5281	ARHGEF17|9828	1550.5367
ARHGEF18|23370	886.8413	ARHGEF18|23370	886.2173
ARHGEF19|128272	517.1322	ARHGEF19|128272	322.8854
ARHGEF1|9138	2202.5146	ARHGEF1|9138	1077.8875
ARHGEF2|9181	4903.3496	ARHGEF2|9181	1659.4246
ARHGEF33|100271715	18.044	ARHGEF33|100271715	12.7093
ARHGEF35|445328	808.5229	ARHGEF35|445328	922.9712
ARHGEF37|389337	403.8775	ARHGEF37|389337	2932.7608
lowly_expressed	lowly_expressed	ARHGEF38|54848	103.7355
ARHGEF3|50650	513.6769	ARHGEF3|50650	1220.0945
ARHGEF4|50649	260.6776	ARHGEF4|50649	131.9021
ARHGEF5|7984	544.3901	ARHGEF5|7984	864.2336
ARHGEF6|9459	688.3578	ARHGEF6|9459	2445.3413
ARHGEF7|8874	1246.9527	ARHGEF7|8874	1713.3534
ARHGEF9|23229	547.8453	ARHGEF9|23229	812.7093
ARID1A|8289	2615.2222	ARID1A|8289	2663.4607
ARID1B|57492	1698.4356	ARID1B|57492	2554.5728
ARID2|196528	450.715	ARID2|196528	1211.5071
ARID3A|1820	77.1667	ARID3A|1820	36.754
ARID3B|10620	102.505	ARID3B|10620	131.2151
ARID4A|5926	281.7929	ARID4A|5926	1011.2495
ARID4B|51742	1277.3779	ARID4B|51742	1705.058
ARID5A|10865	491.4099	ARID5A|10865	1299.0983
ARID5B|84159	1507.6303	ARID5B|84159	3598.7978
ARIH1|25820	1456.1858	ARIH1|25820	2127.9519
ARIH2|10425	1569.7629	ARIH2|10425	1639.8076
ARL10|285598	26.874000000000002	ARL10|285598	53.9287
ARL11|115761	92.1394	ARL11|115761	47.4023
ARL13B|200894	153.5656	ARL13B|200894	300.2147
ARL15|54622	89.068	ARL15|54622	473.3362
ARL16|339231	642.672	ARL16|339231	436.2387
ARL17A|51326	78.1073	ARL17A|51326	127.9794
lowly_expressed	lowly_expressed	ARL17B|641522	11.2632
ARL1|400	1882.7143	ARL1|400	2378.0163
ARL2BP|23568	1486.8989	ARL2BP|23568	1499.3559
ARL2|402	898.3588	ARL2|402	757.4066
ARL3|403	598.9058	ARL3|403	689.0511
ARL4A|10124	255.6867	ARL4A|10124	1173.0356
ARL4C|10123	1735.2913	ARL4C|10123	1697.8961
ARL4D|379	134.7538	ARL4D|379	186.1743
ARL5A|26225	522.8909	ARL5A|26225	919.5363
ARL5B|221079	383.1462	ARL5B|221079	270.3306
ARL6IP1|23204	13661.1959	ARL6IP1|23204	4638.9008
ARL6IP4|51329	2028.2177	ARL6IP4|51329	1615.8008
ARL6IP5|10550	3661.3878	ARL6IP5|10550	5092.3143
ARL6IP6|151188	502.9273	ARL6IP6|151188	351.3954
ARL6|84100	32.2488	ARL6|84100	79.0039
ARL8A|127829	1155.9651	ARL8A|127829	888.2782
ARL8B|55207	1788.6553	ARL8B|55207	2266.7239
ARL9|132946	38.7753	ARL9|132946	12.0223
ARMC10|83787	746.8932	ARMC10|83787	674.6243
ARMC1|55156	681.4474	ARMC1|55156	722.0266
ARMC2|84071	34.1683	ARMC2|84071	69.0425
ARMC3|219681	7.2944	lowly_expressed	lowly_expressed
ARMC4|55130	6.5265	ARMC4|55130	8.9309
ARMC5|79798	293.3103	ARMC5|79798	216.7454
ARMC6|93436	635.7155	ARMC6|93436	313.082
ARMC7|79637	276.4181	ARMC7|79637	316.35900000000004
ARMC8|25852	694.8843	ARMC8|25852	764.62
ARMC9|80210	224.5897	ARMC9|80210	229.7982
ARMCX1|51309	272.5789	ARMCX1|51309	1088.5359
ARMCX2|9823	258.3741	ARMCX2|9823	832.9755
ARMCX3|51566	825.799	ARMCX3|51566	2085.3585
ARMCX5|64860	243.0176	ARMCX5|64860	511.1207
ARMCX6|54470	125.5399	ARMCX6|54470	290.9403
ARNT2|9915	320.5682	ARNT2|9915	505.6247
ARNTL2|56938	193.1087	ARNTL2|56938	82.4388
ARNTL|406	248.3924	ARNTL|406	297.1232
ARNT|405	3397.6389	ARNT|405	1855.5603
ARPC1A|10552	3232.5559	ARPC1A|10552	1863.1894
ARPC1B|10095	6389.8647	ARPC1B|10095	1123.8437
ARPC2|10109	5925.7126	ARPC2|10109	3407.1275
ARPC3|10094	4919.858	ARPC3|10094	2453.5852
ARPC4|10093	5168.377	ARPC4|10093	2345.9957
ARPC5L|81873	1317.5929	ARPC5L|81873	487.4195
ARPC5|10092	6146.0793	ARPC5|10092	2863.0313
ARPM1|84517	120.54899999999999	ARPM1|84517	31.2581
ARPP19|10776	2929.6478	ARPP19|10776	4030.5711
ARRB1|408	272.195	ARRB1|408	1111.2065
ARRB2|409	942.5089	ARRB2|409	677.7158
ARRDC1|92714	786.2559	ARRDC1|92714	531.7304
ARRDC2|27106	472.9821	ARRDC2|27106	939.459
ARRDC3|57561	1456.9536	ARRDC3|57561	4290.2533
ARRDC4|91947	344.7548	ARRDC4|91947	1013.9974
ARSA|410	1040.4069	ARSA|410	549.9356
ARSB|411	550.1488	ARSB|411	265.8652
ARSD|414	2332.6615	ARSD|414	3838.9008
ARSE|415	40.311	ARSE|415	75.5689
ARSF|416	6.5265	lowly_expressed	lowly_expressed
ARSG|22901	26.1062	ARSG|22901	283.0399
lowly_expressed	lowly_expressed	ARSH|347527	5.4959
ARSI|340075	165.4669	ARSI|340075	19.2357
ARSJ|79642	156.253	ARSJ|79642	158.0077
ARSK|153642	98.6659	ARSK|153642	144.6114
ART3|419	14.5887	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART4|420	113.0099
ART5|116969	10.7496	ART5|116969	26.1056
ARTN|9048	333.6213	ARTN|9048	6.8699
ARV1|64801	582.7815	ARV1|64801	382.31
ARVCF|421	220.3666	ARVCF|421	467.8403
AR|367	18.8118	AR|367	867.325
AS3MT|57412	168.2004	AS3MT|57412	154.6346
ASAH1|427	2920.8177	ASAH1|427	4846.3718
ASAH2B|653308	8.4461	ASAH2B|653308	13.7398
ASAM|79827	552.0683	ASAM|79827	788.3212
ASAP1|50807	2252.0395	ASAP1|50807	1067.9261
ASAP2|8853	1749.4961	ASAP2|8853	799.313
ASAP3|55616	544.0061	ASAP3|55616	961.0992
ASB13|79754	1435.0705	ASB13|79754	915.4143
lowly_expressed	lowly_expressed	ASB14|142686	23.7012
ASB16|92591	7.8664	ASB16|92591	13.7398
ASB1|51665	276.4258	ASB1|51665	724.17
ASB2|51676	31.4809	ASB2|51676	85.5303
ASB3|51130	235.7232	ASB3|51130	313.2675
ASB6|140459	625.6301	ASB6|140459	678.6191
ASB7|140460	390.4405	ASB7|140460	515.9296
ASB8|140461	454.9381	ASB8|140461	1012.2799
ASB9|140462	49.141000000000005	ASB9|140462	105.7965
ASCC1|51008	606.5841	ASCC1|51008	366.5092
ASCC2|84164	1462.3284	ASCC2|84164	1032.5462
ASCC3|10973	1605.5284	ASCC3|10973	1122.8854
ASCL2|430	51.0606	ASCL2|430	43.6239
ASF1A|25842	528.6496	ASF1A|25842	592.1855
ASF1B|55723	800.4607	ASF1B|55723	67.325
ASGR1|432	15.7405	ASGR1|432	12.0223
lowly_expressed	lowly_expressed	ASGR2|433	6.1829
ASH1L|55870	3948.0334	ASH1L|55870	3888.5221
ASH2L|9070	1545.2539	ASH2L|9070	1318.6775
ASL|435	379.6909	ASL|435	369.2572
ASMTL|8623	348.5939	ASMTL|8623	590.4096
ASNA1|439	1126.0198	ASNA1|439	848.0893
ASNSD1|54529	1213.5522	ASNSD1|54529	1194.6758
ASNS|440	1835.1089	ASNS|440	438.9867
lowly_expressed	lowly_expressed	ASPA|443	83.1258
ASPHD1|253982	48.7571	ASPHD1|253982	14.4268
ASPHD2|57168	106.3442	ASPHD2|57168	51.8678
ASPH|444	4322.3956	ASPH|444	7388.4517
ASPM|259266	1192.053	ASPM|259266	44.9979
ASPN|54829	849.2178	ASPN|54829	261.7432
ASPRV1|151516	10.4962	ASPRV1|151516	95.9966
ASPSCR1|79058	595.8345	ASPSCR1|79058	200.9446
ASRGL1|80150	232.6519	ASRGL1|80150	136.711
ASS1|445	2746.5208	ASS1|445	1670.4165
ASTE1|28990	198.2302	ASTE1|28990	277.9493
ASTN1|460	6.5265	ASTN1|460	92.4002
ASTN2|23245	47.6053	ASTN2|23245	242.851
ASXL1|171023	2200.979	ASXL1|171023	2152.6836
ASXL2|55252	645.7434	ASXL2|55252	947.7029
lowly_expressed	lowly_expressed	ASXL3|80816	30.9146
ATAD1|84896	555.1396	ATAD1|84896	1312.1511
ATAD2B|54454	639.2168	ATAD2B|54454	481.2366
ATAD2|29028	3630.6747	ATAD2|29028	536.8828
ATAD3A|55210	964.0081	ATAD3A|55210	238.3856
ATAD3B|83858	254.1511	ATAD3B|83858	167.6256
ATAD3C|219293	136.2895	ATAD3C|219293	155.9468
ATAD5|79915	179.6718	ATAD5|79915	111.6359
ATE1|11101	143.1999	ATE1|11101	329.7553
ATF1|466	365.1022	ATF1|466	602.1468
