gene_id	TCGA-BH-A0B3-01A-11R-A056-07	gene_id	TCGA-BH-A0B3-11B-21R-A089-07
TOMM34|10953	884.5379	TOMM34|10953	601.4599
TOMM40L|84134	952.8362	TOMM40L|84134	373.9287
TOMM40|10452	2763.7969	TOMM40|10452	431.4298
TOMM5|401505	986.6283	TOMM5|401505	622.6398
TOMM6|100188893	2879.7735	TOMM6|100188893	1386.3976
TOMM70A|9868	1646.9258	TOMM70A|9868	2023.155
TOMM7|54543	1225.8374	TOMM7|54543	2516.1013
TOP1MT|116447	1269.6036	TOP1MT|116447	429.7123
TOP1P1|7151	66.4171	TOP1P1|7151	74.5384
TOP1|7150	2203.2825	TOP1|7150	2159.8935
TOP2A|7153	6840.9636	TOP2A|7153	206.097
TOP2B|7155	4094.8268	TOP2B|7155	5736.3675
TOP3A|7156	849.6017	TOP3A|7156	451.3525
TOP3B|8940	229.9645	TOP3B|8940	276.17
TOPBP1|11073	1254.247	TOPBP1|11073	964.1906
TOPORS|10210	420.3858	TOPORS|10210	909.5749
TOR1AIP1|26092	1543.3343	TOR1AIP1|26092	2371.8334
TOR1AIP2|163590	465.6877	TOR1AIP2|163590	457.5354
TOR1A|1861	912.1797	TOR1A|1861	729.927
TOR1B|27348	503.6952	TOR1B|27348	487.76300000000003
TOR2A|27433	266.8202	TOR2A|27433	148.0464
TOR3A|64222	2483.9236	TOR3A|64222	985.4873
TOX2|84969	67.9528	TOX2|84969	46.3718
TOX3|27324	27.2579	TOX3|27324	463.7183
TOX4|9878	1727.6821	TOX4|9878	1783.7355
TOX|9760	176.2165	TOX|9760	97.8961
lowly_expressed	lowly_expressed	TP53AIP1|63970	41.5629
TP53BP1|7158	925.6167	TP53BP1|7158	1226.2774
TP53BP2|7159	3120.453	TP53BP2|7159	1190.8974
TP53I11|9537	3214.5119	TP53I11|9537	2989.781
TP53I13|90313	581.2458	TP53I13|90313	269.3001
TP53I3|9540	458.7772	TP53I3|9540	179.3044
TP53INP1|94241	737.8827	TP53INP1|94241	1579.7338
TP53INP2|58476	466.8394	TP53INP2|58476	494.9764
TP53RK|112858	396.1993	TP53RK|112858	528.2954
TP53TG1|11257	154.3334	TP53TG1|11257	266.8957
lowly_expressed	lowly_expressed	TP53TG3B|729355	5.4959
TP53|7157	3483.2518	lowly_expressed	lowly_expressed
TP63|8626	203.8583	TP63|8626	2143.7527
TP73|7161	8.0622	TP73|7161	55.9897
TPBG|7162	1253.0953	TPBG|7162	986.1743
TPCN1|53373	686.4382	TPCN1|53373	1659.0812
TPCN2|219931	279.4395	TPCN2|219931	322.8064
TPD52L1|7164	1028.5056	TPD52L1|7164	979.9914
TPD52L2|7165	4993.1855	TPD52L2|7165	1991.9279
TPD52|7163	2989.3195	TPD52|7163	2844.2662
lowly_expressed	lowly_expressed	TPH1|7166	10.9918
TPI1P2|286016	13.8209	TPI1P2|286016	10.9918
TPI1|7167	16230.7323	TPI1|7167	3988.6647
TPK1|27010	43.3823	TPK1|27010	76.5994
TPM1|7168	14219.4069	TPM1|7168	7780.249
TPM2|7169	4109.7994	TPM2|7169	3929.927
TPM3|7170	27745.0811	TPM3|7170	4434.8647
TPM4|7171	27162.2996	TPM4|7171	11343.5809
TPMT|7172	810.0585	TPMT|7172	612.1082
lowly_expressed	lowly_expressed	TPO|7173	121.2538
TPP1|1200	3265.1886	TPP1|1200	2747.9605
TPP2|7174	1018.9078	TPP2|7174	1195.7063
TPPP3|51673	67.9528	TPPP3|51673	245.9425
TPPP|11076	86.7646	TPPP|11076	262.4302
TPRA1|131601	715.6157	TPRA1|131601	561.2709
TPRG1L|127262	1406.277	TPRG1L|127262	1845.2555
TPRG1|285386	33.4005	TPRG1|285386	227.0502
TPRKB|51002	256.4546	TPRKB|51002	286.4749
TPRN|286262	466.0716	TPRN|286262	195.1052
TPRXL|348825	9.9818	lowly_expressed	lowly_expressed
TPR|7175	4040.9329	TPR|7175	4040.0240000000003
TPSAB1|7177	85.6128	TPSAB1|7177	165.2211
TPSB2|64499	213.8401	TPSB2|64499	299.1842
TPSD1|23430	5.3748	TPSD1|23430	14.7703
lowly_expressed	lowly_expressed	TPSG1|25823	10.9918
TPST1|8460	176.2165	TPST1|8460	242.5075
TPST2|8459	467.2233	TPST2|8459	451.69599999999997
TPT1|7178	27633.3621	TPT1|7178	46106.3117
lowly_expressed	lowly_expressed	TPTE2P1|646405	19.2357
lowly_expressed	lowly_expressed	TPTE|7179	8.7969
TPX2|22974	7838.7561	TPX2|22974	107.1705
TRA2A|29896	947.4998	TRA2A|29896	1141.7776
TRA2B|6434	2850.5615	TRA2B|6434	2333.7055
TRABD|80305	947.4998	TRABD|80305	410.1331
TRADD|8717	408.8684	TRADD|8717	249.7209
TRAF1|7185	305.5955	TRAF1|7185	413.5681
TRAF2|7186	643.8238	TRAF2|7186	293.6883
TRAF3IP1|26146	283.3285	TRAF3IP1|26146	629.283
TRAF3IP2|10758	1015.8365	TRAF3IP2|10758	817.1748
TRAF3IP3|80342	184.2787	TRAF3IP3|80342	180.6784
TRAF3|7187	317.8808	TRAF3|7187	240.79
TRAF4|9618	1562.1461	TRAF4|9618	919.8798
TRAF5|7188	359.3435	TRAF5|7188	548.5616
TRAF6|7189	227.66099999999997	TRAF6|7189	327.6943
TRAF7|84231	2733.4946	TRAF7|84231	1141.2589
TRAFD1|10906	1436.2223	TRAFD1|10906	1146.5865
TRAIP|10293	204.2422	TRAIP|10293	54.9592
TRAK1|22906	653.8055	TRAK1|22906	2002.5762
TRAK2|66008	670.6978	TRAK2|66008	1630.2276
TRAM1L1|133022	89.068	TRAM1L1|133022	132.2456
TRAM1|23471	4674.153	TRAM1|23471	4989.6093
TRAM2|9697	2298.8771	TRAM2|9697	1212.8811
TRANK1|9881	744.0253	TRANK1|9881	989.2658
TRAP1|10131	1987.7915	TRAP1|10131	1131.9261
TRAPPC10|7109	1117.9576	TRAPPC10|7109	1264.4053
TRAPPC1|58485	1245.0331	TRAPPC1|58485	870.76
TRAPPC2L|51693	420.3858	TRAPPC2L|51693	430.3993
TRAPPC2P1|10597	167.4019	TRAPPC2P1|10597	121.3396
TRAPPC2|6399	304.4438	TRAPPC2|6399	388.1494
TRAPPC3|27095	1140.2246	TRAPPC3|27095	1039.0726
TRAPPC4|51399	679.9117	TRAPPC4|51399	629.6264
TRAPPC5|126003	327.0947	TRAPPC5|126003	198.5401
TRAPPC6A|79090	262.5972	TRAPPC6A|79090	264.4912
TRAPPC6B|122553	441.5011	TRAPPC6B|122553	779.0468
TRAPPC9|83696	1418.1783	TRAPPC9|83696	560.2404
TRAT1|50852	12.6692	TRAT1|50852	29.5406
TRDMT1|1787	261.0615	TRDMT1|1787	195.7922
TRDN|10345	5.7587	TRDN|10345	124.6887
TREM1|54210	350.8974	lowly_expressed	lowly_expressed
TREM2|54209	467.9912	TREM2|54209	221.2108
lowly_expressed	lowly_expressed	TREML2|79865	7.2134
TRERF1|55809	150.4943	TRERF1|55809	381.2795
TREX1|11277	306.6551	TREX1|11277	280.4706
lowly_expressed	lowly_expressed	TRHDE|29953	29.0288
TRIAP1|51499	575.1032	TRIAP1|51499	482.9541
TRIB1|10221	1668.4903	TRIB1|10221	2649.3774
TRIB2|28951	2086.5726	TRIB2|28951	1045.9425
TRIB3|57761	920.2419	TRIB3|57761	204.3796
TRIL|9865	394.6636	TRIL|9865	725.8051
TRIM11|81559	1271.1393	TRIM11|81559	340.0601
TRIM13|10206	492.7805	TRIM13|10206	1020.778
TRIM14|9830	1175.1608	TRIM14|9830	1574.2379
TRIM15|89870	11.9013	lowly_expressed	lowly_expressed
TRIM16L|147166	551.4042	TRIM16L|147166	130.0472
TRIM16|10626	3347.3846	TRIM16|10626	423.7115
TRIM17|51127	252.6154	TRIM17|51127	72.134
TRIM21|6737	780.4972	TRIM21|6737	607.9863
TRIM22|10346	1001.6316	TRIM22|10346	2814.5951
TRIM23|373	117.8616	TRIM23|373	588.7505
TRIM24|8805	686.8222	TRIM24|8805	746.7583
TRIM25|7706	1346.7703	TRIM25|7706	2168.4843
TRIM26|7726	2834.821	TRIM26|7726	1500.7299
TRIM27|5987	1751.0318	TRIM27|5987	1332.4173
TRIM28|10155	9457.3376	TRIM28|10155	3324.3452
TRIM29|23650	5673.8651	TRIM29|23650	3684.6715
TRIM2|23321	1305.3076	TRIM2|23321	2180.5067
TRIM32|22954	368.5574	TRIM32|22954	454.7875
TRIM33|51592	1034.2643	TRIM33|51592	1749.4204
TRIM34|53840	201.5549	TRIM34|53840	371.3182
TRIM35|23087	562.0501	TRIM35|23087	435.5517
TRIM36|55521	38.0075	TRIM36|55521	100.6441
TRIM37|4591	587.5419999999999	TRIM37|4591	777.3431
TRIM38|10475	913.3314	TRIM38|10475	822.3272
TRIM39|56658	471.0126	TRIM39|56658	579.5723
TRIM3|10612	146.6551	TRIM3|10612	361.0133
TRIM41|90933	345.8988	TRIM41|90933	604.9292
TRIM43|129868	14.5887	lowly_expressed	lowly_expressed
TRIM44|54765	997.4086	TRIM44|54765	1699.6136
TRIM45|80263	163.1635	TRIM45|80263	466.8098
TRIM46|80128	160.0921	TRIM46|80128	29.1971
TRIM47|91107	2440.5413	TRIM47|91107	692.1426
TRIM4|89122	569.3445	TRIM4|89122	1602.4045
TRIM52|84851	81.7737	TRIM52|84851	265.1782
TRIM56|81844	254.9189	TRIM56|81844	644.7402
TRIM58|25893	16.8922	TRIM58|25893	61.8635
TRIM59|286827	1141.9714	TRIM59|286827	144.7213
TRIM5|85363	399.6583	TRIM5|85363	648.1477
lowly_expressed	lowly_expressed	TRIM61|391712	5.1524
TRIM62|55223	229.1967	TRIM62|55223	205.0666
TRIM65|201292	979.7485	TRIM65|201292	392.9584
TRIM66|9866	74.8632	TRIM66|9866	531.7304
TRIM68|55128	119.0133	TRIM68|55128	434.1778
TRIM69|140691	36.3989	TRIM69|140691	9.2744
TRIM6|117854	182.3592	TRIM6|117854	241.1335
lowly_expressed	lowly_expressed	TRIM74|378108	7.2134
lowly_expressed	lowly_expressed	TRIM78P|117852	13.7673
TRIM7|81786	50.2927	TRIM7|81786	24.0447
TRIM8|81603	1680.0077	TRIM8|81603	2081.5801
TRIM9|114088	23.8027	TRIM9|114088	89.3087
TRIOBP|11078	785.1041	TRIOBP|11078	1692.8467
TRIO|7204	3674.0570000000002	TRIO|7204	2702.2757
TRIP10|9322	1091.8514	TRIP10|9322	892.0567
TRIP11|9321	798.1572	TRIP11|9321	1367.1103
TRIP12|9320	3441.0212	TRIP12|9320	3906.2258
TRIP13|9319	1537.1917	TRIP13|9319	63.8901
TRIP4|9325	637.2972	TRIP4|9325	595.2769
TRIP6|7205	2196.7559	TRIP6|7205	960.7557
TRIT1|54802	498.7043	TRIT1|54802	432.4603
TRMT112|51504	2096.1705	TRMT112|51504	1267.4968
TRMT11|60487	217.2953	TRMT11|60487	346.24300000000005
TRMT12|55039	577.4067	TRMT12|55039	391.5844
TRMT1|55621	391.9762	TRMT1|55621	408.0721
TRMT2A|27037	505.2308	TRMT2A|27037	475.0537
TRMT2B|79979	442.2689	TRMT2B|79979	457.5354
TRMT5|57570	343.2191	TRMT5|57570	638.9008
TRMT61A|115708	562.0501	TRMT61A|115708	255.2168
TRMT61B|55006	211.8476	TRMT61B|55006	304.29200000000003
TRMT6|51605	618.8694	TRMT6|51605	337.3122
TRMU|55687	242.6337	TRMU|55687	203.3491
TRNAU1AP|54952	496.7847	TRNAU1AP|54952	311.8935
TRNP1|388610	205.394	TRNP1|388610	236.6681
TRNT1|51095	340.2438	TRNT1|51095	379.2941
TROAP|10024	504.463	TROAP|10024	15.1138
TROVE2|6738	807.7935	TROVE2|6738	1330.8957
TRO|7216	65.6493	TRO|7216	271.7046
TRPA1|8989	6.5265	lowly_expressed	lowly_expressed
TRPC1|7220	140.5125	TRPC1|7220	211.9365
TRPC4AP|26133	2000.9598	TRPC4AP|26133	1958.9523
TRPC4|7223	14.5887	TRPC4|7223	6.1829
TRPC6|7225	40.311	TRPC6|7225	130.5281
TRPM2|7226	304.0599	TRPM2|7226	167.2821
lowly_expressed	lowly_expressed	TRPM3|80036	7.2134
TRPM4|54795	1398.5987	TRPM4|54795	650.9231
TRPM6|140803	10.7496	TRPM6|140803	42.9369
TRPM7|54822	578.5584	TRPM7|54822	1464.6629
TRPM8|79054	26.1062	TRPM8|79054	9.9614
TRPS1|7227	12740.5701	TRPS1|7227	8077.2864
TRPT1|83707	283.7124	TRPT1|83707	211.593
TRPV1|7442	75.6311	TRPV1|7442	292.3933
TRPV2|51393	309.8186	TRPV2|51393	154.9163
TRPV3|162514	20.070999999999998	TRPV3|162514	5.4719
TRPV4|59341	206.1618	TRPV4|59341	130.1846
TRPV6|55503	340.9156	TRPV6|55503	211.2495
TRRAP|8295	2009.5979	TRRAP|8295	2199.2581
TRUB1|142940	215.7597	TRUB1|142940	612.4517
TRUB2|26995	612.7267	TRUB2|26995	482.9541
TSC1|7248	625.012	TSC1|7248	1481.1507
TSC22D1|8848	1962.9523	TSC22D1|8848	6913.8686
TSC22D2|9819	1112.9667	TSC22D2|9819	497.0374
TSC22D3|1831	1229.2926	TSC22D3|1831	3117.2177
TSC22D4|81628	999.7121	TSC22D4|81628	796.565
TSC2|7249	1772.9149	TSC2|7249	1500.3864
TSEN15|116461	1164.7951	TSEN15|116461	454.1005
TSEN2|80746	140.1286	TSEN2|80746	187.5483
TSEN34|79042	2742.6816	TSEN34|79042	684.5857
TSEN54|283989	539.7831	TSEN54|283989	344.1821
TSFM|10102	606.9680000000001	TSFM|10102	494.6329
TSG101|7251	1185.1425	TSG101|7251	1219.4075
TSGA10|80705	36.0879	TSGA10|80705	97.2091
TSGA14|95681	177.7522	TSGA14|95681	231.8592
TSHR|7253	15.7405	TSHR|7253	10.9918
TSHZ1|10194	231.5001	TSHZ1|10194	1492.1426
TSHZ2|128553	62.578	TSHZ2|128553	457.8789
TSHZ3|57616	276.0342	TSHZ3|57616	290.9403
TSIX|9383	40.5989	TSIX|9383	31.5363
TSKU|25987	1473.8459	TSKU|25987	1025.3328
lowly_expressed	lowly_expressed	TSLP|85480	82.4388
TSNARE1|203062	241.4819	TSNARE1|203062	256.9343
TSNAXIP1|55815	5.7587	TSNAXIP1|55815	29.5406
TSNAX|7257	1086.0927	TSNAX|7257	1052.8295
TSN|7247	2601.4013	TSN|7247	2169.5148
TSPAN10|83882	21.1153	TSPAN10|83882	27.4796
TSPAN11|441631	46.0697	TSPAN11|441631	236.3246
TSPAN12|23554	184.6626	TSPAN12|23554	428.3383
TSPAN13|27075	1146.7511	TSPAN13|27075	3939.5449
TSPAN14|81619	1607.0639999999999	TSPAN14|81619	2628.4242
TSPAN15|23555	1354.4486	TSPAN15|23555	1211.1636
TSPAN17|26262	1193.9726	TSPAN17|26262	483.2976
TSPAN18|90139	294.462	TSPAN18|90139	601.1164
TSPAN1|10103	180.8235	TSPAN1|10103	140.14600000000002
TSPAN2|10100	299.069	TSPAN2|10100	268.6131
TSPAN31|6302	679.1439	TSPAN31|6302	1218.377
TSPAN32|10077	5.7587	TSPAN32|10077	19.5792
TSPAN33|340348	449.5633	TSPAN33|340348	332.8467
TSPAN3|10099	1795.1819	TSPAN3|10099	4085.1868
TSPAN4|7106	762.4532	TSPAN4|7106	691.4556
TSPAN5|10098	140.5125	TSPAN5|10098	255.5603
TSPAN6|7105	876.8596	TSPAN6|7105	2032.1168
TSPAN7|7102	80.238	TSPAN7|7102	1169.6007
lowly_expressed	lowly_expressed	TSPAN8|7103	48.0893
TSPAN9|10867	1208.1774	TSPAN9|10867	2333.7055
TSPO|706	2013.245	TSPO|706	858.3942
TSPYL1|7259	1738.3626	TSPYL1|7259	3330.8751
TSPYL2|64061	415.7789	TSPYL2|64061	1286.7325
TSPYL3|128854	22.6509	TSPYL3|128854	43.9674
TSPYL4|23270	432.2872	TSPYL4|23270	1463.6325
TSPYL5|85453	3459.0652	TSPYL5|85453	794.1606
TSR1|55720	1500.286	TSR1|55720	1193.2160000000001
TSR2|90121	1106.0562	TSR2|90121	945.2984
TSSC1|7260	333.6213	TSSC1|7260	249.0339
TSSC4|10078	597.7541	TSSC4|10078	350.0215
TSSK3|81629	11.6288	TSSK3|81629	64.8141
TSSK4|283629	7.6783	TSSK4|283629	32.632
TSSK6|83983	14.9726	TSSK6|83983	22.6707
TSTA3|7264	2301.9484	TSTA3|7264	509.4032
TSTD1|100131187	1336.7886	TSTD1|100131187	595.9571
TSTD2|158427	336.5544	TSTD2|158427	737.9133
TST|7263	370.477	TST|7263	339.0296
TTBK2|146057	81.3898	TTBK2|146057	280.97900000000004
TTC12|54970	241.09799999999998	TTC12|54970	536.1958
TTC13|79573	734.4275	TTC13|79573	249.7209
TTC14|151613	344.3709	TTC14|151613	1394.2465
TTC15|51112	542.0866	TTC15|51112	556.462
TTC17|55761	1294.1741	TTC17|55761	1965.1353
TTC18|118491	8.0622	TTC18|118491	218.4594
TTC19|54902	964.7029	TTC19|54902	1671.2752
TTC1|7265	702.5626	TTC1|7265	917.8188
TTC21A|199223	44.534	TTC21A|199223	103.7355
TTC21B|79809	339.7639	TTC21B|79809	432.7763
TTC22|55001	167.0026	TTC22|55001	70.76
lowly_expressed	lowly_expressed	TTC23L|153657	47.4023
TTC23|64927	266.8202	TTC23|64927	496.0069
TTC25|83538	8.0622	TTC25|83538	31.945
TTC26|79989	106.7281	TTC26|79989	105.45299999999999
TTC27|55622	888.377	TTC27|55622	566.0799
TTC28|23331	294.3699	TTC28|23331	1331.9158
TTC30A|92104	190.4213	TTC30A|92104	413.2246
TTC30B|150737	187.35	TTC30B|150737	302.9626
TTC31|64427	430.7515	TTC31|64427	513.8686
TTC32|130502	56.0514	TTC32|130502	93.0872
TTC33|23548	100.9694	TTC33|23548	645.7707
TTC35|9694	1319.8963	TTC35|9694	704.5084
lowly_expressed	lowly_expressed	TTC36|143941	19.9227
TTC37|9652	1407.8126	TTC37|9652	2269.8154
TTC38|55020	681.4474	TTC38|55020	983.0829
TTC39A|22996	633.4581	TTC39A|22996	1593.4736
TTC39B|158219	149.7265	TTC39B|158219	86.9043
TTC39C|125488	135.1377	TTC39C|125488	532.4173
TTC3|7267	3391.1124	TTC3|7267	8504.2508
TTC4|7268	873.7883	TTC4|7268	596.6509
TTC5|91875	138.9769	TTC5|91875	212.2799
TTC7A|57217	1319.3742	TTC7A|57217	679.3645
TTC7B|145567	438.8137	TTC7B|145567	318.0764
TTC8|123016	254.535	TTC8|123016	648.8622
TTC9C|283237	454.1703	TTC9C|283237	261.0562
TTC9|23508	578.9423	TTC9|23508	952.5118
TTF1|7270	341.6835	TTF1|7270	480.5496
TTF2|8458	813.5138	TTF2|8458	357.9219
TTK|7272	778.9615	TTK|7272	65.2641
TTLL11|158135	45.6858	TTLL11|158135	87.5912
TTLL12|23170	1415.4909	TTLL12|23170	669.8154
lowly_expressed	lowly_expressed	TTLL13|440307	6.2001
TTLL1|25809	111.3351	TTLL1|25809	222.2413
TTLL3|26140	256.1743	TTLL3|26140	984.4672
TTLL4|9654	1225.8374	TTLL4|9654	489.4805
TTLL5|23093	605.8163	TTLL5|23093	661.5715
lowly_expressed	lowly_expressed	TTLL6|284076	29.1971
TTLL7|79739	87.1485	TTLL7|79739	127.0932
TTLL9|164395	9.2139	TTLL9|164395	32.9755
TTL|150465	1139.8407	TTL|150465	514.8991
TTN|7273	151.3159	TTN|7273	400.7969
TTPAL|79183	590.8437	TTPAL|79183	566.4234
lowly_expressed	lowly_expressed	TTPA|7274	13.0528
TTYH1|57348	22.267	TTYH1|57348	181.7089
TTYH2|94015	52.2277	TTYH2|94015	204.4139
TTYH3|80727	5253.0953	TTYH3|80727	794.5041
TUBA1A|7846	6962.2804	TUBA1A|7846	5328.9824
TUBA1B|10376	26743.9754	TUBA1B|10376	8339.1052
TUBA1C|84790	12762.8371	TUBA1C|84790	1135.2512
TUBA4A|7277	2339.9558	TUBA4A|7277	583.9416
TUBA8|51807	69.8723	TUBA8|51807	20.6097
TUBAL3|79861	15.7405	TUBAL3|79861	11.6788
TUBB1|81027	8.83	TUBB1|81027	16.8313
TUBB2A|7280	1758.71	TUBB2A|7280	942.5505
TUBB2B|347733	24.2595	TUBB2B|347733	261.0562
TUBB2C|10383	7952.3947	TUBB2C|10383	2464.2336
TUBB3|10381	3956.4334	TUBB3|10381	89.9957
TUBB4Q|56604	8.83	lowly_expressed	lowly_expressed
TUBB4|10382	59.1228	TUBB4|10382	48.7763
TUBB6|84617	2841.29	TUBB6|84617	1340.8502
TUBB8|347688	21.4992	lowly_expressed	lowly_expressed
TUBBP5|643224	95.2107	TUBBP5|643224	36.754
TUBB|203068	40828.1025	TUBB|203068	10016.6595
TUBD1|51174	214.22400000000002	TUBD1|51174	301.9322
TUBE1|51175	157.0208	TUBE1|51175	295.7492
TUBG1|7283	1245.8009	TUBG1|7283	381.62300000000005
TUBG2|27175	180.8235	TUBG2|27175	360.6698
TUBGCP2|10844	1329.2946	TUBGCP2|10844	1202.3426
TUBGCP3|10426	788.1754	TUBGCP3|10426	718.2482
TUBGCP4|27229	307.1312	TUBGCP4|27229	290.5968
TUBGCP5|114791	370.0931	TUBGCP5|114791	428.6818
TUBGCP6|85378	350.8974	TUBGCP6|85378	1055.9038
TUB|7275	128.6112	TUB|7275	478.4886
TUFM|7284	4004.2231	TUFM|7284	2231.0004
TUFT1|7286	2773.0108	TUFT1|7286	413.9116
TUG1|55000	4279.4894	TUG1|55000	5819.4933
TULP3|7289	923.6971	TULP3|7289	725.1181
TULP4|56995	982.4359	TULP4|56995	1029.4547
TUSC1|286319	512.9091	TUSC1|286319	586.3461
TUSC2|11334	410.0202	TUSC2|11334	553.714
TUSC3|7991	1652.7498	TUSC3|7991	1399.0554
TUSC5|286753	35.704	TUSC5|286753	2292.486
TUT1|64852	491.026	TUT1|64852	627.5655
TWF1|5756	1097.994	TWF1|5756	1980.249
TWF2|11344	1440.8753	TWF2|11344	773.3929
TWIST1|7291	128.2273	TWIST1|7291	227.3937
TWIST2|117581	25.3383	TWIST2|117581	42.2499
TWISTNB|221830	470.2947	TWISTNB|221830	569.1713
TWSG1|57045	824.6473	TWSG1|57045	1011.2495
lowly_expressed	lowly_expressed	TXK|7294	18.5487
TXLNA|200081	2231.6921	TXLNA|200081	2060.2834
TXLNB|167838	52.9801	TXLNB|167838	149.7638
TXLNG|55787	367.0218	TXLNG|55787	323.9158
TXN2|25828	1102.601	TXN2|25828	1247.9176
TXNDC11|51061	1936.0783	TXNDC11|51061	1118.4199
TXNDC12|51060	2005.9507	TXNDC12|51060	1300.8158
TXNDC15|79770	766.6763	TXNDC15|79770	1195.0193
TXNDC16|57544	269.1237	TXNDC16|57544	622.4131
TXNDC17|84817	869.189	TXNDC17|84817	321.1679
lowly_expressed	lowly_expressed	TXNDC3|51314	5.4959
TXNDC5|81567	10367.8165	TXNDC5|81567	5919.945
lowly_expressed	lowly_expressed	TXNDC6|347736	7.2134
TXNDC9|10190	958.6333	TXNDC9|10190	519.7080000000001
TXNIP|10628	8142.0482	TXNIP|10628	38073.3362
TXNL1|9352	1819.7524	TXNL1|9352	1116.0155
TXNL4A|10907	571.264	TXNL4A|10907	492.2284
TXNL4B|54957	207.3136	TXNL4B|54957	238.3856
TXNRD1|7296	2621.7487	TXNRD1|7296	1670.4165
TXNRD2|10587	239.1784	TXNRD2|10587	339.7166
TXNRD3IT1|645840	249.5441	TXNRD3IT1|645840	288.5359
TXN|7295	3652.5578	TXN|7295	1903.9931
TYK2|7297	916.0188	TYK2|7297	991.6702
TYMP|1890	3667.9144	TYMP|1890	740.2319
TYMS|7298	1858.1975	TYMS|7298	134.997
TYRO3|7301	343.2191	TYRO3|7301	324.6028
TYROBP|7305	1481.9081	TYROBP|7305	621.7261
TYSND1|219743	408.8684	TYSND1|219743	488.7935
TYW1B|441250	44.534	TYW1B|441250	102.01799999999999
TYW1|55253	532.1048	TYW1|55253	644.7402
TYW3|127253	409.2293	TYW3|127253	818.4663
U2AF1L4|199746	191.0126	U2AF1L4|199746	111.0485
U2AF1|7307	1909.9722	U2AF1|7307	1329.6694
U2AF2|11338	3393.4159	U2AF2|11338	2059.9399
UACA|55075	1204.3382	UACA|55075	2729.7553
UAP1L1|91373	319.8004	UAP1L1|91373	305.7106
UAP1|6675	2465.1118	UAP1|6675	1175.7836
UBA1|7317	8150.4943	UBA1|7317	5163.7613
UBA2|10054	3339.284	UBA2|10054	2245.7707
UBA3|9039	1281.8889	UBA3|9039	1063.8042
UBA52|7311	7423.7451	UBA52|7311	5897.1232
UBA5|79876	611.575	UBA5|79876	863.3371
UBA6|55236	785.1041	UBA6|55236	1020.5238
UBA7|7318	843.4591	UBA7|7318	1038.0421
UBAC1|10422	765.9084	UBAC1|10422	577.0717
UBAC2|337867	1411.1988	UBAC2|337867	1162.0026
UBAP1|51271	1415.1032	UBAP1|51271	1523.4006
UBAP2L|9898	9079.9501	UBAP2L|9898	2532.9326
UBAP2|55833	887.6092	UBAP2|55833	703.1344
UBASH3A|53347	31.8649	UBASH3A|53347	65.6076
UBASH3B|84959	1013.1491	UBASH3B|84959	181.0219
UBB|7314	15597.2742	UBB|7314	11389.9528
UBC|7316	38164.5072	UBC|7316	33604.1219
UBD|10537	3327.3827	UBD|10537	1088.1924
UBE2A|7319	1891.1604	UBE2A|7319	1006.4405
UBE2B|7320	477.589	UBE2B|7320	1315.5861
UBE2CBP|90025	58.7388	UBE2CBP|90025	62.5161
UBE2C|11065	2397.159	UBE2C|11065	34.3495
UBE2D1|7321	255.3028	UBE2D1|7321	336.9687
UBE2D2|7322	1590.5557	UBE2D2|7322	1398.7119
UBE2D3|7323	3775.7942	UBE2D3|7323	5256.5049
UBE2D4|51619	325.8585	UBE2D4|51619	303.4641
UBE2E1|7324	1244.2653	UBE2E1|7324	1409.3602
UBE2E2|7325	575.871	UBE2E2|7325	427.6514
UBE2E3|10477	1506.4785	UBE2E3|10477	1287.4195
UBE2F|140739	524.0426	UBE2F|140739	377.3705
UBE2G1|7326	1000.096	UBE2G1|7326	1353.0271
UBE2G2|7327	1347.9221	UBE2G2|7327	1592.4431
UBE2H|7328	1847.3942	UBE2H|7328	1687.9347
UBE2I|7329	3601.1134	UBE2I|7329	1602.7479999999998
UBE2J1|51465	2538.8233	UBE2J1|51465	1709.2314
UBE2J2|118424	872.2526	UBE2J2|118424	569.8583
UBE2K|3093	1739.8983	UBE2K|3093	1985.058
UBE2L3|7332	2138.401	UBE2L3|7332	1413.1387
UBE2L6|9246	4304.0599	UBE2L6|9246	1878.918
UBE2MP1|606551	145.1195	UBE2MP1|606551	57.3637
UBE2M|9040	1722.6221	UBE2M|9040	487.76300000000003
lowly_expressed	lowly_expressed	UBE2NL|389898	8.9309
UBE2N|7334	2264.3248	UBE2N|7334	1507.2563
UBE2O|63893	1066.5131	UBE2O|63893	705.5389
UBE2Q1|55585	5786.3519	UBE2Q1|55585	1585.5732
UBE2Q2P1|388165	15.3566	UBE2Q2P1|388165	52.2112
UBE2Q2|92912	840.0038	UBE2Q2|92912	1405.5818
UBE2QL1|134111	75.2471	UBE2QL1|134111	62.1726
UBE2R2|54926	1709.1851	UBE2R2|54926	1631.945
UBE2S|27338	1566.3691	UBE2S|27338	70.07300000000001
UBE2T|29089	600.4415	UBE2T|29089	34.006
UBE2V1|7335	2733.9476	UBE2V1|7335	2304.1992
UBE2V2|7336	1231.5961	UBE2V2|7336	672.2198
UBE2W|55284	481.8121	UBE2W|55284	695.5775
UBE2Z|65264	3277.4738	UBE2Z|65264	2399.313
UBE3A|7337	1356.7521	UBE3A|7337	2330.9575
UBE3B|89910	1344.4668	UBE3B|89910	1320.0515
UBE3C|9690	1809.3867	UBE3C|9690	1831.5157
